married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Single,22.05875717820047,D,49.70522714783922,-36.080185283847925,-159.8613355802165,112.51981013882286,19.067632017367476,-56.98467964349005,B,62.14532978926452,-4.9756526923998745,-61.965973394112176,92.67550745119914,A,0
Divorced,-88.98356460275986,B,63.71695177117155,-76.60050894950386,8.055065248812623,57.155769399341885,62.18367323819047,6.891219248705044,D,28.001037763108457,9.723665595827443,-138.97112978865053,32.83025684973409,E,0
Single,106.69606142225223,C,-91.89283828494455,-103.24905317533258,-95.59395778643825,-9.265739300678288,-115.0454284782051,-147.17320712239507,B,154.65344028372968,-103.26614899329259,-15.508599695294139,-32.737573405311934,E,1
Divorced,82.07685984028016,E,56.222598647745016,-2.0213133173027833,-108.6186416317872,-38.38003814819641,12.392111574990539,140.73496754571855,C,32.48194873639184,-91.09990849241608,-91.82537032577062,13.902380185308758,E,1
Single,-43.21865393988165,B,89.88274816137574,-78.93669788679229,21.358534714467595,182.07436023879274,-194.2749457948374,-56.40774369359514,E,189.05508299864093,-51.36251686507013,48.38288166695512,-101.87681631525898,E,1
Widowed,139.95194185590498,B,60.78124368018176,68.42723191347287,-64.87488105764912,37.55826342353713,20.951041347521848,-53.96950572211415,C,-53.35997837421074,46.14958849090862,80.51029368606092,-46.39483386034447,E,0
Divorced,-42.821988653141574,C,163.37074308314092,-106.45885261027956,-131.2125013131319,-20.85486993427166,89.81834338580462,-139.99501043874838,C,-15.6338591246145,119.75066861384676,-117.59053587420702,40.05781948617184,A,0
Single,173.7620493527401,C,19.74490459793801,88.37595270819017,-146.31694278832498,-10.929597141303711,33.961553902240716,62.454926342101714,A,79.07588904065761,-117.54248082049486,105.6770095308382,-117.79442296625973,A,0
Single,-128.2931010914007,C,18.458213008329327,126.26142226840827,-17.513852839124088,171.69563560311877,13.115997383880536,115.44381703275646,E,7.604545841460878,-82.84690567753967,71.32490505472006,-77.4178547255229,A,1
Married,178.6561227767707,D,-186.76353561678255,-50.73043688610238,13.232743788853332,-22.592524674048263,50.52212358431494,138.0310046816931,C,74.53594388096688,-95.5502736919582,-59.595620043406846,-1.2352425294563607,B,0
Married,85.51475863275861,B,-100.97618944212334,4.9913771699375875,-6.72953151117754,167.57041311991705,-165.05321277857092,214.59045508375794,C,64.91568991993785,-23.12903711294108,-115.90906382645363,-24.84141198336955,A,1
Single,21.272249543188117,C,-163.14043296571325,50.59795049110851,58.727358471574135,-47.073534649210835,107.12410081026906,131.9271941684585,C,33.30544555952291,18.431953238579958,-15.024705895879919,97.30771520362687,B,0
Divorced,75.2260927924247,D,43.378104996431894,-152.44614296083526,29.781436247247495,8.974288477383272,-66.5113998995085,276.06666419025294,D,-126.87653869777158,-66.77040448429707,30.12232332909735,6.415122638514144,A,1
Single,-9.147247249228101,B,23.700326278411588,53.78673443134573,111.33545628890317,57.194660380716876,153.00306704429835,-17.79766890031062,C,-111.21062484478983,117.05438851315755,143.63010674152525,7.932357545179972,C,0
Divorced,-42.57674817251553,C,-94.58726185884315,-139.9241727228707,-154.89610365598332,-62.569628960756,56.78631633615676,4.509831771559841,B,108.37509244121253,-2.7251400217087522,-44.27467057483997,128.53357422383618,A,1
Single,16.39877940048716,C,-43.54360545312378,61.978423451714136,99.78276276520015,30.561056563794807,-63.97723954902038,148.2002424842667,E,30.69446956506397,-115.36241073975802,-105.69353925179958,73.16436074458286,B,1
Single,45.01843569193244,C,38.51696508217365,101.3620677558888,-34.72587716710166,110.30173984148604,94.44779050303681,-95.69651568327934,A,-11.687141128626763,31.08047694525165,-8.702788193695211,-1.9746527304344526,E,0
Widowed,120.59835146498838,E,7.255618302953344,-95.83833549227683,11.88392707434103,17.382544210350808,-100.53831898368047,-118.20436134371914,E,-50.617865411135924,91.45510065110622,-3.236052098755219,26.374673819582146,A,0
Divorced,-13.897845999450675,B,130.7834310603242,-88.94432907403392,127.50164735509945,21.091241205449695,55.07708505360739,-40.525720094101324,D,-10.688085777887558,84.25644757239174,-37.46192204573155,49.64157113311402,E,0
Single,-34.840906783684396,A,-99.3299740210754,-129.84633846357505,47.28326433852873,-65.12426278033595,46.96914976491549,-18.99150316442291,A,13.001132925101414,-97.53363498124304,-90.24903310599672,-33.429240483499704,B,1
Married,-159.43650202916206,C,51.24260737136077,-68.38882485192079,140.56287782850566,-70.01467170988988,-204.921218942315,-20.52924736579584,C,127.28295635738698,-36.07949592006469,-37.428646327756034,88.57085680482359,B,1
Divorced,11.619173418268606,E,75.15856237861794,-111.15860012633216,6.324433871425675,-71.24959378334721,-15.693394079332073,-35.44858106357085,E,73.86759622634469,112.99839313579665,-59.666295371895636,-4.145268779990923,E,1
Widowed,14.704142367023465,C,-94.3863085799053,-107.78561359670556,43.31680274516987,87.57967241339169,-83.77324327255347,-93.97204675892884,B,-50.85800037501055,30.13781175591618,10.297919583283939,-136.03505412994002,B,1
Married,24.282784259764252,C,35.876731938655155,-8.828025662300494,48.65913580778201,112.98654520737408,-200.77983764478074,-50.87433402166026,B,-21.231702934685437,34.23628323469071,-144.00048240538038,127.2793890820706,A,0
Divorced,-120.64589466938034,D,-27.060690590434888,-156.11495478872217,-141.47342931072671,61.083225573816215,61.93528401772666,136.00572845388984,D,140.95879820816407,-110.02093269620732,-101.89687839997048,59.80977181379714,E,0
Divorced,15.339698072265426,A,38.035942931789684,1.8788462260923,198.9534844728321,11.114808927684509,110.59644084466933,197.4447625924024,C,-65.00399042396975,-45.055536411677785,104.5054680884038,-119.74120109415212,A,0
Divorced,144.21643698739962,D,-217.28216507568376,143.55951451596016,-238.3998543115041,-10.140936738741823,-86.74405925920023,65.4827734935354,B,41.33850220562825,-82.26782643201754,-148.06763820898468,43.434077996824904,B,1
Married,-10.71041783909163,A,99.96355206638833,-32.82457525637078,21.034800511493472,11.701785694262737,21.84655360275198,11.808311337822897,A,112.75230877706537,128.8754517992576,79.26799467816687,102.42730680434227,C,1
Divorced,76.4614192494383,E,-63.08318484731457,-58.70417233776918,-212.43709120567456,9.550858518134948,-45.07070622870382,-20.757610769489776,D,99.22952525744053,25.308379123255058,-30.35580966959649,-68.57407939217659,A,1
Divorced,-126.48523182900374,D,68.7721743370116,-109.25792916317772,-296.5997736693618,17.19953368578209,104.81634317059499,-191.35128099886234,B,-201.86893049390932,-22.228793744607213,107.3307905747975,166.72111370750972,A,0
Widowed,85.51991478739694,D,77.35869874592676,14.565096241819159,-93.33019059261845,-16.480633550768868,-108.03544223690587,-8.102203642936217,C,-57.93260133367644,23.923015386207673,95.03242754914075,12.378668791159274,C,1
Divorced,-86.02851773256103,D,-4.912432476812274,154.60410877995002,121.02210689208587,16.796034319765596,108.18963993883195,-171.25673863305892,E,72.6647942383054,-59.91261783598376,162.69946850123802,161.06188025458258,A,0
Single,-117.78957555729725,E,61.73185978400287,116.67606092988787,45.623251431060716,-74.96206672243312,-42.796619639073846,-93.89078896339866,B,-163.38036429043518,113.04102690757729,-89.38518732028332,-101.64804542125275,C,1
Divorced,-47.91065632556165,C,58.23559450956167,23.7328550538922,-62.602721291903805,67.38037265783288,-25.568789135474574,57.8525168160435,A,-35.92179272114664,245.0991116668034,100.43184270760561,-32.4971977816966,A,0
Single,-101.51102451282415,B,-211.16224383316563,-200.01085721131423,-22.68168916177701,-11.278248344264158,105.97352554133421,-42.20254004245586,B,-37.518981834667336,132.26755997791165,-116.53667464611064,-155.79064250444472,E,1
Single,-64.0240762619189,E,-98.10670904472897,212.23147489503793,123.64911563388902,52.42679395990692,-107.19687470965633,203.6371124144463,A,88.85568442928792,-71.01190314626854,108.11665166367742,-87.21435791617893,D,0
Widowed,78.86819399781965,D,81.53931500041224,-126.1270266573691,-11.436343388455187,187.9485954258416,-172.79593171883258,73.09852206247642,C,153.93431145655418,138.7158188610883,93.8516337836742,-194.22560756141306,D,0
Single,-38.29845870847729,B,-51.874170430222996,169.76878642526418,-106.24536785920864,-102.62578292611182,104.75050843078964,190.29860216896364,E,27.200774955967233,-178.97736579380583,-105.36640891147653,90.09030613424473,B,0
Single,-136.4475342926503,A,-77.18265767328091,68.59220702368302,-83.41618811255613,-2.060373537623355,-8.250866064844503,-173.79917308012443,D,47.459769699155395,60.46205904781,78.37703632780864,-196.02974584475302,D,0
Divorced,-28.54109083628833,B,-134.51758063564165,-187.43392657767282,-106.83201870884606,-161.0256751118347,12.28793764095038,61.98543031778807,C,4.7022468275814555,12.333834158612756,-51.52612020237355,-10.08395513358365,D,1
Widowed,-35.4238371575244,D,-95.33072219454493,32.37783704011351,199.77858489892344,67.8933760376176,142.1021804136529,-173.10780233040768,A,-157.04920877352515,87.91213065126624,-69.13002769675936,-48.0823198594287,D,0
Married,101.49981933566241,E,-61.904518200005185,-124.48338062103508,-72.80432871731408,-44.810031745430656,-12.087310433791528,135.1361909791402,A,138.01394971251523,-18.208988978364474,88.60850855034822,-79.70946363729684,C,0
Divorced,-5.7471283695642255,B,135.26567539951438,-92.8951571660173,-13.037424187310783,16.77724349421249,-40.58978496050855,-62.5545096528394,D,-15.12754235172333,61.833670360582325,-14.27578429800426,-91.66972076658682,C,1
Married,-7.539154043432059,A,-83.6516995752109,10.445339255125026,67.99284860250373,37.65540378224939,-193.730918550414,-14.036128973363446,D,-43.21472942478212,-27.270065944385554,-134.59494278273425,59.358672835570694,D,1
Married,65.05568670108576,B,-165.35642006273534,6.777439231309848,96.43441831851803,-78.83330994602036,18.070199268974676,23.279284773453206,D,178.3891026271798,25.427531045578593,16.898075232636973,-56.28576260393975,B,0
Divorced,123.49309997615892,E,-16.03516547672595,104.46810380312293,39.55765932909692,-105.38381266611647,139.08748108718015,12.797313312387354,A,5.725681243588776,-16.545159386076577,-12.56890850280516,176.05814509413716,A,0
Married,-23.74421183034155,C,-130.82806091539248,35.294685419995595,-124.04932047098069,99.00134748484797,-41.58441187644056,-25.326454905394264,A,66.40685778682332,-52.98077621457574,35.13824277926662,219.33761424040833,D,0
Single,127.18685422215388,E,-9.482935860954724,-120.46739448824249,26.37748093892478,261.9091077746419,-35.10968713276997,29.318582044112922,D,20.519640089103195,100.05107638634337,84.63177266131261,66.18887291901923,B,1
Widowed,-22.837326563398015,D,36.42871711645862,177.9892897059655,68.38447501507747,-81.43392116655225,-25.292164746236217,-46.833002217649856,B,-21.487819108486388,18.648802860092612,147.47507011509248,-97.56175436287465,A,0
Widowed,-28.003194951498187,E,63.28925411155373,11.57928252918236,28.81902630056109,-13.54175965251303,-148.77767533967025,19.04648653525643,C,71.92024571808523,58.40801385921387,-130.4599530218585,-122.09198065167904,A,1
Divorced,-102.20047954031088,E,51.37556752564683,7.781544746377319,68.56532869695546,146.70616826524292,-131.95866355897508,-57.093891663641486,D,41.678840655338234,283.3558745306924,-232.41488866719374,-174.55557421432488,B,0
Married,-25.45735934286274,A,-52.34479252503004,32.511233728360615,-146.83083911690707,-39.96777428230807,4.766698573736416,46.76762883895712,C,-121.34247173243764,138.47749685059972,-134.2848538234413,142.7116307355398,D,1
Single,-72.68781325294151,B,35.59365069341518,-61.05231768879563,-3.6616103219961977,132.02814608772485,-27.901171679822077,97.3045869505776,C,-23.625760999085895,136.89241321911598,325.08066642983283,44.39139750338778,A,0
Married,82.66217485452042,C,75.1599360734143,81.08845409172596,56.21744724997514,-139.27186565286905,31.725669369253133,53.58645081269442,E,-12.491824296840836,-99.78828809765295,203.47534063519478,-41.67641338337353,D,1
Married,153.28435694929206,B,59.88459464122485,-23.457552837117433,81.19956111941853,-93.54659387437805,-44.59147787362967,57.300588418946596,B,-112.01445865833325,16.120110432866223,-45.9756662914312,135.8528582436069,C,1
Single,52.82224612742059,B,-44.97035814490552,51.890278182927204,265.50327413513395,17.30500092283733,72.12042356873039,53.44664516483344,D,76.08529998738142,-103.46154348855285,-113.36733524109721,-117.66321499917116,D,0
Married,114.04930926535353,B,-192.3325290967245,26.177789381752543,-8.054235559490323,-45.276087016827006,-18.268923347008037,-86.20225885245904,E,-26.300764243738378,81.6033853038786,-26.14631942593607,105.48915141897565,D,1
Widowed,-161.98909327161513,A,24.35837280898347,-61.797030471528934,-56.67400650329928,-56.05920127120297,61.342785348872965,48.332256036241525,C,63.08102838873372,27.296581355991062,25.014234472797686,31.93266227556592,A,0
Widowed,-84.95031708332048,D,-74.6237928799386,78.36460641969087,-105.83370244969392,31.910230228584496,36.00238327309732,28.887927474649665,E,38.37765591256528,-108.74906144973625,174.2511151015587,26.784375815979573,C,0
Married,-197.47231329620746,E,37.796762586554365,-184.69929142780998,65.1449529333029,-76.7307597863368,267.0485606950278,23.61420240055644,B,-18.21238961729776,51.71061794693899,-108.6525861271831,-29.510013193063706,A,0
Married,-40.30360647908196,D,-158.99674224545439,1.6111164621829006,-82.90449723529261,61.79320821507066,102.82064595098439,75.17165025417538,B,174.9507933318022,38.213933482759046,-69.7170363593759,-38.56156944047884,A,1
Divorced,114.76578263926783,A,11.849059348311037,92.92437923992314,22.42521557410243,-32.5375530830719,-170.93703611712155,-5.194670139853335,C,-111.80980795418982,48.52288532640252,63.60666359399819,221.4172987216295,C,0
Divorced,-163.1140950614526,E,41.76785969715595,89.72263045561472,-86.65912438162722,-129.95362392770136,91.05050476319518,-20.490169310845427,E,213.76242507009704,-14.104696784744206,-5.153175721442502,-63.044661372346255,E,0
Single,57.549516694869304,B,-122.29461202211549,-89.93065492588134,-23.457890962940386,55.37321293960542,126.80582862229208,-89.00334471401624,C,36.071706251959824,95.31112605108393,-26.28437018263351,68.47271889403775,E,1
Divorced,-111.88975259272138,E,-49.87832129238061,-16.01182184697347,-104.39095575101747,-110.07294882769946,35.57889342387176,223.84196466862977,E,39.027971979381384,-41.782724989940064,107.85892402246218,177.34053503838558,D,1
Single,37.36807884819237,D,-66.1546838298985,216.0080180561668,88.50847157298652,-139.118981826208,-76.47171593655551,12.096253296456343,D,-70.04920451719038,165.2874965160649,97.83803208595883,-149.287115651907,B,0
Widowed,82.25914051869327,A,-100.00913681530406,35.60935484807504,-101.88265764925978,-151.3268980791296,53.6127406936183,111.53615118757322,C,41.88615345611564,-43.923029003445244,-95.58869129012601,29.487965095659273,B,0
Divorced,-0.9620068867425698,E,95.90582445511959,-165.43635937932552,-16.81024033097281,-164.59377285632,-44.24447837847588,35.20476657389946,C,-49.94204055579314,57.149629334062865,29.14625608350867,19.405059661497287,E,1
Single,-67.11536157498048,D,-81.46023585036752,100.7001548568291,106.69344972564048,-62.86372462003958,111.50994115817528,-75.8594528830605,B,118.27343020100565,-141.88351796250672,67.61402934059743,-99.19110723285883,C,1
Single,-154.2729416403568,C,83.42946788349305,-43.76752417681869,-32.170760061811535,154.34430930212258,17.536776161922734,-67.45210713070163,E,8.351005968735139,-33.865602790489596,-8.096527245812448,-58.59782335797843,B,0
Widowed,68.29894013489317,A,138.60901294684817,77.69214612814005,102.18810588417442,110.09085981408985,-35.02163286529493,71.808598520109,B,98.23141824508758,57.73721676550071,-45.41341276468009,-100.71876645118911,D,0
Widowed,51.473718947749745,B,160.3884697944512,51.17258605240921,142.88155995416952,86.40421807544053,-112.57637851799367,-119.230576088611,D,-27.83282323201608,-19.88619840279197,13.420384513563551,-96.30465687148097,C,1
Single,-15.727341764864406,C,6.6760761980060215,40.85858691610508,-97.54208489945285,30.35068158861622,-87.17831418507411,-17.92346469981181,B,-49.38742140512507,85.61952466252805,-344.00824144699646,32.609288378076826,A,1
Married,108.6608777265884,B,-56.58202820294472,-12.081749381395761,-6.712428511400577,2.768447518286975,-14.097473388823945,-24.143675642914722,A,-83.73617663164045,52.47190548712981,14.569041566169814,93.30606760903288,D,1
Single,42.461188587020146,A,94.53482425066379,126.75401288877082,31.900550903260466,20.603368839157604,23.341966711826494,-48.18973102282417,E,-26.000949436249087,-7.434292754403285,-54.62449514689117,-148.72759763912745,B,1
Widowed,-131.83022398195558,B,39.422047292448056,-47.31779207914094,53.23041655219851,-48.444531820761085,-76.11176447344606,-112.3572176246817,E,-25.019726547061836,76.90067363989532,93.6319903661709,-52.18380654838957,D,0
Divorced,34.823252934280596,A,-9.057419204573337,-203.37826100655332,-314.54853191060977,-98.80285302746384,-78.04342742399928,-132.77162383738863,B,10.548767149335553,77.11068749989349,-102.97407705521584,124.45127398531994,E,1
Divorced,-35.40363626383387,A,-72.45294353974175,-53.14882035052527,-83.52263490854037,37.815409103837254,107.35182425605123,49.14460562712123,D,167.01344796283553,23.272711831108758,146.6426151721476,28.46617897160863,D,1
Widowed,-154.33589336714402,C,66.81291120929076,107.96088462099023,-157.92047772127367,124.52180635698791,-87.87091368765563,64.7946291343526,D,59.938619895571456,-41.06195572903656,-68.02318767734407,74.83134871737033,A,0
Married,131.50912193129406,D,-150.13604155357757,-53.28579120151219,36.616070305221356,-115.02117794465983,1.7849464202730123,180.27654049112178,A,-96.50920633583966,-81.02296212853977,-7.382898793237549,171.94568472872152,D,1
Divorced,181.49215767938384,E,179.47165852860127,10.893218993892665,5.692552991051671,110.04407581149933,1.6176158481209573,108.91060985310045,D,16.77495725389172,-220.229894837757,-79.45010026457574,-61.825322289146435,A,0
Married,35.61756726661981,E,-61.87548159668916,-206.8182337336589,-89.42119523463026,19.437139706095234,89.165296577034,64.32482195156571,D,-16.568763079766153,149.91893791715574,144.24899951580733,27.339621501402394,B,0
Divorced,119.53273860161246,B,62.49352217210262,-62.763925400815566,56.0425458559323,-54.966068839997064,69.79390116841834,143.57528980123746,E,-20.36899804866714,76.07158921992279,10.339510782390493,182.54970405610098,C,0
Widowed,161.8218995832016,D,5.6963032955895105,-9.705258088029389,42.46261648814908,-139.0266237579763,121.58805602092335,77.88351460816737,E,-120.75603572742897,-154.1695646803315,52.0261133538347,-9.75274444579219,D,0
Married,-84.33569355239946,C,45.56794926538343,-57.03191769407583,-15.583161491070024,-117.06035180204329,-42.22460676950205,94.79799105771846,A,206.30216475671105,148.59837403520933,-232.8832488402022,-100.65089020368607,A,1
Widowed,-53.043491810655496,C,52.98229832720649,-53.220073670652326,122.83281356232824,46.54920999260818,-103.09947209007449,37.26185195066399,E,-10.419079797329566,94.21733075599371,44.44193564326016,71.2528261950595,D,0
Married,-86.68870946008688,C,128.54357624383215,18.634460293497757,92.27431755111724,-10.481355695679003,25.66015672263589,-77.3944957999724,A,-5.586004264992721,45.14540376986828,35.63151632621908,137.25189141883135,A,1
Single,8.85026533147518,A,115.98170874822127,-77.48682860212035,115.24775287666489,-151.02700592721533,115.75504421485034,200.72957042044735,B,94.09961319553123,133.615631317892,-40.183285976708795,26.44434073139327,B,1
Widowed,-97.64480837662155,B,-157.79456589734872,37.314690831167894,-108.89979183623275,-51.74056194283013,150.25522595795846,29.42392651278705,E,-93.88191849296227,-130.66499644492293,-143.55233570358143,-102.60802967189329,E,1
Divorced,-150.6717999962393,B,-32.225523468193465,-104.48255102005702,96.82726297059371,-69.78005645023849,108.60479821205533,71.3455493571472,A,151.4145674145204,105.58643301924253,206.5421671972524,-126.287376643112,D,0
Widowed,-107.72229300697427,A,174.86536392104495,-91.50336101707796,45.53923181040843,10.104534274994782,103.16002681902923,110.11154894139108,D,-52.489446179376095,-10.647831767833752,84.45776134198303,-196.7595023606954,E,1
Widowed,-119.4497397483256,C,-131.92738476506867,-99.23381459917151,-45.25780528223725,-174.5106217196768,6.829082461200993,-7.801950798826872,E,126.73723969904638,130.57448468544462,-19.848794524750524,-68.11114161430095,E,0
Single,-148.6303863087037,A,81.6770624965668,108.87735833567463,-72.16995808604605,149.7722940678951,-100.36627546265417,-59.64813032509038,D,99.11759568910884,-57.1829521253151,-37.49914546931008,121.572295979083,E,0
Married,222.40412411153372,C,-83.9525181664679,-75.29916495463185,133.21217680576459,-35.09668944613863,129.0505203614752,75.74165573396911,C,-55.574271368804936,-217.537533311831,155.15900113580486,45.00273323756396,D,1
Single,207.71775915059538,A,88.73910519150063,-39.334009803655476,-130.34888906020709,-47.07425819233901,61.67628392364792,-19.14762571317307,A,90.13524454307085,-99.66281772236242,146.69500487237357,121.13017510505686,D,1
Married,-11.439229595395945,B,80.98915236227613,-34.949148331714156,125.97268646796319,91.90992605898451,-116.63670264184847,-204.91402608051766,A,-50.97380109475363,-73.77383052745722,-1.5669184184592573,57.261087019450585,A,1
Single,-38.83325910869596,B,95.7950367258587,5.159719850166366,-163.63546345048147,64.03257845616368,-70.29855907842793,152.6762667784807,B,-54.298214049102114,110.47656286573006,-57.798480569834,68.886053191529,A,1
Widowed,62.06766661426681,D,1.8535812644864498,137.2821973252041,118.97586524980841,-86.46668808427886,-32.34613285796885,45.79268930702687,E,3.174880235135428,111.8892398138045,-116.0333307925526,145.9857199426292,B,1
Divorced,52.43372272337417,B,-84.0607322702553,169.54791961383114,227.76327989475593,-103.44266605080372,45.36423674256332,150.8938620695411,D,-168.9142991354469,32.554782003176065,76.49566475545755,81.8321601852086,A,0
Single,10.851165651407806,E,-46.737385388407596,-12.194261397216888,137.92070057616678,-71.6715126466767,-1.1081051697394915,61.38025865285406,A,-6.007373612826062,37.628983650900615,-99.66316844641615,-67.21993098900832,E,0
Married,-185.88037919207116,A,-108.20497781652078,60.709940360127526,-2.0088581444289764,-73.98277091499389,-79.07462915542366,-116.1981558542771,B,92.00620159623374,-47.2936812513139,112.51399729993116,133.0300745858198,B,1
Single,-163.38981375567292,B,-132.9081437225153,-84.02333384857953,106.79785345976205,-63.82596584843285,-55.14374387224572,-83.1853450490255,C,56.562068675914226,-78.27459286767237,-51.719938798836566,136.1242492833527,D,1
Divorced,136.0686401322974,B,56.604083813936754,-109.0901426636538,-167.53380020794654,93.24215971696414,-188.49901495992412,156.61362218958516,E,156.68457074211474,-16.774308680526907,-234.0970956920091,5.403901408735688,D,1
Single,-60.04130140456391,B,16.828392861912896,-11.435679663786601,-2.342638312277225,126.74116574064828,-273.54672839341856,-21.460090159696797,D,-158.95813266533762,-2.9114735293164524,53.46007757547105,-31.122862983957862,A,0
Divorced,-86.083011536405,D,-56.43873639460663,6.825322168618282,67.84009639485188,104.06502208578765,-78.57173012549805,78.19282968775221,B,8.20635185295245,123.27858208293418,-135.20565484670877,17.98006667922592,E,0
Single,104.72847765354749,E,160.8794825843863,-172.62440912155753,-18.280923867552506,117.83576124335231,-106.22598080846006,-111.5243245212791,A,33.115647476217234,118.2748674516879,-146.9211566347382,27.163341105059352,C,1
Widowed,-61.95340536924684,A,10.435405498016333,-97.05911122836818,-207.68382051397168,-148.44002330501044,-192.9054015980139,65.14638481772614,C,-126.54075880674336,-11.271853779178667,121.90714314768559,-43.989902820591965,D,0
Widowed,143.94478522013407,A,-14.381088129235062,54.94232594543058,74.65012187840927,-47.68395186916,-71.41657799838988,-61.002999227827736,E,101.39648548758313,30.02019551852791,-12.65972096776935,-77.53290292191318,C,1
