AGE,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
36,White,48.913400848488045,D,-14.271322168445725,-80.71343753647372,E,148.35762751631762,-103.15891234830394,D,140.18693198121338,E,D,-143.59484615774215,-14.312499753738706,E,248.78145510103528,-68.63710641260907,D,0
47,Hispanic,-86.40428779766665,E,219.8712650479647,80.92371590773986,A,60.8487180219503,-33.086103584701064,C,59.551600684862194,A,E,23.423846466885802,47.738801261142086,D,121.68365008160853,3.212572639363911,A,0
23,White,-63.35056214115158,D,-212.29472380974656,162.24040876388023,E,233.71935586803204,54.465104803180445,A,-9.718079053952101,A,A,-143.83881343156798,109.79918750410455,B,14.200658809680473,37.78245915609133,A,1
34,Hispanic,-82.53995934603702,A,174.81293153041864,-94.76064049270089,B,24.713938304071302,184.78823352252732,C,135.98254454902667,E,B,-71.42824396126932,7.278756051625093,D,23.075871264186816,-73.77792962382043,A,0
24,Black,-100.91160482503054,A,-27.258625900513568,-155.88587324688476,D,-80.16440684484324,149.58626933916165,C,-19.962398313229514,B,A,241.37680486705042,-167.15931774591033,E,-103.16769526897247,142.3431971445575,C,0
72,Other,188.3589525789448,A,37.36232507751333,77.87091453659832,D,5.462934520518333,58.17913976725176,C,22.292197403591548,A,B,-3.875852269252426,-28.388407806042675,C,107.58032463293507,-96.34196405651328,D,1
39,Other,166.73148063120942,C,37.70263297770359,-73.89491253425922,B,40.9282457322868,-193.52378234474546,E,-88.99827260763192,E,B,51.60318773963054,165.61775200497377,C,-42.561534813235326,57.84664840241586,B,0
48,Asian,39.34207808935003,A,49.89830527902953,-72.02828362026864,D,38.37620607129966,-30.992621707670214,E,-18.33167064198801,B,C,137.68227090974725,-16.625948876737905,D,46.94606849429191,-167.41333996356104,C,1
66,White,147.47110121731103,D,-102.24907084844826,-172.0441057956254,A,-46.13175079137605,-62.75391948872362,E,-63.356925342011415,A,D,51.855169649445244,128.3392616967303,B,-214.8118681763927,106.26882635675572,A,0
29,African American,-13.481703685571922,E,94.37501542782958,-100.78547210060972,D,104.08317432453804,-18.01687775356467,D,-35.94213811889757,C,C,-59.22400729467265,75.83070620572481,A,-45.563672920156485,66.27679723407093,D,0
67,Asian,0.5847434398454446,B,-65.05417412022274,-165.65375754327258,A,42.76458357323984,-66.93559084783513,E,-64.71261853049751,B,E,67.48689173994933,-159.6386974717324,E,132.54377678166253,15.47362434558024,D,0
21,Other,13.361754641250693,A,140.6110675169561,105.94499483551007,E,159.07921733224052,-52.81364878831505,B,-185.85733139042947,C,B,-3.996589163430348,-56.12089813428448,E,116.4685334125983,47.75802360318692,D,0
74,Other,-60.23108779096501,C,17.980972453032344,96.18295094790041,C,-11.424105222922098,62.69696886330801,E,114.97672665458161,A,A,-55.89065234408943,-198.75923841017013,E,-56.38988968877502,42.924059504121495,C,0
41,African American,40.96871634969018,B,89.21840457514612,32.20820695282459,D,-75.00318759977367,-88.25199318184565,D,-115.84326482017757,A,C,-87.20498481100822,68.2974164927411,D,0.14241723017258812,-83.95302773143186,E,0
42,African American,33.14996797709043,B,68.25812308312553,0.6966034781922655,E,-11.745781456565934,162.1833621050483,A,-20.23444865574387,D,C,137.58755588386197,-127.97805341273568,A,-124.04105314862394,6.062743349726383,C,0
59,Black,-21.04899601738089,E,-2.1802677172974514,-59.096966595468345,D,-198.96008327181622,-32.8415647495662,E,-69.44107492412918,D,D,90.1313830679796,-24.095588823663615,A,-152.68314671393568,52.691079190918245,D,0
61,African American,-208.1752437325075,C,67.49335038165917,15.106777155375545,C,63.97772182325381,74.04358572235341,A,44.28062330696535,D,E,41.66778926207598,179.7589960141561,E,34.96520942619655,-48.676880907198075,A,0
32,White,-2.315972639466048,C,-73.81917320589018,94.91040660912952,B,66.3559302372145,-314.9847764343233,B,22.305229430883877,D,B,42.69925725515685,206.0008945600845,C,76.970590638807,-92.45201236413688,A,1
73,Asian,-104.83116887437738,C,-187.1844164874833,-84.78742785539811,A,-102.98256309770993,-13.09940628696438,D,-133.10967328563362,A,C,7.460343007706246,46.13671762411711,C,-22.765467285186222,5.221262122963804,C,1
23,White,-57.35463261812133,E,-153.69278537269008,40.18130219967125,E,-59.601823138784496,25.128464287509544,A,-87.5238062389305,D,C,189.03204700556896,-43.31976677029073,E,-106.23374156571725,144.8519918501735,D,1
25,Other,-78.52880667531518,D,61.520874204389976,228.66882878082916,E,63.52679682020739,-10.056041774119944,A,-23.57472328005329,A,D,-129.57540027457645,5.7021741561872865,B,-81.82828648284836,-87.51214357483154,B,0
55,Asian,142.89037704860678,A,-77.06136928420904,93.15719978228924,B,-114.04562622654734,64.68984571113954,B,-128.10604112923446,E,A,60.232813268380085,-50.67310647559138,B,67.59879815115775,100.20709757967738,E,0
68,Asian,-77.09709857025226,B,-46.046290106637585,42.09066550477838,D,47.47516142546765,25.06961401406639,B,68.27941508299716,E,D,61.41290562358671,23.2342643458286,E,-29.948757031251777,-76.62298420796415,A,0
29,Asian,-120.33368024431846,E,159.784842872757,-130.49395936099262,C,-24.414822884658005,174.85749597595776,E,-47.637890708588635,A,D,62.014831832333975,-9.302057322906093,C,28.283945862398497,-107.60422782733421,C,0
67,Black,17.369614127106523,E,-86.99735786603188,42.36558311490815,A,-65.96871245507207,-105.64964546501578,B,-10.791324220630148,B,B,-230.30405547080747,-138.33711130865973,C,-70.17840758118656,-12.832649815863586,E,1
41,Other,30.87631166968894,E,-51.326447690419286,32.345594545021136,B,-48.084963636780394,285.232898324899,E,14.391515641139613,D,E,62.84278137396176,15.989865932684399,C,82.00231916090296,-4.657279223522772,B,0
60,Hispanic,-33.576912059328635,D,-61.4198974997355,-149.25123464141785,B,52.767500598237284,-17.55805169220319,C,-62.1973313666117,E,C,102.15122283324894,-40.34849691434436,A,-46.561455699300716,10.092366023463551,C,0
20,Black,102.88241238261975,E,29.930303683873916,-9.778262263396803,E,120.42950564663799,34.822414530583245,B,-119.71511918751882,A,B,24.11223754824855,82.61579989026569,C,-0.5778372729999779,33.50219837455784,D,0
36,Other,-95.46471314432942,A,-75.79232530715294,-46.690826468602644,E,109.42494052415232,40.17016051339849,C,48.106919461453394,E,D,-110.80976462004767,-87.5611032205171,D,-53.86357723832298,109.8358123548626,B,1
35,Asian,252.4783698030041,D,68.28734240065415,-108.01016604822655,E,-45.195856471612366,90.75012987563774,D,101.58828115161502,B,E,123.21131200459621,44.217841434260116,E,-71.07125965515829,-127.40840784562792,E,0
27,Other,-34.65981980827525,D,-166.75535142279705,-73.74682085742722,B,132.36747670781287,68.14689731206738,D,-97.7389982558935,D,A,-82.8672770060773,55.102813628894786,A,79.68189954298273,-18.23903158399237,A,0
42,White,129.9183697145804,A,-17.930131327431067,-9.938438559517277,B,61.88990060787252,-157.00107810491895,E,31.663207031132814,B,C,-194.05722712227714,-11.674807037467296,E,0.19238532807694927,-272.08858890868237,C,1
74,Other,184.93089975685345,E,169.06243895165548,-26.625326494453294,B,-157.45181569286743,131.73223822376679,C,10.56620020935022,D,C,-141.019660995617,-171.92884511118987,B,33.260677211455835,165.03743267291767,E,1
24,Asian,-62.42382416390942,B,70.11967074529333,-69.87802478960099,A,-54.940424382307064,234.93497214118594,C,10.963133760816838,C,D,-90.13834518863798,-11.419783872953895,C,-112.536647716951,-80.9282144782635,E,1
25,Hispanic,103.11037738041271,D,-137.54597919510806,222.89300127793587,B,-118.28761060210932,-39.82683918964741,A,-2.64312214231804,D,B,-187.52855077500888,-194.49834064499672,D,-55.43566588102258,-69.28607910580665,A,1
53,Other,-26.7679625088876,A,4.169752624677493,-41.8320416826983,C,114.52920048769737,65.4968633096772,E,-11.523189672890538,E,E,-28.94532662976146,182.9041739409845,A,59.93219720743015,119.33908656445777,D,1
28,Hispanic,-117.70811881889396,D,-121.13017020499942,111.41741278756281,B,-41.39974242254137,-52.81891530356989,A,53.111582409541484,E,B,-168.1395522657355,-5.2334825193464924,D,0.43959216524998246,-14.748648137166903,D,1
27,Asian,189.54364726006256,A,-5.060384679824047,-98.1898512859533,D,-5.32635810074481,34.72487615893677,B,-9.512871502954496,A,B,43.609375852519065,61.178697173471676,D,-77.44941564856896,107.50937619381506,A,1
48,Black,64.15581868903276,B,-105.73205001260881,-224.04276337613007,A,41.61736320925818,59.129873328779595,B,-168.7677766999502,A,D,65.41547193368679,-2.7087301652629447,C,-86.90737799388482,1.4275490184122444,A,0
57,Other,17.550055103861045,C,-56.34543974727963,-65.95213524052342,E,-47.8469113533221,-98.80662546746856,A,108.31033009889242,B,C,87.93870140399092,-120.87654499421268,E,171.79200679838388,32.048460051930974,A,1
31,African American,3.8001443789511438,E,21.28828050409951,56.06649275479899,B,120.11519200139841,81.88074886679289,B,-59.50610658954777,B,A,68.28718296978481,-15.379834760322217,D,-34.912047076115364,-183.40842825174556,E,0
60,African American,-112.00771975928467,E,11.685651313212313,42.70911475498735,E,49.41365763266717,113.10339183143607,D,-281.6842282482086,E,A,13.838218492084476,-1.529091664126784,D,-13.588802908157652,-18.91323474688955,C,1
32,Asian,103.17748812906464,E,-130.96329646688957,91.57530679826895,A,77.67925029715079,-117.65629125025403,E,30.053078928231958,A,C,219.70293439994742,129.60378213749968,A,32.65082374696153,-132.74599886294982,D,0
66,White,-253.67448750000204,A,105.43503642920928,-48.59195919010736,B,-10.616642164101016,-67.92169788899386,A,-13.09582853432016,C,C,-35.13432138963523,4.820266062666179,E,-6.0506120052498105,-8.495045272366818,C,0
51,African American,-132.38567775033732,B,-17.8357509798544,-19.507098200905443,C,-21.084404300405822,160.7205130631273,E,-164.41978844657538,A,C,157.3841417047143,90.25920067895984,D,97.2952286595043,-76.85075511638274,E,1
38,Black,176.36744711175493,B,40.35607783969017,-132.21520642409848,D,96.50825400442562,9.197103990691073,D,92.68695919487593,C,B,-42.511009710436014,-59.0455569620226,D,-83.56034527824934,-81.26536385263454,B,0
21,Hispanic,125.92535039383368,D,49.35938101815177,-68.3332412239133,E,106.39947946684751,159.9020212630731,D,-62.54172865337323,E,D,30.264103779272272,-143.46451325456994,E,-14.810760624555597,-75.38226815046967,B,0
57,Black,142.505288271587,B,91.54481533313475,181.74549068320633,B,-83.25637681567677,181.01826870833608,E,75.91256745576725,D,E,43.43622630744965,7.350925018138084,E,5.6036184348095235,66.45707592675221,B,0
42,Hispanic,-41.51949110231468,C,40.47880156581588,-21.88368507537996,E,48.92312239987498,80.69394104960782,B,16.22452583957741,B,A,172.2488163732072,43.72439933378105,A,109.72025008855475,-61.85774505078374,D,0
58,Black,105.14300077233874,A,-18.882961503948064,134.61936738421926,E,-6.699381801730418,-152.74676775724677,C,23.87947999168243,C,B,-113.74419023299889,-13.159908182197352,C,165.20999257086964,70.29290999543798,D,0
19,African American,115.80427612814108,E,-96.4412247363694,-31.14164044865049,E,-193.80129151663266,-94.34311205744709,A,51.50871342218253,A,D,-16.151635632847633,-23.842378155751103,A,-56.217754290031266,-133.6362771205505,E,0
62,Hispanic,-68.45134503084097,B,97.65579051348283,30.066745879945334,D,-13.981369485337499,51.41262680725237,E,-20.132538653955454,E,D,38.16611993300638,-46.325606208822904,A,215.1306348724959,2.7197878454060596,D,1
60,Asian,59.59209626663943,C,-67.6274219938985,211.56364735608273,B,110.94926836493113,-13.537040097028383,E,-8.719859563100373,E,C,4.143261926532066,-200.1220076739942,A,36.55777914850074,-71.0633760192549,E,1
53,Other,-219.90049111723647,E,0.1093464263781598,88.63534632736801,D,-88.14684033323971,27.742028940420553,D,35.802429180168104,B,E,-38.778224186269895,-96.40063167449982,C,-75.0846300514134,-123.40669132608657,B,0
59,African American,216.85112449535512,E,208.14807837805822,147.75666514867942,C,-10.000849333330875,125.219416075309,E,-80.42607002377272,E,E,93.95081470464999,97.18068433116615,D,-119.12183856532765,50.575122115849844,A,0
37,Hispanic,-85.57001060523287,E,32.025759073053656,-24.82747533249937,B,-163.25251761513525,-236.65721049077555,C,131.30084856310376,C,B,48.92933027881667,75.3397482117265,D,5.004387613661159,-47.160013465910716,B,1
71,Asian,-163.08130839006276,B,-9.284311448562676,148.78545477861056,B,-168.1410909680618,-139.63795337754433,A,103.17566927890118,C,B,-71.14879851950805,66.69353745683472,E,-205.37645350850036,-36.939820785240116,C,1
57,African American,251.00828855090893,A,-125.05655394506672,-46.573322940141296,E,-63.913851635056126,79.83419396642462,A,-142.47636624974228,B,B,38.48714217582116,35.546630156566785,A,19.25713554458928,-19.687432525494543,C,1
75,Asian,-339.4443208538331,E,122.33805576902104,19.789754881466077,C,-54.937510479705686,-19.64491286483509,C,145.84229890279772,C,B,148.62737961687245,85.87825702661301,C,35.40908160966607,-13.502189810456372,A,1
29,Black,84.85915072173852,A,-59.95909225977727,30.947421750220567,A,90.77113302176349,87.26543259487327,E,-77.79469013210442,D,C,151.44147310427206,-135.66789619526298,B,18.36148767621928,85.90625593924455,B,0
61,African American,-4.379912432612844,B,80.80083064040709,39.99268686559651,E,147.0644779395655,23.674877563171172,D,28.672073283667515,D,C,19.14288918633801,30.937315763984653,A,-61.25456661224932,-95.51841181215939,B,1
20,Asian,139.74997008175595,D,36.80118646569238,85.38070485881126,A,25.574961496153996,-1.7750599986786,B,147.27071036270746,E,C,-99.91769531261589,-132.77498788806378,D,-31.54212652181355,-38.1486917712304,E,1
24,African American,70.84150801328119,B,-103.99713037231177,39.73866749942484,C,156.56696583039718,115.05663392693779,D,182.42850670244292,B,D,23.382957478839586,100.33665043796415,A,151.22007685128673,-44.836837115317564,E,0
52,African American,-253.45779128076748,B,-11.252712864812402,-38.11497777873385,C,43.659213018416104,-170.88350606743091,E,-100.4340159796831,E,C,12.946621525402053,114.32678538971271,C,-65.14954513532368,-150.91092709491411,E,0
48,Hispanic,-120.12659359420428,D,-74.81355403955526,84.4317707142794,D,-188.51500182391794,94.09659484047513,C,95.93378540285595,E,A,90.03102701494727,52.385595121669034,C,110.04152176764266,-36.50671908774914,D,1
53,African American,42.43260787134407,C,89.92954793634104,84.10252611239292,D,-75.6784698438788,-241.5064506661491,B,72.66692508309849,C,C,-136.8777513297856,-39.20585790105117,E,-1.8899698083093712,-6.0613110101244105,A,1
27,White,-45.00679804220397,E,14.567216754866049,21.12718142112244,E,2.433898891233053,158.61228356595717,C,-65.53726402499056,A,C,47.017175547486104,-99.82609834266576,D,29.329966850083217,-28.283589013123773,A,1
63,Asian,203.90209826849332,E,-21.321918458819763,-18.26152621764534,A,42.00243894687184,-35.733732723632194,A,7.447054529848396,A,B,-69.14144062858996,26.65934367450964,C,35.40322208635862,-45.98449473176356,C,1
37,Other,-26.590533277733147,C,-71.10025869443967,37.98349717599991,D,-233.59365030050645,-50.160109343904836,C,-302.96046943827145,A,B,-161.8302639862421,-89.4592510857045,B,34.007994531881785,43.97865767148434,D,1
70,Black,131.04169367869736,D,2.9439892845018227,53.50652139460421,B,128.014887812555,-58.51307749330822,D,-160.25100839535855,A,B,98.96287173340984,40.78778332215121,D,213.21643749112522,75.35175895239678,D,0
18,Hispanic,46.608462224619515,E,32.19839565294028,-89.48631207906212,B,75.39682958219679,-198.75717524263544,C,-200.50403901623804,E,B,-101.11259614638375,23.244543175932467,E,-116.49453010812164,79.00906623469592,B,0
69,White,-27.077515873674855,E,-26.12297617670124,-49.13339032352149,B,-81.46177590687475,-104.26565581942002,E,188.6075478560853,E,D,-72.61054464398705,77.50080318867954,D,-81.58290506113077,38.34928805315735,C,0
50,African American,135.03474339868023,E,64.72085561077124,152.28927267624636,E,5.778496462964023,86.01934089565071,B,-62.33530201358645,A,D,51.18482421605998,-36.92293013010515,C,106.09626706693503,-35.35227001596676,A,1
69,African American,-11.301834788123688,D,184.89147983022178,223.64030545200245,C,-113.30993692849407,44.247528413199355,A,-59.20770826886403,D,D,-51.937338445674186,-200.4904188329966,D,-20.288909828322836,13.209463838423593,A,0
54,White,105.81432115259626,E,162.81052059499942,11.990031929674624,A,96.51043751718257,-84.51270357812258,A,-54.70784934285652,E,C,-93.60379003902187,-200.873667387282,E,-61.327645679493635,100.93796343768689,A,0
58,Other,43.96414332991228,C,36.87252653876327,61.78876934725953,D,109.23778073534135,1.0867325020403644,C,30.309106683596816,B,E,-77.12127241341783,-41.1261472608571,C,0.984026864988837,175.39731710579468,D,0
78,Black,269.8911041979433,B,-30.810962722158695,-163.2081632887795,C,-49.861588360018885,51.87908915379078,A,211.12316482040367,E,E,100.01940626442276,0.28696601020054385,A,-176.38640385970726,17.016215312268574,D,1
72,Other,-53.348040480388235,B,-135.00733232740572,-30.161062249368204,C,-88.0936029994766,-42.32747330925958,A,-130.1067639774122,B,D,32.27185477013219,1.9796143063965341,C,14.397304606457023,52.81283482379641,E,0
65,Black,-52.80233813921803,D,221.48374017542443,22.794326121703058,C,-36.61410467117513,41.398167705695535,E,-13.160115843876127,D,A,81.85160659434598,-148.32020998564963,A,-99.73001624350424,-48.83802226992499,D,0
60,Asian,87.37614619689744,E,119.20211842167205,-8.497025038818306,C,-5.382827310982977,184.6549752807948,C,-15.414004401530162,E,C,27.895964853981663,-64.3372430214795,D,-1.7030471450274882,-67.23603120865928,B,0
43,White,-76.24204166991547,E,61.64046471839324,60.583340022147325,C,140.561427680579,85.02565909368961,A,-184.4719277007901,D,D,47.926714997632416,17.10097189630338,E,-16.61628666875049,146.9390655046248,B,0
38,Other,-191.9340658433508,D,-128.29654989790814,-107.80803149378642,D,-1.241690722417959,-199.12317955734463,D,199.6899569489924,B,D,-7.704563539520265,-43.029039155319424,E,42.396231489743954,-69.69746570951843,B,1
51,Other,-42.56944103535338,C,-17.13058946288461,178.00051188704322,E,-164.94053578798528,2.443621182857937,C,-66.14236584431686,A,C,-48.661201363326526,-42.19496475128313,D,64.40991429885337,-2.5264769802587463,C,0
23,Other,-19.4677867331573,D,-72.71631101049752,-95.86548003446953,B,-39.68339410862833,-39.76835765242788,E,31.265962749883908,B,A,-58.45035272810441,-44.512047390139514,E,104.14468828857875,-228.1678363184069,E,0
25,Other,8.989080359590998,B,-59.496879152734984,83.08156709977945,E,148.20079051537874,78.53272070174984,E,12.804497326252282,E,A,-31.709328739161297,-45.57792266478717,A,-134.32015794413067,-26.090724923845332,E,0
70,White,11.234606421696682,A,-241.61107353036994,-70.10279599391215,A,-317.77283381492884,-164.52014247546904,D,104.36695730292212,C,A,-41.39351591481532,-60.77370743589869,C,72.45745107328541,-282.58347034580476,E,0
56,African American,-97.19919317746933,A,-47.506083782807025,-83.63371632181769,C,-16.542143599935184,-15.976587489375671,A,92.65054561442474,C,D,109.72680002963972,-47.70073051284161,B,122.29459168762125,-85.22654009527447,D,0
56,White,-146.50967828724305,D,-49.154122158466166,126.1876759452921,E,65.67101235553943,50.78194709253996,C,-15.80765977969426,B,B,21.31883435032453,-181.53035206872104,B,-61.55800217984873,-11.266173068965571,D,1
38,Asian,-63.96681390490675,B,-15.448576413438975,-70.89265590960112,E,-55.5883485510808,-51.92897147618516,C,96.68296683446145,B,B,120.22509753059,-99.69989788755953,E,-23.62549579606768,-124.1738573145773,E,0
36,Other,-90.84335173276723,D,7.382192709445492,-66.4445702141701,C,-105.7486156409885,117.24711103628643,E,-107.6799898671376,D,C,-106.62167801381241,-103.71545524341099,B,185.7926329828646,51.64641390773526,B,1
48,African American,139.81167498674648,D,8.343473670158815,5.7090374370441905,A,48.68682175771707,-160.28706398511736,B,-41.311702427691166,B,C,-68.46521254487895,40.789934516162724,E,-12.523317769628706,154.75954308622192,B,1
34,Hispanic,-98.13834213547834,E,197.93712209669437,-112.22148327899464,A,-39.80479640710495,-144.35319320519838,D,170.10934749776803,E,A,4.383200113973048,100.73248872080353,B,72.11940340148571,98.75107054648647,C,1
78,African American,-43.27288710871034,E,-169.76464701651025,29.6592607414241,D,37.93630624352692,94.7830040840064,C,59.63877823086501,E,C,-365.30732992405024,79.98548304852798,A,-62.613780507124716,-61.23738648825759,E,1
53,Other,34.66270847878249,B,84.34243059674789,51.82391671314007,B,-226.62640924974085,181.8560170544148,D,91.14165886565456,A,E,220.2722550112772,28.457975630250477,E,62.25611090497624,-11.827783754152494,C,1
72,Other,45.312674770283515,B,170.16526371345236,-80.50433247133286,E,-18.292935014590935,81.77079794692932,E,-152.57960684309253,C,A,-38.22135128706621,-77.88931894392583,D,-49.098406288355314,48.27378527580621,C,0
55,African American,-90.99228865134779,D,6.198024575685088,10.726971739544638,C,-73.0980994827312,-17.722739326993526,D,59.486231811714404,B,D,-95.87884268166398,-12.770903205363048,D,-103.85425701541075,-117.92980700264188,B,1
53,African American,75.92197988205483,A,160.03413722155642,-62.44460928103241,A,52.56386247704167,28.417544633986214,B,91.7944345370198,C,C,44.865538445605466,101.16305938834796,A,-36.739840326805314,-37.39648741766442,E,0
21,White,20.20515410697366,E,50.138443581545225,-101.1981669747504,A,-72.49148620149737,95.9235536459677,D,-108.17090924116579,C,D,-30.079885262798005,-0.6315351509093298,D,-15.31861744647894,-143.6606178565774,B,1
62,Other,-48.30388981856843,A,-2.1388204284448125,-4.048732651775602,A,-151.33448236173234,-6.622153788018206,A,46.50686339103167,D,E,-70.72429726405448,-75.80768101253834,E,-103.83368235755619,-214.4374031851514,E,1
77,African American,-42.09711276860885,D,-20.948623661453166,-74.3128317749733,D,143.00288302427555,-17.54213398673896,A,-14.928599564838246,C,A,-42.65046988089351,9.797898160870743,B,-61.83567312686766,-82.4936031493063,A,1
27,White,142.19324676854822,D,217.58589491392058,65.37364415742786,A,-153.2196487910144,-108.34534115524204,E,-11.440679660297231,B,E,42.85411362776579,-171.67949768383144,E,99.20587531830508,136.57802041266507,D,1
76,Hispanic,56.05987775550098,D,-65.2873970941733,-89.44599615949662,B,-2.7509052673502015,186.37057961376527,D,-23.070502601482147,B,E,-85.96674788976902,215.54298435803778,C,-57.939085021014606,-86.9117439476137,A,0
22,Other,-0.05156050927387861,C,-67.8710452545482,66.31000680113847,D,-33.017267698794946,-79.53395454224129,C,63.91159189090542,D,C,14.282592610231806,-31.354233136156896,C,-105.23544136692917,89.43883798776557,A,0
36,Hispanic,82.50113885919755,D,75.84110891129761,100.51560247424216,C,130.24292616308958,-9.514373968519477,C,11.313905767873234,C,A,162.58440623295215,-2.8685430894131994,E,171.79073801908623,-160.1613496273661,B,0
35,Asian,21.15463321491425,A,-228.10895767300718,60.534496167600295,B,-108.37218933312234,37.142440224948174,B,46.54187507840883,D,C,23.407314806098395,47.94743405459418,B,-156.63304439311915,-106.74743722814009,D,0
68,Black,-70.24669061792265,A,-36.08468286064298,7.536521122664974,E,-38.55768048614318,-49.12815543271365,A,182.67320310991653,C,C,-52.2144271385198,2.7592879805879793,C,29.356994273061453,168.34027194431113,E,1
