sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Other,102.47014119477329,75.31854321313057,C,-84.65560693197244,E,59.87728133005273,-12.921435394064302,-17.530407785920758,-2.696002483244005,A,213.91841961483803,-152.26866406377016,43.24684208144811,124.22360721217085,E,D,D,63.47782562896527,A,1
Other,277.8265735754076,115.7835512953878,E,44.78353560252243,B,3.3269997583616027,-27.11612069011849,70.71727626223405,-99.02684677478265,E,-11.912922815610163,-86.54724044601446,-46.636934853703394,-78.2598283607111,E,E,C,4.155966925283192,A,0
Heterosexual,-207.26099350092943,96.8842033844164,E,-119.3892637019178,E,-62.60073766338139,20.842190574744055,24.757119033157558,73.96173967924794,C,-110.33348437628736,-6.566727469410953,-45.15280647980361,26.877272653668456,D,C,C,-107.10320449391959,A,0
Bisexual,155.209632767429,-67.72610599991211,A,-24.220385681888914,E,-38.710381219044734,-98.20800856116722,9.312714912196096,170.28781706713042,A,80.32218550899226,104.75743715778663,29.731595438486874,52.24117955147929,D,C,C,81.23264195471255,C,0
Heterosexual,-51.89215524520171,277.5174178601368,B,-93.82904580916413,E,-55.19250635008658,37.12252349019082,120.57200800104278,104.70422022774098,D,-8.039715535030297,32.479884598497286,151.47603247059297,103.28649562532668,E,B,A,44.624415949243215,E,1
Homosexual,42.74814338743167,14.668336418531192,E,3.8704053000624796,E,-157.12804001852106,98.2909256120133,-89.34075808862694,13.486069827815372,A,-152.40960921300834,88.42201768675686,3.3911533500226634,15.196409732841436,B,E,B,-41.683383971111,D,1
Other,30.852633092063392,92.63708344031117,D,89.3051366740085,D,-8.84331286141489,60.68223693281143,8.016741647763153,-226.98337855006895,B,-86.10066459290385,-173.3291741108137,10.69096178165911,42.372043347711184,E,E,B,-1.5636466122960058,E,0
Other,25.95654425788249,-70.35942385008026,A,59.27318836708644,B,97.12262291741153,143.07469498894883,-72.93618061875374,-184.68959369290158,A,70.5539379540877,-49.736273180143996,48.9285863486943,41.66645948401627,A,E,C,15.79083346623952,A,1
Heterosexual,-265.41486067315606,-148.04085876189984,E,-147.48606669576472,E,54.74990550941802,-166.43822086632346,-34.77592681860292,-33.49280098394226,D,-27.04161023080237,-70.89110098536328,-304.43703973503364,47.27427281711661,A,E,E,-25.086826398914642,B,0
Other,-59.79417030297925,28.564488264217463,B,-73.91731855303783,B,61.95816228513701,74.04735647324458,-31.197071449927254,53.304935236520265,D,-212.93399204486371,-43.68855564373793,-14.7486840691372,-52.39190138777479,A,D,A,66.32202285605308,E,1
Homosexual,-123.36836893127541,11.192927657277437,C,82.63435744284887,D,-99.15983318757591,23.757148445648145,-95.71977094166493,-15.735366516831311,D,102.74253391071161,9.257092764820003,-136.5199494772485,40.486668789827064,D,C,C,-55.65273575151711,E,0
Heterosexual,25.185880276418875,13.208727593446826,A,-50.01630322707031,E,-69.54720211172796,-43.40404374802755,155.69357397719023,17.014459604425607,E,89.24513602853595,-259.0642210486601,45.45246754697224,-41.794921919279595,A,E,E,-36.677994234381124,C,0
Bisexual,119.39719915809528,220.10086580188712,A,12.773517489079019,A,13.502715819752401,-41.87925497751871,164.7429308148642,-12.956955182307603,B,-39.84869407642524,267.7360373024607,-174.4651522327477,-82.60316566248005,C,D,C,295.82837785537544,C,1
Other,-45.66392660120953,4.813304101754924,D,34.56869421957249,B,-63.1833146909376,-27.407755496157133,-36.76747014370679,114.78586105324753,A,-62.48032053240726,-35.53290567729296,19.776077088099438,69.6573916507301,E,C,C,122.69506850013465,E,0
Other,35.374183259178416,22.938394191777746,D,11.850800947068205,A,-8.770869312681942,-95.68348860184966,28.397695876721095,124.94454749890271,D,82.39668896704012,-15.256316729174188,-7.322860985484342,-23.062473666510108,E,D,C,-42.65361082967985,E,0
Heterosexual,-73.54346679573455,-63.594956284387706,D,60.30450828242901,A,196.6060813185548,-45.92284504721057,6.165715675495574,-223.5293792189446,C,-15.062145278219399,-126.81158270684682,-3.6783669932935137,56.618268453482614,A,C,A,-163.1839136561143,B,1
Other,47.928476115839814,-3.342285343472068,E,-152.52303092873248,C,11.645026236147864,140.46309141089705,31.93363209207614,30.370018610575055,B,133.80097210524997,6.557565465120284,59.9002467882444,18.997864047934115,B,C,D,-39.8982891731918,C,1
Other,-45.38115650348252,136.54199294952042,C,-76.03130644251421,D,1.0198322215641935,50.66529055382824,-118.77981189199242,68.13732869349013,A,-221.31459053113863,72.68242684525714,133.55225936877494,189.67989198380462,D,C,B,-5.329046178918564,A,1
Other,-108.12925906034599,-83.09082502723626,E,148.9055124711235,D,319.57587112299615,-50.790625714783054,-34.83850949824245,-42.762836172129745,C,89.1558426994125,98.73048782331921,168.82818944713438,-117.8129340633736,C,D,B,35.082763055333146,E,0
Homosexual,10.11617517316271,117.34009725409382,E,-27.766326414429244,E,-28.32493519849776,76.05296946851878,123.71104861384825,0.7467220385308171,A,-53.80132184911493,-22.26238296643016,-42.7741822690802,-167.7492233041205,C,A,C,24.51879681594541,E,0
Heterosexual,56.00858895243705,-18.926769307524946,D,160.7644918668247,B,-24.168360127118536,-15.482578655475132,8.308958644644147,-118.51217623850647,D,142.2788959098721,-3.5170899657966976,139.07816498285348,72.12457170176437,D,D,E,-28.835074250205118,D,1
Other,87.5909600337236,-72.84157922521499,E,194.28661742642564,C,-1.059440986541239,44.966063193647656,-176.20512017478228,-23.410723422139807,A,206.65838154751947,-38.96974192372001,16.459145973344867,-155.55366874322075,B,B,C,-127.58387650450167,C,1
Bisexual,-13.221997462576981,-2.7294542267454416,A,-282.711129701267,C,-116.82194239521515,74.88731654841851,-72.25054383188562,85.36971970559573,E,-25.372640650678584,-32.40700890419183,-92.15681748957115,100.61286149561657,D,E,A,-2.6867583721607557,D,0
Bisexual,-95.4738217360142,-126.43817587734938,E,63.98455552595947,D,17.60690029433423,85.0515586404853,102.50115899808583,87.12969744522393,B,44.82926023543808,20.78179680124295,-63.863165867247616,-81.79891353318737,A,A,C,-21.024369521566943,A,0
Homosexual,-21.131863060504504,-6.7884012570075605,E,20.558263417663003,B,-77.91950454475497,-65.3164745742821,147.33381095672377,-70.5704330032724,E,-36.43281698678547,-11.92549467363206,-148.81906107151747,-125.12895129427217,E,A,C,24.81063006169449,A,0
Homosexual,145.22054159447308,53.71054249574482,D,-209.11376462144665,D,111.32383575839417,-38.82218666970243,-120.22288479764147,-37.884953692769436,B,-19.995540412329614,-81.6443885306011,-75.72290762894276,-133.88113142126974,A,A,B,-58.28097926617543,C,1
Heterosexual,-3.2035921945161037,-26.90523401226817,A,-175.92928804408564,E,-135.39140143851554,-35.344486149143016,212.0280692590739,-0.9935144320769452,D,55.17984958405191,1.2059563891598346,6.120815382004725,17.75816632577808,E,A,A,5.659044610824481,C,0
Homosexual,-15.481880852290352,-89.71692348587155,B,86.60317385433751,A,-111.74863207034143,-69.40975243747228,33.247363462162866,-37.33346112696742,D,139.435940446134,-0.6441171570723698,-78.82447557156114,-36.27621335208362,E,D,D,25.151069028030204,B,0
Other,34.14588700722988,-44.27180398825209,A,-27.782584239599807,C,-76.85123870919405,18.426754138546713,-15.707975929387924,-58.86720530115116,B,-98.41797656890947,46.25284792477839,0.30065100456815924,-21.083329667034132,B,B,E,-147.8233034370881,A,0
Bisexual,-23.293094969860626,-95.85142010195602,C,-42.230858042509354,A,115.30665139705228,85.72839646325701,137.97942120398622,-40.79576191462691,C,40.93544583078702,48.76064710054524,25.92238977196379,-4.644676228011925,D,D,B,49.859885509791724,D,1
Homosexual,12.950487180075692,-60.323680839535534,E,42.4640605161127,B,-21.79094764118169,73.22898156360003,10.691944167919253,-159.5630450257168,E,187.98754234896273,38.8515617351001,323.59969442689226,-47.26776949269635,C,E,E,-78.2395738663251,E,0
Homosexual,44.58648430799388,-9.315115402307542,D,-55.43201308755773,A,50.39816372843675,-57.858577115178676,39.562050687736345,4.594923731488964,D,141.01008087485064,-13.776873102326,-34.823210795428864,-13.874029643749244,C,C,A,204.1770186775929,B,1
Homosexual,57.65541634619016,-213.86664264332538,A,-26.62244187418726,A,-36.427017789848584,-22.303037265925415,-82.52698029731093,28.848068121008296,D,-72.69203537031754,-69.60133204376746,133.02802860019497,-295.35084744829595,B,A,D,85.85791592186278,E,0
Bisexual,-171.3436616402571,19.692262709540483,C,38.15161117060635,E,84.05053367584195,-165.8585464953015,17.932289591035897,-194.62981160973757,C,-35.20064252437234,-143.30876022086085,144.92425797746412,-52.257324198785604,A,D,B,2.725495895279995,C,1
Heterosexual,-224.41917663554887,20.327116981077044,D,96.67331234556936,B,2.6943958772942747,33.23060381820054,-58.53591570181263,128.53903002419514,C,-123.16528626601453,-23.329107379330274,118.85784722900006,102.37312162659991,E,C,D,49.05916821741831,C,1
Homosexual,-8.839615998206767,-70.97946521200235,C,-56.32520982563084,A,135.89563724252181,7.354887138483133,79.45115240499278,-4.685215032702811,A,69.66585995268592,74.24563941642707,123.64445690320511,97.9221956717984,A,A,B,-80.6358879808059,C,0
Bisexual,-90.74435996092689,67.00172799284417,D,-71.95369164821834,B,-232.20973108713935,140.87575275925502,68.7289737878167,46.84365097515532,D,85.54791766477561,-99.18863884125729,-97.16802816784296,61.95956270652454,B,B,B,-59.22068235891238,A,1
Heterosexual,96.2578400528738,52.49779916952407,B,125.45724432057885,C,104.53874209411238,35.09164863577765,-96.35815440781653,-45.96477107656124,E,67.50599170571988,-101.26187442711345,217.58265103338945,87.47538835768854,B,E,A,-75.80464662525507,B,1
Homosexual,-16.808665848952504,7.448195300354299,E,-128.2655787826662,E,-120.80887190405602,68.41005803307552,-4.780142689846064,-61.620912216155965,C,-93.94103057554784,136.1739207846564,-31.61187471607426,-78.03652722121664,A,A,D,112.1996210922883,E,0
Homosexual,-50.964929974114305,-139.91875630615277,D,49.86602069189786,B,270.22842554532974,48.70094020916654,154.1283170826739,-89.08695526576514,C,95.09345963489608,134.1921476539655,-22.907817409582613,69.47349514962174,D,B,C,124.66717258232056,D,1
Homosexual,125.74019026328396,-34.31913531997189,A,103.83486535690321,D,-16.758303338792174,-122.33858792327898,-37.48787888770671,-180.76788086027761,C,69.19338561205453,-75.41329820565326,-82.19732340532107,38.77740728364131,D,C,D,-149.97930881489165,B,1
Other,118.82432438821151,-122.97263201268981,B,-33.294325336803844,B,-35.56373568928598,-75.93943964885823,14.174345702038579,39.251687388140155,A,29.781768371731545,78.86028774232005,-24.15724890482044,-88.32773448241166,D,C,E,-23.77320245790177,C,1
Heterosexual,12.436948150855635,-52.68474681361486,B,-21.876987898729066,B,-160.90682891933253,16.888479767360526,51.518981228751215,114.77345225359419,D,-64.60821360836023,129.898569801569,-124.1736548984473,23.12541158599916,E,A,A,-9.258414800123226,E,0
Bisexual,116.20497986727487,-90.76555219809961,B,-145.98616148659903,B,-76.82945427919445,-24.549060742964464,50.958834854333155,59.59726285579568,C,91.02246882526947,-119.5182824122557,178.70840683706678,-113.48554990925975,B,D,A,-160.24120866496662,C,0
Bisexual,-147.61446520997177,-50.100115285237834,E,167.52991215271174,E,-125.42921529207194,-38.73547379018131,56.35022830140405,-30.252993482106977,E,25.83416136043918,-118.16317845592263,47.552777618960754,73.87995750398909,E,B,E,-61.2176946459216,E,1
Heterosexual,54.62972889851764,90.2965471988015,E,94.52962338842887,C,-54.81868009903844,90.94114260052595,151.4435983112464,122.49993757373512,E,-4.099181247101426,184.65830195706025,-83.0784848805977,99.15927476432715,C,A,C,-6.146277424120535,D,0
Bisexual,-302.8979132684596,109.3748925031764,E,18.951204904541843,B,153.07394664275435,175.18012200961454,-50.68227858910146,-41.44512916164669,C,4.13251752710729,181.18958656557342,49.01188549389819,50.162432704564644,E,E,A,-63.248420283649075,E,1
Bisexual,82.76250207847993,224.6969929444913,A,-24.3246029652273,E,140.95419251092883,-9.345483494126915,-166.2408397969132,20.906191974939027,A,41.836145191693845,230.25771067513955,114.96841695017841,125.64560601559313,A,E,D,21.35305260830718,C,0
Bisexual,111.49101444344271,46.48749235745277,C,-42.60204161179327,E,155.59779459225598,129.98497522638658,-49.68798095649872,-39.90940261040503,C,3.431928767655805,168.593400271213,-91.9588874142985,67.8658628657374,A,A,B,-73.61250893528461,E,1
Heterosexual,-268.43858082407485,-32.69793223225021,C,1.966185204933333,B,-202.4867435472308,-13.688174318428665,72.4526501881486,-49.58770613127029,E,-61.81957745830521,-12.271079785514779,79.78070962379604,-31.391035746023043,D,D,A,72.25492994612465,A,0
Homosexual,-34.718097244534775,-112.63140536343363,C,-166.95454756745877,E,101.9592553685683,-147.28451850354904,37.77616468386128,83.39369740209452,D,147.3370322676684,-93.48423452432024,157.4525039454229,-89.3160124552693,C,E,D,39.453240456302346,C,0
Heterosexual,49.52794049414989,-18.898265411903935,E,125.35135726116799,B,-261.3063301634118,-122.38250666876654,-106.16803517057993,77.35325629173006,C,87.4340914947354,-108.12056855948433,130.44031556946337,12.31749248051717,E,B,D,-165.08666227904584,C,0
Heterosexual,-7.618338558443338,49.4808732624509,E,100.27115011664456,D,-48.53178559658658,-76.47601983255815,131.28599826676356,-24.622640818687838,C,109.82797249474265,38.03745663057161,-42.614727670387666,-30.346904130497972,A,B,C,-162.24293737996427,D,0
Other,117.74284855764716,41.852766346143866,A,63.26703575575908,D,1.8643179608501224,122.6236708389628,-228.48189041929263,-105.08932237243518,C,-18.555334280803002,4.853197630812487,16.37443744269773,95.30332747900219,D,D,E,64.05911878976494,D,1
Bisexual,-8.7343754033313,79.25007605973086,B,-74.63886077638993,D,40.04171247994928,-124.19161913386694,-91.47402961490191,162.4751050404585,E,99.17244575560193,-55.21250582113348,71.61032022501306,-91.45189480270608,B,D,E,94.26177148356896,B,1
Heterosexual,-48.14841056367793,-158.61633673212108,C,96.34274253419487,B,-83.28130257889134,-137.96056651491708,-6.501690025137874,-85.85209176202267,C,-131.70921745070555,41.7394428979187,-110.52426685831608,-125.3871989023511,C,A,B,7.579604839876524,D,0
Other,-8.628828927344385,-115.9467650505332,D,-161.02937675896166,E,132.33844283859867,-56.06302495709521,-45.602830829013186,76.0134322460265,B,-93.60551827867987,85.66443816084043,-173.20101411324546,-103.48566198630573,A,D,E,-167.5994111565751,E,1
Heterosexual,-195.51419421305891,-54.12300221128851,C,-221.57677076706906,C,-58.84967117953277,-108.89329448112366,1.0821548694762257,103.8759604490312,C,-13.683521182163524,63.32911121573558,88.26349433909012,65.17291475791995,C,C,D,-102.34965488336051,B,0
Homosexual,129.58351995277016,-121.95691177782973,D,40.26810136243695,B,-4.868065641723367,45.43951586145361,14.758710728200796,-121.86935742824616,A,-157.22405848726868,154.89322833159568,74.00207768510289,134.087146836413,E,E,A,-66.54316622362592,D,0
Homosexual,-106.51051145657775,-111.41850848615245,D,-33.21700153989936,D,157.23760890698333,22.375886688395912,-113.45944838103235,247.7445135099409,E,150.0524388744962,85.8488864736184,22.57162476619942,43.15270312684418,B,D,A,90.06861256658458,C,0
Bisexual,-23.68305482476191,38.912452105963105,D,116.4117219233904,A,68.02908077841933,31.71195737432624,3.5926196386060387,-112.7450046805764,A,-75.43225386587237,-39.297869917341885,114.4446798233378,1.665766220039232,E,E,C,44.39880181356353,B,1
Bisexual,-97.0317788235638,-85.07267779680014,A,3.5929601375366653,E,49.50909395593347,52.857429750123266,-3.1568714024834863,-41.04329705873091,E,-18.404304292935183,148.53226712519555,-70.5189961248216,-64.95144451101882,A,A,B,-54.68753444799951,E,1
Other,-4.339497938361267,193.7102166658922,D,63.58026232726554,B,35.562540750036995,220.88937199868224,187.5970087477708,-3.730928062193594,C,5.060009701069563,6.463547273760841,21.78164492188085,127.03739980021584,B,A,B,-13.231355522669864,D,0
Heterosexual,-72.05309409890224,212.1617362624809,C,103.69039210657127,E,-19.62410711596575,-25.9969238951248,108.5953424510087,-50.85922285011354,E,-58.921101677644735,193.2658583437271,-136.92977318438545,100.5519816332723,A,C,D,-29.13890324677988,B,1
Homosexual,53.62028115213988,-124.71811768353642,E,-104.2418541481875,A,-31.65330220264958,88.75781081381912,95.26894032687565,99.69209567351254,A,-23.467307225206437,-141.63422422578623,-12.733428461504134,39.03170397728415,B,A,C,-25.045197716712135,E,1
Bisexual,-32.92222946086246,-99.4766717198651,C,-103.64023715792653,C,84.47383551752769,-83.56509243684161,-24.61137997415382,-87.00844187584205,C,-242.0616135965176,-38.804503335006,-80.84679100263348,-31.60786859981684,D,A,A,-55.439086444797915,D,0
Bisexual,-157.8259065059509,22.014713783554043,A,-92.03985628972913,C,84.9740316621865,-24.222744967039304,-67.67271619032643,-159.77555915504036,E,45.94887134023951,-101.61533621632061,-167.04811936937173,11.40239033882501,D,B,E,56.797005365650385,D,0
Homosexual,52.98007792346577,-128.0084808260494,A,35.529117113881064,A,-56.35526801442361,-169.21133971236355,-20.452547585448542,-247.662352409632,A,-26.184123565134747,0.8784319757871353,-141.21317907428949,-199.69698591310586,A,C,D,154.90933671592592,B,0
Heterosexual,-184.39826486228958,101.92644409628231,A,-128.83074324794347,B,-112.75474576264824,-3.1205991506119743,-2.7834111089363414,170.16886646354797,D,-18.39461580561878,-85.03580698125795,-51.44729538444024,174.80873149321732,D,A,D,106.922470039666,B,1
Other,63.765589900093765,1.757336967658712,D,-36.74978794142387,B,-24.055288848325656,43.74223457633305,42.97014697012752,-37.952403391780756,A,-50.23655655393807,16.266864149607525,336.8440826230736,-82.07250932987897,D,E,C,-95.59998943859904,A,1
Other,-75.74638148810196,85.78404103319596,D,96.18467185221763,E,66.75343186116191,-0.6586184040173497,-72.11839619205152,29.73402872193138,B,-86.28561348286712,-106.54450263334074,71.0808041121106,-73.49784070608322,E,C,D,143.87307251044135,D,0
Heterosexual,-125.05004267020038,89.52987799845448,A,-87.34147670945363,E,-351.34977474659,-202.35675037403215,-55.1586954577792,-80.52214496912237,E,-45.180278016358095,9.350964359114162,35.13146825613652,134.73285490375716,A,A,A,47.76655010889444,C,1
Heterosexual,40.39063683947098,24.034091655548718,E,57.104192048324656,C,-68.17179776985563,39.42432108163657,93.81454541821903,-51.11563725526036,B,63.48784319894588,18.686957426038166,86.54408804186845,80.51412593679927,B,C,D,-50.4178668475535,D,1
Bisexual,-204.09898512323554,2.4750909793751874,B,142.3176673015464,D,-55.5105439332634,59.77193416961428,64.76102446826793,44.822029279561484,A,100.30986228940388,94.32612636680713,65.5149512203035,-101.09726185747401,C,C,B,239.41396615159044,D,0
Other,105.46535512858964,86.4061550104953,B,12.744740237390614,C,133.23787612990782,15.024561807120069,-31.70799285498573,69.69438444571877,C,145.2566755349151,-38.728926381453995,16.25682767749705,23.369772521483966,E,D,B,-169.33816141550471,D,1
Homosexual,-78.92088682435428,-45.16861681447733,C,139.39387873731098,C,20.11902261408707,-63.447273257480994,-115.9787366853906,-221.20456912540809,C,-37.07484341064882,31.967245609337404,-63.51639757760732,170.08190298758828,D,E,C,-139.30148112402196,B,1
Heterosexual,-37.54570314009496,53.69173361930605,C,-100.08482608926859,E,-96.04414812136764,-90.76565538994066,8.199797952230382,12.491121808546879,A,-44.830777586237716,50.064403586394725,-142.90084802590962,-66.19113316251516,B,E,D,-145.20656929941163,C,0
Bisexual,-45.502048047492195,61.09031547616187,C,234.41836212561097,A,93.15034536074857,-182.67320548506635,-66.41637620386363,-68.88378844216412,E,64.02919352432751,-154.02545258021837,-5.268516990402175,28.717388293791902,D,B,B,-45.68641519297414,C,1
Bisexual,-77.41314618418963,60.705743785518095,C,-51.62031053839121,E,51.754808283223575,179.62814666785735,-121.18905355784422,45.19949753988088,D,110.6365294504009,1.9502902985181716,90.4792287651038,-110.27247844816415,E,D,E,-111.99074220618354,A,1
Heterosexual,54.36669856453307,-122.24988506134558,A,65.26424880213433,C,97.9196771608734,114.71300357699212,241.28935821662796,57.98727828053954,C,-77.55101483242291,-86.88754886647877,42.084025468637265,66.43656989279035,B,A,D,-183.19272822377687,D,0
Heterosexual,-61.82992755056886,-62.75284609792352,D,28.44040385737772,E,68.18288897512691,-64.48599042472851,-138.734014200791,9.475280257811649,A,91.6388840140016,101.58964696668855,92.62356940684882,28.84352546107577,B,C,E,-84.17185549048682,B,0
Bisexual,52.26944879720102,-178.5058924131262,E,218.01031797378886,B,-69.4714632656054,-174.9883024113629,-55.21747519320205,-22.369618158107745,E,58.6333394521192,73.50428982375978,132.37942218976008,19.519856111325698,E,B,C,-89.64735675697118,E,0
Other,-103.15349198136707,-108.37097293217246,A,6.546152694031618,B,-12.190513555425332,-72.08528570295482,34.21142042729336,74.80768513018688,E,35.789004995204486,35.23904456671491,29.146575593653758,10.887438377048182,C,B,C,100.08653493546878,C,1
Bisexual,46.59863258694262,79.10214683859381,D,-40.95350119944924,E,29.904085942051868,239.1039872666953,-47.77148962075619,74.94632634602499,B,7.679997839339035,-23.034060131470618,18.330931934736263,46.09798729401373,B,E,B,-77.27926569171186,A,0
Heterosexual,25.125577064045597,-174.38093704874896,A,-15.86933563022826,A,-78.0387759361076,-67.69750372255953,-9.267768939583402,86.33212533358152,D,88.40910374872345,99.59936645234531,-177.97756817104803,-44.54564422942425,E,D,A,170.82427338574217,B,0
Bisexual,13.995683857999964,-32.28709876517314,A,-167.4217657070028,C,97.76462227813742,-87.46911761046175,-44.90702468944839,-85.7229124032643,D,175.51561036616155,83.47123818423891,22.557778592287878,40.4949971985439,D,D,A,-176.34999958232166,A,0
Homosexual,-13.51015525345571,-29.65549150209119,B,-102.36596034504184,C,26.58489083774875,-54.30237367582444,86.54904461406942,-59.661949970789486,E,69.22946108754354,31.10705909654271,153.21650198435785,33.831607554532475,C,C,D,-113.40107419655709,B,1
Bisexual,36.622625224281656,-41.858803727111074,D,86.30130748195735,D,46.67807686121021,-8.327373487980264,-85.06314567201893,-82.96995145378517,B,76.34720267552865,54.46572875992685,-256.6214430935361,-109.8584412559527,E,B,C,305.86579743244334,D,1
Homosexual,-138.16453900950938,99.66514727012353,B,65.04915190010601,D,45.359567308573354,-214.16863054835375,-147.2103438501734,-97.18367676091117,B,134.44356179337206,-20.744253604606072,174.2417073254474,35.27260448192928,C,E,B,-164.1952886453154,D,1
Bisexual,120.8072932178272,5.972720956670793,E,82.16829711040809,D,105.71179176365678,103.20224084794877,92.3108724374943,51.43822107640133,A,-16.278817421597587,-77.20871249904569,-42.24711203324456,12.31788968072446,D,C,C,22.197215292222545,D,1
