Gender,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
F,18-25,C,-141.30585652223965,-14.816102409868737,B,43.38034401472457,-12.028168997019934,E,50.58032890499955,0
M,65+,B,38.72438192978173,-67.24450348409975,D,88.18376501770317,-238.2727198471656,C,68.43784360364842,0
Other,36-50,E,-2.345531342889633,96.95884261236567,B,14.560121873987002,120.96703491427552,B,-23.9897531809553,1
Female,51-65,A,-88.58795356165824,127.18253763023964,C,-135.39668217410767,54.75996567941856,E,-34.48079528392264,1
Other,26-35,E,-92.22160398340486,-2.749770016464815,B,-15.232050166552701,-85.87383352844697,A,-180.87625008859817,0
Non-binary,36-50,E,-348.72962730255506,-79.5000295827802,C,-128.84532653070588,-245.8388206743661,B,-20.93894529812058,0
Non-binary,36-50,B,-46.96699338853531,11.486534459434464,A,-71.60456604263891,93.90969670343262,B,104.67342759868868,1
Other,26-35,A,-51.76635252852847,82.3956914128096,B,76.48638351972502,22.04640505441999,C,-69.49096290645049,1
Other,51-65,D,225.31514461756154,-44.64057245125373,D,-120.65402318314999,58.374544590547984,D,92.52590315251977,1
Female,36-50,B,28.673755702306043,-35.62698377769395,D,-144.43665142891717,-34.18863475832148,A,-14.857738680146973,1
Other,26-35,D,28.36389574124421,-120.43410881997671,D,200.69030044398346,61.69590673107073,D,-2.5458005617243953,0
Other,51-65,B,4.853790584310623,10.178766037361148,E,57.94411530335153,-126.33166662723512,A,1.1014028591796925,0
M,26-35,E,9.001154453003531,130.45055370092373,D,78.26785929792526,146.5207625160587,C,98.74064916314373,0
Male,65+,E,-113.4729504463815,64.72646536439154,C,-136.80407759502296,116.90764006074654,C,-22.033236119713223,1
Male,18-25,D,0.21245796385744456,-295.40019577803173,E,-29.66071981500435,17.701760368094412,E,160.46309143917256,0
M,51-65,C,-82.68031132240154,-63.812872201763206,C,-97.34563777198193,-24.220204413148526,B,124.8018516787963,0
Non-binary,18-25,C,-61.170297594013746,195.73523326961083,A,-2.7690337340973814,26.807794308677668,D,44.00830844411109,0
M,26-35,E,-84.63492334129124,47.956224380352616,D,-78.93293953582744,15.449897085510237,C,188.15395334235495,1
M,36-50,C,30.670475432891177,-55.12156921370157,B,7.134235658112803,4.328518571699103,D,42.19391874966679,0
F,51-65,C,40.56175443954334,-119.21520903284704,A,31.404465815348974,66.18295055261828,E,-58.25522384533065,1
F,65+,C,-92.86622297217613,-30.92099910490974,A,37.52964158106663,-187.5410285828501,C,-80.7217713141534,1
Male,18-25,A,-74.33828783515885,-79.56706522602295,B,12.100054438629257,103.36313379909954,C,-45.740690428216716,1
Non-binary,51-65,A,64.87156289934202,88.04435051343987,D,129.01895693351273,-82.63924461895515,C,-93.3803212620349,0
Other,65+,E,-35.700418332297424,-72.40216378096217,C,-146.10641885691464,-151.5827460863264,A,-22.147209573726602,0
Non-binary,51-65,A,97.20382552895992,19.829248968087178,B,71.03722333728052,-23.287998189528757,A,-158.81888467472754,1
M,51-65,A,20.712956070157627,62.05689007438273,B,-136.80662147185288,40.51378563798881,D,75.98347776318334,1
F,51-65,C,114.65970109010738,18.178703621961734,B,-88.39257177246441,-31.52885918364457,D,97.87672232541247,1
Female,65+,E,-255.63333826857883,56.43872586999752,C,-96.92545432181855,-32.35431395267225,B,-79.59818577992212,0
Male,65+,C,37.00437785108842,-283.9249797788429,A,-144.767532379715,120.42250105035055,C,20.548881428510597,1
F,18-25,D,7.457421081088605,43.89348131493245,E,-55.97924411637598,236.51850747149052,B,38.07320039196219,1
Male,36-50,A,1.952428306356126,163.41872603826002,C,46.842888053426535,33.149029970745175,E,26.400333393191648,0
Other,26-35,E,-51.946468263623025,-202.78920245622805,A,146.68511821544996,-131.28015069510275,E,80.19787112520748,1
Other,51-65,B,-6.059411156496985,38.141331183542974,D,-149.40359992545004,-85.99344255418752,E,-42.270969901601546,0
Female,26-35,D,-50.49599905408703,-95.06479145150682,C,113.95091898615321,54.760464059957926,E,-13.663278673413023,1
Non-binary,51-65,C,-57.82509306597996,106.3089709389378,B,77.45092055275357,99.0879784760634,A,-124.26615122455314,1
M,26-35,B,129.99403673490622,39.16495275826195,D,-116.86701247805527,147.53763040757153,C,-46.08206493432696,1
Male,18-25,B,-45.018913720770534,-114.97040653659897,B,-45.39030363214895,5.044416150292675,A,13.44141668910536,1
F,65+,B,-4.834003608735807,90.6849358345185,C,252.235564973272,-52.67752871157035,E,30.59917146685427,1
Female,36-50,C,-18.309578825364735,-53.2905021587037,E,130.77597825392954,-16.2585251529708,C,48.876224359532635,1
Female,36-50,B,-31.940108813153945,37.2367368804084,E,-92.8129750276242,97.15315154763535,C,-39.618472441903705,1
Male,51-65,D,-151.39370449457826,25.451861613923683,E,219.87603407527575,-101.41788657302351,C,-48.657126403705796,0
Non-binary,51-65,C,-97.75364855885394,79.46351310658802,D,139.07178855309758,87.25129854238334,D,27.130605597333297,0
Other,36-50,A,-59.51951727083791,20.66488955769241,E,70.60451179480933,52.175729795146765,D,-35.03952435447328,1
Other,26-35,A,-100.34322048505643,-4.253797420655022,A,-26.478784541012136,-7.65966209560342,B,154.73046570642873,1
Non-binary,26-35,C,185.87971801079212,-35.7179991978704,E,25.17068430868134,15.599534852570915,C,9.485266220234182,0
F,36-50,C,-65.50067984050332,37.46595510598716,D,223.36579224042273,96.11933791303288,E,60.53703436827196,0
Other,36-50,B,-129.83112027762928,32.637470221855196,D,-109.32821828816736,11.941387655495875,E,22.25560630234091,0
Non-binary,26-35,A,117.59183478207676,-99.48406794204291,E,-133.57219160735804,-16.276946907270588,C,129.90998890157417,0
M,51-65,C,67.62755943818787,-283.8502290965456,C,39.961864695069266,-179.28831576584474,E,-39.182508134720756,1
M,26-35,C,-48.32340298862116,46.1913182677327,C,-50.34344542865578,4.2809682079820215,B,-173.60903486436393,1
Other,65+,B,25.109983589345,39.081390294287154,E,171.53300784779043,-12.231762991184143,D,100.49499463884584,1
Other,18-25,D,-4.764523886055427,-43.577003420373494,A,127.70395999506003,-112.46394913077955,A,-129.12909630557715,1
M,65+,A,-51.38202716796153,-97.80800281877049,B,-7.545849382613855,1.448990897840639,C,78.7912402705286,1
M,51-65,E,100.8104155988278,-19.084900498412356,A,-68.18104653195047,-66.49406862198234,A,45.78193243507633,0
Other,65+,A,-71.53898894241301,-3.9621507116485537,B,145.13169676532016,55.35643445693661,D,-292.9435102027027,0
Male,36-50,E,125.45570481041392,69.25432842448232,C,-140.26253350488565,218.72679901599275,B,-14.745091562405358,1
Female,18-25,B,230.84354811616845,17.232423411029224,D,-109.70666984598769,-81.39392680790883,D,34.51414001565572,0
Non-binary,26-35,E,90.68067246308105,11.162510179246855,C,-33.00541914040337,-26.77201719863928,B,-187.2367661188318,1
M,65+,A,60.77805916565543,-19.588924048743436,C,50.62049609203564,-52.0103401361804,D,-102.76508219085791,0
Other,18-25,B,68.1124565052862,45.02851625744625,A,61.25177509103894,-90.18088933279975,C,47.416949631408926,1
Male,18-25,A,107.64562320121452,-27.490783875150736,D,-77.54965165449134,-34.975038336610126,A,72.26995013632217,1
Other,51-65,B,-96.33937711105034,-37.99057897574515,D,22.37963744754529,-179.76208131460595,E,-28.82462249624404,0
Female,18-25,B,155.93313110888994,-109.07037844249719,B,32.933181201046146,-9.515736752768769,C,13.610449940509579,0
F,65+,B,-42.544956841604,-150.24684669088674,C,-7.477189488564622,36.66445136989632,E,-116.91794732669916,1
F,65+,E,76.61167191594053,0.4116430914699227,C,12.693237032834862,-40.80289077602229,D,5.921539561839328,1
M,18-25,E,165.4415429457935,-354.55250293013523,A,52.38413496672186,-38.39934451073436,C,-18.209306660344065,0
Other,36-50,A,-107.41263161730883,40.822009267308395,A,8.077682849367955,-183.48868223682723,D,80.80114672633121,0
Other,26-35,A,-48.618018040827806,47.82643260424564,E,89.5869684333851,-3.2444452905204155,A,93.89098024633388,1
Non-binary,26-35,A,-62.74526703585449,-137.86219300511274,D,-72.93589773473256,153.26986248471007,A,-88.52815678087667,0
Male,51-65,E,-11.50841413678537,-25.786882192245912,D,118.31033735923214,84.958226265154,E,-182.87603591973124,1
Female,36-50,B,-59.11229971199802,-92.30846411026691,D,-115.00390187472496,-79.60352634716655,A,2.1249927121087144,0
Male,36-50,E,176.28038538979465,26.335147894648088,E,49.857251366283165,-185.58484732276247,D,1.9783588045462892,0
Male,65+,E,81.27095428377767,108.89589822109436,A,176.30026249181856,174.65491444460304,A,-168.1749888235445,1
M,36-50,D,43.53938925761769,14.16731981572198,B,-50.31508899068054,21.035715454137716,E,84.62320448457365,0
Female,65+,A,23.34418666049619,77.9157995220875,C,-72.3154470203739,143.5809196338901,E,68.67029150383887,0
Non-binary,26-35,C,-78.86553065962765,87.9170023442367,B,-75.92704763975709,-237.31301026520666,B,-5.7185625924125,1
Female,65+,E,41.23932903371612,-150.50009157316634,E,-194.02236035394932,20.732961685652555,C,14.372977427388783,1
Non-binary,51-65,E,-37.91568960945725,199.1404280205684,D,22.006521552201384,83.01060670141094,D,-169.15212228442206,0
M,18-25,A,219.708914017764,-36.71447918341838,A,113.90467848316628,-19.029192460458468,A,52.63436187061895,1
Other,18-25,D,85.03355590659518,-224.81998157651807,D,30.915684304482205,-131.6156169704752,A,-77.10197461719028,0
Female,18-25,E,-61.5445727220215,127.60586268677821,C,-61.94039243508048,69.54851618380152,B,-90.88528460789072,1
M,26-35,D,-135.97856687729856,9.43448082009059,C,-231.81301126890887,-55.35494866830073,B,-23.783366631211212,1
Non-binary,51-65,E,71.01544370960966,64.89198523557718,D,41.55732259553354,1.2152264253825393,E,-190.73242740688346,1
Female,65+,E,-18.934730815449996,-100.63590940663035,E,81.17323586563849,67.02300119357155,E,-140.63717428909627,0
Other,51-65,C,65.1404385703218,-27.535907031504053,A,56.038563576003696,4.002974419559193,D,-159.16282589435193,1
Male,51-65,C,59.09699696785006,68.5582999109364,C,-81.18285888037742,119.53693212388194,A,134.7243039356768,0
Non-binary,36-50,B,178.28420269089875,-146.47881839264087,B,-141.34826404685205,63.326002064802225,C,120.53290717270826,1
Non-binary,36-50,D,39.213581201500816,-135.29960957532242,A,270.35977423361885,-87.24757684887253,C,-209.21294302375415,1
Male,18-25,A,-14.044553597684509,-74.72134865208562,A,-208.9639589595444,-14.381133585817278,D,-38.16163048282038,0
Female,36-50,E,-154.86064610038034,30.2163484367008,E,-158.6824291374757,-122.1812086112619,B,-50.72243440594653,0
Female,65+,C,-2.5200635822607236,168.18959292263264,C,161.79895493458167,-93.75060458984755,D,-117.40840718876153,0
M,51-65,E,26.773255899108957,-72.14553780149816,E,-135.04949405207998,32.784769959565104,E,-93.77472100359921,0
M,26-35,D,89.89628473836764,28.23657176710125,D,-43.7674413071366,25.440984389862386,C,106.72511571054059,1
Male,36-50,B,-59.44493027643818,9.117966340468694,C,-142.9424813857777,8.939100907762223,C,43.656141903666175,0
Male,36-50,A,-8.145580316892215,-4.532903946160262,C,83.50712308975345,0.391456835048687,D,68.61374322926106,1
F,51-65,E,-28.141154999016415,-120.29649595437242,D,136.57473163221638,-199.28153395904016,D,-1.5847038879698638,1
Male,26-35,C,-10.446500766549855,-13.283465350963573,B,-32.58730800639132,152.96287080813903,D,26.006823861824767,0
Female,51-65,B,-27.737025586033816,44.40471982622608,C,85.97314232711585,-14.820210111013186,A,-131.83741320524678,0
Non-binary,65+,C,-3.0633473256665313,-32.70193406285748,A,-148.80841048352866,73.82214507774006,D,48.99348614715437,0
M,26-35,C,40.83086063505629,-71.53567638546,C,-167.61151044308238,14.881648280847646,D,-64.12695998797031,0
Other,26-35,C,-79.65025105342166,-7.5351565055336485,D,87.97521121958374,23.545720684321417,C,-159.51227208342164,1
Other,65+,D,52.04066343464196,72.66538697069575,C,18.707941635151386,-46.85502020198946,A,-39.75195523852172,1
F,26-35,C,-141.00207155898374,91.00708921137144,D,-96.90858441975388,-81.48264720532008,B,-51.3317173623128,0
Non-binary,65+,A,-11.815214713317143,-104.819916170584,B,-38.13872105146949,2.5329519414335326,B,102.02890731221544,0
Male,26-35,D,25.330309529608176,19.244268026894122,E,76.8389267263484,15.299001961368623,B,-119.56992679865199,0
Non-binary,65+,C,163.0413717453473,52.84225588524073,B,-101.58913206181185,126.31118625427047,E,3.377977074043693,1
Male,18-25,E,132.05429894566737,-92.78233444460543,E,-104.83724995534574,-44.75585054375416,B,-17.820056281471267,1
Female,18-25,E,-49.40535313809734,-10.424459733845842,E,100.96876657522822,-62.607462724347975,D,79.53577889213885,0
F,51-65,C,13.694550858889878,-44.37630168618726,B,29.56840436768599,53.28155019775815,D,-179.8161918564889,1
M,26-35,C,-140.63071727067523,-57.478418466223125,A,0.727849294605902,28.623531513295042,E,-16.915866005357554,0
Male,26-35,E,151.74007986524495,34.56816154349153,A,226.06281760091323,-7.14764625792317,B,23.874727523256706,1
Other,26-35,A,37.75784968952986,72.03326712729432,C,-135.916794360213,-109.07911700024349,C,-165.98907913196106,1
Non-binary,36-50,C,73.35903956809331,169.89476864836786,C,155.6377808308945,-46.46751575578955,E,-41.64200312302767,0
Male,26-35,E,-166.66369391139725,-33.63808447539112,A,-60.148699886869416,170.72033334650135,C,-79.68937909835383,1
Female,51-65,D,-107.55127917995773,263.1441345899018,D,29.927049680295127,39.949631110253684,A,148.3473534158211,0
M,51-65,A,-84.15782252376552,72.92769531417298,C,80.3537853439494,110.23149318084056,B,-55.30902764682576,1
Non-binary,36-50,E,85.89376800252512,-56.80608015473947,E,-166.73434031967716,34.90504711004859,D,-79.9050501854498,1
Other,65+,B,129.2713561031606,-88.78908942743516,B,-42.29383970965804,48.00384196692942,D,248.5366456474309,1
Male,18-25,B,5.889639698059701,108.89453052163827,C,-40.20278806728636,-90.18954694763573,C,38.96839040047941,0
F,36-50,C,-147.24823665753078,-66.94783496626467,E,-69.36889650806465,204.4192703246265,A,104.86409230112503,1
F,26-35,C,-13.727329871087349,-30.907330757201123,E,199.15299502052795,-52.73660523229342,A,-47.36042026494312,0
M,36-50,B,207.67169901925237,-39.10504352173323,B,99.0543293011051,84.98256589142805,B,-65.88431344426535,0
Male,36-50,C,-29.11889715013033,-40.27279642833345,C,20.524431404367032,18.00085708032249,B,-71.17528711702028,1
Non-binary,51-65,B,202.0666696992022,-284.1604239640029,E,18.252410334533312,64.82767754583433,D,-5.3518692512418164,1
Female,65+,A,-7.9575021185964445,-10.460976327490487,A,-156.55466247630403,67.27702742248107,D,-181.6209704769073,0
Male,51-65,C,-177.3850200392888,5.510719316453036,B,10.810979419394098,-71.41355443929191,C,-10.600351517005205,0
F,51-65,D,74.08302375138516,-83.03438867227986,A,232.08262558812564,-43.75649730629349,E,54.6523925675613,0
Female,26-35,C,96.70946303015539,55.06428110791004,C,97.55258395635595,27.288571233053112,A,-135.33483420798845,0
Male,26-35,A,-49.52634017978716,89.66725513301442,C,44.88849264304383,-114.07966033772998,E,35.8918750701297,1
Non-binary,26-35,B,-93.73902990135784,-84.8484635373903,C,46.246316348111364,148.44187154734192,B,5.005461667628123,1
F,36-50,B,-179.23601530360648,-173.13330253628942,B,-66.37362107064523,-93.59695972676305,E,-41.394612500670114,0
F,18-25,A,113.75604507275216,104.82603007530726,D,52.69885640321231,114.63614630501777,E,21.46715788760173,0
Non-binary,36-50,D,55.79167258821904,34.95412554340366,C,133.23067922440754,182.12820376207975,C,49.23214233655674,0
Non-binary,26-35,E,1.5464203152665137,18.47402899134116,A,15.900601965059572,-3.336050406999476,D,106.26899787595141,1
Non-binary,18-25,B,-13.530055304422062,-82.31059873781793,A,86.88158783312399,-165.61397445366205,D,148.64620268257553,0
F,36-50,B,94.1437720050769,107.83635285004036,C,70.84727620457072,162.5557248328869,B,-15.781738963915497,0
Non-binary,36-50,A,-17.474774812188112,41.06233568338692,A,67.42684768317201,-39.42701329331303,A,1.958793930354639,1
F,65+,A,38.65017297431763,121.48195422259771,E,-70.0423476785833,-119.66586464457075,B,202.20877830545882,1
Female,65+,C,-131.84977118975098,-4.534009249657438,C,68.145994347981,110.27296810905567,D,-206.20863286645726,0
Male,65+,C,21.84351848623019,13.750234035650191,C,106.58428980856168,6.929773365676774,B,-8.873147702317205,0
Female,18-25,C,-13.600655040994297,-178.86804640358858,E,-23.2249309591156,120.07203705246847,B,-12.216360147835587,0
M,51-65,E,-22.583780405849915,37.91316693876568,A,-15.95302873784836,-56.96619632184997,E,1.7655334297135825,1
M,65+,A,73.95680531466684,-222.0145015337757,B,-59.817933011612325,-29.445315041226237,D,24.987065106291148,0
Female,51-65,E,-38.877863675809174,42.42789336654809,A,-38.16508413340343,73.04770968221455,C,-225.58591338234427,0
M,65+,E,-19.03174461818627,-57.50257624422373,E,169.53108891380504,-2.7786441382058737,D,19.111482598668392,1
F,51-65,D,1.006136714382704,-121.3342584997665,E,-61.5636264635529,106.84394290933099,B,-3.1463872890087097,1
Other,51-65,D,121.84771435424877,-43.82201351561725,C,-33.66456716743619,-20.519388338551405,C,40.65041732138959,1
F,65+,B,134.45219819692798,-43.74447442662841,C,-63.789252916797544,-99.22642518073246,C,-120.2361391211801,1
Male,26-35,D,122.40733527581733,291.5423051334363,C,-70.4912794604718,-0.9430955280782395,E,117.23074419716835,0
Female,26-35,C,44.64522900172291,-46.2057829357984,E,-113.28831157975685,-74.21930628391961,E,-104.45252922281729,1
Non-binary,51-65,A,-189.40278242401723,97.74767379594851,C,46.78545714341053,118.81047499031587,B,39.58599356877171,1
Female,65+,C,-2.552047953349785,178.57411602318717,B,-25.712328362706806,-43.60833879771388,E,-85.759055214283,0
Non-binary,65+,D,93.16490011257146,-3.7913062635907697,D,98.97429298567306,13.103706925351227,B,-14.501084263925112,1
M,51-65,A,-92.51600816730819,111.39360931339954,B,92.31163778852202,-67.54167822339387,A,107.37261295416758,0
M,51-65,E,-80.11651227698798,-62.48148675643753,B,39.6544700912504,57.77964381105387,E,-40.018493914550284,1
Non-binary,65+,A,-147.00026527216602,122.74363561356998,A,45.17766604967529,181.07978148555978,D,-210.19138672354947,0
Male,65+,E,-64.62564529630461,-233.53687957055934,D,-10.934704399211698,-191.7274354455995,E,-32.677036848093074,1
F,36-50,C,-34.29948928895852,156.94105094781438,D,80.82048450481916,-50.34436744009339,E,36.337432476979394,0
Other,18-25,A,-6.858527579703525,-132.48822194829035,A,41.59471861696933,-51.611250975267545,B,39.2635445920684,0
Non-binary,65+,D,43.031254924529456,-42.21786955314823,A,61.95190456761836,10.153398397867969,D,50.962496719700226,1
Female,65+,B,-36.13501565691123,53.89932949750297,C,133.7030002591842,-74.64113387000701,D,-14.118155293084058,0
M,26-35,E,-140.29879840325302,-28.397186230611887,A,97.78379126318087,11.995123133258643,D,18.763618184218934,0
Male,18-25,D,80.42775581720987,74.02981105881987,A,-33.33734105892526,-200.20392108940808,C,91.53002635868042,1
Non-binary,18-25,C,-66.85877384387548,77.99462762887353,A,142.03230703419308,98.94380041538784,B,-86.10631250708958,0
M,26-35,B,2.8610466774709282,11.38184949114018,C,110.72135879668816,7.730291053984159,A,110.64809529727621,1
M,36-50,B,-88.34281982290449,-24.107286757154593,C,71.8508513589788,-69.37163775052885,A,133.96236217739326,0
Male,36-50,A,-63.33556847799596,-62.519693396554146,C,-63.42639867141679,266.70411366767553,A,-145.76660273599492,1
Other,51-65,D,105.07791027753184,41.5652070847511,E,-76.58875565624409,-118.42906958270392,A,51.674937084203535,0
M,26-35,C,-103.20051459952757,-74.72565794752951,A,3.09106610018176,15.674555108433056,A,-3.4174658255317096,0
Other,51-65,C,104.18636213355603,-146.24584410460702,B,33.28122770280548,-57.25511097736188,C,-169.0064555904065,1
F,18-25,C,20.756077894070074,104.00494320956975,B,84.67539599726906,43.75728128432054,D,-43.8447621089837,1
Female,36-50,E,-8.227049363265207,123.06102802768737,D,-16.813292139876875,161.49054812295373,B,-198.31299644636618,0
M,51-65,A,43.9007038066413,-20.064607024637944,E,-58.950293030618454,-70.39647168553883,D,-92.70469833045041,1
Other,51-65,A,168.29845390678102,-187.0469815780428,A,-132.81919816621047,38.54373516766788,D,65.35560688470336,0
Other,51-65,A,88.96269865344965,162.46706038635514,B,-98.68602369399537,49.43156930874387,B,83.32155427356076,0
Other,18-25,C,137.1949166475505,108.16896845497953,D,106.53968674344767,106.8817153988467,C,-170.21799734375435,1
M,51-65,A,83.4662426457358,12.517060249227383,D,-39.12664284521652,75.34560943636932,D,131.21371422517493,0
M,36-50,B,-0.2507787750522557,-45.39325041867561,C,-182.4790154142388,0.14703771362551682,E,-51.332474155348216,0
F,51-65,B,-6.792225533470334,-139.03435416361452,C,-119.56989305166843,-149.9196585233907,B,-68.51545542305895,1
Other,36-50,D,24.904427933428146,-184.9446764715019,D,-51.287019430638736,73.48763060367702,D,-13.855774613621447,1
M,18-25,D,12.234482742960395,42.327616613278494,E,99.19530585354059,-109.40384985812663,D,60.25490922186595,0
Male,65+,B,0.9729903104324099,-67.02958077371093,A,34.01840230159821,42.90277861129795,C,-184.31500997256555,0
Female,18-25,A,151.70554122640928,48.1370091278293,D,132.1073971415127,107.87391455484297,B,57.78229246065351,0
Male,18-25,D,33.29873278188262,-170.7355433865447,A,173.25376664402344,-132.6812472448476,D,161.90226896342347,0
Non-binary,51-65,B,-0.38223222523404227,-45.991804475340395,B,-28.830987424562938,-69.95443278936952,C,27.03046624515363,1
Non-binary,51-65,A,-91.34806229618208,-79.4578698439615,D,-136.2532576238839,-79.68444279606615,D,-55.487767509187634,0
F,18-25,D,-77.70594595647073,-62.48883371596825,D,62.86133398929768,70.38601811119138,A,152.04600891010165,1
M,36-50,A,205.30139929999797,-209.3377237282923,E,137.8653706396299,-101.18381836425112,C,15.044099078276254,0
Female,36-50,E,-234.7815268743596,98.5696431534455,C,-136.9040189855824,-71.4375427403556,A,104.57946104322555,0
Other,65+,B,-117.92659347787047,49.97459139741792,B,-11.625511366132411,-111.71588368105552,D,-0.5327625008906257,0
Female,18-25,C,70.58627291375723,23.54997535905913,A,46.689889153826,-14.438773262269066,A,41.87152735377421,1
Female,18-25,B,-180.55843806259966,-151.29392445881325,B,-156.5370352815803,-122.46920957530148,B,-211.98954240295737,1
Other,51-65,B,-107.35380494686683,-118.35238827237082,A,-56.85986557672593,45.71532353758278,C,-75.0635952858418,0
Male,36-50,E,-25.5811869777648,192.70554708479844,B,102.7427382463128,53.51134571428122,D,-130.73038698343908,0
Female,18-25,E,61.977842929774575,-83.00796321691854,D,-4.747659048456406,-109.43168662694004,E,-14.001775940334433,0
Non-binary,26-35,D,157.4023196879277,-10.50725884799079,B,189.3043936959561,85.13666683786369,D,-2.2087955434027324,0
Non-binary,65+,E,-86.9600462915579,78.593574540304,D,62.55170999341354,-25.70941268901219,D,-99.13180885005765,1
Male,36-50,E,131.56476706943434,-110.5467389474001,D,-147.77868585429218,-49.39167551031599,A,-46.30131826034684,0
F,65+,E,190.00052345402372,-60.43178444043087,B,180.38849793501797,183.33439616793723,C,-116.58402799959147,1
M,26-35,E,97.9301012318362,19.85862452173138,B,-237.20062499427547,86.12801278967677,A,130.6185969672601,1
F,65+,C,120.2277607016786,89.30249442275161,A,29.7227680260652,-98.33674217613587,D,78.71468482926795,1
Male,18-25,A,39.248341276274104,-119.26121934750297,E,-143.21596332942644,16.369352201340163,D,5.3691875566183045,1
Non-binary,26-35,E,45.521887483016506,36.1175938638346,C,-60.97059367637028,31.84108249315364,B,125.0117936490231,0
Female,26-35,A,42.468006800911006,154.91851609853128,D,50.97507168305992,62.104542710378986,B,-5.0446922089610196,1
