country,Disability,Religion,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Other,No,None,86,-48.26979254129602,73.05976532288953,75.11193835133433,D,-62.22860478456697,-142.05594281633392,E,14.783993580792911,-177.7928825049478,35.98236119545058,C,A,B,A,-4.21831609111112,1
Brazil,No,Buddhist,25,-137.13635687886804,-130.80424029400984,-47.02221115357761,A,176.56838955869233,124.32394642254161,C,-18.35395363482717,-26.791227967837877,4.6244158518368685,A,C,E,B,-36.41863314605692,0
India,Both,Christian,20,-24.50663987074419,-54.964702142090296,39.58946105171639,C,-40.836216641630735,32.7639289527544,D,-71.18432260303257,82.85910327634554,11.55849667687903,A,D,A,E,-7.047729807736482,0
UK,Both,Christian,18,-23.578380956006885,-21.399950924774743,81.94126788287151,C,158.9757098380452,-62.67876807584848,B,118.14209394724904,-14.092842374004883,-91.71973976630773,B,A,B,E,-47.755732432806994,0
US,Yes,Christian,42,14.571481423669402,23.631221337192652,-140.12149319766925,B,-48.492168642653425,93.94704586530118,C,97.73582750209275,205.82215232463187,-3.312503774140235,D,B,C,E,104.36049468824096,1
Brazil,Mental,None,32,-126.77463811298526,-1.0674422674792903,-203.8074059485355,A,-27.262947905578223,-35.91392606339882,E,-39.82438677057862,27.219584268082485,261.0163936450555,B,A,C,E,-1.8776274979364727,0
India,Physical,Muslim,83,-168.44457452861784,-73.91508832662221,104.38094413095855,E,-2.244554520340207,-16.121905633260305,B,-13.330568306262549,-40.74896603348835,-17.707409460646513,B,B,D,D,-43.949892983396865,1
China,Yes,Christian,22,-14.683248187472733,-206.63158935749303,122.40652822625191,A,-39.2430871909725,234.03738018053315,A,-149.17726457295797,160.94984840774165,49.95959656549731,C,C,B,D,-4.299291808487364,0
China,Both,Jewish,35,46.687106131522434,32.39513873802729,60.246926988888504,C,61.39202026021186,-26.492818475887635,A,-12.281094113783473,-82.13752067233203,41.30139945330249,A,A,B,C,55.338497881521256,0
Germany,Both,Buddhist,52,-30.98614000163142,-96.66349803954319,-18.064676737795576,B,58.539441549599815,-1.0628107024316078,E,-98.02277412668869,-113.38905252840956,-10.475939674925348,C,D,E,C,-130.35568592563678,1
Germany,No,Other,27,61.32570772071653,150.58298772196935,-87.08830813748749,D,65.97149614321947,25.619407587331477,D,-73.15431317020241,67.65835408785131,134.53431017502422,A,E,B,C,-53.208116178173604,1
Mexico,No,Other,80,158.5846491707983,125.76762285896964,-48.023773531131354,A,95.66410978922596,-34.45832051784103,E,-153.14042514872804,169.4994090750527,10.947336993588817,B,D,B,A,-64.57959925166536,1
India,Physical,Other,26,-9.407057691609438,116.93852857595684,124.322798697201,A,31.271512394053126,131.27506725497798,B,-121.34434617690657,27.95354013704404,-81.98698401837521,A,C,C,C,-1.0918138465202323,0
Germany,Yes,Jewish,88,-134.04914088196196,-68.3597796178555,57.30654632715256,C,-8.60280874925755,-92.10752616282343,B,-140.40596128005015,-35.943740344674985,-156.85149392200466,C,B,E,B,-88.7885530938221,0
India,Mental,None,51,204.56514235950013,-36.05026286695131,48.95281479362715,C,-82.17400029685824,96.3149918510069,A,20.09787791703859,-160.88666404946275,10.672741469414364,D,D,E,A,-135.56361439627062,0
Brazil,No,None,45,-147.48544003777027,106.29857558517675,26.49092307956511,B,151.68858646899756,73.15209663513758,D,-188.7721417385476,32.04540508537211,39.622831004933076,A,D,A,D,-76.51882336741839,0
India,Mental,None,61,43.380836847545226,-104.96085968113655,-156.30780618746292,C,-24.15079493345128,-108.92817516885032,D,126.05417984472325,101.64256999221936,-77.95210517574665,A,E,D,E,-4.198701264898161,0
China,Both,Jewish,44,289.263475120798,-18.28851220361643,-73.84245570468194,D,10.054466750627657,88.66782974689774,A,-158.48532130800345,-9.835604255493587,-6.723029910284872,A,A,D,E,-167.7329123079182,0
Other,Yes,Hindu,95,143.32820219091315,-48.996350799271866,110.87251150228217,E,-41.4254242232509,-19.38866317129112,E,0.05043335228675467,45.51961510748336,201.97379362137457,E,D,C,D,85.04897926747392,0
US,No,Buddhist,94,-43.415228642470474,52.952775345734196,146.5996245184746,B,-32.67740759150478,-128.91959607665905,A,-39.81388611664998,-129.5232846154966,-101.49748964013179,C,E,D,B,65.80768470449742,1
Other,None,None,35,-70.79156474355653,-102.97290624663349,-13.194281987693493,A,91.4709283208931,-27.47759556564319,D,62.586130087384404,-161.46777670521254,-69.50101026916164,E,D,A,B,30.75788563121278,1
Brazil,None,None,27,-53.00756939940121,3.02917407107474,108.03641988425288,E,93.2065066988887,-124.87127737621513,B,22.18692593312928,113.0279343267951,-29.118781994546005,E,B,B,B,163.8835060954249,0
UK,Mental,Hindu,96,41.388317346652826,-45.54832747068653,-64.61835926931441,E,-89.19512452331276,60.00590944983979,A,48.838639508311466,-83.56779328921864,-26.81787635931436,E,A,A,B,39.423003729472086,1
UK,No,None,21,-139.38846247949635,-150.20111452287884,112.24870319294591,B,-11.263631805450876,82.35111935227594,A,-100.51378864329921,-90.37205888462009,-107.04242762295834,B,A,A,E,93.89061444413379,0
US,Both,Buddhist,78,56.556928792921624,-156.4254426006035,169.14061019870442,C,-39.3079125207205,-21.297514988860343,E,-63.321337719061376,145.74924001096798,21.480729243800457,B,A,A,E,-85.95595000221621,1
UK,None,None,94,-131.72160088787615,5.629294239876424,-85.48462165595348,B,54.61072544038166,-110.6347283827243,A,-122.46478732093411,43.63694542486722,-25.90338294277337,C,A,E,D,-81.92407184047032,0
Other,Yes,Muslim,42,-92.34626690845145,47.44464832363608,-71.84344850943334,B,-301.4454977313698,-180.56914603485384,C,95.81114952351479,159.65909173802703,125.25667935412355,A,A,E,C,-48.08132841581882,0
China,No,Jewish,42,-20.023128732907335,28.891348232036673,98.0387146254803,E,1.6984031026342716,19.725933908773065,C,-12.960517429772644,-69.68203246377438,-208.00150717072836,E,E,C,D,116.55137981461705,0
Germany,Mental,None,77,-40.28327939722785,-86.0522910529002,-64.6628216971759,C,-9.84119579370386,89.4769224043926,E,52.10857688265826,-41.49355057827267,96.71872960713492,B,E,E,C,-79.92672179213122,1
India,Mental,Muslim,33,-116.04438620560644,234.3253914750229,-344.6152749923697,B,178.32000521812753,123.05557527337376,A,99.09872584755355,55.311044038606575,129.75254505821002,B,E,C,E,-90.85236633192635,0
Brazil,Mental,Jewish,52,-142.511282172772,-117.0185371784871,-39.87339765610649,C,-248.93690714555356,-35.69841741237268,A,-32.265502368292644,27.60027513330843,-10.272612157480383,C,B,A,D,-52.00456883535159,1
Mexico,No,Hindu,68,-110.85671241879105,-143.84565382765365,-25.07405570029075,E,85.04885185392425,58.159684516750474,A,123.5470158122463,53.59924889953936,104.24097422177717,A,B,D,E,-41.28906700684551,1
Other,None,Muslim,62,-8.311298622596615,31.398885587805548,80.02113761664368,D,2.3878371269471383,12.765510730254157,D,-120.72025740806409,-64.0767534482921,-21.461422444385867,B,A,B,C,135.11769348090226,1
Germany,No,Other,46,-12.45199487667502,16.905035124833418,45.26465954994959,A,137.85106023814285,55.69448523941115,B,34.595493116578155,-70.98191747312187,30.039490920185695,C,E,B,C,-78.60419693708664,0
Germany,Both,Jewish,41,263.78575099838235,55.71413543503614,74.43267294214318,B,-26.306482767628008,-166.88093936220497,E,-19.217941670392083,82.49403036776116,-1.9427951266917702,A,C,E,E,82.28317880073816,0
China,Physical,Jewish,56,157.28527939797922,-330.3251168595527,-29.48309353328425,D,134.54700671991685,-106.52341010956528,D,110.74054033372596,-87.20007381599386,-87.90586813731677,A,C,A,B,-5.696967918503484,0
UK,Physical,Christian,98,14.591673837306018,-63.00921583806992,-107.61115015468053,C,-44.86632636041585,57.327903455202744,E,-49.90833688992728,-16.76590523416614,155.53854829047202,E,B,A,B,63.050053526173166,1
Mexico,Both,None,23,107.92420592231511,-12.867629241096473,-95.63392611349363,C,4.359103190009445,-44.22354747366032,B,60.32296015456217,-84.00511296033007,114.55172767672066,C,E,C,A,47.850807659195134,1
US,No,Other,30,-193.52881586095936,27.405204913127378,-74.61638721342104,B,-49.77574748163835,371.2400499647772,E,8.104903741039946,90.04271499120708,132.1852446473998,E,B,A,C,-17.117047705353013,1
India,Yes,Muslim,97,116.3384914642666,-271.5854298885456,49.82876023620114,E,-93.15704591210799,44.592282732432345,C,-46.06348298810984,112.30842931575404,-90.56481174400469,B,A,C,B,-123.84473312467243,1
China,Both,Other,25,-5.531325800128798,-66.24874013218272,-64.45698024678121,A,198.1987772303605,-110.74970768751614,A,3.526248887271709,112.96543977120635,-177.44875394982705,C,C,B,C,18.962343522292386,1
Germany,No,Muslim,77,133.70675413300123,-18.093307153804318,-63.61565333213465,B,1.1329332553592542,211.06416904907005,C,-194.32471872422164,67.83849386229335,-29.573952757025694,E,B,D,B,-2.254079088115655,1
UK,Yes,None,19,89.72844766064989,12.63878763050924,44.163466814190656,B,-147.9796618961546,-43.07189081983114,B,-13.019308052772638,45.46792088877748,62.63030008628394,D,C,D,A,91.10920387043501,0
Germany,Yes,Hindu,57,-10.708889352552708,79.1836962572622,-57.11413292465735,C,-66.93208905376083,60.94765246387654,D,21.003632758752822,-185.71951125171836,61.02087264877877,B,D,A,E,-9.187261193552999,0
India,None,Other,54,-13.151800715270006,37.38069489179128,-18.077776958862543,E,-129.64670845070543,60.327039826684214,A,-53.82608703593596,-116.39012633095052,-218.2940251659006,B,A,B,C,125.60883159454986,0
Other,Both,Buddhist,93,-77.3407105024453,-16.155457605356197,54.660399248234384,B,-15.15172683035022,-56.9753424120031,E,53.0603838182958,-2.6015937711374897,91.37382249003412,B,C,C,E,-92.95096595692758,1
Brazil,Mental,None,29,-160.35071672920242,-1.751820904844703,-11.938015192043654,C,-217.6417402957878,-61.06577075333175,B,32.4849935139244,67.94202796008726,68.2398480062906,C,C,B,A,-152.83536988101642,0
India,Physical,Jewish,49,133.40959146257185,43.008148285046,98.01710354923776,E,82.6488288371514,31.21457183146477,D,23.687180965359854,-74.84202765649918,69.87574410989212,B,A,A,C,-133.86843143019303,0
Brazil,None,Hindu,30,110.64384349941456,54.93674075687912,43.005557409757806,C,11.47384142867898,-127.37874924007448,A,-56.142561090829055,0.38092784788670614,-109.62424333664502,E,A,A,C,227.59168172164914,1
Mexico,Both,Christian,39,-21.237474899611616,-61.958018329086286,-48.311925867071224,A,216.13216809883707,-28.606096648206638,E,-45.59564420631909,-0.9117792510624381,70.21149607255053,E,E,E,B,-129.57169924434893,0
Germany,Mental,Christian,49,-33.019936357947685,42.423767777881814,-54.022474542189826,A,-83.55395647858887,1.6946046889493274,B,-24.117119664132034,-154.88234079788998,61.12568359434485,E,E,A,C,-54.7011260806242,1
China,No,Buddhist,60,90.6988504889384,65.77336380836014,-60.5817706098471,E,-160.49996999304622,-12.37233686406523,A,167.92287751133892,-69.83665916934795,-43.897691478231735,B,D,A,C,-18.614734199112288,1
Mexico,No,Christian,69,-43.66185497264676,-165.0753111488846,-13.176530022084327,D,-36.49136156200059,-35.29619693600207,C,27.137910786590375,133.15711657923072,120.55432672022157,D,A,D,C,-44.688783256270206,0
UK,Both,Hindu,76,161.07973073764327,90.3997224239584,39.12660156321171,E,-166.43318826907435,16.472759721248504,B,-11.736391984188433,-11.065455362032193,151.05191299785744,D,B,A,D,-127.94831663695217,0
Other,No,Christian,96,-50.6766084459226,156.46677791706608,-211.7988628699194,D,-67.30922583529069,-156.04842244965445,D,-51.128501542422775,-261.09873676013837,-81.85110358483443,A,C,D,A,158.03832165662678,0
China,Yes,Buddhist,20,-3.2833947809946267,28.83077543398538,-139.44312976779557,B,203.036670444961,132.08055164382031,B,-29.984879050753953,-269.38766724898176,-119.08567282577674,B,B,B,E,-55.291618027945034,0
US,Physical,Buddhist,70,-182.11463022670722,111.05856701877185,72.90001817186,D,5.682718071335547,-82.6344831278642,D,-157.41745805436048,0.4703189560300136,80.50514845015778,D,D,E,C,-40.02928364013541,1
Brazil,Mental,None,88,-160.99512383764386,-223.76694544288793,-196.3635406500811,D,-113.05680245366038,-121.02767833398175,B,84.55550360272792,-100.86801571306285,-147.25905454857502,C,A,A,C,-14.563323219578011,1
Other,Mental,Buddhist,78,38.081165281034544,35.15748699653924,121.70114668433625,B,-141.1178951786842,18.96956938136661,D,95.62131022946197,-45.87559877001522,-15.835266593089706,E,D,A,D,19.17206877898706,0
US,Physical,None,53,-150.42146043615747,-45.65139075717181,1.1871486566771676,E,242.3977420625048,98.70012823326951,B,-91.52987515043704,-85.6904320652961,30.73575482759443,B,C,C,B,67.0616923380414,0
Mexico,Mental,Other,56,-110.47333831109334,46.65602483348864,14.464301852662631,A,-132.24178015223316,-83.80911669644556,C,-55.92741433979661,144.632324081349,125.39598768889955,A,C,B,E,112.16348411918857,1
Mexico,Physical,Christian,37,104.71989940490974,142.49863150839545,1.6908982980239438,C,2.4488414802361747,-77.37845395377533,D,-188.5062561148366,5.427800864327601,-30.070754085965216,E,A,D,B,-34.28996358739481,0
US,Both,Jewish,54,-4.251443518998364,-80.655197618384,20.709220921106553,B,108.44982229359542,68.41236911151934,C,85.16195566620463,101.42076615221256,-154.70282232255215,B,E,A,B,105.82054544930848,1
Mexico,Mental,Hindu,27,-57.8095735042503,-134.75817369456985,43.56870341288626,B,-5.5091115403276,-108.7260419399912,B,-181.40236828724898,-19.609699958331102,19.507297998540697,D,C,C,A,99.70144309052891,1
China,No,None,60,2.9291241790001443,251.83273276271564,-47.1794502455945,D,-60.15897745130639,192.3515367395341,B,67.20928877573883,-61.71654038756267,-23.41839756151342,A,D,D,B,6.478532501425269,0
Brazil,No,Jewish,84,-65.137933012463,0.39390845005240727,97.67884537881724,D,51.33330106296008,36.81424907291599,A,8.694198191222911,21.627237490973044,21.79342151652863,E,C,A,A,-17.677299120531416,1
Mexico,Both,Other,23,-25.9823593832185,-114.54855575919925,48.42092408643237,A,-89.70748484635548,83.0978030569718,B,-7.312005576331146,252.6183009067906,20.72200249291235,A,D,B,D,-49.905477582448086,1
UK,None,Buddhist,50,3.9502322539494963,75.17514814027147,-35.42422275415041,E,28.18206117043138,187.35230295752518,E,-157.29394636130735,128.09905199943194,-97.20202603492079,A,B,D,E,-100.82509600806944,1
China,Physical,Buddhist,68,-40.77467585147658,163.17041061347103,-90.60885305027945,C,84.52380496033808,-159.04484045355662,C,16.94864877903849,-44.278929797475655,-88.44296573837339,B,A,A,E,159.0501247385424,1
UK,Yes,Christian,20,-82.87528526894923,39.96902640355092,55.393807320793506,E,-81.82958173964101,20.46845621490511,C,3.7486515653971453,27.726963020845652,61.55589178136069,C,B,D,E,-61.13811006208611,1
Other,Both,Buddhist,90,-23.20131155136622,-119.33667376045531,31.742276726090914,E,-1.1200191488236853,-123.4121662163989,C,-253.10121921695924,36.00387572354804,22.858332591000398,D,A,C,B,-66.92621207507037,0
UK,Both,Muslim,23,31.757456262298184,-15.549828442366687,78.41766414773873,C,39.52151643220836,86.880215405142,D,-128.67276636194788,108.24186337027342,10.043097248950643,A,E,E,D,15.746638550331662,0
India,Yes,None,70,-61.59620924938074,-95.52007621102592,74.67623948526715,E,-26.02339723494745,86.33092985576243,D,-2.5113521263761363,-43.60899288893104,80.967882826687,E,E,A,B,33.33321767255088,1
India,Both,None,43,188.8011766610379,-80.60293913922753,41.38144666039749,D,2.9086353719190257,70.25617866871211,E,-18.523267308308363,-118.28625812284763,-194.96618397635524,B,A,B,D,25.470760522498587,0
India,None,Buddhist,49,-78.66997070656372,66.47482030330325,-19.07784758584131,B,-28.800244416838964,-81.35598985683497,B,-26.074288173307053,18.36171921565089,140.19779955985166,E,D,D,E,-37.927423506543725,1
Mexico,None,Hindu,22,-20.62410154281474,104.05922177115951,299.8033154741636,E,69.87585312131763,-79.18955070925918,D,-64.48284772322526,-151.63945115694492,-33.42900178966094,C,B,C,C,5.974783104868954,0
Brazil,None,None,34,-66.50125090315369,154.11278417430296,-241.193800968533,A,-6.630888744924081,-10.659525818873568,C,110.84135329378985,-147.64156068369218,-36.791014551087706,B,B,C,D,-26.954895330713928,1
India,None,Jewish,55,-90.37584873697364,5.953692148267797,-209.83903564528964,B,55.669666406567565,239.73302132064717,C,-77.96943112935611,-48.13146474917608,-69.61546547745442,E,B,E,D,-96.92522678212684,0
India,Both,Jewish,62,-38.38737500694068,-202.7259866825881,51.656373463616625,C,-6.427078009032472,-13.372135560290769,A,14.52877613661239,71.99794163449793,120.54702420901336,B,B,E,D,-41.104587977181836,1
Germany,None,Hindu,30,-14.191394935110694,80.03743347824026,-79.82732775822558,D,-105.030356325631,64.46939450921167,B,-23.182197581256954,-61.22970380508068,-3.0610508355224075,E,B,E,C,153.94053431427037,1
India,Yes,Christian,25,-43.98178086885575,64.30307316666173,-16.46243499856139,B,60.287954576472025,-170.14197403573397,E,-105.5988542427051,-46.00475072256516,50.218269329734,A,D,D,A,-19.937785052542036,0
Mexico,Physical,Christian,42,-53.43377090309692,-132.87812651654843,105.93314938369384,B,-29.26093864986895,37.25327147398381,C,-0.3686218913224379,43.96564155803406,-61.57774849746873,D,B,E,C,155.59288524505413,0
China,Both,None,41,151.497978628379,6.998940866661855,-151.77459244405733,B,-3.3666123742421368,-39.72889853675173,B,54.384167854246414,-67.39777320966421,23.179215871230788,A,E,B,E,139.74545623120167,1
US,Mental,Jewish,96,206.17711423924834,108.056153720301,21.48190795674702,B,-180.14740176093827,-120.06730301065896,B,-73.24839636957877,61.6693975668502,-108.1840576460532,D,C,D,E,79.4462062307656,1
India,None,Buddhist,83,-172.55726171361243,-209.07104863093662,51.95034133554628,A,-92.96528781160416,104.9636416351658,A,53.32101356648372,130.16360750078226,-177.94587943142741,E,E,C,D,172.28411846674362,0
China,Yes,Other,57,-41.260637516644984,52.780825605732474,100.19358002066502,E,119.78115204184805,-63.607015790643906,D,47.527251085135795,-10.88894800256748,-40.61571520462209,A,A,E,D,188.7407310739383,1
India,Both,Muslim,67,20.098040541108293,-0.7681839717354754,57.020877554408656,B,194.48632180829603,-150.59736851305718,B,-88.07495669249928,216.23249114194994,96.61960112262466,A,C,B,C,51.26915388726222,1
China,Both,None,84,-0.2272209243460702,-10.521489404344921,-65.68874787496644,B,55.460378848218475,122.18644112753883,B,154.77492739579043,140.23256977026065,0.3009724778439997,A,B,C,C,43.92655862370184,0
Mexico,Both,Christian,51,19.183030577195254,33.73833361566989,-50.08925232014394,D,21.836408652712525,53.497144862858356,C,189.21799185323889,-68.33309652842414,-58.98074175128184,D,E,B,B,-13.034466060576102,1
China,Both,Muslim,18,-68.38174048560818,63.797231610906024,-83.70423251382125,A,-51.57494073027622,104.35418038575406,C,-24.589261399179303,-54.70257322793104,-305.18167606073433,E,D,D,E,-13.219377004329974,0
UK,No,Hindu,33,-26.49778445330276,-64.78748125109703,134.61578403555018,A,-19.572770559491516,-94.25415821066416,D,7.559061849770366,89.81025406710268,108.79960526814823,D,A,C,B,-87.2194104814432,0
UK,None,Christian,60,-87.2254801773045,9.94441874330678,63.57695547075952,B,-80.3301101499821,26.77658538576859,A,192.68385694729085,190.5640952818951,178.52941744303573,C,B,E,E,-9.337723594693363,1
China,None,Muslim,18,-31.116547067883936,-305.9489155289869,22.120634645946666,A,-138.48719277268347,-40.37331606334729,E,-100.12578562402474,84.13871444655094,-174.10332969875913,E,B,E,D,86.9231157508504,1
Brazil,Physical,Muslim,19,19.97998418360308,-50.320849376084944,-113.52914003409333,E,-113.48378925489702,-18.013663345857495,D,-104.72072084432442,-43.0147912476656,171.32048837385975,C,A,A,B,-55.963177126608244,0
Other,None,Jewish,86,67.974080541807,5.753822029511949,63.16920643017651,E,25.743283326953907,-90.06739235180048,B,159.61212631189173,-112.82166204344328,18.080992677712928,D,A,B,E,66.66547688262875,1
India,No,Jewish,56,-103.23431857761946,54.859162181679324,-47.4731081231729,C,-15.833918696102888,23.024144792062142,E,-82.6457166753008,79.92788649015257,-181.01763945129125,D,B,A,D,-70.24603224691666,0
Brazil,No,Hindu,98,-39.425559901697035,-81.63225721335384,-8.703158293838984,B,91.2713911002082,-38.8594994694312,E,52.64477829586549,-112.10112166953144,-52.77619338495534,A,D,D,E,117.52458080683054,1
UK,Physical,Christian,22,-94.73280511622231,144.13199611126853,-97.08568840569771,D,-165.39933397854367,62.75418454093785,A,18.144921654824937,159.4791824401508,123.7015554145791,B,B,D,A,-185.2454101037346,1
Brazil,Physical,Buddhist,38,-38.247520151904304,221.56883230472948,-103.82145037929729,E,-250.4975876095107,-138.17150034807025,D,45.21132276829835,206.16982253054186,79.13490707890757,D,E,A,B,-67.40749221798403,0
Mexico,None,Christian,84,26.686466811321473,-99.58700655229629,75.03563316418122,C,-7.067713084553617,38.65573976589602,C,19.325364335113136,-128.19969702017383,-164.48156080107444,D,E,C,B,179.43614501728345,1
UK,Yes,Muslim,99,32.581172206410905,96.82539426487705,-83.38303163286479,B,-7.04828708906078,94.98907028863174,E,-109.44356235882225,16.796352915769592,-74.5528052235088,D,B,D,B,-116.00459979106365,1
Other,Physical,Muslim,93,-148.18964436018422,1.8164578978709438,-70.28877908330006,A,-34.17726034027828,-133.3615383072636,A,1.2101291653236474,72.84847372461851,168.33387308910412,C,E,B,B,23.700725320588464,1
UK,No,Buddhist,80,15.880415800972813,58.14488185279598,56.802795992124146,A,13.302468011388852,-178.34869797233438,A,-0.8294194571714488,-85.25635117856619,113.29407358321019,D,E,C,C,-4.432745913157234,0
Germany,Yes,None,31,12.505859534906827,178.4469824458825,-214.48443360691684,D,-59.73541783759999,72.9877628997089,A,-127.41555140598652,89.78108928707144,-61.1550741123854,A,D,B,C,81.42149938682202,0
India,Both,Christian,95,-11.8663884724231,57.79730700920943,-38.905042001585294,C,97.32887570106766,6.559406925809015,A,-2.809275181874715,-96.3784909918594,-28.165602418244966,D,A,C,E,124.63206399866719,0
Mexico,Yes,Muslim,41,54.27110685749521,-44.6793432430289,-0.7940053213537301,E,-15.969728954094595,-173.0754393452551,A,-186.638004849382,78.59085688479678,-150.89528118426406,B,B,A,E,-277.62580075054035,0
Brazil,Physical,Other,70,-61.214129255294935,63.029067064744396,54.22987598769829,E,-16.440703742104155,171.6685051176629,E,132.90599168645224,13.176575844915611,-10.077531986185544,C,A,E,D,14.644305799725318,0
India,Mental,Other,54,-130.40245115390593,48.62111557333409,41.247408884310424,D,14.645215315772392,-99.38814718990436,C,-151.49148156485944,-51.16360163487179,65.17923257406346,A,A,B,D,158.1505912592298,1
India,Physical,Hindu,52,85.2087668101509,6.789812184854226,-107.29968821511878,B,-81.4809024894475,-204.81207557351118,A,88.99057173906095,-56.59719795415508,-44.8707557012593,E,D,D,A,-104.54670779387097,0
Other,Mental,Hindu,89,61.96256552982099,-52.71846410254392,88.11244410183623,C,224.51358004345144,-45.48759899195605,E,-25.617767395851065,174.86979048847294,45.71117908636331,B,C,A,C,169.26725303471932,0
China,Physical,Other,19,48.1867361368843,-83.97710585137165,110.76314974774665,D,-118.84342694918149,-42.41987785649383,D,-98.3485415205924,-104.89830343846631,-73.4294188725202,D,E,A,C,134.45503464473362,1
Germany,Mental,Other,37,-76.11578754180024,102.43157589481473,175.35317642677504,E,109.33961075163153,102.57567601427657,A,-16.673090598187716,-0.8876814368759015,-20.72154062029726,C,D,E,A,-29.555514656459774,0
Germany,Yes,Jewish,56,-68.86110217210208,-29.520824077376197,51.46278182362537,A,-29.172756092053596,-14.227347264685362,C,-18.159696290809833,82.30079536616822,-153.8009297266263,D,E,B,B,-120.64370766929078,1
Other,None,Other,94,-6.191527758430966,81.16978686917349,-71.1259278116866,A,-60.06060217387815,-89.25509758473929,C,230.70249427083579,-158.57685370065857,-277.40647610870644,A,D,C,D,-10.23858258638868,1
Germany,None,Other,65,-11.212938018467229,-107.74362913419687,62.43602119409687,B,-4.267821134655204,-141.13697872205165,C,-113.67950560071817,-118.68625116916083,121.80176121582306,C,B,B,C,-79.77595355539769,1
Other,No,Buddhist,37,107.57804703825637,47.823221807832425,63.53966903211017,A,-84.2892974365297,-20.102071745111637,D,-140.03309569478603,71.75577741697983,-31.145348220219756,B,C,C,A,-304.5375520699515,0
