married,gender,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Single,M,18-25,A,E,-83.55738336003166,-47.72619853100427,C,111.1452906222177,E,-78.7097117263644,B,-17.635423558090483,-38.689149534548505,E,C,151.68475832183833,C,D,0
Widowed,Non-binary,18-25,B,B,108.74991798575397,-14.271406584279791,D,34.75018427117489,B,-154.03193121253344,E,-66.65249322947916,136.11978249597445,A,E,-35.12185762043213,B,A,1
Widowed,Other,26-35,D,D,27.701088889995447,-125.85682790713983,D,-140.8716267638638,D,-33.39174895755554,C,-89.549490652189,-47.77301082540811,E,C,82.16439738376715,A,C,1
Married,Male,51-65,A,B,86.91854816679549,101.62257216235217,E,7.422476457084527,D,-65.75355046504163,B,186.5942055658462,54.48429634715141,C,C,37.42264009244288,A,D,0
Single,Female,26-35,B,B,-20.828627831863784,38.14122969568975,A,141.1893799884636,E,-46.234922992424416,C,-72.57060023502179,-110.81714218728325,D,B,-29.171641326425192,D,D,1
Divorced,Non-binary,26-35,D,E,133.96184485508783,0.11916072432385444,C,181.88955152475862,B,-122.00111970873195,B,-70.07345031587332,59.673724466612654,C,B,91.36664865767888,C,A,0
Widowed,Female,36-50,B,B,126.89299747749003,62.16743994762257,D,6.039838127256017,C,76.12581460449445,D,145.11759779600328,164.2971495182167,A,E,75.15943686568647,A,C,0
Widowed,Male,26-35,E,B,-46.771675185857895,-130.02599768416988,E,83.8756373947777,A,-71.63333370400619,A,22.81940689384562,163.31110217623487,D,D,106.84247936907889,A,B,1
Married,Other,65+,E,E,-64.1003107938177,-39.11784056927916,B,-0.2557420582666001,E,-35.22293324369162,C,133.068215563261,107.4168212235226,D,D,77.34703437287294,E,D,1
Single,F,65+,D,C,-47.6888764455281,-85.93839650382839,D,-81.56130890841654,B,124.32287937058915,E,20.29799010899498,6.547273853423742,B,C,159.6368859851572,C,E,0
Widowed,M,36-50,A,A,-1.0895306894894319,-86.52220781680577,C,-4.798964554240792,B,-93.74700184830493,C,0.029741569387702792,28.92165567258602,B,C,91.41726367112877,C,A,0
Single,Male,18-25,D,D,125.84880189615231,-70.31972953894856,A,117.8888406397839,D,-69.46141119173097,D,134.5070969024987,-43.48014105338699,B,E,140.48206366037877,A,A,0
Divorced,F,18-25,A,B,94.21818910509194,-117.58441122194496,A,-4.332194015836516,B,50.55948332770102,E,-33.02680538028274,234.4679168629652,C,E,77.72672993331501,D,B,1
Single,Male,18-25,C,C,-95.09354684663103,117.0816315711034,D,-18.10537734987937,B,60.79817711846237,D,-120.24628191884534,51.64973886551938,C,E,-40.983467747542164,D,B,0
Widowed,F,65+,E,E,-22.21236684013567,-150.5111469552298,D,86.20158562166166,B,92.60932007866818,E,84.39278785801103,274.9224084568951,D,E,187.0167055807212,D,C,0
Married,Non-binary,18-25,C,D,-17.88016425930201,-40.036479316749066,B,-103.06023156813575,C,120.48531094161667,A,31.624241813568833,185.34505117371768,B,D,-27.94247499035584,B,A,0
Widowed,Other,36-50,A,C,166.80612065839324,-5.287451373053217,A,-406.07356965077673,C,-76.2545374575462,A,-25.405204504396174,-5.333454856202143,A,E,349.6947301031536,C,A,1
Divorced,Non-binary,36-50,C,E,-10.13464521612361,-166.9655347072942,C,-191.98485911872586,B,33.13396374984257,A,145.0168670771816,-74.60313313052886,A,A,19.81709316297886,E,E,1
Widowed,Other,18-25,E,A,59.221331170143074,-83.82737836410315,A,46.55362916677629,A,10.291571229392165,B,-114.56065859842406,-0.44789296940190954,C,C,120.40146206955606,D,D,1
Widowed,Male,51-65,B,E,11.792246227792871,51.38912929585605,C,-149.07932863290384,C,79.09872414511506,B,145.48743859149826,98.03449302792431,E,E,31.476858717536782,D,D,1
Single,M,51-65,D,A,-169.90976828247867,-289.9889834109339,E,-67.35370966039422,D,-27.373736731865804,D,174.76088186708984,101.11791705635169,B,E,-82.4225044315711,B,A,1
Widowed,Male,65+,E,E,90.28921628639115,-10.80532569594191,A,164.1021109485794,E,-162.93435808317562,D,-56.93941684986956,140.49219707517344,B,E,6.2420663623113795,C,A,1
Widowed,M,65+,C,C,-149.73159432424634,37.29078053299998,E,139.66110845041882,E,-61.23897015554904,B,65.45361719507169,154.07717593565872,C,B,129.55913092058694,B,D,1
Widowed,Male,26-35,A,B,54.736131746284144,61.87839911020302,E,-27.988618631243405,A,-141.1116221753273,A,46.053308586954486,-18.88750989332488,A,A,-42.586521328153786,C,D,1
Divorced,Female,36-50,A,C,-60.280788332978354,81.26315020014697,E,15.245334727984547,E,-27.583425117990217,B,-46.82416688466981,176.4163882611766,C,A,222.8765885313539,B,D,0
Single,Female,18-25,E,A,-82.31655789473423,-46.20147190217038,E,-36.383607778966656,E,143.37185045058592,A,133.2674532942542,-42.10962723736352,C,E,-0.4631341279765927,A,E,0
Widowed,Male,51-65,D,D,4.887441930504348,-26.372764842330092,B,135.60157590205642,C,46.53354982030492,E,165.08669606695813,-45.181174923185836,A,A,-137.91971275211026,E,A,1
Divorced,Male,65+,B,B,-4.88221219387537,-112.79066711602471,C,75.29464919826489,D,205.20145364545073,D,-45.71545046539496,-171.73245168279323,D,D,27.262582811963515,A,A,0
Married,Female,51-65,D,C,57.976023806132396,165.81556859949885,D,-158.04896043753826,A,-45.11167461844676,C,150.59100876215606,90.59355411670934,A,A,270.64064091823144,E,C,0
Married,M,51-65,D,A,-27.2694481001577,-49.30743813290104,E,-92.87876464479393,D,82.21194189265093,B,-177.48821368639375,-60.04272561455224,A,D,169.21872852522426,C,D,0
Married,Non-binary,18-25,D,E,51.324077647315335,123.08097407514656,E,-13.764937029181128,C,29.318028777660558,A,13.678786279406607,13.814985704707889,B,B,82.49822322774321,A,A,1
Married,Non-binary,36-50,C,C,48.12676089312813,29.402493471123943,A,89.55074781801751,A,0.15504167942963573,A,40.12162472877895,32.86108196552405,D,B,14.344613734554015,C,E,1
Widowed,Male,36-50,D,B,46.578882009756384,49.779028613307105,E,-3.9999529813370924,C,-67.31470666902769,C,-41.456044596241796,-49.64062863996698,C,A,111.47120948269307,E,B,0
Single,F,36-50,D,D,-37.86180038576587,47.01953961850261,B,253.58051642379013,A,-96.45115811010639,C,-21.750521446975952,75.71463491399132,B,D,125.99083297693656,E,B,0
Divorced,F,36-50,A,B,-113.04078180010183,-32.48247397516907,D,-269.92263306457846,D,1.6702077627976646,E,-42.78789063607456,98.84167741762504,E,C,127.74565314330881,E,E,0
Widowed,Male,36-50,A,E,-44.673817053332826,1.4715881174786616,A,-21.76022017646498,D,181.2092938627964,B,120.46183162769462,-143.16348027571908,B,E,-6.94755886509216,C,B,0
Divorced,Other,18-25,E,A,46.08174319054102,-26.005181443179055,A,152.35911461286224,D,65.94231952205622,D,-37.20962863673786,-6.445174572092864,D,D,69.05969747759721,B,E,0
Divorced,Non-binary,26-35,A,C,-96.13708528445216,12.165192889594818,B,-62.542942057177065,C,-84.93623761368427,D,-5.0811441973957905,92.7930035682452,A,D,-10.572629388749622,D,A,1
Widowed,Other,65+,A,C,7.215895534236752,-7.105990032286106,D,-108.91011092475826,C,-101.59864247658052,E,88.46269697043276,-60.19248966637857,B,A,-171.80427602444794,E,D,0
Divorced,Female,26-35,C,A,-67.92736480132596,-134.96375093040822,D,52.18552783226592,D,-58.25609765968384,C,-77.93317919726918,70.87013759148418,D,A,39.65550305539891,D,A,1
Single,Non-binary,51-65,E,C,-114.98098218562033,57.35993291984397,C,-6.659704404778502,A,-12.792118700743432,B,-7.439648094228859,45.361906653546846,A,E,-71.90277686342074,C,B,1
Divorced,Other,51-65,B,E,114.9974768298184,-124.09354519108658,A,-30.141818128272945,D,-122.61776864518659,C,37.771793001621496,-113.53643967161811,B,D,92.5618455173893,C,D,1
Married,Female,65+,E,B,-81.30879358442303,152.46088435474437,E,-11.547033678097344,D,51.29161738240426,B,52.554906372978785,-26.332420272941725,C,A,-44.22869919891931,A,A,1
Divorced,Male,65+,B,B,-105.58394746307785,-52.08592148632179,C,-1.722197349896809,E,-137.48201455309646,D,103.41981486215161,-8.64071027950608,D,D,-74.75899749506446,E,E,0
Widowed,Other,18-25,D,C,94.13982417762377,12.987067653930872,B,88.44396077895898,C,-131.43844484931114,C,104.6251133186978,-78.15649561326109,B,C,-70.35303516801028,D,D,1
Divorced,M,18-25,C,E,71.32233765116733,15.144248022127307,A,9.113775696757436,E,-244.18895511678488,B,-50.34861000663086,-213.69462243907557,D,A,102.91204662796653,D,B,1
Divorced,Male,36-50,E,A,28.72626229996157,97.71465745721044,D,133.01811639920749,D,-19.16809822218941,B,42.43139924835128,51.2447013825857,B,E,67.85819298091738,A,C,1
Married,F,51-65,B,D,30.526501415833717,85.02584769517837,A,-152.12619203461128,B,121.64916864448085,B,6.930050213854802,-115.42841243070295,D,A,-159.08353299809326,D,B,0
Single,Non-binary,18-25,A,B,25.05091183659902,5.651041503062131,D,67.98180236391144,C,70.98097253311327,E,-10.432598880259745,99.71119513050982,D,A,153.08464002107982,E,B,1
Divorced,Non-binary,51-65,D,E,1.744333747111464,-48.32924969719062,A,-83.431856543649,D,-130.40240058258638,A,118.42678572780514,-34.939266811326654,D,E,148.6015769069661,A,A,0
Married,F,65+,A,B,86.5276258222537,-252.11787826740428,E,-48.31765082525289,B,20.43826312458561,C,-58.46034844648167,161.13358284025045,B,E,77.49075631473582,E,C,0
Divorced,Female,18-25,A,B,-71.89765220985451,-152.72977369727985,E,-68.94460759108354,C,106.19672199653661,E,-217.20337076309724,7.463429136056811,A,A,-2.096169798011591,C,A,0
Married,M,18-25,A,A,109.51336866008515,67.87805791450255,C,102.92654180753892,D,145.10133044962504,B,-40.97353282434961,-11.685640190591382,C,B,166.64978335548648,C,D,1
Married,M,51-65,B,C,-119.18630472844927,-0.2762906234013149,A,21.48383039193661,B,47.75004302089474,C,42.62923009140426,167.41332457779058,D,C,-43.15144427731866,D,D,1
Single,M,51-65,A,E,-25.832306516902804,40.82800496274633,D,24.794662620905065,D,-108.7964104842869,A,23.17900768058318,26.394809276047443,D,A,-43.392667003493706,E,D,1
Married,Male,26-35,E,A,-72.75532097356123,38.03680971085918,A,6.970422471045398,B,13.176567291489908,D,-61.40946249038633,18.129990241953145,D,E,43.24840539831879,D,A,0
Married,Male,18-25,D,E,100.24206502268652,-29.31487979460919,A,-224.0397892174954,B,-96.3072801770131,D,2.3872557221070694,-36.09426988936682,A,E,-79.81087618083264,C,A,1
Widowed,F,51-65,D,D,-73.1219792909287,-114.07209403403202,A,-93.23224304830582,D,-113.68881774697614,B,-82.99070121886987,-129.77529899758343,D,E,-22.500249754466275,A,E,1
Widowed,Other,51-65,C,A,130.07398568421686,67.76892828780478,E,159.80940294166632,C,-253.41574454335878,C,88.82940769024933,25.3926464066977,C,C,120.89129426155394,A,C,0
Married,Female,65+,A,B,99.99831447311774,142.77213733471086,E,-79.58091050663741,B,-84.21161092467906,D,-40.0798538441956,-164.87167821631942,E,B,-224.69260753816474,D,C,0
Divorced,Other,51-65,E,B,-203.9704725957875,-97.8011318772358,D,196.8109319067082,D,-68.45757939300914,D,118.9076556664421,-91.45274449341802,A,E,-21.39546726424095,E,C,0
Married,M,26-35,A,E,-54.5748340807713,-134.60452078557813,D,35.15327986351529,A,124.28979930785162,B,-48.133742923935976,-78.58715611676651,E,B,-62.6663493385079,D,A,1
Widowed,F,65+,D,A,-82.02687441133345,-79.06454103880324,D,98.60614428513946,A,-19.6155434871321,C,-143.32288873688782,135.49714845664548,D,C,-91.19225726457248,A,B,0
Married,M,36-50,A,E,-73.6972490746317,139.6762454457689,E,-5.64060339372857,A,-156.67145827897804,C,3.552495794285114,-75.5149896381498,A,D,-165.139955402545,E,A,0
Divorced,F,18-25,B,E,-125.02001610564284,-23.178876778451173,A,-153.69844007980657,D,63.79966919153789,A,159.03299262560327,28.08051471351723,D,D,-56.356138811308185,A,D,0
Divorced,Female,18-25,A,E,58.334682962110094,-58.985778189475226,A,-53.22843925660968,A,-93.34415033784842,C,160.74601442540794,-107.58894699711439,B,B,188.89725749760464,A,D,1
Widowed,Non-binary,51-65,E,C,46.59049166195142,-143.37082642379963,E,-20.067923469746145,A,-13.536901820401084,B,-47.04829717833414,88.78556474202857,C,E,-58.58307363934379,A,A,0
Single,Male,65+,C,B,49.19638294645816,110.47126587683222,C,-5.758946257624844,E,-101.97020499031042,A,-126.64628858469568,149.4747515796863,A,B,14.659391727414137,D,B,0
Married,Male,18-25,D,E,100.09957103908587,6.827031756390159,C,-53.934796236351005,B,30.82563394122701,E,8.724898762613744,50.93377768327066,A,A,93.50657735138056,B,D,0
Married,Female,26-35,A,C,-16.784651780856475,65.2842154506613,E,147.19715144271441,C,43.47155879643253,E,12.58498388365569,-108.8704476727305,B,E,-122.4251122073763,A,D,1
Widowed,Non-binary,36-50,A,C,-21.62358620412988,-62.64545719609702,C,49.28854789164386,E,41.36045392876806,E,-39.954640180050255,-16.92709009055068,A,D,-235.32109558467496,C,E,0
Married,Other,51-65,A,B,120.68505180080442,10.577211008044348,A,-74.25627886185586,B,51.8177060187502,B,-3.9764919837266213,80.85501447684472,A,B,-44.313209006623126,A,A,1
Married,Other,36-50,C,C,-46.91016978257442,52.36438848879924,A,-142.45011572419958,A,-56.32854148214707,A,-119.16817408805859,-71.56291403060152,C,A,-172.6651631831753,A,E,1
Widowed,M,51-65,E,A,-53.975455144944696,62.53734032401951,D,-150.77341992244519,E,33.54246213373954,D,164.94336572991554,-78.35867584048992,C,D,12.342821520567245,B,E,1
Widowed,F,65+,B,A,105.88016742221436,-113.01427856007169,D,104.39515255391531,A,65.3774153854059,B,67.3261508147014,184.7993717779379,E,C,-69.8078977669331,D,B,1
Widowed,Female,51-65,E,B,146.85947864463728,2.2465870313570497,B,-89.16022880151134,A,3.417094456549645,C,-308.33715084691215,-7.335817692178416,E,D,-83.53693672790762,B,E,0
Single,M,18-25,C,B,121.78942232376741,-49.03754355152794,E,101.92710908215143,D,207.86536898391284,C,88.5354154858857,141.33563981908887,B,A,-20.77962085628374,E,B,0
Divorced,Female,51-65,A,A,61.62170731543164,-235.5701123806428,E,31.60362644288062,C,121.68148994835202,C,59.21545873516513,131.31092205501758,A,B,17.355375568199374,C,B,1
Widowed,Female,18-25,C,B,66.22788972692881,118.44904608923477,A,-134.54020801738804,A,-23.60173685925734,B,167.98164868834795,-90.627665546765,E,B,110.03831717469761,D,C,0
Divorced,Other,26-35,B,D,9.372896277640917,4.728278952087962,C,-174.2348018402509,D,-87.50702446085899,A,74.91640878236232,-81.84680299358682,D,E,96.38305331906277,E,C,0
Widowed,M,18-25,D,A,79.82269018523783,-128.37023389699772,B,-46.087467153639494,B,-78.06099406210906,A,26.258692712455357,123.04824979115581,C,D,142.52728202827495,A,E,0
Widowed,F,18-25,D,B,-73.35374242673286,-61.6714588053046,C,-6.3014322381521115,B,108.92131516797797,E,-88.33816983450184,42.89789683532249,A,C,-11.065729832917649,A,D,1
Widowed,Non-binary,65+,E,B,33.29536191927359,-37.39406465693011,C,-137.11632881608526,E,30.390022903367324,D,25.75714416494486,-99.3516687235056,D,B,-73.0766990298812,E,D,0
Widowed,Female,65+,E,E,56.436493767611,51.629885622810825,A,41.44362094658999,B,-180.92194664052118,B,-89.62642500700599,2.5399166132329407,D,E,-22.92228815438001,C,C,1
Widowed,F,51-65,A,D,-44.92806982269834,12.099993595001553,E,-160.10329667968463,A,93.77651182885329,A,61.21181997504581,-160.32872832755018,E,E,154.44452837314324,E,E,0
Single,Male,65+,A,E,-117.02486127338712,67.04459975087657,A,-135.30622881867532,C,-109.03701404903843,E,-44.46020374868512,-47.948747835449595,D,C,133.60400986834625,C,B,0
Single,Male,36-50,D,B,-1.218929378717033,-118.03386598306957,E,115.972173572337,B,125.37041004217981,C,-72.90092470610222,212.77718125653817,A,B,-267.94007791017566,C,C,1
Widowed,Male,26-35,D,A,-37.06688450792412,-33.07380365082629,E,93.07293942109189,E,-107.95547570112866,A,32.97867436489741,-45.84156386640402,B,D,-22.238417097307558,C,C,0
Widowed,M,51-65,B,A,-51.16032279351891,-12.102538971071695,B,-15.13469208048004,A,-17.623464234367532,E,-6.1170386430567,-112.93205455758644,C,C,70.43099034892386,E,B,0
Married,Non-binary,26-35,A,C,119.30127602609748,68.94449786518607,A,103.15986043280138,C,-121.69858890161423,A,-45.19113314387227,-43.44467698780194,B,C,130.0033326784078,E,D,0
Single,Other,36-50,C,E,-23.865895350080915,74.0207209075124,A,22.817755356675708,B,-0.2591044778266664,A,34.86055832182195,-17.319918536882117,E,D,-31.641621874665347,E,B,0
Divorced,Male,18-25,D,C,-77.37789294096713,82.89415789430838,B,3.060311266545968,B,-260.46700367192403,B,-42.89629638133242,-27.29459248302735,D,A,91.59681692107918,D,E,0
Married,Other,36-50,C,E,-51.49315533133672,-85.4512778147272,B,-21.81755155767285,D,45.41648644262505,E,-74.20030669618527,47.693325518657396,C,C,18.438463924805053,C,A,1
Married,F,26-35,A,E,9.309020803379285,56.18072695062411,C,-44.264106759555624,C,29.965135637923,B,-121.42720936458677,-24.97505849680524,A,D,18.04594326408652,B,D,1
Married,Non-binary,65+,A,E,36.33853182088866,125.3576014685849,D,49.348267286105354,D,-28.45786180744639,B,103.69338069598604,-96.5689478400038,A,A,-33.229100743284526,A,D,0
Married,Non-binary,18-25,D,A,69.76640672354397,107.05405765808594,A,-14.028240840780532,B,-95.64610973740355,B,-61.766894767717936,-25.403806458609086,E,C,30.86923087803119,C,C,1
Divorced,F,51-65,D,B,209.41929010958117,-30.416128649746803,E,-141.7568562000619,E,-8.292406614040745,C,-19.343301066371506,-79.3407511094364,A,C,-54.244815781889024,E,E,0
Single,Female,36-50,C,B,286.4102265211572,-184.84413556007675,E,-43.40040360100485,E,42.32355987402785,B,11.19286808572985,-10.111602968772377,B,A,-1.6841293227814895,B,B,0
Divorced,Male,51-65,C,D,29.896422660332934,376.1506280961034,C,0.6696880640498252,B,173.46623617639904,C,-28.505152890510715,65.32337653863416,E,D,132.52183924915545,D,B,0
Divorced,Female,65+,D,D,126.2652539161722,48.982230387272466,A,0.7609153437459921,C,94.02399408977557,C,158.07686261055142,41.25067945948074,D,A,32.38698511870415,D,B,1
Divorced,M,51-65,A,E,-141.74513309744515,134.03538900679052,B,-48.13932435873392,D,92.56813464590614,B,-98.38184619522838,38.49480106042288,A,B,-43.37813841988637,C,A,1
Single,Male,18-25,D,C,128.92745373964806,6.524522359665938,D,-27.427812275716036,D,-133.35294762644912,C,38.36899596259333,123.56727231031286,B,D,164.4732741248275,A,D,1
Widowed,M,51-65,E,A,49.342547663080126,8.187665413386936,A,10.00132444377582,E,-90.80264981960093,A,95.7688071441739,-46.17988862621926,D,E,97.40266159770906,E,E,1
Married,Other,26-35,A,D,-71.10031191345179,-28.612647330219076,D,-52.33702421233794,B,75.00780087343172,C,44.81257178062749,181.7455287926689,C,C,7.8202738337641176,B,A,0
Married,F,26-35,C,C,-27.957844735270697,16.85451154953257,A,-118.00073977109466,E,-88.99011826232757,D,193.8150409178022,83.80478236971766,B,E,36.8548732142662,E,B,0
Married,Male,18-25,A,D,58.13061021153436,-261.9783562890084,B,46.03645066613649,B,-41.33918145111578,A,115.10616172991166,-145.5076638702478,C,B,315.94700561747015,C,B,0
Widowed,Female,18-25,B,C,-11.314891945283726,-38.04889534026597,D,62.924725524633786,A,-84.22144402315749,D,-108.97033938290318,12.550736299903908,D,D,-59.145032573285604,C,B,1
Married,Other,65+,C,A,107.50765217029641,57.22855783035904,A,41.97031045974475,E,133.26408460527662,D,21.094986129030698,-1.0999558310908595,B,B,-67.14250523751333,A,D,1
Divorced,Non-binary,18-25,E,D,64.51592264763717,-109.94096796086569,A,13.823052261625241,D,-105.48854434935919,E,69.71772555145358,-59.591121707263106,D,A,19.891273717372712,B,C,0
Widowed,M,26-35,B,D,140.21755079464788,66.51745513227483,B,-16.38902989684505,C,-23.710100581854626,A,-107.0213577781888,73.42572814940357,E,C,-66.18265600788614,C,E,0
Widowed,Other,18-25,C,E,-56.64721599362703,108.52650169743185,C,25.725798353540824,A,88.96089603916019,C,-61.15431208177156,-71.09940779845037,D,B,-3.4848405130817834,C,C,0
Married,M,36-50,C,B,25.47942814853264,-141.43178673391202,D,-2.5636390953581123,A,-88.34093284357351,B,-86.11146759134331,-40.04484021360846,C,E,-62.92580175434881,D,C,1
Married,F,18-25,A,B,142.21791385304428,-160.02187201783372,B,-45.74187479282856,A,49.50017315554779,A,155.598119728491,-1.433150342937442,C,B,193.89955494572965,A,B,1
Married,Male,26-35,A,C,-7.742684350372913,-31.292908906668472,C,33.02258721155076,A,-55.83831622791906,A,19.783171258040014,-71.49144498773633,E,B,188.26604516961305,C,D,1
Widowed,Other,51-65,A,B,-82.50281149477784,-20.785363349104706,C,39.57862207791278,E,-83.79531859582133,C,-111.72482350894366,-60.45600853084115,E,D,-101.74749665892635,A,A,0
Married,Female,18-25,B,B,-23.616517580029146,51.99219645528701,D,157.9700199719782,A,10.694095608185497,A,-65.127109252359,-146.4396860496021,A,B,-7.319006139021626,B,B,1
Widowed,Male,65+,C,A,-112.49284268041757,42.0419063635142,B,-25.58685734730445,B,98.69191797722036,D,-90.0160821380682,-99.2261742698612,C,C,45.62888196159868,C,A,1
Single,Male,26-35,B,A,57.317379059982386,136.84739345724094,E,-36.702270455456905,B,-49.193931483061874,E,25.150019608976482,204.73553789655332,D,A,175.53651604833786,A,C,0
Married,Female,36-50,C,D,-62.77958279132104,-66.47562652545169,A,-35.141901813042224,D,29.67524267423271,C,-88.8671854470071,114.37754429968979,C,A,-29.517345461161387,E,A,1
Widowed,M,18-25,B,E,-121.91923990225355,41.41200838418918,D,114.90404584114367,D,-12.959684688410045,B,43.5126016226395,-52.2886254485169,B,A,48.830843184273476,E,B,0
Divorced,Male,51-65,A,E,108.30683136748766,-12.18581639094485,B,98.57229424323654,C,-91.63891549958238,B,-116.01148105847683,-41.136844833997934,C,C,-44.293821623410956,A,A,1
Divorced,F,36-50,A,B,194.88299660962466,85.634526868548,D,-55.11277854646447,E,-21.848410773369512,D,40.89629642159161,-30.2272815393954,D,C,11.176274127893613,A,E,0
Divorced,Female,26-35,A,A,-97.50700424493787,65.92324423874743,E,63.60747748696627,E,5.258110433264129,B,-41.346946565033825,-44.361289812988446,D,C,-117.07227361913293,D,A,1
Married,F,65+,B,C,36.099969997376164,29.133111938385532,D,-204.9704959574369,B,-33.88063233206156,E,104.65849205867488,61.71924132506509,B,E,-50.03012564282062,B,B,0
Married,M,51-65,C,D,-178.5565121685681,157.85592843026387,B,-60.76862659045494,C,-153.26696342827188,D,116.6149154841143,-205.0407843449226,A,B,21.918708761283938,B,D,1
Single,Female,51-65,A,B,256.89178716661905,42.510572290824875,C,35.840235546331655,A,-0.04164097300163337,E,62.06644944282996,4.053510954734662,A,D,-267.6728120067223,A,A,0
Single,Female,65+,C,B,-69.5858242912464,206.0314166618948,B,-43.7268105398218,B,-0.5410062269374969,B,4.153634459900472,-72.04357957072595,B,A,2.78818223408878,A,A,1
Divorced,Male,65+,A,B,-198.4308614358205,-110.8791788288886,D,-220.95414919577507,B,157.38461081431282,B,-101.29196321536946,-32.84119389987442,E,A,135.48498784246047,A,B,0
Widowed,F,18-25,B,E,-136.131352103565,-33.6477198571616,C,55.176405764935474,D,31.716255465600753,B,-127.63031387968422,64.96962976840337,C,C,-111.4387710110586,D,A,1
