gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Male,-95.37370332669471,C,C,89.33686139026416,-76.6671275225594,D,-0.2677710811035639,36.9738450644594,E,95.4637511032437,-100.93539659406667,C,B,B,158.35618220928066,-103.43655837990336,49.58429252704305,0
Non-binary,58.650710540009655,A,D,-49.252022441101595,-0.6930485135819066,E,31.461930745158146,-12.373279614043916,A,101.98409775767234,-82.66308483864564,B,E,E,-52.97364493043948,44.704481968974015,6.130670129423814,0
Male,-192.4170876648462,D,D,52.732674864984745,79.43936572112634,B,-27.34834674611171,0.8030124983418205,E,1.1359637489078698,-3.1241373858052244,B,D,D,-46.211986619332436,-102.55601158319337,119.45892748380606,0
Other,-19.318672369126887,E,C,162.5781517622059,-17.91268827811877,B,-1.41690304814434,-83.05493103292413,D,-172.8869551038671,4.521836315606198,B,C,C,-5.028756374339002,177.85398230708708,-50.10550548816644,1
Female,-72.44307969185127,C,A,-3.6799698449283715,102.08116808028427,E,130.7247116807362,-45.19351663185655,E,86.23495912993126,-63.72150015974969,E,D,B,-189.54709882898405,79.47381606171534,86.61478206575197,0
Male,-124.516157594677,D,B,-17.341647089549213,203.08797467556414,B,54.740920671572155,13.232540217368665,C,-134.60259400557067,41.63954268629805,A,B,C,-95.43851486210433,177.81341189023556,-9.734629422687755,1
Non-binary,72.48192249839721,A,C,-5.4266890438334405,-13.282724497015359,D,95.90450505733595,109.10086178793242,D,-154.23064023461873,2.021585598739809,E,B,B,-20.17292672370977,156.91387254180188,18.48317858869449,0
Female,127.7854821280466,D,B,-58.87262603003979,-93.22515940567861,E,-50.70075105480383,-144.9655615809472,C,-131.06037520597894,15.307443968567188,E,D,B,-13.238844223660298,14.85809886795742,-139.45454906425653,1
M,49.98700169481429,D,C,-76.03637181207111,-43.0890169055659,B,-8.542792244550686,9.83844432095518,D,17.358198089795223,78.43475693918587,E,A,D,-78.04855255137527,-96.40471590982652,32.408253742291734,1
Other,-91.9535634005513,A,E,-48.727096977942146,-73.29341222598686,B,-113.62087301537605,-28.141707982045244,B,101.6778019907235,58.53465084529781,C,B,E,21.196855198700113,1.2583600581955596,-10.315341674423852,1
Other,-8.211334457518513,A,A,-48.33229058956298,-120.044888547521,B,-33.882284262140026,-54.711493883159726,C,33.96627815905139,8.816889900474786,D,D,D,68.05794182783481,31.274851957357942,53.06871810291862,1
F,-138.24292194138508,B,E,-82.1356777489484,94.29387779923115,D,-21.20317476382571,-32.235913955846165,B,-182.37967186796246,54.2242396784997,A,A,A,99.65699954547344,-41.58851828994207,-102.63639996322323,0
Female,-45.51405071916783,D,E,69.31331686075436,2.362774694356449,A,-80.43485894521199,12.94870093822637,C,-94.32870759350597,144.37036877160327,C,A,C,-13.658079294259801,6.304069476754441,-154.32454915763782,1
Non-binary,-16.522653139788744,E,D,7.559900457416988,-7.5875124682497725,C,27.909253093260656,-83.001522098893,D,-176.81718862914016,-190.90412954635002,E,D,E,-110.32174530780621,189.8306932663859,-53.15235123539942,0
Female,-271.78323503934723,E,D,74.18291160564596,-140.02810578164326,E,-4.689002037345687,116.25481430102428,E,-1.2439086507399337,195.08968111862646,B,E,D,167.97440418963978,-60.248221734983375,153.69143350688063,1
Non-binary,14.487909628276185,D,E,20.6668407562585,73.24709336686975,C,122.03134137203189,-2.7148670335063594,A,55.11168859407667,-62.233637847799514,D,C,A,18.727051847025557,14.386567581067556,122.93022858122234,0
F,-88.86032899067222,A,B,36.70507382777418,-1.013561573049834,B,104.08602937727987,62.49059537702971,D,12.982452360380165,-4.021177325510279,D,B,E,178.08639112409102,-81.2856830198054,175.74993756293185,0
Male,-86.15257817507504,C,B,-75.59695242078377,14.439177683110472,C,116.81544928374197,-5.162702927328181,E,11.288541610977877,-74.58660593860932,B,D,E,-3.5469697908894227,-143.7936112949939,-203.62386970265,0
Male,-46.784419038914145,C,B,26.511080391262887,-22.127717996662035,C,40.616342141766594,-11.039772826738872,D,-25.43667352235245,79.90956536857952,D,A,A,-80.8750820153545,36.35827265055552,-5.158186308050135,0
Male,-34.20837228097993,A,A,-162.6703281981991,-5.095154751728884,E,-136.05230536238025,-51.23253438797122,C,-43.208747054106944,81.62467834837815,E,C,E,-84.1648452063458,76.94851294853115,111.56295970357331,1
M,11.929113058637373,C,A,-175.90549038547246,-11.42516042542737,E,103.05941488937786,-80.7316992216256,B,-75.53999729187117,28.596546182798928,B,A,E,-40.00287613022711,18.283635262444818,-106.09746917077717,0
Female,178.31809904885802,E,E,-92.56541351388402,-62.2970760411389,C,-153.02354436318396,32.633713137369845,A,124.16341776582375,-33.31470284561856,E,C,E,50.43891593117007,88.96077211669358,-49.73261562283942,1
Non-binary,200.89312080730247,C,A,60.107345172368746,190.64805387735484,C,-144.54734479888208,-108.65220076105446,E,70.69067365319731,-177.65188896970847,B,D,A,5.649080644555779,3.1339394991849927,24.03036192910591,0
F,-181.03910684622423,E,A,-54.52921908351334,-45.05916732830964,E,-36.66828172287784,-132.57728284277198,A,157.90074711887297,84.39851463568445,C,C,C,47.8065820397739,80.13265044302746,41.912100459203685,0
Female,173.52245018205127,C,C,-2.8851553594520416,-122.25579012659402,C,-232.2037525317812,-139.65166362560097,E,-135.46025691586414,-107.43253957870651,C,A,D,21.014761106789155,81.22732821699242,-84.95549855904777,0
Female,33.51610332588497,C,A,85.06461778719105,-112.5853492323232,B,147.31157066925152,186.51390088373995,A,28.72080627858648,6.263031752373109,D,C,A,186.10773774225225,-80.86254984791086,2.171959521404382,0
Other,32.14589907024763,C,E,-35.19153518670844,-50.02488993877107,E,2.2013848373187255,-105.47697502549502,E,-10.019703611362411,63.5926057641038,B,A,B,-121.14607746277348,-64.39035460796539,-159.56390705028807,0
Male,66.5530696899143,A,D,37.51095551223395,7.191011395595592,B,-169.74666379754333,133.26088646635034,C,105.50594749461946,78.62084882587162,E,C,D,-113.50713454669419,17.269431390829894,102.58937824677379,1
Other,-34.276006408867744,C,B,15.184088881808256,-100.70313534913899,C,8.785299321674819,58.5331460430075,D,21.274732837432133,80.96167520811449,C,A,E,5.498456092498506,4.905418593922913,1.8822804230879806,0
M,64.29368820696372,C,E,5.807401848960182,-169.6614347694002,C,119.78430511749652,-61.43009108640316,C,-131.26600299104643,161.1700138194749,A,D,D,-32.833050036441165,-38.654057041596445,21.323764446750126,0
M,-100.0871069992743,C,E,-15.406439204841124,-25.655594636640032,D,22.129612011668804,93.13165713964678,D,-1.4378948476836768,10.84009818825919,A,B,E,-189.7524987641822,-6.716700432293737,101.43211725848747,0
Female,-29.528617072994294,B,A,35.4578134187595,152.20345363325293,E,75.24170983648723,131.75961743412364,B,-7.233238623351619,61.258718543450684,E,C,D,-130.34308592400345,-154.74832938773187,-6.583091275988229,1
Non-binary,75.04841964033078,E,B,-61.69494286708489,-65.0750885099848,A,-216.99638376135147,-101.36769102258975,A,124.67700274780837,-155.95725098583165,E,B,C,-198.09285526796515,-139.28476740586166,-121.3233719862236,0
M,71.20541164715105,C,A,86.23508246149433,-130.76140932255603,A,-38.20512388361211,-45.06797165020666,A,-126.45413014519087,14.03659673432578,A,B,B,44.435879287775,110.90271516043633,-128.41078817003338,0
M,-57.1507998804013,E,C,32.80804264373967,-175.77595865040294,E,10.453102781763873,106.12332414365883,C,-9.54075135740797,100.8299006215355,E,E,A,-95.03731839716363,31.8527915981926,-0.3622295697666895,1
Female,7.4065278996720245,C,D,-66.61092500771589,112.6890604499852,E,79.61860814647841,-29.127999369265627,D,-216.7774646556916,35.90074466256359,D,A,D,53.43499486106518,-32.97235575729937,146.32741073961765,1
Male,78.33579338339621,D,A,64.59739816196061,-75.46153982089841,A,-89.13468330074653,57.348268566081536,C,-44.68923788066219,-144.64624697037453,C,E,D,-153.83752915773846,-91.31504578292352,25.535459002724792,1
Non-binary,88.99635095107391,B,E,48.901311642893866,138.8035238100689,E,-196.6711698642751,43.675071843114836,D,-65.43533267182575,-140.9447722833478,A,A,B,7.172880258930801,-125.0293716190797,-83.77942588941161,1
F,-150.71784376033813,A,D,-183.73454444436624,-105.63558748364102,B,-165.53577269607587,-73.44303405841521,E,80.93595310026565,-100.55200267747169,A,E,A,-68.42170900013332,-20.570866766147628,-85.61773949622102,1
Female,-7.753784286152212,E,C,54.30084392390542,-34.00505191086293,C,-47.73356362989601,22.283914402844154,B,-129.04674391984165,-130.6111173174771,B,A,C,51.078847052152234,20.81721052110219,98.5009399738914,1
M,43.98016233458124,C,C,159.4225419838154,-12.046201629465811,C,76.36219081055111,-86.61890110250677,B,-91.66610960628635,-134.40773486677827,E,D,D,150.6700118351964,-69.8070187609546,225.27346008506427,1
Non-binary,-96.2299477763943,D,B,-89.2571274672153,73.49561837758516,E,195.4781078598238,117.61283659995598,E,-74.85672917714275,51.52481660757897,C,A,A,-28.1642036884309,34.93919759032312,29.205290557326702,0
Female,100.53406616578897,D,D,20.964878904659745,5.602642035370799,C,48.20000574572027,107.60566989937226,D,14.704848044835389,-168.33690051697866,D,D,B,74.98388531346035,27.05128593124291,127.60241114017829,0
Other,-71.59705099323347,C,A,53.453922537741114,16.879693989522753,C,-65.10691834778719,-171.80332944220768,B,13.440020864672828,3.735763061985109,C,A,B,-19.181199378831995,-54.63377088814203,73.79186293352876,1
Other,112.06812891410523,D,B,212.48752682040336,396.2357475210781,D,-26.25652898956472,20.408427748562183,C,-48.313671804485715,-100.87725620991237,A,C,A,-60.58806438421278,128.4192078677677,-98.7844021602087,0
Other,-60.272467885190096,D,B,-91.10219059697192,-82.94600314819522,E,23.84781976682159,116.30825336904988,A,-24.526996577940487,-88.6309330881355,B,D,C,-113.94816790282698,97.73517132816525,5.898652612545723,0
Female,18.25020456394948,B,C,-11.148091097130013,74.27285396174264,B,44.11166512914135,135.86401564767695,B,112.65828512657284,28.099522618401252,E,B,E,-53.0565017066652,-6.935188694605399,-53.532120835980955,1
Female,-24.181435636748283,B,B,11.936190931752906,205.11872551074498,A,99.2067042299448,107.08444516478149,B,369.3902961438735,-39.898335089321826,C,D,E,145.61116380808602,-159.92067563883313,-264.08965157895926,1
Non-binary,97.65114615290659,A,B,-17.793138467358887,178.95160311537637,B,9.84510024028318,-82.06336942365654,C,-193.57433199712028,64.02798099464732,A,C,C,-180.31677545296617,120.20530616926155,-172.71591249726694,0
M,143.4079973856909,B,D,-31.007390664233792,-234.37570467657878,B,-9.507880925667104,13.209109876587208,B,-141.24581292845767,118.0495671490464,C,E,C,-37.64099464624657,19.020927933396088,-58.324243812918695,1
Female,-69.94266407201475,B,E,41.95655519725171,-27.347297632229488,C,94.00311743241284,134.22652405230053,A,-127.3486531575831,-40.16769874533056,A,D,D,76.77665165342243,50.68550334047778,-11.45353134384882,0
M,162.98537255015765,A,E,119.09164659365834,53.180408931111025,D,69.40699068739379,-140.59545859056954,B,-19.648007369691765,41.02574220698753,B,C,D,48.2177909469715,-84.24565806103045,127.14508594419074,1
Other,-117.86656064497596,C,D,49.53805439774499,74.6156091082801,E,-18.18710380101506,-56.43677621457787,D,-160.50960453099083,262.5442197211317,C,C,D,-53.262524987158685,-173.18337296729436,90.32243004068043,0
F,48.608882944434384,D,E,-139.15524023764857,52.88990785000911,D,-56.20956899409758,-4.625544065047478,B,-28.68280349991702,42.65962677273009,C,B,E,-11.589136772147194,-343.05240375234155,-84.7639765512483,1
Non-binary,40.804325164599106,C,E,-87.38058828903816,4.81016410069851,E,-107.19581539471238,-87.56598319342808,E,130.98073451546196,-120.1064597429132,D,D,D,117.5307768422848,152.01678196016218,149.57832575336622,0
Other,86.19226727696532,E,C,-94.03083748673212,117.5988320312642,A,16.65130607719357,63.990116157341035,D,-170.65010715761042,-93.9980547050742,E,D,E,52.70720313596608,-32.44232399970899,-57.06613449984979,1
Female,36.99398075954665,C,B,-3.6380732515934633,-68.10280437069397,A,-130.82483180939064,-17.756131067317433,D,-93.45824948878743,63.18693564257798,A,A,A,93.158108247597,-45.44912735513279,127.25757689500188,1
Female,63.70740543260083,A,A,-68.74829486279093,235.40075426800828,C,-34.232197029687356,-172.9440915087501,C,-166.01964307695806,-142.6728184909124,C,B,B,42.953235922291576,-171.09830974202788,-147.76753174791205,1
F,167.30031769425116,A,E,-34.66347723833304,-329.6289485208336,D,78.7626059398379,-23.857463095541533,A,-66.98886569058492,96.20158369985263,C,C,C,11.812129718811319,-39.87298544378315,24.98176274444736,1
F,178.8287937258656,D,E,157.80414936557992,105.41893208598752,A,6.899598628032251,50.810611281745935,E,-80.95443738012604,-13.160327340423242,B,E,D,-194.78449003678327,171.16681568830484,-81.62847914726626,1
Male,-124.17221356552848,B,B,-34.75515197766031,-193.70688376836551,D,67.83962082008208,-51.52804799147512,B,50.957091565305156,164.39977721469134,E,B,D,7.291261779659681,-148.28783321719942,104.95762587148805,0
Male,-119.69039662570908,D,C,-136.0356599136288,39.17830617068411,A,-80.68591485519839,-105.007188455788,C,-135.96375827265203,58.312024553039244,D,A,B,-10.826007309111906,79.94703922475796,197.40033932527393,0
Non-binary,64.79277828293455,A,C,-95.44177516892043,36.53516223371681,B,-50.812407374037264,-14.303509588895258,E,-138.22216346736886,-10.514333252296337,B,D,D,-35.571124667860715,-82.77486498819843,37.85539345057112,1
Other,-23.4276804815318,A,D,282.74090737050375,87.71606574315204,A,94.38915520500301,40.38424161667813,A,-257.1917236267144,26.166061460534255,C,A,B,-39.59210793797141,-123.19813826132007,28.130915931549193,1
M,-105.89053575491481,B,B,-89.09917716925328,-31.28469218593669,D,84.00353645722741,-113.85181864424712,A,17.888003883805677,-41.794441614105125,B,D,B,-92.9628504273046,-115.83473373479036,134.99069818623414,0
F,-52.15747109182748,B,C,22.026899320883437,34.66230184827223,C,-175.77730313688343,-73.8475178320942,C,-85.7000241797366,-134.49036440133528,D,B,B,-95.40202270232953,24.199627093968353,-86.50707201849819,1
M,60.8074620097266,A,B,-7.913860351689764,128.32045856066668,C,93.62827824062992,195.3985158631066,A,72.02428287753231,6.529045735371426,D,C,A,-49.3039336089214,40.17190030626242,-34.518431503377435,0
Non-binary,-135.69002684667805,C,B,183.78122666264076,-39.6039855013842,A,-6.943046610823783,-15.460764067649146,A,96.92206652652283,80.5552023385079,E,C,C,100.61117337773706,165.53024854570808,89.63603418623399,1
Male,143.763814005712,D,E,-65.38861088341844,128.93512448694892,B,-108.51106168428547,48.63054477533713,A,-59.55332740824931,46.896930141015865,C,E,B,13.618246633912698,-79.1642992851943,-125.45078156115181,1
Male,3.4475811168139567,D,E,4.980017571871212,14.304385170812015,D,-95.15915968714582,141.67682173031685,E,146.27057753356502,-25.963453703260996,D,B,E,73.77556947962907,-17.974613227267692,201.3494871764855,1
Male,-63.39117093476025,B,C,-100.83522808310008,185.12048963071024,B,56.814306938045014,90.95036128007797,C,-212.54543423871257,-107.67371582487229,E,E,B,-32.56354629735203,-93.00281952752931,-197.32262068082102,0
M,-64.2868600731996,E,A,-115.23672546822996,-26.231664160318747,A,-13.346959592133986,48.00809991467955,D,77.6702517741283,-26.945084387129924,E,C,C,24.600695393390772,-41.021005032558435,-83.46630209547854,1
Non-binary,63.45450822435609,A,E,110.66956658458871,105.38126142255713,E,66.14661628620269,-109.62093149558942,C,-58.68096397125008,-106.76330621757076,B,E,E,2.671804709447306,146.47599476023672,36.88926086562628,0
M,-130.5786602927091,D,E,-86.6016405005473,31.508989164902783,C,175.73381551626133,-34.10931240839549,E,132.31170945086896,-133.85180317286262,C,B,E,-27.740800704980163,-65.78129651451758,-56.06183541677432,0
F,-130.89744028042048,B,E,-90.69116001469688,-45.732748817670775,E,-110.65541450604874,-167.7791743119285,E,241.19893287463512,207.89907354008594,E,E,A,-78.3823086295285,98.85832802476851,210.64142820526598,1
Male,87.80260722913172,E,E,46.3672177970165,53.706080806598465,A,9.46611602102736,75.50824879185318,A,-101.09697984663228,78.162735285336,E,A,D,-30.257319831840523,193.23203260521635,65.87384533838663,0
Female,8.304812928005674,B,E,-105.06570965866628,-94.6742719592127,A,22.075846543148295,73.49082795794352,E,-118.76970748213998,173.15499067136477,B,E,C,-113.99256106729312,204.5071362299418,-129.42047211643737,0
M,-92.16012261791545,B,E,-72.30683283663362,70.71762146930195,A,109.89674910208578,-161.6157756400014,B,-136.2468216491724,62.37169631098932,A,E,B,-249.50044842470223,27.3302167382432,-1.8785833772029932,0
Female,30.985398539097304,D,E,-53.35439536546189,-28.73081607314799,D,21.223555817247426,-48.90845984677995,C,41.67622960340761,26.405505325065086,C,E,A,-94.49819163287691,73.71155852849323,-72.48224095469592,0
Non-binary,61.14219354566619,A,B,-128.99310629888177,148.77679421076013,E,267.2590893352341,-43.60804141083144,E,-172.72862588889225,-1.7789849447318806,C,B,D,-0.3335381284172181,131.17984415865138,58.826450033877705,0
Non-binary,41.97335459664171,D,D,38.07559988320212,-91.42053540979774,D,-54.83233272189738,-215.7885966764505,A,-148.70514516222184,3.8601346895767947,C,C,D,7.274886138416928,8.295813551230623,-58.47809442820768,0
Non-binary,39.31508994307952,C,A,62.83631018707179,-2.8838702366006856,A,-126.42731320138276,-69.79040646823485,C,-140.2306843600798,68.01752217507456,A,D,C,-65.68833382678044,46.64226912436401,-16.453091467390276,0
F,126.06638004727297,A,B,51.86057648478942,-66.46193061880294,C,202.18446233942515,-36.74597541022305,B,-102.67502656897491,-40.74239047930305,A,B,D,45.89904883954889,98.6521902084971,-81.87452507076513,1
Male,88.03819151304387,E,E,-150.72562751977642,-37.71869503480453,E,-89.42171789921943,-114.11097583547405,B,6.533952466245298,-93.99110450485296,C,C,C,26.294961820532777,11.441571028783748,127.92565505148899,1
Other,-90.43869034642864,E,E,66.70084725090781,-180.111346771139,B,-171.94798501448608,-12.392410284385228,E,72.90787176489873,-58.97653097129526,B,C,A,95.75786957247746,-62.967806656269154,-20.56326602735492,1
M,-63.54364813905081,B,B,175.3059283497774,-84.32197433397053,E,-70.56293648378555,-12.227015208909714,A,-69.5800872790117,89.49800025242133,D,C,E,71.49128540801914,-53.11747499585962,160.0316118592577,1
Female,-36.89402677892517,D,C,-49.40242286082238,-100.1501891385752,A,-21.605915612921322,89.86765106753974,E,-105.34164255453555,-100.50038853547312,C,C,C,-0.9906107526941752,-44.42783645334561,-152.24448451856466,1
Non-binary,-39.78152241559681,A,C,50.81642964809659,116.98677006710608,B,-13.274985897285063,-39.90621053204664,C,6.190197631456025,-101.17298010645142,B,C,C,145.2387583000385,162.8021024198595,41.92008673436861,1
M,153.93805899300716,B,A,-7.632856778514722,33.94089544981326,B,105.22306200304365,127.16851340711801,D,-47.70734940423383,38.52795411587806,C,E,A,49.02193150322915,-285.29815333945345,47.72583662975652,1
Non-binary,-95.85953634386836,D,B,-114.86156632548483,20.87841407079243,A,-127.81852239394735,-133.02409765345126,E,125.49961718609524,-142.73508021403728,B,E,A,-63.820940782780035,209.18584428995115,-16.530193942527127,0
Non-binary,-127.15845763475502,A,D,46.460980314984546,-53.15985663550903,A,55.29331664260396,-31.822523846026968,A,-26.54306084699251,98.3042967473043,E,E,A,22.943855672053587,120.05338504453947,159.2760191354775,1
Non-binary,87.18253126664061,C,C,77.32919844060993,-19.95519431617485,E,56.87910920906122,-47.55881590891054,D,-15.466838733980213,-137.46500770205353,A,B,C,-45.82780049548843,-6.736667281460253,9.089218274574261,1
Other,-236.0827635476892,C,A,-92.69549123340278,-176.02684386500005,B,52.0271284889075,-27.324558003815024,D,9.726847801196325,57.580040967539816,C,E,D,7.974999626403596,-131.59239581294875,-7.800153709897102,1
Other,-101.31340947258927,A,D,-80.05449085287722,-16.971705779066184,B,-40.55636292789765,141.5924858686036,C,65.47357782294439,103.4728927438187,D,B,C,46.64278071177547,98.66027330411305,236.44274621002273,1
Other,-138.87669481534107,B,A,-73.72337674177035,89.2100704434745,E,120.24274067891318,-82.56720198517807,A,232.84281223903088,39.94646836696166,B,A,B,-15.639182929997514,-52.73347277973659,-63.28516283668878,0
Female,148.64185064155888,D,C,-24.135125534291397,-48.025875817447506,A,-79.72791273123327,-198.7350555505987,B,128.1267129581803,-109.76126320410316,E,E,C,42.43543626128953,52.862881978973405,30.991723683802245,1
Male,-22.09949729601198,B,B,37.60864023526947,-31.8381689224075,B,19.288206751098286,-85.47402534235043,B,124.29020286450803,35.20897011721961,B,C,C,48.265132828174565,-13.838870999142653,-147.98593581557998,1
F,-105.64671575702647,B,E,-218.723877196134,-64.23282991544909,C,-45.790567250800066,-3.166045434026287,A,23.599895549740534,56.9342201089402,B,A,C,-331.5655205945629,90.25012321243008,29.841377811107154,1
Female,15.129823031342088,B,A,10.906726791000354,-74.00779930528766,A,-91.44868679633505,132.40241903856716,E,142.06897020109753,-63.18050230783242,E,D,A,-13.774053175803905,-46.18019719562705,97.61836364598409,1
F,-65.43815122552789,E,C,-144.83125672611627,-7.695807461958728,D,-72.29619734428597,-18.844481656270556,D,-25.496196326569553,148.22778831405296,B,B,B,-94.95444958934475,-56.95981662644874,13.672075450736399,1
F,-101.17751760815376,A,B,66.39292700475177,10.636344596248717,E,155.97043941106153,-50.56502295518275,D,28.934304226011875,77.41368404318284,B,B,B,-149.3340238063743,-303.341580664012,46.88544420440659,1
Female,18.100175647939007,D,B,-5.603200438655812,147.2972739615483,C,35.05383738070969,129.27512408187687,E,-7.1762932015324035,44.48213295456999,B,C,B,11.216498721747282,132.416597973179,48.70555006211917,0
Female,-152.1526905508358,D,A,-103.55957835088647,73.5632219614489,A,-69.29305405623528,32.106342714821636,A,33.89949562076355,-85.12384962579308,A,C,D,-267.9902854278813,34.10955246798389,-21.9654334830901,0
Male,-88.58996084550523,C,C,57.037539954244885,-21.914244279025073,E,146.74003436553951,75.33142852554704,B,49.2929481529728,13.243988410603915,B,C,A,85.45322035865401,7.613612748771718,-20.39702081450384,1
Other,-74.63739330952261,E,A,-120.12357869003772,111.99661328673241,D,4.79500482811051,56.685736061954195,A,19.054409123131496,-19.616709632212167,B,A,D,95.59150071009212,85.10611540389878,-123.74715343231728,1
F,89.69315532478592,B,D,-142.47914303646868,71.16796891332932,A,-118.29485495504235,-54.637844328219856,E,-155.6260861029601,-98.70149838745367,D,E,D,12.55080892561565,12.299561710273808,-82.50344781221631,0
Other,148.4754221152203,E,E,-34.105364798806335,134.8483586203127,D,50.95498954039853,-53.1195857896698,A,96.42511811664049,74.34930704097494,A,A,C,163.94551690492312,165.45933303743647,24.745733799039254,0
F,9.470075740173305,E,B,-51.67380314847186,8.263059848492961,E,-46.544966945905145,61.79360629120141,C,91.31920193440345,-108.86170157558712,B,B,D,17.016882857036446,-12.950588209230245,115.77724840455463,1
Male,164.7021557196556,D,E,-14.508301661743497,85.81907177211893,E,34.35910557677161,29.528016876249545,B,128.61151616902288,88.02118586641322,B,D,E,-62.51935351694537,-221.22887767616976,-169.20078481225647,1
Female,-28.995113350295764,A,D,-172.89525869859796,-63.26897441472138,B,67.56595007033003,46.199088945091184,C,26.566315957711716,83.10056971289028,D,B,E,-104.3402176335982,264.0000111412063,23.06453824492297,1
Female,-0.5010714693043913,C,A,34.78561513824807,-23.352129356463596,D,-80.14086081200344,30.595813598575017,A,65.87689271574325,-82.3970520719029,C,C,E,23.32977898398744,-45.92908152007887,-131.12639834832166,0
Other,-49.38802681654772,E,D,15.019392566988632,-74.06726995540389,D,44.764107052262574,35.58948770700724,E,-28.62449435397856,99.13287465790481,B,E,C,-36.069209598126086,-28.271915689340215,-18.413035425936258,1
Female,-152.8089307723383,C,E,7.713673570427145,7.004065832627735,A,-0.5939612262239,19.252943057948528,D,-32.571976296265895,-99.91259250258612,A,A,D,167.41438059794478,-152.4528255930854,54.43057272777385,0
Male,154.662335047002,D,D,-47.186669487462275,86.74694667510737,E,-85.60122422566316,-102.37447664220134,D,127.3142573606368,66.34415301973038,D,D,A,58.71787778298951,51.54005604045574,25.97150908151721,0
Male,-32.3210058354529,C,D,-204.00030410672733,-110.97409088058183,D,4.618311185272461,-145.23278568052018,C,52.50499350379264,113.52473484242978,E,A,D,-76.33166554815746,-71.52698612124759,184.48860158823922,1
Non-binary,99.291844757311,C,D,26.548543068193403,92.36412076678818,B,-17.51207647609795,-118.66446836833384,B,58.66242018850873,-24.364215186990982,E,C,E,-75.81180511182795,114.98636173950034,-165.37268104410484,0
F,25.42694412856987,C,B,139.2446626188078,18.752897609794893,A,-51.07250604101578,27.79531324490267,D,76.0324892104161,57.326973663749555,E,B,C,-17.925616618693745,102.53382356962062,-26.63100036200096,1
Non-binary,22.387866596301187,B,A,-21.396123292151376,10.579222256874822,C,0.6974588775607198,206.5998820247247,A,-74.9167822869047,80.06595365251505,E,C,B,-117.08028828766983,23.84862437779492,-73.05368763911842,0
Female,86.68106948019623,B,C,80.47541192474235,24.33642583411736,C,-98.10797407918031,33.18887135321687,C,44.85595380157166,-13.63348849112037,B,A,B,29.402657357068502,-219.16594790246725,127.61825826218649,0
Male,51.950402179224916,D,B,-26.838317036700687,-214.87577149011855,C,-106.5324215120935,85.80377576483713,E,66.49452322048673,-66.66749558440482,C,B,A,97.70567902042397,-49.72800338130664,-116.85859250739563,0
F,-74.38837365120534,A,A,-5.083395839901104,62.57038098153649,D,21.066715787979184,-103.79138597055709,A,99.94653761196909,32.65129748842872,D,C,E,-152.3373296738379,4.833958405642322,50.563250138604296,0
