AgeGroup,disabled,Religion,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
26-35,Mental,Muslim,African American,B,31.885343228623004,-0.5787352577512008,C,-43.78317128021113,C,25.198241346498474,70.10225062624797,D,56.706268904470306,E,A,1
18-25,Mental,Hindu,Asian,B,-133.53793188732382,68.92873290028375,B,1.147719994454251,E,-62.106183561038364,11.406228626047385,E,-106.26158800136025,A,D,0
36-50,No,Other,White,D,100.71312240665418,57.65855209610904,B,-129.86719133285752,D,-158.60935717699593,-4.067430523784258,D,-176.98832696031988,C,D,0
26-35,No,Muslim,Asian,E,53.58264134923685,-31.34366966695344,E,-35.29241173750519,A,126.98527611939664,159.54954208132838,B,113.76386557906366,B,A,0
26-35,Mental,Buddhist,Black,A,-8.228715728847657,-179.4215288422122,A,-46.40941485537718,A,69.10430345611421,21.45878645721197,E,-19.262952268778804,C,C,0
18-25,Both,Christian,Asian,A,-88.07465088588735,103.7204660938043,A,185.0428401450446,D,18.05110022783803,-29.629029464669955,B,-165.7414252162984,A,E,1
65+,No,None,Black,B,-135.06047417816725,-72.29363579533835,D,177.33175847585042,A,-103.42759948384838,71.69488929310249,E,-6.144582908624479,C,A,0
26-35,No,Buddhist,African American,E,148.17523901396297,14.494468692614044,B,56.28848218207118,D,113.66170431195759,36.16317140881479,D,113.79331188015753,D,C,1
65+,Physical,Other,White,E,-30.216455979347067,-44.764578076320674,A,-70.95335597345033,D,170.87648531523038,21.84758547061548,D,-131.98265434294893,D,B,1
51-65,Physical,Other,Other,D,-107.89285471260214,-110.34670361102717,D,-141.04906875725595,E,5.990791554780481,-86.56063719294382,A,38.771938666205855,A,D,0
36-50,Physical,Jewish,White,A,127.87572117706323,143.08779585006496,D,-115.4214360384148,D,-76.97032442249069,83.62479378058053,E,-160.08581368793003,E,C,1
26-35,No,Hindu,White,D,5.79191274958653,-90.51984715018061,A,-46.00743032127287,C,-141.88014483438405,-4.6215734413764515,E,102.31022443771897,B,C,1
51-65,Physical,Buddhist,White,E,-78.74250449355604,78.69057225551653,B,-220.9603159165772,A,33.14334090892406,-52.30208924785447,A,-73.66332080262164,D,B,0
65+,Mental,Other,African American,D,72.52308635903482,-100.22926215905397,E,43.516468570019256,E,19.16738611053286,-6.364751917991139,C,34.63149517462727,D,E,0
26-35,None,Muslim,African American,A,-5.96271690212601,-52.17798760850252,C,-127.34647836510682,A,-155.2489604548536,-4.416752941147177,C,-63.37074488973848,C,D,0
51-65,None,Other,Asian,E,-22.907226515578365,76.67381324410812,D,219.00835110251663,E,106.05043380512662,0.5275313416233022,A,66.80936028471552,C,B,1
65+,Mental,Buddhist,African American,D,69.9875201259901,10.472225266662093,E,11.311298809680808,D,4.798386465181333,27.235135016714306,A,-10.302912538229124,D,E,0
26-35,Yes,Buddhist,Asian,D,45.59148242582031,73.03867538348703,D,96.23075153771399,C,24.21434313816009,-58.255266943424665,C,-176.66008178607268,D,B,1
65+,Physical,None,African American,C,228.36299460832637,-60.02082352743593,C,67.00357172059657,E,46.59217516773439,113.60748938327565,C,-78.43305156714217,B,D,0
18-25,None,Other,White,E,43.67276152255685,-269.92686511977513,C,-166.80863854302342,E,-46.294354764260085,16.833751360735533,A,24.236848076505183,C,D,0
36-50,Yes,None,Hispanic,C,137.63956502626803,208.67656932415395,B,36.252738377931394,C,-58.385922539475544,92.6021360834507,C,-114.5765270098605,E,C,0
36-50,Mental,Hindu,African American,C,49.095048793511715,-122.75037730566179,A,-44.09571223846772,E,25.20756347370122,-2.9652866208423614,C,-73.56406515269207,D,A,1
18-25,Mental,Other,Other,B,84.40247873540198,-81.56638155532498,E,49.28881286510129,E,101.47498935615276,-53.14270359923599,C,9.738972676529793,A,E,0
18-25,No,Hindu,Black,A,-75.27628552632729,-71.0829144504874,E,374.89579634978855,A,-140.5386987255231,-64.94705072442272,A,-122.77550969378441,B,D,0
51-65,None,Muslim,Other,E,-193.5443723431847,-160.99477431853558,A,45.73335758871343,C,35.88816631941405,79.78535240720987,D,-13.857516131825133,D,D,0
36-50,No,Jewish,African American,A,40.333633424300054,19.31192567729244,D,-42.27359333674927,E,108.49116464710656,120.13602115613615,D,78.2659433924013,C,B,1
18-25,Both,Buddhist,Other,A,-114.93531570595306,87.18926714250635,D,35.893028010888436,C,-215.3125743245797,-247.21782985724823,B,6.707376476073035,B,A,0
36-50,Both,Buddhist,Hispanic,B,-22.869025599678828,35.95853943663269,B,-26.345660587329846,E,-96.83618267833987,-58.66389612186088,B,-40.64077217534777,D,A,0
65+,No,Christian,Asian,A,-40.92100908238246,204.49638990797112,B,99.5267373333785,E,18.107503522175666,-3.2357118519835275,A,77.47072856931536,E,B,1
36-50,Physical,Buddhist,Asian,C,-153.58061619606974,55.322279142867316,B,-103.05024282122564,E,57.537904996557344,-26.62097779339781,A,-51.819160816283315,B,D,1
65+,No,Jewish,White,A,48.36196942640298,-113.4313733080524,E,-114.3144870717223,D,97.40555973160757,-53.381919506612405,E,-180.7166827396995,A,E,1
51-65,None,Muslim,Hispanic,C,18.891082702780736,-104.9402730439446,E,230.87296838151823,E,15.54257210904505,-114.01987892385044,D,61.681628896349075,A,E,1
65+,None,Muslim,Black,D,64.86568461012845,170.26118775650392,B,179.5882351133934,A,104.86669303272271,23.16383570584384,D,-119.62129779267552,C,C,1
65+,Yes,Christian,African American,D,-16.737907835061065,-46.956041051499255,D,-80.93600079447386,C,0.2000777197653389,-9.68819213725649,D,-211.97792800422008,A,E,0
18-25,None,None,Black,A,22.155792967282963,105.40702395963525,B,-82.2221293052959,E,-8.132532135689207,-32.13478615441383,D,-69.91028113189054,A,A,0
65+,Both,Muslim,Black,D,28.082232665037065,36.51138943766282,D,9.870036871639375,E,59.95318488531676,52.01846341500682,D,-52.18584855317647,E,A,0
26-35,Physical,Muslim,African American,D,194.8671124010209,-28.597109250123427,E,43.48936508318202,E,-50.49018887697583,-42.510321822826256,A,-22.417668122117316,E,D,1
36-50,None,Hindu,Hispanic,D,-33.12043035061615,-57.163624812802226,D,56.82733648374928,B,-144.29268969321035,59.45666813899635,B,-65.3395935897627,D,D,1
26-35,Physical,Jewish,White,B,24.663523300751937,15.942993430541414,E,-31.683552284737697,D,22.432806057113073,-56.548831424460474,A,199.61587464265108,E,B,0
26-35,Physical,Buddhist,Asian,A,45.509588445695435,-144.21415681801304,A,-23.124836640757437,E,70.40948378539215,55.68872173747613,D,139.72137962840398,E,B,0
36-50,Both,Christian,Black,B,-163.40586408445552,-86.73653073322967,E,44.72709290487871,C,-53.913510157994935,201.27529916915853,C,-57.27696681941683,D,D,0
26-35,No,Jewish,Hispanic,E,-17.407750692392227,162.04668885383217,B,-100.09265228850784,C,23.877685797565746,81.27886726469701,A,-42.12239391825804,C,D,1
18-25,Mental,Christian,African American,B,13.780621909605193,-49.56041714495838,D,31.464751332381653,D,57.98222868490623,-174.6269200462084,B,-6.905048297159884,D,C,0
36-50,None,Jewish,Asian,E,-86.30564336111338,-164.97554084091496,A,20.106863766747875,D,-23.613160438857705,-33.38769230136947,A,-21.5429866181702,D,E,1
65+,No,Other,White,C,47.99922767173939,-16.816087527682658,B,63.1418290568128,D,90.87152158024139,-127.26479896271454,E,63.298303093088194,E,B,1
36-50,Yes,None,Hispanic,A,-28.896109546631056,24.542102691831342,C,-86.4073461934216,D,-39.52232126478407,3.303828969150138,B,119.884848433712,E,B,1
51-65,None,Jewish,White,E,86.00018295212702,-113.98237632311992,E,-50.768067135406234,B,55.06915966221898,-64.70255318202213,D,149.69113491983993,A,A,0
36-50,Physical,Other,White,A,-33.123038968346016,-66.61973314620559,C,110.15219871399789,C,-151.00889681885377,-81.39996998121248,C,21.413237688898445,A,A,1
51-65,No,Other,Other,D,-48.69544845465634,136.71812157168017,B,116.85337875795358,B,105.867029483432,-175.2871266578,D,52.81405348081207,E,A,1
26-35,Mental,Hindu,Black,C,22.105912441513308,109.37274913463723,A,-27.542567987409207,C,76.87707358218776,22.60814812993815,C,65.83289337674945,B,E,0
26-35,Mental,Hindu,African American,A,-2.6148542156555035,190.45974726100624,B,-92.2166916482629,D,107.34059136385154,7.1745792985133425,C,-20.296391274828114,B,E,0
51-65,No,Hindu,White,E,-50.71244617546951,197.5616953216029,A,-132.8652656179522,A,21.699153106432632,-13.717863366745553,D,-151.49048747971742,D,C,0
51-65,Mental,Buddhist,Black,D,-12.582090022657674,-2.3646489953006173,C,30.277296614735295,C,57.00729726956413,-130.39084467319535,A,-96.29176632878568,A,C,1
26-35,Mental,Jewish,Black,B,-186.6690125210089,205.48857352406878,A,106.04394418955717,D,-16.148488613193106,161.00525724434016,A,-131.15177415914096,A,C,0
51-65,Physical,None,White,D,-106.54596288239885,-105.1872547993595,B,-54.08788510155937,C,-1.1836278508248823,-28.249020012649755,B,-46.32099925684285,D,E,1
18-25,No,Christian,African American,C,-172.82393030105,-42.44375719217445,B,18.65468340151448,D,103.34722150141849,1.4514299522952792,E,-275.1183054880099,A,C,0
26-35,Both,None,Asian,E,79.92567395226315,-161.64522915141373,A,123.61337276094386,E,182.91090834733234,-102.70855401186405,C,87.83772574685287,D,D,1
18-25,Physical,Christian,Black,E,34.19389492399855,-54.71452901000923,C,-73.5806989859137,B,-109.97317470845643,-23.496457803769477,B,-169.43493027362422,B,C,0
18-25,None,Christian,White,A,-25.138469947176194,57.69374809202089,A,-10.285413223134977,C,-6.1706732143937035,-26.495388631115098,C,-52.091235474170595,E,E,1
18-25,No,Jewish,Asian,C,100.52047983705219,-42.2943988272927,A,-39.04991150230801,C,-27.41478896610895,39.31654587189972,B,13.550366571054,B,D,0
65+,No,None,White,E,21.554523525202697,48.85810108462593,B,-90.34625469165887,A,-99.77847748232965,26.637918275149303,C,11.8802674053443,A,B,1
65+,Physical,Christian,African American,A,-83.45011282968703,-47.10126883436511,A,5.488622521131436,E,-36.34455405502477,95.27304224261836,C,-94.17388814042849,A,B,1
51-65,Both,Hindu,Other,B,118.6616296834446,-215.8335681953026,A,95.34343595122084,B,50.59174856566443,62.738252216193736,E,-13.447616227249398,A,A,0
36-50,Mental,Hindu,Asian,B,10.098916564193708,5.963680948372888,D,91.10660171789206,E,-57.02206117069828,-114.68270001971315,C,41.65940959750199,A,A,0
26-35,Physical,None,White,E,114.67576889068152,139.2777890222268,C,12.779600456565788,A,-183.04631199799312,-130.47561420337345,C,-32.306459840723406,C,C,1
26-35,Mental,Hindu,Black,D,-98.93141430268683,190.11628326953436,B,-59.10320755575631,A,-44.23624680321988,78.44512176326145,A,85.09231093551354,D,B,1
51-65,Both,Jewish,Black,D,153.99856713837474,24.20572473797499,E,-66.20895383872563,B,112.73311973144631,38.684956257507544,C,80.57168510628998,A,A,1
26-35,None,Buddhist,Hispanic,C,169.8784038505923,-81.3601593018096,B,128.04767627300754,E,55.669260493604675,-159.32071668897004,E,-76.3844726019033,A,B,0
51-65,Yes,Christian,Other,A,0.9760785005307365,-256.6779058727934,E,-32.66476974623912,D,79.78742324369145,247.42626755115182,D,-55.66844852432453,E,E,0
65+,None,Christian,Black,B,-28.77302759213652,154.03282461903333,E,21.94008210608399,A,207.17732035269276,-137.77201148284684,D,53.28907773749718,D,B,1
51-65,Mental,Other,Other,D,136.1477137262653,-156.89732713170403,B,5.461960763541152,C,95.31065475968936,39.717002247335046,E,-69.1782096726638,B,A,0
36-50,Yes,Christian,Asian,E,-69.43927076174332,-191.23858185237893,D,-67.76337632286942,A,116.4441617168901,97.87638308037488,C,-73.18289162992444,D,E,1
65+,No,Muslim,Hispanic,A,-92.68368308114377,-24.178593791156715,E,44.62366018266303,E,16.84489404818639,-91.98833505954182,A,-35.155875001897584,A,E,0
18-25,No,Christian,Black,C,73.54839396077402,35.87896056717326,A,104.277843408042,C,170.9926385744849,-51.81039522624631,B,71.31701775292812,A,E,1
36-50,No,None,Hispanic,A,-102.10141198937137,42.190688534339685,E,-74.52965673641484,C,-114.89658432100806,-0.9832646104252033,B,-6.7298851550034495,B,A,1
18-25,Yes,Other,Black,D,34.0641856133884,32.19918583325423,C,123.28013772521935,A,5.57123226209653,14.815596195480227,E,-41.32227145149223,D,B,0
51-65,No,None,Black,E,61.34501228562136,131.95221636108653,D,-142.64082164188605,E,75.18243669420276,154.55926955247912,B,-150.29437373536402,E,E,0
65+,No,Buddhist,Hispanic,C,-22.9918964199562,113.59796031968355,B,-20.966511318402382,A,-108.20323044897455,117.59067115927002,A,23.087206407757837,D,A,1
18-25,Physical,Other,Other,D,112.13135199402325,245.29805239340817,D,-116.70630603060425,C,-48.565222675790594,114.03076734347044,B,3.0672316505264305,D,C,0
18-25,Mental,Muslim,Asian,C,125.92586112490861,-67.74376047325012,C,-46.6755982865635,B,184.90884556436575,7.600871889140059,C,-101.47944783587337,C,D,0
26-35,Mental,None,Black,D,-3.096205759097969,29.433351542352675,A,49.19149369682521,D,63.2993801688315,130.0611677887191,A,127.0543650496465,A,C,0
18-25,None,Jewish,African American,B,45.95964050333594,59.47019293799968,D,-51.87608404616725,E,-87.29005213114218,51.11765584291113,A,-106.96682700013082,E,D,0
36-50,No,Jewish,African American,A,-47.15860463361194,-71.11926653968435,C,-188.78090661352616,B,41.92212450967915,139.04283918295144,A,-22.153975005585185,C,E,0
51-65,Both,Muslim,Other,A,-145.23887811447662,36.52352718309926,E,82.46977743919447,D,-210.23122058505467,21.494360639853202,B,-44.23664884141523,D,A,0
18-25,Yes,Other,Black,B,21.746221883037816,-5.4518989081608265,D,55.77858315987571,D,-91.70235713677425,70.32014487703148,A,39.51970359859229,A,E,1
51-65,Both,Hindu,Other,A,-98.48685579205292,94.96113528107847,D,64.51007790908068,D,85.5211965615854,35.591772461208635,D,29.451902634633324,E,E,0
51-65,Mental,Buddhist,Black,D,-101.1463557119241,-144.1890905630613,A,57.36265736082359,C,73.6103751281028,127.0295914671568,E,11.95947558219112,A,C,1
18-25,None,Muslim,Other,A,-19.3220096385577,-56.19754060075607,B,33.847641937939265,D,-35.95492055137386,-259.2567957044854,C,58.669217236503556,B,D,0
51-65,Yes,Christian,Other,B,90.39447468490737,167.84384706438527,B,232.43018285379645,C,-5.567772837711401,-85.4552791269644,A,34.57169278910721,B,A,0
65+,No,Christian,Black,E,-127.08062537566205,104.9776571041579,C,10.099267312300157,B,-188.17226357557573,-14.86510192960476,C,57.37066749426013,E,B,1
51-65,Mental,Jewish,Hispanic,D,122.92656597058182,-47.129805586008416,A,-56.112155636410975,D,-63.150714206124384,6.31463151866776,C,-68.74180327644996,E,C,1
36-50,No,None,Asian,D,128.68585294311816,81.32319735488494,E,-139.43163556064047,C,-122.45211823770302,-18.285538879159763,C,-60.70523001926966,D,C,1
36-50,Yes,Christian,White,B,268.76933510251536,-82.98103061983174,D,-48.682843766185165,E,-23.920631772195698,-57.634186729497074,E,-84.19205422921716,D,C,0
26-35,Physical,None,Asian,A,123.80538115380946,-88.54407738114132,A,4.855668185305063,D,144.25981385857,68.03633826186228,B,10.96584989938159,B,C,1
26-35,No,None,Black,D,-169.1987763011942,-166.85497140980246,B,180.425966512632,A,-34.309873792274196,201.27650709234288,D,-87.2363010770205,E,C,0
26-35,None,Muslim,Asian,D,224.82931471564177,-10.92014059319973,A,14.115414764237212,D,24.39815639775008,-13.227424388489018,A,102.3251444357421,B,A,1
18-25,Physical,None,African American,D,160.36645430157498,-144.94902847543747,A,-139.17405182967434,D,31.126631011802562,132.45742024951832,D,-31.27034134891393,D,E,1
26-35,Mental,Christian,Other,C,-20.336433301542097,67.092783523583,C,-123.97535380198654,A,-136.03030450488006,239.79977342555557,B,33.36243336082709,D,B,1
18-25,Yes,Buddhist,Asian,C,-172.61931273215993,21.553045751347568,E,-47.164889535085166,A,-137.7610390821555,-101.52810558438053,E,168.7425602540619,D,B,0
65+,No,Jewish,Black,D,63.395694373004005,107.16808520425995,D,83.84648567092276,D,-113.19048990575243,-93.8511631864391,E,-8.314717133270205,A,D,1
26-35,Physical,Buddhist,Black,A,40.047758938411775,26.793308609398203,D,17.383404181752212,E,-76.97668415485123,-60.173319026274775,A,-236.1817880446688,E,D,1
26-35,None,Other,White,A,29.29077671540859,-66.68267176778397,E,13.709624667410564,A,-66.40520836176117,49.838606777071384,B,-141.0383771569424,D,B,1
65+,No,Hindu,African American,D,-22.568217183894635,-42.888036926101094,B,-79.82332577050866,B,38.186197396007934,163.56867651949773,C,10.522843735678945,E,C,0
26-35,No,Other,African American,D,-0.8993307904537059,-311.0813196097316,B,29.542704904714896,D,-53.098460774706304,-99.40683462160084,B,102.65793270725119,C,A,1
65+,Yes,Christian,Hispanic,C,-80.12096046823108,96.30307901639891,A,85.98342904033294,D,20.161960826371857,75.20718219987747,B,65.71541288963557,A,E,0
18-25,No,Muslim,White,C,105.05143418197281,128.0673207066544,D,68.93113508820275,C,50.82211092301717,52.706961820412644,A,43.81411130673215,A,D,0
26-35,Yes,Other,Hispanic,A,-163.49865400678652,-105.89715276300389,A,-92.0851542245092,B,-0.8563525241406929,-125.98790937094138,B,9.629068223409549,E,C,1
36-50,None,Hindu,Black,B,24.66070427978165,81.4473000814096,B,-56.672084455428106,B,-78.43884665895297,47.87592993837874,A,-71.44984595308838,C,A,0
26-35,Yes,Christian,African American,A,76.5302797445992,-23.11720921844033,C,128.7059778211343,E,-28.453008977426624,-52.10897308908816,C,9.599336900478468,E,B,1
18-25,Yes,Jewish,Black,E,-83.05277590117576,125.102656261515,E,-10.979142171404161,D,-129.08938774647268,3.478783472017901,B,-129.67761798256595,C,D,0
36-50,No,Muslim,White,C,-101.1322248610883,57.99254096036108,E,117.80427911492546,B,-51.23837793539128,-29.604195956811672,D,77.62315108943379,D,E,1
65+,Mental,None,Black,D,40.756425516975156,-63.998878144086646,A,-83.57048108434523,B,108.79533043257337,48.91605010329427,A,46.200090093552205,E,C,0
65+,Mental,Muslim,Hispanic,C,-96.29616288032555,95.5736756184822,A,-53.968965691001124,D,13.389968907596295,-36.76134594451009,E,-69.23528426542676,E,B,1
51-65,None,Other,Hispanic,C,103.84932321741532,-76.9087208939386,D,-7.793807084718842,D,89.7600736140302,205.16541544094372,D,-111.18861983543955,A,A,1
18-25,Yes,Other,Other,D,279.4508246425675,-43.213145001206655,D,-24.4279567014562,B,1.2920867766815105,6.607308531440166,D,-136.00792827343105,D,D,1
26-35,Mental,Buddhist,Asian,B,-174.9081422950997,26.068824924267187,B,15.34522995328036,E,234.2637906904959,-44.72447353733072,A,39.2571513992197,E,E,1
