Age,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
58,Hispanic,B,C,D,C,35.86833221975696,C,-142.64363017688297,A,86.84868729021552,0
39,Hispanic,C,A,B,C,12.882828941036067,B,101.40416481747476,E,62.309896368272696,0
36,Other,B,A,B,A,160.01133039339922,C,-20.628607196660674,E,-149.89944220438096,1
76,Other,C,B,C,E,7.162166369264246,B,99.08009457658947,A,29.742866396231367,1
25,White,D,E,C,B,-17.115017110415927,A,19.29744535369629,E,-115.56709464807291,0
37,White,C,A,A,A,145.4723248529002,E,1.3815812540039416,C,18.59387706516464,1
63,Other,C,D,E,D,-78.6724584008336,B,-58.212307804177634,A,194.85313226200984,0
32,White,C,D,E,A,-123.71266698012707,E,-120.97897074030794,B,-86.64454956564911,1
57,Asian,B,D,B,B,25.750105797955847,B,70.24921909735772,A,49.191805182105426,1
20,Asian,E,C,E,B,-19.074735007556832,D,-102.74588348451326,C,22.45939037649036,1
64,White,E,E,D,B,129.33762629856938,A,46.93260115378807,E,-180.7497765022547,1
43,White,E,C,A,E,5.251319961137332,A,-30.790099090435962,C,-80.91596454817498,0
86,Black,B,A,C,B,-32.67358820725769,D,-19.546505733672483,E,84.94883481946441,0
71,Other,A,B,B,D,-28.590419139965334,B,19.533748948517857,C,-61.849757500101035,0
92,Asian,D,B,B,B,65.40921456642948,B,-66.16212036818318,B,-64.29489370313128,0
63,African American,A,A,E,C,46.50751658435196,B,-113.42642964884337,B,-63.52919625331972,0
18,Black,D,E,B,C,-27.714307966976264,C,-67.75048188173906,E,30.231543962417323,1
78,Asian,E,C,C,E,-83.00689710638657,A,-163.72684962044767,B,-93.74391732029454,0
68,White,A,D,D,A,-222.68885899996138,C,-108.847829070871,A,-150.85584355243085,1
87,African American,E,D,D,C,-160.997747137268,B,-27.864167984061684,D,-20.441105123326246,1
82,White,A,A,D,C,214.50894506714658,A,-170.54605850578085,B,-41.633992192332556,1
36,Other,E,A,E,D,-98.65113610568403,E,-51.7540595429518,E,-36.08021461463395,1
84,Black,E,D,D,C,-101.91207145638546,A,-113.7529639245668,E,71.41149156014043,1
90,Other,B,B,E,B,-98.24814330953012,C,83.53689902037918,B,47.88253262387849,1
44,Hispanic,A,B,E,E,-190.14704802669127,B,-53.94829238647729,C,58.08109820942641,0
44,Other,E,C,D,A,4.73036431865772,A,-55.61290203720334,A,110.20348720276887,0
69,Black,C,A,E,B,-67.60482179246891,E,-3.6994664737685636,E,232.27530441524894,1
81,African American,C,D,C,E,-43.63189520877811,C,48.70012169757644,B,-73.94879744368602,1
37,African American,D,B,E,E,-39.669101789671664,E,-71.94206864278968,D,-10.925047856591716,1
82,Asian,E,C,D,A,-245.1073896554956,A,-63.10021020456112,E,-167.81861574118187,0
43,Other,D,A,B,B,-11.465811435231702,E,126.95886905123443,B,59.16298870436525,1
48,African American,D,A,C,B,-155.78026329734084,B,-135.92251144776873,B,5.229698559639683,0
48,Black,E,E,D,C,-106.59496758831763,C,-12.753005875212981,E,104.48729240731906,0
42,African American,B,D,B,C,-12.21555288857771,A,157.0066878795376,D,-35.784123436679685,1
78,Other,D,A,B,D,-86.79408295971716,E,37.33763433232859,A,121.11650887215465,0
33,African American,A,D,A,C,148.4252036553881,E,85.83247846589539,E,28.70651682699264,1
81,African American,C,A,A,C,-194.3892969824796,A,42.01808454069841,B,64.26887239469741,0
45,Other,C,A,C,C,9.353336885951968,B,30.315845258527297,A,21.954992301180376,0
69,Hispanic,E,A,C,D,87.32067599774582,D,4.085046317159438,D,-93.44558878365396,1
64,White,C,E,A,B,172.44769046761581,C,-97.98932223338403,D,-124.57090353587321,1
40,Hispanic,E,E,A,A,36.987113753743586,A,52.12264221852124,D,-69.44383617999831,0
63,Hispanic,B,D,D,B,-110.01702876272232,A,59.4571130295695,D,130.6945184405992,1
25,Hispanic,C,A,D,A,-221.05626183936718,A,-84.66086177196232,D,41.61468935039804,1
87,African American,E,C,C,D,-57.46461996978556,E,-135.69536897860303,C,67.34966006588145,0
23,Hispanic,C,B,A,A,7.675656701877663,C,-124.93385132330579,D,96.63437985578133,0
86,Hispanic,A,C,A,B,-85.22038664621486,E,-177.18936760668836,E,117.0300892557552,1
79,African American,B,E,B,A,-58.93893565430638,E,-121.30592553779933,C,-92.70732781162381,0
94,Asian,A,B,B,B,-52.273384531496994,C,173.44189422645942,C,237.03256433942522,0
26,Hispanic,B,A,E,B,134.62905650579077,D,8.822151197370685,B,-215.8111608572817,0
27,Black,C,A,D,B,88.14275481825862,A,-25.259493739736183,B,-81.26855147080678,0
41,Other,C,A,D,C,78.60994103791012,A,-27.754857754539714,A,52.65853929895128,0
24,Black,A,D,B,E,-29.488629595604948,E,-72.05328946194932,D,-74.74470539794548,0
98,White,A,A,A,E,14.226043134024996,E,-237.08751057051853,B,-89.52045779291268,0
68,African American,D,C,D,B,73.61358985357946,E,-37.482147886210406,E,32.89822818967442,1
25,White,B,D,C,A,-5.224397615053134,D,-50.18704828336181,B,157.9663449708319,1
90,Asian,B,C,D,B,-129.74393708734223,A,103.87379924773444,D,141.88839427679437,0
62,White,D,A,E,C,9.51988210473737,D,-111.31117070836123,E,-35.234377446797424,1
95,Black,E,A,A,C,-84.32432175127357,D,15.70377072357152,A,-126.68921833616791,1
22,Other,A,C,D,B,-62.05299104383036,C,125.52236009308086,A,-32.07159606136084,0
51,Black,B,C,C,E,106.3692614205364,C,33.2383800157288,E,76.56020867318031,1
28,Asian,E,A,D,B,-127.51533803129152,A,-173.84368934315896,E,-138.75987611966215,0
66,African American,B,D,B,B,-155.99185981388618,B,-2.3417449714278242,B,134.4954875700878,0
44,African American,E,D,A,D,-92.76941084601609,C,-80.1156294493778,C,35.78330374870002,0
46,Asian,B,D,D,C,-121.4773592935232,C,98.90955892805636,A,146.0929040693729,1
19,Other,D,B,B,E,-56.74766937836385,E,-11.464264907134451,E,5.5295410341765034,0
89,Other,A,A,A,D,163.53882844761003,A,-50.06375225482922,A,-91.30034404498531,0
53,Other,E,E,D,D,-59.05684250702401,D,-106.36944326572441,C,82.77780983997712,1
52,Hispanic,C,D,D,B,201.78140618231208,B,-39.4070987087761,B,-66.5702731760849,0
37,African American,E,E,C,A,70.78451186769537,B,94.63844130396431,A,75.23744581426637,1
42,Other,D,D,C,C,128.49089473158116,B,-11.729790864681805,D,281.14814546464214,1
20,African American,E,E,D,A,162.5351456950608,E,86.99326836574541,A,-211.16515318534533,0
61,Other,A,A,D,D,110.24167397830938,E,-123.72600835709753,C,-0.3578957365557601,0
36,Other,B,E,E,C,-36.85170919392481,C,63.34364313135241,B,-142.99377373398306,0
23,White,A,B,B,A,-109.0679134583984,E,-11.037853195535346,C,77.34207908714333,0
61,African American,B,B,C,C,84.66560591195844,C,-29.27167367266272,B,-79.55962715050697,1
79,African American,C,A,B,C,-119.06919584243954,D,54.02642426351802,C,-57.0028940503709,1
21,Black,E,B,D,D,241.848796236557,B,-4.734966386243873,C,50.911599333736824,0
96,Hispanic,C,D,A,E,65.46558973497335,C,36.53463903040898,C,119.10271006999591,0
73,African American,B,E,E,B,79.37067318516601,A,158.90607947676867,B,19.572943176159328,1
64,White,C,E,E,B,-61.481463223388275,A,-8.337879502859545,E,68.28968735053971,0
83,Black,C,C,A,E,-200.90808903078155,D,-34.18051393587787,E,-109.93607291637892,1
18,Asian,B,D,E,D,-256.2988924799625,C,-97.47077515045359,B,143.6615619113441,0
30,Black,E,E,E,A,193.03429297905626,A,-17.974903416191832,A,-64.97355894847468,0
44,Black,D,E,B,E,78.06694107130375,E,-205.9079742923343,E,-36.02981182771186,1
24,White,D,E,B,B,-70.92803757357812,D,68.30225728402347,B,-79.52206778634192,0
79,Other,B,C,E,D,-155.71169594057096,B,63.70430672499421,A,123.59242404193375,0
79,Other,A,B,A,A,8.245886779504232,B,12.210050922251483,E,54.93543663242452,0
77,Black,B,D,E,D,84.23465774806985,E,8.787126452088316,B,66.09930642033893,1
60,Other,E,E,A,D,171.6420823012502,C,-25.762208084645348,D,-185.47530788401878,0
26,Hispanic,E,C,B,A,67.04260373682159,B,-108.47190703068468,E,45.6956035163475,0
85,Hispanic,C,A,A,D,61.14550125688293,B,42.30047717808787,B,-72.57752262997292,1
62,White,A,D,B,E,117.04774870632136,B,-208.39160655547806,E,-151.0804152939164,1
27,African American,C,B,A,C,-39.41278772125942,A,-115.87058306184413,B,26.315114867919615,0
35,African American,D,C,C,A,-126.41062226011451,E,34.00337506610986,C,-119.7960457227529,0
38,Black,E,E,E,E,-116.61032757102335,A,4.522720171120358,A,3.3815273155128196,0
61,African American,D,D,E,D,17.424875331227703,D,-2.0503312758796572,C,-112.52681706303281,0
19,Black,D,C,B,D,-19.921319958059293,E,91.83087885495156,A,142.35306555465786,0
69,Hispanic,A,C,D,A,-72.1579463581745,C,-191.0416200258139,C,122.315523514797,0
41,Hispanic,E,C,B,B,-71.05543844744278,B,-101.69902565724804,B,99.81777743823694,1
56,Other,E,C,D,D,-83.96279969332576,E,68.59509869820205,C,15.911919574870536,1
58,Hispanic,A,D,E,D,-252.3322862868195,C,-22.096825302431817,A,-37.043675491373115,1
92,Other,B,B,A,C,-30.673673702034648,E,-66.57138476558538,C,156.4442072489814,0
18,Asian,B,E,C,B,-121.65078498013189,C,55.11735164168551,D,39.12984959656297,1
42,Hispanic,D,D,C,E,117.09128278115053,C,83.16417875630212,B,56.62547165212912,1
76,Other,B,C,C,C,88.3935690579582,A,3.27896037692301,A,-13.558023451957213,0
43,White,E,C,C,C,-80.9586630288346,B,99.61416000315934,C,-7.496082779797356,1
36,Other,E,A,A,B,-104.18624501562657,B,215.98689648189398,B,-33.85581345076543,1
81,Black,B,E,E,D,160.74483303194233,A,81.64184855238143,E,149.64255430566666,1
24,African American,B,C,C,A,-18.819571989045972,E,-23.44665321256261,A,31.19316513789734,1
96,White,E,C,B,B,-59.754224122744006,B,80.03834464808718,C,100.66853851614295,1
71,Other,C,E,A,A,33.8068348783034,B,-166.71949504792607,A,-64.99257992242565,0
78,Other,D,D,B,D,9.40902201842753,A,29.550787623180863,B,-60.35549029681432,1
29,Asian,A,C,B,B,-26.515797650393203,B,-142.9658012869812,B,-36.71040559740045,0
21,Black,A,A,E,B,-49.17048990305879,D,-55.24628642150502,B,128.31652885335612,0
25,Other,A,D,B,D,-89.50502211561675,C,16.000821165850546,C,-53.99090108778856,0
97,White,A,D,B,C,188.99310078787073,E,-139.41468862408126,A,107.82957158472126,1
35,African American,C,A,C,C,-5.389499996035453,D,47.549791421031145,E,135.7055202869747,0
85,Black,B,C,D,D,-18.484444092188866,E,-54.74183248478287,A,-36.996261292576776,1
43,Asian,A,A,A,B,-93.36953722401043,D,131.6807343100211,B,-19.011228212311043,1
84,African American,B,B,B,D,-5.2891723190153765,D,69.85794801323948,B,29.069804022654445,1
33,Asian,B,D,C,B,31.600095119149945,E,-20.706575421412783,A,-103.55419923106366,0
83,Asian,B,A,C,B,-159.46067248861226,C,-17.45458045784108,D,-7.230620560043791,0
57,Hispanic,D,C,D,D,-137.20258490999908,B,-24.07291370394781,D,36.25724534852639,0
99,Hispanic,C,C,D,B,-63.771125754595495,A,33.28366733432372,E,-10.828065144081265,1
20,African American,E,C,C,A,-86.41737743227273,D,5.1790011960067455,C,-173.2861089557374,0
33,Asian,B,A,D,D,38.283237087282544,D,85.75473971891975,E,152.20273536872423,1
80,African American,E,B,B,B,56.8299461005353,E,-194.9448207236027,D,-21.304714675790777,0
36,Hispanic,C,B,D,C,-141.7468010908283,E,-125.71810688192966,A,-193.49091043425452,1
71,Black,E,D,D,D,12.072919990312696,E,10.19734560360458,B,-116.6351780141697,1
97,Hispanic,D,E,A,B,109.57725481119212,E,2.02473804175305,C,65.31444309634493,0
58,White,B,B,E,A,0.4555238354237764,C,-128.9668227195662,E,-14.831967714945499,0
28,Asian,C,B,E,E,7.865798765556603,A,72.16011919591992,D,-126.2698134160338,0
61,Asian,E,E,E,A,-144.66984594306348,E,18.37354314426544,E,-62.15540914490374,1
61,Asian,B,A,D,B,-111.95532869615654,C,3.5169736111641376,C,0.7889956963118425,0
23,White,C,D,D,A,-218.26747993182724,E,-37.39650292133785,B,-29.083209206017475,0
30,Hispanic,C,C,C,C,-135.12625366055988,C,31.54333092884069,C,27.75467181156109,0
45,White,E,B,C,E,-73.59768790821124,D,164.9581169454833,C,-7.423190083879374,1
50,White,C,D,D,D,2.2289807481111867,E,111.54100918842514,B,-140.95080855004534,0
91,African American,D,D,E,A,-107.81539210943498,B,87.40860708647227,E,58.27332967668597,1
63,Asian,E,D,D,C,-0.12587362952771486,C,-56.06746023073087,D,-16.97981238363282,1
25,Black,E,A,D,A,-68.59966088026465,D,-51.95569698089146,B,175.58939247353825,1
86,Other,D,C,C,A,-40.80139175215048,B,216.46608829043737,D,21.793406783372074,1
29,White,A,A,E,A,-102.4448206351247,C,-77.36194686494753,B,132.29364241154823,1
53,Hispanic,E,D,B,E,189.3894890432585,E,199.06797293211775,C,-35.389630371150496,0
87,African American,A,D,A,C,-54.22898131930498,C,0.6099805314464702,A,188.48286086601718,1
64,Black,C,E,D,D,-137.41011575756826,E,118.45632207000251,D,-87.91790563319239,1
69,White,D,A,E,A,46.063836319913484,D,-21.544902601059494,C,38.372154147864634,1
70,White,B,D,D,B,-8.938575575667599,B,80.20220097109313,E,86.42250239306973,1
74,Hispanic,B,D,D,A,29.40860311209915,A,-50.9965280103348,A,51.83370614393874,0
69,Other,C,C,D,D,163.8695030142081,A,253.86820627298565,B,43.61279566599669,0
45,African American,C,A,E,D,79.09655560082611,B,-43.42184523418286,A,45.855992468516305,1
30,Hispanic,D,D,C,A,-62.789956998841575,E,-65.63574199988057,D,-34.62108402038074,0
77,Black,D,A,E,C,71.35401256864938,D,-21.73034934689509,A,-57.733947035326494,0
64,Asian,A,B,A,C,25.29653378864082,E,-102.16827045254865,E,58.122282170116044,1
57,White,E,A,C,D,-115.06982274270518,B,31.307819979283302,D,231.37088075779678,1
22,White,C,D,D,A,-73.37683849412397,E,132.25494100987225,B,-47.61462174688169,1
78,Other,B,C,C,B,-185.68280512829324,C,97.54312263009402,B,-98.78149933713024,0
44,African American,E,B,B,B,56.63157394447737,D,-38.64911651852626,B,-124.72821368823874,0
89,Other,D,A,C,C,210.29502738834358,B,-153.60162427841257,A,37.09922945695976,1
89,African American,A,C,A,C,-80.52955099858666,E,29.282968345720402,B,85.96618849850206,1
61,Asian,C,A,B,E,156.6292707297525,D,-112.79100765147243,D,-29.177649987880038,1
94,Black,E,A,A,C,-16.721223138890302,E,-138.30676605763642,D,-77.79980431508775,0
84,Black,C,A,A,A,56.666227975838076,E,-21.4801610724403,A,42.5631036075906,0
25,Black,D,D,C,B,140.0534046053698,D,8.945068858588467,C,121.91180174570992,0
97,African American,D,B,D,B,-64.92687500659827,A,-111.14534437723485,C,47.45244760096653,0
98,Hispanic,D,B,A,E,-67.75386542956838,A,153.98173485261935,C,-69.95643322023348,0
23,Hispanic,D,E,A,C,-236.1263576215482,D,-112.7706650667989,D,-2.3552641745449256,0
69,White,D,A,D,B,141.5421825954035,B,150.18194551576417,C,-50.27104503928649,0
45,Asian,B,E,B,B,-65.50112295395621,A,-34.56288036950483,B,-25.039339583911634,0
82,White,B,E,C,C,-16.221938089030758,C,-22.703878461598794,E,102.32388229044402,1
34,Hispanic,D,E,A,C,210.84610307770376,D,-61.37021653256085,D,24.744945540357097,1
66,White,D,C,D,E,-49.73349666872877,E,-36.4116030359768,C,-193.6950075446462,1
42,Other,A,D,B,D,51.1607092085392,B,-114.90388889912693,E,117.79868955665613,1
32,Hispanic,A,A,E,B,-20.179927655136833,A,-107.45537173486409,D,-22.04254790889087,1
66,Other,E,C,B,E,14.61049889342294,D,-89.85815788622662,A,62.04264194442347,0
39,Black,B,A,E,B,33.59305631577207,D,-139.63418942050916,D,-119.64358929416055,1
54,Black,A,A,B,A,68.35301846098814,A,134.99197645066107,C,-43.16962688703937,0
33,Asian,D,B,A,D,-101.9282398772456,C,37.3064389031345,A,45.64308383607749,0
81,Black,C,B,C,D,111.87635408725785,B,-20.059726296501854,A,-182.2883835631817,1
49,African American,B,D,A,E,96.46063691234068,B,-44.78488504167139,E,-166.48651183464585,0
45,White,D,D,D,D,-105.4806105141938,B,29.838732187722073,C,140.37492021333318,0
35,Black,A,A,A,C,38.412209115192,A,53.2200834331063,B,-70.09091905610669,0
62,African American,B,A,D,A,-112.50855854618416,B,-58.05929250809595,A,-181.21908132117704,0
94,White,A,D,C,B,-7.7936341125362905,B,94.8375867266871,A,36.669672075368645,1
29,Hispanic,E,D,A,D,-7.319710348625451,B,11.799571260120958,E,-37.7412867010863,0
51,Black,D,E,B,A,-15.271276956354784,E,-126.35155772365836,E,16.316980845404423,0
88,Hispanic,D,D,A,E,202.06216557835054,C,10.040626332231145,A,129.7508287680605,1
18,Black,D,E,B,E,-55.75521523857477,A,-43.29785660235043,A,54.72538392827831,0
78,African American,A,A,C,A,88.17097454774574,E,-67.26944943363713,E,-9.408961978601907,1
58,African American,A,D,E,A,-88.49751061817935,B,-9.894805537347041,C,105.07258658974177,0
96,Other,E,C,A,A,-117.3652704647497,C,59.070438206721974,C,-86.91101979652555,0
85,White,E,A,A,D,173.74748283581383,B,196.58949572303155,E,-54.315460833355736,0
97,Black,A,E,A,E,108.41744798134508,D,-107.89285583988853,E,-80.71928162817109,1
90,Other,B,A,E,B,51.36076984530108,A,-16.12208726308795,E,-11.150040515266447,1
24,Other,E,D,D,C,47.11445264891997,A,-46.47963924087144,B,-141.52923806308436,0
53,Black,B,C,C,D,-137.48273417637947,C,203.00703367840325,D,38.76350547006376,0
28,White,A,A,E,C,57.253422924362475,D,-6.99470381457591,E,15.71870391894713,0
26,White,C,C,E,C,-75.81332445858517,E,16.382182416078827,A,-145.10177963707892,1
35,White,A,D,E,D,-37.509667878335,D,245.93891126340233,B,-51.21561267520172,1
91,White,E,D,A,B,-107.89433036558167,E,61.74763279096356,E,-15.149002402804696,0
18,African American,A,C,B,D,-0.7451828847018392,B,-4.133147837739482,C,-41.15262642490076,1
44,Other,B,D,C,B,-12.948660687992783,B,9.423292254896456,E,60.58695802651197,1
22,White,C,C,B,B,-40.67096870905892,E,-16.023774965581442,E,53.212781680956745,0
85,African American,B,A,B,A,-129.23973970912382,E,-55.327905818839206,E,37.133263456341695,1
62,African American,A,E,D,E,272.20063500042863,D,72.96266535987458,D,-23.766229041212444,0
83,Black,A,B,D,B,-6.09682018174522,B,58.75603194708565,B,-116.70229519387539,1
34,Other,D,D,E,E,-18.887531677894536,B,115.23788493698738,B,-82.87263174823593,0
53,Hispanic,C,A,D,A,-54.54913959137095,C,-151.79842018664465,B,81.9355592213934,0
81,Hispanic,E,A,B,B,-198.51189875545495,C,-49.118880848129024,D,-20.28736048827832,1
88,Other,D,C,C,B,61.970532836166925,D,-48.66836669627179,E,-48.743332026206105,0
31,Black,E,B,E,C,5.55354322759483,D,28.687494588962124,A,-154.2561042481404,1
87,Asian,B,A,A,D,64.1043881430428,A,63.161458871349865,A,-25.06986133137344,0
59,Hispanic,B,D,B,B,-117.5690670861194,B,-7.227210122929936,A,131.8789958940917,1
53,Asian,A,E,C,C,-71.42442495349538,A,61.25568115657565,B,-62.59166141033773,1
50,African American,E,E,B,B,170.0478555428398,C,227.71296014932898,D,-107.50096323973233,0
65,Black,E,B,D,A,64.454788535749,A,33.016019591761555,E,76.88010359791186,0
47,Hispanic,B,B,B,A,34.8964313551077,D,217.0416044893943,E,100.39207402907367,0
74,Asian,B,B,E,B,-149.8367794541988,C,40.86050231579442,E,-82.38684085746513,1
41,Hispanic,A,A,A,D,72.0863190172497,C,35.148962854105,D,148.03627005005765,0
66,White,C,B,D,B,163.16835920227044,D,58.50744428790726,E,-47.30737412837664,0
99,Black,C,E,D,B,-107.78251021968408,B,57.78129235489358,B,-99.92756290049365,0
43,White,E,E,C,A,-27.48097437006509,D,13.900240991785601,A,-9.967037227124631,1
45,African American,D,D,B,C,-46.17359527903618,A,55.28678628997052,D,98.26632480545751,0
40,Black,A,E,B,A,75.56284363910376,C,-0.6477373147426502,B,8.291994988515002,0
61,Hispanic,E,D,C,C,192.26949413617697,D,-105.1450747647762,D,-108.8983279880894,1
89,Other,A,D,D,E,-47.23211048214138,E,130.0613992605954,B,52.72953367744915,0
85,Black,D,D,C,A,-23.36935550613536,D,-104.45438849024289,D,51.04434141787812,1
68,Black,A,C,C,D,-136.79822280734788,A,9.750070260480497,D,93.11394277444893,1
20,African American,E,E,D,C,77.2982116923584,A,27.95565823148227,E,-57.11870718642389,1
93,Hispanic,E,B,A,E,70.82550193767031,E,-210.92977218779012,C,29.512382236295814,0
28,African American,E,B,D,A,102.16125242485523,C,-0.8254810298860306,C,51.640915489614734,1
54,White,E,D,A,D,81.63550127841826,A,-119.6370724261168,D,14.453015873186532,1
74,White,B,B,C,B,-29.601039723787714,C,195.45829454482734,D,54.28136316410763,1
93,Hispanic,A,B,E,D,-9.720555422670628,B,-84.12506412037308,A,42.93759334553775,0
73,Other,E,C,C,B,12.69457270404995,C,179.1656232570612,B,85.07909339537338,0
72,Asian,A,E,C,B,46.652669030959615,B,2.5443229172437807,A,24.88138945611772,1
19,Other,C,C,B,A,143.70319449029594,E,8.479375677727013,B,-93.64733851853121,0
57,White,D,C,B,B,-26.214608542551776,E,2.9273949738478615,B,-15.25637229517873,0
42,Other,D,E,E,B,-26.507431744581282,B,23.607965023627774,B,54.64335632119074,1
77,African American,A,B,E,D,-31.88221852802017,A,-14.026036878076443,C,-178.5810745924282,0
76,African American,A,D,C,B,111.95535977989621,B,11.745089817621222,D,-92.76665627159375,1
22,Other,E,D,C,D,175.53176033053003,E,49.9075660402531,B,148.94165989340385,0
44,Other,E,B,B,D,-84.53243582635366,B,34.053277839892374,B,-83.90956593810853,0
77,Hispanic,B,B,E,A,165.23254539709473,D,92.62344864421733,C,30.847248440486275,0
61,Asian,C,D,A,B,26.597864239139017,A,78.77477122869996,D,66.78641567480736,0
20,Other,D,B,E,D,-32.922279130481066,E,-15.591487131322312,A,-48.00414884361453,1
90,Asian,E,B,B,A,22.245145785960393,E,-117.18476746099955,B,80.31017630367711,0
94,Other,E,B,D,A,-43.12215004215049,C,-43.16891789555387,A,51.343095948992435,1
