nationality,genero,orientation,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Brazil,F,Heterosexual,22,-54.35054023566689,-44.19451212916303,18.629484289151378,C,B,138.38514886639695,-72.62149149425119,B,E,-67.26107668904712,B,-72.73148769988903,120.94336636687612,A,1
UK,F,Bisexual,63,80.15144885290883,-76.35497457288703,-94.7123378499233,D,E,212.40249105571897,-39.681506503154345,E,A,-20.39754936820286,D,57.96397876571603,259.41455270634907,B,0
Other,Male,Homosexual,72,-215.32600056735086,-119.34597938676048,27.72390088526408,C,B,72.20721926826405,21.795186979423402,B,A,-4.18833019071148,E,135.53498812122888,-201.58165030609644,C,0
UK,M,Homosexual,57,112.65607548082444,298.8287696302102,-232.772809885015,A,C,-161.5812238227056,-49.21737350372248,B,D,-95.97795837182693,C,-11.122059760024607,6.335366641206591,E,0
Other,Non-binary,Homosexual,42,61.60971062924509,-15.590559054169356,-15.776763028733484,D,B,-118.02121913723049,-91.62134409230475,E,C,32.64534764529144,C,-223.16162724540916,-147.35522828124206,C,0
India,Other,Homosexual,38,84.16060188204129,-74.46760592556578,77.55598160897489,E,B,-238.8510859727778,-91.91684446889865,B,B,115.87252510299942,E,36.747272396645684,-122.42371879527234,C,1
US,Other,Bisexual,41,-226.1682763103538,34.11555064634923,-116.8834337079363,C,C,51.8080992646336,-50.04155307455419,A,C,180.20411395094897,D,78.25317600233234,3.0605906130722236,B,1
Germany,F,Other,50,-1.016959412299829,-52.6774734588758,93.19454269132642,A,C,-144.65767967056448,-183.21934144465445,A,E,5.098293556828843,B,-71.69690791519355,-51.011967566521086,E,0
UK,F,Other,63,153.81717259459336,131.12500950644576,-65.04924006729641,A,B,9.095734554232717,46.47460879792266,C,B,84.78365671184126,B,36.291517876054996,-187.9713933915926,B,1
UK,F,Homosexual,56,-16.595332574851753,32.94885744984237,66.68596121106995,E,A,84.55016090070875,-11.008752239789075,D,B,-164.26547248455623,A,-34.6589862709747,86.58101431412216,A,0
Germany,Other,Other,70,14.578914726312014,110.43218046492937,130.83240893502307,A,A,61.823919897070645,45.71487174740336,E,C,151.39881119764235,D,73.72902082879901,-35.40913556210368,B,1
Mexico,M,Bisexual,58,-99.05184731386278,-43.063788101246594,154.74731019849148,D,B,-152.09162418402906,-11.25392643498216,D,D,57.724116517348854,D,-106.48124755331634,68.58687877491295,E,1
China,Non-binary,Homosexual,40,10.04749803877517,-56.418361868363476,45.27799858803719,E,E,-91.91137711113441,-44.62530486377476,C,A,22.64030449625952,A,231.33666453769686,-112.43862712049197,B,0
India,Female,Bisexual,61,23.542052634170112,62.81916569347716,-121.88486085567214,D,B,-39.93960115475657,25.895715479771436,A,E,-43.58133884852676,D,-29.878620553192075,-12.446814645119705,D,1
India,Other,Other,73,-18.59561570221893,-103.73102596686157,50.50755982748137,A,C,-39.768441622583616,-96.49438517210757,D,A,8.888741405688558,E,36.827382383330885,-144.0128674997676,B,1
China,Male,Other,44,25.319330818079557,-99.30264529224793,65.10826952301947,C,A,69.99633776294506,-63.82217473366916,C,A,-35.08222898944122,B,-4.111819879508217,-86.91717278309896,B,0
UK,M,Homosexual,76,-187.16200472410162,-3.413414895540491,-63.98731174035278,E,A,1.9641248265881706,-186.07437740595356,E,D,-3.7082670155217343,C,-33.635984502634216,27.95547257524596,C,1
India,Non-binary,Homosexual,41,11.977933347569337,57.45941813256076,-94.82678072697588,A,C,-115.66661670433844,136.86019497322513,E,C,-204.01512249435504,E,54.009552137136765,-45.273117724425674,A,1
US,F,Bisexual,55,167.20433813434764,-17.379312637899673,131.23097903315377,E,B,48.64032175865315,-169.77247187802723,B,E,-85.51862492110871,E,-28.004918289340953,138.97883900079626,E,0
Other,Non-binary,Other,19,29.874942386242132,-20.839049442662365,86.01521669699854,C,C,-33.27461921303648,85.68846057812641,D,E,102.80820485753188,E,-169.97837377870383,-39.50094550174274,C,1
Brazil,M,Heterosexual,44,-92.2154228339203,-2.454050596273135,-148.13559556743633,E,E,-18.192977361118352,-1.3168017725090122,C,A,55.43691249147093,C,167.29386964139644,146.4449432623309,B,1
US,Non-binary,Homosexual,33,-55.170875046228986,139.06121159286855,-111.45922625732352,B,A,70.38770874549397,75.311427602394,B,A,-71.60056707382276,C,114.43267806218682,69.12373367454406,B,0
Mexico,Male,Bisexual,65,111.01616790179325,12.739607225799956,-164.58863118086927,E,A,1.6834163416254224,33.36196761370977,C,E,71.53353551761144,E,119.52318415837497,-80.65124394301553,B,0
Mexico,F,Heterosexual,69,-76.54026094810881,-91.27426826405764,118.72498423558531,D,C,74.85968792548746,-8.12626932029336,A,B,-130.86939694626247,D,-8.568040697582116,-23.923604063661674,A,0
Germany,Male,Other,57,-55.437174566380534,-15.036217318896474,167.58105765206324,A,A,-93.17640014798624,33.721947378085176,B,E,43.63606346226209,B,40.15521418098084,-61.99421283334574,D,0
Brazil,Female,Other,46,-103.4744091933751,54.86117229733325,80.36248530815408,D,C,-124.69416136156927,62.42634878538013,E,D,178.02861370375376,C,93.91523641465481,-31.23875256322454,D,1
China,Other,Other,57,34.417795557474854,-85.97204384941791,155.55252140863388,A,B,142.3390681334534,-80.24586892510293,B,E,-29.378561513852013,A,32.06875546892234,-63.166758570270964,B,1
US,Male,Other,79,29.006982961097055,-199.70542454850911,-66.61913875284472,E,A,38.416607560775326,129.2694588795628,D,E,-112.3782913312742,E,-80.19477086795882,202.36550028072045,D,0
US,Non-binary,Homosexual,73,-54.466493789694745,50.67218266405186,-185.76959565891627,B,D,-117.09885189495523,-111.95882001706829,C,B,3.379491360907548,B,173.96796163731446,92.80024656921685,B,1
China,Female,Homosexual,68,19.532028106476336,77.70195117501234,-157.218419599651,D,D,-110.19551126548146,-65.78248309669299,A,A,-48.52268868294533,E,-12.80524842163134,-106.65208944848767,E,1
China,Male,Homosexual,35,47.046031509383496,-111.00532333987208,-166.4707576692111,E,E,-21.30135011070843,244.36121243109974,B,B,6.044622430655588,D,23.027480703048607,88.46523142717196,E,0
India,Female,Homosexual,54,62.25188146880747,-24.24621120567133,67.88762780153316,E,B,253.8281640345106,32.38222098870048,B,E,156.13963399472587,B,-165.00370380588444,-141.58721869101302,B,1
Mexico,F,Heterosexual,41,-92.39726717323485,-142.2200089499695,141.41839127993586,C,A,30.87879519892207,40.293078873715764,A,C,-5.4023132248285,C,139.88649061786265,-115.54767939446522,C,0
India,Non-binary,Heterosexual,61,81.55872118896393,12.597690456711295,-0.5355449605818391,B,B,4.107655763289177,-56.10469025834932,D,C,112.57971251348198,B,-159.0946373576333,-78.89427610411586,A,1
Mexico,Non-binary,Other,24,-76.58635000907444,86.0130470594462,116.3851603494113,E,D,55.90730858421047,-13.047293993121526,A,D,83.9195585092358,C,-112.85305077410852,-161.62479169254476,E,0
Mexico,M,Bisexual,64,-24.113467168577063,-103.0915555435968,197.49159376214098,E,B,-46.87995209091044,17.958621866676612,A,A,-99.70014173726248,E,23.068743535271448,-4.188740610659339,D,1
India,M,Homosexual,62,-97.20231829638689,13.058367101081018,-244.73305756923293,C,C,15.227073394940602,110.28311663857966,B,D,158.12115196810183,D,-13.514161833106202,26.22435781196569,A,0
India,Other,Other,52,5.436052128733919,-98.33490019232373,-72.26558518330435,D,E,98.96315289073006,-2.880256971450461,E,C,-101.33795457473454,E,-19.46437313126349,-58.03746197295403,D,0
Brazil,Other,Bisexual,49,-48.29015106898687,-215.22203962406516,-50.71906670938512,B,E,-90.5235062187011,-3.584784609620712,A,B,42.33140599486108,D,-147.1900763249953,-1.1349146572348783,C,1
Mexico,Female,Bisexual,36,-104.94135404851971,-16.733390229587187,-37.7025051417907,D,C,200.17254279529223,13.544403789981857,B,D,-10.321145216003446,A,-121.49760797340774,11.711543887774493,D,0
India,F,Other,76,99.98255694716346,-27.76137505084225,-49.42448936197907,E,C,-42.14507967443648,1.8725385720750887,C,A,65.96755757807948,E,41.50448442384847,73.3040832349194,C,1
UK,Male,Other,76,162.86764757524915,-38.15026057104335,-122.77594127030471,E,A,39.28331130168415,-104.92279841263625,D,A,61.31716401437131,E,69.41084361340504,-176.71079770261235,C,0
Germany,F,Bisexual,75,44.468552201001806,98.81077256464391,36.49274770175473,E,B,93.08982823849341,-29.23034466815863,B,B,-118.66329553758601,B,33.48630020892439,171.11043956321527,E,1
China,M,Bisexual,46,-34.93214312982993,-73.99795075639642,60.81304626957257,B,E,116.39464015581906,33.8636887501249,B,C,103.26626115031068,A,32.749187254746936,-107.61094214431273,E,1
Germany,M,Other,51,99.6399955839821,-166.62251503198033,137.08308490383462,E,A,81.61747965996592,104.83489096026288,B,D,22.119294183218596,C,-46.83374540151993,130.658290961157,D,1
India,F,Bisexual,32,-93.55823843006328,-49.724462262299184,-33.75861112807662,D,B,117.46901823358806,-156.37534197695808,B,E,122.150428096225,B,-13.476794661179401,76.35707807121526,C,1
US,Female,Homosexual,42,-55.8243437525318,-104.1535221033961,-81.38819911552984,C,D,51.02045284492509,73.91553527927385,C,B,-103.23512373346198,B,-36.13565664937957,-58.07559045630789,D,0
Germany,F,Bisexual,33,85.65861981932017,16.67250019519241,48.001917709377686,C,D,-62.01927897660365,30.770578643065672,A,C,24.007594287288605,C,51.50602354833445,196.4203633544856,A,1
India,F,Other,79,107.06258974892688,-39.91135030752402,-7.1586325222150675,E,A,127.85254292457905,4.682639099068191,E,C,87.83079637727923,A,-14.31271857220025,-15.236670166806327,E,0
Mexico,Male,Other,51,-212.28045590186792,-14.750505450823761,-5.86336778606609,B,C,-44.18600727619175,119.75794330974048,B,A,95.8557201778481,E,-37.038128027620274,-107.8813820830575,C,1
US,Non-binary,Other,60,77.05837043722383,-3.203678998552648,34.32123077469779,B,D,-19.498684744066537,55.300806466058894,B,E,-20.5098125697346,A,101.96116502878525,-96.06431604732481,B,1
Mexico,M,Homosexual,21,-13.944130790034354,105.65752389239178,-15.756471553374896,A,C,-5.630630558504459,104.41371312477426,C,B,14.417147320236436,A,-94.84685709427664,113.73052481857206,E,1
UK,F,Other,27,-100.35664011281587,-131.19961693277284,105.24620023504771,A,B,74.63263593530155,-116.36865110197758,B,D,-163.17741455851936,E,54.107281277461894,-90.71638955145332,E,1
Mexico,Female,Bisexual,60,-0.09885589480364611,-123.94972988198994,-42.162855658678374,A,D,27.235931339922253,-83.13800723881725,A,A,-21.45364604656303,C,37.42732685844092,107.27209062073288,B,0
Brazil,Female,Other,36,170.87957236277268,23.319777426467606,166.75989902084834,A,B,-69.62744741280595,-51.04612847422445,C,C,173.0375040725971,B,45.820260258499346,76.87413716986333,B,1
Other,Male,Heterosexual,60,80.71893017222159,-37.787910089477364,-59.33963597337936,B,D,46.03525561023432,-56.6581030626638,A,D,-76.07018699493176,B,150.16485606820348,112.64751307593501,D,1
China,F,Other,65,134.36758276488612,205.525833055781,144.25625041350156,B,C,-23.291433626147427,69.12823394582763,D,E,110.94007444449541,A,-36.349159566354615,42.245558032396886,B,0
Brazil,Female,Other,41,-46.86988410577484,-0.5657868948825939,154.36034434989347,B,A,62.69008659433235,192.17662984922498,B,C,78.62793311467843,E,-42.780348635060086,-41.147302778956465,E,1
US,Other,Other,78,-77.87050270610598,71.65280765552012,74.8215972040041,A,C,-52.040902654720774,14.55698581827286,C,E,-213.32829940955352,C,1.8182088836410437,-35.74819535508899,E,1
Brazil,Non-binary,Bisexual,79,120.42924346610108,-14.870786615613103,91.18942351919159,C,B,-115.78882479405024,-55.46798483183731,D,C,-12.45683863702859,E,-7.813252037737837,-152.98420261561577,E,1
US,M,Homosexual,22,-174.99535513360524,-23.204153681859808,91.71170657761711,A,C,9.05509389679158,-62.92994777616485,C,A,-91.1628224044072,A,4.217769311958965,53.93381623717001,C,1
Other,F,Homosexual,30,293.50032130631826,-179.2468335071779,-33.25128492673844,D,B,11.122344887371684,174.41045746428028,A,D,-31.002654245090135,D,188.12011701389312,-170.44764524803304,D,1
Other,Non-binary,Heterosexual,52,-106.39938006832219,-58.181041343240004,21.139982760801384,E,A,126.07090776532229,212.51128558674446,A,A,93.19763298672636,B,-147.38612739695722,88.36781667503155,C,1
UK,M,Bisexual,50,-10.762497018206677,-67.61706018111234,-36.94828584936111,A,E,87.40412986053194,-14.26247744970048,A,C,-81.63228923499094,B,140.02111013488047,-57.46481131405452,D,1
India,Female,Bisexual,70,-139.60492187599442,3.0273381309406195,-36.05985924183067,E,A,-92.74137323647378,108.00321313086967,D,E,-44.92083427073118,E,-58.45901842931167,-118.57367262280844,A,1
China,Non-binary,Heterosexual,55,22.015430809924837,-10.38541335632008,-140.7275867361546,B,C,65.66430052163568,32.59259409338326,D,B,3.7693782969778646,E,45.98600632928198,133.59497387916147,B,0
Germany,Other,Homosexual,51,52.185849988796704,-37.790552849253544,105.0338134485149,D,D,79.16774332540196,-9.817167095956911,E,D,36.4697809534592,E,46.082097789972245,-121.99346296806723,B,1
China,Male,Heterosexual,51,89.2970294139098,-15.050863984137445,79.84087054091773,E,E,-161.71228461882367,104.0916553674996,A,C,-25.55263150819411,B,45.67998325059747,23.89623400851648,D,0
US,M,Other,56,-76.28778087395479,-31.294189020615516,2.282928838669284,E,D,-12.104844307944067,153.96119705865257,B,B,-109.05860016326032,A,74.7660640715326,-77.4695608553483,A,0
Mexico,F,Bisexual,76,26.612233432822023,-327.54688807385065,79.69445038262657,D,A,-121.78807456215654,-53.25918472857355,E,B,6.63808633083783,B,-89.54573389636018,-120.36260119787255,E,1
Germany,F,Other,38,-61.00680208711389,-189.0223847455443,136.14905600722415,A,B,-13.538939733842687,-141.35385481048323,E,C,-168.13834777800676,C,-120.10867100869382,165.09294075937845,D,0
Other,F,Other,74,-43.48655293446687,171.58759773333162,37.45649448196674,B,C,-176.91961500608937,-22.43657397522954,D,A,79.89232862411785,B,-4.893882211524619,132.05658702487145,A,0
Other,Male,Heterosexual,78,-73.09448630531023,37.24222164066478,-75.83666965429245,B,B,-69.28901850782263,32.771714064063346,E,D,57.8364488941952,A,52.35718440226156,6.52841891218479,C,1
China,Other,Homosexual,52,-14.105872250637209,-107.9688200877015,149.93841306197743,A,B,-79.98324064618126,-20.708852060452017,A,C,128.1911504659481,D,118.32327129331483,84.05930977644289,C,0
Germany,Other,Other,57,49.271974950219104,-244.82959679983787,-11.994209086794022,D,D,200.68781350952548,12.624116700118234,B,E,-34.021700126500875,D,99.91777327794343,-17.59586976207643,E,1
Brazil,Non-binary,Homosexual,43,-40.37768849738268,8.847830640099714,-98.78894478873782,E,D,93.66151945350775,28.991379065639833,C,E,85.46199418834416,A,185.73886421258132,-38.911800633128564,A,1
Brazil,M,Homosexual,22,-49.550417497727864,48.712542729428506,-43.79953417917099,D,C,94.14724489789621,-101.59775649445552,D,B,-50.329424819034344,A,-40.51557874523612,-138.79056463854948,E,0
India,Female,Bisexual,79,-138.60888095923082,-4.684110799989709,0.442522541221018,C,E,29.962486816025706,-48.47684359290541,A,B,60.78779817207081,B,-116.11841450875234,-31.147499423833107,C,1
India,M,Bisexual,37,34.01086029618904,-32.373362498389646,131.45675333966136,C,B,-44.82853109147092,83.95018347821622,D,E,128.9447017674124,D,8.327718207431362,-71.79418156739737,A,1
India,Male,Homosexual,76,-161.98646751524763,-9.939368031277306,49.83162413015608,A,B,-94.89857808423045,-136.9394524889715,A,E,-158.05218299187578,B,-54.3100731916905,91.91587878577702,A,0
China,Female,Bisexual,34,-2.54263283646092,107.09197392862731,-17.384179012095345,D,D,77.84830624019102,-121.99331875380774,C,B,36.33426265435421,A,4.90457784606722,-53.61449514463696,E,0
UK,Female,Homosexual,61,28.401628769316446,91.92333975440837,-6.842374741405602,C,B,-45.348521969572005,34.20228236877587,B,A,109.35909323779487,B,-45.821403360294646,-74.8575416735369,E,1
India,F,Heterosexual,32,23.881368642000503,-41.81464943905705,99.04388539282566,B,C,73.15202886083523,88.00117205315979,C,C,-11.330886724847597,A,-125.66497859775264,-50.376405698299706,D,0
US,Female,Homosexual,30,-91.24928488236912,140.00163001954508,-72.49181663927818,A,C,132.89050837512204,43.22095323316303,C,B,-50.5457667737626,D,-18.80907706525578,180.2702676008538,B,0
US,Male,Other,23,-111.63570239764651,-58.497773745648786,-12.251818350457894,D,B,11.974283838858646,201.36000676376747,E,B,90.54222307460765,A,99.2307958832064,-115.05250523070265,C,1
India,Female,Homosexual,71,45.69045427154067,-31.697880277002845,24.23574255847071,C,E,33.56539674903057,224.96212313787063,E,E,-59.255045664302955,D,57.58052251890627,-29.03400572337616,E,1
Mexico,M,Homosexual,73,-213.70975739568604,30.790515598756805,-18.270005628779796,B,D,-39.45006721341488,-54.609194521983795,D,C,-55.940906250317155,A,-125.16393134632729,199.56072833951072,C,0
Mexico,M,Heterosexual,43,63.883615546118165,-178.02228721291578,-69.8792138565691,A,C,172.20864076505939,0.7150073441634748,D,B,-73.42293783268923,A,-34.25340721621472,210.0990224171185,E,1
Brazil,Male,Homosexual,27,94.85362542112912,23.999879285453904,-93.41261166299967,B,A,134.51694587562613,31.82693135593255,A,A,-39.94996600716919,E,124.55309157603294,116.40876451440137,D,0
Other,Female,Bisexual,53,-143.180287350338,46.045205688947135,84.90695224385524,A,D,-62.2495591588949,-148.5326838003811,B,E,20.16887842955759,B,-27.697539333464228,-37.39743491570667,D,1
Other,Female,Homosexual,36,49.88022171990136,59.42857850386309,-41.644989096735145,D,A,-151.26078682255323,55.583135064178265,C,A,172.79827122014854,B,-103.03091923555867,-44.1895635055664,B,1
China,Other,Heterosexual,71,-94.53374911636794,78.40597129966822,-133.46263431086126,D,C,20.577178716337396,-188.63936415710765,D,D,108.88189693727284,D,-88.10494810963971,54.04035413026516,E,0
Germany,Male,Other,61,44.63122954194982,97.61058649862754,-127.94017132458319,C,D,101.70481541146621,-21.25625407285477,D,C,-62.151284487934745,D,142.613050003956,-78.05780290057443,E,0
Mexico,Other,Heterosexual,53,-43.79295068559805,-8.524810512207017,-53.28365558775198,C,E,-38.654649639189564,148.17556727116198,B,D,-165.35009970637657,D,12.915162770471166,33.594351892362795,C,0
Germany,Female,Heterosexual,40,62.30515371333946,103.4842010212226,-9.064999724480556,E,B,-144.15756992761513,66.59358881521263,E,B,47.19314015485757,E,-8.693096502283778,-192.87153440651937,D,0
UK,M,Heterosexual,27,-83.66282165257863,-18.39745968359757,1.6141147649625185,D,A,-44.58336384020603,12.526440073543457,E,B,-80.01376486241412,A,-23.178645494200026,11.189557758879344,B,0
Brazil,Non-binary,Homosexual,42,214.07188710988422,-1.0953174471950218,102.87611104568177,C,D,-15.765416652432418,10.442669784829622,A,E,55.953665622494555,E,-34.16400632910355,-51.375482734042066,A,1
US,Male,Heterosexual,18,-72.04104546845923,138.51354907556265,41.94847140214836,E,A,-42.47920055981867,-8.941765695557477,C,D,-223.4144390238274,E,-31.86625890011886,-61.955555815242256,B,0
Other,F,Bisexual,26,-111.99158743222202,-97.01587869015651,-63.516031738117185,E,E,-130.1119977388632,113.27826946971233,A,C,-30.752803454951316,D,42.70915846271277,116.175397471924,E,1
US,Other,Heterosexual,69,2.015268613241948,-53.550430175203736,-91.2791625495418,D,B,29.56395394246622,-0.9705664727935317,D,D,74.13065316975484,A,124.42826303822783,-149.76383657713598,B,1
US,M,Heterosexual,54,78.59640817412503,-10.765165756244345,-31.986740033037712,C,E,-66.39389104788707,-100.07278918838512,D,A,-99.34431503868683,E,17.604014107546657,-40.24461076245577,E,0
Mexico,M,Bisexual,63,-49.55286268254767,-144.29103741746724,-176.13119432403602,B,E,51.13880064075191,-103.68572194971586,A,E,-68.64461757407368,A,-49.07181823909911,-29.30411626312757,C,1
UK,Non-binary,Homosexual,62,-100.62723578626529,-126.76075010316279,131.29666591127423,A,C,-9.296206042181606,32.364496167299386,B,E,92.30298243734642,D,169.88619662469458,197.22431143082972,D,1
Germany,F,Heterosexual,53,45.489127817756255,-213.40660801400642,81.94610426741852,A,A,22.43217963555045,41.40954817867356,B,D,-132.74923112564122,E,89.11428833978705,65.30254257987681,E,1
China,Non-binary,Other,47,-50.69919379286909,-105.23796486017005,14.178662845555607,E,C,40.57120245219009,-68.06284032414493,D,E,5.002530066051198,E,99.55826936013688,-30.110769060024023,D,1
UK,M,Homosexual,34,-123.59713134555803,12.46929874991631,67.7860414956787,D,E,-27.334242179562878,65.40749961710465,D,E,73.06119007910713,B,-95.38925363490942,147.73631001983745,B,1
Brazil,Non-binary,Heterosexual,38,20.262431186016286,-29.14381183206795,-130.77645114855952,C,C,102.017777636052,86.46802806478824,C,C,135.56836884409807,D,27.2659487736841,-47.38548395635008,D,1
China,F,Heterosexual,67,-41.421238739892175,-20.71063997118475,6.244789151399756,D,D,82.10048747281866,-48.579160738928415,E,C,-59.95847655044183,A,-36.898265712669115,46.807348410655756,E,0
Brazil,M,Heterosexual,75,29.255977341346647,30.64241213912522,-171.13250182668418,C,D,80.29874315051671,34.933879846016005,A,D,8.03089590375842,E,-30.069373891883966,-81.85276723035219,A,0
China,Other,Other,34,26.245317074472847,-4.378757554019091,52.30511734106448,D,C,-212.4206860273759,21.37706518951836,C,C,-134.5188559048703,C,-29.76384037602971,19.922466518098002,E,0
India,Male,Heterosexual,36,180.13045291789956,-68.69395343789276,72.62773807725497,B,A,107.18049581551725,-143.93861252816896,E,D,189.11089579685333,B,-48.26724494329495,78.71835215133825,B,1
Brazil,Other,Bisexual,68,125.30956985660357,16.02343370121182,-4.8936810375378474,A,A,124.51327931556462,-204.9605375441268,B,B,-39.787770442562106,C,-61.725513279750324,114.99910784159853,A,0
Germany,M,Homosexual,54,7.633259005316244,213.10535420420197,288.3863826874454,A,C,-121.11206564700672,71.75478534019393,C,A,-70.97595286590972,B,145.15521846561444,-60.85412335953468,B,0
Other,Male,Heterosexual,30,-92.3362392097016,-80.99018294012222,-36.89530457607157,E,C,-300.0163800555664,32.304285922969164,A,B,165.10742228854255,A,2.5187371123519755,-7.85516198426674,D,0
China,Female,Other,53,-168.76957291328074,-17.261610158088146,-25.480588320669757,E,D,-46.21344024021839,6.097114358600229,E,A,89.53725809630004,B,-88.2058606298312,103.53276579511001,A,1
Brazil,Male,Other,51,-204.34963253973874,116.2539311112187,-229.5959831434718,A,C,-24.10594109175794,-17.65598009655152,C,C,-228.7365441513199,E,47.29355699267019,-27.689453736005166,B,1
Germany,Female,Homosexual,35,-143.66376926992697,-150.13697081353834,-25.996539368834455,C,A,94.27388706819626,-81.46381539436702,C,C,83.69282182828643,C,-152.36516202144367,-47.16117254003585,E,1
Brazil,M,Other,25,-14.668872186662618,-35.69867146608408,-96.00116153327424,B,B,20.57713149517608,-30.53711732819157,A,B,-214.8209792584921,B,-62.592356381251,-33.52947772685814,A,0
Germany,Non-binary,Other,77,71.39996084888683,51.26096175894084,4.111017581068133,B,A,22.827233933113398,-70.57301888473368,A,B,-59.712072691662534,C,36.78400367318414,-54.86370177804674,C,1
China,M,Homosexual,59,62.05670057908779,36.902077303553085,27.233615788450045,A,C,-33.4213839666197,50.59843906391844,B,E,17.124459171669475,D,-87.83552096962816,61.2456821360819,D,1
Germany,M,Other,32,-3.25316612875299,-62.10858092957131,-200.55944162846347,E,B,-23.225974726573536,117.89893722002188,D,A,127.87607725725982,C,113.1425376365755,68.02336679045212,C,0
Mexico,Other,Heterosexual,67,30.807731623912126,53.88587357212514,55.037068832728465,E,E,194.80685337832062,-115.75036006390704,D,E,-117.1177011344718,E,-89.28734455248052,95.94943852282579,B,0
Mexico,Other,Homosexual,76,-84.05899697928186,-157.27320929923567,140.98751415490557,E,A,-22.80381949977644,-34.78673261980977,D,B,22.081008321496697,D,60.33875256552973,121.76884813331357,B,1
Other,Female,Heterosexual,19,-11.524865009303774,-164.8323107159336,65.49467323741223,E,D,198.11277746439637,148.47229981562577,B,B,10.621256644193329,E,-13.355335747559776,251.32161316229377,D,0
India,M,Bisexual,66,55.58906481868403,-66.30869153234289,-100.02251214793966,D,A,-61.59110312668494,68.4364982088584,B,B,-31.867880919758473,A,-100.30642119458051,-47.62500650147416,B,1
Mexico,F,Other,23,-194.6772863314084,-134.0690975484336,131.591054990909,E,A,-39.559348097039894,14.991821682911215,E,D,224.42649891848933,C,15.572618954862799,19.137756570888172,B,1
UK,F,Homosexual,67,30.263133890001715,-192.92751948123833,53.175287583384275,A,D,29.837659638133378,67.48713123666371,D,A,49.25245141563472,D,-106.62679612466088,-151.0132483924727,C,0
US,Non-binary,Bisexual,28,143.52512425028138,16.711991495949437,-80.28743931641088,B,B,31.964317117589964,-13.764311582756484,A,E,-167.38322130694633,C,-59.020282507867094,80.88330715589585,D,0
UK,Other,Other,61,10.784605509994103,51.65605868839794,-137.20014597449855,E,D,-97.31562603948203,74.70077722738635,D,C,38.675867261001116,A,14.899454584818805,106.82433229604642,B,0
