civil_status,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Single,Other,A,-223.48744244556872,-67.11987615925865,D,-8.105786805222907,-52.44734949371005,1
Single,African American,C,-41.65835016416343,161.74962023654302,C,12.189786917426604,104.20569908866923,1
Divorced,Asian,D,116.80928276226345,35.85201783866996,D,-54.173854779781216,83.92162998375797,0
Divorced,Asian,A,-9.85887446708779,25.33960415165339,B,-208.6777938778836,24.843106179664424,1
Married,Asian,C,55.975864296249966,42.52433138796893,A,-40.94386827612303,152.66304580344402,0
Divorced,African American,D,-6.6957731721194875,-162.82718267541824,B,-209.96183011790768,82.41239150812882,1
Widowed,Black,B,-18.9799894275766,-103.40728010651591,B,-30.30280332787621,-93.66656087236373,1
Single,Asian,D,76.4972208169074,75.10333369930235,B,98.03213583602152,-61.702299269710146,1
Married,Hispanic,B,54.00613102965733,252.28186772937048,C,113.67150379413343,-123.56296677350129,1
Divorced,Hispanic,E,-103.3605861671853,48.72564580958469,D,-88.95893420395802,42.77104713158037,0
Single,Other,D,-79.63944309575479,-80.62656123453255,D,-132.3654465995515,-30.41630274690793,1
Single,White,B,-171.71713598556926,-89.84331830321902,E,-3.272021613191365,-58.58404848901919,0
Single,Other,E,42.04645420254171,8.065025025534565,A,9.809335727194016,-14.455633202791146,0
Married,African American,E,-88.42329983649097,2.503981509672234,D,-144.09650168401367,-23.999791089284855,0
Married,Other,D,56.592055187309676,-53.18811182764953,B,254.06749365649998,33.450339704214514,0
Divorced,Asian,D,79.33314927966197,-107.99445720597886,C,-11.46981653936715,216.39841786085788,1
Single,Asian,D,10.035739376810122,82.94470821952086,D,-130.0481488374534,-156.33055055788543,0
Married,White,A,-100.75905584442913,-126.55236573676001,C,-34.934176130006506,-6.908647490462807,0
Widowed,African American,B,76.3786195036763,-47.54553894334762,B,142.62664784262387,42.57411856081579,1
Widowed,Hispanic,A,25.25895024998445,189.2106730359217,E,-5.506670016579139,-18.71517727865381,1
Married,White,C,78.24552565383344,117.65889658787894,B,105.45020257579371,27.319756236861934,1
Single,White,C,221.30042767239445,-60.79833526495697,D,13.327989936102567,-26.037713833327164,1
Widowed,Hispanic,B,78.96909279432172,83.48235881782924,E,42.641193402978914,80.75542613318628,1
Single,Asian,A,-74.88383546865765,-161.9391584410285,A,162.99547914757363,-7.636409190192826,0
Divorced,African American,C,-58.58933625976144,16.782531559306594,B,-102.47593290879406,97.42019328975302,0
Married,Black,A,-139.34957366502576,-130.24380637524942,D,137.17498885143792,-104.92928986195957,1
Married,White,A,-30.54476207489312,-54.09117286097064,D,-38.211643580696645,94.15091462570821,1
Widowed,Black,E,35.13142181250341,210.54959398325667,D,40.140788077687446,295.56248518368375,1
Married,African American,E,151.3100832806682,-104.0503759660786,B,-115.62550977497763,-45.027311577105436,0
Divorced,Asian,B,-126.1237780957292,-28.620369070810124,A,-74.29632711823096,-22.971793303805413,1
Divorced,Other,B,66.01607309625581,26.910418252145305,D,25.618373707263036,-74.69018305616082,1
Widowed,African American,B,180.3936362024608,-80.50928843959638,D,-37.32917913882065,75.35932890907989,1
Divorced,White,C,-48.40328748417833,137.42659477413108,B,36.61747758347909,7.94371491568396,0
Divorced,Asian,E,2.9806892731640415,-187.48029886788328,A,-65.10976329892301,27.380461985137217,1
Married,Asian,E,-47.66633105764836,-41.50858410311535,B,110.85465486875232,270.36299621247906,1
Single,Black,C,69.97566857680802,16.97833578810161,B,-33.60698194331638,-5.3456499721687685,1
Single,White,C,162.6616931484693,66.70462685213627,E,-119.73995327273568,14.30592001429852,1
Married,Asian,E,108.7849470997478,21.909036048658905,C,161.62960688443468,-125.01990040983704,1
Divorced,Black,A,-221.6692042887248,-30.330657041813584,B,-15.923056993532118,-167.94829707916267,0
Widowed,Other,C,90.86453434526936,-120.43766906987202,E,-156.91723786976294,104.53312215156978,0
Single,White,C,30.966403334252,-51.32865020217492,A,130.41665693774218,114.03715232235652,1
Single,White,B,92.76634879322879,-118.15088444197772,C,-127.8912046656049,74.63338529127391,1
Widowed,Black,C,-27.86639545243082,122.73785985555313,D,-50.91469687230813,-22.84607857604676,0
Divorced,African American,D,-159.2159262849801,88.99687195535523,D,-152.1276714642188,54.88469840916649,1
Married,Black,E,125.35488146570843,86.73417047083133,B,-231.38177558534517,90.03130111335106,0
Married,Black,B,80.64577678263039,43.51591026674263,D,-83.8652260584585,63.42812476716452,1
Widowed,Hispanic,B,-175.8898135283127,-191.51341526585307,B,24.71029550591169,123.7811502569322,0
Widowed,Hispanic,E,-104.6050949693428,-37.824604945978336,B,25.362862003114806,-7.352626719826237,1
Widowed,White,A,-35.803166176810386,-19.31073665509297,E,121.91686258080256,57.13134827737056,1
Single,Hispanic,D,-59.15782615269922,82.48949621143278,C,-42.38472864527516,54.175848100177944,1
Divorced,Hispanic,A,-118.8232747845251,-17.10676643007269,A,180.44984566930364,48.477980853711365,1
Divorced,White,E,-91.12808734043631,69.26153335008523,C,-91.80882915118322,-102.34217073843426,0
Widowed,Black,C,40.986303716853364,50.123100210972524,D,32.4063501972555,-239.97823986603152,1
Divorced,White,E,10.442138009522655,-139.18813337593295,E,116.32522793875144,102.24326262423284,0
Widowed,Hispanic,A,93.77994332455309,37.534148220455165,B,-53.28106627859379,-228.31049870081753,1
Single,Asian,A,-76.23017980693044,-121.28181574502734,A,5.937954365476215,-127.90236830252498,0
Divorced,White,E,41.975967620571424,-29.528532195958736,B,-51.405907372346384,117.00129640051387,0
Divorced,African American,B,-15.27960339462977,-54.79232399472945,D,20.948250214594815,-37.92449910796303,0
Single,White,D,-72.88294345446486,-49.18692108494658,B,21.903621949098273,67.86628276743738,1
Single,Other,A,5.2297084436439425,19.0015730872372,C,1.2867055143727868,-33.03478179573235,0
Widowed,Other,A,16.630867513547372,-99.71326588062269,E,60.52689197470536,-52.966069012227635,0
Single,Other,C,129.89011895641153,72.7253049155029,B,0.707841125848198,-11.671094230128515,0
Married,Asian,A,152.02371809679184,-94.41502728076492,A,-6.697535703650706,-176.0647695696218,1
Married,White,C,101.51541747279755,-131.90551929164258,C,85.36785471345041,98.66201691207846,1
Divorced,Black,E,52.78323414455141,-57.236419499472305,E,21.33303316179326,-1.0385933100307199,0
Divorced,White,C,159.18841394843864,159.6847062315574,A,-56.99308325049921,165.18441455233628,0
Widowed,Black,D,-80.46873654150953,77.65892824649126,B,56.71425877006102,-6.913040733797142,1
Single,Hispanic,D,-33.70895258905207,26.526029756605745,B,81.68509119615229,86.35560447053773,0
Single,White,D,63.28373679936949,-40.75252563140647,B,-89.86912098019121,215.66934815874612,0
Married,Asian,C,-170.80581206314994,82.91397896637407,C,0.8071636622487612,72.97492855258577,1
Divorced,Hispanic,D,-35.300208379488645,96.69284075961833,A,72.82559053456349,99.22189581496197,0
Married,White,A,-90.13918024809162,102.66114271451718,C,-109.18875931996806,-2.824789363221341,0
Married,White,D,51.730924764987904,106.79855340150068,A,119.74302464668185,56.64307832943801,1
Single,Asian,C,5.994645358570313,86.61357890018076,E,-21.96152021652312,-36.18314058498711,0
Divorced,White,C,65.7773601619064,69.81539345181311,D,33.72509311574717,50.82091216246898,1
Single,African American,E,15.435561218555227,123.92992940741725,C,-300.1245062909857,-130.57557665005814,1
Married,Other,A,-94.90542929406007,36.79223624006857,C,121.37831028974875,-60.273966373848765,0
Married,White,A,-39.89633444941096,-162.32343905730693,A,-113.2738031368886,-43.371843422553155,0
Widowed,Hispanic,E,-28.076261155519084,-51.65628923806903,B,20.699304656392705,68.47680967529215,0
Widowed,White,B,29.96892930810503,46.88752650168589,E,-200.92741862199563,63.06154837230849,0
Married,Hispanic,A,25.16204813490248,-116.20318651010153,C,-71.79137652754322,-115.13572842116486,0
Married,White,C,34.90595404187449,-189.08090718535638,C,179.70690844914174,88.98400420302546,0
Widowed,Other,E,155.80062162210493,-50.95949421841802,E,46.34443107104164,30.646038563624998,0
Married,Other,A,58.250366430083055,-55.02137518716492,C,-67.65642298996502,-83.75998347105107,0
Divorced,Other,C,-90.9444650396758,53.10914387982311,D,-89.2274406363859,53.098839704021806,0
Single,Other,C,123.67367930417612,7.536470394956647,B,137.9328300107925,45.51966952825842,0
Divorced,African American,E,-116.92334975830634,137.5394407809861,B,-20.712507359332164,-60.34925719255152,0
Married,African American,A,-162.2349550072263,119.4408816721612,E,-15.125690982435675,10.760914977422928,1
Widowed,African American,B,6.981077765028733,-70.21462665807016,D,15.74382025624227,-94.65858939494129,1
Divorced,African American,C,119.2433463822557,-4.766725605465245,C,-25.266727899181934,-88.72099595327651,1
Divorced,White,B,138.19837495733856,106.2790916378455,A,-94.17313939598918,56.982679832778416,0
Married,Asian,D,89.1963026091405,1.5478814472847324,E,-52.86513757182417,-33.72612238096581,0
Divorced,Hispanic,D,175.74806353335907,-101.74538029576514,C,-144.81039899943497,59.847459400781055,1
Married,Other,A,13.716104247179118,-165.4145156085751,C,31.992652007452545,-91.07917891866066,1
Married,White,E,-131.38948045276373,29.15052893521757,B,-26.700333624842994,93.46197360157552,0
Divorced,Black,D,115.4101830745974,-5.03945846075438,E,-209.00148706832618,85.85166925191994,0
Married,African American,C,-49.02416210669155,-44.338617535371036,A,2.6605669601217414,-59.59429553755948,0
Single,Asian,A,17.22241629479269,-107.6468980901894,D,66.37573586991063,-61.23896156192785,1
Married,Hispanic,D,-15.304096748568258,-31.86626746025779,D,-14.683447610270198,96.82650987870089,1
Single,Asian,C,-164.75186956370845,119.158524217099,A,124.87448371119388,-55.08443819183597,0
Married,Hispanic,D,8.480157955714573,119.32529910799974,C,-10.336244928482234,44.947995000243246,1
Divorced,White,C,197.86182403087383,-88.20537422793056,D,-19.220057442751166,-47.808214813047535,0
Divorced,Other,C,-120.77186460555703,161.36739536046653,D,0.5856881606762855,-115.40042649669391,1
Single,White,E,129.89169893295644,141.80045681677726,D,-46.10956645372855,29.565626706802327,0
Single,White,E,38.730121195098185,-41.53328824980836,A,120.23000999622123,-58.20845837420735,0
Married,White,E,-45.954567378479524,-49.546572237112734,A,-63.896151010861104,-132.18993377476264,0
Married,Black,D,-59.66779309539214,-58.271980707200214,D,-228.95021448072538,21.622010149956964,1
Single,Black,D,-162.88982506948116,-40.00563602342947,B,179.3667229953788,55.37656124247214,1
Single,Other,B,8.222328914595035,-238.90104523346957,A,10.817578090135878,-48.09350864234538,0
Widowed,African American,C,15.959155999519256,216.13558938003715,C,-30.68005223220829,-11.45873365166502,0
Married,Other,E,225.11250858013193,-19.19693567369462,A,20.887255466817084,-65.25386714857292,1
Single,Hispanic,D,-68.0999809325033,-43.03009827235246,B,-114.56027912210791,44.880692404350796,0
Widowed,African American,B,-66.81420517182721,71.12307621695005,C,-156.88792287292276,37.27286193937359,0
Divorced,African American,C,41.46243640704647,317.9403441527471,E,86.19118309371163,52.35758727297588,0
Widowed,Other,E,-27.69806698413736,44.96060977131684,D,-44.71024903705998,211.58439047244917,1
Divorced,Hispanic,B,-57.84359348251205,-187.66959227920367,A,109.10236974351636,-47.6334479592597,1
Widowed,Black,A,-182.97009548085288,-23.36079606568547,E,77.65452586722839,-190.60068630185825,0
Married,Asian,E,-135.94206365624066,72.8714744861818,E,-98.0767609373577,0.05224957881377884,0
Married,Other,E,-15.661050335357332,-69.98591717938537,A,149.9283552392723,28.3316647918702,1
Divorced,Asian,C,-41.014684303590606,27.834214919530194,D,25.71078491960581,-23.580606612354316,0
Married,Other,C,39.63674579210027,-121.76539027273779,B,-131.73018118367452,-79.65144182393698,1
Divorced,African American,C,-68.02497641305632,-173.55882157583576,D,30.912681700732104,47.28040827345721,1
Divorced,Hispanic,A,30.56961441815628,-233.37349928739576,A,-72.60473899311522,-183.37555232531238,1
Single,African American,C,-50.89395643964295,43.13630657961431,C,-116.76897001253488,-108.67271781449838,0
Single,Other,B,34.07197724431328,79.66806491908594,A,27.74942629191164,13.906665093955898,1
Single,White,D,164.14472130750985,50.17703596037949,B,-119.57282971465672,174.9247804563628,1
Married,Hispanic,C,47.32159695570956,-56.911449758811436,B,166.04008037103355,110.82784248929347,0
Divorced,Other,B,112.98810912957681,50.09477176246555,C,-52.18410719125855,46.09097089917732,1
Widowed,Black,A,23.397573366769354,-13.629132584047918,A,106.83697514010994,59.506424818958,1
Divorced,Asian,E,-4.698708392342416,-110.65136849304558,C,-27.164396553423092,199.13601680158902,1
Single,African American,B,-32.382957158513356,-120.60915928511588,E,20.505268127691643,-44.907718573902734,1
Widowed,African American,A,18.837971668306313,-43.78150159590633,C,-13.238663161574785,-135.37139035166524,0
Single,African American,B,-2.377887962255802,-88.20010706085404,D,74.13038627124475,76.15138467770758,0
Single,White,E,13.055609842146279,151.47930874935165,E,7.787746631756844,-10.25093031617258,1
Widowed,Other,A,23.083679477431613,-73.93846167757701,A,32.70211905962294,105.71971777449876,0
Divorced,Hispanic,E,2.1400823573408276,194.34762855369664,D,-3.399686512417357,-118.07950959749958,0
Divorced,White,A,-86.74304202626558,-136.35026698386005,E,214.4996237693935,-172.6986376769812,0
Single,White,B,106.81749004853616,-189.61357347414827,B,-99.34286215841645,27.15622583211784,0
Married,White,B,-2.0406816915825896,182.4730985048795,B,13.468226742298928,-86.19417359290787,0
Single,Hispanic,B,-87.32814616383247,-25.421590432190555,A,54.42859040860287,-4.591332744188352,1
Married,Hispanic,A,53.340219433339634,69.59966877031766,A,-17.22297148681741,-165.30934517713928,1
Divorced,Hispanic,C,50.0897568526407,-69.08776065751687,D,-9.37572443485909,-54.32311031134428,0
Single,African American,B,-105.14608285398161,14.988311035748,C,55.04323860542719,36.00881635120245,0
Divorced,African American,C,88.12299383158417,-28.44176267844844,C,59.77367821365114,-19.82906435307061,1
Widowed,Other,D,88.73836842779652,173.3713110208729,A,105.06098081538666,-94.12752933919234,0
Widowed,Other,E,-176.85027263634294,-193.71905325381832,C,25.348150136182383,-389.80310576392026,1
Married,Hispanic,A,-2.1705961780224996,6.457786394304208,B,-3.6823714674074006,-64.55248442010476,0
Widowed,African American,C,108.4320525115958,47.584972580147564,A,2.6553527739921723,23.983978337631648,0
Widowed,White,B,3.5429778828833793,-7.88264654838505,E,51.4804834289608,-54.46764188192796,1
Widowed,Black,C,-140.33207718915773,75.40927914170268,D,25.52262741531477,273.9578812089566,1
Widowed,White,C,-25.158819210809867,-16.184552194680997,B,107.85158210767835,-43.31467593913605,1
Widowed,White,E,-75.4980261849782,-79.70939389508084,B,-60.9964785152167,27.50716328292404,0
Married,Asian,A,-140.11932091542343,-60.293048942350744,A,50.38046157441053,85.5850697770972,0
Divorced,Other,C,156.5023735121086,70.16056684955856,D,117.9089547150968,95.93913086554416,0
Married,Hispanic,C,-210.69535189024356,-30.07518576032537,C,18.59937429270902,-79.73207450050501,1
Single,Hispanic,C,9.828202950968938,-179.9322398200466,D,-161.8282365913597,-39.87481676140276,1
Married,Asian,A,-24.95440703465417,6.903849886196143,A,30.496281447505357,138.16014084126948,1
Single,Hispanic,B,13.08598262756837,115.42402508630813,A,12.65145455338381,-96.82046376985537,1
Divorced,African American,D,188.06016030007964,11.10337052187496,A,63.54128571568211,-68.38700715601345,0
Divorced,Asian,C,-149.37083916812765,-88.13688438199418,C,-221.91666484641505,-29.529378067065874,0
Married,Hispanic,C,-35.70437498390441,-129.77679886334823,C,-61.40705771954978,-110.40488404786035,0
Single,African American,C,8.158442803306176,24.137090600049387,C,77.16089609837124,-167.4285849994689,1
Divorced,Asian,E,-144.72344703163594,-71.88123164346096,B,-50.904924101183866,14.35495201643166,1
Widowed,Other,A,-145.81843038716912,-18.28166620617808,D,180.31037471464956,-15.610454501204899,1
Married,Black,D,19.576393505910676,-29.223570003962596,E,58.47811664375438,204.6994782963895,1
Single,Black,A,-65.3314909783045,-114.02849031292266,D,-133.49307250849438,54.0913453217033,1
Divorced,Other,C,-93.1949515528411,189.83132481097306,E,54.02993545627446,83.65888528207913,0
Married,Black,D,-99.13127619797982,-27.248494065460555,C,56.10496882746203,-99.88970974083027,0
Widowed,Hispanic,E,-168.63650456778288,-137.94675479726453,B,11.499854644006982,-52.53691289747553,1
Single,Hispanic,E,-17.358112596345265,103.14192859964524,D,-29.61557411439189,-131.77744291987995,1
Married,Other,B,155.09676119822873,-76.87659696365372,C,104.42984866403262,-208.08173498035654,0
Divorced,Hispanic,D,62.20215474866343,95.60625396901706,C,-13.897705094534743,-114.43087817276268,1
Divorced,Black,A,-31.983644936492894,36.43804840104763,A,160.05562713476854,-198.4764399411353,0
Single,Black,D,37.05803751100918,81.56279963487395,A,63.95048719940253,105.22982593369639,0
Married,Hispanic,D,33.307045115685575,-161.76790678968962,B,136.34369547914363,9.927882219634883,1
Married,Other,A,82.19400076622541,187.09593993037993,D,141.15303647538406,126.55235023081785,1
Widowed,Other,B,-5.324504411555774,-146.21254008144402,D,-146.3149184851644,-60.42863765965068,0
Divorced,Black,B,122.67019034589863,141.08319184177194,B,-19.094225081562854,-158.38855267732265,0
Divorced,African American,A,128.52270748615035,84.878182644946,D,43.0279585277669,93.84965529674524,1
Divorced,Black,D,71.8937688381336,154.69546023260975,C,-91.14466019206998,-13.919042864425135,0
Single,African American,C,-99.8854045191512,-9.845031520848869,B,-15.024061668184391,-41.80832975573294,1
Single,Asian,C,-7.132124830182828,50.87593525793397,D,57.927457282105706,13.816329709849084,1
Divorced,White,B,-8.978611897642557,-65.19012389866985,E,14.383908817114277,132.39239130328096,1
Widowed,Black,A,55.023106164685274,-64.26643100210981,A,29.3275522205499,15.182385209365211,0
Married,Asian,A,91.26539800681921,-15.829352214436879,D,32.07640693175902,-109.01931253833932,0
Married,White,B,-68.91486882894736,118.94884493227988,B,-212.92795895290735,103.11162245139232,0
Single,Asian,B,16.77948791570172,-66.83399494397206,D,204.7600416636903,-14.864320043632024,1
Widowed,Asian,A,39.28412918249513,-13.707423861814942,D,36.88083569052486,-88.8549682410015,1
Married,Asian,C,26.870578702288743,-63.363664136526275,A,45.078253016757394,146.77336518561083,0
Married,African American,C,-84.96354765061585,-20.44406959165998,B,66.6393716052788,63.836113626180634,1
Divorced,Black,C,-134.05599959065196,103.7059348246518,E,-8.696891907053795,104.55312727798263,0
Single,African American,B,-165.64363735606395,94.35327644998529,B,-56.861526123611824,11.276205280195391,0
Widowed,Asian,B,21.891070318758228,-103.60305941045824,A,81.95782730200911,-126.39653383984366,1
Widowed,Hispanic,D,40.382378072286144,-30.235987925614833,E,85.39871743184403,39.39695802871683,0
Widowed,Hispanic,D,-0.9222875232184834,-168.88195065169327,E,-63.0042560408738,-33.975057487730574,0
Widowed,Other,A,50.531527119062794,32.02009985582578,C,-3.0542629125546332,-30.642262862210657,1
Widowed,White,C,143.7434632585158,-21.766460700927134,B,60.09114142912422,-52.98172755039495,0
Married,Hispanic,D,-118.38143813276774,-9.59704879722295,B,116.68135251888792,162.68277181107035,1
Married,Asian,B,66.09529799242651,-49.27924933862955,E,10.969174326041273,-5.849912850168767,1
Married,Other,E,-84.24155364250119,-81.86116004621222,D,52.94117154094937,-116.66080812249785,1
Divorced,Hispanic,D,-109.6921846641105,11.368684074451911,B,86.63438844607597,-212.0914648181748,1
Married,Hispanic,D,40.33009787670964,-135.82721476699626,B,38.95754327908197,-41.29263397292204,1
Married,Hispanic,D,-108.06751412117437,29.065354615689277,D,0.9813352730833524,-101.63434397751021,1
Divorced,White,B,57.41345228399838,35.23707813608415,D,-116.67636825112655,20.15468736100317,1
Married,Black,A,61.39012870569336,-32.843013491797805,B,5.315495994047546,-44.07432391665375,1
Divorced,Hispanic,B,155.78856590173433,37.68810778672297,B,8.245177444725863,-42.17126887425549,1
Divorced,African American,B,37.40198606440844,233.01487027821997,B,93.58687148520397,-263.0683402729758,1
Divorced,White,E,182.91428930140523,-179.3307817507088,A,34.35380445669123,-96.57390179014297,0
Divorced,Asian,B,-92.77893972376012,-13.740039614233494,D,-145.1430507482147,-56.74489656476014,1
Single,White,B,16.646006411704903,-94.66448763765203,B,-8.601551637004471,20.498191966263406,0
Divorced,Black,C,-31.32702964311954,-72.37002332641025,C,-182.66768525055855,214.68200337157467,0
Divorced,Black,D,75.58448418192867,-78.1913950623408,B,-13.153447093767312,-18.701966996216917,0
Divorced,African American,A,-115.00577469391916,116.43673804779966,A,-25.736767082398345,58.3211641820625,1
Single,African American,D,-81.35905863476982,-125.69208738037365,E,-12.732173073966926,-118.0466452122624,1
Single,Black,B,-16.463967045832888,-190.4759035665387,D,-90.19335651863557,-117.17866114338158,0
Single,Hispanic,A,-121.64838645205258,48.07765165556106,E,107.99375372581024,-73.12385125403563,1
Married,Black,E,54.11869103835921,149.00049296482342,B,177.99221107653418,61.679862696664415,0
Divorced,Other,A,-33.8116631968138,-18.576753751921,A,99.7566234597913,-26.825436699286225,0
Divorced,African American,B,-110.01849301843043,-51.9146697648156,E,80.8939829053915,-8.490363492398252,1
Widowed,African American,E,19.180620272515466,-329.7552412579854,E,46.582079798760994,-18.134545509439448,0
Married,Black,C,-78.76048465430638,117.86274156812797,A,-5.497644097912238,-24.55963518070846,0
Married,White,A,20.52310168845676,-114.46787854540467,B,33.91699808695609,-115.4603360307167,0
Single,Asian,C,119.48377764741451,-142.26731046073778,A,20.983757708581177,62.63233275863992,0
Single,African American,E,-4.6834118582660285,45.34708671479393,E,-38.15001844365717,-54.84741126188416,0
Divorced,Hispanic,C,-107.11295563991847,-14.761600694299926,C,178.27648428333717,-160.99862826979967,1
Married,Black,C,178.62972500284945,145.87441141640844,D,23.962581640506695,140.34059779630195,1
Divorced,Asian,A,-157.46310760716776,-56.60696967386548,D,124.34759341927221,-14.425970496844526,1
Widowed,Asian,C,-108.29053480502147,19.67447866609745,E,80.58865590874971,5.73750403510697,0
Divorced,Asian,E,-121.24046381132496,-167.35510687698587,C,-174.10817159899477,-26.384352625243217,1
Married,Hispanic,B,-153.43429357670212,122.8594923929759,C,71.43445261546758,21.443188394137596,1
Divorced,White,A,153.66890285539446,118.73303675334654,A,113.85011705460954,-25.186755600831468,1
Married,Hispanic,B,164.78962509796577,-8.723122489826284,B,1.727085110752075,152.8658883876221,0
Widowed,Black,E,62.436559843165384,-139.170617945945,A,-51.07652730315198,-124.38772775867812,1
Single,Asian,E,44.12973001513101,-86.86258191770756,B,-103.62396234628378,77.96066384071433,1
Widowed,Hispanic,C,-40.16274213489692,13.22024860309146,C,75.93140995122855,-88.73334768491094,1
Single,Other,D,-286.7985018523928,118.68773962953412,D,163.07376685712813,-0.400445483549341,0
Divorced,Hispanic,A,50.88374969883481,-71.55458008549066,B,146.42153449626804,-114.13047506394898,0
Widowed,Hispanic,E,169.14961783825999,-44.24022653764925,B,-120.28899655220557,-10.76627792268946,0
Married,White,E,169.2814199545248,-68.85060311898197,C,13.185616376360043,147.66980305760418,1
Single,African American,A,13.04003629517007,24.435600574961985,E,58.69760840338676,-216.61796991358946,0
Widowed,Black,B,14.118594251935058,-32.185266491347925,A,85.02806336640022,6.193891647680884,1
Divorced,Other,E,75.07529107486909,-105.9693882473614,E,170.42581535476228,172.27694232077195,0
Married,White,B,100.929938249143,66.38797559438999,A,-76.43491315323261,-15.023682206200798,0
Single,Black,B,142.9864087950358,13.612651975451007,A,-164.67881001010872,44.78471136115911,1
Single,Black,E,-50.111258082513146,-62.37269594901606,E,28.025613650152614,-101.69243213703099,1
Married,African American,E,-20.087260696571665,-126.24171575158034,C,49.924599312321796,-140.5470733030804,1
Single,Black,B,18.77045676342364,105.89249261122895,E,-85.51141498417574,-94.66239140181607,1
