Age,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
36,Physical,B,-210.14851383991507,D,B,E,E,B,A,B,-24.300520226950116,62.50087928765282,-14.536419822817805,E,A,B,B,-139.5577181801242,1
60,Mental,E,35.760387408251724,D,D,E,A,A,B,C,-4.414475821758308,-137.5534251079988,-201.13278543827752,A,A,C,D,-3.9656792470123117,1
98,None,D,31.309792889611245,C,E,B,B,C,D,A,-47.0420798932934,-54.307777308715664,-130.3730309415445,C,B,A,D,-54.65967810737171,1
41,None,C,-89.25638058767326,A,C,B,E,D,A,D,-65.64600462561566,-48.24429802346636,-86.47446864740644,A,A,D,E,248.3689280856308,1
76,Both,A,19.444995910523293,E,E,A,C,D,D,C,-21.70091044092092,-159.53759289180084,129.76059417248857,E,B,A,D,23.845000722316794,0
54,None,D,166.46603046397738,A,C,C,A,B,D,B,-24.81450591089826,-22.146919997087526,-119.64700647606227,C,B,D,D,-89.58311612847318,1
38,No,B,57.831786886807,C,D,B,A,C,C,D,-64.28696493365182,-54.11442121474187,-111.54993906605948,B,E,D,D,82.2492779390035,0
60,Yes,D,-107.95530255707124,D,D,D,E,B,B,B,53.80506037272177,168.44702419753622,-47.736231324970284,C,D,C,D,109.65175748394725,0
40,No,C,-133.2638999222009,D,C,E,D,E,C,A,89.02677205145683,39.639977696561225,68.74798505819642,D,E,C,A,134.52367206374382,1
67,No,C,-111.68169875356332,A,D,B,C,A,D,A,124.84387927105357,-23.026882566945815,95.44170830921792,B,E,B,C,10.955281379895272,1
71,Physical,D,-37.28007752560002,E,D,B,E,E,D,E,-92.49865788260969,42.46760626654447,-56.56764597098625,E,E,B,B,188.36699976855977,1
41,Yes,D,85.79269977251597,A,C,D,D,C,A,E,-184.21536766745345,5.480760952057687,188.98416234163713,C,E,A,D,-91.77737311909728,0
22,Yes,A,28.25187492859243,A,B,E,E,E,B,C,101.126823428988,76.33160081516705,124.92442502919533,D,C,E,C,40.063583856318296,1
77,Both,D,77.04927635150887,D,D,E,E,A,C,D,23.87969704607787,-80.7420852659137,-47.30021972516271,E,C,D,D,113.85622616510398,0
33,Yes,B,121.50958959800944,E,C,B,A,A,A,C,16.374046470065608,-29.077671032002282,-43.59753845549905,E,D,A,B,-131.29781415568183,1
95,Yes,E,-35.58506686498318,B,C,E,C,C,B,D,-145.62721549412723,86.13651405486576,-109.06546094969246,B,D,B,C,-93.12914923047754,0
69,No,E,-36.47790541210055,D,C,A,A,B,E,D,117.47884431885807,37.96016354151041,175.00786123174154,E,E,B,D,-79.02611357568499,0
25,None,B,-128.9816706997333,B,D,C,E,D,D,C,-34.1761294892475,96.2231873420534,-81.25037610225066,A,D,C,C,29.099108143707063,1
84,Mental,A,-161.1779382957146,D,E,B,E,A,D,C,-54.483899992084176,52.89519259980785,32.03128167606214,C,A,E,D,-52.38555331861525,1
92,Yes,A,150.56102956177628,D,C,D,A,D,B,C,-111.05202352944676,10.958625508737223,-84.24975577082272,E,C,A,D,-32.70896934054239,0
55,None,A,114.08686212954757,E,E,A,E,C,D,A,-23.904964090468038,29.202106425800174,-50.01391461047978,E,B,E,D,-6.503057387437285,0
63,Physical,E,57.2427409032892,E,D,C,D,A,A,B,75.37742474236427,143.81510620223332,-28.88519329120353,D,A,D,E,-211.12272031470698,0
29,None,D,38.35468302280674,B,C,E,B,D,D,E,-69.60398068701375,79.57134062610068,79.87362750275166,D,E,E,C,62.443148145285384,0
99,None,D,5.74003918912421,C,A,D,B,E,B,C,24.194975438504038,77.86813801043083,-92.17866535373587,E,C,A,C,-68.13885443754091,0
78,Mental,B,10.815540804520154,C,C,D,E,E,D,B,40.763069110473715,-85.18805745571689,-24.99510162167213,D,C,B,C,129.25725805134851,0
59,No,A,-63.63798772030985,B,D,A,B,B,D,A,-46.06699749795093,-60.64709484538518,-52.68702466746098,B,C,E,A,-240.8156970171396,1
30,Yes,C,42.80648328545994,C,A,E,E,D,B,A,-40.504173235247926,-8.74322294786538,-138.73213267863187,A,C,B,C,77.33485049004784,1
42,None,D,123.55759075317158,C,B,E,E,D,D,B,44.522478846497684,94.8891350296198,90.70098568748632,A,C,C,E,98.7435680733935,0
96,Yes,E,-17.292016005912412,C,E,E,B,A,E,C,-8.902230147865069,61.20869073660544,71.1163053902492,E,A,C,C,-27.28727574996615,1
34,Physical,B,-60.44389909078082,C,C,B,B,A,A,C,-81.46911080281839,-150.3082128847453,-53.03530087939075,E,A,B,C,28.03332761396774,0
70,Mental,A,14.005953287109646,E,E,C,D,D,C,E,-54.78403165336352,-111.86668374502482,100.42601483247103,C,C,A,C,88.8461381001455,1
82,Yes,B,15.542690671429682,D,A,D,C,B,C,E,-44.55739318225121,-37.69500648190086,-18.81258104782089,E,C,E,C,-20.276856910463422,1
23,None,A,92.96681877594891,B,E,B,A,C,E,C,43.94298613801009,91.08767127638725,-11.009823597843061,A,D,B,D,114.79070295036875,0
49,Mental,C,-17.79591221982603,E,D,D,E,A,D,C,-29.86454507872786,0.6626293356511468,-66.23508930214741,E,A,A,D,20.036751256587916,0
38,Both,A,-50.14016380069586,A,B,E,C,C,C,E,-107.23673747539834,32.5851960836141,-42.173961619784585,D,D,B,B,-64.85246764857543,1
21,Physical,A,45.293293410248225,B,D,C,B,A,C,E,-9.804059452056428,106.0876791941244,-14.120592918250766,A,C,D,E,68.29646414285737,1
66,Both,A,-20.28633636898216,C,A,A,E,B,B,D,46.794940951304774,-125.30256029514324,107.28698291952443,D,A,B,B,42.51159008468926,1
40,None,A,108.92610089642125,A,B,D,E,E,D,D,-22.598690405714343,-35.43628465122566,10.926223117119953,C,A,D,A,19.550138218474284,1
29,Mental,A,134.1720000022447,C,D,D,A,E,C,D,17.62768137520546,-10.909957818455668,-170.5682535803454,D,C,E,E,-152.30794082707618,1
75,None,D,-83.7755837846833,D,E,D,A,C,B,D,-56.30066215374452,-83.03391454570928,-87.95547664618347,E,E,A,B,51.82540737924162,1
34,None,B,29.18286614969362,B,A,C,D,E,B,C,9.565601500818254,46.40666304989732,-127.77163741486915,D,D,A,A,-40.388014177116226,1
40,None,D,21.308180553988972,A,B,E,B,B,B,E,36.60205195409759,-64.25973218874415,93.74156847998229,B,B,D,A,-79.34491286835141,0
75,Yes,B,80.53707821228008,E,B,D,E,D,E,A,92.44983690528109,-100.74895851060222,129.67935724257094,B,D,A,C,-6.53517046600503,0
87,Mental,B,83.9682816065946,B,E,D,E,D,E,A,-269.56772960770775,-127.7465202053548,-208.5277643295373,D,E,A,A,45.850447785186965,0
57,Physical,B,21.349408662691165,A,D,E,D,B,C,E,-146.00034084152324,-98.87627356031953,-47.63067425315396,D,B,E,A,-88.43311335781799,0
59,Physical,A,-15.353432184106897,A,D,B,E,C,A,A,8.040153111708772,-114.51363034421414,-60.137888575537914,A,E,D,E,-20.645460003758846,0
87,None,E,209.7912800260346,D,B,A,D,E,A,C,62.54523200682548,96.45576410702166,135.17190021766606,D,C,A,C,-7.8716785615794915,1
48,Physical,A,9.588855637048974,E,C,D,A,A,B,C,-114.71972897067886,108.73074197852655,0.11672670561671959,C,B,B,E,43.82179801654345,0
32,Both,A,40.64666198363817,D,C,A,C,D,E,E,-19.903250873127593,-97.09171433491862,-20.275236805741095,E,B,D,A,-12.526447664793118,0
81,Mental,E,-48.030499062485646,E,B,B,E,C,C,E,262.3936594899107,-62.61173053533787,-86.09727562747497,B,A,A,E,-117.62917012846854,1
46,Mental,E,-39.731903354214396,D,B,D,D,B,C,E,-101.90535033755765,25.897110195189427,-32.16254557056022,D,B,C,A,-237.14705761144037,0
45,None,B,28.1229307064279,C,C,C,C,C,A,D,25.103807891394258,1.8276421155984661,22.771381018795562,E,C,C,A,-81.7749405040741,1
33,Both,E,51.198308719264006,A,C,B,D,B,B,B,140.38766435821853,29.74275575497388,102.6704877078623,C,B,D,E,25.544827088895723,1
39,Mental,E,102.20758078822828,D,A,C,B,E,D,C,107.85452079102318,-80.11061753254349,5.355249204826836,C,A,B,C,-219.06177942698042,1
88,No,B,246.5186556170572,C,B,A,B,B,B,D,-80.90224512885494,-51.05815734795659,155.43402740353875,C,A,B,B,-39.93340241278702,0
22,Physical,C,-82.81802028442796,D,D,B,C,A,D,D,-76.23695832580569,90.78724409156727,-101.71026744189034,B,E,C,E,-25.55443582298849,1
40,None,D,-165.0439367672232,A,D,B,C,C,C,C,-75.065136743985,-89.40104044864164,-32.572415941686586,E,B,A,B,-49.65505158779345,0
98,None,B,28.31802368827952,D,A,B,D,A,E,C,-30.91123862860493,-28.573475614049098,-124.52982993308099,D,A,E,D,-1.0694160198082627,1
59,None,C,1.1020075016545952,B,A,E,B,A,E,A,116.9555758895018,88.26863034125931,-132.3422674197585,E,A,B,B,-45.09212832683438,1
45,None,A,139.4063258619491,A,E,C,E,B,E,C,-96.35981068704744,135.41863961290332,-118.1254242428733,D,A,D,A,-98.91416133198949,0
77,Yes,A,97.38568762539128,B,A,E,E,D,C,A,4.2883271668973215,-41.274307037121524,-42.851871287802915,D,E,B,D,-112.0622764400059,1
28,No,B,116.2620002654232,C,D,B,E,C,D,D,-257.0732233100331,54.7574017800778,15.585840981427376,B,C,A,D,23.912510991189563,1
96,None,A,-50.07801036824166,E,A,D,B,E,E,D,14.110465193584226,-137.9842943553271,-195.2864588185883,D,B,D,A,-130.59364971261732,0
22,Yes,E,-102.31047060330826,D,C,C,A,E,B,B,-87.48330024479158,-52.88143199014087,236.05563616162226,D,E,E,D,85.76875734429362,1
58,Physical,E,-130.16926122033698,C,C,E,E,E,A,B,-24.807545760596504,45.211896839261456,40.19657975442727,D,B,A,D,-18.78652698509499,0
98,Yes,A,-98.57839351202973,E,C,B,E,E,A,E,54.076380546631654,12.713770324086992,-220.24178535156932,B,D,D,E,-55.29581101730311,1
97,Physical,B,-47.4503503741717,D,D,B,A,A,D,C,28.15543246531393,-44.122779428671905,-44.29662569420344,C,B,B,E,-51.98459950642239,0
63,No,B,90.40761593996332,D,E,D,E,D,B,E,111.85953525296077,138.89146164722644,43.92993916727516,E,E,B,E,-49.41207259573475,1
62,Both,B,-37.88297127054531,E,C,D,C,C,E,D,123.64270965426198,129.8177053006921,-74.36325643499299,B,B,C,B,-26.557342323980116,0
27,Mental,D,5.622482526811105,A,A,A,B,A,C,D,11.522489840063589,-54.19061424153917,19.202790999915628,B,E,B,A,-72.30166024971987,1
94,Mental,E,124.18135181200442,A,E,E,C,A,E,D,151.97591964568414,-11.617822307166689,105.08717679256783,A,D,B,B,-19.51066467041165,0
53,Physical,E,61.9220882048104,A,D,B,A,B,E,A,-37.74172422577345,-208.4119020531761,-91.12796941794487,B,B,B,C,182.25438866565028,0
73,Physical,D,-67.50433340322209,A,C,E,E,A,D,C,56.585034445023396,-47.397057389229566,122.54488270660376,D,C,A,A,126.93050860705367,1
98,Yes,A,-84.82044860989465,E,C,C,D,D,A,C,39.659212482227055,42.105770617595326,-68.28353507546545,C,D,C,A,153.1559386029871,0
58,None,D,-167.19317438860918,A,B,D,D,C,C,A,-21.455275474664575,-27.545849502836823,21.23369763316167,A,C,D,A,41.81468125939846,1
63,Yes,A,-193.17180067686886,D,E,B,A,E,C,C,-185.57467841152388,33.97829301102529,1.8323945742653118,B,A,C,A,104.46249777251697,1
72,None,A,-97.48055660275014,E,E,C,C,C,A,A,-121.49707924802871,-31.45691128658481,54.394674563929804,B,C,C,B,48.14919746734197,0
94,Both,C,-61.32489169995473,D,D,D,D,C,C,B,177.47879020562422,-138.85474902605336,96.65064955703674,B,C,B,C,257.0476703080919,0
80,None,D,-201.5376216016805,E,D,A,D,C,E,A,-18.245149585898528,-82.34145572781195,-114.57737455460564,E,C,C,D,-97.95390453533221,0
89,Both,C,-86.81583993251023,A,B,C,D,E,E,C,-59.90233196027407,-63.50393545516286,-117.9891835236188,C,D,B,D,62.398681323953056,1
75,Yes,C,7.611437594753849,A,C,A,E,D,E,E,-45.05574186769477,137.18619837776046,-43.989726368311516,D,E,C,A,17.74488217449867,1
77,Yes,A,65.3745931757904,C,C,C,E,C,D,D,94.4103531833151,-43.61083682315117,-241.46721714563233,A,C,E,A,-20.858431722742584,0
41,Yes,E,-77.98709613424523,D,A,E,E,B,C,B,-58.35901694106255,-64.74664143431332,-7.0004050544319405,C,E,C,A,-124.0210003289992,0
72,None,E,122.73608132610573,E,A,E,A,D,A,C,-43.97260225467392,-79.96077740605702,123.68864845569576,D,B,A,B,103.58797802045032,0
91,Physical,E,-63.02064524994494,C,D,C,A,E,C,A,52.00925129241053,-50.87257144920514,-104.40494994299785,B,D,C,B,83.96018541963349,1
74,Physical,A,-7.423778131051096,E,E,D,D,E,A,D,104.4841143095193,-37.16716252519686,4.085378737161537,B,D,D,E,-65.25541941376007,1
26,Both,E,-32.89668952410014,A,A,A,C,C,C,B,-9.097891054372575,-117.14787510445117,-20.322447584060065,B,A,E,A,-54.776704040423574,0
