country,disability,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Mexico,Mental,Divorced,19.333776706377225,15.518815063705983,-110.4833830499017,C,B,D,89.97819423810827,140.49597022252894,A,-23.13468006629812,A,A,-22.267435110260948,1
UK,None,Single,-34.897510908891256,-63.55221215080559,147.1746769880175,D,A,B,54.26789060396332,-13.002394304785259,D,18.929379642943093,A,D,-32.628335075267984,1
China,Physical,Widowed,-133.64570555733098,-59.13732923445919,17.163889713720717,D,E,A,115.79274186940293,23.047753548640152,E,-84.69019066838193,C,C,156.9570557587339,1
India,No,Widowed,85.17900267438355,53.45975577723849,25.08382370288354,B,A,D,-172.37561321308655,28.682778519767314,A,-12.655891689144239,A,C,19.984557629519735,1
Brazil,Both,Married,10.466883295199466,-2.272581629578488,-66.68988548418767,E,C,E,-54.98238625573466,32.108070450707146,A,24.68870672338944,A,D,-47.793050740333264,1
Other,None,Married,-59.70713928577766,-78.50576251752885,60.48143982708114,E,A,B,107.19651354608719,70.99207741688085,A,1.4849789478013693,E,C,60.17618908726065,0
Other,Yes,Married,-135.19835066861242,-110.3197784703876,14.046731986067563,E,D,A,3.31221974633037,39.57400949218627,E,-67.55953143180187,E,B,121.38094271944526,0
India,None,Married,123.52981780460067,-33.47095420960445,-47.699904883123665,A,B,C,-59.207153187409745,-30.594804964554196,A,44.93238777936229,E,A,26.83032512830261,1
UK,No,Widowed,-68.60205291148446,59.306419178199974,-1.5005533391937091,B,A,B,-19.58284082733755,-53.45034197901509,E,-0.5999271772645474,D,B,9.744684200059714,1
US,Mental,Widowed,-160.29721194573355,15.998997043509103,-216.32462571679284,E,A,E,102.32670331496867,12.559523937861961,C,-55.51330560620611,C,B,-15.810056093820664,0
UK,Both,Single,118.44403500417837,168.36966427888106,5.319057099635076,E,C,C,133.4290231432584,-37.45076667203578,C,4.427618111199445,C,C,34.1162777189167,0
Brazil,Yes,Widowed,49.283318093545105,128.94876487890377,3.6773485837491973,A,D,B,-172.1720596480885,-16.34796339651694,B,165.3367785703789,E,E,95.81880279639657,1
Germany,Both,Single,-116.5209633233206,-6.32238959842165,148.85388799516198,B,A,C,-152.17748833835086,120.92140817556793,B,-21.857519406453818,D,A,-87.96683760048086,0
China,Yes,Single,-89.26921725458776,175.6357692295322,186.85771780823012,D,A,A,15.90602068450667,-8.913394902848196,C,144.49236451936537,B,D,9.093386392464737,0
Brazil,Both,Single,70.64574729138417,91.16486172399586,-85.09398947392091,C,E,B,38.82935951248235,-102.19717336208494,D,-281.9293160847854,E,C,-68.19479801861277,0
Brazil,Both,Married,18.40462000865694,72.60826430631123,-85.91937767100077,D,D,A,-6.212207133830815,18.10355746736616,D,20.937510566138513,E,C,-20.830388168770995,1
US,Both,Widowed,-74.66733623952335,176.42522637361913,22.255035684162035,D,D,D,18.29903785224654,-7.432211448121939,E,-256.23264429694484,D,A,36.03517507908464,1
Mexico,None,Divorced,-92.91696695784627,40.00619946384746,111.60959346960304,B,A,E,29.05512358646436,129.3204517051488,D,8.830515578235373,B,A,41.0467188050631,0
Germany,Physical,Married,1.8092310271088243,88.24374528011816,-19.41106806672808,D,A,D,101.80721441660445,-1.0375941430324898,B,71.41385283979646,B,D,128.689079673708,0
Brazil,Both,Widowed,-85.26525117116499,132.84730721829192,-45.36438418415548,E,A,B,-57.44032644551766,196.35786966158602,A,-55.527545040113594,C,C,238.948899498034,0
Other,Physical,Divorced,97.77006453457363,22.586688133545405,-17.4808553361874,B,B,D,-46.85489069869981,39.073104477196885,C,-136.4251441839474,A,D,26.21240864220582,1
Germany,Mental,Married,103.75026000605135,88.06838759420145,159.45755760746283,B,C,B,32.910316082142906,74.59589168346396,E,13.581259780075541,E,D,166.31075531626897,1
Brazil,Physical,Widowed,30.656013402748748,118.10650310270586,108.87725967871302,E,E,C,-101.24602003955732,-205.33136471070873,D,35.174757859005574,D,C,20.02435398319037,1
India,Both,Divorced,-155.22442845546388,-115.69769836825729,13.529763429300209,D,C,D,-209.45138268054814,32.868874671617874,E,-20.577799186245166,B,C,-110.87499225307657,0
Brazil,None,Married,1.7613781279704934,-123.53641297472961,35.834071504206534,C,C,D,138.86779943778146,56.23130965240545,C,-33.124748827313645,B,B,83.9847293176499,1
Other,Physical,Divorced,-85.35742648973192,79.79077440106651,143.1868351449731,E,A,A,-35.857703573758776,-21.305675015854163,E,-65.57039436752883,B,B,-45.5905557773756,0
UK,Physical,Divorced,165.8491476264576,-85.53425670181575,113.97745080071692,D,D,D,375.4240439289684,79.8109697683264,C,-168.71145686133812,D,D,5.120005142322595,0
India,No,Widowed,-51.55511822542884,155.31058921238284,36.918903195638826,A,D,E,-119.41237767938635,-89.10358763802833,C,84.15080251518646,E,C,-220.0850281087978,0
UK,No,Single,-84.00468402512729,-90.03114359513087,-1.474323292383139,E,E,D,-134.97469675092995,-36.76770084484746,E,-154.50238311256962,C,D,-22.764060488328585,0
China,Both,Single,26.22152390920499,-106.91202578748901,38.391955646994106,B,E,D,-40.938108811011396,-39.44305271018032,D,22.722702284289788,D,E,-217.99731561775445,0
UK,Both,Married,56.06769043186195,11.025242165736266,2.7301150051729994,C,A,C,-5.55480304315747,84.24759375249211,E,-11.790752522591912,A,C,4.526079558689185,0
Mexico,Both,Married,-39.752115308376446,219.6086141068718,-20.180322831868178,B,C,D,-85.07981613344934,-82.78014678690965,A,-158.40975421429556,C,D,71.5641448314476,1
US,None,Married,59.92118136223014,-29.212224906651496,-110.88810000823388,E,C,B,154.12332958621792,96.24972244395418,C,47.578559337346825,D,C,46.71365956983685,0
Brazil,Both,Single,19.664861042861176,51.476687971335224,187.9912856776279,B,A,D,94.36254634995305,-166.71638119660918,D,90.91848303847559,E,A,52.11707418275729,1
India,Physical,Married,-166.70394935595897,-152.90125275166457,-85.35344719952239,D,E,B,-188.3271664848362,18.41629893913835,D,43.2825225584981,E,D,14.892922248413196,0
UK,No,Divorced,-149.22166176487823,-55.70542814800672,-22.446425156100712,D,D,D,-106.23495593656433,73.39901623852863,C,49.12615536096834,A,B,-82.52211440975627,0
Mexico,Yes,Married,94.13783418156605,-99.87518801065363,86.96725635022447,E,C,E,-45.83910578346207,-140.48785706161758,E,14.228166506730666,D,B,-23.262407571232107,0
US,Physical,Widowed,-11.21880688071827,-105.83984242090932,67.09236046996986,E,C,A,-11.159276604097288,-71.83142730304284,C,56.42226447544753,B,C,-90.72638115896883,0
India,Mental,Single,-61.20356535906898,52.98722935816643,-56.123721945354724,E,D,A,-51.392492029037506,60.886049076837146,D,-112.59779443309345,C,B,-8.371459248462731,0
UK,Physical,Married,-15.319413090251214,-91.8723069746304,-54.07607417644061,A,A,C,46.29904407780933,-38.19482409973132,E,12.65038841585322,B,C,126.09146729602443,1
Germany,Both,Married,32.30867576457962,-65.36041680304011,-160.0132424875604,D,E,C,53.57699819510374,77.51212399050493,C,44.436276524539764,D,E,13.919778442456412,1
US,None,Single,-87.80828885802232,-47.47489551085196,-55.190092205662054,A,D,C,-25.441324114328385,112.42949149514263,A,18.430888296932846,B,C,-55.01195110960456,0
Germany,Mental,Widowed,-101.66275273737466,-15.704441043131304,65.52941173419758,E,D,D,-76.57603757755118,-64.40702357173099,A,46.213854391553625,A,B,3.653116677985947,1
Mexico,Mental,Widowed,-69.07793562711662,-90.21939613744019,96.79136494037739,B,D,B,105.02445821763644,104.75880941765634,C,-89.18910908134804,C,C,-77.91057511097478,1
India,No,Married,-82.02501898521804,-60.66897438335241,105.2055051262609,C,D,C,25.55172019412797,220.7569321435545,E,-1.7184237262542295,C,D,161.61485500474873,1
US,No,Widowed,38.45379670001901,-81.56078907001145,162.3006766566053,A,C,A,-34.65258036863258,111.85619784614826,A,178.03803516041512,E,B,68.406811627187,1
US,Mental,Single,175.7788177115533,-188.6340375948938,176.2653290837354,D,E,B,-50.117665614498776,59.899390956203455,D,9.187461919707324,C,D,134.88963293367337,0
US,Both,Widowed,-31.957735245180828,23.165679984993677,18.032707753625406,E,C,C,60.3330742265768,87.8659044286075,C,57.730364615373894,C,A,-183.07170160986576,1
India,No,Divorced,60.01899618116191,59.743200800091635,15.865147802585543,B,B,C,90.11445762270762,-98.04135447862295,D,-15.37859976280258,A,C,48.500711398515456,1
India,No,Single,62.18506964601015,-44.12651128011406,12.269269509345868,A,B,C,-16.587057012747426,81.31931947852827,C,160.198884249172,E,C,143.28904443822412,0
Mexico,Physical,Single,207.61715092052663,-227.91136768192217,28.429159826542932,D,D,D,38.615266577212246,78.15228550609164,A,-74.67173690293279,B,A,183.22926376578107,0
Germany,No,Widowed,-58.24985974022603,28.70362873077852,115.00235070384083,C,A,B,-216.21068714772912,24.48152536954378,D,-119.32579014636264,D,A,56.42888058039935,0
China,Yes,Widowed,101.1299795741024,-4.610680650391693,-157.10766396455836,B,D,D,94.29380115311169,53.15560334439721,A,117.11077895551405,C,E,-103.85436279132134,1
Mexico,No,Married,-80.97086770321401,-81.84020633240159,36.43889735556252,E,E,E,-47.19677321765552,-37.13539709130409,E,-137.22833010843937,C,E,-38.72772644619623,1
India,Yes,Married,162.6614810918252,-83.29067146317628,67.34867655560652,E,E,B,38.03580169501101,113.24878701966709,C,180.74814956368547,A,E,30.56767505019654,0
Mexico,Both,Divorced,-180.12134080151858,-56.90775540722325,-120.71959174203744,D,A,C,-42.66925992571204,32.4606310745459,C,128.88552795239127,B,B,-9.472543822574556,1
UK,Both,Divorced,49.48833175344119,125.55381152138878,115.030848528334,B,D,A,97.85196127320131,-98.31911390549325,B,21.599098522085065,D,D,81.4820524545814,0
Germany,Yes,Married,-50.26807638976707,-60.256555461989706,99.80657954742223,A,D,C,-40.41786266252729,-25.361781195819027,E,8.519460843121236,C,E,98.82449273125388,0
Germany,Mental,Single,-75.0403464622062,-98.30529474250575,37.14789867220076,A,B,E,-74.37364218699261,43.176933876271924,B,-42.601019710498534,E,B,-135.3163645827404,0
China,Physical,Divorced,-164.79348813324754,79.69082390368023,-76.73039687803941,A,B,E,3.7957656355749285,-128.87165456356607,C,39.971588005063765,B,B,69.1311769625946,1
India,None,Married,185.66854979620555,-9.408948823267384,-205.73782654123858,A,A,B,117.10453778031685,-54.991511745687106,C,83.05963102717803,C,D,-142.7484231688937,1
Other,None,Widowed,-33.5439253999916,180.03290658716037,-111.22748931820037,C,A,D,63.654968470062435,1.143498556890853,E,-9.780034445619258,A,E,-26.311689296174922,1
India,No,Married,95.88075278976648,-53.62700134103091,0.9242955952630623,B,B,C,-245.77304993846116,-7.440581082384538,D,16.170317956405885,A,D,67.9460376290614,0
China,Both,Married,-140.39972123211516,-0.49417453214413337,-64.28590696631885,D,E,B,21.522313311734464,-28.680935032054617,B,-4.367563331106402,E,E,85.12199123401778,0
Mexico,Mental,Single,196.0666872944365,73.01189845211299,128.77843767142159,C,E,A,18.298085387733455,-89.28649865883247,B,-13.041806169790593,C,D,-85.20114632034188,0
US,No,Single,292.1782489893088,53.334075674216884,31.154770864995072,A,D,A,-57.13358898737544,-46.25400141613372,E,-45.71934633201794,C,A,-117.54328350075434,1
India,None,Widowed,128.53718931160924,40.81752879121529,-138.5801371385948,B,C,D,-3.2237304239129267,66.73233781943189,A,-7.916495439212712,B,B,-50.87731659724511,1
China,Physical,Divorced,-71.1809170603167,63.01098062859908,-66.5357768662129,B,E,A,104.53868613415653,112.7950429640429,A,-38.49398069460716,D,E,-193.96022422080293,1
China,Physical,Married,4.65947515260192,90.26934676805188,-136.0860564877986,D,A,E,56.94928785625112,79.12922294785182,C,9.623963347962574,A,D,-25.140066070473804,0
Mexico,No,Divorced,-39.08399591393691,-7.855857308715816,-50.48134532869447,B,C,A,-74.07908652150887,-107.34189076757568,E,14.478897170786897,E,A,83.25664252132489,0
Mexico,None,Divorced,49.63382795826705,-187.5124519601947,-40.69139932407424,D,A,A,-77.53272073007338,1.2662044247731734,E,-50.94645854016129,B,B,145.40602531734365,1
UK,Physical,Single,-81.329730405552,178.42825111413975,-154.53822272004552,A,D,E,-12.43892351438129,104.88986825583251,D,3.0151782582714377,E,D,-270.75863709807766,1
India,Both,Divorced,-62.104852126344376,-69.8371389053079,14.762725394382652,E,C,B,-42.9354645816821,-48.09238438517434,C,-327.894700355561,A,A,-164.22980627071675,0
Brazil,No,Single,-85.1716593419894,6.8006138019416325,91.0831009459529,A,B,A,-100.94985129410578,-103.42316862324455,E,-16.449362213627694,E,B,-178.0655580380144,1
Germany,Both,Divorced,81.66192361439086,-102.994977516498,59.68669988499978,E,D,A,103.93904734789032,-132.37093342236554,D,-79.48359951439912,D,B,-21.369283823353094,0
Brazil,Mental,Married,62.09712847312087,-174.6526502937447,-100.95903065561384,E,B,E,-64.5422699950876,65.94331388917719,D,-108.46504672205984,E,E,-60.27980596081181,0
UK,None,Single,-57.63755910363575,-156.2058273282663,75.63842426511258,D,A,B,129.4470040541727,154.62576873942697,A,74.94436691860797,E,D,-72.30946402209835,1
China,None,Single,-57.84445447530994,-213.71138562855458,172.388031895762,D,E,E,39.73102549165672,-186.72594737330868,D,164.8588595911741,D,E,-24.9089170129905,0
Germany,Physical,Single,121.81737163219874,98.84332066244293,-113.99598996611888,E,B,E,41.90771578059111,-11.27346899700758,B,27.252883210025562,B,E,141.04637330515024,0
Mexico,None,Single,236.09682413058218,-7.905739856380173,44.25418927485188,E,B,B,-22.189219883544812,105.21360028418398,E,-136.55090834934006,D,D,61.88963860596785,0
China,Both,Widowed,4.857712291788366,-229.34296173492973,27.962579467889014,D,C,A,-211.63153890453083,73.26766378542004,A,-190.8080332838319,C,E,-124.00001666102828,0
US,No,Divorced,-82.29667175956187,55.49926251857937,38.99418434921958,A,E,C,12.413477775014774,58.852802941526285,B,-193.45134253089634,E,D,-7.802891089725835,1
UK,Yes,Widowed,-3.782854781286471,-43.10416461435771,39.180366934732724,E,B,C,-26.83971394558841,198.14484111596425,B,206.4866356827789,E,B,15.939583996796665,0
Mexico,Yes,Single,-35.4161884284149,22.929583249185026,21.600870996388828,E,A,B,90.52118877737637,194.89176693304864,B,-69.54299386326095,E,A,85.40679972661927,0
Other,Yes,Divorced,108.8528625633443,78.35530628574683,102.7739063963353,B,C,A,20.19195660351217,-26.059278356369454,C,-31.590885819664134,C,B,5.397163968450163,0
China,Physical,Divorced,38.67084326530014,-17.36937968472295,18.315738228491853,A,C,A,-84.0723174745379,102.86945878944174,B,-57.818069390641014,D,E,-67.5992461266817,1
US,Mental,Single,-102.53221686362627,-29.049571128602462,-172.62310225632055,C,C,B,-83.9896986006093,200.4271896564685,B,-173.81575434261748,D,A,17.93142316344393,1
Mexico,Both,Divorced,-147.54590043631887,-159.6350261823081,112.59408666328471,C,D,D,-152.71507028841813,-46.443538307784785,C,-91.7169313246244,D,E,-32.66408271277056,1
Other,None,Widowed,-215.6075015591506,53.63559997806037,57.956049023991255,D,C,A,75.07027435028375,83.30456688889524,D,129.70757108738053,E,E,-28.762776050243794,0
Germany,Physical,Married,72.44922748353386,90.74437795680149,91.76409267848226,C,B,B,-43.148089408782184,-145.22547912264164,A,-11.921027017903741,D,C,104.94110204971719,0
Other,No,Widowed,-134.04582599561508,6.085364395024825,164.5873292232921,D,E,E,66.9628978013416,-86.11179758346098,A,-29.04640797167644,E,A,83.05499187832686,0
India,None,Single,-52.66542449476081,14.452133003738844,30.974787053788777,E,C,E,-68.08241722225074,55.73466007651253,C,119.15965244234354,D,B,-256.837042749864,0
UK,Physical,Married,-121.5367919928576,-80.59030870722387,-131.93265118658292,D,C,C,-107.33912307895824,47.31225858440337,E,124.42854782189796,E,E,-23.735887517747333,1
Germany,Mental,Divorced,-83.75565259872401,-110.74585220155898,-57.21252644705531,B,C,B,-134.71080660892807,203.30873042091312,B,12.311332692534265,A,B,87.35563901967235,0
Brazil,Mental,Married,57.53418671858874,115.98304487756516,-44.35951292222936,C,B,A,48.74730960451905,-2.180121797077037,A,102.0626513812338,D,A,-40.38789535690594,0
UK,Physical,Widowed,144.8439762628869,57.51859014552695,178.68671042664926,E,B,C,-172.8130888147964,-62.250100146092244,A,121.13551103811379,C,E,66.80600101776973,1
Mexico,Yes,Widowed,-32.646266222544575,-0.3883802382265783,-87.01345045259768,E,B,B,122.34207149360358,134.40472792737629,E,83.41435551793192,E,D,-28.50628014101522,1
India,No,Married,-124.23334772232614,-152.33063359801375,-49.42773195588569,E,D,D,194.75082091956585,-87.68927152054303,A,-120.02638540157986,D,E,-69.03737446619999,1
Brazil,Physical,Married,86.35489068041625,-58.332861545122896,-162.02649847989352,E,B,C,25.195764021655346,-125.04616615515143,E,42.89862987790399,A,A,-98.99521061512746,1
Germany,None,Married,15.26383569870051,-32.86252609365328,-109.4575553862849,E,E,C,21.700707637554874,-11.16951726380478,A,112.74900555075762,C,D,69.3595439535565,1
Germany,Yes,Widowed,100.68578172579087,-81.55896894965763,-137.98136538894857,D,B,E,-1.2790018799238743,-32.444895262272645,D,-72.07387430614526,D,C,128.90091220076232,1
US,Yes,Widowed,98.94586563393423,-7.134663174004456,-226.13743245327558,C,B,A,-90.55539540629603,-146.05071173083886,A,155.40343562136337,C,B,40.75201226068368,1
India,Yes,Single,17.778704984008485,88.1819356821233,91.91196553994385,C,D,A,19.576107253654666,12.646325365627357,A,-52.58878631578065,A,E,12.177207586094987,0
US,Yes,Single,40.35443625793829,-30.72403537570136,-105.00782839275362,C,E,D,-31.73952805088029,-33.89292905545065,A,73.87160925104907,A,E,31.74252621491404,0
UK,Mental,Divorced,-121.13894665475011,96.69673609172781,35.288376990671615,E,B,C,59.39987009793963,176.94801314714326,A,69.15309843502865,B,E,-83.2666723724267,1
Germany,No,Widowed,124.57236673477009,7.477311604495326,-37.4015964576702,E,A,B,-112.50142986529585,-37.18217491752189,A,36.46975522347342,C,A,23.05451023518227,1
China,Physical,Married,26.32087426258366,89.93757532424766,26.582699323663984,A,B,E,-47.12534428411927,10.005217809355733,B,68.83856848804847,C,C,40.51162033609628,1
US,No,Widowed,-90.12157348251036,32.18450572256881,29.69409992523867,E,D,C,276.89532947608825,-81.52442118685104,D,-16.399193546793295,B,E,-80.81294988078436,1
China,Yes,Married,-81.51212927703399,-145.48656654697635,-121.11504502868446,D,A,A,126.06375083098355,73.52005270850074,B,-114.69268444220147,E,D,76.23884287905122,1
US,None,Widowed,-158.71344775808075,-79.4479648726572,208.95622557441226,B,D,C,-98.76041997539399,56.65027539516991,E,-76.85575991170893,B,C,-33.663669625881695,1
Mexico,No,Single,-12.54579033201699,50.853689072102156,-93.6645948448985,A,A,D,-132.4269767152386,-91.58252525951876,D,44.226529456570205,A,E,-29.1930362196857,1
Germany,No,Widowed,-24.04154629415421,11.679250854109144,-42.72894934034846,A,D,A,104.98745315290125,36.21811869093314,B,-29.833838648652762,C,C,-62.8387004333664,1
India,Physical,Widowed,44.54345510682798,91.18187234586085,117.93343466231767,A,A,A,-174.56162811926845,36.752354407326024,D,-114.48283693404461,E,B,-61.925455636447104,1
China,Mental,Divorced,108.69820773820729,57.8123820267008,40.766374048520085,C,A,E,-95.47864914039602,174.2513993059947,B,54.63646798080967,B,D,45.7975539242111,0
US,No,Divorced,43.57773929011588,221.99932010185591,148.44921360345197,D,B,E,164.68996379484935,55.4208672125208,C,-128.11778711452163,C,B,53.28376303407397,1
