age_group,AGE,Gender,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
18-25,73,Other,Bisexual,-120.83055331251511,-11.61869679590213,41.82382051049838,-26.404903050965974,D,D,112.13145413831998,E,E,115.751261927727,0
36-50,60,Other,Homosexual,-137.23689291127752,-189.7329464691667,77.9914955413744,167.72549868217288,D,B,39.023952649772845,B,D,48.55290010841572,1
36-50,92,Male,Other,33.77294917010267,184.6226339642752,22.815470656822647,-53.237166936295836,E,C,-57.981274405386785,C,D,-139.4909393627792,1
36-50,20,M,Homosexual,-35.59070931527978,94.48110794649693,-117.28321373442337,142.29970322391773,E,D,-148.85156173724366,C,A,82.1439199932201,0
26-35,95,M,Other,131.47112691044583,147.68846602290284,19.681716136767317,-58.76489046723251,B,D,61.93421484955972,A,B,124.5495530340196,0
65+,82,M,Bisexual,-3.3132326763161823,-143.60923977959263,60.95547794969895,28.622322565680815,D,A,22.037887374169106,A,D,-1.0424675533607148,1
65+,76,F,Other,21.19551675413626,77.78013775999749,-13.601993328699482,25.232592576368063,D,E,20.229371149862466,A,B,-197.81368603166945,0
26-35,75,M,Heterosexual,23.32791959122108,116.84662391114576,-134.02517958445196,152.4077644213451,D,B,-160.07660618922094,D,B,-29.096006206507347,1
18-25,89,Non-binary,Other,-15.72150881250605,-122.975398741547,143.82496947461672,-0.512913351029666,E,D,-15.1852301109232,A,B,-64.15443995588396,0
65+,44,F,Other,17.043398322965754,-110.39997509683535,165.50924138256784,57.51925706728748,B,E,97.82806075771418,D,D,-35.42897764263685,1
65+,62,M,Bisexual,-77.23455897271052,-98.30178622975593,49.269803731544116,30.70319171182931,E,B,16.111157954422858,A,E,51.4074150622966,0
36-50,44,F,Heterosexual,14.768204511659732,10.905183360444914,116.8227874560352,-3.425206546143267,C,E,-45.146317436103736,D,E,-112.07786448687808,0
36-50,51,F,Heterosexual,57.79457813566429,-62.99179146511369,-11.084800100746621,21.489216581324285,B,D,-134.520523077104,A,C,59.866569745815255,0
18-25,39,Female,Homosexual,-23.01065750105055,84.80920027322915,-28.64415441328541,-7.946026120465543,D,A,-9.522312696053634,C,E,-165.3845152681619,1
18-25,48,F,Homosexual,39.29691867630568,-10.865450571932293,-41.64534074390264,37.902626916235995,A,E,20.070179324823613,C,B,-40.541700064503765,0
18-25,46,Female,Other,92.17477765701476,-3.5588733311365925,-129.09468864405687,-44.36306101105888,B,B,119.89271336781096,B,D,81.56731205688934,0
51-65,40,Non-binary,Heterosexual,-64.93191486483589,-119.05194528501022,-44.57403991651552,-267.9616333901619,C,D,-158.87989709682066,A,C,-30.982345698218477,1
65+,57,F,Homosexual,-53.14459391694849,90.84477813288669,105.91889557527416,156.78240106108296,D,D,191.1299898522116,E,E,50.52285904370255,1
51-65,88,Non-binary,Homosexual,-107.09145386349081,-94.5699566677767,16.455605158011526,23.55566160947404,E,D,68.98313592260943,E,C,96.26327203527212,1
18-25,21,F,Homosexual,93.26047562315814,171.23883653234788,-128.1149084553208,-42.72101197792752,B,C,115.61256588458828,B,D,-51.42974610471585,0
51-65,78,Male,Heterosexual,14.276881718676385,-50.68276266357816,28.04621408551996,-139.37207052551926,C,E,-2.9668911413004615,E,B,221.3785212292649,0
18-25,90,M,Homosexual,19.86782541096859,179.7296486477121,187.05207782888613,84.94430767630614,A,E,-149.5794841591787,E,B,107.83568573779438,1
51-65,94,Female,Heterosexual,-55.09183089882562,-133.5226987215354,-140.27665257755865,134.12009942367143,A,A,-89.45850532294409,E,D,164.83630864789467,0
18-25,57,Non-binary,Bisexual,-33.17405217025355,126.30299758404576,7.460868466163793,142.55995465669045,A,B,2.99748503098481,E,C,30.038983553807658,0
65+,88,M,Other,174.27085005759923,-21.68973859521096,-4.305255021394696,31.08287556927517,B,A,8.483914039019812,C,A,23.763012206212185,1
65+,49,M,Bisexual,-45.38615184977207,3.506660263785171,52.5625873448835,19.873580790443484,C,E,84.70252112030064,E,C,-8.78077138631417,0
51-65,64,Female,Bisexual,-77.23779319656735,-68.63820699573144,121.17114850167083,-61.93976914209808,D,A,31.545573364431608,B,B,-60.90729110621044,0
51-65,40,M,Homosexual,18.271071354802146,137.6522833029377,71.87612929678649,-89.03024577559567,E,D,60.58515416037626,B,A,73.9996058208979,1
36-50,31,Male,Bisexual,298.38242564958153,-122.56510469395361,-56.14353354423379,52.406007513759846,D,D,-36.67472170077159,E,E,-351.8706862620888,1
36-50,18,Female,Bisexual,-18.308755936786085,65.25816692728331,97.01979841808757,-92.38430551900207,C,E,-45.50221349784119,C,A,-164.4631346287194,1
26-35,21,Non-binary,Heterosexual,-8.661121122268154,105.14826846980698,269.45256408774026,-114.0937561027596,D,B,60.33875344618882,A,D,-6.35995327651376,1
65+,19,Male,Bisexual,11.005803701747356,-201.71684093541145,-37.86190052338755,-155.73495344650746,D,C,-17.282852101457564,A,E,-22.84579066037915,1
36-50,73,Other,Homosexual,-46.782394736705236,93.2899981463975,83.50722903380216,207.02162794468202,B,D,41.072627121514714,B,B,-273.0687753924152,1
26-35,39,F,Homosexual,0.6264789458495039,213.6680811275143,-158.3844006657965,-152.5049146896931,A,B,-91.74772068459863,B,E,42.52236633348814,1
36-50,62,F,Homosexual,98.27934751723714,-147.12587512679497,165.2593112773519,31.615503260703413,E,D,129.85225173463283,E,B,-6.169280582609552,0
51-65,40,Non-binary,Homosexual,-6.8261939890881544,-37.994068178051535,-22.590522846111035,-52.0528213902423,A,A,109.27377742014959,E,A,118.22712189733215,1
51-65,58,Male,Other,-22.745640695918286,-61.32775701993,159.3571597255049,-133.4175023510904,D,C,-98.92105136801301,E,A,173.18635334586446,1
51-65,36,F,Heterosexual,-176.34065830178815,-45.80267617568475,-82.797138857049,-50.38725973536198,A,E,65.26702161452346,E,A,-94.39434691750371,1
18-25,59,Female,Homosexual,154.73957185012998,-70.18887575399458,-63.197066005399336,62.00330284843817,D,E,-85.88016615055054,A,E,-70.81365722647732,0
65+,90,Non-binary,Other,-30.416568630474472,53.351644221817175,-117.80074384852009,200.84840004431274,E,B,60.23000523535483,A,C,-6.304177344636865,1
65+,95,Male,Heterosexual,176.91830379544388,-95.22101788293449,182.26731809764686,58.73098930377555,D,C,108.27909009810179,E,E,-49.71012896701858,0
65+,87,M,Homosexual,-180.948369642658,-7.660324099454805,88.39465795739972,-83.17585164447046,D,D,-32.557684743939554,E,E,-1.5804389021351506,0
18-25,64,M,Heterosexual,-125.64377343009185,156.75231876139037,-89.09482454663689,101.45265545106614,E,D,77.30718431810097,D,E,54.12486580271315,1
51-65,44,F,Homosexual,-201.62970839492024,17.43257705613498,34.271549444324826,81.44547002320544,D,A,105.59122096937763,C,D,22.722278124496732,0
18-25,60,F,Homosexual,6.7561965490220395,5.520099840810821,87.19739005425194,-225.39099812775518,D,E,14.917229762438605,D,E,-94.45511732514632,0
65+,81,Other,Bisexual,-127.54873239518865,245.34867269287756,45.24832000248981,102.61806539998528,B,C,-229.20448885435852,B,D,-101.6991168791596,0
65+,75,Non-binary,Heterosexual,-80.87213435689864,74.39662267102902,-67.1926839904407,42.887698254352394,A,B,-116.21273497237112,D,B,65.98547961599796,1
36-50,95,Female,Bisexual,-113.65455837939467,-0.656044547202358,-12.848583244927292,-54.54087204723419,B,E,-81.3329380178921,A,A,69.53590369253743,0
26-35,26,M,Other,106.27220409707203,-163.3608953081896,35.10943233543923,-127.60442850843194,D,A,95.2773462517102,A,B,-37.47576513756287,1
36-50,40,Male,Bisexual,101.47988967205835,184.67606626468014,-113.2202720005046,28.81459503276182,D,D,40.786602983408656,A,B,15.440168129908422,1
65+,67,Female,Bisexual,31.559832820244814,-101.67202638369588,-116.28730139887075,53.06670051383552,C,D,-6.094372773314176,C,D,61.07362718176799,1
26-35,49,F,Bisexual,-61.8271566678883,28.981711396666533,218.3402827967916,89.43521143445278,A,D,9.56706148741618,B,E,-20.001031853905655,1
65+,85,Male,Heterosexual,-36.84305466303572,-23.293025403035617,64.01892108675382,-49.08866962703393,C,C,84.46176311701728,A,B,-54.440218980985335,1
51-65,69,Non-binary,Homosexual,-160.09434801492569,-116.5388249753179,-46.32221082955806,-87.04656790586337,C,D,89.61653698504702,A,B,1.1683953481057494,0
18-25,72,Female,Heterosexual,103.47777657459353,8.025804833415862,48.80265242990409,59.942844400641626,D,D,69.69834091688031,B,E,94.484347160897,1
18-25,23,Male,Bisexual,20.069219536672513,-90.28648731876012,59.49897157797963,-13.896966328559667,B,D,18.706728701913917,E,C,-170.17400172677478,0
36-50,97,M,Other,72.63026132061515,41.277700619910945,157.75931895695746,107.80274554359038,C,D,59.3787032226614,C,C,-113.71429523710455,1
36-50,42,Other,Bisexual,-108.36006972408445,-218.34209137845616,-120.24141983212047,8.713977249041141,E,B,71.75342280639882,C,B,121.1526291329146,1
51-65,64,Other,Other,3.3498846093888277,-17.98218003910977,-66.23758785228738,-199.32442294747622,D,C,57.722886911602686,A,B,8.081228802539854,1
36-50,97,F,Other,71.96682872814493,61.622952834808906,167.5024507242382,48.27947159361034,A,A,73.44749041434571,B,E,-77.57151565193391,1
36-50,73,M,Homosexual,42.918240261562424,-68.06384352661622,30.47167815862273,69.04077596147809,C,B,-41.69343153279673,C,D,-22.583166567792283,0
26-35,48,Other,Bisexual,45.52897832275304,-31.50944546845315,-2.680281317719698,-119.5794827853468,C,C,-61.87257195258377,B,B,-58.25572604063262,0
51-65,66,F,Other,51.85995251826996,-155.86756110754715,110.2902318775514,263.35872265270285,A,E,3.840623281709387,D,D,0.0006358998328504244,1
18-25,82,M,Heterosexual,-17.930114047373987,-71.88247501743864,24.706143573170923,-35.469829749231046,C,B,307.9704624637413,D,C,-53.059797002157204,0
65+,27,M,Bisexual,245.52472236492565,29.709097657274853,2.2372222370553727,38.51085000321441,E,E,11.760206336074463,B,C,61.418077779182354,1
26-35,20,Other,Heterosexual,82.85745786489846,-295.51687078541227,-102.74215893189978,150.90226631124878,E,E,83.16582573833776,B,C,-82.27055539835123,1
18-25,34,M,Heterosexual,-34.77747160492237,-62.410846604246636,110.11991144329072,-122.94106978484258,A,C,-69.65870307543993,D,D,-41.701694312022674,1
51-65,32,Other,Homosexual,85.66355708576341,-133.7623756844046,-64.7592173689883,44.4462901930595,A,E,-197.85341710575148,D,E,-96.66874624997875,0
18-25,34,Non-binary,Other,37.575220229528455,154.70346824355343,-42.57849963622712,103.25431639030742,E,B,58.073415786117835,C,D,39.134397827041646,1
26-35,45,Male,Other,41.50287129734587,10.257891797713222,-78.58276913398564,14.642121929102087,E,C,-155.0153653150367,D,C,36.02389799106944,1
18-25,98,M,Bisexual,-208.54007856064868,71.0211551840923,-41.46823866363453,-21.86870666446855,C,B,-58.044887752558104,B,B,103.78817038232204,0
36-50,34,F,Bisexual,-27.894996778982055,216.9586960171639,47.30982470864997,-134.56613003618557,C,E,56.36817588973512,C,B,223.6564200887555,1
51-65,82,F,Other,37.22237107175743,-123.36402588509783,-49.657127578749424,135.69966783991643,B,C,102.51079919248957,E,B,-99.93299100522106,0
18-25,59,Female,Homosexual,9.594126653660267,64.42501343731138,-47.51409354747824,100.59306124831102,A,D,137.32757135470445,B,C,-141.31427656143728,0
36-50,19,M,Heterosexual,139.12232487352807,-75.30536124830753,-173.3152590130131,-17.089070945111676,C,E,77.52918898294119,E,A,-203.11309743533013,1
65+,29,F,Other,-93.0969967296741,-97.30721884641295,135.29093872687878,83.58961235405877,A,B,282.6960804166135,E,A,39.59950220927784,0
51-65,95,Male,Heterosexual,-156.3480207405704,-30.388936279998696,84.46383040273147,-202.34213329320494,A,D,28.31349487004407,D,C,-144.147836355196,1
26-35,56,Other,Heterosexual,-40.666917314805474,-74.26475854074873,-7.8775350664873525,16.871415210264736,D,C,10.009247847425645,E,B,122.54567959267779,1
65+,21,Other,Other,150.62912177052948,-37.330877675191985,-52.97530567188725,-16.61791887265355,E,C,50.60325950335399,E,A,206.03453086240458,0
65+,83,M,Other,-55.12230032356095,-122.1625334673776,-111.42292427395235,56.452531077052925,A,A,66.27244060748069,B,E,25.442983381886386,0
26-35,82,Other,Heterosexual,14.455472635894056,-141.7956400979508,22.914831606042885,11.48043265625495,C,D,-88.31533209748324,A,C,94.80543834180075,1
18-25,52,F,Other,72.433419070134,147.6966363718316,11.266582301557271,-142.20782962679377,E,B,-88.68740785996245,A,D,-31.017623333795598,1
36-50,60,Non-binary,Other,-20.553217885117085,-7.040020231408888,-15.325727930870862,-96.9665880408496,A,D,58.09688158578842,A,D,-51.31745750811591,0
18-25,65,M,Other,-158.8925880434584,51.807197568023746,194.4098213763729,7.810049011728724,E,B,-121.08769597414097,A,B,124.83819320253274,1
26-35,86,Other,Homosexual,-49.911499569424514,3.449133757599849,-104.9689880622747,-85.85408821293903,E,C,91.56506119360503,E,D,18.04651695844592,1
26-35,39,Non-binary,Bisexual,79.25756748843538,136.0272339738276,162.5903392442272,18.078030450132466,C,C,-112.4876359542709,C,B,130.69976804369475,1
51-65,23,F,Homosexual,27.89793998698266,-28.316984930918228,-61.840688438854365,-35.88445772145452,E,A,19.300907922422063,D,B,-143.4177853568119,0
18-25,54,Other,Heterosexual,38.13681209615182,-19.65458608172837,-103.93053581296061,-98.4266139236517,B,C,-183.38038003933525,D,C,-32.27139086000123,1
18-25,51,Male,Bisexual,60.92569921524915,39.03712699856746,20.85985986762722,97.66821009392572,C,A,100.99431719673122,C,D,19.341279697724843,1
51-65,19,M,Other,-5.587155955762976,42.219125813661016,16.714758040478735,-111.87631723612049,E,D,52.53963965410413,E,D,24.92608456225824,1
26-35,55,Other,Homosexual,-1.9223246823269167,-59.16331997491564,4.020552918419736,-51.80504722260735,D,A,-20.971325522791847,A,B,-210.8378443624534,0
65+,46,Other,Heterosexual,122.13030438821013,-77.00247396949467,2.026281202283517,-23.025401095475342,B,A,-173.29512175658004,C,A,-66.9685898876528,1
65+,59,M,Bisexual,213.1747107355495,-151.42472205791313,-68.76018853056107,-69.8508818619196,B,B,30.299389806738517,D,B,-75.4889503356699,0
18-25,99,F,Other,0.15740289985215394,0.7972724357304065,-104.66011588028591,-159.49081609358726,E,E,90.14338221660437,E,C,-138.35335842576112,0
26-35,58,Male,Other,102.43072086238692,-37.77049913454579,-73.3778127635682,-135.43311163041375,E,D,-104.60685173894082,E,D,136.04577828726835,1
26-35,66,Female,Bisexual,-223.877015300721,71.93694113977934,-43.76866407604317,60.683778231211846,E,E,-51.567894220623856,C,D,-163.65584357041294,1
65+,82,Male,Homosexual,10.93976064300397,-148.51700635270365,189.03710923457572,0.9433516687935227,E,D,-133.35501177838273,D,C,-59.34674228356668,1
51-65,94,F,Other,5.884180182839895,41.7453814901712,176.58930667062842,62.67371150094829,D,A,-100.23039994733803,B,C,-12.106313573193791,0
65+,97,Non-binary,Homosexual,-32.46881446846545,31.75923818871314,-67.42784619331903,-19.05084757495434,D,A,46.41756280183676,A,D,73.45730114172494,1
26-35,40,M,Heterosexual,4.474746111303403,-67.11530996850534,-160.7928083737934,-85.58910341063954,B,D,-17.616112124722083,A,A,100.6467332547448,0
51-65,97,Female,Heterosexual,80.68143541884905,41.24332594071794,-14.728982821273812,6.231277552602787,E,B,48.24993287356706,E,E,257.2277259840651,0
51-65,72,F,Other,84.93918770490326,102.53392584512062,42.35648610036894,10.750150503772703,E,E,97.37696669222592,A,C,-19.780916288127493,0
65+,26,Male,Other,1.9969542578443873,-25.014806694127657,169.68462434429262,83.2853980408631,C,A,182.47939655650939,C,A,260.6084863682851,0
18-25,22,Non-binary,Heterosexual,-27.658704352651654,-152.14151584657716,44.909683390325796,-49.27548630210557,A,A,-61.07968416440506,D,B,115.02061268774449,1
18-25,26,Other,Other,149.33583583531578,33.339620372032975,46.74622027956305,15.136091093434132,C,D,-81.94014453103618,B,A,100.90747610945834,0
26-35,87,Non-binary,Bisexual,39.32684172350734,126.63225259200601,4.053926734329163,-147.4981634941098,A,A,62.86682255911601,B,A,19.239550598762836,0
36-50,85,F,Other,67.5134632302463,-106.44049304769527,84.58192214955,34.73451759743106,C,B,76.07029357024092,E,A,-61.550374178078826,0
51-65,22,Non-binary,Homosexual,-150.40727300664457,-96.75643838888693,-22.267624508932407,97.44667479971018,D,C,-60.92666747240786,B,C,56.38295722081317,0
65+,20,Male,Bisexual,91.8063045113938,-19.92119335137931,-6.162201207349296,-57.52692519915641,C,C,9.647091101065227,E,E,98.63066901802266,1
65+,70,Female,Bisexual,-164.4647276444664,219.03258983971892,-3.7570236772202072,-49.143501213660244,E,E,123.56633562403417,E,A,-81.21011249317895,1
65+,59,M,Bisexual,-2.476110875613411,-20.82922232338683,127.44803134265885,0.5262838614401927,A,E,-85.93576630155077,A,E,74.17820709345776,1
65+,65,Female,Bisexual,-94.30285511857012,-10.434426521000745,-132.8084075023311,-315.486009198625,D,E,-249.1694153761344,D,B,-90.94570272295596,1
51-65,79,Male,Heterosexual,67.92069610646833,-16.69354096641912,-18.383109445816114,-0.9721415080249037,C,C,64.33736267830906,C,C,115.38392568576327,1
51-65,74,Female,Bisexual,-75.94536672886012,78.88777748511299,-57.27480450065967,-24.975826233032258,C,A,-24.923272230367512,C,D,22.455393746453154,0
18-25,68,Male,Other,73.8304104768101,69.84455604599879,60.396439885056466,-19.863735657261454,B,E,267.59136692141664,B,D,-36.5628514522296,0
36-50,27,F,Bisexual,-116.72905894968066,101.16335262255724,10.77905162383014,-94.03763680415939,D,D,-57.23099034984631,A,D,-39.34712552164821,1
26-35,53,F,Heterosexual,-89.4700785450169,-18.169273901936847,-208.76349282370361,-46.918764309717474,D,B,58.74219137167652,E,C,51.44755025751168,0
18-25,50,Female,Other,-22.206009640007302,-61.23366860849227,26.699381474192112,-43.126169130684104,B,D,112.85934442834775,D,B,-82.18049382833965,0
65+,29,Non-binary,Homosexual,-65.88057736450274,55.22550346003955,-33.86416908551103,-88.43229564221032,B,B,0.5947795126744032,D,D,12.45038600259384,1
65+,37,Male,Bisexual,-157.02342829779113,62.80830833013646,-123.3635262060574,-17.270139265816407,A,D,130.74157853922642,B,C,50.229951097335366,0
18-25,51,F,Other,-49.67779267782963,-46.2302466954115,-137.6595311390507,98.96498464535188,B,E,192.8004130399368,A,A,-31.99405609308359,0
26-35,18,F,Bisexual,30.21525081797992,-68.78130199465375,173.48623091915502,51.33401421279731,D,C,234.78063986199436,C,E,-189.7062611912952,0
51-65,34,F,Homosexual,107.14969683461749,99.584990827273,-138.90093197017222,-29.22828141419855,A,B,-101.96652599241102,A,E,-113.80487431841979,0
51-65,74,F,Homosexual,97.16199551417209,-117.13546477073558,-24.8277147459908,132.9196312822486,A,A,-31.429835121679528,C,B,159.61988298328404,0
36-50,83,Non-binary,Heterosexual,117.61599762814892,-8.213214599211884,-139.4132658019404,85.40399130997925,C,D,-40.947091567023556,E,D,-62.04197129597937,1
65+,44,Other,Bisexual,95.51920026013163,174.58637804382835,-58.41469985610787,-31.38314138437737,B,D,13.991887355715745,D,D,74.1325334474534,1
26-35,49,Male,Bisexual,46.95424548415754,4.622504387497729,-132.21381293027636,10.251675329238404,C,B,-21.512292516203694,D,C,61.092743827046306,0
36-50,35,Non-binary,Bisexual,72.94215256513404,-6.345995044531939,-11.590954506412372,-128.67350313314597,C,B,-83.68113450592999,A,C,-15.200828278663497,0
65+,19,F,Bisexual,-22.410756136569457,-42.19593990018667,-1.8768012105584146,-55.192054852052344,B,E,-73.00311610480162,B,E,-58.50418066347823,1
26-35,41,Other,Heterosexual,-164.73197462542535,167.66983874633183,168.77653126512905,-103.41534984849427,E,E,-102.71446542638213,E,A,9.511528912290192,1
18-25,38,Male,Other,-61.65032255002355,-168.6077343532914,108.9991754016084,122.48548306188145,A,B,-21.8224881545873,A,E,-238.32241117946134,1
36-50,67,Other,Heterosexual,230.41039719963769,-106.0954743863331,-117.49520258310619,48.048045420434725,E,E,-55.85659980282179,C,B,33.252229994382745,0
65+,84,Non-binary,Heterosexual,-42.3446218330554,148.83319641391452,-6.129023956376301,84.55043151049303,C,E,44.644135221408106,B,B,-91.20564602228818,0
26-35,30,M,Heterosexual,-95.15344085520628,186.32273412090973,-21.34490748664894,83.55783449537691,C,E,12.415654406475289,B,A,46.21825409625719,0
18-25,73,Female,Bisexual,34.86866342212698,63.22091213260202,-91.38799282218454,24.29712667196504,C,E,-151.98033027524036,B,C,107.60960996349213,1
18-25,46,M,Heterosexual,163.10838313255124,65.54105241864944,23.587255355534868,-45.56961935346694,C,B,-20.17868522704899,D,A,-6.553937146716052,1
36-50,61,Female,Other,1.0575938449011364,63.648594703093806,-199.484926398144,-36.83363784043255,D,E,-45.61089726868321,A,E,164.70031264133218,1
36-50,50,Male,Bisexual,-61.76945720918936,-96.05714421053403,46.07126658700246,-57.64246123322313,B,A,-75.53376608362699,D,A,-106.06287724576413,1
36-50,56,Male,Heterosexual,39.18370709956482,65.79672662552943,88.58064916638064,241.81432195372366,C,C,-1.5532820929053077,C,A,19.03281169045293,1
51-65,80,Non-binary,Other,16.766925930389796,-53.4863086803816,-26.760939483679447,-40.98189653423263,C,B,-122.42518879591147,E,B,237.677447492836,1
18-25,95,Female,Homosexual,203.77300924809535,68.77174105385853,56.12989336295495,-57.077036571593354,C,E,-65.24832540195021,E,A,-91.46671101584266,1
65+,54,Female,Other,193.19262428074876,222.09945009277422,-33.80353378450103,88.34667651649404,E,B,65.28407877850317,B,D,85.47683096598242,0
51-65,80,F,Other,-68.56686351491578,41.976592372645584,-44.20061107371895,-37.085158685181746,B,E,13.777893256168971,B,D,105.97982861061395,1
65+,33,F,Other,179.70401764657876,102.42378964187733,-75.35453022100089,-41.75393074026797,B,A,131.9988297826628,D,B,3.7564079535822534,1
26-35,33,Male,Bisexual,-28.94603776460028,19.152757528222388,198.87200304982642,16.023105695278723,C,D,-52.83226053851106,C,B,-120.29780261805954,1
18-25,92,Male,Homosexual,-9.082117962984373,-110.55250494223363,-55.48351920989359,-36.74476439636522,D,E,-115.54334957804888,D,A,76.74733240512818,0
