age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
71,31.634152169189434,-60.41425641748117,B,D,A,B,E,-40.524752455243124,D,87.33805646928747,E,B,A,E,-182.87188572315557,147.75259358699032,0
24,2.4095125551622183,-187.00947115075988,C,B,D,B,C,46.034484275732076,D,114.6282997735129,E,B,D,A,3.84012185082946,-110.21629136323499,0
20,51.25141735075762,29.431227454668747,E,E,C,A,C,-34.631387724217724,A,-64.98079684671394,B,A,B,A,-3.1216570368723517,-90.97880125734544,0
49,-102.02589358873138,-25.494065307575823,E,A,E,B,D,214.97871791321978,E,-37.05523560515817,A,C,B,A,-91.89338248356893,178.58508469990218,0
39,29.64213703596866,-128.1489161090932,E,B,C,C,D,65.09625293422336,C,27.34137590556582,A,B,E,C,102.11341143761403,-125.10953463847598,0
79,-26.56117194559064,-70.9049777455442,A,D,D,B,E,108.10529363551086,C,116.40519313215493,E,A,A,C,-31.49617406611793,55.40960562962937,1
32,-80.49114099562742,-22.099726226816347,A,E,D,E,B,-117.83953702141778,D,190.63117633076462,C,A,C,C,-46.27309578347191,56.73416100617777,0
25,199.76826591515,-155.48982600129997,D,C,C,E,E,228.63639630061874,D,98.66471132874965,C,D,D,A,-59.907841084940095,70.18196585509799,1
76,-69.2146261638024,-95.97482374624114,B,D,A,C,C,60.992896956862666,E,-62.741758331592834,B,E,B,D,-10.174257868992461,-187.92059086878325,0
26,40.10202759055965,-13.732403605324798,E,A,A,E,D,49.057645658627195,B,-180.83457446446246,E,B,B,D,-149.57445968561296,-79.9558140891057,0
24,87.89248761997897,-113.28795942461821,D,C,B,C,C,170.72596132651378,A,-128.29007223974193,B,B,B,D,-10.534228160019177,-62.36943203890917,0
62,218.67738819958214,-94.79829595785095,A,B,D,E,E,82.08742359606825,E,87.22686774596218,C,D,B,B,24.283466054886983,45.268425355148594,1
30,39.06611029019344,106.37495437657687,B,A,D,E,A,-80.57734899912057,C,40.2054768773312,E,A,C,A,-89.40241289601406,55.779649668280484,0
42,53.866919266864564,77.44371467041259,E,B,E,B,E,15.106557814162688,E,-28.9853465157825,E,A,A,D,46.62122440252814,18.974709973351256,1
45,51.080667550014404,46.15331311205922,D,E,D,C,B,-36.70152829619686,D,57.69034282711475,B,B,E,D,-118.41127188273629,-63.086241742612884,0
48,-41.176579835858306,49.25666504312377,E,C,E,D,B,-156.9831899583191,B,-25.432383439183013,C,B,A,C,-19.120692740652576,4.687111218500908,1
30,-76.41588258414474,120.67620787630806,E,A,A,B,E,-65.72529847117184,B,76.51177590312092,D,D,E,E,1.517659552551066,-49.378389530562885,1
67,111.75393990524623,-55.89764326222845,A,C,A,C,E,-112.05915009366745,B,-130.51407024061476,E,C,B,B,159.2541587075901,-65.91952776625233,0
27,-2.465163793222302,30.6816321743262,D,D,A,C,C,-81.52524883236565,A,107.24071979706622,B,C,E,D,202.84200897128156,-96.75309358615708,1
69,145.90219856214773,31.863740756122883,B,D,E,E,D,87.549649380759,D,136.3269816764773,A,B,C,C,234.7075225265667,115.50479070300696,0
21,-169.11237779716794,-9.546328216665291,C,C,A,C,D,-142.281238625717,B,150.99645835182844,E,B,C,C,-12.0633998021452,17.075731677494467,1
56,27.635286814072185,-48.28181204544048,D,D,A,B,D,-29.762377010737023,B,212.46563313978402,B,A,B,D,-21.421342155092685,87.75314873386013,1
67,33.477385100471466,-36.43216508156989,B,D,C,E,E,-25.916419097019205,C,-136.62295035846896,D,D,C,B,99.88547082802992,16.810876159508897,0
68,8.520616643973229,62.586441972919346,C,C,D,D,D,21.564770073006148,D,103.13911705674907,C,A,A,B,-60.146023320243415,59.46353830552533,1
21,4.7322921577971915,-73.37542976713321,A,D,E,A,B,-303.33503665063694,D,-149.76552768169626,B,B,E,B,-6.987449634379635,28.564802483742408,1
54,113.40335118777854,-108.19915132354912,D,B,A,C,B,8.34398148254006,C,-85.61817882222506,C,D,C,D,-165.28899406031599,-133.85284131394144,0
58,30.543527594205873,28.22574019728667,A,B,B,C,D,111.68938965451056,B,77.81669227618548,D,A,D,C,-170.27809366685213,118.58163278484852,0
40,-20.938552343210397,8.555354976045667,C,E,C,C,C,86.95362369856696,E,5.55861690759848,B,C,B,B,-24.072282254532208,-8.575046023641955,0
60,-81.9597961004255,114.7799139569043,E,B,A,D,C,2.7709090665721368,A,47.51128872794067,B,B,D,E,-107.51056417770872,-79.75470352947191,0
31,59.547382833922605,-155.13151418568378,D,B,C,C,C,-90.53614361986808,E,24.1496118960209,D,E,E,E,59.53946808481141,142.3722037713738,1
35,-192.71426708027036,65.44172060277549,D,C,E,D,E,-184.27705424418076,A,-8.156604146642017,E,D,C,D,109.69842442311241,-165.20537457556873,0
32,71.9510819546158,-5.83873407556886,B,B,A,E,A,160.59799236368343,C,107.18649330866347,E,D,C,A,14.410501280545256,98.06457138915802,0
34,-26.50530729402184,15.905325707851837,C,A,A,B,D,-19.51313818289185,C,47.16044642453965,C,E,B,A,13.196022531759443,169.6098224013659,1
63,58.42730189870593,-172.93293382900993,A,C,A,B,B,105.54750540704944,D,52.69144937323125,A,E,A,B,79.39663489644335,-109.81111543828708,0
57,200.35185545086213,-151.49064215159487,A,A,D,D,B,13.188117835982654,A,12.814239898179014,E,B,C,E,25.134045820049344,33.52055570466151,1
58,-196.09060645359727,42.11798312086362,A,A,C,A,C,34.39313159190353,C,-178.8703640081497,B,D,C,D,-53.057660571704346,-20.031284281224877,1
60,-62.12259794485478,-96.73849976609195,D,C,C,D,B,34.033817211886934,B,289.8898442436726,D,D,C,D,25.48660495020778,-126.37283689291803,1
49,-21.96432206675602,21.856724585610927,E,B,C,B,A,19.90878094978375,D,23.255379001489686,E,C,E,B,41.72874045409276,-133.51024811564062,1
49,44.39881173209203,72.97437694123322,B,B,B,E,D,69.57206863692024,B,42.45785786984351,A,B,C,A,-215.7016911639428,4.668876600358081,1
34,12.024998982678566,-0.7006738386446786,A,E,E,A,D,-81.85019028740538,A,133.13678378840902,B,A,A,C,-120.75254646298445,19.721655140202397,0
35,-4.5976731956092625,-38.46893987782039,C,A,C,A,A,124.93932446716194,C,-179.92971982137792,D,A,D,B,11.585345294888137,70.5494490890017,0
46,-108.33803658758072,25.125046680259683,C,B,D,E,D,-37.926623124348104,E,-169.63209849023505,D,B,B,C,-53.913649227915684,17.897603885611243,1
39,-32.785470173702805,48.11988044432459,A,B,B,A,B,65.56393165815751,E,-152.1643104753393,C,D,A,A,71.49721738305495,-0.7246785930590921,1
57,50.05134404932701,178.76565941396836,B,D,C,A,C,-137.3194079506236,B,6.979622823471453,E,C,A,A,-166.84013011264676,-197.70510483787308,0
62,51.506303601705014,-86.11683361329055,A,C,B,C,C,-10.686072203175632,C,98.69256841802486,A,B,C,E,-52.89072766085997,-98.43233862027223,0
33,-41.03465524844617,-145.4855044634736,C,A,E,A,B,-7.407366493724571,C,-120.18783121743415,E,C,D,B,44.63956098314652,15.899748950178225,1
25,21.15907592911651,-125.7267639765455,E,A,C,C,C,-53.32135625665556,D,-137.95556041507731,E,B,E,E,113.17127947506562,-117.65847014453676,1
42,55.6424363131828,34.68047945917563,D,D,B,B,E,-96.98221138241188,B,-125.39539886711715,C,A,C,E,165.7310591795296,69.07051702424131,0
43,22.799254453864773,-34.23029932633612,C,C,C,B,B,-28.441708137860477,B,165.77921035464865,E,D,B,D,42.54993924016765,-159.03104075589124,1
23,18.775346128159804,-66.03203276374192,C,A,C,C,A,-71.52283580250742,B,-124.62902386489836,A,E,D,C,-190.44721257125752,-27.87430485314275,1
24,-69.05561784276496,-128.2471127706617,D,A,E,B,C,-130.02059350785564,B,140.77336169583083,C,A,D,C,78.47787979547589,28.889449646550357,1
60,-79.31376378990788,65.7652301713294,A,A,D,B,C,153.244639720713,C,-27.54932636732595,A,A,C,B,219.49847976554273,-160.97065380746608,0
39,135.01686396657337,-136.93733300720282,B,B,B,A,D,-41.91413639681477,D,24.531724558301168,B,C,C,D,101.54613175188368,-74.34004550400999,1
77,-60.57129979258973,37.400408634762485,C,D,C,C,A,-74.83283925663928,A,131.63634219121704,D,E,A,A,13.033179574765184,-7.08231207026678,0
73,76.83565163733827,65.94620686137439,C,C,C,B,B,-25.35366934470975,E,16.19868106106894,D,A,A,A,-54.94932566286147,-4.864217247477832,1
51,122.59044354256754,75.90092232490686,A,B,A,B,A,54.18496654698228,C,-59.26081054260105,A,E,A,C,-28.55776182972076,0.8463426794199609,0
61,111.66833853672541,69.36363376157163,E,C,D,C,D,150.92551658026534,D,90.09289579242903,D,E,D,C,-145.4712560555221,-51.35606571235007,1
65,-2.2044823972442362,241.2503055463331,E,E,A,B,A,-92.26464040140797,B,-155.75843185645923,D,D,B,B,-50.31281587144435,26.784719795969824,0
29,29.145048432844632,125.362951542821,C,B,B,D,C,-108.55383031802015,A,-107.84303031321994,C,C,A,A,150.44562319618356,-81.00454257620886,0
65,-26.69723098172415,14.554855291330075,E,A,D,D,E,-6.606431050108466,A,10.758596385673256,D,E,A,C,-20.85556198075501,-91.21038746560659,1
55,-109.19840417035564,-12.547173704345827,E,D,E,C,B,49.34080551227913,C,-23.874891273471803,A,A,B,B,-34.89480051697896,123.82432672762522,0
49,114.99984300382182,72.08966604328657,E,B,B,E,A,-139.61252884864163,E,-150.94485582710632,A,C,C,B,-66.06583093272053,98.3092126417574,1
69,-94.73514504243448,184.1270881765755,B,A,B,B,A,-115.67678108156852,E,-90.3701235258342,C,C,D,B,-141.22306482867256,32.10074477554471,1
32,82.26227417210085,96.84065447220311,D,C,D,E,C,-3.730399971794195,B,-28.64250097987069,B,C,E,B,18.838827100499675,-80.58338542770184,1
27,31.143903032900198,-16.099489123633422,E,E,E,C,B,-87.96594675824781,A,42.838604394565074,B,C,A,A,-269.23772954049053,-142.41833093059793,0
51,-20.23477899471265,-69.26020487275417,B,E,E,B,D,94.21855396905056,E,-109.53507989745358,B,E,D,E,145.06380151560577,48.54886537844379,1
50,126.62293844918952,39.70447048249539,E,D,B,B,A,94.28283097246319,D,14.003567073375379,B,A,A,D,-108.89317742774173,-14.88993987412774,1
36,14.82773421262388,47.264098552074735,A,A,B,E,E,-5.774069779168726,C,-58.37614739021735,E,C,D,E,-17.931023017364314,-28.015053720466653,0
48,-12.024049471215227,102.8670488709013,E,B,B,D,E,81.45711967881465,E,59.67282421409228,D,A,A,C,-97.18469842508772,16.990806665966925,1
56,-180.2758170505525,-2.8887394558868302,E,A,C,A,C,-129.29761720263372,A,-38.76945074027516,B,E,E,D,-113.98698123983539,-74.16815068909442,1
75,-99.19059925590619,-128.21468277147915,B,B,D,B,E,142.40927172214631,D,13.138984967204555,E,B,C,E,13.653737782437725,-18.13094723195674,0
20,-141.9627469386584,-127.3676440835122,C,E,A,C,E,15.75307910315271,E,91.73597834788465,C,B,B,D,-12.233590636211929,-133.69908415507638,1
38,39.401846172289176,12.851208083621806,E,A,D,E,B,8.203465712660972,B,-153.44726658192673,D,B,B,A,-63.203728941376,33.33880102684752,1
50,-150.7699973442535,74.03929697326024,E,D,E,B,A,84.37090075467086,C,8.225087669849641,D,D,E,C,-107.6803936824644,101.59237355699872,1
48,-163.60471718473576,-19.11206539583428,A,D,D,E,A,180.35112200118107,D,128.87115600934678,D,A,E,A,266.4702188396102,77.77920259929252,1
18,29.644809009880674,-154.73665323851253,B,B,C,B,A,-206.4749191143346,C,107.24939980805912,D,D,B,A,5.299976769274312,53.278878211172554,1
60,18.35862444222084,-40.63099158917168,C,A,B,A,C,-14.31385547266419,C,-24.342768049436838,D,A,C,C,-187.7930043700513,-117.59453230398933,0
30,189.10469049203132,55.32527900378691,A,A,A,B,B,96.98434453160736,C,-208.00515259096352,C,D,E,E,127.23658839674788,147.25389335696778,1
38,-51.691469967866965,72.66020505403378,E,D,D,D,E,55.087175553323966,D,27.230140026140177,E,A,E,A,-37.279917405050604,45.96687952812723,1
46,33.755643571788255,-144.8003661156111,B,D,B,C,E,44.044151120946864,D,-81.82838059025194,E,A,E,C,-148.22174554000142,11.02529971577863,1
66,45.234085632166924,47.22467748798567,A,B,A,E,C,69.37540202185438,B,-99.23537400723065,A,A,C,E,-43.437901803537606,-215.53444908820455,0
38,-5.776216666383515,-131.07909974234008,C,E,E,E,D,6.465319944970917,B,-91.90703182705045,C,C,B,C,29.488464085454513,-230.58389079610308,1
64,-156.59267682928953,-61.938827971569076,D,B,B,C,C,148.23465237210632,E,66.18975603701752,C,A,D,C,33.9706709079626,42.107440556360444,1
33,247.69150524422562,17.56112528781624,B,C,B,C,A,-47.843287243621724,A,-125.14929050405735,A,D,C,D,-122.81185209005623,194.11672852383217,1
36,104.31963125277429,-133.29047781045915,D,B,D,B,C,-36.53704903574931,C,150.47628587756338,C,B,E,D,26.257487099573986,128.43185245758087,1
50,-143.14859800164857,-6.810799908642783,D,D,C,B,D,91.56809826837508,A,1.369478753885578,C,C,A,E,-285.85732394207935,33.12158895382435,0
57,106.68179255543575,20.077302340394393,E,E,D,E,C,-47.76374856344093,D,110.25559970276468,B,D,C,A,53.360847073332366,-47.04503040508907,0
37,-80.15246567700073,94.75644753342074,E,D,A,D,D,-13.570496438224867,C,37.10719917052666,A,B,B,B,0.4702426880998452,124.3676208553655,0
47,3.3711191732645944,-179.44292783860087,D,A,B,E,E,84.4904374138238,C,17.73996320516695,B,C,E,C,93.75539398505356,0.07322346384898232,0
22,61.58612285096995,-36.840575757113456,C,A,D,A,E,66.79299658099357,E,-212.88292191038374,E,B,C,A,-3.28646688961924,-71.69983179153084,0
21,-28.12739500996703,10.018072454145862,C,E,A,D,B,-34.18056006344826,C,10.71200272094914,C,B,B,C,-129.18744073504394,75.74863744847826,1
47,-124.38352120573897,-33.49027283721015,C,D,B,C,A,-46.87126628809618,D,-18.87789755897897,A,A,D,C,116.20310706648975,52.28499719169613,1
51,66.11684427976697,17.491045048793733,C,C,B,B,E,-49.095831964239615,C,-127.27019376716868,E,D,C,C,78.54141179707295,134.9872303730589,1
73,-115.9829147527118,-105.42824783236773,A,D,D,C,E,-126.90301297694684,D,-44.375787908701184,D,E,A,A,-66.1635684810923,-28.734874607831745,1
64,-137.54082361347184,-23.723633236737683,A,A,E,E,D,76.64074688787366,D,-83.99118729413368,E,E,D,C,173.48455243227602,141.02311615282406,0
34,-37.595370756566524,-103.7900737612108,B,E,D,A,D,-17.49800463193536,C,-63.84031422490737,C,A,D,D,63.660933896522906,-38.95812835938383,0
39,-135.86799140838798,42.10225270386566,A,A,C,D,A,-43.554381317140304,A,228.7332302277619,D,B,D,E,-61.75624205282031,107.2228610343495,1
67,-240.0089804840295,-41.32611451803329,E,C,E,C,D,171.75548218330266,A,-128.33767122266343,B,C,D,C,-109.65525153353684,-17.53232670181506,0
78,135.83402495218775,115.74291245097486,C,C,B,A,D,-4.486315945789689,A,-136.79000145699635,B,E,B,D,-26.704613926081645,41.688292297869154,0
22,76.42143487647982,177.16106773642866,C,D,D,B,B,-93.32530675615156,B,61.40108590332795,E,A,A,A,-98.54072484271371,106.35840406693482,0
49,178.2090298257445,-90.83310618161727,C,B,C,D,E,-34.01481542740841,D,169.40915144180548,C,E,E,E,-44.1113311218489,-68.92758895274929,1
47,-11.231051609319234,102.64661179192125,C,B,D,C,A,-99.44449629807376,E,95.50943329475697,A,D,A,B,20.674531778062107,-145.43596934261848,0
77,-178.60026417828513,-161.93993292529655,C,A,C,D,A,-90.53043348427086,B,-109.90628394529058,D,E,D,A,-72.17444475668931,21.967692870482107,1
28,-40.43092770620111,-44.56778155111635,E,D,C,D,A,97.8324685619852,E,-99.6206867859044,D,E,B,D,22.76944245740905,157.73848248254274,0
57,93.00329175554523,3.174076617970768,C,B,C,E,E,9.540337688742763,B,-10.426286659687513,A,C,B,A,226.32337178422924,89.62091490723839,0
32,18.156920350823203,78.55112811564915,B,E,C,E,E,-206.49680133810486,E,-58.72190818472133,B,A,D,D,-66.16960896508778,-29.80619965281707,0
55,49.20602904390382,19.762942970149926,A,C,B,B,C,-168.69914663467972,C,-142.45913227933983,B,E,E,C,131.18628948510346,-4.034656454696182,1
61,-65.64968989070906,-120.61562854470283,E,B,C,D,E,209.21867465650945,B,175.17833511655613,A,A,C,E,21.210570237817148,21.954556072447815,0
41,-50.532132258765095,66.43923942470533,B,D,E,C,B,87.08602871297077,D,34.03322034014668,D,E,C,B,49.97891862244782,-34.78468644478209,1
19,24.678414303693078,-106.97754824011176,B,B,B,C,A,69.17504568136968,B,-130.14499865765748,C,C,E,A,68.92115200256133,-8.332861777098547,1
68,56.734682177127205,124.16617509683712,C,D,B,B,D,-53.914161052273776,C,-84.20373484805387,D,D,C,A,160.71588008283112,75.43922489620701,1
71,222.17540641703937,21.987672176128353,E,E,D,C,C,-44.167905339402665,C,51.39700223174673,D,E,A,B,-149.3994987554049,215.7763449107198,0
65,42.2559935394065,-46.83300270171879,D,E,E,A,A,89.9741824671537,E,-30.223846041227237,B,E,B,D,1.8063714607924615,171.6531874765819,0
27,-63.11323132112646,-82.30368249848962,E,C,D,C,B,227.7147432597736,D,-93.44264401512132,E,A,A,D,-51.899577890194024,-130.362762175676,1
62,42.98238638050408,150.16254322956308,A,D,E,D,C,95.20319072360222,E,85.39488112485833,A,E,A,E,-99.0695872302247,31.344518915992214,0
65,105.89721820417193,-134.77653759598266,C,D,C,A,C,167.91079889191894,C,72.14695545044893,D,D,C,B,-3.387065822418716,-18.154551354821173,1
70,-159.27356857124462,-46.84461487333177,A,D,B,C,C,13.539932678814544,A,-16.48854684675305,E,E,E,C,-221.8020534908716,-115.79747915493724,0
26,9.484900425697562,-113.1150501833607,B,E,E,D,E,219.6367304799339,C,35.95455119187322,D,A,C,E,249.16593341377444,-152.65666258296824,1
28,-124.13176831071083,-17.834246934147846,A,B,A,B,D,52.37171727124278,B,97.10845370164878,E,E,E,E,-60.67693380875713,10.585909159768663,0
60,-106.44290611676632,15.919249142513706,B,A,C,C,C,45.330268870188675,A,-41.34941196965934,E,C,B,A,56.397497898192114,-30.119130707124036,1
67,6.387401521305314,-20.134245054630913,A,A,D,C,A,51.43760671196984,A,-67.58949426412457,C,A,B,A,223.7513742068229,51.18478018124291,0
37,-97.98284466154531,-80.364898083772,A,D,E,B,D,16.739024045552064,B,18.58153462726617,B,E,D,B,-85.70999616925421,-14.572912930140392,1
63,87.98056631042908,-79.29744242597258,D,E,C,D,D,115.0087552653809,B,49.91780945609995,D,E,C,A,46.0516609058117,18.725976868332378,0
74,154.49622804873505,-200.4066624279623,A,B,C,A,E,70.49506118601262,E,76.34882710100939,B,A,C,D,-123.07002412792751,111.54003988171756,0
54,156.6181791303511,40.70981553448751,A,D,E,E,B,52.603062136493286,E,93.84676194712284,B,E,C,B,4.5318046013019915,-16.05240920527567,0
58,-114.76284776471152,16.54493398739687,D,A,C,E,E,33.07189612157801,C,250.97298897994182,A,A,B,C,-145.4787020898507,63.15069404927194,0
37,-60.14056016360074,-54.05865226838915,C,C,E,C,D,-65.50486444648831,E,16.852236487195775,E,B,E,B,-44.11998391824469,-147.77682391576946,1
61,83.11214892600896,122.22810190309823,A,B,D,E,E,51.5886983680537,E,-82.90702880970284,D,D,A,E,45.945157884160906,-94.85134904785141,0
50,-256.749182000597,93.05036156549986,B,C,C,B,B,-64.04402714298762,D,79.9451068668063,B,E,E,E,13.086049472808817,-41.41793451643752,1
36,33.004706658159144,158.05626410396812,B,A,B,E,D,95.04012598241258,C,-8.59963844340841,D,D,C,C,123.09450591508961,96.5313885755393,0
44,-118.73833641925158,28.65879570709548,D,B,B,C,B,-63.35921931990117,A,-44.07959429941316,E,C,D,C,127.16639241591683,-144.44021552296036,0
58,-45.40095893638367,-153.0380429398991,A,C,C,D,D,-26.663704532248655,A,-72.58373214141251,E,C,C,D,-51.556434846755415,-175.7844146875461,1
79,-22.97785927599538,-265.0132004036801,B,E,B,C,B,200.54583316846805,A,29.21228288763999,D,E,C,A,-2.3829012309766013,148.71381906121275,1
79,-2.160151405651705,-137.71208406671997,E,B,D,D,A,-27.643196361585463,E,93.28134511714819,D,E,D,B,86.43908348468821,61.95821473230142,0
18,-212.81047764854696,32.00122274600856,C,E,D,B,B,47.36092039729344,D,150.60716020263243,A,E,A,D,-86.12489594161634,-123.17587662338131,1
56,2.196678971190619,-32.58920219648357,E,C,D,D,C,-56.15160634908655,C,-167.97689114103866,E,A,D,D,119.2430938643779,277.80382474376455,0
74,-102.57843458147006,-68.60797916637527,E,A,D,B,A,78.40785169722695,C,107.7814473018272,B,D,A,A,65.76852715498322,119.56705459766712,0
79,154.62011658605937,57.34481371388714,B,C,B,E,B,-113.2744324818661,E,136.28310013314479,E,B,B,D,188.85540910898712,-86.26643837580542,1
53,-81.31892182296289,4.185214051526531,D,D,E,B,B,86.92464655113471,A,75.59377758116827,B,B,C,C,-16.23704681361781,66.76972801014894,0
79,-35.24546711324388,16.833993047242934,B,E,C,D,E,46.51250702919686,E,16.43745073788142,E,A,A,C,47.49403392802072,-110.79322460939767,0
19,27.935485137859505,76.22057068637903,A,C,A,A,D,23.946914324144913,B,-16.04410506934467,E,C,A,B,-50.31796056510588,-41.48384665563707,1
41,-167.24442965204008,59.83119839463855,E,B,D,E,B,230.47194158163694,D,-243.1900447091633,E,D,C,B,94.74179083832168,20.536656698382806,1
24,-40.601185714498186,20.137305413082256,C,A,C,D,A,24.22146155898361,D,26.736156567357654,D,D,D,D,-116.63839950773563,-18.8082603259383,0
49,-15.302920957773846,134.89289773943239,E,D,A,C,A,4.384144591717274,D,-96.68106120010266,E,E,D,E,-56.14869099168058,5.104409798847717,0
40,59.26608458256361,133.7791962758425,C,D,D,A,C,-21.505525824122415,A,190.18470512490333,D,C,A,A,81.85449113482726,111.59921871950205,0
44,34.15168317292604,-7.963197143768697,D,C,E,A,B,7.012945769343028,B,5.282314310935468,C,D,E,A,10.344390014049983,-167.54504194435896,1
33,-9.834441577170022,279.79559380288015,A,B,E,D,B,18.988468508389328,B,-252.99542848162275,A,B,D,E,4.244308403601188,-33.39534261580391,1
78,15.51183123755846,112.52585682395801,B,D,B,E,C,49.85854623861513,A,241.40528247782197,B,C,D,D,-36.97090360117621,-117.60002074233566,1
50,-54.30922378926696,-84.37656207454192,D,E,D,A,A,-103.26761647484194,B,-238.89344666760985,D,D,D,C,174.75443024455484,-74.60619155251061,0
56,71.09640477539946,-115.05460094625106,E,B,A,C,B,-189.3206828984889,B,-22.38566639745223,C,A,A,C,170.7563686757692,67.85178070850874,0
66,-27.874631089459427,83.51561264683349,A,D,C,B,D,-64.11407121573028,E,-53.38464072478361,E,A,D,A,-116.3231023669462,168.99949341051445,1
77,-32.705094671916854,-129.2373493874978,D,E,A,C,C,-201.48813371026316,C,24.279728537695384,C,E,D,E,88.39511970143725,170.63503818261543,1
55,-119.0679038732392,-2.3020634305770407,A,E,E,E,C,27.989375507125686,A,52.932889182797595,E,E,C,A,-138.3340874329535,78.52942418543543,1
29,51.12346597646326,72.48159939214919,C,B,C,D,A,109.04411077579871,D,126.13290206794534,C,A,C,E,-113.27533735123649,16.200022333914628,0
72,-4.5331775033184805,-47.28110871208202,A,A,D,C,E,-76.43761529403093,B,-105.65142369578766,B,D,C,A,-42.610679339100486,138.91773362614944,1
46,-31.919580063097264,31.83155864476358,A,B,E,A,D,17.530790579479056,B,-168.5818094354112,E,C,A,C,-58.70491348559979,10.48445118948008,0
60,84.75763850599934,-36.72675497207209,A,E,D,E,B,-106.54945906903703,C,31.346119609449723,C,A,D,A,-107.57630553950412,-46.88944742489606,0
23,37.08726709970538,-38.05905184591446,C,D,D,A,A,245.5583074194783,C,-105.99330700069973,C,E,E,D,-24.21948444129028,-69.56759436103866,0
76,28.677926411609185,15.876014639216034,D,B,E,D,B,-25.909594567416345,E,111.36142696099687,D,A,B,C,-71.68631204602246,6.1268597110276515,1
43,-7.305988396194111,105.66574486811267,D,E,D,E,E,-15.57301704755546,E,0.5930598709999778,B,D,C,B,-20.540193593750494,-53.32580851667221,1
76,-72.30287507326764,89.88637723804436,D,C,C,D,E,56.10844592919418,E,-99.25670299938685,A,A,D,D,-65.36021885271359,21.869307835925873,0
