ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Black,12.7893488784996,B,E,C,111.38077216131508,-83.37886174131121,B,-52.13071747930059,A,62.871006771772095,-55.245895529363395,0
Black,100.2773616472433,C,C,A,24.008366912189018,-281.756937513979,A,-335.2755260912698,B,-37.08602047961715,149.85286856448113,1
African American,7.57695714304604,A,B,C,-69.7055888019917,-287.2176667414948,B,241.74419233255352,D,-2.331007855408019,82.66792406220927,0
Hispanic,-52.65317014253815,D,E,D,83.01118239319942,-215.0238498589465,E,-88.26728787923386,A,-124.565750835092,-63.51004060240035,0
White,16.07963374351417,B,B,C,-60.50558668558034,112.5469894828987,D,-95.10726645163416,D,-83.83035822634979,-24.907839672265332,1
Hispanic,103.73331217206572,D,B,D,-106.6250594084277,-82.57312259113388,B,12.725305588256038,A,31.610995398087827,51.8519124872473,1
White,0.245794439673189,B,D,D,-92.65713654836645,168.18675168412506,D,-12.94535515611378,C,10.419531716703414,-85.08225165824983,1
Black,-105.55379665454507,D,D,E,-60.80284773069155,-65.16980781064937,E,29.524039545001486,A,188.20960643524646,-123.2687664770022,0
African American,230.5878947449347,E,E,D,-116.57220349454107,-20.731901709474972,A,12.381764535065383,C,-86.97382268582518,31.571780935537667,1
Hispanic,53.34452565629078,B,A,D,189.18971792174736,105.20166129708464,E,194.03747148798413,C,16.70351716606199,-113.4802626222483,1
Asian,74.12143660073224,B,D,C,8.492640772234928,-145.73473053906184,A,102.53970822423206,E,67.7976156272177,53.87679560768361,0
Other,-113.38590381967948,B,C,A,-17.995669968692475,97.50385459400326,A,32.28190792359904,D,66.05319420531195,-60.4872153930805,1
Black,30.29490091299628,C,B,A,123.69703126828888,13.108347203825849,C,29.694577924555936,E,96.53882714770265,80.20284519627894,0
Black,-101.60713658731883,B,A,E,142.88760011310316,169.05002865148754,D,-32.38619583880518,C,-78.3706023720655,-85.63979317596046,0
Hispanic,169.7911132321414,B,E,A,-142.12283985002682,122.1417204438031,C,89.71220049327194,C,79.41916096593063,14.69040745284578,0
Hispanic,-194.6948943727501,B,E,B,-21.914946240785216,-59.05622216800441,A,47.932957905928426,B,18.322901911606127,6.348779165205216,1
Asian,-76.91773768183207,A,C,A,-156.206614625004,-76.90330128907856,B,-0.9603552425136046,C,91.09979338843583,15.79211854801669,0
Asian,166.713331611507,A,D,B,-104.25476399488456,-13.060812242111226,B,-10.177422103846265,D,-252.52700240327718,-50.41061319986231,0
Asian,-150.33193148059993,A,A,B,-43.35639377551791,-33.72246783729033,E,105.99340199950946,D,84.90527625396416,-89.62697109887426,1
Hispanic,-78.87084717145522,A,E,A,-101.53416970669585,-54.621330830961526,E,-130.42290413415185,D,162.77259810118784,-39.88292719010278,1
Asian,-87.88820165915676,A,C,D,-8.1819593625409,148.74488983477525,C,98.26435319756705,A,-12.673508875584053,-93.07378503368925,1
Asian,44.79228555340644,B,D,D,-12.569568373907957,67.75828645807623,D,-22.645592172972577,E,-42.987180316100066,182.12397585380253,1
Other,161.20000278706559,C,B,C,-54.98801438695128,73.47922297286381,B,163.2473698485791,C,-307.01199747646257,-87.8928662085367,0
African American,-42.40685461015821,A,C,C,79.67952856468197,145.04866709572923,A,107.64641156995442,B,16.43069551745804,-6.351578934483236,0
Black,-100.72820236365942,B,D,A,175.8971216852162,150.66672434313762,E,-26.31622193797681,E,-69.73769147613116,-74.20624029315846,1
Asian,-7.1982087805090345,A,E,C,-99.67777388496272,74.07319925826357,B,94.29896368448718,C,41.19689499948231,10.30500819861979,1
African American,19.829402612295294,D,C,D,181.39898831127383,91.42315728094601,B,-101.70468228524683,E,-94.82986772239566,100.58501840124126,1
Hispanic,131.02159027940525,C,A,B,-65.27895533142313,-46.08890177035595,B,-173.68964159241503,B,-5.741813481860722,35.71837718467581,1
White,-125.9883443620075,C,C,A,-14.98199888027734,-131.88723240362643,D,-70.21714766152964,B,-52.72809152257221,-42.59875499907705,1
African American,-152.8700195273014,A,E,B,-119.25806515758963,-83.13905185723684,E,-94.27656745090461,E,-4.470084798742185,-158.83032058723148,1
Other,-135.90155064083325,C,A,D,168.9501142590921,-27.734738516175987,D,48.62021180963333,D,-77.71132634343256,-29.01078823862342,0
Asian,-160.01495043148032,A,C,B,-19.790936596460345,-62.28649096524944,A,17.114362694117542,E,14.966345554266825,87.48673232717078,0
Asian,123.57396017189457,D,A,C,-5.107694750378518,-75.05885289932598,C,-115.99829934947643,C,102.95026229340066,-26.995397920685445,1
Hispanic,-191.03247757190871,E,E,D,-45.43823951568411,18.541379711405067,C,-55.72880453088382,A,50.03177919366144,123.26461003454143,0
White,-104.84339566850538,B,B,B,-43.73579722036964,61.03993004308364,B,2.1640845683039394,D,-24.91569635800929,56.12862484810758,1
Other,-87.19904114585808,C,C,E,-0.15202469824524134,-17.953481738322857,A,-81.52365498226612,A,106.86380975631435,-18.47931237455247,1
African American,-148.30171620068938,B,D,B,-74.94059777458878,158.21291517431365,B,-80.37275208274906,C,-122.20480154485121,97.06950783789621,0
Hispanic,1.9237021235035618,B,D,B,141.46870186129632,-36.58514224578875,C,15.201894807926392,A,-110.92707365714122,25.796853615778026,1
Asian,-48.39454238963241,C,E,D,86.58924071306903,-14.296956093189145,E,-47.083970406860914,C,-29.21746761546413,-3.0596915045400443,0
Hispanic,-60.685304306533375,A,C,B,-26.70139455204087,145.7647464646319,A,-73.97862012246192,A,-144.437429787457,103.05702887499851,1
Asian,-56.24064409401732,D,D,C,2.5402010366997807,-0.268523629300937,D,-127.09228803637976,D,-44.599256514383946,-13.706873273999648,0
African American,45.28716560138126,A,D,C,55.43282251536203,-21.285635476901458,D,51.91554097692226,C,62.891965743555346,-69.2749720958772,1
Hispanic,48.714469748499894,E,E,A,108.66204092019404,85.68345442982942,B,-80.72786127705672,A,-103.89967527047463,84.51183126079545,1
Other,-14.762379710027698,C,C,C,26.605090129537327,44.5186962243535,D,-99.37243381741784,A,75.79573670537141,17.228527676425447,0
White,31.699904438651405,A,E,A,-23.76464601763735,-183.1793278744463,C,-54.31236186634308,D,-18.716717257300417,17.59192649361357,0
Other,-114.80648120004614,E,C,D,-2.8008142360960537,35.44458492768776,C,112.68135973275693,A,-152.49023900473205,235.47308906368397,1
White,106.69918355691254,C,C,E,-32.098699739968325,236.63413621063697,A,38.20073512566785,B,37.54745793999891,-75.39070515354294,1
African American,158.344091919843,C,D,D,-63.01783601550876,-88.59356248853193,E,-90.16628724499294,C,-43.0801704531889,-82.16126728808423,0
Hispanic,28.61236155426808,B,B,A,-17.134195222303088,20.66682289569609,E,78.12112451354923,B,-156.0748948746127,-31.093881723494672,1
Black,-128.140405121698,D,D,E,271.40924652408347,-265.68485096998927,E,-106.2031864900085,D,-126.94572635294618,-104.15547312992473,1
African American,13.552052048032209,E,B,B,-46.556706259430456,-17.727440572550538,B,-169.69931456773304,E,-59.68174957803507,-14.01543128808267,1
Asian,11.754180290216352,D,E,E,-160.57577640935517,44.11848566013993,A,-119.4071643860752,A,-32.982470833385584,-58.02927925664218,1
Other,67.26994852081891,A,B,C,78.9284321276687,-64.42743016833164,A,88.45869434138552,B,22.00357662700789,11.591551420816474,1
White,-12.816623858067032,B,B,B,20.288539282442805,53.26761551267437,E,-31.48570792310647,D,96.68755960511639,-77.26707445906494,1
Black,29.87417451519504,C,A,B,98.47856930684695,122.9681501025111,C,-7.873519337667004,D,-49.597160722503865,-71.92666787615812,0
Black,189.25114685212122,A,E,D,-76.29245387811551,-35.09498293312701,A,58.29312834130147,E,146.5808432970707,-80.38086116779809,1
African American,78.09671812702511,D,E,B,-97.42071963567778,203.20377088354786,C,32.47474911932525,A,-112.82323835462617,-56.70442141891977,1
Asian,27.909296393558776,C,B,B,-190.2277187163964,-53.20196764053531,B,-13.358409570509611,E,-79.97454127277076,-58.12544601071921,0
Other,-150.38272366085107,E,C,A,-25.38382281654707,-9.296093990883586,B,-103.06381176410886,C,12.689905929939243,-114.44811706539772,1
African American,-160.68854609291765,B,E,E,83.58967331061194,158.63141137188364,D,-14.986669353890603,E,-158.53985947605068,88.20107420926776,1
African American,-119.29395764591429,E,B,C,52.91933807960603,90.90506836817558,A,50.89850815276948,B,-22.660771451566557,-17.842739269745643,0
Other,-39.410584150233404,D,D,A,19.734563376833098,-57.69588728529202,E,165.71947227628584,B,43.91613608084585,29.232295918945013,1
Black,60.13666143763788,B,A,D,-31.663080271472115,-13.030133455122787,D,-22.603782499271997,E,-14.752351155643678,144.3378591871793,0
Black,-27.764256897749707,A,E,E,90.44250383121282,107.25919741877364,E,-91.62673566802717,E,-200.24062430028664,140.79636639616442,1
Asian,-18.987733493363343,D,B,E,163.44926123166576,130.82839804606076,C,21.255601617085297,D,16.902896608251385,41.696123093874974,0
African American,123.15638746571646,E,A,A,-5.416371272871501,66.96858261965012,B,14.314961037967858,D,-72.59519852228958,-148.89170603884727,1
African American,-33.949268423088895,C,B,E,96.50812262369216,100.72159578519664,B,-105.21627825189344,A,-56.84350732459619,16.477969706973557,1
African American,-98.22522089658725,D,B,D,128.02263048852686,-46.23459321693638,D,-72.10006820322175,A,-45.34267939241252,99.3045370064905,1
Hispanic,68.50095800840651,C,A,D,100.70531541833279,149.38090267574646,A,94.74647828242185,B,-16.368257009020805,46.70787354632809,1
Other,-51.05764541053803,B,A,E,-192.26607381090838,174.99064558092059,B,-93.21034304156318,B,127.35943620719847,12.87662725138579,1
Asian,-104.43023916473028,E,C,A,122.14516957080362,225.8984604275625,C,-174.0193458229206,C,58.29490481132667,-30.104622541776955,0
African American,240.92243935935437,C,D,A,-212.38688122098014,-93.37139046308411,B,11.647311129592518,D,58.74349989199041,137.14140762641136,1
Hispanic,-62.17749613454894,C,D,C,65.43620850384853,14.841946081527768,E,-54.55822886578251,A,257.99096353856066,103.12194878600695,1
African American,132.54177024898186,C,A,A,76.0143000170599,33.20080094662941,E,-13.119503308094002,E,62.09766471226307,118.79328268937441,0
Asian,81.736052197087,B,D,B,-8.805310815971849,-125.13249255647858,B,-106.57037888748502,A,-5.620354076774582,4.058126447986657,0
Asian,-81.34702912041719,C,E,C,-134.6295623623808,40.88663619669784,C,-3.203291865315009,A,18.753670746516832,-86.83164241305003,0
Asian,103.90837230520592,A,B,B,236.3027563299637,135.93756716029188,E,-51.61848734719673,B,29.589854994057724,-10.369738009727545,0
White,118.54707978314832,E,D,E,134.5815926207437,-69.46803873657475,A,-89.32357074327018,C,143.94887974866867,-7.555608828735778,0
Black,180.16908037833744,B,B,D,21.402410049551747,43.82610977663875,D,36.13590509730451,E,-52.159524443846465,155.62661098627007,1
Black,-93.81120514331953,E,D,D,-69.05497959452275,-28.24184225081186,C,51.86216425408382,C,-44.10506401674126,-39.13533329553777,1
White,-94.93080523733227,B,C,C,-222.02819579257982,219.90823990629926,A,94.29884584335694,D,-107.99613119251698,-64.47520597653732,0
African American,61.82461561625387,D,C,E,-8.495760783859652,3.0806854526146314,E,104.0302222335622,E,-38.29306316350536,174.7107102880014,0
Black,-46.380451335157396,B,E,A,47.600959132354554,-112.76720312585537,B,-11.905696044053395,B,104.85824302199023,-198.73339409665616,1
Black,-55.49108913028389,C,C,E,183.17742760575453,110.64881775336049,D,-35.594996680249565,A,30.509520657846135,119.29412136262201,1
Asian,-212.83583036291932,E,D,D,-19.10651480595716,-153.87274031439713,B,17.76870063026453,D,170.6582077835353,-305.36373812522584,0
White,87.1829506977262,D,E,D,-108.87401282015634,59.48209237422959,A,1.8519686382510232,A,-66.85820198333128,49.72989461637953,0
Other,64.53103671586229,E,D,E,46.38480916168958,17.354447330183042,E,248.35329471716796,C,-57.45257303763566,-56.961585539167146,0
African American,59.283262299899484,D,D,E,1.141271368286508,-152.74863158367745,B,23.17265753466089,C,45.65892457708855,-142.39085912885417,0
Black,-130.48290856483976,D,A,C,64.96101928308532,42.7338278144873,C,-116.6607920747094,B,150.5858021035212,34.346318243146946,0
White,-89.73353293442213,A,C,E,179.71557223531545,-158.33586508516512,C,-128.18122211676638,A,-14.72424901782662,-97.16915420577921,0
African American,192.452629601848,C,C,C,-81.0068002239153,-34.738305299222496,C,4.265574938490968,A,-93.18292016942739,35.852367772694045,0
Asian,97.1754242456442,D,D,D,152.8923265652079,-128.54675860169434,D,-54.66477524360634,A,-130.47015015658621,-142.37881510827336,1
African American,-0.39657582528463947,C,D,E,-60.84235931337777,-140.99320323048187,C,61.71572741735986,C,57.19822679740866,-107.09685028977138,1
White,-181.38579689921744,B,A,E,60.54771163851383,84.0064601912191,C,-47.273348593300824,A,116.80706437454815,32.72142666743208,0
Black,126.53381607965572,E,C,B,-44.424198741287114,-91.17216098400478,E,-60.06326535689765,D,-0.5025573654692113,-181.6207401542899,1
White,73.1584738954462,D,C,A,-19.456981554214785,-1.6444763358389816,A,6.107088995523133,A,-43.51073459137124,115.41218938149656,1
Asian,151.65537108988104,A,D,D,-81.5199571497562,-51.03938685793247,A,24.935182671237698,A,13.433000544445925,-22.899982776627617,1
Black,37.30926717160445,A,E,C,163.77887595316116,-44.20854154927933,A,11.551039517273342,A,-69.38500953482264,18.238962982507086,0
Black,90.8759252728934,B,D,C,-87.08438255130861,-120.88897957071414,A,90.16008721265844,B,-135.5384374417066,42.77760663890467,0
Hispanic,114.44192131499167,E,C,B,53.90578527431177,-26.243374916691458,C,-47.673777695540664,D,-11.782206309711295,67.44016996630403,1
African American,118.2606486911021,D,B,E,-21.646122572054285,-132.66633356795762,E,9.686342378330583,C,-2.4009466152751315,-11.397872803282562,1
Asian,29.39727664154821,D,B,D,-184.9429245347349,-13.309846284382765,C,103.09984566621877,B,-25.49813397987591,-5.800181071160035,0
Asian,102.48648709897319,D,E,C,-28.77087849478971,243.0124779806902,A,-123.47201111619816,C,-21.775517733735068,25.473816618314952,1
Black,-48.14228750894768,B,E,E,12.662852140509399,-70.06941672392784,E,-45.82557713590043,B,103.78810740496853,-1.6160438079963142,0
Hispanic,-43.288393850010515,D,A,C,-67.24213922763856,8.77773407767773,A,-203.6866920848516,A,-68.57911117479931,81.21769235013998,0
Asian,46.53633166738469,A,E,A,158.58184813602594,217.58789475723609,E,258.9493656826983,D,-113.88682516649394,126.89797005537311,0
Hispanic,-5.4195254379407185,E,A,A,149.7120719123058,291.84358385109834,D,-7.243715638224986,B,-66.31268798713164,-147.0212521701952,1
African American,-126.6505509008538,C,A,E,-46.45297685436203,72.88853672047675,D,153.0647042631354,A,85.23314192456706,82.56353510531865,1
Hispanic,-138.26308445979748,C,D,E,57.96845096887638,37.59060487860062,D,24.068139102709928,D,-4.402690592549301,-160.05567267974286,1
White,-21.989909305991276,E,A,B,-100.06563942389344,-53.04586671536868,E,-17.67965826103124,C,-145.11740609784783,-123.5037629731349,1
Other,76.31311162161573,B,D,A,46.868759435269986,27.38134041696576,C,-184.37875313071638,E,-75.05563308016708,86.92839401432224,0
White,23.601841555357655,C,D,D,63.31553283907614,2.5898417029105083,C,114.07071465687932,C,-24.288667621411154,-11.070172978177366,1
Asian,160.1288250913858,C,A,E,101.75187165655343,180.04730337457684,E,-120.7767408993195,D,-33.581188309306754,-134.8629374659736,1
African American,100.02818515698834,E,B,C,70.7994550245661,-57.761032243274926,E,-73.63372095012625,B,-237.24592363729525,-23.555222011795358,1
African American,25.491678886943653,B,B,D,-101.61519140100492,-35.82366364048066,B,112.9225689241816,D,-17.43924290137723,130.0371403443489,0
Hispanic,56.77950601745748,C,C,D,-36.764275065343064,-26.00434433203352,A,102.07602631247927,B,76.86296586610007,-144.05088951304285,1
Other,163.26202470931543,B,D,E,154.22000193792346,-87.02364351760801,C,-49.86372524930147,A,91.55778412432551,47.99773056544511,0
Other,46.25356642276475,A,C,C,-88.66997862067684,-68.27940704500442,A,117.42977848760101,D,46.16587838953674,-1.0965041082631288,0
White,-23.156411771619233,B,E,D,-46.404642965995905,23.644842943061633,B,-41.456095776214255,C,67.53152697389967,-187.9188256049148,1
Black,42.23504447818982,E,A,D,-111.24503348194996,-5.379422627933154,D,-27.638988986889608,A,133.22190830529837,73.18522842137635,1
African American,-130.6446898986241,D,E,D,-198.2106213748573,48.61290327559825,D,-36.4452721838749,B,-51.49049488400487,-90.59302328890503,0
White,-74.22887990461021,D,B,C,129.40750904748944,89.18125618166465,E,56.9322895243209,A,119.5053329265476,-2.716598740510857,0
Hispanic,75.54948655175366,A,E,D,-88.93081495531095,-59.58389474618153,B,-89.32069387957868,E,24.968770440084324,-129.99907685295344,0
Black,-78.3967041134581,B,C,B,104.54507849678826,73.44521184958359,E,170.41809987563227,B,-10.036716084161663,15.479195149502937,1
Hispanic,2.604561995466108,C,D,B,-28.342840814215908,-156.22929424185844,E,-87.49181165377972,C,-116.11073370061308,-7.072911701381755,0
African American,111.63527526317823,E,D,D,26.267643581042044,26.886853585124687,C,-109.44498362425286,D,-40.73727717800216,8.441657484776146,0
White,108.17482841550354,B,A,D,-53.53037716432893,-40.49804997649776,E,229.09895072302828,C,-76.43440547930321,-19.965069157958755,1
Asian,-38.72998955623576,C,B,D,-197.63103989271943,-112.69107203123858,B,-64.2384881436664,B,196.88417596903497,24.66333594514034,1
Hispanic,-21.438578691589864,C,B,A,-16.957015430289342,-72.41208119049615,C,40.115896399760395,A,-228.69884953770833,-20.652483185035532,1
Asian,-35.12019476377808,B,B,B,14.883991959257614,63.28194640114045,B,-81.16721979058804,D,44.298871841281986,142.09674740965147,1
Other,-144.718170552597,D,C,E,-182.73635238956427,116.1916723173529,E,161.4230775740506,B,-103.79031698951351,-193.32318632989882,1
White,42.54542264061853,B,C,A,-78.70443495875409,236.33450935448707,A,-225.21844144982856,B,39.529222111008075,41.27314896297588,0
White,151.63818185691562,B,E,A,-115.34857613039517,91.77251100567887,B,78.92137827230044,B,38.338357071870256,85.37912854398706,1
Asian,127.55311399598148,A,C,A,-7.143203476545117,75.63715142843779,A,52.61000364648159,B,227.35792343410225,-27.530595598229645,1
Asian,-155.37069512145052,D,B,D,141.98887554692013,63.46571145434739,E,-151.00501091755413,B,-122.85379978718073,66.7919756350571,0
Hispanic,10.9202711915943,C,B,E,4.6733266566448055,102.26444805575139,D,89.10937870970187,D,-16.920437802609502,-79.38448730981364,1
Hispanic,-131.37769922148854,C,C,A,34.21492075907322,-40.14809004294648,B,-42.05204632015524,E,-66.84931600725221,-42.112764154912,0
White,-17.204562575337633,B,A,D,60.52166513188191,-181.17703520197114,D,39.38483829217426,D,-21.820482200853313,49.76359307957259,0
White,20.495504296866514,D,D,E,0.37315252924292813,-44.46291114883189,B,75.55708471562839,B,-43.8657126889418,64.23518042884999,0
Black,21.276698491693498,D,D,E,12.712202915496645,-132.42166185237662,A,-66.43599296874898,C,-39.374563688163384,11.025480489086084,0
White,48.35646054123341,B,B,A,-132.81777099651237,-39.10967822904772,D,-40.36408834801152,C,-20.46445234903462,-155.11110615251945,0
White,-86.771875450635,D,D,D,-89.92408176300401,-8.017003325880234,E,41.81680652687096,A,98.6099365934619,-70.21860991003123,0
White,-77.88446984760901,E,A,D,123.82902281531365,-8.520222242059152,E,39.26221364933836,D,-83.40582867914839,-37.44074343380734,1
Black,35.57707611290252,B,B,A,-192.06964591000443,-134.74545368952124,A,37.04970243572556,B,199.3622015095425,-15.999690417997645,0
White,-150.39408779832598,A,D,E,17.16451582044397,-8.942947678755548,B,25.4695977210468,B,23.904332605384077,-82.81300961441467,1
African American,-138.005902371778,E,D,A,-44.08475303506486,-115.68678415105494,A,-149.00147962990056,A,-50.91992148933288,37.371864006596624,0
Asian,103.2018193455884,D,A,E,128.73232807109054,-30.174622252899496,A,60.20538928625886,B,5.13617602910475,-112.92336269559388,1
Asian,-41.35555407699065,A,A,B,207.0016297280635,91.41569859589234,C,-5.0330171700300586,C,-325.68785882854877,271.46911287136027,0
Asian,-206.8119425779983,B,E,B,106.21074266647832,113.54475930553329,C,-42.72226081916726,C,-186.1289339999884,-45.75462199211787,1
African American,14.134745811339988,B,B,A,30.230170754234642,76.53625397095455,E,54.026810442762084,B,70.08453579904914,0.30701930800166916,0
Black,82.88865151753026,C,E,A,-48.39889525921266,-126.45900225516391,A,91.40857978009822,D,111.33379427603435,-136.99469511990432,0
Asian,-12.73250052867279,C,E,B,95.5297838333869,-8.489708963449779,B,149.99067814689184,C,-165.36980332360503,-4.980118017130184,0
Other,-16.022890778709986,B,E,E,2.9778053812527876,-70.72160170670526,A,9.513267943919718,B,-23.174525107634256,74.26702875709019,1
African American,-13.760171610495538,D,B,E,44.5645048471131,-109.10384185583071,E,-96.76862799536168,E,78.3223818654042,13.467270561349812,0
Black,-17.30180234379039,A,C,B,10.345109892050619,34.99948040084652,D,58.616580114002225,C,-21.160852589847607,120.03105373858716,0
African American,-59.38996821904534,C,D,E,143.13478329753679,101.99471529384776,D,28.342225947519466,C,-224.64432483770346,-30.123512841907136,0
Other,-62.68686782946118,E,D,E,-31.20501839026304,-159.44170825734662,B,-48.00380390880291,C,25.396722143698234,-11.660261131776581,0
White,82.34350779492671,E,E,A,17.702091224893934,113.67736131154611,D,209.55165699012727,C,161.70020201419487,9.846247577626807,1
Asian,101.35164303224676,A,A,D,114.5455615478314,119.4502979960779,E,243.46013730937725,C,165.47760697173553,2.8410406375718935,0
Hispanic,-36.59652455970592,D,D,E,20.07604292164711,-23.795114929261082,A,-25.441199555057842,C,-85.11295218205309,5.777152692304279,1
White,75.49749040237896,B,B,B,12.250552707065959,95.49460681484801,E,-96.03688647950376,A,36.93056545160422,-195.6872596167124,0
African American,-57.36789896890999,B,A,C,-116.62399480088045,2.450124425122836,E,-45.08458447866047,C,201.7303269755819,-20.90875168418215,0
Asian,-41.74826292076762,B,C,B,-24.359038271940964,-49.86690663226824,C,-9.774772937696795,D,-3.6395081190312597,-134.7935173183652,1
Black,10.444882159320352,A,B,A,-101.08851241709785,-196.8319919870148,A,-61.39513913274938,C,139.78119889743206,-35.66224117705496,0
White,-156.26548120537635,B,B,B,-237.5077126378883,117.57409310867781,D,-60.38882849087156,C,-74.4687369969201,79.06329059526527,0
Other,-32.09450164605801,C,D,C,-90.40802152413406,-129.5572748724626,B,13.50256540354362,B,-72.48367430108502,75.40445241970212,0
Other,73.59467499034025,B,E,A,35.20770968782937,47.11953087189557,A,-48.125507920092055,D,69.36023811378959,157.09815462459403,1
White,52.30111261444169,A,C,D,-32.61155041771714,128.94769083300034,A,-137.54485933205768,C,-10.315185528186092,-104.97565137135376,1
White,-50.45422824095368,A,E,D,-14.507557096265577,-19.15477823730588,C,2.328643488713564,E,-94.42697561932263,-115.24116475147801,1
Asian,-129.18934741654874,A,B,A,45.434254826391864,-8.293834348535341,C,-2.2077517747797692,A,163.35546976335124,-87.03387366678757,0
Other,-21.206589294022812,E,B,A,29.141237217238725,-58.958563998775894,E,203.94919976521936,B,-64.51635950511324,-38.107794574839275,0
Black,-215.21119113888724,A,B,D,-130.22636475733304,11.98164241911875,E,65.49469506237921,D,38.36767132904424,-17.881660003806747,0
White,130.02015993780972,A,A,C,97.75264244443126,-40.13333579702822,D,-122.05032749951441,E,221.81312684010553,-93.96212936592356,1
