AGE,orientation,Veteran,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
73,Bisexual,Yes,Germany,110.9654325957333,162.7149164203623,116.62314660494259,-56.60967009157167,D,E,-129.3762230343294,1
68,Heterosexual,Yes,Germany,136.6799205427385,88.2699897602187,39.168692655878914,-48.64865862186563,A,D,117.8974972790043,0
77,Other,Veteran,China,-10.742241947858979,177.92571307187964,104.45168989376592,119.64947206037482,E,D,10.52406985657613,0
35,Other,Yes,India,264.35194320404787,121.30351031663915,-58.34981031571025,-83.85830749249412,D,B,88.954765412924,0
51,Bisexual,Veteran,UK,82.0529079462764,121.07879514977817,-15.302725555778995,-105.8887229630629,C,D,-77.63351422561665,1
27,Heterosexual,Yes,Other,-36.92242761400388,-107.42988955831771,126.7723472510017,107.34958283665091,E,D,69.45855129761011,1
49,Other,Veteran,UK,-37.96383813018186,-18.84812915211407,116.96722155630346,62.083785789749825,A,B,133.86230986878041,1
24,Homosexual,No,US,-27.337026466118168,-17.971435593800802,-146.51092448997804,-56.06132022860062,D,E,-141.00841435669474,1
31,Other,Veteran,Brazil,-82.11383318112375,57.77740718123875,-41.57497828827585,-104.8303052640984,B,D,55.095780254459726,1
38,Homosexual,Non-Veteran,China,-163.70390586890625,-34.80547912354461,-55.17704809598146,2.3950539939444684,E,A,48.73460132991496,1
70,Bisexual,Non-Veteran,Other,-199.45557390839573,-44.463834455160246,-37.7582024482161,-74.11037744292692,D,B,10.354157208392131,1
69,Other,Yes,UK,-103.00299612780235,-12.105399297573536,104.78726140758954,-242.86732110350962,C,E,97.91579217191385,0
30,Other,Yes,Mexico,-138.2329621802465,-146.23205621026847,66.2349584745476,44.6285379489097,D,D,80.32439255193117,1
75,Heterosexual,No,India,55.08931136201567,-19.193845446401095,42.975747841831534,33.10076825927078,A,C,308.7531971208913,1
35,Other,Yes,Brazil,-96.004696298735,61.32466570865519,167.1128299839473,-2.7554523347412845,D,B,39.667189037785114,0
72,Heterosexual,Non-Veteran,Mexico,82.73711244292727,11.537667486432614,0.7672334736994726,-126.37974544441887,C,C,50.777302848652184,1
32,Bisexual,Yes,China,-7.825016502736296,-78.10842483012026,120.95091589298588,62.442352863135675,E,C,28.724297769716063,0
37,Other,Non-Veteran,Mexico,20.878199092856153,-143.61633121652778,-27.931165951383814,128.550205282716,C,D,-40.5496782777014,0
72,Bisexual,Non-Veteran,Mexico,192.4778736781947,68.1087896671181,37.39704372339135,214.64761050536669,E,E,-56.85544589120152,1
56,Homosexual,Yes,Brazil,160.78807206212193,-94.6456210683863,-239.69165693996572,-90.99859923102181,E,D,79.43912842569243,1
21,Heterosexual,No,Other,-4.983354445363802,-87.07850176725688,-17.963342749888582,160.51428935613444,A,D,-0.921446385499793,1
30,Heterosexual,No,US,196.49035998198977,-45.930108936720686,-37.51100960885444,-128.4620068494862,B,D,-13.24288125525887,0
33,Other,Veteran,US,62.719449751903134,-139.0552429081741,-68.90221740998777,127.98563261663118,E,A,-38.83171006271671,0
75,Other,Veteran,India,37.340457672972434,22.999018315321248,-57.517998481373546,-153.7927459634491,C,B,12.839432331267261,1
21,Other,Yes,Mexico,4.077094569956833,58.913626759459405,-35.85476986181953,47.18616529643889,C,B,196.31638263311672,1
42,Bisexual,Yes,Other,24.4211612552037,7.999937600979252,-284.5685383656675,-82.47049427722719,A,C,-99.16146956671389,1
24,Other,Yes,India,-37.13869216094738,-105.24902927232094,204.06708855686176,-29.109353286838385,A,D,-14.942695922251342,1
53,Other,No,China,60.73144310887466,126.13338248124164,84.509528066801,-57.67983305475305,C,E,66.58692254696695,1
49,Bisexual,Yes,Brazil,155.20179969769893,4.363320158570804,-54.079642070927406,-57.48906116791566,A,A,-89.00743357565052,0
23,Other,Veteran,India,-116.97113484738301,-11.23841514469659,89.5364328792522,-79.05633688941307,B,C,64.46053574811832,1
33,Other,No,US,69.71928171977787,94.93481657061791,-45.37789356634605,-9.767863412333615,D,A,-60.98574037878854,0
33,Bisexual,Veteran,UK,-223.89262319542146,-81.80690311254412,93.19339967839886,-88.76239755319772,E,D,-62.65451452878396,1
56,Bisexual,Yes,Other,94.10459335725213,-192.5272942124148,34.873941587600385,90.62705428983612,C,E,82.84265679451033,0
69,Heterosexual,No,Other,-138.03240454840594,-62.16895249201131,-82.31765513073206,103.4062131308224,A,D,11.497083121188995,1
36,Homosexual,Non-Veteran,UK,51.80712136947463,-146.1527603947838,174.3975757217747,-184.39340321734903,C,D,-11.29018771643497,0
18,Homosexual,Veteran,US,26.708448275329243,53.65786848383437,66.50488006940266,191.97109356154542,E,E,-52.17654049157502,1
18,Other,No,India,72.75567052739895,105.11754565278797,21.420188242696263,-91.38798461767644,A,E,4.2962853495700015,0
60,Heterosexual,Veteran,China,-74.02206267723535,-201.26653600349024,64.90999550058851,90.09546933389339,E,E,-88.52630819017871,0
72,Homosexual,No,US,31.77635343662917,34.37365868777228,-29.243180591618824,-38.49336572363762,E,A,281.63362954547415,0
78,Bisexual,No,Other,12.207171381100325,-76.38279290115577,-50.6620843320641,-176.26528475419235,B,B,67.50605597975998,1
45,Heterosexual,Yes,Germany,-95.74866917453586,144.556810906352,-50.51538720237685,8.778932078864814,B,E,-14.11661282848401,0
56,Other,No,UK,-134.00316107896745,-97.66119195543313,-159.8795386246708,-30.482194301717207,B,C,57.0858320708195,0
24,Heterosexual,Non-Veteran,UK,22.04770432124882,-160.56028547643885,-73.84176620569778,182.952336861443,B,A,-41.68346945027304,1
55,Other,Veteran,Germany,223.25857563583247,-94.10764718991798,64.79304403421031,-100.80370621996467,E,C,76.0123453472282,1
67,Heterosexual,Veteran,India,-34.121624556474465,57.17154371517255,-14.730944900207918,84.22784729257911,B,E,-25.847050882652383,0
38,Other,Veteran,Germany,-143.75728431850206,-147.5026834335083,-92.12305615153376,-48.97611313455975,E,A,-188.74986313030894,0
31,Bisexual,Veteran,China,43.86806361495283,85.4870446031286,66.51003520414768,-12.842692720775084,C,E,11.21568910682717,1
79,Homosexual,Yes,Mexico,163.2943808982613,-30.87084394171154,-98.95883713548292,-19.834882797143198,C,C,71.56196855690466,1
23,Homosexual,No,India,2.5692121725070103,64.31984912989168,28.371770277420904,-179.97906167061973,C,B,35.113426758977866,1
71,Other,Yes,India,41.519072670886395,-66.5478802969787,96.74697506269271,65.14629124721397,E,C,27.284905072172993,0
41,Homosexual,Veteran,Germany,63.846287799891435,-93.61081024444282,-146.31823477301455,202.05050784201651,A,C,-100.89943887640922,0
63,Heterosexual,No,Other,104.43128475998932,70.82363075572185,-87.34109818772284,-255.05228970588627,B,E,-29.84900071211389,0
23,Homosexual,Yes,India,-227.4810368316325,-237.81720434775457,46.50124727862912,-268.74200216152013,C,D,-80.62607059048804,1
24,Heterosexual,Yes,US,140.4694481064422,70.30878241369255,-149.43804488648823,44.809137506882635,E,A,-96.09928430421915,0
30,Heterosexual,Veteran,Other,-236.07197938143355,-83.64293885252022,151.0993602876882,159.95253932209897,D,E,175.76166578828673,0
66,Homosexual,Veteran,India,-91.3635364734827,-217.8860518275091,91.4795644540657,-68.83526687958482,D,B,225.73209456111195,1
48,Other,Non-Veteran,UK,-49.68694107719651,-24.54999151461542,-48.67136599505346,106.13169607872554,E,A,-110.358375775765,1
40,Other,Veteran,India,82.7727925604201,-50.8655344153505,49.335181546832466,164.6790223500021,E,D,-97.01975269142523,0
22,Homosexual,Veteran,Germany,-84.72139093363981,23.854614681245582,44.61248245782383,-79.68654949314906,C,A,-2.071769838882231,0
62,Other,Veteran,UK,99.22992167286881,97.48243898709032,-25.707425222063268,101.94866842908428,C,E,-40.60921490437857,1
56,Other,No,UK,-26.326561928031783,3.2875514842837164,-72.57871609404222,-73.13503485064544,E,D,-70.95046592840552,0
25,Heterosexual,Yes,India,-84.27049706100378,4.450402555713366,103.60824840847009,32.561181569597736,E,D,-52.751248529306736,1
70,Heterosexual,Veteran,UK,15.412313161783203,-42.025622295628615,88.29982131087606,-43.93314563049854,A,E,118.85895317695694,1
41,Homosexual,Yes,China,131.9453792343927,-122.59541207836686,45.504711139590476,-12.273437880916084,E,A,-36.108615544173375,1
61,Other,Veteran,Mexico,27.938084988456446,114.19588748054241,45.51185402940463,142.726475846324,D,A,40.407859954032865,1
41,Heterosexual,No,Other,138.57642165924494,-29.27827892666909,-44.26719361510017,-98.23771377343317,E,C,56.67821260637814,1
37,Heterosexual,Veteran,India,-14.917168259231445,55.02960521920153,-43.92218842893874,-125.12722289632407,A,D,-210.46819701183733,1
75,Bisexual,No,Brazil,-120.54336114512549,-24.827033832397934,63.595666825353106,-19.65272538584347,B,E,14.018950049584266,1
24,Homosexual,Yes,Mexico,177.96365236176717,-93.84444635933858,49.4066326367987,20.32094703690004,C,D,18.053918919140063,1
22,Homosexual,No,UK,-27.164282399242936,70.84051922569294,34.191672724885166,84.93646716504821,A,B,16.796962650395148,1
20,Bisexual,Yes,India,34.64502173338449,-85.61446527532568,-51.06044606640037,-26.259439671367062,B,B,167.90456817707815,1
64,Heterosexual,Yes,US,-37.55448041505202,23.826030031144573,-248.3454268462356,30.72224828704323,C,D,56.58124668211894,1
59,Homosexual,Yes,Germany,-106.48194355599898,-49.491522102134496,-22.772468446919742,-77.5278938427639,A,B,-14.393404608683685,1
71,Bisexual,Yes,UK,37.73960314706167,-3.865767886522975,103.30844592990087,17.33641046524009,D,A,148.269079202103,0
52,Heterosexual,Yes,Germany,-208.6837685547573,-74.30662473997802,-46.77753386349927,-100.35803357615885,B,B,-129.8033419385779,1
52,Bisexual,Yes,UK,12.38015927500745,-38.32045740995175,52.18514077393021,124.25848132860513,B,A,39.79022125072532,1
41,Homosexual,Veteran,Other,80.20758097144997,-19.74162936140313,-88.31429928897178,-5.972095228616357,D,D,146.00884871701845,1
50,Bisexual,Non-Veteran,US,-38.7474875527467,51.03582779727434,19.127789202124397,34.04878833344488,D,A,-139.7735940834468,0
70,Heterosexual,No,India,-34.86012460089892,147.10941870888377,-80.44650871320242,159.78620730799693,C,D,-63.62217980860385,0
57,Heterosexual,No,Brazil,-123.85930788986059,-54.19097503938638,-30.35021449249958,188.97173264050073,B,E,-110.36869814482246,0
65,Heterosexual,Non-Veteran,Mexico,-42.24531981988305,66.24527814224302,-41.22947269493927,32.4055878785878,A,A,-112.34913961389006,0
67,Homosexual,No,Mexico,96.98551685565697,-39.504522373879404,-51.412754011470284,-9.302091248427502,E,E,42.31272302891224,1
64,Heterosexual,Non-Veteran,Mexico,-58.00381020253877,-133.30022843882716,148.14031280328803,20.854336909569028,C,B,-62.84276946705592,0
62,Bisexual,No,UK,45.860532495976756,118.70871361756079,13.394642920996688,97.23408287488276,E,A,-132.99234165005626,0
65,Homosexual,Veteran,Brazil,-122.3800711746726,140.93990882608492,22.25643258017102,-122.0106329501643,C,C,76.92599362167223,0
37,Other,Yes,India,-67.64544542446622,21.259652145397194,-28.62006469527032,-103.08468068505148,E,C,-58.47344870322604,1
62,Homosexual,Veteran,US,12.938508978902687,17.04797145872617,-119.26840574671714,42.83701996901935,E,B,-61.9062719594823,0
57,Homosexual,Veteran,UK,-141.13258328972375,-2.8097053548995556,-73.03534670045511,-7.3015056539188885,E,C,-94.02528529181758,1
60,Other,No,Brazil,132.8890705106107,-61.46137016874387,-181.91830941856585,163.91045891130506,D,E,-168.822407812246,0
69,Homosexual,Yes,US,28.363499637309864,82.0814621210569,5.725165694010107,36.84368826851305,E,C,-123.84859060672628,0
58,Bisexual,No,Germany,-15.203899228101989,96.21718642075385,66.60784792135503,-69.28646375598116,A,D,-70.8275619558951,1
46,Homosexual,No,Other,61.0434927824727,26.0885970183197,-2.918405603443669,69.28498185653834,D,C,-122.63410020819272,0
55,Homosexual,No,China,102.846876082974,111.48629002960273,-75.40794341987706,-69.2819688236042,B,C,76.928339289326,0
76,Bisexual,Yes,India,-70.41589513149577,29.811745027561603,-0.22490170925944866,-125.59008764317852,E,D,251.0659895718065,0
55,Homosexual,No,Mexico,-125.90993814291929,48.65848422768654,-58.46112037936576,-150.3338708134079,C,E,-14.74946374122329,0
24,Heterosexual,Yes,Germany,-124.6334779105094,232.78839508615556,93.19547376794822,126.62236910024087,A,C,81.26589086942079,1
27,Other,No,India,0.40826021456665296,50.37396870614073,-76.98342931672622,7.196064027838439,E,A,-92.675808860846,1
67,Bisexual,Non-Veteran,India,-152.14799803433644,-24.022029673629557,138.6867346401422,95.92865250819177,B,D,90.34503438584434,1
70,Bisexual,No,Germany,8.347187977864365,-48.187910849348164,108.61271685355595,-64.34846701593511,B,C,-19.075800473819907,1
63,Heterosexual,Yes,Brazil,-75.98219599600436,-132.7300033315607,56.577241269326706,-43.41390329467957,B,C,28.532773080288333,0
27,Other,No,Mexico,69.7804162305703,-156.23398967254306,40.600167084971304,-197.1710141255022,C,A,69.01422639514088,0
28,Heterosexual,Non-Veteran,Brazil,-138.943366991885,161.1644699902218,122.81875918345384,174.7187800420162,C,B,-32.418798583731615,0
33,Homosexual,Yes,India,-32.522168728329106,-70.4907849298542,-49.31375546661289,-12.365094390320216,C,D,138.4770940295825,1
38,Heterosexual,No,Germany,-233.66339336857425,5.028790985716628,-174.9870726042012,39.368790092161866,D,B,105.2727468964058,0
39,Other,Yes,UK,-18.310871810202197,-235.82702768825152,-91.1904354814026,-137.11734875506127,B,D,53.72261575652987,0
26,Bisexual,Yes,Other,-66.1502587572319,-158.76786083763255,-90.10024809075608,-10.602047769871163,D,E,83.24766490882952,0
75,Homosexual,Non-Veteran,Mexico,-147.8218936566849,-109.41460214237469,-88.77895460268036,-121.74947670217303,A,A,-11.703033445880056,1
77,Bisexual,No,Mexico,26.104237098123033,-64.13196094465629,29.999083646260978,48.89040029947129,C,A,15.849393007788226,1
67,Homosexual,Yes,Brazil,50.10822488482606,56.990179480709635,-57.739687646269346,78.53047490535711,A,D,-51.162747311952074,0
60,Bisexual,Yes,Brazil,-4.5644408323865395,43.4822915113431,12.978984831377039,-32.80054197541155,C,E,30.047776726430662,0
61,Bisexual,Yes,US,31.670218165636943,-29.404108131627133,5.314839498800797,-14.094551653064732,D,D,-53.482302225300415,0
59,Bisexual,No,Mexico,-32.368452340848,88.49538276569719,-13.055938249269206,119.45741993543221,C,B,-9.836376405573192,0
22,Other,Veteran,India,115.37543317351044,-23.04221159917581,-35.583914477344486,195.80607128172983,A,A,-43.926912085744746,0
36,Homosexual,Yes,Mexico,63.32405545267107,100.87902586032489,7.130264489564272,-94.64851193508933,D,D,-27.35061519758825,0
24,Homosexual,Non-Veteran,US,-104.1727358190549,-127.26072124155361,-24.24057596892739,-91.34374913438239,D,A,-10.298141292444374,0
77,Other,No,China,-135.97115818756492,-105.89341532338852,-24.113595299191086,-32.963118784701976,B,B,-22.449129997851824,1
69,Other,No,China,43.74522058840485,-95.08116151005895,-163.20227362546572,109.36887743203675,E,B,86.53468525763594,1
68,Bisexual,Veteran,Other,27.888690230720414,8.625728518164133,-113.62121148808247,136.9220032902855,C,A,-8.363563707005902,1
61,Bisexual,Non-Veteran,Other,107.291278217664,-32.33081011018349,122.3321813523158,-68.10897220518368,A,B,87.90762878798508,1
26,Homosexual,No,Brazil,200.64235528262654,-100.79410887482673,279.3415496118121,93.28751285912975,A,A,24.49931736376725,0
65,Homosexual,Veteran,Mexico,100.7255476533626,-37.96184159299139,48.583926899150946,91.80063020207234,D,C,126.21950094579766,0
60,Homosexual,Yes,China,-91.74835668904183,-197.54094890326056,-26.63155267102776,-160.5662548587427,E,E,-201.13704980710963,1
67,Bisexual,Veteran,Other,39.05930127979201,-94.76918991125594,89.80858876344507,118.61680151314235,C,D,158.0735946064718,1
31,Heterosexual,Veteran,Germany,-111.01780578437558,3.0922423961150787,25.120997575996068,199.87442642189853,A,D,-47.91109048505863,1
63,Homosexual,Yes,Other,58.76275456670512,28.61505564164693,42.427876645854546,103.06080688658584,B,D,47.543464935089716,0
42,Homosexual,Yes,UK,236.27639217795945,-76.91898442010016,164.76145961826302,-15.541769419503792,C,A,-51.05739438125866,0
34,Heterosexual,No,China,60.74320291194182,-34.31389522257766,-25.054525836743956,-30.265571710289436,D,B,59.55438442310068,1
32,Bisexual,Non-Veteran,US,-68.44617426733083,-148.53616632629547,50.32558730158605,30.646773012013046,B,A,-53.004971395709724,1
68,Other,No,US,-36.23915380131791,25.853334630688984,5.912281077869388,77.35792669477452,E,E,50.48079263290204,0
46,Homosexual,No,US,2.0824086026906117,139.5109738230882,70.01332226710394,-61.50439417649369,D,E,-108.83791747094847,0
50,Heterosexual,Yes,Other,133.80493289031548,127.50114700646269,270.6155244727016,49.77772074524171,A,D,198.77304734069497,1
72,Homosexual,Non-Veteran,China,81.5380627959295,247.16331208233413,85.61531962562434,-30.301313799071266,A,E,68.93775188715023,0
23,Bisexual,No,US,94.28395623908507,43.016191046884956,6.762238485801736,48.653055195522896,E,D,-45.291829632505944,1
76,Other,Veteran,India,118.42255896947351,-37.24311093485028,-96.70828501703905,-33.070778685770186,D,C,100.37347290197698,0
37,Bisexual,No,India,26.901892329768014,117.53555640111479,-20.512111886332836,103.21046878519795,C,E,43.88228166148396,0
52,Homosexual,Veteran,US,40.218927997649054,28.339764913329553,-135.59013242463988,-148.59876667435103,C,E,-75.46874238455894,1
54,Homosexual,Yes,China,115.22159816636642,-16.273999683596642,27.46703974385293,-27.444042019041635,D,B,-22.980613950244113,0
55,Homosexual,Non-Veteran,Germany,17.217463642299784,1.7160574330028753,-59.534565011855236,2.1427113993909375,A,D,-89.89452100690207,1
27,Other,Non-Veteran,UK,-174.5561925693862,134.5964794380531,52.662071872678396,27.703486205645834,B,A,-85.98153836670176,1
76,Homosexual,Yes,UK,-120.27925694697723,-49.05445646851167,95.00410580621397,135.11265672627607,D,C,39.51015874153061,0
61,Other,No,China,-38.8847998054136,168.12489408180363,37.50374625451485,-132.13436055224753,E,B,6.467308751839552,0
26,Bisexual,Non-Veteran,Mexico,-154.96700474358923,34.02014227182434,-165.1010368840145,52.421066853155274,E,A,-164.11784428395632,1
46,Homosexual,Veteran,UK,46.53350535484233,-97.71845067007085,22.257188277514743,38.62831528040746,B,B,-107.07321873619864,1
61,Homosexual,Non-Veteran,Germany,-182.45999121460432,-46.44533034146843,122.60247799095781,32.950545999432336,E,A,-158.56094151772766,1
72,Homosexual,Yes,Brazil,-145.56938878488455,141.09553750198728,93.33197816226516,63.01946847591887,E,A,78.86208942494514,0
43,Other,Yes,Mexico,20.913747398108008,-53.2278601591465,-133.0808578763219,151.40518895794378,B,A,-127.11267682650444,0
61,Bisexual,No,US,-28.503565920938712,-56.69647947622759,85.58899821935275,-69.07490011439927,B,A,57.9670073870647,0
18,Bisexual,No,Germany,30.94827888647374,103.06856597207073,22.6670424771657,-67.4159568108334,A,A,66.92393913942858,0
32,Homosexual,Veteran,US,63.08479816473397,-199.37850122119033,87.93297664788872,-52.37357851525704,D,E,-167.86136191549838,0
33,Bisexual,Yes,India,61.61558861268465,37.1881195734597,-29.217135088310858,65.99063609160454,E,E,-166.37690309000695,0
74,Other,No,Other,144.1211740815222,-49.44727034031657,-8.740686014494354,9.662976018044704,B,A,85.613623147869,0
78,Homosexual,Yes,Mexico,-37.94857165948679,-4.483069147979702,95.06965427502149,105.21115369060618,C,A,-223.58416063965342,0
68,Other,No,Other,115.88317001802697,-6.601476498884972,42.75574594594946,290.4636535544562,A,D,-13.690164816632752,1
58,Heterosexual,Non-Veteran,Brazil,48.7604811663507,121.38272458889804,49.923082763749136,152.62888520649966,B,C,71.69987890153375,0
54,Heterosexual,Yes,China,-51.73024650844581,59.84948623421945,6.810163653858734,-15.64423661925921,A,D,74.88062576075767,0
55,Heterosexual,Yes,Mexico,-135.4346805303427,19.734065878138903,34.0468324150196,-150.6966210131299,D,A,76.40094221308853,1
62,Heterosexual,Veteran,China,31.36578539740612,45.8310182568725,19.052136719600494,13.251024883561316,D,B,24.56634296222594,0
78,Heterosexual,Yes,China,81.98754570243749,-16.45170106783388,32.0617600522059,96.78211244194569,C,C,110.75182601096903,1
78,Other,Yes,Other,9.147844367930059,16.41138142263926,23.639663157505353,90.48479598042015,A,E,-119.92795030239391,1
44,Heterosexual,Non-Veteran,US,-54.65362244494521,-48.8165907813152,-79.8566146673538,53.494541426019445,C,A,-85.91881493052954,0
29,Homosexual,Yes,Germany,-131.8848062592258,151.2521280244997,88.03624454161478,-28.118150126479673,C,D,-90.31013163326081,1
69,Bisexual,No,Brazil,171.58534025133588,-32.623354734157566,265.28555925751107,-128.39221291202685,C,B,-51.904607803441685,1
19,Homosexual,Veteran,UK,-68.87590311753632,52.54434739074535,15.410287921389463,56.170149865392695,B,B,-70.93494365601389,0
54,Homosexual,No,Mexico,-44.51687155450675,67.38758514497262,-7.874563762849912,-32.52085323840745,B,D,221.6469049471896,0
49,Homosexual,Veteran,Brazil,-59.71499420807993,-71.48522993993294,-68.22576236965656,251.01925322738015,D,E,1.6917727751234575,1
74,Heterosexual,Yes,Germany,-5.527628546353487,36.13979056696803,81.40291809638762,9.469656607434818,C,D,80.93693516012236,0
28,Homosexual,Non-Veteran,UK,35.88073779652395,-109.67050776050617,-171.45545178797192,-56.03200413793381,E,A,-201.59300802230842,1
43,Homosexual,Yes,US,-75.24335414842335,-70.25908151751584,-24.557033410975652,-22.618055160213498,B,A,-17.757858991788115,0
41,Other,No,US,-184.40725462656516,58.8107629874843,-27.504981861391,58.919782878979866,D,C,-10.1623646307289,1
21,Other,No,China,-19.40741229780711,-142.24397823527264,-52.789925985456144,43.739625023660686,E,E,-21.79305356366281,0
60,Bisexual,Veteran,UK,111.47520574749372,-106.2063816426375,-10.081068826941731,-21.662104217735518,A,C,-77.95813513678152,1
24,Homosexual,Veteran,Germany,-110.82439135754258,-24.334262855174146,-38.78952534037081,-72.02895772341803,E,B,-111.13403379983606,1
71,Heterosexual,No,Mexico,50.49855280691487,124.40827714197691,-18.611973761332393,-12.73054670309794,B,D,-57.02831019416045,1
54,Bisexual,Veteran,Brazil,-42.94025364875281,-211.58033960579309,-11.23345153451844,-84.60482861462043,E,E,-104.65912010610138,0
49,Heterosexual,Veteran,India,-53.723534341616144,38.394747738874955,49.75241409576478,-48.602608556534975,C,C,115.32287403685287,0
27,Heterosexual,No,Mexico,123.73497846855004,17.36744560586373,-68.13433235983534,-148.13092356575132,D,D,-177.1102131297503,1
67,Heterosexual,Veteran,UK,50.92345952318594,67.41607550124087,-4.63673521259503,206.97067940001824,E,A,-179.29561941369613,0
43,Heterosexual,Veteran,Germany,-116.29171435407062,-15.825738197184917,-245.12959044395805,-61.64269573884068,D,B,106.02290648168307,0
53,Other,Veteran,US,-155.7693930523485,61.1292586040432,-89.31214362015938,119.61849023164478,E,B,72.19100490008977,1
35,Homosexual,Non-Veteran,Mexico,23.0664330804287,-119.22261713641444,-48.78582225346547,39.97938842297123,C,D,-41.61487267800435,1
31,Other,No,China,61.637091971688044,-28.67457975735309,-5.14994951704923,-30.222036220764632,B,E,75.75813084207806,0
79,Bisexual,No,Germany,54.77166968135065,126.673159291313,-75.36830192954334,-127.83888640814654,A,E,-8.770908423766413,1
69,Other,Yes,India,40.18386809997182,-53.95989947947682,100.98305365114648,-31.79207488733617,B,D,49.89516696442641,0
42,Heterosexual,Non-Veteran,Mexico,-115.35106386732524,-39.70707258011027,-66.13219438545147,-103.51262889638686,D,A,-154.15739825577572,1
48,Bisexual,Veteran,UK,44.820037161103066,39.78740123999329,-4.8568230163276125,208.91141960666403,A,D,-234.77698226748424,1
21,Other,No,China,53.86333281155687,-111.33426622971865,-136.21492954338024,142.69467091535063,C,C,-159.86627593997588,1
53,Heterosexual,Non-Veteran,UK,138.42628630542,122.82017654114374,128.93417036183266,98.12786000112779,B,C,-21.720566437679377,1
