age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
26-35,E,136.05236376853077,B,A,-85.60721577127474,-34.92612978342843,1
65+,C,65.02755630017657,A,B,-44.38000477703088,-62.43970610165687,1
51-65,A,171.56373634729653,E,C,94.74850807891542,-56.96814993428081,1
51-65,A,-34.96219718107827,E,A,-236.56776282622616,-7.82233515292213,1
26-35,E,-151.3809232913738,C,C,65.70221256490957,74.78751224656618,0
18-25,A,60.908491961833796,B,D,-38.43488055625982,-125.07440759017727,1
26-35,A,197.7532827136116,C,A,89.867561376189,-141.90052870339207,0
51-65,D,14.842564115371761,A,B,-8.646995761539571,78.73805185953954,0
26-35,B,-0.5155323477456287,C,B,1.4324144688930462,46.11623655816641,0
65+,D,40.04864649246404,D,E,-90.7074219807401,-32.11854463447454,0
36-50,D,-62.484565862307676,A,D,70.14449993219786,-113.1348220549734,1
51-65,B,-4.004610653750408,B,C,77.33604539854223,13.926311631222587,0
51-65,A,-131.35121304353729,B,B,-203.14393070411035,-91.74963782949791,1
65+,D,-96.19878826797003,C,E,-33.093147843001205,-56.71953330881211,1
18-25,C,51.26606983107983,C,E,84.70502601606327,-129.2089014366886,1
26-35,E,49.06860020137062,A,E,-24.004481003029298,-69.18820304936429,0
65+,C,-80.56822385851139,A,B,-168.4063774074439,28.002036835265404,0
26-35,B,-77.82879855892503,E,D,-149.43758672581723,-46.263172334801936,0
65+,B,-93.26513729515075,A,E,8.450780466563444,-55.93478984953805,0
51-65,C,-46.8239758799539,A,D,8.505293374680818,-12.489452753676114,0
26-35,E,-39.3895723889219,A,C,-21.482935775530546,-46.34481225228216,1
26-35,D,-116.73862841680219,E,E,26.917118255727136,-19.06040681282877,0
51-65,E,-44.09881394223383,E,B,106.88826559730376,-27.21368098471002,1
18-25,B,88.15672134257284,E,D,27.484312184648825,-24.562894613392544,1
65+,B,29.56204736547303,E,C,-126.98509589483523,-23.58702038300949,1
65+,E,-222.05301155974095,B,A,188.69828103626944,54.30151057827727,1
65+,E,-61.31551437657945,B,B,147.21892932522843,29.519344301235833,1
51-65,B,-16.032167305529015,E,D,49.07951272451262,-178.7609896014769,1
26-35,D,-103.06286659747276,B,A,127.36178644138967,84.97567368774396,1
51-65,E,86.62995476037081,C,D,-13.094733404079625,45.941291231385215,0
18-25,A,251.54630969268644,E,B,91.2791460047923,-100.89111280871761,0
36-50,C,72.3395089653034,A,B,46.17514900031158,94.94495542142595,0
51-65,D,-43.82474835702289,A,A,-123.94380242863564,30.761162067893355,0
51-65,B,-26.501006371408675,C,E,-90.74508317920215,15.719521620101576,0
18-25,C,-15.429274470281456,B,B,30.058180787692955,-81.87293006165616,0
65+,A,31.495898196355764,C,B,99.431435294566,-133.54858489468978,1
26-35,A,-74.59604074703144,A,E,-107.63992722250082,-201.43263536063608,1
26-35,D,-159.1323471496011,B,B,-30.73960993834946,20.566285053666466,1
65+,D,61.66705674613788,C,C,-90.6891517108392,-33.372750281150644,1
65+,A,-18.83650699637809,D,B,88.75919023377446,-52.08494178493002,1
18-25,B,-4.061091793751494,A,E,89.07976545212128,-108.06429846134247,1
65+,A,250.7110294803058,E,A,-154.18390549372472,169.12173168748959,0
65+,E,-21.162014091443513,D,C,-40.22141491086663,-111.99992610020941,0
36-50,A,-97.62226689910128,C,E,148.46684583937468,-59.549916629232044,0
18-25,C,88.29712389650204,C,C,46.71799498356771,-102.14668671174658,0
36-50,B,35.29833836046318,D,E,-9.033504841679303,-47.28987373554543,0
26-35,C,-117.20255491956948,C,C,77.03993088189965,-9.703883060266024,0
18-25,C,-36.41746522257854,B,B,-21.479383265701788,-50.23407213412413,1
51-65,D,2.220938088988663,B,E,-154.67534227936238,-84.4867503382618,0
18-25,A,121.03941564055955,D,A,95.57574802212369,-3.611201364594356,1
51-65,E,-32.51880717616734,A,C,68.42196146936999,34.78642929724739,1
36-50,D,-76.19110326496957,D,C,-30.094236997176115,-43.01928465387177,0
65+,D,158.09535427234684,C,E,-52.18137839094963,-98.91142057676157,0
18-25,B,-95.61959202997849,A,D,172.87436441934136,19.057885053950674,0
51-65,E,127.53227330641406,A,B,250.75381358170122,99.86002065472066,1
26-35,C,36.0438265310776,C,C,-44.32858637025153,-54.11110834474879,0
65+,E,80.1291474876696,E,C,-138.68072146790095,3.987194702126499,1
18-25,A,19.11906769078216,D,D,-73.07631973858942,-32.79413011742066,1
18-25,B,14.457361459665377,C,E,-48.27344763906745,-9.636932217320792,1
51-65,A,-124.67310684125906,C,C,99.77597108532582,-81.22711491148016,0
36-50,D,4.426054493679652,E,A,12.045507723242972,-197.2462263232037,1
26-35,D,-51.17054767897089,A,B,-110.46893942888263,55.03113482911351,0
36-50,A,121.08112937320354,D,B,45.48730413707516,138.00003908184385,0
18-25,E,64.37120182217237,C,A,-13.371506920652454,-279.92456550501186,0
65+,D,150.37894379558338,D,E,57.46157308584549,83.02576240242409,0
18-25,C,53.9523862439667,C,A,80.7246826962655,116.78424379495806,1
36-50,E,40.77552330126777,B,D,120.98438161178066,-269.49941356080404,0
51-65,A,238.9043065957404,A,C,-48.51945896250041,-61.798060416329825,0
65+,E,53.188922110031015,D,C,208.41785186857265,-30.278040911622618,0
18-25,D,-49.69192388678039,A,C,-22.870342892852015,-28.309738523581178,1
65+,A,-21.684567251325472,B,D,35.90120161760688,143.02445812556076,1
36-50,B,81.94238733073756,A,D,-22.8243830493105,-0.5256328378078654,0
36-50,A,-118.8254079297365,E,D,6.0378482795285855,0.8042355357616533,1
26-35,D,76.43634627893532,C,B,-135.4360786743793,1.7302642704252567,0
36-50,C,73.78858115869726,A,D,83.28189131176163,0.1955027976765428,0
26-35,A,-14.702013110286721,C,A,39.83407690311701,87.37509658445597,0
51-65,A,10.222966881385844,A,E,-48.23334637838666,45.832217683701145,0
51-65,A,-123.40822426823752,A,A,-94.62500549242772,-95.1974104895162,1
36-50,B,15.758295200420438,C,C,70.10614863403426,-74.24302703146657,1
51-65,D,23.503964101568183,C,A,-42.923854836650975,50.17768093722839,1
65+,E,29.237989074412845,E,E,-67.43645336095557,36.8804249894317,0
36-50,B,-35.78483605141937,B,D,44.243572831092024,-47.410550240522284,1
26-35,D,-118.01250195959871,A,D,-1.224735610846917,27.05623446309288,0
65+,D,67.12831807391323,D,D,-120.21439033382859,-9.655070704207033,1
36-50,D,-6.321530673594834,A,A,-125.8534155636027,96.1570287030843,1
26-35,D,12.764133276397772,A,C,27.043051767790416,-54.48967959690392,0
18-25,E,-76.7048308748103,C,D,-187.8052775861527,-70.58930917489104,0
65+,E,-16.633000735873757,A,B,-95.80908456096927,16.350364384997228,1
26-35,B,-12.518297146895296,A,D,-95.19414231554558,-6.027206764628507,1
36-50,D,36.97834615674656,B,B,84.72948107050921,-117.99959652251093,1
51-65,E,105.43066013202404,B,E,-23.258080714198247,-31.148363874665648,0
65+,B,-80.43646059528436,D,E,96.01906517018959,-15.698431728249526,0
36-50,E,-45.799977883228415,E,A,-70.11209640453481,-61.80861943098458,0
26-35,C,168.5513393836605,E,C,105.00016304748992,54.160531497368595,1
26-35,E,-13.379065443400048,D,B,138.09096245873815,152.5143060097377,1
18-25,E,-150.72516474212955,D,B,15.28199446491649,89.95710759990668,1
18-25,C,-22.127615486311893,C,B,131.17220899258683,53.18852221370911,0
18-25,B,31.988709715363505,A,C,-62.31295993588134,125.15812418124328,1
18-25,C,-78.74554002970451,C,E,-52.87624532985874,-52.906537603107125,0
51-65,B,38.308621031137605,A,A,166.89883490461824,-0.0744406857205627,1
65+,A,5.729232440864631,A,C,75.71471125153083,-121.09052100894242,0
26-35,E,210.26940025086608,E,B,20.10638867032151,-46.615373768232935,0
18-25,A,-170.12309931872645,E,B,72.65594710291968,-103.59881691588512,1
51-65,C,-143.25869146795696,B,B,97.02050152016226,-37.13370350632553,1
65+,E,1.8053840136358343,D,A,105.33919163235748,-8.510724714762498,1
51-65,A,-54.39574304806057,C,E,2.808100680502884,118.27669047955416,1
51-65,A,-42.3198214808641,C,A,66.66985720219743,118.34049110605463,1
51-65,D,-52.04042450872345,E,A,40.797451244616965,0.059028281750093926,0
51-65,B,-54.378672252129334,A,C,-250.21877925010963,-22.41687426824534,0
26-35,B,119.38015361214936,D,D,32.56485219415032,81.65119314548676,0
36-50,C,76.72667874853255,D,D,-157.49487267889273,-5.408034821140926,0
51-65,A,-12.693989857489433,C,B,114.04052544059063,237.93270155495242,0
18-25,A,108.94929164154348,A,B,23.113386039244542,191.90114150645198,0
26-35,B,18.056059312592314,C,A,42.17837847404438,137.29795999535511,0
26-35,C,178.84693863995403,C,A,-192.5236899999337,-64.04482025690173,0
36-50,A,180.72603148769048,B,C,-74.2752272716318,-210.3861627218116,1
65+,D,50.65457908287569,C,D,10.170856831851232,206.81455744060426,1
36-50,D,-67.89585882709,B,D,-26.929743343265855,107.15766528542167,0
26-35,D,81.75262112282326,C,A,-0.5511048537043037,-102.45271535658682,0
65+,A,-84.3290017765265,D,C,66.66993164387067,216.90532069140147,0
36-50,E,126.16926501802348,D,A,-178.77420109859378,-32.41539953877929,1
26-35,A,-9.548111036384208,D,A,85.01278960566795,-33.51815068959703,1
18-25,D,-27.075892056414425,A,B,-98.86693329739339,-109.45075418029593,1
65+,C,-95.42818301634502,A,B,134.1961502820183,-8.457189141353759,1
51-65,D,37.082064001773254,E,A,26.66426185209016,-106.22360076858881,0
65+,A,86.91761389387848,A,D,53.793296072688825,-67.83336626946958,1
51-65,A,-98.45265441764582,B,C,-105.63463610935271,24.086940394275704,0
18-25,B,34.24296783200337,E,E,-64.84723770331784,73.80880602830669,0
65+,D,40.34529840956581,D,D,28.571033413486063,-19.340935209270683,1
36-50,E,117.39857548529768,C,D,-35.87710004782474,-21.098751257419977,1
36-50,C,1.170557260748083,D,B,-84.5905359347991,10.465531277866809,0
65+,B,86.30232346320659,E,D,-72.03338419566325,-13.566683745751543,1
51-65,D,26.388471699678817,E,E,-33.065101890885174,-106.88775074601364,1
36-50,C,-242.83307755190035,B,C,-68.64736177125761,-23.53894787948385,0
18-25,D,98.22147993673234,A,B,6.572092875275769,-89.45586312232352,0
36-50,B,-20.666152265883717,A,E,35.58705646778044,-50.81752379089966,1
18-25,D,98.4816894495964,C,C,70.65951975050818,-73.08795014264179,0
36-50,D,-98.82821052943397,E,C,129.6160917586988,-134.73748789832118,1
36-50,A,114.84866297385477,A,A,-114.77984750722854,-82.8271817640996,0
18-25,B,-75.33362294326923,B,B,140.4485834544461,-107.47176083796897,0
18-25,B,113.40956301190053,A,A,-186.95550046543505,-3.608860556187504,1
18-25,E,-43.14788030032539,D,C,34.96839373871869,1.9071928987117772,0
51-65,B,35.07910002137826,A,A,29.764520454407567,-144.4381598833824,0
65+,D,1.155256565793901,B,B,169.92094697507565,-40.58461391654893,0
26-35,A,-131.06066072333618,E,D,62.11866808059757,55.69330467373032,0
26-35,E,126.32315429015839,C,B,-127.67992198928333,97.58999828511826,0
18-25,D,40.84807340434039,A,B,-4.152894521133112,-265.68140265787963,1
26-35,B,42.87717769680655,B,D,-186.9339494478537,138.2770311082405,0
26-35,D,34.412776698710545,C,D,101.73824243272588,70.77678349397571,0
65+,D,115.76403669635971,D,E,49.022710860689955,26.969098241563668,0
65+,E,70.29996857173683,E,C,56.821314739840915,55.55696620823086,0
18-25,D,-131.06637999829218,B,A,50.63626927919468,10.848889216485468,0
18-25,C,75.36411632175837,E,C,172.1133791979919,-91.95971425326817,0
51-65,D,-104.87637593679398,D,B,208.72862728586173,-20.69445259180571,0
18-25,D,54.09511364678826,A,A,58.01182387969291,-116.64751737058508,0
65+,D,-34.69508173389587,C,B,-38.5583732899963,-1.0178433887173546,0
65+,C,-85.14502651542371,E,D,32.32706299906041,-41.03053604233576,0
26-35,E,-11.66770813846255,B,B,26.696267601372547,139.27061350572728,0
36-50,D,91.92091089963318,D,A,-35.19652246355849,-29.110264616387934,1
36-50,D,131.42889839537006,A,A,204.36574263653097,177.08314767345104,0
18-25,C,-25.977367663273586,C,E,34.27349980336699,-3.949803558283216,0
51-65,B,255.3229067385379,B,B,-108.35173366156066,92.24417148096407,1
26-35,B,106.91228981498297,B,B,147.61041925489326,4.825397608262675,1
65+,C,-195.4303516479506,C,C,-132.39133537337653,121.76468745015774,0
26-35,B,38.70935346054462,D,A,-76.73190074376042,-152.7197703151805,0
36-50,B,136.43868351781373,D,C,-86.05355284959356,-0.017221220561282957,0
36-50,A,89.40428369251985,C,C,64.46852271042009,-72.08573681138436,0
36-50,A,-31.61234197205543,D,C,62.097332852079354,-206.59313661378496,0
51-65,B,-137.4075315870909,A,D,-125.23884716482998,64.60985671928357,1
18-25,A,-12.271646788266018,E,A,134.5475537732667,-42.93839952433495,0
36-50,E,152.19549137896345,C,C,-131.71393722665158,51.000497106174926,0
36-50,A,62.84675760542557,C,D,96.62864103135095,-92.57280342902466,1
51-65,B,-139.65480665343998,B,D,-75.40297042336671,28.85035043343338,1
36-50,D,141.02835926502334,D,D,-102.8992909773472,4.499646753870343,0
51-65,A,-5.053371729781673,A,A,-47.021101571542765,-71.53878249203358,0
65+,C,19.37583360397576,E,C,129.80835147493966,-141.85043610311868,0
36-50,D,-33.14666929380927,A,C,145.58767729489264,-24.219126822419756,1
51-65,E,160.7163628489431,C,A,-79.71916646595858,-77.44028044474129,0
18-25,E,-83.34709434687315,B,A,-72.79235891083853,141.62562656592226,0
18-25,B,134.89621973806035,C,A,41.69660530556156,21.299261686298767,0
65+,A,-12.691689939883435,C,D,11.63816297699071,200.37107373216062,0
36-50,C,-15.157852370239583,E,D,93.05277943774371,-51.728563523775385,0
18-25,B,-103.95546773633006,E,B,-69.72022150433968,76.95726658881323,0
65+,D,56.00304244447337,C,D,63.38145604354477,1.6642230720387012,1
18-25,E,-20.793012047559216,B,D,16.503516854667673,104.36062991914763,0
36-50,C,223.70290293133834,D,D,30.258280183085517,134.1107671765993,0
18-25,A,-2.99602559470704,D,E,126.31865262851395,-77.4514156283798,1
65+,B,-56.003905204183035,D,C,-114.86420685777969,29.694605397513897,0
51-65,A,-117.66929414267176,B,D,46.27907811996557,184.03988617471333,0
18-25,D,-219.95490761063553,D,A,31.598340082040778,-169.1265755827577,0
36-50,E,78.43800880431361,B,C,-41.91346976402535,-32.09547102644725,1
18-25,D,31.50011633895128,A,B,55.99884675379673,-146.64853770883266,1
65+,A,10.505533709583604,D,E,167.04821928912824,-101.96912571319952,0
26-35,B,66.59296809180535,D,A,-56.04315521942994,98.38456819016676,0
65+,A,-96.9171319629052,E,D,36.63317325635582,81.47916423244116,1
65+,D,-35.619000844802365,C,C,-19.8557661582598,51.120875155070834,1
65+,B,70.06710309862339,C,D,158.63278546878385,-34.33834171581481,1
18-25,E,-55.02493446356209,B,C,-76.04379366342,14.165966755498744,0
26-35,E,103.40873819480353,C,E,51.68294551633834,204.45748676603287,0
51-65,A,119.64723128474893,B,C,36.83242939804704,40.61277734800676,1
65+,A,-118.7170096871432,B,B,-78.80777417816105,14.33908152288238,1
65+,E,229.7160221807169,D,E,93.8353362650344,27.101825850644527,1
36-50,E,71.61971654355949,C,B,105.7641011705311,17.80602130800137,0
65+,D,-199.42769518242497,C,A,105.70102629098747,154.3119336776942,0
18-25,E,150.75603083338189,C,B,15.591401463910017,4.057946479147194,0
51-65,D,-13.569459922145832,C,A,-220.1785674256234,54.87483221974996,1
51-65,E,-106.64473038656969,B,B,-58.90840718864456,-139.77603162542204,0
26-35,A,-198.56211111213673,A,E,89.0774973028757,-158.15051494549505,1
65+,E,143.45138646565954,C,D,26.360275134757945,58.21341910224632,0
65+,C,105.1915292055198,A,A,47.513194683294216,194.8378267310283,1
65+,D,-89.16501212418257,D,A,97.9331301429635,57.86036389775151,1
51-65,E,145.22932053415377,C,A,192.4274471900972,12.744909786345213,0
36-50,E,-1.4415464272717673,E,C,95.95365009154278,4.763771679772184,1
18-25,E,-6.740478319368269,D,A,40.977167198313666,0.41602051654226063,1
18-25,A,57.01396095267942,A,E,-142.80888072629165,-20.7580898433891,0
36-50,E,69.9994637608366,E,D,43.69993907264595,-106.66663826441251,1
26-35,E,71.42195058123791,C,A,-1.648148917110657,23.630619020581562,0
51-65,E,105.31156144842964,A,E,-14.948881357227483,-117.674877634021,1
51-65,A,-64.02170155322335,E,C,36.95415395752259,-30.783023998481575,0
26-35,D,-158.51375124916197,A,B,67.2605217193102,-38.47602244002608,1
18-25,E,105.53537342454997,C,D,117.34483673879963,7.985629254020892,0
18-25,B,189.17011787254643,E,A,175.23378067265983,53.75860820669903,1
65+,E,26.562681313893073,D,D,-34.42917937857723,88.42133889377166,0
51-65,D,-40.3878784708766,C,D,158.29379192613254,-125.09802188540935,0
65+,B,-6.08809274895814,E,D,-29.497270987718103,-15.517386101725409,1
18-25,E,116.41049453397467,D,D,-79.35568329383733,108.07070688327936,1
18-25,E,-11.976209870781695,E,C,101.63908956382228,-158.77745528196846,0
65+,A,-46.18841662813547,D,A,-134.1385432924435,6.041157626709371,0
51-65,D,158.75191868302892,A,E,-71.28890470335982,133.19902552096428,1
51-65,D,155.30523316550642,E,C,112.26486879011404,-29.98298814405208,0
36-50,A,-4.362323120688113,A,E,-18.247575574653993,151.42884876107217,0
36-50,E,-8.469596620327778,E,C,-62.6007965644203,-24.54436183892419,1
26-35,D,74.12650661160845,B,C,48.02655013037065,-0.8087293571849221,0
18-25,E,-9.588636363994677,C,A,208.1180194137835,18.233341611385832,0
51-65,A,140.97531845356207,E,B,-106.20047616391841,62.01030889857972,1
26-35,B,97.8273754459207,C,C,67.8508809597501,127.61545499069982,1
26-35,B,116.95125326623419,C,A,-140.22468380727898,115.66141792753464,0
18-25,E,-143.12284989253118,C,C,-33.93294020941635,-20.637775903338575,1
65+,D,-30.46951563297378,D,E,37.90381457448008,-45.885742629445524,0
36-50,C,50.98066160938276,E,B,82.50148069286772,35.58304348027719,0
18-25,B,-31.800822691511982,C,D,-7.4173185097412855,-177.25667949182616,0
26-35,E,-127.93921267566985,D,C,-52.922868939110735,66.55251704005856,1
18-25,B,-84.61066315199766,D,B,-103.9447723916845,-119.30134517872864,1
36-50,B,23.128914040457015,E,B,-111.67690167699187,-89.30134075060043,1
51-65,A,-89.16368525709542,C,E,-33.88051069784004,182.85834671051447,1
36-50,B,-7.296969449816252,C,B,-153.60535176054134,64.5128421543302,1
