civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Married,A,C,C,-27.272661442065044,-0.654315848144988,-182.8611401544511,A,0
Married,C,A,B,93.12131602801551,-35.08004074498124,249.188557409653,B,0
Single,A,C,C,-81.42388876942259,-114.3293599550945,50.07330579912512,B,0
Divorced,E,C,D,37.75914100944938,-103.47914765562673,-104.90848695080743,C,0
Widowed,C,A,D,-64.07962451290783,-35.04934087202921,56.16828758050561,E,0
Married,B,B,C,71.0164271136267,-150.1344933736648,-22.507975918366046,B,1
Married,E,C,D,97.4787129276533,-31.36242088868381,294.065436450859,B,1
Married,D,E,E,-26.227773794503573,12.043242507784278,-2.002787870321553,B,0
Single,C,A,A,9.942622968931243,-2.453552314329224,-186.8198595089907,E,0
Single,B,B,C,121.55362203734556,111.87516903358193,89.18933355671079,C,0
Widowed,C,A,A,156.28003700746896,-127.27226596630388,-2.6699601137927087,D,0
Divorced,D,C,D,-40.00524035644546,18.35148315522194,-8.53932960772119,D,0
Divorced,A,D,A,-126.72448232128555,-79.22057257132118,-118.49619374640415,A,0
Married,D,D,A,90.69230505738619,-57.18811978346592,-14.22702795815873,E,0
Widowed,B,A,D,-0.49447512715147773,-113.99821034725403,-19.45118848034464,C,0
Single,B,C,A,-59.87512330958269,-156.6484107835567,100.22445689781662,B,0
Widowed,D,A,D,-272.8090989914931,39.125572411408264,106.97187480402522,D,0
Married,E,C,D,-17.023547254992327,-53.03058677137402,-116.67633246753408,A,0
Married,A,B,A,39.85546579544044,294.8132194841925,57.13503604886855,A,0
Single,C,B,E,135.61453459919676,36.73803510433957,-151.97304056380773,D,1
Widowed,A,E,E,-181.3463824770442,12.267022999287203,-178.16157261406386,D,0
Single,C,D,B,-269.69421408906203,-64.84769029960455,-93.36248312859735,E,1
Single,C,E,A,-163.9805022425005,-45.664873330858605,32.18363244714456,B,0
Single,C,C,B,-150.96447717689102,183.5888992375754,64.10579382520599,D,1
Widowed,A,B,B,37.187756836944835,-6.737722611037669,190.6973073114045,C,0
Widowed,C,D,E,-64.95875133066164,-56.10730244306647,12.440001162725704,C,0
Single,A,D,B,113.7726868062597,-146.97088915082136,-177.224405657638,B,0
Married,C,A,E,18.129309898743706,170.3681806583851,-86.3514485415945,C,0
Single,B,E,A,40.54937350900315,106.31406727450965,-123.52986403804537,A,0
Single,D,E,D,-58.5886367995519,-5.5058508730493125,-118.15074242568726,A,1
Divorced,E,A,D,-46.40860303127275,-26.348287139245613,-73.22683118925495,B,1
Single,D,E,B,-118.26342237723964,-0.1514653195360912,-137.23609608828139,D,1
Single,B,D,A,50.56525886838858,-74.38411119257165,64.34178697292081,A,0
Single,B,D,C,283.2751836488151,152.5187943626915,-65.98096734762326,E,0
Married,A,B,C,1.0290589070764442,120.28525870998273,-53.472344491887846,E,0
Divorced,B,D,A,15.358159950005238,-175.95844927087583,-116.13161505788163,A,1
Divorced,D,A,C,-49.02251034292053,120.58221380214631,30.66847938835084,A,0
Divorced,E,B,A,74.71661564800478,66.2161372954097,72.27315264402824,A,0
Divorced,E,E,C,68.94203895413312,-33.581180754068505,-108.66811858603165,B,0
Divorced,E,E,A,-18.574656512511936,52.08925278238043,-39.43856433924007,E,0
Married,B,D,B,89.44935804415056,-48.91120065653046,116.52708526969467,A,0
Widowed,E,D,D,-70.93929767359464,43.625221176343196,-106.09625090318875,C,1
Married,E,B,D,-8.252999442858778,55.028520245325474,-27.79494122819216,C,0
Widowed,D,C,D,-129.50684115017052,83.32536222809509,41.896124417717864,D,0
Widowed,A,A,A,119.94262867952037,40.43807564942573,-52.90038717110646,A,1
Married,A,A,E,-41.54951715783512,14.004553978765754,-30.242303428540275,D,0
Single,B,B,E,59.66162625969269,-5.6961115631381,90.19831340055444,D,0
Married,A,A,C,-93.27502649871022,32.75859769340555,-127.89436118578543,C,1
Married,E,A,B,-109.26409036190886,-159.15875386839593,-22.028033224385887,D,0
Widowed,E,E,E,-9.23293418702853,92.26520289855074,54.6972031031902,B,0
Divorced,D,D,E,-60.08974197882358,94.30834359519696,79.21570405610143,E,1
Single,E,C,A,129.6617587410244,24.39857929108219,119.6807605611568,D,0
Divorced,B,B,D,-43.03101935954372,30.496159153645824,-30.517575960609083,D,1
Married,B,B,C,187.84478913755288,-48.3364119621326,-166.00853414000193,C,0
Divorced,C,D,B,-15.259611325164638,51.45720697018752,-69.41197391724097,E,1
Widowed,A,A,D,129.93387160129382,-66.52784885055804,126.9152897253987,B,1
Married,C,B,C,-129.94747923246607,45.988529211805336,-138.02024370154473,C,0
Married,D,B,E,16.464495308530456,-196.8188164723502,17.864178328602467,A,1
Married,A,E,B,167.86788163053814,-40.44549406892977,105.28108122087463,E,1
Divorced,B,B,A,-28.890582297271845,-21.901440712267423,6.727670037515959,B,0
Married,A,B,A,103.96155923629111,61.1270221165205,120.13325834027104,A,0
Divorced,A,E,B,-24.142573706264127,103.17295231293448,-82.00115337045412,D,1
Divorced,C,C,C,-136.99143484397254,68.74034190736715,34.703182438449794,B,0
Married,E,A,A,169.88141236741492,-35.01027504137871,171.67506620353973,A,1
Married,B,C,C,-23.672987733119673,-18.783573460532356,247.21811645810422,C,0
Divorced,C,C,D,204.07184774254384,-36.82765223829356,70.76602500568968,A,0
Widowed,B,E,C,-177.52842026155525,121.35170826211592,33.17101336091104,C,0
Married,A,D,A,146.49620596619883,13.814490252111467,-27.577153774174292,A,0
Single,D,C,A,-89.10029614585014,-137.21275957454284,130.87099167674097,C,1
Widowed,D,C,E,-33.04681111184579,80.944276372338,-65.32540159221712,C,0
Divorced,B,D,B,-26.57358856818582,-157.9164399709769,-158.8730453179671,E,0
Divorced,D,D,C,78.29183545051991,-130.75334482458868,152.82311610790217,E,0
Widowed,A,A,D,59.81489575902788,28.348945342442384,155.14529250255015,A,0
Married,E,E,A,-162.53249741952493,53.476517042120996,9.604399183310552,D,1
Married,C,D,D,57.25534243361543,-157.28309092845524,23.64223800419042,A,1
Divorced,E,B,B,141.80709235414005,-58.87465540808235,-22.456576702882824,B,0
Married,E,B,D,-6.569079924078414,89.80118322181143,-55.501988665981,C,0
Married,D,E,E,-43.89826070194477,51.71348934054598,86.90490431393812,C,0
Widowed,C,A,E,134.18961309029078,244.8800292851088,-8.823651951831248,A,0
Married,D,E,B,156.89121255458244,-12.826605460388294,178.42534739334147,B,1
Widowed,D,B,A,63.82513929596436,117.14508145692861,-55.54001961709388,C,0
Divorced,B,A,C,108.94146837879026,-15.998708629656875,-187.2922731125301,B,0
Single,E,C,B,137.46975270131497,7.870434663985486,-12.272372277936487,D,1
Widowed,B,D,B,281.53406292259814,-81.10009984824585,28.611589700267466,E,0
Divorced,A,E,A,-78.98032643209523,-66.7220519997606,-14.78041381049127,B,1
Single,C,E,C,-125.11786196151013,-40.700609316664,-67.22553620123082,B,1
Married,D,E,E,-227.89958800846458,-91.38744651671706,112.86012470181215,D,1
Widowed,A,B,B,87.35597012301852,219.53301807195956,-59.57443765827467,B,1
Widowed,B,B,A,120.1303493137203,-20.089846054148197,-70.54644411252478,B,0
Married,D,A,B,20.253845574785544,-40.307102200849314,142.34034190787202,E,0
Widowed,C,A,A,146.7044373872806,-103.71788669187647,-18.782986947699815,D,1
Married,E,C,E,116.77431591017697,15.779632952967962,76.51980265467682,C,1
Widowed,C,E,D,-87.09551463409232,-126.44913395564774,53.19692748158589,D,1
Widowed,A,E,D,1.706798563695485,-92.22395202342445,55.07598803174141,E,1
Married,E,E,B,37.91450989485384,-103.17757728063658,-61.82205030862281,D,1
Widowed,A,D,B,163.85438315596613,26.027293081967095,-68.22256752595612,D,1
Married,E,B,C,-135.0825242598097,-106.48680872309866,-182.3588379223026,C,1
Single,B,A,C,-72.84659661791478,26.79715035129591,7.331714167726587,D,1
Single,E,D,B,108.6310131209382,1.4070954856732951,3.7220777991938667,A,0
Divorced,A,E,B,165.35222298592157,32.507723987360926,-57.016686863175295,E,1
Divorced,D,D,C,39.04891088841545,36.20080847517217,161.30838395931772,A,1
Divorced,E,C,C,71.33965955194302,-66.24002244689152,155.47471742155594,D,0
Married,A,A,A,-1.4866269221355808,-78.19827129695788,82.28529700893468,B,0
Divorced,D,A,D,39.28982823938954,95.75580938982252,-54.854947875350554,A,0
Divorced,B,B,A,-29.696733677537342,-43.64658391526332,70.26499164625957,E,0
Single,E,E,C,11.83172698671531,78.19276359819884,-51.09465424000999,B,1
Divorced,A,C,E,-173.2347695853113,-54.0195796567758,-6.415655799591044,C,0
Single,B,E,A,166.68275275148093,144.14060264913405,98.73289846797387,C,1
Widowed,B,D,B,-3.1669988583913096,-64.97264044370074,179.2915148081859,A,1
Divorced,E,D,B,-156.9355588638391,-29.097441166178363,35.397937584364186,E,1
Divorced,A,C,C,186.78234611609957,-138.96437184367693,-32.24537270803792,C,0
Widowed,D,B,B,-38.305071097276695,92.0905944358532,55.974369872854844,A,0
Widowed,D,D,A,-77.98030634395974,-17.934718732237435,30.114514837701513,B,1
Widowed,B,E,A,-157.77656430427507,168.0249208386868,-29.546024942865362,D,0
Divorced,D,B,B,-168.88450840539096,-150.80214857672073,-128.86961164441234,A,1
Widowed,D,D,D,27.996965844105066,-3.40008514490339,-47.788090497690376,A,0
Widowed,A,A,A,-36.37960151038725,131.01554850778604,190.54731901174213,A,0
Single,A,B,C,-129.93152126140265,-112.72134189537016,-87.77086351578718,B,0
Divorced,B,E,D,-73.55863536298159,152.96952713223388,124.39656339642542,E,0
Married,D,A,D,-114.9707436742364,63.44272819130033,6.063487415115835,E,0
Widowed,C,A,C,-95.31380057797371,21.29742385426271,74.72402400334695,E,0
Widowed,E,C,D,-101.20694192222568,-21.355632364044396,43.90418995328728,D,0
Divorced,D,E,E,66.60996141736081,24.94595055598114,-44.98844753871666,C,1
Single,B,E,E,32.82966167576754,182.86089301286893,-163.15404588697047,C,1
Widowed,D,C,E,-55.55866062399388,-72.10270778514715,65.45076042702792,E,1
Divorced,B,D,D,-248.56708808170828,9.962355307353855,-3.996229506973764,B,0
Divorced,B,A,A,-159.7496570304536,-39.7655644214325,206.98573058671764,B,1
Married,C,B,B,-121.36191238357948,7.200714291387697,15.954262883025086,A,0
Divorced,D,E,B,15.518370200490503,77.80051247543707,69.6101772585399,C,0
Divorced,B,D,A,-52.497593295026924,55.6065997381193,44.820560847306766,C,0
Single,C,D,C,16.770683398724717,-80.61729508923244,-6.439755309412301,A,1
Married,C,D,B,32.044866563568085,-72.61344348691902,-71.02370164530532,B,0
Widowed,D,C,B,-37.03964664455121,60.93114973388981,48.502994452759104,C,0
Single,D,E,E,239.20666325034668,-29.068673667390755,40.51485316966831,A,1
Married,A,E,B,-77.17427396076224,8.197627001843609,-38.75100019335283,D,1
Single,C,E,A,71.26715891580032,-54.63572674849314,-80.2059970045013,D,0
Married,C,E,A,100.6252327428836,82.05625339350912,-13.737380742846414,D,1
Married,C,A,A,56.17779119068249,-26.86764608109063,30.574828150186995,C,0
Single,D,D,B,151.5155184926617,39.11328589748821,85.22429426667416,A,0
Widowed,B,D,C,0.42825463722347124,-12.19636721103427,24.35312262282273,B,0
Married,E,A,B,-16.131352417649,-49.08215129027764,118.41900470918169,C,1
Widowed,E,A,B,-70.44025259524041,55.2654830676674,97.85074395998575,C,0
Single,A,C,B,91.18152543524562,43.73015982537211,18.132642590008892,D,0
Widowed,B,A,A,-99.60638788902303,164.73386883569447,-119.62676816833586,D,0
Divorced,D,A,A,-25.381065034647364,-56.92948403767579,-12.283003134212482,C,1
Divorced,E,C,D,129.91788527895773,-167.57852891603508,32.35120554468391,D,1
Divorced,A,B,E,-134.74474691637081,217.66521302275544,142.3015030418091,C,1
Divorced,E,C,A,-166.7319182859075,170.2895304468461,-52.25427325839376,D,1
Married,E,D,E,-145.4910998164365,-39.54283146930692,26.38697880023239,B,1
Widowed,C,B,A,48.1192829648002,41.74811509012344,-140.5394591454221,A,0
Divorced,A,D,B,-32.59092304596985,35.46499675630971,440.5249654648988,D,1
Married,A,D,A,-238.4333431909671,96.43859856279494,-56.10356781292922,B,1
Widowed,B,C,D,5.506872239509274,5.1715595036772735,-110.18207899726491,B,1
Single,A,D,B,161.7153190065846,-15.42123318582689,58.161483719474674,E,1
Married,C,D,D,-33.95163549269803,182.0396705080884,-43.203355784833875,D,1
Widowed,E,C,D,-150.81455616287073,-100.98745012610941,-55.15499854017304,C,1
Single,C,A,B,-187.81927101274218,2.8653625881027898,214.19426782613183,D,0
Single,D,C,C,-28.385400464603837,-60.82326518244496,-174.93020513247984,A,0
Single,B,C,C,-153.34902768600145,45.56658533408518,162.38055743628513,A,0
Divorced,E,E,E,-43.015249714931024,4.3112913212122805,-99.32134332660847,E,0
Single,B,E,A,-2.6162243119248125,51.855151225405734,24.77192336137005,E,1
Married,E,A,D,87.96933529058468,-78.18910087508002,126.65611053156269,C,0
Married,D,C,E,-89.7609928541158,-16.438106252858017,-24.749526217954052,D,1
Divorced,B,C,E,57.1952430290359,139.32864515120613,46.38054755678657,D,1
Widowed,B,A,B,76.74933617365195,-30.193305352347032,134.94437338989076,D,1
Divorced,A,E,E,195.99092657965025,54.84080424237753,-81.93507538364983,D,1
Married,B,D,B,47.524913800150536,54.85793326722687,-10.56846948280575,C,0
Widowed,B,A,D,32.83975558912843,-62.83309954035965,-50.037722679472076,E,0
Divorced,B,E,E,78.31291839472374,206.48909762019954,-262.0695599297965,A,0
Divorced,D,C,B,-36.46159936324603,147.88881710200624,74.31365187213991,C,1
Widowed,E,B,E,-18.576493976309287,-48.922775956416125,73.92472422666872,A,1
Married,A,E,E,-72.13818915819544,-43.80604887443681,-124.85797651247879,E,1
Divorced,B,B,B,43.77334972256079,-166.38183915717022,46.13804421020886,D,0
Widowed,E,D,A,-14.175219272399886,150.86100845556345,-35.37069143268997,B,1
Divorced,C,C,A,63.814596211857285,-73.97314222209806,54.86431341847794,C,0
Single,C,E,E,-224.17933828345488,-61.477757620344256,159.24942800260592,D,0
Single,C,D,E,-112.07151492556677,-45.63906815742081,-57.0970872791029,E,0
Married,C,B,E,114.88179896997232,-17.810010101661824,57.22437705089699,B,0
Divorced,D,B,A,-135.69388726797987,-2.1303949892835816,-105.3074147867265,B,0
Single,B,E,A,-49.39295276099656,-39.28895018291337,95.92111536043176,B,0
Divorced,E,A,B,-12.895030617794182,141.3655588579364,-0.7698651751667656,E,1
Widowed,A,B,E,20.977518720981656,91.10451534101787,-153.82165211782402,B,1
Married,E,E,A,111.68649268388158,-117.50124597841449,13.082294726780235,A,1
Single,D,B,A,-60.67333402186031,17.320255555830002,126.67409880915517,D,0
Widowed,A,E,D,-44.59733944797339,26.06253535300929,-75.70825197635858,D,0
Married,A,C,A,-3.778239707999299,41.45902502350515,33.42274619012795,A,1
Widowed,A,E,A,91.7056675886327,119.18568228826642,-105.0411431788686,B,1
Divorced,B,A,A,-73.14138096565505,-25.198669884738372,-49.56418362332495,D,0
Widowed,A,B,A,-53.062650221410394,89.62210720600945,-60.6755544137786,B,0
Divorced,C,E,B,137.86193149466317,203.28263443021243,-49.49952526868492,C,0
Married,A,B,E,-121.49164517900995,-70.11146604102282,159.99715045498232,A,0
Widowed,A,E,D,91.2611969576941,-48.20163619542443,114.67940276440348,A,0
Married,B,D,E,-13.710756703604929,-1.9821633999256627,23.615730521731752,C,0
Married,A,D,D,-48.23061132104154,-88.8673297569786,67.46903398690027,A,1
Married,B,C,A,41.55540698570807,-21.22065034929766,62.690410183462205,A,0
Single,E,D,E,41.96455128108659,-48.96838858096882,9.551553305388328,E,1
Widowed,B,C,B,54.605760337197886,11.07992295009845,-92.37825566544181,B,1
Widowed,D,A,B,50.12629780012791,20.943621113766824,-39.119883125404684,D,0
Single,E,B,B,-86.23598591652991,29.106683259575494,-39.65339352083287,B,1
Widowed,B,B,D,-84.97354042769201,88.33901782321293,71.29594985104404,A,0
Single,A,D,A,221.06367387355928,-22.347019646222638,-15.560607048594017,C,1
Single,E,D,B,72.87787595789727,99.15961646694531,7.630561810281394,D,0
Widowed,C,C,C,-20.162184982972896,8.641011698659458,-59.27203857513225,C,1
Divorced,C,E,A,-71.22220853862584,156.79952686020445,-27.719977127474415,E,1
Widowed,B,A,E,-9.56377586375194,107.74958868321671,14.246592389137849,E,0
Single,A,D,A,-34.48855708986008,63.89284837487593,-87.23711610485687,E,1
Widowed,C,A,D,12.501731124946971,136.1184736467333,18.14154179826568,B,0
Single,C,D,C,-24.024301565135495,117.98530235757565,-161.93579334616322,B,0
Single,E,E,A,84.88665222597271,-3.8875235677206708,41.529239743898835,D,1
Widowed,B,E,C,-7.132215428229391,-11.111797771252375,89.56240863939932,A,1
Divorced,C,C,B,-107.84648289974864,-70.86670197349328,-19.88300722856992,C,1
Single,A,D,E,150.81515078669696,143.47890847013701,-103.73124032663614,E,0
Divorced,C,D,E,-141.0930869949923,-105.34194631808901,-98.89047404620347,E,1
Widowed,B,E,E,-80.68946171836163,50.48970160065469,-125.3080377969788,D,0
Widowed,C,D,E,34.2737441264802,55.97333569527949,21.302646889058067,D,0
Single,D,E,B,-13.90591677172988,32.74471861134071,168.98790641826446,E,1
Divorced,C,B,C,99.19789067980483,-204.28286968890856,109.8607692858953,B,0
Single,C,A,A,-34.325554334326895,-74.76127957629592,-84.9141283256559,D,0
Divorced,E,B,C,-89.45368080408652,219.32771537519525,-216.63415758733572,D,0
Widowed,C,A,E,77.71543351944781,-44.082353204065384,5.133697140184092,E,1
Married,A,C,D,-68.06837311383777,-51.64938497139365,4.038570514486614,D,1
Widowed,A,D,D,130.70168866854758,185.95575093201634,-34.241764471183295,A,0
Divorced,D,A,D,-20.19918403375093,49.048045651192425,-33.782653318293875,E,0
Married,D,B,A,87.4724477723628,-85.9663259469745,-33.012578295015196,D,0
Married,D,D,E,-66.03313811054214,244.93006551057027,178.5259723301921,C,1
Married,D,E,B,-37.59694313995393,45.37679071315799,-131.1187386991143,E,1
Married,B,D,B,-115.03803148158214,-73.41813750559074,-25.02148380470815,D,0
Married,C,D,E,-38.140291489905394,-124.78002687541859,-155.29824423037851,E,1
Divorced,E,B,C,-114.1247580711642,87.26347121340623,263.2642788445394,A,0
Widowed,A,E,A,52.741371877579176,42.9789795538678,-111.0435442320149,B,0
Single,A,A,E,-13.897799402740912,-177.2990573011529,-16.620280547039826,A,0
Divorced,D,D,D,34.455296409897876,-125.26613997677276,4.090661790936396,E,0
Divorced,B,A,D,86.20380697663282,-45.44109204014794,71.1688496569145,A,1
Married,D,E,B,47.47228713633362,147.38107105715406,-73.89991718948865,C,1
Married,B,B,A,44.22721169997051,68.51204714214856,-109.61512311122273,B,1
Divorced,D,A,D,40.81273140633522,72.77333139321556,-54.919222020735916,C,1
Married,A,D,E,76.34201517279416,224.5118607025307,-17.594210096345677,A,1
Married,C,A,B,-1.039450126371269,-40.2059702729476,-16.827195590929136,B,1
Divorced,D,C,A,-54.41229895104516,64.04032278842277,109.50821815866603,D,0
Single,B,C,C,-39.63366420622873,-37.93547718145311,59.39604098299016,D,1
Single,E,D,E,132.7210712020468,44.454749871003365,7.197242757875047,A,0
Widowed,E,A,C,-253.8169156995295,85.75484524405364,110.23977999425023,D,0
Single,E,D,B,128.5036641378034,86.65024279074753,68.05329865265509,E,1
Divorced,D,A,E,-1.6113829376700861,-32.088994044298495,-44.761093857893236,B,1
Single,E,E,B,41.30323910067574,28.644235924625033,24.67943886434044,A,0
Married,E,A,C,-215.40952170227393,-214.78892120256302,20.286407787394296,E,0
Married,B,D,B,90.42152633990325,-152.49675155991056,-16.354879063140086,A,0
Single,E,B,C,-33.23171230356088,80.08370799545568,84.06887560411718,B,0
Married,D,D,B,-29.21977077369474,-20.477831077003096,10.127281790134917,D,0
Married,E,D,B,-38.73291329464551,-87.59132355164738,-41.3911377600662,C,1
Married,A,C,B,-78.17269411201212,30.53630684876928,79.78443864209218,E,1
Single,A,A,D,-74.1207559654594,-104.62507395807978,16.018316649785643,A,0
Single,D,D,C,13.693632095595637,75.3050281429202,154.42525142020088,D,0
Widowed,C,C,A,77.56491782946708,-52.198970719884784,58.49472470690841,D,1
Married,E,B,D,-130.76655146487295,-64.76573445870673,-156.80133284326683,B,1
Widowed,D,C,E,121.12408728030974,17.820910826392844,-62.71612280861416,B,0
Divorced,A,B,C,-149.43631181238328,97.21383969628397,-75.95245835355563,B,1
Divorced,D,A,C,-37.76620887168761,-92.9059742564802,130.20290063551602,C,1
Single,B,E,D,53.437425224333104,70.92427375588484,69.03562071715695,D,0
Widowed,E,A,E,75.32412579266165,-53.57718162661843,-15.133144398736182,A,0
Widowed,D,B,A,-6.707562541866184,-190.95715642009927,-64.21739141029474,B,1
