birth_year,Veteran,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
64,Veteran,No,D,-103.42963635317508,D,E,-157.9446743573934,-106.1902974837371,-137.39434265377852,117.3272313867074,A,E,B,C,C,-17.805928194886178,-176.79576393306996,-300.5909973296811,55.63973965730683,0
50,No,No,B,95.71030149613185,D,B,-114.65453076705386,-2.6963344591514313,-24.74639820429271,-33.39474182231863,A,A,E,A,E,-33.804464578374265,119.01512898841717,107.52504617773005,41.94521403531292,1
37,Non-Veteran,None,C,168.00875587868745,E,C,-20.18130657711845,130.62375465564403,-22.34836993843407,112.67916070901025,A,D,A,E,B,40.94033024191297,-217.77404312017143,-84.05371319457538,73.80556529051782,1
42,Veteran,None,D,-198.87616613963212,A,E,142.99689610901197,3.545185448195069,-180.926792161605,17.792971019240138,A,C,B,C,B,-194.31123287819526,-186.8304420959872,-41.63660174930766,215.05563157738462,0
36,Veteran,Physical,C,-17.59850227781944,E,C,-34.110024890314314,77.0889014129256,-76.51091906457914,60.15816857639227,C,E,E,A,E,-57.7156446717617,-32.45454354435323,56.33708822698289,-136.61874374024399,1
72,No,Mental,B,-59.136536921111016,A,C,171.75073440053202,17.080179425915087,-99.55741767383589,149.6344813933249,D,B,B,B,B,194.28246899176628,244.41982280761857,172.5441659652314,15.570991452564023,1
62,No,No,B,-49.454036015272784,A,A,-2.814793920745968,83.76736077219546,-105.10091446948222,-40.77615089255649,E,B,C,E,B,-69.77883087482346,-107.17137981300044,-68.49973280707022,-126.77823437773074,1
38,Yes,Yes,E,-136.88560503239623,A,B,-165.7081719223048,80.56677383790439,23.537992790114828,113.79078561402119,E,D,C,B,C,13.021932263793046,19.515301149451236,135.37328601924605,110.3363114858676,1
18,Veteran,Yes,A,-36.31206924221705,C,E,-186.11150831295348,-66.65359383230027,-44.34528045791422,-12.033022191244214,D,D,C,A,D,-47.18194325551118,-163.14519799532906,83.67994746567027,12.957491208818093,1
67,Veteran,Both,B,-108.46856605023538,A,B,-36.542712494203286,-196.78973968200998,9.577579421430439,-38.531106942362875,B,D,C,E,C,-173.44504852095952,78.17109149983806,97.05022428327467,65.52599341896655,1
22,No,Yes,D,-28.95948119220808,E,A,7.343566052161517,62.05769967473832,69.47070828257648,196.58605450134388,A,A,D,C,B,2.2589360244314256,78.68046668130296,16.999976605209223,107.86709738692079,1
38,Non-Veteran,Yes,C,-145.66493031686394,C,D,25.541943217155662,175.0157284022869,-79.90691936725267,58.369494894828364,A,C,B,C,B,-22.37423894395388,98.162665032068,-69.59053246966225,34.96333016017961,0
78,Veteran,None,E,-44.24609419029847,C,C,-56.82189723897238,-93.31755459254158,-193.92665045126907,15.663870725894077,A,C,A,A,A,-12.184413474259356,3.935243545481029,-210.31818834207047,29.76166737833459,0
65,Yes,None,D,7.760013594536212,B,D,90.31849692984932,116.86533840870645,-120.43007088975712,63.166239549846104,A,D,B,B,C,-94.09345575514816,-14.935193821862308,1.8281024676565611,19.849706432569956,1
74,Non-Veteran,No,A,-135.03617593756297,E,C,72.58396654581026,69.23064360970452,11.72095983607722,-41.53253077375771,B,B,E,C,B,3.7482421597209186,-40.407100444764446,-70.4463092147207,9.117381295868588,0
29,No,Both,D,144.04076082163556,E,E,33.72780281800915,-173.51419719833166,-124.87136768264004,-27.30485719864053,C,D,E,B,D,84.44034029939937,-90.53906938295985,-93.4055730651091,-64.9489189024716,0
64,Non-Veteran,Mental,D,-59.562324988807056,C,B,80.06635436867626,-159.76720306523308,-175.56155950382558,17.936679628812442,C,B,A,B,B,71.02115873977239,-10.810541282346623,-38.4611248693758,31.42502415265367,0
32,Yes,Mental,A,-47.01591560225321,B,B,192.3519342667621,-90.20470300395841,48.35817994087708,99.04951207127787,E,A,D,A,E,-90.03196042730968,-29.667920628690027,41.68188829260877,-44.182257594979745,0
34,Yes,None,D,33.623634075200776,C,A,-122.11908635844782,-111.22116653238592,-1.4014069076993918,-47.821972441091646,A,B,A,E,A,-73.72694880411494,1.3180213164244845,41.44441804284683,26.166535671572312,1
31,Veteran,None,B,-48.32578259898409,D,A,-148.73244925097734,-229.37711622145173,-60.90689490714539,62.586443772344126,C,D,E,E,A,39.28840966198933,126.69922047113573,-11.027873341510478,-76.7641377894306,0
79,Non-Veteran,Yes,A,-168.85406988255704,E,D,118.5308755010831,4.029252469004029,123.94291456718318,-4.291990865652377,A,E,B,D,E,8.207183007693352,-168.02365644268443,112.26544440454798,-80.65287965484961,0
65,Veteran,None,C,164.53577989232488,A,B,196.7477472931705,159.76137742736128,129.2283722843316,87.29393724879031,A,E,E,D,E,162.41084318549213,-22.031151014003104,-59.175279698372385,44.798864193161414,1
43,No,Yes,B,-73.44354973522891,B,E,267.7945557062339,-42.141519655553076,-62.603116693741455,30.798812084548878,A,C,D,C,B,-115.0802974147029,-43.17825546064038,36.77945115607936,-59.26639264594018,0
22,Veteran,Yes,B,59.42540306296203,C,B,55.86257577321945,101.66443695831671,-110.9534849629311,-97.87219838209207,A,B,A,E,B,77.48266593220193,161.42904709785435,-96.67808366168302,59.60215403931405,0
25,Non-Veteran,Physical,D,113.12176723174474,B,A,-60.79553412731647,-51.48434745579786,-9.579138561777087,116.75162747386555,D,E,D,E,E,-86.51928688856006,-263.7760351968208,-155.17509360678636,75.63707303744208,1
70,Yes,Yes,B,86.0235075773539,A,E,-100.79919358889342,-17.193075978716408,97.60110228188306,89.68721379214703,A,B,D,C,E,-189.92194034137756,50.48800762009626,-78.34928789096091,127.00327605060546,1
55,Yes,Yes,E,154.2749455663274,D,A,-76.98710747884641,-108.63684578198647,-30.80997131437436,98.44582916102014,D,E,B,E,C,-99.93675939787275,-51.17566063825421,-4.8630738129352835,-151.24343825324533,0
60,Veteran,Yes,B,88.3597430546759,E,A,-58.99157618878449,10.780813948324445,-13.263989013264169,68.64116083378671,E,E,C,B,D,3.260356887233482,144.6584900428584,147.05632567695102,-170.11373258378785,0
48,Veteran,No,E,55.12800135017807,C,D,52.629888092136376,67.10234253758956,9.018920636434455,150.70047521401287,C,A,E,C,A,-132.39677338339732,-44.64708313053951,-116.08009685550496,-3.4238336001186904,1
52,Non-Veteran,Mental,A,81.58952781730878,E,C,-69.74040614392473,28.83590523243224,107.67811470821565,-68.65638706385737,A,B,C,C,A,-93.52170099497425,-188.8331455481159,-56.88872986359883,-27.22743676485585,1
69,Veteran,Physical,D,-27.040035250664936,A,D,66.18505700478315,-137.35775799590942,-180.97290785217538,44.13634743894056,B,C,A,C,C,-34.684593074428555,125.54924774873264,-49.15128984180339,5.7846242023010745,1
71,Yes,Physical,E,58.02737211571207,C,A,-74.81900722530064,-25.753927770777928,53.55179787735255,145.37769882331673,E,C,E,A,E,-54.68095713115936,73.48577958563584,15.238821753027054,33.37216272412128,1
25,Non-Veteran,None,B,48.28819832217225,B,C,23.4739788728264,-24.399643134324158,-50.85989656641271,30.88983120474275,D,C,D,A,B,235.27969814934386,8.326881430635584,-90.5810206474875,-76.84685949226346,0
35,Non-Veteran,No,E,115.97765519732619,B,B,-13.260031655086578,-113.52520730648837,-41.23408880301431,-113.68684017269564,A,D,D,C,A,72.2576015457508,-63.41399182121673,31.139771359356622,93.42330302845183,1
57,Veteran,None,B,41.6669790994559,B,A,-18.447312947001528,-284.8966860930122,-124.42875342466608,49.79377125473814,B,A,C,C,B,-15.679996258897818,-14.967502266910298,-195.67961366981854,31.985679892564388,1
51,Non-Veteran,No,B,-4.7341139080091565,D,A,24.031550955898183,196.56893074636776,67.85399626538887,47.53595213312526,B,D,D,C,A,-58.714386646756346,-82.61517539944538,84.32464129310152,-29.61233830229566,1
64,No,Both,C,-31.887733793918514,C,D,9.971392369892525,-223.67415165271015,35.69296612974704,-54.07356299591145,A,B,B,E,C,-19.905790682006817,77.28564720342156,119.94971685520277,138.80820619230192,1
20,Yes,No,D,-118.58631295406516,C,C,93.91844917249023,-86.73264234244124,-111.55431740548327,1.3376241612604547,D,C,A,C,C,189.56267026070145,-41.37979081651097,10.007340872063274,-85.51693896293332,0
62,No,No,A,37.240493123610676,E,C,81.2769071638881,26.75233108949228,-154.37784786543423,39.86282565311141,B,D,C,B,A,-144.23579229473256,106.77333490905635,46.23922405430579,144.47992260535443,0
65,Non-Veteran,Yes,B,-49.9592315886196,D,C,48.38230314408918,-34.39031122692911,-149.1275080384276,-88.5278780219967,B,E,B,C,B,12.298492884299291,33.549794845818816,-9.29288560486516,43.403020895632714,0
68,Yes,No,E,137.4146017825985,E,E,-144.63770599837332,-225.04945439536817,-42.92892775483039,20.383461518041685,D,A,D,B,E,-45.223693980729486,92.70393311192629,-28.19605597908488,-122.54619420575833,0
65,No,No,D,63.905342808695146,B,A,-30.075848909474285,-64.44331574593764,-92.60542489462557,35.63783303628697,D,B,B,E,E,54.226570246857605,56.86095055603582,-161.5452771841983,-29.651398075424947,1
52,Yes,None,A,-93.92814543147067,E,B,-259.866822700436,31.740247866860123,93.11210985928486,150.32929996518658,E,A,A,E,C,-156.21838216237214,40.580609700560316,95.17794401168702,15.208955685911164,1
32,No,Yes,D,41.08243750937673,B,B,-162.91558164591956,-28.62803210719969,-72.00570880845507,40.600248755610465,D,A,D,D,E,-187.18968697207885,-28.988878580669585,-66.07840305515889,-0.12742840247610462,1
63,Veteran,No,E,30.251236739210373,A,D,122.22849626736401,93.14875862952205,-25.657913396713912,40.698707560489126,C,E,B,B,D,41.12920799364612,-1.881881948707174,-33.48796697263508,142.78300320953724,1
45,No,No,C,47.404600884841166,A,E,-10.468796947882254,84.25298429198739,113.8542788381226,-159.11208903200674,E,A,D,D,A,7.047738778253618,-67.02528203907944,149.62343685737773,-19.16113491427668,1
28,Veteran,Yes,B,-4.401793234237714,C,E,112.5293195311595,-75.51324507984157,-112.89467198458203,34.082609423532375,A,D,C,E,E,43.98091521728556,45.489649537932685,48.89282786390097,-230.29500192115938,0
19,Non-Veteran,None,A,91.07244239094283,A,B,23.664020592049184,-142.2123546462326,-64.02354646491504,85.51667423298389,A,C,D,B,E,-38.06351822576961,152.76427861029845,103.0181415853253,-84.75952890584072,0
78,Non-Veteran,Both,D,10.830432349610895,B,C,75.5235702292322,-5.241633700164864,-151.16464944574736,6.48930756338733,A,B,B,E,B,80.534356157696,-148.7734531653787,-21.404078772614156,-50.68016172517223,1
35,Non-Veteran,Both,E,8.107094392418485,B,C,-70.03432383240835,137.76730636761192,4.6966824384387,-71.58111709226269,E,E,B,D,B,88.2099942199217,19.92594376573122,9.263721177807389,132.8400893725179,0
62,Non-Veteran,No,E,54.12669469376118,D,A,-33.078009029303686,137.97590210735598,-119.3651281131207,-50.76044290469729,D,D,A,C,A,-13.30522462294456,-42.613658056740746,104.47540043546839,-90.29537035901038,0
23,Non-Veteran,Yes,C,-22.47187211521407,B,B,-42.130784205597244,-43.612473165368385,-130.7424031854936,-186.01867878220048,C,B,E,A,E,128.83017711710258,6.179549340595704,19.835812668733226,-97.06717113855822,1
76,Yes,No,D,-17.92615448410326,C,D,-62.41992955260791,-13.789191847204002,30.26259283200412,78.39607703169675,E,C,B,E,B,62.87359474263021,-132.20372595680533,-62.46854625515779,-91.88548404320383,0
58,Non-Veteran,No,E,-16.853314278616214,C,A,88.05466138493004,-122.79936753290288,-33.11892305586516,87.254696253268,B,E,D,C,D,-111.46832885330033,-6.157081410052933,-111.89920008843146,-142.73285868262587,0
44,No,Both,B,18.715841601814745,C,A,-136.59898636909207,-27.826651619056157,-218.19213869956022,-116.20755240033884,D,E,A,C,B,-85.71972679180578,99.55131460941251,71.31668598277777,11.131700069901486,1
36,Yes,No,D,-46.25057848582207,C,D,-31.181898262166165,17.1115417468278,87.79311274956414,110.87237406046904,B,C,A,A,E,-236.93873258450103,116.52069051710173,-32.990364496803934,108.71654512489035,1
18,Veteran,Both,A,73.35338946645781,B,E,95.46215106408576,-105.85660351988786,-92.27889411346881,-37.94990096861782,A,A,C,B,C,28.64332209119796,-22.698536749569207,107.98492178440611,26.246872539605338,0
60,Non-Veteran,None,E,-13.465870345417812,C,E,-44.251016500268065,-12.866963211655511,44.21897811962799,-20.52988249706191,D,A,C,B,B,48.495674775327494,110.7295268304296,9.728960637949529,-81.07908496168416,0
29,Yes,Both,E,-92.53606669679336,A,B,-36.730298890150856,46.27976361042167,4.235768376843567,-42.16245687957357,B,E,B,B,B,-7.8005818050735005,-84.26524688859173,22.033663801077875,-218.0924902417042,1
60,Non-Veteran,No,B,74.77845887711379,D,D,186.84101495446475,133.44398720065453,-16.118167488085312,-131.69332444176447,A,E,D,D,A,-32.317187844849585,-17.26642673230358,71.33344764652666,-37.6790418758204,1
51,No,No,E,73.57824924307518,D,B,11.9038759231787,49.44642200939081,-3.008043205692068,-117.1059861933492,D,A,E,E,B,-63.293099724453384,26.298374397190543,14.060226036830578,-146.10080406908534,0
55,No,Physical,C,-68.45216814430334,C,B,-4.909584212549594,-241.28216809614295,113.46575691416241,170.19480416229928,A,D,C,B,D,-203.94992154701836,-64.18561550279566,-100.98098606014445,-28.253924650012056,0
36,Non-Veteran,No,C,12.806923988141797,A,C,-186.65917752416271,35.94998408643447,123.96689217265873,-142.1105318351591,B,B,D,C,E,-19.369177282532057,194.65630537808508,104.91330588031096,-17.693970957805465,0
71,Yes,No,A,224.58528070358227,B,A,-18.900363283968723,73.11882390211568,-67.5439574737878,-186.9507255294163,B,D,C,A,A,89.40224082517912,1.9131057895006391,80.0764654247518,-106.53606664664504,1
38,Veteran,None,A,-191.64335686054903,B,B,60.389487851578934,-8.348475591829816,-116.68725185408024,197.8701859388261,C,D,D,C,C,110.19689375328711,-118.86238384057535,32.06838649985068,90.12321563142908,1
58,Yes,Physical,A,-47.10091058737713,E,A,122.89396102355097,-38.232007758448994,-75.17224230092616,107.62699132135884,C,C,C,D,B,-57.033688368962544,10.76981490573687,-33.90973292703185,126.76622068168138,1
43,No,Both,A,-187.92178359881555,E,D,-151.22168434706964,-104.84936016974558,11.797640624961486,120.04967222864215,E,D,B,A,B,-44.15766803861017,-32.86122002485513,30.037159366289302,115.42400927351856,1
51,Veteran,None,B,90.41088010093189,A,B,66.72111686660843,-72.5982651577804,88.79711608531623,-110.32473379951713,E,D,C,E,D,138.81547160555994,50.45708591350778,-92.17570499302025,24.31495261845407,0
24,No,Mental,D,-89.33507113710039,B,E,150.9413067272587,97.62373057800407,-86.56204496224174,-28.13338654670943,A,C,E,B,A,65.41520547330735,-47.07269392805355,153.8969842016849,29.768945875114415,1
30,Veteran,Mental,A,-88.70378194508652,C,E,46.63075353282846,-43.302441663568025,158.85936618143631,-45.313660865557615,C,B,C,B,D,-15.90639604776809,86.7102572838207,-119.61958059837399,3.6936629502225147,1
78,Yes,Both,B,-57.56449781696411,C,D,144.21125103489368,-29.716964376259963,133.4981073022375,64.09561902128968,B,B,A,C,B,-31.80803344457931,-166.45756463763456,-119.65601535989863,-204.25425121465835,0
75,Veteran,Both,E,136.26118443361142,E,C,153.09149380535527,-97.28675206868111,-56.01416151345037,-42.195790771309596,E,D,E,E,B,62.416964959294404,67.0061555632788,23.209658212999457,75.50181333691083,0
59,Veteran,No,D,-98.26679536735762,D,B,-56.8546729585368,-59.08169610075957,-12.350152867185798,229.8341587737652,D,C,A,C,B,-107.927729617196,116.89344975171507,71.87164260466223,-58.22435238715972,1
20,Yes,None,A,-204.68992271938603,A,E,70.89880116451273,162.30047640078791,-5.040094697354559,-1.2948893528294252,B,C,B,D,A,-103.27589891493302,-64.74875469188895,-63.69378763877599,29.902921139173344,0
70,Yes,None,D,-0.8400286889970462,A,A,-39.799005487255485,44.3934023437903,-91.82921085492139,29.471381785877014,E,A,E,D,E,114.73774009868553,117.50146701847774,-68.89166982141349,-105.64764693819357,0
48,Yes,None,C,25.453884137424314,A,C,-113.33523484062489,31.77492228666595,71.92301238222399,29.46292939642559,C,D,D,D,A,-11.31022448967439,-39.34222435474828,-203.2983321951263,50.46623673443788,1
58,Non-Veteran,Physical,B,-125.6331662793494,C,C,170.67742119866725,-188.27286699510208,36.64040110294541,19.67970230954517,A,C,D,A,C,-244.05186608440772,58.90210494324673,-40.6395530125428,-21.833511059842827,0
51,Non-Veteran,No,B,-71.43836392317186,E,A,66.27107573902404,-99.3929155321328,140.86961191892743,-14.678878875928852,C,D,C,A,B,-17.31390191686163,28.41922975380018,-63.50766900116799,42.71839809073391,1
62,No,Mental,B,1.2360765514382044,D,E,185.3988475507206,120.58470905980268,-18.86947211044456,-32.4416334672509,E,C,C,D,C,-28.799024869453987,-9.915186956352246,195.349558568456,-175.5510812055032,1
73,Veteran,None,D,-28.787580349738207,E,D,-146.98515203743003,-64.16801187435223,57.541721050030944,171.04540786053494,C,A,B,D,C,-95.98666737720755,139.91170027939881,-35.508080679315555,97.51524518017268,1
52,Non-Veteran,Yes,B,-206.86841137103121,E,E,-151.71901551448295,55.49965322973266,-28.33818093131456,-2.248079931938903,C,B,C,A,C,-12.239739196281626,-69.79768779939839,25.258424659635587,-99.89587721839278,1
42,Veteran,None,B,-20.874263334336206,B,E,-47.506384784424995,108.84572052269081,101.61700274720292,65.4663577632705,B,D,C,E,C,-4.397236274170612,-76.85551497567951,25.60168374426291,-45.641142142823696,0
41,Veteran,Both,D,-40.45146199784414,C,B,34.84586471126913,-134.18322966705867,-50.83577179788323,-56.89161219241918,A,A,B,E,C,28.489112936182792,-33.10481693035009,226.73796352816126,186.88254459069165,1
56,Yes,Physical,E,-31.875677064287235,B,B,6.172537401136453,-40.183595435680566,-13.986431643422028,89.45856612416569,C,A,D,D,E,-101.7956584977831,-3.4488662557851617,-30.911540763552892,41.60748178252229,1
56,Non-Veteran,No,C,-98.65814912289336,C,A,140.9280841818784,-34.34897295889818,16.865120001943474,238.7439391509214,D,C,A,B,E,139.378386545911,120.4644457231611,-33.092943300953806,17.096452991569834,0
57,No,Physical,E,-18.325905472197412,B,E,97.98875318684888,-70.37930634693306,255.42556776465216,-49.995979806742795,C,B,C,B,D,-124.5346748312809,-136.41456714476303,134.79256604128872,195.4851051194018,1
65,No,Yes,D,45.01586563475748,D,D,-18.610544799749416,-46.699475212068975,-130.40837118876073,-53.72566501021875,B,C,D,B,E,118.78220462269977,-35.15333455246326,106.61928778660233,144.57355602544246,0
43,Yes,Mental,B,97.83640641851423,A,C,-146.11334703758436,-27.516206977708503,309.00610064825537,97.464175921177,D,C,A,E,C,115.12547911533811,-3.1001188597941853,-64.52031988565324,57.692689220326464,1
30,Veteran,Mental,D,-300.9505504899678,B,C,-188.6411592552141,60.38121094323995,45.156708997411,28.43584911211573,E,D,B,A,E,10.25717670252262,80.00166349538739,-91.6171110446986,-49.85562139005109,0
