veteran,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,target
Yes,US,C,D,-85.9871006581024,-5.872269710088437,A,1
Yes,Other,A,A,-29.64987411014129,21.58802980062117,A,0
Yes,India,B,E,25.252243389569472,94.39373567038821,D,0
Veteran,India,D,B,58.9126328632974,87.6755871474043,B,0
Veteran,US,D,B,-28.760698866083324,41.60772103935141,A,0
Non-Veteran,China,B,D,45.69962372977897,3.9075962430933378,E,0
Veteran,US,E,C,78.56864066022953,-188.9058362704456,B,0
Yes,China,A,C,73.15987103290551,43.604034650793935,B,1
Non-Veteran,Mexico,A,C,-76.86385321996416,30.807883973046234,D,0
No,Mexico,A,E,61.36169893104226,22.46034976575051,E,1
Yes,India,B,B,-70.44206220078993,54.49723608058474,E,1
Veteran,Germany,C,E,-128.05678886257286,-53.182869866784635,D,1
Veteran,Other,C,B,-33.389245612155385,-53.724496535292566,B,1
Veteran,UK,E,A,-145.90272587346232,-168.38676757845403,D,1
No,Other,D,B,-50.49642134152539,24.06815249368812,D,1
No,Other,E,C,-37.78282568444908,192.61550708674494,A,0
No,Germany,B,A,71.11916428956191,-100.86409944491963,D,1
Non-Veteran,UK,E,A,12.289618783152921,-45.68306821131946,B,1
Yes,China,A,C,118.33322729213155,99.36018753920612,D,0
Yes,UK,C,A,-57.641583309460934,-16.68427683658717,B,0
Non-Veteran,US,C,E,12.202104062384507,92.09476820080506,D,1
Non-Veteran,China,D,D,-54.213639701271845,105.90086602762305,C,1
Veteran,Other,C,E,-27.434771955915615,-104.38752382655548,A,1
Yes,US,B,E,133.63920110683895,-10.687983858648794,D,1
Yes,India,B,D,-103.84036771755582,-119.05358295748299,E,1
Non-Veteran,India,C,B,-32.958037335569415,119.1108283084942,C,0
Non-Veteran,UK,B,E,68.33434986525847,71.75067656064815,B,1
Non-Veteran,India,C,A,-12.935681351621572,93.7673256905588,A,0
Non-Veteran,Other,B,D,28.92684477740112,9.709460392815798,E,0
Non-Veteran,China,A,B,116.80259469657935,141.61463170518968,D,0
Veteran,Germany,D,D,4.152058765616973,22.972290598090737,D,0
Yes,Brazil,C,A,-202.22203642262318,-36.33211598374928,B,0
Non-Veteran,India,D,D,64.17886595496518,29.195992045296332,B,0
Non-Veteran,UK,E,C,-7.194295369815166,-14.839807802140706,C,0
No,Other,C,B,105.52381690458574,-140.48235880704746,B,0
Yes,US,D,A,-64.20636914914733,-82.15925038582141,E,0
Veteran,China,C,D,61.80246911267416,-72.49620938537291,B,0
Yes,China,A,B,77.07147600347743,121.5862705047938,E,1
No,China,E,E,35.98055711780657,5.377706302388022,E,1
Veteran,India,E,B,104.2138115246028,235.7761272173598,E,0
Yes,Mexico,C,C,-0.9358696787360916,142.64481213761252,E,1
Veteran,US,D,D,-60.94319042640204,-35.25300936535806,C,1
Non-Veteran,US,C,C,77.91191720325841,-65.17606399201594,D,0
Yes,India,E,C,74.18827977403927,81.93636852774107,B,1
Non-Veteran,Mexico,E,A,24.050682735222072,-64.92896903415189,B,1
Non-Veteran,Brazil,D,E,-85.68797460835904,-61.08155339123863,E,1
No,China,B,D,-88.24714154563077,61.81816855914137,D,1
Non-Veteran,China,D,C,48.637216680065386,-16.60388262199262,C,1
Veteran,Germany,A,C,97.2052266739565,-277.09399273311897,A,1
No,Other,D,B,-121.56700957361718,-44.298827689209574,D,1
Non-Veteran,UK,B,E,-103.1311191791639,-135.54573528064245,D,0
Yes,Germany,A,B,104.88619451986008,-61.728566100116375,A,1
Yes,Other,A,B,-244.59990906494124,197.22249285401537,A,0
Veteran,Brazil,B,E,-42.28363500373115,118.53065407713352,B,1
Yes,Germany,C,D,-51.61171330289367,-172.82979878863893,B,1
Yes,Other,B,C,-167.15727658525194,-44.8117077907669,E,0
Veteran,Brazil,E,B,99.8712864665407,37.645894392997185,D,1
Non-Veteran,US,B,B,-39.56787452847538,12.576670969694273,C,1
Yes,India,B,B,-142.29873128252007,237.21828704178947,A,1
No,Germany,D,C,-203.9767032255431,124.5509488069316,D,1
Yes,Germany,D,C,-62.21209214031931,-62.218879848011845,B,0
Non-Veteran,Brazil,D,B,-159.2052527759233,145.7995314441978,A,0
No,US,C,E,-88.29593439284625,102.84001693533425,D,0
Yes,Brazil,B,E,-157.21689218883847,-48.59714474029906,A,0
No,China,C,B,21.611749117343404,-216.1968840982874,E,0
Yes,Mexico,A,B,-112.48063783287871,154.25058333981082,C,1
Yes,US,C,A,35.485968243664445,-82.50251149328113,E,0
Yes,Germany,D,D,-145.3753747007177,76.5035480785684,E,0
No,India,D,B,92.5651574883989,-169.04315478709862,C,0
No,Brazil,A,C,-6.664565460899004,84.27636138365385,D,0
Non-Veteran,US,C,B,20.88553136782089,255.54825039814423,E,1
Veteran,Mexico,E,B,148.73237806411623,-56.40878061946006,E,1
Non-Veteran,UK,C,A,-196.96603856109732,42.326891871671265,D,1
No,US,A,C,34.088900004637644,60.60224835097128,B,0
Non-Veteran,Brazil,C,E,-210.47861537192182,33.04998181420783,E,0
Yes,US,D,D,189.6683886963878,199.17047960945337,E,1
Veteran,Other,B,B,-147.48430918643416,-38.00529942575223,B,0
Veteran,Brazil,D,E,-81.4301450636244,84.74705720605658,B,0
No,Brazil,B,D,-30.596911227726842,-116.25616427053151,A,0
Yes,UK,C,D,6.964414274635241,-121.06823191775715,E,0
Veteran,UK,A,C,47.7629116509003,112.90960937502652,C,1
Non-Veteran,Germany,A,E,15.589913827713008,115.87264514409274,B,0
Non-Veteran,Germany,A,B,64.14273865332622,50.696203214535906,C,1
Yes,UK,B,A,97.40581134116402,4.131608851931794,E,0
Non-Veteran,Mexico,D,E,253.89639141099894,11.91948495153072,C,0
Yes,UK,C,B,-20.30012725689319,239.4852375006683,B,1
No,Brazil,D,A,170.73558021132587,36.4786093513077,C,0
Yes,Brazil,A,E,91.7580391207463,-11.915323087085234,E,1
No,US,D,D,76.16793923045311,36.766749177409544,D,1
Non-Veteran,Germany,A,D,-183.96388131063964,-7.952604225810635,D,1
Veteran,Mexico,A,C,108.96978530206796,93.52235735424198,A,1
No,Germany,E,D,39.882858730216356,99.080041121649,C,1
Non-Veteran,Brazil,C,A,98.41419474279346,-93.41799262806612,D,1
Yes,Other,D,B,143.67119941942812,-76.23492342593093,A,1
Yes,Germany,E,E,86.28536971899663,5.906017403097572,D,1
Veteran,Other,C,B,-77.62605793362611,118.3973405133198,E,0
No,Brazil,D,E,-46.86400869744807,10.967855177394014,B,1
Yes,China,C,B,161.30599966952832,-130.12350718740632,B,1
Yes,UK,C,E,-141.00031524068072,-52.64186543019546,D,0
Yes,Other,B,B,-17.6298450804015,-70.97486222537903,E,0
Non-Veteran,UK,D,D,42.55158716142509,23.571415645588438,D,0
Non-Veteran,India,A,C,-35.94507218827233,145.01351869936025,C,1
No,Other,C,E,104.31528083514581,66.54710421027016,E,1
Non-Veteran,Other,A,D,-110.38853665029302,-97.79807271386339,D,0
Non-Veteran,US,C,C,142.86964900119997,163.5562960467191,C,0
Veteran,China,B,B,44.72473490785152,31.428105053331983,D,1
Veteran,China,A,C,-94.47150390945353,25.188438244478085,A,1
No,Mexico,B,E,33.10359766340137,-32.16119868522256,A,1
Non-Veteran,US,A,A,109.92885622614403,-236.81337467576228,A,0
Yes,Mexico,C,D,165.90171183820266,98.36788916388716,A,1
Yes,Other,A,B,35.543525173872005,-95.79801484225786,C,0
Yes,Mexico,B,E,78.0016411977213,-73.3565737613515,D,1
No,China,C,E,11.550818757043702,-153.1647358792783,E,1
Non-Veteran,China,C,A,-27.920773637987406,27.405948571588613,A,1
Yes,Other,A,C,-24.46306325232153,91.19462098259173,A,1
Veteran,China,E,E,25.956890823511458,18.18576578663444,B,0
Yes,Germany,B,C,37.3549599345435,39.746109992195976,A,0
Veteran,India,A,C,-23.375643044356682,-123.03354069539417,B,1
Yes,India,E,C,119.90661108354932,-168.19570490913685,B,0
No,UK,A,C,17.34016370572513,8.310355831631705,C,1
Yes,Mexico,B,E,-60.354811013553814,224.27792188051708,A,1
No,US,A,A,67.94545750316693,-128.39266893806496,E,0
Non-Veteran,Germany,A,E,135.92106593426783,133.10305637511988,A,0
Non-Veteran,Other,D,D,154.01346096048812,-78.27397276583235,E,0
Non-Veteran,Mexico,C,D,-303.0870177945233,-59.25311008528229,A,0
Yes,US,D,A,-12.730647467438663,-69.41614954403975,E,0
Veteran,UK,E,A,124.30063029081549,-155.49721429458708,B,1
Veteran,India,E,A,184.65406289569478,95.62391029740087,B,1
Veteran,Germany,E,C,95.56884792369083,-16.583676064100437,B,0
Veteran,UK,C,D,-163.1365658490632,-165.27840763306517,A,1
Veteran,China,D,E,106.70253305824365,-93.19794842390075,C,0
No,Mexico,C,E,120.43664949501223,205.7724556240906,A,0
Yes,Mexico,D,A,-59.42407926657764,-25.005862753055553,B,0
Non-Veteran,Other,C,B,-87.66246503658452,-74.46749848813579,B,1
Non-Veteran,Germany,B,E,-104.76542998614413,56.048228044060245,B,0
Yes,Germany,D,B,121.99502758427336,-68.08734505877453,D,1
Yes,Germany,C,A,86.05416059140587,-62.76548849911483,D,0
Yes,UK,C,E,-92.88172309908906,-132.5323017785928,D,1
Veteran,US,B,A,-103.80107300756782,-52.02666621263374,A,1
Veteran,Brazil,B,C,52.40231826168795,-4.560089339895588,E,1
Veteran,China,B,B,61.85777335001483,105.31937949828618,B,0
No,India,C,B,84.1524124046623,105.02968029777176,E,1
No,Other,A,A,23.510861733659205,35.46541536265542,D,1
Non-Veteran,Other,D,D,106.20034029734968,31.963142151368146,E,1
Veteran,US,B,E,2.55767058809295,62.62731159391461,E,1
Non-Veteran,China,E,E,-71.13255008210405,89.72803165307342,C,1
Veteran,Germany,E,B,-25.693203856994522,194.5018597931216,D,0
Yes,US,A,B,13.11171972430678,-48.74447713049734,C,0
Yes,US,D,E,42.18587331101602,-48.15948212847372,E,1
Non-Veteran,UK,B,B,-12.366788768385732,71.68929681942252,D,0
Yes,Other,C,B,-35.511974679535605,57.78041489946402,E,0
Yes,UK,C,E,245.38009696319872,75.3281069118625,A,0
No,Brazil,A,A,102.38097566744027,52.7732522428601,C,0
Non-Veteran,UK,D,C,-86.16928006205477,-46.298529877903036,C,0
No,Brazil,C,B,-11.595813896935345,-8.659623893935727,C,0
No,UK,C,A,-6.153889300652469,-133.99877279697523,E,0
Non-Veteran,Other,A,D,-94.78485355169201,-3.311647888457724,E,1
No,Brazil,B,D,17.40373376340021,-2.5050820777186513,B,0
Yes,Brazil,A,E,-34.981002790023055,-254.74125853407784,E,1
Veteran,Brazil,C,D,-181.03797094095228,-59.05893749253439,E,0
Yes,China,B,A,-208.9621695205641,-15.404049615614445,B,0
No,India,C,A,106.98692420741949,57.21270809184217,B,0
No,Germany,E,C,-97.08920173506735,21.987872685415237,E,0
Non-Veteran,Other,E,A,49.38265560934346,40.34085339405062,D,1
Yes,Mexico,E,B,29.066155719152732,-27.123793674848272,C,0
No,Germany,D,B,-173.0531142479037,0.4873903261918768,B,0
Yes,US,C,D,59.18625209430714,-40.7956883307553,A,1
Veteran,Mexico,D,E,156.1741794224505,70.04109379660083,A,0
Non-Veteran,Germany,D,B,-106.32242027135881,162.2203999319804,C,0
Yes,Mexico,E,E,-92.69479643844298,53.87022144407747,A,0
No,Germany,A,A,27.687570002926105,-33.74879562671192,E,0
Yes,UK,D,E,-28.967972539898323,175.55875478662998,C,0
No,China,A,C,-70.42394023398793,147.98553259677595,C,1
Veteran,Other,B,D,55.42226380328836,132.35513025242577,B,0
Non-Veteran,Other,C,A,-0.536118553915162,108.45005599894418,C,0
Non-Veteran,Other,A,E,90.16900812292259,-111.5856287055899,B,1
Veteran,Mexico,A,C,37.112828766092335,32.11105776217407,B,0
Yes,Mexico,E,A,-161.40902286188782,8.190271033059274,D,1
No,Mexico,B,A,84.26321162775166,98.87396602273509,C,0
Veteran,UK,D,E,-19.317467051058777,42.64486984844192,B,0
No,Mexico,B,B,-174.02575692731003,-151.26584026201388,B,1
Veteran,India,A,D,-18.733719626446714,-294.51888257216086,B,0
Yes,China,A,D,-62.933515582156744,-31.41499547224857,A,1
No,UK,D,A,-195.080682089721,108.56329551880417,D,1
Veteran,Brazil,B,B,48.007090417918015,88.73075094446789,D,0
Non-Veteran,Brazil,B,C,54.711616302108176,-12.526616117243918,E,1
Yes,Germany,C,C,189.05174776594617,-0.4127084375342023,E,0
Veteran,Germany,B,A,185.83893005629443,-112.96801613718954,B,0
Non-Veteran,Germany,C,A,199.51064490895305,-95.58153270823793,B,0
Yes,Other,D,C,41.6191224406612,214.60976190430344,A,0
Yes,Brazil,D,A,11.171414730964091,-31.96746454652374,A,1
Veteran,Brazil,C,C,300.41477374709467,-1.177795889855978,B,0
No,Germany,D,D,46.96580520912012,78.49004394380212,E,1
No,Other,C,A,-99.23293938371073,-136.30048026273053,B,1
Veteran,Germany,E,C,140.957021946524,-68.20323643623072,C,1
No,Brazil,C,C,-115.77535261271083,-7.718871019792351,A,0
Non-Veteran,India,D,E,22.04983404409244,67.97738253332487,A,1
No,US,A,E,-18.006646815593832,117.50481817783367,B,0
Non-Veteran,China,E,A,-24.660217422076965,-82.53833012531928,B,1
Veteran,India,C,D,-34.25390568391622,-74.23058474462403,D,0
Non-Veteran,US,B,C,20.159607019366533,-86.34013456624268,B,1
No,Other,A,B,-26.237364584863204,-103.23760471170978,E,1
No,Brazil,C,D,27.239392849214994,-161.19775898143652,E,0
Yes,Other,B,C,156.7716521417667,60.37116104313396,A,1
No,UK,D,E,-89.80636951981985,-44.96364223956263,B,1
Non-Veteran,China,D,D,-73.25638835514314,-91.2395898815426,C,0
No,UK,D,C,152.59595291064562,-205.40173684955442,C,1
Non-Veteran,Other,B,D,-49.108978101437614,131.13691408356058,D,1
No,UK,E,B,95.1535154958701,89.52552735860439,D,0
Yes,Mexico,A,C,144.30485399880743,-37.611242242613706,A,0
No,US,C,C,69.61748247299538,-140.90726324843342,B,0
No,Brazil,A,E,-52.89531445169615,-25.83264087789204,D,1
Yes,UK,C,A,-66.97995506822718,45.347287082826796,D,0
Non-Veteran,US,E,A,-51.184872504194125,-25.048801539598003,E,1
Veteran,India,B,E,-93.35423236538134,61.93884955200565,A,0
Yes,Brazil,E,B,17.982367726051713,94.42246663021919,B,1
No,Brazil,A,C,-81.49224102099078,-77.72309393460438,C,1
No,Mexico,B,A,0.8801632982101513,-122.2326259237651,D,1
No,Other,D,C,-20.76919970114958,148.6820080980113,A,0
Veteran,US,E,D,67.56719086835264,32.51237924048949,D,1
Veteran,India,B,A,-30.66650562324697,76.58923892281841,C,1
Yes,China,D,D,189.0815412167498,-74.36549486513995,A,1
Yes,UK,D,C,-81.7075373655818,-49.803054197700945,B,0
Veteran,US,B,C,35.3481187722402,63.865462444529,D,1
No,Mexico,E,E,123.16153231931591,-53.802054330669336,B,1
Veteran,Mexico,C,B,144.95368126803513,-18.169635803774987,E,1
Non-Veteran,Other,B,D,-58.30310548186812,59.204665405543835,A,0
Yes,Brazil,D,C,-7.265306538565866,99.15409467476461,C,0
Yes,US,E,D,6.18078676463811,28.095685436655632,B,0
Veteran,US,D,C,-145.64121344658105,-16.239830626426375,B,0
Yes,Mexico,A,B,142.47170744101155,53.31586655706072,C,0
Non-Veteran,Other,B,D,166.78023253181652,61.9189991748969,C,1
Non-Veteran,UK,A,A,-108.01387985529689,6.506936969272627,E,1
Veteran,Mexico,A,B,25.94106576633693,6.870000174077533,A,0
No,India,B,D,-11.028148503771982,150.8016807871875,A,1
No,UK,B,D,19.724389181814843,-8.721892716314846,E,0
No,Mexico,C,B,-50.33559014815453,31.21136145308922,B,1
Non-Veteran,Brazil,B,B,-58.84508835430331,-133.74435197000315,B,1
Yes,UK,D,D,-67.5858247077338,38.6045424845047,A,0
No,Germany,A,E,-138.50927908466167,50.674641917755025,A,0
Yes,Mexico,C,E,108.66687115831309,85.35589995330461,E,0
No,Germany,B,D,-47.00666425984749,-44.46554819921432,B,0
Veteran,Germany,D,C,97.2092681266802,58.29621745031556,C,1
Yes,US,C,E,169.15473405070495,22.845671282700117,E,0
Veteran,India,C,A,-102.16818856660532,-12.29204975052227,B,1
No,China,B,A,229.5323899983504,85.36598547485791,E,0
No,US,E,C,-77.93789243614384,-68.07967496984672,B,0
No,UK,E,D,185.26118332565292,78.32787824886857,D,0
Non-Veteran,Brazil,B,B,-134.01166735536745,-55.89362641455939,A,1
No,Other,C,B,-126.3171112121065,-38.25701912595476,E,1
Yes,US,C,B,-109.49535518745589,-175.76783138332297,E,0
Veteran,China,E,C,-114.60481447197645,-40.0055355250353,C,1
No,Germany,B,C,-53.97413730107961,-30.0618826253784,B,0
Non-Veteran,India,A,D,-30.091195963427133,-14.8480570581673,B,0
Veteran,Germany,D,E,-157.15703702866705,-5.263136207424626,A,1
Non-Veteran,Germany,E,C,14.159706055664504,-88.62064472997615,C,0
Veteran,Mexico,C,D,-54.742200812716526,113.66028450820657,C,0
Non-Veteran,China,E,A,67.32560836061133,26.7273031929848,D,0
Yes,Mexico,C,E,-62.27959512203327,17.565004595299865,B,1
No,China,E,B,13.134362713186334,-3.790380103412535,A,1
Non-Veteran,UK,D,A,-8.934087047101565,82.69106557447999,C,1
No,Mexico,E,D,27.085725889385643,-95.98650350829182,E,1
Yes,Germany,C,A,-93.76162761571666,-134.16183632760857,E,1
No,Other,A,A,-49.202560147587235,-187.3469767116962,C,1
Veteran,Germany,C,B,153.8148283304379,99.94008905342127,D,1
Yes,Other,B,C,80.65915424202001,-28.859068391509417,A,0
Yes,UK,E,E,-128.1050263981251,-136.842740162681,A,1
Yes,UK,C,C,-43.68899986595009,33.65459258267431,D,1
No,Other,A,B,-15.81920631921184,136.06759721530025,E,0
No,Mexico,C,C,-86.19661357993829,-185.38385847399482,C,1
Yes,China,C,B,-78.67147648459732,-15.153664495376033,B,1
No,Brazil,A,E,65.11389031086897,-16.25474915429163,A,1
Veteran,Brazil,A,C,49.42329905040166,26.856525866025088,E,1
Yes,Other,D,A,-175.63124166509647,31.24399374441494,C,0
Veteran,Mexico,B,E,23.838905051389048,182.11382826706966,D,1
Non-Veteran,US,E,C,-167.91376441131533,-39.50065083332805,C,1
No,US,D,C,165.56799138363598,84.57374535647925,A,1
Yes,Other,E,C,41.935847554641,-117.71086427248798,D,1
Non-Veteran,India,D,A,-57.57836824569218,-13.942382333483168,D,0
Non-Veteran,India,D,C,200.2641859022098,-182.72411380688342,B,1
Veteran,Mexico,A,E,-11.053227452396612,8.729477431386142,D,1
No,US,D,B,-54.24437400380297,-75.30588965251366,C,1
No,US,D,A,170.83060361184087,-138.8099705408812,B,0
No,US,A,B,-4.8407887212816245,-12.847532721627763,B,1
Non-Veteran,Brazil,D,E,-32.553473711959306,15.727037861570423,D,1
No,Brazil,D,B,-2.6909306299046225,15.035872919347248,E,0
Veteran,Brazil,A,E,-63.341701417396344,46.558146526945606,D,0
Veteran,US,E,C,-15.40626171610878,-24.173269470009146,D,1
Non-Veteran,Germany,C,A,-166.3722927994308,-52.51398653261188,A,1
Yes,Brazil,A,D,105.85170914536062,139.26238123270844,E,0
Yes,Brazil,D,C,109.48084322610072,-78.57123489709143,E,1
Veteran,US,A,A,-133.71386149777285,54.868000366181505,D,1
Veteran,Brazil,E,E,-30.718722286300277,3.595873282329635,B,1
No,UK,D,C,-111.2042559069304,-4.030250085545755,C,0
Yes,Brazil,A,C,-34.4079640024707,-21.95931666018423,D,1
No,UK,E,B,2.41251423839413,-52.985959631327425,E,0
Veteran,China,D,B,52.911488964160526,-137.21926828014165,D,0
Yes,India,E,C,46.8169562002694,-113.52639762174871,B,1
No,Mexico,E,A,-76.16602068532542,-169.10220972350768,A,1
Veteran,US,E,D,-20.386604271169887,195.60241784681415,E,1
No,Brazil,C,D,-184.9058431498463,-57.80000207336895,B,0
Veteran,UK,B,D,-74.66090368795926,133.75626336966207,E,0
Yes,Mexico,B,C,-25.85068542383877,-187.388491054786,A,1
Veteran,China,E,B,-52.123883958024294,-85.13974569500863,A,0
No,Mexico,A,B,4.694070502377061,58.85972079348023,C,0
No,Brazil,D,E,125.90868490922962,82.28613060189957,E,0
Yes,Germany,C,A,40.62851324210357,54.363556361697675,E,0
Veteran,Mexico,A,E,-48.66770231850129,43.98477377929528,D,1
No,Mexico,D,D,-8.401876149261108,70.05735209560062,D,0
Veteran,Mexico,D,B,271.98400598214744,88.91893479937072,A,0
Yes,UK,E,A,145.89316366672614,130.35604997862615,E,1
Non-Veteran,China,E,B,177.43094270315086,-16.95947877696241,E,1
Yes,Mexico,A,A,-209.58213120905938,172.5047544823837,A,1
Veteran,Brazil,D,C,-34.38153045110315,-79.32046022487825,E,1
Non-Veteran,US,C,B,-23.99723814003223,32.22389669186698,A,0
Non-Veteran,Brazil,D,C,116.76380765557275,-198.17065012466855,E,0
No,Brazil,A,A,-2.8875136294675667,-135.72877918927423,A,0
No,India,E,B,47.396776102143875,54.01128557532602,D,1
Veteran,Mexico,E,C,-71.28945090225668,-183.45649027073284,C,1
Yes,China,B,A,170.59536193963564,18.39130982827907,A,0
Non-Veteran,China,A,C,24.03496705973928,0.24178152455586605,D,1
Veteran,India,C,C,134.9582982341388,101.73041851350733,C,1
No,UK,D,D,-126.570569623246,-1.051647284733524,B,0
Non-Veteran,Brazil,C,D,88.74457515016856,-231.70675415647804,C,0
Non-Veteran,UK,B,D,97.36044766031019,-199.4700908313385,E,0
Veteran,US,C,B,-202.81326049214147,-57.594806575926924,C,1
Yes,Germany,D,D,22.976329453786914,-226.30790261196546,B,0
No,Germany,E,E,22.44472871907163,265.7579796594895,E,0
No,Other,E,B,97.52748851393665,111.11333340507397,D,1
No,Mexico,D,C,104.4905694555133,-73.3441420245253,A,1
Non-Veteran,India,D,D,-25.145014435384983,118.68227349001069,C,0
No,Mexico,D,B,-113.48933950684695,-29.906876470235215,D,1
No,Brazil,B,C,-60.0419403989913,-15.623364733518741,C,1
Non-Veteran,Brazil,A,E,136.58062112605774,68.19474014644624,B,0
Non-Veteran,Germany,C,C,-84.68090921011574,-42.48575496136737,D,1
Non-Veteran,UK,E,D,170.21948830518124,-102.40580444933072,B,1
Yes,Brazil,D,C,-51.173670362090085,84.8358473306596,E,0
No,US,D,A,-101.98775093765622,68.5779983758968,C,0
Non-Veteran,Mexico,B,C,-108.16668888028408,31.721084737838208,B,0
Veteran,Mexico,B,E,77.39001291631097,-56.803878047358616,B,1
No,Brazil,C,C,64.73229290764408,13.954291759635797,D,0
No,India,E,C,103.19602528256607,32.2304952911178,D,1
Yes,Mexico,B,D,136.22064032452056,-77.05937185210202,E,1
Yes,Other,A,C,-215.99175604681764,27.07807506856666,A,1
Yes,Other,C,C,-17.27128617199291,157.74106906905956,B,1
No,India,A,D,58.46891393546346,65.63228394957143,D,0
Non-Veteran,Brazil,C,C,34.219466452398976,135.02858454844818,B,1
Veteran,UK,D,E,98.43676114974247,90.28145818322338,B,1
No,Germany,C,B,26.33722702389515,95.79233946420956,A,1
Non-Veteran,Germany,A,A,106.30328863660108,47.43610178819822,C,1
No,UK,C,E,10.4781812083402,7.779533600348778,A,1
Yes,China,A,B,-23.00659964272426,-29.36062073459776,C,1
Non-Veteran,Germany,C,D,-67.66529627387881,-50.226120675608385,D,0
Yes,Brazil,D,A,-37.25133538460273,-182.13485102395782,A,1
No,Brazil,B,C,84.97661854252271,212.96771531659036,E,0
Non-Veteran,Mexico,A,A,88.87809081711048,116.10107214642791,D,1
Yes,China,C,B,-130.84523854588355,-28.006141465116148,D,0
Non-Veteran,Other,C,A,117.83981773840557,-18.60342892840708,B,0
Veteran,China,C,B,-67.51094526228712,-69.95355179827116,B,1
No,Germany,B,A,-150.4511416486325,50.84318847963299,E,0
Yes,Germany,C,A,-41.008035482832256,-74.4904515018159,A,1
Veteran,US,E,E,20.447641109959598,121.7040582613127,B,0
No,India,A,B,-34.966475979429,-233.03490382907657,D,0
Non-Veteran,Other,E,C,68.90657141829713,12.005925080190503,A,0
Yes,Other,B,A,86.83653467242475,2.544318291685062,D,0
Non-Veteran,US,D,D,48.28659106150511,-185.69361282732368,A,0
Non-Veteran,UK,C,C,20.183169701159645,-35.164799793429374,E,0
No,Other,A,C,199.0520585772262,212.43530243998774,C,0
Non-Veteran,India,D,B,15.065365973608449,-4.365661141819025,E,1
Yes,Germany,C,E,-101.5983075998802,63.54213892001444,A,1
Yes,China,B,D,127.4926443737621,161.62190656093526,B,1
Veteran,Germany,D,A,30.785876618381597,-116.70997454019114,D,1
Veteran,China,A,C,93.94537115552316,58.55245931234418,C,1
No,India,E,A,54.975778704600906,-186.87975855756383,C,0
No,Mexico,A,A,-70.3679144475213,39.44364098971054,E,1
No,China,C,D,82.31161577802753,141.37673090459998,A,1
No,Mexico,C,A,-38.23940019800147,-54.73932070504711,A,1
No,Other,C,D,155.90457275281483,-8.454535119057939,B,1
Veteran,US,A,B,-75.35421808562613,85.65702107454605,D,0
Yes,China,A,D,-50.291987467884844,-117.7077433664347,E,0
Veteran,China,E,B,-87.58669756415551,-6.228389494241178,B,1
Veteran,China,D,A,137.73921002141813,29.217044602446162,E,1
Veteran,Mexico,B,E,-25.45776098714715,84.72848576238535,B,0
Veteran,India,A,B,-143.59594686703093,-10.461858194476912,A,0
No,China,B,E,-6.958096634765254,71.57548210332637,D,1
Veteran,Brazil,E,E,-38.741809292316354,-15.937269575565683,C,0
Veteran,India,A,B,-98.47576470815017,23.905459314794506,A,0
Non-Veteran,Mexico,C,A,75.8550953553244,49.341601649097974,B,1
