marital_status,age,ethnic_group,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Married,97,Hispanic,Physical,B,9.813605467132378,38.87264201029574,228.46850221556275,D,A,-88.9744469779029,0
Single,39,African American,None,A,37.05966711558828,-100.8727185043536,-1.7361171601007677,E,B,60.68984249965226,0
Widowed,54,Other,Physical,E,164.74106536566438,-36.26743333739738,11.166190499139109,D,D,17.58278213780465,0
Single,71,White,Physical,D,-49.41616811356795,20.592922396522173,-11.079369174654962,E,D,-51.520957393353775,0
Married,19,Black,Both,A,51.0818405694549,36.940337559781334,-229.3857194968898,E,A,98.27043226992372,1
Divorced,58,White,Yes,B,3.049956707966662,-115.93838051109024,-109.86117223895278,E,B,-68.5633970113656,1
Single,26,Asian,Physical,A,-24.19808232439105,-19.05669429413046,15.089437324718743,A,A,-38.61144053375503,0
Divorced,75,African American,Physical,C,226.98609557582205,-72.72640299193742,53.64589629115621,E,D,3.9321956685945616,1
Divorced,38,White,Both,E,-79.92937343021183,33.29536374804064,101.16176843672982,A,D,48.34252184198353,1
Single,87,Other,Mental,C,70.99835902446654,73.4909928331434,-148.4041368497236,E,A,7.637780107569917,1
Married,78,Other,No,D,-112.12474511829555,-2.2027634693992444,-5.421161785611648,C,B,111.30529928844174,1
Widowed,69,Hispanic,Yes,D,59.254593491696916,-45.52053848288481,-196.6780750701981,B,B,-70.62854015892167,0
Married,34,White,Mental,E,-110.62397960122222,60.86193772278423,-10.357775136921664,B,D,9.806442864578695,0
Single,48,African American,Physical,E,5.353557812572182,6.388609108727336,-158.6123991724486,D,E,24.448955939091608,0
Married,28,Black,Mental,C,-183.52795215216696,57.886507306573606,-15.486469435054701,C,E,19.843258818999605,0
Single,40,Other,Mental,B,61.56380409337861,75.86929311186555,49.24479802306353,D,E,35.41870999348441,0
Divorced,39,Black,None,D,-129.6327287837505,-184.36535641987234,-67.4957804257136,A,A,-74.82558491408837,0
Single,23,African American,None,B,-174.99832535231295,88.77303456693927,33.580877213015896,B,D,196.10802650826636,1
Divorced,94,Hispanic,None,A,-6.1262359704539,26.36985621362138,84.03285784280709,E,B,34.270890359012384,0
Single,19,Black,Both,D,-131.7055737627246,-10.746607768965944,11.40984910967532,D,C,29.526311697648882,1
Married,37,Other,Physical,E,-136.11610772397088,-53.80262868383491,-17.480269034149888,C,D,39.82122523844691,1
Divorced,74,Other,No,C,-28.144243926679312,-167.32365690512185,104.36612083896554,B,C,69.03766147899924,0
Single,40,Hispanic,Both,B,-103.90114130543044,215.0668284320153,83.88978393646767,A,B,38.82336648103472,0
Widowed,35,White,Yes,D,-38.60521145092763,10.581920116911748,-32.02911519737474,B,B,7.898390420051371,1
Widowed,55,Other,Physical,A,-48.93375270092966,46.125959237564985,-76.96050738926647,C,D,-5.737954095657265,0
Married,74,White,Yes,B,43.44990108126653,-95.80259639986718,-278.54832925732535,B,B,64.65989538991408,1
Divorced,56,Other,Mental,E,-29.974586730168124,-91.93685307117686,-208.1357385788765,E,D,174.68744597609555,0
Divorced,81,Black,Mental,E,139.16036848910065,-27.379672155165597,-98.57565513420491,C,A,64.32991914211854,0
Divorced,33,African American,No,E,242.82910035109202,28.485604881483127,-14.133569972891562,E,D,-224.49855480197405,0
Widowed,28,Black,Mental,B,-172.71830612980108,5.307988835813993,137.1996227614397,E,B,-61.074864398907735,1
Married,58,Hispanic,Yes,A,-22.155027008899353,69.80115925047332,-73.27092390235343,A,E,-81.22248638606926,1
Divorced,95,Black,Yes,E,137.5388669264972,90.74163138936585,-36.346932659018464,D,A,73.4241719407023,0
Married,40,White,Mental,B,9.910129306537767,-44.80716771169882,-75.09903889403678,A,C,-164.55241211333197,1
Married,98,White,Physical,D,-137.21010797609523,87.759280049221,-164.15332841596287,C,D,-71.09371910272984,0
Divorced,87,Asian,Yes,A,-74.85190187067356,-2.508403294749166,86.40880421476459,E,C,9.157353291852996,1
Widowed,27,Hispanic,Both,A,155.50602594435753,42.23713856987391,23.046533279341215,B,B,62.58031307721993,0
Widowed,29,White,None,B,-181.75626327228426,37.48462834161849,-68.73787834641134,C,B,-85.33274969381824,1
Divorced,43,African American,Yes,E,-1.723780382001834,-24.633844162189575,192.9793342389398,E,B,142.44401778420067,1
Single,70,White,Both,B,-20.393166489437807,104.4175935132251,-45.82793568471665,B,C,-201.55184381457752,1
Widowed,41,African American,Mental,D,-16.317576942013957,-61.41444205096148,-81.5498184777557,B,B,116.30696854866167,0
Single,72,African American,Mental,C,-91.9146051062526,-54.300762789381054,-138.57682342418795,B,C,5.1334776853424255,0
Married,65,African American,None,D,-7.837210682630827,197.72444077736012,-20.627359677488137,E,D,207.5864897173967,1
Widowed,68,Asian,Both,E,89.87508093628658,144.31881301895092,-77.76434310908562,E,C,-82.5442641076726,0
Single,18,Hispanic,Mental,A,-95.9996606728387,-150.59198777553473,71.05408940541619,E,E,4.614954550721185,1
Widowed,85,Asian,Physical,D,-223.89194678528122,49.15896707058,-51.64041827926371,E,B,235.45951877527375,0
Widowed,23,African American,Mental,D,-14.803167862322727,169.09001795327617,-107.31099726688116,A,C,76.00910490705755,0
Divorced,31,Other,No,C,-6.492800317443921,-5.330844151012503,-2.8034967608932533,E,B,201.91833554224763,0
Divorced,97,Hispanic,Mental,B,-142.18851832358473,-132.40403690238486,-16.61138396532938,B,E,-244.8106484693815,1
Divorced,34,Asian,No,C,-0.8844530233664214,-290.58663971606984,72.93945158440248,D,E,-89.97780381426017,1
Divorced,28,Black,None,D,-139.55414643691344,-74.51172239266862,-18.765992504182513,D,A,-44.629525060210696,1
Divorced,55,Hispanic,Mental,E,27.003798771345,-60.10592685920787,-127.0730898276064,E,E,44.81974754791768,0
Married,63,African American,None,D,-44.356050894891254,21.66767287631718,-183.7167707981408,A,D,42.94267551754028,1
Single,95,Other,No,E,19.010466501574538,-194.95386661585482,14.726161638968549,D,B,-95.91566712576675,0
Single,73,Black,Both,E,46.99811181162372,-141.67320013604123,-62.97556667319402,A,A,92.85348637635018,0
Single,57,Black,Physical,E,131.94311193121325,-87.24477136274706,27.04373702797909,A,B,8.065213402370725,0
Widowed,56,Other,None,E,-35.135823251514466,184.49434080502192,-33.60801151006049,A,B,197.81236522771513,0
Married,33,White,Physical,D,-50.18164214913819,-108.8407923893218,2.5185807672683485,D,E,-3.2779791417394364,0
Married,34,Black,No,C,-171.57667763548034,-63.90117606888742,47.90628245025771,B,A,4.824744660757438,0
Widowed,45,Black,None,C,-149.68593704677465,135.7714055871179,-40.82790664795324,B,E,3.1969495017315364,1
Married,33,Black,Physical,E,46.53172369377507,21.88750122418798,-70.31787881579376,D,C,122.206288879894,1
Widowed,84,Asian,Physical,A,117.50547934126831,-65.24330867041655,218.37666048037804,A,A,145.15140579687673,1
Divorced,43,Black,No,C,49.15626877718432,44.61993776288034,105.34854890548576,E,D,-18.19517032044977,1
Single,65,Other,No,B,-83.35672288619426,-33.85656425089838,82.62922074177891,C,B,40.141295438500514,1
Divorced,43,Black,Both,E,44.301872206551906,5.218128648783035,-60.32850758509232,E,D,162.55736237872554,0
Widowed,54,Hispanic,Mental,E,-117.16201434152995,-99.69460105166273,14.059156753215557,B,D,74.84690547739855,0
Married,34,Black,Both,D,-174.9875504343893,-13.982937089609507,13.071544552936029,D,E,67.96921017059326,0
Married,55,Black,None,B,81.80683659788554,-85.97014665563263,-90.10543949188265,A,D,65.41641584522775,0
Widowed,28,White,Physical,A,-160.5412427326808,1.8551745029418685,10.38889878141065,A,E,-128.8086409210398,0
Single,78,Hispanic,Both,C,91.02822677309213,-179.48809978376448,123.62376862205475,E,E,-162.44452981153998,1
Divorced,83,African American,None,E,202.93192593213476,29.688576755968864,-23.298956975468606,C,D,-109.98590619654615,0
Married,99,Other,Mental,C,-42.18518023774938,-22.756870811821827,-34.11877825275497,B,D,-15.812935244516144,0
Divorced,38,White,Both,B,-164.85930438200776,-13.873568330144268,31.2765971945982,D,B,-118.30165257526357,0
Divorced,31,Asian,Mental,C,-71.48251401277601,-73.33421102469731,112.9683392570614,D,E,36.11054427363717,0
Married,93,Asian,None,D,-37.43480486029836,169.69869446295024,118.58860206317183,D,D,189.02625966346181,0
Single,51,Asian,No,B,16.583761111690563,87.54548605001301,145.24206229214315,D,E,45.70642671580392,0
Widowed,40,Other,Yes,D,-194.65605229755235,-115.46828982904161,-57.49227652283414,E,A,-81.44865973574518,1
Divorced,92,White,Physical,D,8.340761682377707,-134.21699119273615,63.81117362582708,C,B,-70.67689766213307,1
Single,83,African American,Physical,D,-114.06312863752497,-167.56606736972634,69.88352717720628,B,A,-22.45495939055988,1
Widowed,94,White,Mental,D,132.75313232585606,27.3093945127988,-45.30365613398203,C,E,63.632859861860304,1
Widowed,47,Hispanic,Mental,D,-49.24685545827592,-74.03362761411798,124.12420363084102,C,C,-8.059909441588536,1
Widowed,25,Black,Yes,C,-141.7507321524448,132.646363371673,92.70231454946769,D,A,-55.79317038133363,1
Married,62,Asian,Both,C,120.62214438439159,196.23974527292444,29.669363658339925,A,D,-232.31973564279826,1
Divorced,66,Hispanic,Physical,A,-115.44564339101396,-66.04575146017906,-69.59516463439563,E,C,-9.703304285999213,1
Divorced,36,Hispanic,Mental,D,84.04550322820873,41.09749260380893,39.759339374916834,C,B,-2.877944422195189,0
Married,51,White,Both,A,-7.573578574564438,5.789540292727232,0.5488902368710935,C,E,-5.576005253611248,1
Married,68,African American,Physical,C,-61.57784145573548,182.66096553034177,41.320772217306384,D,A,-207.56165344634385,1
Married,66,Other,None,E,57.343206984779236,227.2180963170209,10.319504586245122,B,D,-27.7983125756274,0
Divorced,53,Black,No,B,107.82789282816839,-41.57920118345994,103.34461090087872,A,D,-51.39374054868685,1
Divorced,90,Hispanic,Yes,D,46.472973989313786,44.33376755146485,36.37000237444328,D,A,106.63060745502158,1
Divorced,94,African American,Physical,B,2.810422775445837,12.400118926848515,-32.03449673011148,D,D,-5.7799778132903175,0
Married,33,White,Mental,E,-35.57805446145791,130.92464377616673,124.47753142386166,A,B,48.9899407666607,0
Single,89,White,Mental,A,138.0521800412796,-52.76485688678676,-51.010917031510026,C,B,35.31371588623941,0
Married,86,African American,Yes,B,-106.69106579223441,74.47912256695317,-284.36190591045596,E,B,-180.17040373878936,0
Single,64,Other,Both,E,-36.58072836788799,14.983572011603732,51.802698411573154,D,B,-26.47517396343144,1
Married,94,White,None,E,-16.58142039355554,63.42387863202264,115.7209030000985,E,B,341.99809669072727,1
Divorced,76,White,Mental,C,68.29459516676243,-37.959884066866564,-132.50241009776374,A,C,-47.73027616242239,0
Married,33,African American,Both,E,-46.31892489973765,60.48798952004164,23.593400338267354,A,E,2.8106146041958002,0
Divorced,40,African American,Both,C,-8.75632863892573,54.884417634352964,114.9757927987628,B,A,200.63443340796718,1
Divorced,26,Black,None,D,-144.43018624409035,142.9390868304477,1.7492949672840894,A,D,-172.73955152636603,1
Widowed,64,White,Physical,C,5.649380858531961,117.89787971600383,143.12788919772362,B,C,-29.449164323298366,1
Single,72,African American,Physical,D,84.79909388131699,-26.814441383991838,45.94108099637776,D,C,56.90700592957937,0
Widowed,39,Hispanic,Mental,A,-215.8964317643774,59.36798691788593,89.0781081741497,D,C,-49.22924620765949,0
Single,83,Hispanic,Yes,B,45.26186115550605,-270.28916554427417,-3.1509042523826123,E,E,-60.67926111689361,0
Single,75,White,Both,E,41.17488249258012,3.3766384456062193,15.011179511405171,E,A,71.85090693822251,1
Married,99,Asian,No,E,-110.11566247427491,65.78322166856533,-85.19948738631527,E,D,-114.77662049846955,0
Divorced,99,Black,None,E,-105.92146987241546,36.967993010693284,-43.26723955858252,B,D,-69.44105206848651,0
Widowed,83,African American,Mental,A,-63.21275017428925,104.40157379010108,100.15906615211534,C,B,-3.4168642705347017,1
Divorced,64,White,Mental,E,6.090672546470137,123.75930545951704,-139.74853124278022,C,D,-155.31189616227152,1
Single,33,African American,No,D,-21.15783693690213,77.31198584352082,6.892695391713588,B,D,-65.87147447045906,0
Single,94,Asian,Both,B,75.53146787159746,-10.747352088278086,43.73586735326385,D,D,105.36615494839478,1
Married,33,Asian,None,A,4.213297639836822,-21.820493441356568,174.49471396099088,D,A,-46.767693818361934,1
Married,20,Asian,Both,B,124.95949293992558,97.28060363272805,107.67850942304067,E,A,17.15738591333182,0
Widowed,43,White,Yes,D,-173.08517898347594,-61.43050229197225,208.77686522315906,E,C,35.73808633847478,1
Married,30,Other,Yes,A,-46.80468672102583,9.976192832113979,4.995741830186408,B,A,72.64732275299886,1
Single,92,White,Mental,C,34.200165182746424,-22.757362790227738,-51.35825041289544,C,B,136.89395889747644,1
Widowed,41,Other,Mental,B,112.35481322557763,-114.96414509762087,-251.11988397299064,B,A,-45.52451207649288,0
Widowed,94,Other,Physical,E,67.80313555973545,29.432619858746474,83.29589241956909,E,C,-49.6000718946865,1
Single,76,Hispanic,Physical,D,131.34437799105146,83.14497468066668,-140.00915949683136,B,E,25.754948053613226,1
Divorced,27,Black,Both,C,44.613939744390905,21.17547445638352,-16.48234884925278,C,C,-6.919104510740456,1
Single,33,Asian,Both,C,78.41781312821246,102.21210762066204,-117.93570404655145,A,D,28.43687816719716,1
Divorced,63,White,Physical,B,65.57467256595581,150.9105792608234,37.99132488226983,C,E,81.43044987483079,1
Divorced,75,Hispanic,No,E,58.093981322941644,-47.635553046945475,-65.57182146852223,B,A,-57.67205016783773,1
Divorced,70,White,None,D,-16.110530128476793,97.64035721657689,-18.55555046375226,A,B,-36.11974467049604,1
Married,80,Other,Both,B,-8.103739348249551,131.11337586236186,-6.181945722761659,B,C,57.96820238564939,1
Married,71,White,Both,D,17.883866504700848,-107.8967980084729,29.062283180509013,E,B,-81.84201491166493,1
Married,71,Asian,None,D,15.934442976860444,62.24432554683409,152.81132023678677,E,C,-182.2601696414029,0
Widowed,91,Hispanic,No,D,93.35069536462849,77.3455253896484,-58.67968347656143,E,D,261.56226734388866,0
Single,77,Hispanic,Physical,A,90.57466677457307,55.398686652883015,114.12991118326887,E,D,62.77709084696299,0
Widowed,44,White,None,A,137.52394963548164,-39.003459783140386,-221.66777485884475,B,E,1.3681622615709832,1
Divorced,38,White,Both,D,-68.79897918212225,68.68368157450782,159.14245441991008,D,D,3.519260497178979,0
Married,53,Black,Both,D,194.6153563429877,77.3567506356394,-10.640596187268214,A,D,-128.50968675392048,1
Widowed,37,Black,Mental,D,99.36185578496548,-33.215905515511565,-71.52546028103022,C,A,99.9866073103136,0
Divorced,76,Asian,Mental,E,-31.258441528640656,94.09980528426377,-145.27835895224104,B,C,185.38498093865093,1
Divorced,84,White,No,B,130.32896051551438,238.10280439759924,150.20511788433765,D,D,9.285698862571529,1
Married,66,Hispanic,No,D,142.04142988450457,-19.21559200938307,-179.3089152464317,E,C,138.5919051946623,0
Divorced,82,Asian,Physical,A,66.93915273645668,-163.17892474804108,52.19276212291061,D,C,139.9360658252657,1
Widowed,84,African American,Yes,B,65.53951206514394,152.12301552192693,-11.665679153095882,C,C,60.98765169056172,1
Married,77,White,None,D,-104.34795120991467,-89.56384004526305,-66.12117733984432,B,C,119.77397785368753,0
Divorced,85,Other,Both,C,26.79166824466573,99.99029633693509,-110.18375368163834,C,E,-110.95277961742633,0
Married,18,White,Both,B,-66.75379882811656,-21.365171588941102,24.506927051574543,D,E,84.1628338614367,0
Divorced,95,Black,Both,D,69.18952945684177,-191.53700308485202,87.7206114889257,B,B,244.03050974963705,1
Divorced,94,Other,Yes,C,-58.20498781813519,-46.38600951067994,10.212587753577523,B,D,119.70377240011385,0
Divorced,58,African American,Yes,D,-18.128497274675524,-214.09564328009344,75.74327451479267,A,E,190.15528240589643,1
Divorced,23,Other,Mental,D,-183.4501177829204,68.68705738474469,46.58348758277292,C,B,106.6937473060733,1
Divorced,22,Black,None,A,40.84025309406329,93.62550865026455,-59.01925405080072,B,D,-113.54660748861625,0
Divorced,39,Asian,Physical,B,22.3348786315559,141.3635616931909,0.38521166931706385,D,D,-86.18111601467861,0
Single,62,African American,Yes,B,-130.88898001513996,90.3561984908137,90.4746363862222,A,D,17.197464278754513,1
Divorced,25,African American,Mental,E,102.59271676371928,74.29952474526807,10.720714887290486,D,D,29.4760335341278,0
Widowed,81,Asian,Physical,B,103.44858978269245,3.957331628095504,6.491095527427645,D,C,5.152234643657737,0
Married,89,African American,No,A,45.86799620108877,-122.93518782190355,-84.68366240895371,B,A,129.79530162145332,1
Single,67,White,Yes,C,80.38212073216732,134.0310497664536,49.79208431237715,D,A,41.12847124945587,0
Divorced,41,Black,None,C,36.00129275458578,-21.186561153664734,-8.591133426179464,B,E,-123.96281334309487,0
Divorced,61,White,None,C,-30.446900777065704,-148.00437319886896,-113.1404440416716,E,E,152.96889877247665,1
Single,51,Other,Mental,B,-224.28496464147526,124.38416467870101,141.67349256182095,E,B,-25.54356998665496,1
Divorced,42,African American,Yes,B,122.1662852164014,-44.9366317085932,-149.30837369579928,D,E,-245.83794453979385,1
Divorced,84,Black,Yes,C,-32.350938165853115,-97.20227098717915,72.3977072397333,D,E,-52.622260128904905,0
Single,44,Black,Physical,E,110.6168870960471,-0.8719505461737729,137.42686098574922,C,D,131.55452455362183,0
Single,58,Asian,Mental,C,-30.432057719196425,-21.87000633819721,-211.52087743592966,E,A,15.229190776900383,0
Married,50,Hispanic,Mental,D,19.198394415244856,-88.3141191020978,21.999052654107306,C,C,19.03004182056354,0
Married,52,African American,Yes,E,-82.51992853458013,43.92637453966922,-27.955324117888253,B,A,-148.2370408262909,1
Single,25,Hispanic,Mental,D,-38.990348017751074,-121.67154284079072,-42.66031207011883,D,D,-3.939336463524416,0
Single,60,African American,Both,D,-138.52355966564096,119.11043001923134,-40.10032579818803,D,B,251.67582459209652,0
Single,53,Black,Yes,B,-5.808771914162043,97.53059805278757,-24.106747019461167,B,A,11.62100872247521,1
Married,78,White,Both,E,-187.9251928332252,-17.205719073336894,57.51277130440313,E,B,-7.604264303581311,1
Married,73,African American,Yes,A,27.945386224323272,45.786461637362976,51.19572736530642,E,D,-5.836733870097094,0
Single,83,Hispanic,Yes,D,-29.49128349409065,-22.606933720437038,121.53252033528719,E,E,-61.72178277307505,0
Married,81,African American,None,D,-167.3519203310768,135.08599872274795,251.61806322032757,C,D,-44.91840877836709,1
Married,80,White,Both,B,19.268037171561957,-73.41579968034493,-82.20818013628529,B,B,-37.763221203105516,1
Divorced,63,Hispanic,None,E,24.974168238027666,-41.04525232616689,-97.35865119401946,D,A,-152.79386457012163,1
Widowed,21,African American,Mental,C,88.25977895367774,26.147248541249198,7.281723348420349,E,D,-47.145897842389736,0
Married,86,Asian,Both,E,218.3768248875706,-105.44147067267009,-193.10335685720693,D,E,141.04575499890663,1
Single,18,African American,Mental,D,-122.39076658208043,14.345160818490282,50.45584952208271,B,C,173.40151317891127,0
Single,50,Other,Yes,B,37.740863339578745,14.312492341720029,-139.76733538926393,C,D,128.63317508080127,0
Married,52,Hispanic,Yes,E,88.83832566217909,31.939240395816178,47.93464256445216,D,C,-102.83997214546692,1
Widowed,93,African American,Yes,A,245.7548036106199,3.6049761794978603,53.825881960151435,D,A,122.04699434338518,0
Single,98,Hispanic,Yes,B,-67.68788317469846,-88.6751023014803,264.56714229485044,C,D,-21.151691662795706,1
Widowed,60,African American,No,E,13.130842989406622,149.68750925093767,-37.364417916705634,B,A,12.534745139860856,0
Divorced,47,African American,Physical,A,-34.72483305941835,37.62569278458967,-9.233507566222523,B,B,-5.0811854008742445,0
Single,64,Other,Mental,D,-144.49794556425914,58.882892087997305,99.06639860673361,C,D,-9.549471259619438,1
Married,94,Asian,No,D,28.47408932842999,-31.719156939883895,-93.48809349743446,C,E,-123.3930287345109,0
Widowed,29,African American,Mental,B,15.372539489114947,30.961398819823057,26.855877908614755,E,A,-51.90523792374562,0
Married,30,Asian,Physical,A,31.89446394419473,-61.250138263210985,209.64684537789356,E,E,158.80906143458995,1
Divorced,71,Black,Physical,E,67.17946860958472,-72.8334478767701,-15.313070763301798,C,E,-89.2071142525759,0
Married,36,Black,Mental,B,-34.84402319891712,-153.74441159725473,13.078586730929354,B,D,-34.11408587164574,1
Married,72,Hispanic,Both,D,-81.19443394833145,-148.46282500684958,162.10048414670464,D,E,-33.033048776198044,0
Widowed,81,White,No,C,-4.255145933363477,-336.0713733336493,-108.63345607698025,D,A,-111.61734260292464,0
Widowed,81,Black,No,D,-37.1703677185731,-65.52781685896021,-76.5458598488971,D,B,-191.5566657945652,1
Widowed,74,Asian,No,C,-33.69497696440178,14.347229122476769,-65.27270201214091,B,A,32.472496966145854,1
Divorced,21,African American,None,B,5.435126074088243,-33.62992939507243,-19.388113678704812,A,D,-0.5245469803091555,1
Married,88,Hispanic,Physical,B,-1.609502113129455,111.6865835137824,184.91481691501392,A,E,-98.26975514302727,0
Married,42,Hispanic,No,B,-25.310716525140126,-75.5273232398521,-86.03946284259342,A,D,64.97017774425773,1
Married,27,Black,No,B,-86.62857790973408,-17.81507808102942,-83.13827638049968,A,B,-85.87225368606381,1
Married,39,Other,None,A,-19.78279305530122,142.1986887863368,-12.040285656484894,A,B,-178.05931057211308,1
