AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
26-35,43.10282569404821,-102.29708708276894,B,-17.620572180367176,-71.79013209824673,125.79768361405155,61.532853173499824,-95.33938054891433,-80.6948544530411,D,B,B,B,1
26-35,71.98035270253776,37.81855684142929,B,-44.20173617836403,28.749112035216896,12.244604931690457,-47.06375102548967,-82.70402564868019,43.64622327815281,B,D,D,B,1
18-25,36.697377197618266,-82.65072896411667,E,21.310201972472882,-66.2379051852554,-89.16609129488488,68.47649423169311,3.1911838403852784,113.9556040348208,B,E,E,A,0
51-65,-102.54333849677091,-74.33373314908415,E,-192.84777801488792,73.45456066502,-21.021643588928608,-101.25797079441116,34.1589455068053,15.092016049578087,D,D,A,D,0
65+,-24.801943000835262,-83.88631128837025,A,1.7780126082936645,-190.6988291431908,-212.57213425580238,106.51701707666976,48.57572884084721,40.56536059470028,C,B,A,B,1
36-50,109.79863031753439,-42.400426835760506,A,103.82930843192764,-106.31239124938709,18.19469519160109,-89.97477198294357,-90.66796549078065,-32.5410899205263,C,A,D,D,1
18-25,-97.16880348526567,32.77666640205498,B,25.783580232667415,14.52539096899049,111.25828235199859,4.561518498463761,-138.42680515116734,-50.86772702175565,D,B,D,C,1
26-35,-164.97440820227547,-77.10430973335691,D,-108.65938051135846,-2.420480303829552,-119.13768925612969,-34.10748845354661,155.34729699148514,43.37239994330274,A,D,C,A,0
51-65,180.52909660647973,-75.76274461893126,A,41.691190291612365,-51.52105244983267,49.18737705625297,-19.040672019538444,-144.51989843270698,-28.449739209304465,D,E,C,D,1
26-35,194.00978355472552,30.556406070501374,A,-27.200417418508778,13.213716454886516,11.452531389893258,25.648365495647145,-21.415527257654148,20.950934781642207,C,B,B,A,0
65+,-60.068371637766305,-117.8260863691603,B,-9.731233425790402,111.54835684256408,48.70944318219148,-78.26450342441842,47.407845077279056,177.10750811134994,C,C,C,D,1
36-50,81.77053039309024,7.808891633914936,D,-35.88383350508163,-32.11200364438543,11.471604221842494,-101.18446721934708,-72.43586812463796,-44.06565834547399,B,C,C,E,0
36-50,-47.73173270436719,-34.216413423098615,A,-26.65670686309742,-36.691719206278265,64.67979489218322,-128.425347930857,-46.18716648822964,22.58344506652154,E,B,B,E,1
26-35,53.11644104385784,-18.22196210924308,B,54.59860494609745,-10.361359574979147,121.77174476128587,-225.07615962746564,31.89205813422887,20.316977654476194,E,D,E,E,1
18-25,112.41243768722609,-3.3035242014218724,B,-31.267385111131112,-74.67166259299066,28.632415149518987,22.392409283483694,107.33378791790278,20.084004059625357,D,E,A,D,0
65+,-30.506387866770435,-46.738872466254854,A,208.05481357746737,-45.75105436003009,-93.88358128888864,-39.27923677047141,-26.013740972489952,-161.9651202695284,B,A,B,B,1
36-50,-27.349117766200663,19.03782440091625,C,-91.48049614281521,153.07619277002087,-186.63496290379308,-65.53412281450969,-25.3476841551563,74.72574405102738,C,E,C,D,0
18-25,56.61960689993818,4.827551812677178,C,-27.042239820350417,39.3166543226829,38.58229862361128,-39.24914583848664,-74.18297141545237,134.45165562998193,C,C,E,A,1
18-25,99.4688548428,29.33902539323189,D,-81.20116845224845,41.431552384413614,56.30498967838117,-149.20265360190362,-156.4704228512695,-32.375031906472344,E,E,D,B,1
65+,-47.57535167583226,116.31896420910415,E,-0.8935957027118733,-109.01995282968741,-51.01415385253326,96.94872244285038,-1.3778295692905993,59.83207666743766,E,E,A,A,1
51-65,201.26598495778745,223.19344879971638,A,-80.86007619685014,23.103993832662724,12.812212524238628,85.07051940601751,6.048430884491093,-140.93180199216454,C,E,B,D,1
18-25,-132.4927172109416,128.07177011810919,B,-44.79104578510621,218.9607999532327,102.57900982376025,18.241860569340183,-122.79983474769188,105.01795289601121,E,B,A,E,0
26-35,-76.94481353245769,56.58647632567568,E,-2.293088160298063,50.28370306658546,3.558670492710566,-71.6203126364057,79.95304635915886,72.12250517697656,D,B,A,B,0
36-50,182.1106367930987,-8.501359775838568,A,-44.77500714510106,273.6318496335747,-101.80422045540116,-146.44811935460854,-40.08123296657995,-23.53704089602218,A,A,A,B,0
65+,78.88030718407889,25.02111937576781,D,-110.06798527353128,-11.686171819321805,42.56397960616602,-123.36109181053632,-123.82991372879792,114.64530535752175,C,C,C,A,0
18-25,-138.7511701979191,44.83647238425741,E,35.40263147938164,-245.4561652218517,-49.40403220390473,-87.21949816917325,-59.98136804088274,205.22222054017502,D,B,D,A,1
26-35,17.129280810229286,59.14200629538007,E,56.62855256475298,140.9001402682829,-43.82992393216884,29.39750192411783,128.74232467328002,12.492953442540427,C,B,E,D,1
65+,57.798870387380454,31.486599531173194,D,-137.6946815409713,71.43126089298252,140.2523037503485,-23.743552900876843,104.95541835378009,215.35651251853096,E,D,E,C,0
26-35,-9.315970228055122,144.67695203715522,E,-98.67381444077058,-90.39878161479903,99.90842968690166,74.86915348765234,47.5691553120273,196.17171445360054,D,B,D,D,0
26-35,-75.16934063101594,44.70080262214681,E,-13.64034861165051,48.2900617181892,-47.5691042091732,-112.13580021828756,15.614103368806873,16.9825351387892,A,A,A,E,0
65+,110.5122672447739,87.69707936281007,D,15.167790414394275,10.214142087730002,-3.0326924962700295,-154.65433003264636,92.484254335174,47.001865012540364,D,A,B,E,0
36-50,30.918782122633814,162.41528596693453,E,37.42818213532898,-93.13391287325685,109.11844151815795,31.02589486656859,-52.96752781439754,160.2227238135751,B,D,B,C,0
65+,-52.4433582671705,24.8324665082528,E,-252.9885323244454,-20.25853149722387,14.262420132069156,-272.7589845139549,-38.41560318439492,60.331487600018995,C,B,E,C,0
51-65,-36.28097907284154,146.46048937332378,D,160.23144260269416,10.026735063568932,23.815106249594546,-59.76826917054896,-101.08944514990581,-10.699348577013772,B,C,D,D,1
51-65,34.84404432004179,-26.778075898363017,C,39.781813345481396,79.55969628598845,52.89161695274775,117.5842065274965,-56.24853297185714,39.27489252027497,A,D,B,E,0
36-50,19.495724514542815,49.868320321975126,B,36.49001310598585,18.092790195322376,33.74633954688812,-245.08362681198867,-38.64751514625757,75.83028425827123,B,A,E,C,0
26-35,248.79156920293318,-37.83600302255059,D,66.99737137075184,45.93620764252939,-12.177611006882486,-6.693034950569415,-29.42284938181744,69.94898420954969,B,C,E,A,0
65+,82.61961823094286,-174.85075133409336,A,-35.31088460784269,-98.48066010291502,144.5626077253711,-148.2061042268602,-8.250316704031098,113.30613650891512,E,C,B,C,0
18-25,176.15312284838473,160.27731894270596,B,17.124266738979816,-197.3023157255916,155.61979548424122,114.36736457075669,-205.87085216641475,213.66918692382578,B,B,A,A,0
36-50,-25.079235683523077,19.708376904381158,D,-47.48464645185431,7.876687719324084,135.28860936815408,-64.40330771639611,99.07116434375072,-103.33706609068678,A,E,E,B,0
18-25,-173.55904506345928,-23.726411424106885,B,59.03719243471293,-50.12889999622304,-70.97145359416598,-16.234809447037595,-77.37747892918362,-22.775776514152014,D,D,A,E,1
36-50,74.48677179202305,-103.09137055335876,A,150.89874326884984,12.369697355037834,142.89256402011887,13.535601486145216,-171.7660024835978,-14.726192476894562,C,E,A,B,0
26-35,-21.18533172274401,-85.15787495625901,A,177.44133650441864,72.36305815222839,-133.5361049012605,50.17239858050241,59.79929532701266,34.89967217390949,C,E,C,A,1
18-25,36.67494780536761,-183.70394960082157,E,45.5277926452912,57.05029898103555,-169.68432955421488,-165.63112621350967,-168.75234326469135,82.92824624879519,B,A,B,B,1
51-65,112.2242121156777,-65.94869331219108,D,-7.5390562884846375,-42.75977125130757,153.79415514099276,-22.03428949703488,201.5225702223864,-40.13946812500897,B,B,A,E,1
65+,-19.484419247426743,-160.02842944448935,B,263.82067311376244,-47.48262253503982,-80.084320845681,59.45895776593289,-148.64298645882826,101.7178282123397,D,A,B,C,1
26-35,-5.116222839718159,-46.672914657639495,A,-35.37641600131913,-19.72440770432527,-167.95600300353982,-49.824011164726635,107.54410183011885,-117.16234767465959,D,B,A,B,1
18-25,-99.6822618081123,86.35627511925809,B,185.63436900333465,110.66797416571647,3.1497406241557377,57.27899953649715,-58.946513850825134,-12.373314739319333,D,E,B,C,1
36-50,91.16727877244011,55.68975507355491,B,200.70751497460307,55.277678965314394,78.63366413044065,53.211954527890995,-75.74770664446339,54.9392683842655,E,D,D,B,1
26-35,-23.205972884787922,171.38208063279768,A,27.41785388362728,105.99293138017178,-2.4893453167210757,109.36483625914917,-118.31573394976095,12.130874908468508,D,B,E,C,1
65+,-78.2560766946372,-157.6835153427304,B,146.8254723647076,15.981303974280658,114.64817876275472,-150.81971441364897,-21.402081861932402,-110.16277254169387,A,D,D,D,1
65+,-1.536876409271033,22.877682214507097,B,-59.22186235132144,-100.28043850401306,-105.49053411290824,75.31840322428937,-36.68103525252129,-40.54541494486001,C,D,D,D,0
51-65,31.71719794925611,56.60272582360096,A,-19.665564456109568,-85.37223624438334,131.0974102743439,179.0058096430147,-39.329972195243776,68.07642455482275,B,E,E,A,0
36-50,56.53467951451388,-4.398539161691241,A,-105.11822997837035,79.0344170659888,98.81727136904316,1.6185832030199898,-15.780241908793844,-18.89729211776274,C,C,B,E,0
36-50,-85.84035505292012,49.91813140262263,D,-193.8068837660523,-34.607166586098494,99.64095747024056,-93.48792991592583,113.22020714136833,111.31442229453698,A,C,C,B,0
26-35,-23.03438931327153,176.0219607278841,D,118.81618088422834,-191.9534211712624,89.34996324607573,-25.96299929400497,-110.32559608811201,-89.09590662890811,E,B,C,D,1
18-25,49.540555288001805,-206.90172652088745,B,-25.396934624235733,-0.44508537218891353,108.86459828520864,67.62521724412589,-2.7954256915478792,35.37488426326301,A,B,D,D,1
51-65,-44.20372401843412,-52.54010709751537,C,186.83837424289163,-107.75134796144586,134.50926430644722,140.92222316819735,70.84878057638197,-86.83577463290614,A,C,E,B,1
26-35,114.77948520804753,-97.98564233149074,B,-144.55218728023567,165.7564526144204,17.976087206756937,-49.919879627539025,-81.21677999789904,-25.575927792255953,E,C,A,D,1
65+,31.313937631701894,27.568720488445166,A,39.13700150061734,69.23954930387467,-47.09715292117454,132.01301720494922,-150.8148751412539,113.64065682115748,C,C,A,B,0
18-25,-119.69327774339864,-12.374507512038676,A,-13.895950657033218,-137.60987153833614,31.086407973420666,12.516832483585608,-180.75005186102186,-138.49685108927866,B,C,D,B,1
36-50,-35.8175432008245,233.67741013203204,E,11.799021674448582,-16.108439722203645,10.752520247992788,22.65663452715378,100.25308083101106,99.13308083353259,B,A,B,D,0
26-35,19.062740932670874,-94.19426290179187,A,92.17490913864091,148.4367283121324,-26.93849519682516,46.94601384709718,30.25800732517804,86.15480937945476,B,E,E,B,1
18-25,44.34196188984629,-208.56394225664573,A,159.65194752915366,23.896328990705026,-3.7705480374207476,162.19052179574115,13.396886680238351,-50.949460904776146,E,E,C,D,0
26-35,89.94421396860513,12.614504145720323,C,-88.50137901842551,3.4318970264309376,-354.7460625192823,71.3416131825533,191.71489246336532,14.796980131808413,E,C,C,D,1
18-25,-52.92400534003857,42.168685710092554,B,-45.819471587976054,-23.021072604751257,-47.29798768377253,17.80219515872494,-108.58304166572535,46.27588968576069,A,D,D,C,1
36-50,51.238720444970035,128.11594340585955,D,105.1757935731008,168.0825844554146,-193.01681693375843,11.886823919751977,-99.98302814587763,99.82211472987649,B,B,C,E,0
26-35,175.2547219026053,22.325046792588743,E,-159.34007637091347,-5.122562367562988,120.17949010765052,122.2363371049683,175.04167486842675,56.91255992581068,A,C,A,D,0
36-50,183.5955196217729,-95.30772398814663,C,-51.576816818143946,-89.7283053143729,8.634119939561375,-51.551097267079406,-144.0772964763405,153.0898431601544,C,B,A,D,1
51-65,13.852290691203986,-53.22814765429934,C,2.763096070579566,-20.841727356028848,7.542738174928315,76.55597303947988,-68.29451881905156,-331.01664429076266,B,B,D,C,1
36-50,-104.30756844475317,-25.83108329090585,B,-60.360876458795246,117.03947040123757,38.58078532987487,27.2669793417182,-88.3594321607442,109.24025505347674,A,D,E,D,0
51-65,124.37214141299427,-4.0735447017223185,C,-17.356436951493937,55.15521918567951,12.540794363224972,117.10085012926325,-30.424262684657183,-82.03964156632891,D,E,C,E,0
51-65,-46.233011640630515,-61.511479674985914,E,-58.83752561504127,-313.3998239617985,108.33959790095994,-88.13763985642075,-123.13772060759389,-67.22659941393809,A,B,D,E,1
65+,26.165810445005466,-166.34597577760127,D,-85.46981480226557,123.28127001683993,-5.095474207531448,-26.238261869645502,-53.59814573224019,-35.81974220710112,C,A,A,C,1
26-35,97.34039777993748,150.8415604456894,A,39.01780698672704,50.81926069901487,78.08269427819596,-41.810299400114,0.9937222386662168,90.9369413293565,B,D,E,E,0
26-35,73.77500474730004,-11.09006203013616,E,-79.40129796323843,-93.81707176604452,144.49405202418924,-163.3527930033115,-56.23857827301643,159.31915927197755,B,E,E,D,0
36-50,156.03923173516068,-35.57297888127211,E,45.45656573568826,11.727632702485677,-205.17251214446225,98.36199342979283,-30.19081202262135,-189.33602964128343,E,C,C,C,1
18-25,-21.531647639524127,-216.53470284851088,C,-13.040025342180053,92.06510000796584,38.07779427855264,-195.2102385232972,-175.58536368118385,3.065569835290196,B,E,B,A,0
65+,272.15744143483266,-69.50767483980927,E,-10.881284512142376,-13.58109493983323,53.47664045063608,-206.27347933187664,70.49384933144542,-49.31588903121427,A,B,A,A,1
65+,22.46325410923475,-129.64147308079654,C,-118.0835116103022,33.526705216117975,53.545426770914,-71.3330567500881,215.99470016814624,-153.05899336018967,A,A,E,E,1
36-50,-2.9064542204760357,17.99317213505838,D,-112.66354189126024,87.03623735535247,-97.03998519688912,96.76018806658152,76.02913674865248,87.23205285423559,A,B,E,D,1
36-50,193.92758321875164,42.34224389101927,A,28.674469851179346,-47.84245683296168,-9.371330235617286,-151.3514672822461,-36.35805354093484,-13.391419910700108,A,D,B,C,0
36-50,56.098595215911864,-96.69390068372569,B,96.52924762268685,21.129581645784565,10.661196261104818,-86.37626759047058,10.947092638900584,78.33852610509268,A,D,E,B,1
18-25,66.7678057326546,-41.09380690185907,D,-289.8234658537726,173.61613976034383,1.4106802947989585,-31.1109740419191,28.714931975121576,-97.21349966466335,A,E,D,E,1
18-25,-25.68524002920204,43.201678889265985,A,-72.42890230538501,90.37876162840244,93.48923353762041,-87.7269194684826,43.38460911227538,92.56602136723701,A,B,B,A,1
26-35,96.91870392995001,-62.65834898665581,C,-126.36268463634421,29.479201322374998,103.77386163428686,-55.375751818424355,70.66123984364093,68.3180907791669,C,A,B,E,1
26-35,124.04921172791936,0.8412841322614295,C,-163.42441613565356,-68.79177807879803,-55.09409537471925,195.59797798046827,190.9412757107636,-113.3494047424035,C,B,B,C,0
51-65,74.80226846393269,9.046286719332972,A,17.254934620290072,85.4475930473666,62.83687177567063,-118.71577620793514,43.16666969935043,-49.67421454336884,A,D,B,D,1
18-25,-66.07912630003212,173.3150759688237,D,127.61545834666063,-70.10528018432768,53.0414692531007,5.768894558474553,-15.287524354721652,-27.716209823765375,B,C,A,D,1
65+,-169.04882842423018,-108.58055855958352,B,105.49305394078941,-9.925163632031161,156.53733057089684,183.15562338864254,-12.371432060444125,42.06820110717418,C,D,C,D,1
51-65,-228.9963093249877,174.16455520312445,E,32.16704042484608,249.88562727117616,-77.9569333357095,22.743204594687576,-33.1007936420647,115.39002921599149,E,E,B,C,0
65+,-3.8190065076921846,76.64505091635183,A,34.46430209716162,133.32632670989204,-35.32983430194574,-53.780013861040786,19.48063025907972,6.946200696875993,B,B,C,C,0
18-25,190.65535812898506,80.11373633949312,A,2.3723044681613352,110.76878432268877,-85.92584747035197,61.77664180075637,-27.405680585715842,-101.84186255337795,A,C,D,E,1
51-65,-258.6667766472423,-191.42153380116588,C,-32.415894829044845,-53.12648088497004,-32.82111100694399,-78.31905522961164,9.72854332453176,-32.669248678945934,E,E,C,E,1
51-65,-41.32959124504048,97.0811369491241,D,52.93862180717901,-51.416650689965614,0.8324065226443996,-191.18656586136154,-69.90683816283594,-128.61441667176666,E,D,B,A,0
36-50,137.05692237115548,-38.61585495705253,E,130.74829996187356,75.43228717109346,-60.671559655588204,14.258755712615601,-62.935044086718506,-3.7113020591987698,A,B,C,B,1
65+,51.58057803694188,15.894216470890143,A,43.08298887002551,136.03074544364208,70.09696706700288,-20.551873004855352,-164.99175805423886,15.355978285258882,D,B,E,D,0
36-50,47.365954301835735,11.166629307216864,C,-118.71223593235652,149.67627246491637,154.66077967854082,115.42543750058488,-60.13112301878325,-118.00690932106144,A,B,C,C,1
36-50,-2.2036094517591445,-107.29469653106037,B,39.519422383848784,-35.91144026594456,25.72389401691339,8.431815921895627,-149.6735349233945,4.316405256991917,E,B,A,D,0
36-50,-2.3193295273417354,-69.49567349412065,E,-1.8459896939236862,-56.07770666767017,-69.5666197343149,169.33301343329993,-90.08006351368113,-224.55192463949447,C,B,B,C,1
65+,93.22225252677885,46.75790540918833,D,-53.18411074560775,-93.68863841698388,110.86572568495585,4.220538485456281,6.143272832734487,-7.297055996972926,C,A,D,A,0
51-65,-15.301745531252022,-20.271544643355714,B,51.002715978457545,48.28342910954734,157.36659921089645,-44.46670181972638,-151.51144312899117,-109.09032323361201,D,E,D,B,0
26-35,-26.89596872895071,-58.26100991957518,C,-23.29789080651463,8.555224268080554,-24.184928839397323,-18.48967835117769,23.059991672995192,42.66330112242156,D,A,A,B,1
18-25,-46.22743948503267,54.932534045787826,B,60.202413165645495,-112.46442201552031,96.9971535915482,59.239310514930246,26.76838313395643,57.249649468425055,B,E,B,E,0
26-35,142.89519831330432,11.143189872673315,C,-55.356249672588916,230.7069642837105,-38.22217764590786,-124.05769067249813,34.93592675905875,34.19877982643547,C,E,E,E,0
51-65,-71.25127665392034,125.06752506735326,A,-217.96882468528608,-32.30936382585011,-166.04814121403768,-105.77519973705391,10.1799003423268,108.63565844787372,A,C,E,A,0
65+,-11.742483261221842,-109.84829505379278,C,136.5504837176005,-32.64881297431248,-33.10430946403903,-208.62966642706206,56.003183725720284,-19.612667266068147,A,A,D,D,1
51-65,25.490749736633834,10.138422677893171,D,-80.16620903566469,144.95349513590966,84.83761298209193,-34.109830666569216,-47.736953045779345,143.06739610019744,A,C,B,A,0
65+,-64.42180558935173,134.459261994462,B,38.16317738962412,197.22508872194567,-50.08694712112776,-144.51981051896755,131.43653560961576,85.40579550314925,D,C,D,A,1
36-50,-28.55222373000978,-25.450931868744416,B,10.4129436863655,-90.8890786988527,-92.86920538980455,134.51123206064673,-271.0071821140932,153.0751324104121,B,E,C,B,1
51-65,-159.93903286975794,109.32220929528533,D,-91.96214528135171,-82.95393627662955,-34.31929787588526,207.26934985028285,61.06261643163139,77.9370021144298,D,B,A,A,1
36-50,-30.229590249050453,44.21280952510844,D,-18.098094010518665,-235.08417801991322,-122.17541120426134,-77.45454727264347,95.25129342170443,-22.990808134987113,A,E,D,A,1
18-25,-12.756770483441873,17.79164103623673,C,-130.76550862939465,-98.86296454249211,-28.636080922795593,-110.33370878529527,-25.728676943744127,-79.41370592912565,B,C,A,D,0
26-35,13.943192103930727,202.91664461286354,E,15.533092069054891,-70.53329018560329,40.40933417619483,172.29563372257462,69.28410206690269,-23.185016040791123,E,B,B,D,1
51-65,135.38496120536502,126.44401980064654,D,-46.688699385574694,193.7150328445921,-37.10782598296398,18.482928125741413,-11.931532829894772,78.81877246106458,C,A,C,B,1
18-25,26.562940687621715,159.52536766420747,B,161.46189848377767,-85.27642774661446,-119.08573060409786,-82.94926797224218,-102.35652413606296,42.146259332040735,C,A,D,E,1
18-25,-71.99029110892225,53.96379921056573,C,63.69261651245765,52.532825668152384,79.06656294414385,-115.56151251797593,-79.94890869858293,73.69511797759685,A,D,B,C,0
36-50,148.77981736817426,-238.65970484224533,B,-172.1413619058506,-90.6880047888784,-2.502788667963728,-130.34846529013242,-47.30906770713598,65.46730183062239,D,D,B,C,0
51-65,-70.58008396833003,-15.66792317121139,A,7.625998069001624,-145.65482259268842,-112.04471484525165,38.740850353049154,-9.47750018745303,-22.492110255833385,E,B,B,B,1
65+,18.26188429965243,42.379834258398674,A,-10.850302346909963,87.51929794208321,45.351550937278844,-4.257522131464636,268.2306201690065,-55.49403215130303,D,E,B,A,0
26-35,5.288223334659157,26.68226057589753,C,63.214795757295036,222.231270769635,34.583537655282406,87.23377021094258,211.87395957494635,-107.07099137777878,D,D,B,D,0
65+,-108.54903666409521,10.1589977143436,A,-44.633852516701104,-53.68462298891914,-36.530228166878494,-87.5562271312466,337.9810038678665,68.12517485916362,E,C,A,A,1
65+,126.29742403888669,-213.51288468601425,A,58.15613987610927,95.5325728795337,-24.117119685902917,75.15434130718869,-105.96499281800695,-164.07439725342837,D,C,E,A,1
65+,19.968315579446944,-97.69315435390934,A,-124.74681128670515,31.451255911647262,108.76114577009194,-86.6100741551016,-152.70826685226652,47.77079209359795,E,A,E,D,0
26-35,-4.638351274063696,-13.204152210698513,B,68.64096428316321,-90.43123234175023,54.75538526332006,-143.81315657471188,-68.90210904189934,-17.38212824414381,D,C,D,A,1
65+,-142.53898013362033,-131.17742494979782,B,-66.46011860143801,2.016890775121152,72.8958015461846,-111.13423200116281,72.49716469051542,20.44650812898175,D,A,D,D,0
65+,-119.5536533102495,4.187007471563282,D,47.92904155792393,57.92904239755059,-101.92043787308019,84.96026366578559,-103.08176506715677,-36.54694512224982,E,A,A,C,1
36-50,233.30913785177532,86.40276454636616,B,-98.17737339429368,-65.48086264634861,-64.5796922700034,35.09313617497807,36.390609843537376,102.01620443872812,E,D,A,E,1
26-35,-92.1586541447617,-108.99647454643404,B,-161.54534497619335,-24.173418993353916,86.6312928645284,26.36569287787307,-58.41768941404527,105.19713780830395,C,C,A,C,1
26-35,218.6237947483604,-6.869870549940907,A,-29.42510000153841,-91.70636926174058,-90.27830050168187,52.83049419143357,-44.36307189775996,24.291606079047163,E,E,A,B,1
51-65,-43.117205939780305,-78.86702328857062,B,-11.564819202516187,169.92241303648922,-124.32576964054378,-112.20827098677772,32.670751781605645,-80.28153551632234,C,A,A,E,1
51-65,64.39278381334448,-81.7431570212442,A,-77.33529854370227,-86.04686630902178,72.4686515245563,-5.735871671590945,174.95082024003645,109.15505428716845,A,C,E,B,1
65+,107.37882372204473,29.20574821436503,A,-99.1446536367562,-3.352349555813514,145.8798450243251,-29.930925828496214,42.64669674089299,59.94533841383686,E,B,E,E,0
65+,-58.77682467521227,-105.66715157397839,A,182.6406074518871,72.38333451235899,47.11731499805952,151.08919660855742,2.5104211111626897,51.854666271257074,D,A,C,B,0
51-65,-26.634642248572078,-82.7755661140658,E,-101.78658041404036,-177.28904758688856,-63.31382422147288,60.703677779236166,-45.30215559188348,74.38217523906884,A,B,D,A,1
65+,-166.8257052332249,-99.48231374602837,D,-28.566138915411106,84.39656866425264,153.16314834209845,165.89363837300584,-98.44383357864173,-150.1213224934602,E,B,A,E,0
51-65,-234.4128704344738,99.76819022238135,E,-129.37343153707695,47.456207636900764,100.89643345670389,6.7021955978086964,59.24778105543436,96.6942816945223,A,E,A,B,1
36-50,-67.09526275848636,-44.55655386616705,A,-5.831198899636539,62.92992661711951,28.2732220455648,-197.69176090054793,-49.076120039243975,116.22554069095892,A,D,D,E,0
51-65,69.48961707820591,-169.8956367839001,B,-133.37709304403208,94.30499842520327,172.16048912488907,52.233879870478276,-154.63986626997072,-122.59150235634037,D,D,D,B,1
65+,-28.125358903755053,119.24463423822684,D,-61.37914066251343,158.6512712116772,24.162726928359472,138.29415821231885,-28.053345242939837,31.886895047477104,C,C,D,A,0
65+,-96.41239274495354,147.83678251249907,E,-18.18586327816111,31.560049447373146,-177.6408397829398,-201.10448293849856,-64.25526234308708,40.7940386164595,D,A,D,D,0
65+,74.57417830851969,-32.147464999686164,A,37.42283878690547,221.27988236282138,-24.08805450850295,-95.68935993330237,16.383254284117317,-13.07128287709755,C,B,B,B,0
65+,-96.10754128718553,15.564703908009575,D,-159.6850410300466,-8.924910216119859,47.23008984098963,167.81636211541425,-57.174092834970835,-86.31264254206724,B,B,B,C,0
