ethnicity,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Asian,65+,-47.994926239749994,D,D,106.5910898735364,17.535400463039583,30.178829585374086,-107.11890197700991,42.027225460069445,A,79.75360912741489,0
White,51-65,-85.00946712885526,B,D,-91.03314736282624,-151.57021588105027,92.38664541115857,32.62543284628629,70.61055432762427,D,121.56531111286122,1
Other,51-65,83.4981846534268,E,C,98.75169991549205,183.61548498922272,-76.93690074134743,-45.42574753044113,57.13294504916205,E,138.69808545869665,1
White,51-65,35.52053143017123,B,E,-188.2955869029817,26.506822885592875,167.79917780736764,-10.290850815309259,118.08336736760432,A,-50.15588284651115,1
Asian,26-35,-132.77840230100506,E,E,14.236554033077256,-21.990288414556368,-22.817576275571444,42.32710197548825,-127.88059390737732,E,112.51767984002913,0
White,65+,-86.08840380611724,B,D,-21.67728489571207,52.53764188041375,-95.85038675939226,-198.50600658562072,-203.46248025521314,A,-79.58388202274362,0
Black,36-50,-122.05504941925764,C,D,-11.320636196722434,98.39189672827034,10.135249566094034,85.27958985468729,-47.29837085398721,D,-113.9919858794321,1
White,36-50,135.1504395040652,E,B,-156.36948633510906,17.408291588621573,-101.27830491666072,47.19891279919322,34.044474289741416,A,-67.80547249331106,1
Black,65+,-59.535674723762234,A,C,-44.040691804170834,-58.067017478130175,-20.23383067462233,-144.89525950141,63.183358827757516,D,32.052440564843415,0
Black,51-65,53.6594878272747,E,C,50.13373324971091,116.30201411172736,-17.891014760197912,-102.40504061418372,60.50863146642652,D,98.5353755051103,0
White,18-25,122.42106111472211,C,D,61.695707564849144,-59.91388999829057,-19.68463752259391,-17.388157437418254,-63.8850787710663,B,196.61721553582638,1
Other,26-35,-1.4024761094472376,E,D,27.85687606238768,-98.01308545462219,101.62804969186992,-156.5478789642026,-87.43479659008693,D,-27.041838064207198,1
White,36-50,76.66098159592029,D,B,117.90307321038745,-7.72714072730736,27.030144695747044,-58.69392627202892,-36.89357169812519,A,87.48637488916597,0
Other,51-65,32.57727841350054,A,E,77.98303249271017,-68.66242393396818,91.72044932938493,64.66633991242551,-80.18821465979798,C,60.46371553008322,1
Other,18-25,15.614635264205335,E,E,-101.12067680745737,232.6616086887788,210.05646390703677,174.78782334034108,-5.702276087413712,C,86.73934493132067,1
Hispanic,65+,162.6374188425681,D,A,-146.13180742187708,98.4054814119868,56.34290150149147,71.69705609545426,93.8487431500627,A,82.86689195303265,0
African American,51-65,170.81656786680057,A,A,68.02137803954422,149.61026975647545,113.71883106852377,-82.16047464312041,-101.27995676105796,E,45.3423255956557,1
Asian,51-65,-38.55294540021913,D,E,58.47313702176743,-114.74513386715874,-70.73051991536937,81.56155515554403,153.38770147501097,D,23.359356319982048,1
Other,26-35,62.15444670011576,B,C,-68.87756413390171,88.10313867976248,-27.116669155056865,-36.05860343304184,-201.21925664112635,B,221.9417554423744,1
Asian,36-50,62.26411167185346,A,A,47.870214256145545,-124.14028169512305,-137.82033018366414,-26.723811672191637,16.80439323561304,B,-169.8120710309015,1
White,65+,-60.43236880065723,C,B,-60.65989065770193,78.79356025192905,68.74311344514496,25.70618152342159,-56.951447759613025,A,-36.60379233715354,0
White,36-50,-21.585075037965044,E,A,75.61103892245498,21.440640388996403,-119.41355706230301,189.49890967173087,-50.57457522260559,C,107.29048182107405,0
Other,51-65,71.76722401026117,C,B,-71.9312046927357,51.660240609937134,-152.2858254749165,-30.20188784812195,-79.35886475846242,C,132.61711305535155,1
White,18-25,51.10583959181626,C,E,170.35545059648467,10.181048850106125,32.7744467842968,60.67898379678584,52.51658250811915,B,-51.05613754089401,1
Asian,26-35,38.08160175854656,E,E,55.29273987246427,-71.43408422389896,-78.29307622985274,110.14814477982794,-122.95257909309501,A,-21.752295764705558,0
Black,51-65,-101.41069462611641,B,A,-142.31145002268067,2.558604296665447,126.36264521169468,30.683485654696092,-97.47304211720888,A,-44.151439076222005,1
Asian,26-35,38.97849477622074,D,E,78.1306186158312,56.116883579748276,111.58717128537808,65.45563171375875,-166.33816187526148,B,48.51989723287034,1
Hispanic,65+,29.653555275891737,A,A,38.244043235523364,118.9866780047232,-9.836786749668251,-102.47425981150349,-19.596784336457006,C,19.205531069619663,1
Black,65+,-137.64637900577196,B,B,79.88719665381755,66.96627202724912,38.19235997484392,22.28273231860437,74.04981123511972,C,-70.45663755762381,0
African American,18-25,111.23217281615239,B,D,32.41162912005262,30.31938386344709,37.440896856890305,-11.821051311482028,-168.87499316169047,C,22.627113444988797,0
African American,36-50,29.564373276267407,E,D,-39.0955018523075,-89.14219203740868,-79.54250973513928,60.05154614119243,-64.20330822829948,B,75.64900798922388,1
White,18-25,127.896855349867,B,B,30.30728528388774,92.76691647869353,35.09353944967034,82.94904546089755,14.375514737277086,C,-213.8977079193301,0
Hispanic,36-50,-102.72492553946199,E,B,101.24524148238613,71.27681978835963,-106.91765871458405,-167.4614008259474,110.30088683824061,B,126.97486938028287,0
White,36-50,-46.58405176046922,E,E,-83.69007014928785,60.4252523561244,-207.90017653882137,-50.40427125753099,10.94095203761765,A,98.02838720271818,0
Hispanic,65+,91.20070384460777,E,C,71.90617336138965,35.24488626708819,14.175751795153637,136.97450505159455,8.800432277041757,E,33.06717144196908,1
African American,18-25,104.13246846981457,D,D,-165.10932716555553,-0.2555806735128794,5.430547323226554,2.4535199439894395,16.759328173407447,D,126.95124728871563,1
Asian,36-50,106.529194172067,C,E,93.36322708919631,61.408970750768745,72.3820503439646,-18.62683761104765,264.6638281838578,D,-43.74959718355388,1
Asian,65+,100.55628694782257,E,A,111.7894244704426,-15.083747169193144,89.15132672035931,120.07597117385207,-17.978042433716084,A,58.627930946149846,0
African American,51-65,-90.3473387332995,C,E,-77.36059480598253,-13.041996991947288,-167.32718100645764,130.90234063383548,-69.56986717937548,A,82.90040710721762,0
Other,51-65,-136.58148166128547,D,B,-106.50943025822284,-119.83644787711789,100.66503971097731,29.412180425833146,-40.80085393466316,A,-44.75018748523901,1
Asian,51-65,-64.66166959881235,B,D,3.949409679195432,-218.46901505564267,214.1572067107971,-32.08961842476294,41.12638574345883,D,-172.80818930393912,0
Black,51-65,-52.184940912714396,E,E,90.57053524235067,101.53890717306562,31.581874758777012,-137.0471708625939,49.87481186340842,E,-95.1931030220315,1
Black,18-25,12.792961268549691,D,C,-99.14908137538723,-109.79190041081672,15.887069540815007,-32.734635611382494,283.42345997442766,D,-57.297003910653586,1
Other,65+,167.36818228650552,E,E,69.18139201769424,222.08269160442939,-23.404858441645025,-40.75383598213935,14.53950179113512,E,-9.449859995454817,1
African American,36-50,-181.64890320921052,B,B,-15.424951288545923,-90.31796201575337,89.72109895454062,-101.95391382682104,4.108543351300863,C,-31.940768141510762,1
Hispanic,51-65,25.737306020594573,E,B,154.36998700900233,-191.24992353595104,-32.760263304203804,16.03671549415515,-46.991729997154295,A,14.459369309889059,0
White,51-65,-212.5634331214383,D,B,-202.97150628336226,-186.58944081405758,62.874670244870636,-19.91158722828778,29.1797362725136,D,31.20877029220537,1
Other,18-25,-80.64019048961471,B,C,96.31974612535396,22.09075145787158,155.5801646555234,123.03720595238174,39.66391270264988,E,-56.36916374935931,1
Hispanic,65+,-2.059598756784538,E,D,300.7490344663188,9.499367197496356,141.93898058922466,28.95492161556768,-210.0553247055688,E,32.21146358595479,0
Asian,26-35,22.78026090429711,D,B,66.44884019426236,20.296662172502025,-154.9708938837697,-20.648839365893874,55.77000935357931,E,46.459333519539605,0
African American,18-25,-132.76856471958118,D,C,-161.87879652244413,73.28454187028987,-86.9952345937405,9.911872729771416,47.381903588853405,E,20.936431448308472,0
Hispanic,26-35,150.23889911957076,E,A,6.0797280085290835,56.27877102670589,29.418820272792317,80.96738521935326,192.3331628652369,D,105.96274424537424,0
Hispanic,18-25,-127.36226324084612,E,E,-11.750569205058909,28.188871852512538,172.05041076623735,-155.5233880438041,-65.38694664639597,C,7.021273655545126,1
Black,36-50,13.772729518151138,E,A,-144.36500347333455,-46.76226064800625,-194.0924826620344,-101.28708347230496,-155.86973834897248,D,46.63364457652697,1
African American,18-25,62.59315854117013,A,A,-47.46526676289559,11.144765746216672,4.252601549988587,-74.77868960334033,4.55985563811432,D,69.52204742073425,0
Black,18-25,32.303134488455875,B,A,-78.43590290685964,-28.62210785570477,-30.04461053425929,112.4180900098998,65.10500258080683,E,193.2517245902357,1
White,18-25,-21.038318099863073,D,D,-188.56358444366887,-188.2654379587404,136.1280488078303,-22.104207407558064,-12.11696507385398,B,17.230782367396376,0
Hispanic,65+,-25.133572208448836,A,A,-71.55444554261805,36.10841332210518,-58.90071080736662,-0.985568785261382,160.6802335950482,C,125.95873856186654,0
African American,36-50,-29.1782413758785,E,D,126.48991182836605,235.31768787094248,-16.279885685603354,-26.762154663707793,26.063858270264017,E,35.89099960016641,0
Black,36-50,87.04486235315333,A,C,-7.95483904292605,294.7555986843803,-182.74867500510476,-179.03328440265997,102.66060133930495,E,-82.13934157518663,0
Other,65+,152.68341519555958,C,B,71.6146606661949,209.4263913734071,-61.27425018296208,71.78258788135204,12.584993250376945,D,96.07771934938035,0
Hispanic,18-25,254.95800897267196,E,D,-11.972587969070048,50.00180440550414,-156.46907149180257,26.956223986728812,-76.90715637029038,E,119.26639265776376,0
White,36-50,-30.11238963259254,A,A,31.4118059735418,15.882090490280309,86.32963077651998,8.053486915760685,-108.45066982577791,C,99.90100728450503,1
African American,26-35,-91.83558320790995,D,D,3.486813959596249,-82.99962544705475,88.6504604869134,-20.212406623842334,54.82328662930044,B,44.57585521207894,0
Black,36-50,-56.59025223801396,E,D,72.62839735130274,-8.81269861491567,135.9953975458561,10.053222974233504,-53.32253620288395,A,28.23304104869558,0
Other,51-65,-294.1919118927633,A,C,-46.354394051178055,56.8969440922143,92.75198918712792,-59.259484256077556,-53.60625831351394,C,-22.674711142184023,0
Asian,26-35,22.66551641883838,C,B,18.490131285687575,-30.13281300130292,135.39386670092802,71.63625635163335,-25.93182028718431,C,-142.08187227700552,0
Asian,36-50,24.821689805210312,A,A,15.88387023408747,-60.8303156795574,-38.64321030342301,47.723027884539434,126.79944105399102,C,-16.246107004256203,1
Other,18-25,-70.11860291221474,A,D,-66.91735033358313,163.18004501737963,-175.51681971080592,13.091534301265737,99.71484093392662,B,-20.511834163313164,1
White,36-50,-106.20348243980796,C,E,58.72017872208376,24.762096184669147,-132.1814161734223,27.416359996977302,133.79324412056317,D,-117.28294994923769,1
Black,26-35,22.04103501112029,B,B,-17.571963903410623,-48.52878245883057,143.67499373823003,-98.29618231844812,51.41728976649686,C,-29.876800675461702,0
Asian,65+,-134.7251919764254,E,E,1.2072758319514685,-149.1560434690173,-73.2611290314786,102.89638574378799,-104.68492495043571,D,65.80337508600762,0
African American,51-65,24.448370480865105,E,C,-54.822194377374004,2.4872961626541996,-31.753359244991046,75.61901198294186,162.0624390444168,A,92.9853898703264,0
Black,65+,88.69054535780462,E,D,25.66999782403019,-37.197170151589596,24.06202504434585,112.19460739047523,-13.983317897496613,B,-168.8382891504833,0
African American,36-50,-44.77111362251447,B,D,19.206035250374846,-11.121094371082561,-45.37810029135826,7.8133519278506744,141.46243416765702,C,44.74776043185204,0
Other,51-65,28.07125462073615,B,E,-101.58814304844137,-32.751109956037965,163.33059189747192,7.01451721810092,-244.46930214540438,A,-98.90583842124573,1
Hispanic,51-65,-16.917681992493268,A,C,52.63356625890714,-10.470721231897691,-36.03022224213537,100.02064817348733,85.47456186009931,C,-117.6789445020325,1
Asian,65+,45.95770273551216,E,D,74.83000078751579,-101.89856179235439,-95.68687060736846,98.00369389132186,-78.95924742031248,C,76.85047682017718,1
Asian,36-50,189.24988687229123,E,E,22.582907692615848,-48.753109694538985,66.29730927838278,146.67561185820662,-1.6726356359992904,E,52.57178164358886,1
Hispanic,65+,-71.23598114981597,D,A,-59.999630526529515,111.3013323598032,62.42680051569345,-31.325426593289663,144.70066532918776,C,36.53814736184541,1
Asian,65+,-20.542101956993786,B,C,68.4628712140106,-60.978381215463784,105.1400838672667,139.9476874575312,13.356704487981528,E,-96.2717577288276,1
Other,26-35,69.65670188416908,D,E,30.088159117717755,2.0517527355758567,3.462188159883571,-35.52760807897401,-212.73517354761483,D,-49.31052304890119,1
Hispanic,51-65,-18.802537094896707,C,B,-43.860564792262764,-31.794821535901864,-90.28720742226724,130.8313025515806,-66.71957340561586,E,-101.65467292661445,1
White,65+,100.24938339384974,D,D,87.67476969099232,128.15398184000568,-197.23199776147374,-43.570887055011916,135.64192287701167,A,63.66948260985279,0
White,65+,116.61709656768846,E,B,235.03713315355387,105.59436857737457,27.66835513236476,-78.35311380268092,136.11214676318087,D,-160.85310073255627,1
Hispanic,18-25,19.260641838376,B,A,-12.847629700885053,-197.91589506780258,-87.4588274609381,-112.48656088941725,79.37285752630852,A,13.320738521345957,1
White,18-25,-63.18939577337359,A,B,-101.93025830168352,17.04050674935764,-24.217831593710194,42.6188330737717,-47.321462269567796,D,-50.906029542405776,1
African American,65+,-84.23790258680151,E,D,-94.96545770132802,-152.2059159528415,-102.33707400422045,51.145121867742404,59.954589184813514,B,-102.89319504585808,1
Other,26-35,23.914067709015217,E,D,50.17358949790217,-57.67695661585455,-94.43668785694057,58.446982627126445,54.374567793720786,E,-65.93225828473112,0
Hispanic,18-25,57.89246607098259,B,A,101.62075117182803,-75.30781007189402,93.76387719836924,34.99275713189311,-29.692011836197146,D,-45.18934374907875,1
African American,51-65,31.225207759844697,D,E,9.582244311638592,-103.41811638637574,208.8635469136147,-76.42836436789253,115.42417897070243,C,-87.17147788054659,0
Asian,18-25,-153.2127621641464,C,B,-87.36407671101583,20.114328300415725,-34.05820135816861,-74.11722348555242,117.00682742042359,D,-125.01033287391519,0
Other,36-50,-69.58319242828239,E,A,217.47302226864144,85.29663913170968,-34.724460292567386,195.01037918583543,-241.39970662747268,C,165.21441944313057,1
White,26-35,47.74971804985433,A,B,-20.951003712782637,187.5438589424651,-68.37621423393311,65.83890632095482,38.762034696248925,A,-88.09305407192709,0
Black,36-50,-25.63386346515105,B,E,-43.9380312343488,-20.97939089701785,-35.14886931591031,-30.078505970713532,68.78067025960429,D,11.355059872329013,1
Black,18-25,-0.24420200485458873,A,B,-22.570857024367573,11.396416663950937,94.03179640503569,-85.77245475752316,-126.66789302147671,C,-12.896499281846733,0
Black,51-65,-13.722211761633984,B,A,41.33379402236605,65.6848529336876,-3.675402633302409,154.94857015777927,-175.10325875635638,E,49.19969342165868,0
Black,36-50,15.826248362871159,C,A,119.39819897970847,21.160140550704053,-60.96180810002502,7.503889525887756,218.7086826788035,D,-82.48701628268353,0
African American,51-65,-21.539361998774933,A,D,-133.9174215403267,-74.68510936377082,-45.98818896321453,-97.03011205781003,26.221005393231117,A,145.79954526150664,1
Black,51-65,71.28397607391605,A,D,129.02410195707412,-30.149995915793404,-37.211387964572076,-36.31482865311678,-45.55290310119148,A,-84.72349781145938,1
Asian,51-65,-171.741441018084,C,D,85.79932259310593,-5.834742934087638,-119.16545757243715,-266.2872106686746,1.2851590859615627,A,-118.64108757318344,0
Hispanic,36-50,-99.5656197279128,E,B,11.95328794649202,145.99922791493591,-81.84060320778234,-37.13251683788179,-94.69454777162643,C,190.30974813455336,1
Other,51-65,173.8161063105249,A,A,-118.3603603277662,-35.8585113821962,-35.78921108930193,-29.4949848782591,7.754366945901421,D,95.79548789622066,1
Other,36-50,-29.16563350648458,C,C,-153.64597008275734,-174.26997896412902,-215.1616825071311,-30.498727894948114,-98.49828635839148,B,70.93230049727998,1
Other,65+,-56.07466534923018,D,C,6.296343331779533,30.015299903380665,-2.2302979631926236,-36.82334253572176,-222.74950286464485,C,-160.94030349854546,0
Other,18-25,-207.9509828056239,B,E,68.37670814297564,15.727847666047795,11.943801093676393,91.74709388515988,-29.58993795478412,A,16.99921076361112,1
Black,65+,9.475421843982083,B,B,160.77393962597358,90.37140874133206,-56.767935018772256,-89.5322480142493,0.5986149984139346,C,-3.949182460874242,1
Other,26-35,7.693281271689088,B,B,-144.316815184841,36.13822273856052,40.27257117931079,19.08258269161354,-48.922005626084,D,-61.29022481028411,0
White,51-65,-62.78816955298494,B,E,-49.73463248528699,-65.39086347982604,-151.6313580767054,-39.10092320513621,22.43093726997742,D,-43.65717510871543,1
African American,51-65,-84.01611032868489,E,A,65.09843743545794,-1.9656608838191016,-167.69967674419368,-17.062238418281538,278.71181878444065,C,190.16075737334222,1
Black,36-50,-68.70949756214173,B,B,120.07221731762118,260.9630157776545,-93.14415717806315,79.56404153637777,-96.25446515822367,D,-23.404616150835373,0
African American,26-35,89.15229867177399,D,C,30.308935847852926,-38.27236400974351,38.7865671164488,81.18523916661225,-229.6217416743185,C,-74.59669779321784,0
Asian,26-35,-122.15258012004868,D,A,-86.49162184979289,32.887880245999334,103.26657188109883,135.10827027284574,-244.89977236630432,B,-102.54207838173474,0
Asian,26-35,63.152772974160534,E,B,107.46123966596788,-42.2383733749414,-115.90842120771505,-68.97286051462304,-81.60088367647964,D,31.065949001900634,1
Other,26-35,-28.268937423395386,D,C,-80.40271175036273,-80.58645911739767,26.726959611023442,-186.14030094989823,120.0876068870375,B,-129.76873671177148,1
White,51-65,18.591823459018286,C,C,32.7130907468636,-287.6340828042116,148.57422504190683,-99.05892041715366,-9.909472040307579,D,178.0084597480419,1
Asian,18-25,-25.66001730772719,B,D,-42.885239161176344,97.58765890604799,-0.5482295968574603,58.722629736111756,59.547514111581,C,-4.802359740758933,1
African American,65+,-3.9412779457269136,C,C,43.246249684170465,-179.89025454711233,130.03311297825422,178.47779394240985,4.969165097716997,E,-19.378119975929863,0
White,65+,132.00086136952459,C,D,-21.633004643871782,-150.5110832992402,68.11813088177729,-43.592764574787395,-80.94675272992362,E,67.77863575756973,0
Other,18-25,136.99571246758606,B,A,-86.83116197579311,-3.248584879632796,27.69477995143014,-54.592513480090346,38.376573943894684,C,-260.60746107717534,0
Black,26-35,-175.8241208360295,A,A,27.6886917717372,-102.89848814421194,-120.97059103353169,97.72477156961305,187.09792233118188,E,-62.396526300334976,1
Hispanic,65+,101.97057871784297,E,C,-107.0893310639676,24.935191871926005,-159.04487413965765,17.715690466899872,67.83211320272868,E,161.69716101516818,1
Black,36-50,38.59095919267382,A,B,31.046164307319817,-64.9632541600187,-124.1224384590488,96.55135887187683,50.405984577537644,D,26.746707916263595,0
Black,36-50,-93.64239752314363,B,E,118.55490432033955,-75.76251261998965,74.63499393331408,56.977949387184815,79.0365528023491,C,216.51384552340258,1
Black,18-25,68.70854565862837,B,C,-141.86282415361063,-44.89965549967899,82.23808207223374,17.219135064986197,225.97718350058034,E,1.808500449280358,0
White,18-25,147.4021866129297,A,B,-9.904411508230181,-9.200630732893938,-3.764610752407184,60.22011144485588,0.835983903048066,D,-52.76876070613745,0
Hispanic,51-65,-152.1598644874617,A,B,-105.5399679926206,25.753587875791865,-280.2286111546736,51.48418834666446,-89.7050141656333,B,-61.69448970099506,1
Other,65+,-140.21056942214568,A,A,55.17321472477646,182.22435201691567,-65.64398407432911,152.68460745049703,-44.449362952150665,C,-19.109571272832508,1
Black,18-25,21.858911351800405,B,E,51.723638455696076,-68.66840423826899,-40.08026581381186,-102.85002825510622,-16.221817836324227,A,-18.585073365752528,0
Hispanic,36-50,54.113154266233934,E,C,376.0991010955424,-26.40337676681624,40.36511452223439,40.472753888897316,164.50778796197386,C,-54.98302263756292,1
Asian,51-65,38.507981746341414,C,C,-54.65316329918315,286.763420342601,42.43325273551775,-6.580142794424285,31.76870471740767,D,-82.04416367560418,1
Black,18-25,58.69111847237923,E,B,-62.7741901891083,50.790823200598076,91.41130648212778,229.7390026752844,38.03631762139021,E,-53.96217090973893,1
White,65+,76.45701223549307,A,D,-73.54506558544958,-19.716171149693015,152.27586379124958,-77.2027169124326,132.0899010066441,D,-13.82459513538051,0
White,36-50,21.432780559543723,D,A,97.30978768119364,-210.01583405896415,-8.223198735628465,115.0164557585027,-59.822324934679536,A,69.72747414544816,0
African American,18-25,8.533303084384798,E,C,82.69108487621412,-110.02759545304102,-27.313877480503518,-65.4113448337834,86.22868049054273,E,103.92947779162931,0
Black,26-35,-14.793462986976053,D,B,-31.839624709782267,-45.494358012332285,-12.403493126599331,154.27332948726294,90.32225915377657,C,-127.36975778914379,1
Asian,36-50,-81.25750306486104,D,A,163.41914953191434,-12.496103746639688,7.732564598030319,16.88146388372123,34.26029464065407,B,-112.28494279278516,1
Black,51-65,48.34701270124813,B,C,-82.07105280461141,-143.8916288874009,164.84999765897877,-29.45418749218454,-21.99421304334234,D,222.27304859987834,1
Other,65+,-22.85410310817837,C,B,16.226439460963356,105.91267603673364,165.2635773646567,0.15898477326537966,-55.87322447393953,B,2.3737212324162895,1
Hispanic,36-50,-173.40267490937816,E,A,76.24552921504471,-55.51680719663853,-131.64714819160025,138.8881074277097,103.72938723636737,D,177.33851107627032,0
Other,51-65,-18.925986330740056,D,D,-48.13533986033914,109.27577172395324,46.54126496297868,1.0031374312403794,-25.543557175056996,E,-162.16375242141868,1
Hispanic,65+,50.37339379940043,B,A,138.50246068741654,-17.735615053213273,-76.69683168723539,10.638977026396441,185.99844779556702,B,-28.76771669928595,0
African American,26-35,-117.95844390097486,D,B,55.50727415768585,-100.15236957695564,39.73172487869157,-76.8548059234331,108.22996280789316,B,271.04341854587676,0
African American,26-35,-139.3978569343838,E,C,-127.08851462194042,44.63417758104396,7.485672728940841,-34.64797748485973,62.29444657044056,D,222.0120610803233,1
Other,18-25,-59.26310766535599,D,A,-118.74841827893957,75.05709992572172,-157.59335764301832,299.7409066607437,-10.606753571013419,D,56.83498560569321,0
Other,18-25,-24.101478512547402,A,D,99.88540683422798,213.30742142757137,101.22715951030395,79.83765477392973,49.01144081613342,D,6.602625113995709,1
Black,26-35,48.585184880708134,B,C,-96.55573971075201,114.78701647885008,5.357563867681897,-198.75473635303882,-62.3394008869833,D,99.36474545896357,1
Black,51-65,-65.39739838371376,B,C,97.48007312705693,29.809405016713868,-26.35407033939695,87.64850817259212,-191.6002362427371,D,-139.01055759692036,0
Other,36-50,225.1681236140749,B,B,-16.656731380439812,-25.123528455226,65.25967521237332,78.11055396064266,-14.86701207876529,A,67.90112260543992,1
White,65+,-13.864406774912528,C,D,-57.5293810436363,-30.080292116996247,-173.18473847739554,-63.65669085168313,-46.36199706325826,C,98.80518216209026,1
Other,36-50,115.25361200244826,E,C,15.345797730341578,60.29896352108618,-72.7551005142437,59.74368486295544,-84.0266034217058,C,92.07258905174682,0
Black,26-35,-13.018282921206156,A,A,79.91852797592759,-57.80046279058546,185.74793299552636,-30.454964414292196,-225.35452032968877,E,-17.341887459983514,1
White,18-25,-198.49655223164163,C,E,-55.083498815193025,-267.42203872582627,-23.593201984253962,-25.531003597111134,21.84805700328879,C,45.10031856683946,1
Other,65+,7.232179770185695,E,D,-97.42095825937179,-5.072965605834822,-111.28219734368847,-8.760019654154824,-47.23534868793906,C,141.3649644078268,1
Asian,26-35,-114.44366185728978,A,E,-130.8177916213237,35.921773382064245,30.286774312068477,39.06626683815963,4.563180913924697,E,70.67843678825425,0
Hispanic,51-65,-15.557067673889444,B,B,27.079529574080897,-29.45621450799226,2.237886440608317,-69.59133108069821,-34.64892957769207,D,71.61873040729355,0
Asian,36-50,45.22562791180012,E,A,126.26040888249122,-149.77296767639277,-145.38636147915548,-186.93867208929825,-10.881546087438592,B,-52.67000295266724,1
Other,26-35,-179.54666986228648,A,C,-39.85208316169821,22.1467828351947,132.52705208471554,-98.06112268583072,156.77861084711472,E,117.41743061934658,1
Asian,36-50,-176.44286527766425,C,E,-86.4512802182928,100.30980780013343,24.345514925715275,66.33078886298503,19.510953479895907,B,2.816592980638332,1
Hispanic,18-25,-17.01721109173603,A,D,93.57885932953235,-156.6638564501729,42.6140061064456,156.63376430239458,20.945065599002053,A,160.54144579604267,0
African American,26-35,108.85253035764633,A,E,-69.38515888617255,-31.796614851273898,104.57522978445802,-178.43959086567182,39.380617405501575,A,-40.358726417237904,1
Asian,65+,29.92910576272077,A,D,139.01243347359252,25.246004285494728,-13.676064148591873,142.40966803968522,110.02611572093144,D,39.89753352455925,1
Asian,36-50,-48.86336756900343,B,D,40.642161498754305,76.41911475212181,-204.57144637662222,60.06093004543198,64.96365422140039,D,138.20536145977326,0
