age_range,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
51-65,China,B,141.38847505371476,D,1.719374483353999,151.67393323269977,68.86309425530533,-25.179919522550513,-52.84388877527574,-221.1096995143754,151.3841232781111,B,-23.261341298142057,C,1
36-50,US,E,-185.71968819420576,A,163.399333446099,-175.21204410175088,-49.74704395336643,189.65915625771652,148.86633898128167,123.92433183088339,5.035170795347849,B,83.53774834721621,B,0
18-25,China,E,140.74777950185705,D,39.94662243286263,120.46839508614109,182.8158148784438,-153.2404778168406,136.66815732365967,66.55713472228223,-27.091874226246325,D,132.29078106422475,C,0
18-25,Germany,D,-0.33572167861980273,D,0.29960515386527015,-84.38451608428653,-105.9504178602519,-52.91419480777727,-102.91296867257995,10.449254748934237,67.07873767820254,A,115.5743010034545,B,1
18-25,India,A,-67.55246365456972,C,17.198982294537682,-21.14799970465709,-62.445948209807,46.362297858499026,145.18068372853293,12.380094016338571,60.860476008583255,A,-313.13084351341865,D,0
51-65,Germany,A,123.50300270067498,D,-29.868835083310856,-20.331199945757827,43.05477604340857,-126.91715333425681,-47.71399801902898,-140.6421609195088,-186.56830439488638,D,121.32218386561469,A,1
36-50,Mexico,D,-10.504026528429893,E,-102.08869480528358,26.233184741461862,-53.903679122720604,-0.25540686087143244,-200.1465619716833,32.02587415455411,98.78249529877112,E,-47.511488031917104,C,1
51-65,Brazil,D,69.1407083277887,A,26.134085795846584,-2.351163081420427,-150.10129940089857,-35.91245086164787,-19.30408726167295,108.66745886962433,-107.07924634646355,A,-122.29891453430746,A,1
36-50,Brazil,E,5.151484525870059,C,3.9047425179472626,-14.445637732129265,206.52691614737364,154.51203832204007,-42.88942091980378,49.438278069270964,90.08948296642792,B,145.1915050865306,D,0
36-50,Mexico,D,-38.075776024242636,E,151.4247186040024,-179.09386931820222,-73.30461600355201,39.25063393157736,-59.3926607308088,12.503425660899076,-198.4622855409485,B,8.232817467500995,A,1
36-50,China,B,-27.190502342220945,A,153.8338473964948,65.32458211939205,35.695724977021186,-152.36245775465798,148.67351492905527,-196.43393072990298,118.59423483664241,C,-67.3717278740857,C,1
65+,Brazil,D,-14.273345791591524,E,-60.152902264352726,23.848229360504263,30.904237330603173,-48.917390419680586,-114.27768064457042,80.59200810756921,-1.353285708391396,C,-82.63017491405583,A,0
51-65,Brazil,A,-69.61056471538416,B,-172.3703099375355,-201.63428312362024,-37.3567424681906,10.6786660720171,97.07933025848344,-229.57503715981224,102.62888960120864,A,137.697564386396,B,1
36-50,China,C,-11.20071155257469,C,-52.221895031083896,-185.9005110539526,-30.19532003769178,177.9412847263977,43.04824742462199,-18.89045685523341,-84.86780872063464,B,-14.258230521948583,E,0
18-25,US,C,32.357659801871556,B,-172.72982767450728,103.0176361666574,41.01489292773193,-153.9329540167803,158.89656783548193,-45.61964877733711,-89.52200999050582,A,-82.90803707350679,D,1
65+,Other,D,105.70137291460931,B,85.49053392045423,-42.75977327768328,-20.521850281601875,194.67392069543476,7.234478593287006,-195.92395519116843,15.423185928680999,E,84.07196263435326,A,1
26-35,US,A,-45.23829244949814,E,-29.665201616355596,247.2672164825637,-12.283608519892212,-40.855150755457366,-171.9494810638788,8.871732905548642,-65.01667713161018,A,-154.55778789244198,B,0
18-25,China,A,15.461164017302409,E,-25.31916928519432,-9.032789049056635,-134.6905182196805,59.6043189998869,-52.10481712371714,196.6977171777585,-63.244858046646335,E,-146.7439315870157,C,0
51-65,US,B,-96.6670610928162,B,-54.28958611615826,13.230179924680108,66.32823432969116,-56.05001055624746,29.04754364457324,-57.61490102918076,9.487569754384868,B,126.78962814151176,E,1
26-35,Germany,C,22.47015810120837,A,-98.32534297440387,-20.088949833303555,16.8783470848877,64.90347763347637,99.2754483500315,-41.402584528562784,-63.05718793786655,A,-113.89810498859327,B,0
51-65,UK,B,69.98641195496245,D,-27.586318398988617,-81.33222609198776,153.89914057369546,-61.13974555668943,-86.29522500662719,181.7462329828875,17.421356865748454,E,7.498132029795054,A,0
65+,Other,A,-122.46116815676378,D,77.81077505569164,41.382572932724564,-3.714061058802989,100.0408998753886,-22.549143573812483,-29.528021612322377,-106.41488372762069,C,32.35288260868206,D,0
18-25,Mexico,C,-246.22105368573406,B,116.90625937656067,40.979397867606814,-16.192433757904094,-146.26406437369403,-56.849202977956494,159.83477475374661,54.52631554470445,E,74.39454058461658,E,1
51-65,India,C,-10.336982442735366,E,-189.30698908132968,5.205975058648488,27.430432952310735,14.946400737915994,-194.6707658176707,-43.8546618158124,92.7252797482082,D,-100.43070608454094,A,0
51-65,India,C,-24.59506007750981,D,38.97833437117078,-78.33339930411938,-67.82547627380937,-35.61354481228571,-119.693065082274,77.87845634753806,-111.48446841937154,E,-59.70107401873849,B,0
65+,Other,B,160.52563678676864,A,129.05077521336267,103.36219848739599,-69.11203083213681,-32.34216470673593,-93.21714176500012,-166.90361559384888,-93.37826090443878,A,36.302030470879814,D,1
65+,Other,E,-87.00507299462149,A,-175.68438249480923,-73.9163262118862,-44.025286202887735,88.06870269514148,19.065022174707323,57.40741194810468,-136.6395489805782,D,-83.69494894188733,B,1
65+,UK,E,57.101811409337834,E,66.67997444922979,71.63857234727043,-26.1263193368188,-75.3881392200484,-99.42297518310428,-68.56368673407665,6.285513285061873,E,92.65981101234647,E,1
36-50,UK,E,28.896797258063085,C,41.21974889881339,36.89593984940069,12.739578997954274,-32.664676737806424,-14.00183298395585,13.067021082398858,140.30880366557062,D,-14.921966195256292,C,1
18-25,Brazil,D,-63.13216045000573,D,-43.60745230346075,13.44932788399954,44.81567647321217,78.57995772378796,86.05012772899153,94.08193230098672,103.28156811403302,E,-19.339672702296227,A,1
65+,India,E,-22.923708076162118,D,134.07238287432114,186.81730988963494,-65.2053685030932,-155.73600951650573,-172.67702501780758,0.867324784285952,-33.36173294654791,B,36.88238803506509,D,0
36-50,Mexico,A,-5.807057104248548,B,24.075016536163716,98.87513946210304,43.46011485637755,-181.54478665607317,-40.77225513425361,127.0307183885785,155.6529328968511,D,23.674277679755697,C,1
51-65,Other,B,-130.89398106507497,C,130.07401761206353,-41.41855077792967,-5.097218816912378,104.01540071874335,127.84110810856933,-175.29382476533692,175.0123003875113,A,60.808996865912846,E,0
51-65,UK,B,44.09352730622436,D,-15.328139638584778,152.91375016461035,-110.2040265508335,87.97154797827244,-0.01869236735225704,13.103479443475855,-9.653188652548518,C,209.50330675218947,C,1
65+,Brazil,D,16.889065338051857,D,119.25951369646785,100.19288433444775,162.3053767474041,-107.2289981531286,90.38861311450925,-8.460328792582587,9.058667790271842,D,45.15431226612648,C,1
18-25,India,E,-46.62476639200039,B,8.232585024856585,124.53548391407962,49.43184104917325,103.7989453492358,26.514153409163825,-97.34214527170911,106.25225219251935,A,33.143316832623604,C,1
51-65,India,A,114.49927931545724,C,52.58673125026421,126.40672627735023,-14.248384305999839,-93.28948466046215,-77.4510725797364,10.863872133246792,-20.92530881059071,A,30.230997068098702,D,1
18-25,China,A,-90.02326939509491,E,-173.37169088914743,-63.7393468095222,-7.998583043173156,35.476582038248274,-64.56606046376375,-6.7959810292664455,37.85642707562455,E,139.99383320978092,C,1
26-35,Mexico,B,0.032641100695337516,A,114.22387021081934,-0.6841554597278267,10.548789118534467,-4.054589396564675,155.593795910072,-32.084183511139045,70.85815869155523,E,34.27333340752646,C,1
51-65,US,A,-11.602789166477171,B,71.70569283512509,-31.97285498892317,-115.36180884965252,-93.67282429863847,90.32645377343825,-63.966406157334724,-136.24119964212292,B,-119.20144842272408,C,1
18-25,China,D,-124.2052616157326,C,27.491404012388138,127.783746720367,-21.710283921584956,157.15602297502727,-144.85028724260422,-139.30864064447582,77.87706300045006,B,-155.01470124819963,C,0
65+,India,D,173.37003802146677,C,76.27244521557351,8.622321651868422,40.504242621288235,41.41380527720397,77.88612938591103,-55.07776784193946,-27.540823026337296,B,86.41196996627815,A,1
51-65,Brazil,D,52.807535911174384,A,98.48870529920963,-31.765471710666844,-81.91548546176517,-93.63981130804827,207.89568806233856,15.897928493231833,156.96626108517344,D,-65.61139579647106,B,1
36-50,Germany,A,-29.99586035962211,E,-120.91844692544711,257.35026620531517,10.003806586179948,1.9289776686986055,193.27593192843557,9.240319058074277,-99.51262103597828,C,-126.50226551323416,E,1
36-50,Germany,B,47.86642461039211,E,-42.257702363356074,-30.914073507380834,2.392615564035211,-144.4394867098921,-20.618182948026206,17.756758100267668,27.338575247658518,E,1.3390773923664536,B,0
65+,UK,E,9.731133047402835,D,-125.5486202324094,-15.545501520873625,118.91377424814347,17.55746640609559,56.63087085681499,106.11655024377713,-156.52264983520436,E,-169.12888943356256,E,0
36-50,Other,A,-6.010225131133107,D,238.21468054614473,14.004136732089714,249.5518382177347,133.77620987489124,202.6611118773547,-208.75904944353005,52.20744390365179,B,39.42333234905842,E,1
51-65,UK,D,-80.62726643997871,B,-53.393469568484534,-54.18964776099018,-122.89953498304469,108.36153450621569,114.01397732756983,62.52836789457385,-52.8293848463521,D,-60.970448569306626,D,1
51-65,India,C,23.93525383908663,D,-13.293970533194049,175.99758401792172,72.87842971562657,112.29654547845603,-46.779600556137794,128.30894725106376,-16.290986210099646,B,-65.11886036798981,A,1
65+,Mexico,C,148.3869324076313,C,108.39320797455994,79.67563893363345,55.696059184903945,21.240427020756574,129.826788317074,9.770250422076977,-49.34567369099847,D,25.629096896284086,D,0
18-25,Mexico,B,-1.9772670323898864,C,178.074165361587,-116.15183306487549,31.497867044644995,-10.04864143494729,-73.69967843749329,33.77010672221904,74.98563887144417,D,-11.156027907275739,C,1
51-65,China,D,-57.23186104608094,D,-117.09688450932678,26.77769589993003,-30.997922045303355,67.60879666769219,45.996478572291274,-79.49330670844488,25.711295292780136,C,-70.60432054423758,C,0
18-25,Brazil,D,110.53922077709157,C,112.13767569075874,-70.27086777650003,85.86568998466227,-41.980845587327444,80.2772895826559,208.42154712077686,-99.58967373320246,D,169.44598016011307,D,0
26-35,Mexico,A,-97.75080878309114,A,25.66132052634768,-171.91683777400962,-101.17488532620256,161.18719073629387,117.63410111303168,-83.95452873009998,94.35198520137021,C,76.28918603630962,A,1
26-35,UK,C,-16.840410006467906,C,81.59051867146879,104.26559018732348,218.53368742898115,-96.8115801065058,12.834649290928315,-128.55560980041224,-51.2074584299834,B,-152.50638630534252,A,1
65+,Germany,A,148.81214895511624,D,-64.78545611943936,-123.3669432641386,-16.31584156276139,41.082480132893835,18.86223196035364,-78.14418852694271,-42.80741866147734,A,-4.297291024162495,A,0
65+,UK,E,-42.14602596748887,A,-54.477366095920864,47.377988208359426,-73.3997637322625,-49.03016917715391,15.605109158807275,-114.67319585816962,-77.54590712740695,E,-65.5874570052341,B,1
26-35,Other,A,99.90515681973964,E,81.90048564990552,18.04739205866278,7.000238392661627,-138.54349900874047,179.4642532044508,-128.83999015829767,165.98247772525934,B,-134.6305733436698,B,1
65+,Brazil,C,88.94588781998584,A,-123.8861976851134,-9.883706733890369,-141.87485297530557,174.24243304498245,162.04157894713947,-208.2652460557779,123.18395135241317,B,-79.48785166399769,B,1
26-35,Mexico,A,-13.466509882212549,E,57.880293573961104,56.95126433238236,45.00286584361038,79.39749878313596,-176.40999626393088,-212.74547169219872,-101.85671649451163,A,-123.15375958379826,B,1
51-65,India,A,79.00153816763144,E,-58.95466381140729,39.82827015563887,-37.17502114598153,211.6958823562138,193.16575084803824,-61.90360181056705,-23.17224874815024,A,56.93963450401242,A,0
26-35,Brazil,B,102.53212908125737,E,84.15296388822853,-49.75082659869969,-122.92438681235657,32.24839262994422,102.57461430066121,58.890218413497394,195.63592497185866,B,122.79467848270966,E,0
65+,China,B,196.87307181868127,E,-41.255988683267184,0.5053944182773683,-98.48738064452789,-119.16031745052402,-52.21400276178771,-7.326758340513556,-113.07441943035323,A,66.75283287691225,C,0
26-35,US,B,-133.812404316217,C,-38.34519003641527,-52.1738505021227,-32.19190736012442,30.27532086889589,-50.11892578371898,-94.01109718684904,116.76879551480069,C,56.76013330077887,B,0
26-35,Other,E,-110.77761781048861,E,-80.83313272699858,2.294485952721821,-38.668889486449196,18.532612503778765,-130.85122002517033,2.5750796101938938,34.87428972409742,A,31.150412430421742,C,0
18-25,India,A,-186.51501068783034,C,22.934472641707348,-94.68373825810419,8.231515303647559,108.03679018388843,201.11698207931482,-29.077473098526273,-59.31337186917111,C,42.442377485467716,E,1
18-25,Germany,B,-65.71628811777946,B,-192.22454757458212,58.42489757842312,-160.20079696361816,-93.89093964282523,-25.268518152953956,68.17733829499659,-122.81819954688626,E,-24.664381556199004,B,1
51-65,China,A,-53.20568149323031,B,136.95563869053925,67.97074583599937,-6.587618622412764,-64.98005095795226,57.85136149535971,120.92860078097229,-75.10579448657681,B,86.14085182217102,D,1
36-50,Brazil,E,78.33616240027656,E,39.37153489057748,33.60588788928675,-95.42309528074834,-34.97861022900058,57.351049859980805,-28.831347671870343,-125.34077571376775,E,6.466168247865578,E,0
18-25,China,B,23.79990052964459,C,73.00554001436322,-133.86788368685873,109.7744163846961,86.41243835263678,122.45846569460409,-60.09939158038935,142.1272630050251,C,59.47560730973974,D,1
51-65,US,E,-61.04475450766408,B,-46.11397811916928,-155.50058165347886,-57.4555449394616,107.43473014247309,20.129347622844556,-23.34011306707428,-10.355302244798862,E,57.488564981258804,B,0
26-35,Brazil,B,-238.78171653807615,B,-14.66012742019393,-72.18184181379792,-158.98885870734458,-121.78772944989187,24.315767509465047,121.5093097810522,209.6385459865294,C,7.655176241268364,B,0
36-50,India,B,-110.08706651512996,C,89.63513655505962,-74.40783593138175,67.256757220459,-25.602126426400247,89.43792548786625,-1.3314433429650754,-26.387762717330997,E,-195.99588464656642,D,0
36-50,Mexico,B,-23.866606822110796,E,54.575715232960896,44.04667973150719,93.10318785836797,-121.00853085425555,-201.51600403268935,246.50317584681517,40.52054548607365,D,24.885931638283168,B,0
65+,Brazil,A,116.77901718393659,A,-14.018853495471392,61.752064139211136,-141.55509626180918,100.89434478171715,-148.23234561767745,271.3286853118801,35.825188027512034,B,43.07630505891364,B,1
36-50,India,C,90.10291804444802,A,-215.42599403388775,-44.19237483226612,-46.815223043810924,-112.47579056160235,82.34574011454286,-39.21175590109154,51.307908469003834,D,-1.5683070658036262,E,1
18-25,Other,B,-12.059190627475205,D,-42.12332071671083,-101.0592655915201,73.51192482455461,159.63868356656616,31.149204207094076,-6.964361743134415,29.251065373405545,B,116.38715609103663,C,1
18-25,Germany,C,-166.67653578426211,B,0.009296177372737692,82.01626763714069,-9.677752172190534,80.57422077859243,152.19936070145303,24.311834326625537,-52.95395023810953,C,127.85279793414779,C,1
51-65,Mexico,D,121.99800453508489,E,-118.69177350739581,129.87738372014826,-130.42698482579885,-4.121553118661574,-179.18657920407378,18.170400559861385,-101.75698784171996,E,-7.920066952713549,A,1
36-50,UK,E,-88.96427251508192,C,10.091048438309956,149.341809383888,55.1052188554045,-40.17536677215216,-38.33903160063268,117.1806665316589,1.5829596825940908,D,-4.964524524360511,A,0
26-35,India,D,-85.18717486697005,D,106.13807811792945,159.1653134298347,-57.56539025179772,-72.7692719738322,90.43355712610382,72.07791855679358,-49.73816837529262,E,-75.6792525703693,C,0
51-65,Germany,C,5.177572333546128,A,2.752766103805855,92.00354941568678,137.77309915766668,-112.73305236293609,-70.54935989521617,-100.23394700881786,-124.09657103798621,C,-77.37067866108343,B,0
51-65,US,C,2.9855344357613354,D,-92.18393519364483,5.4775052591912194,-9.551210644938138,-45.534348630988774,-95.48831756604115,-123.81931442858686,43.67560854368156,B,-124.09192809660048,C,0
36-50,Germany,D,-1.8988781281859521,E,-56.33759506820648,-27.715382653740367,177.85553486704254,12.649376710027385,-84.29603295985588,118.75764205757919,-26.790606695894066,E,170.09850615965004,E,1
51-65,Brazil,A,-31.271411011515777,B,-90.20253818127412,16.314036234921687,-168.24983197350284,83.16906408983492,-61.9764048647745,6.770743777157256,-125.55013658698651,C,-51.408895564108825,D,0
36-50,US,E,-104.87942379859008,E,56.54463181080365,62.68493465917213,78.00138684559566,36.87466189733669,109.61227248338633,2.8981629576161576,169.54362382984542,B,-2.2784765936423366,C,0
18-25,Germany,D,64.48318320597556,B,-93.11570611340379,79.96745456180865,45.008076759960026,-4.292543680231815,87.6080029995185,68.14223405043882,42.1138878905076,B,68.13210632719311,B,0
65+,UK,C,51.08983681598149,C,106.92259759231871,-123.58505372156539,-51.39288816978519,-218.66924108122,61.39526851070689,151.95440467103893,314.4730886711848,D,-9.908946315899751,A,1
65+,Other,B,67.91851799545596,C,-54.5032470174722,78.18825579056721,-94.72258552708618,142.53354475323533,31.87205317447414,-139.04916003006832,-82.40543859979259,D,65.50723418472099,D,0
51-65,Other,D,-118.84785905657453,D,-64.38748563993656,-1.4158466697223837,2.9856648153378478,6.980256117669955,133.8522349821219,-58.89901020964183,-40.393769057287074,B,71.59539438492521,C,0
65+,UK,A,-40.61510365958433,C,-65.33327375652411,-142.17140636453047,51.96906664457632,-37.53831659021578,7.116398562302279,11.216063806220093,145.61906217108213,B,-129.35752613879475,B,0
65+,India,A,58.42487446949923,B,-29.59092137183,19.924478666259425,-149.32433789261955,-67.25444718326024,-75.2679210920609,-134.3932664709217,-165.08546383622894,B,-59.86882408860882,D,0
36-50,US,E,9.357845947994951,B,-84.20377228613005,85.66106060719726,72.4119832229913,16.319995798530414,-53.54531875403826,156.91982905564439,-21.474668061244643,E,-28.93696845135772,B,1
26-35,Brazil,E,114.9541279359443,C,-28.449976483524708,37.93468928827423,-42.14266031479173,-153.05765592452457,-58.46510645365813,-115.3706230660992,-29.1067628833637,B,87.2861345514422,E,0
18-25,Other,C,62.103499502196335,D,-11.126972178839774,-103.0445834582401,-49.00627447268898,-33.745652096550636,57.02550219335162,205.75311707796976,-131.6728930797912,D,-45.63578162925966,C,1
18-25,UK,C,73.84455003823581,D,-6.522379131552163,0.2258517191731047,-68.89313289808756,31.949099263909513,103.02731249384804,-45.139046192093524,-47.499356643425486,E,-237.472480166344,B,1
65+,US,C,-144.22578652476523,A,24.515070055508616,-20.389945915372014,44.278395717146985,-56.562309708016734,-179.09170730726564,50.602192885427556,105.60343363045436,D,-1.3412242613612344,D,0
65+,Mexico,D,61.29269637785121,C,-3.367021607084031,37.32571179833541,63.917412772989955,-102.67809563909809,137.5515818641175,-178.18789714093214,101.88407631452456,A,62.760540519717104,E,0
36-50,Other,E,98.08076723648908,A,110.42014732317627,62.030213010050495,-33.60224885609898,-232.72974245143834,-110.04293620203536,10.72700883490763,204.24379844164494,C,162.4409480058177,D,1
26-35,Germany,A,112.5156776341974,C,39.58015982542557,-128.67001409075917,26.39381752923569,-24.59626395816974,82.02737773579727,198.01354875967834,89.63440216455018,C,-59.41840361736549,E,1
36-50,Germany,A,-100.75956327601929,E,-110.20478238258863,-72.46247165391001,-48.48285952056715,-107.09260766316766,-52.47589774696575,-124.93071999640861,-28.76827445002657,A,-81.26604542231915,D,1
26-35,China,D,115.50502839006671,A,85.51450253374865,-8.886683822277645,20.864292208299194,-3.2408309393228607,-58.778691053422364,-88.62769103609442,47.4482662006955,C,116.7850579137267,A,1
18-25,US,E,112.94172002549789,B,123.16162204673992,45.484560421224586,115.36471867908156,231.88541407802265,-26.34094380520486,109.68622196889513,49.0417682978665,C,58.4765264688732,C,1
18-25,Germany,A,152.35465472998217,C,-22.75961398152023,-25.842678906331468,91.14272242601888,-180.99884154192932,49.243824124423966,2.478342764257626,-119.44854738066711,A,23.075656953324263,C,0
51-65,India,C,0.32110490562255717,D,-35.25728590474555,-18.97653266738383,65.41875692362356,-0.7197138930393288,62.05747214193315,-47.54556358673016,-170.39147410562478,D,112.48337839181471,B,1
26-35,India,B,-89.51975933987951,B,105.83414392781765,-83.17429102530325,-25.05602792428803,-43.88564329155978,21.29584961602958,-23.510541080946965,-69.03256195283299,C,-85.79348463494512,C,1
51-65,US,E,-51.46999453789207,D,-39.895901681126844,8.627975800940206,78.02203425019232,-111.33281139892853,-183.42657703653725,-21.503519534777922,2.441230648008475,E,87.7995795886559,E,1
18-25,Brazil,D,-27.91322271532256,D,-191.96068612504132,118.65763021873438,44.871969631665124,122.7995229868485,-49.42915663864066,62.43538914452474,82.99724069502574,D,-14.201055163131699,B,0
65+,Mexico,D,-1.8176698600382721,B,86.31629912422738,219.66428378238038,-213.01570638458088,19.936474012509425,-82.37609844200621,-92.14947712798673,154.28835197765608,A,43.8415469128247,D,1
51-65,Germany,D,-35.69333513014345,E,108.76291658463377,-18.101625058841286,-66.5463464625054,167.58181452876977,96.7518660749864,32.09613601473385,133.00396412397535,E,12.274639289913122,A,0
26-35,US,B,-33.62717402247226,E,36.661815493523875,-112.85658672241772,-29.241618774897304,-168.2041334969577,-103.0271927473077,87.061826083415,18.668646639930444,A,73.66455580462784,C,0
18-25,UK,E,132.05641475066952,B,93.75446464511764,-173.9324508610821,-62.55050107859077,96.98537286507751,25.71863790527182,39.69479304262593,15.261085643400202,D,56.664442065616996,D,0
51-65,Other,A,185.64931641193073,A,30.377031503091146,17.302720645304188,80.69959442056901,3.9734399305414656,65.82284658392219,36.5399471687089,224.450069480493,A,47.699628040502766,A,1
18-25,US,D,214.67330022068504,A,-9.607826238102843,-55.788273029438685,45.815335090722016,-46.39011738245545,-100.31247835846338,-95.89075854286614,-18.769578829202256,B,34.97060785083203,C,0
51-65,China,C,13.457934174036746,B,1.3396714334075175,178.31460219863982,-147.28256186619205,28.49843973340352,72.50390095663067,-208.9813575393208,36.22637543120108,C,71.8658027467273,C,1
