civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Widowed,C,B,-107.26287897699348,-172.9189566201575,A,31.445706530340416,D,-20.07962606141629,89.15053591171204,105.10381602200545,0
Married,E,E,39.22547353248109,-9.109793445220497,D,214.48889529829748,C,39.69509084931591,110.22162328702352,-48.16020988954883,1
Single,A,E,-16.392826302452157,14.20978832148868,C,68.45718220923317,D,-60.68535220947374,84.8292949176901,-38.68751664698101,1
Widowed,B,A,69.465103561576,136.3320695885633,C,104.47615367724458,C,114.83194788237137,20.64312014741849,-78.17008942068901,1
Divorced,A,E,-66.04397400004778,-94.7630912144487,E,107.35903646230886,C,100.84163071399956,-41.61796786717908,-136.5187713135262,0
Divorced,A,D,-4.596078230260262,-41.199449813353056,C,-9.874237724005779,E,-123.36121148032649,208.44117538011662,51.721870244846066,1
Widowed,E,C,-6.1076266420976735,-57.75168265037088,B,63.883857050964956,E,95.1076676481254,4.759583858656337,-140.3899367145961,1
Single,C,B,64.77053924810792,258.4129510458324,C,-234.10931071776716,C,-8.91602724695601,-15.5224384400421,129.22310599431273,1
Married,D,E,66.83518133321532,-82.28018229593754,E,-71.41504513866998,D,-67.66492857565234,-131.52002816119767,-114.46314105881189,0
Widowed,D,E,30.608393465807566,33.92497083023002,A,-147.4111601192726,E,50.570415553182926,144.00188362919843,181.39658004326546,1
Single,E,A,204.47983616558366,-86.03524942030205,B,14.689288979682338,C,-119.2834636970014,-123.91896673693029,-91.76267853635274,1
Single,C,A,-63.956892534030466,198.30863375029764,A,6.801211182100548,C,151.0427664053583,-180.72752558764046,203.93432906433145,1
Widowed,C,E,204.72956288556844,81.74231459121359,C,-61.81262050004822,C,37.05959662626484,-62.1227128077405,18.015634222769624,1
Widowed,E,E,-92.22058634256345,99.94163280975336,E,-218.5808831952629,A,68.11821156819474,-132.46578317002908,187.94833213523418,0
Single,B,B,-131.04985762619918,-99.17918176049471,E,135.18878549761172,E,11.671370129177113,43.46901880274545,23.603663810284033,1
Divorced,A,B,-35.81148763628427,-105.21285714646334,C,6.637637708887642,B,-130.85631751258416,0.9889742696868381,-19.03020741796694,0
Married,B,E,-27.579159121189157,-110.12063389705034,B,-39.47837795514125,D,-134.74817383860108,30.016693905909815,-19.955101996143192,1
Divorced,E,E,-68.98135857002995,-67.4611225521414,B,86.26053479797025,B,89.49468527822656,-245.94416454722304,109.12761097606997,0
Single,A,A,70.00571017793682,-9.211988840169823,E,-27.14956245179185,A,-9.694314606732314,108.24724102475822,-42.63856495569413,0
Single,C,C,-35.69270475669245,-78.82360900353443,D,78.0808360630896,C,-67.42685516686147,62.681742377774654,-108.59755040745176,1
Divorced,D,A,-196.47227146292676,-66.97024048788897,A,-237.84986131116958,B,8.338749278872362,-78.10854231309085,-122.46973271556571,1
Single,C,B,101.79871945107692,135.77011907692875,C,177.46511280738443,A,-144.47844457535948,41.820256190941464,48.868643799432284,1
Single,A,B,10.729420708559354,177.59318279375015,A,-45.62480073073073,B,-43.54976899620729,5.033220974203799,63.0778232469272,1
Divorced,D,D,166.31393328820292,22.063793561763386,C,86.0806440577825,D,5.341013050018137,-61.72151385562212,-142.61871598229334,1
Widowed,E,B,-24.50877087536185,-46.893074146598416,E,-31.31273372165556,E,-41.86974241710748,37.384405251838274,42.623070697544854,0
Married,C,D,70.5473114113469,132.44488726313077,D,-63.792895589080814,C,-85.14207906272713,-85.2255831813427,-119.78432946024908,0
Single,B,C,-182.92298643842489,-106.61869108668594,E,-254.26680778890264,E,144.62742335875504,37.973459448897984,133.566073087837,0
Divorced,B,B,-147.99357614329173,48.810467504997376,A,9.187564229512004,E,-98.2570302436568,-36.7524836455667,114.6090601421174,0
Married,D,B,-177.56536056955463,-61.29049846402235,A,-86.36849960563868,C,119.39089181778526,33.51957471981618,-13.071889722315378,1
Single,B,D,-137.34227108389655,47.015786676220486,B,-132.534308298893,B,6.5999808268621045,-160.27104945400544,-202.49727608575108,0
Widowed,C,C,40.453688856906524,-54.98669877605502,E,39.69316216129216,A,-141.70105941940554,-25.214601707683894,-63.29564117673616,1
Married,D,C,-68.76138824812297,103.79054135149981,B,169.3152784911647,B,124.87919201980806,320.91843533418336,118.54032253360917,1
Married,C,A,-90.06492276914815,-82.31162820539191,D,17.283273448700164,D,-155.81444589095855,160.5128899959373,0.5600902276192431,1
Divorced,A,E,34.565351634557736,-73.99351442262567,A,122.14859292521727,A,-57.86292474466269,-32.98204356317784,-159.60191600632007,1
Single,C,E,126.06029452715913,20.87451344970706,A,16.635042175804564,D,-101.54877085848364,-15.90405141342356,-78.17111237423845,1
Married,E,E,-31.299812415581385,-15.315259603223009,A,12.680408124607062,A,-66.60792504984498,-17.69205759205053,-74.52686693614075,1
Widowed,B,D,-13.997935355796109,-203.87906944955427,B,-55.643352507441456,D,226.06427339798122,-2.8500095923118938,-228.47464529986422,0
Married,C,E,19.03670263518253,32.75018889311217,A,122.16104746868585,A,-42.066993436250215,123.58894283174881,2.7574798231770647,1
Married,A,E,-15.488628610804486,-87.88298685809404,E,-24.55699089291062,D,17.848173624010933,15.102255890576084,-75.06696520936126,1
Divorced,C,A,28.174717765013952,-80.0199622271873,D,-11.80802063648343,D,-104.27454419711381,106.9372845955212,205.79084916544622,1
Single,C,C,19.86030958906586,220.89173875565947,B,-215.16670001654435,D,-65.63097225356536,12.332140859083948,-100.32461120676209,0
Divorced,B,D,-120.3569990106136,127.97355752528699,E,62.36481703845058,B,-153.74591056006,207.8728631547624,-17.160441380247274,1
Single,D,B,-104.9373730148858,47.07894786324613,D,-182.23721955300894,C,-67.15948810234518,60.64131684016224,-234.94741655989748,0
Divorced,D,C,-89.13921293163088,80.64664477575553,A,43.5960123741734,B,-134.23579619309461,100.20234887021225,-12.476766816620222,0
Married,A,E,76.04751607036832,164.75408171297727,C,-45.53241902159255,D,-151.85964649418685,26.33323655107268,-28.729534075004796,0
Widowed,D,E,71.3715830612539,114.97128771873221,D,-42.853088352744145,C,-0.3436200480742807,-94.26666711616528,28.918605475809787,1
Divorced,C,B,-100.50288877112388,-13.245891096482982,B,38.3990501996817,E,100.89804562014082,-50.93016564837033,92.8651597271545,0
Married,A,C,-60.615722884903555,82.75998093465346,C,-45.44729464682541,C,-47.53772222313819,-100.3524883100893,-62.20544241752942,1
Widowed,C,E,319.4506062077052,172.93765796821805,C,66.84173812254576,B,155.79001104058796,60.491795511678426,-56.7675569595256,0
Single,B,C,-76.2878110210819,16.298420677022417,D,192.26432412319593,D,140.02123793431664,180.4796167711368,-41.140451611757804,1
Single,C,B,-194.2654545723985,111.93305093702817,E,-76.07761677729589,C,125.36907722594985,-86.7748471176236,2.0782739112894353,1
Married,C,C,-77.04355168723048,-67.60730543235867,B,81.46201008891282,C,98.73945491200996,-182.48140093967947,-44.78739633956868,0
Single,B,D,18.61776478666496,-43.65173682083569,D,-19.719223301833466,E,-59.20627239604135,8.424529959867701,-26.520849590787936,1
Divorced,C,A,-66.17127004148237,165.21343944421744,A,6.452087932490577,C,148.9203506774297,103.11782825538289,-3.6172386919180752,1
Widowed,C,B,77.86782513168214,27.508785827123333,E,-128.7003185676804,A,-67.55324864075675,-68.53067363442278,-39.610323509829996,0
Divorced,A,E,-24.500753631388484,88.98942930379734,E,-4.193263526423645,A,-109.37020367020409,96.53532054835252,-24.771270247543022,0
Single,C,A,-24.294497270834782,153.41937469173305,C,101.99849814896555,A,21.685017723111173,-119.82417407887067,-148.25635225356723,1
Single,A,B,105.53429948741801,-48.30133562190531,E,157.2689639634683,B,-4.668259564417233,103.51318804504272,134.2390958124508,0
Divorced,D,A,52.14968130642901,-97.91339157579334,E,30.92718163908511,D,60.36379016710396,-100.71487797081886,-23.072477973499268,1
Single,A,D,-96.9340383451091,-79.17404166210218,B,3.9420823082649195,E,-42.264200903975144,126.1779327089197,-117.04535962869791,0
Single,A,C,-25.522467140483606,204.21337921837824,E,91.57114262544506,B,6.232104684882577,-259.4847829316614,-152.50876161712665,1
Widowed,D,C,-66.89860726274118,36.244102914092196,C,-8.250705629570668,C,-119.80976986105757,-98.07327238824442,-173.70346614173238,1
Single,E,D,4.577556126363579,24.0026332433039,C,110.53658322410638,D,-14.93556298318304,27.391570735930333,-57.8345597026088,0
Divorced,E,A,-56.80370393909144,145.65102947934955,D,81.44546099932907,B,-64.668376616798,-5.408622848725211,-141.6143588790361,0
Divorced,D,E,-7.3504357312940085,56.20801537500411,E,-15.024389449771084,C,44.7904468239578,-54.603713184496684,-113.3739019181068,1
Widowed,D,A,-88.37123100125133,66.36768830845087,D,54.98719595573059,B,-56.775057950218056,-106.16390483827891,118.62804042364044,0
Married,C,E,-37.27517107378143,-90.14710912206517,C,-120.37683345493089,A,-54.47379836577289,-82.08534529951174,-146.64643728055432,0
Single,A,A,-60.5374063094253,41.58964057827919,A,-265.1866604724195,E,175.65452525170892,51.65844490294622,48.99609494887127,1
Single,D,C,352.17541576915556,-30.04439192875078,A,-256.2722838408647,D,-45.19461677754751,-124.36228362074684,7.240319188481147,1
Widowed,C,D,58.91639248167767,-8.22254555622791,E,74.94949623431269,E,57.85981017508399,-121.54360313821859,-66.44221578369202,1
Divorced,E,E,-211.39921625214643,162.13885129899367,A,-166.10107019486026,B,-68.02817527854927,93.58778556316733,-61.943106469110276,0
Widowed,B,B,-77.42575220374694,-96.43259648065735,D,-79.58757744181676,B,176.92786842138614,-154.0350860706233,-154.7605799551862,0
Single,C,D,27.454848853538437,161.88649835921169,A,71.1840648923983,D,117.14110269439473,174.32058525501336,-2.614663104963778,1
Married,A,E,163.8950051462031,199.34771998891426,E,31.637521048025576,A,19.569264933459692,172.41256525096358,43.511264653671624,0
Divorced,E,B,80.00117315888612,-163.9314435141863,A,-129.61000079532008,D,57.08534252579296,-63.74274043837518,-3.7300951168103005,0
Single,C,A,181.50749611745985,-44.23569786777037,C,-181.8781413001745,D,21.55421219442361,-26.771400880953237,100.65279014375974,1
Married,B,E,-102.48692871430059,-257.1917044248572,D,6.964739114465049,E,12.89129083832947,-28.46040584115646,139.95729410036012,0
Divorced,B,B,10.173920468215886,-88.46970365522213,E,66.5895081650009,E,126.85918149799352,-24.65277595407547,-142.39891550137543,0
Widowed,B,C,105.95311927137561,94.86630821369491,B,4.089965110331679,B,-31.323939967291448,9.530060384238944,-164.48653555669887,0
Divorced,D,B,28.856778871466034,-35.82352228390829,D,51.90506342498754,A,16.257182907897448,52.66892781459605,-71.29554613200207,1
Widowed,C,C,139.10865842438457,44.266746586090456,A,57.48929559019705,A,10.837074875990774,8.663573592423077,-99.70831190858357,1
Widowed,E,A,-15.846047197234622,186.7587399931124,A,-36.84710414703364,C,-131.90814908493175,1.2122582990193653,32.900862871509545,1
Single,C,D,-162.26035715914043,106.92162032049188,A,40.69438334473334,B,-56.74616930972651,-36.80905337116453,29.085480703445203,1
Divorced,D,E,144.11874772442283,22.091480381912447,B,-211.99366942578658,E,124.59582718691959,-87.76517663009173,-121.01165061272742,0
Single,D,D,-4.866287257922142,122.61565870192366,D,-34.675034835572774,A,-4.117391671213409,-103.87908922975184,-93.52161746445337,1
Single,A,A,84.48153583960743,-112.16105868049628,E,0.7506013663986163,E,92.49969003444775,108.62166544594807,-58.531268702727466,1
Divorced,A,B,41.55295801214401,-12.048742972363858,C,34.13105128813775,A,-96.5318559865724,-2.517312777351811,49.94743095253639,0
Single,A,B,85.48655921465968,37.578307953924025,E,94.76553376041481,C,-81.89183767162814,-119.7361695273678,46.65754610948461,1
Married,C,B,100.3202467444094,117.10306620518519,E,-71.46452686215915,C,-80.0393543553116,87.05761295200871,-7.281004749610902,1
Married,D,D,-32.54818081984341,-68.5601872526584,B,162.26198694938142,E,-14.480527768955442,-91.29044751954555,11.696358401921325,1
Single,C,C,-15.99741536081258,-166.00768607354473,A,-48.377208284852465,E,-75.77710605506162,48.53440517407627,68.34400885531531,0
Widowed,E,E,-90.44506307512967,-12.086792488288923,C,32.407283705501285,C,143.9924335936595,-13.083225063852854,26.481277896765004,0
Divorced,D,B,22.355898784679784,24.931850059190655,D,14.966551980051957,C,-118.72007688225514,147.57031288598355,53.47127784255653,0
Married,E,A,156.93985732588587,-67.77167506706482,C,15.919718955107113,C,-45.84086398232397,-59.25299059053335,4.314644895737339,1
Single,B,B,104.63452068873546,-39.63872171385079,A,259.434371086716,B,70.23880619828655,70.11349272498737,-101.92776857277505,1
Divorced,B,D,179.36430809729754,80.9721455133779,B,63.41666980344422,B,-97.97982397463295,-143.87525941462061,-15.639498183880738,1
Divorced,B,C,-39.60998458211347,-80.23641880394827,D,-46.39625869880285,D,132.47430854593685,17.743739456635517,133.2936768505099,1
Widowed,C,A,81.53381635670105,23.68405128541948,B,-102.47402457771766,D,185.75220655288945,-42.57164605433778,-78.8557707540284,1
Married,B,C,39.36136690269431,15.497391341200379,C,105.8912594710761,D,-175.5399311625214,-17.384663761043605,-134.6814799327547,1
Single,C,C,-88.60752601720505,-53.54289357407781,C,39.23560287587982,D,32.11928441025259,120.13081006201622,20.797050493885433,0
Single,A,E,-115.10930958296916,49.88627271268233,A,-58.429776864691775,C,-90.67716783167843,175.78760364293262,16.802151764841597,0
Single,B,E,43.18834291457737,-110.80427851670575,C,-89.68216861771302,E,150.3527085581875,1.9142353149220253,-68.73875425304375,1
Married,C,C,28.62722082137607,76.22541310114505,C,-148.2983642708576,B,257.5197961777884,43.090613229635196,-81.35669950529845,0
Married,D,D,-122.73918084696611,78.70240955149788,E,23.692144537410183,B,-149.28339849246996,87.02103639931238,40.20788083795432,0
Widowed,E,E,146.48978273833063,3.036909236371331,E,-44.8105982797254,E,126.52863128250674,-88.67068518376045,71.1496195486199,0
Single,C,A,95.10029512799123,-16.79217588899405,C,83.4175006486951,D,-126.44592698604306,-33.71434065315246,131.23743721240146,1
Married,E,D,-58.146368718664,58.698443012827006,E,-82.65037976081831,D,-51.340665903059936,-77.96002972867664,-38.98614166102084,0
Married,A,B,-25.135852078100058,-66.86717888156976,B,53.73606816211159,A,2.3095171993895645,-134.70628599317658,61.52325957150977,1
Divorced,A,E,7.987745274220807,75.17607672879632,E,-143.66504627234795,D,70.21280381258015,-122.23744727907648,-9.217806302604497,0
Divorced,E,C,-231.09809686581698,-57.28746625643404,E,97.0130021350905,D,258.6729591682658,-42.6037189991659,-88.28734367561403,0
Widowed,A,C,-10.691634837057297,251.38529337516354,A,-75.91475043991352,B,-96.99660856696866,-75.48780194067702,-157.94730760070902,1
Married,D,B,-8.446007793730596,-86.04628168253045,E,20.136275978887692,C,-57.57225084661469,-46.75008019150785,-46.07980148870276,0
Single,E,A,17.247687740136705,-6.0743712834173875,B,-9.03552708538987,A,-26.909796042946006,-133.10011878875426,126.11373804124344,1
Married,C,C,-32.658975978948014,-120.40084533702657,A,138.98513646113918,D,-71.85253964543305,256.6426319158548,-184.4700376505258,0
Single,C,C,129.4124613897207,-83.32843178341663,A,46.29653618194218,D,-178.28174596675083,-85.98470179675186,-44.58009312971905,1
Divorced,D,A,-62.83060709014324,174.67852664905965,D,-154.2757462509871,D,2.5704652960327254,53.460391014782395,143.21751061374536,0
Divorced,E,E,16.142660772337546,-100.12016509642191,D,-91.96230888618683,A,-141.32892328622626,139.98864330003627,-103.96472259977476,1
Single,D,B,121.16448864329065,17.742219054467032,B,35.36952622001724,A,30.11355565470502,-46.49317276555091,-116.84774511591525,1
Widowed,C,B,-66.31401447780954,-180.71807381928411,D,179.15359822829654,C,6.471356228318995,-164.56414392503703,126.25956061550635,0
Single,B,B,20.989201153274646,-152.5010596712808,E,60.76987565052615,A,110.06446851821681,-18.88890492341248,-79.36176119412879,0
Widowed,B,D,22.781937904292622,-84.66411347043041,B,149.33997253853528,C,93.3074522224209,63.00267003339219,-27.20308864546969,1
Widowed,A,A,-35.290753216281004,151.71072263157572,B,-54.33434466307357,A,-52.5673034292459,199.2478142478974,58.6821522416387,1
Single,B,D,-59.153247908970485,-93.87342093860538,A,11.444834808287002,A,-52.34898938704754,135.3462215027206,0.5396223770750461,0
Divorced,C,D,-37.08960827705341,18.7173627865008,D,-64.91554069427451,C,55.901329350688265,-109.71220607652683,-90.45986104709313,0
Widowed,E,B,-18.259392409491603,-145.51843292102257,E,-21.18680499456658,D,-31.171194456884553,20.740537167888824,-23.276855655701407,0
Divorced,A,C,5.166440639334434,4.917287530861252,C,-139.82228260854117,B,-144.14645171561855,87.47159826912335,13.360331502571949,1
Single,C,A,-125.11399319343295,-193.18968803853295,C,-49.570429103763196,C,-5.27993131938407,107.47008161100717,-74.97162112560144,0
Divorced,A,D,-173.76848872624112,-151.52568182805868,E,-47.09453155307701,A,-115.50156508285153,58.330864328636345,64.36342545962573,0
Divorced,E,C,52.09784164259879,132.10447557039677,B,15.380603518774407,B,-34.567473921481906,-183.9877033901971,-52.77468507780551,0
Single,B,B,67.70692519950707,-236.44198353671229,A,-209.77329367433134,E,-32.50746755822649,-52.33637161836092,10.302509489616668,0
Single,D,A,27.057957644219844,121.76361872419356,E,-101.3470947314683,D,139.5149385172196,-116.50637478902814,89.10384959981128,1
Single,C,A,-81.14922111170222,-194.3818602982451,A,-141.69931037230265,B,-46.11101959273613,-133.87968140386812,57.854820488798,0
Single,E,E,-121.4998219184283,6.586303058047658,D,8.12589711263823,C,-103.22404400185225,33.90288092368741,94.61897404560354,0
Divorced,D,B,-135.77397194485422,-40.70349438340857,A,-114.46867775909084,B,10.558664282485116,-123.5726656467149,13.351872751714696,1
Single,A,C,17.1727318549598,-13.287371205426346,C,74.50563303224986,A,38.55211565957609,102.00194137528548,151.90711222820804,0
Widowed,D,A,-91.25876186505806,52.46563464955373,A,126.21211226270262,D,98.36019114682533,-3.380374948060178,103.03153351440797,0
Single,A,C,-117.78295376740515,-18.062278182368814,B,169.30240730624482,E,-164.01075550952706,73.96131009488039,11.567756350625872,0
Single,E,D,-58.8735578024402,-5.661487256126805,A,-32.67061487746148,B,-112.54958221823983,-30.596084966311594,-10.459942385331406,1
Single,A,D,1.8647297832414558,-158.30720893420852,A,27.603559718373184,D,-136.66196898954735,-311.81884097147883,-80.08147039890251,0
Widowed,B,A,-102.4708072884023,65.75294153662807,C,74.87412054457963,E,12.758371122245594,94.82731131915797,-19.808368751076692,0
Married,D,A,-108.00906239774389,90.08002859677953,E,-56.83353185901784,D,-0.8294651805637331,-17.090593216639693,51.90497466121432,1
Single,B,E,199.20161273199258,19.816707118181846,E,89.07252421934416,D,89.74272162796572,31.19602566914948,66.57191178098587,0
Widowed,A,B,-114.63823806508593,384.3294775988885,C,-17.018030161518777,C,58.491203149716576,42.19135055543177,53.24889643984269,0
Divorced,E,A,4.94362026419697,30.511437213388504,B,21.284510934099647,E,-288.1168302273824,-139.20435650522415,161.04474846050533,0
Married,C,C,39.16123306891494,-53.49009005871683,B,-47.35006721403351,A,18.221158245744135,110.50870075741723,82.17531734792531,1
Widowed,A,B,-138.491527198971,-184.45704130597284,A,72.99064626073798,A,185.45197922750697,-72.38117183449718,77.79945938296098,1
Single,E,C,185.0633930143872,70.97532642253977,A,73.31822176832941,D,97.32708023621993,4.860591264270676,109.10978606646657,0
Married,E,C,-147.54319244493206,-60.99816480630833,D,70.18511551709668,B,-27.198679367136364,-27.289488340742267,-112.46582357133066,1
Widowed,D,C,91.869403665097,-75.368507538445,B,51.52481205039577,C,-62.79439064662823,-75.81036702051097,-31.090829664040715,1
Divorced,B,D,94.05371156752511,68.33445981914309,A,91.96148097147352,A,-46.18258712182456,93.73455865088017,13.373236018530832,0
Widowed,A,E,-75.56150490480294,-38.73238300493208,D,159.29723745054386,C,38.835111786519015,-85.21671453429424,-56.94202146691928,1
Single,A,D,80.9955925599941,-154.61065884441047,A,51.45877475451025,E,242.34613841378513,-36.689667965010436,88.60866266729244,0
Married,C,B,-219.2269879353036,-79.51470255034245,E,-270.66904494677215,D,80.36337086024467,89.93667079835829,-166.41722502859707,1
Widowed,C,D,-210.4897964824796,-268.12186880217223,E,-63.300653137327124,D,123.61585415822273,39.22548995300734,145.80157023084655,1
Single,B,E,121.98775681766942,-49.711180654126586,D,61.84492360509285,B,17.606892405892367,165.05640422012175,-148.30107451868736,1
Widowed,A,B,241.68693875063053,123.43119813316461,D,84.8836315804288,A,12.457444581668376,9.539697647195394,81.36074961809786,0
Single,E,E,106.96968071559682,-97.04343838170492,C,50.96351561521233,C,-34.4979583905933,-58.99738029580321,36.98502946683953,1
Married,C,D,3.988294447551763,155.24620956990057,B,-48.975429564019365,B,-154.66948839859515,-115.78948113372259,-13.078874254177764,1
Single,A,A,-19.067702959528184,-108.31976485228527,A,-102.34957681289522,E,-82.98353212972022,50.38215111631361,-51.097624801160734,1
Widowed,B,D,-66.99125707064859,-74.78587366751239,D,-121.79384844429346,E,-141.70641147597993,27.696355312548675,261.2212772228342,1
Single,A,D,-107.10468688437523,-12.087363630219356,A,16.253601746914974,B,57.476855559005145,-80.55492664960903,82.41308971432699,1
Married,A,C,38.191407874095425,-103.51085729135056,B,-20.52287621317023,A,317.95604380083773,64.19484028021984,107.62248686708884,1
Single,A,A,15.291857296622503,36.684566896551765,C,96.68561723504294,C,2.416617890894488,-38.87230358681025,-63.48245625576745,0
Divorced,E,C,10.92767822197179,-134.99705074121712,C,-21.18557062566473,C,-75.96077815135116,-55.59007091739122,-177.49459995934683,0
Single,D,D,-59.63349677882533,-49.42874074603101,A,77.24832476778516,C,183.01138281857925,26.650727475362036,-88.32899842469021,0
Divorced,C,B,-107.73870487260706,70.20565917818207,C,-9.813014166553364,D,208.44298766507922,103.46289646556768,6.654319665618219,0
Single,E,E,-31.850574432043054,-47.019287545808965,D,56.99926112380894,C,85.3298835146003,-89.13386705163174,35.52829220291871,0
Widowed,B,B,31.89951594838313,123.92387893215009,C,-19.294892604594207,B,-8.23137203439004,-26.291018492199775,222.43093467095233,1
Married,D,E,146.64281102064,-80.13815811281219,D,101.64704907346488,E,-61.98595413689245,8.043285723406246,13.197220659826126,1
Single,E,E,-161.279371462438,-116.8696573805982,C,130.9093168274647,D,-41.75408257929928,16.244907059351362,-85.60606667981597,0
Single,A,A,16.330945320479817,-66.99970742633641,D,-130.0035432634536,D,-161.3308258347675,0.01257726528010958,63.39101855817682,1
Married,C,E,-104.50415692983847,83.0125964461067,C,75.099405496463,C,241.37064063600025,-146.71100917803625,-54.66535107459013,0
Married,B,B,-96.27281704943768,-180.3486765411092,C,-38.344362706410685,A,-30.671034438549277,112.20686557759629,12.030201121328325,0
Divorced,A,D,46.97238567482592,-40.025403177874026,B,67.49498608097223,C,-16.12365506398486,16.03645163054218,-11.9114564265045,1
Widowed,A,A,-51.99862816584621,-85.56844673899936,C,140.32308288094077,C,4.232786952333526,1.6959441219875748,-20.138285116046728,0
Married,C,D,49.62370367937121,60.382632293125084,D,122.56643482848884,E,-141.8131938347415,-307.49199282965026,-229.22129437557453,0
Divorced,E,D,11.645647505349753,59.780526508936426,D,-28.743974928213824,B,-310.2576070610833,73.78163054143728,81.34005203937427,0
Divorced,C,B,38.444359312191814,-180.42075552891507,E,80.18294747902813,D,-158.30510563360048,-24.992054704907666,8.144289451295277,1
Widowed,B,E,91.37511285899521,-173.49709591883095,A,-114.0293316750453,E,-66.54788287244182,111.35339396528725,22.170974087385424,0
Married,E,C,100.18909638616398,26.156177990190244,A,-28.826967731420044,C,-52.39909164691971,143.1736796165326,-76.02059413447435,1
Married,C,C,147.30506286364272,18.675693548396367,E,89.83531649552364,D,16.2966308039055,6.297274858214635,24.754485062904685,0
Widowed,C,B,-232.86047233258458,100.32460602629757,C,-78.22791326389009,D,268.3203932001955,119.50734101859652,-0.4293314889161613,1
Single,A,B,-93.01741149839256,-87.89309360436548,A,-167.01339896240398,B,32.35338100994455,21.995340073231613,-95.85365337424393,1
Divorced,A,A,51.64617472592216,3.654037578448056,C,37.0040225927257,B,-41.21478293120822,-2.3764334841825296,-184.93947764176107,1
Married,D,E,-80.8921671895259,-323.7639145463759,B,115.88880790791818,C,183.46696278113373,144.93724722452745,-94.09949851790006,1
Single,B,D,15.070954335676074,45.75753512797569,D,-3.1143179536634142,C,4.946342182104216,77.79535300200854,128.44961990184083,0
Single,C,E,-71.73458081900469,28.114504180085092,C,-48.26942078370738,A,62.156840061233396,-195.30047710780033,6.328028841313328,0
Divorced,C,D,106.81738225299513,196.914163611372,A,-178.3414773123728,D,17.21680842575865,-10.129735130961702,-83.29100863779463,1
Single,E,E,140.37057423938967,1.9833918438222662,A,133.76908626544724,A,8.70218144755535,-72.2946479753247,-25.18801146276936,0
