age,marital_status,veteran,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
80,Married,No,Both,-17.708568806880493,-42.799361081613654,D,D,E,-97.07639368388634,E,D,-54.14914269414023,D,0
88,Married,No,Yes,122.84948174698845,-47.19212761158787,C,C,D,96.52532975436927,D,D,-8.882163445903345,A,0
39,Divorced,Veteran,Physical,148.26313959441094,13.449497469553751,B,C,D,-61.45697682520493,E,C,-192.12574796961033,B,0
48,Married,Non-Veteran,None,-70.60224738384167,-92.84133742935494,B,D,E,131.0866626479,D,B,-45.99224802608789,A,1
49,Divorced,No,Mental,-164.35764531859004,-78.20416576678572,E,C,D,-151.6991416073144,A,E,13.032117471332091,B,0
44,Widowed,Non-Veteran,None,108.06812821358365,95.96661611672639,D,D,D,62.55305625076865,D,A,-81.8367564469962,C,0
54,Married,No,Mental,-24.203808032877035,-18.38975128933066,A,E,B,-195.59933855334793,A,B,-97.7809871083828,C,0
66,Married,Yes,No,122.25932622487672,-54.58681037383298,C,D,A,23.141270303085275,A,E,-9.743125402491554,B,0
84,Widowed,Non-Veteran,Both,-0.8997412114643281,231.40541493043236,E,C,D,-71.3184576403028,A,E,-19.088907002604266,D,0
40,Widowed,Veteran,Physical,140.89752384340346,159.6610868123779,E,C,C,70.95786121099145,D,A,7.877427120665567,B,1
24,Single,Yes,None,-45.35464274592979,76.41286427171244,D,D,C,-5.29618097117834,C,A,-52.73688290767768,D,1
27,Single,Veteran,No,-70.39456423085551,-48.302993749330945,E,C,B,221.99779924475197,A,B,184.5466893126331,E,0
90,Widowed,Non-Veteran,Mental,-84.74126661853715,-73.42491079785599,B,D,A,-74.50180426406394,D,D,63.628051197810706,B,1
95,Married,No,No,48.90505707649484,-189.2200324452729,D,B,B,-47.03773916549088,D,A,-61.44340588622546,E,1
74,Single,No,Yes,-30.95423144593756,139.54798145626765,C,B,D,81.81006794103428,C,E,-22.22630021972555,B,0
69,Divorced,Veteran,Yes,75.76155418648841,172.3537785909804,A,A,E,111.73429658502441,D,A,124.02283256916911,A,0
64,Divorced,Yes,Both,86.44293806660143,22.562689816561875,A,C,D,-45.047131270511834,E,B,51.20532162415139,C,1
84,Married,No,Mental,75.22477443586197,-129.71392926226068,C,E,A,107.12336922303918,C,E,11.251554294313632,D,1
46,Widowed,Yes,No,46.425897332254735,-53.94623795684329,D,A,B,-63.73518982032992,E,C,29.73917724845209,B,0
99,Single,Yes,Physical,-48.42321922440653,132.21292453067278,B,A,A,-8.192125957432326,D,E,-168.31785356306258,A,0
88,Widowed,Non-Veteran,Yes,-54.92941398573444,-77.31744223136552,B,B,E,-3.175224733179212,C,E,193.8581439291378,A,0
94,Widowed,Yes,Yes,-78.90635148701773,48.803591567501954,E,A,D,14.010837088661413,B,E,-111.03521019794344,E,0
27,Widowed,Non-Veteran,Physical,134.75411704739457,-9.53681002771361,A,E,A,78.50763381163102,B,B,-2.763652374806929,C,1
49,Married,No,None,242.25859569217195,5.746159707568113,D,B,D,-29.91195525373072,B,A,121.69956672523206,C,0
81,Divorced,Non-Veteran,Both,67.778373746579,-22.47438437022401,E,E,A,111.78163883638487,B,D,153.5611484137891,A,1
30,Divorced,Non-Veteran,No,29.112382118411052,2.496061848782273,C,D,D,139.48905372318436,B,B,103.50354384627967,B,0
87,Married,Yes,None,83.4538951966643,88.62446283784662,C,D,E,162.44063639977554,B,E,-257.42998982625613,B,0
97,Widowed,Veteran,No,18.74426224450312,-176.05701067512595,B,B,A,-10.994434387027477,C,D,28.868722874283147,B,1
81,Divorced,Non-Veteran,Mental,-105.1591314118505,-70.07268883225366,B,A,D,-287.53662356783354,D,D,12.869755843399139,D,0
35,Married,Yes,No,133.05793422740385,-63.35281711395887,E,A,D,50.3913230896487,C,C,-128.6711187687474,A,1
46,Widowed,No,Yes,-36.481010179952065,-6.0493682439395515,B,B,E,-119.15146642881345,E,E,45.337029695368706,D,0
35,Divorced,Yes,None,-72.63124425286664,33.743674312312706,A,E,D,64.46631152291845,C,C,-79.84829433638237,B,0
45,Widowed,Veteran,No,25.40553680410585,16.079523014144556,E,D,A,-74.68992070107905,A,A,-68.20500145500353,A,0
71,Widowed,Veteran,Mental,-20.617564453261593,113.29255545958475,C,D,E,195.41495764534187,B,D,-13.744755360195313,C,0
49,Single,Veteran,No,83.28984139164245,69.63934298505244,A,A,E,-173.2785711757756,C,B,-6.605371983845737,C,0
62,Widowed,Non-Veteran,Physical,11.378101714977559,-128.27184602025022,C,E,B,-9.453349133444986,D,A,-4.359828546623656,E,1
28,Married,Non-Veteran,Mental,-96.10223224449746,78.47519129864688,C,E,A,-63.87162029927206,B,E,-1.0784751978448233,E,0
30,Single,Non-Veteran,Yes,-84.2129976571848,68.20944069339535,C,D,A,-157.8828722673652,D,B,261.7063708149969,E,0
88,Single,No,No,147.36758595458784,-91.8837116667067,D,B,A,-12.74716146228559,B,D,82.10122760275279,A,0
48,Widowed,Non-Veteran,Both,96.17504180646989,-34.204238985965254,D,C,B,19.154073781071652,B,E,115.19687010763356,C,1
37,Divorced,Yes,No,60.01644303338664,69.53085823495947,B,C,D,-261.8833031307496,A,B,-22.94051533196542,B,0
81,Single,Veteran,Yes,72.45827973233745,-39.739327625664124,A,A,B,33.76391185668407,D,E,40.15935350915137,C,1
73,Widowed,Veteran,Both,187.26473705244365,36.03534681141659,A,E,E,74.15324468300408,C,E,136.06585920508624,A,0
70,Divorced,Yes,None,-8.556957153924179,-81.61072121959232,D,E,E,-64.0648582277363,B,A,-137.7907347907991,D,0
29,Divorced,Non-Veteran,No,-67.75725404962675,26.282263991892147,B,B,A,-166.34476632993398,C,E,3.0550106832993955,C,1
22,Single,Veteran,No,-107.74788063745848,-152.79407526417233,A,C,C,-74.07203809219557,B,B,88.07871147050545,C,1
97,Single,No,Physical,95.20023211556008,62.867821754962264,D,C,A,-192.59189960759062,C,C,117.65365321587504,B,0
49,Divorced,Non-Veteran,Yes,74.77635465225265,-65.0653424312814,A,E,C,61.997028995846016,E,C,120.0462382849195,B,1
32,Divorced,Non-Veteran,Mental,54.759196719286486,97.40003074556698,D,D,D,30.12202253017457,B,E,-19.2036619657135,D,1
99,Widowed,Non-Veteran,None,134.61168520102106,-89.02446075715574,A,C,B,26.34890872897082,D,A,62.12042982042401,B,0
19,Married,No,Physical,-201.2478500432593,-214.6497042423138,D,A,B,-123.12567337529376,A,C,-40.36820608460471,D,0
22,Divorced,Yes,None,161.21400048567557,-56.30372857611633,A,D,C,-3.9427027879700796,B,D,-11.491423659773764,A,1
47,Widowed,Non-Veteran,Yes,140.94156771689475,-62.05313953699327,B,B,E,-84.63473640134487,E,B,282.33405566935903,D,0
98,Divorced,Veteran,No,60.435688259023244,62.048202890241114,E,E,B,-89.2971910037008,B,C,99.55060490632141,A,1
67,Widowed,Yes,Yes,-83.39822634092896,162.56308277204207,B,A,D,-78.24464302554634,A,C,-151.6011545730354,D,1
63,Married,No,Mental,134.86861608493192,-188.43662106063562,B,B,C,-139.27921104949016,C,A,24.909938776398555,E,1
18,Widowed,Veteran,Yes,29.087072575954952,106.03955396057113,C,A,A,-82.42786610477168,D,C,-57.78862474390252,A,1
77,Divorced,Yes,Mental,6.940847707020245,108.95833447963055,B,D,E,-73.5787051902892,E,B,-11.028063167149796,E,0
96,Widowed,Yes,Yes,133.5581988198599,30.21602062976979,D,B,D,19.597379300033506,E,C,-325.61186269720895,D,0
33,Married,Non-Veteran,Physical,-59.08687899375208,-166.04465672678484,C,A,B,-67.78018967406318,B,B,141.59473021307306,C,1
82,Married,Yes,No,-112.38754998036407,-66.31028606884244,A,E,D,-36.11919219207746,A,A,67.16377281153058,E,0
37,Married,Yes,No,55.244652478267774,-44.07714270679517,C,D,B,-64.57999006644566,C,A,120.8951530355932,A,1
94,Married,Non-Veteran,Yes,86.46793401516449,-30.97163455081546,D,A,A,84.23621390077003,E,A,-66.20449656467943,E,0
75,Married,Non-Veteran,Both,-21.907190746617626,-205.77993505057415,A,B,A,-91.90368654513524,C,D,-60.027322209343446,C,0
42,Divorced,Yes,Both,-39.51283555711259,40.48939137162441,A,A,B,12.371661799168024,C,A,33.70505487149923,A,1
52,Divorced,Non-Veteran,No,237.68012042281165,30.997222940349054,C,C,A,-52.31959245408218,B,E,-84.06663095549571,E,0
65,Divorced,No,Mental,83.7780154750442,-12.52122863898062,C,E,C,-17.873405984557156,A,C,139.89541836633413,A,1
85,Single,No,None,54.03741955454194,70.03657961025243,C,C,E,130.797227747138,D,A,-74.01882711871544,A,0
62,Married,Veteran,Yes,8.071487193358717,6.114515439946486,C,C,A,195.86866057398018,C,D,39.36356085723477,A,1
59,Widowed,Veteran,Yes,179.45477219836224,29.932443220301398,E,B,A,1.1129104384728024,B,B,-8.045820440772744,B,0
44,Widowed,No,Mental,15.907578307715333,89.6269805637731,B,C,D,115.42029066438965,A,D,-16.11981575612726,A,1
56,Married,Non-Veteran,Physical,205.18653256189384,5.509937420288642,B,E,C,54.698764445812074,E,C,-51.420159516603924,D,0
47,Divorced,Non-Veteran,No,-37.87321205593376,-75.74337742273391,E,E,E,-18.857359809064455,B,D,-35.805000165457386,A,1
80,Widowed,No,Mental,-137.0496305904292,15.32021537961636,A,B,E,-162.99258760543128,E,E,-69.9794599161578,C,1
19,Divorced,Non-Veteran,No,227.153213580773,-75.37759710246924,D,D,D,-109.17193009730002,D,B,4.403084587854016,B,0
94,Married,Non-Veteran,Yes,95.1913953606104,-1.2258921706727521,C,D,B,84.955502615069,E,E,-36.430247248077166,E,1
31,Single,No,Mental,-108.0760977889921,171.09556768311543,A,D,E,21.838558871304734,C,A,67.92261493254689,E,0
46,Single,No,Physical,-73.26954523048344,58.678026031605704,D,B,D,48.51016799400866,A,A,17.685901416467033,A,1
29,Married,Yes,None,152.85097530897477,21.02643495406821,A,D,B,-56.92626197684783,C,E,188.47365986248846,A,1
54,Married,Non-Veteran,Mental,111.7689640275004,28.80163211646865,B,C,A,120.05517610195888,C,E,121.70302210603283,A,0
50,Single,Yes,No,-143.28533294196305,13.437219652630835,C,E,A,105.62915343094643,B,E,-41.10552953241621,B,1
89,Widowed,Yes,Mental,65.96714663059795,-74.24668885382658,A,B,A,65.6928630675774,E,D,-56.05599813154043,C,1
49,Widowed,No,Both,-20.347094985918922,-165.61064214015008,D,C,B,135.07357743997179,E,C,151.4608194056659,B,0
62,Widowed,No,Physical,-10.569958817300975,-50.841268834208485,B,B,D,17.163193052462482,D,C,88.00394038695825,E,0
79,Divorced,Non-Veteran,Physical,-113.56897064139272,59.40737535425779,E,C,A,-12.27593971479479,B,C,32.2461791691734,E,1
28,Married,No,Yes,-32.86654417887189,48.06326161764375,A,C,B,-13.093410752112005,E,D,64.88623871959581,E,0
39,Widowed,No,No,-57.13772026522076,30.651660993963585,A,B,D,-130.48737169772474,A,A,92.00422945796389,A,0
86,Divorced,Yes,None,-313.5290451432801,-123.59662540889549,A,E,A,-28.364483041202526,C,A,55.44549168779063,A,1
72,Single,Yes,Physical,-3.7195674060660884,-81.84672275746505,C,A,A,88.11684879486327,D,C,-89.84573556051416,A,0
51,Single,Veteran,Yes,200.34103391451322,-117.46683258096394,B,E,C,-138.59557717383353,E,C,26.11907466113043,C,0
75,Single,Non-Veteran,None,13.147285475721068,145.37977619003334,E,D,D,-198.2519612944068,D,C,107.03788894409709,B,0
60,Married,Veteran,Mental,-132.40744419815096,-27.207934351673035,C,B,C,112.43955416889919,A,B,-123.03347714104864,D,1
55,Divorced,No,No,-128.00987717805867,116.10493483611488,E,D,D,-36.90915357063805,D,B,-67.69043904065201,A,1
36,Married,Veteran,No,263.2072751823227,112.50231772611379,E,D,A,-26.741503118438377,C,C,30.472090238702414,A,0
74,Divorced,No,Mental,-42.5755009416494,-5.271713754256742,B,E,C,107.77755360052208,E,D,50.51049445044128,E,1
26,Single,Yes,Mental,-50.18958542194767,-6.152030696985916,D,A,D,29.50877258552059,A,E,-151.9879788844869,B,0
71,Married,Veteran,Yes,96.93422611466845,-69.36690559993023,A,D,D,157.42293089278905,A,C,83.94052690868644,C,0
24,Single,Veteran,Yes,-73.6957932293057,27.00554398713586,B,A,B,-75.06449670951625,E,D,-112.65458014806991,B,1
37,Married,Yes,Mental,0.4853533328676912,98.11486587686223,B,B,B,69.38390525170864,A,B,122.53890491655947,D,1
40,Widowed,Yes,Physical,53.36541726100257,125.38078465967443,A,D,C,-18.960454114251515,B,E,-134.2206719477856,E,1
68,Divorced,No,None,-83.3450902001967,-163.81784097616188,D,B,D,51.266825835334984,B,E,-42.489086392856166,C,0
45,Single,Veteran,Physical,8.6017779175222,78.12766820712194,C,A,C,-261.968053546875,B,D,-136.01105238951243,B,0
40,Married,Yes,None,-66.82589446475814,41.10069259066937,E,B,E,17.037040518837493,D,A,139.68687166730126,B,1
30,Divorced,No,Both,-10.237765615753585,126.8729019456864,E,B,D,5.235015679802094,D,A,-248.42036102975698,D,0
34,Single,Veteran,Yes,95.26676841897826,-69.01076785425263,A,A,E,-35.89789394284183,B,C,23.449556780149578,C,1
25,Single,Veteran,No,220.97082200742037,207.4118113975584,D,B,D,56.29754411499568,C,A,-27.97685732351602,E,1
42,Single,Yes,Mental,41.179818469953055,-232.87604230195197,A,C,B,133.30945582321377,E,C,-138.60903156494638,B,0
97,Married,No,Mental,-145.77633917954242,-4.105489457065685,E,B,D,14.333832081042583,D,D,80.73207253591497,C,1
77,Widowed,Veteran,Yes,50.75302505724086,-148.3368477135163,B,D,A,-22.330984453286572,C,D,-26.678095119456934,B,1
29,Married,Veteran,Mental,135.95932056848906,-0.5624979100899811,C,D,B,58.68585847195692,C,A,236.33311382267485,E,0
90,Married,Yes,Physical,-217.68253735490322,-97.941267714807,C,A,C,111.25805387243534,E,C,-34.926354560907335,E,1
49,Divorced,Yes,Both,-82.01961150199989,-112.0578105900203,B,B,E,-1.452400964741499,C,E,11.592034647552811,B,0
81,Single,Non-Veteran,Physical,-90.99127592867191,91.45735874055521,B,D,B,-155.06543067481797,D,C,90.02532261056072,D,0
40,Married,Veteran,No,12.557661529512645,208.97790861499323,A,A,E,51.27284845955724,A,C,-45.05003852169223,E,1
86,Widowed,No,Physical,51.3299039780684,187.67784001096516,E,C,E,-74.28796675724364,A,E,31.589701482245346,E,1
55,Single,Yes,Both,-123.73964024422392,142.1219784938173,A,A,C,63.22387209924572,E,B,53.88023390195082,A,0
32,Single,No,Mental,-17.097716209489267,-15.75189373352181,D,C,C,-203.73579210699978,A,B,52.30425916280299,C,1
40,Divorced,No,None,30.06839467736911,40.065441628529655,E,E,D,7.3601626903997674,D,E,55.85079421700089,B,1
89,Married,No,No,-21.03118511018203,-69.78264665831212,E,D,B,117.16427050195004,A,B,-43.953285621703145,E,0
22,Married,Yes,Both,-74.67870310338867,-82.36093997411035,E,D,C,-115.94422264779634,E,A,-37.59256086361842,C,1
52,Single,No,No,-42.60608119072389,-62.99211172134134,C,C,D,-26.345561558048175,A,B,197.2117940068685,E,1
80,Divorced,Non-Veteran,Both,-25.412658085612517,-43.43901334541458,A,B,A,60.73521426553571,D,C,-24.28759941265779,C,1
94,Widowed,Veteran,Yes,80.518466548399,39.28980238400423,D,E,B,-1.4698758285794356,A,A,-122.22278800363793,E,1
83,Widowed,Yes,Yes,-119.30645516800486,-52.409825903189386,D,A,D,174.47542827198112,D,E,-84.1787596580588,C,0
87,Widowed,Veteran,Yes,24.66525249821117,18.999615475732266,B,D,A,187.2183532746651,C,E,19.785720524179542,D,0
26,Divorced,Veteran,Mental,76.92281028253268,225.18497836318278,E,B,C,124.55881901696787,E,E,-137.60864267519625,A,0
74,Divorced,Veteran,Physical,-17.594320291167286,-35.16814241904534,D,A,D,3.6624583357578095,B,B,0.1751669571063374,D,1
66,Divorced,Yes,No,-20.15787910065977,-17.388426837522335,B,C,D,57.640577516024585,D,E,137.0678419178372,A,0
30,Divorced,Veteran,No,37.16731793182463,-31.802499723282036,B,B,E,68.87570006993153,A,B,182.398502870825,E,1
91,Single,No,None,-90.10363209597197,-116.26442842282304,B,D,A,69.25069790485394,E,D,-95.4154320236627,C,1
84,Married,Yes,None,56.02911961361353,41.526841093091186,E,C,D,174.7825091844102,D,A,-79.27758819405413,D,1
84,Divorced,Yes,None,11.964883056886642,-62.628451521924525,B,A,D,79.28761483141767,A,E,-132.1662701834706,E,1
42,Widowed,No,None,205.24442305185184,-106.51250337413694,E,B,A,-271.7754282379481,E,B,10.9572647887909,D,1
70,Divorced,No,Physical,-78.66586808685997,-151.56986435880688,A,C,D,175.05707563944247,C,C,112.98865403706897,E,1
73,Married,Non-Veteran,Physical,-26.009029971864162,-79.86682318537342,D,B,E,98.9571730152599,C,D,-3.348907613478053,E,1
23,Divorced,Veteran,Both,48.94359615054083,-167.38914527053933,B,B,C,44.5768284203507,C,D,32.84261753560223,D,1
80,Married,No,Physical,15.038228360793134,92.28461001177351,C,E,D,112.75084648663254,C,C,221.89812759734124,B,1
92,Married,Veteran,No,-77.27689531022604,-17.172308525056117,B,E,A,18.867473324337656,E,B,12.208272439401599,E,1
27,Married,No,None,20.559893325205696,181.19693194950375,B,A,D,-111.35899924645109,C,C,54.29515953482111,D,1
41,Married,Non-Veteran,Physical,84.30664241589554,-49.943802801577924,B,D,D,79.42570025246931,D,D,-32.68699034288694,E,1
80,Divorced,Veteran,Yes,22.918283193802722,37.72779951173467,B,A,A,64.37420990097074,C,B,-84.64262654363645,B,0
57,Married,Yes,Both,11.484889721919672,-117.33427092431752,D,E,C,136.72580621178562,E,E,5.177309187801283,B,1
47,Widowed,No,None,-118.51622652775976,19.627531081149332,D,A,E,90.0806203300498,C,D,61.75026536065686,B,1
45,Married,Non-Veteran,Yes,-298.39108499477675,-93.57841656112407,E,B,B,109.1983611977989,D,E,109.30710951777749,C,0
67,Single,Veteran,Yes,137.97710329986364,74.07401562453003,C,D,D,15.791318586742644,B,A,-60.60443213633281,A,1
57,Divorced,Non-Veteran,None,-167.19916363724465,-188.59624923649812,D,D,D,94.23910944490233,A,D,-23.64115481968749,E,0
67,Widowed,Yes,No,82.00129826658103,-70.38112406484228,A,C,A,15.822810409689477,E,C,1.2382147255440545,C,1
39,Widowed,Yes,Mental,-86.03733427821203,81.69758053662692,E,D,A,-155.6343943924152,C,A,-13.431419538159004,C,0
57,Widowed,Non-Veteran,No,-37.81538260495162,-102.38902464650414,E,D,C,-39.55940002839118,C,B,64.40167799611122,E,1
24,Married,Veteran,Mental,116.73629704240224,-55.0679312267516,B,B,E,-112.68257251670177,A,B,-6.478708423777737,A,0
65,Widowed,Veteran,None,-66.58357133760356,-2.101802277227328,C,E,A,-13.780580744056053,B,D,3.092835301189924,B,1
71,Divorced,No,Both,56.90866896987406,-50.0862316596923,C,D,A,-51.7103434803535,A,A,134.80261097202188,C,0
48,Married,Veteran,None,-155.3382928528831,99.53268473957002,D,A,A,-80.49522042211589,E,E,-150.6416705399286,C,1
40,Married,Veteran,No,-76.94487113841289,138.77747786274384,E,E,E,-28.54007200661574,C,C,-25.587055049981632,E,1
43,Single,Non-Veteran,Both,-231.0809721794521,45.366304324353735,D,D,E,100.88971874744894,D,C,48.25665638096888,B,0
55,Widowed,No,None,-95.65819025355508,60.19862640806806,E,B,D,52.58604185815248,A,D,31.268943326826204,B,0
54,Divorced,Veteran,Yes,-223.63085425910404,-18.85075247046761,A,C,A,-261.61759331120044,A,A,50.98595120357461,B,0
92,Widowed,Veteran,Yes,-83.96511179918619,137.68419117059358,D,C,B,60.93387734014218,A,D,82.44016512496711,C,0
71,Single,No,None,31.35510206814182,-76.15094689026327,C,A,C,-177.92267357603205,A,E,-116.81676982800282,D,0
20,Single,Non-Veteran,None,22.243655990748803,83.87352588939845,B,A,E,173.35721505909396,A,B,-95.07077039654797,D,0
87,Married,Veteran,Both,-295.9425900854744,-122.93233199215805,A,C,E,-3.299552214008197,C,A,2.882382349445464,E,1
68,Married,Non-Veteran,No,-62.109440883363,-89.8366479802516,A,A,D,-162.95507162727168,A,B,-81.51142657883513,D,0
87,Divorced,Non-Veteran,None,-169.53735160650757,-56.99868875544543,B,A,A,145.98139457921232,D,D,-88.4510613845854,D,1
89,Single,No,Both,-32.752872288932956,-20.38275036146428,A,E,B,40.28153727180233,E,E,77.17056744692344,E,0
43,Divorced,No,Both,58.42899274103978,-18.035752756378685,A,B,D,-97.92124861345502,C,B,-44.917622746626655,E,1
64,Divorced,Yes,None,220.7437020510793,-98.59187396907328,A,A,D,88.4895299936357,B,A,-175.82588014046334,A,0
68,Widowed,No,No,68.8062934171801,20.136905488680064,D,B,A,-35.74313084250508,E,B,193.78010688851313,B,0
31,Single,No,None,-39.293869493392556,-33.387002261757885,A,B,E,34.13228356969959,C,B,62.43599211393017,D,0
42,Widowed,Veteran,Physical,-17.377188609838537,71.06715513675775,C,E,D,105.28244769296187,B,B,24.89496167060353,A,1
72,Single,Veteran,Physical,53.9942351704239,201.66897976551058,C,A,C,14.02123189925275,D,E,13.605573657251016,B,0
79,Widowed,Veteran,No,3.4302389503791213,116.26917811128281,E,B,D,-37.82128627155685,E,E,-57.20471539807357,E,1
39,Widowed,No,Physical,32.79204423324658,166.20404126849039,A,D,A,54.13034081771519,C,B,-184.87110722628532,E,1
41,Divorced,No,Mental,114.46716071068859,4.986183335623219,E,A,B,-88.2275464073664,A,A,-72.3627685632548,E,1
33,Widowed,Veteran,Mental,6.117812771571289,-63.89693196077404,C,C,B,-52.5615618691963,A,A,144.401367029516,D,1
36,Divorced,No,Yes,47.173816506671265,110.09334499733473,B,E,B,136.99274206120722,B,E,-213.71840185217533,E,1
41,Married,Non-Veteran,No,-166.39885645244226,67.22290510400579,D,C,C,-311.78690769261,E,A,-30.149604332791725,B,1
66,Widowed,Yes,Physical,-215.31778131661582,7.793119023691385,B,D,A,-11.265846472161542,B,D,-73.52204424877254,D,1
42,Widowed,No,Mental,-18.260189314300643,-116.5117613316578,A,E,C,45.37494454390368,E,B,-81.31777419941268,A,0
38,Married,Non-Veteran,No,155.4201080020508,84.26985767899315,B,C,D,18.39134109805271,C,D,-50.61585589280825,E,1
92,Single,Non-Veteran,Yes,212.83332273869684,-10.240586230821238,A,E,C,62.116113040364084,C,E,159.9256626361608,B,0
61,Married,Veteran,Yes,-18.357596444841302,-126.24875140011933,B,E,A,119.79607427291575,C,D,174.73878605166684,B,0
