veteran,religious_affiliation,ethnicity,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Veteran,Christian,White,Brazil,-33.06923443583883,-65.45193366105093,-310.7689560156195,-36.827915534748875,-94.21892228534841,38.95483702627043,-48.68861506689398,E,-58.1681999190917,-95.23956370210696,B,-128.31299300355792,0
Yes,Muslim,Hispanic,India,-75.95762589673426,57.41818776570563,160.13285637968332,-58.122550880880596,-77.41405033572994,-17.336821926582026,26.505155192157776,D,27.97850545629363,-67.32211839664531,B,-365.6230974262162,1
Veteran,Buddhist,Asian,Mexico,-56.9066292643228,151.1181223794735,124.73874383358168,95.45892307561859,118.49483090866511,-48.689016320294456,-25.42559961285932,B,-142.05141757534733,-42.80927714947973,A,-125.39443185546149,1
Veteran,Muslim,White,India,86.72445687224385,52.93065508800701,-11.176253986547852,-22.41280503746919,-226.41995305402057,-27.46880972516836,-54.28644866852219,D,128.76339850100882,73.00557732060855,E,212.87543188251865,1
Yes,Buddhist,Hispanic,US,227.04170925306508,57.293432801200886,165.95080854191085,22.040300261702267,117.00240273894909,-195.9975537096692,-44.49686657044953,B,10.433116887326193,152.78567715599144,E,37.04742761463696,1
No,Buddhist,Black,Other,-8.77315757135466,-40.451636371379834,118.06739140174977,-40.20214435084586,-183.3729497062886,85.0285383953863,25.720609986148226,A,25.845544140753567,-32.311549298059504,A,-95.82698160084672,0
Yes,Jewish,Other,Germany,-83.90822292902101,52.46980189440872,-290.18534866302576,29.635533899780913,45.21530298614199,37.22471614929373,31.922244330592832,C,153.41380478778842,132.40702329447012,B,39.239365550865685,1
Non-Veteran,Jewish,Hispanic,India,-19.17125294269378,90.05966717899966,-51.23602474555621,-19.612828626854057,14.169618487700172,-159.04152511550365,-57.85987370204451,A,157.77037171652967,-25.416587493590004,D,-168.83401157873809,1
Yes,Hindu,Black,UK,-6.800153564694288,-84.26276580577323,124.39412275366799,-69.87950547867908,138.6206883139971,24.316846524412274,108.3197183988011,D,-72.98062792698792,-59.250519333038895,E,92.77762908448007,1
Yes,Hindu,Asian,China,11.527645286896183,16.321694878004035,-9.510678884763092,45.18261222182262,170.37828257159828,-42.69982734324272,-175.09821570004456,B,-46.81584163791751,1.6165325426446595,E,11.758867610893944,1
No,Hindu,African American,Germany,-71.72241304604975,9.202051802614676,-71.77443225808234,2.8564844331815222,-107.20333387978694,-50.24155770879998,21.562247204529072,E,-108.9342087373069,108.06067734854203,A,-17.10657118443487,0
Yes,Buddhist,Asian,India,74.79312721412632,26.97937549758712,-67.8020777020563,-5.813645404153396,171.88970215831915,98.57527976779252,-77.77807476273406,A,-52.96531099808629,-48.14260511333218,C,-58.5771648578969,1
No,Hindu,African American,India,175.11537169917963,100.73411554750669,79.39805074883846,73.76571892990252,-137.7256881555474,-50.29383320310017,180.99666876047792,C,-91.55403275877828,25.010783427022442,E,-46.74904199304022,1
Veteran,None,Hispanic,US,-258.8898112100392,-76.16417667077812,34.76209337514044,-136.25125848267373,-141.64315271922848,157.71043050338122,-61.48884448455432,C,199.18095975823337,33.48035035140061,B,96.42840316038028,1
Non-Veteran,Buddhist,African American,UK,64.6404025404743,-105.30712593059795,328.27702607098604,93.02394933914222,18.742311903249252,-94.90106093684086,-115.72307448229095,D,80.88295660447773,197.77165003511692,B,131.57291632901234,0
Veteran,Christian,Other,Mexico,43.19999047020963,-99.88293281877161,39.02139507836545,-46.03217425156716,-231.83888648235066,-92.2759470177208,1.5330609440166614,D,-246.8033403180395,70.04537096622623,B,1.6258425584152,1
Veteran,Buddhist,Black,Other,207.0364991443113,-184.31324681310832,63.34161503264746,-127.78795750693402,4.9495857613134415,75.9263085187745,-120.95346762106244,A,22.44665941873518,47.642223382498834,D,-125.94564802768112,0
Veteran,Christian,Black,China,-10.684248095361317,-3.4882950860773096,32.65130426416795,-96.01198683021487,19.91953818244803,20.607957097216637,-0.3887977600339972,E,56.28347356625751,144.30740489189793,D,59.41855338310498,0
Non-Veteran,Jewish,Other,US,-149.51013087882322,-112.82841668228454,82.28515537950716,-38.208439364740464,-168.12005668873724,-229.53535843129674,-36.19327060459232,A,-116.62662023918331,21.88002177247861,C,47.64532703904294,0
Yes,Buddhist,White,UK,-191.0275270765143,-205.66109281514474,24.538350987421826,15.912401919586344,122.47261958938718,119.02500751525997,59.10618394534134,E,-129.4415973848991,44.238766146134616,D,85.33640992042953,0
Non-Veteran,Hindu,White,Brazil,79.03733055559759,-31.564357520584956,-53.912828784131605,75.30417998064075,-136.72296591996897,-197.7400186828031,-62.04284711533763,C,178.9816765365718,91.26117759608672,D,-79.65526746623131,0
Yes,Hindu,Hispanic,China,-16.93892100235787,-128.8195610250136,162.75195219989874,18.732023312651904,-113.00567425164539,40.30815723982762,150.3193823762242,E,42.78454494573887,-63.06726732252195,E,-119.0771325445466,0
Veteran,Christian,African American,Mexico,-116.36265790961416,92.69193536875427,-26.25031275513149,-281.0856115250183,26.58220943884376,-64.58541435092047,-64.264475404572,D,14.880346726393409,205.05776956967736,B,139.24374097728315,1
Non-Veteran,None,Black,Mexico,-22.839406126139796,-87.08956192311842,-114.79582520169458,-99.46716929144432,-133.90039105647554,-93.98033072521905,-115.22480595606854,E,-44.36273801055922,-25.49073222870578,A,-89.19371122372524,0
Yes,Buddhist,African American,Brazil,-81.5001226230168,-16.563448122685546,21.27967463042655,222.96044900062165,119.90171879524307,70.8804572390746,14.84862879945842,B,-233.83338898011473,-24.3338219516792,A,58.650717581002645,1
Yes,Other,Hispanic,Germany,-21.584572841338424,132.85547360575399,-61.74763757309204,-25.742359642069818,75.25583925955428,213.42313901711387,-145.9514111491751,A,26.97724151568663,-10.600822319427694,A,-124.67388176382448,0
No,Christian,Hispanic,China,25.268331036334786,13.271382777006599,-177.2380739536883,123.66194694102381,-70.3362204617578,-45.50990164772783,47.46255127299309,D,129.0292941686197,0.9009450213269972,C,-16.91554291444114,0
Yes,Jewish,Hispanic,Brazil,-17.692612269167864,-46.84710890825489,98.4713012251731,-126.26408197796756,-103.8515355546537,151.864372944573,12.810341906065704,B,122.78624504197934,102.1886757381951,A,121.0603031716177,1
Non-Veteran,Other,Other,Germany,94.59580700317332,218.37388736008901,-76.41826410546687,-102.41328199273663,-23.52144050880141,1.9416225648026468,-7.8529032208313865,C,5.578450192752982,16.542825537261034,B,112.31092147842345,1
Yes,Hindu,African American,India,-83.86551580056856,-84.4225810293348,36.412233205137994,16.62726447279721,9.120055835209435,-0.24345913763082538,-11.922661477734657,E,-78.3739949318645,-60.649983563462875,A,-115.47594101359446,1
Yes,Buddhist,Black,Other,109.93167791200065,-113.77290648579486,-11.743132133200817,164.7864829052375,-1.4648945238423978,-245.69047015815508,-48.77945085734432,B,-75.94670201444566,-62.134096765655634,B,133.31941260770355,1
Veteran,Buddhist,White,Brazil,78.00049723068574,-90.06336697466324,170.91119947350776,139.6593920330847,40.391534479233854,-103.55798724416239,-199.05226246378803,B,40.079093837695396,-88.15003005440748,D,105.8036627741947,1
Veteran,Jewish,Black,US,55.13882455402832,31.5617829643494,40.654833908202576,-70.1538230740984,-49.03522170607639,52.94029840090631,19.520980297079443,E,-191.84485549903093,-20.90799626532662,E,-122.76035761895704,1
Yes,Buddhist,Hispanic,Germany,-64.71027671573177,-115.50567103335372,-75.00224501185379,100.8978459659078,-133.05735991292468,-108.80325974568015,-47.64424486650387,C,-8.579655677848029,-76.60670386331641,D,-21.46860633835556,0
Veteran,None,African American,Brazil,-73.9340297612965,12.431426587118764,49.37966524996978,-229.3015139455924,-40.388631206675164,64.36308333454357,250.4486893576937,D,-87.02894099384882,-52.38972045970238,C,-55.230263647751386,0
Non-Veteran,Muslim,African American,Brazil,-65.74773680320354,8.341032638901263,-12.417243576910202,-89.52706079513504,274.6619404150097,-172.94875678633088,21.769406222842655,D,113.44907327700122,-151.60128742169786,C,-106.85717555839503,1
Non-Veteran,Buddhist,Black,Mexico,-62.370781231183734,80.07543845984081,65.18456035032114,-44.65829936137371,-63.852903224266896,65.31343675102069,108.62177789278337,B,70.58172032894102,90.18973380326906,C,-33.988894560806884,0
Veteran,Buddhist,White,Brazil,-82.98351265308115,-82.66860805356218,136.74104827598683,115.59579739766683,-6.503641236318505,158.97242371024345,266.79853033653086,B,-104.65886568881987,-209.07223192075932,E,5.506055888496081,1
Veteran,Christian,Other,China,-14.44774068310893,188.04351535492918,-29.533542693413427,37.727819552846746,-125.77797510818066,39.54923223560817,-57.54945133917876,A,91.5551870842873,-46.4894608923995,A,-179.51562978221713,1
Veteran,Buddhist,Hispanic,China,227.61913056279502,-82.90497426827564,19.899972170516676,18.031656646025812,101.1276794832366,9.152716624479536,160.1670913782672,D,98.70886038154744,-108.6674640885119,E,64.27662324427492,1
Non-Veteran,Christian,Other,China,77.80945071229065,-36.55449805721722,61.56442590917553,-32.180727708857496,-41.310021489765084,97.0791645394057,9.832882106155658,B,-130.6392269932401,-33.85224354486161,E,-84.00757747538289,0
Veteran,Buddhist,Other,US,-19.67867734718508,72.2340955038168,39.571542858574496,86.03786120317928,11.303082376227687,-12.970520120491038,19.92174751838892,A,33.99081289056869,102.26281312795969,B,117.82921806300328,0
Yes,Jewish,Asian,Brazil,15.194755412863985,-240.6695327964122,-41.76967244609403,42.17228192689168,-4.767099538857382,51.080723295594176,167.53124381068557,D,19.164935533500778,-107.18796926006706,A,-28.92137201362976,0
Veteran,None,Other,Mexico,82.80276735485145,39.31314977542831,-75.8497280386361,0.7424477989264542,-60.50766802227196,108.26734649727585,-52.677337548978024,E,141.29634949076484,-28.567491145080925,A,-22.47526880816857,1
No,Muslim,Other,India,-77.28044006890116,37.05214245862983,12.228121567149962,-42.67202439224425,235.8597704011126,67.21782544318148,20.158857335098467,B,-44.513087140552074,50.252019137301765,A,128.95775163128192,1
Non-Veteran,Jewish,Black,Mexico,-100.29978622264217,80.78300643688502,13.42299986240523,-10.064680106487375,32.48686823611843,-46.30987558376505,20.301686431060865,E,42.31784344285637,81.74263632080441,D,138.6041068372642,1
Yes,Other,African American,Other,61.256138385325755,-92.24239476719399,-29.53958359332512,1.9965040262567921,111.6184730089513,30.58035648971006,-54.71122304486224,E,7.920596389129576,98.69832519034838,E,-99.69586439178488,0
Veteran,Christian,Other,Other,-58.69514580499959,113.16483535975912,130.4398157508731,-75.68884374887244,63.073468512857175,-192.7026239466288,-80.53400539377573,C,36.02584287947174,51.861203644144794,B,58.92547736884958,1
Veteran,Buddhist,Hispanic,Other,-105.8474269920642,-33.64506852537235,27.937315210298973,20.282657346499693,45.49717606365571,9.014769567079849,-75.0116292939738,B,-10.568196007975434,-74.6876132386119,E,123.79783646117852,0
Veteran,Jewish,Black,India,87.83852570999099,-19.755239809284948,61.9193062297274,19.174025674923488,201.73240417244745,-115.64053536212293,120.2724379898738,E,-98.32300648671615,-103.9463792876969,E,111.08387810915548,1
Non-Veteran,Other,Asian,UK,30.60206241636146,73.15421687944524,33.37881456111334,-57.97118645788123,-56.28261403833172,58.63310526841661,91.63015449620252,E,33.007003257375175,-165.41378083560159,C,-143.5312158334387,1
Veteran,Hindu,Black,US,-36.4219813199182,-114.62744750792054,112.90826415626492,-207.63528405793946,-22.20874655450673,88.75430597698552,-36.067209904716854,B,80.43824419398524,-45.48055639831951,C,137.5341182543624,0
Non-Veteran,None,Black,India,6.994733823914284,63.19710026130891,102.88972809079144,116.25032369723363,129.6832012846378,-47.01147455064327,44.333144186516336,C,177.67854610503286,40.820268700958046,D,123.28954666028022,1
No,Buddhist,Asian,Other,22.87659647642098,236.28929853249528,-71.79840748457606,-132.88466288825228,27.392669226821596,26.324052552189514,43.52536808184024,B,193.76331935766348,83.17887593297232,C,-67.19038452268252,0
Non-Veteran,Hindu,Other,Mexico,-3.0693381822906227,38.345912980431926,84.46182481375125,24.795810843242545,203.5683071089898,86.75012485242974,111.20856048681502,D,-34.72011015072777,-125.41330967722233,D,-118.99139525939803,0
