nation,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Mexico,59,122.56283682936058,-3.8687979401563877,149.761568244292,A,-17.802748669231523,227.11157651266288,243.86988365370098,D,B,53.71900041250035,-3.246468897267308,-28.423317271656973,0
India,42,-94.88024489244398,-141.09610506384576,60.416353802719094,E,-177.0794111896896,146.51969716870937,32.78023086099811,B,A,29.69560529084166,-208.4684373576526,4.39885007172318,0
India,55,-0.5856554009520956,92.85302980688641,79.61645092528416,E,-14.428189548874713,-66.27291813297549,40.47738582875994,B,A,-130.97225305708758,95.52871310132248,381.5956887408407,0
Other,90,41.77497117402548,-5.171858950338382,2.7161293203945793,A,66.55454981857652,-1.130980427159498,-81.42376826305076,C,D,38.145546283858764,-52.35284064853298,-18.74827924595413,0
India,19,-90.02670427385854,-131.4123223450544,140.5642448597187,A,-134.00913853689843,-95.40964599031922,-42.32436355316841,D,D,28.69401323611398,3.9484446733836185,79.09896193595692,1
Germany,58,-9.94287061079071,-29.74902252125899,129.69346628887138,D,-71.53516228337764,3.4298537571072365,21.247858585473402,B,A,-118.51770225811535,-72.2788099438123,-170.28195072899646,1
Germany,62,158.6170313145762,28.85592582688093,-24.05687091428615,E,-208.86968864832465,-147.60472020018761,-76.71370429037358,B,E,16.849416339311006,-90.5795103179689,180.81406154669318,0
Brazil,23,20.804316572061097,39.3314785575261,-40.00865626529555,A,-108.01543538103185,71.94395003234109,0.38956403906500237,B,A,16.931263500189615,-6.728314877495212,-67.06932982767788,0
Mexico,57,-19.864760515155094,-5.016613331962524,-83.93052805039474,C,16.19379794383245,-107.78815369040294,209.83388735562204,A,B,-33.120513733926984,-19.260167798450773,-36.35136702281366,1
China,52,-166.9341382958233,-37.136011997361784,-44.35369521241922,B,-71.53785319053307,50.694363197380845,-12.134986270636242,E,A,13.49170122524714,179.4237955296156,-39.92876789738442,0
UK,89,-33.94489630187206,136.8823081907997,115.3623233765762,C,19.915733894175393,115.8141338194414,-16.716867350096457,A,C,-44.907876235669555,23.14044254246584,-51.59830660054045,0
UK,70,-60.513485269044445,168.84096123511367,138.0274212102776,E,-58.35938799547067,0.007024872346791327,40.06595993945562,C,B,89.41954141093667,-1.4680808392819964,32.25810259774877,1
China,24,36.22541643523643,5.3068583725271745,-158.50133772119275,D,3.8441403260426674,52.40718920517128,-177.25776984880216,A,B,153.47007880066047,-67.02492533024108,-12.450901404527832,0
US,83,7.594763549329644,57.39846778806452,-95.87876411475207,B,-54.31019029535177,120.67895262195205,-12.024751892813697,D,D,-28.383730510452537,-43.43761490584395,129.9881898703695,0
Other,31,-10.770667493545277,47.57412460825899,-98.74602376200905,A,27.431623598335214,-130.4605208799286,-105.2568648170209,C,C,-18.862146602491823,39.76242219040252,47.65313472278548,0
US,99,4.104720471312724,1.8418380219741939,44.74172375661453,D,81.05994980343432,29.861146000747084,-182.72022561538796,A,A,51.90461231965037,158.49070968025833,-37.49208840099847,0
China,67,-173.52502038535988,103.20919777304528,5.598897199621038,B,43.36317390645178,-70.01951943386234,17.779715350753506,A,B,74.9430150200287,-73.35746235234205,10.966232534282549,1
China,97,58.031278877325065,-3.2261689044463875,-60.7038178034243,C,48.66040644300112,243.28049194637003,91.77518686448236,D,E,-82.78776278577001,-89.00062944553632,-223.96723156746413,0
Germany,71,46.520111169995324,-46.84603991434241,-18.345412591173243,D,143.6307809612466,-167.4368860928462,-79.42268964079773,E,C,-138.50592995037024,-52.35910098921529,116.20379505554861,1
China,68,129.61543912336586,6.431192048364808,12.540182065621815,A,-68.11119465637884,-54.81738016645848,-16.020422138904486,D,B,67.15116586471584,32.52041121483532,-4.943563980941641,1
US,90,-17.61943964624985,-113.8829359055036,81.86713764414655,A,28.65883709931674,230.72807619223732,146.989870707675,A,A,-42.740143201839494,-140.8006741316743,77.03883403159173,1
UK,64,-8.30196747881515,-49.66401164366627,-116.11156704331516,B,131.51104601520066,-116.68389445399146,-33.27664950004483,C,B,3.9661681551076597,-123.24625980514892,37.9684795105621,0
China,34,100.99470036110942,-136.94396042655924,-135.0226660334523,D,-24.11070448598679,-39.72982148932177,-145.78328295324735,B,D,-9.372117249166891,-179.47826909060853,39.98292939910433,1
Other,89,27.009662284129675,22.713677706340412,24.971294809455724,D,-101.03460058769342,69.46668413256502,116.69135184123047,E,C,81.07938885173361,-91.26324657606865,14.715443719708365,1
China,27,38.851315931417695,38.29923868038734,-11.763494743270371,E,-36.518389798832665,-148.45492037196604,122.89880977054307,D,B,4.490207163728228,-14.940359593645534,-56.24645388530893,0
Brazil,52,80.32451649328105,25.494076297148982,62.865057258268344,E,-154.71131432173368,-75.17109840009273,-41.84022740308585,C,A,-4.6900818220308045,13.636143902033373,-250.09767278754475,0
US,87,7.237855715276599,152.41026651861486,42.285566002569766,B,-3.9074598894006893,45.01275683492566,-45.11753726328322,E,D,-83.29821026214982,132.4626879721389,-32.95250379590146,1
Germany,81,124.40935144153539,-72.84505577365931,-34.97804156286429,E,38.89793566989423,19.515176682293376,140.61214647952912,E,A,-16.592089464008996,-96.14210800742946,63.54288185321768,1
Mexico,57,-66.15109134030625,59.72459657361811,-57.23657401873346,C,59.36579017385127,-61.87582944334983,-1.4184269499657343,A,C,22.712099824844913,30.00949557315909,199.65439027784612,1
India,41,-28.15618285739987,80.9928775728624,121.37934631322784,A,-35.675158358506025,-225.52024493328838,-59.94936721298456,B,E,-150.86611828196405,-48.697302504460076,11.653070238875998,1
China,45,-182.29560609217415,-79.47399801316483,-202.50444938161132,C,-2.807530606188144,9.160875910205908,72.96613419697955,A,E,90.79792450402685,120.73797349795299,-47.93222669219409,0
UK,84,22.640217544410348,79.52386393640106,5.5481316680927755,C,-121.20279874172351,-171.54420715043216,-41.226989289413886,C,B,-261.18626134865866,23.77107176807047,137.2164506205729,0
UK,79,-33.01544772690895,55.17283031668022,-53.194918057758386,D,-11.055610708929958,-1.1959898392203432,-113.81074700822118,A,A,-118.55988344700276,44.14229341775782,-208.110110613153,1
Other,48,28.905973343110713,8.924163601340915,0.6155229261616052,D,-128.1017673415664,81.19548205590125,-54.190712135699826,B,B,157.175785299053,37.07601327958817,7.4747385044463215,0
Mexico,31,-64.537568737475,-106.33844631788716,25.225675701483123,E,-30.414372586069344,5.473396607915281,-53.625577177531426,E,C,86.7346246078597,33.201120186193215,30.615828714358656,0
UK,28,119.45748650283332,-141.24404730573124,36.60021252615786,C,-228.08600525387055,15.207627244031757,-91.69890579217551,A,E,-164.89293974391123,-21.37872923780304,-13.212158493240805,0
UK,76,-94.07623800037129,-122.23715466197072,-59.14205893014161,D,-158.38985097348888,94.67450272656671,53.54366863808987,E,B,100.51439403025375,-124.64044573260027,213.6688303352222,1
UK,84,-74.15063183630662,-61.96017049406588,-151.59282785484015,D,-244.8188298817243,-71.31844353391382,-6.971486460607309,A,C,-44.589591316323705,94.5864619992377,-2.0184218009024515,0
China,69,-34.58460405851127,-76.88832821632808,-6.534908227547813,E,19.151035134510064,-75.25379838023281,33.797931809604336,B,B,-150.89736922317144,75.07570285364747,152.358161994074,1
Other,52,-131.3574314127537,97.79261877566698,-26.16234338974614,E,162.58071151690115,106.07376503891098,-1.4825769857737294,A,C,22.25254940902003,-29.05276637339468,-99.81952096393111,1
China,46,40.20927954795884,-20.916022747399477,-102.46779575442989,B,152.0068037369527,-81.09694599611346,-17.128389985491143,E,A,-57.92630423361388,-2.003690264131194,-196.49877567257644,1
UK,97,-71.6901086791953,8.23941213873948,-103.43400647223753,C,3.311211719572118,-17.350597877233596,11.173465515587372,B,D,-1.8843524641238094,-94.6489704145416,-44.778420413986545,0
UK,42,30.43986982371753,-21.088474478216536,-48.6814155067685,A,14.107121190037283,12.899664848715311,-46.66225500914475,C,B,33.0814481704374,199.96189627777318,5.8895900221186475,0
Mexico,80,-138.00593200951775,-16.559594718719627,49.49356365676401,A,74.99020855025222,74.33459177476445,81.75852264363289,E,C,229.61324917305203,162.37333704611368,-38.48735467687893,0
Other,94,35.64221767074305,-37.536354026585464,14.08561935284856,A,-109.40125698680147,46.73817588195367,-23.109218200373654,D,D,-61.52407683872565,-187.9137206039424,77.50614842404863,1
UK,32,31.953249831264653,-84.09233903278826,85.79409444547828,B,150.8021172388417,2.0675516551798396,22.67029232020186,E,A,26.996222635274176,190.69100528669387,-19.324384027947623,0
Other,45,-43.4341016513029,-107.33428606226913,-25.444640623053445,A,-84.1128175647544,-101.02433318680394,-88.44135525645736,D,E,-240.7732034335932,-62.95174052339546,-9.546314860640328,0
Other,54,43.169831998315374,51.18207765235843,-108.58255872403038,A,52.771452201347444,-128.026980750443,-85.31192900188022,B,A,-51.048905424156445,34.269659213663566,-50.14784306406115,1
India,35,107.44641286715814,-29.54848729838281,-42.9082863639184,D,-28.343402947180145,36.645630217874604,97.39453908061769,D,C,-99.09301815009076,-27.977768148838727,2.6577401936064957,0
UK,52,20.988303003065912,58.127392798749845,40.392839510355955,B,58.26385480048355,43.992526989828384,57.32118660466365,B,E,12.90326003289321,-75.16515041760373,63.45760498696903,1
US,54,-29.43771645659582,-123.87784567858633,-31.887697876285596,A,98.80066740199398,75.60276582429896,50.22273722910465,D,A,84.39443142123606,30.14181431566308,-36.58685639315772,0
Brazil,63,-104.5389692950034,35.66362965311307,141.76661334266416,D,14.329734020295195,-106.44154177377455,-21.116973266843456,B,A,112.80466434316014,163.14974557579785,69.72465352153077,1
China,90,82.83181502832034,-92.61191175352762,-6.472956411978789,B,80.8316840116283,-47.75464915828807,-26.42883175227908,A,A,-21.6085554433769,93.10510830936929,178.91575801799112,1
India,42,229.93124742494305,23.075415309543224,-84.637393504919,A,-82.30046583952503,230.61758195137082,121.88524941884276,C,E,-31.176319175797072,153.73468832226888,143.2235983089053,0
Brazil,58,114.27764750157165,-67.8785017445986,-0.9508063694699519,C,-91.4023556451559,-48.69065319686578,104.7500979822374,E,D,61.34403396437793,-79.8812009341876,-5.070675035205938,1
China,49,-63.86547663514105,53.276627202841475,100.48942708830093,B,-62.005190862895965,28.704631215432265,44.3443071494241,D,E,77.89563270980422,-91.71704334865761,-49.83012961117212,0
Mexico,33,28.759310382502136,63.93203786868017,104.39186210239244,A,100.23133057150434,-49.181380075350766,-83.26075352046641,A,A,125.11731528691028,4.598682697125551,-27.562561623517855,1
US,65,130.59209136886153,-30.774735508689066,20.70550834391741,A,-105.65147818356364,60.100482996722825,-127.48354324454563,E,B,81.0466251671719,-44.7577550585607,37.188652210705975,1
Brazil,39,7.378765748828253,133.26618246952646,-11.794196083910544,E,-14.58670508188486,-147.2712877081229,-179.09228709745656,D,C,-16.859556603950924,-106.81794347907237,4.124595868383587,1
Mexico,78,-79.82601889994434,25.731796473141777,112.07315372348975,A,104.64941657453362,214.0458336349452,109.02928912100012,C,A,-69.1099576813273,14.427505195717053,-40.64131003827563,1
Other,33,-12.911489239650942,-148.82266277433826,-186.53452389929353,D,111.13107253083507,41.52566586627314,43.83256372374633,E,B,103.45644669977673,89.54909667963,12.28635835221225,0
Mexico,48,-158.27063799501312,95.67634087987047,-157.46164867212994,D,-83.70120421860918,90.93656601642887,-232.3216020771144,B,C,-19.478492202876442,27.370490731039972,97.83286828177164,1
UK,27,82.07115184651332,-82.81141999945059,-31.66008005009085,A,20.366899414761335,-7.8314185256457645,66.04332907454663,D,A,76.73752174078344,51.41360051801078,-86.64557990315646,1
China,34,-82.12828868036254,33.51421560905026,-90.68205508034384,A,-105.71433810933324,-89.28836328078418,164.39486114244295,D,D,198.03978780452053,-76.6414955187217,-122.78849760445726,1
India,36,-85.57703433449998,0.3810752038576632,-49.44749773379218,D,-72.30561453007562,-155.36826277304002,157.71756321678225,C,A,55.8068326659539,-43.0879939620277,-67.61687845192245,1
Other,28,101.36796884736845,-109.8869155369649,-40.80479308513619,D,-38.944461589653855,-12.974337928035807,25.939682636272433,E,D,91.43904198730266,240.87161866645243,46.66297748601262,0
Mexico,38,-12.445270733433194,-147.55839189173793,-14.40527536675151,A,15.728138948916499,123.00917085165337,55.897022113059336,A,B,86.73772414015602,45.47190752327838,-64.4441282999955,0
China,98,-5.625390236878089,-74.86506372446144,-9.199796127926142,E,54.92298115080586,-60.68602957453506,49.99138807378653,A,D,-95.48498918977576,149.4307001173857,7.771520434649062,1
UK,59,110.56186056449853,-99.35666159106677,-80.97520717681445,D,65.13960970808755,-12.249716425143323,-95.76222809515194,C,B,-53.74818865600148,-24.543010815184918,-62.75293454549386,0
US,87,88.31708169712506,115.75822147913853,203.86896200454282,B,-1.9632100033906013,-106.44014784743321,140.3164851415233,C,E,71.54428351008568,169.23293553342532,-51.29610337923239,1
India,18,84.9056295158131,-12.402132774584516,34.9625194498129,D,79.11727524173511,5.963810522071103,33.272598473208895,E,C,149.22341345130573,131.82371868207397,166.95095220982893,1
Mexico,71,76.51102136950958,206.15546668563414,-10.218159982775767,D,44.780074858196876,3.8409119424410276,-108.92246673055422,B,B,-53.911141631669636,85.8266840772985,198.14547800209112,1
China,93,99.11611580733029,59.593448264567584,-71.90250397089068,C,-3.2322191329926997,90.34998915510144,101.76887799902758,E,D,-106.43246039691303,7.483508191273702,261.755441323693,0
Brazil,24,-31.348558147871685,-3.2074098438375067,-38.06770540535979,B,125.82665622500953,-92.96544353014615,-19.85413985998695,D,E,44.474461166284485,-134.73941927353238,-88.27780315087652,1
Mexico,37,39.8689527802322,-70.27082838211443,-17.306753143840993,E,37.54467228877926,-178.28408278808448,176.59245270092427,A,B,130.41446009769598,-135.94357337895076,-37.241634260330976,0
UK,52,81.88164516074254,240.40058687404584,145.9622069032539,D,14.726514206743571,36.615842656511994,-69.02337925451563,A,E,30.791000415069576,98.743218977175,-9.043072060809779,0
Mexico,47,33.38268094908036,42.52104881245013,-28.365642957152144,A,71.62622247132323,30.907495460508162,-21.027808320312044,C,A,62.86159777668012,-211.6744380739004,-4.4420587165609176,0
UK,36,-6.624389708111927,32.901257781372635,22.460501963160517,E,175.45877686281116,-3.3751463012588765,23.897596152933424,D,B,-12.789337159789785,17.97996651221851,106.36921102616867,0
US,56,-160.13369316916632,191.03031819652003,-167.20265205861006,C,5.531693592994206,16.7433589285259,-175.97255948444632,A,D,156.4644057972832,13.14621745037236,147.93978989773163,1
Brazil,35,-144.4779096292766,-78.6391849953571,-271.3469556763563,E,-36.685151241461384,10.70000828207556,-96.39754997355676,E,B,36.049951822228635,-234.58804617357373,125.64040648725536,0
Mexico,90,136.58701539374132,135.4389561895467,-68.75201259854904,A,142.61894064699982,-57.17371117806403,92.06871616386753,E,A,-53.872900027719496,33.98324749403721,4.524933133627919,1
Mexico,23,-238.03003639964544,-77.07272504213446,34.97940385130715,A,-32.1316651120007,-194.73740464962654,24.546511728931797,B,A,43.10278132336921,-118.48779110350043,76.41041999757002,0
Germany,31,12.816945467565443,-86.19613976395611,131.5796101667887,E,-176.12851106061694,-68.72357240373552,-44.66010149248988,D,E,-209.411292170688,50.114853701999266,-94.18385058265096,1
Brazil,20,-66.38147052557547,77.16430302471218,152.8305145919919,D,-108.80607062559422,44.8021298489513,137.9572153379315,A,A,15.788175974257696,64.87522325327679,19.096164859744608,1
Other,51,-55.90991223265809,-181.78780968665978,14.851593524475835,B,21.369011963951774,88.35487775372948,1.083482491193295,C,B,75.35684468807393,-149.57910149116734,-59.935402926843885,0
India,56,74.0748030348113,-207.4301172054159,-70.42312498593344,C,97.95913606424585,60.88509369911846,26.073734687008038,C,C,-8.870248181976061,78.16854245087066,23.211510422011308,0
China,78,-68.33185300111741,17.936462800619218,164.94109606104837,A,92.44813626849239,199.51282429406626,-67.70759656643447,E,A,100.23449010792491,90.44073052802258,-77.48093686498939,1
Other,92,-102.48807138566191,-14.956216085312027,-71.74950832410907,B,-18.9439234790999,-99.20115600695671,53.171278381727724,D,D,-14.64700961096633,59.375696307487004,64.73889335069157,1
UK,56,-199.6447886585075,-41.01675735178011,59.93962398376815,C,-78.65661088047312,-171.46379911005712,32.360894349658885,B,E,-38.24407358853329,-215.93588448325832,-18.220678650639037,0
China,27,32.7332845096986,91.81139046477699,-31.000421275210833,B,17.733860825665648,46.65635231788276,120.22554271624341,A,A,-124.50452316021436,-85.23575394099728,112.78528657859246,0
Mexico,35,122.26007497633493,-8.290348382495704,19.345688944263657,C,-244.93846759861518,-150.65742814345487,-35.13812649737852,C,D,30.787697134456916,16.567088102529162,127.41470439280296,0
Mexico,54,-164.92857346413854,41.796712166442546,-23.468251950078052,D,-62.069481018654,-65.45170742560119,-125.38008349305805,D,C,61.64151949159973,-73.36364033078013,38.3143019522145,1
Brazil,50,-74.42825582274807,-130.64295333744653,-105.75365861545562,C,156.5939341453917,112.68543739761172,9.968498510379469,E,B,4.507689857074789,103.32000544437825,7.103680618482838,1
India,26,99.83946913458865,-34.525230185490926,34.93289076261207,C,-151.33779710149108,0.49550683781637106,-63.79980841081475,C,C,19.044645485460094,101.53590371536055,-66.74555566607904,0
UK,77,79.31492530013398,138.82849927387736,-40.45437679829102,A,34.625391377336285,-34.26076438449505,108.9489292251959,D,C,26.38392636895976,-41.47945710178895,197.69551523000018,1
Germany,92,-67.19309383602405,-62.211607824237056,9.437607827760988,A,-63.80359166682988,51.76155268169491,43.93743344059126,A,E,119.96369567224478,132.31369218272272,142.1763289906425,1
Germany,29,-17.589379493675004,27.82701973631811,73.8725757697103,B,-30.774769688580577,125.48855295449658,252.46192429103704,A,E,157.86952594777824,-10.107808995010457,-5.4060199856243525,0
India,40,-125.42348545488433,-220.2545671439584,44.492320854400944,A,150.5976428835693,13.345346588320478,36.24590072877042,D,B,-4.781197514429544,66.67828106206713,-98.40542319590433,1
Germany,19,-51.58621741080325,-100.06260782570271,-67.17117673312762,D,54.97443875617329,173.9702795899418,14.353339311649146,E,C,56.3913894664193,-76.20557193511077,119.63822943584321,1
India,82,-64.41436252942695,-6.817113743876946,-82.49205058876963,D,-6.103620755043834,22.14425467055077,48.313139627240595,B,C,-33.554320309563415,9.591922309144064,114.89757890843366,1
Brazil,29,195.32378458963035,-101.92081797881727,6.834852520055704,A,-3.993797000053175,-56.407320687726845,-14.849992192950587,B,D,-108.5251512011188,122.49442733727614,-11.622153294584646,0
Mexico,99,11.889248620625125,79.58244794469582,60.10319166632618,A,-199.30169228734482,190.9916127472259,14.887977807330413,B,B,31.82763234808863,-23.275383603702803,73.29137394668976,1
US,66,-36.6844900069356,-10.783510863917346,113.95941034976343,A,24.612755478135494,-56.45229283741886,-2.598913767007988,A,D,-39.54423414075976,-69.96003626506048,12.431710866231873,0
Mexico,38,-11.67145694132301,-61.48958118969613,75.17805720509435,A,-39.73402251487305,-129.36200416829263,-55.93951487026426,B,A,138.86017073470902,-152.34349332956435,10.280111386302545,1
India,94,-75.01092790815359,-35.47046643490891,-175.06298103728918,D,74.50847880244883,-45.57401455274987,11.10327347576538,E,C,-27.794381700599995,-6.750408954390387,79.06894462958233,0
Germany,93,-67.52851058027603,-71.8669142296586,29.626579573445106,A,8.826901385710856,-15.083314697017357,-79.7015137167968,D,D,247.79452209564235,-106.14547797261933,26.50383170263053,1
India,62,-146.64686525086384,-36.17659553318596,21.675693735521094,E,36.58589342999752,-49.20832898836658,102.55484204637351,C,C,-173.67104149880376,-78.14744308557138,-32.3724356262739,0
Brazil,48,73.81032896442773,75.52694538205289,-81.41824067882347,A,-28.54167880135339,34.59750460490974,103.45877573121211,E,A,-9.32203906373789,109.26908839246236,-65.53886733674791,1
UK,39,115.46452817495774,86.42550218027716,106.38977163712899,C,-83.70391263937942,18.850364003186897,-170.45826716786195,A,B,29.745553580294693,-93.95012309687469,-92.99211364219107,0
China,59,-113.4661840289054,-22.769852117935738,6.49570965761299,E,151.62188701845122,285.9873708782703,12.46568654149794,C,C,-81.2501385230789,-209.68393854501093,-159.59880636342353,1
Mexico,34,-50.01694343613945,150.80429841994672,17.148141652856204,E,-223.03080522342086,223.65476402413603,17.39342354013284,D,A,119.19098111072132,43.10521862965416,-77.21597737373203,1
UK,87,-59.17149672174523,-48.40532743662032,-17.711315291752513,B,-0.5952474291662389,-25.670863214816215,27.28242917058767,C,C,91.87066346532843,214.43104939988035,87.8059100205439,0
Germany,21,3.626722949294577,109.27336640357765,-174.04706346924223,D,-91.81781282856491,-1.770116337002305,-40.872086723608106,C,A,9.765928601238507,53.81971600486399,7.837248934409661,0
Other,58,-107.5075666782719,86.49763335126893,-71.52079026355476,E,115.08382292255024,97.99890977223838,46.10874089032396,C,A,30.199077940426296,39.409063480633925,4.085518416032059,1
Mexico,44,-41.173192840921644,-126.04801719481374,44.8690091349957,A,-38.122446318283416,-84.79918959829233,36.301319492163394,C,D,-114.02685652038353,-179.6938877989455,93.256177344595,1
UK,21,-72.37815394064413,-79.59039108320422,61.64319564938915,E,11.689702839892007,-161.9822137425968,111.92624476257829,C,E,-23.631805796582903,-12.622821933167316,121.59623363101761,1
Germany,72,-166.25628914297025,0.04700013928606926,-22.663494989381118,C,-73.46638857838398,212.95804960910124,-12.490547647838849,B,A,98.57324152246446,240.2440802249872,-31.6061303005707,0
Germany,47,-124.58745313521962,-81.69434579373186,142.29469188065679,C,106.58964456622664,75.55848609692677,106.11309393869894,D,C,140.19744128189254,46.44497099143358,49.00363430219567,0
Germany,47,-16.321486349463356,-100.64084766271758,107.22752450208775,A,-118.09662572142705,-55.504764965740016,-219.50240846446354,B,B,193.33728252012403,25.2288622127021,-103.35192262322337,1
Brazil,94,50.23097374778319,-113.83002944643586,164.85341173073346,D,-97.54838862801148,92.34007135197052,138.06485710058837,A,A,44.701581417503924,21.62949350798568,-45.95107849717154,0
Mexico,98,-117.39408180528036,-188.57496152865608,23.712402646435237,D,-161.7504043486515,59.279068379233166,-13.011978263872573,E,C,146.8617678108268,17.461789178007397,37.14127160618053,0
China,49,23.072568708850376,-196.9264033938632,-79.28020545967868,A,26.01187439867654,171.27907504554867,-149.03434658453557,C,C,44.73669392884183,227.6831669548229,-28.300715967372486,0
UK,29,-68.13526881303406,-256.1432295008569,-69.49950026441131,E,4.895354192452874,6.856045387222802,58.514351478590385,D,D,55.801457585722694,164.97364458406588,247.31284810075408,0
US,87,94.90131088834323,-75.56774249330219,-68.3441777279201,C,108.04120589307192,5.243615387123772,-4.0057495760552335,D,B,124.81945051317187,-5.741220690860216,100.36793891882579,1
UK,78,127.6183260162784,-113.27939037804828,91.5930683696588,E,-37.66431113012618,-30.617557019410572,-213.57004753859795,C,C,-38.35480605716675,-46.37895586258613,128.2459521304009,0
China,69,357.59362144341554,-37.69673936578444,-89.7037880155017,A,68.22810171366194,7.82392182752632,32.13596697246349,C,A,-87.09023741380103,-92.20916362246477,15.482386539227754,1
Germany,46,87.4397136802634,-26.596434529711704,125.16412051135895,B,-62.37008080118118,-168.39119689101963,11.807082514139381,B,C,19.58372655143704,31.438243365429337,72.31710833491852,1
Other,60,-43.38896110005492,136.89813777258425,-75.96602688873469,D,-94.92079087681812,78.48143707576412,41.515674217024106,D,D,-100.0996603166021,-117.64912533372555,50.548754545403405,1
UK,21,-61.04045847517142,-9.900250919792526,78.56290405098204,E,71.2697244990173,57.76876911683888,-10.245979861702699,A,A,96.5288201437091,135.29223178601222,-48.4656884660414,0
UK,53,-139.4531170470732,-60.23060874273142,102.12311714934378,A,11.473026248925912,-6.585752232016534,200.40952695970225,B,C,202.343439697944,91.17157567646318,-178.42315298595287,0
Brazil,49,181.44147776847544,-260.70238738750095,-50.64828717355018,D,-91.78157774786715,182.1556717068984,135.65427270665367,E,D,120.28552508947983,33.1963368203623,156.46403107336545,1
China,64,36.30191939173509,-124.67456724800175,-57.42328688621707,A,-9.859885272842073,-31.726426507757292,310.2905630939121,B,E,-115.83361201821623,42.23066801406677,43.63612998543659,0
Other,70,-100.67475261309494,124.25857746427896,-62.29065712142267,B,-59.291583033419734,15.64517045795058,-17.014781720009488,E,C,2.379001606234643,50.39361206174861,178.34608332647676,1
Germany,66,-164.969453708344,-22.688377094496026,70.03496137138666,E,67.95782892600407,-190.8438933092911,101.15472856140104,C,B,-24.123114970272024,151.14756452126784,92.7306373617207,0
Other,36,195.1450076928847,-160.51828427975863,85.86583905797622,A,3.244757518470122,152.93205978404296,24.941370570981373,B,B,20.242208249118757,-75.73697988331894,-12.142209625102891,0
China,77,112.25089957054418,-125.31159494172879,-10.487998253320029,B,10.833051498345377,148.6587889454648,-106.66530374409624,D,D,90.39835085831905,41.70188142576033,20.865041752903235,0
Germany,78,-42.94336944634771,-63.78839863791421,-58.40511924837312,B,-29.435704122380212,103.4924809765594,72.29573619538829,A,B,-58.661094494103715,111.19897095566583,-2.230229641150084,0
Mexico,50,-85.84097126571395,-48.185278868470434,-66.8920681254748,C,-125.49315687327199,-76.5072976202157,105.28221664084887,E,B,196.0887719295169,-129.72971394361764,-182.96560015101824,1
Germany,36,-32.24538341556053,4.997803676698761,25.79276054890765,C,59.70625908653621,-184.4258866941018,12.844139543263761,B,D,27.296684561202795,-166.88186903886074,-247.82124442845435,0
