age_group,AGE,Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
26-35,57,Yes,E,-69.26809286003942,A,C,173.40490371378797,164.76919827092712,A,0
18-25,26,Both,E,-110.61648870201783,B,C,-66.813899112564,-168.24110009855855,D,1
51-65,32,Mental,C,-149.97812219816734,C,E,-142.2863972494747,26.49930597102618,C,1
36-50,54,No,C,-58.798614341029186,B,E,69.80582378620727,41.93663166803706,E,1
18-25,70,Both,C,27.711931136229577,D,E,74.84963389347915,-92.03012390636925,E,1
26-35,71,Physical,E,-66.18153430157066,B,D,-58.70973547760272,6.491269358311731,C,1
65+,46,No,A,38.77955638601917,D,A,43.292677140457776,-170.19125246973422,B,1
36-50,41,Both,B,-55.54745539904614,A,E,8.384316553197065,71.81922404091227,C,0
18-25,45,Both,E,37.001599626888016,B,E,131.02362748021864,108.73338546274765,C,1
36-50,24,Mental,E,-48.87873527154447,C,C,4.142414329605858,62.6666951057014,D,1
18-25,26,No,B,210.13751309132584,D,D,176.75694650378364,128.55788712312443,B,1
36-50,31,Physical,D,27.694247534563317,D,C,-0.6253142292379252,-194.07152363320438,B,0
18-25,63,Both,D,-93.87027727486367,C,B,20.78631709054187,-51.14693953775207,B,0
65+,24,No,A,-139.31203775790868,E,D,-13.159982739753906,-18.596950615405497,D,1
36-50,27,No,C,-113.6595074134044,B,C,19.36582444166721,-34.71551237536362,A,1
65+,54,Both,E,-236.03102217232345,E,E,18.761358609226182,51.87700680035361,A,0
51-65,28,Physical,A,45.7962458556466,B,D,-0.8565503937704277,-11.343776986949964,E,0
65+,46,Yes,B,93.29957686826211,B,B,72.58059241883024,31.385529962449034,D,1
26-35,53,Physical,E,24.684732874645814,E,C,-57.160973924808545,-11.842541527529098,E,0
36-50,37,Mental,C,62.33098567763435,B,A,4.213720427230115,-163.67810861063222,A,1
36-50,24,No,D,97.53142533672856,A,B,-58.588795127583914,-50.12475911435455,C,1
18-25,78,Physical,E,-63.039677206229705,C,D,195.25797667316203,-47.545190006551586,E,0
65+,25,No,D,-119.43557649339769,C,D,13.792264326559668,30.27729298485947,E,1
26-35,58,None,B,-8.949332809762865,B,A,70.55015394777926,97.6674936801977,E,1
51-65,18,No,A,-221.35254632133817,D,A,-22.003011498869423,-5.9327180404918245,A,0
26-35,66,Both,B,-123.92150440323103,B,E,-97.6003060079216,-23.697004673202297,E,0
51-65,61,Physical,A,-39.839362751463156,D,E,41.51676178683814,94.88969694669083,D,0
26-35,60,None,B,-91.1218948194016,D,A,17.016597491153536,-46.36890881500712,B,1
65+,25,Physical,C,-37.13614187892881,C,E,15.296084087843292,66.21504052350981,A,1
36-50,79,None,B,144.53885849327693,A,B,-203.49965096962487,67.03426508381656,E,1
18-25,56,Yes,A,-67.35857638423109,A,A,-108.44725804924893,224.3867289408589,A,0
26-35,20,No,D,-139.6866469228681,B,B,-27.53656086617343,-23.496192294081975,D,0
36-50,29,Mental,E,17.978446292397898,A,C,-12.603378696738531,83.15121345393564,A,0
18-25,73,Mental,B,-15.242591131278092,E,B,-65.92784001152985,137.33584202982323,A,1
65+,67,Physical,A,67.9593083697488,E,E,-245.44178275464043,-145.92057208785639,B,1
26-35,39,Physical,C,82.09848364475157,C,B,261.0234228136951,27.966232757062627,A,0
65+,40,Both,C,34.33046816894532,C,A,166.10095292668694,-8.004392452050983,D,1
65+,43,Yes,C,-19.584318288994513,D,C,-39.30245921750645,-177.08352931031757,C,1
18-25,64,Physical,D,-46.08392859513907,C,E,-131.7255961476862,91.04972435682596,E,0
26-35,41,None,D,36.380526707446265,D,C,49.35666185294082,115.7391386066103,E,1
65+,35,Both,A,27.908494975817668,A,A,-72.50661037273554,69.27577361876384,A,1
51-65,74,Mental,C,72.59612238427432,B,B,-43.78222962203192,-137.098886026165,B,1
65+,60,Yes,D,54.66735437306348,C,C,200.2505313467179,-0.2939640525120625,A,0
36-50,24,Both,C,-32.3324529209437,A,A,93.87896612900981,252.5036323950503,D,1
65+,50,Physical,D,43.95776342605056,C,B,42.242572008732886,29.85492604061103,E,1
26-35,28,None,B,156.27744631968153,E,E,-76.47103454188307,-14.328311234128785,B,0
36-50,33,Physical,A,50.014707386561255,D,D,122.78024471663565,81.71447960533885,A,1
65+,28,Both,E,-129.64276894994543,B,A,-63.813364267670444,47.2824941358731,C,0
65+,77,Mental,A,-97.47833477504305,B,E,73.36063882518789,108.45111880690827,B,0
51-65,46,No,E,61.5214096018708,C,C,21.531144215560754,171.0916740972698,A,1
26-35,18,Both,B,-27.65657797637869,D,A,95.7668864343919,83.57352303965989,A,0
18-25,50,None,E,-53.735098527784174,B,E,-57.626976293435696,-41.849584408682134,B,1
51-65,23,Physical,D,135.84149677094797,E,C,129.87865518545044,-27.769638328976715,C,1
26-35,71,Both,D,-28.310926391063752,B,C,116.65047750613947,16.626853696320097,A,1
36-50,73,No,A,-194.1520313911306,D,B,-31.515724079092106,51.01690990419082,E,0
36-50,61,Mental,B,156.80434073209938,C,A,169.38695230244235,111.8789275640189,B,0
65+,62,Yes,A,39.74004880905278,B,B,193.51178461022778,-77.76706973953982,D,0
51-65,65,Mental,B,142.84588604359274,A,C,54.2167965223747,81.96272208859467,C,1
18-25,40,Yes,C,-38.636492657273386,A,C,-0.6734666123566679,8.11938920854072,B,0
26-35,52,Yes,D,-6.122829209064529,D,D,-90.64766415692702,-135.49247406661763,C,0
26-35,37,Physical,B,54.353356513339044,D,E,-19.54795036556872,18.25188794757983,B,0
18-25,28,None,B,10.149161941175864,A,D,97.76371186076813,-116.6327698711229,D,0
26-35,22,Mental,C,-70.48267327750473,A,D,44.920212216189725,189.76784813183409,D,1
18-25,66,None,A,102.65200876030019,E,C,5.44858312355477,-134.7624181000553,B,0
26-35,28,None,B,68.43134911082313,A,E,-89.70675730819467,-49.577088103935566,A,1
18-25,23,Physical,E,9.802617102804954,D,B,-16.805859445557182,-96.27021440604894,C,1
18-25,32,No,E,104.82002867417081,C,C,-127.45228828079209,-59.86458345512558,E,1
36-50,47,Both,C,-50.277546126613295,E,B,-7.205225161547886,185.99005919502278,D,0
26-35,68,No,D,-58.33171946879744,D,B,-7.4480694011598,-154.91543776126153,D,0
51-65,38,None,A,82.65224571178813,C,A,-8.997028550607409,-101.48829928457785,C,1
65+,60,Both,C,-28.0994303679145,E,E,-20.894539709495618,52.4348035410712,D,0
65+,78,Yes,E,-13.328019329554985,B,B,58.000289989599494,-14.037544430126916,C,0
26-35,79,Mental,D,2.886780450648576,B,B,130.08555629863523,17.787819338862867,E,1
36-50,26,Yes,D,114.9957921384015,E,D,53.65343645019634,-6.545781246539003,A,0
26-35,22,Yes,C,-27.27253381692865,D,A,-61.17772616725573,195.07558888713922,C,1
65+,76,Both,A,-54.79861073745382,E,B,-145.08044691185657,-147.71367634400053,E,1
26-35,61,No,B,52.977618575307204,E,B,-80.65373647773232,-103.46971798847242,A,1
51-65,50,Both,B,134.93470926645983,C,A,167.1494652026135,292.97307999285687,C,0
36-50,47,No,D,-43.089854470519754,A,B,40.68879299495563,-96.8136467241597,A,0
65+,77,None,A,114.36741743787255,E,B,42.80414742750707,239.73840196385322,A,0
65+,48,Physical,E,-121.97789831652403,D,D,87.44431737586186,10.245355555530859,D,1
65+,64,Physical,D,234.70145388314435,A,B,-66.76995219086973,-46.327381935366056,E,0
18-25,33,No,B,76.7563264752321,E,B,-16.256897488419604,12.282558235790853,D,0
18-25,37,Yes,B,-17.471801032709187,B,D,-11.096207954217796,-100.06066441281914,E,1
51-65,44,Mental,D,-120.66658033765616,E,B,65.86834853111726,-27.220755112481715,D,0
18-25,36,Yes,C,-26.963010869287885,B,E,-78.72265262143635,-106.56837759565367,D,0
51-65,67,Yes,E,38.80576436375875,E,A,-162.64466098012,-13.81604447203763,A,0
36-50,68,None,E,-64.60861763568508,A,D,73.9037579441079,48.951042199979895,E,0
65+,19,Yes,A,-100.26017751396874,D,C,-133.90336238380613,-59.154533046159315,B,0
65+,67,Both,D,110.85118297242256,D,E,-115.21448214734384,80.7444050871199,C,1
65+,53,Physical,D,93.8996462300986,E,B,89.35552450920989,86.46040022918936,D,1
26-35,56,Mental,E,-62.77424583060625,A,B,60.130062450655345,47.82639007473238,A,1
51-65,31,Mental,E,-16.046831630665622,C,A,-17.081510264381677,-22.845091556263103,B,0
18-25,77,Physical,A,28.63162720896863,B,C,39.34514002785626,-173.43865667679802,A,0
36-50,30,Physical,B,-166.02431801954867,C,B,-204.96398710022845,48.1915554739355,D,0
36-50,65,Physical,B,-62.22131198607796,C,C,65.95511393268421,-78.93142686291299,D,0
51-65,73,Yes,E,31.66527130404491,D,C,-45.39640857086322,25.80316504305164,D,0
51-65,60,Yes,A,-15.389575499938424,A,E,32.94777111784475,133.2778801186073,B,0
26-35,58,Both,E,1.6948680644289653,A,E,-227.99935226122284,-90.21384166252662,B,0
18-25,23,None,E,53.24990369298774,D,C,-95.02475896852681,69.11902194840711,C,0
18-25,31,No,D,-53.171169510598496,D,D,111.07192363157785,-32.15837274320468,A,1
18-25,56,None,E,-44.90951372755926,B,A,181.86506246065682,170.901040088246,A,1
36-50,53,Both,D,127.54270562853544,E,A,-62.12008737782466,49.38564579694757,D,1
51-65,69,Both,C,106.63002086754109,A,D,-3.5419125093283093,107.50638832430748,A,1
36-50,41,None,A,-137.15769358647216,C,B,88.13884525621589,198.93870589601977,E,1
65+,39,Both,B,60.79436624912423,D,D,-26.65023425999972,35.435418727009385,A,1
65+,28,Mental,A,140.17627501559505,C,A,80.38596314642832,-168.3900959235612,B,0
65+,65,Yes,B,-63.03845331946169,C,D,-110.1962241109029,-96.68790171730528,B,0
36-50,41,Both,C,-78.51908761888761,A,E,152.42793831978827,-18.69286084894689,C,1
36-50,54,Mental,E,35.11734163558828,A,A,-3.758815038082469,-63.88752512220418,C,1
51-65,25,Physical,B,-145.18262424760164,E,B,-33.67587625794803,26.207699180112375,D,1
18-25,61,Yes,D,105.78902009899696,B,E,-94.16823705856518,-55.086523493706395,C,0
36-50,74,None,A,-168.82529296711485,B,A,-42.90768167718822,14.146214603198972,A,1
65+,75,Mental,D,10.338092959261008,A,E,-87.67905207898103,1.4733320084579695,B,1
65+,28,Physical,E,43.341620304139816,D,C,-101.93452191390907,-47.12147263565916,E,1
18-25,45,Mental,C,-62.075136904479145,D,B,27.208412627156598,-170.48822498771383,D,1
51-65,47,Both,C,-33.58439169718802,C,A,-46.49591533951936,47.670513087654044,C,1
18-25,70,Physical,E,59.60964355634242,B,E,-13.474283620987201,72.38924297495595,E,0
36-50,28,No,B,12.030843949784632,B,C,6.6955253429461195,187.1784176838548,C,1
26-35,46,No,D,-30.174479164539093,C,C,-5.392618774596614,31.415479632407706,C,0
18-25,47,Both,A,113.86714610513235,A,A,36.52628053008778,63.63278958908035,B,1
26-35,76,None,D,150.76531009319774,D,A,-108.0384056614742,32.39549532735592,A,1
65+,35,None,D,9.776642577399377,C,C,-190.86123636211832,85.58578880684146,A,1
51-65,61,Both,B,-106.72640033183387,C,D,59.31150492789812,15.150868317122356,A,0
51-65,60,None,E,52.6596258423597,C,C,-14.812601776457507,40.44002069400782,E,1
65+,71,No,D,27.143738054491333,E,D,-86.35554443395077,104.11178130149916,A,0
65+,28,None,A,-46.85618328747418,C,C,-74.0737793476398,92.71374987819752,E,1
36-50,78,None,C,-85.69006352762753,A,D,55.29925251982093,96.81511021789757,A,1
36-50,33,Both,B,39.4569546363568,D,B,33.85673712253946,-60.63238442653927,D,1
26-35,71,No,C,-90.30057353502202,E,E,-49.91990656753656,-64.87117154902896,B,1
26-35,67,No,D,-7.496856210919901,A,E,-150.2244504092119,118.37914914329279,C,1
65+,74,Mental,B,-127.98194400465061,E,A,-88.43777674812146,52.9583673469731,E,0
36-50,52,Both,A,77.43694743404696,D,E,-93.13667036145667,-43.92713422937267,A,1
65+,26,Physical,C,-9.226976793661386,B,D,67.60287775056977,133.30339079151983,C,1
51-65,27,Both,B,176.34426714809354,E,B,134.46690966300145,25.78873854554209,B,0
26-35,49,Both,A,-13.875785916701028,A,E,4.441319523240965,61.92388049149977,C,1
36-50,57,Both,D,-24.09886833615522,D,E,-7.324276474140479,48.36108028726008,B,0
26-35,51,No,B,110.00227034859978,A,C,-71.78996712478742,119.29820311448087,D,0
65+,56,None,C,60.29758169029561,C,C,-94.12182882405811,-64.41113694587311,A,0
51-65,42,Mental,A,-137.48577150919505,B,E,-39.940838603071285,125.371763836356,A,0
26-35,67,Mental,C,225.10752118222882,B,B,-29.392670957276852,-44.91268192768267,C,1
36-50,79,Yes,D,26.333063126898093,E,D,-80.0067177578102,116.2617706653363,E,0
18-25,34,Mental,C,-33.84470418722788,E,C,54.075842918363094,39.31835270831172,E,1
51-65,30,Mental,B,66.01536078340644,B,C,-65.28120476184381,-73.86427150659016,B,1
26-35,53,Yes,B,-36.629150716921124,D,E,94.63225158782481,0.012017720946678216,D,0
51-65,54,None,E,235.7021395846827,A,E,113.78667146688998,-86.43291499409882,A,1
51-65,76,Both,B,-10.853409587994364,B,E,186.9576747900961,42.73376535614229,A,0
26-35,79,None,C,21.105698508153843,E,E,-35.54871779517978,57.41375927626482,C,1
51-65,48,Mental,E,74.6125708083225,C,C,-145.68545089424904,-18.331744254936268,B,1
36-50,35,No,B,-137.58461419236548,E,E,200.71652708310106,124.27338263918612,A,1
36-50,32,Mental,B,-117.72974894621473,B,C,-70.1173414767849,90.24630823187232,E,1
36-50,26,Both,B,103.24309455508647,B,B,18.13924110565631,200.10434792342403,A,1
18-25,71,Mental,D,153.72052186362023,C,C,56.32908206413124,72.04846658747601,B,1
36-50,26,Yes,C,127.99511341413637,B,D,-67.29310103734667,-96.22497443187036,E,1
18-25,66,Physical,C,-3.530490777453274,B,E,-186.4817721239392,-0.517161664806385,E,0
36-50,45,Both,C,13.758058693558068,A,B,84.40583357119723,66.88054919044805,A,0
26-35,45,None,E,-102.76676359634718,B,B,20.488078382555635,-33.504829807830745,B,1
26-35,28,No,A,91.62265606433525,B,A,-83.3383831863328,87.78464636060389,D,1
65+,62,Yes,E,-13.402371640034339,B,C,19.009764923101745,-86.59436695229434,D,1
51-65,74,Physical,A,87.20314161732901,D,B,-37.782037488203905,-184.78853096135603,E,0
26-35,27,Mental,E,105.97758497203769,E,B,-18.81207711020455,93.5909806647731,B,1
18-25,59,None,E,107.71808848469631,C,C,-96.9617121062756,-42.53063189373877,B,0
26-35,64,Mental,E,-39.994928114065196,D,D,-12.411400438036855,84.04780847251527,C,0
65+,33,No,C,-58.23715889429367,B,D,14.230154122075483,-201.01300006015114,B,0
26-35,37,Physical,E,-29.96427367858045,B,B,31.739822265716427,141.83427313652527,D,0
18-25,26,No,C,23.395453303333102,E,B,-118.3100536640411,-49.40683173601768,A,1
65+,48,None,B,37.279589745205215,C,C,41.212893173216465,-102.38334667556084,C,0
36-50,20,Yes,A,152.5626433922125,C,D,53.65319871423545,-28.57992690293976,B,0
51-65,60,Mental,B,-69.93885112828407,B,A,92.8787371693588,-201.81090822565278,B,0
36-50,20,No,E,-57.15761160979862,D,B,-110.98450309328445,-112.84138942996566,B,1
65+,31,None,D,62.55097511334642,D,D,60.84000116475696,-85.3337102046407,E,1
51-65,60,Physical,C,49.879611953095925,D,E,61.53326624174548,50.36963132566055,C,0
26-35,46,Physical,B,222.37046126032175,E,E,181.26117520686572,94.2676537036347,A,0
65+,53,None,C,10.641597929143822,A,E,66.80793834025894,-20.42148372550242,B,1
36-50,68,Yes,D,-6.350852430806075,D,D,61.91442249197047,131.54612666698918,A,0
51-65,29,None,C,129.5478153834145,C,C,-141.4056676581227,-8.094834501355356,B,0
26-35,43,Yes,B,-51.48883981714749,C,E,43.65073193997987,-84.47425580681171,D,0
26-35,71,Mental,C,-18.58219421188551,D,D,-9.510565613715341,-46.98056416111611,E,1
51-65,29,No,E,40.019217522564745,E,E,-91.15496264959523,36.50420797462489,E,0
36-50,20,None,C,-95.02868895801875,D,E,-82.38092959497838,-135.99122462561652,E,1
65+,36,Both,A,-130.52248265852216,B,C,194.58571562006694,48.905893563253215,A,0
65+,51,None,B,233.41621411538412,C,A,-47.90854078467739,-91.53771919411678,E,0
65+,50,No,B,33.7002736621917,B,C,-39.463719118086686,-72.8959673041742,E,1
51-65,63,Mental,C,225.96074818903298,C,D,33.06446855409964,-173.3840330387412,B,1
51-65,34,Yes,B,80.63446565383313,A,D,-110.79544062879975,-8.820638127139912,C,0
18-25,26,None,D,-66.43340352863187,E,C,-10.226331025867186,-28.115132062478636,E,0
36-50,26,Both,B,-48.008806641583284,E,C,61.43729687664816,-272.3226734574473,C,0
51-65,31,None,C,216.37641953542354,B,A,34.32255077886926,-28.495985285794735,A,0
36-50,47,Physical,A,-13.571838679182443,D,D,1.883417248227388,57.105998090083666,E,0
51-65,66,Both,C,148.99620042634405,D,E,178.80356946626014,15.522690720409853,E,1
18-25,28,Mental,B,-28.773596614082948,B,D,-99.32349035825773,107.58490188533179,D,0
26-35,18,Yes,D,-21.14612744130546,B,C,57.05004735127318,81.55354430635232,E,0
36-50,33,Mental,D,-8.347347243308038,A,B,179.738871043533,170.98950260379686,A,0
26-35,59,Mental,C,-147.21610465348493,E,B,94.69074339921715,44.119649781724526,C,0
65+,77,No,B,128.74098082112295,A,A,102.386832546993,34.1980482504114,A,0
18-25,49,Mental,E,205.97845573217728,B,E,-95.1476759321792,158.5097950338483,B,1
18-25,67,Yes,C,-21.157333894181388,E,E,-49.03037879240857,-29.634594499672946,A,1
26-35,76,None,A,-71.4325756260014,A,C,31.310184171487464,18.382662288051336,C,1
26-35,35,Yes,B,183.15816022139308,D,B,140.5569847058916,-153.15224126201255,A,0
65+,23,None,C,-5.28254127903317,C,C,42.34964350623686,-104.94898252882552,B,1
51-65,24,Yes,D,185.38043285528693,E,C,-0.009962909597258153,-188.56983082723235,C,1
51-65,34,Mental,C,-200.71171803101782,B,E,-90.74744553879083,72.49443444914836,B,1
18-25,60,Both,C,122.24398669030609,D,A,-53.99155449881021,-36.480058941274216,D,0
51-65,71,Yes,E,63.69296779798111,C,A,-77.66771584563847,50.373619835785945,D,1
51-65,74,None,E,-172.11917831066455,C,D,36.761287742936425,60.613901552005665,D,0
51-65,74,Mental,E,178.84774757781773,C,D,-108.41669644672298,-44.002089111779796,B,1
18-25,24,No,B,-1.9406601648090598,B,D,-77.04390457974475,4.444633327436449,B,0
36-50,76,Both,C,97.60415311003415,E,C,47.815959458997945,47.34815219070557,B,1
65+,30,Yes,E,39.37827219405643,A,E,-56.61569942030534,-9.42573260180566,C,1
18-25,40,Mental,A,130.20575817102528,C,B,-18.860155906364728,-125.44567997117572,A,1
51-65,32,Mental,B,-186.62756914111486,B,B,-107.7591040031061,8.3743033718933,E,0
36-50,42,Both,B,-162.60926798898217,A,A,-67.97259167976277,156.71694240296844,B,0
18-25,77,Physical,C,-26.01349185655329,C,A,216.22068856739833,-74.91229853854496,A,0
26-35,45,Both,B,27.302030188406405,A,C,-213.03657180624026,-218.33512495530414,C,0
18-25,67,Both,B,-146.57772042005567,A,C,86.80793851539991,175.72995426528695,B,1
65+,47,None,D,-100.78469137440374,E,A,5.353818243264355,217.27428075134458,A,0
36-50,56,Yes,D,-17.071758859890657,D,C,58.00735783383366,115.57025174929035,C,1
65+,23,No,B,-16.911965762271944,C,B,-70.3500451306126,-1.838725731747973,B,1
26-35,36,None,D,-86.68425789486763,C,B,-50.26036031730212,-30.849774128045116,C,0
51-65,46,Physical,B,106.81717210884123,D,B,83.86447123271101,-70.87932896390129,D,0
65+,43,Physical,E,-133.40743914404692,A,C,31.603057826931103,-56.56172186052263,A,0
26-35,47,Mental,D,110.92286260012739,C,E,-196.5630778182221,-114.26856231956788,B,0
65+,39,Mental,C,65.88055293738041,A,D,-35.182200628873225,-26.102565674205646,D,0
65+,70,None,C,-152.01129321576425,B,E,75.91370492645085,-96.07774645311179,A,0
51-65,47,Mental,A,115.60578509074726,C,E,-27.0342614101383,46.98908465174594,A,0
51-65,42,No,C,32.08055595869613,C,C,73.21997696745429,112.04133657793729,B,0
65+,34,No,D,90.42176127501101,A,E,62.15324497014194,30.58302928595309,A,0
18-25,60,No,E,-33.42526212718512,E,B,-132.59954893598092,-76.70551731955787,C,1
36-50,60,None,D,14.388514883226355,C,A,67.22553657681162,40.37466292395893,D,0
51-65,76,None,B,-109.34435215708787,E,D,22.234287591759074,-72.02096052426675,C,0
18-25,69,Both,C,189.22094307197273,B,D,-42.97564877001175,-224.97597132689995,C,1
65+,52,Yes,D,1.7540307465138567,C,E,-47.674575112470386,44.69705066895871,C,0
36-50,75,Yes,E,53.76615498666651,A,A,106.97555426880842,-136.46690495055395,E,0
65+,66,No,E,28.84485721685486,B,E,88.71100510293506,-81.1004249426231,C,1
26-35,33,No,D,169.68247841886875,C,D,19.474062861048225,-69.6714259545479,D,1
36-50,61,Mental,A,54.76620437526603,D,B,10.181636397880393,33.42187772562778,C,0
26-35,51,Yes,C,124.07679684268015,A,E,-178.66659929146513,-88.33879495511162,E,1
18-25,65,No,E,-231.07047526863275,B,D,103.89673171387506,-1.008195679438011,D,0
51-65,49,Both,A,-5.966015177353816,B,E,30.49609636264496,181.61611861883523,A,0
51-65,41,Mental,C,91.14789438882973,A,E,51.930286922633876,-112.7306455313629,D,0
65+,56,Physical,A,-89.59560902687113,E,E,-155.98328815168637,-118.40248076441323,A,1
65+,23,Both,B,-31.020612659611928,E,C,68.9575203454631,-106.64636295125645,B,0
51-65,46,Both,C,261.1555669894217,D,E,49.3526776040784,57.49370391331734,D,0
26-35,74,Mental,A,122.81957072610017,E,E,8.7884509723118,-100.39381225593664,E,0
65+,53,Both,E,50.18680553243667,A,B,54.13909113815581,-230.979406109982,E,1
18-25,52,Physical,D,66.94061338515512,D,A,105.77198846100788,1.1300765091396137,D,0
36-50,24,Yes,A,129.274210370597,E,A,-120.23791188369964,-102.38201842424135,B,0
36-50,41,Both,D,110.53620858014163,D,A,50.374631443522766,-139.93459394255558,E,0
65+,48,None,D,45.87354845067949,C,E,-45.78009994307391,130.98401818730306,E,1
26-35,63,Physical,B,-119.18535417057106,E,B,148.99166559581664,54.603182589015105,D,1
36-50,29,Both,D,-23.06085701450227,C,C,-68.47489874636172,139.0097969371585,E,1
36-50,29,None,B,-94.84093215876186,D,B,14.290973440915286,-27.188060072319615,E,0
26-35,58,No,C,-0.7963631441777265,E,C,25.412453833201265,-92.01395167164124,E,1
65+,50,Both,B,1.5695708562153445,E,D,36.269411685311184,-44.45074400318934,B,1
51-65,66,No,D,1.633160992797062,B,A,-97.297262409778,-107.02703356252042,C,1
36-50,71,Mental,D,0.9828762132796952,B,E,-106.23822718829845,195.07502813268763,D,1
65+,61,Physical,A,62.79552993214639,D,E,60.26470593447711,-120.49405546537653,C,0
26-35,41,None,A,-47.73066459624678,E,A,-5.833401677297886,9.500876555435985,C,0
26-35,79,Yes,E,15.413923591688395,A,A,-36.18675751932931,-84.45948299510626,E,0
36-50,47,Physical,E,14.490728571207331,E,C,27.0856558421506,51.05770325269579,A,0
36-50,34,Both,E,-71.9231984825245,B,B,106.3192186218133,-20.665412861016293,D,0
26-35,44,Mental,D,34.85218478686233,E,C,29.93957164155323,-1.6173578030387337,D,0
51-65,55,Both,E,38.413571228280425,D,A,-44.0490229674889,72.97724580171298,B,1
36-50,34,Yes,C,83.91149780160156,C,A,-0.399959427290666,183.97250776954547,C,1
51-65,34,No,C,-162.63502918797815,E,C,-85.41888837446366,66.05656662802643,C,0
26-35,73,Physical,E,82.9657155244336,E,A,210.65236111003696,230.18428932683364,E,0
26-35,56,Mental,C,-20.576018023096264,C,A,-177.8840612744738,-33.23623104004809,E,1
36-50,63,Both,A,-80.28013093071621,B,B,-36.31369274976757,-112.19989099467381,C,1
36-50,41,Both,E,-139.84594485933872,A,A,32.804953227860615,123.37232061674699,D,0
26-35,39,Yes,C,-204.43508429774496,E,D,-82.14649467120014,48.58792595712343,E,1
51-65,20,Physical,B,-39.48341484854028,C,A,-90.58524155773921,-18.613591360379253,D,1
65+,36,Physical,A,-29.0123644393189,D,C,-99.59018752959507,-145.72938798945427,C,1
36-50,54,Physical,B,-164.4773745275444,A,D,143.95968286536788,203.9318685956875,A,1
65+,78,Mental,A,-31.581376891646823,D,D,142.0616917991437,110.26403456614592,C,1
26-35,19,Physical,B,22.97551564105121,C,C,-81.76199300304505,145.5468413150132,A,0
