gender,nation,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Other,China,Other,E,-35.557156747612304,-34.51581892347379,B,A,0
F,Mexico,Homosexual,A,148.38853098966703,-50.84983260411002,E,D,1
Other,China,Other,B,192.004577504247,-10.28250221646566,B,D,1
F,Brazil,Bisexual,C,84.65523046481086,62.47890979703947,E,A,1
M,Germany,Bisexual,B,95.12529994186443,54.840471940218336,D,D,0
Female,Brazil,Homosexual,E,-92.67543607975979,74.2110487740005,E,D,0
F,China,Heterosexual,B,-74.412405304105,-107.71234286152671,E,B,1
F,Other,Other,C,-7.0366371568663375,29.735932391708687,A,C,1
F,UK,Heterosexual,E,52.346795194371296,102.31261532258821,B,C,0
M,China,Bisexual,A,135.43110926779485,-187.1753757936151,A,C,0
M,Other,Other,E,193.2006933257171,-82.54418608154435,C,E,1
F,Brazil,Other,C,177.10806792082644,144.5513093923336,B,E,1
F,China,Homosexual,C,112.7804073865607,63.53653359887256,A,E,0
Other,Germany,Bisexual,C,-24.036137288223262,-67.43111553420412,A,B,1
Female,China,Other,C,-129.69131327269196,74.0982010563683,C,A,0
M,Mexico,Heterosexual,A,-42.08989418782059,37.81914477709909,D,A,0
F,Brazil,Heterosexual,D,25.862633850734294,-40.26201237634131,B,E,1
M,UK,Heterosexual,E,51.67841221231375,-20.783150336337503,E,C,1
Male,Mexico,Homosexual,B,-54.671386424898,93.22945518847447,B,A,0
Non-binary,Germany,Other,B,135.49417084727318,138.0353631142156,A,D,1
F,Germany,Heterosexual,E,-157.5175886615523,25.972095997181942,B,B,1
Female,UK,Other,E,56.69036321616123,148.17944415285893,C,D,0
M,Other,Bisexual,D,-101.52881738365316,-85.58346384735168,B,C,0
F,Other,Heterosexual,B,60.86165632523708,-118.87250599467282,A,E,1
Male,Brazil,Homosexual,E,127.04755060293537,73.02870893277773,B,A,0
Non-binary,India,Other,A,-23.95803391241233,-40.8707178480003,B,C,1
Male,Other,Other,D,53.5398127196245,34.61673002951196,A,E,1
M,Mexico,Bisexual,B,129.3100283187391,22.68146533897724,E,C,1
Other,Other,Other,E,215.3293816500189,112.22382027586136,A,B,1
Other,UK,Heterosexual,E,111.99088521565754,1.9095284528785432,B,E,0
Female,US,Other,C,63.384496930994416,-83.11949340469039,B,C,0
F,China,Homosexual,A,161.82197069679682,25.493691401489826,A,E,0
Other,Brazil,Bisexual,E,58.856042692386744,96.93945018256129,D,A,0
Other,UK,Other,D,-8.832757161468162,68.39283875405935,A,C,1
F,US,Heterosexual,E,118.41875334940177,87.57641880239345,B,D,1
F,US,Other,E,11.599358671992437,-13.69457662875358,B,E,1
Female,US,Bisexual,E,-19.623478846714644,-18.208562497717608,A,A,1
Non-binary,Brazil,Bisexual,C,113.2358641772299,-25.857714534779568,D,E,1
M,Brazil,Other,E,-179.80182832750134,-48.05669159946118,E,A,0
Male,India,Bisexual,D,97.48170271464485,-203.8162618833459,A,A,1
Other,UK,Homosexual,E,123.65235696734902,-161.94397788373266,A,B,1
Female,China,Bisexual,A,-74.02944336439992,16.624473713245187,C,E,0
F,US,Heterosexual,A,-89.47926595085477,36.027120579897456,E,D,0
Male,Other,Heterosexual,B,-78.18471149820321,-117.69120812894933,B,B,0
F,Other,Homosexual,D,-151.39290283671133,-136.7784916958489,B,C,1
F,UK,Homosexual,A,54.63167831852107,-21.441064877714158,D,C,1
F,India,Homosexual,D,-138.40628725096943,4.104021231622997,A,A,0
F,UK,Homosexual,D,-87.40480592779686,87.18762111995466,B,E,1
Male,China,Homosexual,E,-90.22937518058274,-105.05490167082834,E,E,0
Other,China,Heterosexual,A,-10.674159595348547,-47.235324462742675,A,C,1
F,India,Other,B,157.76212615245487,-84.686801550988,D,D,1
Female,US,Homosexual,C,137.69919926479517,-81.93173663805847,D,A,0
Other,India,Other,C,7.819501725545153,203.13523332169999,E,A,1
Female,China,Homosexual,E,119.1459230695334,-13.59895721760033,D,C,1
Non-binary,Other,Heterosexual,B,23.19635131893922,91.4791336108654,A,C,0
M,Other,Homosexual,D,-88.56211429169895,-119.4951753481782,E,D,1
Other,US,Homosexual,D,-34.51314454311436,66.80499109863486,C,B,0
M,Other,Homosexual,A,130.21502985997967,102.43308508114282,C,A,0
Male,UK,Homosexual,C,-17.800924244470533,-81.17339428254618,D,A,1
Other,Germany,Other,A,26.453667528047692,42.88688917843775,E,D,1
Female,US,Heterosexual,C,-98.7697649335285,17.394569129244534,B,A,1
Female,India,Other,B,184.49082898449223,-38.03617074395792,B,B,0
Male,Other,Other,B,-44.312985565549475,-244.94180443295573,C,A,0
Non-binary,Brazil,Homosexual,C,-70.31516473310569,204.09854415967615,C,D,1
M,US,Heterosexual,D,-117.93750314866114,-13.204146043665341,E,B,1
Male,China,Homosexual,A,150.47818387118312,32.880371064822626,D,D,1
F,Brazil,Bisexual,C,64.30042611418506,-119.41676376046016,A,E,0
Other,UK,Homosexual,B,-60.778519736918014,9.389576212459096,D,D,1
F,UK,Homosexual,A,-77.56101525823699,-117.5355097363257,B,A,0
Non-binary,Mexico,Bisexual,B,-48.043981302812035,119.4431219222801,D,B,1
Female,China,Homosexual,C,-11.3291209141335,59.84954972761386,B,C,1
Female,US,Heterosexual,B,-52.89036767303599,-46.97170037785533,A,D,0
M,Other,Homosexual,A,-169.35607389677116,140.82561097033636,B,D,1
Female,UK,Bisexual,A,-68.80013839962363,-112.39181846698898,E,A,1
F,Mexico,Bisexual,B,-20.127965124003026,28.274964101268086,C,E,1
M,Other,Bisexual,B,-205.22835883605032,54.906261710249595,E,E,0
Non-binary,Germany,Heterosexual,D,22.5244808885364,-54.0193849718332,A,D,1
Non-binary,US,Homosexual,D,-35.09208984076874,-122.56887071359097,C,C,0
M,UK,Homosexual,E,-14.063695581174507,34.54276365169061,A,B,0
Other,India,Homosexual,A,-56.169998782191676,97.17144961382995,D,B,0
M,Other,Other,E,63.42430549536678,10.815939786102831,B,D,1
F,Germany,Other,C,-34.42390102407897,18.95875233205816,C,E,1
Female,US,Bisexual,A,45.19516008791511,-116.73576907446905,A,B,1
Other,India,Heterosexual,C,64.04631067978812,43.75216480834763,E,A,1
Female,Mexico,Other,A,-99.38652957007321,69.299950748368,D,B,0
Female,Brazil,Other,E,0.08666493327916865,52.52570043579705,C,A,0
M,India,Heterosexual,B,-109.97449133734953,-37.13601596387498,D,D,1
M,India,Bisexual,D,3.4548654170176283,102.60607657678563,A,A,1
Other,Brazil,Heterosexual,B,49.9270041530867,-80.25335874770654,D,C,0
Male,Germany,Heterosexual,E,-98.44053698323135,217.4661055006859,C,B,0
Male,China,Homosexual,B,-77.13848329414633,3.0090433020193106,A,C,1
Non-binary,UK,Heterosexual,C,-18.57200882759475,-1.2076473225596795,A,D,1
Male,US,Homosexual,C,-51.308667566545886,27.602754924599758,C,E,0
Non-binary,UK,Bisexual,B,-115.30468229611597,-91.10570762195194,A,A,1
Other,US,Heterosexual,A,112.5851528272412,-93.79844149234829,C,C,0
F,UK,Heterosexual,B,-247.91142816794053,-15.861878788689776,C,A,1
Other,UK,Other,B,-74.4739881720433,32.747863547490155,E,C,0
M,Mexico,Other,B,-42.89602497101291,116.32714292081371,A,B,1
Female,Germany,Heterosexual,B,-71.02645493771514,83.5273473871227,E,A,0
Male,Mexico,Bisexual,C,19.8353372380679,191.08996226251935,C,E,1
Female,Mexico,Homosexual,E,32.946568265217984,78.31859900114436,A,A,1
M,Brazil,Heterosexual,D,-18.282902757020455,85.9473391842565,C,B,1
Male,Other,Other,E,-103.68162045484995,-52.853609150101846,B,D,1
M,India,Bisexual,B,-66.87130325092993,-115.24674066760538,A,C,0
Other,Other,Homosexual,A,-128.92930180805365,-20.840785860064535,E,D,1
M,Other,Bisexual,E,-132.33333328982891,69.04117121939932,E,C,0
Female,UK,Heterosexual,A,86.7210907609265,-14.59228455943726,D,A,1
Female,Brazil,Other,C,47.60321122556004,25.690275087252108,E,A,1
F,Brazil,Bisexual,C,-77.02288277213444,-107.7839735129906,E,D,0
Other,India,Homosexual,D,-8.93529014874099,107.58901173716542,D,E,1
Male,Other,Homosexual,A,32.6084192367266,-68.59541407852649,D,A,0
Female,Germany,Heterosexual,D,87.28241357433703,39.675796022336044,E,E,1
Female,India,Bisexual,D,-109.6323572664761,14.181680374068215,E,C,0
Other,India,Heterosexual,A,70.86739146520196,-10.964265326225437,C,B,1
Female,China,Other,A,-153.51649438360414,-136.33107903681358,C,D,0
F,Other,Bisexual,A,-93.02198658625046,-160.7515173122164,E,E,0
M,Mexico,Heterosexual,A,7.384905909787914,2.5090681849400256,A,B,0
F,Mexico,Bisexual,B,18.403281086527514,93.72047600660815,A,B,1
F,China,Bisexual,A,-98.8766509700832,100.9754271848508,B,A,0
Other,UK,Homosexual,D,-32.662271536675554,38.877551069049986,E,D,1
M,Mexico,Bisexual,E,131.2535910464732,43.25969542450015,A,D,0
Non-binary,Brazil,Other,C,-20.359513836032463,-4.1190843221719,B,E,1
Female,Brazil,Other,E,-107.7291906716064,38.970795778348105,A,A,1
Female,India,Bisexual,E,29.14222955032043,141.9548722465444,D,B,1
F,UK,Heterosexual,B,-96.06423910909953,126.31144590912058,E,E,0
Male,Germany,Other,B,110.45626222039058,9.84052852703428,D,D,1
F,US,Bisexual,E,-55.95839601433382,-208.0961987722969,D,D,1
Female,Germany,Bisexual,C,105.90020069408459,-110.39800140594976,E,B,1
M,Other,Heterosexual,D,170.82301604167412,-30.676829916101756,E,B,0
F,India,Other,A,-71.24843822139016,-68.80373914947286,A,C,1
F,UK,Heterosexual,B,-133.97236101086625,75.75176319556138,D,B,1
Other,Brazil,Bisexual,D,39.107824775526836,-42.95025126687857,E,D,1
Non-binary,Mexico,Bisexual,D,36.14869142482893,65.55992466155122,D,A,0
F,Brazil,Heterosexual,A,54.65612855951728,-158.29044669446623,A,A,1
Female,UK,Bisexual,D,189.0342521855557,113.08490318330115,D,D,1
M,Brazil,Homosexual,B,24.811135677000124,-239.90188606877436,D,E,1
Female,China,Bisexual,D,89.015082414707,-265.4459187123233,D,B,0
Female,US,Other,A,81.89906698294742,24.66527378253629,E,B,1
M,US,Bisexual,C,-72.00559958926996,-30.626710080450202,D,E,1
Other,Mexico,Heterosexual,D,-25.513737786078295,284.4257881531491,A,D,1
Female,India,Homosexual,D,49.54986036354434,59.955636603995686,D,A,1
Other,US,Heterosexual,A,-113.05223678495196,149.4723392502024,A,C,1
F,India,Bisexual,B,114.52996251141259,-54.30776690178219,D,C,0
Male,UK,Other,C,-77.6386365559609,-64.48733644849787,C,E,0
F,US,Heterosexual,C,-8.13396640179937,6.397292880239763,A,D,0
Female,India,Homosexual,D,99.8257487362443,-9.196008295188328,C,B,1
Female,Other,Heterosexual,D,-1.7298155661661787,77.62508353096845,A,E,0
Other,Other,Bisexual,C,208.62162769211915,-26.893079609142433,A,D,1
Other,Germany,Other,C,25.422300591334512,-2.343810273797493,A,B,0
Non-binary,Brazil,Bisexual,E,55.495877750384345,-139.40225931431704,E,C,1
F,China,Homosexual,D,109.34005365593806,48.6024662214112,C,C,0
Non-binary,Other,Other,A,193.79021096303967,-72.83409167007805,E,B,0
Non-binary,UK,Other,A,-147.30098085301108,-36.18191886614367,E,C,1
Female,India,Bisexual,D,65.23021915417301,-21.712111190752083,D,B,1
Non-binary,China,Other,B,-72.727681118745,15.284907414379646,D,B,1
M,US,Homosexual,B,188.1845419756155,-114.178395230254,D,C,0
F,India,Homosexual,A,-202.59297871269396,9.608755417182733,C,B,1
M,Other,Bisexual,C,109.5386309576075,32.73078096860568,B,B,0
Other,Other,Bisexual,A,-70.14853844974489,77.89135815559382,C,C,1
Other,UK,Heterosexual,C,-118.78817274126045,-7.65084923944672,D,D,1
Other,China,Heterosexual,C,-160.87408342925448,8.999328222000354,E,C,1
Female,India,Homosexual,D,-112.14761169567839,32.755401532348124,E,A,1
Non-binary,Germany,Heterosexual,D,-8.924370148975704,-24.681316815303767,A,D,0
Male,Germany,Homosexual,C,7.770884953897562,90.51377401483262,A,B,0
Non-binary,China,Heterosexual,B,157.98476523471413,-154.47785867651288,A,C,1
M,China,Homosexual,D,-13.385485424879818,56.128312371748976,B,E,0
Female,UK,Heterosexual,D,39.70657315335917,27.04984331416189,B,D,1
Female,Brazil,Homosexual,B,97.06494692426799,176.18215459095873,C,D,0
Female,Germany,Homosexual,B,4.756794297255567,-90.94806748220857,E,E,1
Female,UK,Heterosexual,E,-29.99268165193907,-84.36761350219165,C,B,1
Male,Germany,Bisexual,A,-25.405617005740723,65.36705792651276,A,B,1
Female,China,Bisexual,A,-143.47610043549616,105.60222450894929,D,B,1
M,India,Bisexual,E,126.18857380804462,-2.276351257614108,D,D,0
Male,Mexico,Homosexual,D,139.69157648137764,-51.12016825562093,D,A,0
Male,UK,Bisexual,D,-25.59437392384015,-181.5207988425111,C,A,0
Non-binary,Other,Homosexual,C,35.683679307964205,98.13199094889814,C,D,0
Male,India,Bisexual,C,-18.052437017584065,51.90513354062425,B,A,0
Male,Mexico,Heterosexual,C,47.3021708793862,202.7819484948516,D,B,1
Non-binary,Brazil,Homosexual,A,-0.45873890213881513,42.82344208759692,B,A,1
Non-binary,Other,Homosexual,C,49.97577965953107,-38.265294028735575,D,B,0
Non-binary,Germany,Other,B,34.524928553877935,-4.452544142040363,C,A,1
Male,Brazil,Other,C,29.972557033642683,-142.9159704953838,E,C,1
Male,US,Homosexual,D,-4.631354030288836,171.2251808771261,B,E,1
Female,China,Other,D,-161.88921595196496,-42.25436078854347,B,C,0
Male,UK,Heterosexual,A,-128.71687090291536,175.82918212594328,C,B,0
F,Germany,Bisexual,D,-22.46175733430785,-22.652755389572555,E,D,0
Female,US,Other,E,174.50432474810006,0.11411254844278332,E,B,0
M,Other,Bisexual,B,-62.92038887481053,-18.689518645343565,D,E,1
Non-binary,Brazil,Homosexual,B,146.1314646303858,-52.46934243414421,A,C,0
M,China,Bisexual,D,31.910361623602725,7.016315242219398,B,E,0
Other,Brazil,Homosexual,B,-220.36026973966437,-76.30357905272899,D,B,0
Non-binary,Germany,Homosexual,C,53.93891978849972,25.986580632765616,C,E,0
Female,US,Homosexual,D,3.3858809137534744,-212.4885364967358,D,A,0
F,India,Bisexual,D,-18.815528430349268,-35.2325661196922,A,D,0
Male,Other,Heterosexual,B,-3.6861246207029055,70.37169670121142,D,B,1
F,India,Heterosexual,B,-65.44364747732683,-117.04516182477364,B,B,1
Other,Brazil,Bisexual,C,57.49473816844806,132.98321104479817,E,C,1
Other,UK,Other,B,90.54045861199072,270.62211135181826,B,D,1
M,China,Bisexual,E,75.29369324432945,25.716600904628013,B,D,1
Other,Germany,Other,A,63.154043741900004,75.51872799158937,D,A,0
Female,US,Bisexual,B,69.82255382922563,56.71810792672159,B,A,0
Female,China,Heterosexual,E,-15.082845821886162,-62.23334028962826,B,B,1
M,China,Bisexual,A,-136.0631847851575,-106.32562682283866,C,D,1
M,China,Homosexual,B,-60.38375298638247,130.25711828363723,E,A,1
Non-binary,Brazil,Heterosexual,B,-11.52252308895944,-246.72171003906178,B,D,1
Male,Mexico,Homosexual,D,-82.44577769391462,-72.92154406657464,E,E,1
Other,Other,Other,D,87.4104602980147,87.95516190711172,E,E,1
Non-binary,US,Homosexual,C,-52.08206658452309,-42.02088121580687,D,C,1
Female,US,Heterosexual,B,-74.88677288238118,9.185327265237202,A,C,1
M,India,Homosexual,E,64.8117108653327,34.97053115147476,B,D,1
Male,UK,Heterosexual,D,125.54518586382117,82.98830034361973,D,B,1
Other,Germany,Bisexual,B,239.17576345911476,25.100579803751007,B,A,1
M,India,Bisexual,E,-96.03852687428825,-14.756100522124962,E,B,1
Female,UK,Heterosexual,A,-35.46131592145589,-113.13275026984924,A,E,1
Other,China,Heterosexual,B,-63.0282547345829,126.70409946511892,A,B,1
Male,Brazil,Homosexual,D,-14.20762536153709,65.59336903998361,B,E,1
Male,China,Heterosexual,A,7.425551191875629,98.2015411000499,B,D,1
F,Brazil,Other,D,-70.73003554161352,20.207188520458818,C,A,0
Non-binary,Germany,Heterosexual,E,-10.04323321815592,-141.82946132309124,B,D,0
Male,Mexico,Bisexual,A,21.28031164787459,65.32860736340616,C,A,0
Other,China,Homosexual,D,-32.40997526877664,-119.35377650976537,B,B,1
F,UK,Other,B,-70.73632174256892,-16.90726350094377,E,D,1
M,Germany,Other,D,-98.9038781718823,-108.52551141646522,A,B,1
Non-binary,UK,Homosexual,B,191.85579496826125,78.254152120627,D,E,1
Female,India,Other,B,68.10019466520532,63.51627962878169,C,D,0
Non-binary,Mexico,Other,D,-19.059838942047634,167.04797564017977,A,A,1
Other,Brazil,Homosexual,C,154.34108098459004,-103.67153696609701,B,E,0
Non-binary,UK,Heterosexual,C,20.417757850210606,137.5164705118383,E,A,1
Female,UK,Other,B,-12.228980422680944,-1.9756578996217693,C,D,0
Male,UK,Other,E,25.978211072917972,15.012273951924426,B,B,0
Female,US,Other,A,-134.80675840754955,-76.98569026897987,A,B,0
F,US,Heterosexual,B,-73.22021277277308,-63.684239414739494,D,B,0
F,Mexico,Bisexual,E,28.641561814596873,-183.156722055841,E,B,0
F,Other,Homosexual,B,51.57211313386615,6.609023665430818,B,A,1
M,Mexico,Homosexual,B,115.4532083157781,-137.86108486776052,C,C,0
Female,China,Homosexual,E,-121.85513041658191,79.33342919612699,E,A,1
Male,Mexico,Heterosexual,D,5.231221775895026,14.862516984623724,A,B,0
M,US,Homosexual,E,-15.269526267782533,-42.97171198582325,C,A,0
M,India,Heterosexual,B,4.275989618238126,98.9691757009514,B,C,0
F,India,Other,B,177.10196172978686,-81.09995164495456,D,D,0
F,Other,Bisexual,D,252.2149110682574,-122.07563453555966,A,E,0
F,China,Other,D,16.386736203850617,74.77926740544736,E,B,0
Female,UK,Other,E,53.35693701998396,121.11848043305531,A,D,0
Male,Germany,Bisexual,B,-197.21737216360145,-92.84033789709427,D,C,0
Non-binary,China,Bisexual,C,-46.004462384853156,-0.7233283983071612,D,B,1
Male,Other,Homosexual,E,131.67839380990947,61.06558673982499,C,D,1
Male,US,Bisexual,B,179.2736274265948,93.27114551653695,E,D,0
Non-binary,Germany,Homosexual,E,-16.80540213758526,-22.98248571800327,B,B,1
Female,India,Heterosexual,D,-30.72349003552394,78.95328131824971,A,A,0
Non-binary,US,Homosexual,C,19.81336063101109,-79.18218992446324,A,A,0
Male,China,Bisexual,C,-88.54366056785885,29.329297739307194,E,D,0
Other,Germany,Heterosexual,C,-42.89248706453234,168.67274611362916,A,C,0
Female,Germany,Homosexual,E,-17.20723722976685,-72.48930466399274,A,B,1
Male,China,Other,D,60.154319197956106,102.73294092076345,B,A,1
M,US,Heterosexual,B,-15.647365077345091,203.27417754702628,D,C,1
Female,US,Bisexual,E,77.94383303320835,-80.97806446883826,D,A,1
Other,China,Homosexual,B,231.15422855939275,-36.29334849948865,A,D,0
Other,US,Other,E,-185.50439582124875,174.20210731722176,B,D,1
Other,UK,Bisexual,D,129.9463626909277,-56.97112310073019,A,A,1
F,UK,Homosexual,B,92.3554406594502,79.81385255220745,D,C,0
Non-binary,Mexico,Other,E,-48.80263503753846,-73.43771058535638,D,D,1
Male,Other,Other,D,-18.2558252718963,76.48335753287934,B,C,1
Male,UK,Other,B,110.9355314112759,79.25193890225786,A,C,0
Other,US,Bisexual,E,151.7046558813846,147.77440319833687,E,A,0
Non-binary,China,Bisexual,A,47.33644596657432,27.44363239778812,E,E,1
Female,Germany,Heterosexual,A,-122.64398175104358,-40.93836845759137,E,E,1
Other,India,Heterosexual,E,17.046694688874357,112.13884606152031,E,A,1
M,China,Homosexual,A,-71.82059832608077,65.54887247161977,D,A,1
Other,Germany,Other,A,140.09150111829024,-207.9002594693262,D,A,0
Female,Mexico,Bisexual,C,-19.222330143319844,-135.88475534418473,D,C,0
F,India,Bisexual,E,112.49580061645241,44.82537264312773,C,D,0
Non-binary,Germany,Homosexual,B,-141.31449541138238,-4.196933588071573,E,B,1
M,Other,Other,A,1.816692883721122,-11.87634592427998,D,C,1
Female,Germany,Other,D,-11.712267065107174,26.69299384291518,E,C,1
Female,US,Other,B,-130.5464769637573,-48.6892032547064,E,A,0
