religion,civil_status,sexuality,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Buddhist,Married,Bisexual,51-65,D,E,-114.03883678535314,47.76305703654564,-169.3250266452729,-51.01881662807447,-27.77463198359718,-48.631048740019864,7.274588447623809,284.7109029625503,0
Buddhist,Married,Other,18-25,C,E,-104.15955902121097,43.44825575517166,-92.59714743798261,1.756916325992223,-52.01304662636781,-83.06479028761608,-11.245471377696319,-84.52287869348613,0
Muslim,Married,Other,36-50,D,C,117.23979831919146,154.58168485280567,-46.92024439864612,-113.54253032366984,33.11932577010672,-121.94520497832724,125.18117260456825,-63.1427926729483,1
Hindu,Divorced,Bisexual,26-35,E,C,-295.0012926720343,48.51604740749982,-45.254711496790186,90.76826856155915,228.54092890625108,-7.78153476002256,-50.61195335853195,70.97887209353951,1
Muslim,Divorced,Bisexual,18-25,E,C,-139.48865516215085,188.01697625557873,167.11082917422794,-16.352844005076513,48.89638993387942,-254.7549634401696,16.72358520875857,-156.8953806314053,1
None,Single,Heterosexual,18-25,A,E,-23.748855284273322,-28.74481115290468,-36.76622454968476,-193.06606254039608,-54.164768724918765,221.12978711705532,64.2480700915493,-148.24003537386093,0
Jewish,Single,Homosexual,18-25,C,B,-61.829866133050416,1.577991636326139,-112.54527621481478,61.87887564062019,-96.83692263392861,-17.74093228005082,53.901376144408545,34.91244406142034,0
Christian,Single,Homosexual,18-25,C,A,-25.738709315399213,15.236015379616145,-210.05500691116015,122.1779842847043,14.604924492163851,96.48164113075063,-95.64111783492962,107.14614294801402,0
Hindu,Widowed,Other,26-35,E,B,70.11392615648963,-265.9412674604471,1.7268448000126477,-6.172312856012498,-203.80659195158,-93.24804717189218,155.37677803641856,18.03775201383862,1
Muslim,Widowed,Other,18-25,D,C,-38.91885562378693,33.81526830432122,-15.477328845778986,93.68643584181247,165.7954976715632,168.49162595475477,-180.3718078616053,119.21341229229282,0
None,Widowed,Other,26-35,A,E,14.261145872194922,-83.47932619869266,77.3052468729803,4.03595886007691,-73.09908974659174,-5.2214869500672805,62.322538186155704,-120.33961123051972,1
Christian,Single,Other,18-25,D,A,7.932654569707806,-63.33636385903944,-0.7337104862598568,131.73740786781278,27.607842456437403,-23.410221513940503,213.28041838359044,152.03909638551863,1
Buddhist,Widowed,Heterosexual,65+,E,A,-136.86430766938875,-49.64037379517929,-69.65092273726266,-190.140238689912,-97.60305779889109,76.12331143423926,78.12155750389459,34.087702938207606,0
Buddhist,Divorced,Heterosexual,65+,C,A,-177.14724792394026,20.66232401893344,85.26253307767391,20.53388283916348,60.73109174556344,129.8130416952524,60.10985087931995,29.098987275114887,0
Other,Married,Bisexual,36-50,D,A,126.87334116659905,258.1477294585453,70.68887864510559,-164.0060133761938,-260.7622882033193,121.62859936579294,39.45417860489984,-50.55765690997567,0
Christian,Married,Heterosexual,65+,B,A,-115.39279864064042,67.81776303362389,-128.4002650499122,106.4576145358062,-122.12794407430391,-115.82097138809819,-81.94162791294251,-153.18919935174497,0
Hindu,Married,Other,36-50,B,E,51.88795284781686,-63.93882433978333,-48.69652870203868,43.44599462483103,132.63858546676414,44.567178748893035,74.11133133158894,38.85138084458466,0
Muslim,Widowed,Heterosexual,26-35,E,A,101.0566207152223,125.13683751648857,69.68232971565342,-209.85028660694618,7.213011139735038,-4.7089749725525545,-28.232756763218,-140.8417115930505,0
Jewish,Single,Homosexual,18-25,A,D,81.76343199484353,-44.30422531888784,-77.23727404222049,82.7687085173392,38.15482738618852,281.28787621112315,-54.72881927009677,143.14392935228653,1
Other,Single,Heterosexual,18-25,C,A,-41.165475258483056,-88.94713672318025,-87.31190379734196,-18.945796415719784,54.92397180589117,69.63240027544084,-197.7525602666431,-40.90290697728538,0
Jewish,Divorced,Other,65+,E,A,-89.29954445657553,-5.780814830425255,117.83239449914574,60.275164982598014,-15.800375496452244,-206.28056348701008,-234.81723764905976,-49.76659271226595,0
None,Divorced,Other,51-65,A,C,119.73177909047533,-22.205516675392943,-6.711044171133067,176.92045773492092,-113.72958508506285,-226.190594916006,45.10974000580226,21.69267833988448,1
Jewish,Single,Heterosexual,26-35,E,C,8.925274715673998,11.34145550082101,165.5250701242653,-41.73014376100087,140.1906439524236,-114.43715755873096,-130.00085395263818,52.97432083960849,1
Muslim,Married,Other,36-50,E,E,112.2409167882092,110.8469246548416,-64.418219458142,-90.54090456437581,-203.60547498583094,21.134332082283418,70.64681527460233,39.40709626292383,1
Other,Single,Other,51-65,B,C,41.30680720229118,119.67885091953072,22.903957460742173,205.40028390135282,-7.691649642856698,-196.15992292088458,-6.289070914375808,129.76185555833942,0
Muslim,Married,Bisexual,18-25,B,E,73.67557949944741,-230.29698434803336,-117.40110029406348,56.85377347396919,-130.9350414368061,1.105784721562467,35.280207222515095,-114.58473552283624,1
None,Widowed,Other,18-25,E,E,-154.97672756762688,-15.71254634043348,-113.575687990291,156.8680491323142,-132.94931598018263,34.49137898703463,112.94017247787815,12.152915119806856,1
Muslim,Married,Homosexual,18-25,B,B,-24.56352693562824,-45.30761094793551,11.544133307760893,38.36369381671594,89.59181744315465,149.5017874056153,42.57289969212641,64.28033872829008,1
Christian,Married,Other,18-25,D,A,12.12513906163144,139.54548376334506,117.92372053592092,-4.331496343041944,-140.97406319280975,16.736293710683988,-82.26232097890816,17.170660107098037,0
Christian,Widowed,Bisexual,26-35,E,D,32.73316214980159,-172.873235490645,-223.82120508481526,-50.4647004446586,16.15272994438268,-54.21858658448612,-174.231726604137,-26.278450307427292,0
Hindu,Married,Homosexual,65+,C,B,-91.48238773080777,-37.0293372324776,-56.82230822088184,12.506894418213966,-8.80759634841641,-65.66061046773521,-61.67593502121933,-6.827358462624182,0
Buddhist,Divorced,Heterosexual,36-50,D,A,-78.50744153643024,82.23907086934808,-84.92771506255293,45.61546452266058,162.53708670172634,-92.69264044305646,-109.64507151194138,10.943879892091426,0
Other,Divorced,Heterosexual,26-35,D,D,-50.46657439505816,-49.81577078047542,-11.272045680173694,47.61096171467064,67.518339228738,-150.45719941689083,-32.31714120207288,164.527145077769,1
Christian,Widowed,Heterosexual,26-35,C,B,21.13109876317005,150.8236772077912,-242.67065942705534,-38.45074922577001,-90.05743106412923,61.62317752301368,-5.329710472083829,-173.00355119870062,0
None,Widowed,Heterosexual,26-35,C,A,-111.90145007438417,-197.60351320198976,-204.19152064170794,-56.48886842849763,-28.37753982800918,-34.64581582612137,-96.14935041206265,-55.09680246962766,1
None,Married,Other,51-65,E,C,107.82227752797296,21.608920171170443,-136.16040306153954,-137.13071368455252,-59.57682111491389,-202.0089517382445,19.85490691129402,167.68696523430992,0
Christian,Married,Homosexual,65+,C,B,-95.97799663356048,-53.190928000232375,67.78399602245491,120.9620003162757,-106.70341973727287,-88.66480205391979,-52.61039016993182,-146.4555250025349,1
Jewish,Widowed,Heterosexual,36-50,E,D,72.395791481232,25.68165822833075,-28.84510979801985,-56.620277830624175,28.91752204616904,73.42622890218746,-146.799266448331,67.98120066073126,0
Jewish,Single,Heterosexual,26-35,A,D,61.2270475388761,63.88659098012703,19.887629249621178,40.581442706244154,-213.6992293967679,99.95233033361951,127.02412242673044,-133.9393509277388,0
None,Divorced,Heterosexual,26-35,E,C,107.74580932136402,-80.81938781598843,3.6467197576940773,27.989137406024973,30.12336693902969,-257.1524234326814,176.11347575430963,1.8035365138941366,0
Other,Widowed,Homosexual,65+,C,C,-7.759813724053679,-57.05368766272427,-60.18460746520806,14.642822363919612,10.940941319066617,-17.450432663831165,113.5265582517628,13.293414457088279,1
Buddhist,Widowed,Bisexual,65+,E,C,18.666150415559894,-64.41281549827977,-54.33609746830205,-155.3726476922043,-44.98638039300706,-11.035266467722826,21.623074019401464,-85.92541602009646,1
Buddhist,Widowed,Bisexual,36-50,C,C,-18.211813354610154,-3.0957421694933562,87.23640874190548,53.1571991961363,241.25090396005186,70.47028375199848,-131.34296928796587,-95.2571667643773,0
Other,Widowed,Other,36-50,D,B,-34.31733610596501,-54.980902900687745,-77.26677879513856,112.84434302512881,19.256392826932096,100.39113685500543,51.65714688085327,152.49723809671787,0
Jewish,Married,Homosexual,18-25,A,B,34.76449166246739,-134.04535998522508,-8.639391626021869,18.965763673105986,87.39439171332299,-60.99347507095949,74.12795896500313,-176.30108450203292,1
Other,Divorced,Bisexual,18-25,E,C,-128.04774656488803,-29.272464331938252,-177.08997186181332,143.60222291646693,-135.92380440437879,8.56757354252402,-117.63660101878668,-26.668298796009758,1
Jewish,Widowed,Bisexual,26-35,B,C,23.20207654800395,122.65559785663582,92.41835234131713,155.95773285562072,-25.760378083946488,-73.73938624926144,5.57847232782199,-33.80692475099655,1
Muslim,Divorced,Bisexual,18-25,B,C,-6.335818858788842,83.35084514006097,126.01227883326949,108.97769914426951,150.96481788980333,45.61469622166279,11.702502807111077,104.61539492711044,1
Christian,Married,Heterosexual,18-25,B,D,-139.02425236896053,130.42256372510258,-124.92879803199482,-0.2675695538185368,-114.81909788436873,-93.19753031635832,66.80850418251231,-34.43016090058931,0
Muslim,Widowed,Heterosexual,51-65,E,B,115.65529335274039,-12.585959677594252,-12.734681413112497,-125.36487999324919,47.788713814398314,11.808335373500546,0.7320848067979772,81.24472862247771,1
Jewish,Married,Bisexual,51-65,D,C,80.50090359826633,-121.04746636815331,113.47814805298061,-53.838639189806756,8.196158359418735,-129.26290633548848,-249.87478233419534,-28.317368952173744,1
Other,Widowed,Heterosexual,36-50,D,E,66.52333095027907,-97.84731899876189,-172.0538122415404,0.007164318031149435,16.908846974682138,50.946590748580476,205.40542870439302,23.89435192605638,1
Christian,Single,Heterosexual,65+,A,A,-97.14238512048792,188.33758634099502,-34.5374916635546,27.790061805043514,-86.2424484539975,-2.2434705872318874,21.479731672508287,-111.83842139317848,0
Jewish,Divorced,Bisexual,18-25,C,C,-212.69343612000728,94.08502210205069,141.59960645170574,7.18026719853236,51.082168050927294,-160.59528448739954,147.72965778799428,45.29390694276047,0
Other,Single,Heterosexual,26-35,C,D,138.8461827460039,53.61943782459304,58.9765779975006,-104.67324203433515,-14.826461272341076,61.6059431929025,-116.77511069284982,-99.48486916792672,0
Other,Single,Heterosexual,65+,D,D,-2.7710272042869057,115.8259089666964,-29.571309363622113,-31.19846606247631,-94.98994377764741,-109.84515803995494,81.04923187104265,12.482871104688975,1
Buddhist,Single,Other,65+,B,E,-59.86898162928267,48.84695956675892,16.70694060279621,-107.56647070273324,45.614467085494304,-38.219590475119,-83.80710868344804,-69.24194873758078,1
Buddhist,Married,Other,65+,E,C,59.56819002478985,-172.45185099302435,93.82707548126015,-7.5421113980828265,365.22041812291224,-47.422250787322774,-19.168854354692545,80.54533597924363,1
Buddhist,Married,Other,51-65,D,B,-31.880437770510234,63.34797207557165,-17.372226160078625,7.696097600000037,-91.85027791695141,-128.74695203097448,-95.60392607841771,-235.10231605889683,0
Jewish,Widowed,Bisexual,51-65,B,C,-115.63801106903739,44.53400200465429,-40.78087136801396,46.39792562042665,-142.88050654693268,4.272498859633497,149.6621427334586,-41.29434911353923,1
None,Married,Bisexual,36-50,B,B,-215.59335821401038,73.1237110140893,120.11465512730094,64.33595844460567,197.44868084872303,-119.07800249540416,-24.934889960832972,-49.534505706268654,0
Buddhist,Married,Other,36-50,C,B,-60.5754149914396,19.038002665122626,-51.71889076506114,-45.63190932506253,-81.06333532457172,38.013889056697096,-40.35060775539502,-60.60842929115371,0
Buddhist,Divorced,Other,36-50,D,E,-65.66708136319652,-13.202785899434092,-79.17559848164234,116.33541120208766,-94.31052855739944,-77.86728247770446,254.00478103925988,31.543473833666823,1
Christian,Single,Heterosexual,36-50,D,E,47.885057718475046,91.42619272861809,66.82766472252548,-57.029157496588056,-44.37585812027175,-92.26769494284038,5.989940830818863,32.8279419834362,0
Hindu,Single,Bisexual,26-35,E,C,41.44083095360402,-48.96637204415406,31.714850447139785,-107.46409926467476,21.948305433246137,33.06799870590256,-71.74049047822353,104.95110222165283,0
Muslim,Divorced,Bisexual,36-50,A,E,63.19971476033653,63.587394899768555,61.12298671041933,-85.83561098124783,56.02843110159841,51.85755784754438,264.5112542887839,-48.78223357899428,0
Other,Single,Bisexual,51-65,A,C,87.70153540816789,87.95135747238098,-66.02638804271095,241.4929398713142,-82.17754159181737,-6.483486685928061,34.32611199593048,-18.575262438295415,0
Other,Married,Bisexual,51-65,A,B,178.14680779504098,15.716791926941987,69.64784059791502,-12.620097956213533,9.878019612754866,118.30726863489917,-108.25134498865152,43.53573051909183,1
Jewish,Widowed,Heterosexual,51-65,C,C,7.675457329011646,-100.38080346356162,70.04910813445989,-71.62189081980475,-39.88248530379667,149.05293333853237,-193.75556315982521,-205.71543713343576,0
Jewish,Divorced,Homosexual,26-35,E,A,-39.969208787445844,180.82792191645692,-21.898423224172475,196.0906897322008,107.52199275152961,-57.80046589107406,175.2793692316364,-37.365042465213264,1
None,Divorced,Heterosexual,51-65,C,E,-115.91882055092353,184.8775689071803,128.75066019642185,-202.81298156375604,-161.30665526698323,-57.83203691978047,105.02114941283062,-70.55998507313895,0
None,Married,Heterosexual,26-35,D,B,13.771186460606852,-52.97833576839315,-173.5783977165103,108.68239538381717,148.1490064108817,216.7470245147767,10.376519835253465,130.7280920116671,1
Other,Married,Other,51-65,B,D,117.5926582544788,155.42091278209878,27.219964832487577,-6.2963913736220585,273.55082368178256,-48.06968177032714,31.10715730825809,-268.2221456817329,1
Muslim,Divorced,Other,18-25,A,B,101.9876343745486,41.259300100273485,-123.04973021299939,60.47873576275388,-50.03835258499234,-75.35637133012423,-128.81458874334524,45.84161947473469,1
None,Married,Bisexual,18-25,B,D,10.789167421885525,56.54153054092183,-186.6909307684355,-4.879957697604753,-61.37113645463326,117.59764349014186,-157.77994128049664,50.48463828689491,0
Buddhist,Widowed,Homosexual,51-65,D,D,-112.81171221125715,28.092584506908892,23.320993628707555,-47.41663969508846,32.47445275631989,73.72406806839244,-62.136915534850864,-14.388611134430679,1
Other,Single,Bisexual,65+,B,C,69.82497703912429,-11.338643933167779,85.7247450177287,41.41771105065958,81.01505810938693,11.202612205944883,-136.97670477815166,55.607102596452194,0
None,Single,Heterosexual,65+,E,E,147.48126047716482,-24.922873190340358,15.472225515702293,54.46537638369189,-163.03559239572726,-9.610282963767917,-33.15335712335285,100.23496608408273,0
Buddhist,Divorced,Other,36-50,D,E,16.82353210689055,-66.30334892789381,150.79278640595382,91.0744026141434,-36.7048110336621,114.283478851973,16.532097739576987,-209.7525302931457,0
Christian,Divorced,Bisexual,36-50,C,C,82.41320003030064,33.832963817083936,23.73175981941556,1.243971249380883,-31.23629853930497,4.352148458133451,29.718959505177484,-12.619398958790848,1
Jewish,Married,Heterosexual,51-65,A,D,-88.35273494845755,50.52258363796977,-159.73747635766262,-111.8065296600929,57.85103454999913,1.514437770789626,56.707262822761976,-81.413214851061,0
Muslim,Widowed,Homosexual,65+,B,E,-99.13809884186855,57.16650261590897,3.9356068850407153,-54.51278906848849,18.331788531177132,52.912930366281586,45.54442139360635,-85.73808377197453,1
None,Widowed,Homosexual,65+,E,D,61.49463010031161,127.30443909877431,-71.26570376880427,-129.92382625975452,-18.707919385311968,-11.640935247430756,-156.94636122721712,-87.91153438988215,1
Hindu,Single,Other,18-25,B,D,-93.77757883232071,113.07967909127197,-152.3591928164961,-126.69187582956604,101.02952315818511,-171.29108341658446,-227.02431715366052,71.78254326483359,0
Hindu,Single,Homosexual,51-65,B,D,22.12114038735151,15.21560284377318,-39.585272367443736,33.52528156874983,-74.04103179047631,31.912426348077283,50.757315130132966,-5.847301910644161,0
Buddhist,Divorced,Heterosexual,36-50,A,C,74.65601689551956,99.40304939812609,-93.74131045754343,-78.61927390778115,7.216149230930176,115.70238376245136,126.6430607139524,-173.2309450878033,0
Other,Divorced,Other,36-50,A,A,-86.86652754143412,100.65246996672663,-71.42009684946721,-142.38693662698498,104.5890682313664,95.25241838985696,44.16085897049516,-230.06722451215543,1
Muslim,Married,Other,51-65,E,D,-0.763476873070381,8.245199711968137,-26.33335351709245,148.85065562591907,-132.485577030755,-181.66296419222945,-114.36248228123682,68.43129434031371,1
Jewish,Widowed,Homosexual,51-65,B,A,-75.4450378306304,-9.110548287776748,24.08581342490473,186.28549961877644,178.2159044939359,-21.238877666641393,-75.07126815453195,-270.15111504807624,0
Other,Divorced,Bisexual,51-65,C,A,-33.2978930726381,87.44236012940453,-59.90187232817519,-52.3844932903749,143.18042202400957,48.675431480714735,10.158706064476455,9.135392449123895,0
Buddhist,Widowed,Heterosexual,65+,A,B,28.328924301277898,-55.898134561695024,-22.0115306835948,57.56202471922367,61.2869087651011,156.16549802281796,0.9373722608685641,39.69855529406221,0
Other,Divorced,Homosexual,51-65,B,B,79.44607981167951,173.8332412712485,30.301039165804085,-85.32019991097731,-75.14764514105681,-296.9055114661569,-18.631818458499563,2.2381821444120362,0
None,Single,Heterosexual,51-65,D,D,94.27658336540419,83.00811923092178,151.5029491669756,-164.88015015457879,145.28862196296993,106.3173353198821,-80.21401439196414,74.93192087207457,0
Hindu,Married,Bisexual,51-65,A,C,89.7712427241027,61.45176620213494,-103.37290427978945,-150.06514806255603,-4.147851030494537,73.38295354403405,-0.20156573284525062,-70.99830558936762,1
None,Married,Other,18-25,B,C,-101.08203904239292,-8.857713372891908,-105.17602739045408,-102.3708033698893,-12.845905634758253,190.08478565320547,55.58585653595185,82.56651813058356,0
Other,Divorced,Heterosexual,51-65,B,E,197.1688731057983,-30.91059405506138,83.86535312261849,93.50977104692477,-122.86611961859907,-122.97598324541883,-5.668884852270907,-52.15967497769213,0
Christian,Married,Bisexual,18-25,B,C,-42.771497858189846,-13.287145531409529,-63.27266135145544,21.80630648941348,-93.1398779060976,105.29056915775932,63.249620107179226,170.69851674330636,0
Buddhist,Divorced,Homosexual,36-50,A,B,143.68048568224177,52.70823810197961,-58.27494791370287,8.165232743380953,-11.575814482155046,213.48394558576666,-8.399657289988225,-61.40841425538657,0
Buddhist,Single,Bisexual,36-50,E,C,258.50538671413244,-16.724946493449895,63.49798389241082,124.40165072398565,138.6426693200678,-48.63245713765228,-90.40542070978196,104.2866894205591,1
Jewish,Married,Other,65+,D,A,113.98636059469578,-102.10948242022555,196.5226247353668,248.3736635314147,14.306540188738017,-33.54299491397665,27.974277500853074,161.9197105625759,0
Buddhist,Married,Homosexual,18-25,D,A,53.30643878422232,179.35758441149085,89.75477000732735,23.263717637044348,112.10082987895169,0.6275847184196872,-151.47308309948534,-30.600714653221967,0
None,Divorced,Heterosexual,18-25,A,E,-34.47649831324323,-41.58131242536106,38.8579871290137,65.64760576137128,63.22608137305578,-0.34817499337975966,13.625725750837777,-36.15555058836928,1
None,Married,Homosexual,36-50,D,D,-132.12181776283177,14.467903659486906,-38.84969688108245,-25.994986876768735,4.548714626482461,-29.045836172728745,87.94324668281813,61.2952784142379,1
None,Married,Heterosexual,51-65,C,C,55.731003111686746,181.4377257945011,-107.30471564856087,-82.87733733410847,8.403667726224898,-69.14654963574077,19.797148248019155,-224.74566352619624,0
Other,Widowed,Other,18-25,C,E,3.7067233212460895,-52.65341221860375,-49.53720058159435,71.39301866563432,-26.376435138073163,3.1458612632528444,-140.52284469163362,79.30040082541177,1
Muslim,Widowed,Heterosexual,26-35,C,D,-12.491465407540614,-50.32910853962785,-78.69551007030124,157.49921268571353,-45.107195604162406,-103.82554367189458,90.16715026147702,-100.47952578910078,1
Muslim,Married,Homosexual,26-35,A,A,28.26256489643834,-180.0888403041643,20.25327117896672,-48.12484042513025,-162.79163631179003,10.004040251909155,-24.544046511438438,-57.67062644675013,0
Muslim,Married,Bisexual,51-65,E,E,-69.57957745979458,-68.12320817669747,136.0078595810092,167.86850750539202,49.989006076138025,66.0644116103651,-128.99820621884064,-81.75889175603925,0
Jewish,Single,Bisexual,26-35,B,D,59.029182626642516,-17.738411260256136,-57.039923991364375,69.50814999346994,115.24337778501608,97.82551998575532,72.91111523855696,-119.05951468317465,0
Hindu,Divorced,Bisexual,36-50,B,C,-96.11953467850178,-45.452132465419744,-74.84793884096626,-88.85492021508152,58.40412982891402,-206.53784872972824,-29.280709773424483,8.887348373916543,0
Hindu,Single,Heterosexual,51-65,D,A,-46.70573246049762,-23.55268778551188,57.14940200590385,-35.37605189064474,90.94756364387348,-129.42327734750162,44.474813216052006,-61.35988693487224,0
Muslim,Married,Homosexual,18-25,D,D,-5.164903444229296,-141.42928957092926,153.2439550599366,148.74710627725023,-15.731891842870619,-15.879965714949767,134.48246084787385,86.53440577672541,0
None,Widowed,Homosexual,18-25,C,E,51.78518658065458,-95.36464063600494,32.62370804834283,156.10049488871925,99.60430981991962,92.86175786450838,-19.060610645585303,-7.319564848119104,1
Christian,Divorced,Homosexual,18-25,E,B,-71.7257657739668,5.67411406504085,-91.69443409429788,-154.96787454983988,-137.44027331224316,-30.087305869741538,-74.43906988522448,-99.26850334749922,0
Christian,Widowed,Heterosexual,18-25,C,D,-275.1203590441724,-114.84953446117649,37.61626452337291,-30.48209672003694,-17.625101182452266,133.98128959122042,99.76644750514048,144.30009351686823,1
Muslim,Divorced,Other,18-25,C,C,-59.964418214345315,117.49788135508645,74.81595396482791,-193.185028459109,101.68826367660706,-146.71699046995425,-49.786340087838035,-130.3199081832988,1
Hindu,Married,Other,26-35,C,B,-84.95334582850485,-22.263440715664974,227.12813549403202,-176.17230936366298,-67.88798101934246,14.67360619691619,-192.03319080289424,18.676872109241753,1
Jewish,Married,Other,18-25,D,D,-104.3788453442507,-52.306687749843285,150.14205130907675,-83.68948238888557,109.27665774096253,-78.28538301743862,149.38264709653933,-33.06429573940981,0
Other,Widowed,Bisexual,51-65,D,D,45.563829672745484,19.472514617065986,-64.42028410153492,-59.73754990124881,262.41985908842474,216.653811008347,-27.24861491047565,147.44117382544164,0
Christian,Single,Heterosexual,26-35,E,A,-88.63734833699827,3.5667392692498314,-10.1600930680168,-70.48653087959109,75.58890965298535,-9.373746351306053,-130.5653485252528,-84.80637082512793,1
Buddhist,Widowed,Other,65+,D,B,2.9244095049145544,-29.00111263171528,80.02115625470783,45.58702103696189,29.90986623881986,-125.46582263078344,19.002236312913105,97.52509638036823,0
Christian,Single,Homosexual,18-25,E,C,-40.72928597025069,57.21131945002277,-153.77924944395951,20.1199116512113,-144.18143959068206,133.75894300772134,-33.119626772532094,-16.559634081187035,0
None,Single,Homosexual,36-50,E,B,156.25338414454643,-101.29503247306498,64.86639666567243,-98.05541216025969,89.87374677997646,197.70683820878375,-27.656501710372595,-1.5927122316535893,1
Hindu,Single,Other,18-25,C,A,2.180595986665007,201.64000065474647,16.86079786673389,-46.45077997666574,57.81752570885803,-106.09421662527316,62.30244006434794,178.38603778634305,0
Christian,Widowed,Other,65+,D,E,136.78230793558305,171.41813615252494,-42.721263580217915,-0.616282545342914,-102.38652054753538,-25.189686655001182,-153.4321780954565,-55.27490413421985,1
None,Single,Homosexual,65+,B,A,-99.88178304202134,-112.95555430454488,-44.45361815314197,142.47945759458995,199.85212039457434,-151.58305300245013,-104.67404128261674,-3.8096378221931513,0
Christian,Divorced,Other,36-50,C,E,-134.41937692582957,15.118552095244553,-47.023452200194626,-218.05482348326296,-14.990002120660412,-87.90992045007081,109.57489804481493,-51.74780822856664,0
None,Married,Bisexual,36-50,E,B,71.27868023960504,24.620204820333015,98.58752267302448,-125.06922657835065,17.58796906796131,7.27435114481574,133.4066173917679,-57.629638298525165,1
Muslim,Single,Heterosexual,36-50,A,B,-71.5085410017515,-53.7495721081926,89.00279056659659,-45.079244979984495,-37.46284791373632,-131.67493540941837,-25.520081325245236,-4.705630845997731,0
Other,Widowed,Other,26-35,D,D,49.8123676278097,90.69826995944403,87.77215740141592,77.30236670935844,47.48087051295938,-71.68818514742652,24.463644478202426,-216.7399544378052,1
Other,Single,Homosexual,36-50,B,B,-90.83943878575705,-141.65802488568565,-93.55230709859157,-4.119023103640111,19.735494969063737,33.67921336241737,83.50094999574847,227.5008315329683,0
None,Married,Heterosexual,36-50,E,B,-183.14817978743636,-58.71610872404295,-108.84830205805116,104.4340626151552,-104.58198068284807,-191.6953510121706,14.686941088576914,-23.84869148448971,1
Buddhist,Single,Other,65+,D,D,-222.4404484241398,56.683556990769425,21.46474079690697,131.14787664495486,11.679272525120474,-69.58189054149595,170.36188334647977,-96.29400565413174,0
Hindu,Single,Other,36-50,E,A,97.64658093211195,103.31158775295928,-15.824898884278237,148.85672583633306,111.88000761541032,150.1263613644488,103.45119703844159,-59.24393681533813,0
