sex,military,age_group,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,target
Female,No,51-65,Divorced,29.48113420914099,A,-16.11071773178299,133.42879053521804,143.74211633143972,1
Non-binary,Veteran,18-25,Single,40.785467794215855,C,94.54809891879592,-56.24152496565959,-316.94091565559813,0
F,Yes,26-35,Widowed,-62.2124113953768,D,0.676164227412851,76.54933130594554,-26.932078648094443,1
Male,Non-Veteran,18-25,Divorced,0.1127575973719626,D,25.748727644603697,122.88655481367508,-20.126051343089596,1
Other,Non-Veteran,65+,Single,79.93493205875994,E,-173.06212594730553,-217.20301005271966,48.40456735962782,0
Male,Veteran,18-25,Single,16.558129447904655,E,-21.876734173535535,-6.1051735573627335,-6.607326340532937,0
Other,No,51-65,Married,-79.04361809785424,C,-152.57301925358027,-170.3604702620221,-24.765923193268026,1
Other,No,65+,Divorced,-83.21433311769908,B,-20.88704521349843,10.840315023720636,138.83877697115074,0
Female,Veteran,65+,Single,23.1831136934637,C,13.31423207133783,-59.83901217777079,204.30552428474894,1
F,No,18-25,Divorced,-71.54116352291885,A,72.7121828235949,-66.7269090332865,-133.60392987486875,1
M,Yes,18-25,Widowed,44.74631756051874,C,18.986536727676356,-197.23306779684992,-30.38764503076693,0
Female,No,36-50,Divorced,28.020828276874028,E,-0.8097437851377297,-89.86846994170858,-134.17218761970793,0
Non-binary,No,51-65,Divorced,-9.733795082360118,C,-58.03006304467536,68.70877420739728,19.546579168804076,1
Other,Veteran,65+,Divorced,-28.915760137879104,C,-144.61925681021035,18.1701044635651,313.0963811930216,1
F,Veteran,65+,Single,-79.79557119210735,E,76.50282668749247,-78.87919748469024,-49.518549647688644,0
Male,No,26-35,Single,-32.368751136395524,E,11.521559020873507,16.259666212420118,-4.22531450180611,1
Other,Veteran,26-35,Divorced,34.060575635841126,A,25.924665210208676,73.30433758718556,60.70765553868036,0
Male,No,18-25,Divorced,87.7090372030859,B,-59.84853576411334,-133.34679728224705,-81.4212395572887,1
M,Non-Veteran,65+,Widowed,41.10604425081048,A,58.291109179242596,324.2563150723764,-102.76768258317492,0
Other,No,51-65,Married,-27.24820059488289,D,16.630048878162913,74.28471790810788,-19.69597373390199,1
M,Yes,51-65,Widowed,-115.7764287363835,B,-125.60603755382374,-71.20136762269225,-76.72630454123744,0
Non-binary,Yes,26-35,Single,-48.55460056311273,A,-143.67279793295353,-168.5605834116548,-226.13631291541157,0
M,Non-Veteran,36-50,Married,19.554439090586627,E,6.801194149916699,72.45885248226296,-85.50037436609671,1
Male,Veteran,36-50,Married,-24.19640154464467,C,44.68671920045234,162.8851204336077,-59.07852189444698,1
Female,Non-Veteran,51-65,Single,-166.14370262296978,A,-108.26756983441224,13.09303827836949,-40.78337563918703,1
Other,Non-Veteran,18-25,Married,44.41343799178231,A,-41.56729302721248,139.6841065252996,-154.06788414977513,0
Non-binary,Veteran,26-35,Married,84.93447063258263,A,46.709204738043766,-123.76799656692702,173.18602237888587,1
Female,Veteran,26-35,Divorced,-95.51188861538577,C,-73.86947223192739,-32.32618379617142,75.8609814465729,1
Female,No,26-35,Single,-107.76525826582643,B,44.39154164083946,107.06963175445235,40.167872520170725,0
F,Yes,36-50,Married,111.48182410774406,A,136.42186260144686,-35.8618545485979,22.289220182859324,0
M,Yes,65+,Single,-132.12972667432177,E,83.67826883590355,88.85121287646265,133.1886926603995,0
F,Veteran,26-35,Single,-50.1710320897095,B,63.385638364295716,-115.71094244607455,-134.74174979219399,1
Non-binary,No,65+,Divorced,46.548386353543094,C,81.31641801188734,-149.26145766008023,-12.933063065806937,1
M,No,36-50,Single,-54.21770113722319,C,-121.06449278519446,89.46671993724249,-16.118338034507016,1
Female,Veteran,36-50,Divorced,-140.82173196764106,C,39.2931644317932,-135.22855623581603,-214.53488706925552,1
Male,Veteran,26-35,Single,-4.124729762596573,A,-211.32328348612995,-37.22687499341481,-26.976724048469315,0
F,Non-Veteran,36-50,Single,18.11386124305017,A,156.35227222616987,-104.66326355796059,60.092855920588114,1
Male,Veteran,51-65,Single,103.99288396913545,E,22.262168193253817,-24.164237859980233,-97.9009258718367,0
Male,Non-Veteran,36-50,Divorced,22.567825303798056,D,-69.29680539590761,-44.303223753090485,100.16240181950961,0
M,Non-Veteran,65+,Married,142.05482959576003,C,131.341575730607,90.5989435644389,-84.94385403132347,1
Male,Yes,36-50,Married,-23.832891665974852,B,40.33149169030373,32.221934225421144,-3.273290855826432,0
F,Veteran,26-35,Single,-98.51683016044178,B,67.94617998356397,44.64734430127625,-167.02418452502053,1
F,Veteran,36-50,Married,95.709061014578,C,-7.79074329026945,-96.84178872541092,127.6701060148099,0
Other,Veteran,26-35,Widowed,-56.81831353029758,C,-15.240238272546557,138.0723795280479,78.6663231433273,1
Male,Non-Veteran,26-35,Divorced,-22.887214541859215,E,120.37706988236269,35.48105233326167,175.34335652446856,0
M,Yes,65+,Married,-243.8220186043159,A,12.158775657498852,40.245179984112475,-52.035841980092016,1
Female,Non-Veteran,26-35,Married,-45.02362338815968,B,112.50738560290941,68.35056361146144,61.1206258533998,0
F,Yes,36-50,Married,115.91820163535303,E,73.04978125510333,-236.17012920014804,147.3451946956895,0
Non-binary,Non-Veteran,51-65,Divorced,9.96263277275966,D,-6.180180391289967,24.321502814318148,-90.81128379899924,0
M,No,26-35,Married,-99.660653269258,A,-30.852957858523837,25.71841203713111,-183.78294366749202,1
M,Yes,36-50,Widowed,170.27208192359518,D,66.87702518727224,-128.96728094914153,-258.7482985956633,0
Non-binary,No,51-65,Married,-55.9414435943271,D,94.83294297321041,138.1705840565547,90.00874269753774,1
Male,No,36-50,Widowed,52.341160777362894,B,-99.7961603157848,90.12527340415433,-184.44523618310146,0
Male,Yes,51-65,Divorced,140.53067893051815,B,106.89838686785956,10.66917095507261,-39.33455565048003,0
F,Veteran,18-25,Married,-3.641543103164049,A,-3.0645495953452464,-86.20573775639349,35.66858652816638,1
Non-binary,Non-Veteran,65+,Married,-178.74660186213626,E,-133.2328645789362,67.27451957004473,-119.6004675723686,1
Non-binary,No,51-65,Divorced,82.20908334910771,C,-91.68760529606311,3.2752153397096904,61.50499798142837,1
Male,Veteran,26-35,Single,-33.253689445867,B,132.76113135890515,60.748982302801714,25.809933315648948,0
Other,No,65+,Single,-100.39569454081135,C,47.055882340214225,17.518688817291533,123.13323507832683,0
Other,Veteran,65+,Widowed,148.70427755806398,C,116.42575003519022,-129.90422178549287,-14.420802334721703,0
Other,No,18-25,Single,128.12786037740474,A,71.98249927054758,-192.938789655236,5.28748683020858,1
Non-binary,Yes,26-35,Widowed,-130.14078548956894,A,38.11517052331853,-22.98692005972259,11.511432262084668,1
M,No,18-25,Single,168.56318814061203,E,59.563170063225655,-117.13517472622752,162.9175595994434,1
Male,Non-Veteran,26-35,Single,9.900217822716698,A,-98.58537140466439,-37.27866576946945,38.89777415604232,0
Other,Veteran,65+,Divorced,-12.79693894778838,A,-146.70670727534196,-2.1880753362555074,-86.53907186298643,1
Other,Yes,18-25,Single,96.25549563149923,A,103.66051131246905,-71.75480663723589,37.90507185453871,0
Other,Veteran,26-35,Married,-93.77308499522738,C,3.0787144173423884,-30.000248106804012,113.77502335974519,1
Female,Yes,26-35,Married,43.05674493285462,C,-16.740939043303875,109.55227110251884,-39.72588770966256,0
Other,Veteran,51-65,Single,173.00050622018654,B,54.00589346386981,-155.83520564721212,-10.154523194588073,1
Female,Yes,65+,Single,160.5052965950672,C,-50.7578276919441,-63.17081792789786,76.3543185223953,0
Non-binary,No,18-25,Single,-28.8244967929592,A,-21.870983094532182,-272.63320514554715,-13.892293333551109,1
Non-binary,Yes,26-35,Widowed,72.82733823586773,D,-19.579673616087813,186.43199137788102,-113.85895329958066,1
Male,Yes,65+,Divorced,-194.3819947456592,B,-146.9921142630888,-172.604351204719,49.433111033353114,1
Other,Non-Veteran,36-50,Divorced,-51.49918047884587,E,192.10924498730625,92.91169356926572,-13.025307224159985,1
Male,Non-Veteran,26-35,Single,16.672986865090497,A,-149.75960927137984,13.063141435397274,177.41900060243853,0
Male,Non-Veteran,26-35,Divorced,-34.45065583543763,C,-10.340367883706648,43.151616467300016,106.1544644268736,0
Other,No,36-50,Single,-12.485001703747853,C,172.86319022633728,-48.446011108063104,40.772144379764754,0
Female,No,26-35,Single,-56.11934608170949,E,42.31019689276812,-32.703446895732675,23.603090448621312,1
Male,Non-Veteran,18-25,Widowed,60.5260142551181,A,51.25537799846735,56.1781248209936,-67.8762471838527,0
Male,Non-Veteran,51-65,Widowed,16.26371486018351,D,25.309569261151676,107.4426479985084,-179.03642518508497,1
Female,Veteran,18-25,Married,-19.689149883242372,E,88.95276094575351,-42.97251218953432,54.267816018026295,1
Male,Yes,36-50,Divorced,152.98139050836832,E,215.69898567325967,6.358865914634215,-147.89071040581462,1
M,Yes,51-65,Single,26.280161768765787,B,66.63394525396885,183.18124529436935,-114.18328104942547,1
Other,Yes,18-25,Divorced,-41.54427059363026,C,-92.13697902473463,-20.383768609185058,207.49383769811396,1
F,Veteran,26-35,Married,-40.56507139471649,B,29.279978434670767,162.215257973886,-78.72691201406269,0
Female,No,18-25,Single,-57.45523944667735,A,-18.48184651888787,20.165455031927443,-9.374823211968389,0
M,No,26-35,Married,147.12348133080505,D,106.95138964731059,15.845765697910197,102.67765361448267,0
Other,Yes,26-35,Single,-119.36825315320702,D,54.92335796351312,199.279685944691,-140.6194952462056,1
F,No,26-35,Widowed,-49.70764682140928,A,-109.72950584987076,-36.57373209356412,64.16918152719163,0
M,No,26-35,Married,50.417400459837914,A,-131.1117308807687,-229.8237832845645,-52.92971110375506,0
Non-binary,Non-Veteran,36-50,Divorced,14.607649922669017,C,20.822865837563466,127.32500920889267,136.18822839295865,1
Female,Yes,51-65,Widowed,-244.65316374947287,C,-63.73326505782474,0.49459266409147185,110.59524388712603,0
Non-binary,Non-Veteran,36-50,Married,-20.766489634916223,C,-7.53566154965575,78.69264875785672,104.69718010974849,0
Other,Veteran,51-65,Widowed,-109.09546666966999,A,-19.449797915876353,102.97351188718713,-88.41104157348285,0
Male,No,18-25,Widowed,-42.714517686209206,D,29.274838213275107,9.061400233735654,114.5401617675842,0
Female,Yes,18-25,Widowed,-39.97324076202277,C,92.29470705037303,24.66405832818715,54.78830370466824,0
Female,No,26-35,Married,-156.604007111911,D,71.93818446142126,43.99688190586582,-110.94530952844895,1
Female,No,65+,Married,132.25948583499587,A,-236.160644119177,-4.566525439717553,58.323447729885736,1
M,No,18-25,Divorced,153.02776839650227,C,273.7387773062235,71.25197344860209,-16.0371795889321,1
Non-binary,Yes,36-50,Divorced,173.3544158205549,C,108.3352640780362,-64.98031702646968,180.9849358504657,0
Female,Non-Veteran,26-35,Married,-95.44624440859992,D,-141.34670114865182,-143.69682121286772,-78.29042015017185,1
Non-binary,No,51-65,Single,-52.51368906127437,B,-134.29642530100304,-153.01361938350985,-22.892222848161396,0
Non-binary,Non-Veteran,18-25,Widowed,-290.99678963889716,D,84.14195470121267,12.630333514504333,23.786222241100276,1
Non-binary,Non-Veteran,51-65,Single,-153.81161088776568,E,-56.50525110788557,-185.97377147021575,-41.166173665619,1
Female,Non-Veteran,26-35,Married,109.79488215819882,C,-9.263721178016738,-130.79944428274638,-147.0461523984846,1
Non-binary,Yes,51-65,Single,45.04680722950714,A,123.81891251090373,-95.39822082399658,79.29490505904158,1
Male,Non-Veteran,26-35,Divorced,-183.94611225204028,C,-91.11201388447823,101.67768781315864,89.46697170580167,1
Female,Veteran,65+,Single,17.677191008487785,C,-21.616651349849445,-22.12855916147174,90.7765617572544,0
Male,Non-Veteran,65+,Single,95.73256894623248,A,-3.800983459060172,-12.799729760682768,-23.541188991534383,1
M,No,18-25,Single,133.06835087778722,E,5.386799534884731,-31.583427858094247,-22.943139601246784,0
Non-binary,Veteran,26-35,Single,99.13312467553416,D,127.4632090448198,10.178837823646434,-31.604601095359758,0
Female,Non-Veteran,18-25,Married,-132.52764990099655,A,154.57738117089298,-37.405913479185685,-17.219899896400005,0
Male,Yes,51-65,Widowed,-6.150207638887871,C,35.16369360757457,-38.05685244059635,-16.746963533976604,0
Male,No,26-35,Widowed,-226.81436180924783,D,77.6764574322479,-42.7692693889392,40.60628948406672,1
Non-binary,Yes,26-35,Married,-52.08892457869073,A,-73.4602892497496,129.5453055261339,29.044869445830816,1
M,Veteran,18-25,Divorced,61.91931708787541,D,164.47274973649908,-6.674133530206181,-63.61222747977966,0
Non-binary,Non-Veteran,65+,Single,107.47976368543763,D,-41.969258215698204,-19.53200055035707,17.629405599967505,0
Non-binary,Veteran,51-65,Married,-90.79240147026157,C,67.60575882537819,196.53904730272075,-61.51661594342834,0
F,Non-Veteran,51-65,Divorced,151.564089557694,E,63.44360293215245,-29.118408898537602,185.32439042164657,1
M,Yes,65+,Divorced,73.14505164224188,A,-37.63586687091622,4.5200882440556,-24.16585380648949,1
Non-binary,Veteran,51-65,Single,163.17098382778013,E,-35.484097615951825,42.1283732224618,53.0329188620787,0
Male,Yes,51-65,Widowed,53.36250248335988,D,-3.3562093983302725,86.99227835627278,-138.90738491005905,0
Other,No,36-50,Widowed,-104.31473859134633,D,-76.29756356454898,101.9352923470903,-58.35846607080604,1
F,Yes,26-35,Divorced,115.24945975945717,E,61.730984444226365,175.98514308244702,29.835962722662778,0
F,No,18-25,Married,27.04483697570921,A,106.49881137959598,143.24133600766777,-97.47557354723885,0
M,Veteran,51-65,Single,30.74491965462437,C,-40.835774554515346,103.98886265205758,83.48557609309506,0
Male,Non-Veteran,36-50,Married,-103.87332494221833,B,82.21896472611223,24.929832734485068,-212.20591042386897,0
F,No,65+,Single,-123.6307620085258,E,10.445206066514567,-102.12853911715519,212.26766769265288,1
Non-binary,Veteran,51-65,Widowed,-16.924639483448818,A,72.66676154469906,-114.69044006624839,108.7323737771443,1
Female,No,26-35,Married,82.08187425208564,E,78.34547046465137,-2.005273815758792,17.429921438407266,0
Female,Yes,65+,Widowed,-34.945168486314486,B,125.96973970920456,148.08758638421352,32.83287450241178,0
Female,Non-Veteran,36-50,Single,-200.567084278712,C,9.886718529392022,-20.41471278807808,66.0935587506981,0
Female,Yes,18-25,Divorced,65.28619405600011,E,105.73209948039286,136.09887913111157,-271.6565419195099,1
F,No,26-35,Married,50.41184022375372,A,28.74952826028388,65.09260850601221,-66.75876009898403,1
Other,Non-Veteran,65+,Divorced,74.65190551946408,E,48.453314948753295,45.4780747675782,31.483262234394598,0
Female,Veteran,51-65,Widowed,1.7917636768052296,B,69.96102304555802,-233.28252198373937,107.25983537505273,1
Male,Yes,26-35,Single,-84.74428113168888,D,71.51453244641812,223.0741000568133,-45.894441224016404,0
Female,Non-Veteran,65+,Single,-124.14027074044289,E,1.612783940814655,-21.095177117848436,-35.734674760226376,0
Non-binary,Veteran,18-25,Divorced,-133.4085974047946,C,-24.945890414729845,35.549787262865344,158.4439334369747,1
Female,No,51-65,Widowed,-226.88446476511447,B,-23.08848047316042,23.18823698265741,185.64198695025388,0
Female,Veteran,65+,Single,-28.68485523885729,A,165.3886004892809,42.10830951901946,140.92249616529685,0
Male,No,51-65,Married,11.423747215774089,A,19.72081797676706,10.530246059138493,-6.400179263568948,1
M,No,51-65,Married,-0.6171783413402745,D,-173.46145685722755,-88.78228975053241,155.2980670988137,0
Male,Non-Veteran,65+,Divorced,-51.29822296367045,E,-129.16810262477821,259.5629628645548,119.39105948559954,0
Male,Veteran,36-50,Widowed,-172.64658200122767,E,-69.93380521258717,32.19925246491426,-15.817883136276196,0
Male,No,65+,Widowed,-90.40076900591883,A,-260.2542298791981,116.29986324586427,-1.6636852635740969,1
Non-binary,Non-Veteran,36-50,Widowed,23.43989266135387,D,-200.73065054414604,-6.812865030905496,-214.42921726028283,0
Non-binary,Yes,36-50,Single,45.56029857905657,A,81.41236499622256,44.78332372005027,-151.82477217430116,1
Non-binary,Non-Veteran,65+,Widowed,87.36007762098656,A,62.92045460011393,-22.540418088362372,-97.02284924535778,0
Other,Yes,26-35,Widowed,-131.48323387747217,B,-0.8809946470471705,-0.3037824807228516,-78.39795463585016,0
Other,No,51-65,Single,73.46749618150713,A,-54.31895457078303,48.2131621102241,53.77558491434041,1
Other,No,65+,Single,-215.26068086457303,C,-163.23282736930022,27.443630904830812,39.23919383353206,1
M,Veteran,26-35,Married,20.640623241400974,D,160.68074120915884,-148.8581303145433,53.33864193583218,1
Male,Veteran,65+,Married,80.63852128177867,D,-183.60642128188786,36.968505943995254,57.395398776964626,0
M,Yes,51-65,Married,-14.711301611980524,C,53.840373595077985,-95.55804646741632,-23.568383895818727,1
Non-binary,Yes,65+,Single,-80.73314804651088,E,122.20043302902373,29.328086860065213,254.69426421393769,1
Other,Non-Veteran,51-65,Widowed,22.496462588015497,D,101.92250348111355,83.08052876961678,69.03644096846863,1
F,Non-Veteran,36-50,Divorced,-75.05335769137618,E,107.70159917934726,-21.239243948073277,-131.0546705171944,1
F,Yes,26-35,Single,103.68026706948102,C,-5.744673637846319,141.0115597911447,31.81262660097951,0
M,Veteran,36-50,Single,62.63574588780079,D,-134.066343291377,-35.465786533966984,-98.12715315559032,0
Female,No,51-65,Widowed,118.93690621807669,B,115.67262811847394,-4.207718330411959,-115.94373125272908,1
F,Veteran,51-65,Divorced,19.582018018498808,B,-62.03071609288281,-22.506115777169793,-71.85850116904197,0
Male,No,18-25,Single,-211.14196033986076,B,-73.54950147522685,39.444311247381094,-117.16935088110287,1
Other,Veteran,36-50,Married,-18.8260748913277,D,130.7087598657584,-85.94845626894327,-74.30608219548319,1
Male,Yes,51-65,Single,118.6412384374784,B,-82.29655620284373,-75.71964588877691,140.99994589481918,0
Male,Yes,51-65,Single,-117.57636414164261,C,178.45047460684015,-48.11310018438636,-127.87288156264118,0
Female,Veteran,65+,Divorced,20.550657639065143,B,-20.749271067281718,151.03706822486302,-95.36221746508173,1
M,Yes,51-65,Married,61.38652965679382,C,30.51359114206627,19.160669994344996,-3.3061012488561374,0
Other,Veteran,51-65,Married,-86.19809483960395,E,32.86680407193177,-76.17937176768471,-128.2185992588099,0
Non-binary,Yes,51-65,Widowed,-15.367728451490601,D,90.74573230965946,35.45485578588113,100.52908137733843,0
Male,Non-Veteran,51-65,Divorced,4.727068889698714,D,-68.93392523421478,-5.29004191760842,-97.1555848104907,1
F,Yes,51-65,Divorced,46.999160359213334,C,5.419747009455824,-92.93083170295512,-36.84985657177893,0
M,No,18-25,Divorced,107.21156122894209,D,-67.15505961994499,19.335382871745516,-39.57945102836078,1
Non-binary,Veteran,51-65,Divorced,-2.9187429109525818,E,-24.72057308913504,45.37098014007381,-74.1946900536244,0
Other,Veteran,51-65,Widowed,112.51769024770628,E,-38.01776325995226,94.37765629175416,-185.2002547494049,1
Other,No,18-25,Single,-99.54707499981637,A,91.50185657599093,169.83322145491618,141.63210700350166,0
Male,Veteran,18-25,Single,-33.581716156003154,A,-109.26259458773457,-40.98090519769077,33.95942067415091,0
Other,No,18-25,Single,-152.58832922924285,C,-16.90175619312005,-21.334839348147167,-221.99156252685967,1
Non-binary,Non-Veteran,51-65,Widowed,101.59253040452978,E,187.26583764610646,-53.822696689180184,-10.985011884602986,1
Non-binary,No,51-65,Widowed,-15.151741084905673,C,63.25828562343801,30.63782391953543,28.65288752149691,1
Non-binary,No,26-35,Single,216.93811435031552,D,45.30852090281162,-56.343135348113215,-200.83331881883998,1
Non-binary,Veteran,65+,Divorced,-42.41048652270412,E,62.46161542519316,48.396340372996036,-111.45628817324165,1
Other,No,18-25,Married,-90.64205869990718,B,-35.962476436103955,-215.33336157151678,-110.74775864550178,1
Non-binary,No,51-65,Single,-102.21344097794712,A,13.34373803264194,-63.16405995680279,-5.483221080112294,0
Other,Veteran,65+,Married,-3.2815932173602467,C,18.77927088014351,70.07892309031632,-65.8150222066801,0
Male,Veteran,36-50,Divorced,109.70431434151389,D,-51.72146052759374,32.844412830518735,32.96839806512017,1
Female,No,26-35,Widowed,140.3344299383085,C,127.7480603636518,-84.78553822861176,-34.8372698669351,0
Non-binary,Veteran,65+,Married,-139.50443828458842,C,-145.61882170234702,1.3528690178300462,-46.282361575735884,1
Male,Yes,65+,Single,-9.531672011185186,D,152.8077097288311,-91.26297641495191,118.87949792803974,0
M,Non-Veteran,36-50,Single,41.84850279089522,D,65.44032505102275,59.27905251134429,-84.75073095958221,1
Male,Non-Veteran,51-65,Single,-75.12257306604826,E,-53.522120153906236,-279.0849395847213,34.01945934669757,0
Other,Non-Veteran,26-35,Married,64.73320526988583,D,-44.47301906846542,-152.7031886090233,88.23455590857186,1
Non-binary,No,36-50,Married,-57.52825534124034,C,-40.95778218613156,84.19866350282008,-53.73212815534993,1
Female,Non-Veteran,26-35,Single,35.54664784507698,B,-36.46619999667805,-41.45129958748079,-9.62390495782898,1
M,Veteran,36-50,Widowed,-17.162923729917505,E,-17.37615907520597,212.13272158780208,-36.86591711709141,0
M,Veteran,18-25,Divorced,-101.60371266200015,C,-59.06769252282466,-12.284589642611165,50.771706448547896,0
M,Yes,26-35,Married,-2.0413623544268056,B,-138.33264962899023,-105.43981727032512,25.287493132182643,1
Female,Non-Veteran,36-50,Married,29.983344135120856,B,76.89115850144346,5.231168577021577,-73.49993654537047,1
Female,Non-Veteran,51-65,Married,25.047906592030678,D,137.52449417875494,-57.63433711427661,-126.22564208378833,0
Male,No,51-65,Single,-150.34770891041117,C,-39.77671046704499,-127.35309956968324,73.50641087744583,1
Female,No,36-50,Widowed,157.16568865774389,D,61.70531429376851,3.675119158034037,-209.61041513336417,1
Other,No,18-25,Married,-155.17877244947624,A,-6.751716270673288,-114.92098357979242,103.43153875219483,0
Other,No,51-65,Divorced,111.38315761692613,C,-86.7184831602977,-7.878889680278436,113.92383824409322,1
Male,Yes,18-25,Widowed,-10.962882811365478,A,-237.32567255360695,86.81240241558773,-37.17158062450592,1
Other,Non-Veteran,36-50,Widowed,27.842958738066176,E,-68.93639090657433,103.63220641653237,52.98389172344233,0
M,No,51-65,Divorced,30.93357688289745,A,13.521886963887567,-74.60866463567723,90.42150391658991,1
Female,Non-Veteran,65+,Divorced,74.53576559749905,E,41.03490292903246,25.905834218639196,-107.75615451696679,1
