veteran,country,RACE,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Non-Veteran,Germany,African American,Heterosexual,A,-88.44821082603954,D,-41.50755940218869,B,117.35891825061495,-118.35682112405166,-31.421738864079778,-33.33567640513875,E,C,-13.020017640069062,C,A,E,E,202.9801074197128,0
Yes,Brazil,Other,Homosexual,B,16.669260339486165,D,-2.4466932956540033,C,56.673158520199166,74.02808362707034,45.79447970305341,65.48714589188265,D,D,84.50077217528295,A,A,A,C,120.00746942947463,1
Veteran,Brazil,White,Bisexual,E,-46.390168275452744,D,71.99311469969402,D,193.3409415785675,15.30295333448882,13.663867885934753,86.53992113206671,C,A,-13.237682198178618,B,B,B,B,62.66917443048064,0
Non-Veteran,Germany,African American,Heterosexual,D,57.665409266621836,E,10.095525388425772,C,40.85038727567397,12.44750691799233,162.58723487401616,-41.338906536564416,E,C,-114.20177466504542,B,D,C,E,135.32699974579086,0
Non-Veteran,Mexico,African American,Bisexual,C,100.64567582945485,B,-95.6736405177124,E,119.14227600893858,97.77616817106542,-20.2621155661117,-36.20533853171027,B,A,206.0171831873538,E,E,B,B,135.16324058044512,1
Non-Veteran,Germany,Other,Bisexual,B,26.877584095053862,E,152.30913789701387,B,-185.88239304263283,-35.163983661557744,-1.5986169577460358,-209.23559831563333,B,D,-29.473088328449183,C,A,A,A,84.38988650258145,1
Yes,Mexico,Black,Other,B,-104.18690374487083,B,-27.97833290579565,A,-67.8082409350232,-32.6279401022807,-41.65849464910653,-135.71993083805992,C,D,-208.97483367195596,E,D,D,D,-49.41807616395344,0
Non-Veteran,Brazil,Hispanic,Heterosexual,B,36.201593160127345,D,-70.07928988169924,C,-55.823065975833906,-119.47355436405552,-168.26300908192718,-64.38254417984184,A,D,-154.32394799815086,C,E,C,D,-69.03346233941127,1
Non-Veteran,India,Hispanic,Heterosexual,B,-124.71195619313626,E,-43.13933671891512,A,-162.02055160691233,-72.26229519606953,16.70245767211131,72.87992609190096,A,D,-46.24123340094298,D,C,E,E,30.474196139379835,1
Veteran,UK,African American,Other,A,-102.57820748812327,E,120.72795297004619,A,39.938167467876205,-44.999619046347,-18.397424309858025,-84.63189349247958,E,C,-23.90516029007285,C,D,D,E,43.7161060483556,0
Non-Veteran,India,White,Other,A,21.143351961859175,C,25.429488765057894,A,-39.3543613745344,-2.757279793655241,15.782113307826002,85.54468519686309,E,C,-57.81568871220546,C,E,E,A,30.240707431415327,1
Non-Veteran,UK,Asian,Bisexual,E,-63.605109346528366,C,-101.59560750670641,B,-26.071224012878336,-134.85696210393246,-147.09163259203578,67.64446978826653,C,B,-78.96415271782577,A,E,A,B,39.225397979291444,0
Non-Veteran,US,African American,Homosexual,D,62.9138575206482,A,-30.389588463440813,D,-101.48252924722638,-202.49617231380478,-91.03620813959807,40.80424657336082,E,C,57.93271545871816,E,D,B,D,-33.701571239088764,0
Non-Veteran,Brazil,Black,Homosexual,E,33.06657039193715,E,-154.88876904920002,A,85.52905432193086,15.134287857002768,-123.5360826303922,-17.124359435383898,B,E,75.13266170200504,D,E,C,E,37.9517316897973,1
Non-Veteran,China,White,Other,E,-29.32263129158982,D,20.704638787351254,A,-99.24306881487901,-22.52738280639895,174.11298006989801,111.85821504075257,B,A,-101.09841167827025,A,B,E,B,73.4671429458809,0
Yes,US,Black,Heterosexual,A,-68.12115930153062,A,9.08598695697371,D,62.16064032755831,261.7490064809143,-93.74020581829544,-49.33379425306296,C,D,-91.03440993856096,E,A,C,B,-200.0181620500703,0
Veteran,UK,Black,Bisexual,E,42.78740804456184,C,-33.62388499523163,E,-76.43125625393269,95.94307327172285,58.54635184564062,-58.36439042995316,C,E,-122.61438137202838,B,A,C,B,-66.30172572154432,0
Yes,Mexico,Black,Heterosexual,A,-10.98755869946201,D,57.21008251343541,A,44.10999947770456,-55.7355078601847,36.4814816369584,97.5017188541738,C,E,171.88666467946376,A,D,B,B,-52.974119238993744,1
Veteran,Other,White,Homosexual,D,-11.608419828914887,D,145.09206003815424,D,133.14649673016288,187.0327323740977,0.07091706661790048,298.6655934723247,D,D,94.10117093935385,E,A,A,B,-22.048003853997695,0
Veteran,Other,Black,Bisexual,A,46.81402970424296,A,-24.222692994048746,E,31.149254979325157,28.140910111778012,156.16341029829022,-98.1200960343567,E,B,22.300107286786183,A,E,E,C,78.36126398717393,1
No,Germany,Black,Heterosexual,D,-167.7372542912533,E,75.50023407982484,D,70.86007111308832,6.930967076084155,25.584313955457127,52.7459908821515,D,B,130.80891909868,E,A,C,E,-132.39125372159398,1
Veteran,Other,Asian,Bisexual,C,-69.08458077981776,E,13.90604866131873,B,-175.54175016778996,-150.5810572141588,-75.44618849843376,64.77155941005556,D,D,-21.361416212806013,C,C,C,B,82.47882805056503,1
Yes,Other,Black,Other,D,148.23667967808342,B,70.45923394857735,B,-147.05797586532682,38.58307493043575,-78.5462655445502,106.35490174769424,D,E,52.720990033657,B,E,A,B,-129.61568313133625,0
Veteran,China,African American,Bisexual,C,70.65767144722757,E,-145.9889409520339,E,105.60130546570477,-116.22210544316876,38.48968312627376,-106.33594457606715,B,B,-61.83396212232507,E,D,B,C,-124.01671168702228,0
Veteran,Mexico,White,Homosexual,C,103.14063720680096,E,-9.370975010956034,A,138.71192381530975,-218.93437195299623,7.75842853735392,83.75546657916084,E,C,138.4675298102166,B,E,E,C,-156.13614810454698,0
No,US,White,Heterosexual,A,53.29951924993727,D,-243.05266746862594,E,108.30950592572958,173.65897668467764,-97.26344843382884,70.79695911200646,C,A,222.60803212562212,A,E,D,C,-0.9640095706298809,1
Yes,India,Black,Bisexual,D,23.90813829212717,B,-120.90053775043938,D,143.54907460149013,-109.03137984105254,-22.800352982883606,14.972313644269192,A,A,-35.07216278080965,D,D,E,B,-14.476772566117408,1
Non-Veteran,India,White,Homosexual,E,134.0566352469046,E,-78.2482466605859,D,-23.38346504600571,-2.6862691452047094,-50.1214197631584,-54.83790208655919,E,B,35.50041540906302,E,B,C,B,54.72814566857402,1
Non-Veteran,Mexico,White,Other,E,-192.80675670113862,D,27.289174343846963,C,-72.2164369237025,-163.65667130346193,-44.41302293428748,-84.89834549872359,E,D,-16.67243432428349,E,D,D,E,84.40631766944746,0
Yes,China,Black,Homosexual,A,74.69326600117945,A,-51.55707945031286,C,123.79847920262748,-137.41954453444808,-31.48301811806385,93.51727103361773,C,A,125.4374332668077,E,B,D,B,34.031730086801254,0
Yes,UK,Black,Homosexual,B,31.257517124772495,D,45.01804550231162,A,146.55359027328657,-145.53065312242077,62.60349166218705,-23.309532360751355,D,C,-32.659133565658315,A,D,B,B,-23.79651396619982,1
Veteran,Mexico,Hispanic,Bisexual,E,-31.799235651356756,A,-27.68329676166311,A,197.109607993985,64.9921178785719,28.724678382559464,44.06876392365329,E,E,-80.4410922032276,C,C,B,A,85.64333474551437,1
Non-Veteran,Germany,African American,Other,A,-228.88535212419887,D,-7.892436007192906,A,-15.45115345360187,-82.0424034589416,-34.02460794914027,16.721081566305713,D,A,-40.14940643555025,C,D,D,B,36.28269499656393,0
No,Germany,Other,Other,B,45.875074728177104,A,13.581745161880873,E,2.5216583081827078,86.43992729333185,-115.15001948437403,144.68529002776827,B,C,77.96674359513656,D,A,D,E,-96.43414834409157,0
Yes,Germany,African American,Other,A,118.69346022172445,D,-56.49434635739252,A,20.35157196535064,-49.3457733277111,-51.82407106189588,-20.838437046010483,B,C,2.525200200197349,B,D,B,E,56.554519292435714,1
Yes,Other,African American,Heterosexual,C,-122.24064329181223,A,-18.13212117595577,D,-1.4152328566463819,-35.68396403915067,1.966771022264648,-140.22383601592472,A,D,-82.40524287398826,E,A,A,B,118.60226638288174,0
Yes,India,Other,Other,D,30.308905486204086,B,-139.84217139256145,B,71.14641078124053,147.79328517854785,89.42861528948295,19.179126522672384,C,A,52.327178569479514,E,E,A,C,-103.62757130362621,1
Veteran,Mexico,Asian,Homosexual,B,-24.396738531525738,C,90.45535743509294,E,-187.65912032285934,230.3846437342544,233.9165056707284,-95.23346504453015,B,A,-97.28926908352878,C,A,E,B,50.127929296315244,0
Non-Veteran,Other,White,Other,E,-25.63327576640401,A,-59.5736809916727,A,89.07864149634455,85.49855414584559,-29.013402967139246,96.527633191254,B,D,-6.4049390692704105,B,C,C,D,55.77426193857402,1
Non-Veteran,Germany,Hispanic,Bisexual,C,-145.58387743370045,B,100.76283146389005,A,-50.17802991252409,112.69377824873024,17.294105185853468,-147.40713856513764,B,A,72.85893305083367,C,A,B,D,-155.89733012527108,0
No,India,White,Other,A,-90.10064749753177,B,20.600642659449395,E,-50.141671025500344,65.49645474677784,-125.19046432468292,-92.281494395974,A,B,-38.413767341303995,D,D,B,E,-15.424560665932807,1
Yes,UK,Other,Homosexual,D,49.712243897015846,A,20.695374627651276,C,32.62398310930069,41.9107221002718,-217.79072664420647,-5.854538081707003,E,A,77.90657939893748,B,D,B,C,105.01707106946705,0
Non-Veteran,Germany,African American,Heterosexual,D,-85.76364868678166,B,-27.445203360739107,B,-191.8013256623913,50.38423599624841,-133.43536309168113,-42.64381093573484,D,E,-59.20999318676701,D,C,E,A,38.184848276184105,0
Veteran,US,Hispanic,Other,A,7.9262670885701585,E,27.575604294951678,D,39.99106165702405,43.942676470784946,-198.52587202440907,26.247288439142793,C,B,70.69974584147937,D,D,E,A,32.71193860699266,1
Yes,Other,African American,Other,D,-25.011406819171157,D,85.58026696369213,B,146.3772521164265,-110.99169410158065,96.05834318402277,-31.365082469375082,D,D,-5.4204236713462635,B,E,A,E,0.15652799353056093,1
No,Brazil,Hispanic,Homosexual,D,-35.25284584567597,D,-84.6628195482938,C,0.4051237313145806,-174.7367503629812,-107.96110872505946,-121.04083646318642,C,E,98.90776693169812,B,D,C,E,-35.90859032105173,0
Yes,India,White,Other,D,136.15192685258856,D,48.11885010855138,A,-9.620844131768628,-3.7175162326337134,-83.38433829446866,-93.70848684882142,D,B,-189.55550264917213,D,A,B,A,16.206229313904032,0
No,US,Asian,Homosexual,C,-139.1393586986522,D,80.99713573055219,B,-60.25411041597557,83.82626205770244,60.55491256154023,-27.63198991950707,E,B,75.04449270429713,D,B,E,D,138.93652716978266,1
Yes,Mexico,Hispanic,Homosexual,E,16.707359080487464,E,-6.373060404483431,D,-29.28885466586233,-159.51395101602375,-178.47512160056957,109.33988618497652,D,B,-75.04496183847364,B,A,B,E,19.365943210447522,1
No,Other,Black,Heterosexual,A,38.131146451827156,D,22.933090879017623,B,-113.94308490088403,-95.39122656515268,-6.466168622758242,178.03675953818652,D,D,6.681983855015673,D,B,D,E,0.30213152866429954,1
Veteran,Mexico,African American,Bisexual,D,102.65374238257388,A,1.0883454602656182,D,11.823505276295098,-13.846258907064717,128.4512121540518,-30.278293523496092,A,C,40.05715885656609,E,D,D,A,63.65614668450089,1
Non-Veteran,US,African American,Other,B,42.83928408310918,B,131.12753237345007,C,27.252667772763367,-28.207051422904726,205.9157425917361,-49.71721775267719,B,B,-4.21216491973599,D,E,B,D,-6.611957502784563,1
Non-Veteran,China,Asian,Homosexual,A,23.963894999162076,A,-148.17075893451403,A,-32.019153339116485,141.66714881454365,-29.41022321850672,-159.5429758895005,B,B,42.39649274458721,E,A,B,A,-13.103308026656494,0
Veteran,US,African American,Other,E,79.77782607883408,E,-108.60558669502925,E,70.69907950572797,-26.58826632166439,-5.36193965549568,-53.535117382228655,E,D,211.23754884251306,E,A,D,C,-43.70784402521236,0
Yes,China,Asian,Heterosexual,A,8.640665815018766,E,54.51652462293648,A,-100.58613645756844,-8.051255579016223,98.67251490073663,160.2582305023053,E,C,92.63109512667509,C,D,B,D,-5.830513102236553,1
Non-Veteran,China,Hispanic,Other,E,27.131211131906717,E,-144.21908059509997,A,16.52569460658141,14.555296130919334,24.405867720755932,31.378653966085494,A,C,109.19278915725718,E,D,C,A,87.84745689414413,1
No,Mexico,Black,Homosexual,C,-39.407572038219406,A,-48.19295712953054,C,45.726228720027066,-103.7953202514145,3.1773272036719846,-80.40876050099534,C,A,-89.11282567520445,B,E,B,E,58.92309253802998,1
Veteran,UK,Black,Other,C,42.1690038790207,A,-59.86869693223019,B,-35.15181060060036,92.81994390936624,92.3699511493837,-22.490220730216333,A,E,-31.55078004113585,D,E,B,C,-38.70706861097506,0
Non-Veteran,China,White,Homosexual,B,296.07516861261263,E,-56.173265637902844,A,-141.70422462152192,-163.83287970463002,114.90185144356984,152.8623836410557,C,D,-61.70540326085495,A,C,D,E,223.9575998977819,1
No,India,Black,Heterosexual,E,104.3066508874618,E,63.30909227810315,E,38.840112343320854,164.4316897261326,134.15812159748643,-72.47495115474,C,A,185.31040245859236,E,B,B,B,30.758627726572918,1
Yes,Mexico,Hispanic,Homosexual,E,154.83349832183052,E,-46.26463004024369,A,182.93754489293147,72.76118829542575,4.6476827854742195,53.6964644140292,B,A,-33.87942774759106,B,E,A,C,25.10769949971172,0
Veteran,Germany,Black,Other,A,-45.451129039849505,B,-7.576659472572047,A,-57.17686537989266,-56.62536771685075,49.473037361303334,149.8082314929444,C,D,210.6004300677008,B,C,C,A,106.63934767366139,0
Non-Veteran,US,Hispanic,Bisexual,C,-275.27828033755475,D,-37.06922511270387,A,-27.036940752342463,18.585222619323307,-225.47544231036923,81.82095364662257,B,B,-1.8006664287520457,A,E,C,B,-17.044324173438397,0
No,China,Black,Bisexual,C,-85.08859343780139,B,-115.21282123555541,A,139.69832533970072,-118.92727088100298,3.1357414315394365,-145.22225730799144,B,C,55.34797247272702,E,B,A,E,77.6303850694334,0
Yes,Brazil,Asian,Homosexual,A,-67.74592916582691,A,-3.5630289716661148,C,143.83310341349406,-36.58536741856133,-43.43028791447232,54.45936715926122,E,B,-86.40343280779447,B,C,C,A,124.44671081195924,0
Non-Veteran,India,Other,Heterosexual,E,204.91678850134147,B,124.34650005204534,D,-75.60500718337563,29.504153490375508,159.30716931769072,77.04606816500967,C,B,80.40018740399594,B,C,B,B,43.75182216946209,0
No,Other,Hispanic,Bisexual,C,-32.50505088048169,D,-158.32108930237015,C,115.06943403990526,70.27037876289185,11.194797718189967,59.241388413733276,D,E,134.50767979601855,B,E,D,D,164.08618870999777,1
No,Germany,Black,Heterosexual,B,-111.51018178823091,E,-101.11765952887683,E,-58.648442595835846,-236.7750775452222,101.41321762753724,100.1512957609765,D,A,39.710614550594045,D,E,D,B,-79.72483377110477,1
No,Brazil,White,Homosexual,D,25.522816339223812,A,-55.63665660485858,B,-23.18192432653522,133.15587628675777,-84.85584535191634,-32.27838023942702,A,B,27.600106857578144,C,B,E,E,-57.415472577945046,0
No,India,African American,Homosexual,A,-77.146749832097,C,77.70477360807587,E,-65.75178559373683,-131.55054980292232,-175.59499041512882,25.837744815408186,D,C,-80.51335728559434,C,C,E,B,88.47448818009866,0
No,India,Black,Bisexual,B,61.97925788931645,B,21.476420593980812,B,40.19589614520509,43.478949232958854,0.19138008391001204,178.72830599192685,C,C,-9.32416498619099,E,B,D,C,-90.59012105521826,0
Non-Veteran,India,Black,Heterosexual,B,-89.23712522162486,C,104.90573962929648,C,-124.4434322815898,160.94176150360568,71.79722390353508,-37.32584216277419,A,E,123.30794264515046,E,A,D,C,49.961236116132426,0
Non-Veteran,China,White,Homosexual,B,45.80242962866331,B,3.7081200022972647,B,48.59420711616609,31.984519033940977,-233.3274510909153,70.118549588502,B,E,94.30970509130293,A,A,D,B,-128.68607433591893,0
Veteran,India,Black,Homosexual,A,-170.00211149877106,A,42.99683129332939,A,-38.948654708799744,58.261878018830146,-21.74399902266016,-124.66366729562696,E,A,-31.774076587687645,D,D,A,C,-54.59428837964823,0
Yes,Brazil,Other,Heterosexual,A,15.023676255414664,E,84.15479704311365,D,-16.917113536858093,-148.25974171340536,57.721335141790206,89.6479931801255,E,A,-168.80799596445678,C,B,A,C,-59.34102891984474,0
Yes,Other,White,Bisexual,C,-72.28914262378434,D,-90.12889603978635,D,62.056782506691675,151.60125357412156,41.68048257657729,-52.2343352771326,C,B,-26.50900034864679,B,A,A,E,47.394504081835635,0
Non-Veteran,China,White,Heterosexual,D,58.431190927154205,A,41.473928020784136,C,-79.33277145002488,-21.308332890505866,5.3824125783866466,-73.7169788538113,C,B,78.73303697355972,C,B,B,C,195.71985895246218,0
Yes,Mexico,Other,Bisexual,D,47.24136575910154,C,59.74320204078688,B,109.06139608791032,-44.80060422371339,73.7616001609902,62.48014366685018,C,D,-72.69357898257314,E,C,B,E,218.4426769574037,1
Yes,Brazil,Other,Homosexual,E,33.65921786274751,C,18.94337401478587,E,-147.9450336188383,193.6503120398184,-29.591349749353864,8.211096608827798,B,A,269.0919482336222,D,A,A,A,-133.96612621387015,1
Non-Veteran,Germany,Hispanic,Bisexual,E,-90.25580595918942,D,4.744703222492086,B,97.55157351798681,94.35753394092224,12.330288012117094,-63.300630003021354,B,B,-94.68495081654227,A,D,E,C,-27.231527829323472,0
Veteran,UK,Other,Other,D,-41.99223736826326,C,-68.14375711340126,C,84.82219822475552,79.9209437353158,-13.086432598087827,-17.836795470587028,A,B,-59.94752243473819,B,C,B,B,-74.56973734967251,0
Non-Veteran,India,African American,Bisexual,E,-94.65756419181741,E,-0.180510831052286,E,175.8666242085305,-12.493973072921701,-13.574480091373498,-133.5756779783599,E,B,51.777485432865575,E,C,B,D,-63.87615561966874,1
No,Germany,Black,Other,A,-138.1729251724819,A,-114.59345728780144,A,100.74218289211898,-43.56854075865589,-81.94381103254565,-60.49780387467318,E,A,52.198236737189895,E,C,E,D,40.81439562328293,0
Veteran,Brazil,Hispanic,Other,A,-293.77102000224056,A,26.526591222063256,A,23.84590290953231,-35.20550924456875,32.05132190857458,-218.64881467223555,E,E,0.2524299460425095,E,D,D,B,228.65187303393796,1
Veteran,China,Asian,Heterosexual,A,-40.237148899598346,D,-82.60242653830358,B,-109.36054122148322,60.7628333773558,49.04651198249505,-32.412278001361614,D,B,188.9741555781329,A,B,E,C,64.9004757612674,1
Yes,Other,Other,Heterosexual,C,-74.55308294212732,A,36.82985254495531,E,-66.21153875156554,-33.79707213948602,-247.47625327783638,-146.91573224784494,C,E,-10.212600633125986,D,D,E,D,44.73074690782769,0
Non-Veteran,Germany,Other,Other,C,16.412977912337904,C,22.686774944473605,B,-36.165961467133215,-20.613214694940602,36.35997499778203,-257.4505066961362,D,C,-120.72176859337405,E,C,E,B,-88.51613752763076,1
No,Other,African American,Homosexual,A,-49.86853906954684,A,65.72216179529816,E,-176.8222165364071,-46.18581388908337,31.079052074502506,177.46015829206448,C,A,-157.9271239789897,D,D,A,E,88.19412452465714,0
Yes,UK,African American,Homosexual,B,-41.2974865740902,E,-98.95510976884071,D,-66.09982545826462,93.88890548952908,31.966339822221713,113.85089961323102,A,D,-51.34858251362012,C,C,A,A,47.84573600158968,0
Yes,Germany,Hispanic,Heterosexual,D,10.207104489119157,D,58.1412470482472,E,-98.99084916237268,-97.41205029226552,68.70588484875249,-70.56627679917993,E,D,14.767403808017107,E,E,B,B,86.07120195954931,1
Veteran,India,Hispanic,Bisexual,A,5.260255554303071,A,-225.5758298520765,A,-159.29653677721154,-78.77641246181814,-25.73728804444363,86.22804242063565,C,A,-199.7129183921326,B,D,D,B,215.8476389030276,1
No,US,Other,Heterosexual,E,112.9362092591968,C,98.23874942884365,C,-25.991194817468315,25.288899628110084,161.417129397313,-293.7992107979246,B,E,-45.42731290103565,D,C,A,B,-133.36534186655234,1
No,India,Black,Other,D,76.57253170710574,A,-21.00501780522334,B,67.55687793514964,-102.84007924659298,-71.08849684864758,-65.43658066304499,E,E,-25.77355181253204,A,C,D,A,133.45009664606678,0
No,India,Hispanic,Other,A,-9.645366787063546,C,105.16219626248913,B,3.759448565461429,62.02603688328454,105.35805405189014,-207.27538023332946,E,B,2.190655346271717,D,C,E,C,-16.419934812503847,1
Non-Veteran,India,White,Heterosexual,A,-17.789242806816493,B,78.83058798696551,E,61.729213964113626,-178.42339447131164,-148.3453293285684,-67.44472222306229,E,A,-37.520456328107144,D,D,A,D,115.00136328871532,1
Non-Veteran,US,African American,Homosexual,C,169.36363786173416,A,60.68792750225962,C,-137.14745091584726,34.32524134924792,-125.53307796561273,71.80253390872804,C,E,16.35541093052264,D,C,B,A,-8.278857167716112,0
Non-Veteran,India,Hispanic,Other,C,165.91286707149422,D,49.406367158028324,A,-83.34770052412556,46.53971524808553,-125.58523440781171,-2.513318109164318,C,D,90.65828063845397,B,C,A,B,-54.8077608586816,1
Yes,India,Other,Homosexual,B,94.28888902750099,E,-33.26135061366809,B,195.77629612043316,-135.95498315633537,-128.90496818833915,-165.61504224541656,C,E,142.50724618191606,B,A,D,B,-56.28004367338284,0
Veteran,UK,African American,Bisexual,A,155.2631182570613,E,36.482223360757715,B,183.65618154012265,18.711749820135378,-45.481595634431,-52.69285157636568,E,A,-4.574254308827253,C,B,A,E,13.032590019694792,1
No,UK,African American,Homosexual,E,52.541184089549354,D,157.79494855980772,C,-109.4114402882306,66.03907254980899,-48.900945914401404,19.240617176744713,D,E,-48.249963661503095,A,E,D,C,95.65451719890552,1
Veteran,China,African American,Homosexual,C,-192.67327549317764,B,-77.11852545631415,C,-65.21343842593218,-45.59342621381185,-10.064880160330288,16.445387325214792,B,D,80.71801345427725,C,C,A,E,194.703257094617,1
Veteran,US,Hispanic,Other,E,71.38605957518985,C,103.52775916412497,E,-39.69274235752164,-35.18301530075522,-36.68115854051013,-251.04606691308095,C,C,-27.468103420147884,D,A,B,A,-10.587705470286268,1
Yes,UK,African American,Bisexual,C,167.2096869664131,D,-128.19511744494997,C,77.90673613060865,164.3871345824542,89.8246458316468,-122.45701280777426,B,C,1.76804370701487,E,B,D,A,-51.39019553257743,0
Yes,UK,African American,Homosexual,B,16.736821634070633,E,-86.99906817438988,C,-57.36586037411173,27.181618265721635,139.44852978265655,59.87127321188155,D,C,-79.56844540471207,A,B,A,B,163.70258378806227,0
No,UK,Asian,Other,D,-170.58914622440605,C,-3.0319540191896834,C,55.70733494168838,-105.08161242956365,1.9016614995553933,220.95272297577523,E,E,-21.752468883947948,A,E,A,A,-52.609545304646566,1
Non-Veteran,Other,Black,Other,D,83.43556865746156,A,7.006865127805619,E,167.05360023555096,-57.6570472180501,57.228814481700866,97.76523947650793,E,C,113.33375418950004,C,B,D,D,-23.976745165125017,0
Veteran,US,Other,Heterosexual,D,16.66975853015505,C,42.43064279605402,E,-53.84725960357791,51.97184600574799,63.66277594937087,-13.57353310436313,C,E,36.31207808431498,D,D,A,D,-86.44599441066492,0
Veteran,India,Hispanic,Bisexual,A,113.09629442641199,D,113.91430521172425,A,-86.86200751696305,-98.49214083753733,-92.16369152644477,-36.76220085073332,A,B,94.80779556360453,B,A,D,B,75.07915606709926,1
Veteran,Germany,White,Heterosexual,C,-167.15097283210133,D,89.60962153925102,B,-14.441285729964584,-117.65659205197494,74.71169868208844,71.0546766871724,A,B,146.16595136448325,B,B,C,D,-62.86371216723302,0
No,Mexico,Other,Bisexual,C,68.07534022636594,A,68.21327562826983,C,76.11925877106212,-105.63527720774006,-41.76894162888469,39.36031667814204,A,D,10.222815548973827,D,D,A,E,83.05607803440232,1
Veteran,US,Asian,Bisexual,A,-29.596064412632206,C,142.1067922353473,C,29.582164504004243,-81.47851837742243,1.2654234237067776,-179.1778074845862,A,B,178.29139214432314,D,A,B,B,56.839469505145225,1
Yes,Mexico,Asian,Heterosexual,E,-98.37815072221872,D,254.4632950572625,D,-142.20576992496433,146.96604904553737,55.41208415554401,182.13961850929613,D,E,178.54411721730165,B,C,D,B,25.505256736189935,1
Yes,US,African American,Bisexual,D,54.83705557346025,B,105.84963811678396,D,-25.628529350495466,-36.59378763062797,222.43202035647087,87.50314040887808,E,B,-6.6018186018571265,C,C,D,E,62.554233472519,0
Veteran,Other,Hispanic,Bisexual,B,50.61665257286572,E,-32.1694964228184,C,6.604276708268839,25.988124241549976,-65.88907118922063,-239.86493747646244,B,D,170.6319786771679,C,C,E,C,-278.5106597524209,1
No,UK,Asian,Bisexual,D,-1.7120841574019534,A,-17.70988952121835,B,125.402966076065,-4.000632046754725,47.86145793626753,-58.11410585040433,A,D,-171.44295645647597,D,E,C,A,107.76657800611893,1
Yes,Mexico,Asian,Homosexual,A,-28.005712432035008,D,9.283112428018606,E,-6.225170617446778,-170.23723521088166,-59.78156847120062,69.67268273608175,E,A,-9.43122554639963,A,B,B,D,-5.4788489518705425,0
No,US,Black,Heterosexual,D,13.84157648573284,A,121.46272378538019,A,-97.8628564380138,-46.40915597871166,95.78681567616346,71.6654183746209,B,B,-2.8303961000809044,E,A,E,A,38.302950753466874,1
Yes,Germany,White,Homosexual,C,-108.4375219729103,E,-75.88765289071358,A,-26.98468903527515,-43.78992585495513,-106.60682213143167,95.31759873503832,E,C,-49.97132834939719,B,C,E,E,-118.18942270620558,0
Non-Veteran,UK,Other,Other,E,33.34763586559764,B,39.98088931282343,E,85.29785715675371,-139.59967891298328,-97.750363694174,-67.56461754467496,D,A,170.5305560854615,A,A,E,D,-10.948854461492804,0
Non-Veteran,Germany,Black,Bisexual,C,-74.88207668991765,B,207.20063313934446,B,-27.80310467702184,1.5274790476740887,113.59816499344161,-78.31270252353137,E,D,8.391905076453408,D,D,C,B,-69.25553970494897,0
Yes,Mexico,Other,Bisexual,C,88.52446113893389,B,91.24692734925102,D,16.84110111431211,-33.532324106883664,101.87899981437644,-179.5034915968823,C,E,-31.639533278468058,A,C,B,D,-117.84011606690339,1
