married,disability,religion,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Widowed,Mental,None,African American,-9.64462532576038,-41.91090787093273,49.90059575805722,-58.148698495080545,-39.32286266415837,C,115.22203862479041,A,D,-1.8674950226588356,A,0
Divorced,Physical,Jewish,Asian,-86.28125071776662,5.592621124157053,77.59504939180749,-6.223536250532277,-75.90858628180125,C,163.96045261731092,C,A,-2.9920881790254605,D,0
Married,Mental,Buddhist,Hispanic,-36.91635315630961,83.18832445408376,161.43067092385678,145.0370853541378,137.06600303227611,A,90.82619775284381,A,C,-92.11468630691931,D,0
Married,Yes,Hindu,Asian,-27.056046078594022,150.0881859700122,-70.87776640884358,-232.26006276066875,12.883537091036326,C,11.777366069988062,E,B,-69.69105575035474,A,0
Divorced,Yes,Jewish,Hispanic,25.927143927671292,-41.045142909645655,-79.2152841918296,-187.6159570112288,56.00616792412888,C,-37.49759312233654,D,D,110.7831427987515,E,1
Divorced,Physical,Buddhist,Other,-65.42745111143734,-8.935669440471148,102.92447593139585,95.23397305096083,48.5489020219617,A,221.47429185125503,E,B,82.97881700044866,E,0
Married,Physical,Other,African American,-19.293933241899833,102.39116671418785,110.9644875369835,65.35704485589008,-121.85882370023111,B,-162.09175561541838,A,C,29.22853213250981,C,0
Married,None,None,Black,-78.98707829043887,-58.89238461151321,-2.4371187562544505,57.6125465435787,-90.8039064429066,E,38.07366828897605,B,E,0.9705493958045591,B,0
Widowed,Both,Other,Asian,-3.5344112636294915,143.29312328900937,121.47994989453849,-143.41163825556566,-265.3756157364247,D,-21.09254053835972,D,C,-152.10011388155002,D,0
Divorced,Yes,Muslim,Black,-146.717839977893,-58.61645637960934,78.54398313649625,117.25933304073295,-134.8939795271922,D,176.748966407306,D,C,7.07354744245089,D,1
Widowed,Yes,Hindu,White,47.54770896794553,-79.02472132240635,-140.87874607629118,72.20900764277918,-151.28460066293675,E,-110.95091278067804,D,C,-68.97123001150247,B,1
Single,Yes,None,Other,-86.33272943219875,20.68655210229046,6.98230517628082,27.20406435027484,99.33019016976192,B,-62.616574866940326,B,A,-218.3943630908526,B,0
Divorced,Both,Buddhist,African American,-124.57488082808455,-66.4376637517856,-134.6663125436719,87.54557913221154,120.62377322146499,C,149.9992837121191,E,B,-34.51342084829509,C,0
Single,None,Christian,Black,121.38416830155303,-39.42494629258956,-11.027753755598045,-92.18467778746631,-21.882447633672655,C,-137.16755760210646,A,D,65.64697581377582,D,0
Divorced,Yes,Other,White,-20.951577543260978,67.82067793493468,39.626938476764295,-51.921516751104726,-0.05506206392537652,B,8.420227604254526,D,A,-64.47131038597522,A,0
Single,Physical,Hindu,White,89.60267823475237,-47.67571397327884,35.95142477576925,-52.242083778595784,-19.755519892462512,A,72.97290310672028,A,A,0.5194290786297516,D,0
Divorced,Yes,Muslim,African American,57.84672638369506,45.915032415629916,-16.08852410630512,50.93577635575611,107.93549597836494,A,10.289289527136873,A,D,-73.21537088054775,D,0
Divorced,Physical,Muslim,White,-50.697992891945034,94.23874490178842,-74.4018959912697,-149.5846101584009,-89.72881713863123,E,33.05460140266303,D,D,-60.83945770787428,E,0
Widowed,Yes,None,White,29.962361901523487,59.99911710081393,-102.19544847385703,-26.10082075298832,-61.27336450638972,C,-60.766402992277136,A,D,74.70564718621586,B,1
Married,Yes,Other,Hispanic,4.52200728362125,63.29841216077323,-21.386157750934526,-222.2976750727179,53.715866686767136,D,-22.286335703423337,C,A,-67.11812602324245,B,0
Married,Both,Jewish,Black,49.49569526016315,23.261281180330496,88.11826370274748,-27.1973066281614,-66.1090587440655,C,172.59512423156843,C,E,115.18231588639787,D,1
Single,Both,Muslim,Black,-84.83394938193675,147.9536621755225,-148.97512768768195,44.41282532603194,21.80995168017578,C,93.71839277411767,E,E,-255.4403370749029,C,1
Married,Mental,Jewish,White,109.96093837728777,-27.236709296942557,27.905251805103788,26.832210833336745,37.12227414939668,A,-11.082930293178814,E,C,-133.462302805216,C,1
Divorced,Both,Muslim,African American,28.945900075016674,-179.78087236037283,-88.71159805334004,176.6646812551272,-209.07307600812715,C,-41.874980799536864,D,B,-67.32939699644702,C,0
Single,Physical,Jewish,African American,-189.44984708745042,-37.471433509928566,2.8568500306668123,-14.390980776772357,73.80971074480381,E,17.0778804071833,B,A,70.91812672419047,C,0
Widowed,Both,Buddhist,Black,-196.30533246706642,-43.922350545130904,-81.7623378647301,-57.15880419623518,-112.56916332399187,B,88.83213058170878,B,E,-110.98460348976901,B,0
Widowed,None,Muslim,White,150.96869477488664,16.515627291934067,7.863461270320125,54.54009557881761,-118.4992385994247,D,-76.22816287211486,A,D,-24.17286114347207,B,0
Widowed,No,Muslim,White,-85.84221183724269,-187.04712976647158,20.902235348981367,20.191478768728825,-44.385496392909566,D,-85.04634202740374,D,C,-35.240177887938415,B,0
Single,Yes,Christian,Other,-130.7460559733355,71.28617567281566,-70.93827982072814,-13.431198040725247,59.10907242212158,B,146.46975001679317,D,B,4.221705413443857,B,0
Divorced,Yes,Muslim,White,-86.63501455539074,-83.29857904929537,117.97338497308725,71.01553182498171,-101.76398561101136,D,59.93977131355561,D,D,20.05564485494894,A,0
Married,None,Muslim,Other,-30.757752570129597,-15.124404634632672,-41.79821756590194,39.295803714421574,-116.74531034859052,C,-1.6111680379330215,D,E,-231.50483023461595,A,1
Divorced,Physical,Hindu,Other,49.95050079568225,-43.07964912828898,8.855691991629449,-47.46383123706649,31.76442857589379,D,105.1514642582342,A,E,114.32072578033254,B,0
Single,None,Hindu,African American,-129.55104177218578,149.14862093467485,-18.201598152679427,57.391736318274546,20.990218262084543,D,-73.54214891012947,A,E,-84.42082609058346,A,1
Single,None,Hindu,Asian,140.98871443753134,15.050260327918293,182.61447312816065,-21.01883702791293,63.22258431636041,B,1.00376497771361,C,A,47.32347478928042,E,0
Single,No,None,Black,212.24308816840983,27.270974566551942,120.17827998561063,32.748792806845145,126.65537040545134,A,87.53353646283956,C,A,-243.67263245794493,A,0
Divorced,None,Muslim,Black,-185.05290347091957,49.077984208346315,68.0213051063432,-102.71200353957263,-53.71334592828487,C,-18.228091164976327,E,D,-22.00246947658449,B,1
Single,Both,Buddhist,Hispanic,-266.4532875823698,-20.894416234252574,-97.72118368359351,-8.782466476282467,-150.18345180808475,E,-83.16059820188897,C,D,28.47852332027097,C,1
Divorced,No,Jewish,African American,-61.76020782281421,-239.05539739234086,-180.31603513151381,-90.80746991725923,-74.2862330454999,C,-67.0695834037881,A,A,-29.927247551431957,B,1
Divorced,Both,Buddhist,Asian,-301.79709345182005,-15.644465391932021,-125.11578446294065,51.91584718104687,-89.3565603702279,B,110.32472219210156,D,E,-15.542067916363871,B,1
Widowed,Physical,Muslim,White,11.843832651037589,171.92114939037805,-90.1068400138144,-37.34103154062354,-55.87653241629108,A,-84.4278751462065,D,A,248.8789449100526,D,0
Divorced,Mental,Other,African American,-149.00901428407587,75.59056896603589,184.01981695020038,51.33046038899772,17.19361439201761,E,-234.22175022539605,D,B,4.833884353599483,C,1
Widowed,Physical,Muslim,White,41.32518143482975,-16.84471601746819,-103.74663474768244,55.63143714321301,-18.657261135637096,D,181.28052938086498,D,E,34.49968472563283,E,1
Single,Yes,Buddhist,White,5.966164823026377,111.27013613832935,-161.50770872531632,-22.336900838795913,124.30589757064693,A,-100.31319763765347,C,A,115.42468342093588,B,1
Divorced,Physical,None,Hispanic,-113.83090575198165,-51.713983130564124,95.75214087641947,63.64001334260961,38.414290043859886,D,-50.049956659741426,B,B,83.95124354160819,B,0
Divorced,No,Hindu,Other,127.69900412022162,12.467730981608765,124.12763985724095,136.22354242018594,144.4295965475113,D,16.936121179421786,E,D,-41.47596599223897,D,1
Widowed,Yes,Muslim,Black,17.768094794352717,-15.753678070398383,-19.16713637645527,-52.025645593747214,120.58130385390231,D,19.394346931839966,B,A,0.47434621817297395,C,0
Divorced,Mental,Hindu,Hispanic,-21.648386848736774,7.563514383293617,-51.847743484273025,-15.363172850814625,63.57200009195455,A,23.901763756590668,B,E,59.65668659664094,A,1
Widowed,Mental,Other,Black,-24.614597199805527,75.68334449254725,27.78380381525803,-45.0257051923794,-71.11248567497303,D,-19.36177409929251,C,B,25.175357629794977,A,1
Married,Mental,None,Asian,154.7061860113832,27.780316757856266,180.1566340469693,-19.794159272810216,35.65138406892767,D,-259.2563213959148,A,C,-25.10198469651269,C,1
Divorced,Both,Muslim,White,58.936218505364224,40.561429924065855,-3.6593669932101074,-66.89874230734405,-6.908430740096009,E,-136.3325237348251,D,B,-88.11742523671565,D,0
Divorced,Both,Jewish,Other,91.56111254192442,-83.66375216076922,-15.348366795644274,-78.64977400054087,12.434368454407812,A,-22.843814662996074,C,A,208.15840675229632,C,0
Divorced,Mental,None,Asian,52.866281302741555,-16.47217186056189,-135.65425445272473,92.45550614025484,-48.521253691495474,B,208.59839602628836,C,E,-256.9819992251965,B,0
Single,No,Christian,Hispanic,-132.76611071651968,104.55510205367918,53.75800239718139,-58.116391640226475,-4.270865120537959,D,-80.58258689332301,B,E,-29.754695841299256,A,1
Single,Physical,None,Asian,-8.26250187201247,50.29395850406908,-52.441426414991696,-84.61166355601343,-1.8455174104996215,A,-87.80304915077492,E,E,-67.76096848812637,D,1
Divorced,Both,Muslim,Other,-63.54833981780187,-107.63544597534845,154.36954299456534,197.78595615238936,-131.17312923934762,C,-116.00860297704989,B,A,-36.402907209636666,D,0
Single,Yes,Jewish,Asian,204.80121662192192,-50.84008288126274,5.94834195646835,-70.00279791771298,93.49638657833835,E,-9.35502798431932,A,C,-44.453011890179106,B,1
Married,Both,Hindu,Black,-8.247299411308857,-43.48320122239785,-93.50297254848083,-110.2847059048365,87.75145601212834,C,27.632051687264862,A,C,49.35831359112891,D,1
Divorced,Physical,Other,White,-160.85920502108985,-121.64908371187771,91.85528361362366,19.818795405581643,-205.7571513711655,D,174.37626805522203,B,B,187.99176372955313,D,1
Single,Yes,Hindu,African American,-14.564278766276967,41.34026066860411,23.528144094345777,-40.677607598841824,92.54897184560113,D,-75.08969123853613,D,D,-63.967279908022846,E,1
Married,Yes,Jewish,Other,113.84716570028255,-4.253930506108158,26.891393319054973,-81.98168036012284,-64.63141272226527,C,-144.9145598093276,D,D,-34.433777649113104,B,1
Divorced,Physical,Other,Other,-9.434031193604634,-91.36066199957399,-32.005064276603065,105.5434158984701,108.50119467031104,B,32.08242046294504,C,A,-102.43493040068654,C,1
Married,No,Jewish,Black,-120.86977933473737,-60.38479857047702,-78.21096258428595,-144.5671646872418,-10.493892071984826,E,211.85585424719514,B,C,103.22672848963448,E,0
Widowed,Both,Jewish,Black,-49.66676007462777,69.53145316530957,-79.71819286430598,105.3706941384985,140.43241311411367,A,17.656309446193955,E,D,28.25813461980849,C,0
Widowed,Physical,Other,Hispanic,-27.384686239937423,8.445292822840523,204.10585157493784,-17.7707553929966,-83.87756180929202,B,-82.37535024297738,C,B,174.96366045122764,A,1
Divorced,Mental,Christian,Asian,147.4270648458462,-52.48417232596725,-228.3957919031177,-104.5288302524768,-145.4611358563529,C,9.823802766815737,D,C,-162.60992012157527,A,1
Divorced,Mental,Christian,Asian,38.1376602474085,53.99718557646052,171.13033996453925,148.96120007891588,-69.89626104400307,E,263.5168052723822,D,A,87.82932808042278,E,0
Married,Mental,None,White,-57.86771391947655,-146.20819607347207,-21.531471421234468,-2.544360587221785,104.87357262714848,C,31.998372963509397,D,D,-60.57780642291895,B,1
Divorced,None,None,African American,19.790338348027365,17.314979164772232,-19.63234611079163,-4.112215969095771,117.15489553616432,B,-15.49382947912653,C,A,72.18971647196203,A,1
Single,Yes,Buddhist,Hispanic,-223.07446251141644,-52.51560561591504,-146.87163248065332,133.91179645094408,-87.78584894031096,B,-73.2165482213976,C,E,-129.58680059542445,E,0
Married,Yes,None,Asian,-252.52611746156552,-21.663875617284305,98.47437605591792,-176.3104759640239,158.99805787324067,A,42.26108887953279,B,D,-147.43984605359825,C,1
Married,Both,Hindu,Black,34.322489380631,13.769449831984867,131.6540976179691,-11.36286132981196,-82.84728943472338,E,-29.18629456056005,D,D,-148.13354738424937,D,0
Divorced,None,Other,Other,-109.2202684174475,-44.569690212222426,109.79495847997268,48.66821768175814,-138.97176778726697,A,134.13084193309385,E,C,-39.690612583132264,B,1
Widowed,Mental,Jewish,White,112.26003500864125,79.5937391215169,-84.44067892543835,181.70465154386525,213.5999717439377,D,-55.76556904858231,A,A,117.76460023648217,A,1
Widowed,Both,None,Black,55.896720866863035,80.75073688113181,-102.17525692249505,-64.05527248393122,72.81042694516309,C,19.737272691745435,B,C,-23.662884520639096,B,0
Widowed,None,None,Hispanic,135.24346707748322,70.49101468307286,-136.8357666408218,133.6493462833373,-96.70792041449228,E,-116.86111850978178,E,C,73.06240865724335,C,0
Divorced,None,Muslim,White,-45.43242214614073,-2.725074568686113,-9.32124704774572,61.31058044228506,-108.18288363321741,B,-10.494824624390752,E,D,-15.189568644158824,D,1
Divorced,Both,None,Black,-47.658453574381895,85.0967074416413,-110.16628728733619,-95.6360970329163,31.45411053275613,A,20.882941814434915,E,B,6.221918908421312,E,1
Single,Physical,Jewish,Asian,-143.8478694243332,168.02530028911414,36.95108943873623,-132.59198034768244,134.70518546923972,B,17.71254372630378,C,B,20.851795283599625,E,1
Single,Physical,None,African American,94.4759557125472,-70.02565933212344,76.73500665983029,105.37389288701678,56.463151461576935,D,67.54740882187488,C,B,-25.51533454180022,E,1
Widowed,No,Buddhist,Black,184.70517435142068,-18.69080859987845,34.750658346853356,60.66132776126868,-71.58645421471019,A,-156.28627889018497,C,D,-137.55034325074251,C,0
Single,No,Muslim,Black,8.137303466737727,60.16369158891861,-118.1681301680521,-7.420216317904877,-89.93540053470775,E,38.373560534127385,A,B,24.239772510750196,B,1
Divorced,Yes,None,Hispanic,-7.439853556095533,276.07149521495035,71.3553967559751,-179.3152207464727,44.00952061156989,C,-266.68095535321027,B,D,87.21127923840896,A,1
Single,Physical,Hindu,Other,49.60993281353818,-151.36358248345957,1.8350794535945032,31.270868331576736,197.98736339981775,B,-6.1966156654641775,E,D,-15.84773516374081,A,0
Single,No,Muslim,Other,-200.70348060342894,-36.97143608066529,12.078347303428357,65.3931790386857,-33.2071810654642,D,-119.93251548454185,C,E,21.856304830560994,D,0
Single,Physical,Christian,Asian,10.117474797789546,-67.98928689155804,123.91401993737361,-97.64054846164775,4.7285153456946505,C,37.08233411765464,A,C,84.5828335539843,E,0
Divorced,Physical,Other,Other,46.73118524320606,3.318875630209248,79.1524282764339,0.8153134430599488,66.04775374492522,B,-70.63432729520325,C,B,-43.410885007331395,D,1
Divorced,None,None,African American,60.03396831368658,-23.53331706350682,13.192362092151466,228.98245786800925,-23.46035121642173,D,138.99919925540743,C,B,-5.75534612084219,A,1
Divorced,None,Jewish,Other,-14.539805123469248,50.06707501061349,-129.64418125265996,97.39367684582419,-106.6242449508056,A,-78.86811924411097,E,D,63.90954980144031,A,1
Married,Both,Christian,Asian,-12.21487765726723,-138.361025883872,-111.25348552374375,43.83195896685509,-64.63901289955233,D,59.515741128397636,E,D,47.16775141065397,E,1
Married,Mental,Buddhist,White,-113.24372777271262,-56.08870199091493,130.4322500646753,-66.44143315485358,-221.55457390731405,C,2.219742960458374,D,C,-64.87821829182379,A,0
Married,Physical,Muslim,Other,-143.0355690650653,-164.82582939260223,-85.2764806297665,33.29861947398472,57.73850172710668,B,-31.48214524545572,A,B,25.447814212077986,C,0
Divorced,Both,Muslim,Black,-153.93558201867265,-58.757266974107424,-11.013635951603241,-57.15335461530342,-50.72538624969746,D,89.87287198989932,C,D,-143.90332104594214,C,0
Widowed,None,Buddhist,Other,88.69927324057483,-28.228435656486806,66.87032961714567,-111.19055526877261,-84.5622800625657,A,15.304893261721054,A,C,141.60876560719623,C,1
Widowed,Mental,Hindu,Hispanic,24.017588324335605,-82.11166899320814,108.28615246400544,-7.283450700990318,130.29637762245562,E,-257.5375742097079,D,E,-154.7080482198745,D,0
Married,Both,Jewish,Black,44.30100310934414,-87.27518753335629,17.015721497246332,234.26097517938413,89.9062470550105,E,-199.05834631034546,C,E,-74.20347522450331,C,1
Widowed,Mental,Buddhist,Asian,3.1919003849286085,-98.65679539595806,-100.96248587804759,-75.8430676653856,58.37997737466756,B,-193.85143732563554,A,E,44.83933765251544,B,1
Divorced,Yes,Muslim,White,12.474774510463956,-84.36851889306044,13.160857815253744,-10.129028813265311,76.5046047307779,E,59.22513659994589,B,B,-224.5754053459042,E,1
Divorced,Mental,Muslim,Black,-30.779555370777185,-11.697027890620426,16.668722127051765,98.70142699625877,143.3393266900247,C,7.524141241451766,C,E,-148.037875953779,D,0
Divorced,Physical,None,Hispanic,-117.08027830116212,58.46903280791691,-50.135200161644796,-28.549730198648255,238.9411419326675,E,-91.50819024143648,C,E,21.818981173283163,B,1
Divorced,None,None,White,-80.67542363386139,-118.18660593357615,-201.24385227045826,-73.7068508339676,7.425697077464445,D,122.84700836284676,C,C,114.92411140297405,E,1
Single,Mental,Muslim,African American,13.23821617625762,-87.21426356737034,-175.41462173560913,-30.42230186997162,91.65015251307646,E,7.481473137273678,B,A,-9.191338611844017,C,1
Married,Mental,Buddhist,Hispanic,-73.30225345585652,-161.62881147533705,-109.06589910836509,-28.90655158863934,-53.18223515112122,A,0.21637997478365065,E,B,-90.36433634348167,E,0
Divorced,Mental,Hindu,Black,-83.68486622662358,14.11379679611254,112.58982963588635,-80.48693009115311,-8.519154649792016,D,-7.396894064611356,E,B,26.030093762641954,A,1
Married,Both,Other,White,-101.42891351712893,98.82387669820562,-123.66023044101391,68.82016357069338,-67.49628918542008,B,59.06092370608923,C,E,19.41062869258634,C,0
Widowed,Yes,Muslim,Black,101.9371791372425,78.83484662740213,165.70248364368643,-26.80290955283174,-101.39567265003959,E,-64.28758698900342,B,E,-3.645349845216565,E,1
Widowed,Both,Jewish,Hispanic,5.810746347359662,-122.66824273660713,-19.624284168852004,-67.48234945593461,-59.57014036493311,D,-63.81058233520618,B,E,44.87969938784627,E,1
Divorced,Mental,Buddhist,Other,-71.22859916838642,182.80749754232923,118.80467975739496,61.318230217644164,-36.61263539628188,A,-6.961499864028352,A,E,-186.27308948700176,D,0
Divorced,Physical,Other,Black,-48.650256710655015,-49.66315536206384,-41.515523621778435,54.51792903724832,2.256922141325583,C,-94.6966430761059,B,D,149.6941800569597,A,1
Married,None,Other,Other,135.08648888884176,-122.06360026107355,38.16739199350294,69.66844630228492,116.40103041813079,E,202.41009376730753,B,B,134.38565420354368,B,0
Married,Physical,Christian,Hispanic,151.0043859382088,163.57821316930577,-23.99392853436618,187.8442690827032,-77.98849190571372,E,-100.81809399969745,A,C,-108.01573144314878,C,0
Widowed,Mental,Other,African American,-10.607254987278347,115.45024961272148,-227.99225177006747,19.799767366563113,76.43955556571625,B,174.4314721652871,E,A,13.032072539947908,A,1
Married,No,Christian,Black,85.94402650492863,70.77899407564774,26.577414289052413,-15.358481707407176,-59.78932277367809,A,-192.79041470752352,E,C,118.56310821144211,D,1
Divorced,Physical,Buddhist,Hispanic,-38.09154170359278,130.58620857665576,149.84151670796348,36.49029524964436,-110.07332983093376,A,-239.78281975897548,E,D,3.8797375365863163,B,1
