disabled,age_range,military,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Both,26-35,Veteran,Christian,C,40.675557872674304,B,C,C,B,25.610740655818127,B,0
Yes,51-65,Non-Veteran,Other,D,34.786385470162614,A,E,A,D,-119.08240275320212,A,1
None,51-65,Yes,None,B,167.54958982819875,D,E,C,D,-88.52413363827512,B,0
Yes,51-65,No,Jewish,E,84.29395428333437,B,E,D,E,44.303109995415376,D,1
Yes,36-50,Non-Veteran,Hindu,C,55.36008989550984,C,D,E,B,-200.88482875051326,B,0
None,26-35,No,Hindu,D,101.71697913337219,D,D,C,E,81.28139062454981,C,0
Both,18-25,Yes,Jewish,D,-141.78793954146266,D,A,B,A,23.634463950043433,B,0
Physical,36-50,Veteran,Muslim,C,-197.19474378456388,B,A,E,C,86.49670998138785,E,0
Both,51-65,Yes,Christian,C,182.46506864367552,A,B,E,B,36.591361835922775,A,0
None,36-50,No,None,D,-289.3511279581689,B,D,E,E,129.06512644184366,D,0
Both,26-35,Non-Veteran,Christian,B,-77.85039228186866,E,E,E,C,6.048353253328307,B,0
Yes,65+,Yes,Muslim,E,15.956689032602581,A,C,D,E,-93.78538262367488,B,1
No,65+,No,Hindu,E,95.34898489208818,A,D,E,D,47.39834719225624,E,0
Mental,65+,Non-Veteran,Christian,E,10.024248232416582,E,C,E,D,25.956122167415412,C,0
Physical,18-25,No,None,A,173.0243711618811,B,A,A,E,71.19718066979415,E,0
None,36-50,Veteran,Muslim,C,131.429362011309,A,D,E,B,-119.5260069243471,B,1
Both,51-65,Veteran,Buddhist,C,-39.75996297720522,C,A,B,E,-21.54564756819188,A,0
Physical,18-25,Yes,Christian,A,25.545274420518986,C,B,E,A,-99.95837727124346,C,0
Physical,65+,No,Jewish,B,-158.55002209647938,C,B,B,D,-208.06341712396198,B,0
Physical,36-50,Non-Veteran,Jewish,B,-12.00905427779769,A,B,A,C,35.98995954466953,A,0
Mental,18-25,No,Christian,B,56.37145058932973,E,D,D,E,21.272633577894368,E,1
Yes,36-50,Veteran,Other,B,-214.100322283895,B,E,C,C,-98.72700964826481,E,0
Physical,26-35,No,Hindu,A,209.124387244647,E,D,C,E,-106.75968615686007,E,0
Both,51-65,Non-Veteran,Buddhist,E,-78.01756758727241,D,D,E,B,118.91630224806167,D,0
Mental,26-35,Yes,Hindu,D,192.71010281926755,B,E,A,E,15.541779056808958,D,1
Both,36-50,Yes,Buddhist,D,34.744088501289085,D,C,A,B,-18.422876221429128,C,1
Mental,51-65,Veteran,Hindu,E,134.33367863798833,C,C,B,B,12.980283467905021,A,0
None,18-25,Non-Veteran,Buddhist,A,4.370493651538432,C,B,A,B,93.03930036068998,D,0
Both,51-65,No,Muslim,B,-74.16070124850309,D,E,A,B,-83.76102353301876,E,0
Physical,51-65,Yes,Christian,C,-115.33003972501865,B,C,A,E,128.45326179688686,D,1
Mental,26-35,Non-Veteran,Jewish,D,55.730472800914065,A,B,A,B,110.46560767752847,A,0
Mental,26-35,No,Muslim,B,-0.24497933770054767,B,C,D,D,-26.823232107930334,D,0
No,36-50,Yes,None,E,53.253520822766866,A,E,B,D,-36.83884530407554,D,0
No,65+,Non-Veteran,Jewish,E,106.95835004447771,B,B,A,A,-223.93447513757644,C,0
Mental,18-25,Non-Veteran,Other,D,4.0711721804861245,E,A,B,D,-85.37462337770705,C,0
Mental,26-35,Non-Veteran,Muslim,B,5.115385636114441,C,D,A,E,-74.18211040409965,B,1
None,65+,No,Other,E,231.78176854298977,E,B,E,C,-17.29075920320308,E,1
Mental,65+,Veteran,None,D,-114.93890447531471,E,B,C,D,30.76717328651517,C,0
Both,18-25,Yes,Hindu,C,6.40982144711457,D,E,D,A,256.96482092711943,B,1
No,26-35,Veteran,None,B,13.500240167500266,A,D,E,A,130.62860934279578,C,1
Physical,51-65,Non-Veteran,None,D,-116.44114384911965,D,A,E,B,-41.035761934935984,C,1
Mental,51-65,Yes,Other,E,-30.304834903552425,C,D,B,C,-110.0365710773434,B,0
Both,51-65,Veteran,Muslim,E,122.87933919809126,A,C,A,E,-46.69433183596005,D,1
Both,18-25,No,None,D,161.24036602780515,A,B,E,A,-51.10404799761385,C,0
Physical,26-35,Yes,Hindu,E,-149.85132390736234,A,D,C,C,-7.955371276234824,D,1
None,65+,Yes,Jewish,D,75.7122445621489,A,A,D,C,-147.49958586567396,E,0
Physical,51-65,Yes,Jewish,D,84.06456222644232,C,E,A,D,-42.89064068669108,C,0
None,65+,No,Other,C,-12.34696182997853,E,D,D,B,25.919380015435834,A,0
No,36-50,Yes,Hindu,D,-330.14277641872883,A,E,C,B,-118.68221504017112,B,0
None,36-50,Non-Veteran,Buddhist,E,-14.3265450829769,E,B,E,E,35.31837759390113,B,1
No,26-35,Veteran,Muslim,B,78.66515662319901,A,D,D,A,75.07853057839746,E,1
None,26-35,Non-Veteran,Christian,A,-58.664325383350544,E,A,E,C,10.834152062221065,E,0
None,36-50,No,Jewish,C,-102.47866378613418,C,A,E,D,-72.80684673320448,D,0
Physical,26-35,Yes,Other,A,62.54900094830419,E,A,E,E,-140.09056550210494,E,1
Yes,51-65,No,Hindu,C,7.996433616812518,E,D,D,E,59.53084308594148,C,0
No,18-25,Veteran,Other,C,-162.42191799453792,E,B,C,D,-8.258955270174125,E,1
Both,65+,Veteran,Muslim,E,-88.71064639339316,B,A,B,E,-125.98153918916562,D,1
No,26-35,No,Hindu,D,-152.73435682517626,E,B,E,B,-159.97205550900858,D,1
Mental,36-50,Non-Veteran,None,D,-29.791541408609888,A,C,B,E,72.43715057655653,A,0
Physical,36-50,No,Buddhist,A,-105.50751252588815,A,C,B,A,75.37667628158972,E,1
None,36-50,Yes,Muslim,C,24.091178047307025,D,B,B,D,80.72019065977004,A,1
No,51-65,Non-Veteran,Christian,E,80.89816202564023,C,D,E,E,-0.1891401490697634,A,1
None,65+,Non-Veteran,Muslim,E,-115.76463241711603,D,C,C,C,-124.6100900107595,D,0
Yes,65+,Veteran,Other,C,119.01332363338757,C,E,E,E,48.69320728959486,E,1
No,18-25,Non-Veteran,Muslim,A,19.710684229930564,A,E,C,B,41.676577359949434,A,0
Physical,65+,Yes,Buddhist,B,63.26222245853456,C,B,D,D,-9.121149973227467,E,1
No,65+,Yes,None,B,54.38853584480056,B,E,A,B,-80.47751794248401,B,0
No,26-35,Veteran,Jewish,C,-41.170542462417785,A,A,C,D,129.66217984355043,E,0
Both,65+,Yes,Other,A,-151.31637902921048,D,D,A,B,28.63316207973717,D,1
Both,18-25,No,Other,E,-30.307498842045195,E,E,D,E,-9.523374009242733,D,0
None,18-25,Yes,Buddhist,B,-19.859079064020534,D,E,B,C,-56.588620449525784,E,0
Mental,26-35,Veteran,Muslim,B,-6.249159493754018,E,B,D,B,91.38817151435106,D,1
Yes,26-35,Veteran,Christian,B,72.07965085177028,A,D,B,C,94.15793716183221,B,0
None,65+,No,Other,C,-2.443112152694562,A,B,D,B,-28.900320778680744,A,0
Both,36-50,Yes,Buddhist,B,16.22694018291822,A,D,D,B,-21.012242538483275,E,1
None,18-25,Yes,Buddhist,C,-41.14878820008322,C,E,E,A,228.18320438234645,E,0
None,65+,Yes,Christian,E,70.51215704875261,A,A,E,B,-34.234282547799225,D,0
No,51-65,Veteran,Muslim,B,80.93103697492106,D,A,B,C,29.660749873671943,B,0
No,36-50,Yes,None,A,-17.65966365844342,B,D,D,E,-171.18181317591606,E,0
None,26-35,Non-Veteran,None,A,-92.0604407013132,E,B,D,C,91.08572186993521,D,1
Physical,65+,Non-Veteran,Buddhist,D,32.79852101915448,E,D,A,A,76.83772985758904,E,1
Physical,18-25,Non-Veteran,Other,B,-87.09077176181972,B,C,D,C,-52.907280475512586,D,0
No,26-35,Veteran,Hindu,D,-17.506585818683686,A,B,A,E,-231.10234348550307,B,0
Yes,65+,Non-Veteran,Christian,E,5.7419320204115,C,B,C,D,13.555453696305076,A,1
Physical,18-25,Yes,Buddhist,A,-69.89898101410958,E,D,A,C,66.57734178091938,C,0
Yes,26-35,Yes,Christian,D,-18.251108062429612,B,A,D,D,143.06446387201964,E,0
Yes,51-65,Non-Veteran,Muslim,E,113.15951911505948,B,D,D,B,38.22634855832953,D,0
No,26-35,Yes,Other,E,108.30835247992634,C,C,E,E,31.31503967970782,A,0
Mental,51-65,Non-Veteran,Hindu,B,22.534480755095025,E,E,E,A,16.105765552276694,E,0
Both,26-35,No,Buddhist,C,104.9810359909277,E,E,C,E,37.00482588500411,A,0
Mental,51-65,Veteran,Muslim,B,-154.37866091924437,D,C,E,D,49.101179608170526,E,1
Physical,26-35,Veteran,Jewish,E,142.16389344784878,E,A,A,A,-43.634323780834364,E,1
Physical,18-25,No,Hindu,C,20.716775528051908,E,A,B,D,137.733201940125,B,0
Yes,65+,Yes,Muslim,C,184.25868935701223,A,E,A,E,79.97604601874387,D,1
Physical,51-65,Yes,Christian,B,-208.5998761667183,C,C,A,D,48.813389784881295,A,0
Physical,65+,Yes,Christian,C,109.08157967102245,A,E,D,E,-16.752563424310246,A,1
Both,51-65,Non-Veteran,Hindu,D,50.61411859648941,A,D,B,B,69.18554663351543,A,1
Both,51-65,Non-Veteran,Jewish,B,-14.494241736595074,E,E,A,D,-92.09080678610695,A,0
Both,51-65,No,Other,D,-57.907130917778936,A,A,C,C,76.10390631456903,C,0
None,18-25,No,None,E,8.96582269039762,A,A,A,B,217.07264751665954,D,1
None,51-65,Non-Veteran,Muslim,E,-77.86003311017778,E,A,A,B,75.09719356405996,D,0
Yes,26-35,No,Hindu,A,37.39444181499349,D,C,D,D,-28.715977403789882,D,1
Physical,51-65,Veteran,Buddhist,B,-46.59178023695342,E,D,A,A,158.69818802396577,E,1
No,51-65,Yes,Hindu,C,33.673812176254984,E,D,D,D,127.8433165692088,A,0
None,65+,Yes,Buddhist,A,-2.5104556606237995,B,E,B,A,6.446804759862558,E,0
No,18-25,Yes,Hindu,D,94.9427612583707,D,E,C,B,62.616094403180576,E,1
None,26-35,Non-Veteran,None,B,152.47112420019872,D,B,C,D,-72.31615661701409,B,0
Yes,36-50,No,Other,D,-126.51525135045793,B,C,E,B,-158.64630416903205,C,1
Mental,18-25,Non-Veteran,Hindu,C,-113.87371039635681,E,B,D,B,-103.95810979194525,B,1
Physical,36-50,Yes,Other,C,15.978569375740934,B,D,D,A,47.79756377595313,A,0
Mental,51-65,Veteran,Christian,C,-61.93242994674913,D,B,E,C,-165.02627830088744,D,0
Mental,36-50,Veteran,None,A,-23.101519604921513,B,B,E,E,-13.813837418924606,D,0
No,65+,No,Buddhist,A,255.64100814484192,A,D,B,B,-19.222962222325375,A,1
Both,18-25,Non-Veteran,Muslim,B,-2.0857673536346875,D,B,A,D,91.21642376591778,A,1
None,18-25,Veteran,Jewish,E,29.468584060351716,D,C,D,E,-155.25314282284288,D,1
Physical,51-65,Non-Veteran,Christian,A,127.51495292101498,B,C,D,D,-29.100517706449363,B,0
Yes,65+,Non-Veteran,Hindu,D,161.76226579875708,C,D,D,B,-243.08899480393293,C,1
Both,51-65,No,Buddhist,C,50.947156286774046,D,A,A,C,113.20215899234512,E,1
No,36-50,Veteran,Buddhist,B,149.47790281072565,B,C,E,C,156.14085423774827,C,1
Both,18-25,Yes,Christian,C,-128.24958103165744,E,A,B,B,116.29036726708955,E,0
No,51-65,Veteran,Christian,C,-186.33794559846154,D,C,E,D,56.366166098647895,E,1
Both,65+,Veteran,Jewish,B,-62.937307667823895,A,B,D,C,61.69636167866184,C,0
No,36-50,Non-Veteran,Christian,B,-88.83774862891727,C,C,E,C,-117.65944536597652,C,0
No,18-25,Veteran,Christian,C,59.90438811616846,A,A,B,E,4.709622421167737,D,0
Mental,26-35,Veteran,Muslim,E,109.93731394111603,E,E,C,D,43.746751199137734,E,1
No,51-65,Non-Veteran,None,C,-29.12683272012882,D,A,B,E,53.42624608869644,A,0
Both,36-50,Veteran,Muslim,D,-120.39572253415965,D,C,A,C,23.983429752895134,A,0
Physical,26-35,Veteran,Jewish,B,-31.559389474010413,E,A,A,B,-17.346515127364274,E,1
None,36-50,Veteran,Muslim,A,59.54209973559219,C,D,D,A,-44.17621624413545,A,0
No,65+,Yes,Jewish,A,34.019123712889346,A,E,E,C,-124.22219932241443,D,0
Yes,51-65,No,Other,A,100.29248369749337,C,C,C,E,-152.66860599089972,D,1
Yes,26-35,Veteran,Christian,E,68.67649312614587,E,A,B,E,6.8965368315100335,C,1
Both,26-35,Yes,Muslim,D,23.81805838967081,B,E,E,D,94.19185545375672,E,1
None,65+,Non-Veteran,Muslim,D,-13.070805712467823,E,C,E,D,65.57820767942498,A,0
Both,18-25,Veteran,Muslim,C,5.167363883078116,C,D,D,B,147.05602804266513,D,1
No,26-35,Yes,Buddhist,C,-84.95994837154302,C,A,A,A,-58.563778561424144,D,0
Mental,36-50,Yes,Muslim,B,137.65647208798003,C,B,A,D,-59.20580905741609,B,0
Physical,18-25,No,Muslim,C,-11.564325993587273,C,A,E,E,106.26920746731756,B,1
None,18-25,No,Other,E,-189.01330528992725,E,C,C,D,198.68248702309123,E,1
Physical,51-65,Non-Veteran,Hindu,D,-78.44181970164618,C,C,D,E,-68.30132647045107,E,0
None,65+,Non-Veteran,None,C,2.4465767492801818,A,B,B,A,-67.38427852672953,D,1
None,36-50,Non-Veteran,Buddhist,B,-42.57556889840138,E,B,A,B,237.67947608279445,A,1
Mental,26-35,Veteran,None,A,193.16347008099675,C,C,E,D,-22.44877269853164,D,0
Yes,18-25,Non-Veteran,Muslim,B,-10.903720036783358,B,B,E,D,87.72690352923676,A,1
Both,18-25,Yes,Other,A,79.3966201234187,B,A,B,B,7.322057380390275,A,0
Physical,65+,Yes,None,A,-113.6460093999371,D,E,A,E,-51.5933512400437,B,0
Yes,36-50,Veteran,Christian,A,-62.95076378336216,D,D,B,C,-26.50452828333284,A,1
Yes,65+,Veteran,Christian,B,-43.56980984333281,C,C,B,B,-45.41209883662614,A,0
No,26-35,Non-Veteran,None,A,-0.013738259995901803,C,D,D,C,133.51098383174525,D,1
No,26-35,Veteran,None,D,93.62556333369852,E,E,A,E,41.37859297842351,D,1
Both,65+,No,Buddhist,C,-35.21672066818818,C,D,E,C,32.96369808888139,C,0
Mental,26-35,Yes,Other,C,84.58140352630377,A,C,D,C,46.71335920670031,E,0
No,18-25,Veteran,Muslim,A,32.71562716436014,E,D,E,B,-108.61897638955529,D,1
No,51-65,Non-Veteran,Christian,A,104.899942312713,D,C,C,B,-79.31147157171374,B,0
No,26-35,No,Hindu,E,35.531175729098216,D,D,C,E,52.4510284278735,C,0
Both,65+,Veteran,Hindu,E,-172.2214126702813,E,B,D,D,134.51217039914692,B,1
Both,18-25,No,Hindu,B,105.38325722219919,D,D,E,B,113.86120038179438,B,1
None,51-65,Veteran,Muslim,D,-110.0837955886206,B,C,A,E,323.98946402332496,D,0
Physical,65+,No,Muslim,D,25.773677490580383,B,D,B,A,190.6525199296984,A,1
Both,26-35,Yes,Buddhist,D,-71.56329423127646,D,B,B,B,-141.8627631802922,B,1
No,36-50,Yes,None,D,-67.28871355399535,B,B,E,B,-123.84820770961123,E,1
None,65+,Non-Veteran,None,A,141.92138144585198,A,D,C,C,210.88715008443296,C,1
Physical,51-65,Yes,Hindu,C,-60.63581695160719,C,D,C,B,194.4656810821314,E,0
None,51-65,No,Hindu,E,88.60421838105594,D,A,B,C,19.98163192250081,B,0
Yes,26-35,Non-Veteran,Other,A,-3.4947475180007563,D,C,B,B,124.24243696103936,A,1
Both,65+,Veteran,Other,A,108.80070090022672,C,E,D,A,60.76649935835583,E,1
Yes,26-35,No,None,E,-72.55217075557094,B,A,D,C,-113.37198114265068,D,1
None,26-35,No,Hindu,D,75.93264705795742,C,E,A,A,-15.197348959896154,B,0
Both,51-65,Non-Veteran,None,B,-129.09926466552324,B,E,A,A,6.664585304156928,C,0
None,36-50,Yes,Buddhist,A,-189.19824860617618,E,C,A,A,-17.187925306452144,E,1
None,65+,Veteran,Christian,A,80.68941035713934,E,C,A,D,42.84653742140825,B,1
Mental,26-35,Non-Veteran,Muslim,B,-59.671964084713046,A,C,D,A,-97.21913785544187,A,0
Both,65+,Veteran,Muslim,C,-156.9218172718645,C,D,D,C,-118.68759942624595,D,1
None,51-65,Veteran,Muslim,A,71.5897333095371,C,C,A,A,-143.99786108160433,E,0
None,65+,Yes,Muslim,D,34.52209294037188,E,B,B,A,-56.678645850363054,B,1
Both,18-25,No,Buddhist,E,43.72601890012523,B,D,D,C,-172.28221457530012,A,0
No,26-35,No,None,A,74.70040685385425,A,D,D,B,49.630876280094,A,1
None,18-25,Non-Veteran,Buddhist,D,110.5396494459918,C,C,C,C,89.73313098684108,A,1
Yes,51-65,No,Buddhist,A,85.69371578428608,A,A,A,A,53.38535443658344,C,1
No,18-25,Non-Veteran,Hindu,A,167.17113483863136,B,A,B,A,-169.68843929794605,D,0
No,26-35,Yes,Jewish,C,172.78091043370023,C,B,C,C,16.957896014813407,A,1
None,36-50,Non-Veteran,Christian,E,186.13546208189715,B,C,A,B,87.22981625067227,D,1
Yes,26-35,Non-Veteran,Jewish,A,-129.58302753059627,D,A,D,D,-36.74265800998931,B,0
Mental,51-65,Non-Veteran,Christian,B,127.36878865688269,B,A,E,D,144.71320712674668,B,1
Mental,18-25,Non-Veteran,Jewish,E,105.2766538563217,C,E,E,D,181.10948468196858,D,0
Both,65+,Non-Veteran,Muslim,B,86.15567648914212,B,B,A,D,11.780506338217876,A,0
No,26-35,Non-Veteran,None,B,35.681876629826284,B,C,A,A,-102.54588380152478,E,0
Mental,18-25,Veteran,Buddhist,B,-63.84990598022512,A,E,D,C,-0.23126582902112414,D,1
Yes,36-50,Non-Veteran,None,A,-103.52294480940296,E,D,B,E,20.685298977846127,D,1
Physical,51-65,Yes,Christian,C,16.88727615562317,B,D,C,C,-42.03639558414886,E,0
Physical,65+,No,Muslim,E,-101.11891263324193,E,E,E,A,131.9105520313345,A,0
None,51-65,Yes,Buddhist,E,-50.99662000409364,B,E,B,E,-10.6291338575279,C,1
Physical,18-25,No,Hindu,A,-52.69920059472094,D,A,A,E,-56.45939595390487,B,0
Both,26-35,Veteran,None,E,-146.8314601922494,A,A,C,B,45.76365199672248,C,0
Physical,26-35,No,Hindu,D,83.96439118580707,E,E,E,B,-41.623422498019316,D,1
None,36-50,Yes,Christian,E,-72.32506739051489,B,B,D,B,-169.70056531850958,D,1
Yes,65+,Yes,None,A,-52.894076880243304,A,B,E,A,22.346054226062044,B,0
No,65+,Yes,Other,B,-37.44488629829959,E,B,A,B,31.015041542863315,D,1
None,65+,Non-Veteran,Muslim,B,-33.2103942240405,C,E,E,C,-132.09867999213128,B,1
Physical,36-50,Yes,Christian,E,-170.27468760936299,D,D,B,D,132.2241710660917,C,1
None,18-25,No,Christian,B,69.55615072677877,D,E,E,E,166.04608564343656,D,1
None,36-50,Non-Veteran,Muslim,E,-96.78460976259113,D,B,D,A,168.1219786214092,C,1
Mental,26-35,No,Buddhist,B,119.5297684506194,C,C,B,D,-86.31538103870542,C,1
Physical,18-25,Yes,Other,D,-8.394438249493803,D,D,D,E,155.55626032429893,B,1
None,51-65,Veteran,Muslim,D,-9.543663688318658,B,E,B,C,108.45239758896467,C,0
Physical,65+,Non-Veteran,Muslim,B,64.29943073471854,A,D,D,A,-45.38994680517561,A,0
Both,36-50,No,Christian,C,23.241757270542273,E,A,D,C,115.64792342025937,E,1
Yes,18-25,Veteran,Christian,A,85.59686664973327,A,C,E,B,87.32385982731931,E,0
Mental,26-35,No,Christian,D,107.11773454938668,A,A,C,E,124.81584447262463,B,1
Mental,26-35,Veteran,Jewish,D,57.97392010690838,A,A,B,E,-116.05170785682976,A,0
Yes,51-65,Veteran,Christian,E,-27.603686747142582,C,C,B,E,-92.60408586125995,D,1
Physical,51-65,Non-Veteran,Muslim,A,100.42441936333815,C,B,D,E,113.90127564023283,B,0
Mental,65+,Non-Veteran,Muslim,E,122.06156327774771,D,A,C,A,129.61694662841674,C,0
Both,51-65,No,Jewish,E,-267.0847613010425,E,C,A,C,36.29616941757147,D,1
None,18-25,Yes,Jewish,C,62.34299188308431,C,D,C,E,-30.958730866744894,B,1
Yes,36-50,Veteran,Other,D,34.13238331079363,C,E,A,C,-35.41830281351742,A,0
Yes,26-35,Yes,Jewish,A,-15.440449762283704,E,E,C,A,78.53033629153711,D,0
Both,36-50,Non-Veteran,Muslim,B,-24.116871032017116,C,B,B,E,129.33997206304517,E,0
Yes,18-25,Veteran,Buddhist,E,29.36859106918666,B,C,A,A,-48.6219495112683,B,0
Yes,26-35,Veteran,Buddhist,A,105.62727324313789,E,C,B,E,269.2374930998312,E,0
Physical,18-25,No,Buddhist,A,137.95844073918943,A,A,C,B,43.00378762940035,E,1
Physical,65+,Non-Veteran,Muslim,A,30.176301010323098,C,C,B,A,157.3953815413709,E,1
None,51-65,Yes,Other,A,-73.04670609086288,E,A,B,C,120.31222414364873,B,0
Mental,51-65,Non-Veteran,Christian,E,188.8954684846592,B,A,A,E,1.8456787279393685,D,0
Yes,18-25,No,None,D,100.95380789140323,B,E,B,E,156.98742979319402,E,0
Both,51-65,Veteran,Jewish,E,119.02714141885386,E,E,C,C,-89.15289079004603,E,1
Physical,26-35,Non-Veteran,Hindu,D,-101.71203626996976,C,E,C,A,4.936570453191304,B,0
Yes,65+,Yes,None,E,-140.2874563469336,B,B,B,B,-65.42988785388154,E,1
Mental,51-65,No,Christian,C,-111.23307220333123,E,B,E,A,-0.6387072580211498,A,1
None,51-65,Yes,Muslim,A,-10.78133510850229,A,A,A,B,-45.0765397445701,C,0
Yes,51-65,No,Buddhist,E,40.43667158751134,E,E,D,D,-1.0948563452768598,C,0
Physical,65+,Yes,Other,D,155.7791081512124,A,A,E,C,164.59863240386318,E,0
Mental,36-50,Non-Veteran,Muslim,C,49.74731301752456,E,E,B,A,30.15259988154394,E,1
Mental,51-65,Veteran,Christian,C,154.86871878216985,A,A,C,D,143.83291064563764,E,1
Both,65+,No,Muslim,B,83.97651642253385,B,C,A,B,-160.1223504093032,D,0
None,26-35,No,Christian,C,-99.83795350997757,D,C,B,E,52.66807771870576,D,0
Mental,18-25,Non-Veteran,Jewish,E,137.15211276602636,B,C,D,D,132.94268335241165,C,0
No,18-25,Non-Veteran,Buddhist,A,-74.84504876514377,C,D,B,A,-112.93638629494176,E,0
None,65+,Non-Veteran,Christian,B,3.4102337175408843,D,B,C,A,16.70641711860723,D,0
Physical,51-65,Veteran,Other,B,-33.41037706124766,B,E,A,D,2.733547945575967,E,1
None,36-50,Veteran,Jewish,B,-25.689337217766706,E,B,E,B,-61.87410522498903,A,0
Physical,65+,Yes,Buddhist,D,76.10203620855015,B,E,C,D,-138.03309780858737,C,1
No,51-65,Veteran,Muslim,B,-2.7506927864918835,B,D,D,B,34.29150833189769,C,0
No,51-65,Non-Veteran,Jewish,C,-120.89342758808037,E,E,B,C,70.4850792586937,E,1
Yes,36-50,Yes,Buddhist,B,-79.908053719949,A,E,A,C,-117.00157494471142,A,0
Physical,18-25,Non-Veteran,Other,B,0.10270540761495561,E,A,D,D,60.37494523699989,E,0
Yes,51-65,Veteran,Hindu,D,-167.29216874563306,D,B,B,D,-37.86520480461573,B,1
None,36-50,No,Buddhist,E,-36.27927712561339,C,D,B,C,148.69126685158426,E,0
Physical,18-25,Yes,Hindu,B,-39.356785266521435,C,B,E,D,-20.95271983565589,A,0
Physical,65+,Non-Veteran,Other,A,81.29720638579408,B,A,A,E,-9.996320266926196,B,0
Both,26-35,Veteran,Jewish,C,-48.118920734636426,E,E,E,B,115.23224949634847,A,1
Physical,65+,Non-Veteran,Jewish,D,-126.80217593313398,E,B,E,D,-3.289695439987989,C,0
Yes,26-35,Yes,Hindu,A,-162.01166924550859,B,E,D,B,79.36140787910321,C,0
Physical,26-35,No,Christian,D,65.76728021600066,D,A,A,C,21.577393315176003,B,1
None,36-50,Yes,Buddhist,A,35.800844075378066,A,C,A,A,4.899040463917992,D,0
Physical,26-35,Yes,Hindu,E,44.6562178360553,D,A,C,B,82.35634984755735,B,0
Mental,18-25,Non-Veteran,Buddhist,D,146.94781607509572,A,A,A,D,5.560498938873986,B,1
Physical,65+,No,Buddhist,E,114.60189945725665,E,E,D,B,-32.496139304307256,A,1
None,26-35,Yes,None,E,28.868037025917438,E,E,B,D,-146.4859111032816,C,1
No,36-50,Veteran,Hindu,B,36.546372238825455,B,C,C,A,199.42574378093352,A,1
Yes,51-65,Veteran,Muslim,A,172.0744948685368,E,B,A,A,130.6639522953626,E,0
Both,65+,Veteran,Muslim,D,-68.43460617817439,D,D,C,D,-34.40221750237127,A,0
Yes,51-65,Non-Veteran,Buddhist,A,108.03594804167736,E,E,D,E,98.25467285285485,C,1
None,18-25,No,Christian,B,46.235753357551516,D,A,B,B,65.35994386979202,B,1
Physical,51-65,Yes,Buddhist,C,-143.2140364561707,C,B,D,E,108.5867130500876,B,0
Both,36-50,No,Hindu,A,56.63055119177326,E,E,E,D,-160.04623081913297,E,0
No,26-35,Veteran,Christian,A,12.216775260341398,D,E,B,B,158.299083187588,D,0
Both,18-25,Yes,Muslim,A,-21.564872549238025,E,A,C,B,61.95450297184618,C,0
Yes,65+,Veteran,None,E,-286.1780922955837,C,A,D,A,162.95438981942277,C,0
No,51-65,No,Hindu,E,16.768614927835547,B,E,C,A,-54.18909301699533,D,0
Yes,18-25,Veteran,Muslim,D,-90.21432778104536,B,C,E,C,-29.496167649483283,A,1
