marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Widowed,B,-152.84516026661012,-14.209837568789919,-10.005295937287945,15.775156945807877,B,133.186633716348,D,E,A,76.46288579352436,A,D,41.52360155349212,D,28.976212804615937,1
Single,A,131.27993523275228,64.80057812700689,-2.516349179294202,82.52091621286598,D,-28.822626911375703,A,E,D,-97.15886778935706,E,A,-65.90266554844833,E,-202.5572563339706,1
Widowed,A,-172.65797485217652,-12.459756384337437,110.13535005074368,-246.0667176817112,E,-48.38093567964123,D,E,E,41.90582036693029,E,A,192.3044770516834,B,-122.14672982945976,0
Married,D,-83.59752902138028,-80.67014509254349,64.03739925813765,0.883530591976539,E,122.29011991530929,B,D,B,89.91486402094378,D,B,-67.64723960798636,D,64.44319334788969,0
Single,B,91.62907135038121,159.71999592996244,-0.9160907062496507,164.81920237919624,C,-0.33909159058953153,B,E,B,32.33121462889165,D,B,-91.83329531714891,A,-34.930354519194125,1
Married,A,90.01583159045609,-44.85854552540115,39.54216830461675,-30.92721140640545,E,102.16571151816942,A,B,D,-193.84244294450644,C,E,73.95163727527621,E,302.0505329633432,0
Married,D,42.24363057360074,21.81168129621299,-96.08916146591262,-77.72665680336715,C,49.00951920097308,E,B,A,41.15636347497765,A,D,-110.34860982626032,D,177.49167256013203,1
Widowed,A,-3.306092162831345,-72.8010995205952,236.15620165420336,-55.404878135133586,D,83.69735364100238,B,D,E,-25.63391835228736,A,D,178.46170669996806,E,197.24274038254057,0
Divorced,B,17.00841387333199,185.07214912230376,-39.41210991102063,146.20185902444464,A,-34.76169355306734,D,C,E,36.81599796612152,E,A,153.522025066769,B,-69.69441965200097,1
Widowed,C,81.30356760848542,-27.251288892703645,45.93611254413174,146.32399106531815,A,46.01313070603383,E,A,E,43.090987569718166,A,B,105.70342637698418,E,-157.61961012578308,1
Married,C,-97.4285184561045,42.292055465936755,-71.10372875372026,-18.009114494935478,B,-23.180980364197588,A,B,B,-119.85136542689415,A,E,107.72911020268896,C,25.138458737406665,1
Single,B,-113.93679433944084,-196.8360589159803,-16.696830245475667,-1.0833524473053782,A,68.13988897649952,D,E,A,56.45159744356968,A,A,-7.328169784419503,A,-100.13815864634985,1
Widowed,B,-53.004352927754454,-71.36090861874779,111.00077629393238,-133.54954935240693,D,-160.41101852284928,A,D,D,0.6831043530740888,E,E,5.256911666234541,C,85.78725560296094,0
Single,A,1.0838321026095266,39.67723199210922,59.81651149366202,4.153933400450584,C,-34.2844484456934,E,A,A,-43.22166694119716,A,B,-65.90237945092596,A,-7.552530955454542,1
Divorced,E,83.27703878924183,106.89410040689404,135.71431404151642,-102.14082945512155,C,9.998397288489256,B,A,C,-98.05731318322447,D,B,-83.78743418286503,D,-80.35009077680628,1
Single,E,-14.8271550016377,48.51581186197373,174.95362756307392,145.44668834221534,B,85.89363487251728,B,A,D,-23.333735283297855,E,E,50.592308817185696,A,38.04921505150872,0
Divorced,C,46.08475635538383,237.75633164660584,43.03937364328813,-67.63064508000718,D,-28.1702049613061,C,C,D,-22.30000654156286,E,C,185.39645293764778,B,3.153332857810013,1
Widowed,A,72.42450509626524,51.72624299303884,28.931064120634325,32.472230690896225,A,-206.28812896202226,E,B,D,-57.46316254819703,E,E,53.347971239226155,B,-22.680654513785477,1
Divorced,E,-93.70722482842937,107.1302604517631,20.7703858834592,139.2967130672754,D,8.890039051480175,A,B,D,74.64597810638945,C,B,-21.734855869476274,E,117.57046580174686,0
Divorced,C,-148.04476175989532,-41.12753499861641,-88.05493523551341,-79.09477595042682,A,37.85507322134598,E,A,E,38.85815045152062,C,A,-129.44882460973207,E,-83.43970454707829,1
Widowed,E,-135.09567011835122,10.702377401513804,95.18129803402776,-91.33244635316824,D,-26.146573935704158,B,C,E,99.43805025235764,E,B,-135.70319962740615,C,-15.825536241693177,0
Divorced,A,64.95596446012304,-78.81825885165838,-40.30038131860132,-5.188820689053545,A,101.25489177738163,B,A,B,14.640360733604544,A,C,-135.5821402888879,A,105.6289770505157,1
Married,A,122.73611609255357,-3.5567876005871635,1.6012091178213905,-81.53516451304552,C,-119.66055597156256,B,C,B,106.77128809921044,E,B,-92.65296595134926,C,-39.60214592383742,0
Widowed,E,114.16306739979063,-90.66959695991366,-35.6502154882581,-62.96605807567812,E,48.95181619183598,A,A,A,43.01233412496199,D,C,86.24538655131795,B,25.23389312811814,0
Single,A,31.59837292692619,53.08825922714354,-145.40400954570066,131.02844016816158,E,-121.3604820028864,B,B,A,90.1090040283979,C,B,95.61556700716946,D,21.941361032343902,1
Single,C,-17.957331666252905,-148.26830788968698,79.21219561593165,71.05647653367205,E,-72.45097893781688,C,E,B,201.87255100755203,D,A,-141.30716439310652,A,-35.00782210558765,0
Divorced,B,-52.31072819183738,-307.4789755221745,-32.47426328350122,-0.9912804351606532,D,44.620279621268956,A,B,A,23.968485998555273,C,E,152.94920522763638,A,75.91830869336343,0
