ethnicity,sexuality,nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Homosexual,UK,C,41.21912059040692,E,12.346577335603788,130.27883438189818,76.42260854861364,146.6234297728688,C,D,C,-75.05373693809312,C,-102.13520573050741,D,0
Black,Other,India,C,103.3405583886093,A,207.56559651237026,94.47148394478334,50.75888303382791,110.47157700243832,D,E,A,121.32549780233077,B,77.54069333269203,C,1
Other,Homosexual,Brazil,C,20.356240222058908,D,-10.09406788153611,141.46663935863359,-75.9226568425739,-133.78158874477612,B,A,A,-31.631433799870884,A,60.24635745871546,A,1
Black,Heterosexual,Other,E,4.215433244642278,B,-61.074239336437344,78.55779040950847,-60.04656328180455,37.1212489298336,D,C,D,-137.08431346526567,A,-173.37767173504704,E,1
White,Heterosexual,Brazil,A,49.31142909304526,E,20.619490436067373,184.628172699744,31.687453789807694,34.673362588933685,E,E,E,77.12408840711655,B,19.587762727479845,B,0
Black,Heterosexual,US,C,-32.17720236628951,B,130.0288218118311,-105.21088807647165,-13.947622971257323,-33.22482516924046,C,E,E,51.81732093249719,C,-34.367604916020625,A,0
Other,Heterosexual,US,E,-119.43432957798103,D,21.96274125883098,-18.984222274096336,-129.02495889526529,-145.19733775983207,A,B,D,142.45083914362598,E,-72.78922790898501,C,0
Asian,Bisexual,Germany,D,-96.22054443793085,B,114.25634368499689,114.57712345981486,146.25404201231675,185.29031558680856,C,E,A,89.35076765537295,A,40.51692660035929,E,1
White,Bisexual,Other,B,-16.655471735804365,D,-24.215435485973526,180.1021046597274,-42.010178176234646,43.9732531535706,D,B,D,-34.11478210716534,D,34.19846520644631,D,0
African American,Homosexual,China,E,-63.13788605297469,A,32.11181281403571,-71.83052502170611,231.30649276070721,120.59620226289466,D,C,D,1.3046813433340143,B,43.257059631028696,B,1
Black,Bisexual,Mexico,B,58.4089982238309,E,-60.44583094269819,76.29510455766493,-13.027510424575711,135.73341115758285,C,E,E,-95.18728571337292,B,-130.63991740211753,B,0
Other,Bisexual,UK,B,75.6699413286482,B,107.32238687579473,-68.31320824277601,-21.523607373423147,-44.669905931397096,C,D,B,-60.279847740913226,A,159.63971233077888,A,1
African American,Other,India,A,-57.947957746366306,A,-12.265303952035584,-82.85694178221685,57.98813915480855,-158.56817603382333,E,D,A,22.27699318737799,A,-22.22286693189009,D,1
Other,Bisexual,Other,C,-221.594574960536,C,54.46833838679888,67.77450763784941,-123.81767002224416,118.50184531008603,D,B,B,-76.71872216597538,A,9.945555151876242,C,0
Other,Bisexual,China,B,227.43466533655408,A,45.90703972139982,90.36250509900519,60.12881397007796,72.32981708351197,C,C,A,-18.96570283455939,A,-125.02081319996974,E,0
White,Heterosexual,UK,E,110.60928856161918,A,-130.23003224591378,151.3658548839311,-5.411895148691733,-119.86677431940242,A,D,E,13.741449860629839,E,109.93578125661297,C,1
Black,Heterosexual,UK,A,-139.1733989198123,A,81.81462939675123,91.70852960477067,-134.14674697813916,-82.87347594470394,C,B,A,-176.00421644491377,B,96.42485901832188,A,0
Asian,Heterosexual,Germany,B,213.0064493184605,C,-232.04230008755565,-11.926604757305439,-130.03587296823196,35.99993964699593,B,B,E,105.0875793449271,D,-150.98211829947255,B,1
Hispanic,Other,China,B,-89.28129250967734,E,42.34590882853221,41.936610872767474,7.957886929004662,80.45064445664622,B,B,B,-222.76495137150616,E,-20.513923609141997,D,0
Other,Bisexual,UK,C,83.66174652249194,A,144.79669192063938,20.399498141606063,-50.4009995439487,-20.080875940764244,D,E,E,48.49964126276791,A,-114.64496009519172,E,0
Black,Homosexual,China,B,72.08126931814637,E,122.21371093875133,-100.76121346716369,143.166541096301,-33.446311121252094,C,C,E,-107.68309321337004,A,-175.25444469304992,A,0
White,Other,UK,B,150.6293522782966,C,-16.585310982031718,-29.44220670235153,-127.76439400983364,71.11496984070871,A,A,B,45.06687132429006,B,-24.618670461012034,C,1
African American,Heterosexual,Brazil,A,-14.088151414153929,E,157.6149637243925,51.68056789132444,-57.35384560370693,-154.1915219071693,B,B,C,-71.46558890626602,B,99.13889195781108,D,0
African American,Bisexual,Germany,C,-48.93565799139644,D,97.87988537975771,31.176825324002667,-50.50763511878619,-119.13248410818957,D,E,A,65.81813387386774,A,-197.14506077558903,A,0
Black,Bisexual,US,C,-30.326181952194858,D,-1.94657943500793,-8.092729464862737,-120.84597254554726,0.4349567916563105,C,D,D,17.35466223512831,C,50.41270215169099,D,1
White,Other,India,B,-11.844629662203104,D,-9.96719298582304,-14.53793701137183,-140.49816121382491,34.130765221213316,E,A,C,134.90117294738462,E,-29.87376194359338,E,0
Other,Heterosexual,UK,E,-31.772497144559708,C,48.11550448043245,-29.13304344931113,19.27580442645104,85.69945885601837,A,B,E,-274.8526826107964,C,115.2495105177887,B,0
Hispanic,Other,US,B,54.87440925865159,B,97.5452102617971,34.73183777470044,157.2958009860487,3.5103822993100544,C,E,C,61.515298559106014,C,142.9843104379869,D,1
Asian,Heterosexual,UK,A,79.6893589471135,E,52.758382917319594,7.400769099121379,-47.54090162584668,5.252451966595999,A,B,C,-52.7132594535222,A,0.8348000189799933,B,0
White,Bisexual,China,B,-12.726653104144003,E,-37.73601003393654,92.81426025837291,-11.108213210417322,-7.494701176652558,B,B,E,20.906642081395002,E,105.02638936634521,D,1
White,Homosexual,Mexico,C,-102.59951254959283,A,68.14447662206658,47.70015459391118,123.9402262818331,-131.9411338447408,A,A,A,94.37630736784975,E,-115.81494420147764,D,0
Other,Other,UK,D,-60.60301936277962,E,-29.91044754067148,112.18379697831347,77.03207860433915,72.07478141693078,C,B,B,28.66206283977733,B,-69.26977332436692,D,1
African American,Bisexual,Other,C,-8.306422266108408,E,14.957946470329858,-121.7100187038777,141.8148795728778,27.745518792438133,E,A,E,-147.2028728197432,E,1.4826406934423462,C,0
African American,Other,India,E,-74.01592720627109,C,-54.77073100655894,-103.6586755134244,-75.42345390385482,107.11931092324218,D,E,B,-62.89079601056975,D,-96.73395876355426,B,1
Black,Heterosexual,Germany,A,19.869017997827424,E,-207.77621268267055,46.10101804996962,129.29570958307016,-91.0012996167665,A,E,D,-63.003402872553096,B,-112.94688220317559,E,0
White,Other,Germany,D,-78.25822484655184,C,102.70396879422599,-50.12535783352961,36.208439115999376,-18.226217262826943,E,E,C,-185.50315329894335,A,-40.09414920323094,C,0
Other,Heterosexual,China,A,64.19806257275992,D,15.801654031138321,59.241234658464215,71.884958090575,-104.38671642886865,A,A,B,88.04474291330526,B,19.064420647811133,A,1
Asian,Other,China,A,52.5865903467339,A,326.93586744605614,-49.01077031487722,30.896275020288645,-18.42756345338252,B,E,C,55.16802889020889,C,113.60951151520666,D,1
White,Heterosexual,UK,C,-125.74160066019526,C,-54.9781040179108,194.41548542751292,-7.351446847859696,-120.57807246617413,E,E,D,160.62129927900833,E,5.7688028134228695,A,1
African American,Heterosexual,UK,E,-108.9715039326823,B,-88.01831478768577,-132.28943673078948,49.562584152791885,-102.2846864243383,B,B,E,-91.82578421656376,E,-65.84198882530934,A,0
African American,Homosexual,Germany,A,103.26675050275465,E,139.29867666232246,86.32575495371347,-12.911722029965347,-70.80774663116965,D,C,A,-109.59670559091286,E,-11.256281120172345,A,0
Hispanic,Other,Germany,B,-54.38205479486972,A,53.186269005450406,-54.9189357014758,-125.30564955678163,-31.563009602156654,B,E,D,-27.564693279936257,A,-3.7218083228685437,D,0
Black,Homosexual,Brazil,D,87.69277920157566,C,68.88585954608979,-182.61823350600483,-43.91561910370742,-63.42084711675932,A,E,A,-55.77499639389728,A,-125.1465933831239,C,0
African American,Homosexual,Germany,A,-42.55946161654519,C,79.88385662801669,92.08329335336357,91.92593583300001,68.1228769770202,D,C,C,78.77872420440018,C,-162.98323596471326,D,1
Black,Heterosexual,UK,C,-187.85059607168944,E,107.51110876225228,53.58259246988882,-80.39877257794697,111.91436711797675,E,B,A,-41.17765344135613,B,-84.81769716094706,E,0
Black,Bisexual,Mexico,E,-17.753162421811925,B,48.236230765491904,51.442578861377854,119.67496156814705,-228.4445643895581,B,E,C,-51.10721738799789,E,-15.047469518120923,D,0
Other,Other,China,E,-110.05605392222209,D,-83.64511685759595,-114.27097368996087,-20.061918430474584,107.60916381325765,C,A,D,2.632330260855161,C,-129.66002518861802,E,0
Other,Bisexual,US,E,-78.0952301170181,E,108.41508064643439,-96.12052380030443,-46.00512933460683,243.45256372792008,D,E,C,122.10265675589143,E,160.15203287289458,D,1
Asian,Other,US,C,90.71371737912234,C,-24.121845817857796,-71.54477823322978,-112.35196676069437,21.82277578474059,C,D,A,-15.786403361545926,E,-112.01385831487016,D,0
Hispanic,Heterosexual,Brazil,B,-20.18437212401689,A,18.055763658021547,13.459639682462193,-22.020753944027447,-72.59995535456616,D,B,D,-120.63926004801367,D,60.02308762631595,A,0
White,Homosexual,India,D,-30.94306383634393,D,-123.26919551137469,-8.742894290378597,-57.552901162580405,-45.31839490485913,E,D,C,-101.47140121565899,E,-71.59733210417454,E,1
White,Other,US,E,-68.50821988861948,D,-22.76810635937558,161.19318156491528,-73.22162898923165,86.024077906442,B,B,E,-53.72565666436453,C,50.265743368157786,B,1
Hispanic,Other,Mexico,E,-114.10980671816549,C,-50.96396427652816,-128.24587461515168,55.266044389552086,-57.23082021644505,C,B,C,-26.56595253101173,B,-32.07800776789413,B,0
Asian,Heterosexual,UK,D,36.55227765108597,D,165.61355008667144,14.994017456143574,229.79287129366844,46.89649974352733,D,E,B,-210.16945507726882,D,49.94476884081082,C,1
White,Other,UK,C,39.053984898464655,D,-66.50868648659663,-73.78715636219256,-147.18276882051745,-72.91212065452687,A,D,A,-73.31200725683598,A,-41.15166699393008,C,1
Black,Bisexual,US,C,88.96772438544576,A,-9.342312965286718,86.60178202231582,-144.44323324789892,21.840700373501978,C,D,E,27.226068106223174,D,-118.9662222239431,D,1
Other,Heterosexual,UK,D,16.60281756309068,D,-13.796296062857493,54.99493607349242,-146.37273220049627,26.245809489302975,E,D,E,-90.55468501009527,C,55.00831606274317,A,1
Hispanic,Homosexual,Mexico,C,-33.47515675864879,E,141.0027474430549,-23.49477137939822,-26.321970282395927,164.872104504151,A,A,A,175.367545514158,E,-67.91991498848671,B,1
Black,Heterosexual,China,A,5.18503728658575,D,107.79754246218607,58.265563029726906,6.02797110852277,-22.85298757753361,A,B,A,-71.68543090698537,C,90.51374241947617,D,0
Hispanic,Other,Other,E,-1.31452904406819,D,29.672325204455554,214.08747827465908,97.87791681020211,-122.06308303550244,D,C,E,-23.15387023712397,E,32.6377275043718,C,1
White,Heterosexual,China,E,65.48024922736793,A,-6.960770393291699,-101.72537298604685,52.86740157308978,-1.6121540725825598,D,E,C,-147.5347113777037,D,-34.933771914965234,E,0
Hispanic,Bisexual,Other,B,230.86422138130533,B,-146.3195886634768,29.93306473596983,106.65388949271689,61.657671872369654,B,A,D,-96.77364845265032,B,-144.2222343304968,D,0
African American,Bisexual,Mexico,B,140.30904797687847,C,-125.80918338164247,174.7976276051645,-15.640138209175506,-92.45890794007977,C,E,E,56.578025646104756,D,50.855077987939026,D,1
African American,Homosexual,US,E,-51.13489591555014,D,113.64948027105865,-38.104582460345284,107.69115901924778,105.32308850723793,E,C,B,15.493685411787903,A,-86.90159590165956,E,1
Asian,Other,China,D,48.312257888245924,D,-106.92812960831563,3.129589920697816,-105.70534005190946,-51.646209427952385,C,E,D,-83.08109255314847,E,-37.03560345922608,C,1
Other,Homosexual,US,E,4.567532176106116,E,139.54624496250256,79.32498997801756,-218.07625776900247,-101.53965297185785,C,D,C,-235.3145740270005,D,2.44834933261173,E,1
Hispanic,Bisexual,Mexico,C,-109.2917771612715,A,-95.12401469989324,-166.66669008170106,-41.9056198284659,58.58543542446848,D,D,E,169.45862355655936,A,-76.21082455976487,B,1
Black,Other,US,D,-123.53166380880747,A,-113.84046497243101,23.24542082746152,-48.92516014858276,-109.92620883140829,C,E,E,-75.07283221497872,C,64.1452844812771,C,1
Other,Heterosexual,Mexico,A,47.64705647199473,A,3.653665776909201,-83.61884047562343,25.441889230062326,-194.46181843274633,C,E,B,150.79961338091582,D,-173.42357250703836,E,1
White,Heterosexual,China,E,-49.55461477830909,A,-45.577446508734404,-12.095894125474334,-65.45244220434041,-128.21119210870978,E,C,E,-92.68707267707966,B,-64.59229731273378,D,1
White,Other,Brazil,C,81.97900981619762,B,-44.82692914134139,2.0648180521917614,26.423401619619085,-110.82956678523814,C,B,E,53.927799098372375,E,-114.37915449718238,A,1
Hispanic,Other,Mexico,A,133.5861972407244,E,77.07494207351824,56.711295513627526,-63.5787337816899,116.38716417722978,D,D,A,5.98683519164315,B,-69.63953957915936,A,0
African American,Homosexual,Other,C,2.9076560504115756,C,23.363063594395673,-2.0735518117536866,134.90633174538385,173.53666877351358,A,B,A,-78.96147383629157,D,-200.99536783433726,B,1
Hispanic,Bisexual,UK,B,1.3865865504074462,D,-9.94352246756564,54.41182850726979,-12.220883784941048,56.757111424834996,B,C,B,42.703750787490584,C,-55.632133426000266,A,1
White,Other,US,E,-104.51379455334249,C,56.63580681043909,-71.94106799224268,12.029509034651346,252.82383759576433,B,A,D,-211.4370322934441,A,-65.46910931225132,E,0
Black,Heterosexual,China,C,-63.149014174436005,C,-151.8420487989304,10.785718459289956,27.765439500194805,-48.24117072299819,B,C,B,-34.05154215695115,B,-134.82601684826537,B,0
Hispanic,Heterosexual,UK,B,-181.18733166887492,D,76.57530368604063,108.96129852194558,-90.22918574212567,-62.211997880259,E,C,C,-3.282286935902634,C,73.46341474025715,E,0
Other,Heterosexual,Mexico,A,146.5127420923872,E,23.554619521891134,63.837733753129335,79.58845458257223,-148.0404838592357,D,D,C,88.06498685459412,E,-257.50181651743964,C,0
White,Bisexual,US,A,42.62299474699729,E,15.595234085932397,76.07447372738278,-0.07431183788480784,15.709182007416947,E,A,C,51.631772088429464,D,-69.772421379967,A,1
Hispanic,Other,Other,E,52.852918334249466,A,15.156343743643424,-114.50498878365335,132.06088288173908,-30.809522354156048,C,A,C,95.48328763473044,E,-53.067740774161734,C,0
Hispanic,Homosexual,US,C,65.818981352713,E,69.35140433515426,-34.3033468311328,149.33840574474118,52.97002301840362,B,E,E,25.790142360015594,A,-155.97030277130483,C,1
Other,Bisexual,India,E,144.87836854532725,A,-137.50042115524485,-40.136738103226094,-189.58320743591645,208.04257120854186,C,C,D,-129.40256113898946,E,-216.77962127360942,C,0
Hispanic,Homosexual,US,C,63.058393077192854,E,15.301339998482952,22.961117754395293,59.86565493689281,-32.13862955557597,D,D,B,163.36716520147797,B,141.9890310577088,E,0
Black,Heterosexual,India,E,-9.85223339366932,C,91.90554294072312,-32.676940441117615,20.2045054677873,34.85640348086793,B,C,A,-83.01198614219744,D,26.65439835888015,B,0
White,Heterosexual,Mexico,E,-6.354358644863607,B,33.10447188227092,-45.57656290487545,-163.23307069836144,-57.7853478069236,B,B,E,-27.83649597105007,C,212.6084460674603,E,1
Other,Bisexual,Other,B,-184.32482439795677,C,29.822467774578886,78.722078558074,-38.00084069444298,-87.82389763635187,A,C,E,-73.39605811003494,C,-49.891396747681085,E,1
Hispanic,Other,Mexico,D,-73.12655141194185,C,-31.526633543043893,188.18181009437723,4.800608419214876,-3.939539941547449,C,A,D,-117.04617093050562,B,45.614217145491416,B,0
Hispanic,Heterosexual,India,B,-175.85861334326069,C,2.676816035740958,-105.73946476111666,34.71382477735544,-34.28716060405287,D,A,B,-17.16747678681165,A,-78.67428897791639,A,0
Hispanic,Bisexual,US,D,97.831283456247,A,6.266226791941186,105.24212477009075,72.86367767189698,240.03398121702614,A,B,B,51.01157595293492,A,90.39282957168399,D,0
Other,Bisexual,Brazil,D,-78.5379686789538,C,-18.728513271016332,41.47339615232,-39.13493424444713,49.69261306062324,C,B,A,134.3351254348025,D,-83.40871249590762,A,0
Hispanic,Homosexual,Mexico,C,137.03770976134913,A,80.93777533336207,132.4022634021311,198.78471378452826,-9.529651941492595,C,D,C,71.26285650029001,E,180.91518673526784,B,1
Black,Heterosexual,UK,E,36.92771998166444,D,-29.535709034089706,14.766964062761343,70.34817505563718,-109.36169264359017,C,B,B,145.90397494834653,A,-126.57042939851672,E,0
Black,Heterosexual,US,D,243.23723631431858,E,59.267689822926606,-118.387243472319,-188.76760191045372,-27.220618874096157,E,C,D,34.215604385507326,D,44.4513860125323,A,1
White,Bisexual,Other,C,28.607145294366326,E,135.87092950485675,-87.24864934189985,-96.27554461980922,-63.40422609375966,C,B,A,-30.098627262900713,C,-168.27005186852668,E,0
Hispanic,Other,Mexico,C,-5.607908950586591,E,-70.77544079048765,47.81546869077717,53.08564162035751,35.40196177221888,D,A,B,-67.77835979446658,C,193.29541628641547,E,1
Asian,Bisexual,UK,D,-86.17308991309449,C,35.58831007874495,40.171765126516135,-25.23809667659231,8.883292349020657,B,E,D,50.510839308351805,E,3.2049796105682504,C,0
African American,Bisexual,Brazil,B,101.66499510843956,B,-25.834483827352845,50.049524422058845,-100.52537521587774,-255.97869347043175,A,A,E,-50.16319252642166,C,-1.3694871741217436,D,0
Hispanic,Heterosexual,UK,D,-47.935136783707186,E,24.327661360614858,-197.452604901055,203.82115865842664,-54.77774026735508,E,C,B,95.07349394647318,C,81.99228235393957,D,0
Other,Bisexual,Brazil,D,-30.155741159477834,B,-238.28638860003767,-83.4056691141236,-36.289328301932564,-112.43374918676695,C,E,B,142.81291024153765,C,-7.362307093102273,D,1
Asian,Homosexual,UK,C,-110.99603153699842,D,76.71342410449809,-45.20183446762995,4.681079407395532,74.11548974967937,B,C,D,-16.38823072541006,B,-71.40312876063078,B,0
African American,Heterosexual,Other,B,-6.694558070117311,B,35.766658812423685,179.9624716981249,-67.72910861837266,-16.826742465892718,A,C,A,19.492589150046964,C,243.75936140626396,A,0
Asian,Heterosexual,US,B,-258.3477266754399,B,-79.33263975769208,120.96762883577226,-33.81416352956336,34.862927159722304,D,B,A,-95.7035603304044,B,77.40897741853563,D,0
Asian,Heterosexual,India,D,-122.98092908200837,C,147.87288367946445,28.339262923256097,-21.90688530335903,-11.13858102605103,C,A,C,-0.6736089616739805,A,161.36537113958315,E,0
Black,Bisexual,Germany,A,78.25410312236365,B,82.82406558375203,28.016696084718635,49.2722678772147,-28.486062200156,A,E,D,51.141047655016614,A,199.34541277821708,D,0
Asian,Bisexual,Mexico,C,-75.4543925152521,A,-77.92925140515767,148.41572075940948,25.728834088142555,-83.29827270276617,D,D,B,-94.09143586291458,D,98.16328957431188,D,0
White,Homosexual,US,B,117.80342605074871,D,3.983684830138167,-103.97698001645061,-112.45437604386794,-91.41414828268275,B,B,C,59.19139344955022,B,-43.88818374993973,C,1
Asian,Heterosexual,US,E,28.027864863447356,D,-204.89190314052777,64.98806128817728,-23.67770319662524,136.4521660660313,B,A,C,-39.62421083406035,E,-255.6725138744523,A,1
White,Heterosexual,China,C,-57.32273986906369,A,-32.2247864297058,-75.6355705877402,254.89218517538202,-204.02564621201287,E,B,D,-27.853790911065033,E,175.61749699667334,B,0
Hispanic,Heterosexual,Mexico,B,13.327605557457742,B,30.621405934016583,89.19834147681203,141.95197602112057,43.568852182149506,A,B,A,71.5049471532457,A,11.971570690840602,A,1
Other,Other,India,A,175.78126139152758,A,-32.25908264996734,94.83323382651,-13.501127634886501,39.446815213567646,D,C,B,123.6786349213801,C,-76.96293150064658,E,1
African American,Homosexual,India,C,66.5540712980564,A,-12.638210868816863,-151.49867783304228,112.64968915915384,-186.38022485631024,A,C,E,-186.90567080613536,D,152.82173954643733,A,0
Black,Bisexual,UK,C,155.37357066336702,D,210.26188795468062,-95.83803640477161,-142.88102256016947,-95.0408461887462,B,C,B,-259.08797304584823,E,-116.13607270416524,A,1
Hispanic,Heterosexual,Mexico,B,45.95014533525829,C,86.39855541616085,-20.653175546697863,124.9723979882626,8.891883770248961,C,C,E,130.54863323474848,C,-66.70969152082588,D,0
African American,Bisexual,Other,B,198.54616852897144,A,-76.4635373508908,18.979233990699168,-30.50470308594091,23.200142610932616,B,C,E,-15.368345268407083,C,-14.495021125400964,A,1
Asian,Bisexual,US,C,42.73567946569185,E,125.22425549020059,-100.97674153828741,-26.627335471745265,68.98136881083327,B,B,B,-111.42068881218789,C,25.797932905169308,D,0
Black,Other,Mexico,B,-62.449374756558385,E,-67.49056743774584,-52.155103676569716,139.61541836382315,-173.16322955542037,D,E,E,146.34778400660394,B,-49.970212890884,D,0
Asian,Bisexual,Other,A,-216.37820388370562,A,-178.76946840569514,-121.40312927873917,11.261701874148118,131.94264973975677,E,B,D,-2.3132182227532527,D,92.85493425036961,C,0
Other,Other,Other,D,-154.2240420318359,E,16.783319977924833,98.40266531970086,-7.805253673541188,214.6838279882535,B,B,B,131.2310135293135,C,-13.341391195687095,A,1
Asian,Heterosexual,Germany,E,-21.57857817470901,A,-35.43403152405483,-107.62916831867643,102.7552439892555,-45.35614212391568,D,E,C,91.54910925083406,C,248.56597475538274,D,1
Other,Homosexual,China,C,-126.3196747221331,C,-11.965877850504718,-63.679214104474546,-23.32114425723887,-156.95492543355581,A,E,E,-104.63783119332119,B,-25.842073553590804,A,0
Asian,Bisexual,UK,E,-85.53639172727499,B,43.31458302689657,66.88476379054428,9.891034940044312,94.94885205306245,A,E,B,27.67422557042749,E,-53.50041989496379,C,0
Other,Other,Brazil,C,-168.18322217682925,B,-246.85007179335966,-252.8861073476686,26.213526955003402,48.39993083321201,D,E,C,18.285352560413685,D,108.67397180315656,C,0
Asian,Bisexual,Other,E,-76.64542681097942,A,27.95459642957073,-85.15952969500457,-203.2857252782001,101.11684367278588,D,D,B,65.7362558116661,E,-16.374959653078594,E,0
Hispanic,Homosexual,Germany,E,49.54115518613352,B,25.57691652381348,55.79734528433633,-117.1577380828139,-25.138436054122863,A,C,B,23.123188386921836,B,-56.6655380973684,E,0
African American,Other,Germany,E,-59.32051411659746,A,45.195974585353014,-175.90146681533824,-1.3313309358225471,30.083187578741423,C,D,A,-200.78802971450344,D,10.994556528891424,C,1
Black,Homosexual,Mexico,D,64.89039723756879,B,-163.1056027184812,-6.936694658850966,49.37968608959067,-168.8331612304657,C,A,E,45.41050101013538,E,38.62076894841351,C,0
African American,Homosexual,Germany,B,48.785745807473695,A,8.708730260441664,20.514553675206677,58.49285342229823,-16.308250774399795,C,A,C,-63.025007226598575,D,-123.36500302376933,B,0
White,Heterosexual,Germany,B,5.179225127967495,B,-43.215013785727756,128.3528757615103,-28.539495371738184,-102.59962268132921,D,C,A,-49.52653013073173,E,41.30685213622534,A,1
Black,Homosexual,Other,E,226.7047411765875,D,-90.4137013682518,-64.77000382704502,-51.75643065858041,149.79430942901058,B,A,B,-195.14902465681558,D,-140.30981778062096,B,1
Asian,Homosexual,Mexico,E,20.14267951885318,D,4.636057423024418,-67.44505881185736,93.50266331349317,214.38828947759006,D,E,C,258.3517209660159,B,36.712328375991845,E,0
Black,Heterosexual,UK,C,60.709962677157904,A,125.67925611476085,-158.39735376976768,-6.097031395860313,-110.73149826706312,C,A,D,-7.1529429149216295,C,-120.4590060896874,B,1
Other,Other,Mexico,E,-39.97943638797846,B,-21.15821730512783,184.11408716360262,79.78178783154088,-179.1355914893351,C,C,B,69.03616774067405,E,133.46303271925782,D,0
