SEX,feature_0,feature_1,feature_2,feature_3,feature_4,target
M,-149.26587812087143,0.29877592300167183,138.52445461798564,-77.34357909187605,B,0
M,-92.84309525620304,-101.00020633353384,-38.7710732055814,-218.80342197610116,D,1
Male,134.91958399769086,185.9009001493222,65.14899353585672,86.42138880345243,A,1
Non-binary,-19.47561895956431,0.40087219240181016,90.62643206245204,-85.30981688292397,D,1
M,86.46378227379562,79.442684768507,74.88474826088223,-87.68397252885256,D,1
Non-binary,184.10205696899777,-116.63191853333741,-25.946787437681085,185.5357827790703,C,1
Female,192.48132899348712,198.42770028955883,-89.61407533841073,-14.992798595683569,B,1
Male,-6.412584225805608,115.55974549278191,-90.07791308915019,-69.86105530504045,B,0
Other,-178.6781611928949,101.89421018169698,18.48411284889439,-36.54174306500323,D,0
M,144.39068838072043,16.437042594409963,-57.76668970414642,-31.59946901290657,D,0
Female,105.42024032646069,109.72839970693182,-65.40817793484257,-47.070339148843566,D,0
F,17.569100297616334,-72.0246831830735,-87.18752917937947,-52.06267234106009,B,0
M,-67.85600738677014,230.88511144535616,183.75755992726184,199.87777283931422,A,1
F,-80.71498374328297,42.825982048833716,-60.18822420164513,-5.93255787221711,A,0
M,-51.13690063710058,110.93449404751587,-95.18611734416766,-62.05643004377257,E,0
Other,133.39377330329293,74.90222617796285,-34.01635856140771,-202.40409709485095,B,0
Male,25.499055478648476,-31.890582432006333,-76.98501271827269,161.70888528628004,C,0
Non-binary,-130.19917153707124,52.32339574252101,-54.55330227392135,-119.81807334365402,C,0
Non-binary,37.55538728504526,-99.64995880496387,-139.1382132824969,-127.3407995191167,B,0
Other,-11.964616009992605,-11.242981122545228,-66.48689977563477,52.15681980122846,B,0
Female,71.15412100973893,-162.8292055586187,38.15756590194073,61.611035434600595,B,1
Other,66.53685041039262,-163.9774195912105,-166.00285561034514,14.041249224894825,C,1
F,-175.1348866319242,48.30457764795514,-13.381629287062696,-22.208266780260356,A,0
Other,-224.75392077115274,-83.3993063287965,71.28136870717296,83.62750123100618,C,1
Female,5.700064784123496,4.138284089605931,12.246843841006143,92.00278281349067,D,0
F,138.8975798265292,-60.903308453032125,-71.5061961778077,-81.03630169755675,A,1
Non-binary,29.951017295234657,112.75795388690486,-151.17386384572492,-26.81865206654989,C,1
Other,30.555927415632283,21.832646406211552,-5.896762163822759,35.16790805526841,D,1
Other,127.63851082714956,33.143766378449804,112.17006589563174,33.119841346362215,B,1
Other,160.5435987325259,-138.55878380138142,-24.956589477729914,42.28417657641837,C,0
Male,51.86083147762434,38.304054805273594,6.929481206206621,-105.26886769890513,E,0
M,-4.885355392290321,70.92161396682806,59.6394874413656,-7.043803685719574,C,0
M,-95.38659974480547,-129.43933331350487,-134.18013152655953,-63.23486858070241,A,1
F,-193.605446632968,-290.6104800708137,40.927867042606394,37.77102077345456,E,1
M,-159.33067451405012,225.0889685214002,-109.69984727818346,197.56915547184695,E,1
F,-106.10991941835957,59.743715840771905,10.631447935917157,38.3465220290151,A,1
Non-binary,-49.70065094740586,77.81325213983894,102.55095396210028,-142.52239013152868,D,0
M,-106.42090643175544,30.121642692887434,-39.93198159161399,123.19207615523737,D,1
F,-4.380312586959413,-8.581095346991207,-3.9249069929099574,-6.649758588003111,C,0
F,-1.5910444579657859,-16.935152179346595,-43.20550031149746,-30.176071828806013,D,1
Other,211.3003062011995,-37.88666833516422,39.042198818921335,-106.68605605241837,E,1
Non-binary,-18.134525837186803,-62.26726420000487,-116.50812098124128,-73.94287663507522,D,0
Non-binary,-59.5771276157231,6.3708398865043705,-141.06764434115564,-196.6943054970813,B,1
Non-binary,-170.6273942720707,-82.9808382657705,164.39113072783158,-147.0801228746503,C,1
Other,265.5421649119182,29.044715537504967,69.43510467325731,-107.08093839355028,A,1
Other,-94.55189398343184,27.893534389030293,10.737908715581952,119.63820935536882,B,0
M,43.838192620611196,-222.66725279981938,83.39818244509114,-59.47292119938585,A,1
Non-binary,-31.331238832695846,-13.173263188817359,-172.2691676427963,29.164759014249654,A,1
Female,-8.992246976506573,2.2951969078909498,-72.56843212049786,81.67305592123154,A,1
Non-binary,23.979558324474308,-149.6168976202722,-19.490496148567455,175.0934102099157,B,1
Female,102.60517680515623,-97.82953946857187,55.753961768778545,25.7551147478631,B,1
Female,14.732705510198397,-63.60889612910305,-62.678083261504284,175.29619960599067,E,0
Female,72.79520486713751,-132.9874130385663,253.7521947292155,5.428239651069282,A,0
M,47.488538892652265,60.12395234702566,78.7824023209316,108.65367433672542,A,0
Female,292.72066712864574,5.942768464555786,-64.72605098836284,-111.23493031894105,B,0
Female,-70.98417796486251,62.07038024957432,-100.695280510478,-48.02145445329262,E,0
F,118.33801981650456,121.15454200596068,-1.3028076141751193,-101.21334372597326,E,1
Female,84.97732607873138,-245.31149992004094,25.128321796634268,-251.90711467631647,E,1
Other,12.090688020190349,-5.059189141416019,-21.30371148211042,-30.116049901353602,E,0
Female,9.514768076434548,169.3997280250902,154.0976762206941,-20.619122155493148,C,0
F,-61.25763602971704,-21.68690401838287,94.37887092905257,107.56664197401984,B,0
Other,158.0237816216637,54.32273204117841,79.26237965481155,7.199915249771184,A,1
F,36.57519708354713,-17.59754214641265,-9.28270057075229,24.878232425787484,B,0
Other,-48.307219305577085,-96.92283771851959,-81.23471058561177,-95.64731368812667,C,1
Female,110.85909339904178,0.6200921962160613,-64.75551814204434,-175.00665284760433,B,0
F,-189.29537952139825,-72.1892755131263,-108.8134387241102,-60.489024709166,D,1
F,-78.82226288276533,-97.90017091231556,-140.61572483523767,-84.6010266390266,C,0
F,-213.92161074639867,211.84568583213425,252.0545768046069,-150.6284666397393,E,0
Other,40.82176815476751,-79.14029538147153,14.943741854348188,31.321431346310792,D,1
Other,184.23491807742252,-20.393744038690702,1.5414077167113671,160.32996859653502,B,1
M,24.723414161153727,-137.26446432417987,37.53121568613471,-142.67984304976102,D,1
Other,-13.53590008024156,-3.423796114148973,55.613047632483536,107.6887468468374,D,0
Male,-42.54262391993488,40.782829544894426,119.46153334522862,126.0112016775492,C,1
Non-binary,-37.740306565677315,86.47094653350051,-93.59973329118989,-19.913324431011254,E,1
F,47.13623371949208,28.97444329930084,-97.42391008707983,-114.97761685255283,A,1
Male,26.362409099874203,116.73827600222985,-111.82810287173754,156.24259609359424,B,1
M,111.31462349885626,-98.16253223515406,14.222046921533252,-50.36233774241518,D,0
Female,88.5365839070584,129.74996889225997,83.77808951842499,177.90267073380605,D,0
F,127.2221780409297,89.80892546727792,35.05099739623286,51.22776501245312,D,0
F,-4.112088729668777,52.135337276225556,-218.11037259816223,18.450210863057677,C,0
Other,103.26581323136843,1.8961753097862029,-65.64940372813008,3.707182936067365,E,1
M,53.41309911354352,13.428142694031763,59.24694806482521,-96.89737709914593,E,0
F,-57.51503530386793,1.9622428584932234,-91.39703148207077,-82.62025663053018,B,1
Male,-110.94970845264305,1.3644472711016231,-78.57578774595412,105.02188826592254,A,0
Female,51.119965926410096,-27.3750492170368,-45.56618227126801,-25.722149387146203,E,0
Female,76.66085693118191,108.09384280480869,32.04219243260765,47.97857911327348,E,0
Male,-28.978809116733768,105.36498440789417,-35.57921141248493,-16.526239790274307,D,0
F,3.087573950948288,-29.48626724688907,-141.98102874088,-40.15873304864485,B,0
Female,-14.53637573574102,81.32720527272605,73.46987991190676,-190.36176311424643,A,0
Female,-91.74895084487041,-39.71345103445206,126.63103337173665,-1.607728129976091,E,0
Female,-52.845950756793414,-53.539071544866935,82.9760785792409,-4.669909217602351,D,1
Other,116.9967726944237,157.63707666409513,2.5837775917289414,91.30674919745455,B,1
Male,-151.20902533679381,18.16748552146418,16.091992151034816,-11.056726867187097,D,1
Non-binary,-25.261896869261648,3.507414234657909,143.71838114660824,195.41519815376918,E,0
F,37.81197645493344,180.20350617788023,-19.91954409947551,-130.21620038761182,A,1
Female,-68.45754419898616,-25.662851417782296,100.95673469031487,-136.18344318661545,A,1
Other,-87.06040268501545,-194.9216789212677,-175.6307612651257,-35.288342719085904,E,0
Non-binary,-135.02264336920592,-28.735882649070625,87.83103737807117,-56.44450125994407,C,0
M,-17.92526888419873,-162.5778093938304,180.71424505122044,63.56516376005465,B,1
F,-102.27695270494085,42.01287822188988,-17.713552458408756,-3.433007063759045,E,0
Female,-189.7063908308255,120.36279455612447,-137.48619942072395,-24.41785260214127,E,0
F,36.41509446815079,91.03654400854914,-62.11178059955667,90.53661105738617,D,0
F,-59.80975718357572,260.1099630670325,-17.65635420841642,-28.391990977206294,C,0
Female,118.64329599671241,-3.097328361042588,166.18503373000857,-107.20708694302694,B,0
Male,53.00343875310516,-89.62374500047179,-122.51351530002282,63.40182240424505,A,0
M,-162.78353549952308,163.78760781954122,28.34735481541919,-49.809232013582985,C,0
Male,-45.36044159887234,-32.160201215998846,-90.1894269835714,-6.901317716382016,A,0
M,52.18595798921574,-150.72223040848667,-85.7159853394165,-58.81493238213055,B,1
Female,51.37080128238992,-18.651181259899406,118.62017549450302,-1.264490031654539,B,1
Non-binary,-52.23888968201037,129.07319288095763,87.60571741037691,89.86060576067251,A,0
Non-binary,-2.6574265365661898,-15.874407674205823,-46.213477437888095,-60.16367842458361,E,0
Female,-17.746115417685978,67.28930494872883,19.755555213782763,-108.57481774804747,D,0
Non-binary,-142.42710272004518,-47.611626808175835,-30.809063437248206,81.63030229081802,B,0
Male,143.7686479561964,237.4042334643832,137.25987316476792,264.5102151913689,D,0
Female,-38.72601034177191,0.889809725875456,-101.26123410790517,-158.36013416345486,C,0
Other,147.99747313168842,-68.9471072339834,68.33274919272002,56.56108528518566,B,1
Other,-117.70358935251775,-72.19027664811226,164.31323653614245,-111.32206079779397,B,1
Non-binary,-62.577165529215605,-147.47165361962908,137.96041490856058,-27.02377443946214,A,1
Male,-65.582979321164,-199.16409503977567,28.45294804111651,-88.5086999614735,D,0
Non-binary,-166.528743105305,-96.66176318883397,24.59174352011707,-201.2651187761918,A,0
Non-binary,50.84339552359777,-38.684633804889344,23.182439708179842,-111.53512690309742,B,0
F,-47.42676927753178,76.20253117090657,38.37906766614065,179.6468590182522,A,0
M,107.24928199402761,-90.02604701299087,120.44209032893676,200.3472858564403,B,1
Non-binary,36.81799350765683,23.177668296468447,-20.791635901085083,-76.39195211454944,E,0
Female,-18.102531348351576,203.01753885142375,-9.425612946194976,-81.54150373585274,A,1
Other,-58.23961818011981,-126.86450110523349,35.58576363188969,-28.775515463576685,D,0
Male,65.49010389282213,160.65187916360415,-159.86587992198605,140.81326153587202,B,1
F,11.11175132415436,-157.51343385270562,-71.23715213251116,-108.33248896496073,A,1
Female,-87.73247739944027,208.31021507660367,28.162573540615675,136.77992478591787,D,0
Other,16.372123259996286,132.62805236121275,74.97373434837893,173.19868027922365,B,1
M,-26.252426824528214,-125.73479782936798,-39.90935030796868,-25.11989162475959,B,0
Other,54.86353287184676,-104.15618094584889,-94.73538768625069,-113.16046709830043,E,0
Female,56.94139718885197,-17.424402728539516,-65.16482396923512,-141.04171957355857,E,0
F,64.1217516567577,-56.679925638599556,-23.258315700505072,235.51648288240946,C,0
F,64.76694640060532,44.06752824887803,46.91011851848387,32.27340273099749,A,0
Other,21.76322767300563,-78.22753666743114,-87.10342233142238,46.695995457195586,E,1
Other,-15.60576762673719,-159.27579270752622,-28.837167508122203,129.16765232315203,E,1
M,-3.174827183547256,54.143946722822434,114.19393021962077,65.85152282078923,B,1
M,-19.362822238448175,92.98106192049386,-24.857955350373157,-99.92901976526754,A,1
Male,-111.69737319890756,19.9249135198938,29.82327106469996,165.69614498159376,D,1
M,-53.96450697376499,-243.6939891279307,14.796012972784595,132.51906902446498,B,1
Male,-9.962436722695468,4.2319104335210245,-38.305795995750664,75.91104177734893,C,1
M,39.61907542302037,-80.14410990975585,-34.957944337953414,26.131542186393304,B,1
Other,-22.447363304128995,-69.40727852632132,-73.20159666462057,-48.981932439896084,E,0
M,-228.4383426051258,128.21749826184174,-7.538988039613151,67.23440062747615,E,1
Non-binary,158.19234958974585,-25.534300443135944,152.03524277473633,-72.80098023440242,E,0
Male,-56.967974162005405,4.493791607500522,-159.10727026406792,-151.40574793940658,D,0
M,275.4733410972175,181.0919104146409,-320.3857431793568,105.84015935770819,C,0
Male,-104.77551689374513,-18.49287503163875,-24.625426368597157,34.83009611642989,C,0
M,-29.420786953984106,24.07010040056712,-125.69565560257338,124.96055243069134,B,0
F,119.56653826514416,102.50237143827223,83.05686812699354,-41.83491607857363,E,0
M,-7.234868972046982,43.88847200204686,-321.11727304220847,27.406339745741963,D,0
M,-35.94511524022504,-103.64718256104439,-77.14501195267142,3.091241468918592,C,0
M,76.85390477125658,125.3051984995557,36.20617851009341,46.92394574526417,D,1
Non-binary,-89.53405944069758,-85.3959745993036,-95.69815970004754,-6.893796801247314,D,0
Other,66.03436558827899,95.37188412223722,-253.75610035212355,59.55141803872451,C,0
Non-binary,-151.70563801308182,-15.288019398017552,-191.0999394195359,67.5638039998075,A,0
Female,68.06361199525658,88.25734009226174,74.83748848392847,-101.67625735521825,E,0
M,52.77274221900069,-82.76584919586877,157.7165005138951,-45.357146045875645,B,1
Non-binary,-44.355140313342105,-95.76521085108031,62.846637321477225,52.19659119944535,B,1
Female,81.71436971658542,-139.10693598721525,-21.671134506565647,-24.27272954464866,D,1
M,-17.387056208179416,-1.2678624104243197,13.25585003278727,7.82049127592871,D,0
F,-126.59727026056989,-127.78177918573475,-1.385041336280969,-18.7052448101475,E,1
F,89.47829885649294,-94.96073969105123,-98.89568742927413,79.78050600235453,E,1
Other,41.607137554038324,-51.944713335840206,-4.283338571591172,52.51729113433586,B,0
Other,37.90237399269626,-16.132972488050946,-148.92612981734896,-3.56927059931724,E,0
Female,-22.953407806865865,-48.2748240023197,216.8082977803442,-60.85255757974082,C,0
F,62.41008429358699,148.1441056102978,-76.92058549442451,181.8467963167638,A,1
Female,-57.87155367796245,-84.23255331876709,10.444172251860653,-167.5852989511681,B,0
Other,38.26050185843824,24.731243726624303,137.9033956955775,63.11900701554507,A,1
Female,-221.62017714671188,150.70462416660192,87.65215789631046,-96.46687237834817,A,0
Other,-60.69436315984539,73.46993703731555,-24.075492051304284,75.0169073806542,E,0
Non-binary,-160.4350895087622,-78.80720421952081,96.96805874843686,-43.67005642856316,C,1
Male,76.49496812711594,-89.78216257628023,29.324057784891057,102.23361290085766,A,1
Female,29.378276942716024,60.400977495040486,0.484488336281765,17.739854278617713,E,0
Non-binary,-65.11401432573179,155.4443345044246,-40.340219488706616,42.54744239897185,A,1
Male,1.307519526529142,30.27763725165124,-86.39913478649633,-46.25009008719043,A,0
Female,-45.893459609660944,33.92459148170507,191.7585363645453,9.124214060059268,C,1
Other,29.79255607379398,-5.965986052057392,42.30486965561719,-43.69296721606287,A,0
Other,26.40205630805307,70.3942217763128,3.906676047371632,59.752446736887435,A,0
M,80.8144175509876,-90.48001444205545,-39.38163108668665,215.83658712030345,D,1
F,68.80541459499334,194.5693343780619,-185.53769655060663,31.67580008330565,C,0
Female,-132.77843178199504,-124.32869804873849,7.966088557919691,-123.46556163994293,B,0
Other,48.78167857103154,-158.03169327360396,72.05072825646653,-23.66493956770786,E,0
F,234.44372649057485,-51.2245436453241,22.702998506047827,-51.83759964245074,A,1
M,-63.92191792170221,61.25283833880171,-52.992118814725664,-75.97070969492204,B,1
M,19.397172405280195,-125.22706158284053,-172.58129656652764,-206.69497510732967,E,0
Non-binary,78.89140380532358,-157.75132324781194,87.04142897740532,6.584231838888313,E,1
Male,155.23273259467237,-96.50920185250236,-218.38426131182175,-10.857557813589297,A,1
Non-binary,92.95351864409068,-82.50941766333459,1.331766512540623,28.208140740279187,C,0
M,-15.085765524472611,161.3067100178545,221.15693198377602,151.05113925322257,A,0
M,38.40618113192954,111.50128462456111,-216.08697319927802,34.68294957208023,E,0
F,-70.05696347291813,-97.13814728885134,95.84982339093526,31.0984869508806,C,1
F,17.44272889002081,-123.2084997360067,-45.60499253251935,-62.905030084785395,E,0
Other,92.5785046482833,113.1919474894284,95.54362551519012,-53.01054771150757,A,1
Other,-153.29786451848176,50.38448700285861,-8.880228807804501,176.19493749252834,E,0
F,-62.617561058602256,3.9754655855842786,109.56877409576869,13.349514366434558,B,0
Non-binary,31.461672653495942,-56.150864683072456,-44.99700724232288,56.986255515170626,D,0
Non-binary,-267.4910477446566,1.699856849623807,-132.30341124381422,112.41342451216225,A,0
Female,41.50233471475772,-20.3543983235544,-60.02665189685516,83.95673268611846,A,1
M,-144.88939795786877,-52.16505338700465,123.0904148916597,-137.16168447588706,A,1
Other,251.85669141178604,179.69353813061323,108.68473132818784,74.70987219168467,B,0
Non-binary,45.9333366270407,-56.14199465242277,-10.174762916575498,-95.21838072553021,D,1
F,183.15943913388654,-115.71122244653327,8.456347470412146,95.77424711388358,B,1
Female,-51.925173300094855,12.103454876309032,119.11893933097568,19.201923877285655,D,0
Male,115.36832895001817,-40.191302814470795,79.68647979347386,-26.992245751265422,D,0
F,-28.570701972065343,282.0638917276224,88.78370684649445,19.832691469659085,A,1
Female,-1.9108620414637327,49.05062187777627,132.2896251021933,80.67212388440127,E,1
Other,57.83292241262055,102.39679250854947,112.15053026494273,-0.6548648026483062,D,1
Male,-175.01223882942622,-22.906404413968147,-224.5434030806815,-15.266762617787883,E,0
F,138.2514166419274,-94.8700036413983,2.537120375230557,-16.201398892438178,B,0
Other,-145.44305076481098,162.4282479523853,50.9429505191027,-45.895423649965075,C,0
M,90.46221695937568,-116.66177252200949,24.81475409320925,69.86466954135308,C,0
Male,108.00568675116338,34.44774071195242,228.61403013429552,30.142994242383338,B,1
Other,14.117445269340264,268.6249662429072,-109.94662032689071,159.4710811226957,C,1
M,73.02459093180741,55.72176752530509,-13.245691686311112,20.930334490029075,B,1
Non-binary,-37.12081514918403,-256.29375092085576,-106.80325100718744,84.87756325684066,E,1
Female,170.54098360411263,-13.839822805207202,-55.3639594447261,-132.15148089716345,B,0
F,-107.29771136853381,-8.610799751405523,84.2575261991834,159.54046872129211,D,1
Female,-52.82093182271256,-41.723430461080724,-90.8254606739099,-94.53072695925484,B,0
Other,33.66284135998414,-64.25610936360896,147.58838657981067,8.277888155107476,C,1
F,-138.06268773241635,12.003124347794476,-117.19811669623184,117.97515587507125,A,1
Non-binary,3.9966182525026794,29.35037156249688,-21.673494700968853,-41.67877995100898,D,1
M,-184.5305055949236,-32.39252462406091,25.74058469576815,-128.55523964752177,C,1
Female,18.815831849057766,-41.67565289436011,-115.58373062021792,-144.27980217351134,E,0
F,1.6279908339004407,-38.328177283121875,41.07757030348627,85.8429638901003,E,1
Female,-44.400081660696564,52.67640888462003,-152.19217499302988,-31.033385303706073,D,1
M,165.3879132020937,68.09229594118491,20.726389931549072,2.589309650845317,E,0
Female,29.004815689183705,25.20446818377815,-110.29395761175887,91.5064582688574,D,1
Male,-60.16230281500723,-144.63722133012988,73.17512105457364,2.627579023490906,D,0
F,51.07710969133172,-138.00469542820332,111.77735545583565,-5.115718641234556,A,1
Non-binary,-113.66729386081123,-86.89209051530031,-72.40634935533082,-80.89481045918738,D,1
M,179.97776796371824,-196.82454901839924,26.67222906736157,75.30367260933335,A,0
Male,-152.27477837564572,-82.95499865390286,14.961888558995367,-5.550737155236763,D,1
M,103.33202979813922,102.8758462290827,122.17638629245367,-55.24358390975943,E,0
Male,-165.8095888884178,105.33750593550344,10.168100657082245,-96.79108359273123,E,0
Other,-153.4193446648173,22.426596157900832,7.094562221597278,-207.85886680290062,E,1
Female,225.88376867755008,66.76104880393473,13.13068176389093,-36.29115434243374,B,1
F,-181.74286386186253,-4.372982625682418,-141.76152330419126,79.6513386963356,E,1
F,-39.1491910836044,37.878460880851065,-113.09321228067672,3.888110402284529,A,0
M,-214.3905450604795,-74.22898969197901,-39.03803824110543,-132.08206150872235,E,1
Male,64.82348656534896,106.54097019114712,72.55088150379845,-51.081277498594716,E,0
Male,-75.7543394097142,-46.880187794327185,-126.65039779115901,-95.77892195303208,B,0
Male,-47.348966626327694,-116.90706249827359,53.8461766465116,45.658387660608064,E,1
Other,50.33371871852602,1.5136492631378256,-56.7147948451423,111.98322616803296,B,0
Non-binary,64.67490912724855,38.53397350681333,93.93875407699565,-71.57509880097538,E,1
F,-69.76482140164723,-54.54405510810879,-43.786001154401426,64.94668378512209,A,1
M,-161.92421764664178,-40.57253528128961,-104.96878859664163,34.76784238632491,D,1
M,-37.575345260975496,37.531833927727234,-57.06032906765475,15.239265230513189,E,1
Other,-48.7064781024894,-121.60780328678183,40.03837008601241,22.223494056724256,C,1
Female,-66.7921192595364,249.02627903379368,-129.61654129861714,27.028695329406073,C,1
Other,81.79696201187389,59.36484312433984,36.07623063459741,-19.18333823271039,B,1
Other,-118.11814829483048,-128.02700451809835,-151.77466348769843,-38.97530058465386,C,0
Female,-16.869579251671006,-124.78505300910953,-167.42073257681275,109.54058175712811,B,0
Female,-81.48396038195396,-77.87632477887787,-13.801859593929144,-23.14435246643291,B,0
F,35.01924900424168,34.98351646630181,5.201651794163939,26.722916090647292,E,0
M,-7.745840466642681,-104.07594086735368,-93.60345720434161,-30.25697284523116,E,1
Female,-110.98269135780761,63.95607868298495,-3.8304432109231996,-7.981628997504217,B,1
F,153.7311892946883,140.50190482039966,37.70320226326991,80.75263303276657,D,1
Non-binary,169.17928833396866,218.8846603007412,-55.548695704737504,97.48133775617106,D,0
M,-13.643685690972058,-154.18804370519885,-14.635297920284318,88.13304288689572,A,1
F,-10.960921749818715,-104.35856594929736,-15.767267505596362,124.00710252495595,E,1
Non-binary,-57.439309884579735,46.2085545137537,-95.55342607147384,-3.0307563310049934,E,1
Other,21.808243268020288,13.65268941910897,-146.4505543538453,-45.24983443268324,A,0
Non-binary,-249.25298126735993,24.35584285624948,-202.88718372889366,-6.321581231411994,D,1
Female,29.143864135396825,0.09704595355314237,141.28158130908838,59.59677789101981,B,1
Female,-38.72764284397922,-313.2271993246474,-10.90397606823122,79.09164834834185,E,1
Other,-174.05842956334888,-114.1985473834475,-182.06387691558197,222.68822291775209,A,1
Male,63.192678290607276,104.0290456391192,212.4709453953267,-84.81195642367189,C,0
M,2.8989110727049865,16.59720218212408,26.960293557930132,-117.71933981773601,E,0
F,17.923142840773547,-26.25575971756195,119.84537076481058,14.098470062968552,E,1
Other,72.48804938127604,-25.88694166829692,15.174571252269331,30.707469181932513,B,0
M,-84.24219689149541,162.86912340073246,-15.235529866172751,-21.97265038861084,E,1
Male,-62.703008628326806,27.69917961831284,34.63626391977388,104.18888665913413,B,0
Other,-85.84061933993985,120.43074313042466,-173.840339612037,-81.25009286035659,E,1
M,-47.62991036987324,216.36881822983779,-80.53074462440625,-173.9070672581768,B,0
M,141.4179955468688,2.1447613532171785,-21.682539862987287,-31.922595729615843,A,0
Non-binary,-89.8020014583792,219.8089190561742,-57.15560077175762,73.37913797611212,B,1
Male,-39.50752195489113,253.82069064233178,-18.086025079665664,302.06684550463785,C,1
Other,-198.99373160139183,56.44036267493,-167.49412478115255,-148.9630448359181,D,0
Non-binary,-176.2083576532657,91.87474664016727,5.776613978146437,-13.749436030087695,D,1
M,-47.58596174398003,34.3763625302395,88.09183030939039,92.01083479552776,B,1
Non-binary,-189.16279032187714,3.6949420467661045,-148.7743400909256,1.3198032072277517,D,1
F,109.80606890769494,126.45603850871237,102.71290904765023,42.944281313418955,A,1
M,120.97436837038869,6.37509957778933,213.01877250661545,-135.57675006023638,E,0
F,164.96194159600515,-71.0675855639581,-2.7729618495593673,-51.57499782044928,B,1
Male,96.27418779154142,-93.26851412526315,12.673110544832172,89.02890201484554,D,0
Other,-44.11158800069031,-32.31362253997049,38.92726470803113,-106.94921225125724,D,1
M,-78.34295571411184,-105.41623880415546,-14.404473579927867,2.2612856517665545,B,1
Female,-58.17975774288765,-168.66031965556897,-82.12677276064001,-110.29373610299436,B,1
Female,27.643724019926402,-105.78925239499577,127.4023898024681,45.870763101516204,E,0
M,119.81666850974857,-127.22210148790485,-131.90668884196572,102.32157501951822,A,0
Other,-36.912986282626115,210.14610635617376,-109.0524739490451,83.45234076928821,E,0
Female,-67.48196926449722,17.467734589534288,-54.42376150650239,-84.2763595721599,E,0
Other,-5.942201728032838,60.47649142366607,34.666567863413384,175.84041932369357,E,1
Male,138.42073306668266,-13.321688102155683,-0.8139210466964975,26.355485677443024,B,1
M,26.190916891669254,-42.944804738879476,13.855182296177118,-232.7866848524422,E,0
Male,110.1359751932053,-123.39646115439804,-67.66605963512525,-6.749600501407905,B,1
M,-37.33222672290803,66.34385932510344,33.939099879709126,-37.20844976778349,C,0
Female,12.970554084325938,-98.76735624960547,55.97546134964072,80.4215659088471,C,0
Non-binary,112.98185853249483,-8.971802153263834,-80.85388052171413,-265.81457683315404,B,1
Non-binary,-170.53564826234853,151.71482483213998,63.61769192896535,-60.957245217006104,B,1
F,7.391726563187068,-225.139469170441,-174.81682247849653,13.059903977968853,C,0
