married,nationality,orientation,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Widowed,UK,Heterosexual,51,C,82.31280746604487,-287.03780982076455,E,150.03384272684468,E,-151.93177765351604,E,-45.61458713827433,123.59833112732939,C,E,1
Married,Germany,Other,36,E,-139.23047283558537,23.612888299380703,B,-46.638287862705184,C,79.45165548757709,B,79.13012449334684,-30.13450173472138,E,E,0
Divorced,Mexico,Heterosexual,62,C,-45.581630246788755,80.28244005972125,C,-62.10423789438454,E,65.64602957285449,D,-82.1196010801121,-80.81417779680733,C,C,0
Married,US,Bisexual,46,B,-77.46193798078147,-19.31335176076926,D,-153.2353800090226,C,-88.55819134968702,A,82.43028539665696,32.6815757350297,A,B,1
Widowed,UK,Homosexual,66,D,245.11458039927027,1.9387250176267117,D,-17.6347391209881,B,25.399921602856484,C,25.91616330294518,-157.06116599314683,A,B,1
Divorced,China,Bisexual,78,E,53.45661977984892,-18.485980260506768,E,-35.82388885609746,D,-32.023431216989245,B,-246.01076848507086,9.99662630399308,C,A,0
Single,Other,Homosexual,19,A,-36.208029362332525,-92.72981707073161,C,38.940450406267374,E,-35.46853594540407,C,-36.21736699818679,37.89464674075693,B,E,1
Married,China,Homosexual,46,C,52.11138648393331,-68.91705559375606,D,-255.74712901637503,E,115.16331251716925,B,-90.37103304494978,-60.65559862144369,D,D,1
Married,China,Heterosexual,18,E,29.132228695647093,259.834038482031,A,68.5998087621763,C,-21.950179913125844,C,21.528285044260027,138.5181675024933,A,E,1
Divorced,Germany,Other,24,A,-71.42148411266052,-102.59596577503312,E,144.72508109530978,B,-64.74447221142583,C,-80.98056615239815,-4.542533666238215,E,D,0
Divorced,Other,Heterosexual,24,D,-86.55209968037448,197.79893472188414,B,-297.21718998671525,D,-110.66280019525993,C,-2.799757772239412,63.30391386774274,B,D,0
Widowed,India,Other,73,A,187.0099412694432,-55.993733594445025,E,12.869250773488213,D,-138.72800046807774,E,81.79433045660917,58.08471523119094,E,C,0
Married,Brazil,Homosexual,61,B,-140.44816300546927,-53.002953644224014,B,-21.43368198796594,B,19.549985947158255,E,-176.96643938878424,12.58878029928358,B,B,1
Single,China,Other,27,D,-37.696999703324266,90.55446801448866,A,-63.80143281618294,B,-44.765976213688,E,-12.680438928166774,-98.32593667583251,C,C,1
Single,India,Homosexual,41,E,59.322717104859066,173.44287940877857,C,187.3926360286967,D,7.307599495779312,A,165.67597439893575,105.59895662297174,E,D,1
Widowed,Mexico,Homosexual,39,A,54.5186294506744,-163.99630324301745,E,-77.66737089939981,D,131.71919874251236,B,-105.94483508965781,-67.92512738490903,C,D,1
Divorced,Other,Bisexual,63,E,37.01744355382673,88.71634430535205,C,15.038251374331782,A,50.90641330865354,B,-17.779437253023485,63.55601116778704,A,B,1
Divorced,Other,Homosexual,46,B,-118.68692346755923,62.73705653648845,D,120.40282435873286,D,-116.82571490664357,A,-41.39081168902583,71.28905180264383,E,B,0
Widowed,Other,Heterosexual,27,A,-91.46038195669313,26.55167847646528,C,-3.1069259504946336,A,15.702162058584006,A,106.47652554880753,-12.46938201665076,D,E,1
Divorced,US,Other,56,D,-17.359451566820187,-53.616712681631306,A,60.67425361825137,C,-51.19504215060145,B,-106.28648321643435,30.57664929099205,C,D,1
Widowed,Germany,Other,58,E,159.04762606268133,-109.78840450411931,B,33.65995044489847,A,-17.251078329214145,B,127.92821340078207,-97.45166934139924,C,A,1
Single,Brazil,Heterosexual,28,D,-90.17748479169599,118.18397045685289,D,5.99591785817609,D,-18.979967451709882,E,-107.49406824317083,48.67872067052677,A,E,0
Divorced,US,Heterosexual,19,B,32.05059406052438,-171.44326502205809,E,78.19738096826427,D,-125.94231019635573,A,-76.36882648905929,15.73682287932513,B,E,1
Single,India,Other,26,C,92.18811016454768,-107.36849655725219,A,-175.63299311479895,A,143.469938303576,C,3.683568726273484,-94.92038500764129,A,A,1
Divorced,Other,Other,24,A,63.656815527028286,57.51234986800571,E,-49.95340781310769,C,40.86530979295288,A,-65.32208270824871,6.752749350718588,C,E,0
Single,India,Other,73,B,-26.25280903275364,50.06404766356303,B,-19.208287568195335,C,-130.80792127257945,C,121.36611138892506,103.7813566240408,E,A,1
Divorced,US,Other,62,D,15.279172109977724,-110.38147664035662,C,-184.6935630690204,E,-104.63600069568506,A,-60.955164574485785,140.64827444781213,A,B,0
Married,Brazil,Homosexual,33,A,96.43065104892466,101.93401433541247,C,-162.03474224268086,E,256.18710929364244,C,289.0182057567832,-57.86670815744651,E,E,1
Divorced,China,Bisexual,76,A,59.23749533653401,-169.29654713453542,D,56.91037850104791,A,3.719640752566513,C,-57.16458762385059,116.26153563806537,C,A,0
Widowed,Germany,Other,75,A,16.26123238730721,-140.10691454671962,D,8.566156359326705,D,67.48750573107355,C,-15.799726577672365,-55.10581311872762,C,D,0
Single,US,Other,74,E,-93.06777297252896,46.50838050355083,C,-51.11280119634575,C,154.41900259266313,A,40.390951248083,79.20401473873801,A,B,0
Widowed,China,Homosexual,25,B,-39.21072045122118,-55.89186444540803,E,-103.58725169547714,A,99.67909094548357,E,-53.40357314974972,-11.03751414470472,C,A,1
Divorced,UK,Bisexual,73,D,-18.34792140055551,-107.2885456542497,E,-100.08235062993242,A,24.50870815398528,D,85.51328269890526,-113.62990407604832,B,B,1
Married,China,Bisexual,71,D,-182.24809366247368,-57.520460973865774,D,-35.04847175212716,B,70.48337638579504,A,94.93672695870845,24.512968307322343,A,D,0
Single,UK,Bisexual,44,E,-49.04983264754788,78.20392729497618,C,-4.095406152915232,C,-170.6259335274763,B,-67.48087751858577,63.98597069466645,C,A,0
Married,Germany,Other,25,A,44.742679082065926,126.82924433668508,B,63.600482379748705,B,61.508699370163946,D,107.35143221206032,133.91683093300924,D,C,1
Divorced,Brazil,Homosexual,42,C,64.80339698943146,-27.507323634507785,E,26.67922140287024,A,-26.325847806418608,D,110.3034753117259,80.35157720197485,E,D,0
Married,China,Other,64,B,54.52622384207507,8.460224928187621,E,34.98038325713334,A,-32.34379223777794,D,148.93933641182315,111.30350366160202,E,E,1
Widowed,India,Homosexual,75,C,110.74811139718925,99.26588823589539,A,82.79378196344392,C,72.43672938244515,B,-38.36304341037461,105.53198426740018,D,E,0
Married,Mexico,Bisexual,78,C,-10.269978084396914,-14.280251614650357,D,39.66210930449773,A,-125.28963549843893,C,-101.54502397731137,-8.812879337613204,B,B,1
Married,China,Homosexual,24,A,-45.58652022910389,27.956018403534564,B,-132.91311033154113,E,-154.5605494620266,E,26.11254908248492,49.65222042332325,C,A,0
Widowed,UK,Bisexual,22,A,33.69095227353379,35.717675330372636,D,-20.83212712535557,C,81.9536716497426,B,84.5357839719254,-115.56783448625218,B,B,0
Divorced,UK,Homosexual,40,B,64.42936090512106,51.702345803072646,E,42.51379076481668,B,-27.37055475171574,E,0.21802590104080477,-70.81257999706237,E,D,0
Married,UK,Bisexual,38,A,-8.422367505538569,101.10936318441097,A,59.914320213788486,A,210.98553093133847,C,120.39878457512793,-268.68516676726426,D,B,1
Divorced,US,Heterosexual,56,A,-8.05621844456176,35.52018626603762,C,191.91183329321183,E,24.36518422694626,B,-205.20582711821334,90.76424550653232,A,B,0
Divorced,Brazil,Homosexual,22,B,1.7587817531120413,-66.16292960169504,E,89.9340921255429,D,-11.944042818469587,C,-121.39760568082536,-113.27820614058285,A,D,0
Divorced,US,Heterosexual,24,B,22.870324420857923,-40.62849223370885,C,-45.85421256113986,B,-161.9459379834641,C,10.454483150237257,-8.827922501030066,E,E,0
Married,Mexico,Bisexual,62,B,-23.58386221976538,-78.66407860893135,D,41.878948605652624,B,-4.647848510992112,A,-110.81348752950095,191.6068823971606,B,E,0
Married,Other,Bisexual,69,E,-134.90828173728414,-3.9220505114118955,D,76.59658828314075,C,-26.187535000957485,E,-200.70167306433802,155.93826987021848,C,B,1
Divorced,Brazil,Homosexual,59,E,-0.38189167239344946,-169.4166880844817,E,-42.155304946357276,B,8.48898613497276,D,184.60865882785032,-60.70989532240644,B,E,0
Single,India,Heterosexual,24,C,108.78653651052784,-86.9876573035401,A,16.856265619823834,D,6.811443424643718,E,-224.75151898750613,-61.420095691584166,E,D,1
Married,US,Heterosexual,29,D,19.363449376077472,108.86940847650325,B,220.33523576656657,B,-27.818834253577133,D,-6.702174975133037,65.00299804849092,E,C,1
Married,Other,Bisexual,35,D,44.9171537745996,3.4451593369892675,C,-81.32789336229735,D,128.507253148555,A,162.00329159093613,-56.55605188249372,D,D,0
Widowed,Other,Homosexual,45,A,35.46944680378352,-171.83721751672985,D,-30.731885638164318,D,-65.0605856124763,D,-135.9569129159753,-17.40652866768207,B,B,1
Divorced,China,Other,65,A,53.76376993973027,-44.00214479079754,E,218.15523814102366,E,-2.9170877824928323,E,81.30318479208832,138.46655757743372,C,E,0
Single,Mexico,Other,59,B,-28.531276050892984,109.73785016003303,E,137.2030852500488,E,91.00554004954846,C,-93.23500108140964,88.17697198353017,C,C,1
Married,Germany,Heterosexual,24,A,-85.68399539436619,-95.60534734184166,C,18.024581830131567,E,109.58970492500248,A,90.32827744526706,86.20881741442561,E,E,0
Married,Brazil,Other,26,A,-212.49472513658688,53.531754524929255,C,-49.39357398886125,E,-61.62585027417777,E,22.459974630354402,14.076712374189695,E,D,1
Married,Germany,Bisexual,71,C,-49.16922291091378,116.08556415947831,A,155.34184336933697,E,-16.29873035439425,E,65.57221849183202,152.35306113985467,E,A,1
Widowed,Germany,Bisexual,53,E,61.985022465889706,132.79635802566918,E,118.74139031624684,E,151.8421011531419,A,24.641240591668907,-139.7130371669423,D,C,0
Divorced,Brazil,Other,31,A,-147.92723811117165,50.96432789885106,C,-44.794632162806366,B,-101.45809692338102,B,-26.53247332102221,-184.64259421829138,C,D,1
Widowed,Germany,Homosexual,77,E,-113.11045131779099,-66.01400619379791,D,29.170848419114854,E,139.63455953320906,D,103.45891328308878,-64.03614738015561,C,B,0
Widowed,India,Heterosexual,66,B,-51.89077510435484,48.389785214395545,C,88.67681615788649,D,177.71983512368104,A,79.10767084639849,-13.00669796896159,D,E,1
Divorced,Other,Other,48,B,-17.07991567835411,-12.782936029504377,E,18.570540051218092,D,32.20424878705818,E,140.70755576473252,-5.146285175916756,E,A,1
Single,Brazil,Other,20,B,17.113816328293225,209.04501324199302,C,129.78652982334373,B,30.931772729150104,A,-42.179991640505534,19.481870221416038,D,A,1
Divorced,Other,Bisexual,36,E,-36.483800908925716,-28.699390537971396,C,42.045798570263585,A,-96.02886573952397,E,160.78325072817609,104.64959950031403,D,A,0
Single,China,Homosexual,20,B,98.73484172096269,-92.44933311668132,C,138.1394375601791,B,-60.47260167126055,C,82.7613707026682,91.97768777094473,B,A,0
Divorced,US,Other,22,D,-13.917616302319802,36.77161506243814,B,-19.321211544841752,D,-32.23999976732482,D,-51.40278721280054,-185.99027944322845,B,E,0
Divorced,UK,Heterosexual,54,A,223.55783726559443,30.217126193209943,D,8.542249910665063,A,40.96317024687756,B,6.19887896172629,79.10267915253854,E,E,0
Married,Mexico,Bisexual,71,C,-93.2444889640615,-90.36775561612892,A,-111.42866594157024,A,-246.27318894891488,D,16.048190137689268,85.54964085388414,E,E,0
Divorced,US,Other,76,A,121.56469326054113,23.688347529786324,C,97.39493156255836,D,-3.9391853055104487,B,6.576846126311535,90.44957885985711,E,C,0
Single,Brazil,Heterosexual,25,E,25.685874261411033,25.06840718689588,E,24.740137675850523,C,55.119823611034434,C,32.497785636237566,85.21520129317307,A,D,1
Widowed,India,Homosexual,37,A,-87.48393131843423,-76.8864289665611,C,-147.67571414468097,A,57.31624285398909,C,16.6315394246467,21.080772958305268,D,C,1
Widowed,Germany,Other,25,D,-98.15839808941143,43.66773564615378,D,45.44450464536976,B,-62.70739204578082,B,40.99206197415132,257.1591743804936,A,C,1
Married,Brazil,Heterosexual,59,E,-10.954898794639387,28.42016222000791,B,-13.390387506167729,D,-114.61414150589242,B,-95.23989446153753,58.55855612000032,D,E,1
Married,Mexico,Homosexual,50,E,-106.6921670159207,194.3947488447861,E,36.84879877528294,C,-103.72636608227668,A,19.80592624054924,23.088032062873936,C,A,1
Divorced,India,Other,63,A,57.70894545248373,20.930643454036943,B,25.218716794670108,C,-202.3232200572408,B,-36.37001933368708,59.00039084336225,E,A,1
Single,India,Bisexual,18,D,-13.41466495339057,-186.37127342960284,A,45.99529626564004,E,59.712761011633894,E,-37.164357083117885,107.15551430634595,E,A,1
Widowed,India,Other,40,D,-39.38902719266278,108.27874508964288,A,49.94244559515362,D,48.00141818866065,E,177.31328221036517,85.65885537046557,D,B,0
Divorced,Brazil,Homosexual,35,A,7.4109644676902136,73.72625556029834,E,211.53851349413085,A,-84.44703281025178,B,-106.75442617250508,-153.135897204148,C,A,1
Single,Mexico,Heterosexual,38,E,51.15028197272687,-60.886895120464025,D,-75.60806897898023,D,39.03649499342842,A,21.728188468085307,30.392253766516262,D,A,1
Widowed,China,Heterosexual,74,B,-170.03112192034027,33.93214235152235,E,15.751850347206481,A,-27.811524494916963,C,-157.4624210960438,-35.25873455720866,E,E,0
Single,Other,Heterosexual,52,B,-123.18421250879771,17.004462180745982,D,53.64184532446517,A,127.92322558914391,C,7.722627348230554,-118.2038020988897,C,C,1
Widowed,China,Bisexual,58,C,-43.31669910025532,-118.62568598425034,A,-106.87499447385578,B,32.72564301862469,E,47.69572569175459,6.519744496112892,E,C,0
Single,China,Other,50,C,31.956885850473153,-66.85882526684394,D,-114.61684983410234,E,54.7424426715055,D,-6.038936569489919,264.7131338372729,C,A,0
Widowed,Germany,Other,64,D,-28.36619415651161,-22.681270241128747,D,18.828584332397146,B,-45.86616579218713,D,9.508544850469809,78.29060483990614,A,A,0
Divorced,China,Homosexual,78,C,157.6328552346849,-43.169654950506256,D,-68.88466278000759,E,51.8181431150871,D,-114.06680846866936,151.33726637795374,E,E,0
Single,Other,Homosexual,25,A,-145.71090629151783,150.99134451906718,D,-100.53580654021681,A,18.02745686837616,B,78.39686916604659,-137.19404669590904,A,E,1
Single,Mexico,Other,75,E,-11.25762149258521,32.536991102490234,A,4.107185353490957,B,116.14605671402967,D,-93.30413138764438,60.05971397417484,A,B,1
Single,Germany,Heterosexual,72,C,-131.45723853285247,-88.5795647824567,A,-123.15230615220418,D,-50.79720941015555,D,-23.99891373542779,-74.56193337364786,D,E,0
Divorced,US,Homosexual,65,E,96.71373035630903,-229.35002912598873,D,-20.284442177506477,A,-7.571843871190626,B,-39.71868287597096,7.81940974656634,D,C,0
Single,Mexico,Bisexual,77,A,-305.0509407547028,26.724622836024924,B,192.10588673910337,C,133.58217432492967,D,104.14803593796007,1.8485941707618847,A,E,1
Widowed,India,Homosexual,33,E,-40.74911481952113,-58.29455295063918,C,-45.87576469075561,C,143.84795523774517,E,98.88060693916023,-163.6199740131836,A,A,0
Married,UK,Bisexual,69,C,138.91621843792373,35.21770789534267,C,118.73438896778146,D,58.28745683659561,B,-182.38497620219704,16.544128389198402,D,D,1
Single,Germany,Other,47,E,-58.05088172307779,130.55886819633315,A,89.55105255990154,B,-41.84211952298238,A,28.459888736315765,23.64305577040442,D,B,1
Widowed,India,Heterosexual,23,E,-84.43131791503785,-72.67417798896275,C,20.508202622727563,B,-80.4589576664342,C,217.46827349939463,-157.82519395080655,A,E,1
Single,Mexico,Other,71,E,11.253788160259822,-66.84145056975007,E,83.46058681811816,C,-43.32979793523554,A,2.642609758512541,109.42308661849532,A,A,0
Married,Other,Other,67,C,62.38244115508409,24.979008811514465,B,156.22714512388282,B,-45.78973387144355,E,-63.52755008958527,-191.48618191219342,E,A,1
Single,India,Heterosexual,60,D,125.3035375775067,78.02956362779531,C,63.20816748306978,B,-124.69197557093511,D,26.85667899014854,75.06216298836742,B,B,1
Widowed,Germany,Bisexual,55,E,-40.94622414106875,81.39143193753058,A,-11.882653107561959,D,-49.59134204134838,E,31.04539108349,30.252892634114797,E,A,0
Married,India,Homosexual,35,A,0.49499627205357416,-135.0266335459696,D,-14.562901355509808,A,-138.28550633573812,B,-97.74515115807058,122.70696852452578,D,A,1
Married,Other,Other,30,D,176.8267046351592,-135.56637771442658,B,43.09116512605184,A,-68.29205059326173,E,-79.69022927055799,79.88562176137725,A,D,1
Widowed,US,Other,44,C,-1.871181953090033,15.3826792968282,B,314.8476913430354,B,-26.127297146445795,C,-9.327030056053589,-17.787199855811426,A,E,0
Married,Germany,Bisexual,39,D,-77.90539703227613,22.574713337951852,B,109.96672661509803,A,-179.9729751089965,B,-21.219107690743844,-134.1989705898088,D,A,1
Divorced,Germany,Bisexual,51,A,149.5157396138657,-32.01893794371511,D,-184.56950684920173,B,-39.73494029905282,D,55.527244327296565,-34.73029863036184,A,D,1
Widowed,Mexico,Bisexual,69,B,-88.38530871105552,145.01541313116437,B,92.87364940879894,C,-182.13805450504438,D,-131.22635813607207,-44.504397353112985,D,D,0
Single,Germany,Bisexual,63,B,-108.18587231008452,221.39198656103298,D,-236.49826142377782,E,52.26160809250108,B,97.15453462175488,-41.86406188361572,B,D,0
Divorced,India,Homosexual,54,C,-54.32992697972542,137.09994386534933,D,-1.0375826266840356,C,60.18623660483762,D,56.67750977860757,15.471259089189504,D,D,0
Single,China,Other,76,A,-238.63523935872766,24.666806272740487,D,103.3547910179303,A,-131.67580798548983,B,158.88268237039273,-7.997663112431892,B,E,0
Single,US,Other,43,E,5.308004761790895,-57.22571966176184,C,39.59939784591361,A,-146.35392538688,E,47.72770792709987,-11.062446172741133,A,C,1
Single,China,Other,33,E,-91.49644429751464,116.36742340622126,A,47.4627013581258,C,36.5974516265981,A,-53.99824495992237,-78.2902798706853,B,D,1
Married,Brazil,Homosexual,18,E,29.54956937130878,-11.011627068463069,B,71.1538686428422,D,-56.298215783809994,D,131.3264011902125,-92.31448585057993,A,C,1
Divorced,Other,Heterosexual,18,B,-101.79354139845549,-17.507057026839124,D,-32.73048434662653,A,-122.14692412534198,B,73.30048593808843,4.081412393347509,E,D,1
Married,China,Heterosexual,55,C,-58.50327152699456,117.55835691240186,A,237.12040818647733,D,61.677624363466876,E,27.92619049223091,5.40902808640535,D,A,1
Single,Mexico,Other,44,D,147.72771380819242,87.26976799349445,D,39.02557965204536,D,-21.682347380504012,A,0.23467937963492172,-61.95339310914956,A,E,1
Divorced,UK,Homosexual,38,C,57.73784322918388,-69.42772129561506,B,191.66522417612953,C,-30.894970120617888,D,122.13117973027845,-26.0835741388843,A,D,1
Single,India,Other,66,B,-9.224985171555861,38.689636862390024,B,-153.02076787810958,B,24.264080057181758,A,90.84457421860809,-9.321004700335516,E,A,1
Single,Other,Bisexual,70,B,12.72702691426854,-4.9103669068754,C,188.9754881280087,A,143.69728603270622,B,-27.328957524721126,-111.04466362196345,C,D,0
Divorced,UK,Bisexual,75,A,-94.64535079156458,-16.732471621347564,A,69.93333836483838,D,-34.291040917909626,E,95.76111310354548,169.74561372375553,B,D,1
Married,US,Homosexual,48,D,4.638897980753278,-20.435778677692277,E,-19.83694904587847,B,6.488455781361196,D,-85.11795090050478,100.48269415631366,A,D,1
Married,Germany,Homosexual,26,C,-182.23743252998563,88.64943053613091,D,256.5721189391402,B,-52.90735332644895,A,168.26145056393128,-118.43642604177556,D,D,1
Divorced,Germany,Other,20,E,65.12027737968009,36.856825029733095,D,68.08583464584223,B,-4.294586812294106,E,-113.40068140059014,70.58328006071875,D,E,0
Single,US,Heterosexual,65,A,92.89989865333898,155.52888237130696,D,-29.890928672836043,D,53.460598002680335,A,-140.70302495186783,-34.232467806327854,E,B,1
Married,India,Bisexual,78,C,42.45681998175018,-19.58038002205845,C,-60.80238109743464,B,-196.3614014482107,E,-256.4908431142492,142.6352562063291,D,E,1
Married,US,Heterosexual,65,E,71.26746991892796,-85.31203157304542,C,31.342972150195987,C,152.5177642289259,C,0.7642679116422237,49.310408344910925,D,C,1
Divorced,India,Bisexual,24,D,10.308194444953113,41.1925261241041,B,-28.038866572989168,B,183.62472490215225,E,-21.28943946899462,-152.64445012110806,B,B,0
Married,US,Homosexual,18,B,49.00837406310301,-17.314513005930067,B,29.551494024620823,D,-55.439537877120614,D,147.526549665135,4.678293900095451,A,E,1
Single,UK,Other,78,E,-76.41261626067377,25.723389131860003,E,-138.20081825015905,D,85.3055793545599,E,146.70915321149317,12.742908362687466,A,C,0
Single,Brazil,Other,57,D,-147.60107035604895,-9.736537023988706,C,18.15950082842863,A,-201.42137795934417,A,-67.89326007589592,-47.44031993727613,B,E,1
Married,US,Heterosexual,29,E,144.0008734744695,146.39167594350855,C,86.86423418319193,A,-5.97271347096565,B,179.54951142424616,-145.22247923423566,C,C,0
Married,Germany,Other,27,C,82.01547291027981,60.05753788807352,A,75.56526977761044,E,-110.45300534924047,B,-76.298256528186,-65.71041004859495,E,C,1
Married,Mexico,Other,18,A,-34.77345421815997,53.33201161773986,C,10.919199216533578,B,-34.03133598014639,E,209.68250094406073,-1.6785101764253427,B,B,1
Widowed,US,Heterosexual,74,A,-53.859138967678355,105.31972199741722,E,-169.64553398323656,A,124.63634490790814,D,-68.33353347470322,-98.82968582316003,E,D,0
Widowed,Germany,Bisexual,38,D,44.961390484260185,-19.975596875100322,C,193.24135592308775,A,20.80785765726762,A,-61.23803910998799,31.07314143455,C,E,1
Married,US,Heterosexual,28,E,50.01896255756447,52.579107968139596,A,171.2696390834375,C,-105.24269147553483,A,55.68426629873196,-18.970496744082897,A,E,0
Divorced,Mexico,Homosexual,75,C,120.58040004730503,40.62862761285438,D,-135.6209795509143,A,28.88473062728284,E,164.87152951377695,-78.2949357511001,D,C,0
Divorced,China,Other,29,B,-27.195410370659033,83.05305327021365,D,89.21946323593852,A,-83.07282658160644,B,-32.460917211822945,-61.863876114576975,E,D,0
