age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
26-35,C,-95.89793986125538,19.246044232817653,222.16065519579428,-7.993130678645785,D,E,C,-15.47526570799547,A,-150.2529687522052,D,C,D,E,1
18-25,A,102.11609347647067,168.73609022209666,89.78068256713412,34.997980207594246,D,A,E,-161.9849874442136,B,53.05373543731958,B,E,B,D,0
26-35,D,-19.222068569827226,54.389666764870604,48.72271433374835,31.10366355547116,E,B,B,1.305500135856026,D,-239.2423065397915,B,C,A,D,0
26-35,B,-20.37068147036627,27.629530356414705,-146.68096609083415,-118.59385958972568,D,E,B,-63.31591823840318,E,-73.99200714332413,A,B,B,C,0
51-65,C,93.82256476718388,83.96716474158788,-82.5096139460247,-159.05575776263046,E,A,E,-73.51392532444846,B,88.29717874438275,E,A,B,A,0
65+,E,-3.4455518430828898,16.156686198122262,17.56286029660668,-145.31397602572343,A,A,B,-47.45026620217345,D,-19.259292000117775,E,A,C,E,0
36-50,A,18.24518425528243,61.5151833827483,-110.81282438809421,-60.84533357212475,E,C,E,-129.55642802699455,A,-67.9228520418319,E,D,B,D,1
18-25,A,-10.373140999961397,-18.837653635802937,-56.68169447617297,-14.43205300238644,E,D,A,-107.19376446482931,B,8.120229709838366,B,A,A,B,0
51-65,D,-84.74082279619827,5.93821048727684,-5.1395491676485525,32.65258253784131,D,E,E,92.43540093286346,D,137.97618913321878,C,A,A,E,1
36-50,E,-129.46835487424445,-32.94191688987406,-128.1395767290008,20.131120234244886,C,E,E,12.376246968740293,B,90.63249328330625,D,A,D,E,1
51-65,B,154.00282632699873,148.70164524316274,25.61757743883102,183.17216039650853,E,B,E,12.740431939725564,D,-270.9753364198311,E,C,D,E,0
36-50,A,17.859864825843758,25.370130390638607,94.9851943262686,73.58644841589361,B,C,C,-144.71265405152474,E,1.6528294102372374,B,B,D,E,1
51-65,D,-103.8763750658503,-172.53009704319635,62.03892024678643,-51.676730860231515,E,D,D,-239.84615740643864,E,-65.64670309175497,C,D,E,C,0
18-25,E,-24.533269586061575,-47.6918813597627,63.29707134002733,37.06311120552414,B,B,D,100.17868873428135,E,-71.88498020635757,A,C,C,C,0
65+,D,-68.7446870101762,-135.7743157780399,30.820575399413976,88.25792270422183,E,A,B,36.396867330785625,B,187.50224956893302,D,B,E,D,0
26-35,D,-37.2205619220417,-23.119263732798995,22.530695028734748,227.9269458419991,A,B,C,54.301927013148685,A,-153.57713518095565,A,B,E,A,1
26-35,A,220.28115816195003,20.087148183271093,-169.96862888553528,112.82244767441026,A,D,A,71.53864740576321,C,317.6084572848232,B,B,C,C,0
65+,E,87.72137264412609,162.83942130902994,71.79385597722651,-65.90700287278098,A,D,A,4.414904278170041,B,-45.82057632586578,A,C,C,E,1
26-35,E,-113.63787640330001,44.91233286236709,66.54087165351406,-38.85725872231197,C,A,C,63.354081687613984,B,-28.673435839764167,D,E,C,E,0
36-50,B,41.48334582483002,106.36683340811317,42.67493872650761,18.13631415508852,D,A,B,90.11044003673828,C,25.752090763434627,C,A,C,E,0
36-50,D,69.36829203582631,50.230903821807274,-158.85742115748056,45.64612239038836,C,E,A,7.394566492257355,B,9.396253758857934,E,E,B,A,0
65+,C,-130.80922126068631,16.576402704062886,-89.71252879563785,-135.64637953646442,D,D,D,72.87473007922972,C,-189.08282515792862,A,C,C,B,1
65+,D,-35.8751416774202,80.60191554521575,6.906786896727153,5.551478899886136,B,A,A,38.80252741174092,A,68.67633833791314,A,E,E,B,0
65+,D,-20.676991889547505,64.46895148953294,-133.94457121804595,151.18412843263545,B,D,B,121.7344763817191,D,193.94512073657089,B,C,E,C,0
65+,C,75.32634759109577,-109.38098015482993,-6.2780611886272615,-60.34759577312433,C,C,A,-50.82434529458142,B,-100.84033269837727,C,A,E,C,0
18-25,A,111.01078777579178,13.037272597520937,-1.9218827279817916,12.697093224526268,C,C,B,58.78377146418181,E,-7.19977324785373,A,D,E,E,1
18-25,A,163.85010341722352,57.42730149927665,-5.0339627889545,214.579986272647,B,C,B,42.417715733710345,D,-89.45973560498565,B,B,B,B,1
51-65,A,194.85760775442694,-250.58883492008707,-51.553497736965916,-28.18204585160749,D,D,B,147.23183716314495,C,53.64307818679759,A,D,C,C,0
18-25,A,-70.53132431896726,21.212532080984523,60.715091772784334,22.41919595737575,C,C,E,10.711042919905088,D,-29.27068309597034,B,B,E,D,0
36-50,E,132.79795690799676,35.65936724800347,-24.32101550601915,-33.04825563347872,D,C,D,96.8209865709201,D,148.202774133505,E,C,B,E,1
36-50,A,-107.46512771522279,24.671842687027393,-197.18781869488976,-145.5596412524371,B,C,C,67.83069178024425,E,-41.8598743110172,B,D,A,D,1
26-35,C,-46.12005876983275,54.26143199845108,64.27036333492724,29.95592853987822,C,D,C,26.465980951363083,C,-106.28764228040286,E,C,C,D,1
51-65,E,-65.09449946447599,68.44445891947093,71.88454228464981,76.34126241874128,D,E,C,-42.09319028676222,D,-165.47379128486998,C,C,A,E,1
18-25,B,-37.26602180650776,-40.55403115869628,87.38910911546985,46.199767370650775,C,A,C,-25.015615311767263,A,31.29632152222027,D,B,B,C,1
18-25,E,4.184206177037194,-9.79105318862365,-144.0483978256647,-3.0358718051674436,E,D,C,92.1648536931281,E,-68.11865395250561,B,D,A,C,1
26-35,E,-59.94994249373724,5.243546775588488,-85.46067010221708,-65.68361570039725,A,B,D,212.74635044619927,A,-71.11454586594932,B,A,C,D,0
26-35,C,25.072136861688477,115.29045032122562,-237.05036597567366,31.814206687813822,A,B,E,-173.59309335766025,C,-15.586945623118734,D,C,C,A,0
18-25,D,-63.644593358017076,-131.22410735999713,-126.26601515220013,2.3666351762570588,E,D,B,-42.50167643696186,C,101.72671767115364,E,A,E,B,0
51-65,B,-70.58841878008994,46.62528143240714,-57.4146759323123,21.30064095230747,D,A,D,197.71022617514495,D,-12.383166009647715,B,A,A,D,1
51-65,E,24.41420915336222,32.64690358279053,-73.97599680008491,-1.8649488885865244,D,C,D,-91.76451114991774,C,-28.36627923396047,E,E,D,C,0
36-50,E,44.68391953041293,266.3209717304679,94.03125466102395,100.53345510844657,D,A,E,-56.65884373853943,E,26.652126840339076,C,A,E,A,0
51-65,E,-7.1087198549585295,-106.88592125327186,-79.46427678629739,-114.10479837283862,E,D,D,-89.28545482410168,A,-39.05788322198017,B,D,A,A,1
65+,E,-56.94430046378874,38.6206720130926,38.98662259529648,-34.949353001313135,E,B,D,27.93507285030767,C,-110.00197072498179,A,C,B,A,0
26-35,B,-160.74232689852755,-226.5041725148592,-1.9149868873787719,-36.24669868578666,C,B,A,118.8981673952893,C,114.47916120160582,A,E,B,A,1
36-50,C,-67.54334190528385,-62.67810591824432,5.260340100558094,-14.813531068074004,B,D,B,116.57063893671595,C,-255.82952282411858,B,D,B,E,0
51-65,C,87.47289478307941,30.814737550001325,-77.1146119402829,-13.101513644663337,B,E,C,-74.26544993369494,E,-52.41981736995096,E,C,B,D,1
36-50,C,205.08559434585982,-75.1404989815434,52.94339629780478,128.0454431611837,B,A,E,-104.68369715416306,E,-36.53190920325147,E,B,B,E,1
65+,A,-42.30443367146375,51.3476522788048,-136.77011234849365,-78.21264803455279,A,A,E,62.322816387286785,A,142.55049432771833,A,D,D,E,1
51-65,B,-133.00204361131037,56.94055035776137,-28.67530840619062,-231.93824982586216,B,E,A,28.599365597030214,B,-216.31874624486423,E,B,B,A,0
18-25,E,-7.8487809337525025,-6.273724487707597,-39.76760035258429,23.672815128661195,C,E,D,-119.6590567566299,C,10.136867553525802,E,D,D,E,1
36-50,A,-172.1453745966896,3.2580037407719113,-60.90663705831464,26.702356874278838,E,E,B,-138.6852234486452,E,48.55238808192948,D,C,E,A,0
26-35,E,-17.348487800511737,-107.35438092220436,-25.71550000133542,237.16271634753983,C,A,E,62.65941660301112,E,-16.136277467911828,A,D,D,A,0
26-35,B,58.179130369900555,-46.40720221399281,-256.80143624934277,61.331385320979,A,A,C,-110.61511210878687,C,108.52476421326477,A,D,D,A,1
18-25,C,-140.73463314952505,128.45413643974126,89.9905898871371,82.00914520295764,A,D,D,222.84679862530706,B,67.7604848485663,C,C,B,C,1
18-25,C,30.245348489212674,48.6077116747048,57.625234468271856,-118.00096365080354,C,D,E,-25.111936083811763,A,-107.91757690822625,B,B,C,C,0
36-50,A,-83.51647717623484,-109.57544887329529,-119.3730595757479,-158.18242527892812,A,E,C,33.945219944848986,E,161.23150902811165,C,E,D,A,1
26-35,B,-25.421307947279963,124.96113919318307,-27.530299972246958,97.44718737770087,E,E,B,-44.831203466806954,B,-95.7390770664835,D,A,A,A,1
36-50,E,16.741288752721438,-63.18809350421264,-47.726494017101686,78.29025401891278,E,C,D,134.27232826723565,E,-104.28513009903098,D,E,C,B,1
18-25,C,149.1926937966344,-78.5818025758829,-4.206346536242063,75.14218799236669,B,B,E,6.513789708059664,B,-94.40179763355772,A,B,D,C,0
65+,B,-10.59431570963282,67.40164914490308,-61.25656217584381,41.95194173562633,E,C,A,-31.424724497078333,E,-29.990872498320424,E,B,E,B,0
51-65,A,-116.65805775267171,160.15078244313983,174.2150422779769,28.869540291912273,E,C,D,27.578663419799497,A,-91.26635712232103,B,E,E,A,1
36-50,B,-142.040708386037,263.99958870009766,-22.619715781038423,22.328507772462768,A,A,A,-147.07854973286595,D,-26.05940962920234,E,A,A,C,0
26-35,B,-101.97403442416744,80.67396460619528,4.28222559493606,96.25544614332868,B,E,D,70.12133069719289,C,28.19189140094721,A,C,E,A,0
65+,B,-145.62656993220634,-215.22085037118836,5.453534629668065,-178.4533334485789,A,A,C,-5.566615982482567,E,-60.460923467909126,D,B,D,A,1
18-25,A,10.01656974725771,178.17131107317334,-60.64155239016535,-92.82945173011687,E,E,D,-74.42239751297265,B,-40.685818038308454,B,E,A,B,1
65+,B,112.12865304166995,-9.792572913319226,29.94861179876121,11.20922157868288,C,E,B,-194.78258060715993,A,-25.381308800196983,E,E,A,E,1
65+,C,-87.66036126004332,120.01655007580838,-201.0800909764709,40.46218084601264,E,A,E,81.56427058402484,E,0.2821101528108727,C,B,E,C,0
26-35,C,56.334454193310115,-121.12897479104842,103.49886215616402,71.13436786543332,D,D,D,125.15941023093642,E,77.73852639656725,E,E,B,E,1
18-25,E,119.82497006077175,77.99424723764423,123.41130296577678,91.80515426873764,A,B,A,153.24317431167614,E,-160.93827224892613,A,E,B,D,0
18-25,D,-71.62969346636538,-90.66481408376514,-110.05291254969498,121.00057158835673,A,C,A,174.69888527893914,C,-119.033117951792,E,D,E,C,0
26-35,E,131.90951518063122,171.50793679132744,91.12852069203683,147.49903892593622,D,E,C,-1.5675460279714128,D,51.090089796127344,A,E,E,D,1
36-50,A,-33.51320934275229,-76.21306692637596,65.6910835922424,-276.2704130480098,A,A,E,-55.3862073425158,A,0.25165419013032464,A,C,D,B,1
65+,E,-85.60264096655543,67.66186619449563,38.10595123023064,122.80345689690604,E,D,D,171.08351362652775,A,31.84647046988665,E,B,B,A,1
51-65,E,26.86021008889721,254.47739072062018,9.789019379373446,-124.28184350485441,E,A,A,16.86867813586669,A,66.56425342022642,E,A,B,A,1
36-50,E,169.71697368900374,39.30033064302088,43.34574727012237,11.037068469129872,A,A,B,-32.1928169563272,A,-139.83319647997618,C,B,E,B,1
36-50,D,158.10396821072663,91.54305732871423,-91.47426068446285,11.755426415245275,D,D,C,179.15441858096935,B,-16.157114356050677,D,D,C,B,1
36-50,E,-190.848565972574,2.876815951297842,-0.7889492756096248,85.35391288533854,B,A,D,162.74692106770374,C,149.0914335003724,B,E,C,A,1
51-65,C,35.34068893494767,-23.43507557100096,-79.61838433530876,106.14237040118685,B,D,B,176.91934392601863,C,44.28129343921267,A,E,A,D,1
65+,E,-87.68015640658784,-47.38635446150577,-75.59882428441495,-85.7204957683539,B,B,C,-61.30564656684736,A,95.7088871560404,C,B,E,B,1
51-65,A,111.8996139406211,60.308695154939116,22.071157006148756,313.0338533076033,C,D,E,-49.467046480452595,B,-41.96031676525059,D,C,D,C,0
51-65,E,-22.71560123776504,-261.90540227067885,107.52430263424858,-244.7043484376306,D,C,D,-23.270437613636748,D,-21.903612373478396,B,D,E,E,1
36-50,E,135.26194371226583,-156.9408445332265,-33.330368469988784,42.60561196791561,D,C,B,-277.96883808527235,A,-42.5670796569437,E,B,E,C,0
65+,C,-76.5719020639992,-112.54305742344961,46.77706898346243,-44.88263538535441,C,A,A,-88.49774948711156,A,-28.43170534056549,E,D,A,C,0
65+,B,-114.3771282409098,93.21892260917473,133.19398219390914,-70.33170033132838,B,C,E,136.6219004537855,D,-28.61105390008779,C,C,C,D,1
18-25,B,-80.67456286029703,-150.7324068362298,-14.483821301629382,-181.93118472296194,A,D,C,-107.22951182012201,E,106.61896576166818,D,B,C,C,1
36-50,D,62.02784262801194,-159.37251271015086,32.59332734448067,-108.25093308106047,B,B,C,72.68108844370995,B,32.20152523529972,D,D,C,E,0
36-50,C,-59.88598139574579,101.35976453364084,7.945146018951865,-218.02579191769863,D,E,B,-40.18562372869912,D,121.04867621440027,E,A,E,D,0
26-35,C,127.78098488089411,126.90595478440765,192.08516194816724,25.45521460749005,D,B,D,91.93023803675959,C,-38.093618298665454,C,C,D,B,1
65+,C,-12.715104277736494,-204.91335770090964,-74.62938466563762,186.56969462427278,E,D,B,12.335678973190342,B,62.866731753000785,B,B,D,A,1
26-35,E,28.598769296470728,-74.80296731400232,147.83404065463094,75.25369461135271,B,B,C,66.32977142454828,D,65.31656979699729,B,A,E,E,1
26-35,E,73.91440963924778,115.3938425948634,108.81752545716417,-18.965789042554533,E,E,C,50.223845080070404,A,46.45926631288958,B,C,B,E,0
65+,C,85.14263012590771,21.58818050956199,-0.39183944342587784,148.3383722945885,C,E,E,94.33210181104286,B,-121.90389367844712,D,C,B,B,0
65+,E,36.63733192564575,5.623405381488967,-140.53143628163346,12.246095251955461,A,B,D,123.07086188127523,E,-51.16540294594717,A,D,D,C,0
65+,C,-68.34051696052,73.25028733538605,-137.72817978296945,79.84220888088433,D,D,D,-86.46380781310421,E,60.72382656805555,D,D,B,D,0
18-25,B,32.66461751316693,160.47010912440436,54.88496138059749,222.60592313962863,D,B,B,70.913550576015,A,-17.788706233162284,C,A,E,B,1
36-50,A,-102.59109625700414,54.43133371782027,-194.94700069541682,-263.6448874718809,E,C,A,48.25564485536062,D,-25.553286788249117,E,A,C,B,0
65+,A,32.309641855882006,200.90395158290173,-25.648208310852354,-51.4154570230995,A,E,D,182.1901517916019,E,-33.48535360917099,E,E,D,E,1
51-65,D,37.85762855200098,153.82031836518934,-108.81182866060313,-144.92595502576663,C,A,A,186.38955422452784,E,-32.15438331491066,A,C,C,A,1
51-65,D,176.45028092938412,64.26843997830105,21.666703818377975,-3.938714324087214,E,C,D,12.045535193308131,E,-153.0961124560234,D,A,D,A,1
36-50,B,96.43572953789976,-85.80940840480005,-209.48276669416214,202.82274693438586,C,A,C,-136.99772769841977,C,76.61119042295324,B,C,E,D,1
51-65,C,58.55132226477955,108.15771949389837,46.466189811502254,-228.4911888868637,E,A,B,-58.897557683875,E,-31.048246282555837,E,C,D,D,1
18-25,B,79.88314034511988,-70.99663678506221,-78.09521002942913,-54.66658372808501,B,A,D,107.6852324877972,C,-48.165275130277415,C,E,A,B,0
18-25,A,-41.32798388276237,155.13773549344967,38.34133634346734,-173.2316447890322,E,A,B,20.028047804912386,C,-37.83463952462743,C,A,E,D,0
26-35,C,167.38981322246215,-70.32980601341802,23.44294838456622,-23.70134469291317,C,C,E,205.2423243764217,E,-26.629880875780472,C,D,E,D,1
65+,E,-25.567789944707346,45.88614239964036,-86.19127227855003,-2.5834340805348117,E,A,D,-12.529335886466011,E,56.66486428205694,D,C,A,C,0
26-35,A,86.71778347583303,-101.53884340170916,72.32281433537443,-18.133415982529634,C,E,E,-129.25288360166184,D,-4.886134248491804,D,A,A,A,0
51-65,D,1.0442332384133577,28.786006641136357,91.68352424071493,-39.65982570739129,B,B,C,-117.5031556243563,B,-27.71273319136622,A,E,B,B,0
26-35,D,-163.7046886841361,-24.98825756793474,37.22566151549274,-56.679368776918714,E,A,B,33.32719489122869,B,87.49585084568912,B,C,B,E,1
26-35,B,-22.12106466555665,-115.87704257783548,90.95745257154329,-83.72617358260348,D,E,E,-62.42307589164443,B,162.93074899744454,D,E,B,C,0
18-25,A,-69.9238274493972,-60.87628123127086,12.646472217392013,52.36533674643656,D,D,A,-105.26681032846743,C,-27.595620470210296,E,C,E,A,0
18-25,D,-90.40820684898321,-42.23822339718427,11.313702723503008,84.16513807047792,D,E,A,34.97209094169481,A,-18.58146978912732,D,B,B,B,1
18-25,D,-18.843510915613237,-70.37301892965415,148.5561828841945,-141.51845848183834,D,B,E,166.03922435296678,D,-57.999672208385455,B,D,D,C,1
51-65,C,-162.63753844918025,7.096513808233161,94.13757100663844,117.06014288745044,B,A,E,-50.368197547831215,A,-93.54173547490682,A,D,B,D,0
65+,A,14.947525092733665,28.921814346164933,-5.2235529637766325,18.11110067582094,D,A,D,-95.56515696081135,A,70.11080534849748,D,C,D,E,0
26-35,C,-180.68696946013958,-92.62056419327914,-22.153129430198028,128.45182061887786,C,C,A,-47.64225297549041,C,-113.91017436056443,A,B,E,D,1
51-65,C,-27.956141759693743,-75.3733568014519,1.1504026517971728,-137.09485751183433,D,C,A,30.620453555602374,E,14.549511813230456,A,E,C,A,1
51-65,B,-17.46790484152934,-22.51930470017842,6.870342134304626,-93.34338105842089,C,C,B,80.25621469823888,C,87.90914829177775,D,B,D,D,1
26-35,A,-139.2013501795735,17.04588067603044,71.77953395623958,58.56506972456243,A,C,C,52.39800410096951,C,52.2651772043445,E,C,C,E,0
51-65,B,-17.277589563036553,-109.07304900569544,-153.1357925502973,-94.31695210205953,C,C,C,-33.903005470315485,B,-4.828564458853623,B,B,D,D,0
51-65,B,-71.9712462009091,-31.189172029151162,19.593470615132777,70.03422394896634,E,D,D,113.7360277243465,E,33.426732428264714,E,A,B,A,1
18-25,C,79.2687545045623,134.59810741038672,213.4521597338996,-214.75501818794336,D,B,C,-36.10679794222189,D,-79.4789824806,A,A,C,E,0
65+,A,39.50150790975109,-23.43146201063492,-72.70435878445954,-70.27319266904942,B,D,E,-46.266544874252894,A,49.77499553125283,C,E,B,B,0
26-35,A,52.71345599090262,114.91849830862506,9.01566980525613,136.62412877091816,A,B,A,-84.28980033179073,A,21.892923601132715,C,C,D,D,1
26-35,B,138.8373282677473,-77.6153804935902,-119.960027493245,-8.451692993465432,C,D,D,152.39121498566183,E,-56.15488496014014,B,E,B,A,1
65+,D,-60.7021926286584,-114.3645451285757,-123.64157611399082,-36.799905737300584,D,B,D,120.45348439414998,A,7.035535552278549,B,C,C,A,0
65+,A,-59.938708721728176,-98.51309357002197,84.91375506304362,46.36902860446711,B,B,A,92.78243919480485,B,-24.91734364831203,D,E,A,C,1
18-25,A,-63.96060203445241,58.24220162134508,62.66076053785837,16.70944064351122,A,A,B,40.17996689930853,B,-45.96369211315146,C,E,B,D,1
36-50,B,37.79498726157248,67.88533264430099,-92.20958285453709,-301.2051852078991,E,A,A,115.99640644374314,C,-8.010495240349433,E,D,D,B,0
26-35,A,-51.96572689113436,108.34065558548221,-91.48807023997286,-17.500958316581247,D,E,B,110.66808124933878,B,-160.2957527104099,B,D,A,E,1
65+,C,71.13262924773814,-56.86151323662053,119.6379617036827,-186.93242411373026,B,A,C,-87.00131085940028,D,140.21452194435224,A,E,D,D,1
18-25,D,-29.77311177631914,124.80228905475825,-89.85608375231142,66.37122683084577,E,E,B,67.67121367465533,D,-173.17577407586322,B,C,D,A,0
36-50,C,-32.138832420739135,-95.56833733672042,180.05914822775904,-23.09561520361868,D,E,E,-289.5429679110135,A,-33.97173823327503,E,B,C,E,0
36-50,B,-33.621790872891985,-36.58983631010747,166.65715212232845,-117.45943544774397,A,C,B,-90.84102824436216,D,125.19243175015231,B,E,E,B,1
65+,C,-19.69388758521367,63.3376151644084,-176.711034261934,22.308292544415455,D,B,B,21.09214958589237,D,-8.26055690691894,B,E,C,C,1
65+,E,-54.15016333380399,73.52711164474671,-113.2949329606771,-27.540385843255084,D,A,B,65.9927081990749,D,1.085080124816978,B,D,E,A,1
18-25,E,152.35454907677973,-76.5198061091333,-3.8169949842152335,17.09299748201121,E,A,C,-7.608595087302016,B,25.287674678849548,B,C,C,B,1
18-25,A,-120.50246088171328,149.53962300802593,-7.843182593015979,-69.44696900735217,B,B,B,-47.163616206702635,A,97.46522645558534,E,A,A,D,1
18-25,C,61.44535839463919,-93.06434325441248,-81.74383588720666,104.74683560695333,C,B,D,14.901353809067919,A,84.01569013599676,D,B,B,D,0
26-35,E,28.105391607060636,-48.45976617358906,-123.10807610741594,-10.168923844554762,C,C,E,100.24192826036828,C,46.87300193953924,A,E,A,A,1
65+,C,51.22899315687772,-69.54085744396271,-125.72958360709907,-97.30483703517916,B,E,C,71.57061576438086,B,-34.50056778485493,A,E,D,B,0
65+,B,48.20221240952511,59.69855398972709,103.60286140713598,35.20161629376767,B,B,C,-234.47663579353923,E,-15.936384332948517,B,B,B,B,1
65+,B,-40.21274094526544,-48.3267054070651,23.607459569569723,-60.032955762225384,B,A,A,30.75634090194338,A,-117.42847330470958,E,B,B,A,1
65+,E,-107.6101234937403,114.89315585342177,66.92481948942387,84.99682921558444,D,A,D,5.156294572011911,D,2.1968174424955484,D,B,B,E,1
18-25,C,-2.5916352156174316,50.53980965041418,43.92617635901495,24.897084138824635,A,D,E,93.24744169329162,C,-139.16203763448135,E,C,C,D,1
18-25,D,-166.5309663221964,189.70315683021948,189.98945470238604,-18.555031414603032,A,B,B,11.825196245598189,A,200.25332419671736,E,C,C,A,0
65+,A,-62.7280937233129,-5.942012756210688,92.38377037992177,-108.4145339936858,E,C,C,-6.329557625535919,D,-81.74374504375245,D,B,A,E,0
36-50,D,91.41695486242419,-161.50768724867135,-10.619850710690653,105.0070762868826,C,B,C,85.28061342379588,A,28.450691802723483,A,E,D,C,0
65+,D,-57.65951542937303,-138.28075108796793,101.37622620628015,143.2409011044485,C,B,A,-145.34299353681294,C,3.5257465834535955,D,C,B,E,0
36-50,E,-128.02565610247697,74.58137574986165,63.49863340688692,97.7764421894417,C,D,D,129.1959410916073,D,95.83228468144972,E,A,E,B,1
26-35,C,-24.648537026312763,-173.30265165131792,19.28543871990262,-161.3051404300363,C,B,A,-12.637097236608566,A,-106.58990118380855,B,E,B,E,0
36-50,B,11.672000073485433,32.34158790256333,-26.51276499058277,-90.39285701984218,B,E,C,150.6014017246921,D,-93.41548933407239,A,A,E,D,1
65+,B,53.40244456415094,69.15984788183108,-201.8225731508273,-188.64432536305742,D,A,D,-1.1550600181928832,E,-73.22051570448473,C,C,D,C,1
51-65,E,-133.49140424303206,64.59392964124456,-53.71383108368237,-23.75645816896391,A,D,B,-16.191659026342126,D,-224.225739957501,A,E,A,B,1
36-50,B,6.382629429038156,70.27067601353933,46.176663825633746,-13.840918603759537,E,A,D,136.0586877570715,C,-53.21726953399756,A,C,A,C,0
18-25,C,102.84582831715095,-129.74194421299538,-161.86538524281968,-34.52466841964342,B,C,E,111.5330068429119,A,52.071927973387,E,C,A,E,0
65+,A,99.74396850141599,47.11130149536304,-149.33871391532372,67.14971995359659,A,D,B,-52.54970883610817,D,-140.28556567946907,E,E,A,C,0
26-35,D,43.95246686767671,30.513825040945957,270.0845211203973,-39.51711837823729,A,D,D,95.94386179186667,C,-56.80259926998428,D,D,A,B,0
26-35,E,-12.167570783228655,-211.16194264967478,193.2107888750435,35.951980219464986,D,B,E,-77.00810876348987,A,-56.975376802556234,E,C,B,A,0
26-35,A,-69.98964515357224,-49.01286356480031,-249.68359983650407,13.788695818859726,B,A,A,-38.00164162579106,D,17.8997729823662,D,A,B,B,0
26-35,D,-92.33576646820303,-184.7689472295833,106.6830914814622,-3.1000471877786864,B,B,A,-43.07240070457326,E,-158.00265739236957,B,D,E,E,0
51-65,E,98.72661486561961,33.79143269105159,-126.37171984214146,-120.02827055691321,B,C,C,47.545967029235634,B,0.9874745113693125,B,C,E,E,0
36-50,C,132.1797526248017,-48.40748084482427,119.01806577936253,28.9682610528592,E,A,A,-74.08496815989105,E,-140.375385891643,D,E,E,D,1
36-50,A,-65.68989590945901,-7.110169632956259,-133.26662513029203,12.804380658751777,D,B,E,62.229956572035796,D,-153.3842934406612,C,C,C,C,0
