sexual_orientation,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Homosexual,Widowed,45.1219766315891,90.44673857275815,-64.72034902924743,93.36046103666563,D,-80.3653807055499,A,2.2202967921167884,-180.27407120201394,C,E,0
Other,Widowed,-89.51857586718698,-111.53369585630027,-36.946057284119,-78.89725351618456,E,-55.33515054445033,E,-28.546518068088766,63.7525948557267,D,B,0
Bisexual,Single,-342.1336763280326,-184.16482693842718,36.16993497284562,111.9478608962007,E,-20.709677024665947,B,-10.894556071303416,80.22647330079782,B,C,0
Heterosexual,Divorced,93.34775557065512,-109.40396406598163,-8.962697724497062,147.3562551599463,E,-208.7319558771071,E,-94.52466590382362,-132.44883179626908,A,C,1
Heterosexual,Married,-76.54252450472823,106.3005964912895,73.38841006776057,109.41600084931518,D,170.39175554884346,C,78.8911677674968,40.58852321421249,B,D,1
Heterosexual,Widowed,148.55304612404797,-80.07774343465299,47.13292823239816,-84.34820623059419,C,-53.776353361630626,B,-52.58140685852106,83.78482965943704,C,C,0
Other,Divorced,43.80526406336831,-92.71883356566961,-97.07896325899536,-187.346896568442,C,-4.251530652362539,B,108.77406287296733,-76.45032658215628,D,A,0
Bisexual,Married,74.76263284639589,-167.70341588923785,-17.05502882120777,-178.95089098094422,B,178.01014000477633,E,48.33789204306052,-230.24205821104297,B,E,0
Homosexual,Widowed,92.16900408297916,239.1499977736347,-53.31682026791542,-88.50238672526484,B,-20.252065467149965,C,-111.91043269528427,-75.02731330084241,E,C,1
Bisexual,Married,107.55522138098326,-181.94622439347162,84.31816073427287,22.547511018049704,B,22.28136763547938,E,41.45957608734175,106.95436853941465,D,E,1
Bisexual,Married,33.04973833991929,-53.1217071292583,45.87988363883003,12.709437749878171,C,-87.0653616021831,C,27.039761199826867,-128.8276885163468,D,B,1
Homosexual,Married,74.38271210674128,119.62266812312386,63.608748362293056,45.5460211269347,C,32.479244070448054,E,39.65909093802761,-83.64716817568791,D,A,0
Heterosexual,Single,-40.715757899095564,-27.010342982055562,-39.99400359778579,36.20101083621806,C,-180.12409772180987,E,5.109504279579218,168.3752124371438,D,A,1
Bisexual,Widowed,-190.4416664548548,-78.90917548868957,-85.46053012557748,76.12403794239718,B,-17.61902481940263,C,78.75136958710533,-72.93855646202701,B,D,0
Heterosexual,Single,-69.78315443821141,104.71771777531889,-201.56324104300776,-108.94390055645809,C,-88.90148531583655,D,104.24913271278386,111.37037303313866,D,D,1
Homosexual,Divorced,-109.77818352409663,0.5857790083449562,27.414190421444832,-70.99198715543972,C,-98.0830497780583,D,143.7992352211545,-96.30197087667626,C,E,1
Heterosexual,Married,-154.17727110612245,-30.219347356008953,162.5743824985294,40.37008943758812,E,-11.031331205359514,E,145.46939791946346,-115.86560247851692,A,D,0
Homosexual,Widowed,-17.051579538004916,177.71422557217872,-82.6908034454386,165.94967429290494,D,-97.21833175810553,B,1.4233929349684598,-59.312205926505754,C,A,1
Homosexual,Married,-10.212996870785844,-28.663901682220505,-8.137209850644082,70.97550951711652,B,94.8543427998985,C,-29.711791287664745,40.31662311778882,E,A,0
Bisexual,Divorced,73.74878755753348,38.354385220862675,50.74161086097425,-74.42216299555547,E,64.7002819318253,B,-5.17246275275948,-104.7812079155467,D,D,1
Other,Widowed,-42.03947454008624,-175.84452193673204,33.53328232519826,16.76815187332697,A,52.68831724872732,C,-6.003135579374079,-70.81915417462672,A,C,0
Bisexual,Divorced,-188.55653126002085,-71.85415313585057,23.407007246896285,77.8379470224678,C,106.42222624358692,A,185.54856189263745,19.71675840988557,E,C,1
Other,Widowed,-39.39273994891377,46.4738769243975,-82.17781808182896,37.66426018379082,E,-139.82460553247958,C,-15.02809475927864,-162.56391544667224,A,D,0
Other,Divorced,-154.1334231240617,-53.82087723288691,-100.19305497773684,-48.21549242407512,B,141.02475830404833,B,-108.4890057724618,-110.28926682749119,D,D,1
Heterosexual,Married,-169.01104656994698,130.03181060934185,0.4273201010429393,16.57660251144334,D,49.4500372651017,C,-36.759354013136,-84.06933903400788,C,D,0
Homosexual,Married,-120.6913413802322,110.4579209649343,-18.798935698454684,21.948512120542407,E,37.97742409021133,B,-22.55450998432066,-73.28742332880212,C,C,0
Bisexual,Single,-76.2202934929406,-41.34673706671831,-19.72228174414803,-52.07757900386134,C,-227.262046423583,C,-67.01647750977227,53.96715923692692,E,A,1
Bisexual,Divorced,119.311804351547,-125.04529086135227,-182.01675766984462,88.5533290125311,E,10.815735962462657,D,-182.01174639398957,10.332152145967871,A,E,1
Bisexual,Divorced,-199.38679327803393,-112.88085911194543,-177.09636594399328,-57.341885814060745,E,92.95611916266509,B,140.56292966542387,-107.45115459919002,C,B,1
Other,Divorced,-74.77386941010991,-120.86856649545558,-28.535150537029665,-16.78751259576134,A,64.10321990612992,A,-60.39285057325275,-67.12795130559286,A,E,1
Other,Married,-45.22242131816794,8.2265386859043,99.2762651815589,-31.202429933624405,A,-222.33972742179935,C,101.88942309077859,85.72997549594609,C,D,1
Heterosexual,Widowed,62.727581266594356,67.33449706222243,210.2652434375902,45.4868609208185,E,-64.43572884007985,A,-69.74704813162799,-42.33210359686528,A,C,0
Bisexual,Widowed,-73.45289638820925,-108.0368460699612,-177.24974367871602,-193.09853138662774,C,-37.231964368313164,D,54.418904201233545,-173.71043549622408,A,A,0
Other,Married,61.05628720460161,155.65720608861045,68.11764855004297,59.90756394177183,D,-15.535702116299973,D,-27.955682768692782,-79.60401814060258,D,C,0
Bisexual,Widowed,102.6362666888457,175.0063011127137,60.498221003768904,-140.29794255569158,C,-136.60745988778788,E,-62.7626366314704,-171.30987918737804,D,E,1
Heterosexual,Divorced,51.26546527203216,-4.803467862187069,-8.300979678931194,115.62783156413892,C,-36.03476096885822,C,103.29688603317668,82.33300910068357,D,C,1
Homosexual,Widowed,113.60962746567115,110.01111887177419,138.87755319863754,85.44071484835376,C,-110.66982015793975,C,84.2051156443282,-14.434553926045467,D,C,0
Heterosexual,Married,-93.56422598414325,60.8004204244076,-81.79044260677863,108.42968767666856,B,20.737037483872644,A,-119.13289540046001,68.91611511206706,A,C,0
Heterosexual,Divorced,-6.489188540716551,31.48048867800885,122.34443704379734,46.491910650744586,D,30.373438998517667,D,1.1571315088075036,32.80645412203386,B,A,0
Bisexual,Married,71.1945940923356,-86.0868221570108,81.60119431500185,-30.269169955167374,C,56.12548328324149,D,62.92409469999004,12.407724486970167,E,D,1
Homosexual,Single,138.48698429718272,28.104138429269852,-85.01849891839692,77.66272606840216,D,85.34784386684572,E,184.8934251408402,2.2893736962599904,B,D,0
Heterosexual,Widowed,-296.5801335757766,268.8648967087814,11.973651801760504,98.87762028631919,B,-113.79426580693304,A,-53.18002060558956,-38.304389074380026,D,D,0
Other,Single,142.38038763255477,-90.38463081049461,181.68233958750284,-228.25355188622493,C,-40.87860317751058,B,-180.74548840590347,64.21895232948917,B,B,0
Homosexual,Divorced,-122.21848356746858,-29.00133284459967,94.99657197451589,102.84051131632587,C,-69.99944241687427,B,163.4962860879443,55.56570676134919,E,D,0
Other,Married,238.58824613357933,41.44071357659674,-17.776571341996746,-19.065488861441928,E,23.704296136770857,C,59.702592486540816,164.38431511465933,B,B,1
Heterosexual,Divorced,1.1303571177039875,92.94568146149375,88.42693294359795,-86.75347285650594,C,-88.38402710545054,E,-214.76955347882156,73.15203747655646,C,D,1
Homosexual,Divorced,87.86753879688828,-99.92704350118777,-65.35594995477287,94.16933949238452,C,-97.11846634561411,A,18.88264940787747,7.677062004534249,B,D,0
Other,Single,36.251965010294036,-74.23873679371066,127.80065935699396,-321.4450148566171,B,-126.17303128385555,C,58.687537825732015,-93.69021939640852,D,A,0
Homosexual,Single,156.93910501864764,123.71271264771717,18.942439831927068,146.33312224000093,B,63.26195753124188,A,-50.92756541236848,15.106168003468623,C,C,1
Homosexual,Married,-42.15248938874695,-49.42773916824616,-26.142480110714413,-33.65583928113535,A,-7.162649234242559,D,1.6526944534010353,-29.932991553911737,A,E,0
Bisexual,Divorced,-78.05360346158017,-264.946983350287,-19.950202275132646,64.72297656706809,B,149.94874235261256,D,-132.79677938441208,-36.46653297400479,B,A,1
Bisexual,Widowed,39.46750345323416,-73.74105590383299,0.3508128789963885,-61.72361155440426,B,57.60145435738567,A,-112.45492457605562,66.31231643959235,E,E,1
Bisexual,Divorced,8.802762715509138,-4.1766945119726895,-30.181827166362464,2.3778984128500573,B,-60.08409677187301,E,40.43912385073298,221.73720823050252,E,A,1
Heterosexual,Widowed,-61.929288578410976,-31.48477314514291,97.02611903134701,76.86175678397737,B,-147.4850722663941,C,-24.807638876180217,-46.35530558273441,B,B,1
Heterosexual,Widowed,-160.82601979399408,-82.31352061031109,-18.722766793743855,54.359823824658825,D,-15.670050769986998,A,-28.718165793382738,-99.45865561537379,C,E,0
Heterosexual,Single,218.43908041724532,-38.50130346452734,-129.73333568866673,-96.99686517785614,B,-20.650813940621006,B,82.84363239007317,109.00766978309646,B,E,0
Heterosexual,Single,-26.882639678660926,20.343504574413696,-33.97275967276126,136.46946407657572,E,144.9092424282958,D,-17.371307126588373,-21.7299177783651,C,E,1
Homosexual,Divorced,137.2051029060529,105.72329733311301,60.410527814154705,-23.192149062997835,B,25.49898420260368,D,51.72550506972051,-53.91207900645549,E,B,1
Heterosexual,Divorced,226.04427986279774,-79.15518278489338,-116.53024247147323,-121.1110971881274,A,2.8687954313865527,C,-59.290671251326785,68.27071115960754,C,A,1
Heterosexual,Widowed,-28.661081699880718,93.09057372991947,144.27402613824242,67.39921072991154,C,202.72739761429412,D,73.7263597446723,-176.09595825783643,C,C,1
Other,Single,48.19181168502776,-116.19705169870078,-21.953430291206338,-20.570016002914805,A,102.20556869907232,C,112.23305074692051,38.3306357009292,D,A,1
Heterosexual,Married,-11.77442823898242,-69.90862638797005,-14.185216444138868,-4.76995230260113,C,-36.90790462105342,D,167.3515476237077,76.19935391170105,C,B,1
Bisexual,Single,-51.07311390015818,62.075154660075825,41.56026950707513,-76.40518211433364,E,-140.83641338550308,A,-104.12321624616825,-75.73663201093407,E,A,0
Heterosexual,Single,-70.38048024885826,67.39541409616065,30.47883394479769,-98.16157357063065,D,-119.96173032195077,B,-37.276347199171035,-41.43172839819559,D,E,1
Other,Single,53.63244425457285,62.45113142667302,-129.12424730862116,21.311942672639365,E,-72.34530930731421,E,253.8275594755189,7.949027774033106,D,E,1
Bisexual,Divorced,-37.452491469707155,-133.2888490719137,118.2813607720761,139.7555523379318,A,35.24697421448321,D,176.94336191902596,145.80035917322664,E,D,1
Other,Married,-3.165270426825421,148.6467206846239,-43.980785115358515,51.52854244921519,C,-111.09292405559023,E,55.427373920405074,77.12426632955827,A,D,0
Bisexual,Single,123.68035496177218,176.4630935374517,13.578912103077856,110.48531891605822,B,164.6920608396703,A,-32.59536095778771,-87.96455141096028,E,E,0
Bisexual,Married,90.8845133414831,73.49523621687602,-43.40009267014429,44.25613469580732,B,-5.44973659544995,C,23.60371915535189,53.3997255149647,E,B,0
Heterosexual,Married,-56.237491182186936,56.99690121147848,-41.242558402030866,82.97855978585493,E,-14.227246792481212,B,-31.948589854425673,-63.011696857959535,A,C,0
Heterosexual,Widowed,57.879154569415526,-27.346482533233306,-159.72249982213646,85.3980693004214,B,40.72634760787051,D,-101.09574947511015,16.771853396105016,D,A,1
Other,Married,113.03432111956728,-45.57469642662583,244.77076765690117,142.55034675095547,D,65.46380639897401,A,-111.19960740555518,91.6731276597612,E,D,0
Bisexual,Widowed,89.05997930822424,-61.93077662747078,51.32047508372097,156.63167826748537,A,48.10786696222167,C,-87.94795361177653,82.30359103567424,A,E,0
Homosexual,Single,-134.33486626554472,25.601897224259883,-214.15216065809935,-55.25897774602878,E,-161.69327267413658,B,-26.310042284847075,-28.44939377437213,D,A,1
Homosexual,Single,63.55618576153812,-31.680790654004337,36.39746016758053,39.155039380041316,E,35.63845438661838,B,-3.692431049166414,-184.1816372306299,D,D,0
Bisexual,Divorced,82.8712287221621,13.406245258087871,173.2374633468938,-11.006245031241411,B,19.828368059082862,B,-86.09039646839224,61.45559271406872,D,B,1
Homosexual,Divorced,130.28854474788182,125.32729664197797,-155.96440320646997,88.51708775716926,D,84.0861770144821,B,-53.55334397355435,31.20515113437035,E,A,0
Heterosexual,Married,195.0103560588613,12.0234662386709,125.32416060860159,-69.1413331816384,B,-116.98828464513986,A,48.06007800361718,159.64006826235791,C,D,1
Other,Divorced,-39.730534955967315,-93.8780182684078,-42.05852947578135,-10.358594223082187,D,30.723004662292137,A,140.1979968687461,128.56981144099393,C,B,1
Bisexual,Married,74.77098747394513,-187.86559643927427,46.049577256104556,-41.235205930870876,A,52.99422661742887,C,-82.26346148006692,92.41896913447312,D,D,1
Heterosexual,Married,-42.08033029388177,-107.70844459594997,-38.32345638461822,33.71840504159266,A,-49.2283718762539,A,-18.185869798588786,-155.55543157504584,E,A,0
Homosexual,Divorced,-1.3562882422686096,-61.514410857532944,-105.23092227686641,98.49714115871883,D,-143.8803489387152,D,-134.21878914604292,-78.65959500332418,C,B,1
Other,Widowed,16.789389696395602,24.414703782598522,97.49559856090728,-48.80877193108594,B,102.86441759322184,B,-154.2469830825472,90.96657302322558,D,C,0
Homosexual,Divorced,140.5852948367978,146.72985277203628,-146.27891645498443,-181.3380089124929,E,-65.9231780752996,A,-105.79161948873134,-94.44548992889324,E,D,0
Bisexual,Single,76.66589861728404,69.30294381437865,4.1455578503267425,40.158465388813724,C,91.20108081705311,E,-43.99546261915547,48.60718913479678,E,D,1
Heterosexual,Divorced,-55.9876461531529,236.79044523453098,-61.14221119902091,-41.23992805095769,C,52.179169042192996,B,-80.93701524073437,63.38235289651395,D,A,1
Heterosexual,Married,17.925200796235686,-10.331632843721527,-229.09467854375288,31.847277829701127,E,-195.5860380695085,C,-80.53568781167834,0.38697663067395127,C,C,1
Homosexual,Single,13.900488014318887,80.15529424389027,-34.19214787050805,143.30324217149115,D,48.15932124058207,A,136.9896504809553,-44.911748194654685,B,C,0
Other,Single,-1.6290059925289906,-16.144757732420956,-5.505907539560288,11.87410362444996,C,-12.993454094959365,B,-221.37365586655497,-49.76118773139185,E,C,0
Homosexual,Married,-112.77844348299959,120.0681903355289,-93.23057358071623,-27.098496981983956,C,49.90656160146204,E,-26.0159265867941,28.851824540210163,C,B,0
Bisexual,Married,27.274604300927326,-94.64559235928249,-57.15760874495482,0.8848615478194133,E,77.78433843705255,D,-79.8280674640057,66.79937096604158,D,D,0
Other,Single,69.0480072923225,-86.67453343054285,158.59292546389327,-29.43160092837433,D,45.06847897578387,B,-83.11239290092456,73.6291074140423,E,A,1
Bisexual,Divorced,32.53853435883426,-119.3264513231739,-191.46836052887,193.28677555644344,D,-1.0646713779643384,A,-176.60267884934203,22.9415393350962,C,E,0
Homosexual,Married,2.88192755577911,-24.508090358826664,74.60158086814583,-101.76727190484365,B,1.5506166610549958,A,5.152393085514652,4.135876823945571,E,E,0
Heterosexual,Divorced,5.200180671551298,40.46366091510342,63.972709072377974,7.593100698591937,C,-66.16334964743515,C,165.86940546905075,-73.107864630324,D,A,1
Heterosexual,Married,105.09335768985954,-17.32615383763386,17.978598697224214,7.651514666921257,A,-147.30115923666227,B,305.40217793618825,-0.7985620702228117,D,A,1
Homosexual,Married,-26.741162318790547,-158.47228889530314,-38.19909189024245,58.684869568204135,B,29.348479796688697,D,46.07053044836918,-107.07552636391785,E,E,1
Homosexual,Single,156.84389431011897,-36.09613390397159,9.057774833224688,-95.4050448273494,E,124.41120747124448,C,-75.93015770920023,76.6796835311802,C,C,1
Heterosexual,Married,-18.850639260278097,137.87980813684945,-131.52077398484857,90.27715660891035,D,-14.611295408812158,B,81.63126059337678,-131.60739896666308,A,A,0
Homosexual,Single,15.784282541464817,-45.282744075469324,-115.2024937752482,-33.867776726654256,C,86.73464691673993,A,104.9315799996341,-85.69070851967517,D,B,1
Homosexual,Married,-196.3085758288023,148.02011589759,-54.80097257363584,49.759690905616175,D,50.455206061738814,C,94.46515793859916,175.42074498976578,C,B,0
Other,Married,262.8412907447977,-78.3456438805553,54.6741902809399,-109.45094857905451,E,-95.2368931716053,E,132.09010733596517,-224.6325337256525,A,A,0
Heterosexual,Single,-30.941070447464934,-1.5791064735254712,45.037832662082195,-76.96517357131306,E,-13.88127392273066,E,112.12099882738585,190.05940124246973,D,B,0
Homosexual,Single,10.547540288222706,-4.109791642974302,23.14642822965712,32.6351562502348,C,-74.64266616191065,A,29.575158501228056,138.82901991700714,E,D,1
Homosexual,Married,-23.22618515388123,3.8027358228463974,-15.515546674702255,11.774595831891265,C,-34.72246740703026,E,-191.32244500431378,-96.24666442982083,A,C,0
Bisexual,Married,-99.99940443417287,-88.5324224127268,116.76337386223763,-36.610641435304565,C,-91.92192187896175,A,25.89887081632975,-73.80909644667665,B,C,1
Heterosexual,Divorced,118.57255517723844,90.74566026883063,212.20335869159754,-123.0791951284218,A,54.82169483311036,D,106.55049683345472,31.37954273961675,C,E,0
Homosexual,Divorced,8.359836811660458,-62.88967017694475,-11.687303664887411,-58.95969126003408,E,-20.18163364392144,E,-302.70024405672075,-90.82319904959552,C,D,0
Bisexual,Married,-108.7489855981165,113.55619074242264,-106.15979192741376,164.38092536278307,B,-122.83921809202825,A,238.8869927270278,-16.216630382283224,C,C,1
Bisexual,Single,74.05565711640821,74.18959831380069,-11.999169557774993,129.09893512171274,E,63.200166160774415,D,-22.96687429091909,76.04206332830478,E,B,1
Bisexual,Divorced,95.54014053354464,-170.75078843364815,-28.679936918337834,-30.079245607873716,D,79.69493986629092,D,-75.88611000441412,139.42673339264402,B,E,0
Heterosexual,Single,98.47608864546405,52.477501908728875,140.55712432926762,-13.336105863422057,B,20.73426833772499,E,1.9812598314598486,98.60942930007721,B,D,0
Heterosexual,Single,-14.33200676863596,-82.79124196947359,-100.89778616087463,83.49965943637298,B,-101.36260669507924,C,76.92860231161791,-64.78054159038163,E,B,0
Bisexual,Married,45.984093035755016,-116.74256896552633,99.12450612710713,141.3150771033668,A,-85.7570138220174,A,92.85280678039108,-44.98974141121122,E,C,1
Homosexual,Single,205.01681869878735,-26.592062108507047,8.598010503127384,177.02029062685511,A,-151.61350622816272,B,27.027552601616755,-139.5106742763977,C,D,1
Bisexual,Single,72.8911469638609,121.66055130267841,-93.06375656452317,26.389829412411853,C,-131.73054376441127,D,40.16198380335362,20.905053949287677,D,E,1
Homosexual,Single,-123.73913808755552,-203.44744806266797,85.86088296741865,38.02786025432418,A,115.58728578918742,C,-65.71978975875037,45.31450463403953,E,C,1
Heterosexual,Widowed,-83.51476872279994,35.992239660907266,35.183632716881526,72.41520853667622,C,138.64465411913827,C,-56.55837403423302,65.42073031689927,E,E,1
Homosexual,Married,61.253700746696346,119.18769392355337,-36.833704142081544,71.48718315644331,C,-28.249956286110034,D,145.88270936420372,101.8986435472452,A,E,1
Homosexual,Single,-156.83095598016445,41.046972944184965,-52.10695436697228,-65.23881226613865,E,-41.221118464353644,B,137.48828391788552,-62.62667048590016,A,A,1
Heterosexual,Divorced,-83.42843953766022,-21.837754791884116,29.2651220220852,41.24940997269768,C,67.08367847911926,D,27.579968104625024,173.2371966054069,E,E,0
Other,Widowed,-115.35014457028532,-76.5291747187816,-30.02859943374223,-97.18733919026236,C,-73.64884430970704,B,-14.795548925178384,132.5833932490709,B,A,0
Homosexual,Married,-43.350283837099326,10.678472716683128,-150.9660320703318,-87.02710718912276,B,-41.25641751302373,D,8.7051972753777,40.756689005062775,C,A,1
Heterosexual,Widowed,72.18077547614052,223.26931785860924,-0.5087530247788267,10.9598093785316,D,-143.9208809959229,D,-1.49222831179052,-56.54738478706535,A,E,1
Bisexual,Single,-37.60132755395014,70.15017954497948,105.31307826104997,92.89819742788347,C,-79.07699147124238,E,-19.01896043801465,-9.95680515496648,D,A,1
Heterosexual,Widowed,260.8302305566921,103.2069609534039,-18.903965347638295,140.2549537998284,D,93.51650937998694,B,175.2317649745834,-110.43215427047537,C,D,1
Homosexual,Widowed,33.916363989124456,0.5107165457469802,200.22295592533484,-36.13976403957263,A,201.83353525886147,A,73.13861623503978,-120.43702137411643,C,A,1
Other,Married,29.18720313485648,120.24905039320232,-95.1141816428347,94.62414892916487,C,-140.48237653742595,C,179.22510019473057,-129.9821530846044,A,D,0
Other,Divorced,-178.78610743839573,72.06697815304335,154.2630476417466,26.169391296760026,E,48.4818988269562,E,-60.01142604111117,68.43008047199014,D,D,1
Homosexual,Married,-43.329537746661764,53.49077538363881,-57.98448577621262,91.38917902579645,D,11.054269428011995,C,-27.63448204199253,78.84550504949831,A,B,1
Bisexual,Married,21.439549995572584,84.51592332222609,39.35685761559083,5.811364923787314,D,34.611532408397416,A,44.9182017938367,-75.66565663126032,C,D,0
Bisexual,Single,113.63796175762808,17.67691781179696,25.18304264411263,147.2666182467742,A,168.8085433275748,C,-73.9794450072458,113.0393583551494,C,B,1
Bisexual,Divorced,-77.33476746531511,-13.330662638032553,-50.665078617587426,-57.03284715182383,B,46.53168657189773,D,123.08156187513588,-277.86259770383947,E,B,0
Heterosexual,Widowed,-36.91685188219379,17.04210416834815,36.165127516589415,153.6407492454743,E,110.99378945637962,B,-97.80785103473418,-9.583327525270851,E,E,0
Heterosexual,Single,33.88245929686276,36.25895224979794,-98.50713638072878,-22.50035210768965,B,334.22201884236244,C,-146.01334603855457,69.11710969113446,A,A,0
Bisexual,Widowed,-28.663026536021192,35.75771875246909,-97.65300758675637,-12.309031781539009,A,160.99407980084726,B,-62.19591655331192,-112.40489021700397,C,C,0
Bisexual,Single,66.08523994302696,75.84930636906357,23.36795537032493,-151.96898981476593,B,83.17496095775094,E,-47.98051444542687,134.37582140658634,D,A,1
Homosexual,Married,106.84846634008265,-59.68831383463967,46.535297581941585,26.003813966148776,B,-77.18088791922675,A,37.60065131562266,82.91093673045403,A,C,1
Homosexual,Divorced,136.3582071220325,70.82599933775221,179.67780753647858,-29.224606716818798,E,61.07000177564953,A,123.66840642822332,-15.623890463452431,A,D,0
Bisexual,Divorced,35.308328917251615,-34.75369786673931,39.889455659904655,56.472241603070685,C,-112.68466864062876,C,94.96680487651443,64.6950771039612,D,C,0
Bisexual,Widowed,-65.95402439010066,88.13354564195858,-43.65929320511541,-68.90751945144078,A,197.09947741538667,C,-134.00429322319968,141.82136161119578,D,E,0
Bisexual,Widowed,96.706988444351,72.33642114660547,-86.80657478343689,74.37358955981098,A,11.903803943481652,A,62.21639329933364,9.84723528777921,C,C,1
Other,Divorced,4.241453151242134,32.11237132012002,43.48143197383544,-33.752106654281555,C,101.57973956560585,A,-94.32120924807771,9.419721364026978,C,E,1
Other,Married,-112.28017245521076,-18.379844578059174,81.10647244331467,19.051218513793437,B,-38.59447494878591,C,39.621574782105704,-201.14192732347297,D,A,1
Other,Widowed,86.91788876265363,123.66039739345618,-14.644951770717295,77.09515733136729,E,19.2475595412077,C,-16.5222512366484,-19.736791536383496,B,E,0
Other,Married,-95.45474927757918,-182.82919658478977,70.00461238039959,-101.26806715645822,C,164.31715888223593,E,5.910881317694448,31.2933000988949,E,B,1
Homosexual,Widowed,40.76783681514926,-6.81362629254559,-175.6640556820136,61.52374018235163,A,-96.56087159205987,C,-69.31262958185842,-106.95359258045995,E,C,0
Heterosexual,Single,156.55890725848064,-156.7515804787606,36.93821795554123,87.8980129213795,A,22.359582226071932,E,-69.08705296734003,40.55607441030736,C,E,1
Homosexual,Single,-5.560846686273474,-117.344021429226,190.11962241442427,154.9942634594598,C,-17.995623553867805,A,-17.710628278368855,68.76931793263597,C,E,0
Heterosexual,Married,150.91451842305042,193.89115489958638,-16.706894136061297,197.75207620665242,D,-71.40038789948451,E,59.197183691090295,3.830413599297755,E,A,0
Heterosexual,Single,-100.3328298853423,35.76795427679462,-3.8143750674467625,-68.633474387454,E,41.50312692402102,B,-68.4877237662942,-53.93257850037813,A,B,1
Heterosexual,Divorced,-190.18633821889821,163.57453038008683,38.58495780304026,152.00411446591258,B,-33.29891643681477,A,20.585897522855827,-67.67151584669995,C,D,1
Bisexual,Married,-88.2006832590231,109.5872699067251,101.79886001704826,87.09774221525687,B,-67.2074074913545,B,71.62831731492396,82.29701969092514,E,A,1
Bisexual,Divorced,186.02593621915352,-41.128933574604595,48.52902381234277,39.28074690619645,A,-52.66589571109114,D,-78.49420697377995,117.38206113070663,B,E,1
Homosexual,Single,8.656000385251671,51.79905782559747,-215.8571729951515,-86.21768963301737,C,-16.48603013175212,B,83.41906540516865,167.16371109025752,D,C,1
Other,Widowed,36.432306596635904,-61.39923036751568,74.53462138017356,23.4423654902383,A,62.41596882408136,A,94.90338652206493,-70.6954585999458,B,A,1
Bisexual,Single,-122.56086498341261,-62.09190460831414,-9.852889759820792,-55.261927016805245,A,126.23409422448948,E,16.128708498720396,32.79351180044034,A,C,0
Other,Widowed,171.23478298126702,122.57624694923044,82.17884827649638,95.56459269657073,C,8.953576849132249,C,73.44076539012701,16.868371964827777,A,D,1
