handicap,Race,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Yes,Asian,Bisexual,-10.730554320836307,-183.19905569134718,D,B,73.25862500770228,27.187288447807866,C,E,0
Both,White,Bisexual,-90.92310218751145,-53.42783254356307,B,C,-202.58662950864047,116.71487443261354,D,D,0
Physical,White,Homosexual,14.164900597820887,50.150764785007574,C,D,-68.93219656334134,22.827675769263756,B,B,1
None,Hispanic,Bisexual,279.60713921751943,-70.87771554368783,B,E,111.23519943646103,111.68256174782532,E,D,1
No,Hispanic,Homosexual,13.355920590635517,-65.63718063834435,C,C,90.80372080002562,-26.271898867540088,C,D,1
Mental,Asian,Homosexual,-64.56078099832314,196.99351708591712,D,E,-63.45075592246063,-46.962878680163804,E,B,0
Both,African American,Homosexual,16.160423092335012,-254.50004710236664,A,E,78.43597765882443,25.70268191024055,E,E,0
Mental,Black,Heterosexual,-41.871706794865496,64.6033268842704,D,B,-96.74954851834684,45.30574131307916,A,D,0
Yes,White,Homosexual,-32.78874243735583,-65.66806744500003,C,C,42.88202645512696,72.0643402731373,A,B,0
Both,White,Bisexual,31.058488305471638,-129.08917542915304,E,D,57.3421286975616,-106.86781286597109,C,B,0
Both,Black,Homosexual,134.90232501985994,34.461611655427056,B,C,128.57117012253323,-162.67395250546403,C,B,0
Yes,White,Homosexual,10.673964557868814,-45.7692769372129,C,C,55.5649317025547,-57.71874357548823,D,E,1
Yes,White,Homosexual,53.10979403423195,-81.60311423992428,D,C,-182.2960257466677,33.425004802407265,C,E,0
None,Other,Other,161.24483136246067,3.3356738032502187,C,A,39.120489828133856,75.64754260484486,E,D,0
No,Other,Homosexual,-129.9961790681485,-98.4107194233849,D,A,-13.131645128280905,124.25935839863398,D,C,1
None,African American,Homosexual,-23.849164861361174,57.01440766979191,E,A,-64.74905318162398,-98.22477973139621,D,E,0
Physical,Asian,Heterosexual,92.71187459752984,99.83469740278784,C,A,-167.03449126602345,153.94119624939637,C,B,1
Mental,Black,Bisexual,6.36603748692507,-135.73300770888883,B,B,-39.80871968107875,-38.844011916220644,B,A,0
Physical,White,Other,41.826728248407804,-12.970443630280768,E,B,133.66441815746458,-151.54346360466536,B,C,0
Both,Other,Other,-90.08109025611442,-233.29550926360295,B,E,42.56117763188439,-119.12373161336214,B,A,1
None,Hispanic,Heterosexual,-143.14391802691898,114.9857791518663,E,D,12.19090955664535,-132.17517224838232,D,E,1
Yes,Black,Homosexual,86.18364959093857,14.055784309684116,D,C,-1.211865518235635,23.618943219050983,B,D,1
None,African American,Other,3.1740481260615954,58.37083911113059,B,C,-20.861629907073574,92.9599107472811,C,B,1
Both,Black,Other,-77.99491272677366,9.548379833063283,B,A,-4.21663148907687,74.57956880670442,E,E,1
Yes,African American,Homosexual,106.01681156742315,112.82941620985679,C,D,-62.63439260982594,-54.42171473288526,B,A,1
Physical,African American,Homosexual,-233.21752434797304,202.12341599935817,E,D,69.31929110687419,17.337539223719116,A,C,1
Physical,Black,Heterosexual,57.738225637612004,-127.53433495016905,B,B,-1.0307942875611589,-173.38030639706574,D,C,0
Yes,Hispanic,Homosexual,99.90949325355166,98.20373128919078,C,E,79.11524991428794,-103.23499580012603,C,A,0
None,African American,Other,-169.91635810747775,-121.49218693741379,A,A,-22.731914126330214,26.697043542686473,A,A,0
Both,Hispanic,Other,198.5696498274098,-42.6402808130258,B,B,2.9630103062376305,122.23102031535804,C,B,0
None,Black,Heterosexual,-135.2675211275045,-83.98094045362049,E,D,-144.15462396421864,164.16959104241326,C,D,1
None,Asian,Homosexual,34.3527366016203,25.413810279597897,C,C,103.979378027933,136.59913017428434,D,E,1
Physical,Other,Bisexual,-10.678128158997543,75.19032222386879,A,B,106.00531284230183,-107.75454206400097,D,A,0
Yes,African American,Bisexual,-118.63486371447125,-60.539854648873536,A,B,-246.8590270715405,-134.66161251706345,A,C,0
None,Black,Heterosexual,-12.14757715423938,-91.15858365913269,A,C,241.15843403975373,-4.227583810850464,C,B,1
Physical,White,Bisexual,153.75213598270318,9.555403090017771,E,A,-127.08536584007526,-88.1857491099009,D,D,1
Mental,African American,Bisexual,44.25318830666247,50.59421815355396,C,A,-45.05874483324183,71.13987050797053,A,E,0
Yes,Asian,Bisexual,-244.90458212248782,124.53337534028283,B,D,209.93563675372573,187.71634025881474,A,E,0
None,Other,Bisexual,-102.3724024192341,-55.54772309075372,C,C,-175.95030803779892,146.1229065779248,B,D,0
Both,Hispanic,Heterosexual,4.249177158459425,-114.25065316547894,A,C,33.41195039343347,-165.27019845052396,A,D,0
Mental,Hispanic,Other,-48.569988226672024,132.43171239734912,D,C,12.981399049602585,75.84517899260945,D,C,0
Mental,African American,Heterosexual,106.62880124995904,-51.02487268988533,D,A,-8.771134702351382,198.686953206758,C,D,0
Both,Hispanic,Bisexual,-132.75294267415404,-118.52381029879619,C,B,188.82123767057405,46.469052189956855,B,B,0
Mental,White,Other,-7.272536454083007,-17.48082953567135,C,C,-43.3530520284597,49.933884770011886,A,B,1
No,Other,Other,90.41103183025658,-19.635658739998068,E,B,26.42677387634475,34.42745513717438,E,B,1
Physical,Other,Heterosexual,-65.35942216217585,-112.11107579600848,A,E,-121.6858623600843,33.56147919565953,D,D,0
Physical,Asian,Heterosexual,19.28035539449186,10.9519254061137,B,B,-155.09640829460926,-9.33478898141407,A,B,1
Mental,White,Other,137.59537683631035,7.086806853853739,A,E,-22.60088940817905,12.170982589902987,C,A,1
Physical,Hispanic,Homosexual,37.333401978947144,85.55569595143531,D,D,110.81519608195676,-104.09844795717056,B,E,0
Yes,Other,Bisexual,-9.78665538611366,29.02855968993177,C,C,-1.5502981517207013,-60.97008988474403,D,E,0
No,African American,Bisexual,86.43477616061419,229.37977452369037,C,A,-34.035979736578284,125.0932037784225,A,D,1
Yes,Asian,Homosexual,-177.1565131187183,-7.123569262170472,D,E,-140.70075181554103,-65.19711027123134,D,B,1
No,Hispanic,Homosexual,146.11838740336523,-52.12415263518049,B,A,77.28893294751406,16.29975897240452,C,B,0
Physical,Asian,Other,-175.658731374942,-52.33456822297969,C,C,-105.56020275505131,-125.55777336463221,C,C,0
Both,African American,Homosexual,18.687408236252942,130.6053463851965,B,A,32.80009896543575,-0.5922556741343337,C,C,0
Physical,African American,Heterosexual,25.873454800932493,182.01274277919407,B,A,81.82282492933757,-131.03346898927768,C,D,0
No,White,Other,75.72290437686854,-175.3436925800399,A,C,47.86161452887415,41.81327820309196,D,C,1
Mental,Black,Homosexual,-77.88961028602913,111.61474671766456,C,D,-48.424300569597925,-33.57165218354988,B,D,0
Yes,Asian,Other,42.3623734979488,-53.23012038166806,A,B,61.00910821782165,-94.17163388663042,D,C,0
Both,Hispanic,Other,-122.49779857517389,-111.00017914503076,C,E,-47.832621520131454,97.10708042509623,A,B,0
Both,Asian,Bisexual,38.97360502639255,-50.064182067764264,E,E,78.04005654455044,-44.57402301364542,E,C,1
Mental,Black,Other,0.8821232826631369,0.6235150668139405,A,A,-28.933036363015557,-150.96667468588427,D,E,0
Mental,Asian,Bisexual,-82.28214960277215,23.55765293416276,B,E,-2.4632070804594703,172.96072843664254,D,B,1
None,Other,Bisexual,-54.66930085861933,-32.68187667948006,C,E,111.24215432948633,-45.371611920095454,C,A,1
None,Other,Heterosexual,-96.2915471152384,34.852897656168444,A,C,26.21152477057582,120.61338373251385,A,C,1
No,African American,Heterosexual,-69.46580833739218,64.87746705382253,A,C,-32.45880473441292,77.17166583226401,B,E,0
Mental,Black,Bisexual,-42.95680277649072,-6.932162956827352,E,B,-73.30411918183586,-123.7303466474227,D,C,0
Yes,Black,Homosexual,-48.3692681185561,13.520915465080934,A,C,69.93328218771644,30.371563482728693,E,E,1
Physical,Other,Heterosexual,121.68420793497641,-29.52636188697843,C,A,-37.59201657248052,-135.53202656414504,E,B,0
Mental,Hispanic,Other,8.105541755166152,-96.96964191165276,C,B,44.93632984558303,0.9202894414967525,B,A,0
None,Other,Heterosexual,8.25786679215791,-41.196546623908475,C,B,-31.641338176921032,-63.54414788804649,C,D,1
None,Asian,Other,23.911886213788204,-75.8170109781675,A,B,-113.4612552976043,64.88835781411446,B,C,0
None,African American,Heterosexual,13.668674306137959,-15.38427496550175,D,A,-182.58605038354327,106.76412330829467,A,D,0
Physical,White,Heterosexual,126.69736102092021,-19.502810847355686,E,D,168.2468177534757,60.337031617569146,E,A,0
Mental,Hispanic,Bisexual,-15.970208935334268,-152.3515159772481,A,B,95.93257683036437,176.687544926928,A,A,0
No,Asian,Bisexual,49.399196158016835,5.2761800951751745,E,A,52.453170822486115,77.16579250993759,E,D,0
Both,Black,Heterosexual,8.241778026181137,66.22870688901556,E,E,-249.24658978974188,148.79287711415986,A,C,0
Yes,African American,Homosexual,27.90398061301876,10.82082458399934,D,C,196.07904011985806,180.48800677558665,D,D,1
Yes,Asian,Homosexual,-119.65890150012106,-46.04289532245517,C,D,-139.53839224405354,-27.79472136151903,A,E,1
Mental,White,Other,-28.904424512939542,-72.20826376679315,D,A,24.13622754664478,32.345995464018415,D,D,0
Yes,Hispanic,Heterosexual,104.2556573371152,146.0601595450885,D,B,-26.44603403716849,3.4585925339190813,D,E,1
Yes,White,Heterosexual,-86.8182622392514,-33.95967659630649,B,C,-1.6122812645108693,-17.39962653458867,E,C,1
None,White,Bisexual,0.1637353125884635,153.7220884586945,D,B,38.9638330242552,-33.65859573352623,B,D,1
Yes,Other,Bisexual,90.43640776055119,-35.14918013250421,C,C,-13.105695603497011,136.17139079183133,A,A,1
Mental,Hispanic,Homosexual,13.035327873281544,-25.680698445947197,A,E,-43.15151601870402,-30.247859502244438,E,A,1
No,Black,Bisexual,41.4153962117432,-7.6137942592590715,B,E,-44.157168038672474,-13.136957156834011,A,B,0
Physical,White,Other,212.69435696125277,-168.74042530034123,B,D,-67.75975433237194,-120.22604635500898,C,A,1
Yes,Hispanic,Homosexual,-84.46341132295285,165.238517338165,B,E,-32.76762245668916,-105.66357528058903,E,D,1
None,Asian,Bisexual,25.512190338428532,0.8942818159781272,D,E,114.25155443673498,128.03776452302796,B,B,1
Mental,African American,Heterosexual,241.2696484354728,-1.7707219206829043,C,C,-94.082682215113,-169.82279659259626,B,E,1
Mental,Hispanic,Homosexual,14.332562766550849,100.21715395552182,D,E,275.60500734208114,36.467382598823924,A,C,0
Mental,African American,Heterosexual,-24.57501345516731,41.2612102062449,B,D,124.80912236282549,-11.743816751122711,B,B,1
No,Hispanic,Other,-110.28217930473943,14.310552451359232,C,D,15.39922716383094,-75.8834622250102,D,C,0
Yes,White,Bisexual,-70.62940871492381,-2.8535349521355573,B,C,26.20833292060617,177.0321507906408,C,E,1
Mental,White,Homosexual,-72.67717813756792,82.18411616866852,D,A,-45.70718802205825,23.173425358827345,D,A,0
Mental,Hispanic,Other,-93.13668545974949,-124.1828310304242,C,C,-105.5276389182664,-78.62079908703916,D,C,0
None,Other,Other,-103.49212145502993,112.30394216232837,E,C,10.15775058304924,12.125061753750579,B,E,1
Physical,Black,Other,-152.86346158260466,-75.05988231964179,B,E,-103.24240956946944,94.48198370297747,E,A,1
Physical,African American,Homosexual,7.6236106819806375,39.57051619613345,D,D,129.81907772866654,105.48486653402465,B,D,1
None,African American,Other,3.131284402542631,-66.80174272863158,C,C,24.280968732303574,12.295128515944674,C,E,1
Physical,Black,Other,-106.46068347244251,141.7495159880376,C,D,106.43343461874544,26.37359927888616,A,A,0
No,Hispanic,Heterosexual,-3.7995605403723767,-99.83313502006472,D,B,4.579664959717805,53.634334202588576,C,D,1
None,Hispanic,Homosexual,144.3106809901123,62.27927730020736,A,A,25.078332042317115,112.84160546090672,E,D,1
None,White,Homosexual,-38.850836820554406,-216.32471297075972,E,D,-60.561318040952294,-110.3603600699604,E,A,0
Mental,Asian,Bisexual,-63.985941649802115,140.24797754201623,B,B,64.33863554277721,-101.22612314193633,C,A,0
Physical,Hispanic,Heterosexual,83.90078011048128,-65.10624263616134,B,C,12.56815832833705,-64.4311240730128,C,E,0
Physical,Asian,Homosexual,111.75663580624853,-11.677963307327941,D,D,-87.91813196208093,35.36619348822055,E,E,0
Yes,African American,Other,-30.379689675290365,-104.67424322627868,E,E,23.638194173551888,-65.21809695615231,C,D,1
Yes,African American,Other,-77.9309001685006,66.4215551045448,A,C,-128.75073789980271,-128.10042791202986,E,B,1
Both,White,Other,8.969031937631893,-126.52004231329832,D,E,35.81857780789359,-50.8716705133648,D,E,0
No,African American,Heterosexual,-66.44065962412881,7.904981654269555,D,A,238.82784277318297,167.55947282141454,A,D,1
Mental,African American,Homosexual,-115.10080471631395,-84.44276195079901,E,D,103.09280912085639,-159.5566164472453,E,C,0
Both,Hispanic,Other,33.0937825306087,-123.24237968483133,B,C,165.58075681259558,-63.62360121343996,C,B,1
Yes,Other,Homosexual,97.65082257630691,-108.12304072787897,D,A,42.63526187526106,-25.565464886429545,A,A,0
Both,Black,Bisexual,-29.07729797510299,-162.4613090468907,B,C,144.5046380713969,110.44998960970625,A,E,1
Mental,Hispanic,Homosexual,22.33832923239106,-157.4219856485112,B,C,19.491212755317104,76.30300041989781,D,D,1
No,African American,Homosexual,17.595926440449084,-32.19808921078916,D,E,-84.4247082101927,-51.29905636935278,D,C,1
None,Other,Heterosexual,-54.90745663499189,111.03106205137982,A,B,55.65214499370422,33.70362612079936,C,B,1
Yes,White,Bisexual,-37.07111213635319,89.74763243305902,C,A,138.26631303837095,171.73051732961014,D,E,1
Yes,White,Heterosexual,-129.8343215469526,106.5968766946843,A,A,183.368574626952,91.9224356464458,A,E,1
Yes,Asian,Bisexual,-32.95300578292431,64.90645894348113,E,B,102.04463121340565,36.33951263211987,E,E,0
Both,Black,Other,-17.083541799369208,89.33991211697952,C,B,-27.010648307697487,37.93602990023957,A,A,1
None,White,Heterosexual,98.44825199865875,5.408793206906685,A,D,94.99697175297777,28.624852046813654,C,C,1
None,White,Heterosexual,32.321460139737106,-78.54660872483844,E,A,223.574236874479,-20.656768624520172,E,E,1
Yes,Black,Heterosexual,9.63713002869139,-126.92470937297153,D,B,-33.1675222206987,-178.47779969357688,A,D,0
None,African American,Other,28.597282865755137,81.61503648866575,D,B,-36.99196505477907,78.16268280007561,D,C,1
Both,African American,Heterosexual,3.304947991375816,-94.37570507556117,D,B,-7.7866044166224615,-45.09712366557708,D,E,1
Physical,White,Bisexual,-11.400736958853477,-62.125101810589555,B,A,-69.99028917903067,-2.3283944547007787,B,E,0
None,White,Heterosexual,-108.2625653308736,-61.436132086444125,C,A,140.57933697208,22.378977761558712,E,E,1
Both,African American,Bisexual,91.62722196998125,-66.83387181709438,D,A,156.19073789678376,34.161848156390626,C,B,1
None,Hispanic,Bisexual,-37.867403087177955,35.192147797264134,A,D,-10.190022898059192,60.12152886561775,E,D,1
Mental,Hispanic,Homosexual,-5.423049647161139,25.093159495267443,C,A,-6.506988504688007,-114.43608923400586,D,B,1
None,Asian,Bisexual,-161.47046633915667,-12.773509956805897,D,E,56.493523982269366,61.44969654273803,E,B,1
Yes,Hispanic,Bisexual,-129.036911458506,16.676389540835572,C,B,154.65813069725002,111.8921664248768,B,D,1
Both,Asian,Heterosexual,-40.27930594784245,96.60513385009523,C,E,-53.28789763950233,-94.0924499816872,E,E,0
Yes,Other,Bisexual,-31.714572889010466,-38.18553632273838,D,A,-115.44218710206677,59.44042173348322,A,D,0
Yes,African American,Homosexual,22.928007452459067,154.430769176157,A,C,-130.53759519200446,-0.5154974271012678,E,C,0
Yes,Other,Homosexual,4.817337923291466,-130.1875175396155,A,D,266.20791561431014,-36.13614134303983,D,E,0
No,African American,Other,-23.774854990822732,2.4565842359611834,E,B,80.27175415339278,-135.56914397042468,A,C,1
Physical,Hispanic,Heterosexual,-173.1287335284816,46.43080218631106,E,D,-161.4235592953005,-21.14567106082369,B,A,0
Both,Asian,Heterosexual,40.87081390028956,-143.0890900203557,E,A,-24.718206419354853,182.98895884195724,B,A,0
Mental,Other,Bisexual,50.97052895677354,56.48477271886215,C,A,-205.96344746738305,26.361273317801263,A,A,0
No,Asian,Homosexual,2.291413594795129,118.57072304968472,C,D,-198.55105418691852,-16.093564353409345,D,A,1
No,White,Homosexual,55.27684887588747,-129.73543005882797,D,D,1.4406916821103788,95.40551980022855,A,D,0
No,Asian,Heterosexual,-42.56355183856228,65.87967043327232,D,C,49.42818179287846,288.5302323262937,B,D,0
Physical,Asian,Other,108.82043897526896,-123.52438627507149,B,D,96.85498677151347,-17.606898211458166,D,A,0
Mental,Hispanic,Other,-53.30218892270027,-249.43112912756456,A,D,-29.143387733164257,69.59718530664082,D,D,1
None,Asian,Other,-123.14837885472181,26.11279350369586,E,C,-6.312571388439283,-209.08377673232707,D,C,1
Mental,Asian,Other,35.470366556043494,-200.1126731383619,E,E,62.40376985366905,202.7213808650797,C,C,0
No,Hispanic,Bisexual,204.07400909065467,-90.49912026269425,E,A,131.16282924521224,41.86328269878384,E,A,0
No,White,Homosexual,111.97465881069171,-17.176356953855002,C,D,104.37148530400727,-95.39195368888981,B,A,1
Physical,White,Homosexual,96.09131114068839,-121.98614183052139,D,B,22.02802899543909,-32.66087278025259,E,B,1
No,African American,Other,64.79120162884274,-92.61391394659555,C,A,10.527889661136518,98.10405952847192,B,B,0
Yes,Hispanic,Heterosexual,168.43246563170115,-51.3601522175247,B,C,55.23722366655517,-51.68226582504497,A,C,1
Both,White,Bisexual,60.55912006984685,1.0976950532372316,B,E,81.04118923601507,-273.260130090711,B,A,0
No,Black,Bisexual,46.35524424362255,-67.39506199356762,C,A,101.65208143172899,12.41195787989424,C,C,0
Physical,Hispanic,Bisexual,69.61851206410766,160.9608201875126,B,D,240.45867191013005,16.282691553711615,B,B,0
Physical,African American,Bisexual,0.960901139511575,11.320614478878928,E,C,-163.76665880597466,-70.04038746142443,C,D,1
Yes,Black,Bisexual,64.76759521569957,131.82774626100922,E,C,204.1289016446611,138.06527226354785,A,E,0
Physical,Black,Other,-17.315984430380347,-15.502916945034078,A,E,154.34829250712843,-0.02231171499714937,A,E,0
No,Other,Heterosexual,-42.59446473764511,-22.276273210245144,E,C,49.895396595327426,99.83119061612088,C,C,1
Physical,Black,Bisexual,206.40811473363522,81.70868601578853,D,B,32.48002894186433,-7.395509542248082,D,B,1
Yes,Other,Bisexual,243.60151515253676,-15.825538495017533,A,A,46.515717367327,-11.795848786774256,E,E,1
Yes,Other,Other,80.67335006058937,67.51704344702941,E,C,214.75748565925574,10.161887028919082,C,C,1
None,Hispanic,Other,-125.20676572407127,72.07795420190901,A,A,-24.50664099800347,64.13594608516487,A,D,0
No,Hispanic,Other,93.05173415829152,-62.18566542221389,C,E,105.59700160436773,-142.5652921342269,D,B,1
Yes,White,Other,62.710477119609045,-1.5828827403730157,E,A,-97.49531017056785,-24.20230554151519,C,E,0
Mental,African American,Other,-57.05388361923593,74.88256389683092,C,C,-10.90052820026833,-70.05040984078727,B,D,1
No,Other,Homosexual,-42.75196305907104,12.644740887918365,E,E,98.85245100883334,52.408240612138535,D,C,1
Both,African American,Homosexual,-0.9468455523296158,-13.571240014013528,D,E,4.351650086232747,194.68746599072142,A,E,0
Physical,Black,Other,-46.900073584586266,105.63392958797422,A,E,41.8885584888421,-125.69550717359006,A,E,1
Both,Other,Homosexual,182.32167602342304,-14.58672504008084,D,B,37.39496928050166,-33.145533013207654,B,E,0
Mental,White,Bisexual,-150.02094976207115,-146.29312534787044,B,D,-76.43150672534719,-29.72431174087739,A,B,1
Mental,Hispanic,Heterosexual,50.275932875460505,46.260577774744185,D,C,-189.69535092718482,42.47966212729523,D,E,1
Physical,Hispanic,Bisexual,113.59479755906892,125.7134772268522,B,A,-10.880752517733743,-207.13545997951485,E,D,0
None,Hispanic,Other,-131.18241698158616,72.18629968204861,C,D,-14.9246684584096,123.40682253569184,A,B,0
Yes,Asian,Homosexual,109.1087328330031,-16.138340830087433,C,B,-219.6514036216011,-108.76740742377787,A,B,0
None,Black,Other,77.26040635453157,127.43532080151945,C,A,29.873838838214784,-0.7221686198498805,B,C,1
Both,Black,Homosexual,-79.6016734851423,-46.21787204684877,D,D,142.38592133762015,-186.53355451358152,D,D,0
Both,Other,Bisexual,53.94601984135499,-112.16735864990662,B,B,71.68938628529084,157.33750221436225,E,A,0
Yes,Asian,Other,-2.986083628829731,119.0762059628987,E,C,-8.172556401434703,132.23164660233567,B,C,0
Physical,African American,Homosexual,36.97632506095416,-77.7990246660152,D,C,137.60528400140518,6.137352785569201,E,E,1
Yes,Other,Heterosexual,-70.92738775834474,41.50955180013082,D,C,-43.18124866652478,74.79819316527848,A,D,1
No,White,Bisexual,139.821896709314,-165.05079113415255,B,B,66.55198733058164,-51.75681658760299,D,A,1
Both,Asian,Heterosexual,-28.85497828160763,-130.38871742967305,D,B,-35.14835365543078,143.0293041517994,B,A,1
Physical,Other,Bisexual,153.0545742328056,-34.43435035019925,C,D,24.660250394459716,-20.62400394011561,A,E,1
Mental,African American,Other,-44.33718143730283,-59.4220266527852,B,E,92.68262397005552,45.37712417984721,C,D,0
Physical,Hispanic,Heterosexual,26.04030169565602,32.80988307647256,E,E,-28.3084618797906,127.91084326747952,A,C,0
Yes,White,Homosexual,-51.794432411743315,89.47606737362169,A,E,108.05037291441913,190.73000129104804,B,A,1
Yes,African American,Homosexual,-24.145599817140713,100.18994460856152,C,C,-33.24940622932851,122.56519062524316,C,B,1
None,Hispanic,Heterosexual,109.5381128413418,-33.70766347098248,B,B,-51.48897029986072,79.97742949552492,B,E,0
Physical,African American,Heterosexual,10.184085035743813,97.9421118708509,A,A,83.11431707032779,24.022551965912886,A,D,1
Both,Other,Bisexual,14.081201748504254,-33.20674523206746,A,A,71.7654219541792,-42.73743900205388,D,D,1
Mental,Other,Homosexual,24.970540731426798,27.903416546194908,D,D,-8.677820077873564,-106.04131675186346,C,E,0
Mental,African American,Homosexual,-55.707216503017875,26.747858340653046,D,E,-128.5470200830326,-101.49958466952913,E,E,0
None,Other,Bisexual,-58.92758881295925,13.188982546508758,D,C,-116.55810248491638,28.709791796605415,B,B,0
Both,Black,Heterosexual,-133.67116940426627,61.87936643773525,D,C,-41.32533879300828,-140.0406291879494,E,D,1
None,Asian,Other,15.59782259560227,-75.37334643520481,B,E,-112.92327992723557,137.97212041482322,A,D,0
Physical,Other,Other,10.425310577720369,15.26420327764129,D,C,-118.57937945288937,42.18009675668421,C,B,1
None,Other,Other,86.53001047471386,-26.694301202611502,B,B,257.59226212981474,143.1233754458199,D,B,0
Both,White,Other,-80.2081801448237,-64.57855787746523,C,D,-126.53803079106851,-17.677858543993498,B,B,1
Mental,White,Heterosexual,-164.94779655099717,233.59611845451465,E,E,177.9728783085491,-222.55365953392703,A,B,1
Physical,Black,Heterosexual,-41.801356064254044,-37.061400719059804,E,E,26.917812058529634,169.4483273458725,D,D,0
Mental,White,Other,-89.61639474731398,-25.42855532120281,E,E,22.031831414539266,133.9353400601562,B,E,0
Physical,Black,Bisexual,10.937864196710379,-125.41677593469073,C,B,-136.16508020289012,47.581354174740085,E,B,1
No,White,Other,-28.052514273934136,-86.57751153637487,A,A,51.600575257952016,67.08489051549104,E,A,1
Both,White,Bisexual,14.163043854178897,-89.13856869505872,B,E,84.41469864070322,39.01198748345316,A,B,1
No,White,Bisexual,6.559882507864999,14.667760140639952,E,C,23.992493779245784,-19.94529453860492,D,C,0
Mental,African American,Heterosexual,-12.546277681291832,-47.632047153994186,A,E,196.90801811039842,103.26674889248886,B,A,0
Both,Other,Other,48.91515130758968,71.23004389402394,B,D,0.7551777722583647,-29.71446614136186,C,D,0
No,African American,Other,-10.031643043834213,-57.306634001323374,E,E,116.42802527806792,-100.72494181341247,C,D,1
Mental,White,Other,76.31365997502998,-94.59505953830798,B,B,153.0578459601086,107.80479168509225,A,B,1
Physical,African American,Bisexual,86.11807559341732,-264.1121730179394,D,E,21.2795019721505,-171.13174479787673,B,D,1
None,Asian,Homosexual,26.49552495562835,4.176485270185682,A,C,-53.94468742598012,36.19534392687902,E,D,1
Physical,Black,Heterosexual,-33.20951105036494,-101.6472605414294,A,A,-96.79280308981319,1.7135039844910462,B,C,0
No,White,Homosexual,209.81988028432497,-129.22996891470333,C,A,158.69357231672564,-24.281141512087334,C,B,0
No,White,Other,-83.88062975695273,-173.08871240656435,E,A,-28.85225992211439,-137.98855332446084,D,A,0
None,Other,Heterosexual,9.303048799580809,33.98744197551714,A,B,66.15233799319354,-24.955257824235243,D,D,1
Physical,African American,Other,-53.47298478995711,-84.00838928679951,D,D,-49.422877161308385,103.01684034553502,E,E,0
Yes,White,Bisexual,41.05931258789952,-102.2991381186256,B,A,49.081363306073904,172.69583891397542,E,D,1
None,Black,Homosexual,-94.72473447836292,227.6574768217838,B,A,54.809796878584514,225.38942241336994,C,C,1
None,White,Homosexual,-97.25418600979275,-51.75922006342962,E,D,-35.018119916898314,117.61665788728894,B,A,0
No,Black,Other,46.23667882348098,-19.37060994979725,D,C,5.896935496151843,-69.36446693774799,E,B,1
No,Hispanic,Other,86.4701768574863,-136.56829386206226,A,D,-45.217633673056966,-76.64291574646982,D,E,0
Both,Other,Homosexual,-201.7896739945874,-145.64405385182422,B,A,249.69249176034953,90.63075915090882,E,B,1
Yes,Asian,Heterosexual,-92.43873615624058,-147.41531221983476,A,D,-161.69380452559784,170.06814170435456,D,A,1
Mental,Other,Homosexual,137.52664173494713,84.84595066471722,E,C,-80.0083572298062,-119.0966123738169,C,D,0
No,Other,Homosexual,-56.873964224864736,-91.95569193857544,E,E,-202.06662726093413,-19.39357687707548,D,B,0
Yes,Hispanic,Homosexual,34.95226980534578,21.125746310098066,C,B,172.46061466801953,-31.40321270807847,D,E,0
Physical,Other,Other,66.25996624034964,-138.30015119444096,A,D,-29.291408031270414,-77.74988172320519,B,B,0
