disability,veteran,Religion,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
None,Veteran,Jewish,Other,D,56.140808426320255,69.38779723938333,75.4941242873415,-45.83863155994495,E,-50.66695769147971,E,A,29.575861510482838,B,A,-86.95485323407605,74.38476945971519,-59.547452401276445,-50.192002603185635,192.59759561259756,-118.01689256422935,1
Mental,No,Other,Other,D,-43.05632803668936,-294.91370148098423,204.6776083750479,-22.99548080849841,C,-78.45377929876993,D,D,105.83322101620575,C,D,-3.153202123857171,-26.27005536088501,245.821652868188,17.63120285719065,272.72522081840185,1.9141664093612614,1
Yes,Non-Veteran,Jewish,Bisexual,A,148.45808536753685,112.54191328169001,2.9712691044435933,-80.75894078469922,A,140.53433621526804,A,C,-31.26734023370446,D,A,-26.465364525339684,35.63614947796667,91.7499257934036,5.037159433706128,115.99490115698663,-144.7161014207721,1
No,Non-Veteran,Hindu,Other,E,-44.69504783374746,67.43954932615131,-97.70602343125519,-43.49630499947445,C,-109.51794851503432,D,E,-108.07327490523599,E,E,-138.1811830530861,35.939683858589646,-91.38551796621122,50.80954617738759,23.64314207817857,-60.99735108937767,0
Yes,Veteran,None,Homosexual,D,-55.825399502431985,-112.27130064604518,-125.3508182385464,-46.40486468522521,B,127.80745781587521,B,E,-130.81170341340135,B,C,-122.26214670660909,133.6582346091883,-214.29931730493607,-138.46258738623447,-109.24211928032601,-17.658389171250704,0
None,No,None,Heterosexual,A,-178.13980082236108,10.072557049450142,15.913850484131228,-148.77131749460975,E,-142.1178879095321,D,E,-127.51206993965462,E,C,-170.75312210845797,-51.27113528403328,-67.83877356708652,-105.65280095618914,-122.28291701579288,-27.369897276786485,1
Mental,No,Jewish,Bisexual,A,132.20820861564735,-4.675871201404636,307.95544903577655,-11.79110786257214,B,-78.09332751269089,D,D,-143.8836700132057,A,D,118.84031708000688,140.15098679628727,-221.73925555719634,-142.02670718191058,-102.0729276459733,32.87677911039126,1
None,Yes,Hindu,Heterosexual,A,130.85699385170798,31.849266275492333,-5.667336582013337,-47.68165297734968,E,30.028856505851774,A,A,-136.13740715607682,C,E,-65.60200173817219,-182.44943417734203,-9.510410131099349,-74.85738726980678,-108.29137814195818,159.5738102295041,1
None,Yes,Christian,Other,C,19.29033131986317,-15.492809717126985,-46.02429598722338,49.69829817279302,A,-190.78232057437125,A,B,-0.40882586700274026,A,D,204.86513631705674,-71.70465014072718,-83.3351014769067,-51.71579216872282,-9.149760063668227,-20.94312673944606,0
No,No,Jewish,Homosexual,B,86.74042659491663,104.58989644942804,81.25071767825676,-53.010871162363,D,70.76874612124028,B,C,121.96990529485718,B,E,59.061402112861884,-8.631754505285627,61.222062293967085,135.5860105934328,-57.482185616314815,154.695831399499,1
Both,Yes,Hindu,Other,A,152.9135893073449,-5.733490836545168,63.931513056433985,-102.0902245582096,C,104.25607637179752,D,A,-107.00335353082676,A,C,149.61823476697265,105.78602395729233,-88.07945373327726,82.43462265272602,-54.46549675609682,-165.87787353292143,1
No,Non-Veteran,None,Bisexual,E,-103.6999065066345,7.613651149001459,12.631771840863204,-38.17974824329995,D,-117.18302119608337,D,E,69.77438214303518,C,A,-115.83859544154824,150.82672625737897,73.81379838859647,-24.11797806920338,-68.6821562736502,111.55920066945089,0
No,No,Christian,Other,D,-144.86813435271273,-98.61183823388666,-48.240319055934336,-61.00514664620231,C,90.17099806469082,E,C,-142.06541881739093,C,E,110.54350033554987,183.7574860171867,-96.84575443452916,-131.41852392217618,21.803736163808573,-42.05493830868126,0
Both,Yes,Jewish,Bisexual,B,80.31543461208406,158.63007004685738,-122.76058794796545,74.14294510763764,D,145.3538173795913,E,C,-64.0363768640702,C,B,10.446686274618218,18.328945204831104,78.0120388428813,147.17150072688193,10.816410269829428,-155.4407705600306,0
Yes,Yes,Other,Bisexual,C,94.840661797617,-221.89085346681927,66.1358480028778,-275.88011746448313,E,-70.40324597141039,E,C,169.27311051512172,D,D,-59.16531335221313,62.12119800319026,-115.88942524642178,48.68539315037912,94.84180430236962,-177.22501815112722,0
Yes,Non-Veteran,Christian,Other,B,-161.65651205347314,-16.665397051862822,245.44889497071688,97.70861680323381,D,-44.51690449268191,B,B,-25.99717945297141,D,D,136.70078186981678,-101.63899756919143,117.39262265360584,-82.52764085962578,-188.6370174495832,101.96496720098283,0
Yes,Non-Veteran,Hindu,Heterosexual,A,-175.98532637622506,-1.3572950871742497,-115.55094060011406,8.710128993644856,E,44.052291913900525,E,C,17.246248612676506,E,B,-15.68254093129871,-84.29960251141378,-196.16695385188038,-73.57449615849494,-100.97791604556512,-5.500130898424485,0
Mental,Non-Veteran,Hindu,Heterosexual,B,197.41109094108054,130.40631333251014,24.271512754361495,-56.1668177659436,C,-144.8758527198434,A,D,135.08427602509022,E,D,128.42796988685154,-65.64610917704657,43.638282054581225,-52.33667821099481,21.27520078984869,-88.98532690751469,1
Physical,Non-Veteran,None,Heterosexual,B,5.84354810116495,-3.9691840037007853,30.29640161460099,86.25634813122427,C,6.6443872035747376,C,D,-88.45273398928151,E,A,-104.51300902111689,-56.68090866889345,102.48198221012518,-53.95739224910968,44.4508460744514,92.65070814983801,1
Mental,Yes,Hindu,Bisexual,C,57.355274998588314,-13.329070703939156,23.421967435188844,83.35471717867424,A,-41.66628621933893,A,C,70.9775174769086,E,E,-180.76493826837324,102.66436527990963,-90.90128894298994,103.53658946157127,43.40402920960306,78.40722695063809,1
Physical,No,Jewish,Other,C,188.32216156775942,-66.24684577491628,-1.4450074451598116,70.78344251425483,A,-65.87325150525479,B,C,18.82957534820471,C,B,228.18974521504757,-5.446794840329339,-52.63616679032867,-60.02562027509363,-63.45879657835205,-4.6176660930908175,1
None,Yes,Jewish,Heterosexual,C,131.3142602600855,-33.00200920527998,32.96416989674892,-122.84758930781669,C,-113.75678959657209,C,A,-12.500950745715421,C,C,99.85927383764034,-114.06412667461672,-99.3668084821766,-33.34951347481277,-108.29129265325017,4.371511300703923,0
None,Non-Veteran,Hindu,Other,C,203.742240803401,-145.31173891173813,-62.01684711333558,88.02707895594459,D,282.1287648922867,A,D,51.07951304444739,A,A,-47.20913148548731,6.186010811632885,-34.74961365867845,-140.27214200762066,-66.73870674363194,66.72982146157595,1
Physical,Non-Veteran,Christian,Other,B,-42.21977607813056,45.1736856010709,-128.52639415782969,129.4571395155071,A,-109.99618543102582,A,E,169.25112593127628,B,C,-83.7134645190922,-41.1796903864312,-41.82673309096383,-40.52195927418624,-22.67219053764943,-95.54830617915144,0
Both,Yes,Buddhist,Other,E,47.072130919296185,-10.141322590443052,-100.7267987900867,211.14757973119538,B,-70.93941109500403,E,A,-50.82203446183144,D,B,134.79918757549117,-85.02804772523292,54.83534185308269,-63.23168243491112,-135.99479976022724,-145.37873403438002,1
Mental,Non-Veteran,Buddhist,Heterosexual,A,-76.88733719637662,-89.53028046004194,-55.886845542376484,-50.02099109626469,A,-41.750264176917405,E,E,57.58028444461936,E,A,3.3435856988436603,107.41283535085253,63.65744769157951,42.44323674023248,55.660877489010865,161.66136852110463,0
No,Veteran,None,Heterosexual,C,-4.7771165076303985,21.088115290970784,26.112462429196675,52.698365789568534,D,-112.12331212372439,B,A,-63.05395259153382,D,A,130.53652400951609,-38.45637230111775,34.32997518450493,46.34605986570858,-40.874647267065306,104.34381669209938,1
Yes,Non-Veteran,Muslim,Other,E,-28.895092837957943,-105.3164303939524,80.45593869511828,-150.4557090256778,E,-116.7033829191398,C,E,15.451069633801914,B,D,-126.40023067558333,-64.03526045551364,78.12850098205635,-41.231958531027615,162.65151562009802,-99.91620881701127,1
None,No,Hindu,Bisexual,C,115.13798549302896,-13.5783440491023,43.95689697401691,7.789406804083532,E,-260.61628495103,D,C,-176.22201577501457,B,B,-30.093659218119186,174.15201280932823,-93.51648043072376,60.081920115124824,-46.49705731609981,-126.91284603916387,1
Both,Non-Veteran,Muslim,Homosexual,E,-102.33881092082358,-53.652941659279676,129.56464967653667,-34.861818906160394,E,25.9117828821529,D,D,-109.39707989299923,D,B,-171.26466484026437,12.637336359297121,69.55641193898778,56.104376922832046,-147.22451968938998,-88.29015044769933,0
Physical,Veteran,Christian,Homosexual,A,14.506496225980328,-240.33431328890785,6.884346548254171,-127.48650190876951,A,-56.35808444483729,A,D,-27.019204525431718,B,C,-28.742579085733873,-56.634115675899686,41.13317316589992,105.84030808992557,76.58290784005315,-120.84969358384934,1
Both,Veteran,Jewish,Heterosexual,C,142.55690495868038,48.76387786137634,-19.62449310005428,61.34322868605723,E,214.13975938558133,A,E,56.39400984382672,C,A,-157.89069880275665,-134.09225198766254,-103.47519279333403,-80.85224367442223,-113.86003000508289,-79.14730925797294,1
Physical,Non-Veteran,None,Other,B,16.845663602118155,53.67858102358339,-186.1037985256717,67.81239279229906,D,118.01087524859281,C,E,28.76239600537965,B,A,-27.671113898880296,-121.27064698791408,94.99433372444537,-48.301339791633595,-157.35895120065996,102.65583528806394,1
Yes,Yes,Hindu,Bisexual,C,-10.841665372418824,-15.32155203950789,-30.99744071781841,-91.86152123220087,B,-81.82804810456481,D,D,-12.515945623183585,B,A,65.16345931890157,-186.87674443075014,-58.43712258718675,139.91698281873698,-50.06254453114032,-10.452722195946665,0
Both,No,Buddhist,Homosexual,A,-172.82990559279457,171.9977608607071,-5.193600577422013,153.1058536713472,D,79.24869132465987,E,A,35.18396966884729,D,E,91.38937839975058,197.08450258727578,-72.94191046431709,98.20731442443558,22.288688689957244,6.702491770104284,0
Yes,Non-Veteran,Jewish,Homosexual,B,42.73813031722463,-29.053635847756148,-66.13198038782926,86.46137663206636,E,-211.02454983820274,E,E,-88.26483539304917,A,B,27.185085536881893,-4.807236221829423,-103.32558081853816,74.55796484912966,87.88649115474718,177.316087866342,1
Yes,Non-Veteran,Buddhist,Bisexual,E,-16.457623809374947,64.35017461734023,-92.21511240159089,53.29224631157277,A,-36.48678434834825,E,A,0.7113671534135758,D,D,139.64317164300832,-95.816749627652,109.46882248048284,-58.89904101988209,1.2169871350560557,-270.53292904906067,1
Both,No,Christian,Heterosexual,C,68.52096012519793,117.09383933705956,236.99115270944176,105.74446124043824,E,-160.50100245791214,C,E,-74.16350617388272,D,A,13.016135758683767,-60.34822752422032,-99.24485853326188,-63.53359039701919,176.36043898534956,-26.627118281663147,0
Both,Yes,Buddhist,Bisexual,D,-120.23389619757347,54.653204158406076,47.727185242344284,183.68906929959704,B,132.33554953111343,C,E,66.95780142337713,A,D,-10.88460317226664,-164.71454202266273,115.38064982623848,-101.21707252848718,3.236345164428113,108.49574498304399,0
No,Veteran,Hindu,Homosexual,B,46.250056011412866,-74.41860311459295,-28.6471681228168,116.7286935792919,C,-107.44235457625804,D,D,27.939002995169453,B,E,-8.078055516740497,223.75667847332235,-68.35048659535262,-165.16323617068696,-87.18098074865,-42.47236542264823,1
Yes,Veteran,Christian,Bisexual,D,84.77416573770302,-36.98713402898526,148.06609105416172,143.67461170348156,E,-46.062323478991104,C,D,96.47072846530504,A,B,-144.33548713911756,19.51358996952981,-22.093736677122404,183.7204138178004,68.12792427762095,96.17383554047358,1
None,No,Buddhist,Bisexual,A,-27.145148521231903,-121.85342864202526,-93.86829822923346,21.459513008076218,E,-92.45777281334682,B,E,-145.43273983153912,A,A,0.5027979446215086,151.42791049084713,15.419910623214397,31.54474409506209,18.67624001741119,85.63375922876193,0
Both,Yes,Christian,Bisexual,E,-203.40921198411044,-90.39658905788971,-28.730507413337232,-7.021482171220769,C,-51.13125403222691,C,D,9.99961865429885,E,E,-81.53896545969278,155.74216382288003,-88.55668919333574,112.90308656444152,106.08033412008766,138.07198839431823,0
Yes,Non-Veteran,Other,Heterosexual,C,102.34131556382123,147.82913822175803,2.39171409230095,42.750062355943236,D,40.46091212130018,B,A,139.9463814992074,C,E,-56.700793183431166,-21.86345388526498,49.9738637295117,44.678460659862715,168.71485695102362,-119.46523963544209,0
Both,Veteran,None,Other,C,-70.58055886012282,38.72447588345306,-52.68669808983486,-45.337130086110896,E,-33.66219601894797,E,D,-13.464840520016697,A,C,48.91393100234681,179.7172132397915,-136.3169996916407,10.833582161880507,-13.040407726659165,257.29545535880675,1
No,Non-Veteran,Buddhist,Bisexual,C,77.32689598081606,43.13028764101088,-38.055212315697226,-129.37444178837262,C,214.47229879738163,C,E,-54.403046685236234,C,E,-83.58944556297232,14.745122540026017,59.86840077819801,-38.9231550157993,221.31415060440577,-71.43222053880646,0
Yes,Veteran,Muslim,Bisexual,B,220.53477289005085,156.47333053211352,53.409919476809364,-186.80263726572431,C,-88.41656140053738,A,A,197.82747716385444,D,B,-106.33489709757707,-24.282815992567876,-50.66463519417033,11.82351037108957,63.01995669405392,-120.67876124380588,0
Mental,Veteran,Christian,Bisexual,C,81.37380515696971,-82.83830431408629,-188.19411631882684,5.501781865644848,C,-8.240662769041931,E,A,85.14759387608063,B,D,190.47886037117573,4.214723535241487,80.86705799073157,-171.21185024120246,-30.353241750907284,-74.0772804879003,1
Both,Non-Veteran,None,Bisexual,E,42.944519248039306,-42.26642339880728,-52.65060174863687,210.81677247955133,E,14.40741740024488,D,E,-29.48401441136555,A,E,-37.56563227455933,-71.07111805850057,-1.922647196248807,-20.554387179895496,-122.4500326813318,136.8525176630629,0
Physical,No,Buddhist,Other,A,41.262704724655755,-96.74465601322709,-113.96057885144226,-90.05927932420954,B,32.429823695738754,A,B,-112.87109619191169,C,A,-5.120201685095867,81.67837318713589,-92.16595592067772,-167.36202493876078,61.49999965327232,97.76567026375741,0
Both,No,Hindu,Heterosexual,D,75.86996376495965,67.90573599622135,-30.238237040556953,-148.93639012521737,D,-119.49485552963448,A,E,-14.477574111248511,D,B,-50.62059709161693,129.01334128025482,-187.74852783124066,113.54609757639449,-155.08732347569145,-59.36114110804513,1
Yes,Veteran,Hindu,Homosexual,E,-72.74762239969401,39.830736283633605,41.02213889188525,-48.23571494603141,E,-175.88199540172596,D,B,-81.7448630184691,C,E,34.00999785970353,4.791290741833118,-9.372980570359946,111.32163489674356,45.60646803693047,-89.40196284190746,0
Both,Yes,Muslim,Other,A,70.91887013003276,54.93241329435632,51.573621880469766,-28.519953934019306,A,-145.69035362912584,E,E,30.331933257409737,D,D,16.02044216113413,-69.0936039657589,-34.56533290573714,90.69491549656627,51.005445460071485,19.00017424743855,0
Mental,No,Other,Homosexual,A,41.3779964457924,24.40369453199577,-130.98068476557367,205.00826538243166,C,-45.498214289196056,D,C,243.65440636628963,D,D,-277.17810671557805,203.64547179013474,53.92070447405649,-65.29896961300926,-61.29285578684718,-289.6282802745529,0
Both,Yes,None,Homosexual,C,248.32083239405324,65.71928456908405,-13.281271003254139,69.36772154654278,A,-161.08600837288517,A,E,-25.498639193488533,A,B,-243.8123577870798,-25.480142547195083,6.190824963615837,12.192646965604627,84.47148379270406,42.23036110276025,1
No,No,Christian,Bisexual,D,-168.39740539716402,-28.88383178579187,105.41202222427421,-150.98479045691462,C,-72.76819823291831,A,C,67.85681457829959,C,D,70.9859044076705,-2.416421131469703,-120.9777982555793,-34.179328070741086,59.799459022142145,-34.10259655265375,1
Yes,No,Christian,Other,D,34.385770749045385,-170.0701892684488,-36.56460059520212,-29.321481890611743,D,16.270520273658743,D,E,39.11358671358182,A,C,109.30201263307546,-26.02344277756207,190.94151866083055,-20.334052950385946,-27.968549414301,26.481968246812805,1
Mental,Non-Veteran,Jewish,Bisexual,E,91.167696390593,52.01572047910369,226.30271353571513,95.40516858639964,B,-52.72300355548665,B,C,35.81055849273345,A,B,-140.7549056625165,16.89683429475024,59.363475726621814,-149.55880040094968,87.03444144360503,-64.60322042771739,1
Mental,Yes,None,Homosexual,D,23.455836698134124,-118.28134970909609,56.79006304870066,16.29027030420001,A,79.7868060234446,C,C,-7.313803703463353,A,E,60.13010265672951,37.063848492619805,-49.55089445191856,-27.468895574782938,-78.10966544352722,173.88483330129,1
Both,Non-Veteran,Christian,Heterosexual,C,-201.77079235011516,-44.671154941051284,-184.53787885408147,64.32464925977666,D,-83.15703508447491,C,B,194.0928208714607,C,D,-169.2189319133587,54.12002106258701,139.02827693406738,8.790627763027576,82.74610015114648,104.95904289605795,1
Both,Non-Veteran,None,Other,A,-28.638367606599747,218.16460129193044,21.29844649441778,67.72785847164695,C,18.839752360261627,C,D,117.23566188699297,A,B,45.4942376384561,94.50295730120928,-161.9741112034416,-164.43116384245494,-3.2629599463812555,-66.66557643575788,1
Yes,No,Jewish,Heterosexual,B,-106.01722586724829,167.27164241052276,-30.723761675833778,217.82662446035482,D,-49.00488687380702,D,C,-95.50416438784592,B,B,127.5258269722876,-84.50834415463565,130.65355457898696,1.9947835443637474,42.57186960466495,46.16386834490429,1
Mental,Non-Veteran,Christian,Bisexual,A,-36.54902393745455,-61.53652717644393,25.80673536436865,67.48302382260698,D,-45.418134227418136,B,E,-52.13633482569697,E,C,79.73817321436887,58.34818907007118,-42.10964221714645,-52.00724144074973,38.61909412663078,38.37689804636407,0
Mental,Yes,Other,Homosexual,D,-20.60935519810803,112.2278771465226,-56.720369034940546,-90.68597886070714,A,129.95204273448883,D,D,21.302926394428916,C,C,-68.9255811674747,63.00728413114057,-58.57955344462229,132.00088930498703,33.661365390732726,36.2433375476167,1
Mental,Veteran,Jewish,Other,E,27.36194921695195,-45.12715299419332,132.47618435953854,-87.7174824503478,C,-2.497075388106145,C,E,-290.2319373265115,B,B,93.47069550170518,139.76015573982482,167.19163445953907,99.46270197886552,69.04590044458749,-10.207735033121708,1
No,Yes,Buddhist,Other,A,7.2961376660517105,-108.9983057024761,235.9113421141385,-106.66407722096125,C,171.72690882196525,A,C,-120.36090168585771,E,D,166.1321353415418,51.617014890366974,146.57245482255192,-14.197350993813698,112.3030871352975,-112.46675470508447,0
None,Non-Veteran,Christian,Heterosexual,C,-33.5505319510082,144.65365706412123,-21.816972681394617,186.36653120275756,D,43.011711456518206,D,A,-80.87656072104414,C,A,84.71996999739547,128.9365309832095,-61.27622638467267,8.962218667509251,14.371334632965006,74.82515361474944,0
No,Non-Veteran,Jewish,Other,B,127.11376831218233,-166.84026507787584,-142.74269430035378,25.612254924090124,E,-78.26851933329901,D,B,99.64750944663825,B,E,102.91652210964446,-271.8552681528236,90.68838369977806,107.90028381145243,-71.20992187632788,87.34880320011526,1
Physical,Veteran,Christian,Bisexual,C,-1.3472525913219318,256.09742099839843,-16.102468366350607,-115.11183062744517,D,109.85313542528546,A,A,193.59477541997344,A,B,-9.850012258990418,88.30291907892126,-30.518852015446107,-51.45676328383443,176.20649494069417,-102.84206073414033,1
No,No,Jewish,Bisexual,D,107.2874697693447,117.50599977746855,13.939317228641082,2.2404916344332517,B,-121.76384727301672,D,B,-121.21919819049371,C,C,65.9677503329319,-117.09474391522066,-32.34128172377478,-21.559776274978134,-77.92087865073434,156.75152284893144,0
Yes,Non-Veteran,Christian,Homosexual,B,189.33864201720473,-24.348116272692927,-233.65630982000894,-170.9240945460795,D,117.7215634377488,C,D,-83.43368493295921,C,E,-130.87036220783907,-41.017876237234674,-245.3343940469711,1.8493492374469893,-98.27096424505149,124.40182524244601,0
None,No,Christian,Homosexual,C,132.24089548704035,37.503965012138245,-119.46906198119058,92.3003785079101,A,-49.66452062736503,E,A,34.498954415975575,B,E,7.859043211364973,-56.265701635727225,1.6595865613934966,136.69602364251526,37.15358855584794,71.4075506516748,1
Both,Veteran,Buddhist,Other,B,-105.90645464135014,-152.76011960395473,-29.106233174400202,43.28964838434033,C,128.24763320151507,B,A,21.84136779806473,A,C,-40.14228474482825,-200.86116628937845,-21.01161314882042,163.3968033503742,-35.39753656702065,37.616031984326945,0
Physical,Veteran,Other,Heterosexual,E,-95.60280297048872,88.1026826501662,146.51067252163577,148.99152249365315,A,41.615223198637096,E,B,-40.49613951130221,A,B,-60.65457647282536,-25.742109931601032,-29.054805230643815,124.58690666649248,-27.317042854876394,-71.94765779491141,0
Both,No,Muslim,Bisexual,B,68.15342943722959,-26.15279994668318,-1.8347489008382802,-115.486841674776,C,-112.90946608912232,E,C,-85.38217022391804,B,B,-97.90983722969864,0.8721630299129096,-119.4598192340824,9.742595235374194,-47.037807690115216,-101.11864968316053,1
Physical,Yes,Buddhist,Bisexual,E,169.3562424855092,110.15328801334525,-31.853117134822668,-34.55583486287254,B,-16.340135034861575,E,E,237.73196624490595,D,C,-53.373092839625954,137.95280774333577,-5.563024395228019,-41.789103330383945,-77.47691264754006,-139.7902770500011,1
Physical,Yes,None,Homosexual,D,-16.275719087511046,52.61665293828622,-24.09374811708056,-18.930735193618013,D,10.725898264757635,A,D,11.496464201522182,D,A,97.84902936573091,2.3768467917242426,-58.88325740332121,34.57064166516524,-188.83468518264922,32.510301536506894,0
None,Yes,Muslim,Heterosexual,D,-15.802042651403323,-74.81816327077952,105.29507881614775,-56.66070621229583,B,-139.5464644281148,B,E,34.39470609202037,B,B,-4.174296667567039,11.112467340688765,-47.01158968774289,71.16660650259445,22.945233310351366,35.798792529923034,0
Physical,Yes,Hindu,Heterosexual,B,127.80021824471615,131.84403230282146,-51.023785836317714,-14.506088823173574,B,-88.27302494514667,B,B,115.08797102150734,B,B,-80.14041640302536,113.13309244774898,-104.66875522111998,-8.376742372806383,-120.7568697033625,31.951740518306494,1
Mental,Non-Veteran,Hindu,Heterosexual,D,80.28985245401155,26.835681463341228,6.593389808950552,2.1722799647113904,B,-44.86865891018774,D,E,62.87758261965162,C,B,61.59135734346369,189.47285056979928,77.79733303880005,-71.55562037388405,88.91888333653966,13.69143537314494,1
Physical,No,Muslim,Homosexual,D,-143.12927834479942,96.12385026991339,-61.485721382530954,147.04679090312968,A,-194.5162032425083,E,C,23.456964631991546,C,E,-13.936435428817893,30.696674667226258,-51.095927288839306,-41.15638679726351,217.5994696860906,176.2723271192802,0
Physical,Non-Veteran,Muslim,Homosexual,E,-21.471159264901583,87.01509797280312,-42.63254628912889,-14.978855199295577,C,41.760801918885505,D,D,-0.307151986880595,E,A,-37.28446384173952,-133.14029871165812,45.100781569857055,-29.130348083826256,-19.13606175644505,-114.5077733213541,0
Both,No,Christian,Other,A,-123.73210111415159,29.373889005647886,148.8214281219977,17.6895690555971,E,6.325972101307216,D,C,163.18382610834715,E,B,55.362265540803634,125.12657582355243,-102.04600391372341,50.637153975546134,149.57955657031513,149.41029215920952,1
Yes,Non-Veteran,Jewish,Homosexual,D,161.7375343673239,118.11588454172043,-116.48344431658566,69.24874286971718,C,-132.50635757586394,C,E,-103.41192845685964,D,C,23.250858813615817,6.812952299055107,67.40631719444951,30.558707047256174,239.8677641390136,22.65426469785522,0
No,Non-Veteran,Jewish,Heterosexual,D,64.84302852819991,7.7085168751765565,-27.87590873945105,-21.09881131132637,A,-75.61933655068904,E,B,-222.43473903616356,C,B,62.71642679925663,11.42999517920447,87.34035115572848,8.883697378616416,-196.79429859111394,59.44006049276936,1
Mental,Non-Veteran,Jewish,Heterosexual,C,55.56725085303946,-146.68736794146153,177.0441341191233,84.36022875450801,D,14.964410026490956,E,E,31.642656292983446,B,E,163.66249082153425,169.31913991506931,113.47812398434442,17.396655815543667,22.4135497427982,-23.207983726402663,1
Physical,No,None,Heterosexual,B,52.64992534406004,-63.18455375211409,-60.84676422827281,101.09207823740583,C,15.715135884438562,C,B,-150.52205606354988,E,B,64.74538697677997,-4.863346655652646,-74.74526168069625,-77.50535718535538,109.53198739023281,-64.90766346499623,1
None,No,Christian,Homosexual,A,-13.050577011051482,113.62807280782317,50.63814138966255,-77.75923830763402,D,-70.05957998847391,D,E,-132.63642427218275,D,C,-1.241963393557685,-1.3026755298580546,-162.3777867233397,-148.98860645939652,-78.7061245267351,87.05220258690478,1
Yes,Non-Veteran,Other,Homosexual,D,201.0701715287841,36.600017189021386,0.17276582640141988,-15.377116019010446,C,-66.56406085213305,D,A,-303.4790015976692,C,E,-153.29009805784094,-101.12260845193015,225.4187148201873,201.17685076182653,-162.36973109443917,-134.77195739419162,0
Both,Non-Veteran,Buddhist,Homosexual,C,-9.685624028739673,-117.00061611446503,-23.340334948698214,211.14186726432285,B,113.42838292574957,B,A,38.43513611510094,D,E,-24.459923230367277,154.99403569977864,-7.082062025646694,36.16993701021558,-124.17691070033739,211.3901071916597,1
No,Yes,Other,Other,D,11.835677473526237,201.0938038447409,-291.5139961998362,71.34087673569147,C,-1.4899576752145465,B,A,45.70523016355553,D,E,12.174127600730692,-1.739695630756987,-89.88253257074516,123.36665575869685,-42.32394301190119,88.09594714241365,0
Physical,No,Hindu,Other,D,58.582906993085594,67.8403614461906,57.113203626094744,-97.60640453996349,A,-19.80015844657955,C,E,-161.73950776131323,B,D,-95.30808320128023,43.44536422669801,72.06394904652512,128.93581437702468,-106.37611902478659,-12.474262985599243,0
