age_range,handicap,Nationality,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
26-35,Mental,Other,Single,-31.992050568486764,-152.09526254348967,143.80703098995863,-57.392088732642634,D,B,-70.96251484588352,A,A,-74.11082854312474,145.38224180060377,-10.31507528521787,C,C,A,123.08224640756991,1
65+,Yes,India,Divorced,-14.214364715975982,-96.76484296438973,270.4730349261233,91.27841219104866,E,D,127.71164992607702,C,A,-52.34082101501198,-15.41341152680737,-24.22833275669957,B,A,C,62.12772131599189,1
51-65,None,US,Divorced,-63.684339995993845,-16.541802583825927,-73.76215550434327,-2.0501291261762544,C,C,-12.194532314522192,C,D,-42.42900638607373,8.071012779093723,160.48314019531563,C,D,C,-201.18304961270277,0
26-35,None,India,Single,-8.436025214625497,18.09864554810677,41.92380259535593,-42.40325650658369,D,B,198.9440526682137,B,A,31.829836551360103,-105.50150181508573,-50.433084103497194,C,B,A,-62.43398032535568,1
18-25,Both,Germany,Single,-118.42957797788283,102.49473023446139,-27.19927408361013,-116.96355157029792,B,E,70.98538810386387,D,E,-135.0815989564789,-7.332809912995129,-80.8038765519927,A,B,A,281.7590147212782,0
51-65,Both,Germany,Married,105.3113105285424,-24.893857069207794,49.60736848480216,307.27817575647236,D,E,-124.28594038078084,B,E,-173.31863135525825,-177.41349027909126,11.776952020978438,A,E,A,56.578818046193014,0
65+,Both,US,Married,-54.860659208192565,-40.245861018235466,36.886665204293145,33.01288526693621,C,D,34.26114873703307,D,D,24.45000111512334,143.57765586246146,-64.52578368242028,B,D,D,101.14340422831478,0
18-25,Both,Mexico,Married,153.1677403461262,-125.54756573407597,-16.93217928330981,62.18223139224032,C,B,73.12776918486533,E,D,-30.809431626025425,-106.6185667258535,119.1509518729406,C,B,B,-171.45441614809465,1
26-35,No,Mexico,Married,-60.926623600923826,35.32070619449739,-158.78819331929964,102.23992593751643,D,B,-55.09005350204065,A,D,26.63779642342194,-124.63616371938433,10.64014396225974,C,E,E,86.60350525839893,1
36-50,None,Brazil,Married,70.87014202321032,94.32229389792701,-87.25077289566802,-78.56487523157945,C,A,169.70643569676685,A,E,-21.933553524445863,-207.6258697227547,-170.57402437701754,B,C,B,-34.847613361799304,1
36-50,Both,Germany,Married,-27.274833318269025,-148.21989732426997,-93.05788133546996,-56.86268628950065,D,C,7.635844516358975,A,C,-49.23841399958771,-22.82478818505277,51.36397483696715,D,A,D,-23.734037907321863,1
65+,Mental,China,Divorced,98.58484250177588,88.35443410761447,39.666796020178516,-31.18919441043952,C,C,-174.8746762717844,C,A,-0.6651318692941699,127.38523777538472,106.17136978556474,B,B,B,-118.06998922628517,1
51-65,Both,UK,Divorced,-143.36949829804465,-103.3977009550799,-13.19094057915176,17.47121852251871,C,C,-8.146906678283873,A,A,36.6618576688657,152.7066794510737,173.25758552191212,D,E,E,126.76238916604323,1
18-25,Yes,Germany,Married,-148.01753946868175,-136.19496958664166,65.78018025075542,-73.36516939634,A,D,166.0535976995959,E,E,-108.78389743176558,-53.04666564360203,71.10733924555556,B,D,C,152.4131530681824,1
51-65,Physical,Germany,Single,-60.59278546803159,-30.11940099534862,68.52676147354,181.45458267195895,E,E,5.352475702464822,A,A,62.0514252222809,-96.77471562571127,51.25796313339834,D,E,A,4.76487182248287,0
65+,No,Brazil,Widowed,-16.137354738747494,131.5387317402894,-139.89810376582324,39.162645077514554,C,B,55.07849408962491,C,B,32.88612184461504,23.388686746954512,64.64768816415909,C,C,A,-109.72097100661273,0
26-35,Mental,China,Married,186.67324987102512,27.49205317547875,89.14989455952063,-61.16318065880334,C,B,-198.08031634458922,A,D,72.31836458123703,78.1923831839668,101.42181993791608,D,B,E,34.87096906244644,0
36-50,No,Brazil,Married,3.857847486756147,33.61874003883948,10.907970997024956,204.27927839380862,E,C,39.06867370984609,B,E,-88.76833324628902,-46.474090917973506,159.38846377161596,A,A,D,10.098597158507811,1
51-65,Physical,US,Divorced,-107.39004362569831,47.477199487626535,-0.4977474912578382,68.06196653066247,B,E,10.285733159136246,B,E,-11.719417307447081,-179.15768078708126,97.39334025382175,C,A,B,47.80509738503435,0
26-35,Yes,China,Widowed,-88.25315908566915,-22.054008451731903,-26.61569278471958,4.478623714702739,A,D,122.25964781547789,B,A,227.50226793482113,56.192326739324535,-125.41532924668101,E,E,D,50.97685948447042,0
51-65,Physical,UK,Divorced,76.83083134046578,36.33634879088464,47.65836763989875,103.50541597144498,C,C,-7.229994782311143,E,E,5.843561355803577,174.44690986628177,86.86408297305974,E,A,D,96.28185841408732,1
18-25,Mental,UK,Married,19.745820261424512,-20.783647731243217,157.62846140001605,207.05489274927808,B,C,-55.96218037709371,B,A,-63.79297866534112,-156.63121771474334,-5.274606146102407,A,E,C,-170.85367827056513,1
26-35,No,UK,Widowed,-134.3972484954926,63.90244659266312,-40.32809743056542,-112.07979230944952,E,A,99.0484818834148,E,B,99.8259081032549,-64.42775026474709,-22.301334984449536,E,B,C,-8.326999539585863,1
65+,No,India,Married,-99.12529147158516,-84.507129828468,-234.5131268522933,-123.57131249161088,B,B,-54.65298553633995,B,D,-184.04544484475116,49.15300729501255,31.03491016103955,E,E,D,-7.176471768317053,0
51-65,Both,Mexico,Married,-77.71517060902305,35.04862986433157,113.41489809411647,85.42308823776801,E,A,105.5847886840243,E,E,191.6393935986896,-68.4564644777179,-131.49408551721854,E,E,A,-107.37721801945858,1
18-25,Mental,UK,Married,-91.86729888461907,87.3080131456758,25.45872192795421,-96.50595203189545,B,E,60.15118355019412,D,C,42.34902483678017,40.40374487660206,58.63227909441683,A,A,C,19.235295469484566,0
18-25,Physical,US,Divorced,-65.5591252879991,-37.031813562132086,52.25963764817325,-136.33368363015902,B,D,-121.42378161025056,D,B,171.73810445848673,20.20866926154485,-10.023488019107898,A,E,E,-31.205382357962403,0
51-65,Yes,Other,Divorced,-93.8041859529352,-30.810030019203616,-103.86001075257096,-119.39323492400726,C,D,37.62212951138497,D,D,211.50361966035948,-128.80158796803386,-59.06573115711269,E,B,C,-29.775236792006005,0
26-35,Both,UK,Single,167.84893490379318,53.54578214002963,-105.30923644582563,-2.3978472592262245,D,C,-20.993301380038233,B,B,68.55220648246527,95.83205048240549,-2.445884036480901,E,A,A,4.048758796227141,1
18-25,Yes,Other,Divorced,-11.772564216323236,1.781233248292046,-120.27809808755498,98.54274233929767,D,B,-45.35495806882871,B,E,43.89636485899074,30.551465994683223,-108.15451173979692,C,E,E,-54.735881946860154,1
65+,Mental,Other,Single,119.82939130156633,-157.66758785826198,-153.56075100268768,-82.04773089161031,C,C,29.38657183077221,E,D,111.42840681136666,213.6217103471437,-89.79321969373873,D,B,E,-73.74030109086499,0
51-65,Physical,Germany,Single,4.362066411600083,-42.58799519063452,104.36926990177749,40.03186092214278,B,C,-133.4090916829264,B,C,-81.90518049131771,-58.881894002240564,155.09590720939894,A,D,B,55.448356019201995,0
51-65,Physical,Other,Married,-45.144505409131675,-40.28038200397799,-140.47627251382073,254.48884387021033,E,E,50.83924158531909,C,C,52.63901353539943,-167.39600887882577,-32.20053566018105,B,E,B,-4.097095451884482,1
65+,No,Other,Divorced,-43.67565686991041,-68.57722321519519,95.61883120835142,181.80511770742268,A,B,-60.79645968426342,D,D,73.50550193555846,-89.81582515325927,44.512147600079764,A,A,D,-30.131578998133644,1
18-25,Mental,UK,Married,-0.7092549959783512,212.5901663273959,-75.2811693937101,48.41020175257756,C,A,-154.02551716813494,D,E,-125.00798698442274,69.3180971618224,13.029273223923504,E,B,A,45.65870015825859,1
36-50,Both,US,Single,52.823380207891965,-86.65665732873427,-77.70398922996978,-66.74507378287953,A,C,97.5870685683372,D,C,-35.24345912941387,168.25875307487476,133.47818233334826,C,C,E,110.58288101261861,1
36-50,No,India,Single,5.111287888094548,-166.07136759992864,34.885042094059656,-106.44716717942144,D,B,-27.93992550460242,B,A,145.5061341890139,-177.40404148982702,-64.1689189458697,D,C,C,-150.6246383987124,1
51-65,Both,Mexico,Single,-70.02771634032668,100.33226613398611,22.815583801598446,-217.25588381593624,D,B,176.0307767817083,A,E,92.29914455812927,-80.3388035109852,200.71339596662577,B,D,E,-87.65281931346848,1
26-35,Mental,China,Widowed,-53.005872909383314,-55.48123385747359,-4.548541873482488,-8.010478699638433,C,B,31.003586290103684,D,A,-120.17244166687261,-3.9667129303477933,94.25531133375047,D,B,E,-42.20511924549377,1
65+,Physical,India,Widowed,157.42824647679421,3.684665748713243,42.34869580629581,-164.5640313131796,A,E,-96.09905610877371,C,B,-19.745551582192522,155.3476056087205,-44.49311860832673,E,E,D,81.56658692991765,1
18-25,Both,Mexico,Divorced,8.24205983579398,-67.04903706808139,46.00171430931218,6.629519881715747,A,B,-59.403005095365046,A,C,17.05192996388898,125.38482247626001,37.42768222908473,D,D,D,79.8102413459124,1
18-25,None,Other,Widowed,-153.73231041345704,-17.834533081079105,-36.08870374455466,-59.11777150357816,E,B,-24.354069791220585,D,B,19.715873719321948,53.71691895130777,-60.68809303151227,D,B,B,-292.11994811067103,0
36-50,Yes,India,Married,-40.856752536745795,143.96964365888098,1.696466918509774,171.40052705151007,E,A,218.2155187955237,E,A,25.400268061016483,-173.71259093518,-48.32282513548417,A,C,D,32.35596622920835,1
51-65,Yes,Other,Widowed,-110.24855139726257,32.53662519127304,-14.407436138926933,109.03804850969586,E,E,-38.77557389787034,B,D,-39.909888641879284,75.89480582913065,99.40166992601883,B,E,B,33.268776692655855,1
26-35,Mental,Mexico,Widowed,5.378536875622403,-74.22446674329092,33.04454695265957,105.32202223284315,A,C,83.60465732095385,C,B,-95.3664529754106,-13.291318300341912,-47.61667004331244,E,C,C,75.78079167028143,1
18-25,Yes,Germany,Single,75.95716501697824,5.923306158776306,211.65682213331883,85.02339707040738,B,D,-51.64557436141541,E,C,-101.57666978903006,-8.076452876867513,-35.70285986925701,D,A,A,-195.3242157172483,0
18-25,Mental,Germany,Single,20.77572800114037,-144.48131978626282,-42.29320190652508,36.965830584736075,E,D,37.62898849404692,B,D,-82.32097956440298,-63.6938688710053,-2.825774521436115,B,E,C,-41.769002414954215,0
51-65,Both,Germany,Married,-135.42808878942643,33.48677874779579,205.19716168049723,16.569264190492028,A,A,49.084378606449825,B,E,119.80507431700975,45.6780130886337,85.6146461288908,E,E,A,-4.478834561040649,0
36-50,No,Germany,Divorced,-83.79191813024953,35.829762773200564,-78.93652179241268,-39.07238950558082,B,B,82.81293992829252,E,B,4.92434072670125,-25.9756496614323,-22.146849232551276,E,A,C,118.59188320222209,0
26-35,Yes,China,Divorced,14.090984755391558,118.35660876027292,218.4779697036687,74.37056250222771,E,A,14.468045299750143,D,C,8.1515446813446,179.80456974210253,-100.75675591243689,E,A,B,79.17919745023167,0
51-65,Physical,China,Married,109.12659175842303,7.327994074690364,204.57127105945708,-49.17129302958778,C,E,20.978339355552457,E,A,-78.29129821079216,-17.75989035456259,17.07828191288524,D,A,D,79.84360757829894,0
26-35,Both,Other,Single,81.22711430415131,67.46730762828855,52.37665658464926,57.303880658661974,B,E,-209.24469539412183,A,B,-93.0966237177639,30.492409544080974,-85.8314756915157,B,C,D,-2.0441787009736747,1
18-25,Yes,Brazil,Married,-44.78752460365294,118.88754079434753,155.13329595268215,178.32905721116964,D,B,201.7525306103384,E,A,-89.0500104445475,170.95608593356033,140.43093708616888,A,D,A,61.217828713513434,0
26-35,None,India,Single,196.1116966091162,-114.94644015601006,28.637874361471,-163.9219637254543,B,C,58.19282059001576,E,E,66.41937230671739,132.37082657283494,50.94337052329565,B,D,D,-91.70604602274169,1
51-65,Yes,UK,Divorced,233.30179356162316,-11.962291713683868,60.02083708638162,-97.48959722235236,C,D,95.59361027297516,E,D,64.35437756412202,5.521169166649842,95.20128053380282,A,C,D,-71.69530621557269,0
65+,Physical,Germany,Married,-67.25070684397228,-109.33210093595183,-71.77408469312884,-76.75270002978033,E,A,-26.65492438171842,B,D,41.575329304953875,21.70494915782408,-1.4970436474055147,E,C,B,112.96474684874627,1
51-65,No,Germany,Single,-175.835114399576,215.1750052459715,4.235767763077899,-180.17244199426665,B,D,14.832895440910224,A,E,-52.0078384464212,-71.17071427277021,104.66297802570443,D,A,A,103.37275010541241,1
26-35,No,Mexico,Single,-39.32075849177822,-53.50651488573624,166.397502818088,73.62475929397377,E,D,-26.854904004095875,E,E,-35.523149628059535,100.61412698446415,-6.45865770031164,C,B,E,83.56094199606058,0
65+,Mental,Mexico,Single,-123.48598675236937,-16.105643238434666,57.621173678323615,145.80665236618137,A,D,100.73904159714797,E,E,45.571459617214494,-17.78358484959867,-85.90692554213632,D,D,C,-23.959035853477463,0
26-35,Mental,Other,Divorced,141.43767231047661,-21.76814788882456,-99.86292384508323,-36.352109588697985,A,A,31.386137364109185,D,B,197.50693845106306,112.95727715463852,-37.38057033916046,E,C,D,93.6935770103607,1
26-35,Mental,India,Widowed,-153.58066277848548,0.5298366759785361,44.70210175547326,40.21736746264219,D,E,89.65010132930452,E,D,64.39207540587279,-92.38042347388817,9.764327882530116,B,C,B,191.77563606958478,1
51-65,Both,China,Divorced,47.37623119648857,234.85130841546157,-60.61716308181037,105.31515544078036,B,E,-27.9864377811506,A,E,-54.5655761930687,96.07900356348794,80.0432160963063,E,C,A,-122.90265082200717,0
36-50,Yes,Germany,Married,13.038171518713856,41.951172418111405,-46.4401658912347,121.16094435292275,E,B,113.53972741296646,D,A,-39.07251460342389,-40.21655548579754,98.00120030491756,D,B,C,-4.433969513479119,1
36-50,Mental,Mexico,Widowed,-226.35155659091163,-117.3772747964815,-112.55028367669915,-24.796483536199972,A,C,43.01427923098467,E,B,55.60102415063095,-55.6990410829181,-35.64204664745106,C,B,B,69.72754287422147,0
26-35,No,Germany,Widowed,-50.506170061548325,-71.70832652942556,63.90857896849423,-58.94067321070917,C,D,-16.143455715718794,A,E,-92.36141727910078,-122.5666967681994,69.47378580715805,B,A,A,25.3387501302806,1
51-65,Physical,US,Divorced,26.834947785257597,-126.31685536945747,103.62982669169793,-91.65632141884865,B,B,-155.7459503887727,B,E,34.409096407326295,5.846080008803979,-53.490582622771086,A,C,A,-74.69882464056398,0
51-65,Mental,Brazil,Single,-17.081070479654283,110.6392172293629,69.97632419497218,105.67932270208667,D,D,6.840175563806369,B,C,-14.92634772717658,0.2911718865222514,-2.2665026837223157,B,A,B,-51.73979787867782,1
18-25,None,UK,Married,-273.38242525001766,101.97312064717734,-97.63120032788785,139.52667414045382,E,E,-57.59019289065015,A,C,11.090812240674067,-10.85368448178532,122.38770390757946,A,B,E,-20.132113366489644,0
18-25,None,Mexico,Married,-5.513244072696454,-93.00368440871343,67.05112667627213,12.692616040059935,B,A,127.55548666033283,C,E,29.581799212299327,25.122319988644183,-100.38119259822453,B,B,E,-52.33885730518353,0
26-35,No,Other,Widowed,-38.01446507494563,-126.25657554903778,-64.77887410108923,-24.751740479743674,D,E,28.39817396407931,C,B,59.30396712579859,-97.325466133507,-28.978723860778583,E,C,B,4.925549837802784,1
18-25,Mental,UK,Divorced,6.568021751195845,81.293728135627,-149.72090935683087,199.0843213224658,C,C,-9.327916370680098,C,C,-22.497717901836833,-170.50838295846458,-30.46017593481257,C,D,D,-2.6295901127657784,1
51-65,No,Brazil,Married,52.54522248911226,-208.84740507611323,181.47452077368428,-1.0489451696564178,A,C,-7.845211468008667,D,B,139.92416599342513,52.403029547451666,13.40529568079698,E,A,E,-6.909925304589093,0
26-35,Yes,UK,Married,-131.4926829183264,66.48605099672949,87.5975419377601,-180.34941595411354,D,D,-71.08377217387361,A,B,16.1681245024295,-118.12031648059093,92.99655896101771,E,D,E,27.550087466152068,1
51-65,Physical,Mexico,Married,-49.48458926794414,102.46094834853241,-64.46535974070034,124.02291268418901,E,C,-85.53839360302003,A,B,-197.36933077996724,126.9903151901614,248.4690614784706,B,B,E,20.7466520412829,0
36-50,Both,US,Single,45.25991391808667,-101.00646817964606,-38.94581010080258,2.4450271241951738,D,B,-31.5102811825291,E,D,-105.32480962818845,-84.08153088117959,-149.3143071013829,A,B,A,26.834352832604313,0
65+,None,Mexico,Single,20.51473267819666,145.11457132395768,81.51207466177877,73.44218801866961,D,E,53.200580710085234,C,E,-37.21328132717092,-149.76778797500626,-8.166625870066008,C,D,B,-6.07263669429671,1
65+,Yes,Germany,Married,65.5073607154652,118.56427692338029,-8.874951222421407,206.46374431013857,B,B,-139.1145394018124,B,A,59.94250031564925,-110.44908354674673,67.16870453169427,D,D,B,-109.83863067959531,1
51-65,Both,Other,Married,-54.27043870121434,86.60969664578553,-29.397111533598068,2.132292637523254,B,D,-112.36713761184936,E,B,100.57175728599105,55.79725103164993,-17.03068819322304,E,B,E,22.410461342321902,0
51-65,Yes,China,Single,23.546028649987814,-33.761419898004206,13.686235780764978,56.81654984222617,E,C,13.66857457419417,D,E,63.816730438451884,175.68611146000035,79.95972088724386,D,D,B,55.45464601680884,0
36-50,Both,Germany,Divorced,29.12305254266035,-143.45098877524208,14.689858979631582,102.639130205127,E,A,198.23747376269628,A,A,95.52585085826257,-93.21543440476229,54.66228791728794,B,B,E,-3.5193134613869796,1
26-35,Mental,Mexico,Widowed,-33.38228017814738,142.25122794031992,132.5686442813901,-130.4711698372573,C,D,-95.46854036456597,A,C,113.25194657825617,-17.365687754519804,4.753649774148048,E,A,B,89.15826766580278,0
36-50,Mental,Germany,Married,-135.18390163522062,-17.218467552255994,27.583702531712976,53.34223667658618,D,D,104.87616134771021,C,E,103.81337271766786,-27.679706388698904,-17.861130450252933,B,C,A,-74.71651452339343,0
36-50,No,US,Divorced,-65.2128640347677,157.15591197185466,-132.37323818551977,18.25536544973966,C,E,-85.61318368110202,C,D,-92.23907115969293,47.18967778426095,-22.45865216156389,C,E,A,160.33491005533958,1
