age_range,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
26-35,Heterosexual,-130.10547588341385,45.85873092280411,-45.42051690350263,-303.7408067492035,A,-201.51360114186252,A,B,-142.88146382222885,B,C,E,C,-113.35389809002716,65.08108377705206,E,1
18-25,Homosexual,-12.666846949280346,-18.04609928983581,-12.43153689835082,12.89513142144185,C,-16.58218702809819,D,A,79.51337252702972,C,B,E,C,-41.49202565869418,-128.066691553436,B,1
18-25,Heterosexual,-115.90117664839835,-37.89448251449973,-100.11554189687692,30.585926729405276,C,-30.088498552464984,E,A,-24.69401828710788,E,D,C,A,-21.488992227866262,1.7640071862196602,D,0
36-50,Bisexual,211.773867158161,0.13099254078620734,36.697816613373995,207.18450490411712,B,-45.23264302760864,D,B,28.879933984317933,C,B,D,D,10.231369796897594,99.59714373653543,B,1
18-25,Heterosexual,119.0986703993441,-48.490149486791864,74.17710409847834,-40.08908436618064,A,0.4752077533841799,C,A,7.621472987110785,E,A,A,C,-38.36114152606021,-68.80002859027735,B,1
51-65,Bisexual,166.1640663440714,79.16532577086738,62.66989352869351,-40.277557669973376,E,38.68133804486326,E,C,-122.03956663002423,A,E,C,D,-263.3377042600075,-7.199754187723076,A,1
18-25,Bisexual,-200.0172247530994,126.30697364919425,71.62465250220676,-121.91885275678416,A,-64.16772434585964,E,E,-129.14968522318463,E,A,D,E,-3.6971537002342654,-148.9211761905114,A,1
18-25,Bisexual,34.612076087320034,-103.32207826528924,62.74098518268235,102.85274571564138,B,-30.480452598069373,A,C,11.223808065902416,C,A,E,B,136.55803051080278,38.05891024527959,B,0
51-65,Homosexual,-19.066671149116026,-36.341747958511036,-195.18451963554708,75.63992214275729,D,-11.532047999767206,D,E,129.27308842868194,D,C,D,C,21.896337362624465,82.44817702238045,C,1
36-50,Heterosexual,-69.9035618126597,-92.70524383928978,-6.333120211887762,-12.351442862270016,A,-46.18996047281823,E,B,-104.48840339715065,D,B,E,B,55.578522953879464,56.923218017490306,C,1
65+,Heterosexual,-32.45853703370468,2.705946253638358,-102.95953673026375,43.80623765757795,D,-74.48568966538683,A,B,-132.77209787574623,A,B,E,B,77.04379054042396,-31.097243205238318,E,1
26-35,Other,261.59765938970816,40.095616845922585,18.676034458597993,-180.02471487203445,A,96.52751630539429,B,C,48.34590995891308,E,D,B,C,55.263207459938755,-7.904873068121707,D,1
36-50,Homosexual,0.5658700256361779,83.49355644968203,69.83111843058661,-123.65908508383183,A,8.211526120599705,D,B,-105.64921991098983,E,D,C,A,-52.83160172331637,18.036037451902686,A,1
18-25,Heterosexual,43.17180157181165,-94.59673695329732,-6.050257392619832,32.5774039408759,E,134.10837394543685,D,D,-71.82551845974,C,C,E,A,112.03764694014558,-39.9796430119412,D,0
51-65,Other,114.75566992653503,14.091882375433851,-65.54565059478962,-18.456561777270394,C,31.94630316502866,D,B,11.95745962615168,D,C,C,B,-64.87391092351673,-17.32394565629754,D,1
36-50,Heterosexual,189.39415322552978,-121.27753236350081,125.83944357868589,159.36814482640136,C,27.148402548257355,B,D,37.74648848977218,E,C,C,E,0.8552567643440834,-17.835384075335174,C,1
26-35,Other,162.5382026563331,-53.98039546851518,43.604750612326,-37.97045563125436,E,110.89156067506667,B,D,-90.09318038432606,C,D,A,C,-23.144174982827217,-0.5947966467968637,D,1
26-35,Bisexual,-24.658066084586125,183.56822194663653,-58.32550226218759,-100.29104079452496,E,-17.550615789230285,A,E,-24.12088287573712,A,E,E,D,-10.6011470049859,-169.6569950509515,D,1
36-50,Other,114.29454739350642,-81.982440556926,36.35329392523718,6.897125160986272,B,-130.2942625857797,A,E,102.8711674890346,E,E,B,C,149.0435342370452,103.27542394460183,E,0
26-35,Bisexual,60.943095331114975,-62.181571305506644,16.206024518190805,-71.93024882398493,B,-152.9178030877927,B,B,-217.7109656946352,D,D,B,B,-124.02037861702406,-189.63586561402786,D,0
65+,Bisexual,-51.85552118532115,-33.30476778343007,191.50363768044548,23.094528356296333,B,155.95276461159224,A,D,42.99488029844574,E,D,B,B,-174.8890844392265,106.38350099170977,B,0
36-50,Other,-100.35756057678317,-20.1853471217293,107.77143359450692,-24.01749631920956,C,-4.542586325025866,B,A,-53.08334450912295,E,E,E,B,-33.83226254965096,37.16539072834112,A,1
51-65,Other,41.03958253607931,31.022967145860843,-93.53376099716638,25.224187402376764,E,30.894924671480677,A,A,-76.84134539556791,A,E,A,A,64.57980704166891,19.033999520344167,B,0
36-50,Other,-103.39882618145764,124.50014332529685,63.057773271966596,-153.8220547410701,E,-42.30374237164567,D,C,113.10035540147854,A,D,A,A,249.36755132226054,46.761620329895024,A,0
65+,Other,44.84882154582311,75.02000316796756,-122.28322614556446,92.05618308944578,C,-74.18881148890625,E,E,93.68901164919207,E,A,D,B,-47.328928818165515,-51.67810832849862,E,1
26-35,Homosexual,71.28170075424089,-87.21016957104052,33.87645602886419,119.71446588023514,A,25.691324499021057,D,C,-36.154336832451854,E,A,D,A,32.44865165264027,-25.843802466493788,D,0
18-25,Bisexual,137.84076589877787,110.53551551724854,-67.7682086699719,51.28664751056756,E,78.98917609891072,C,D,-134.45689845418326,E,D,B,B,-89.74711603032185,148.54908277630253,E,0
36-50,Homosexual,64.49601257098858,-148.09317963585414,-93.4360759709227,-5.658177832505774,C,-4.468124606674296,A,B,66.14713172680462,C,A,B,C,-81.61059119546397,-150.71636687326003,E,1
18-25,Homosexual,-270.2531684912327,-8.142883534752722,-79.10554410046015,-44.7390968181757,A,-101.13607895277508,A,E,156.70770628449156,D,A,B,B,-83.096897047313,65.96828945227496,D,0
36-50,Homosexual,-77.80832965875831,-133.6108944680742,238.0886467900024,62.98230769906012,D,6.061581228711628,A,B,11.881842461392647,C,E,E,D,-18.717234060379916,52.73928757056869,E,1
36-50,Heterosexual,39.66453421177169,169.58246379907428,-109.72053865665083,-147.0455905561277,D,-97.4159141197926,E,E,138.50804376726703,B,E,B,B,-194.26134943411063,-59.275805343180195,C,1
26-35,Heterosexual,-50.528051128671024,-77.6747373881869,-94.89291596209513,42.75159291084272,B,18.365315771555093,E,A,28.0909311454216,E,E,B,A,-12.138077177566974,-17.636284007928456,C,0
18-25,Homosexual,113.96438061577014,20.87340387538137,6.632543608822362,76.37767460387937,D,-27.886397457498425,E,A,55.87526918627903,C,C,D,E,-111.14566485516058,67.00710109546833,D,0
26-35,Bisexual,-51.12367530339552,-168.15545652142006,-76.69394684354295,111.68944069521875,D,-168.65441713952552,C,E,137.49812777680424,E,B,E,D,-70.07810473536541,53.13771555101569,C,0
18-25,Other,48.539332563065955,41.92615230991526,17.57668884794687,-124.06595145938107,B,112.05410675713622,B,D,-65.77641893571675,B,E,B,C,-19.53353977583167,-17.379209454632456,B,1
26-35,Bisexual,74.70099422342109,42.23917600190358,-98.53206122868511,-99.54801282723628,E,-151.3494835653537,B,A,-161.77519345816134,D,D,C,A,-59.83856826214261,-27.41001292708045,E,0
36-50,Heterosexual,43.92769789846444,-51.083979124880486,0.969733834040637,-109.79179763800744,A,134.38111813559541,E,B,-107.92364734730948,A,E,A,C,142.22069014064886,29.138639986337477,A,1
18-25,Bisexual,-24.219006537640585,82.1079533019668,-94.73596360754912,-45.687047088021394,E,25.73578939590354,C,C,-50.68831974504635,D,E,C,E,-34.33320848880299,30.47150492114986,A,0
51-65,Other,22.646915755235046,-320.94396487277123,23.78435489489707,11.98492544423656,A,45.030178724270456,A,B,-133.9466578004811,E,C,C,A,46.14884457339664,-5.896308422451151,D,1
26-35,Heterosexual,-254.54736140229946,-89.0152329724145,-19.191781186704798,152.30073274769074,E,-202.15135051618546,D,D,-40.86174580915101,C,D,B,D,-114.20357276754254,-8.178684593419538,D,0
18-25,Homosexual,-7.270941098608367,-84.7500508118511,35.92088127225588,14.785828554639549,A,-4.600372194815255,C,E,-211.12944751990705,A,D,B,D,135.46873277786852,-257.8985879254513,A,0
65+,Other,-113.03300111959895,-32.937311159341135,175.2530213660227,16.460446989434626,C,-16.761311571534673,E,E,-78.87401161775594,C,B,D,D,-52.8625145219376,58.231367404005304,B,0
51-65,Homosexual,-111.49234890782044,-173.30282420363196,41.158068924085086,74.40945740699877,D,-7.411864118075955,A,B,-74.55408213455199,A,B,B,E,-141.0614638265181,-51.24673818767681,E,1
51-65,Heterosexual,-21.31244382893641,130.54117480851554,-42.53229060273285,-76.11936251768674,D,-68.9423559546227,B,E,73.87511226572708,C,E,D,A,60.333954726465365,-92.38224339870644,D,1
65+,Heterosexual,-145.17966226823066,-34.200446019423325,-183.75499426569993,-44.925607338391764,C,-25.752344743001355,D,A,-200.3292461231044,D,E,C,A,-63.6664108916128,-56.18377552500454,E,1
65+,Homosexual,82.32910858839149,79.54001517300635,137.1226298688305,119.13367872141724,C,46.33326259112845,A,E,-134.91730105617344,D,C,C,B,154.5931937481357,201.629706263527,A,0
18-25,Heterosexual,57.54326098875568,-36.296360276958325,-93.07985616414814,42.37871394789945,E,-95.53076743810752,A,C,108.24748561009683,B,E,B,C,77.38607891087217,-24.08234798084553,D,0
26-35,Homosexual,-66.53928041391792,12.084013569989443,129.21251934835266,-252.90516545660458,B,-170.79795288224756,B,C,3.2186239696322922,D,A,B,D,-15.79165429481748,130.39371734495586,C,0
36-50,Other,-71.73940621180851,-35.88511697972198,74.91973239498365,31.81154223529606,B,71.55034242682802,C,B,-149.16568958354307,E,B,A,C,47.47252495442781,-20.912164728840057,E,1
26-35,Bisexual,-203.10465096256348,45.17954137542433,229.66220331082337,-20.899081835216805,C,118.15370292869434,B,A,-47.468966550342564,B,E,A,E,44.09414412759553,-33.78624649443231,D,1
51-65,Heterosexual,-28.432798169861407,156.405489657048,-92.80814600011456,137.0677907599419,C,42.17231731469798,D,E,130.25240295438053,A,B,C,D,63.2146132249227,-74.56486305055166,C,1
18-25,Bisexual,13.94325558864366,-59.78055638155861,40.52764647789859,92.75839199064946,E,-76.07425706631359,D,A,157.36307819879215,A,D,A,E,167.0907606687897,-45.833343526435186,C,0
65+,Homosexual,-36.6211342130694,83.43832354138272,15.204426558198456,-25.736702500476895,B,86.29514344374212,B,C,-155.98619396846354,E,A,E,A,103.14468639168975,77.50222180624039,A,0
18-25,Heterosexual,44.84109687300993,-65.72245384669972,35.55596638738662,93.07533971511998,E,-153.0849811984836,B,D,-189.66335903229174,B,C,A,A,-10.341851824523806,-95.3455716012458,C,1
18-25,Homosexual,-80.05116894451348,22.812191764547375,14.918865309879308,55.23177876060752,E,-121.91720785022684,C,C,122.1085201307847,D,D,C,C,-234.5074161924088,-214.27936639952767,C,1
18-25,Heterosexual,100.03077316606446,-254.73143001626144,52.65961219798837,31.44500669653904,E,-17.480299659057298,A,B,24.303206778529077,A,C,C,A,-96.54824309752051,17.350644279598896,D,0
18-25,Heterosexual,5.034062855909953,77.74849724773532,87.13484301698792,113.36088321708735,A,125.37361117659174,A,E,-72.59935623379484,E,C,E,B,36.50711872373848,13.263488276232865,D,0
65+,Heterosexual,-94.21291962818434,82.22529109611918,189.96434901735572,14.871612252483853,C,103.16902915502078,C,B,147.15989399286886,A,E,C,E,90.99739225312959,-54.52121189272911,E,0
18-25,Bisexual,-65.90181689469844,-12.054994766255794,93.34883022481142,-51.40918478384137,D,99.50372010323942,A,B,-0.5572279984485012,B,D,C,C,-90.85443429470365,-187.89214040321406,A,1
26-35,Heterosexual,-74.27417617545625,29.545937122937072,15.5817354920985,26.57352243222014,E,172.32250485351983,A,A,44.79396027105995,B,A,D,C,-14.768453641608808,-103.7423964088763,B,1
26-35,Heterosexual,35.32000360169308,22.70964602737963,39.735902101834505,-208.15232493353068,C,-62.19261350207012,D,D,-34.719559294615074,B,D,B,C,45.59946567381371,-65.12636438261211,A,0
65+,Homosexual,-71.77062493789943,172.47944860677774,-160.5022884782946,39.40991933151991,E,61.79819126495016,A,B,51.394675000729904,B,E,C,E,32.62644601398421,-133.9791699865882,A,1
18-25,Other,104.6967061842909,11.158450149976831,-61.30739858302911,-84.4344057440115,A,272.90262194660914,D,C,24.159069213675473,D,C,D,E,43.76705979598288,-109.74467964543058,B,0
18-25,Heterosexual,93.27349966790909,230.2068211596876,-155.02358695587722,110.61809738264081,A,-106.26037476535338,E,A,36.442863336329815,B,C,D,C,-26.6085386685953,-77.66027132256667,B,1
18-25,Heterosexual,-8.058873263753936,-120.12031198251938,29.840490136639936,-115.7745779547104,C,37.71797392028498,A,D,-50.18177185264484,E,D,D,A,-66.87173316078766,-143.42227288906727,B,1
65+,Homosexual,-61.203717003717216,-228.07008336128257,106.8131380171368,168.38548358393132,E,-95.5098444455126,D,E,-178.16014911980494,B,D,B,A,19.963903893636502,71.67672855028007,D,0
18-25,Homosexual,-51.27346770923054,-72.7317575363307,3.7878964524951404,182.62366359479824,E,31.265504164265096,A,C,-14.65092866132451,C,C,C,C,23.97050821750552,64.04940832821066,E,1
26-35,Homosexual,-150.60202594449228,148.64616078003817,177.35147196736358,-28.251259480903983,E,-147.96763346128992,E,B,-218.8238242864731,E,A,C,D,-77.5733778186455,-202.59330229088195,E,1
18-25,Heterosexual,127.03845558776277,-5.7761670987300215,-69.04471099011674,-37.36698173128573,A,55.26665529701932,D,B,-31.224267078656244,B,C,A,C,48.44519164387183,-89.9251081477709,D,1
18-25,Homosexual,-114.27751912457566,-4.163114618390152,-10.401567692719674,3.759376593861191,E,146.5219374819415,B,B,-137.74482793704044,E,E,A,B,-137.54050254586537,-79.12748143329725,C,1
36-50,Bisexual,223.15240765309602,110.50142900233611,110.76689341443995,-10.454036225806748,B,-101.72539250427563,C,C,-43.645526427505935,D,E,E,E,1.3719649320370837,90.39116348299261,C,1
65+,Homosexual,41.26711770221738,-75.4627241210753,-159.55934888078875,32.44823703855681,C,51.95864329597889,B,E,54.78646555393857,E,B,E,E,64.79336886572501,-47.04145518343969,B,0
18-25,Homosexual,135.93114043816237,-2.17253966895756,-309.219310084974,135.96093029463628,D,-20.757054623650802,D,D,38.25130617604499,D,C,C,C,44.76732902797087,-177.3845200002533,A,0
36-50,Heterosexual,-51.040244205040445,83.44186782510512,-11.600869024628176,53.07896356427354,D,119.66690913096852,E,E,70.6948973178964,D,E,D,D,-115.98756473136956,-18.164882979992367,D,1
51-65,Heterosexual,-147.27592404835846,107.00933864837819,178.81521266852002,60.22022955432813,A,0.44019982242717093,C,E,-167.34399699993557,C,B,B,A,-107.27669001470812,-106.38358322304936,D,0
26-35,Homosexual,-120.77052509188886,-130.39308099691033,-150.13929427544466,-196.5528044328717,A,32.73217282251747,D,D,-38.26923688359669,E,C,D,C,77.81688882727292,10.850785653393679,E,1
26-35,Other,-20.171226765923024,-86.35927947747135,-69.24507624559675,59.35464915589716,B,-105.03363403947243,B,B,54.13963641018227,E,B,D,C,-143.9809932213878,39.00109624264067,E,0
18-25,Homosexual,-25.507236226017987,117.05509900357744,-58.835265764700516,-118.72868541420532,D,82.06080030569805,C,B,181.58415066354257,C,B,B,C,-86.7379607509054,-68.17558283353024,C,0
65+,Homosexual,108.36889091748327,162.00981941442973,47.22985486373176,-144.82428707894735,A,61.6872603425465,D,E,56.56529779947105,D,A,B,C,10.724186909675305,-81.18106484760402,A,1
65+,Homosexual,-56.82307280000699,31.068461316442264,142.68867006034444,-172.02346490630111,B,-54.42159984093233,C,C,-70.09448231953887,A,E,C,D,6.911362913909862,186.75247379551578,A,1
18-25,Heterosexual,-197.12127764357388,-60.152637636120176,-112.59435190908266,-10.78190854062193,D,129.71713921171286,D,D,28.0910771938284,A,D,D,C,-103.58673254996155,-235.5331684073422,E,0
65+,Bisexual,236.45925892473153,-9.803787754653396,-89.35353169315682,196.4168381592471,D,-201.16654474952838,D,A,71.90296964053746,E,B,A,A,-33.3022343354857,-7.415348628465549,B,0
51-65,Heterosexual,125.33835956321573,70.78753333995905,-8.64174615275943,-59.892270814271775,A,-37.136887241384706,E,D,25.662070690200327,E,A,E,E,-24.040180516980097,-149.39210674298056,D,1
26-35,Bisexual,-134.77073245661683,53.291506311792745,41.14866992291031,-78.12233544302367,E,83.3414337379966,E,C,-84.45373862594607,D,C,C,C,154.62070132349953,-5.122744015871983,A,1
36-50,Heterosexual,-6.326480800377446,-95.76873132336424,134.16426977515934,201.54834297148474,B,20.037054369609503,C,A,-0.29960189635381473,C,B,B,A,-109.51386857372304,-2.316333203072074,C,0
18-25,Heterosexual,168.15813895291268,-52.079482620503406,-53.351989144954956,-62.49904774066225,E,-18.641950656781475,C,D,-39.48103350524499,B,D,D,D,-25.66913306473889,-19.14796396545811,E,1
65+,Bisexual,43.51041077226353,-107.16077785805922,282.64326203153723,-49.917893752013434,D,3.923248979139439,D,A,-60.947304186192916,C,C,B,C,10.444401329230931,63.40468730702846,D,1
26-35,Other,23.90936017872681,-98.50717457562095,85.6365711935467,27.24824253801654,B,281.527179940237,D,A,-85.38347182080449,A,E,A,B,-85.4063451434677,-32.26784082194521,E,1
65+,Homosexual,-44.78468637278898,119.14547817722448,-60.74719683505284,12.721165765747324,D,-26.0824167300738,C,A,195.71866579017905,B,D,A,C,50.556366923946214,43.95843038030031,A,0
51-65,Other,-171.8037988758652,233.30887330167522,177.5718661173994,8.954747684030856,B,-192.6253178959946,C,D,-65.30687470500834,C,D,B,C,71.5350219116155,-86.77120285456584,B,0
26-35,Homosexual,116.11650514055114,39.915707664152244,32.49540890927054,217.34253618820705,C,85.99317186640499,B,A,-1.0550785152449493,B,A,E,D,28.693550413948078,-61.17243929196381,D,1
18-25,Heterosexual,-20.871027659231668,-59.26829681278445,-45.96371458648046,206.9032163123466,B,63.3526285402638,C,B,-105.55541126780341,C,A,D,E,25.819434411220833,141.38153933377438,D,1
51-65,Bisexual,-25.623354790288744,-42.69791926285878,-75.74821806053276,82.95751463931816,A,24.270608174247144,E,E,117.73063543624902,C,A,B,D,131.42475631818027,-10.743849679888491,E,1
65+,Homosexual,37.63037174746,-137.6136726283296,121.16451869258714,-5.890639024015971,B,-101.225804129576,C,D,131.68043150338278,E,C,B,A,-24.051603964375172,-115.81240261245478,D,1
65+,Bisexual,15.64976294237293,47.14292211555009,40.906547769197985,-52.17502937602039,D,15.991596797409125,E,A,-152.99066579402952,E,C,E,D,6.297438247615456,-5.666313159142607,B,0
26-35,Bisexual,16.721748863311948,-84.15746031072715,-33.55511784531409,-72.7412444549901,C,23.457093573521174,E,C,-193.5331945359175,A,C,E,E,128.39172623387455,143.24675199255032,B,0
26-35,Other,-72.85371870060258,226.56802427367109,-83.81410228945218,-21.22917752942317,D,-59.09893868814382,A,D,-83.68169047642039,E,E,E,A,-67.98759362647527,-48.19572513585279,E,1
36-50,Other,-270.38136655498806,-129.60863622443134,126.82727540870448,15.734218870316935,C,-160.94823101080033,B,B,81.19099411929265,D,D,C,C,50.77273066708351,-84.9979346601036,E,0
65+,Heterosexual,40.59432413935906,-132.95690792714686,42.3939108444744,-75.97722272221557,B,-41.99792122724012,C,E,96.98287636950761,B,B,E,C,-113.90026963496744,19.154886952865667,D,0
26-35,Heterosexual,-86.01484675834945,45.51210720827138,-0.8961844966945023,-4.689240937092738,C,13.461793164773116,B,D,115.12665540689613,D,B,D,D,-26.16624751559451,27.182612201669592,A,0
36-50,Other,15.029563886984038,-73.11284751331387,67.41559201997134,12.516723850535069,B,52.25079030384931,C,D,-42.43357312192076,B,E,B,C,-178.7247830082645,102.80745074480286,D,1
26-35,Bisexual,-46.916973970388135,-50.23277587709799,8.180635238093103,32.45289283275552,D,151.8398779806615,A,A,98.65103065590426,B,B,C,A,177.67530273633736,77.60664037377319,D,1
36-50,Bisexual,64.22280779815735,201.34114561210498,59.41094463001795,-2.5299393781018984,C,185.4159979588814,E,C,11.368453440574564,B,A,B,D,-33.06249011893148,-131.26856772356535,B,0
26-35,Heterosexual,-47.1090886546099,-29.997069136834536,28.416952915350606,-159.3002551977234,E,-15.275013897220202,D,A,46.61903147683513,B,E,E,A,72.03968624979377,-73.87904068705407,E,0
26-35,Heterosexual,-10.206443788619723,46.902436327106635,-208.30634850781706,64.82026348514633,D,95.07828768508134,E,B,32.59882026563608,C,A,E,C,-5.043074769454283,21.92096579821528,B,0
18-25,Heterosexual,20.8437059141669,-95.13629949885512,23.714136873146945,73.7790515230656,D,-29.68394991455935,A,E,128.93992302684475,B,A,C,E,-4.491883758564197,173.2543938175192,D,1
18-25,Heterosexual,10.631471480603757,-108.3717181044424,-36.82999796917944,-36.00200531943379,B,-111.22562563375828,C,D,-153.3678321132426,B,D,A,E,71.67568900183785,-163.74791017505504,A,1
18-25,Bisexual,-82.49616290456257,-208.97106681441406,112.16537563221729,-125.85583980984573,C,93.14010149739816,D,C,129.64650189082204,D,B,E,A,-35.7522557946155,38.320783106464305,D,0
26-35,Homosexual,-12.488007118307296,-8.258383126342997,96.3638733058658,-6.711909476374957,D,195.3695494211632,A,E,-71.90750393656145,C,C,D,C,99.7947860753455,-124.91578663159935,C,0
26-35,Other,-3.9522933063079635,-1.5065429052627262,-56.75333248510703,64.02254225549619,E,203.20361092258904,E,C,-59.9540845059077,E,A,B,D,-87.730182542337,28.89080905988114,B,0
36-50,Heterosexual,95.17375857514205,-15.284994210487394,-189.48875119540543,-62.53719831179285,B,-8.888275147960432,A,C,15.721961650759003,A,E,E,B,-65.49855832748945,-29.823425639484714,B,1
51-65,Heterosexual,4.732081611835249,59.660531643332035,88.34669606721776,-3.301550798263987,E,-60.28487965457398,C,C,90.90300965536295,B,A,A,A,-91.07042120601452,-35.60648508664999,A,0
18-25,Other,-2.7168552054155564,38.201720044467066,98.1611572377234,-77.41958268935349,E,34.362545257913446,B,B,105.19327030387767,B,E,D,A,-34.624066933638865,75.25475830788238,A,1
65+,Heterosexual,39.36384135888865,37.85901563194478,72.5622462744991,-168.20571523650517,E,28.526629090947864,C,B,107.94530572396962,C,A,A,E,105.29382148680897,17.492013252244334,A,1
65+,Heterosexual,-50.64890009262836,-25.39926527439464,112.85888236734229,85.99316999940154,A,-143.19292238909676,C,D,-116.51223658537523,E,C,C,B,28.69730358951311,0.8374311199806054,D,1
