Race,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Other,Homosexual,C,A,21.043566491764654,-14.203267545091894,C,B,-31.27985380682883,C,2.656892464255477,54.17487181806337,B,E,C,-109.96808749317628,-23.029956704116483,A,-36.38382710227813,B,0
Asian,Heterosexual,B,E,-111.43415047707342,-126.3426033493977,A,D,-77.62932471972567,E,40.280741201728645,17.210054194002876,D,E,C,-108.177952417067,-102.60906917987134,C,-10.635165840304547,A,0
Asian,Other,D,E,50.59860142420788,13.896510638384264,B,D,73.14390711844018,B,-56.39148304649343,159.45394664857074,B,B,D,86.54733022214839,-180.23060356463154,D,-37.131214554108304,B,0
Hispanic,Bisexual,E,E,44.100800049846335,98.63136829365847,C,C,-85.92074623920031,C,-120.78021742402893,-32.526209539766775,E,A,D,-150.3525418264739,8.038682320371212,C,160.47822887108683,C,0
Hispanic,Homosexual,C,D,43.85321925706548,31.225004706704418,D,B,-94.63086891647384,A,93.05947343576858,19.37139319348869,D,D,C,-86.76010731883864,86.11059797523825,C,-27.80807335740512,C,1
African American,Homosexual,E,C,44.48518947563889,36.05309298560298,B,C,-19.996614252052737,E,72.77385338527912,-91.18207389655002,A,B,C,68.30225217664349,174.63380618427124,C,-26.714991580173393,E,0
Black,Homosexual,D,B,-16.132882346185305,77.49214910952244,A,D,79.34795493899372,B,-23.276458853211672,52.60507984676459,C,C,B,48.939906878241246,-78.0214303749163,E,-37.27368546575622,D,1
White,Other,A,C,-3.001074163749807,-46.835859090839634,E,A,-80.2521687871877,A,-124.41644272305577,-21.92021905506317,E,E,C,57.46051581201277,126.0382098208465,D,-64.30698403223728,C,1
Other,Heterosexual,E,B,108.20380865359427,-15.595090633787848,A,D,19.54158459045475,D,-9.167407259022491,101.25275594796793,A,C,B,-93.19102259128216,81.09978480618251,E,24.582844785759487,A,0
Black,Homosexual,D,A,24.286053725330806,94.46451784235154,C,A,5.3275916713131934,C,16.95948772386403,-104.69428840178361,D,C,D,-240.33023285378889,189.6532391685185,A,51.541023975107116,C,1
Hispanic,Other,E,E,68.10655916360574,19.67638679167605,D,C,99.23108869390983,C,85.35482918747599,-21.35146807225683,B,B,B,-89.81670770776273,96.6161446655872,D,-112.97692149207805,C,1
Hispanic,Homosexual,C,E,-170.86194102197456,186.21568355955858,A,D,218.0415018788084,A,-60.382895570784015,-199.31413601395334,D,D,E,-45.2050723198788,-9.192499717171208,B,-14.540326162360351,D,1
African American,Bisexual,C,A,102.05391897223033,55.954581060574604,D,C,-2.9458086867233857,A,147.94564931082198,-192.83248527847246,A,C,B,49.82379891036937,-67.28445068319807,D,-115.70440913084961,D,1
White,Other,D,C,-168.14146339121595,78.39322480171832,A,D,-209.05548579345609,A,52.24635135478667,-34.42357030816365,D,C,A,-143.46402173250468,63.54748393259094,D,-97.54105448001951,A,0
Black,Other,B,C,53.37080784813977,-122.42333974689264,A,B,-8.079534668848714,E,70.57972409262247,132.90897638176045,A,E,D,-90.7160943636016,227.44079334206987,D,79.72163486568664,D,1
African American,Other,C,E,32.02053234148803,94.71411607999241,D,E,90.51640492811612,D,-50.085145577895474,130.7876732033437,D,C,E,-27.037043960629887,-108.26083678505101,E,223.12218428116003,A,1
African American,Bisexual,D,C,173.82582930544535,-70.57891859647823,D,E,-51.93481955578175,A,23.168594016780197,49.03996017896986,D,D,E,23.65821360726071,-8.195594417723242,B,31.666798864714934,D,1
Other,Bisexual,A,D,48.41134813701283,-247.55659004626983,A,C,-252.42440477508802,B,87.8138968376707,-158.88106859623315,C,D,D,-201.97556856680515,66.06122255978191,C,104.98966029751868,A,0
Asian,Homosexual,C,B,-113.87290770264009,88.90343208636321,B,E,117.84621099349121,C,31.08563240629047,113.38128871754645,D,D,B,-43.494225235509134,40.074986582171604,D,-3.6906943650692288,A,0
African American,Other,B,E,89.36582249544492,24.842984077636114,D,D,148.03335211113657,D,-26.915725631017818,13.492948878679428,C,E,D,72.02723317554967,-31.87525849273245,A,211.78930094189747,E,1
Hispanic,Heterosexual,E,E,-38.63563587533645,-132.51916833156952,A,E,89.89769786102033,C,70.19418851682072,31.944003118545943,A,D,A,-159.48799510172117,57.0940289034926,B,97.84959379792691,D,1
White,Bisexual,A,A,68.46070434103196,-40.361686767349845,E,D,-4.537509251128738,D,16.59393431020954,45.081851610804044,D,B,B,-99.49584552065316,33.58083585167195,A,-8.043257917199357,D,1
African American,Other,B,C,-107.59770013573227,136.1809524996436,C,E,10.03427801521839,B,-53.912908041103556,-94.48418747076182,C,A,E,-196.5423412336095,-10.829086658124453,C,102.01399187876312,A,0
Other,Other,B,B,46.53595128488987,-108.59279377191666,B,A,159.44226279685662,C,-136.51864083793845,-227.07305003906185,C,B,A,118.55345738195844,86.98745938940912,B,108.90226426055949,D,0
African American,Bisexual,A,D,-47.08182126468125,-178.09705067522813,C,A,61.58212276278883,A,-9.920087079228885,-118.1351249002628,B,C,A,-195.07294491633172,85.17820842993626,C,43.808057162032895,B,0
Asian,Heterosexual,B,C,-5.611593225774677,-117.62420881222984,D,A,103.33753577465181,D,128.7533143374687,-14.365711384432526,E,A,D,-134.15324995666623,-45.44886848298109,E,-97.89343672743061,E,1
Other,Bisexual,D,B,-257.57556220323556,205.53166489050957,D,A,-64.96893685697952,C,-42.7914258385036,-97.38200973236115,B,D,E,-60.48842933395125,197.17366681651202,C,120.61872768918556,E,1
Other,Homosexual,D,B,-103.17570248169312,-10.986721972349255,E,E,100.63014722061408,A,-126.98597413818237,-29.919566378419965,B,C,E,-88.05457817419659,-160.07730966511775,A,89.24335775664447,A,0
White,Other,E,A,-178.58461127904854,-73.6784405790433,A,B,-98.35631604752606,E,46.536743741769705,10.066158562082927,D,B,C,-39.31001267330512,-27.53710888078918,E,-48.22031304206298,E,1
African American,Heterosexual,B,E,7.36340382028745,-13.6461264971024,A,D,-20.67910210763621,C,-66.23533627218042,248.74760440471886,E,A,C,-259.04097680574563,-130.16446376730934,D,36.854014695280895,D,0
Hispanic,Bisexual,C,A,91.7362083240589,57.50330368519898,B,C,-165.40917138050145,E,57.140903271575695,118.7714326770652,E,D,D,-6.56732818691617,130.2995910466025,C,-0.5030838072677339,D,0
African American,Homosexual,D,A,22.734476715168334,-69.70992601633776,E,A,-33.011900457545316,B,41.43413451555544,125.2248423051326,D,E,A,51.554773894767024,-17.87438400871577,E,133.1260807320851,B,1
African American,Other,A,B,-14.110775806590834,-39.534533424928114,B,E,38.27950921880066,A,-30.319595806844923,116.20086798809253,C,D,A,112.57982305033903,80.90057070182237,E,-77.11845005426807,D,1
Hispanic,Homosexual,E,B,9.28366924231543,54.04964985137095,D,D,-51.33693946684619,D,18.487009453205015,-14.286954562728582,E,C,D,126.43373364334344,63.70707835780629,E,-168.05642071637502,B,0
Black,Other,C,A,-28.58275156153285,-203.3312181194646,D,E,103.78643258300364,C,-104.47627670555129,-187.25954393696227,A,A,E,-131.70989929089106,51.42071807034105,B,-56.298089787815165,B,1
Asian,Homosexual,D,A,10.871789989132145,78.8801187917882,E,E,-18.440069681149218,E,-98.85960411459742,80.73050985413057,E,A,A,-164.11970291471386,102.22119294618295,B,32.01777397632159,A,0
African American,Heterosexual,D,A,-0.9725352449910417,185.6451469870144,E,A,-65.62228501741917,C,138.57488675655563,110.70273638684813,C,B,C,-14.290444229361125,-14.046115470905324,C,17.880282689013043,B,1
Other,Heterosexual,B,D,43.09369554013835,-62.46088623887558,D,A,100.19883656926498,B,-5.300625473936627,56.74499657017815,E,C,A,-82.3392253451021,-24.9979025886741,A,-68.44582345642601,C,0
Hispanic,Heterosexual,C,B,-103.5235666034076,18.55592711918502,A,C,-277.9983129172063,D,-157.51044362275013,-99.46776199545535,D,C,D,-4.383175896680942,218.54236499274933,C,-73.53188277773303,A,0
Hispanic,Other,B,C,130.31157937683906,24.888879227080803,E,A,22.103112349690104,B,-98.14711165650742,-143.58475044508776,E,E,C,-122.29729660535907,-107.51058965524895,A,124.3215066862197,B,1
Asian,Other,E,B,97.69255926964094,21.70001046719303,E,A,81.6044018174074,A,81.5767908064005,83.77617926905707,A,E,B,107.55861974328695,3.5402314814291813,C,51.938335622560295,C,1
Other,Heterosexual,B,A,-48.97964169606444,12.948402179777819,D,A,-46.52824248891194,D,-110.41381686578885,-57.81970761481098,E,A,C,12.507214637028335,64.32346769336637,C,108.15562379487456,C,1
Hispanic,Homosexual,A,B,-138.0884327108683,-52.58052503166964,B,E,117.8747730337581,A,-61.594298672939175,-70.75435700980786,C,A,B,-158.5821589811838,-25.479676376049408,A,29.33970130667591,A,0
Other,Other,A,E,102.95134775819565,-9.85952489806919,A,C,-44.18898487724149,B,-227.6312094841624,9.524395858741684,A,B,E,41.86472107610286,-67.53462699551903,E,-63.58542886277979,C,0
Black,Bisexual,B,E,33.50136966001055,-42.555238803737105,B,A,-157.94984183640418,E,-6.283124429417822,-66.36369954846639,E,C,E,189.36396560384716,-194.58838956729906,A,-64.26630808935249,D,0
Hispanic,Bisexual,D,E,-94.36379001438047,-180.46506824047088,E,E,8.664192487932205,A,-5.109124049684522,29.725824303562355,D,D,D,74.03358418017709,-153.64436761921465,E,-35.01660130660176,D,0
White,Heterosexual,D,E,-82.54814337038268,52.90496681605386,B,E,-34.79515274828099,B,9.145301833739984,56.1613208953465,A,A,E,106.53835328569745,167.78488046731752,E,-60.172536205677616,B,1
Black,Heterosexual,C,A,-27.709633789509468,-17.18481967823068,C,B,-107.77319914134438,B,-63.26770531906847,294.09717193312844,C,E,C,-56.56884450955375,125.49754708921901,B,-55.14657358411089,D,0
White,Homosexual,E,A,-126.95818132421812,184.59978380171717,D,E,189.8651515449639,C,135.76250182974618,34.49243159880705,C,D,A,-249.91087065411332,-13.30684579446613,C,248.88182532716266,E,0
Asian,Bisexual,B,B,-26.01785753465608,11.514050057858132,C,B,-14.18657918375252,B,25.339318913459525,-47.470756356744324,C,E,B,30.933832005157193,-96.89594871019493,A,42.639638266730834,A,0
Black,Other,E,E,168.22190969032852,-143.1047926418332,A,D,151.72106419198138,E,-110.75184253314656,-17.4975384255144,C,B,D,-121.51619610811547,86.07103693979714,D,-95.6057605132748,D,1
Asian,Homosexual,A,A,2.0153517826395184,-230.29961869793345,A,E,-6.838965526487696,D,-120.8572281521046,-8.134378550909133,E,D,A,167.00532217185776,-71.17838652063536,C,-18.061222306678708,E,0
Other,Bisexual,C,D,-22.11146284568668,-93.6538971526688,E,E,-19.358051178360995,B,-164.67115849206735,-6.929197376153799,E,D,E,-49.331717983800196,-56.1083501401642,D,94.3892616692428,C,0
Asian,Other,B,C,137.40738011712878,213.24743185287684,D,C,-4.295243151353505,B,126.69196931083346,48.03936565220892,E,D,C,-4.719441845334144,94.1790852546713,B,-35.16126526943146,D,0
Other,Homosexual,A,A,6.385036047858137,-15.997300213048227,B,E,-165.71448676919604,C,-196.60765003424126,-165.12371877433912,A,C,D,71.40861976258014,-62.376640398882714,A,-134.82637778662493,D,0
Hispanic,Heterosexual,E,C,-15.522549338134636,82.86358873514563,A,C,-173.79268646325863,D,98.68408681605337,-45.46751814282418,B,A,A,274.6195735482045,-66.96345251585937,C,-54.38063956686218,B,1
White,Heterosexual,E,C,-281.40729077921,64.7638698068757,B,B,16.02805069362834,A,-66.48044691827226,-45.42219063425087,D,E,E,16.229137250248414,-129.54039243927534,A,-39.9349520358924,C,1
African American,Heterosexual,D,A,-35.52477118271762,117.18619012550464,B,C,86.99739193591017,D,139.63072487261562,30.136118587681832,C,E,D,49.52679739276809,-53.00881872066863,B,-7.748680784579899,E,1
Black,Other,A,E,-25.91243946395278,193.31984053054526,D,B,-38.231284509132976,B,-68.92641791354251,7.164812937434963,C,E,C,-11.052338162066786,314.22511086308174,B,55.18556647069764,C,1
Hispanic,Bisexual,D,C,-50.521957783338955,32.87617530930338,C,D,-55.99721782123213,E,-91.18631802594062,51.820789898431165,D,D,A,-35.93314030623887,-223.4168925740903,B,68.21976261572615,D,1
African American,Bisexual,B,A,51.70409011202963,0.8816902924467676,D,C,54.61114180273305,A,41.20191885050357,-75.80286094597139,B,C,E,248.26984027444547,-53.503598472087134,A,-22.36087791745719,E,0
Asian,Heterosexual,D,B,62.51057692186498,182.53291244698423,B,C,-50.66712784902432,B,-40.16113154689451,167.45802063962648,C,B,A,-167.72171789283516,-241.96420918206027,B,78.30122325340166,A,1
Black,Bisexual,A,C,37.52706220115271,50.64771829187893,C,D,102.00636275405526,C,24.770608710551826,129.2134139027227,A,D,D,26.35696721149871,123.13816276348138,C,20.706043776607384,A,0
Other,Other,B,A,-121.13791102487639,-110.95979108775357,C,A,-278.8283295915034,B,33.57520276746952,50.90369000898388,A,D,A,-90.48581058333438,-51.079214563412414,E,182.20001966815005,B,0
Hispanic,Heterosexual,E,D,-148.329795130557,-13.441711630054485,D,C,205.0128495320902,C,9.027434305387414,-2.447560545885011,C,D,E,-144.4016593646102,-43.082268616929184,E,-2.4129387567554352,D,1
White,Other,E,E,21.8893323095278,27.222767418848605,C,E,-119.5142897259113,B,-236.61934410129896,-46.21485971357572,C,A,C,137.50012182573568,-1.8602882278992907,C,2.2933957517334105,C,1
White,Bisexual,D,D,-30.620719487924625,-148.6309123866,A,A,-38.867528513779284,D,118.89510726704312,-2.155817726267996,A,E,D,8.499527137893438,42.88656272384593,D,-84.04153783767063,B,0
