age_group,feature_0,feature_1,feature_2,feature_3,feature_4,target
65+,-144.62424917995915,135.2705955168554,-177.2961709920249,-108.69114558653621,A,0
65+,-121.72895703083258,-153.38659901595867,89.28748828526489,71.23194384757618,B,0
65+,-78.64480688557657,-102.25630679919253,117.47559419813003,109.84915385159333,B,0
65+,-44.84761652455187,-8.939263014540861,-26.854687375369284,-43.77535561539835,C,0
65+,5.540263897790747,96.62709361224749,-27.679966299598753,-34.27835083843561,B,1
26-35,110.0550096731227,57.63360824722894,15.48245923751504,71.9188414735594,C,0
26-35,-73.6999038204603,-2.7207664402468987,-12.809539421319045,11.681357366198593,E,1
18-25,135.7158620458603,2.2249021455267646,-114.35876670276761,71.62167942584024,A,1
65+,85.81464966681952,-156.76442599210984,-18.118627258606907,43.21358427886496,A,0
51-65,8.318358369074872,79.01303503000149,97.56639383932412,-91.39411369987414,A,0
51-65,179.0669698285504,-160.70620981401004,-27.993981926494964,281.1188976350487,C,1
18-25,-108.89568176779507,47.18760764444716,-21.331451722947023,175.73524127244954,A,0
51-65,56.17410699804947,-47.75694550076107,-2.3523130102295244,-65.02097076208715,C,0
26-35,-31.39126276339687,77.11713740617365,-29.7690039082825,-59.92679244208019,A,0
65+,25.205426573346557,-176.12435727112899,-123.44511739902791,-173.51657498131817,D,0
65+,185.10517620041423,-83.62222822684822,38.283767455522046,39.771906807627715,C,1
26-35,-76.66420861634143,-242.7678452346559,-99.19596696978928,87.99640396288248,B,0
65+,108.92739210480917,78.64974324640873,-210.52186935038816,28.18288482251669,D,1
18-25,4.917388085465386,174.408522326013,-24.961462827698675,-39.510767777593315,C,1
26-35,-50.119030734837146,197.75904124902172,50.61678044370217,153.06010540151112,A,1
18-25,-25.042691782506964,94.84188171034694,-25.415318171830215,142.99284600214256,C,1
65+,-50.0257693765998,-87.32942290053347,18.63803185480283,-8.22144795305968,A,1
26-35,48.64191932182212,-39.70834366474878,-71.71028726694021,-31.22930985502932,E,1
65+,-2.6800474562123577,-61.37116200977959,144.7985520248988,38.64449350292609,E,0
65+,-7.327621724369872,47.59852369367468,71.09057417904495,109.31069237830569,A,1
36-50,-165.91412753454034,-1.127033116252176,-97.16136012796952,-26.861639971604014,E,0
18-25,-38.25875972235813,-88.53124422024183,-53.296755272471195,-70.93082548401239,A,1
65+,-24.604896153729513,100.80486048742242,75.08332608645132,48.387290985609496,B,1
18-25,-97.25293827010503,154.7871511015544,-173.01004026010264,17.634203778814715,B,0
18-25,162.54751762665592,-159.12295257596506,75.71903110344482,63.59524750791095,C,1
51-65,-115.91284810622385,33.73703271595353,41.948956823028524,-96.40591026445206,E,1
65+,92.69043169452803,-113.00197144042123,-47.075475328011215,59.970942462333646,A,1
65+,125.7511780139657,22.822123531790226,-141.44173020959676,-39.13005442513416,A,1
51-65,6.378652893021056,-19.34351307488551,259.75057491522506,65.75066161788943,A,1
65+,111.5293858883854,-82.69294840169698,-38.090590464223226,35.981843062818,A,0
26-35,9.012597516579584,165.9360593239451,-75.1505130225736,-12.041144501872596,E,1
51-65,54.00102168878311,-53.21681493169114,-71.07637608554741,126.93648627418612,D,1
26-35,-84.4917737832575,23.47633008859319,4.043425334511692,89.31815518705156,A,0
36-50,-64.97102452517822,40.40018860262699,65.33134549168359,-96.88032192536832,C,1
65+,-105.0124564093984,-110.6857435300721,-26.0832215988822,6.714411807728192,D,1
51-65,-105.86457600665753,-214.4404410774348,101.67389989800554,-93.7816777568568,A,1
36-50,97.40044279902125,-122.54585096410165,-1.7250683777340978,-63.83272802556081,B,1
51-65,42.204076192814476,-112.33432733143638,243.4637376762256,-154.15826193676324,E,0
26-35,-44.463587702915156,79.20431194537161,96.60044357485653,88.4414895806404,A,0
51-65,175.36423922574247,-73.4187910605309,-49.291802156600696,-40.50285068763429,B,0
51-65,-86.6839581834306,77.41118836582697,-122.1641763483417,26.718039054561544,C,1
26-35,50.820857905446374,37.44377021530842,87.18499032867807,128.75086271571985,E,1
51-65,-9.569282174504398,-60.184461718901225,-13.74576091787384,-244.73552366954019,C,0
65+,-74.43427287265962,-41.44492394880802,166.46577342767068,-205.45642888280122,A,0
51-65,-93.3931487358293,85.75867710567312,-44.76300274672985,42.93889239252079,E,1
65+,110.42868139236768,-90.75799786137341,92.934938962767,91.04984190931968,C,0
65+,175.07154191950667,-1.651149325116983,-33.620158815182094,239.82986661369,A,0
65+,18.79455751530378,-50.39394546365401,32.38461409528216,49.313182608132074,A,1
18-25,-47.062734035164745,77.40390095691306,132.38409664795162,63.3470644807902,C,0
36-50,95.2253350437623,-83.42186272133078,21.001595809007657,-89.89310124350364,D,0
36-50,82.7859119435388,-65.03062729508056,-31.674525458194676,-25.081396336049,A,0
18-25,19.866799252037584,224.5967027357716,-67.36655495665117,-53.87828076206353,D,1
65+,48.558285742023116,-234.59530265577703,142.50545174816733,129.83199860387603,A,0
51-65,219.67015415636357,60.14220690591628,-3.69299823512807,50.924139908768176,D,1
51-65,21.03306988766395,37.047380989276974,176.48162929172375,-9.32653653753054,C,1
18-25,104.66708737312229,-62.302264444795696,58.710514498134046,98.14955694834819,B,1
18-25,13.311006177058024,-7.700444192037138,1.3147284060863649,122.1351245357455,A,1
36-50,-129.47997657878898,-201.91117513551356,39.73119650599304,-26.62264614494604,B,1
18-25,12.61261268573901,-35.04638821067706,-30.351482192196137,-27.842215405619026,C,1
65+,68.7770080707366,155.17714436099905,-139.73556640988207,-89.76297977344272,D,0
26-35,-176.71846798534935,-10.001819724094926,-45.09010469098734,-48.100958922504965,E,1
65+,-46.197580234685034,-52.40769934376638,98.45832941915712,-138.30820257595192,B,1
65+,-56.969093905003064,-213.8000431619936,-165.97793005291024,58.119694245695754,B,0
51-65,119.66921232241971,-74.79578557593379,222.52650501767212,219.2180382777885,E,0
36-50,-81.4704645396444,-33.02145599770729,72.23693022839221,-20.905025785542033,E,1
51-65,-64.92896707650081,-115.06468361718143,-19.012717001898576,-30.039062736746903,D,1
18-25,-64.08405393277486,48.718814798613856,-73.81888344016963,155.41410218544024,D,0
26-35,74.7262974797542,60.81740270763048,176.1481312983292,-23.660465592434264,C,0
51-65,-89.5835046926752,95.07449224397187,-128.48845808500315,47.59723253496007,D,0
36-50,-52.61340978702057,175.71653330212848,-118.0598821359611,47.56600893137228,B,0
51-65,-0.039295300349668764,-109.08157669369452,-58.033614200919104,-249.1734894405063,B,0
26-35,127.37479543626935,201.50127000525555,15.201304581631739,55.15340228286264,A,1
51-65,143.86227213381846,170.3300881697479,50.5166248633039,92.23249391058323,C,1
26-35,-82.70880592448117,127.58219757290388,17.683058195274224,-41.77289529088022,B,1
36-50,269.9009203224231,-300.68482591472264,-20.84097175302378,65.04037769562218,C,0
18-25,19.556649270853896,-9.16098509855562,-17.02813643373171,-219.7353718729496,E,0
18-25,209.26403628468245,28.98115777751932,58.68914322338672,4.671175807986276,B,0
36-50,-19.474978166862574,-31.3994387192772,100.1649902396224,62.317209718550714,B,1
18-25,82.83575945700551,5.373156017684898,83.938866277364,51.33001628020276,B,0
36-50,-217.2785368583945,115.81922615465547,-53.457376963790004,104.6023435506696,C,1
18-25,59.40073944998239,-21.346694905011717,-5.871820247716449,-69.73707375908081,A,0
26-35,50.97577157583707,100.69815351679001,-19.09420108561195,-2.3254690266410116,E,0
18-25,90.40462738814641,-35.066300739313675,-150.76818570214166,-65.48075205316006,E,1
36-50,140.13812341103556,-16.908708643153027,-69.27646013676461,-91.23065962137844,B,1
65+,43.7844077652263,-130.6399101148063,-149.86725719405757,133.69069488305868,A,1
26-35,30.423390984220795,29.36048838761324,-130.12698437511492,24.997412224883313,D,1
65+,-19.273953588886624,17.734198910745175,95.1165003624731,64.0292211188607,D,1
36-50,-72.47202563971747,-9.557944508530051,88.8354985850966,36.80589664903376,C,1
36-50,189.96678072551512,57.020210876567866,-111.55327715749021,129.35781534651633,D,1
26-35,-32.88573880384957,33.1803210492347,-158.90395997400867,93.72070954999455,B,1
36-50,53.238939565793466,49.390591512447365,122.5564721585904,-77.74730814850092,E,1
36-50,-39.9592708896775,3.8514798038838602,77.28652833158928,98.090226435026,A,1
26-35,-86.31887898011205,108.8185882427135,197.9481548366516,-136.72977421075973,C,1
51-65,-92.73018803356946,-167.7291969570931,-69.38841354136645,337.63571114507016,B,0
26-35,96.66938511490602,-48.46848923820643,-150.56652394772922,14.21618495166641,C,0
65+,170.99654350227962,-38.73254193131233,26.23995452779102,-64.66482667171266,C,0
18-25,-167.9327119806005,-61.46463370468982,109.47907736859474,-146.35672274439492,B,0
65+,80.31332754645251,90.45795930374004,7.53707671853618,36.84332958779543,A,0
18-25,115.1233404540895,200.90969369972265,39.32060270876103,2.5511156437619396,D,0
18-25,155.23656580451802,-140.66710243148393,109.74747086081211,-15.903189872135984,D,1
36-50,137.00253245285836,60.83750860248196,-80.87435544477499,-48.51164879542082,B,1
65+,144.31704734254959,-98.59858865156919,-79.89190861387453,-50.66270393318687,C,0
26-35,62.798943064737614,-9.843221754824604,48.7686086645196,76.17247921857991,E,1
65+,5.807396330452091,7.920272935941222,10.36296691664459,-164.8978620788806,E,0
65+,172.9116215249465,-7.5353999846010185,25.25212461694506,-27.035305217368204,E,1
18-25,-18.90638881568151,-6.888143968498905,-76.58165660959726,-38.460688289270415,C,1
51-65,-30.97144622040026,33.31824288498982,-171.01386907063193,94.18715776851708,A,0
18-25,84.83943170179785,12.12991701379466,90.21274617216184,119.93312848766493,D,1
18-25,-210.85259567821714,-151.26303023290717,-4.748119449688852,49.31144813981451,B,0
51-65,-95.3026388694316,-9.855800724499323,-60.98886600943765,73.31541129815164,B,1
26-35,14.605023587766858,64.19045813924501,9.275249816431755,-62.956553758678545,A,1
26-35,15.796080017249409,-158.89084906702175,-60.277365547800684,19.847399787721354,C,0
18-25,42.37801566573253,-57.80656085089646,127.25751806688915,-24.157895054577075,C,1
26-35,41.18206456279623,34.40647011032298,37.5763055074235,2.8720502177289866,D,1
26-35,-70.11648386813437,-184.3184118098876,105.78321459824889,27.270001407804557,D,0
26-35,-112.61267291229773,43.38604732964586,127.87935707521234,-166.80650608928218,B,1
26-35,6.314877742210495,80.43588585649469,-63.194286966110994,26.73038037876396,A,1
36-50,1.062188255816325,-21.153235384518453,-72.94314680890712,-223.47840622073548,C,1
18-25,173.59353926017064,-66.80595724836502,-12.541122075221741,6.084278273329357,A,1
26-35,42.481581320097675,-128.9240038174086,8.091913442175507,-55.552342204831426,E,1
51-65,33.27736771277063,-77.78693890983833,-102.67755926803603,-95.84147822878222,E,1
51-65,-34.500121021926454,-55.2673307769437,-135.48197067122192,-20.38546735908024,B,1
36-50,-70.93612570637389,181.33454439797234,108.70832757669375,3.190066662986246,B,0
36-50,30.114548503085132,-103.66379802681378,88.67330721642678,113.14851621911586,A,1
51-65,241.94361784799128,23.62527720505344,28.10844818177533,-80.53145078836057,C,1
18-25,84.84697661107917,-179.1717787122457,35.09058813120657,-69.62582043380837,D,0
51-65,8.63646998043859,28.03867628920691,-13.973410750456047,79.56867532263843,D,0
26-35,-0.30427671524241556,-218.5490541224062,49.70804692837119,-53.153098549844266,C,1
26-35,-127.71701461915141,-142.182066868406,-121.86299258447124,33.164201225078656,B,1
