age,Religion,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
40,Christian,No,-37.28437200438453,-18.864709502551456,A,D,D,-68.9820752839732,-146.4244981120073,B,51.28772658365458,E,E,1
98,None,Veteran,25.675676502674154,87.23231283895265,B,E,A,109.74289247213393,181.37675120436143,D,66.07592882859107,D,E,1
87,Muslim,Veteran,-78.47402678208464,17.210367105945913,E,A,A,6.1298098993634005,-15.572842749543675,C,88.80316635097483,C,E,0
27,Other,Veteran,36.01718303333232,22.987931385138495,B,B,A,5.865233862477496,-378.9029258146827,A,-176.42183393233677,C,B,0
27,Hindu,Yes,-145.2442740524436,-161.3446213300082,C,D,B,114.73660519681725,23.904582046475795,C,55.377516584756826,E,B,0
42,Jewish,No,-182.56252183865305,44.92837675976059,D,A,B,-79.59944424208206,-181.53717427124104,A,9.074093441511492,A,B,0
28,Buddhist,No,-325.85662935295113,140.81836993464006,A,E,B,2.2566172322043396,-37.17775509876782,C,79.00736729861185,B,D,1
23,Christian,Yes,15.03462473265979,85.96358113361661,E,A,B,41.041113801516126,66.30781313586334,B,-72.69591233751281,B,C,0
68,Other,Yes,-42.843191458531,-49.48333675926863,A,D,A,27.404684831730346,38.30538424421283,A,165.6235877382986,A,D,1
89,Jewish,Veteran,71.32727448519177,87.19586711357856,E,C,E,-252.6499516479841,20.29520021300104,D,61.05015707151429,E,C,0
95,Buddhist,Veteran,144.82464956678095,100.00025908901273,A,E,E,179.74020769763538,-0.7239878056653408,D,173.08263894949,B,C,0
69,Muslim,Non-Veteran,48.78294253369341,78.88461811503721,A,C,C,-65.08698413119211,-35.051490513301026,D,150.77717519858922,D,E,0
39,Jewish,Non-Veteran,-38.7882905068186,24.38429129714249,D,C,D,-33.74345189797023,28.59367104365872,C,-55.712969281022374,D,E,1
19,None,Non-Veteran,-122.10687573910428,-152.22010552416373,B,B,E,-93.39518818434141,-69.18835009787907,C,-54.07122684857766,C,D,0
87,Hindu,Veteran,46.67468721123188,98.17345427207543,B,A,E,-1.106064272632852,-76.82881821505353,B,-82.05994316785761,E,E,1
60,Buddhist,Non-Veteran,-34.18834437650141,70.13142424417022,E,E,A,-113.87957267154556,142.14703420116984,B,43.50035455046626,D,B,0
21,Christian,Non-Veteran,15.762692268740677,-48.57404661602429,D,B,E,-40.108118158185334,29.765467278089158,C,-42.78784698916219,C,B,0
33,Hindu,Non-Veteran,13.192471488937011,-41.26788571231805,B,B,B,-54.37935326740367,53.29249332360128,D,205.02971936880448,C,D,0
63,Buddhist,No,48.67467261456913,35.94819608595097,C,B,E,-160.3357359392397,-18.426814397765103,A,-235.25583042813452,A,A,0
76,Muslim,Non-Veteran,43.79060820156248,15.521343519399618,D,C,A,41.11632256959179,85.0903531464123,B,96.90014282294052,E,B,1
91,Hindu,Veteran,-22.37259028295959,-67.30090202549502,A,A,D,49.98888945218573,-37.902243193071925,B,-188.96927502332844,C,B,0
93,Hindu,Veteran,-11.181531530541815,34.67254467631924,B,A,B,-154.03460386738655,1.1546515089505514,E,57.757949307369195,B,B,1
48,Other,Non-Veteran,80.72738179202753,-48.86419529060506,A,E,D,-116.23710050173067,-9.685130796697647,C,-37.98151494483683,B,B,0
68,Other,No,40.71995087775208,86.15907000745747,C,E,A,3.538306054218015,-83.01292187920394,A,-145.183441137981,A,D,1
34,Muslim,No,-6.8595207715126785,171.5478253709814,A,E,E,-99.80202359843435,22.101929537202775,D,112.96149804908305,E,A,1
49,Buddhist,Non-Veteran,-216.21178693316224,-33.23380744491571,D,A,B,4.652900986733484,121.75776506683972,E,-24.921868688385732,E,B,1
45,Christian,Veteran,-26.84716567098544,-102.52009370501302,E,A,E,23.262528441606037,60.56309794107396,A,-174.84002301152216,A,E,1
82,Christian,No,78.53436197990153,-33.6423597682461,C,E,C,40.152128965645076,-175.96909911499012,A,1.3642656225759555,D,C,0
91,Jewish,Veteran,125.08204835024243,-123.32785947275646,D,C,B,53.230468847930844,-117.35439983233591,C,28.862236007319662,A,A,1
69,Christian,No,-69.10224020719744,61.61065021606018,E,C,A,-72.39176054081516,-104.13491621065678,A,156.6908220617795,C,E,0
40,Hindu,Veteran,52.25049494043187,75.27199628536121,C,A,B,142.49395018534787,161.4927683807317,C,-52.719472904225626,E,D,1
95,Muslim,No,144.0728671990674,142.68825001895803,A,D,D,-27.92721304830511,58.51769693094274,D,105.56733267015579,D,B,1
70,Other,Non-Veteran,-30.05791288567089,2.2832212812355537,E,B,A,-12.509855373640569,96.86367880854596,E,-75.64757094280318,B,A,1
94,Buddhist,No,89.71405065159412,147.78676845604065,D,E,D,-181.40124751452018,-17.86502501699983,D,68.14957121757517,A,A,0
97,Jewish,Veteran,58.8199010832714,-137.06526147310532,A,E,A,-48.6827346349526,-173.82825655112407,E,-159.4923888690967,B,A,0
26,Christian,No,-68.50759577953316,-13.512165732674319,C,C,E,-69.28456478058449,-49.39894184350979,C,-44.391034224851275,B,C,0
47,Other,Non-Veteran,102.52953783171898,-35.88078532551861,C,C,E,-63.06516933031151,-42.28344601116421,B,-90.76803956718388,D,D,1
56,Other,Veteran,46.489585565292636,20.685634539751632,E,B,A,222.11500044307994,19.32763657041967,B,209.3984155287343,C,D,1
72,Christian,Veteran,139.31297587783342,205.77217536294916,A,E,C,-19.418342942324816,84.3516382870195,A,146.73004448929635,B,D,1
72,Other,No,18.23415673275117,114.71618217888297,E,E,D,-55.09375531134395,69.36111382560466,D,-49.43936313745259,B,E,0
85,Muslim,Veteran,84.92291353814582,107.61642561331148,E,E,A,-48.66979306149678,-139.13477008439844,B,233.62722417575932,B,C,1
99,Hindu,Yes,0.7194744171742466,38.16398426005992,D,B,E,-54.83342059008264,-85.99876927794797,C,115.3644255814657,D,C,0
74,Hindu,No,123.47498425786642,64.87485239384684,A,E,E,-29.53029997023553,151.1455977671856,A,-68.69200875100076,D,B,0
90,Buddhist,No,-49.994698104304845,49.21379481397069,A,A,C,71.84867613717448,70.06724502182699,D,83.3426837482028,D,C,1
53,Hindu,Veteran,58.83129502241277,-139.81105199052453,E,C,D,-216.81845016641032,-36.042878002576536,C,181.0865133753324,E,C,0
47,Jewish,Yes,83.85336494270413,-5.21148196162486,A,C,A,-52.83785073266194,-22.213266710721864,D,66.55067818163366,E,C,0
94,Other,Non-Veteran,-38.38751036152981,-20.57178803314665,A,C,D,98.97780208336455,-28.636655494513008,C,107.9147310894105,A,C,1
92,Jewish,Yes,46.7553401761779,-231.79477827352085,A,A,D,142.97359582235626,-164.9003702732191,B,-23.414153061615867,D,B,1
63,Hindu,No,-47.99726299848995,-238.93818796673244,A,D,B,32.18487997048204,43.61118032241279,D,-159.29770846955367,C,E,1
34,Other,Veteran,-4.930757854476027,-5.346059351026336,B,C,C,125.68239734403718,174.14266838620904,B,-18.965861177308337,C,B,0
41,Muslim,No,-125.31421288252716,-90.38769941627024,E,C,E,185.8847040312114,-52.64881558533185,D,72.86955163010947,D,D,0
84,Buddhist,Non-Veteran,80.73890313064011,-100.24369120207656,D,E,C,26.652893575284793,-222.08251010137428,E,-8.223364267698337,B,B,1
74,None,Veteran,206.8381943791814,-90.07170348586169,C,C,C,76.43693507890359,-85.6208659784885,A,-56.36150526892727,E,E,1
21,Other,Veteran,-50.32714513223468,-115.29077422319264,E,D,C,31.42446574061352,-27.106524678149803,A,42.62088241061904,E,B,0
44,Muslim,Yes,162.2581414062282,48.192516555452904,D,C,E,98.16582233936171,-39.327821815774236,D,-117.70403937672542,A,C,1
91,Jewish,No,-101.4456084795464,-42.516176924311736,A,C,B,-80.43022502160171,203.20917991442334,C,53.758085174972294,C,B,1
80,None,Yes,-55.22953355624909,65.36270316779841,A,D,E,237.89186663898369,1.4112537162268435,D,215.7824951370193,C,E,1
59,None,No,-13.776634364685417,-24.684880821400323,D,E,C,45.6889134798622,192.3048239235819,E,-122.26640400249849,B,A,1
34,Other,No,-48.703493752305015,-0.6108627927427126,A,B,A,41.29675363149572,82.4757294267496,A,-99.1632442015453,E,D,1
20,Buddhist,No,-24.442488654597007,-85.21783129684101,A,A,A,-130.75877348035428,-44.51902004734325,C,34.70380507056375,B,D,1
90,Jewish,No,-44.1779311953634,6.730383934953806,E,D,E,17.386703073250533,-153.7730884367793,C,53.14929109625177,E,A,0
85,Muslim,Non-Veteran,-24.887606344775183,-36.592516447352025,D,A,B,-75.7898067188401,-23.686047500259814,B,4.632027265870532,B,A,1
92,Hindu,Veteran,180.78648963510534,234.99286279209096,E,D,C,-37.68072090277623,-167.9456944255144,A,-100.92130586606622,D,E,1
22,Hindu,Veteran,-249.757584935626,125.58188718434951,E,A,B,58.98821834329504,64.15175379018467,E,-97.70793663217819,C,A,0
32,Christian,No,142.3153045882144,-16.341009099932542,E,E,E,197.7996787176014,36.03837983101777,C,-145.58879082235111,D,D,0
34,Muslim,Yes,78.68822828344024,182.32058290896046,E,C,B,16.292985262057126,-73.87853592237789,D,-106.85539071990213,E,D,0
95,Christian,No,-38.27319786582407,-93.48559088573406,D,B,B,-46.44226615363923,-113.92364361802416,C,213.48443417773342,D,A,0
57,Hindu,Veteran,-152.05166510865467,-166.26483180860302,D,C,A,-123.04616376979247,101.37582698289958,D,25.887111963557395,B,D,0
31,None,Veteran,88.0244732041503,110.54914336077866,A,A,D,137.5018797804512,-31.45904092310677,A,23.54245056223676,C,D,0
67,Muslim,Veteran,36.17097185813915,-103.31483012392407,B,E,C,67.64465538426018,-244.29916413456377,C,-16.705807639696616,E,B,0
51,Muslim,No,-168.84482211924063,-125.32401271825906,D,D,A,-124.58200851387184,127.0170115488237,E,-2.6308100124059064,B,E,1
88,Muslim,No,-214.1893830213612,-36.39500068449289,A,A,C,-112.51525722290918,49.60876196562322,B,-49.753436413905646,C,D,0
34,Jewish,Non-Veteran,66.15521550292686,34.15644572058153,B,B,E,-37.80981201487712,-120.9722089720161,D,-95.1938604865583,B,C,0
36,Buddhist,No,28.060586846740183,-113.07840896434354,E,D,C,68.6339526758533,9.49153399460519,E,-69.61316359422159,B,A,0
82,Christian,Yes,22.17871046173926,-167.59326787827857,B,B,C,56.79692502301169,17.369357761089994,A,28.055516848097206,A,E,1
90,None,No,-91.9366140330135,-78.81405254149504,D,B,E,181.98075045471478,107.39047364184667,B,-136.5274192734504,C,D,0
52,Buddhist,No,-112.83062007201833,-7.280029573916806,D,D,B,43.725669443971746,100.55106790159837,C,-2.1201621804946758,E,C,0
26,Other,Non-Veteran,-0.47421525925683583,-111.75052467128468,B,E,C,-23.290246868510923,117.33438140435372,E,192.02877239537992,B,B,0
39,Buddhist,No,155.5557263327044,-114.29239068299908,E,C,A,-91.50394239614373,124.63168775379555,D,-161.24515396278903,C,C,1
46,Christian,Non-Veteran,-185.31084104807135,207.49663555005932,B,A,E,-50.447306309903,55.32445588737561,C,44.519585007938616,D,D,1
39,Hindu,Non-Veteran,174.91065387971457,-201.19189677296538,C,C,A,4.180298082288765,121.38364965127064,E,-19.491982095343968,E,C,0
81,Other,Veteran,-72.85418369069971,21.446486150096266,B,B,C,58.94386699501536,198.69007632935225,B,-20.557472880335574,C,B,1
85,Jewish,Yes,-24.03261490121279,-38.41514339136307,A,B,E,-133.9147854880173,56.04061727781261,C,-129.65612115712906,C,B,0
22,Other,Veteran,-40.23448137728509,26.764938580275704,D,A,A,-126.39423893680868,49.085077106997915,C,-40.89620093476465,B,B,1
53,Christian,Veteran,-141.30583546244958,-75.66058437443887,E,B,A,127.08387620612713,-7.437808517737747,A,-6.2977962293864636,A,B,1
56,None,No,53.8941621700554,-51.735516401502835,A,D,E,81.0129095003074,114.31493851342324,B,17.27741916023654,E,B,0
23,Other,Veteran,17.876176621500363,-22.812041397305705,E,C,E,-190.37735856290388,-102.42534169684578,E,-87.77271590247615,A,D,0
42,Christian,Yes,36.925569687252676,-59.664645618436154,E,B,D,136.28948656407925,-89.23788560446802,E,-123.6037399732284,D,E,1
54,None,Non-Veteran,-60.64177416651781,-154.28165772967174,E,A,E,146.9752962366126,64.66315711297422,E,36.983808710653946,B,C,0
92,None,No,158.6531958571843,-96.99046996411728,D,B,A,-23.211109313321696,4.602204073127046,D,106.23350075806147,B,D,0
46,Other,Veteran,-57.22794989717151,0.9278873855742994,A,A,B,-28.747521944135716,-177.05988157629335,C,74.47299286111695,A,A,0
59,Muslim,Non-Veteran,-76.64396045138744,-40.6017059605056,B,D,D,234.06693843598165,-102.92897663913404,B,177.07439870530902,C,D,0
82,Hindu,Non-Veteran,20.234657765090727,48.783452898816016,D,B,D,-58.58639564403748,-174.4653040044018,C,-73.49164064959878,B,B,1
20,Hindu,Veteran,77.62980217068379,-18.158535787276705,C,E,D,66.44788695120785,-54.35171709410669,D,17.259110669840055,C,C,1
59,Christian,Yes,-92.04745889069959,143.71582810860653,D,C,E,-87.31645156691158,-47.6594575464837,D,-166.1246954915487,E,D,0
75,Jewish,Veteran,-92.63649152997056,153.69022894532833,D,B,B,14.849710757456739,-91.00416963594814,D,85.08401049719771,D,A,1
64,Jewish,Non-Veteran,-44.25335418823374,108.86032222097342,D,D,C,-3.325440333026474,144.81834969929662,D,-126.97142508225264,C,C,1
23,Muslim,Yes,-27.752009102469405,109.32324385364589,E,B,C,100.2871048828776,-48.676331308933236,E,-17.208355164079656,B,E,1
66,Jewish,No,-213.82453422053644,-8.393326636354352,B,A,B,-74.82945112633917,184.24240704306604,B,19.051661506820842,E,D,0
32,Christian,No,-93.98459820250578,-62.45083651761456,B,D,A,-23.935711782296575,34.671620873589575,B,-180.69062099677478,D,A,1
25,None,Non-Veteran,-171.66949536941107,14.620241326011667,A,E,D,-104.62000964892397,71.15908348753665,D,-25.478962741328402,E,D,0
35,Hindu,Veteran,-197.93029738943636,-139.728559800593,E,D,B,-38.57633472323501,-83.00769845825758,E,-41.25766920432059,A,A,0
84,Hindu,Veteran,-41.1412444101426,202.00898191875604,B,A,C,-43.1701225752669,149.58204841244873,C,145.95913028513723,C,B,1
62,None,Veteran,-9.144984663364376,-55.597398659879836,C,A,E,3.9982859855743818,70.588127432882,A,23.336392229932287,C,C,0
63,Hindu,Non-Veteran,-74.08986729196526,32.85319131268491,C,B,D,27.370200991343808,-19.727128614604222,C,-45.33543134434299,D,C,0
75,Christian,Yes,-89.20299558457408,49.51532151048858,B,D,A,48.376401007446574,149.17188765280798,E,173.62425409587888,B,A,1
69,Christian,Non-Veteran,127.08341745932947,82.4701908629459,B,E,A,-118.20940082599378,-93.37623154858392,E,-161.72658755144894,E,B,1
67,Christian,Yes,122.50602879509167,-110.48660347889026,E,A,C,-221.7448252509465,-45.567936986907476,B,-123.60011853896398,C,E,1
73,Buddhist,Yes,9.341041929229016,-204.7905457944213,C,C,A,-121.89699289771585,1.3594148128698127,C,-153.17941310065518,C,D,1
90,Muslim,No,-73.7019057800352,-172.7384733687612,E,A,D,-133.631305232664,52.09737515395153,C,-15.654877112581254,C,A,1
25,Hindu,Non-Veteran,-92.11475578595531,-19.376641477811983,E,C,E,-12.83920598058878,92.53867624443008,A,50.4245334231282,E,B,0
80,Buddhist,Veteran,211.94809203205233,-137.38362535935423,D,D,D,42.63191125535762,-34.17747618916406,E,-1.1172705934061753,D,C,1
91,None,Yes,39.56170403134259,-129.1331660403042,D,A,B,-32.028584894271155,117.30115383017052,C,-49.66622860686192,E,C,0
24,Christian,Veteran,39.84074858631846,-20.061919278180476,B,E,D,145.08188512190188,22.896023260945686,A,125.08067416976249,D,C,0
31,Buddhist,Yes,194.41985320555767,191.03281448491933,B,B,B,-159.7057015567016,-39.335515809657316,A,7.689382671953029,C,E,0
68,Christian,No,-26.462722427697077,177.8513200916848,B,B,D,76.81362651599513,147.0560448987543,C,37.15338968330245,E,C,1
27,Christian,Non-Veteran,62.84077072446506,-11.923614064307243,C,D,A,150.22668720825092,-79.21775019605748,C,-80.6479555431911,C,C,0
84,Jewish,Veteran,53.390056470173406,3.9718856776497384,A,B,D,137.78871896124332,222.68033221683652,C,141.78570779525384,E,D,0
28,Buddhist,No,42.73468866085814,-92.28113850406424,D,D,C,-108.77678153228001,-28.258825174965885,E,-70.61717842129475,B,A,1
57,Other,Yes,-64.79980733950143,-128.4794209341658,A,E,C,125.48082085504649,83.10700927368036,B,-121.77163781268341,E,B,0
31,Muslim,Yes,55.37018863077532,20.73315700431766,C,E,E,-63.38998383733112,23.868042687003385,B,101.90159972464481,B,A,0
78,Hindu,Yes,-120.1776000608062,-3.2341374032474945,B,B,B,40.18456433759975,-178.0034956474956,E,60.61149464692836,A,C,0
29,Muslim,Yes,167.08393223743212,27.398541865904484,D,B,E,-5.3953648384481525,-82.51088120091322,E,41.73356584530388,D,A,0
71,None,Non-Veteran,-21.384964719981607,-10.502280658732586,E,E,B,37.12030570963662,-203.2059700556874,B,65.8738513186261,C,E,1
44,None,No,-47.374542157775366,32.6780938366598,B,E,C,-76.25531770067553,-89.54326039946456,A,6.0323235227428285,C,E,0
69,Muslim,Non-Veteran,-124.2887202680753,47.507434596911466,B,C,C,41.687581777334366,190.18238451020912,D,-33.4221391233088,E,C,0
63,None,Yes,-26.515709225160634,-25.718790538734364,B,A,D,110.66932325831311,-42.14240663668271,D,13.72003035952801,E,B,1
96,Hindu,No,152.93563638374766,-34.72547227065456,E,C,D,22.167008485299313,10.16905108496156,D,-166.28226096343448,C,D,0
76,Other,Veteran,-254.20704560292918,25.44720484713716,B,D,D,-6.260135005950959,-49.29137613717719,E,43.566367909311204,C,A,1
97,None,No,-68.28414203906648,8.698163162252657,E,C,B,-18.729369564017425,29.35459245990141,E,40.742778623583746,C,B,0
58,Other,Yes,45.31401990818317,165.44522694115915,C,C,D,-80.95720113886927,110.98900122888256,D,115.02212612899241,E,A,1
29,Hindu,Veteran,91.93557192858862,3.020107771540555,C,C,D,-59.6460399608113,29.556428408211254,E,56.84610520489846,D,D,0
71,Jewish,No,-87.40705428365625,-37.55866671572699,D,E,B,-3.1822928459463724,231.26397056083158,A,137.1121109158633,B,E,1
45,Hindu,No,184.5811457655408,80.45659409923715,E,E,C,-73.34033669405066,-68.52332248237174,D,-46.913829116060654,D,D,1
46,None,Veteran,-77.7282181363806,32.94790160943888,B,D,E,20.24012912139223,-8.970180582626842,D,193.18753781377262,A,D,1
83,Buddhist,Non-Veteran,-61.05215806407159,20.118324788075288,C,A,E,-35.335011420317066,-96.53998961387234,D,-8.35061178581978,A,A,0
98,Hindu,No,57.804360888621474,36.5707577244492,C,A,E,-14.490772289358647,-50.18602635367,A,-76.63421866339586,D,B,1
56,Muslim,No,91.01770043778224,-103.51631201730636,E,C,D,-22.8614197809806,135.14603907185924,A,-149.54663863044388,A,B,1
98,Hindu,Non-Veteran,-95.05830422516772,-64.45787500103192,A,D,D,23.360072140908766,-22.886154669773948,B,186.6431022045909,A,A,0
91,Christian,Yes,-55.10900641681653,133.8337275962774,D,D,C,142.79137973090695,72.60560563797387,E,-21.826548672589738,C,B,0
58,Christian,Non-Veteran,-61.60641818111956,-134.60713731434015,B,D,A,45.197817783508974,-107.22986216431207,C,-35.54328206661743,B,E,1
24,None,No,70.10350522177507,-10.954411112720122,E,D,B,85.88206766842316,-16.584508930479036,A,201.10592436445657,C,A,0
71,Muslim,No,63.864642021129626,-129.73116481417077,E,A,D,-16.302376200442335,-113.35552595224694,C,201.37317987408338,E,C,1
34,Muslim,No,-33.34860629334663,-43.47198576267493,C,C,C,11.664813814831675,-27.293473716850748,A,-181.08426047907741,A,B,0
99,Other,Yes,152.37468765555724,-271.8320197565721,D,D,D,-6.873438113890996,69.85088220574332,A,104.43007839321632,C,D,0
53,Christian,No,13.087487642091913,151.91809118272036,B,B,A,117.87874881269896,-64.47377267945596,E,13.37468246705785,D,D,0
29,Christian,Veteran,-92.74540042459027,-183.6563721740573,B,B,C,-19.265988093385893,103.48725804849137,A,152.68439683012335,D,C,1
44,Muslim,Veteran,-89.05754510657705,83.83393654930599,D,E,C,41.47773998137027,-37.02904497338109,C,-38.11578792690503,B,B,0
79,None,Veteran,5.046836816442424,1.300058625719074,C,A,D,-24.70001893290917,-56.55078154882107,E,-162.6527374256098,E,D,0
61,Other,Veteran,154.71214605553664,166.22724717060385,D,C,E,-191.6348226996822,-9.308402911349866,D,34.3049999442386,B,A,0
46,Jewish,Veteran,-115.64538135798428,-82.83164973698574,B,D,E,-112.74076412050304,188.1385105669131,A,-83.56960229401832,E,A,1
40,Other,No,150.57376344127,-198.25863363666429,B,C,B,125.1284831426373,181.64643067108048,E,-93.23989405607364,B,C,1
82,Hindu,No,-96.56318831242943,-110.36439276546926,D,D,B,96.24592900019702,41.79369150767659,A,-44.39988602766553,E,D,1
92,Christian,Yes,71.12368619457162,-0.7753200246841336,B,B,D,41.577643785196166,-39.06863042300499,C,152.2112443720386,B,C,0
54,Muslim,Non-Veteran,11.581820837964472,80.92944251728844,A,A,C,128.07466653442478,-51.26553348347917,B,-100.09361415937663,A,D,1
87,Hindu,No,18.877820602623686,-63.0070162787449,D,E,A,-89.05774992521545,-83.45423169480833,E,-64.62239595558088,A,E,0
57,Buddhist,No,-119.65435362511272,-56.061017828629076,C,E,E,-100.35211659352423,53.98176823640919,E,62.510478085041676,C,B,1
95,Buddhist,Veteran,-70.56398514746888,-68.10629494577974,B,C,D,-12.786114121037198,-104.89314244766643,D,-101.55643015319149,B,D,0
89,Other,Yes,-30.332641691034194,21.927596738998602,B,C,A,106.0092967639025,76.48258895057606,D,90.98367160113744,E,B,1
33,Muslim,Yes,54.170640773543845,141.55691885235805,E,C,B,-50.855078283271574,-216.2673542635515,C,-177.82786450137237,E,C,1
57,None,Non-Veteran,-24.180368841934612,-30.042798515028323,C,A,E,-31.73600773287868,-48.941584357972836,D,-204.20177032689236,C,E,0
94,Other,Non-Veteran,-151.11806131035343,-77.81965706879728,E,C,C,-109.708394978063,-99.11477452068715,B,36.254302969295345,C,A,1
66,None,Yes,-65.96425391192344,-8.505012522206046,D,B,E,70.83966873352074,-112.81416822856649,C,128.98804736617242,C,E,0
37,Hindu,Yes,20.770591985938893,-13.719902416267926,B,D,C,-19.702173934120548,-93.26713609219146,B,78.48030129879494,A,E,1
76,None,Veteran,66.8614846051171,68.8771688379518,D,B,D,-50.687354733126924,20.059032928478302,E,-13.072589023525069,C,A,1
20,Buddhist,Veteran,63.09379780005735,-172.87187013867376,D,C,A,76.05182737635107,65.93013217805849,C,112.02378624947782,E,D,0
52,Buddhist,Non-Veteran,28.977431068452187,-119.31159024325049,A,B,B,3.258503182759478,-1.3675085842293417,C,106.79837656605697,C,C,0
89,None,Non-Veteran,-133.222771387089,172.7732036896446,D,C,D,-99.80767356162659,-24.002589169329642,B,-26.004508807574318,C,E,0
81,Buddhist,Non-Veteran,-105.88680256208414,-14.059080002978789,E,E,C,128.50848483569928,-61.796736035350406,A,18.464689264152838,E,C,1
55,Muslim,Non-Veteran,-34.96791137666288,-99.20053027195358,E,C,D,-71.4043612268975,119.87642433744534,C,105.99468508515282,D,C,1
