gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Male,-77.36287814281975,28.148106954536523,A,-123.1882039240998,-101.46754736569727,-2.457353519639774,-29.74999031473734,127.55742809372927,-59.89281143497338,-105.86579369337113,E,0
Male,-3.901541410661159,-7.090623739114846,E,-126.27312178451695,-144.81902808431508,-176.92237540781736,-93.321782751254,-55.5888507120733,-32.44399229481091,112.49707801200088,D,1
Other,113.3567100726103,-96.36516157866922,E,47.4477713371616,127.9962801634687,-21.890454866365054,-80.10219686426633,17.909563395435505,-33.966429659579525,164.4629877851228,D,1
Other,-60.33658994553088,-13.348118431092953,B,-9.86197804605975,-122.95278056118761,-33.66546808066398,-47.114147475392976,69.39888253718829,188.47791872110122,42.93320377322449,C,0
Non-binary,51.546247770740685,-50.83729580408788,C,2.302413092806356,121.25329381601075,6.737828572277162,-67.18264757744672,97.75802919014208,-19.33658770028464,87.67632443534328,A,0
F,126.54000327674815,25.373847593596516,A,-125.88286580202059,64.18792067148428,-27.534275680350085,41.069744511956834,-14.747110415092129,-24.307056389005577,19.707216969456514,A,0
M,-19.557961906331347,-133.1960665280465,B,93.11385908834765,39.30233058983608,87.59147277297335,-88.6889385094395,60.0509652031514,128.61354269317243,-52.64538218759394,A,0
M,143.10049574447416,-42.65738272444872,B,214.8454477416255,-94.57182661695792,-57.72280216167087,-21.251896541036654,-57.4385716324519,11.07079149558405,-35.909705690804515,E,1
Female,2.8166835271573913,141.25664214454346,E,269.8690335089648,81.82720990710362,75.90151281133987,165.80042462975726,-137.1630014784722,0.3569061789789568,-121.47100531036985,A,0
Female,-104.25002911254467,-15.322162154163129,D,-178.40363047614488,-46.862800760922795,24.25095702043195,204.05716481864914,69.34629260341777,113.77318581430131,-180.16145869332462,D,1
Non-binary,-97.56933627332063,131.9366885452496,A,39.096720233578495,68.83055300555726,11.898946442803837,166.89824891473572,-113.42450240247679,91.55199019838844,-144.6316433166597,C,0
Female,-69.84278828093827,0.7941677778374878,B,-120.13494844489337,-11.17511615032112,-41.393316939491726,227.89941980449998,-15.586356456782068,-61.60959215889987,13.599529575987393,D,0
Female,-103.17338729855841,110.69002628099656,A,-53.78621648798912,93.09545381840574,40.94348974678465,-67.02861298698848,-126.23084013592003,-28.168660843260586,30.064986856339278,B,1
M,-72.22916371308524,-49.2313877734959,E,-58.54688251201631,-93.41408542836488,-178.83663325954947,-54.12308930313794,-8.105451949483237,119.10031606568683,139.3984528816471,B,0
M,206.10309824226243,-207.46272561315288,C,-93.3208740330815,-48.37576037858027,98.29604088258135,30.743375279048525,-138.89816167297008,-166.74125323688554,-20.543408058805102,A,1
M,-21.60400102475566,-1.9528175670083237,A,85.32728198629388,-20.654810990411796,-12.876625518365273,-138.97834574439435,-143.74504464476132,110.82710305158336,-82.6833300372945,E,1
Male,-81.0023349311725,-151.9687845299959,A,158.21512609574302,76.33753785221484,-20.07018564210012,191.9804257787576,60.699580271781365,-197.73753862254452,-7.756819239467881,A,1
Non-binary,59.820770238437525,-50.516116887715846,A,22.666902970715487,-41.47830145765163,-5.480725841252798,-69.20227723378895,-0.7767585840470671,-54.40224158561458,8.245843085533236,A,1
Female,33.7048772979098,222.94948166857398,A,-81.8995995723733,-149.10298562589338,-116.36004766699055,-119.37880669378858,-55.86312182176504,205.78859764563836,-117.24175823317667,C,1
Non-binary,-111.34668769953595,115.45539014225936,A,-19.847295230243574,-20.17402974595749,46.78042239951431,-50.58529300105734,10.949472968401768,51.03605768873503,7.9904516978988855,E,1
F,143.93793717177928,-1.0842739445973113,D,72.96705124846156,-106.15545076892717,-93.9439654595432,-76.8265704498718,22.812241404567786,-130.72870361857142,-26.495390938170942,D,0
F,92.25643484574448,-60.61969246347023,D,-69.1875341542569,-139.83411776816857,-207.8653577686635,115.74592919929829,35.718872087279685,-44.94960235480804,-134.08902738649599,B,0
Other,-63.24819298441155,-9.873985947600678,B,-159.12482234741475,-5.768893877191013,-17.184148777344994,38.490958031260504,-1.2410141483732733,-132.04707966273816,79.47038800002531,C,1
Female,35.21460100466494,-41.51419456603031,C,-128.79941266422344,163.08329305972285,-224.9972411478538,-138.55918245802087,-143.2942729939633,195.39587399687608,22.65802334859678,D,1
Male,86.45172041629851,-207.1622155509647,E,1.1290263214136433,-22.050653645846854,62.80405617599774,-177.99262504226976,46.36692656966306,-86.87475282056596,144.83049589231916,C,1
M,9.844962849145157,81.037443544255,B,-42.60645573018464,28.301896304668855,-192.47310561654874,61.55274793814362,-5.528906600326317,-34.94796242688418,-95.12943597971048,B,1
Male,-110.25777526329831,-205.95782112723035,E,243.71928985905188,30.053166905034338,-112.29876944027923,106.93857838111447,-1.940719757603656,89.6246485307205,-15.376001937404931,A,1
Female,-13.485437725468897,-155.98996029906039,A,-178.29294422677566,25.261736405319734,-127.3699675738144,-7.0340189008578635,-11.637135870098989,-112.64116780658999,95.7561600242541,A,0
Other,-153.6227900579496,-213.4916263185867,D,103.00079027113595,115.72064863204629,-116.13287980457238,-115.30387874715287,-28.53789336161296,46.2668870175939,-114.89101197586858,E,1
Female,20.561242014956978,111.9158382006996,A,-156.34063803399957,131.3321243212463,106.42246332514243,0.10028005353217148,-122.21247060904834,-71.87718927909728,155.08186454155515,E,1
Non-binary,12.364418107443607,163.06452996597304,C,46.4155042075744,44.13530763730466,83.31590275994414,-26.881881135689632,-142.84595344899884,-131.15413513881293,-136.74990315580968,D,1
Non-binary,-133.92754299048713,40.80351985765064,E,28.69530745234778,-85.71234140810049,-3.1550100957789167,9.923020848484013,13.993021845759252,-29.27804113130521,33.21719596903115,E,1
F,-53.105204064437906,91.55799910236564,B,11.947338125773163,291.8581566353579,190.42080804634787,-9.092595499428494,-89.02279448336358,-19.98493326795301,9.139023025284649,E,0
Male,129.27502366934925,-69.07911589746693,E,198.92729571841895,45.47111465387289,76.23683031145495,3.444861166583231,6.319175030736565,-58.37174628290344,22.50918117227621,E,0
Other,188.77352216963772,76.08563166427595,E,-80.50343575918865,43.61251355307335,-66.97534853375198,80.27732996533162,51.50422281196134,20.392945563344277,-114.78991897189952,E,1
Non-binary,-36.60955629945665,-136.60636816741834,C,-86.53283417653324,-66.57660026108574,62.201854420363134,22.97955230863288,-104.90448928434893,120.29328260763421,38.74470964906752,D,0
M,17.1998862913569,49.4710455370076,C,262.181222508304,23.01685880351445,-69.39193014429262,10.875807589935592,107.7774646316769,98.8618827374911,125.33808124619041,C,0
M,-47.81170479787916,-99.69692798878329,D,-77.91346774566723,-155.32606611247698,-216.4041646864049,63.52334836282299,-92.23751571303276,-22.389280820545718,71.330566270058,E,0
Non-binary,-17.232645286603425,37.12281067382509,D,-20.421556121030974,50.36570307475894,-40.80470015480689,-3.762266261083691,-216.07985046768374,-12.749709219013535,-73.69872335368169,B,1
Male,-100.81877521909914,-14.125027847093255,C,95.56801759320587,-6.699953537681119,-11.259934313137162,-126.8211309019569,-65.32879432631765,-53.76089069281383,-66.23276089135295,C,1
Non-binary,9.855471785851165,91.29276896233782,D,-101.26639071175443,5.202052666740576,94.98846979507002,15.826153115613991,-25.474664819871645,-147.48414237514868,68.98280175239275,C,1
Male,34.94510752034113,-81.30339634196446,A,29.92464186450495,37.15625004312393,-166.86378526006848,40.965683447369194,-87.07797770830918,-147.59850130542867,78.95667129519792,C,0
Other,89.4013948902822,-119.6485791351656,A,18.548118878509417,-14.778059091121081,184.40972069336016,40.196351340584314,-110.53954282722638,23.971005559472477,-213.1173492625073,E,1
Other,41.64210304168775,42.648533276900054,A,-29.695893364041165,46.5789854637398,62.901160390751166,-370.95462254314987,-61.724461454428805,33.7469300776219,100.4942541923461,A,0
Non-binary,-22.35576928550183,5.391627451895284,E,-44.95455989922413,-28.668905937212113,-68.18872291636082,-169.05689449115613,-36.431351391809145,-7.974726601950347,33.02560490450772,A,0
M,-117.41850567762395,14.636116362350732,B,165.75535850620489,-10.767834624953974,-37.876069854095306,-70.91399402713989,192.26866571726754,-18.14561499740009,156.26252204142628,E,0
Other,129.32600508838166,-64.27117439854389,C,-133.25999227476305,-111.74967881242593,13.279049665241455,-3.6717099694279263,-143.01847370444233,153.33412891852242,30.9344334023035,E,0
Non-binary,-98.19386471068651,87.765948432347,D,148.93844068186257,109.3638769940302,79.46425237357651,-117.99591112562153,-123.64797496592399,-27.587813331489013,24.288785774165834,B,0
M,-90.95596468843009,-128.57906364306933,B,-141.06961327875703,-42.888334399660415,-15.566113548928199,32.627273890867514,49.52171221181067,-181.389678474331,83.61674408364169,A,1
Male,142.67211229791639,169.7008993164685,B,-27.862177980476265,-26.40292787663506,115.39962717328629,19.702398118621204,29.79385889260879,-171.70662985539926,-86.1414114412813,E,1
Female,-10.805622599039436,-159.21532569545082,A,-16.26456924493575,35.800498943665374,-201.54849505640206,-53.51095385396594,-37.33284828311641,-90.98956682779902,42.903612053426,A,1
F,-39.698556379686416,155.41295196448743,C,-173.76405013298086,58.48688957000613,75.8239625563294,-46.74726197196674,-18.239064299707938,4.321109829761812,-57.98584841347279,A,0
Other,25.27794090389944,104.55116047769005,C,-48.91605367273719,-26.335482322833144,-66.16123935815652,-205.13968914120565,47.06705451068894,91.82411936760005,186.91171370079707,A,1
F,-10.21564074853535,-57.82498529950133,B,-35.95037001296878,-211.92983652250302,-160.11409444523773,15.654847009390519,-21.293232235982586,-94.42824948753265,45.27704166493697,D,0
Female,124.43026852751495,81.23892823990538,C,-38.80445040484621,85.17147223711997,33.17401478508174,55.09254279091337,43.06743090652332,-75.99800332418806,115.60698392322433,C,0
Male,-76.4287663180933,-66.04858758168388,B,-121.79954843344134,-199.21747522138537,75.00219876948148,74.63652537351717,98.77495102631512,63.1891248170681,4.84736238636616,B,1
F,157.11690565205052,9.426812161311716,C,-3.782941538285736,-58.524412461562456,-70.49745068030042,-209.13606164791534,16.22700831982873,-64.79789013458395,-30.011267214762988,C,0
Other,-40.24280763285552,110.68556947116146,B,101.6800262504828,-37.78941822834687,54.649431350957634,-239.60123165521097,152.2651108597244,176.24788064953202,-192.0229874399806,A,0
Male,-286.0786336091737,-192.36995889845352,A,-19.798911530949937,-61.26123424642438,0.651338163991254,12.184591241970772,140.41919914010447,-118.04503927933119,118.7448050009823,D,0
Male,11.708658268955828,-223.91480250692575,B,161.53404606903098,80.71281548381113,-48.34022180919188,1.72045820722678,53.37214493787189,-74.4484719736117,-115.48844943364594,B,1
Female,-54.27726575854713,22.354510894408875,C,-158.5635925992746,130.25678077211575,58.82406554877977,169.3883427653885,-48.79299250359282,-9.960791472373044,239.8628227638594,A,1
Female,91.16991829611194,39.06245740026457,C,-115.10222668059065,130.8363083701194,-45.52377868743224,-1.8976114293834996,-22.534131449677044,106.48036400663716,-148.32906917129188,C,1
Female,8.571168118973334,45.28751069986847,C,-133.79351442182593,-24.883436446506103,-89.6102662578515,10.700080554686625,-92.24702111868626,-100.55754238196482,-126.3861923723323,C,0
M,17.32520734243579,19.477840068112133,E,-237.15973359103245,57.44511405921079,-66.24713179155789,-186.9611955769883,-122.13552754028511,6.454244668729989,18.9320894532016,D,0
Male,-84.02557344188722,9.699374203404426,B,77.20735230460356,-75.843300907078,-109.57731627763513,-84.26738080781746,45.15097749008956,1.471599816197678,91.28322213719412,A,0
Female,-39.95153498846031,-91.84932253127643,A,-27.793790677378656,104.11655286888974,-79.26084373032144,-173.22891636438354,-40.280545692015494,-86.57851409634713,80.74843213003432,A,0
Male,45.2909507105983,153.41370662162436,A,-18.656812845914526,109.0055864471104,-83.35076934015544,-77.29721082403374,-70.95839728540504,10.220102355823633,68.5354720270025,C,0
M,12.55441928939697,70.43586951233355,E,68.45074564916305,19.785704682406514,50.09471897027448,101.83099615430424,134.6564542855492,-104.79045261001265,7.2151035139910755,A,1
Other,35.93704578273659,91.41717426428903,B,-18.44265427620208,245.16689576193622,107.39510679260103,-21.466391885643862,34.48077557929187,37.67946073396284,-138.04934563013876,C,0
Non-binary,53.47595243584714,43.29541947795835,E,-23.1790906452874,29.205432470178998,-130.2278346706397,25.42614501255703,-118.94308071858788,-14.668865943172241,15.88526765956063,C,0
F,173.69395050695866,30.213737782795473,C,94.25235124098273,-63.642914346319714,95.20586208098342,-34.66211893766584,-161.67781378675832,-34.068939567260095,94.87028175775929,C,1
F,-85.72488900261854,10.55955392126386,C,187.80419875031384,132.5944902207905,14.708134030899163,-142.73502223477632,-65.06951853583874,-102.92210405667532,-64.27934278134052,C,0
Non-binary,93.14311780990619,-4.280933851158954,C,-141.90806558456265,48.217274171689915,107.41469023564325,92.33618192503243,-35.06950647552009,-67.23186294631498,-39.95039788768372,A,1
Non-binary,-132.27753409978118,112.5068596301168,A,52.98764217648776,98.64615473896889,32.23150744093115,-61.62434491775449,-197.9308440086502,-8.299005707187167,-39.53206742787933,D,1
Female,-74.58255752211814,161.4788171806513,C,158.280529819198,-108.50958507629333,-20.584599077536406,31.695572374542007,-32.447767042877935,11.639972528712512,-76.89481577608272,C,1
Non-binary,70.85561937942282,-92.12970763192783,B,0.7314445610008017,45.56206093323346,60.42355938623335,103.07737685281214,-114.67720467593661,110.17096340611543,46.680395411711096,C,1
Non-binary,-13.939322487738773,8.674880817487354,B,-74.06830037201627,7.086513775988686,-85.86159826397306,103.15179141806847,-0.6429899066886977,-112.95358917712987,-220.86056293383237,D,1
Non-binary,-16.856645850684707,14.461006629554296,A,-45.446915691654986,16.82810412589579,-85.29765855450478,-99.98347792457294,-62.23440780029692,146.98762010194935,-132.7995757889754,E,0
Other,-11.832578326356515,-49.34673847150464,A,73.27645547213535,-123.84915347989454,-64.71165724399187,-124.10356113146712,-61.21344838438626,9.752717661699377,-87.10101470596499,C,1
Female,-140.99878082348224,49.833048059338225,C,-1.728089734620158,-41.70793482683512,169.10089753941364,72.9689734976443,-16.00659442378809,7.538152433621646,-10.761152710930569,B,1
Non-binary,66.54413623390745,-29.42572790129578,D,-32.22041652401524,63.28736674922941,1.0444576390823133,-6.168073251083712,-149.41615927323778,51.75716182111483,-143.5831460211277,B,0
Other,-28.310331669790134,-4.227589222532199,C,-133.48359274308152,-40.43487447606921,-32.1132000014003,-77.2258378714157,-170.08715048238452,129.2482685624102,116.91307586804092,D,1
Female,-70.81110455095,190.6973529834039,D,49.61129517629367,27.180878927567615,73.15836366614951,29.641499540465365,-184.73176026221455,-79.37484435315905,-61.988981595882464,A,0
Male,-10.983374011680242,-2.709001518734552,C,-62.90500586135127,0.20041097898675594,57.187745079579045,-16.948495465638292,-77.82304181131695,49.59640873490818,137.12268623587065,A,1
Female,-71.34406803573377,2.6953125174201746,E,245.7088973065471,-25.281098787474082,-49.886533366852994,144.07051892212064,-78.81627811658637,92.00520508760201,96.13382060691113,C,1
Male,-45.835566931358414,-21.30641918182593,D,-20.022112914996086,-110.52214559121651,12.79429548636187,-68.86893214391065,-67.41132776078327,111.75828809023002,74.8867507694412,D,1
M,28.574649631362668,-158.2176592035683,C,71.34759157119662,-6.097006406310079,-49.5701259178307,-42.23956604700997,-83.6785103843299,-98.04079949438919,37.963814183155726,C,1
Other,6.511915910647541,-5.315532543229411,D,78.79857072965694,-75.37257249614761,78.7457133789851,-146.32669624025309,-49.204892074430944,35.49755686456849,-90.71003169488158,D,1
Non-binary,127.72663264060233,195.05808052592934,C,104.96461502060758,116.54327775227513,-25.300745335830356,49.886964079022626,-0.6275106920333171,-68.83711521711831,-128.81620555792267,B,0
F,-188.62173232416976,-14.690632656384562,B,-95.57491418576592,-49.92963611313468,82.5261759331304,-37.69162733185655,47.621559369056406,-148.66671252288347,54.48269870106126,B,0
Non-binary,65.64389895300559,-89.06077709163303,A,106.8285367406282,74.35983126029406,43.572255342112044,79.34180292613358,-72.44881658783588,-72.41620485872143,-105.79338046627547,D,1
M,-47.47587093842235,134.4276197370016,A,-78.14256666457887,-227.63716877485513,-25.44729539113742,-101.6643868340287,-70.23462576172807,16.71689446725233,-101.28543427055696,E,1
Other,197.34628767507064,29.615368420048533,C,34.85717009913941,51.77824147079902,87.4045401848198,-3.368532562449659,173.44446922432456,149.34000491865274,96.05968159439794,C,1
Female,157.51415274044473,46.04808694463856,C,-61.48923972371985,-198.50028831667316,27.858550212119678,-0.7879849093674584,93.72698030785291,-126.62063487479043,-213.8511088061953,D,0
M,-156.31955511900142,196.15380514558262,B,-82.29865380400386,-90.49267557906744,108.67376290863677,206.12085861636186,-56.13597971255005,37.66927189570987,-64.99421160216177,E,0
Other,26.66153660099615,163.28594691507314,A,-45.293070578413634,-95.36125506956245,99.72104917627517,26.527105509688425,-5.924459772379595,10.678593343365199,-79.75684139760229,E,1
Other,45.42286957243109,219.6665501558634,A,190.63721667101166,-22.824747908191963,-84.06789242989231,-46.72120273269866,112.26398907285333,-157.32229413892514,-84.37081848486564,A,1
F,133.07282284309377,-105.0344317695017,B,55.306982592005305,-14.57516256148122,18.970123236165108,-68.3583490824933,6.780594123055902,-28.716778115429705,155.17332184754832,C,1
Male,-38.03586309679357,121.76330908099702,A,-280.6807410353354,-14.850475489463474,11.683161479534485,-159.64982996871097,86.6371930898495,103.44317108090529,29.987954607370664,E,0
Other,116.05343909589226,21.263301096560248,C,161.64013311218494,15.803040412569613,52.2618036071779,36.47688222427581,-41.70174407012664,18.620776732559037,131.1764810868767,B,0
F,-72.74143393196921,-31.433963288047416,C,-50.24766356643018,95.73206425688745,-27.539624381324206,48.79441841660946,84.7637226927535,-137.10636081978856,42.410636485792885,C,0
M,-100.64479125331347,-114.70958671563336,C,70.18937820654169,-23.816064353997337,-181.97892520991846,-95.13377412139931,76.75067047311924,49.591460900684886,81.01171478051468,A,0
Non-binary,-41.68033764406713,140.73956663206798,E,-55.24678791387656,-54.07050743245705,-67.69329519138402,9.89456031512905,-80.84343224423864,34.005790233519924,80.28030161511438,D,1
F,-124.40235438511932,-83.91511335073596,C,-5.7263611635786384,-15.389832260684427,69.97893364676958,-39.42535077419805,-210.0447464794985,192.12377838134253,133.5964202549837,E,0
Female,108.26382701531847,4.766045946867979,B,-0.041267296246664725,17.591236170513834,-23.468532290203665,85.4607864493487,-92.40143173184423,12.966522349878051,-70.16237818309118,C,0
F,150.4555687844243,52.349908610030816,E,84.36574744520472,-56.16904500588063,-107.59200852733592,71.36820392680548,66.08660695197746,17.304190781854903,92.41424192928915,A,0
F,147.56448552487882,-84.31835820406684,A,171.87984778894761,-55.619578486117014,-70.43106097450615,-129.8372424172012,-60.658600436513055,-42.346018383647476,-83.39726147544306,B,0
Male,-29.339560937165242,-54.51249377305313,C,-120.95410552889474,-56.25834029420379,84.7491884487228,49.535865033951296,-55.42230972283379,-224.76233538399072,-60.50472412077992,C,0
Other,62.03198920794903,9.842840483391631,A,-9.500587795121227,-34.13752997795332,121.06047595134282,-197.17862628863926,120.20916069243886,-13.687909519292251,-129.24230242841023,D,1
Other,-58.763725950542,109.79069426926733,E,-48.61945635739051,-10.163685150758024,58.293163529255324,-44.45893704271281,-158.96246981601578,-44.109170231559446,-161.626221783332,C,1
Female,180.0933685126064,39.11566052725725,D,8.307287226965375,-65.44107380089004,-235.8589760295617,117.24235924828686,159.3864388168291,-27.95070192738966,-65.93092434684642,D,1
Non-binary,-24.839583708572587,-135.65129556201177,D,39.359123013430455,-110.34670158039366,-44.81850129888582,115.88004983423694,38.5477335212428,25.283188954248654,-31.610505392846953,C,1
Non-binary,-106.6938721297336,-2.3482977416440116,B,45.39297885630511,-1.7798905906981477,-1.5501460407290553,-121.35285577048612,78.55836525618952,-183.33129061490027,-74.89512452076617,D,1
Other,-12.514427724255656,74.82352122366886,B,110.95186866147525,155.62399709815335,-118.97028493046275,70.8001454984456,-25.21925671322699,52.63179783940475,-101.58987657213218,C,1
F,-52.39373611153001,-74.56227214071134,E,-161.6760606552292,-27.491434760107786,63.738841967821834,154.53122067077675,19.208394337237255,65.50291884275511,-2.3492668097679723,C,0
Female,193.06656595086417,74.72664660252671,C,-106.24153276128037,29.56988075912462,47.4377878037383,-51.43489177437529,-75.22375329519197,95.10142466438755,-94.56721674980103,C,0
Other,-148.13988118412132,10.03674284577417,D,108.3612222683074,-52.62916369640408,14.235842812318102,-102.0132620420996,5.127425643518484,-29.31167351354193,216.4952032491653,A,1
M,-22.6701542126751,-70.56935199214124,D,189.1143812661747,-30.562016883525555,202.84840389604128,120.2020421466382,99.020560549437,-150.0537664482931,14.860028885388902,C,0
Male,58.24397111511925,-138.14537671836803,C,5.532519572006256,-208.57939141241832,35.819947641503006,75.75767113011538,-49.2761329166659,-103.78868687615099,-17.666965012129143,A,1
M,53.958424404706484,-87.09664822006093,A,37.230883851755046,-53.18053050666447,75.2676139454449,-101.83615157557458,-10.550006983445453,-147.02023026263973,50.10862270753758,B,0
F,-207.94007791708387,57.40746392823121,C,-1.118356364611337,-243.91734497585637,-58.0122211040408,-89.7825474258982,-41.03675366779706,43.765520020532215,-15.316625070406232,C,0
Female,36.59925959340042,-87.26409809903178,C,47.51212246698935,0.5734669799317186,-19.774479070954225,86.47548822032843,131.41732246115438,-160.6834403970843,-60.417897307305466,D,1
M,-137.35408064351083,57.56759575363262,A,-21.41172704749478,-41.92548970677023,69.83088712073567,146.78477756284053,91.94431801888547,98.3464838006439,41.22786365144968,E,0
F,167.1182683903693,-107.35629294573128,E,120.40932257094133,20.095856927856378,39.202047133733714,-3.794250659890107,0.8749623130530333,113.48619252857087,48.06375413612285,E,0
Male,167.4692890364888,16.046489383236313,A,36.25317344667175,-69.65234057232288,-138.97587582445513,-6.664256063925955,10.835726278484964,-126.52864942478466,-102.20563043885802,A,1
F,-94.0227627217132,55.25663305133066,D,-83.99856330685583,-65.93011155314996,-157.30600107429288,151.5134126599991,136.18830707316948,105.81816879814086,-55.39747550950504,D,1
Male,184.56064005225258,115.14769787407357,E,40.601228241648855,86.47135828763427,98.19131847109587,19.441632208160296,174.57814763029012,-41.44126641107431,8.46336787156869,C,0
Non-binary,34.85830067916504,1.6855905016558637,D,42.840474940868674,55.887548420459,-102.29580879040424,-177.5189030823624,-36.62867028804644,-21.816014912561712,0.4903266131956673,A,1
Non-binary,52.84416977995785,-82.02850162085215,B,14.722015301857397,-96.32751589237928,-20.39112381814511,-67.14929039093165,2.7135080249481276,-74.13712897495486,-52.00501499848631,D,0
Other,-76.07196572637001,185.79509560151243,A,-83.66600423180415,49.00765124515294,287.4652817846657,-120.55859871694167,-215.03156573057584,-77.02560355758165,-177.88905417348522,D,1
Non-binary,129.16763555489052,158.93829479744488,B,50.09135656070569,-27.12099205191571,52.48338679203977,68.14404818615404,-192.34676725360782,179.1768726594007,-47.54162162705433,C,0
