religious_affiliation,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Muslim,Bisexual,E,-159.3716570920966,A,90.43669129368236,105.91453342239927,-24.928613066478828,-86.80101595031218,E,38.097877068866794,E,94.94070278527747,B,134.87766586621154,18.94629515503467,1
Jewish,Other,C,-6.317279469701292,B,-33.9517307851561,54.64835766481261,-113.50559997141379,8.862810702851506,D,-35.072835088383044,A,241.70005146261943,B,-175.310935582754,22.407243441385916,0
None,Other,C,0.7400278379572349,C,24.31843719902061,-32.18358018402699,-14.749819303972997,-75.35490951580279,B,41.36010170537224,E,18.6336815562645,C,71.99187615425886,26.835109826145896,0
Jewish,Other,C,-35.488885085748464,A,122.9229009457708,-82.95596051695506,-21.921863701920195,-43.846052579867596,B,92.26395409711638,A,-11.135468874256679,B,-188.4098432248422,159.22554852309895,0
Muslim,Other,B,12.054635128675626,B,-84.9582987141042,-88.54342961342499,-145.41571414306074,-53.071386680432894,C,104.43430585156295,A,-16.250699233652536,A,-233.17346810982235,72.02716072321508,1
Muslim,Homosexual,B,34.95802038779917,D,-171.3488499031218,-199.7382180313195,-34.691040037254105,74.74120773357194,C,-112.09400655572612,D,-28.650127728075503,C,-29.96067712586371,62.368356635577015,0
Jewish,Bisexual,D,18.29133207326391,C,-223.6462193976118,-66.28313384140753,57.95120110994226,-37.39373698234198,A,252.27683843192304,D,29.207810621199148,B,-148.54097802348895,-203.62686809882052,1
Christian,Bisexual,E,38.084471646734144,A,-88.82886357064413,-24.39404711324846,49.414016213131404,26.58066284217537,E,22.657544931646143,D,9.12407778495693,C,17.000904111861225,-1.2154785256480567,1
Jewish,Bisexual,E,120.24468742302179,D,-30.96389708502671,-153.79764018592815,23.262022958289112,-56.89103688661514,C,-214.03004231681706,C,-26.2737388214491,D,-8.988254377810092,-54.57779444807302,0
Hindu,Bisexual,B,131.00586434922616,A,-11.261207547380215,-75.3658570120395,-27.75491550284429,-81.52633734740195,E,-152.2072602517299,B,-69.07854041785362,A,-4.580982715785483,-162.73790814365498,0
Jewish,Homosexual,C,136.59645862816538,E,-109.25374348564864,-105.75535663846536,87.12380537932424,-0.11954190478657215,B,-276.0284865168142,C,125.79851384134642,C,-191.19537586602738,-79.35909726328538,0
Jewish,Homosexual,A,77.64419197222325,B,-56.975272471558256,3.3955788622585246,-2.2339145263287232,160.1512820464159,D,96.36258983643454,D,13.069695950567109,E,-191.52086862403596,143.7866269991847,0
Muslim,Homosexual,B,-29.129252010777783,E,-87.80489954640997,63.48824985466095,83.88410928791392,-16.493269923916476,E,8.16342837709591,E,-77.26146938081462,B,-29.082056985320275,76.03677018604024,0
Muslim,Heterosexual,B,-45.147903776178005,E,37.476205645327255,98.58421044076199,-6.369789666741915,-183.30465453828316,B,-37.183377743029475,B,-63.88243120781611,A,-28.03056423872524,70.43674073243832,1
Hindu,Bisexual,E,-64.04907777957139,B,-141.57359178977893,109.82505375880854,-83.56872732728492,-136.34690005401978,C,87.73107568158875,C,-14.640145225855033,C,84.69853715865383,-32.41690443606085,1
Buddhist,Other,A,45.92375036856479,B,104.4630727760079,77.30652687868465,149.24916367277842,-1.6299019025826742,E,-81.64757106466513,A,73.65863328506063,B,-44.79624228895347,-21.915853681327526,0
Christian,Homosexual,D,80.12355888265235,E,-2.505209070140839,77.28206352467868,27.227032465689767,124.14363017822086,C,-89.79169689146744,C,61.529845435927356,D,237.70349748484207,-114.30515414528077,1
Hindu,Heterosexual,A,-85.92901162413328,C,-88.15041448151345,69.09977989625182,-232.62968833485135,111.41353827677388,C,0.13223656461420707,C,-85.62992191954184,B,73.76834904640366,-32.978584395585564,1
Muslim,Other,B,-88.78024428557056,B,-168.44410369381973,179.6576034410643,87.12402437532404,-44.80969050599427,D,172.59688939367322,A,-22.369384684575614,C,163.64953751336827,-26.071200128704813,1
Hindu,Heterosexual,D,-46.30125113689998,A,-77.65103369578043,133.17749788187,-14.486582322472943,-53.66565372359282,B,195.5469039549793,E,-157.34087865443863,E,92.38191112824944,-24.031427863107186,1
None,Other,B,48.97911403036069,E,-189.7743868216182,-42.87395802520436,26.497779523394577,24.123078517576396,C,41.006164118688766,C,-41.86901496966791,E,-143.79298882061988,-4.864108164175486,0
Other,Homosexual,D,-54.352518812375195,A,-44.70252453575539,30.26374867304388,30.189533035266052,16.204760420702353,E,44.05969774252276,D,100.61005807932129,A,-94.11000819150796,-91.87654588959823,1
Muslim,Other,C,-32.8750900028443,E,22.45532992322672,48.40475266010095,-37.29595105506521,-26.761081559297338,B,-47.67321667299698,D,108.76721445414262,B,-20.16977693141261,33.80235826002699,0
Other,Bisexual,B,77.17981824388055,B,-27.903539098402813,-19.46954326998892,65.64976787297338,233.0072842301357,E,86.98872953929552,D,-0.18657275387196554,A,-5.12136994835251,-31.71477586227427,1
Muslim,Bisexual,D,130.22615470944197,C,29.786949459764283,67.75769369223788,26.862930918833783,-42.84913898048872,E,64.81292375256996,C,-107.74982129435845,D,-61.00689861849632,-101.54504561340099,0
Muslim,Homosexual,B,-11.342084626243091,A,-43.880484259966416,151.43216266036166,-53.543039908306746,185.56151401880084,B,81.0995557629254,C,219.40014514167578,B,-75.75532555421846,-133.68055981617192,0
Christian,Heterosexual,A,-20.64905642507128,B,-72.27042858306042,-13.142579305365748,23.875715573816304,61.35789970775699,E,84.03729516228417,B,-38.03660589182195,A,-86.10298397737549,87.27362017739436,0
Muslim,Other,D,-49.83976579670959,D,-1.7572076891076829,137.75218873917964,47.551104007845154,12.285177019616587,B,-55.23736277897775,C,31.435659602915067,B,96.73332822761611,-122.68800264021526,0
Muslim,Bisexual,A,-10.179685899674272,D,-8.473344778440024,150.92505709694314,-8.754642039555772,-21.108877672167182,B,-219.13936352491694,B,-65.38674061667058,D,27.92173299164454,-24.664138898842964,0
Buddhist,Homosexual,B,-17.094818726100204,E,6.8488341572028215,-21.69407594947956,-73.40774572180418,18.514269084665536,C,15.976259661282649,E,-198.6105840162541,D,-113.64018017025455,37.96598003295368,1
Other,Bisexual,E,99.84984967853467,C,-85.54868349231587,54.97169525773414,-60.31838138791758,79.991583100171,B,-79.58788702933187,E,127.27263771443234,C,76.98857531594825,59.628648502350025,0
Jewish,Homosexual,E,-23.63725166116151,A,-49.683534662826325,-20.516015189270597,118.01256862291778,-30.00808234145534,E,-37.71809834001715,B,-109.99187899783014,D,-24.781814297674423,47.3952962670863,0
Hindu,Heterosexual,E,50.17299859098039,A,-25.699387292424824,-48.304008034045836,145.6207861823221,-81.07431727943451,D,-26.549760592263315,E,-132.02008077934073,C,-74.86526489588414,-95.03303405433059,0
Muslim,Heterosexual,A,77.14240334540082,E,0.31025752495911135,90.66089706341721,25.371067344168836,136.22804842822086,B,60.629343938255545,E,14.408642783337925,B,-27.92464097378203,19.86608868579388,1
Buddhist,Heterosexual,A,154.76838899502593,C,-57.012158248818054,-18.351329947230287,109.4628244053491,50.14210313720761,D,30.883364762894033,D,-18.2688304452256,C,41.20684586012038,-89.33471979175896,0
Jewish,Bisexual,D,19.685776455375564,D,113.1309584588863,69.01223776480475,-57.23315684765657,15.814327481520705,A,125.81546310031322,B,32.87334432409846,E,154.46827301332615,34.92589666663722,1
None,Heterosexual,A,77.95922565637461,B,-154.17450544873887,111.0627167535753,57.767130314051464,-2.0466034031466824,D,140.68313514371278,C,84.59170124912883,E,40.88339532707683,-62.809362156023354,1
Other,Other,E,-148.86444238985825,A,42.55421993749647,-58.33262387250525,31.414765962306717,114.70932555245723,D,46.47496012296724,A,-42.31177821614246,C,-13.09782310040492,-16.56835970141484,0
Christian,Bisexual,D,89.80986811820831,A,-28.03499762499576,55.0577550225701,134.82288047500313,-88.0351177918296,C,-26.87761598108106,C,-113.64869943745693,D,-86.47375682480431,134.18669246017916,0
Christian,Heterosexual,E,292.1076557192469,E,-57.46981784128488,-24.916989541114827,58.26471696385143,187.55848388306782,C,-7.437421878535583,C,-34.42055864301295,C,84.18599266879015,-209.50485568844118,1
Muslim,Bisexual,B,-16.316753135459034,A,122.32327354950836,-76.29260841436054,18.439715713465855,178.5682903856467,B,-7.088457349804552,B,68.26224741771895,B,105.84800856174911,-231.45781442549506,1
Hindu,Heterosexual,B,-89.59407694644973,A,11.81846459738483,-9.601607937664767,70.07167983991896,-218.4021523458034,D,-117.22550426231054,D,162.23213908165573,C,-112.14604693249532,-181.46244953977347,1
Hindu,Bisexual,A,98.91684203266003,E,-53.81054603917301,131.55676205983147,140.9944328486621,-84.1202821816012,A,-126.19813336028474,D,165.2528513478136,A,-24.877872467683478,154.18237897947557,0
Hindu,Heterosexual,C,175.7224776204723,E,-86.96141574106969,-4.880817792694908,-69.76430340912711,54.97743275289496,A,220.1686234058875,A,191.6693243193973,D,15.021149428222452,160.8749861852886,1
Buddhist,Homosexual,B,-178.1640689335553,A,-78.17954081272535,-253.89800199306399,261.98054945021335,61.57486220410131,C,92.56003503968154,B,187.67016767745696,E,120.68723646341422,-47.27516815773624,1
Hindu,Bisexual,B,-43.31967894677261,B,-50.02636989869625,-92.29093194345724,102.46544507563675,-96.22114412635663,A,-32.45060754873628,E,-126.75789885030922,B,39.82158857566759,-124.26645465619974,0
Hindu,Heterosexual,E,72.55277582419924,C,139.5170748717472,-93.29545740659519,-81.91875931853066,-32.28783021263161,A,143.38318031858773,B,-83.83395782740848,B,-17.54572652425164,129.66882672670314,1
Hindu,Heterosexual,E,35.21434166834919,C,-24.151046371014072,-79.71409037078432,-77.07674651744767,211.68993742418368,C,70.92127861565206,E,-81.70569814644674,B,-56.218290951380276,-146.5202282154174,1
Other,Bisexual,B,106.09041064194935,D,311.22023303344514,30.64268659637212,57.36075104639406,-111.64964687646604,E,202.27723117008009,C,-70.31610070676106,C,-69.95806979181242,0.7456538618281363,1
Hindu,Homosexual,B,-15.96098253375444,C,75.61124155676166,83.31813656720799,-165.07030511622597,98.61899254160929,C,202.6950924921976,A,27.064522568012634,E,-109.90561126267335,6.492850950788069,1
Other,Homosexual,B,-57.64889099693868,A,287.425077342442,135.25953138221217,49.23896786104903,63.22619823503626,A,-57.9890561653437,D,-44.93348207194539,C,-103.0804114473445,63.553653234225635,0
Christian,Bisexual,C,-130.76014760226843,C,-65.85243326778931,-26.18476375453045,-14.5091064859444,6.32422632342027,E,-76.45790907345304,E,-18.669858047819808,B,-44.27571319183507,18.459238650278312,0
Muslim,Other,C,57.19068138458761,B,-33.27839042976894,-99.26319637012749,271.9423702904652,-57.080128546098365,A,-91.15733615561315,C,100.52533986616503,E,77.81683097664623,-81.68521092507963,0
Christian,Other,D,-50.93191401601887,C,-100.71212511278492,-155.53085103727287,-39.463421377197136,-85.84243637333306,E,108.72742923646483,B,-33.68796116711096,A,1.749516107146853,-165.40902807733642,1
Other,Bisexual,C,-76.05154834135455,E,67.21891381486299,-153.270118014419,-13.977370221324442,-82.7923028739989,D,51.55707759470721,B,119.14764443772307,E,28.877923937439913,-173.39952888771396,0
Muslim,Other,A,-22.797219113905275,C,89.07843787290504,67.90538144462619,265.3400890089897,-209.37414124782023,C,85.29420294635432,E,173.03254304095987,C,41.0706028884091,-0.5254268894538741,0
Other,Bisexual,C,-61.90581612486356,E,17.668381218670106,171.27572227152297,-113.76774118767689,153.22089596994024,E,-5.163674622033947,B,-174.691454432644,E,119.43631130875949,24.931141190054827,1
Other,Other,B,146.9260751833574,E,-172.798000992704,-34.165820215157794,137.08513978208876,83.12444279125573,A,23.644640997759275,A,31.50108441416591,B,-29.21325947738549,47.81164203748104,1
None,Homosexual,A,231.90267070336904,E,149.11755154944004,1.8117016999913134,99.38243058560741,-35.28909170371939,D,114.29426277139991,E,42.701048488347055,B,-23.019697059060675,-154.93904509089128,0
Other,Heterosexual,B,30.726906925498653,E,30.519359990726198,-145.18526234831276,94.87851228661263,-60.71427884971865,D,-40.43943265399039,E,-16.045410424782037,E,-106.14519388872297,56.79533070140249,0
Hindu,Heterosexual,E,-216.49735877737024,C,-51.61281437377654,-25.53232195117835,14.238034595488037,-21.875037077765885,A,47.1875115977404,A,-33.86193500541413,D,215.67857716134006,69.01803462278473,1
Other,Bisexual,C,-58.044224571717095,A,88.28539716556321,-146.91541569254957,86.08849842193221,13.25161359854403,B,168.34507682680396,D,5.755361596166537,B,-59.831080445127206,107.35022400474496,1
None,Heterosexual,E,-1.7274280450615618,A,-138.2240986448967,-42.15512503012333,152.49096589220574,166.02311500540188,E,-123.9268429670483,E,-34.28600524500751,E,149.99480923548666,-84.82277230145414,0
Christian,Other,A,-50.06067358237922,A,-56.88632750560279,-37.324662707557884,-87.33628191126104,41.216386066654934,C,97.27891579760539,A,-51.24711397870727,B,109.48230074202921,-140.03902268113677,1
Hindu,Homosexual,E,20.853059221471586,E,130.07675440230474,58.23594807572893,21.509706703111213,-71.55101602177736,D,-35.07454297285572,E,136.15984003687086,E,76.5689216369989,224.61769622058253,1
Other,Bisexual,C,43.47615174361964,A,-7.035209883521539,115.49016990176735,-176.20816146300965,-3.4417153719159406,C,-43.52105846270969,A,41.15186278441102,D,-101.01822445779077,23.343424750431293,1
Muslim,Homosexual,E,96.49912885117273,D,130.99573057202457,-225.31999813771054,99.13082914656177,17.24993923395851,B,-100.60783130676263,B,-77.66353526462996,C,156.0383901682257,-106.70763941046602,0
Buddhist,Heterosexual,C,-28.210035346657765,D,4.331090097368792,57.39077258595648,-22.10071827997329,-176.00371692336404,E,-39.71152706909432,C,-165.27236665841178,B,-188.4415345689071,169.3626233939639,1
Jewish,Homosexual,B,-144.5073208036283,E,-121.93568160683068,-16.137684856334577,1.176397935209808,27.56630778048393,A,-96.46598394156153,E,150.39632956749443,A,30.87840525811327,70.59959665299088,1
Jewish,Heterosexual,B,-26.587555644323384,A,43.009202180993746,40.31521312204463,-44.42148582989604,-9.452148605344426,E,-113.49905447881487,B,110.69374618697714,A,98.15786514066394,24.503366462856658,1
Jewish,Other,C,-62.085564427655356,E,-72.94288269552848,46.37986709631088,-147.36248828744058,-54.091080086507205,E,95.19982510562465,D,-63.90928779442989,D,70.37128582606866,39.73371923419452,0
Other,Homosexual,A,-119.5291736113697,D,-58.724430893558285,-60.57436553833029,102.48274574723204,171.5113503583372,C,43.63255936071418,D,-112.06191893281496,D,-96.07484945431996,45.41644880662698,1
Christian,Other,A,-31.970111122297485,D,-129.62409082030828,-53.11644184560168,24.921156459884998,193.47602360814076,C,26.62579891577786,A,-32.861274126777516,D,-82.62754817893759,-145.46841032004204,1
Hindu,Heterosexual,C,45.86929854760427,C,79.26402707149037,3.2963577193198876,-34.122675338781896,-62.42764807985436,C,77.19332880052688,B,-79.26525061740995,A,-36.36405171872589,-74.65731291142852,0
Other,Other,E,60.939479258189024,E,118.23257432142633,-102.77479123937371,21.190210926546506,130.31623722801803,D,-85.44278190925517,C,63.959890457898084,A,-39.16429716313619,-89.88759765995766,1
None,Homosexual,E,112.47187391511027,E,20.516948360794267,71.36760258098681,-165.57915676719463,78.04722759710171,E,-0.953972402768545,C,-41.651324660384496,D,151.8120920868129,-28.138238943110437,1
Other,Bisexual,B,86.20622905215227,E,-121.22608989274065,-12.907336122999096,13.40933600697797,114.57910209281003,E,48.688192385865726,D,-51.24013302545399,A,-40.351933388527314,32.49431013409567,1
Other,Bisexual,D,-83.3622100753174,A,23.87463919457132,1.856694323761594,121.92076568066102,46.74632803495361,A,178.13096276126115,A,-22.057642755960867,A,90.39084740798556,-84.61033969395325,0
Christian,Bisexual,D,235.35975829804295,B,110.24453398218239,-166.39214664232537,-78.34930863038498,88.14038874566482,C,-37.739962624765624,A,26.088283928530682,E,52.501795235457315,19.77861278619492,1
Muslim,Bisexual,D,-133.71061194054855,B,110.19184609912953,-168.59439432848458,-86.95655941718637,-148.24143962890207,C,18.070872145561452,D,45.2867536373471,C,-131.75214784914314,-152.09702976743057,0
Christian,Heterosexual,A,-63.689598557737796,C,-8.117051724825657,4.57856313109977,43.97473695800219,-42.651747579630594,B,50.121765650169316,D,-57.443825522619385,A,-68.40715044050104,4.529595185991613,0
Other,Other,A,2.0966229622172388,B,59.57819011025629,-257.0940711378041,-14.392497286790462,90.28106868267979,C,96.73852068164219,B,23.073866576496613,D,25.271700795092322,-123.94147116813552,1
Christian,Other,D,-156.79738741166517,D,57.3527801705978,37.651402912956954,-1.2420426404856941,119.00425030473507,B,112.00751860639303,D,-58.69644484993179,B,-29.565054470579998,-206.13583988424833,0
Christian,Other,D,-117.92235708913867,C,-119.51128037326033,-33.44405262360878,146.5402143214304,218.8771115960052,A,151.53824594507844,B,125.27147314976024,B,-103.04750580416975,21.58830847890043,0
Muslim,Bisexual,C,28.970133854185903,E,60.18464387511857,93.52473854393494,37.532389043727896,-3.577672554496459,A,-79.72787542648922,A,-71.50442094091112,A,-141.16602379038628,-42.94326571904822,0
Hindu,Bisexual,C,-17.00095995685392,B,10.735423174053606,129.13546612295704,165.6988571526813,72.65702278818111,D,175.51850438134014,E,-84.10885304415234,C,-91.74225610100014,-19.154855485821894,1
Other,Homosexual,E,-71.06902765683665,E,-68.96219515160527,-151.82123932710118,140.33451306430075,10.962302167881726,E,-19.083191900034574,E,181.329784078339,A,63.63806247520968,160.19198487381456,0
Other,Bisexual,B,36.85068912674517,A,-133.39764702108212,-106.95542932032672,62.40658728008878,129.54708149668258,B,-1.4599263055672562,C,91.39676838040306,C,116.5325905304633,59.06101384765411,1
Christian,Bisexual,C,-155.79522453835878,B,-47.13325914270048,-38.19779705124978,173.65957641210326,-31.886187131213635,A,-70.82888871510546,E,-11.289240163187298,B,-23.329954655281806,-9.931216741035579,1
Hindu,Heterosexual,D,-130.16900715681575,E,119.58147513277773,89.25888068140499,-82.72270577119606,56.22963049728019,A,-40.99870026797638,C,-25.89903920467551,A,71.50524959294987,-48.300910163666714,1
Other,Bisexual,B,190.80287381005843,D,61.07246775100749,-24.334124681241143,-113.18952078948735,-179.39316109138204,C,41.31264170858229,A,27.973911268676076,C,-1.3178560844927505,247.8043284204879,0
Christian,Homosexual,E,-45.14924594114984,C,-29.26589133278671,-16.592361184096568,-59.10090692260184,-50.02413550663587,E,-129.59291112090165,E,100.09540307484153,C,-189.1945843556618,-104.52088710076197,1
Hindu,Homosexual,B,-47.80303067306619,B,194.55563340122916,144.24128440531797,-83.99505649427995,38.49437238382957,E,96.81345880893488,C,142.44657026890818,D,-24.429120224407498,-31.320169741590355,0
None,Homosexual,B,-37.19784976344667,D,177.17981381428362,-93.97891538538039,-41.398560341746396,40.31809202633532,A,-18.12063865125925,B,-91.44064819846585,B,-53.52900504877134,106.09963564904297,0
Hindu,Other,A,-35.945503230110084,C,195.48020629443337,145.77085505016882,85.81870569528945,9.577017890242297,C,149.06024356070338,D,102.63033656530357,D,-227.39952860748036,-77.80099844323823,0
Muslim,Other,C,49.52648736259967,B,0.8449136315170352,21.426121451077062,-86.58319993449184,1.5898308026291486,D,4.7692163004566925,D,-75.02074257995817,D,-37.29150656463898,7.315740321396416,0
Muslim,Other,C,36.729545373157215,A,214.72918816018054,75.16860939126651,105.65567704837875,-37.08999304104602,B,92.42089019201707,A,74.05230014439468,C,-5.790573115945265,-42.75460441149541,1
Jewish,Heterosexual,E,6.343275280662436,E,25.19082749457055,166.46916475033333,51.94591624905826,-50.38879520315137,C,-37.20594665716668,E,-181.19117025140756,A,-118.17752423803114,225.7632106846525,0
Hindu,Heterosexual,C,37.23691059494771,B,-20.198277367201428,-10.068244537258444,-51.13240552059861,-161.95713036579872,C,25.31310054392815,D,-250.85439339177015,D,-123.26695916185746,-9.568246285360846,1
Christian,Bisexual,D,26.271415696874907,E,161.3165231318124,-9.756859671350378,88.79991001950654,-8.881043107207216,C,-166.19790808728473,C,77.67502868653182,C,19.80964918071647,-139.12278807276357,0
Buddhist,Homosexual,A,-59.33497959890758,B,-59.38445007345208,-343.0137353382038,-8.789906266671384,74.11423157739166,D,-66.1264943943864,E,16.62835586675401,E,-55.905321992574656,24.436928874724092,1
Christian,Heterosexual,A,116.56714799451792,C,43.047391462082324,-54.25525819978968,-9.623752969089162,55.94108778921844,C,-81.2855311605006,D,-140.9214903567034,A,80.05720087518925,-83.84232694103304,0
Other,Homosexual,D,-41.322398924629326,B,-26.51806579449831,-77.0922636119261,-97.26408781764749,87.5057791693635,B,-14.376741475446655,B,-106.8627669649891,C,19.83030872781378,16.000162841238502,0
Hindu,Heterosexual,B,54.38256185243058,D,116.52084229877522,-3.637665855954473,109.09357639248098,-55.54115455736203,B,-224.299958636746,B,-21.808673165996836,C,9.499907479187286,85.36396359940667,1
None,Other,A,42.49276183698505,B,-112.92152501412617,69.35158797775789,-12.047370934746823,154.49086770067018,A,36.780012491297384,C,78.19739771578395,E,-27.337699810249998,8.254998069153062,1
Other,Bisexual,B,-7.735957909265561,A,-40.143131396688105,114.93754354537715,56.07945682099379,44.15560926319418,A,-319.20027188457954,B,-14.638197995143562,B,6.052981474363777,-86.15778638574871,1
Muslim,Heterosexual,E,-10.303520106706014,A,-191.89751526438238,-65.76093283087536,135.65191195080013,161.77687018331847,D,-12.504464798132014,D,-35.5650295934047,C,-45.24646705535167,72.28473785834115,0
None,Heterosexual,E,204.5932622793582,E,42.4051298097909,87.64911803932073,-154.66463847357093,-181.43367644626088,A,77.54328086795005,E,76.13176661985068,D,-70.49383096468725,-105.11381606388129,0
Jewish,Heterosexual,A,-97.03090448448205,B,-130.67999802774483,-140.04505567343335,53.240730143757034,85.87683288679753,E,19.073985990816304,C,28.36174421456743,D,-214.5746931337892,211.42438850650657,1
Christian,Homosexual,C,-85.64767372575601,C,-106.61094570648639,11.652922136178343,-18.13313790388826,-159.6905614356098,A,118.66909666939883,D,-54.275082909647324,B,-67.58339771171653,-28.201330814308385,1
Other,Bisexual,C,30.173358305380166,A,84.50164304204877,-145.3407443292892,16.720312270643785,167.7860886339422,B,-24.61443571182978,A,-90.55244312275495,E,173.2456008885655,-76.47763684610727,0
Muslim,Other,A,14.55744123636699,E,-73.38647738941472,2.096148836121907,71.55591404975188,29.288012498317656,D,29.217078379354422,E,59.15240639786794,E,44.746445551035166,-24.916088438116695,0
Buddhist,Heterosexual,C,-54.91274289913592,E,264.63063953784285,-57.32709622476284,25.811264856413057,-45.57488784256623,A,-96.20986654129892,C,-167.56659260848656,D,47.15755248331559,-80.96453764206262,0
Christian,Heterosexual,D,-150.26012225997917,E,88.09381806306482,5.667253679964091,144.65924234677473,35.89884604326519,C,-12.769249583081013,A,-15.674027795529517,A,-151.145087245109,-57.57819475503616,0
None,Other,C,-83.93833182474327,E,-78.69083804224002,-21.81597313617591,59.3349318776273,41.60060181442657,B,157.31029318595512,E,-3.7992630312558076,B,25.69432028418122,52.308760500410166,0
None,Bisexual,D,97.71583776518705,E,-65.78201816812995,88.10431877533217,22.65849243164784,41.842603963520375,B,27.19952572480305,E,14.007368218988045,A,-25.147061377434294,-114.00168727382369,0
Jewish,Bisexual,E,-39.407417933242336,C,-79.01101987360255,-43.75219357592809,-13.932187784790376,55.42727286255785,D,104.57457353521448,B,22.877806629261688,E,27.72821491492719,110.04836754207317,1
Jewish,Bisexual,A,84.7796973264875,B,-12.076759560753906,11.167486140748036,-115.35020763839552,-131.54983586575918,D,28.141518843494662,C,-122.13674837845628,D,70.70526034263088,110.9413473073737,0
None,Bisexual,E,145.75452634865783,E,-11.745619654082267,-186.6643736252294,-43.514033665826304,-15.677227238417696,D,212.1180037679328,A,-93.79483903194631,C,-146.93966385978132,-23.200431083565736,1
Muslim,Heterosexual,A,-121.93166125143753,A,-37.635544287614024,-2.406813444151429,30.626504612770155,119.38416121714297,D,195.23212374726808,B,-41.79288076524733,E,14.099737668715981,-40.34490185011491,1
Muslim,Bisexual,D,-13.660693762112144,D,100.05938136715275,131.29429944176866,64.3408147656773,-65.96301092100676,D,59.16407419976834,B,79.8990779097858,C,-199.0160855385179,-90.08917666570815,0
Buddhist,Heterosexual,B,-76.3694187808159,E,-71.61069739244716,-74.58855773981797,65.09820740818826,-4.165113496004203,C,6.54049793072104,E,75.4821317756915,D,-2.288731511935701,1.2864937511670087,0
Jewish,Heterosexual,E,-296.47243072556586,D,-135.3250503539337,-35.5499045600858,49.88391153425457,16.096237815705454,D,101.26389942164798,B,40.47341304363341,A,-53.81236812050827,-66.2849264464224,0
Other,Other,A,123.60708592166465,D,83.29806901137727,72.28451034779768,-65.88519175819553,33.43969712230886,A,-24.530657592399624,C,-90.74943993633529,A,-5.395591635501948,7.265990211519155,1
Muslim,Homosexual,B,-40.05239757300665,C,154.29919869099558,86.27005484646944,124.02448613561161,-24.468697870053205,D,99.36990183215758,C,-171.68446560940487,D,91.85916097965165,106.25616323578436,0
Christian,Bisexual,B,136.2439089226809,B,-118.95240102861865,-20.931688004411335,52.25452792484977,-25.616623694724055,D,-272.8012918380716,E,165.58312499576886,B,-92.54648956516182,50.203198643595485,0
Christian,Heterosexual,E,149.7734218123033,E,-229.48211923295818,-69.0809472151421,81.71923020246717,-101.61705941946178,C,19.804872164525243,D,1.5745447798496686,D,-16.215622211175333,17.16807969671021,1
Hindu,Bisexual,C,131.97424574543743,E,26.8885119727506,171.93149431328447,107.89178332345266,61.73868470701949,B,284.6933425450955,C,-23.123269748778778,C,-81.23635614012855,28.79455790604731,0
Other,Bisexual,D,9.127770258522002,B,62.786140310030305,-127.37737146053858,-11.422336418342157,19.251620179568448,C,-51.11160370585448,D,137.0418379986709,A,-141.0450192990511,82.56539327940595,0
Muslim,Other,A,53.472827841908554,B,52.63429388871603,0.5970505440381195,-101.22985250829922,45.32347211084829,E,-180.82853112611912,C,-11.63504627185251,E,-94.73590320014247,64.92986125634262,0
