age,nationality,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
72,Mexico,Bisexual,D,-167.6757091749148,-134.77019303568403,D,-206.89095590369146,A,A,-48.63094218087081,130.3110718736598,164.56844730426866,102.24057172349796,C,B,C,E,0
66,India,Other,A,-11.651783738807472,-43.20759799654501,D,66.90775727133989,B,E,43.929145470389095,64.5707219546402,2.5006397550672737,96.12375723739713,D,E,A,D,0
43,US,Other,D,256.7692108377624,-65.84150602554685,A,-53.944648288124064,A,A,65.3273940041738,-40.837911688448116,100.18861697424055,-92.72526336817316,D,D,B,A,0
34,UK,Heterosexual,A,-43.53855876668828,59.760014849805145,C,-51.46559375599713,A,C,12.00382313905918,-65.15486565128943,32.92190241283029,-48.81412713430788,B,D,D,E,1
42,UK,Homosexual,D,11.438573766089563,-213.27140912561836,A,-16.708689864169997,C,E,-63.66695489537718,-163.52325105429816,3.6132536436721594,159.03548877270978,D,B,D,E,0
27,India,Bisexual,C,134.8907897487946,-18.105580881413115,B,-95.29102476004236,B,B,134.09766364277718,252.66395999827313,-32.984169864803555,64.87162056999927,D,A,C,A,0
34,Mexico,Heterosexual,E,5.577873792604014,89.66416361531006,A,-72.95972575822158,D,D,34.96161400006727,14.5263330856018,24.615253397515087,63.12905559152012,A,D,A,A,0
62,US,Homosexual,A,-45.76880926937862,112.63406175541996,C,163.51313682260061,E,C,-56.71845331524521,107.46802597153211,0.395398322828004,-39.75111934564484,A,B,B,A,0
82,UK,Other,A,121.397605779732,131.62025509223068,E,20.405804402249142,E,D,19.093581690478658,40.92689086260217,-4.431743763540277,-170.61174166417413,C,A,A,D,1
47,China,Homosexual,A,88.07348045371522,-77.84078295643332,B,-37.9654448052105,C,A,-105.36908969835733,-90.09064052580247,5.63774889859853,-2.0765555315226667,D,C,C,A,1
48,Brazil,Heterosexual,B,-208.8290731097667,-18.82517356304814,E,-88.79821127863046,B,A,48.92285486886375,246.83930724717968,-56.33971929039202,-321.84624674054186,C,D,B,E,0
78,Brazil,Homosexual,C,3.442044805722545,4.043707823520815,B,24.70674647817313,E,A,-14.368756318889353,-116.92196925702001,7.911766302230393,-1.2090500906425237,C,D,E,C,0
82,Mexico,Homosexual,E,103.58151167411485,-20.627947453282548,A,-70.43130426346208,E,A,211.0232897590892,110.91354778179632,-2.223227976808074,42.052609452283875,A,A,B,A,0
80,Mexico,Bisexual,C,-129.33121440760823,-169.0737569983049,C,65.85496839334772,B,B,-217.18301422900475,27.0773471503537,150.85826212044253,98.24772327467792,E,A,A,C,1
97,US,Homosexual,A,-30.730107106322453,74.51188807567704,C,87.1457422611073,B,B,66.04509793568081,127.48449288447976,32.94279588788635,-44.46242302791204,B,B,C,B,1
67,Other,Bisexual,D,-58.3028833231521,-20.950505598830002,B,-110.9767505015505,E,A,-71.24428313261274,53.43813446566272,40.709855193971784,11.91427127042106,B,B,D,C,1
78,US,Heterosexual,B,38.31616879375862,-187.4342714562718,E,37.6672091447389,B,D,-158.13665315302222,100.11497899106388,87.34246326546912,88.33091372531256,A,E,C,D,0
63,India,Bisexual,D,-138.03159831880564,-38.77577296595401,A,-309.2570943570332,A,C,75.5712484307946,128.06052904186222,135.02789071507394,15.199187365053598,B,B,A,A,0
43,US,Heterosexual,D,-53.93527334116087,166.99551110083092,D,-74.42269678623101,C,B,-161.65606345545672,53.605382030163405,-1.6146350410132202,-13.175718060974853,C,B,B,A,0
71,Germany,Homosexual,C,-13.358925555106998,141.04544448344274,D,-114.95182530050725,A,D,20.567392900601718,-8.190037962583634,-82.24890485161302,-96.22109179509441,D,D,B,B,0
86,US,Other,E,-153.80627916541016,-52.75911870779486,E,32.288338567820226,B,A,-107.57442654089347,26.503935967493586,191.81141968077085,48.358970366144526,B,E,A,B,0
37,China,Homosexual,D,76.30878600140794,-126.82973105806768,C,234.46131024525846,A,B,64.58898163251935,-76.54364294604865,-116.60310604617486,119.76999150457017,A,C,C,C,0
67,China,Bisexual,A,-5.432992056455533,26.417187301129836,B,-56.934408196729414,B,D,38.31291357756372,29.906551169869555,-58.89537442794238,156.5601237434629,A,A,D,E,0
66,US,Heterosexual,B,81.71766876529729,-36.993215294903464,D,59.64721255204557,A,C,93.77190242035842,67.75415190245965,68.92408996204756,41.44403234578495,D,A,B,E,1
60,China,Heterosexual,B,-13.67062880457042,78.82358302610616,B,89.34394408704067,E,B,33.70581970808752,-27.994673890470086,79.36106684662737,118.99920388206723,B,C,B,D,1
77,US,Heterosexual,D,72.13290182771831,27.88927559322849,E,-61.073703798448555,E,D,30.55263689486519,67.94187916664339,-79.61122585412953,62.83875016026036,D,E,C,B,1
36,Brazil,Other,C,8.5545799290656,103.71629067663129,E,-99.38754549574999,C,A,63.3620650343762,117.50982566126144,18.36139650660847,3.8278736666657154,C,C,E,C,0
21,Brazil,Other,A,-21.961536680118108,41.76602828041555,A,-130.89698264112315,D,A,3.4796522797308125,-66.62307253142987,39.66539418367817,-132.95493573019812,C,E,D,E,1
75,Mexico,Homosexual,E,-91.0423393237203,256.74403920589435,B,-21.2876117676518,D,C,26.57583593596539,48.67955010039057,-91.35278184232725,-49.90290578521269,D,E,A,A,1
99,Germany,Bisexual,D,-14.734056353371644,41.88783625894924,D,-125.7326093631337,E,C,-170.7626164084039,-196.19779219763473,-175.379997728603,34.703333873292685,B,E,B,D,1
47,Other,Heterosexual,D,47.88459963415851,64.01102949121213,C,22.235032889928217,E,C,54.836874609844834,11.726279836557982,-200.83517750605358,-94.6912014886747,A,A,D,B,1
28,Mexico,Bisexual,C,143.9624917225317,205.04508942560054,B,-90.39008529428999,B,B,15.56778046689587,12.472775698845897,-87.63604780665094,-29.70756127858879,B,A,B,D,1
39,China,Bisexual,D,-206.33195416698084,2.0632634171645234,C,184.55378966578934,C,E,-219.8337049723624,109.75469071736732,-79.0745325766987,-58.18247183165158,E,B,D,B,0
65,Germany,Bisexual,E,1.9660363739950109,-151.55724129509923,B,-50.4009935182773,A,B,-40.43835618196906,-101.08510548399556,-186.37164266967122,102.39267561460852,C,A,D,B,1
23,UK,Other,A,-226.69960351102395,-6.5482453440528525,A,-79.6761017016165,E,D,-90.06323492678084,24.004714214015657,79.71566794025125,111.87391348052932,C,B,B,D,1
75,China,Other,D,-88.66188875884693,-83.84303239267855,A,-101.43801902390668,A,E,-76.93780772290259,8.046895890231806,58.03458488425428,9.14707626633748,D,C,E,A,1
81,Other,Other,B,57.999326583973684,108.45862834173265,C,7.405998750006698,D,D,121.59150076245754,-152.2799631694423,-52.302869079306156,-60.42215984238284,E,A,D,D,1
55,Brazil,Other,B,-74.91037849841143,-212.73654412544622,E,90.11375553513741,A,E,98.57813250181772,-15.629907590317686,-28.433032141437437,70.0587608676626,C,B,B,E,1
83,Brazil,Other,E,45.739275346739646,-73.34542824226608,B,48.93975618862747,C,E,-94.89163162845603,4.999080368076593,60.48534144063843,-28.9335893240245,B,D,E,E,1
45,Brazil,Other,D,-72.59577724329628,-104.3826988841062,A,171.26202483373007,B,C,-23.06689555902816,-2.7013187676896813,78.1591617932143,-94.46825571287457,A,D,D,B,1
46,India,Other,B,-116.19595273949469,-91.64267369720798,C,17.21099214559482,E,D,11.549769030116247,66.8068532246044,-0.8251561278445438,210.50152260117633,E,B,D,A,1
60,Mexico,Homosexual,E,58.08182594490232,-29.149551727166468,C,-110.38432572666319,E,B,-24.027486403962865,97.60992443898908,-90.11815219341923,-111.73894858017523,A,E,A,D,1
96,US,Bisexual,E,8.310201745526753,-214.35300314188805,D,-95.37844520158076,A,C,20.028219052205927,-83.37419044886337,25.589068560238847,76.5333525406075,D,B,A,E,1
87,UK,Other,B,-12.822335008927249,217.57051123972806,C,86.04647193793049,A,D,4.262831604454904,-52.30837860058769,179.0268334238971,-53.267598298334796,D,B,C,C,0
47,India,Heterosexual,C,139.9211921810491,14.681705934784617,A,-26.5796928396788,E,B,-17.558727640829304,35.83211803797176,69.36512473384579,-25.807955119063664,C,D,B,D,0
23,India,Bisexual,B,-80.85847574762848,6.543652585169404,E,186.9895919439186,C,E,110.78623569335517,147.8088917279669,-79.93419812489628,49.11854358848575,A,A,A,A,0
28,Brazil,Heterosexual,A,-79.44205520533788,-154.51344981924592,E,125.36522783385226,D,D,-81.3455391216574,-1.5479951989598721,134.7159488607906,-29.84571704213488,D,B,D,E,0
54,Brazil,Other,B,-112.20272466335734,-86.59523936543582,B,-169.7947528957215,D,C,180.39097292291447,124.83932846105212,-36.2512461972486,-78.21339453713085,A,A,B,B,1
