religious_affiliation,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Buddhist,Black,73.6549841820314,A,D,-27.266868936091253,63.060727554997165,-49.71186571886798,A,C,-102.11519867749108,39.339483238606945,A,78.88061275395454,B,C,B,-123.83485174650637,B,-70.66743735902732,C,0
Other,White,-14.856354130059238,C,A,-81.67700432035522,76.62992191205782,42.519530172516475,B,E,-92.16087793401626,-62.17439502341404,A,98.86169676173378,A,B,B,285.51365740312053,B,-61.51735613813587,A,0
Other,Asian,-18.514229844301937,B,A,18.3926561584049,88.62435091453541,-9.882953510060503,A,E,75.69638652052554,-11.243042927030546,C,95.67011667353924,C,B,B,141.67170205800255,C,-89.09563410643827,D,0
Other,Other,1.255841488567182,E,B,67.67752529724486,47.09148327264553,-11.790460252485785,E,B,-36.190490138206684,-175.84326160658972,C,-92.92988702187586,B,A,B,85.0615558215872,E,-165.900939730282,A,1
Muslim,Other,185.14827260053582,C,B,13.060895293646158,280.96335265046247,166.5912096096093,D,E,-1.8216952061845597,88.75959846183655,C,-68.78543724704166,C,E,C,-133.8665231768725,B,84.18002213134356,D,1
Jewish,Other,31.042018160298035,E,B,120.82626047091173,-34.75096362327042,75.02475147465248,E,B,124.34842396058268,-29.420889322078423,D,78.70531956236174,D,A,B,198.6149272136493,A,37.80479154681699,A,0
Hindu,Other,145.49709241745379,A,D,21.195208262827876,40.836868500925874,-5.493868777915222,A,A,17.7860586351684,3.0886674424173917,A,-50.97613151212334,D,E,C,84.1933909057739,C,35.170568985698715,A,1
Hindu,Black,104.44389826817795,E,B,-2.7014056187528395,41.089859085884726,-196.5749060675948,A,D,-188.28608895434047,9.610164120348436,E,191.38739005161744,E,D,C,-87.72006268492292,D,79.79888683974494,C,0
Jewish,Hispanic,-15.551473541934804,A,A,-72.89365049158889,-93.8291688417506,44.8912141179946,D,A,-122.13976824149772,14.244957916846507,D,-92.74339044136097,C,D,A,-69.68965397653159,D,-159.5822179676304,B,1
Buddhist,Black,-54.54461970542691,A,D,65.54535607753752,-6.154885927712997,-113.24734052327972,E,A,59.8149430855193,111.480536018236,E,79.51562222553133,D,A,B,73.20469228406921,E,32.99767948593262,C,1
Other,African American,112.82260176814485,C,B,-84.90938204752536,156.99584962324326,53.83219671672119,D,C,-97.66260753051569,57.54366249454919,C,6.435371345565924,A,D,B,-41.92536751746995,A,5.5027781872321695,D,0
Christian,Asian,-14.543872065197258,E,E,90.26452086992472,-7.355393799285198,-8.529047031245844,D,D,29.613779503516497,-36.62104762597121,D,-26.61954018167576,D,E,E,52.78204407919785,C,15.339617394950134,B,0
Jewish,Hispanic,17.54659512095727,C,E,-154.08890848598062,-50.714277130906936,-22.17809422005156,B,C,53.42596329396184,1.0746760079115785,E,172.3539936996935,E,E,D,52.87750207587196,B,-26.56973480585615,A,0
Christian,White,-16.433771995821864,E,B,4.531048554797105,-218.17024861635613,2.079944160718797,B,A,136.59423520093142,23.903531117646814,D,185.11445178553518,E,B,E,-78.37487817139778,C,-53.820892640269506,D,1
None,Other,12.744296855608987,B,A,105.59509849900792,53.057829517967846,85.6330978555659,B,B,-66.17706732321841,106.8634738216451,B,6.805295021371002,A,C,B,-68.83772079327997,D,113.39905562949284,D,1
Buddhist,Asian,30.288136439727424,D,A,10.718911495258101,79.52667527822157,-56.60590004367986,D,A,-32.65753010331161,25.86074910828745,E,-24.69391542934706,D,D,C,-43.649456011549766,C,142.27213628352828,E,1
Jewish,Black,35.98327600040719,A,C,37.5942991239716,-81.3282656158994,-87.17833022806532,A,E,-29.36655516466617,230.3495325898656,E,-8.814933731320835,D,A,A,132.09689479611814,B,-118.45888794350283,C,0
Muslim,Hispanic,7.981286376920142,A,C,-196.29076869216323,-120.68445098440559,-38.67466323720012,B,C,-15.543983967346472,-0.8496118907323106,B,142.18242115394787,B,E,C,-63.483666724954304,D,-32.36246819289162,A,1
Christian,White,79.61928253737528,B,D,-52.6894489204499,10.786381761507467,8.24123776436656,A,A,20.27307700003292,-153.37740292465793,E,-108.48427196931839,E,E,D,188.0292760580724,B,147.81684439469493,D,1
Other,Hispanic,-7.94963891668379,D,D,-54.57723655488292,-232.7649271367235,0.9560003475085295,B,D,39.6577589404092,64.26457657876722,A,150.07534299888542,B,B,A,60.337577715738064,E,-20.161845357171256,C,0
Buddhist,Asian,-81.31063146599747,D,C,154.53653916820824,-59.28793412864615,148.1690410445005,B,D,-102.26109723680071,150.59170379257958,C,207.35508826171417,C,B,B,-2.8457467156855074,C,-92.00046772362886,D,1
Hindu,African American,47.0503468391487,D,E,-75.86300041852239,82.64206788220945,121.0763241943965,C,D,-52.74036253973753,-216.09252116384826,C,-39.51661547042575,B,D,E,68.11538142216679,B,-129.32869628450538,D,1
Hindu,Other,-113.91753677291719,E,B,-63.9737211393142,48.98246666675784,184.02988695935053,E,B,-31.15297209421884,-27.278768140996956,E,-66.88305242135172,B,A,A,84.08430741468649,E,-124.59906413247384,C,1
Hindu,Other,88.87159801595308,A,A,-64.73619506451497,183.8439794135332,-47.97357610994023,E,B,22.871327269149212,48.13156085481155,C,-12.381330665527113,D,C,A,-134.52181352712415,C,-68.83904048852195,D,0
Buddhist,African American,-100.90589094206419,C,C,-43.46521242453631,-10.89173510979716,23.341783018082303,B,D,150.78065325805855,-5.321640455930774,B,84.64459839178512,A,B,A,113.80126905175845,C,-60.847852213979635,D,1
Muslim,Black,-59.81318937319997,A,E,21.426761069305126,-174.43405215817126,-23.557803101189307,E,B,-123.33350627122807,-158.7476698090223,A,107.81904935318633,E,B,C,76.08430871196077,B,78.92439334613336,A,1
None,Asian,-50.54472456937981,D,A,-78.18615708090233,64.00582426819787,14.192818294487953,C,B,30.83652219522256,8.812426526708089,C,-114.60712251592705,C,B,B,40.41984279947733,B,-172.43729237472607,C,1
None,Asian,-11.149519345497183,D,E,9.071267327835914,79.17282586975064,-15.58203207717157,A,D,78.41326551892035,-104.94546937921191,B,156.23719767366865,B,B,B,-181.4883339194748,C,-86.97167891244175,E,0
None,Black,-0.6803489859751625,C,A,103.24056428947263,61.25548062640471,-150.6495788881071,B,A,21.717159784389878,51.09904213783314,A,-25.0479566095479,A,B,D,-28.180622556752038,C,-119.02723038010012,C,1
Other,Other,153.14276829217462,B,D,64.13253503855289,-152.49637456537758,135.03636650804103,B,E,203.48362833714623,67.25176107613412,D,-57.10115365004983,C,D,E,86.38334845722024,E,48.8225022094945,A,0
Jewish,White,-93.09898172600586,B,A,196.56034197702576,-165.90645626028103,63.8532039690242,C,E,110.45024036607694,8.875426502907706,E,-12.07605406494731,C,D,E,-102.08704011482614,E,-184.4097827958362,E,1
Muslim,Hispanic,154.52147503606622,C,E,109.98107156758277,3.154906970717497,-41.815793864403155,C,C,-10.076645821778376,115.44671196626224,B,-0.2500665997419815,D,B,A,43.30955872803103,D,48.062283158723744,A,0
Hindu,Other,216.89165993927918,E,A,82.45652681589677,4.812869980525674,-61.95136575049123,C,B,147.59554133716745,147.72102282927054,D,76.88948839864737,E,E,A,-36.14890065648318,B,-48.29387310913702,B,0
Buddhist,White,100.47613028186984,B,C,83.02792885886568,19.180420953358805,-83.88241844012838,C,A,-15.971295387808595,41.54544458354191,A,35.481175624061756,A,D,B,154.943989589659,E,113.27639098378985,A,1
Buddhist,African American,231.1247414525504,E,B,-61.45074333956949,148.28977667092528,81.74738031934588,A,D,63.450815376428274,-67.30394572478353,A,-111.5878915927708,A,C,E,72.44334584816033,A,36.96666501394924,B,1
Other,Hispanic,89.85598214628995,B,A,-65.70032329767417,-32.53267747701412,-52.77499577559341,D,E,-108.30535728138014,-51.92425502824977,A,-214.12734070190615,B,A,A,-26.213727728057595,B,-9.91457967083107,C,1
Jewish,Asian,-84.54373709205775,C,E,-86.40707547158323,71.02518510280174,61.76405163987202,D,E,90.63546639099104,-157.88046752097392,A,-158.09445941451918,C,D,B,137.34145530033618,A,-87.37754643888029,A,0
Other,Asian,195.70480327438398,A,E,-173.30601865915963,-26.923869395913986,108.11084830610251,C,E,-117.0316570110403,17.70713366093584,C,-122.98940709192378,E,A,B,43.89698352044324,A,-113.67755332242528,C,0
Other,Black,124.0762283523675,D,A,-157.7481007484166,-4.9804132288906855,-27.75341908200297,B,C,115.6090950179563,-61.97686399101182,C,-62.56641378264044,B,C,A,-42.8700104368302,E,34.675192355620595,B,1
Hindu,Black,22.109860065310784,D,E,-71.76118224995997,90.90967108674407,-63.541500255323534,C,D,-161.63339723635565,-21.623834538811504,C,-28.260472072316432,B,D,C,-1.5627578430476678,E,-23.034935787886106,D,1
Muslim,Hispanic,-129.40153856425667,B,E,178.72130179545897,-40.40975664453451,22.541728282497434,D,C,-130.70188308484663,94.42140152409324,E,-13.446619233877874,B,A,A,97.22586939682903,C,-151.82640343882392,D,0
Hindu,African American,-39.396723160668785,D,A,-52.49265782736593,48.451158241288105,-39.648625942716755,E,E,14.967651433451588,-132.84152143884108,B,-0.4761156603051402,C,B,E,-113.95603013562359,C,21.110283607441822,C,1
Other,Black,-88.89246493571876,E,D,102.70891275663803,4.754992923696657,166.57459095460484,E,C,-120.60337598271542,-114.28674185612368,C,120.44897803070043,E,D,D,190.79314126695485,D,-129.84134443744864,E,0
Hindu,Other,31.554620331124745,A,D,-15.681840224209909,-160.20041952921648,-43.17524402921064,E,D,-263.7136208356921,-66.67313443697469,A,40.96675931516019,C,B,D,-90.24960699267882,B,-51.97092573121756,D,0
Christian,White,-102.1153276875581,A,E,-23.269597768092826,193.1123519359247,83.10139829617273,D,B,-134.15823562150874,163.0122028882171,B,42.71726700747499,A,B,B,-98.00876328629542,A,-53.43004041329165,B,0
Hindu,Hispanic,23.690871131955085,A,B,-195.55437091162122,76.9390951477283,7.399000761101913,E,C,24.94108033894815,102.7576047869318,B,30.99737396975183,A,E,A,-40.664931565338804,B,-235.6729764095751,A,1
Buddhist,African American,23.183250230022896,C,B,-26.722341815974037,-24.019717571716555,-176.8942513835747,D,B,-68.68139171671399,18.444197384277306,C,18.827275880132653,E,A,E,193.48338969625402,C,53.458437505920934,C,0
Muslim,Hispanic,223.42042323591028,A,E,43.21375644366917,-148.98632268591209,-75.71229091783505,A,C,-61.347126990430986,58.06399996085049,D,-100.21346677957752,C,E,C,-159.56637204336306,B,27.04592280203627,C,1
Muslim,Other,-243.60877145819782,B,B,-46.4593689380629,82.88174867173738,45.28438770099362,D,C,26.297583054155027,-236.81695404246773,E,-8.727894047985636,D,B,E,-137.10738947307266,D,-108.6901299333097,A,0
Christian,African American,-118.6590566098382,D,E,74.59554890208074,29.952383466805422,-260.2276589702819,B,B,136.63129179430996,17.22733973628437,E,-35.60575733829867,C,A,B,43.54447634286516,A,-88.3525429457545,C,1
Christian,Hispanic,-159.7672382444989,C,A,47.66033356599921,-87.31702582080645,-157.18724597148318,C,D,88.60505136901878,11.313466102613935,E,-106.56792550677537,E,A,A,-56.36142092308531,E,64.52205442045393,D,0
Buddhist,Other,49.676048774881174,B,D,2.6370286432091903,-60.71586026067946,43.04129473040529,A,A,-15.113998299230524,-60.14469340107552,E,73.28436691320935,A,A,D,59.747295071242256,B,200.74333348140172,C,1
Muslim,African American,11.278072687804098,B,D,-82.36140529347152,255.93949351485367,-23.880815776475366,B,D,43.768785073541885,70.23045514995412,A,-160.01818293831622,D,B,A,-370.7340834852548,A,221.8777517873122,D,1
Buddhist,African American,-163.69473707075917,C,B,-21.750194834314012,9.453123110233374,5.892833199417942,A,A,148.80873245402876,-16.818736624603755,A,-15.412139329877878,B,C,B,11.328142208585923,B,5.907975064055394,A,0
Christian,Black,50.223076756295,E,E,5.154343821445695,136.46642428439347,-99.32292232072464,C,A,-14.478614085392502,51.86032806734468,E,80.35604830052846,E,A,B,131.32344507303827,E,-137.41664970205974,E,0
Buddhist,Black,139.0542080776514,A,E,28.441478503244937,-92.4320126576443,25.70269801007987,B,D,4.723159703848695,-93.7875934101435,A,-3.4117606498685995,A,B,A,-16.878781473597904,B,-76.02977540641567,B,1
Hindu,Hispanic,9.269335353796489,E,B,115.25311686412734,-86.97374928532624,82.75141178528173,D,E,-104.99557194247973,93.0528749682608,A,-53.360891387744815,C,C,C,166.02731045981218,E,68.3229310712561,B,0
Hindu,White,-11.58587814591343,B,A,82.9008470701876,83.12893654889257,-33.223844887080816,C,A,36.797640959776196,-112.37757733083065,E,-60.05532247966458,A,B,C,74.08270184949673,D,140.6142607677262,A,0
None,Asian,125.52513760497447,A,A,-81.15295158365248,-180.45287366219375,165.34451449798877,E,A,141.04717415901808,-50.53206182979576,D,-81.21017696749615,A,C,A,-153.38719381222208,D,63.04942300640904,E,1
None,Black,-158.13371981668644,C,C,188.8898422270643,-16.122833748993575,-140.53202295174168,D,B,-22.218538168554165,214.6289620063753,D,27.14203318715193,C,C,E,-18.60579298885229,E,142.26063119210804,E,1
Muslim,African American,-93.48377964176812,A,E,28.42126193499538,-76.6223375856514,-143.16328117152617,C,D,-22.23290701924373,198.4907022376845,B,-121.74744456943733,D,A,D,-43.37943989231675,A,-63.43848191390674,B,0
None,African American,-78.72631031688655,C,E,-68.81756127259375,-141.54997537401744,-19.558617357616903,D,E,103.43596356589,17.45248635949872,A,144.16346795006626,E,E,A,-35.22653413328795,E,-104.63374454480466,D,0
Hindu,African American,43.48191738976426,C,B,-291.7442662797416,-163.6625467846671,47.78636813978135,A,A,177.2368092691682,-51.113483928217676,D,-73.33228902106613,C,E,C,-158.87500748501745,D,113.31911960302155,A,0
Christian,Other,-107.92844271682141,C,B,-130.6701947221199,-33.51110300984619,-4.203883376385712,A,D,20.54489017430114,74.45044120789125,B,160.87750024574882,D,B,B,22.70942729928553,D,-176.74865255745692,D,0
Christian,Other,26.312680571926684,C,A,33.18252676375521,139.269969636889,43.907794178378815,A,E,-38.5956017920771,14.009643978216058,C,-204.60290412382102,D,B,D,58.42554141441757,C,-45.13892467245056,B,0
Muslim,Hispanic,41.69346223131086,C,D,117.5494869383584,64.98186912489065,20.67132931047271,B,E,-168.31725889043312,49.185299623882734,E,32.92833655243938,C,A,B,-21.41388530046618,A,-43.68613946782912,A,1
Buddhist,Hispanic,-124.76302792249372,E,E,-104.81548839895972,-68.91505332346563,16.589852386628607,E,E,-46.04808156694604,-99.99248677083129,D,-45.26480811723078,D,D,B,-28.24671073227556,E,-139.79004350581917,A,1
None,Other,-19.20790409199214,E,C,-178.70989777462788,250.83821104626304,187.9070340113022,B,D,60.7564442435935,-126.07724999304412,C,9.192679305548845,A,E,B,58.202399698302045,E,93.1941825759597,B,0
Buddhist,Asian,-128.80645427970353,D,B,-0.6678250162682892,-103.41341645865083,220.10369777152076,D,D,-94.3388096429026,3.6987198307231592,B,37.311373401959166,B,C,C,-32.74607834656362,D,106.6173399963778,A,1
Hindu,Asian,233.62774881767473,A,B,54.686695920946526,-134.9502904998105,123.45783106120744,A,B,62.007882509570166,-12.141918929728412,E,140.85631800051485,D,D,C,265.76806567668797,E,58.50643560390555,A,1
Jewish,African American,-30.80348972875086,D,A,13.165242468513322,-55.698128260890854,-97.92268155295064,D,B,199.84506555708595,-88.87133636315956,D,182.56653054974404,D,D,B,-7.663876072699822,C,259.14027984503696,A,0
Christian,White,44.74302665068612,E,D,-9.590343344006138,88.45219223522678,41.06439941536657,B,E,-173.02372544839292,23.829915434800927,A,-54.98069017690285,B,E,D,199.2554301336555,B,33.71316880227312,E,0
Buddhist,African American,-65.60556926120609,D,A,215.42372523045813,-41.30729101828912,-36.267529720771044,B,C,-144.4075751102828,-75.11548468763091,E,73.07505027093819,C,B,B,21.142898661225644,D,-54.43067887471847,A,1
Muslim,Asian,60.471090003417814,A,B,1.9020677940811896,-98.83844146618989,97.31752121104729,C,B,200.29820139774205,-126.3366443408342,B,-27.945874451729512,D,D,C,14.004021502749852,E,179.2322570428954,C,0
Other,White,-16.474467781625233,B,C,93.2474785752483,-219.7742547487506,14.91173595645868,B,B,152.82855627926122,218.8762691696238,A,50.556518262908426,C,A,C,-21.016490849557627,C,-22.27917209291413,D,0
Other,White,-3.742184198536154,D,A,0.9707668589651521,-183.13196753711222,-59.5248493521665,A,D,-87.86457692951856,187.41031206953159,A,-71.37000406559342,D,B,B,144.13290958601613,C,-75.9922937585948,D,0
Hindu,Black,3.4377816881422567,B,A,128.24563839022426,121.65526884123447,-33.908807186359795,B,C,13.942402019430785,102.50224578577793,C,174.03414973798627,C,C,B,-62.07419364279787,D,146.6402593917752,E,1
Other,Black,-63.56655055239442,A,B,72.40351220812636,190.43088774601327,9.726545155180915,A,D,-20.74809421616804,22.565290611146757,D,-26.280145383527948,C,B,D,1.3736658153419818,D,79.29554869923979,E,0
Muslim,Other,-39.34669165870493,A,E,-96.49510503502708,3.776726280712403,165.51828387526373,C,E,-130.43723228622613,-71.26885863544238,E,-238.42453857087543,B,E,C,18.774707602449226,D,-29.88029744878014,B,1
Jewish,African American,105.92671086575164,C,E,-71.19766271170701,118.79718711728142,-99.96793520339982,C,B,-6.171117308284335,114.36980591259416,A,143.5306156535482,E,E,D,-75.96255265977307,C,-120.21793603441151,C,1
Muslim,African American,-209.7813323491334,A,A,-104.95429349280425,51.15720397589036,-150.74121731851295,E,E,13.573988035515406,-137.36494762606986,C,-94.1421076323823,C,B,C,239.81672804635798,C,23.629608063457805,C,0
Other,Asian,87.4993121321027,B,D,5.648498153559337,194.6597486341409,-7.389451242376527,A,C,-16.772334585356337,-128.70623151343116,E,-173.95395777756474,B,B,A,120.72308497467827,A,-185.7580121907105,D,0
Muslim,Black,-59.715000914570446,A,D,-114.18034647907729,107.22470549567609,87.72531670775865,D,C,21.559249233862502,-184.6576176358872,E,168.9586878218763,D,A,B,89.4008146643239,B,122.22573634524427,D,1
None,White,155.2318549018506,E,C,-87.68420652514806,106.69803765830423,216.52355416794703,B,A,60.477031789074154,71.45201596113263,B,3.0348396095107204,C,A,E,33.98940175952356,E,41.686128509216566,A,0
Buddhist,African American,110.8079463238755,D,A,1.883508540818047,-81.98986885788968,104.29025074090083,A,D,63.54721748891951,-136.63761792675726,B,144.3833600965753,A,B,D,62.64669771707167,E,31.166843415489826,B,1
Jewish,Asian,144.86758404283322,A,C,-71.33758346063618,-102.12327112821826,-83.0794805693538,C,E,-73.51318046314837,-50.07314434096908,C,84.83329273654658,C,D,D,7.78190388440545,E,-84.53248124016493,C,1
Other,Asian,-200.94201741228952,A,E,136.1228093265029,140.7692568468526,7.8852482863957905,D,E,-22.455362216803483,225.12962806104707,A,-13.313813913635759,C,C,D,8.558549169652684,D,-27.944891577249493,B,1
Christian,Other,-54.38856845196528,D,C,21.647766886426755,-107.37174276810775,-124.85697258286832,D,A,31.205880457070496,22.694747298749192,B,-0.7303036164708813,D,B,E,-53.053955791527954,C,-85.9818185259016,A,1
None,White,-18.84779242067181,B,A,-34.99723730983091,55.31559842487229,-66.30109484311656,B,D,133.74690713989904,-149.54675283138778,E,-155.8403957592721,B,A,D,60.836289687065545,A,150.4773080567804,C,0
Jewish,Other,-250.68229863973394,B,D,65.3527951240504,103.78723023681036,-76.4833787852805,B,B,-90.61683404081624,-27.64353508019325,D,-147.94651006127202,E,A,E,164.49578559547905,C,-121.47109666933335,A,0
Hindu,Other,154.6790733255438,B,C,119.90232997825618,77.6938550312828,-53.3133291843082,A,D,-22.525125111116605,3.556639532070869,B,-52.74603257737158,E,E,D,74.46674504396097,B,106.26845533856599,D,1
Jewish,African American,-52.89788140530318,D,D,66.85340186072378,-20.281710337890104,14.588177251825943,B,D,75.76274917282085,336.7688131439592,B,-6.143381796009381,D,B,C,43.51265684612679,E,-0.2929281973868111,B,1
Other,Asian,-50.59310317237501,E,D,-65.30876498481246,125.31669011933111,-65.2818578152414,B,B,57.41990774954012,13.052877442835289,E,108.53135671104258,D,D,B,-25.474426169990554,D,190.7029094509576,B,0
None,Other,41.591586384373784,B,B,178.5546906760372,11.106553449734777,65.9663839649293,E,D,-196.9698686817409,-23.544402390469273,E,-151.33879827193212,B,B,A,-38.216383381576016,C,43.07895434118132,C,0
Jewish,Black,-157.51973621347665,E,B,6.70811583093064,-98.94688109049265,37.34774822256091,C,A,-152.3987101483358,7.294236816359747,D,-160.8065529250404,C,A,D,160.21717261384413,C,44.60903021263997,C,1
Jewish,Black,-109.47847502193662,B,B,-121.26664247547151,-149.09698841751998,-9.178321330699234,D,D,83.55641522834091,15.846634134381787,A,32.7469320315085,C,A,C,-42.38859722027895,D,91.87685290902927,B,1
Jewish,White,-102.0428762769225,C,E,-165.2312266394851,-63.261627090837926,46.66843081024934,B,D,296.64584250029367,-71.41550110896459,C,-29.64531756253363,A,B,E,-65.47822949589987,D,-117.0877923162227,D,1
Christian,White,0.9187298149474913,B,D,14.363875365189644,51.34400972938725,47.21469173659302,E,C,-8.472840146610269,42.85868096075641,D,115.44751718148669,B,B,C,-72.90353326178122,E,139.08322705696904,E,0
Hindu,White,40.50294669810506,B,C,-32.329963289226214,-20.61323544151939,103.23551567175069,A,E,-127.59188223515801,-44.01142101042592,D,-74.75226860604639,A,B,E,-80.17764210735476,E,-161.54403369077113,B,1
Jewish,Hispanic,-81.80176028268922,E,B,23.305858498184246,-95.98154153565217,64.95412121008896,E,A,-63.67278235165785,-159.0292953737997,D,-45.13854550667401,D,C,B,-232.80852290115664,E,115.75967087911201,E,0
Buddhist,Other,-51.724076582702985,A,D,2.0010510475907,-21.35347028122034,31.62589840342535,B,C,25.616131236895168,-9.55516430409435,E,103.8289517529418,B,C,E,-117.46005229767277,C,169.24701935602025,D,1
Muslim,Other,24.45082761923343,D,B,-36.555522751580014,227.288912991177,106.40550231986283,D,E,47.29293078325689,-27.065524534884204,E,108.37068668457918,B,A,D,64.94506026713998,A,-129.1466320335007,A,0
Other,Other,54.37201206797523,B,D,-2.5326643063882504,-8.43160970458004,92.98343842919384,C,B,-7.577873257522214,-41.78919515859907,E,-88.46346131902426,D,E,B,-20.49464968679738,A,-191.353590578555,C,1
Christian,African American,-46.978536036644655,A,B,24.943041716648327,-82.82665518922278,62.27536120704779,D,E,-168.54336873918115,44.76190384568676,B,75.96044398880309,B,D,E,34.37613507306468,A,120.66656482255136,E,0
Buddhist,Black,135.70145131389154,B,A,-79.72134665179698,14.56222607908185,-120.4772304366568,D,A,-43.481054041068454,197.8278209126374,C,35.43255905811053,A,A,A,21.99845533628319,B,31.39339714424864,B,1
Christian,Black,115.55137214606113,B,D,-6.366986056657393,86.141254600104,-28.72826926314446,E,E,-12.896434827045193,-11.70170110778434,A,-14.101091805519042,D,C,A,-193.22959514287007,E,106.41516649677204,A,1
Other,African American,97.88920369678723,B,D,161.03926555677972,30.675966620682154,59.031278384570285,B,E,20.62467988928298,-42.883638274381894,D,-64.12357651737214,C,A,B,38.24411269443509,C,37.8539291653827,B,0
Christian,Other,-182.83220190087044,B,D,35.95291979748629,181.0509024110822,-107.53962277310347,C,D,133.62460799712346,2.1229585916954417,A,-44.22353410895488,A,B,A,-112.79336976583008,A,29.832721967762566,D,1
Christian,Asian,9.163078997092603,D,D,27.846920872693914,97.95251327264124,-99.44984344201136,E,E,-135.5497430652621,47.04471983909876,C,134.14501288699415,C,E,C,-91.31877279067244,E,74.18189217754771,D,0
Muslim,Asian,-77.90725143020128,C,C,-73.58774754040742,93.60827085160929,182.9723235586054,A,E,-167.94765180161366,99.41418765223953,B,-19.028675988008672,C,A,C,151.81443661282162,C,-69.20778565004328,D,1
None,Black,-18.675821841781996,A,C,177.3796666078477,-65.04552837611702,10.661095204199784,B,D,44.610021444831396,-62.52576292320627,B,-46.815714938747334,E,C,B,-1.5759731196830422,A,77.73247038055572,D,0
Christian,White,-27.993170648858563,D,B,-57.60635275561165,-81.28284134848091,184.52794255181038,A,A,-46.83602506966662,-100.66410203161792,C,-147.13140165413446,D,D,C,45.131576560772515,C,200.82032611369894,C,0
None,Other,2.2317869838207844,E,C,-3.597621615889282,151.79926061156854,-196.87895573679526,E,D,-168.3341613902866,-107.50888523941286,C,-158.10965723562293,C,A,A,-245.9557493520666,B,-64.40841888907548,B,0
Hindu,Black,20.505622100396934,C,E,-37.18746159805815,62.65931471070204,15.974646275360241,C,D,7.430725748309748,-88.43768207021279,B,-134.7815817453986,C,C,D,123.99251590651429,D,-11.617844324447873,D,1
Jewish,White,112.1459474088413,A,C,80.48184910849437,38.62893938043834,108.49533006649241,B,A,102.8793245880269,110.08890382851794,A,42.78422151906039,D,E,B,62.54186748173576,B,-174.8347063327962,D,0
Muslim,Other,-78.90461887440982,B,A,0.18538668176725112,-96.53578883099507,75.52593636102306,E,C,-77.32495782918367,-147.53929941376595,A,-18.41158029826327,D,D,A,-160.28166786497883,B,-53.81545245442793,D,0
