Veteran,genero,age_range,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Yes,Non-binary,65+,White,15.886981726230667,23.4573652192084,A,-130.42866319121808,155.68993852880558,-176.56670428394142,0
No,Non-binary,65+,African American,40.84309541711163,174.84125207540995,A,16.49522896821813,115.86259235989758,-187.97997338637424,1
Veteran,Female,18-25,Asian,31.1281047202796,-3.872432261885792,A,-56.180467612460575,-7.176524639115719,25.675684044822777,1
Veteran,Female,51-65,White,28.99021739404556,-20.55797298830912,B,-62.115728671311274,32.33046045329757,143.94210198547876,0
Non-Veteran,Other,65+,Asian,-39.681126094877335,56.28860477011406,E,-100.71598761286886,-123.94493980419246,-109.0119443134524,0
No,Other,36-50,White,10.531428074932107,-62.1722581638794,A,82.90537533959039,91.09890411883791,-87.11366933867308,1
Non-Veteran,M,36-50,Asian,88.17465272144433,-80.60844332589593,B,34.97536602879764,84.78876045815554,88.51291360087433,0
No,M,26-35,African American,83.69676207588913,88.0304077390582,A,44.410405485625745,59.40281515259508,19.921781307037037,0
Non-Veteran,Male,65+,Hispanic,29.131000547787355,-56.799605117066456,D,-4.388118016120605,38.34308621513443,73.30152800852655,0
Non-Veteran,M,51-65,African American,197.17563412453245,34.62834563285912,E,65.69400071808022,-38.2477274840337,-34.839416527763944,0
Yes,Non-binary,18-25,Hispanic,96.83221749136727,-0.78608267673394,B,161.73906581880138,15.373342594218245,0.9604941173175716,1
Non-Veteran,Female,65+,Other,86.5514262642121,112.90945323357235,B,-130.83984775230087,-196.7264624199599,78.69399757842086,1
No,Female,18-25,Hispanic,46.64804587221652,-26.574413905946592,A,145.66289834608682,-28.200094329789426,19.56711369363706,1
Non-Veteran,Male,26-35,White,-60.86338930194953,-65.66241666354212,C,123.54399245902403,123.13508237348398,-184.235462820597,1
No,Other,36-50,Black,-25.34609705864475,164.8992172604053,C,52.74074555458802,22.755643029967484,137.94614646357806,0
Veteran,Male,26-35,Black,127.06925916579553,-143.25243377201298,A,-137.58029888683862,81.1079501283346,-135.08759516652512,1
Yes,Female,18-25,White,-114.16755715365794,-14.920605391759459,C,-139.80232916021586,-75.35077333948664,50.82375255169291,0
Veteran,M,51-65,Hispanic,-52.44397729972881,182.2762812930684,A,4.677097523176132,240.17330532440124,-153.13154229134508,1
Veteran,Male,65+,White,-55.1860084513405,84.85324441529879,B,116.669877846172,-17.287714085430558,140.65403960654152,0
Yes,F,51-65,Other,26.103362827343084,-144.44793198337692,D,-52.699468495767256,-31.771981447068896,-83.31619084127999,0
Yes,Non-binary,65+,Asian,-138.8988745351047,22.88328444270794,C,60.72520729462481,-128.79274595246778,72.28218219748653,1
Yes,Female,18-25,White,-282.4436341409376,52.36843247200653,B,57.96648056865574,138.69731694791017,-114.87943072605115,1
No,M,18-25,Hispanic,-80.22007157190593,191.64440219850937,E,58.87678384952601,-214.53027939607864,-15.612583654313426,0
Yes,F,26-35,Other,-35.105701717236876,-37.7829547573716,B,-116.36328317598179,-145.41658661999713,79.78528566094627,1
Non-Veteran,Male,65+,White,89.18302839346967,-98.04755172054443,B,60.68516629476191,-60.8366816933562,52.16126382442718,0
Non-Veteran,Female,26-35,Black,-132.55912276951193,62.6767082427218,A,164.7659787245233,35.32046340053824,-98.76860719601277,0
Veteran,Non-binary,18-25,African American,109.08782155738479,72.16173663913166,D,182.08062940977794,48.734049312046636,31.423970230559316,1
Non-Veteran,M,36-50,Hispanic,1.041540851712943,-8.303426111826894,A,-249.61257630394704,79.6080139399388,26.255325928480826,0
Yes,F,51-65,White,-31.777574610308807,149.47344859176673,A,-102.81887868542367,-97.66930694151092,115.08180603540774,1
Veteran,Other,36-50,Other,-42.72397842206146,-219.72421347106183,A,-156.37793429076322,50.892474315951894,186.75284853436963,0
Veteran,M,65+,Other,126.93252417501348,123.6130144662927,E,-68.28892492533124,-53.292951626394625,164.65745796102996,0
Non-Veteran,F,65+,Asian,24.893605544674564,-26.326371995788296,A,86.48707876225664,133.75858549445505,18.45291420486871,1
No,Other,36-50,Black,-71.56082855140103,-138.42492238013577,C,-103.55727179123878,-19.25376160753235,109.11723030173621,1
No,Male,65+,Other,19.76947365965432,146.14582399589514,E,43.10956734634562,11.023306701131084,-62.03540958022714,1
Non-Veteran,F,51-65,Other,127.0724058404882,2.921454878928413,A,77.5728622074619,-16.717955780455657,82.14996609238383,1
Non-Veteran,F,26-35,Black,-198.96852284816268,-16.888354978062203,E,-188.63494225423304,-29.0283767314467,117.86514353193134,0
No,F,26-35,White,66.77013966749288,-38.33284934130766,D,-159.91956170500833,-47.90182175195496,181.59711756402572,1
Veteran,Non-binary,26-35,White,161.94959774137578,56.372950618462234,B,-84.2170307455522,-105.24951063392449,215.51156191180132,0
Non-Veteran,Male,26-35,Black,307.23694494093394,-48.36935463178429,B,-60.12407142085324,-32.550768392688305,35.11316745363782,1
Yes,Other,26-35,Black,-93.21684669794654,-62.12149119292217,D,-135.0106291975851,-152.40265524655712,47.202337324294454,1
Veteran,Male,26-35,White,207.43409653731294,6.487297563536119,A,106.26998323693431,-61.968168697715164,-41.15716659138431,1
No,M,51-65,Black,38.24328430926284,-48.68861222051007,E,-135.71873128572264,-49.95419312551384,-80.84015063391625,1
Veteran,F,26-35,Asian,-66.58249314395984,-54.64227855530286,A,-125.05762148361038,-1.4062806655937505,-5.55143051297133,0
Veteran,M,26-35,Asian,-155.13766202709454,18.82064467370032,A,-78.4289683296345,-53.50849273175794,0.39602154185648214,0
Non-Veteran,F,26-35,Hispanic,-75.20530761158908,23.663144094571507,E,-27.89373853032541,-142.60522187482277,-81.80862003784137,1
Veteran,Other,51-65,African American,23.42950440450112,-132.38644483682634,C,-71.09416314137863,-1.99239046982209,-123.05374368120022,0
No,Female,36-50,African American,-42.060453062776105,60.01176593542038,D,-119.28870278074466,165.0154763265788,-89.92542037032453,1
Non-Veteran,Male,18-25,Other,46.922432753902896,202.8285442483098,C,-28.317282252922855,-6.8343055553438985,189.93530570771043,0
No,Female,51-65,White,-59.52625958231903,7.367688081003866,D,88.91396978396538,-212.75684483112082,88.4089234111231,0
No,Female,18-25,Asian,75.84271414576111,-73.21845851883889,D,87.37681161724578,149.46592567203948,-162.12127956553465,0
Yes,Non-binary,65+,White,-10.20150466442443,58.101265366215884,E,119.7207438884135,-69.96628541509725,-144.08846375596272,1
No,Male,26-35,Black,116.74184296056198,40.74404287182023,E,-43.179087400606356,53.34849595740756,155.9237465546335,1
Non-Veteran,M,26-35,African American,188.0187833560623,-11.133024083087992,E,12.696693469736845,-8.336837880793503,126.11691582211546,1
Yes,M,36-50,Asian,129.05855705219136,-160.29802435515066,E,-127.47763386859579,108.95860954399028,41.56471079735706,1
No,Other,36-50,Other,113.82608868958756,229.89712521788027,B,33.835458805697684,-2.7648452716791163,-21.2944207842611,0
No,F,65+,Hispanic,0.03873534575193761,-16.167729472910626,A,69.64981259146813,27.277713595514435,-128.22391335574184,1
Veteran,Female,18-25,Other,103.7745497549941,-146.5928660098966,E,101.65156759859086,28.04618988008785,-23.561403061739103,1
Yes,F,51-65,Asian,32.79467605097395,45.33775626726584,B,18.172469329483913,-22.43754960574491,-5.520627039346674,0
Non-Veteran,M,36-50,Other,-10.96799896851055,80.64917267894103,E,-145.96733461025661,-92.61152182065001,42.315255699436065,1
No,Female,51-65,Hispanic,-97.68134639892078,-190.70800057818488,C,-7.606771719546352,68.97899710681601,24.97330146990675,1
Yes,F,18-25,African American,55.76570542718494,-79.5222783520463,E,-24.834328389016946,-86.8527071469694,-49.65124378394001,1
Yes,Non-binary,65+,Other,-15.379344840213358,-91.24647047194301,A,-80.49864152726171,56.84926422470779,88.09175934444656,1
Veteran,Non-binary,51-65,African American,-17.863701597497084,24.48798384178739,D,-38.280754512389166,133.2052137779392,98.55846628092874,1
Non-Veteran,Other,18-25,Hispanic,139.29434470909632,73.3857701980009,C,0.35076688489719665,-96.32016367603686,-10.645214350980487,1
Veteran,Other,36-50,African American,-14.636709577808169,17.82864450603628,C,241.75485814407645,104.07091169515108,-11.16516384680769,0
Veteran,M,36-50,Black,-91.49498315499008,4.44072166928936,E,25.90661973989623,-168.21196815817524,-6.190494472417745,1
Non-Veteran,M,36-50,Hispanic,-87.46101412554545,16.507517043901696,D,-200.01099235310926,-191.80835902562862,26.073211911065663,1
Yes,Other,65+,Other,90.85242427165063,43.64314910674243,C,71.62769093500944,-135.10854041006,-54.30904763868982,0
Veteran,M,18-25,Other,-25.48480426324447,-1.5652682341432602,E,-322.77571471783466,123.07109975513349,-52.9649122085632,1
Veteran,Other,18-25,African American,-37.61314450155526,47.00589795075776,E,47.05780540014241,74.75386876200196,29.331369012700687,1
Yes,Male,18-25,Black,-34.11942396409737,-154.24275101235418,E,103.5673294075399,-8.311705809207542,2.161138094765756,1
Veteran,Non-binary,18-25,Asian,-101.4399270398163,-20.33718731463791,C,5.554537324853309,-248.39252122690345,78.92971698638637,0
No,M,51-65,Other,-34.89291089076793,29.539381339207022,B,-69.73281429061059,-27.636967658330775,15.135807462699072,1
No,Other,26-35,Other,234.93176009541753,23.144072205367657,E,150.7197279665498,-138.73939339783323,97.19912541693583,0
No,Non-binary,26-35,Other,-150.02761130976612,197.42367295013142,E,119.57244006541788,-75.71678131958465,31.956614139037214,1
Veteran,Female,51-65,African American,43.428491690282186,113.15167924443692,C,-46.3721271721075,-117.46807740381901,125.56353308659942,1
No,Non-binary,51-65,White,-45.08108574655117,-80.18674716960696,D,47.39995601426566,-30.578998425985144,-237.97901535650766,0
Veteran,Other,51-65,African American,-63.175593297556034,1.4673951897719684,D,157.41880088415775,129.21196777498284,184.11416818818287,0
Yes,Female,26-35,Hispanic,58.72094261371402,-36.45012211767422,B,-41.91911872212341,-204.06606725367618,-53.5767612572289,0
Non-Veteran,Male,26-35,Other,-17.330085107189173,239.0936172863831,C,-15.56102104483759,-270.53196001044427,-36.88834627659393,0
Non-Veteran,Female,26-35,Asian,102.69145444886452,-166.68385827246232,B,38.75722254464419,17.436548500145243,-6.140970056409492,1
Veteran,M,65+,White,126.30798914752404,152.02813499176406,A,49.30862401043443,-43.6048321281413,38.041397281749845,1
Veteran,Female,36-50,Black,-0.3470149260347062,61.17542038249145,D,-102.35529562659849,110.31521256996193,-65.05026672429233,1
Yes,Other,51-65,White,-260.97122142006316,98.62494945017556,A,-14.897109851214427,57.72970348658097,-65.36745581125231,1
Yes,F,51-65,Hispanic,-75.80749366017507,24.60024873441014,D,-28.214686068796652,73.6930836598088,-16.120657351330802,0
No,Non-binary,18-25,African American,202.66105928069842,-49.03915337790291,B,100.01612738807542,-36.31989622108438,6.144463355834855,1
Non-Veteran,Other,65+,Hispanic,103.01565439690378,-30.534282502681815,E,53.318015962263566,-21.916870624593674,72.85368595234412,0
No,Non-binary,51-65,African American,-190.5960966350029,-10.48859964564975,E,-131.3864571454304,-102.43195566939815,36.87892918292622,0
Veteran,Other,51-65,Black,43.25801167776449,99.91328561248586,D,148.73599319376106,-109.47008059819012,-49.35905907941439,0
Veteran,F,36-50,Black,41.466162089354604,-115.09611466558552,B,-21.083352978411437,-116.9484114276819,-38.14647684612277,0
Non-Veteran,Male,65+,Hispanic,-33.002714041148515,-74.00775635831405,A,140.30846321938816,48.963747112815554,116.78481532962182,1
Veteran,Non-binary,36-50,African American,-147.85121360960193,-71.74193956608177,E,70.6000191644141,3.203037619077257,-76.7673689835605,0
No,Male,18-25,Asian,203.9654988411447,-110.30594972034022,E,-66.7519983234497,-40.37530933592693,-141.90336144653432,1
Yes,Other,18-25,Black,106.52497476801098,104.875905352108,C,37.58508878705241,28.13512623294291,-10.752858756044487,1
No,Other,36-50,African American,-151.64583417931948,-159.31722733698754,E,-3.0838558031937167,-183.07202754462512,76.99798770485926,1
