sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Bisexual,C,-53.87273208056313,B,130.716948513143,147.66702120590736,131.35606705847601,A,188.39435100339207,D,0
Homosexual,B,-17.91769459098328,E,-14.839491427539262,110.38796281956722,53.04020416141605,A,-126.40282227757793,D,1
Homosexual,A,-30.466391194708205,D,7.027385993305176,6.306668602944107,74.86403810576182,A,147.3474470622729,A,0
Homosexual,E,-95.64473458400077,E,80.21911323709355,-125.23952315163692,20.276297641687087,D,-74.40842351518548,D,1
Other,A,-101.6199902470053,B,-27.767361992848056,-189.43925436863717,-93.96773453630998,C,76.5726064475108,E,1
Heterosexual,A,16.75024788454168,B,-54.94396107824938,115.91852285502577,-140.58900293708848,D,108.87995299213075,C,1
Bisexual,E,-10.306710541568801,B,-79.85702791166183,-94.70867871209556,-72.68430119047721,D,197.02188683031935,C,0
Homosexual,D,-29.305478319086493,D,-15.43138897227234,28.1725506988362,7.5617211034223875,B,73.64060975845415,D,1
Other,D,-101.97120778955899,A,-178.26216346404027,-97.71535988296532,34.68823749332433,D,41.6470188753655,E,0
Heterosexual,C,29.742369643420968,A,-81.938107070283,-5.740315275506451,28.646892766438718,A,314.73889287166315,C,1
Homosexual,A,-217.02642349045175,C,130.79717735182533,-29.937736267480197,258.5881585258709,D,-82.1978080850252,C,0
Other,B,41.571131527373524,E,-30.690861002877117,-65.31072445482118,13.071876835344032,B,-119.3498239326624,E,0
Bisexual,C,-103.44937917973229,A,-112.42254796881082,-68.34396989344434,67.45648442092609,C,40.272129967733974,D,1
Heterosexual,E,105.8274584701276,C,66.76910643226563,-163.176569487714,-102.27327775846962,D,-166.4251959912248,E,1
Heterosexual,E,-178.45721665880555,D,-292.7822322957365,131.94821611076856,-34.630859294098,B,118.12349526187853,B,0
Other,D,-121.4891331942928,B,15.782717779988332,-195.8595569673599,-39.86150468285943,B,114.52662832666284,D,1
Other,B,-57.09233052986056,A,56.1036887355747,-67.0821180488121,-121.95438560656933,E,-88.03454058979794,B,0
Homosexual,E,-44.049119766163756,D,89.37435921202169,-24.485644475888293,200.40117341075705,E,229.00977518205744,A,1
Heterosexual,D,38.34449847795289,D,61.34873167696158,29.234462435093473,-51.40478547293075,A,38.820006010623906,E,0
Heterosexual,C,63.4851333795066,A,106.08583591887577,-41.441141581395215,-148.43239772926583,B,84.6451742645622,B,0
Bisexual,E,-13.661578732064983,D,9.752793214311893,-270.6848972688982,-146.50902366549232,A,-33.90642671872746,D,1
Other,E,-19.81004111053733,C,-65.38881191226156,4.834252424520826,92.33734824104816,C,-7.8211916309626,E,1
Heterosexual,E,-67.80353782798454,C,-14.901950917564125,-183.27550019782183,-46.783650273004454,B,80.0478587266935,C,0
Bisexual,D,93.70243238204029,A,35.72958258541391,-124.75465788024201,-60.95573907784097,D,-54.262597705493754,E,0
Bisexual,D,-284.18861470083664,A,-103.06869000276282,-173.44106038423445,-7.599489082934885,E,32.629965206664394,E,1
Homosexual,A,-205.73325427045194,C,128.79063001442233,-50.66510160062093,-22.271012431443854,B,-44.407618926862725,E,0
Bisexual,B,30.105794780717883,A,-124.19411253197947,117.22601176507467,117.6854355364781,B,-32.587124568115236,C,1
Heterosexual,D,-57.35683144598186,C,-173.72234254192506,-44.76392817530782,98.90413285123205,A,70.24777246125889,C,0
Heterosexual,D,-200.09183456278797,B,155.15042903066796,-38.708867661903525,14.522373434710708,B,30.46739960747944,B,1
Bisexual,B,9.79751024693111,C,111.22434992063963,-29.347413779397296,-74.64873663189017,C,42.5405908475416,A,1
Heterosexual,A,159.05442386712926,B,-112.57888925746656,21.75925812614123,85.80441379746354,E,15.982790798545546,D,0
Homosexual,E,10.315812375697924,E,-57.58590624752067,100.45077893899553,-64.56185928236941,B,91.97699624435445,A,1
Homosexual,C,-131.638665388259,A,-109.2564308575501,25.95240223253829,129.8882601846449,D,-144.28991393466953,B,0
Other,C,-10.898711537909309,D,-81.86198446415955,-146.76834286522535,55.28683290642308,D,-36.127425288525615,C,1
Bisexual,D,29.07740885919276,E,-48.58265216713724,36.95429230539525,-222.94131890873743,E,-38.366499640908735,A,1
Homosexual,E,84.74061716185142,B,83.7752887541357,87.73329553300256,232.93028004468462,B,48.79222304485266,E,1
Homosexual,C,-29.361660335544133,B,-62.855399771467766,84.89343348743708,-100.97287280934863,B,196.6080793654473,A,1
Other,E,53.64003530575604,C,-53.42674591147365,-17.18875698596477,54.42791443809604,B,134.45697378520381,E,0
Homosexual,A,0.9226437141828497,B,-21.262966147872522,197.69138274762327,-250.3700225858941,B,99.86546147782413,A,0
Homosexual,E,-81.29337546354427,C,2.4092874910178264,105.4154706667201,50.35128884346395,E,62.08059955974568,E,0
Other,D,196.12252187289042,A,17.008594042850653,-122.11092812653064,83.61627605935072,C,-77.07794802965063,B,1
Other,D,-89.6588348168432,D,-107.14515326368263,-176.4675907860403,-31.036303784587844,C,-110.13415471233812,E,1
Other,E,138.5516375411933,A,49.8034121395561,96.7702976543026,69.99518241786795,B,148.9992885846631,C,1
Other,A,207.01081719995588,C,40.627366372889064,62.8247039735456,-162.6827622261696,E,-198.72680128757057,E,1
Heterosexual,C,-106.8687481462258,E,-104.64590394818225,-16.615432135640777,-38.071665916871,C,-74.61632056891463,A,1
Homosexual,E,-76.39175755119815,E,-32.322390623614815,-8.463887986131379,62.396616992737506,D,23.492708917975555,E,1
Other,E,4.208643517766129,A,-84.2668064147609,122.57424149334508,123.75128916896149,B,128.1583516975075,D,0
Bisexual,C,100.13344493814054,A,182.3023916782394,76.6427157008561,124.11893968803618,D,-119.31510900986754,B,1
Bisexual,D,96.59280603072554,D,214.09658890509397,-206.1328680044347,24.55031834401515,B,212.95434185520494,D,1
Other,C,-28.467519803264718,A,314.37219925780073,19.988968971234847,26.26065471340116,C,-103.78677530051456,A,0
Other,B,73.60301402265182,B,-80.02572954450619,-90.4196069324121,4.373672149618994,E,-3.5103040089381783,D,0
Homosexual,C,19.224696490844426,C,227.2505068660374,31.474923186766627,47.43774187691557,D,88.36124482363536,E,1
Heterosexual,D,34.89889912967843,C,18.693688293209487,-51.25191901981759,77.19531246141163,C,-31.409047965305543,B,1
Homosexual,D,-84.35205529354762,C,-217.02450235575873,-216.600090188866,-51.728163461019726,E,10.34281581587072,B,1
Bisexual,E,-71.54383872312297,A,183.78743343047032,30.752961851795796,94.85115702737734,C,-127.68663610982422,E,0
Bisexual,D,13.312626111813024,D,46.74398649715574,92.7791824806634,29.55624722691462,C,19.132373279140417,B,1
Bisexual,A,-10.637653910170748,E,47.648121734096954,16.067333198572932,-8.27808859750514,C,-64.37578910767417,D,0
Other,B,-64.08669742264425,B,95.20057751703067,-36.48025333272493,-13.189253453000441,D,-46.01491870876156,E,0
Other,A,46.79689432402752,C,-82.50775531162245,181.17903687991168,76.36323887044274,A,17.887830998962862,E,1
Homosexual,D,-105.78853851575604,A,54.26347450232832,108.86476400663115,133.4442398877317,A,-64.6341355248771,A,1
Homosexual,B,3.8168694630388744,E,20.327069208053366,99.70393972869662,-142.92124615310397,D,115.49837101325518,C,0
Homosexual,A,246.6432144282722,C,151.94702686820693,-31.674238042808163,133.27856345765653,D,-187.88916099345067,B,0
Other,C,-49.93888081873198,A,51.494307562926586,-234.70917492109345,240.5539657786218,A,-151.311196435276,B,0
Homosexual,A,47.905110048194295,D,-72.66030340254802,-74.20255417760279,92.98304280686736,A,70.30586769268967,E,1
Heterosexual,D,-74.50869117276991,C,124.70440186739545,-112.34370313943478,5.242527682968308,A,92.35210453676977,C,1
Bisexual,B,-69.85400052912418,C,158.715584824825,157.2695697816698,63.7635351908791,A,26.42798620781764,C,0
Homosexual,C,-108.90968834921236,B,-159.21761681097064,-94.7976489524745,86.02864100021587,C,-15.819413020038887,B,0
Heterosexual,C,-63.484518925926444,D,-11.334528153829995,-95.70430828466685,28.32185860740698,C,-110.7364857019809,A,0
Bisexual,C,-97.7008220141114,E,94.67025725386128,47.51070949804292,-90.09361043080571,C,-15.208290922943771,B,1
Homosexual,B,-62.668573999928334,E,-114.50736797443872,-6.942694515681263,-91.80603608121385,D,146.2278948363506,B,0
Other,C,128.6233861322485,E,-34.12312766632963,141.23093528811225,-70.26053981247166,A,-1.9049526970168116,B,0
Heterosexual,C,-30.223840824072894,A,-127.35243307594043,38.672489814004564,-38.209501522751225,A,179.85960875850796,D,0
Bisexual,D,-3.7014336143886566,B,-31.595056800968337,17.79145948606656,-28.06509972268165,C,-91.80950933214683,A,0
Homosexual,E,-82.54210446023187,A,88.65756889675552,-23.257734233858162,-33.933458565134046,C,-12.704241830666819,B,0
Heterosexual,E,-134.7714217632272,E,-93.23313795414212,-133.99264419529766,-144.87232416576256,D,88.23434870418005,C,0
Homosexual,B,-123.33627341665819,C,-110.2215198372981,-75.2954320820216,82.78065091164812,A,103.81748974000561,E,1
Other,C,72.63995214544107,D,160.2644061888827,151.0749810618401,-0.21011280564074286,D,134.74513934407912,A,0
Bisexual,D,-81.69714943557011,C,210.1200342713959,125.57624270509878,7.938522783114251,A,-56.37151064866289,B,0
Other,E,-78.89634967150528,B,14.84333849006802,-90.07886787608764,-239.88073136225037,A,128.5607454045296,B,0
Bisexual,E,210.43995996102933,A,-41.95372894680745,19.926946222673163,172.51068836340332,B,-12.101192224779906,C,0
Other,A,8.726993492578751,B,-108.41904745879177,115.53542370349254,-70.5964330577809,E,94.26998684184478,E,0
Homosexual,B,-63.597506251441835,A,8.701466367512001,-198.0141580803569,57.8345295248879,A,-253.67672902702574,A,0
Heterosexual,D,53.60239372207908,D,-20.62424785010193,237.8374700995241,140.41017199338023,A,177.77093905571405,A,0
Bisexual,C,-41.45376057486489,D,-12.161131721793783,92.34799964100897,-99.34928886352459,B,70.12962193136526,E,1
Bisexual,D,59.91762062875912,B,48.88635399914451,38.763635385746376,61.75202252127773,B,105.3183856788686,A,0
Other,C,24.59218308261628,C,39.056898534201714,-93.7064296166176,45.8277270950885,A,59.311441226900556,A,0
Heterosexual,E,1.4304042343859287,C,35.646011624083144,-30.082490119576395,-34.76364290715035,E,-142.2067765592151,E,0
Homosexual,E,68.93892908469405,E,122.503758857919,25.907799205564174,-64.0953519573536,B,-159.44377007646574,A,1
Bisexual,B,34.2414412931234,E,-26.736248797827965,-0.03997749314016243,-31.156791832331827,A,-103.04423024710216,D,0
Homosexual,B,64.49799468788771,B,-33.48106853740119,-132.94102985864805,-126.1573723512165,A,-173.158170801474,B,1
Bisexual,D,-21.69193217917636,B,36.28428438801969,-72.29524281297549,175.21689481009682,B,-24.71680217238118,A,0
Homosexual,B,-98.30009944279954,E,58.226640007377014,-48.97916994922294,28.65534662973042,A,8.63586365596724,C,1
Homosexual,D,212.13007557757294,C,-74.78983547095795,-19.729673928723862,-30.276011244189483,B,-25.728449635113122,C,1
Heterosexual,B,-61.84994312917127,C,143.37743050783072,-91.26243879803953,119.54081050275309,C,4.286799531593203,A,0
Other,A,7.183920203945954,A,41.87630715186581,-63.99784551557756,32.239032081820476,B,73.83719507463246,B,0
Bisexual,B,60.48316146020469,A,81.54908956164715,150.61542767092078,117.13132047300925,D,19.016234830400837,C,1
Heterosexual,C,99.41174173924458,B,-99.3484116871875,103.6672562930583,-14.897587188355185,A,-120.9076647521882,D,1
Bisexual,B,12.036121688929049,A,-81.95364455864822,-75.6648134479259,-12.740502941131208,B,4.5910958105088895,D,0
Heterosexual,D,130.02572531907174,B,103.2918248835619,211.75381699291597,4.7536895996074975,B,-102.27374612235833,C,0
Homosexual,B,-96.9821605348055,E,-43.03452333905465,12.622797140142774,112.14950534411348,A,-141.1492816904002,B,1
Other,E,-147.8900337881292,A,-15.07329815941309,-107.73358464165308,89.62262820009045,D,-21.813247909775402,A,1
Bisexual,B,-40.14422969200788,C,-3.966933232523421,-115.32112142190502,-287.49975643589903,D,114.49537605503464,C,1
Homosexual,D,-179.92135423787713,C,68.78269935912562,4.631413795277842,33.706562794889514,B,-15.133179465385776,A,0
Other,B,73.064340373829,E,234.1992402517247,-34.230572605325534,-67.38276858098988,A,81.43430290904914,D,0
Bisexual,D,-60.92375658624314,E,179.44360737536934,15.88077380376264,-6.069958088411421,E,177.38875343018722,B,0
Bisexual,B,-47.23785167877769,C,11.841179374106337,-21.78072167732156,80.72396037642544,C,46.456530158159076,A,1
Bisexual,C,-25.362183551416855,A,93.12773958190026,-8.259313593323952,4.186110530408776,C,-106.46286749224565,B,1
Other,B,87.03400943703618,C,-119.61657128614358,-157.51248310024823,-41.15611234761023,E,236.8714921057098,B,0
Homosexual,C,-57.434908938255035,E,190.34905318293332,13.970650158676149,78.83879562762787,A,-25.307638516556242,C,0
Heterosexual,C,-28.976938754584452,D,-29.052606859713904,-67.70326075934,197.188275594434,E,211.66010437882971,C,1
Heterosexual,D,-67.70489893680151,C,98.36611669992156,77.01129383928095,52.55250810785006,D,131.72394891708407,C,0
Other,C,-71.5474862141907,D,93.12257291279697,-40.75163313357027,-104.71397731289889,A,251.02070098759904,D,1
Homosexual,C,-172.01056616937896,D,7.894239749846991,-85.05982401352735,97.60738361277133,B,121.3957587101679,C,1
Heterosexual,E,-24.824765594202344,E,-112.05671137021656,64.29724192202218,-120.10806959399875,B,-148.56199507219486,C,0
Bisexual,A,-165.13122111240037,C,-26.54845102033912,107.39335705983342,180.8662899898644,B,-76.34578029910686,C,1
Homosexual,C,129.92109948666493,D,28.814637949663606,-32.77939724769601,-144.0587094744873,C,125.78833089941975,B,1
Heterosexual,E,-16.162063761475945,C,-71.8603805015532,-113.27575678212771,-126.44599888843273,B,42.408337120358695,C,0
Heterosexual,E,113.54535729844501,B,-63.179414557486794,190.69539411904813,-36.14595523060396,B,9.008195920546898,A,0
Homosexual,D,-179.8817582081722,B,102.00991269522075,6.845617805090988,-183.62363559225955,A,142.81661156812672,E,0
Homosexual,A,-114.12355685281679,B,40.190067720699936,60.06620002568024,-36.37468095679975,A,-138.3326151196987,D,1
Homosexual,C,-128.2150175789426,D,79.7870743374573,50.326734748383494,-103.99965645639475,C,-16.788405912470406,C,0
Heterosexual,E,-69.21002442526549,E,-271.36916847558126,4.343449740782956,190.59302346497438,C,46.28264147475858,C,1
Bisexual,B,-79.04134252730408,B,-131.72502389764347,-45.7752464606604,-27.20912484139495,E,-52.70384494547755,D,1
Homosexual,E,32.761874882035045,B,52.71345516060375,44.37458340076236,-20.46210648369234,A,36.28082225728498,D,0
Homosexual,A,63.89272838907163,C,-97.59152456121686,-47.76645678325175,113.48711518769008,B,-57.073916165754326,D,0
Bisexual,E,-32.746669234984516,C,-166.74952364078865,-38.964588072563565,33.801988521386754,D,95.39738062698699,C,0
Bisexual,E,59.03889527799877,D,163.32208400579117,206.9658825386788,145.74994092637706,D,-66.87761143831096,A,0
Other,B,125.61801840505453,A,-111.19984617630618,63.55154002593796,4.050645468256937,D,-18.260084315611685,E,0
Bisexual,B,165.36038389154461,A,98.88953457269923,-104.12635745084798,-53.20092394310171,C,-7.005440511484627,D,1
Heterosexual,E,110.72226270035725,E,23.000650528489235,71.97187996057097,-28.648060946942593,D,-98.10929160753186,A,1
Heterosexual,E,-184.4557796238708,C,34.35810609499756,-154.3956604009345,-70.15433655453165,C,-49.962181281096036,B,1
Bisexual,B,43.13850563145907,D,-47.81816617745841,110.46758076684185,-21.330461562031253,D,-32.52626760264902,C,1
Bisexual,E,-63.12761284765479,C,69.66050941021861,-187.86682989119998,-125.84715724337237,C,53.780909759376804,C,0
Homosexual,E,-28.050015096259145,D,-151.93135162224516,-26.159985284477994,40.048841648593175,C,66.39643328758453,C,1
Heterosexual,E,-78.92004862923186,B,-0.923762927587482,-45.07018223118357,-119.24908108005255,E,167.02105195321846,A,1
Heterosexual,D,-130.69868665085284,B,80.86001949175858,89.58858111159019,181.09877307569647,E,-234.86377985408765,B,0
Heterosexual,B,63.22407498055104,B,-181.0374181513724,156.383475124228,-67.62110379717883,D,93.40929905616422,C,0
Heterosexual,B,14.92254628794166,A,-54.1481820294528,-1.8631180679467192,114.56778865630208,A,89.04460760473037,B,1
Bisexual,C,-64.9546528048177,E,98.37030963548557,460.24887952010704,-54.962904674704205,B,-51.68094791021428,B,0
Homosexual,E,91.70363180105623,E,-44.88369699730926,66.39586246897976,114.80560996846589,E,67.9679187595065,B,0
Heterosexual,B,10.894851450725017,A,1.3112713979391197,12.370629420755602,-44.17585148729272,E,-1.5620839419420183,C,1
Homosexual,E,-11.806717545163254,E,127.62772791124857,-122.35913575729211,146.26865921069324,B,94.932504261478,A,1
Bisexual,B,116.99069135284137,A,-19.101590857643576,-72.23423203332328,84.06800236174816,E,47.72680188831989,D,1
Bisexual,E,-24.42088060221079,D,-82.23194389532195,17.1473328981514,-27.361328698607135,E,-45.603855422694025,D,1
Homosexual,E,50.80813811831039,C,-69.36128296756713,134.83713469539106,-103.06398796230425,C,-59.405384415187775,B,1
Heterosexual,E,-23.66599411636925,E,18.298251694561614,80.3852985852827,175.0899873534329,C,-44.98526355701215,D,1
Bisexual,C,15.960867904155421,E,-169.60122821430517,-7.620429059866975,-65.69309990999689,A,-208.72674212649503,E,0
Heterosexual,C,53.87146169171753,B,129.68879044619524,39.628336971505234,45.33430794479107,C,138.24856620969962,E,1
Homosexual,E,33.419844828478844,C,-61.51946041388909,-5.935996587306077,43.9019375486482,E,-124.5864817668491,A,1
Other,D,40.61406375424285,D,-53.611076477282516,-133.57582519184731,56.921701445670635,B,-161.48631073137994,D,1
Other,B,67.55214519472325,D,16.946478635541602,64.87231493246833,167.78122575135947,E,117.49953360318221,A,0
Other,A,-190.7861394606407,A,-163.53181069513784,-153.87939068696156,-147.39986589659836,B,-56.22034851780968,B,1
Heterosexual,D,59.076039085417555,C,-17.66171782732097,-150.343165007201,112.17971804599924,E,-3.442107651898708,E,1
Homosexual,B,-44.25746322845276,B,210.7155706984298,-161.11768632558753,41.796976248490886,A,40.34462411060459,A,1
Other,E,-32.41634416899466,A,7.663617889008692,-64.24135147605539,-127.70841022928774,B,25.372323874456438,D,0
Heterosexual,B,67.68599266786865,E,-100.26938902417481,227.98861713079162,47.32080500496102,B,37.89284630404833,E,0
Other,D,77.33250774717311,D,-72.14971795153204,-178.86271790292173,-108.10121494384973,B,-79.39397874839034,E,1
Bisexual,B,32.648088067597165,B,-4.026135118822262,-60.10067518318761,37.97031961626515,D,-96.60729313785711,C,1
Bisexual,E,234.0218610979672,E,11.519557119034937,41.8801046090782,80.18530416757862,E,-5.320662674681574,B,0
Bisexual,D,-32.32231221785732,C,23.497519738181456,-140.38605263099439,75.13985639937925,D,-67.84114375927987,A,1
Heterosexual,E,28.19963265958788,B,48.14284568761536,104.83262833429303,3.7394031324815677,A,46.60121989350831,A,0
Heterosexual,E,-78.33102160830512,A,-124.19467631844428,-88.09416830536225,-26.394115072944235,B,46.937571137194354,C,1
Homosexual,D,-72.84972868450495,B,-85.11585982927234,-72.95800638229647,-4.679173565435557,A,84.47124001750626,A,0
Bisexual,B,-33.528756362855326,E,-42.19767690477035,-12.128959071224925,62.56942270869656,D,44.57135832863129,A,0
Homosexual,B,-101.98501189637288,B,-21.792022456521543,5.229120811666022,-107.53758049302331,D,-38.15584711099737,E,1
Bisexual,E,138.76313132370396,C,214.28297544797493,-9.239715689465209,-22.58581205403375,C,27.293441371981114,D,1
Bisexual,A,-8.451583433392416,D,-8.127617566478852,-29.00064060722171,-125.22992658937282,E,120.85252756015652,D,1
Other,E,-53.65070501149851,A,156.39639626147732,-37.93291366598227,86.90782825076532,C,-109.29467705003249,B,1
Homosexual,B,178.87694663208848,D,-20.808595559754956,-36.15309825245293,-120.98873548232486,B,-69.50042508754845,B,0
Homosexual,B,-40.96341321304109,B,-58.01389194929752,-65.94220137543164,-105.63812361468446,D,-174.91344253296418,D,0
Other,D,-59.72197032539871,E,92.1262464601375,-101.84651481180276,116.306682214113,A,-40.79937867124212,B,0
Bisexual,B,188.84892605488827,D,-61.95900860037191,-126.05886145997161,5.180860956569068,E,4.456204331826764,C,1
Heterosexual,E,159.90607624745317,A,24.17740913175131,-92.84279135398343,188.31767453180606,C,-83.16721312440451,A,1
Bisexual,E,-59.75376936043221,D,77.39425232405472,143.5775992071746,87.81976393986903,E,56.6725455064348,A,1
Homosexual,D,173.07595964385857,D,58.906446243598275,7.522814440744444,87.36098581865862,A,-96.19684878372726,B,1
Bisexual,E,73.3768011721888,A,132.2059018981569,84.7678398900144,-83.16056142837215,A,-95.33305892331494,A,1
Heterosexual,D,-169.7930562095933,A,-4.895602766192455,32.324158988636476,59.4866399236726,D,47.143314739983076,E,0
Homosexual,A,-81.6763973947246,D,-47.83115146802272,94.2003467736258,42.79554552867926,D,172.97500140736852,E,0
Other,B,74.33466662664395,E,16.42246061736637,-253.22651103389356,-49.092456436086906,B,73.5825280464665,E,1
Other,B,115.17104011987472,A,67.42322668135922,39.73798885201468,-0.8732913394287181,E,-87.4732830725454,A,1
Homosexual,D,-65.98026813861446,A,178.10276089854838,10.055436518404894,-51.68319518368768,A,-186.87099749752747,E,1
Heterosexual,A,135.0908261561519,D,-8.607566555324746,39.76214095218844,67.54462533004191,C,135.38350138061134,B,1
Other,C,71.75108610404634,B,-60.77212232756571,-70.21210458881197,-165.289933092353,D,-50.60978442885984,D,0
Bisexual,A,61.572763934281674,A,103.53219946889907,-223.00450733240461,34.88586307990854,E,-187.57174950189687,B,1
Homosexual,E,4.823836918517748,D,-60.11504251762353,125.18700312327083,-20.31940146030776,B,-113.22256653791814,A,0
Heterosexual,E,-80.846714741195,B,-85.60464021077145,-114.22020906355195,-34.309274462007735,A,-59.74492326897516,D,1
Homosexual,D,9.819091136555437,E,-63.497437714442874,36.39617107131778,112.92471583505458,D,-19.85042679756994,C,0
Heterosexual,D,-55.44311592502454,B,-266.38995959084576,-72.33785103602702,23.2837364010819,A,-110.37654751804588,C,1
Homosexual,C,-171.27076534837826,D,-59.412601820784175,-60.57846061562788,-89.93743441904199,C,-18.307736311797473,A,0
Homosexual,D,-235.07445985341158,C,97.61101751739803,119.7983733984983,-97.90379517313127,C,-41.39384718406698,B,0
Heterosexual,B,-43.488553619372716,C,0.6592864822405301,-72.07110200994487,193.11795388252025,C,-58.99241182888765,E,0
Other,B,-82.85154927007852,B,48.25339397691591,54.61644987986666,-8.893468191127148,D,-98.13150279684562,A,0
Homosexual,B,-13.412704103881723,D,11.3296479221296,159.88906045070195,-126.20787609276985,D,-83.29588016809858,B,0
Homosexual,B,-49.52511396011559,B,62.900860679440996,200.19285037058432,120.88773858668593,D,153.51535282556657,B,1
Heterosexual,A,-101.18431107349706,E,-60.44374305741509,-179.98975877816864,300.11367212806215,A,-231.49805982826965,D,0
Heterosexual,B,62.53259698607351,B,40.499607958217716,213.38085714718363,55.66652765321679,C,38.288955330732456,C,0
Bisexual,D,-74.59003415113598,B,-56.14478462892322,126.6155695298924,-9.847574781179341,D,-12.746913491858486,E,1
Bisexual,B,-21.760284923507438,C,126.31973177038334,31.339391263447318,126.67723427440308,C,61.25405340943006,A,0
Heterosexual,A,147.43416461667175,B,124.64381833843296,-91.39270510429091,-223.64342196665567,E,66.64844172032024,E,1
Homosexual,A,76.68626207182734,B,-5.297951693456718,-66.54819675867252,174.1070330362138,C,-109.48600892741047,A,0
Homosexual,B,66.82285652716985,D,-75.24332156423948,-76.39041651360434,-0.817335784653448,A,8.582803614367036,D,0
Homosexual,E,74.81024439177256,A,-18.007497180859016,54.3125913643156,71.33515602729086,A,-19.98324014132666,A,1
Heterosexual,B,-2.3389357368894115,C,-0.8272045336011714,51.355881038393626,73.28340300487925,B,99.18861186268508,A,0
Homosexual,A,13.132158215235531,D,141.94278784853515,-24.715172870633634,-108.11271595586263,A,-82.32211695366189,E,0
Homosexual,A,66.00349230379699,D,-37.714397030680836,3.7800909597291183,138.77511098202103,E,181.3745807862835,C,0
Bisexual,E,110.03077436269126,C,-214.32797835821054,-19.349513663204316,-18.44986639568056,B,-151.39527096063873,E,1
Other,A,42.97921578295807,B,-87.2134772920242,-102.61440753647216,-133.51081413344733,E,-24.969108873247134,B,0
Homosexual,E,-1.6217674121380163,B,-40.18946079979925,72.64587931993512,-14.83980379956327,E,45.975975536235815,A,0
Heterosexual,C,-46.29711045357254,B,-177.0342830117561,93.21384815252077,-110.45473114681914,D,-18.507226494275304,E,1
Other,C,-36.59079958826541,A,132.79265603407242,-91.48068553248125,221.5853031308836,A,-160.40140833831768,C,1
Heterosexual,D,-108.1808708595425,B,-50.781337347418756,-19.364929277288397,178.42706221617993,C,96.89081526147069,D,0
Homosexual,D,-124.88464025643734,A,-77.69247906720652,-17.34103757728022,59.693408327402075,E,-82.65993402818486,C,0
Bisexual,A,-67.95906132342841,D,0.17131010684751513,150.01464595647553,-180.79202730960318,A,5.13344233220184,A,1
