civil_status,genero,nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Single,Non-binary,US,D,D,-65.42512971512379,-51.799518033018245,46.13726724168839,43.53760990321594,D,-29.87644825334116,A,A,1
Divorced,M,US,B,E,10.568113436608485,9.737618528394771,106.56898631931982,-165.7162913936158,B,16.547755536426926,D,B,1
Single,Male,Mexico,A,A,-70.02363073499947,-227.63052853903116,-23.54529453793348,71.82384866897885,E,-7.554375960788068,A,A,0
Divorced,Female,Mexico,C,B,-165.9251164033462,37.10748948757219,119.11274064193016,-73.74564085420818,A,-44.498144946240984,C,B,1
Single,Non-binary,US,E,D,-2.9584464750757107,109.47876191610217,5.491793871413547,-81.7753860819879,C,-42.30497433232095,E,A,1
Divorced,F,China,A,E,-110.23615767660398,3.88489277827449,5.238085704290344,-31.672893058843922,C,102.98173468480616,C,D,1
Married,Female,China,A,E,65.64111816067908,-10.448300491826416,82.7077229354704,27.490980899273467,B,-66.79621951925007,C,B,1
Widowed,Other,India,A,B,15.637362950232925,-5.375463719204804,-136.12143227029918,156.4670683185703,C,233.02162416063283,A,D,0
Single,Male,UK,D,A,-15.259673677280619,-58.855316191618556,-35.95802875799939,151.3202820923679,B,85.57456062163544,A,D,1
Single,M,Mexico,D,A,64.4527311027612,132.77061558773113,-14.21263373179053,-105.46900129564986,E,14.258918719447125,C,B,1
Divorced,Other,US,C,E,289.8095902453032,109.42661777260116,60.578669094477114,-85.36833648150343,A,59.37944753765695,D,B,1
Divorced,F,UK,E,B,-77.05778655010054,128.30931433248034,-15.775470292762883,-57.743603861497085,D,43.43623857507538,A,B,0
Single,Non-binary,Brazil,D,B,-26.70667596687581,109.10279664766574,82.2818374480153,-108.00687899348094,E,27.984235411574808,C,C,0
Married,Female,India,E,C,-58.575771819459646,27.106779777289734,66.36424140745683,195.901784003281,D,51.56376630031044,D,B,0
Widowed,F,India,C,C,34.22216514068381,-104.84834820432425,36.531848351932254,200.8258553138903,C,6.96368571028298,D,E,0
Divorced,Female,India,D,C,12.396718959785145,-106.07997066203323,-125.215584011576,149.71004680553753,B,81.16258650957936,A,C,0
Divorced,Female,India,B,A,-147.82561307221704,-15.267695175250095,33.1654142676809,-72.4048207844723,E,58.709058069223786,E,A,0
Married,Female,US,E,A,-64.9542908292192,-33.757051881114485,101.27786976359248,-4.006128395445495,C,11.248099036128805,D,B,0
Widowed,F,China,A,B,-179.2729542849439,10.717466902766235,34.106603693062716,77.3504508854908,E,-89.45219775887908,A,D,1
Widowed,F,China,A,D,88.01702532111727,24.413950387336605,-89.81698509960454,318.9071893004748,D,70.65610026569514,B,E,0
Divorced,Female,Mexico,D,E,25.6811696347634,-122.5775273835159,-79.72418012669615,18.555489420680846,D,-14.713421055198204,D,E,1
Widowed,Non-binary,Other,A,C,-91.1437937600681,-9.482841539016318,-159.85679459975978,45.590180181301015,E,140.09212922135634,C,E,0
Married,Female,Brazil,C,E,27.464975493137523,44.08135631511774,-9.158978202818831,-117.55170769463594,E,-139.77503850900533,E,E,1
Married,F,China,B,C,-38.8855438062751,-47.40505531867353,-55.56975067920986,189.76830591345782,D,17.011164142111763,C,A,1
Married,Male,Other,A,B,53.85952493517454,55.44616384558695,-170.35701475151365,-76.06839505764223,E,9.97580519861294,A,B,0
Widowed,Female,Brazil,D,D,-28.141835632561023,13.055259093691015,114.76619075404462,54.47407162725132,A,-241.91873023617623,B,D,1
Widowed,Non-binary,UK,A,A,-141.66676959278738,-140.2660011037485,59.557295198971296,16.18658273581109,D,-107.18135094777497,B,A,1
Single,M,Mexico,A,C,9.2585738564087,-52.42527937712642,-3.4177532537892708,-125.27159669780193,E,138.4460963861033,E,C,1
Divorced,Non-binary,India,D,D,-97.28620663072948,128.24802612776915,-15.552185868652984,51.74378240011159,A,25.983584528703464,A,B,0
Married,Other,UK,A,E,-27.650477641347194,64.58508807367238,74.9162357465214,213.5127741494865,D,192.02543379866827,B,D,1
Single,Other,Brazil,D,D,-53.75375995936389,10.279843143134253,70.07332635474901,25.86942022966101,D,20.17535342457939,B,B,1
Married,Female,US,D,D,3.861204248574044,-20.148913190197153,72.92489075005312,-33.839736035204375,C,-72.26709080531623,A,A,1
Single,Female,Brazil,A,E,-8.281475051154489,168.99220065509743,99.85890533181092,-87.70316530670937,D,10.956992398111112,A,B,0
Married,Other,China,A,E,109.5350703229737,28.56144046709502,26.595067451713632,14.838859977414193,B,6.509616884602544,E,C,0
Single,Non-binary,Mexico,A,D,74.06793171319022,8.784991587123931,154.02883955835813,132.50175259523317,D,141.3266763938833,E,C,0
Widowed,Female,India,D,B,-14.312332005249065,32.62598650370448,-10.503935908433911,4.377292339820082,C,-90.30352529101893,A,E,0
Widowed,Female,Brazil,A,B,-107.14112333833499,109.73935001042985,-0.002357651533920235,47.22899460620794,B,-41.904952793804675,E,E,1
Widowed,Non-binary,Other,B,A,51.14078510554544,7.910437630509397,124.17552461038188,-12.803092702150012,B,75.95295098024253,B,D,0
Married,Male,Germany,B,D,78.03778398871245,40.521988487941925,-8.22930715704316,-75.9648456741619,E,-121.04809926209872,C,D,0
Widowed,F,US,C,E,-81.34335877826865,28.381275505177573,37.01279265170345,-45.56514603546851,C,-148.2374923689589,D,A,1
Married,F,Brazil,B,E,48.863395084807735,-102.55026657034753,91.90355942205208,43.37058021609478,E,61.049236595667686,A,D,0
Single,Other,China,D,B,-133.31118444302,-152.68138928592685,205.05203172976363,-92.08591023730793,C,-195.06578635607667,A,C,0
Single,Non-binary,China,D,C,-98.04130743926733,29.86389854744405,-49.58286770662401,-89.94935837964957,C,-2.668875280112969,E,D,1
Married,F,Other,E,A,55.50656245407869,-72.99497644519823,-71.1184979802278,-3.7436530201649116,B,-38.82213184038502,B,C,0
Married,F,US,C,A,32.17182542765066,-73.5736918340092,26.225948818912098,-64.75764290960902,D,-93.06513874797888,C,E,0
Divorced,M,US,C,E,-72.73639840094498,82.77168095007606,114.22515020608128,-76.97952322617266,A,34.00108652421249,A,A,1
Single,Male,US,C,D,3.5800658000106553,40.626333301318205,-34.70478865905738,-19.29830905722212,E,44.03782646672323,C,E,1
Married,M,Mexico,B,B,118.64310747522508,11.641375397109673,144.83591506565702,63.253800843508365,E,-126.55369658007952,D,D,1
Widowed,Female,India,B,A,-49.38589335037712,100.69546330832463,-10.032848799201084,-183.55295226539812,A,-14.233286299774292,C,C,0
Single,Female,Brazil,C,A,75.87709518880426,-60.749834085008516,137.9620391535897,-239.94438452096784,D,-87.4401523511387,C,A,1
Married,M,UK,A,E,151.5423409213515,-92.38982384873626,-67.75193526789036,149.95432422037175,D,13.437408046176252,C,D,1
Single,F,India,C,C,39.89575625022609,32.25653856677616,-94.04273842353645,57.906503664495354,B,-277.63319500474097,C,A,1
Single,Male,UK,E,C,188.45649584194885,40.13150351151257,-124.11610089692596,-57.53359917512921,D,188.70558764555994,B,C,1
Divorced,Other,UK,A,E,153.77268360427004,117.32700760225035,27.228568750660305,112.39797376905096,A,-50.23897989007968,E,E,0
Married,M,Germany,E,B,-29.902088024485323,52.70702127165288,-29.359559654451463,-67.38137487482426,B,-52.50300208865883,A,B,0
Single,Male,Germany,A,B,133.4800645957178,104.7330300357873,48.05552215610253,42.57825878875539,E,-13.426505204269173,B,E,1
Married,Non-binary,Germany,D,C,-31.30281397106014,-13.312700612272927,-40.701314973482575,16.796654466322032,C,-90.66304204829477,A,E,0
Widowed,M,UK,A,A,104.17091130873759,221.52228902133945,-57.71379760638796,50.08568000163868,E,129.17885214957565,B,C,0
Married,M,Brazil,A,B,80.2032053802633,41.44528796275715,163.3319664357142,14.454186373303438,D,-40.123366875462565,D,C,0
Widowed,Non-binary,US,A,E,19.792938615382894,-157.51703055611543,38.24417368315306,61.00583609757112,A,-4.730860208526686,C,D,1
Single,M,Germany,D,C,40.655795204060134,85.6755448049048,-81.02209515695178,67.98058457670534,B,78.27971681514944,D,C,1
Married,Female,China,A,D,-45.6828612958232,-98.91804922516289,-37.309913090572195,-268.3554101558488,C,110.81636445253046,B,E,0
Divorced,Non-binary,Brazil,B,E,112.59970666201006,7.100794839913339,54.57065839472646,84.61459225163135,C,185.5717154275834,B,B,0
Divorced,Non-binary,India,B,C,-309.75902852361014,124.55172632193405,130.7690193035782,-56.00270933802554,A,84.5142487637188,B,E,1
Widowed,Female,UK,B,D,69.091890579737,-105.82977559726952,115.79074335368308,-4.597688101326734,D,-13.721416700734782,B,A,0
Widowed,Non-binary,US,B,A,-208.45856618940485,171.1361490037375,-109.51038171394441,103.18544951247407,D,77.34380476123641,A,A,0
Widowed,F,Other,C,A,-23.759718470238454,195.42345087147314,122.98886758694034,-141.09451537737544,B,-10.434137976817476,C,A,0
Single,Female,UK,D,B,-132.83847853131644,-87.03425924992807,8.776363927863095,-195.31755576468427,A,-36.25241802123233,D,E,1
Widowed,Other,India,B,C,-188.9835639986253,-34.71692576271082,99.60766552109291,-94.5151596804813,C,-126.3771923725578,E,B,1
Widowed,Male,China,D,C,47.370705867957966,-16.723994395203633,54.342759176595166,17.34177215290334,D,-160.7478733881994,C,C,0
Married,F,US,A,C,-53.79613214117369,54.80416352737228,122.26614977278341,126.85945964694216,E,62.349214976057475,C,D,0
Single,Non-binary,US,A,A,-222.03933330292475,108.03767589018976,-77.54847995015677,69.34846913135353,A,-13.694170649516781,B,C,0
Single,Male,UK,B,C,-15.92163731448088,142.4736203297543,-99.97498987491778,83.6300453506588,B,247.5454455444225,E,A,0
Divorced,Non-binary,UK,A,C,73.63912015121102,95.81662372898568,-138.6764497750384,-7.60374698639805,B,111.74785667690917,A,B,1
Single,Female,US,A,C,-6.506206185714017,-80.84947298803505,-117.50884558832718,52.6572485142948,B,-137.65447493953445,C,A,1
Divorced,M,Other,C,B,42.1480994555361,96.5621207365844,-35.163404583864725,-43.325472309062846,E,-24.848760417783215,C,A,1
Married,Other,Germany,E,D,52.01860812243192,84.60260757390057,167.68710178186427,-24.499154005724055,A,-18.629347782410832,A,A,0
Single,M,Germany,B,E,-127.36432267645877,-43.450858661800794,-16.751883446134542,-44.001643404305945,A,71.18795095309581,E,B,1
Widowed,Other,Mexico,D,B,-36.79001786579594,27.51565083019893,-81.21819490495102,177.16909265054335,A,87.8860735161328,D,E,1
Married,Male,India,D,E,-32.48228172670425,102.21377470048543,21.84580926213507,18.31377050961631,B,-16.908100145697897,C,C,0
Married,F,US,A,B,-35.047298731532294,62.6337988300256,-4.278601518050535,27.11849398106494,C,36.5943586323021,C,B,0
Widowed,F,China,D,A,205.04983760189907,-81.00408885723705,-20.80462399448723,50.1939536663499,A,-36.576690643225255,E,B,1
Divorced,Non-binary,US,D,E,161.38453747651442,123.34911475546471,-77.58430667458389,74.04156758608515,B,93.36960180774973,B,C,1
Married,Male,US,A,A,-61.863109607283064,-91.4084799314784,195.69705559341378,-65.34013491304768,E,-97.63122687906689,B,B,0
Divorced,Non-binary,UK,A,D,92.72707546190134,174.68873537612347,2.662078128705291,162.0141866254413,D,-85.28287047041758,A,D,1
Married,Other,China,D,B,160.25528358405217,108.62293076426698,-86.1792728220694,92.96997649948821,C,-13.130920639159974,B,A,1
Single,M,China,A,C,145.9978904959944,162.29738476655456,80.80775462253129,87.35557845744991,B,108.88342096698176,B,D,0
Widowed,F,India,E,D,154.3255702412641,90.88176234219904,-57.104952316847026,-56.989141317077404,A,116.03438741239502,C,A,0
Divorced,Female,Brazil,A,E,-72.89646134692578,-4.492837421787621,8.57395646922098,32.12094669454668,A,-74.87568471753598,B,D,0
Married,Male,China,C,E,-59.65417934879736,-13.097619401349705,-286.94833445136163,57.43237168121982,B,-82.39988861693872,D,B,0
Married,M,China,E,E,62.88804909395994,-143.44182713771522,-0.1296325361144464,99.34635416999662,B,-29.203528692805147,A,B,1
Widowed,Other,China,C,A,9.430130993105887,-29.840427008630137,-94.93773510638061,76.14578455058276,D,-105.28574670757354,D,E,1
Married,Male,India,E,B,-91.07064770682676,-103.32844636135292,153.90868090486723,-37.711191953816225,E,19.096272739568118,D,E,1
Single,Non-binary,India,E,A,-141.75116618328647,-15.79256793125058,37.405814048600725,116.34814426724762,E,-24.126536401746996,B,A,0
Single,M,US,C,D,22.74959645624103,-57.347075005504145,287.29817734683564,58.15954003107278,A,-23.998530740530548,D,C,1
Divorced,Non-binary,China,C,A,-168.95365923833424,49.61362648427072,-60.558531499170755,93.5767757174289,B,103.63063719301988,B,D,0
Single,Male,India,D,E,31.937719957905337,57.715264808278896,-21.580004162648134,90.45317754949579,B,-69.33667798752177,E,B,1
Divorced,Non-binary,China,E,E,-137.61873975995874,22.41843550112856,60.492121155683044,35.01058773386608,A,140.84551509239648,E,C,0
Married,Non-binary,UK,A,A,-2.2760160944718617,-42.070419548249504,26.218441427404564,64.0399492957688,C,66.47261305021927,D,D,1
Divorced,M,China,A,C,-100.81650523686987,134.79116076454366,99.48494492221464,-1.1171935405696287,C,-152.50182105171965,A,D,1
Married,Other,India,D,B,314.47190667787277,34.92065640627917,110.14347355538521,7.367668663007404,E,-149.73065073059794,B,C,1
Single,Female,Mexico,C,E,112.76039744090333,4.623922520703486,162.71280835438432,4.438043325525222,A,-91.30616379849016,D,B,1
Married,F,India,B,D,133.38567883496805,-83.30650698967608,-23.759024790099716,6.1074814455388005,E,-91.84381161172071,C,B,1
Widowed,Male,Mexico,A,A,-68.89231487332042,113.75815837177079,60.531410796535525,-80.58792890998627,C,-108.23897096370305,E,B,0
Divorced,M,US,B,D,-82.17383296412362,-43.44604365642531,145.35558883578832,-74.47760647949762,A,124.49889230642859,A,C,0
Single,Female,Germany,A,B,-98.93527920096852,172.0565533207914,118.85582135693444,13.193355756925273,D,-127.07280412630737,D,C,1
Single,Male,Other,C,E,26.29103424690551,4.440247106124688,112.96428100514355,-38.464630844196364,C,-49.52311785122699,C,E,1
Widowed,Female,China,C,B,-48.62928970062767,-45.44375401933132,21.988611823647666,-160.51472110253715,B,162.6521307928191,C,D,1
Single,F,Mexico,D,D,84.6855576995586,12.452367407344996,-122.25636957369743,-42.52559041011006,B,-124.38019481335101,D,A,0
Widowed,Male,China,D,C,51.47482257072375,-223.71685498074365,-50.35180157766538,7.424331448248488,E,242.81481972751374,D,D,1
Single,Other,US,A,C,-69.63300215153802,105.22037311843813,211.3019513522964,-28.734624963141194,A,-47.3050537023225,C,E,1
Married,F,Mexico,D,E,-87.55488569279808,100.472843071791,103.67510141314942,24.37649988971947,A,21.16136105495767,B,D,0
Married,F,China,A,A,28.990757181289283,74.37659995850872,55.45418238553563,-57.60923456583386,C,-92.22044739627812,B,A,0
Divorced,Male,India,C,E,52.34419927232996,-121.78057668566089,101.21504266648715,20.551139956801308,B,44.11401126553563,B,D,0
Divorced,F,Brazil,A,A,35.116098576473334,7.183808106245385,-99.71833262227895,50.67242910254165,D,138.3981138255853,B,D,0
Divorced,M,Brazil,B,A,46.379624837896245,54.88269335649193,-142.048583599398,97.31563225948948,D,105.6039851569373,B,A,0
Divorced,Other,China,B,B,117.67540459944885,-23.91316083940447,-17.929150876455687,-132.72136407094888,B,-85.38523338763765,E,B,0
Married,Male,Other,E,C,306.56851642602516,114.1894877759593,-48.5836966450363,-193.08631882470928,C,-13.926891275189075,A,E,0
Widowed,Female,Germany,B,E,129.74530119951328,-101.77679963256499,-50.15004175721076,79.90016686790365,A,24.673980609446865,C,D,1
Married,M,Mexico,D,E,-101.64485421112045,-6.849444306124767,-3.7219243499458314,-32.26605053995626,C,-78.7455153466178,D,D,1
Widowed,F,US,A,D,-52.53241597012032,5.45803024253164,-109.23466319476707,78.42883078660013,C,54.61897186539129,B,E,0
Single,Other,Other,A,D,38.346565559313035,140.36383442340562,-65.71553548541546,121.23629843027155,B,-14.13180779196118,D,D,1
Married,Non-binary,Mexico,D,E,-67.2681970865504,2.1553332008546358,-113.119896401437,-61.113691644995505,E,-13.57779111034709,D,C,1
Married,Male,India,C,D,30.232650994330264,-180.10089388315686,-130.0788237285603,25.170510166974005,D,59.05557872376814,A,D,1
Widowed,Female,UK,A,B,-15.927632247961615,-110.06854203836541,40.80779476774631,114.37022117085884,C,-120.05048091499515,C,D,1
Widowed,F,India,E,A,21.158721364781442,-134.89632005906955,37.450094978493965,-118.6786421143322,C,-32.05897666271378,B,B,0
Widowed,Male,Germany,B,C,-15.045462376183036,130.22634378922112,-69.60660980072035,5.147443624394076,E,124.32841132648942,A,B,0
Widowed,F,Mexico,E,B,-29.677694631686492,145.5477808812605,-196.22330554807584,-44.724017061354736,A,-66.97518625506795,B,A,1
Divorced,Female,UK,D,B,-64.50493041174921,-26.794208922458324,-98.7332316247142,198.80689812134224,A,8.676401794804981,E,E,0
Divorced,Other,Brazil,B,B,-116.58701371944586,-228.06336002114557,104.1514110273582,-47.587379328909414,C,30.98406857919787,B,A,0
Divorced,Female,Germany,E,C,41.85930282320504,-76.87971239612342,175.36079243195232,-117.37082822690883,D,43.45057753019033,C,D,1
Divorced,Non-binary,China,B,C,75.91227480125384,9.516184610126826,102.08357987598689,-25.812568893821837,B,4.111049251369631,A,B,1
