gender,age_group,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Female,36-50,Yes,128.79730057025566,-117.5270839045307,-48.47021320042795,75.43804136260596,38.439076126580105,A,-193.71371014600027,C,0
Female,18-25,No,160.99080768427643,136.55850398662034,9.472820074877045,-122.74980020980199,9.570707282740882,E,181.35263376366933,D,1
Female,65+,No,17.381348987210664,52.59003237493343,-33.501510448659545,-40.174612281055886,-107.01636873588791,A,-65.33660253554324,B,0
Other,36-50,Yes,-27.293998063588305,26.240854490661487,40.74680057511991,-49.91313897727699,-45.16552352873855,A,30.247604424988843,E,0
M,26-35,No,59.60593109168635,53.967439424980256,-30.66047492363661,88.48827378138321,63.238000065198584,E,-105.75095167678914,D,0
Female,65+,Non-Veteran,119.90200122700661,-137.02282946832347,15.04865230497927,127.51971781731879,-30.92922065138709,B,101.86780766719707,C,1
F,18-25,No,56.30836557845752,47.22019884977313,-36.117178951520884,-91.33143417133313,-14.041973507057836,E,47.0199240163023,E,0
Female,65+,Veteran,25.29824921931725,-34.32149528983837,13.500826866156565,171.20739028512673,-61.07380362206487,D,-94.51944816541392,B,0
Male,65+,No,12.917277949856249,37.6038345496511,-116.77508994138195,114.72146362816422,-168.26354143526052,E,-114.2688692488494,E,0
F,26-35,No,175.91328493425837,-190.5893108464344,-12.13817303045639,16.4990409455769,201.06364276450068,C,94.32024896831916,B,0
Non-binary,26-35,Non-Veteran,-34.90678744263261,52.08052885026825,-60.05552343949366,-146.0887757666997,16.28195335185377,D,142.36843923669693,B,1
Other,26-35,No,-79.34174516474984,-18.38742104203324,151.9497529598394,-223.02164692630163,-19.997859979785844,E,63.16287267402242,B,1
Other,65+,Non-Veteran,31.523574255597843,83.65461016587838,208.96362553546396,79.70746666287413,37.661259314045374,C,-56.83391897370964,B,0
F,51-65,No,53.88071996289726,-63.14712999310167,196.91728043373067,-13.229122357388315,-125.64401831523126,A,33.291997880084025,C,1
Other,51-65,No,-10.028627425120943,5.385746361345875,-134.9961172888185,-162.0249237421797,-26.634961118327567,E,7.5990299369255885,A,1
M,65+,Veteran,8.422535817869687,21.6040440902066,53.825842012177404,58.938801025965326,-222.829278715451,C,2.4655326983319616,A,1
F,18-25,Non-Veteran,68.45639265761595,-75.42569726162117,162.19055920468628,-19.720003610053112,-45.59594470998189,D,16.873557549648048,B,0
F,51-65,Yes,47.20965889784904,-73.86019758947478,-31.275014288329434,104.25540417218787,-74.80952823672877,C,-100.91185569786194,E,1
Male,36-50,No,-157.10801546410474,-90.14461558906093,151.89237904220062,-4.226506516071878,106.16499955253815,D,32.987568408554765,B,1
Other,51-65,No,-61.98677583189409,-114.71178943980232,-93.95742393131,12.217264016604306,109.72322649378299,A,5.604169523480717,E,0
Male,51-65,No,-42.36048138844632,47.05760309914624,-2.056348165357238,-30.30301602144173,-160.88913864026176,C,-131.6807047906716,C,1
Non-binary,36-50,No,-94.55002558716475,151.26265920814174,-14.50522708001945,-0.2835953219396953,123.07555602753268,C,-55.35737869176466,B,1
Non-binary,18-25,Veteran,27.279225901296666,-51.5108902177248,-59.77843846365517,-119.51173637130475,51.5887739816612,E,-58.76297945921151,A,0
Non-binary,18-25,Non-Veteran,-5.812139985417031,-111.25845663834366,-43.19998592289671,-171.9461514221109,138.95599177874215,B,-148.67638543856012,A,0
Male,26-35,No,-109.41773164380473,-49.06556067598211,-131.7175627212343,211.66747302669089,-47.146904580216315,B,-103.8441912756187,A,1
Other,36-50,Yes,9.149328319837743,28.511770501924833,-125.57287419805343,-55.884550911653655,-112.02779783816518,B,54.84142673072425,B,0
F,26-35,Veteran,-12.46520388275984,121.07777386041118,-59.88935718367882,-0.6576273796703447,-161.20168946131813,A,-27.10301544398132,A,1
F,51-65,No,5.108822165888993,111.80332247329004,-165.08171216672446,6.047862878066309,171.11719761307202,B,208.70246047196784,C,1
M,51-65,Non-Veteran,14.300641448595483,-40.898175558302896,-12.282383202224164,96.54109066420081,-35.925171213551714,C,-53.71237800286068,D,1
F,36-50,No,-20.201014582994354,-52.13775200950194,-77.18961539623879,-74.42400128583772,-4.055762549275762,E,5.472913177620684,C,0
Non-binary,51-65,No,-227.85808968411422,-1.5813613090868945,69.84120913062412,69.73780992866565,-55.74481610558689,B,24.676286177219207,A,0
Female,36-50,Veteran,20.876421455724547,-67.14467694059488,83.46654828697754,-253.99138406643976,-68.78659928393077,C,-88.23082001761207,A,0
M,18-25,No,33.92164373834085,-92.43942000141875,98.85122524968553,-155.01911043468564,17.24675509090249,C,48.10626387799514,D,0
Non-binary,26-35,Non-Veteran,-5.044317251348445,-28.112224064299234,32.9967297005935,-56.92121687239755,40.795832802476276,A,-159.45496554356856,D,1
Male,51-65,Yes,200.27934943999125,-22.113431816141198,-74.91616586481081,-31.569722661506226,43.52732737708293,B,-32.90798049253743,A,1
Male,65+,Veteran,-64.57499664810126,-33.35376828332694,39.136082125202556,173.96894301937644,-52.451641701865746,E,-60.46548433571096,C,1
M,18-25,Yes,-111.38578603212099,-70.78070811205417,85.53442525916725,-32.286638490987315,87.33623240447088,C,-133.0347504334599,D,0
F,18-25,Veteran,57.91993509908471,102.13608507685676,97.53084284383665,-31.507789736698328,3.874522922385765,B,-24.661159729015495,C,1
Other,18-25,Yes,0.5695598411818081,111.01878478290612,-37.40733314638075,17.054146848966305,133.72521240265203,B,9.102287014265885,E,0
Male,51-65,Non-Veteran,-100.88375116009647,-78.90332926725647,159.789474227412,70.38242346301456,-33.98343112027819,D,50.198145055500156,C,1
Male,65+,Veteran,-140.56542289390157,-74.46454045974897,27.97568939127092,-49.781415134080085,83.62615319869415,A,20.656522133508314,C,0
F,18-25,Veteran,45.841069888807645,-1.8109280875084182,-1.161991261100018,38.68384786067785,37.38182654062343,A,-19.97432936589825,D,1
Female,26-35,No,-48.39829734699327,84.89806540356487,68.14633566472467,111.37466654290893,-39.17920999817122,D,-83.61504181926645,C,1
Non-binary,51-65,Yes,-21.458756523807896,215.9987524124049,-46.479005013909656,-112.663032800449,-92.61454416994232,C,-32.23073069518503,C,1
Non-binary,65+,Veteran,8.954998973356723,20.633352139656957,-21.461364817533116,-15.64798369471033,-24.603031145501816,C,-29.26614301247864,D,0
M,65+,Veteran,206.67857096247468,-61.179518861960915,-26.048649341351922,-90.37806361663151,-82.58364772101183,C,-111.43940663780192,A,0
M,36-50,Veteran,-41.10308502377337,79.69743581724003,-59.529355594285725,-1.1652476520798167,69.12855396793158,D,-18.511211605702083,C,1
Non-binary,36-50,Veteran,-96.65391801704409,144.95812857291256,-62.60802529308746,-114.12277072060873,-103.84943507679596,E,60.55974463690582,C,0
M,36-50,Veteran,-52.03944215190334,-85.82783548264696,128.86747772180777,35.195320689127826,213.54714037969825,D,-42.37906437981949,D,0
Male,36-50,Non-Veteran,-191.42048354893205,179.09651715939378,-169.35513941304504,-183.77090461849696,-6.939935590644429,C,48.306100211866394,A,0
Other,18-25,Yes,6.031271017687806,242.33550525680565,21.994770631287054,-80.28210413675116,29.51388661143702,E,-213.88836199104082,A,0
Female,18-25,Yes,139.70919026090115,-81.90553539107323,-148.877992869302,-75.89587762874892,117.59075550690032,A,-90.06177813118354,A,1
Non-binary,18-25,Non-Veteran,84.93811104927312,-26.47289464950353,52.27881484183416,-81.97548336925232,-61.57215087596429,A,-58.632405967904624,D,0
F,26-35,Veteran,-10.344865262698647,91.87254235956192,7.694584989882844,-161.33398644365127,47.83032870761255,C,22.651452855966944,C,1
M,36-50,Non-Veteran,16.998703822558443,13.76736127678561,-111.51564189830142,162.91245800823083,99.1676352807668,B,99.42639440695783,A,0
F,51-65,Yes,-85.49046849408242,54.59234497099198,-70.9700622619235,-35.99803207888978,-214.7256956162705,B,-4.8076678736222105,E,0
M,65+,No,9.191073466786538,14.735325637726287,-21.03885410021414,53.63281472028804,-250.6777745921965,E,173.15555466344438,A,0
M,65+,Non-Veteran,-82.73766245253583,-6.952257605988933,4.824396390578245,18.345948033001562,-34.6297075667136,B,95.88841901174725,B,1
M,26-35,Non-Veteran,-7.785562596552191,-62.244033122405106,-1.8895472545323453,192.65710413136082,202.01121294990853,C,-67.87255896101084,B,1
M,51-65,No,-109.41111413504399,92.86221731483157,-4.680307267833652,72.42133852717379,-52.4227268742549,A,45.29046889369961,C,1
Non-binary,26-35,Veteran,-38.630189297486304,-10.112083114540484,131.78443362473766,66.31561812648907,195.56748044913684,B,12.112078267464927,A,0
Male,36-50,Non-Veteran,84.8055743177367,80.23873591844452,-79.16363682726781,-47.16526337493448,-74.02098331660197,C,98.26993849822621,E,1
Female,36-50,Yes,-99.11777920758111,188.05153220851287,-233.01364894341714,-75.26474481164188,-132.114894976873,B,42.29158579597408,C,1
Non-binary,36-50,No,50.36738263073666,-11.990396334856165,-87.14318005827045,-44.50880622068068,58.90537555679144,A,-85.27807863154878,D,0
F,51-65,No,-69.23281265309902,57.898755859153376,25.606431651054994,-4.628354717393289,67.56537498014146,B,-62.19323741997762,E,0
Male,26-35,Veteran,-97.60755997920842,13.468429943046683,-70.35828590034592,-139.9927000610346,55.81113404079574,E,48.08721502605931,A,1
M,51-65,No,-83.74273664703364,-128.84619373813558,196.5539923535062,147.70476542124632,-68.39011160273725,D,-149.77227681029635,C,1
Male,51-65,Non-Veteran,-209.0013055343279,41.9423478380726,148.4269871102827,17.86898376725064,18.964365684421917,C,-153.58772816032334,D,1
F,51-65,Non-Veteran,100.34748848111126,41.88272108612453,83.1409584438394,6.39937174021081,-78.0145373271295,D,74.75110916307816,B,1
F,51-65,Yes,-105.73366824629716,-97.88650290554385,58.214606216157996,-19.084751790324287,-27.817894402425626,D,-144.2555069587513,B,0
M,26-35,Veteran,-123.10909587008759,80.24825840210923,-88.05443430353367,-70.42471168973677,11.690028374838535,D,-64.59950320675992,D,0
Male,65+,Veteran,-94.30205299549871,-32.73112494945344,26.60219407541043,19.46889639384431,-159.68647977318963,A,65.57916574368564,B,1
F,51-65,Non-Veteran,-103.25863166733473,117.72011712495964,182.73382059919211,-18.650310053968084,-118.2686779558737,D,-122.2289595605105,B,0
Non-binary,51-65,No,-47.87524356304756,-90.69354592541792,99.07050627971256,-60.96125015551534,-107.36722059700395,C,106.19186579412468,A,1
F,26-35,No,38.29260252481435,-46.90317448872134,3.520506048633728,9.704577512420967,134.53344061305503,B,-204.3116466789462,A,1
F,51-65,Veteran,-96.83623031637723,39.71452395052746,117.6662542422325,77.21223021018263,-80.821728340649,A,115.44246250771604,A,1
M,26-35,Non-Veteran,-97.26102330763088,89.04730350637024,53.648287662920616,31.57575719247072,-54.49475770527563,C,-48.70485917772994,A,1
Female,18-25,No,-60.5204845105594,149.64769299867953,119.52640916465846,28.042157449055523,-75.95060952199002,B,-183.94563670071113,C,0
M,51-65,Non-Veteran,7.505506170709113,-105.8501964086069,51.815202783804295,-165.3058376742246,-72.71042533798402,B,-2.0050982511648474,B,1
Male,65+,Veteran,-24.918513265022973,-108.73749911317965,-40.664439128569605,-45.78166265540361,34.849616313976945,D,8.489341569359555,D,0
Non-binary,51-65,Non-Veteran,-12.609310895890808,-147.19080627766112,-4.499872458604227,-163.16540627212385,34.93875703356058,E,8.60122491028432,B,0
M,26-35,No,21.7131324857018,-64.54624306537956,3.196106493202365,38.34740087179694,111.31104949812753,B,138.46779491884067,D,1
M,26-35,No,18.25704262657232,-4.0588918305892525,4.964021995051499,-37.257474875415404,29.494075632453225,B,80.05306096765571,C,0
Female,65+,Yes,-185.23410214784232,111.21292495982283,-52.51238383223291,-37.089269946871234,-39.97247134847131,D,-163.13894397466407,E,0
Other,36-50,No,190.43309472783488,60.24000412490588,77.86105212380679,24.85356321476295,-5.3811479027832085,B,148.98652240866514,B,1
Other,26-35,No,-68.37775540612435,-16.579654243982937,55.735301183625516,-94.59799158220483,27.499188049401692,C,-79.75013758570215,B,1
Female,65+,Non-Veteran,-154.9485199575158,-90.60220260377298,127.99416095512196,27.704431651851696,0.6917215915445617,E,35.23246379855129,E,0
Other,26-35,Veteran,-93.24807055463292,166.4757142800916,-90.86270469239153,8.244246556107033,4.5573447847812965,D,1.1445250164694893,C,0
Non-binary,18-25,Veteran,83.11643262939674,-51.17610097482705,-84.62616883717922,-93.8909730791022,-14.15901709464958,B,63.2543432957577,B,0
M,36-50,Yes,10.178744554487196,44.83280592708808,-74.53764144403128,-33.73787814299831,-59.34501542992293,B,-39.075989536919415,B,1
Non-binary,18-25,No,73.47814572661666,48.87235205443749,-28.797766352752944,77.07720193279812,-70.16397756113723,E,35.999051494621874,C,1
F,65+,Non-Veteran,-70.20411049371671,4.595180079544097,40.078803599151705,-18.337101674728608,72.3468488768218,B,-60.38897539241689,D,0
Male,36-50,Veteran,62.886556806742256,37.87064287163824,-134.70710500634434,-4.68601028731359,-79.87967078926204,A,-20.220339427738043,A,1
F,26-35,Yes,133.7108780787479,-42.24087176564853,117.49109345381576,-38.6215123531465,50.021257315185,C,13.515818420582207,C,1
Male,18-25,Veteran,-50.83056608855648,-50.485982148878236,53.84688722925331,-14.122622560345388,-88.19126766365167,B,-12.505323518691233,D,1
Female,65+,Veteran,-82.75684441209994,-72.05704336124371,-55.9180762402488,98.13654754002627,-21.211803800634943,A,165.820577160368,A,0
M,51-65,Yes,-104.80839413798095,98.52888505013733,63.13441360097847,350.08071509958404,-256.6370862701805,C,117.44184182776038,B,0
M,18-25,No,179.660345521892,290.98645750073075,-52.9944353273352,75.84585523213343,-186.3003107082508,B,-45.2781205873908,B,1
Other,36-50,No,207.14709233897466,-126.22840679828262,29.314473613164648,-128.048190174051,-212.99684440286,E,-2.2323250964337777,A,1
Male,36-50,Yes,-123.53024241560931,-95.30889171343884,127.74289562930612,-67.92398849370474,59.368689300468766,A,-261.23555982311865,C,0
Non-binary,18-25,Veteran,-15.051002553380913,-85.79418161887855,-2.8810828406354676,88.42288891113095,-139.54714845103817,B,16.56885361135568,E,1
F,36-50,No,-13.586844315811932,187.81813961062676,-28.053228138058522,-137.6026933941975,36.1546822443166,A,175.0630785557722,B,0
Other,51-65,Veteran,92.61309021641013,-27.88503137248222,71.87745674606494,-24.11083942349653,-41.399148817771426,B,197.30376033314977,C,1
M,36-50,Non-Veteran,24.211757347707437,42.12926215932838,80.43361824066592,-13.593671536800375,-58.87804284158468,B,211.25183942230254,A,1
F,18-25,Non-Veteran,-161.83964653183702,28.599471484449072,53.43766345124965,37.5885537704738,70.6873608533488,B,23.20534277600731,B,0
Non-binary,65+,Yes,-20.94970546975899,-19.59343289595851,52.40122402032006,-66.49419377387477,-130.64487457074753,B,-10.76024529943147,E,1
F,51-65,Veteran,94.18247137662367,43.67600887435577,-43.846539646167976,2.611867758655683,183.78860384393352,E,-80.0109641427594,E,1
M,65+,No,29.931392574588557,-68.96921501061797,-17.259087470098372,141.94967477077606,29.1753982905827,C,28.87231234224122,B,1
Female,36-50,Non-Veteran,-164.40653966349203,37.118639408044544,16.835438904326036,26.34324496729287,-53.38778570236043,E,52.50180617475696,A,0
Female,26-35,Non-Veteran,67.33038440478755,126.07120757622685,149.70157376428162,-26.185643444226418,90.57213465541554,E,180.4231341121297,B,1
F,65+,No,51.09621692388855,-10.429878596808743,22.296530794665305,142.53556493936924,-218.79637376860865,B,41.16044061232784,A,1
Non-binary,36-50,No,-73.6670354083015,113.84471256744663,150.52636608653737,-147.89686241960317,-12.400057523007785,B,48.49745898747386,C,1
Male,51-65,Non-Veteran,7.026835126949595,-144.48434992746175,-11.428870867757986,-40.62048200053609,-22.909420085668213,B,3.0164583374395404,A,1
Male,36-50,Veteran,-28.352024435878597,27.498438609019043,-244.4456822064823,51.86674245756946,43.193148234248326,A,35.72015734100351,D,1
Female,36-50,Veteran,-98.14672010063789,105.35386551283477,1.651127924516705,-49.317264220918446,107.8255727801162,B,48.5582794623286,A,1
F,51-65,Veteran,51.46793562394524,22.33712023163751,-129.82370348149053,28.79420656501343,52.67964366365702,B,-145.13553519004446,A,1
M,36-50,No,-17.616859702732025,-142.48278990725404,23.456889979531294,-50.63399904940427,33.14740123952551,B,-127.08562709230704,C,0
Other,51-65,No,86.18761606767012,-127.85429376212893,-81.12776470894853,-30.97262323347615,-51.838688911039576,B,46.640110338742936,B,1
Female,36-50,Veteran,97.69653458223148,122.6468216039688,-54.772107874224716,172.71945595149714,116.98899790626542,A,28.517499230955572,A,1
Female,65+,No,148.95860198306818,-164.98956319960138,-12.258478258189665,183.97464280945303,2.696869100500885,B,-113.9691623613988,E,1
M,36-50,Non-Veteran,-36.64568125424686,-109.41053381625447,-0.44378408063294444,51.82852420295504,16.51124140842815,D,191.8954367015431,A,0
M,26-35,No,7.446153363336205,85.46877677661661,91.96856775352825,52.77368613769152,-91.99994332978963,B,-26.209857427909753,C,1
Non-binary,65+,Non-Veteran,13.427158178433887,-62.12853376454479,124.3417311192594,-17.452030852571927,-67.56246191590083,E,91.02375912429585,B,0
Male,26-35,Yes,-36.212536293252185,41.6145879527991,-4.566173906813533,111.14404006453336,-25.36045372685637,A,40.08028131933975,B,1
F,36-50,No,-92.91404074145741,40.40935178401547,-9.720693753888444,23.30267301110621,-87.38072490863506,B,27.10963292964302,E,1
Female,18-25,No,45.76112027160315,-0.6676904883018033,-50.29030252791272,-21.739567791847193,-162.72800870959162,E,142.65500105068858,D,0
Other,26-35,Non-Veteran,-50.8434667951614,61.546541010540146,-126.3379987592837,41.0272154638002,113.30558666529565,C,-7.462867556325084,E,0
Non-binary,26-35,Yes,43.24155363876548,-86.42436700239521,-79.33907131683814,-79.05715533119128,-166.33178841952792,A,-165.1548461887379,D,0
F,18-25,Yes,-130.14242217547664,-65.33195822354463,-12.048863682005342,-11.577212479065347,-55.068149788630926,D,48.70161056270032,D,1
F,26-35,Yes,-61.64478780891318,200.07457376085478,-10.40497365940072,15.948868418660592,-108.60229596891446,A,62.46114182165125,D,1
Female,65+,Yes,-62.9998281674824,160.18565826688314,-53.87042445091382,233.6968111532808,-25.93592909304369,B,-159.03237918783734,B,0
Female,26-35,No,41.69920031691517,49.78919129353627,172.41477393494142,-49.97426989122272,-51.748155505349104,C,-30.470938578612873,B,1
Non-binary,18-25,Non-Veteran,40.952927567155335,-12.385446871164053,-83.99316551416933,-104.89378147879374,89.72023960061757,E,-20.53877634966234,A,1
Female,36-50,Non-Veteran,-239.95123339142697,-77.02025413666689,-83.75405906055363,-26.93225366744838,-221.74258941667185,A,-36.987264357344316,B,1
Female,65+,No,137.81033862804847,36.81676030040692,-1.1206590425139618,-54.73590650645692,-156.92603028071028,C,-170.15766861416478,C,1
Non-binary,51-65,Yes,49.86834248214663,70.2656712235464,49.42408260536435,-47.299227478342566,163.2759426422225,B,-140.5337050984328,E,0
Other,26-35,Yes,-62.580413019900384,-51.947222313596974,-34.00117573722209,-14.848024216168012,49.544870163149774,C,61.793897649240904,B,0
Non-binary,18-25,Non-Veteran,89.0791830109198,71.84505231833589,-58.18829594336128,101.67171337566168,179.34385570696716,D,28.306870652409,A,0
Non-binary,65+,Veteran,-40.519868226775365,-35.61679650789248,134.595918385651,-59.5537015155017,-56.26031327609397,D,92.18630778643654,B,1
Other,51-65,Non-Veteran,38.15079448007914,97.81102976753388,45.41362100890047,-153.76616747835658,-94.49322787429266,C,-65.36639914172453,E,1
Male,18-25,No,96.13377512285857,30.820373079764124,164.76231869131672,-6.322181038002658,-46.24800802754867,C,13.12809003957802,C,0
Other,51-65,Veteran,171.60565800966194,-16.18031545831461,104.6567200665171,71.02673147325072,79.4377547963005,E,-29.163694822513058,B,1
Non-binary,36-50,Veteran,90.6485667567627,42.145409082877734,6.5763904612798765,34.07810588055587,-165.91348922033004,B,-72.04501550979737,D,1
F,26-35,Non-Veteran,-54.4964183592279,-46.536695369967596,165.91113518453858,-60.59939932638028,-87.5542368025058,D,38.07398121569034,C,1
M,51-65,No,215.32504109420222,132.226498431999,52.96283426183932,-69.50503746888127,142.35105829309057,D,-175.26612229501617,B,1
Male,26-35,Non-Veteran,-76.57978007645839,-151.28993221887754,-51.47569676796112,-110.054436646485,-105.55514414975715,D,92.02010190953459,A,1
M,51-65,Yes,-38.2019599522624,155.82144681638303,26.441305362330773,36.74869794462424,-60.67295147629109,D,-101.06628775661821,C,1
Female,18-25,Yes,-33.956825513128834,20.340552985002606,86.24108925291341,-105.18296178789592,100.23802191009223,B,-68.99366751290371,D,0
Non-binary,65+,Yes,-66.31480401092873,79.46047453808754,-249.3504774151396,117.58108899559383,4.246573780051563,D,92.99132449404458,C,1
F,26-35,Veteran,-31.2894598149892,110.33880245924614,-218.0705588820453,52.10197307670386,-39.29088226049149,C,76.1702082829592,A,0
Male,26-35,Non-Veteran,-125.07910143484293,-48.13535670188188,-169.2840917883576,7.536804794626617,-104.7413579159073,A,-25.53549346494496,C,0
Non-binary,18-25,Yes,13.646105937073136,-77.67363581077993,-99.59985903803914,-44.513533289389635,100.28190684839085,E,3.7242137317588733,E,0
Female,65+,Non-Veteran,124.94312566112893,-316.2329254256496,-242.28467718490325,-67.62063629663187,-30.798084168237505,C,121.3206955471123,D,0
Male,18-25,Non-Veteran,-127.86342172622298,-55.19707885476668,-4.577541322197115,-40.57492174217895,8.886029176778424,E,60.43395142909386,C,0
M,36-50,Yes,17.156948045073207,30.16319826017761,-10.22910378492017,32.377528207811224,6.355285894284841,B,71.12520641668401,E,1
Other,18-25,Non-Veteran,-44.51491813880832,30.965738689653126,55.888566794760095,-164.95012931831755,20.281851780074746,A,20.31242797812528,A,0
Non-binary,18-25,Veteran,-42.3397692431687,-18.673756956305663,30.249746661462197,-126.64750337267678,165.9575051859871,B,-129.97319390200803,A,1
F,51-65,Veteran,-100.09484160953636,-89.75037418849952,100.73433806181853,61.58227477564513,-115.86748169796428,A,-178.59366290578643,B,1
Male,36-50,Yes,23.12095326460187,-17.750101135036367,-85.1398650181196,-42.1100031559783,125.20626231123005,E,96.12238172294575,C,1
F,65+,No,-130.24996335577669,100.90883764646892,174.94422264271537,-73.77868507616948,157.53635428651043,D,-12.463114242838595,A,0
Non-binary,36-50,Non-Veteran,-27.5827775331151,-53.83977193256621,120.6600112391436,296.7648156990339,108.07292590754129,B,106.99719047609568,C,0
M,18-25,No,-76.42796087222311,15.770821634850291,-16.33091273062313,-68.84794002188262,-53.94342081292477,D,-181.38439618597153,D,1
M,26-35,No,-23.637060688520126,-80.40946582259777,142.53866706979485,-90.36488009482068,155.76490327201608,D,-102.87662685383839,D,0
Non-binary,65+,Non-Veteran,84.84707802598355,-215.27632882326455,38.769269321508574,-4.632980644867022,-27.41322416807709,C,176.3240437267503,E,0
F,18-25,Non-Veteran,-1.2760088403160768,-132.32688904938442,55.45654987653935,-29.66926689192897,117.98258985652923,A,-17.91846010763255,B,0
Male,36-50,Veteran,165.44005581826102,-282.79116855480527,-61.663693572574715,-7.511198491227628,110.63555455863823,C,61.47179470575735,E,0
Female,18-25,Non-Veteran,-21.75960084079814,12.99910398495272,9.481672539165253,141.24785134776673,226.6540551660159,D,-104.82650860700467,C,0
Male,65+,No,73.9193766639955,-59.06637717880495,3.1917339083680134,16.228578503441486,-46.69487149952211,A,-94.71693702535329,D,1
Male,65+,Veteran,-47.70858803970816,-160.43939182166102,-0.4478023955946582,-74.95739841310471,-13.96415434994333,B,137.6720933051357,A,1
Male,26-35,Veteran,63.117164016026486,144.7612721666544,23.3581970895311,106.52749188584714,-190.95590996230774,C,-37.61915157394206,E,0
F,26-35,Yes,-70.22965355713252,-244.08292310912896,91.34854147439594,92.84091286019216,57.442850015107496,B,-151.01470416722998,B,0
Other,26-35,Veteran,-65.16085226447194,25.524526230976768,283.0005555929027,-97.39630465850804,-49.89798831137815,D,-29.47941401435853,E,1
F,65+,Non-Veteran,-65.74015987870024,-45.15334439263461,-17.731625915655826,200.17724618596918,28.01356267471784,B,-40.63718841701704,B,1
Other,51-65,No,-173.6233875251277,61.08434709206628,-122.48096425331256,69.10928979355127,-44.826000710776,C,165.7176614169813,B,0
M,51-65,Veteran,12.757419715596427,-83.98339632434526,73.64404441344004,-179.70871419273834,13.509893572747355,A,-172.96951806217044,B,1
M,36-50,Veteran,146.155772501232,15.739008202160143,38.1216318454353,95.66974666092612,-57.55021978028068,A,-188.29372531453953,B,1
