military,feature_0,feature_1,feature_2,feature_3,feature_4,target
Non-Veteran,A,-39.04370092240143,D,-63.74513886659131,99.55195788876414,1
Veteran,D,-56.318285708447945,B,174.70381982454265,-100.69322228052131,0
Veteran,D,-60.80279137712754,E,-15.067439066743807,37.97806619015536,1
No,B,-0.20347349589739266,D,-103.17970063640331,-21.528227055234257,0
No,C,-53.70306629070871,D,40.18115400835845,-27.1290778515128,0
Veteran,D,-39.33090974825154,D,-117.50382367684313,123.15642967210808,0
No,D,144.18645247343164,E,86.91664421615734,-54.26371052903377,1
No,E,15.377900578621636,B,-105.79481092573117,72.74607570662552,0
No,E,124.21528915719078,D,-56.02462029413883,-2.3593717934869645,0
Yes,B,140.27577007308454,A,71.98509468894875,21.830031089377,0
Veteran,E,280.86930603776375,B,71.07469298381632,-47.631609599620525,1
No,B,34.713981510287375,A,173.52216815802228,-4.918938944857844,1
No,A,126.26178535603047,B,-15.203682332880252,26.418586618825714,0
No,A,73.43336514423642,B,77.61121282641507,109.76483160543951,0
Non-Veteran,E,-42.63545593885649,B,-56.53899803072255,-53.4707504641185,1
Yes,E,0.09330185869264616,C,-38.50824056674153,178.13099908721853,0
Veteran,E,-144.6591768651588,C,25.980239785390204,34.30863115442657,1
Yes,D,29.36730131504472,A,-47.819870405277435,-89.45791257990993,1
No,C,300.3013461165142,C,130.0428432033775,-116.26539192132101,0
Veteran,C,-4.190172935189835,A,137.0719983938784,98.34614921864123,0
Non-Veteran,E,-19.866035931970274,E,10.896686774636114,48.4275023073903,1
Non-Veteran,D,6.74613088014194,E,-88.27776248096932,204.06631704701113,0
No,B,59.54197213977881,B,52.93649457099016,33.69537816832825,1
No,E,-12.885427229890533,A,48.99027934951237,-76.843019732606,0
No,C,50.93312407765056,A,0.5888651597514523,75.12684583890274,0
Non-Veteran,B,27.601923295658278,E,74.6174620787907,138.55681014381864,0
Veteran,C,44.67906770634032,B,65.75268751772036,-41.857664645085734,0
Non-Veteran,D,-119.39204947981352,A,125.59651833960157,46.89668855026626,0
Veteran,C,53.36521143057033,D,-105.20328210357972,-57.48156936422863,1
No,D,123.1162426324226,D,-100.19246506240694,3.586631304121954,1
Yes,D,167.90451496431166,A,59.18253253007024,72.23405323635845,1
Veteran,A,114.55604516786487,B,-47.6153403151387,-64.57976374845646,1
No,B,2.88241776339394,A,-78.5426313908321,-27.09237243508497,0
No,D,-145.17294913021925,A,-189.6206216702359,-222.3532521840609,0
Non-Veteran,E,61.18709780966112,E,-86.51457682535678,-0.07114830770093337,1
Veteran,C,116.16204115159847,A,132.64589168915742,-84.88242975046496,0
Non-Veteran,D,124.38657296965454,B,128.52732642902816,-97.38297153571557,0
Veteran,D,97.61042677989394,B,21.366397650564135,25.652066486910652,0
No,C,38.677141863128874,C,-215.25823821679836,15.997854655495274,0
Yes,C,-82.29506759048265,A,54.95647768917872,-119.97619490064318,0
Yes,B,-48.538448620516284,D,-5.16888526260655,-99.19105350528285,0
Non-Veteran,B,-0.09502372503670452,A,131.88808852926084,-4.639848008279069,0
Yes,A,151.98881368108488,C,-0.5335780959581606,-46.11144405624306,1
Yes,A,94.64970947421821,D,94.70317730888618,-120.04872195666351,0
No,A,-150.77471586260756,B,26.57479258674998,-211.11175898459615,1
Non-Veteran,D,86.81861573003852,C,-80.38829494576444,-101.65091664552821,1
Non-Veteran,E,72.3535614846594,B,-48.74564825528254,38.94004846624195,1
Veteran,C,66.82942255879958,E,-26.19084010372688,-128.83951666832263,0
Non-Veteran,D,-64.54478938217791,C,-33.74040341224772,-71.71040562342371,1
No,B,-75.27224212899061,E,-153.6537948640199,-81.50916369528602,1
Veteran,D,-124.30137860081005,D,10.757523610777735,-42.018175775333155,0
No,C,-143.64132258657833,D,-147.19411706712117,-196.72780303060472,1
Yes,A,-32.137269064332216,C,-99.75731614330483,67.50246388167113,0
No,B,-49.36074155897871,A,42.454187051729804,-6.096562663191849,1
Yes,D,41.34896384204405,B,-29.91523609555872,-34.36847256595955,0
No,D,-178.9208135347219,D,-93.24458333971415,-9.463596429665,0
Veteran,B,14.368813257401278,D,-27.023997457994795,-73.39361849041663,1
Yes,A,-86.4749303094365,D,-151.8544429058257,-107.32326980683202,0
Non-Veteran,D,43.87203782432898,E,65.71584890959478,51.37460451540006,0
No,D,-15.037388092942255,A,-11.82156037263798,119.21411658292895,0
Non-Veteran,C,2.284073941223744,E,104.88183633186563,-76.28313944331502,0
No,E,-89.05606039399629,E,-5.174203530803478,328.0014078869655,0
Yes,B,-13.53742998558308,D,195.72348898063575,-14.707490252305789,1
No,C,-118.02001844292266,C,13.42575455377927,75.13471210315413,0
Yes,A,78.04088643613947,B,5.522508002550944,-24.334660335026044,0
Non-Veteran,E,-141.56650664746292,C,-16.5152300896507,-25.168679434908046,1
Yes,D,-48.5069869376109,A,-43.582008982131036,46.33602779123937,1
Yes,E,-101.84388393887804,C,109.2546914883876,22.07576452595621,1
No,D,45.31368725495722,C,95.1360705947516,85.47101544423458,0
Yes,A,-157.85542222311656,C,90.14283794747051,-131.7518336386576,1
No,A,17.806946276130926,B,67.18741966743718,-102.40157485020043,1
Veteran,A,-7.523668360787762,A,-120.76708932327203,-33.65286329941256,1
Veteran,C,41.79700441701462,B,-146.47281294743394,-55.7034393428828,0
No,D,1.8493375466936555,A,-115.17289068269892,169.9094403391392,1
Veteran,C,-156.2523284521108,B,-70.23898315196708,31.368572336599964,0
Veteran,A,12.580901184384643,B,-62.83103838971963,-68.07274148420179,1
Veteran,C,-87.81891853532487,B,-131.37557679271922,13.614872698355457,0
No,D,-36.51642941596001,D,26.21752016791496,-20.75875103509869,0
Yes,B,35.34915825218848,A,-6.480495227643532,161.00292194958558,0
Non-Veteran,B,-30.669961825720794,D,167.46077861161385,71.88570006071046,0
No,A,1.6828838587479178,A,-145.5715803470338,108.31887153069006,1
Yes,A,-23.645679499122778,A,34.32495903146444,18.447504602227593,0
Non-Veteran,E,-89.09611245058207,C,80.79321158519261,-111.61529654721815,1
No,D,71.2927284505959,B,-128.15025906608486,-40.20083004383149,1
Non-Veteran,A,128.740234834237,D,-25.839943931918835,129.95126313928634,0
Non-Veteran,A,87.82600741694203,D,1.4258693928517698,115.82703828015406,0
Yes,D,0.7594576348794548,C,133.4734566970108,26.302464984973135,1
Veteran,B,54.47840811353921,C,-15.895180386498911,-83.52940270031182,1
Yes,A,-155.68018260005644,D,-36.98303248903614,-69.10497535824305,0
Veteran,A,3.28127580025864,D,8.97506878803162,-145.80684373568496,1
Veteran,C,98.51272668984429,B,-111.9683691749668,-49.08768121708128,0
Yes,D,55.23297676605357,A,-1.787071440735767,65.8467805014602,0
Veteran,D,42.430685081793186,D,-79.21965994958487,-129.12117772371715,1
Veteran,E,105.33204156552638,D,-167.56029488703425,59.50442909484699,1
Non-Veteran,B,202.04178845395847,A,53.98107375442961,55.74687038218254,1
No,E,31.95346108130811,A,43.490813343044785,4.878039482765969,0
No,A,121.84241589659254,C,141.86335265507998,227.15404573389932,0
Non-Veteran,B,-177.3320076705772,C,-78.12585512381936,-55.950186391208256,1
No,C,-48.1201132436222,D,142.55094942941744,229.6969199033932,1
Yes,D,-77.8587661037194,C,-115.56469952646525,-4.957376149159627,0
Yes,B,43.172420482387274,B,50.52818056220142,145.584515834231,0
Veteran,D,-21.174322661833568,B,-84.09619086778531,19.898369528119222,1
Veteran,B,-97.73152636569331,D,61.507431679856076,-73.26795336659843,1
Yes,A,82.90972588635573,D,66.13170460066061,-39.924848679331554,0
Yes,B,19.064227685544278,B,51.956078720444744,190.17580833292388,1
No,D,-29.077777980060084,D,-112.59171597570166,-8.533059684946751,0
Non-Veteran,E,-14.321260142657694,D,126.42275191244306,-73.38495700995826,1
No,E,-17.72287473207937,E,-66.22651619312153,4.668511497170147,1
No,D,-50.47655511097299,A,64.0615366511598,133.54735986094482,0
Veteran,A,48.25170748068676,E,179.17777522957158,-155.12353144405435,1
No,C,-127.85475910011411,B,-147.6173847188064,-107.86294639682403,0
Non-Veteran,D,-51.93566215884403,C,163.83085871376113,-95.50201332080476,0
Yes,E,-1.0788309314079223,E,43.17070045973067,-50.95957700997909,1
Non-Veteran,B,-59.56086080462306,C,-147.5649874372339,-82.17587678937407,1
Non-Veteran,D,-81.63860907392386,B,-137.43349186211742,136.40808513841336,1
Veteran,D,33.82211520581945,C,-16.93447709543568,-19.987183394386665,1
Veteran,C,-116.43209134027333,C,95.42483280167092,-208.76325199614848,1
Non-Veteran,D,171.8911427206594,B,-101.17834667902707,-193.788372165232,1
Non-Veteran,A,-66.08569710648918,A,82.85392654058379,-60.25846746224035,0
No,E,101.29989637712416,A,-44.13900493784201,26.977675326281926,0
Veteran,E,73.55443535661551,D,138.97260756723887,18.093118135889608,0
Veteran,A,22.57303535150608,D,0.7343835863792925,-129.04642415358384,0
Veteran,D,-45.89452563779292,A,-83.62832975719834,109.1179597483122,1
Veteran,D,-207.4539679929306,E,-45.013860795227906,186.73329492880782,1
Non-Veteran,A,-25.603612633806655,D,6.640692165103513,-127.78019261967637,1
Yes,C,173.21153173051738,D,116.94005479582366,35.261319519015075,0
Non-Veteran,B,-53.40163863572912,A,4.320663609810791,112.7330201091635,1
Non-Veteran,A,75.4560946155817,A,-89.32547501130055,-61.31147679444435,0
No,E,-45.44220081045239,B,-14.011297794434158,30.16651465608594,0
No,B,-25.18144847666319,E,-84.44134679524626,9.430170479711977,0
No,E,97.77676421496899,E,91.51110757783552,18.4869162825335,0
Non-Veteran,A,59.10290359263194,B,4.012788871195799,106.12050414273384,1
No,A,46.08340908654138,D,-142.40844112068604,-81.14473351930245,1
No,C,182.95342963233858,E,-72.2821311772712,72.913367207331,1
No,A,-76.78172605062873,C,-200.94685060772858,-96.21728005399947,0
Veteran,C,168.914928356312,E,-180.49582626557176,-31.523258319514596,0
Veteran,B,-55.08609646072079,C,-26.682069589528655,123.59609141992054,0
No,E,34.23824920993998,C,66.5997821790669,137.46435065332852,0
Yes,C,386.39116892191583,B,-84.0278759491929,108.00092903699851,1
Yes,E,-26.80345006776229,B,89.88185044970899,-57.140990529116486,1
Veteran,A,69.69586961487128,D,-39.48976390637318,-186.6005087282768,0
No,B,71.76358213841407,C,34.80187852823733,76.68530325397721,1
Non-Veteran,E,143.9893225285596,C,176.69957109900307,122.30111727850752,1
Veteran,E,-86.37662706462731,E,266.6101449401159,-97.7915699221962,0
Yes,D,208.56652653538856,D,-177.38872496542933,120.92338866025212,0
Yes,C,13.570941492123545,A,-53.69252239206644,-1.9141184098046766,0
Non-Veteran,C,137.00674117003146,B,75.5994197391629,-122.23830020585365,0
Non-Veteran,E,-175.00494439201654,E,-114.26475053861158,-18.336180294154023,0
No,A,-29.625630956936543,C,-66.55995955061618,-6.494278329788957,1
No,A,-18.409212267257974,C,-27.69439987171984,20.806156073903004,0
Non-Veteran,A,152.74556608673464,A,-54.59625005186037,122.59525264957686,1
Non-Veteran,A,-77.3661838868494,D,231.49653029604536,28.476064537996372,0
Yes,D,-43.357679283367546,A,165.3050229347154,61.5123585436405,0
Yes,D,91.50717700306087,A,132.18143480707576,25.140156062667486,0
Non-Veteran,B,-89.3554131186561,B,-49.58416539187245,5.280115987994307,0
No,D,-64.24798802782001,E,-16.41651026357727,-136.3050854400771,1
Non-Veteran,C,-35.854204661640026,C,73.72338887390217,-54.815715725424994,0
Yes,E,-53.313083501321344,C,71.26691161807656,-41.15819894165174,0
No,C,-5.002098290123343,C,-75.20890258563409,11.282824685601897,0
Veteran,D,-87.9841585216045,E,-63.84550083892686,7.794599564222447,1
Yes,C,-101.39651674895084,B,175.90084776820075,68.92664387854069,0
No,C,5.249583677118994,C,-175.43584905342595,-56.849020745241,0
Non-Veteran,D,-155.66337762608126,C,49.65826059021253,7.799834509393292,1
Non-Veteran,D,19.459217377726688,D,-46.49640182606498,-93.39223801085474,1
No,A,54.10857548151462,D,67.79355131650644,109.06025231136512,0
Yes,B,4.629643371180222,B,68.27301715223898,-34.3692018821418,1
No,D,7.830323981386081,D,37.312517189961234,-136.40917739097827,0
No,C,41.07652776380011,A,-1.1804834624797418,-89.04061870647678,1
Veteran,D,-141.17168815152425,A,1.0361402047681716,-65.53761836159048,0
Yes,A,-153.6872795495274,A,26.806555801925487,-48.94331758379454,0
Non-Veteran,D,-118.04052169438333,D,12.741698615406136,61.71995962817256,0
No,A,99.68487037579182,B,-62.79507585393171,6.923033485895178,1
Yes,D,-63.394587494757005,D,108.6001945768073,-79.56767290851516,1
Non-Veteran,D,-135.68952888585252,A,-112.21856899649963,13.241202482924638,0
Non-Veteran,B,103.74918860686186,B,21.2506729968272,20.73632911478625,1
Non-Veteran,C,53.60627990146738,B,-8.777036195945893,41.78603534354962,1
Yes,E,59.475002355750696,A,41.28031587720378,-125.14949852198087,0
Veteran,D,94.82087625350684,D,-76.89604002497315,31.133185287138183,1
Non-Veteran,A,-69.42572520075598,C,-56.32924323730224,102.41771416724458,1
Non-Veteran,B,168.65205615427485,A,-48.35019014704573,105.58322865651739,0
Yes,D,137.15295651913348,C,-150.31631000114996,126.40801825792968,1
Yes,A,-164.0389716176672,C,40.63497514285708,22.09486448366261,0
No,E,122.85700550104627,B,92.69238805898642,-82.82889808173861,1
Veteran,E,-64.90459179371923,E,223.74229846740218,-89.682222027796,1
Veteran,D,-98.47722901499705,E,71.31838405987965,-39.56889104895431,1
Veteran,B,65.09150033106168,D,116.41889638285154,62.17614362694267,0
No,B,38.28975385203289,D,13.19185087314844,-5.29321068426608,0
No,A,-2.6138294494270515,A,51.88262422532189,41.63618106813724,0
Yes,B,84.00415521891638,B,-55.68330112509149,-137.87683964845579,1
Yes,A,112.32194360612536,A,-71.44232231904822,-122.06466592172258,1
Yes,D,40.47211207400478,D,-109.97074455166198,42.54157852241816,0
Non-Veteran,E,103.49438530824364,C,-192.49364976985834,19.9503638828486,1
Yes,C,-22.76041142381484,E,123.57157971732926,87.10211962775381,0
Non-Veteran,D,93.46178951925546,B,151.20093767946437,-39.11247750513117,1
Veteran,D,-23.580920097065285,B,-48.2771362115677,-40.74938815449271,1
No,C,63.584818483134555,B,11.78068556999488,168.53831286410258,1
Yes,D,-96.33512439541634,A,187.09622977577175,15.63996842252948,1
Yes,D,20.430988231127436,B,-6.187775632176718,33.250999261180056,1
Yes,A,-13.818283146616551,C,154.47901180848217,-166.2940382453179,0
No,B,-7.805336358300965,E,92.89887432464612,80.68805605675207,1
Veteran,B,213.59285942046503,D,17.416546130162203,92.5059432601059,0
No,D,136.33797763364936,D,106.17018240012723,-26.40962142296226,1
Veteran,C,-4.872118104158261,B,88.61106217813214,-127.62322945733735,1
No,A,45.38880148742433,C,123.94132763103845,67.42572892077845,0
Yes,D,170.91585767779128,A,52.64188594382143,76.8989973677652,1
Non-Veteran,A,209.47651123733908,A,-31.64894511570351,8.08462488256278,0
No,A,117.7622388024127,C,22.743433886981986,-87.3775593290977,1
Yes,A,-82.17450227142494,A,-146.9262039024096,109.04496997883415,1
No,D,117.85847048664431,A,-162.54404831513966,-157.3680460941225,0
Veteran,B,-14.025530693923333,A,31.383960417790053,135.5043074241144,1
Non-Veteran,A,-70.4786438807676,E,38.94815298437625,15.085942421872648,1
Yes,B,-5.774639202942016,D,65.78276116977794,148.60254683637973,0
Yes,E,95.50780614480024,A,163.5063087029245,-100.3414831919576,0
No,B,32.7175289765262,D,-104.8451739130409,-113.404668955544,1
No,A,-1.4039384451216175,C,5.5009722117743065,115.39181813260456,1
Non-Veteran,C,25.54502026580468,E,-164.5336658428486,36.54959307448048,0
Non-Veteran,A,-208.66056688236654,D,-215.59570421329525,-113.0139807577307,0
Yes,B,-21.798382799900338,C,-38.701712684954394,140.11493620038775,1
No,B,-38.113113236838885,B,-127.64171147826747,-174.7657793969131,1
Yes,C,-113.80101380850023,E,5.139801697524109,112.71833992945805,0
Yes,D,60.228360541332485,C,49.61650696433302,47.6134664645571,0
Yes,B,13.246279451447954,C,-103.80561457639166,-19.30827795306159,1
No,E,-15.717995994817091,E,-160.92947831266392,-64.00889345556081,0
Non-Veteran,C,96.7344338254926,C,-35.97458438552558,111.29820090343084,1
Yes,A,-93.63332179275865,A,-3.5713655796346417,90.10579086099601,0
No,A,-71.72042308682735,C,-69.77434545283727,-78.91500921229023,0
Veteran,D,-14.185042952269978,D,-111.61093864377285,-133.93200961230878,0
Veteran,E,58.65839426775884,C,89.12106845031967,141.26494736431005,0
No,D,72.54686378048675,C,-140.11300294019324,-156.3312916565771,1
Yes,B,-148.60361706692098,D,189.4493135166211,6.272932734039144,0
Non-Veteran,C,-146.70186966267093,A,79.33003574016406,-28.17999588891027,0
Yes,D,109.88851342466339,C,111.43556890712286,-118.15253680568769,0
Yes,B,33.69501542094481,D,-45.03507692707096,-115.39485749939043,0
No,E,103.7056807816366,D,-49.63295811917431,-25.051472186774472,0
Veteran,E,-51.03070255987912,C,-5.197435569573856,-121.39639375302225,0
Veteran,B,37.291999921515234,D,-47.66605736889375,157.9622715631553,0
No,A,-14.143963037180306,B,-2.3530915872286604,-27.195591886023617,1
No,E,-75.01228247176661,B,140.4783867661806,24.36463728577706,1
Yes,B,83.81460428256098,B,37.59507856188887,27.820565127433877,1
Veteran,B,-56.64873537342334,C,-28.792912012007587,37.67446924865598,1
Veteran,A,191.41564284437288,E,2.936791070784878,-20.44126533755975,0
Yes,C,25.21238803953399,D,121.89254919920103,-85.96720115520554,1
No,C,-151.5653263726727,E,142.88118898329725,108.20486604427056,0
Non-Veteran,C,21.50998493887186,C,277.65100516607845,45.021148854013006,0
Non-Veteran,C,52.047349278286504,B,6.298138121979193,51.140633603517315,0
Veteran,D,59.266098383443044,D,129.17439655105184,-58.15831430124254,1
Yes,D,-81.73789086054111,B,24.03330887809496,86.3276323505335,1
Yes,A,-166.0293074334797,A,-0.2882415966222848,102.9286599135296,1
Yes,B,-156.24402452917104,E,127.78802372695375,-9.226488602173184,1
Yes,D,-33.31725105416763,E,-47.12459702333839,-88.09645203693293,0
Non-Veteran,B,259.62864150940686,C,-187.3543489249826,125.26278373786539,1
Veteran,C,134.2092975272864,C,53.32389501663886,-105.35674132571845,0
Yes,B,-236.69836368157314,A,94.28813250967379,0.7898934504897313,1
Non-Veteran,E,-9.12756153231442,E,55.8489042045281,-40.43963609598434,1
Veteran,B,10.38018580917139,A,-8.003874792534752,-110.54710789157562,0
No,B,-56.582737519260704,A,-142.72027042901487,-71.9202511613319,1
Veteran,A,-76.89991151910912,E,-13.954137733351752,13.95975339696888,0
No,A,-38.44947977815066,D,3.209150011286399,22.20428903682714,0
Veteran,C,-91.48589038463872,A,-31.626907202211953,-52.08863487624652,1
No,B,-84.9413676006488,A,-22.98782656388576,56.38757702854223,0
Veteran,C,-116.02406299389104,C,-1.764299391519116,-114.87303221870395,0
Yes,D,-169.94847292092342,D,55.306471409816446,-58.50309231964799,0
Yes,E,88.21838295618491,C,25.839624319488173,171.63514168898595,1
Veteran,B,118.13236967914771,C,-34.50020286332675,-89.47295373302676,0
Non-Veteran,A,-65.92564032921156,C,-238.76155448334998,-314.92314683959813,0
Yes,D,-116.90719754435568,E,-25.22108764804971,45.50194627881113,0
Non-Veteran,D,161.78967993026717,C,-16.89221695310931,-58.100698238279236,0
Yes,C,-19.400875721812913,D,35.80858084336807,-97.33033102665756,0
Non-Veteran,C,69.82199481993992,A,108.2520191001618,-85.3247053083377,1
Veteran,B,-82.2889216115021,C,-155.26401498927214,-44.198441405023054,1
Non-Veteran,D,-145.05815776795126,B,26.85082600818667,90.01209116456985,0
Non-Veteran,C,-92.17291329345798,B,116.38386769700865,-150.7788677378729,1
Yes,C,66.07121376564228,E,-1.832300786645635,-44.56852823764477,1
No,E,96.31067392083669,B,141.85453970703378,45.667378852967786,0
Non-Veteran,D,-48.7420597952596,A,86.34044173605778,-46.00286170207959,1
No,C,-54.45530063678806,D,-41.33651641266192,51.49642170859882,1
No,A,-103.15677300498925,D,-94.75240938618322,-20.16123013713075,0
Non-Veteran,A,63.66181381715135,C,169.387831134207,-120.18486690285386,1
Yes,E,73.4739602374207,D,40.396359396064,81.4852205067436,0
No,E,131.11664469065065,B,6.853318766104632,-3.5822499698957615,0
Yes,E,-84.09496782535571,E,82.44963011629135,-106.6323125549015,1
Non-Veteran,D,148.4419092486757,B,-119.24403419667303,132.56282501763403,1
No,A,150.934918123724,E,11.282336644362196,130.61447583705294,1
No,B,-57.24922296727139,A,-200.71031963199908,81.57218682900218,0
Yes,E,-32.388095138482434,B,-23.62435879264314,-31.78972526409683,1
No,E,144.83948725380793,C,14.717929008946582,-189.63312684218653,0
Yes,C,-69.63249893882794,E,25.018366523662184,114.48267944794357,1
No,C,-152.33101467540956,C,-25.83211741887881,190.97153137288382,0
Non-Veteran,A,54.984941443402214,A,-65.24397537937078,122.92988227435846,0
No,B,119.55000694360135,B,-13.856207266509063,-115.91683401520949,0
Yes,D,53.37496726650285,A,5.787644924996398,2.710198063341513,1
Yes,A,4.519514389967734,E,-13.01328307201036,140.39155675168678,1
Veteran,D,-87.17331561685894,C,-121.98699079052192,-64.57313522034931,1
Non-Veteran,A,-5.767235639716869,E,-100.76639392418522,-7.819954941004033,1
No,C,100.78423414746594,A,-3.9379858248215798,-39.28387731517864,0
Veteran,B,-5.547705950948143,A,-140.18208054370265,-40.32747440783477,1
Veteran,D,125.92603596921033,C,-55.86857370473647,-125.96117178087339,0
Yes,D,145.93139131157636,B,62.306558007848565,27.844381627292687,0
No,A,-49.3903046347453,C,85.13452007570862,81.53259403679411,0
Veteran,C,-127.76395188384524,E,-108.40214594493523,-82.18095936858549,0
No,C,65.34489842239637,E,108.78844859758141,253.52947717693272,1
No,B,-61.44160812240752,D,160.539471801482,-109.79230153472525,0
No,A,59.899186659333836,C,32.59171392343468,12.931784148478057,0
Veteran,B,-146.20809341963187,A,-60.58014151872976,109.70010428831472,0
Yes,B,-40.80910213396709,B,-101.73155939744237,24.954861427824753,1
Veteran,E,5.802432798929477,C,-43.74844327812547,-35.02227377419497,0
Veteran,A,117.97767178863903,A,23.57336907418771,85.54845935878282,0
Non-Veteran,D,-45.27841297897276,B,-52.328511031575076,-93.49818042969254,0
No,E,96.13714982347905,E,-40.147803864311534,38.62795177463692,1
Veteran,C,-111.27498556848488,E,8.107507709638494,185.50655023934698,1
No,D,0.6073507208911542,D,92.92952794128647,202.82344685956005,1
No,C,-155.22188690151035,A,197.0352545786225,13.70219655586932,1
Yes,B,10.809612705804437,A,63.30967252945868,101.65763389612698,0
Yes,C,-37.03805749375269,B,-11.92067809175261,-2.2730591360505157,1
Veteran,C,14.197184516231564,C,9.847365157016858,33.14534972290243,0
Non-Veteran,D,-6.19674653357687,D,-41.769373800593506,-8.010331436012137,1
Non-Veteran,C,-76.90184603041746,E,166.30658397814452,68.35459371566829,0
No,B,-64.51635888850078,B,-88.30753561108938,-133.76068563604548,1
Yes,C,-236.56354930997264,C,-139.60435489938604,-62.046353280838964,0
Non-Veteran,D,-41.30284085490253,C,-5.521388551349848,2.155271253633464,0
Veteran,B,24.27832107573808,C,120.04528818492328,41.9485335505757,1
Veteran,E,-38.156602590736405,E,-93.1664662550269,103.63072721836113,0
Yes,B,-42.563993188964204,B,-117.57873560978842,-177.7681264910379,0
No,E,18.92303351344595,B,68.68768373509609,89.8099137198374,1
Veteran,D,-7.112728570872595,B,-125.0063051384208,-10.959868959484469,0
Yes,C,168.24830066766228,D,-164.8354496428262,-70.17826888990125,1
No,A,8.010297013337743,C,-32.47513426691622,-63.2135106821402,1
No,D,-146.32523304971534,E,-40.04147899712282,99.6613297073703,0
Veteran,A,17.42528588185273,C,-41.201616260913916,-10.461225951172706,1
Veteran,D,57.19980935259661,D,-50.40938779050782,8.494137667345436,0
No,C,-92.5119791224974,D,51.520142527668014,70.66311746200704,1
Veteran,C,11.960923266685732,A,-105.2273046050116,-67.1757227346722,1
Veteran,E,29.729440094327792,D,5.8124477797942085,10.961811875813728,0
Non-Veteran,D,38.09370795960625,C,-42.11674163917791,5.134579022798042,0
No,D,82.3492588752726,A,12.133300718186856,-78.93587922420387,1
Veteran,B,98.6189375511007,E,41.76699942729245,9.169952331053596,0
Non-Veteran,E,-59.92782734865996,E,57.70506239963562,5.1774383944696964,0
Non-Veteran,B,14.654239777695944,E,57.944709027456234,-56.44746715579194,1
Yes,A,-14.81224843518843,E,-266.8318584872731,-45.543324045320894,0
Yes,C,-22.072982932467017,B,38.36307812554655,76.37093965760614,1
Non-Veteran,E,89.87049192512765,E,-4.017383231014613,84.14017943255242,1
Non-Veteran,B,123.06825541026227,C,7.777808144790445,133.71081164249327,0
Non-Veteran,C,-223.81956536683373,D,69.02763159853005,85.70329561900236,1
Non-Veteran,E,-75.50045960079721,E,94.6139241450033,226.4163662189889,0
No,D,-105.59694309802413,C,-233.23179518955618,-1.1288982501981162,0
No,E,116.49436373456325,D,-103.49215267751022,71.05616102084832,0
Non-Veteran,E,-70.11284127805376,E,-96.97276003981634,-198.86694324244158,0
No,C,37.86545353188981,E,237.21053579367637,30.883598548873444,1
No,A,-15.64689260926389,A,-59.59537811139176,67.28784146697683,0
No,E,131.6589498050781,D,-126.58090542858397,-74.92465143524211,0
Non-Veteran,B,-161.5047938364605,E,205.12487254946703,48.681747942267364,0
No,E,97.87742398457165,E,-168.6858784514,-70.18684824793182,0
Yes,C,57.70088068216835,D,48.44111461661041,171.7651778167878,1
Veteran,A,-68.74769466414243,E,20.222301168772063,185.94638875230703,0
Yes,C,57.78144402619675,E,-88.4157803107463,-87.98364200503399,0
Yes,E,-55.38783658501423,B,13.669012172476428,-12.545370903091232,1
