Gender,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,target
Non-binary,Single,E,106.34380496373284,134.76204189106505,-22.906426584211857,147.59199031174694,1
M,Single,B,65.19837649112031,165.30645260935802,29.383802550446912,102.13266126292406,1
Male,Widowed,A,34.42762467383771,140.53574630761713,-126.29368824704659,-135.54068780506037,1
Female,Widowed,D,33.247196391504836,31.710233836439915,-5.15633455096475,-67.8646528762842,0
Other,Divorced,B,-23.529631608903046,126.76223432550513,31.77969847698502,-97.05430770731142,1
Female,Married,C,-16.63676680930696,65.78886773356025,8.992796809241769,-207.77150720659705,0
Other,Single,E,-59.30825990196603,-34.42006412726031,109.31184644025069,142.3793139655776,0
M,Widowed,D,-47.536400019351234,-110.5967457549199,-73.29759013054607,82.5295473059017,0
F,Married,B,4.291848326795537,-39.04773888390734,-145.79424791574377,109.20069012077815,0
Male,Married,B,33.256007487969164,87.48056023690435,91.60622341883047,-16.703838637921578,1
Male,Widowed,B,72.5574442700586,-26.269714196402077,-16.825163980411013,-54.68486189304475,0
Other,Single,C,-45.699369262218035,-4.532282900281121,123.3553626186451,-38.17382199336985,1
M,Married,A,-52.869247176564194,28.422948825575478,110.10868453774249,164.64085666550008,0
Other,Divorced,A,-14.045010727767023,62.968711762951436,-34.78585511502529,-39.72996419108036,0
M,Divorced,A,51.26652217908243,-93.84182516720891,11.379757416225438,-84.86326188863237,0
Male,Widowed,A,-140.16347159424777,-55.55833816919347,-169.04501043083303,-31.30494707837375,1
Male,Single,E,58.71550355922709,-50.96774271518629,93.69240201051092,-37.86986353226159,1
Non-binary,Widowed,E,-66.89207247392949,16.46676655550952,154.49357239650504,3.2295354428936323,0
Male,Single,E,11.76252635057349,-51.64243780725776,212.19872730317041,-31.057795857679494,1
Female,Widowed,A,-117.88284983879717,25.30445723100106,11.5076782685311,-8.17828944241297,0
Non-binary,Divorced,D,-39.377038945421674,196.4384103186913,-168.46181431207,87.75400463200094,0
M,Divorced,D,-24.795013761017014,197.4218036450281,-100.35173842249294,-57.956946041446656,0
M,Divorced,E,159.14627366998639,-189.0814412350001,-39.332982737919046,-79.66095287700414,1
Male,Single,A,-75.00096020607769,-35.07670118500052,-70.94420567209409,-74.32678442191943,0
F,Divorced,D,120.77124228895973,-47.69301699935285,-104.06797329051214,34.631566459903276,1
F,Widowed,A,67.82785943441095,-7.665094439500843,-87.7294751277497,-124.40709140174498,1
Female,Married,D,133.14738769192596,2.538260461265218,-44.4315464518912,24.26183965271559,1
Other,Married,A,50.57635322953249,-54.08919780976845,-30.258201718454895,26.417642242355083,0
Male,Widowed,A,-153.3996436162773,111.90430293527662,102.64276674141652,-67.4147791171957,1
M,Widowed,A,240.29028670302398,-14.633798946829248,-66.45869509873283,-15.931717457293463,0
M,Divorced,C,106.59769882548791,66.4849585715438,21.989718403534052,-63.46853446843285,1
F,Divorced,A,220.7692081134875,-8.430034722051586,184.12148377043957,64.89154033670455,1
Non-binary,Divorced,B,21.881428034521193,-179.01540349710464,-18.07520392922291,20.537618505125707,0
Other,Widowed,D,96.10779609398226,-29.66383663300423,230.2648362289991,-115.41394973931875,1
M,Divorced,E,30.214385194969346,-96.51823324698896,142.31970457348325,-84.27261692223153,0
M,Widowed,A,253.67175707872516,137.64713626409286,50.71442414541518,48.03792961229384,1
M,Single,B,-94.08209761591725,-325.7041706446339,41.29734422515691,-8.651744127522946,0
Male,Married,A,-23.671342757306554,64.88713289242794,-117.94280961977535,-91.49057435248862,0
Female,Widowed,A,-118.59705568187202,-121.0696735249615,148.63419532364298,237.367619663015,0
Male,Single,E,125.18067497026331,15.695315562530467,-27.80502865678808,-84.90715499557709,0
Non-binary,Widowed,B,97.98861576331733,94.4137298768285,-35.94474861064239,-36.73483666637687,0
Female,Married,D,-27.9167584191229,-195.6899793392389,-142.5889170012716,-95.51798257674041,1
F,Widowed,B,221.58338240477832,-40.295058572522585,-223.031958892636,-63.07413262521131,0
M,Divorced,A,-99.0506051666696,-110.46763673256999,-8.705448598984285,115.90429149008246,1
M,Widowed,A,92.59562715897165,182.8840986066412,107.73702080208585,-147.99403257251174,1
F,Married,B,-44.62990182872997,-90.33450590110037,-100.61237567383358,-54.13893372767752,1
Female,Married,B,15.763860816339662,-12.223958906577641,37.43365635142782,72.1116417015671,0
F,Married,B,14.560473617160541,169.55260678821813,237.07931428877217,180.5555435010142,1
Non-binary,Single,C,-273.34579103917474,30.314624568155065,-24.297624342289797,105.61979443299924,1
F,Divorced,C,67.88128331879071,184.29717492416248,-206.70855137145665,-144.75354192701226,1
M,Single,A,31.168973386354793,133.35285146498703,12.383721474394868,-57.457940825769505,0
F,Widowed,C,-86.37194374048673,-32.50929347610342,65.57543223003911,242.9663585198424,1
Non-binary,Married,A,-126.70612246952587,-55.92155404390237,199.5156555902315,-113.54773473779278,1
M,Divorced,C,8.254188420669548,44.93147149246565,109.59986762984934,144.00514534609786,0
Non-binary,Divorced,D,-69.14900312010231,-96.43520905138115,-66.25142440954481,-4.454161312706376,0
Female,Divorced,E,234.51710513524156,94.27376879808837,131.51059719257952,28.471736551906556,1
Female,Widowed,A,37.607533023411435,108.2509241428972,86.21071061484407,29.544733443369815,1
Female,Widowed,B,78.29049536839705,48.20018308125528,-31.29561703672938,161.94358090656516,1
Non-binary,Divorced,A,13.22317862795171,-74.39392549364781,-77.35732670025774,-6.071663809050526,1
F,Divorced,D,-167.85776634062663,191.4694387336954,115.79567519526248,287.00814302971014,1
Other,Married,D,202.94869878031463,127.39340549238194,-123.09422353638915,138.9694152667727,1
Male,Single,E,-135.63421294645315,-96.66459949964418,-71.68097900831293,18.4007946590754,0
Other,Divorced,D,10.940620410066087,34.3465849851409,-134.58756925438934,30.98301347499106,1
Female,Single,C,53.38201024182827,-54.51325975369975,104.6374889592692,-95.85294112077685,0
F,Married,D,-11.545396340955037,46.322234505041656,245.66763710017932,-238.0869876774997,1
Female,Widowed,B,96.6115196426085,-146.94525847702155,-87.17178864445721,63.81926320243389,1
Non-binary,Widowed,A,38.8441513037072,-77.96054353229714,-23.69665530059568,-109.78707077808627,1
Female,Married,A,116.93850806313613,-43.311947817218794,-61.265732445023616,-147.65171286973234,0
Female,Married,C,108.27019932327246,-56.95267980371217,-173.39344091133097,30.610713553390596,0
Non-binary,Single,C,137.89793367078525,29.38388963592397,-197.5648186319329,-20.67970054901307,0
Other,Married,A,137.37163002252592,-92.32998450276467,34.753715282154666,53.198346133670945,0
Male,Widowed,A,-46.63019548229693,117.5579189618412,115.79670742121829,-85.66050507628373,1
F,Divorced,B,35.45872520029148,-187.16486013984408,235.00210018717019,80.71901009297187,1
Female,Married,C,-146.01309463775624,-203.49112190610188,-129.15967324253344,48.41884950219556,0
Male,Widowed,E,21.903709403089085,85.65762250365371,-16.35866636277407,45.34555138828759,0
M,Married,A,99.88242715094647,179.49648265858877,-11.502951339064902,23.28889335774597,0
Other,Married,D,-59.15099297816987,-127.75961222762227,66.2949380870467,-54.03755245741561,1
Male,Widowed,A,-120.48179359283718,102.16779495741295,-185.04528068537587,8.212873801442568,0
Other,Single,E,8.608618254554164,57.444653385376235,172.53124226722315,-196.32108271889805,0
Other,Divorced,C,-99.21613440810185,-29.22759208306142,-3.857215545568439,69.57493128793156,1
Female,Single,D,84.82932414940785,-88.64145042422861,3.2167420996791534,12.204971598253142,1
Non-binary,Married,A,-210.79981617227608,7.077522175342124,142.28093376948325,-57.10378668886242,1
M,Widowed,B,107.46366299549928,-85.376574576112,53.004937432792154,53.06536637211827,0
Non-binary,Married,D,152.01906208726587,-77.74505464587799,-190.23880806519827,-65.51470602947124,0
F,Married,E,-2.797988713580461,103.4750885816758,-50.777066573054306,27.841618648067445,1
Other,Widowed,D,206.5142274027596,43.96197993716424,-39.339795644793504,-142.44423478037396,1
M,Single,E,-102.41108758436017,-150.65677560839487,-152.82265735594123,-12.975704230706672,1
Non-binary,Married,D,13.13070010324192,-156.5079494723866,29.82984224693065,52.86065404679228,0
M,Divorced,C,137.93268437438485,82.27498891829428,60.84344328894766,-78.54664436265902,0
Non-binary,Divorced,C,17.811247569078994,-146.44660521190053,-91.90715736835267,-185.59305902586573,1
Non-binary,Married,C,-41.79091542791418,92.57439563609614,72.74344108543775,-33.137609552020386,0
Non-binary,Single,E,-94.60437727727918,39.97449702988168,47.27617187614627,-83.97583972565216,1
Non-binary,Divorced,E,29.373151562604406,38.25087525280542,21.76439747760414,-7.677588618189373,1
Non-binary,Married,A,195.18537566352833,-17.609210995733875,-112.8112609779712,-63.82792392673182,1
Male,Widowed,B,34.346591868478434,-57.127847669149126,18.2739850026826,23.853977692242626,0
Other,Widowed,D,-8.006976265760866,-85.85696051890855,26.216393474888683,-237.47410030461214,0
Non-binary,Single,D,-124.80667522747744,-67.43270953942596,5.658677026547589,17.71670087366399,1
M,Divorced,C,-50.72214396898064,19.004054474370992,145.65137091192872,144.94498787997782,0
Non-binary,Married,A,-61.3705656193143,14.373906046011578,-137.06417464236662,46.64607445398873,0
Non-binary,Divorced,E,-98.96699023922291,84.8119302510449,-14.553295414945802,14.385400944748367,0
Male,Single,C,-98.44699366465399,-39.16257714811631,-109.28581514276044,-8.58150941920693,0
Male,Widowed,B,-55.31672293333032,-163.188661576518,105.02830100954105,158.2729128505084,0
Other,Married,D,-137.5922739183659,73.34941824102174,31.9802229249473,95.04283769913363,0
Male,Married,C,32.164860977578854,-3.4357923080880806,-116.83761262270073,50.34446852060712,0
Non-binary,Divorced,A,-83.56282727415139,0.7354388539246959,-49.057811329896104,33.19028770429391,1
Female,Married,D,7.100606157134994,160.06108234882558,-91.51010081528796,4.390106939857553,0
F,Married,B,-104.41829159480478,-134.88340905310037,-126.20552672107961,62.31520075071402,0
Female,Widowed,D,-161.1964379858083,-36.5289945383004,21.20396374224009,-85.2514268103594,0
Other,Widowed,C,59.32832400689018,147.72310479992984,-62.181458166012945,17.89659995888536,0
Female,Single,D,4.914680522051058,170.6596240895939,168.0724505956528,175.97252978759857,1
Other,Widowed,C,-64.45797777745906,-74.03988507468775,52.84139112884043,-74.42017199757653,1
Non-binary,Married,E,-98.33626037999503,-69.45371039162069,-24.862655761091624,-142.83641953539154,1
F,Married,B,86.85526155892589,33.54206776340444,-42.7421746889767,-100.72966149354612,0
Female,Married,B,145.67935371893284,-92.03758615473168,87.62358372174138,-81.52230506404388,1
F,Divorced,A,26.514716378416736,-102.01618388830627,-53.64800891851561,227.6006039834653,0
Other,Divorced,C,143.04262603863515,46.53570202799238,-178.08040473121883,47.61599852645089,1
Other,Divorced,C,-4.035452976004565,-65.87666096372277,-39.238301823322466,63.668009422246854,0
Non-binary,Widowed,A,-185.38681598830138,27.262123643723022,-10.460650086346103,-110.40766959248707,1
Other,Divorced,A,-94.12930753980146,37.277659881499744,10.988477755177156,59.92870120388779,1
Other,Divorced,B,-114.26940008166795,-118.38034861332369,-42.4873598863888,76.57655907736965,0
M,Single,B,51.130130266505134,-5.328195079124467,94.71243782804977,-7.468630240275809,0
Female,Divorced,A,-50.243957652065276,18.63861208368318,-84.5460924023579,-50.732178476073884,0
Female,Married,B,-85.79414783090903,-263.8822509051526,-237.1346443745095,6.674681843686122,1
Male,Widowed,B,-118.60117728662003,-81.23055792374748,29.575756116655995,-98.96319312935583,0
F,Divorced,C,31.03013769631223,19.18162780899853,12.203004819766186,-198.83565669271684,1
F,Divorced,D,-141.65233328918646,-95.9770586572851,14.407435283344835,52.18106700840881,1
Other,Widowed,D,93.95081220424912,-90.79145354018911,102.66654472543277,99.015860797656,0
M,Married,E,107.66631256872898,-57.55576598064409,-92.41860817570155,46.90715349471727,1
F,Divorced,B,-44.390844170119465,190.0438761375448,54.56346879004034,32.982258193963766,1
M,Widowed,A,-91.14844701545294,9.591368554903653,-62.26843608305834,-6.2520393772814655,1
Other,Divorced,B,-159.14754386778412,83.91819263984888,78.38382289802873,62.73638477834429,1
Female,Single,D,258.3154144526468,115.21924094527598,-59.6769966463376,-179.67253493521923,0
Other,Divorced,A,-185.92068329783743,54.91124670605972,-67.76136475938853,33.03572466463544,0
M,Widowed,A,93.89348760222859,-125.18558869024372,-195.05695820416733,10.54415218823951,0
F,Widowed,D,-95.93611794800775,58.83343862105662,-48.75749350616346,-209.4427510674092,0
M,Single,B,168.3735095724627,104.49184714585778,146.46026970562053,60.29545701529864,1
Other,Single,B,132.79527891704743,-239.984088173883,56.44209184798488,-69.87391837660836,0
Other,Married,E,28.803806598863712,-40.86253230662946,-88.927086750294,13.002503279221697,1
M,Divorced,B,-115.73593977213,21.820883339616127,170.40435397248729,-9.06514170553953,0
Female,Divorced,B,-35.717067617570756,45.083348121977366,54.735609959915855,91.43719749989162,0
F,Divorced,B,176.21992573600164,-29.14994108976386,46.14473563096133,-73.91317207131542,0
Female,Married,A,-32.07348617546356,86.8606353373677,60.51923228783169,33.30508523900241,1
Other,Divorced,C,46.85913269655775,-72.34684709134517,-85.89220913668437,19.350910127106662,0
Other,Single,D,122.78641540367632,-65.12221746664297,-81.89864369393945,-99.77171335188781,1
Female,Widowed,C,-41.09439708771393,49.05289281879622,-9.04203252107151,52.88254329536112,1
Male,Divorced,B,-177.70824878751563,-48.12616938577786,55.51426523416666,37.23286243567151,1
Other,Married,D,-82.63578369435493,50.17454499010413,-95.25585573642002,37.018552222553346,0
Other,Widowed,A,-83.14329499851985,-58.520613006377516,-32.57899299845628,-63.19166434747909,1
Other,Single,D,-33.966486030587156,73.21894499599912,-64.72151693609526,50.76576971607083,1
Other,Widowed,C,-30.40300137890463,-94.40947774472605,-8.807607147799079,151.74268548258672,1
F,Single,C,72.86002885269006,137.72921140043394,6.731877171926494,111.54942550491387,0
Male,Divorced,D,7.289879744392487,-27.71238057194912,61.75797774565628,24.701946836074477,0
Non-binary,Divorced,A,-18.992000541707053,-95.17476521257322,-62.91117460065837,166.93477034744691,0
Female,Single,B,-80.21893878824764,-103.79198727175873,-0.4117545646086144,156.67914951872632,0
Non-binary,Single,E,-47.80797277274544,-0.17875512258232804,21.078633727155268,21.54397081346024,0
F,Single,A,-1.4267450681946812,-76.11403097412483,123.63569731570676,168.8066573320806,0
M,Single,E,131.7370953339419,80.07555926230144,-106.1941657255385,-35.99886711993541,0
Male,Divorced,C,-88.95051234729392,112.56119519821446,126.62163980337138,75.71797292494774,1
Non-binary,Married,E,40.03505789848785,-47.342481096662326,86.32808491783643,-62.21133149396215,0
Female,Divorced,A,-27.27035932811534,196.23138434027499,-48.395478688895736,40.16823712045927,1
Female,Married,E,-1.937719530881049,-18.983404742931093,164.25023536110444,169.33346410618097,0
M,Divorced,D,-200.5972706463003,-201.96695016913796,-30.245485320571696,-101.6900128926224,0
M,Divorced,D,127.77432205789006,3.4839421531402985,-97.16268445522087,-191.15810196667482,1
Other,Divorced,A,-15.402966910128669,-14.792769351818007,-134.82603948839392,-90.64136871523579,1
Male,Single,E,-44.39755448294879,140.74699795874338,-57.020508647346446,-101.22745443216795,1
Female,Widowed,B,13.165013559443953,-98.21228982486971,99.53832764714863,-24.08651752778179,1
Other,Divorced,C,-42.34436142824504,26.845354516533014,143.78421305351733,34.40094361878465,1
Female,Single,B,-43.42473001255635,-19.284322060301644,20.480030988129702,-49.65267826113728,0
Male,Married,A,123.04391445882482,-38.443246474639594,-13.918974165815131,-33.77296003551935,0
M,Divorced,C,-76.64021716020079,235.94482874420368,-75.79922189267498,-109.16879869122904,0
M,Widowed,B,6.359853981799413,23.57036824032997,49.54475571015674,-43.89779550563425,1
M,Divorced,E,81.8421287234784,55.83996221957054,125.01518099816573,-45.45081398893828,1
M,Single,A,72.23989034198914,-117.11517980520931,-126.03530808395178,-32.727238682890125,0
F,Single,D,-38.67842834225927,4.5806472429967995,7.114318632246554,-6.427035985023906,1
Other,Widowed,A,34.04569647128468,89.01282667300114,-45.24712211414549,-110.55062370360669,1
F,Single,C,-120.89736020886848,-210.5158360248898,-19.020143529673973,-60.0725749271268,0
Other,Widowed,A,-166.64600393718646,-88.7679162726824,-56.896485048213485,-15.274445754344388,0
Male,Divorced,E,-172.8085873616247,56.616049584617315,-26.58365622247077,-32.34253197808689,0
M,Single,E,63.97400417301034,-178.82879328388228,91.14498942357308,-122.31947928594728,1
M,Widowed,E,6.671866291099724,-3.814712715558651,-320.5766826645443,-211.1992643921465,0
Other,Married,D,-118.36685134366893,141.57838332899885,-28.893724744144013,160.30758521938566,1
Female,Married,B,-69.08058168411362,33.50167441612785,177.69823172327114,-172.58371900798173,1
Other,Widowed,D,-176.19436007922025,46.39129976996744,75.60455673773625,-86.43645746682047,1
M,Married,C,332.1856669411893,90.72184457884357,24.01874196217203,-7.1240978408365505,1
Other,Divorced,B,-83.72671946538874,-118.38248764578194,1.8168505844782075,-154.56469667389698,0
Female,Divorced,C,-141.9533169940555,-48.24200761759958,-191.2371821325708,-106.3360577560796,1
F,Married,B,61.19870102709194,-81.96315705643772,-116.07605448751512,74.27728950619313,0
Non-binary,Divorced,B,-69.49873569578247,-38.5038118260097,-43.298401480709295,-23.107807978291873,1
Male,Divorced,A,-9.69610316363958,9.049283250444043,-88.4219847259104,10.124246344762318,0
M,Married,E,-163.14485108167733,-92.42697166217036,2.7229137519037105,-109.2865563941528,1
M,Married,C,-0.44736917276589183,-8.248221017095336,-160.8941586473732,-28.52550030061454,0
Non-binary,Married,E,-16.48446365246027,-48.16551036763311,19.037271985238068,-172.66233723473496,0
Male,Married,C,-156.2092029908462,-5.8677642871956595,116.24426826175711,61.99241937353044,0
Male,Married,B,132.22589091093232,2.369926851406928,-4.692953483707443,-9.22925374264252,0
Female,Widowed,A,-41.60599166367015,-21.02333360447862,117.04063684947472,-0.9457429988375825,1
Female,Widowed,D,-188.88535090464515,-11.750537361718418,42.20862481078066,114.08902496236297,0
Non-binary,Divorced,B,-108.9213009984562,30.428595048533815,-31.802734065634596,-120.79413801720517,0
F,Married,D,-75.2662022195535,-1.9081977942513266,-3.9851823530199226,89.8252601781323,0
Female,Divorced,E,144.34152870862636,101.77835551311098,34.081672654207715,112.54808822531257,1
M,Divorced,A,45.130612007979245,-37.97738459964792,-37.83283235859463,61.171813699840285,1
F,Married,E,-18.317516932654176,-42.49675126270147,-10.576282732148384,-6.163867050101959,1
F,Single,C,-83.45315962373691,-119.30064357463483,58.88706959896975,71.85347750685845,1
Female,Single,C,58.213742445861406,214.02873939213114,-24.51430682408525,88.37132464712634,0
F,Divorced,C,-100.8014351541622,4.093744229809544,10.794287064077736,-64.89639707909332,1
M,Single,A,-84.65258242814156,112.56939436074529,257.8172861879593,4.804716879662288,0
Female,Divorced,D,-101.56799844338578,84.99474024742335,69.49103838383188,79.10765801202903,0
Female,Single,E,8.578296133108887,144.5522663195212,38.35330751323045,-131.41155334756095,1
Other,Married,D,-47.95648663402614,-58.15547187093386,-101.33207923230994,24.885607647615988,0
M,Single,D,72.2795409141255,31.786348507628244,-77.3337594007201,-20.356679828145264,1
M,Divorced,D,-78.97444127246895,-38.62108647109429,51.47824357220426,22.20944952005046,1
F,Divorced,C,-260.435549356577,110.8971483927907,-68.31671002158542,6.367579635182643,0
Other,Single,A,-16.028288515559826,-30.407420573892374,-40.125040146201314,-2.4051027688221462,0
Other,Widowed,D,125.06115483543248,43.15710765764209,67.99433020338371,-127.11024821013824,0
Non-binary,Widowed,E,-44.16942661606352,-166.938705055386,-233.83594501030802,-75.78597767262775,0
M,Divorced,D,150.02176461528813,-28.450187693449852,65.8579820260234,66.66655122796084,0
Other,Married,A,-4.124826000365521,-69.96401064235901,85.12408162597677,-107.99022589289353,1
M,Married,D,190.12617737194236,15.700598345518452,-42.47273558365098,-218.12348000400908,1
F,Divorced,E,-43.674606355401615,-57.697403021136786,-32.731502127257066,-29.241032202151278,1
F,Married,A,48.90865125620876,161.11196417931305,-20.224760810755036,-2.708058130833025,1
Female,Married,E,98.78053544406563,-98.34933082664813,22.75763455594086,16.38861270071552,1
F,Widowed,B,102.0111236000097,-109.35407140930393,47.49372142846939,34.23371610346302,0
Other,Married,A,13.303879749862846,2.6108290289833374,-34.533815381262905,83.8695905265356,0
Male,Divorced,A,-48.77863646075451,73.2357462049589,68.4463355362833,-4.8877227128817164,1
Other,Divorced,E,-107.87199210204336,-50.89465885236532,141.88143388446397,92.16488039306026,1
Non-binary,Married,B,25.09956896953387,116.56083572027501,32.96997704151822,130.1406563659009,1
Other,Married,C,6.55394896410323,194.81408428960242,24.44828927743264,-14.22190131904178,0
Female,Married,D,-60.65467889544961,-40.82002421251863,-36.69924200894925,121.36491130883607,0
Non-binary,Divorced,C,-167.92168576939838,-125.63985768006414,-75.53980593272384,-2.4754775838380807,0
Non-binary,Divorced,A,47.074240521886104,-17.489264942735726,-177.0526624953698,116.36665740420682,0
Non-binary,Widowed,C,12.563287558211206,48.68460761275941,-15.329790149505,200.1366267668101,1
F,Divorced,D,50.90878625915812,49.41909957944526,-2.7980729140516587,-96.50753172744669,1
Female,Widowed,C,-59.54671319086591,-21.86305667786001,77.14851716385212,197.7079189214063,0
M,Single,C,-81.2808946505249,-27.064497139556597,72.20917038296133,-139.04258310439707,1
Male,Divorced,A,103.93465610866635,-74.55440848340088,-118.35286795515736,60.61646897622688,1
M,Single,C,-124.0068898092044,-77.4318250790242,162.71457262020814,44.797417348148926,0
Male,Married,A,-169.87076697958054,-25.9145451628938,-1.2113169819627967,76.51256296004517,0
Male,Widowed,D,77.75595991600697,-24.570545538441348,-74.75279375610808,153.79736011958542,0
Other,Divorced,B,-130.80596684699486,-321.38588985509193,-47.957702107458225,-48.36425081769766,0
Other,Widowed,A,-47.86358699236609,-39.33296841726883,153.13002215042846,-15.334691256970151,0
F,Single,D,-195.74225251429365,-106.28098907726522,-26.736907455984042,64.65803059137957,0
F,Single,B,76.06192417771688,130.93819217848528,28.330917495704867,-124.30222280763788,0
Other,Married,C,53.39827465604709,-34.33778184481136,-141.81165697290885,-71.54645499088632,1
M,Widowed,D,124.11716094644245,-101.65230600864372,165.13209060438336,241.44640671834102,0
Female,Widowed,E,10.129575883490574,32.67985686579899,148.42845570101656,69.05864056778444,0
Male,Divorced,B,3.9762793468255073,98.3534272263939,-16.009564406573304,125.47990212898424,0
M,Divorced,A,-24.296181511736716,-6.66342869183537,-50.77613112143554,23.734914675542278,0
Female,Single,A,90.17967524503455,247.8951713392843,-253.5504552206155,-14.786146816420178,0
Female,Married,C,-227.92813116877414,29.477552567568143,136.7359848803225,209.49330342632913,1
Female,Married,E,-71.70171842387974,-97.65020651485055,-54.86586488073516,115.11483535971901,0
Male,Single,D,-163.99596591605578,-291.2491042067529,87.49359361803175,108.50782377403215,0
Non-binary,Married,C,156.8242619117942,172.9128240159028,3.8000776610405995,-0.778255995299665,0
M,Married,C,-98.28812165282443,31.088604038048512,-91.82173541741341,56.63988208672579,0
Non-binary,Married,E,-23.7283399808348,2.2205919395808342,254.6852800027151,33.78034022590427,0
M,Married,D,-108.10020791266697,19.185501008921833,-7.8788526048127805,-73.65110533437364,1
M,Divorced,B,76.17477844762053,123.11727665236192,21.750221457798784,-70.83081600296298,0
M,Widowed,A,147.6912539819048,-158.34892096002972,-117.45962747309213,-77.46860629129745,1
Other,Single,A,63.66206574227957,92.36501130087369,4.894870078545769,-11.21610506826114,0
Non-binary,Single,E,-52.76537457456999,33.80918100977237,127.58660645986626,-19.440448053382035,1
Male,Single,D,-154.3413313155438,-44.3988322115816,61.45710273049403,6.374029608427209,0
Other,Single,E,-2.939787633183874,40.71516146812304,-29.452520034236546,37.68622711361223,0
Non-binary,Married,B,43.31666430953949,67.82389203407,41.40502144349884,24.413993289267175,1
