Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
No,111.65123402173114,D,D,203.41980129399002,E,A,-21.831924665912815,21.033459552504844,0
Non-Veteran,21.53923925395762,C,D,57.41492411271539,A,B,-135.01242607141344,-69.05082796553954,0
Yes,55.11164159770024,C,D,-85.67340897465442,E,A,104.13360764543123,41.45135287178386,0
No,-116.9891316155099,E,A,54.866949817686084,E,A,-140.59521277290645,47.092100919893284,1
Non-Veteran,-57.56816693068163,C,C,-133.07109320432627,C,D,33.35006401824613,9.159479254863315,0
Yes,28.44804598067715,C,E,-25.5896947495216,B,D,-15.427225807983161,271.40711272923244,1
Yes,-122.34066679805721,E,C,-140.28827431567416,C,E,133.6312403833564,-48.85017491416656,0
Non-Veteran,-59.936574028194336,C,E,-39.64162446070312,E,A,-28.464291431407872,-135.82523167586564,0
Veteran,-126.49990429510683,C,C,32.09420015808023,A,B,-64.86517406186213,-60.503618702225715,0
Yes,32.0870305685874,B,B,-61.200882298449564,E,E,21.15398930919304,167.9472001785579,0
Non-Veteran,47.72465180851351,B,E,90.34601313631092,C,C,-37.089263810575915,101.89802302974917,1
No,54.36174822541948,E,C,221.02488968835155,B,E,17.750008834179837,-83.9456850670387,0
Yes,41.893462858354155,D,C,-154.41452682273965,E,E,-72.4888083461623,71.85765062740231,0
Veteran,-101.93433924394222,B,D,-204.69008102392826,E,E,-112.22796574071599,-97.25069306265111,1
No,-164.69293890162518,E,D,40.78780102695168,D,B,16.249761767017553,2.746217237522033,0
Yes,209.62538503682228,C,C,166.46844722323883,B,D,-65.14497379366424,-181.6578048502171,0
Veteran,37.74402348899586,D,A,49.86766717520383,B,E,-53.1600080350435,-119.99636292585627,1
Veteran,-200.61993563359394,E,D,-0.26520503390741046,D,D,-159.99952407226877,30.560860628399016,1
No,174.42508726076136,B,B,-307.89783720488253,D,B,-72.45092349504418,-172.7445142155222,0
Yes,47.52343084000844,E,C,51.30372338818826,D,D,-160.08898261005845,90.85053668891582,1
Yes,96.14659750141831,C,E,-53.50709256593272,A,E,21.471270542696004,-4.0397215688338655,0
Yes,12.237814303995107,E,B,-131.3516977205324,B,A,-135.12163003883862,-72.2805615499027,0
Yes,113.95323644230233,A,C,-7.668277997320446,E,E,55.27493089854983,-66.00342674708072,1
Veteran,-156.5726698902146,D,C,194.7753420391352,B,E,79.09272600428608,50.94668275007541,1
Veteran,-61.58117416429347,B,C,259.59343275198785,D,E,-52.52099983774842,-117.34975679557253,0
No,-19.3502831001991,B,E,101.56750684151605,C,A,-7.411220175383071,-68.28317060531357,0
Yes,186.5605025442865,C,A,-66.59230367686864,B,E,15.724164831632637,-67.63341084846473,1
Non-Veteran,-2.4031553806148955,A,E,-106.80524986796938,A,E,218.7561227071315,-55.36668631712919,0
Non-Veteran,-8.642008614945325,E,D,-80.95527448715606,C,E,14.873987797607436,107.31786654925577,1
No,-109.35109949317582,E,E,-110.53013902777091,E,B,10.419387669838857,-109.33434254548469,1
No,-6.818942778725619,A,E,-85.40018678560361,A,E,-89.69877343758755,69.28983279800872,0
Veteran,-74.7273257372726,E,E,33.907909721128846,E,C,189.3291717550836,30.26984833998958,0
Yes,-20.895490771849605,D,A,-9.66435063762031,C,B,30.248271242220675,37.03622877151183,1
No,16.539878896044563,E,E,5.425646669817129,E,A,33.34575627020844,22.351921524730823,0
Yes,-171.72793670792373,C,C,-19.260738474360977,C,A,43.49686083673235,119.58262464926239,0
Veteran,9.108406164711074,B,C,106.68938344974006,B,B,24.576868244143476,-70.739873347447,1
Non-Veteran,113.91837687912343,E,D,-252.3172204197701,B,D,92.11132147997884,-103.36246780665148,0
No,164.00689093144553,C,D,-39.75199377771567,D,D,244.21171673505734,202.4100143869012,0
Non-Veteran,-121.52753336280833,B,A,-62.82364076863482,E,B,92.90556435724598,-60.445823083272145,1
No,-73.02679152876884,E,D,58.45057165037032,B,D,-108.43000033439607,-40.83406375080027,1
Yes,-8.700114583622057,E,E,-54.49413499796304,D,B,9.826135308334443,81.78901487357386,1
No,-26.196952412375584,C,B,151.84993875161993,B,A,-153.26323609958874,-10.225418534145133,0
Veteran,47.78098196305599,C,E,-73.70357610779863,D,A,-57.677289577496424,96.2822233942371,0
Yes,64.16229669270598,E,C,113.78515927470161,D,D,-52.61928353553873,-145.14902261179478,0
Non-Veteran,2.500747320971821,A,D,41.54968083845236,C,E,-52.70088218279733,-71.57154990700285,1
Yes,107.47178055394373,B,B,53.38969644679469,E,A,-21.48155831637859,121.21077698065525,0
Non-Veteran,-152.22595521090165,A,D,21.77061585335755,E,D,-126.66998877905966,-22.141657199217956,0
Yes,42.63106114055948,B,B,103.52079330751695,D,C,90.37058475433236,85.50695622072149,1
No,61.40646832638078,A,E,84.83043238344501,B,D,83.32274660006208,-42.36573817556118,0
Non-Veteran,-133.20396532246878,D,D,-45.980556785767476,E,E,59.32883112898355,-9.737990306277851,1
Yes,-152.87656504696935,C,D,85.64786081834752,B,D,-39.2771671203908,123.97213460767922,0
Veteran,-87.22185316253115,B,B,22.730829328167086,C,A,-18.65874284534572,133.8815774263493,0
Veteran,31.594630274685166,E,D,43.91191532080295,B,A,143.17593064116184,-35.81927403093337,1
No,102.55408346315913,D,E,-41.59211369435043,C,B,-66.2558901654397,-27.520571298740283,0
No,27.60053164579889,B,A,49.85358733556799,E,A,-55.3053933273566,36.35289431417007,1
Non-Veteran,-135.65380911395235,E,C,163.46639641328534,D,D,38.570396189564555,28.301159931528417,0
Non-Veteran,114.56339018020003,C,D,21.74118413505319,B,E,-171.96524521452034,-111.9548256935385,0
No,-35.237277112600914,E,B,11.595214938884217,A,C,54.99848933013146,-67.846776325441,0
Non-Veteran,-198.76550041531934,D,D,-9.552696307603219,E,B,-87.16485381621774,22.90573282147577,1
Non-Veteran,169.10966709354489,B,C,-38.229484615528385,B,C,3.256726341799894,-184.75379050389807,0
Yes,64.2426741985467,B,B,-85.15192163552257,A,D,3.0501737734688343,-159.35692717351333,0
Non-Veteran,78.43429781076998,D,E,-151.67424545152622,C,D,-136.52619676357068,58.100510787743495,0
Yes,-96.8720871014717,E,D,-7.42822437020315,A,B,96.25442696651828,-11.332566264528262,0
Veteran,33.40618269458771,E,C,32.11742890432481,C,C,-229.17474536349008,-52.48410531077222,1
Veteran,-107.18025930773231,E,C,55.45931255495522,E,A,76.3861627239163,101.61028008177908,0
No,-142.67237255981647,C,D,213.2028337422393,B,D,85.37277537016402,-46.13992329024363,0
Yes,30.212127210640805,C,D,-263.12816791226436,E,C,90.26698104632817,-28.28727869218645,0
Non-Veteran,44.07260411367015,D,B,75.25870781696422,A,E,-94.58914917751453,-75.05122252784716,1
No,-5.009160174532382,B,E,-41.74706039598485,D,B,-60.256399327136975,-179.54446720484333,1
Yes,3.3153330080524768,A,A,21.348860694008227,C,C,87.19198556490593,99.01015276785321,0
Non-Veteran,-51.73364387116427,B,C,7.697956169910166,A,C,195.6912164279374,93.65394779322271,1
Yes,-111.60789275927378,B,C,9.196728674797404,E,A,130.42385661394732,97.71307084797185,1
No,52.21767718404432,A,E,-49.33214889345666,C,E,-217.18809675033012,18.05699239051829,1
Non-Veteran,-89.55662864989675,D,D,-21.875371732251647,C,E,-108.6150548020822,-161.3773837321447,0
Yes,-96.29337476410232,D,D,38.26206160602874,D,E,22.80626607689812,-30.860446044932495,0
Veteran,109.19996884719974,E,C,57.14358502833008,C,C,181.94911037383497,15.129389654448545,1
Veteran,144.89094412111223,D,A,-17.775913036315362,B,D,-126.49888738743378,79.41861960152869,1
No,-72.00654139880547,A,C,143.97023131683082,E,D,152.246038584944,-35.02212083927478,0
No,-199.1228331476264,D,D,-175.9137036764044,A,D,-172.00632357458784,-90.67946968879545,1
Non-Veteran,199.97364721251697,B,D,-29.56551524915986,D,E,13.68261352077321,-206.4183167572748,0
Veteran,20.87758529666745,B,E,-31.029641566982768,C,D,-14.087684635727468,49.003875200080664,0
Veteran,58.39325271109016,E,A,-55.23659334044423,E,D,-83.95211155079278,105.85302472694549,1
No,116.89263761923112,D,A,-134.59472369186625,A,E,-11.108883700228581,-2.0882566229512656,0
Non-Veteran,74.26097949672577,B,C,84.68667123367175,D,D,50.27298740815238,-8.21932151323609,1
No,-7.449132360291307,D,A,-94.1526016020746,C,B,77.60803277006869,-66.79058778002458,1
No,-58.69321829910697,B,A,-38.7041995810563,E,D,-109.30790725349738,-5.250172699513931,0
Yes,-19.13788906695977,D,E,17.917167420711554,E,C,130.93833269386673,144.25472654110027,1
No,-82.9900182049199,E,C,-42.26307951895906,E,B,27.81466933470549,17.875592828565615,1
Yes,171.28346063231183,A,D,-93.93561846468644,E,B,-188.8628954570965,31.56662188300014,0
Yes,58.82123227439474,E,A,-200.99566036050248,A,C,60.966017531918524,-115.92908761218774,1
No,49.81606493539896,C,E,139.68364219949942,D,C,56.56857679199319,-12.502590396576535,1
No,152.38334254215712,B,C,-139.91781090376477,D,B,122.18205516184601,-12.57178715711553,1
Veteran,144.60479812742983,C,C,77.64612920553246,C,D,89.34441805828719,-7.682248138217318,1
Non-Veteran,83.35331007975442,E,E,57.52589998184972,C,C,-2.6300401435513066,40.042940376381694,0
Yes,129.36444704512618,E,C,-38.57757325005849,C,A,-130.27957774007348,46.02628388273901,0
Veteran,-74.01265462218369,B,A,50.786601760163364,D,D,-57.489706986217115,-84.76322455518729,0
Yes,102.56280590332605,C,D,-115.7552508648745,D,E,-44.965820275873696,-26.05177596686326,1
No,46.02468146408396,E,A,11.428290553864286,A,E,156.00079598809873,-76.16493364811394,1
Non-Veteran,-75.16358405440164,C,B,60.22998422361937,B,A,161.8520928577698,-138.57829648752568,0
Non-Veteran,-205.28162313014334,E,B,112.7105542560515,D,B,6.969846332862701,-56.36276686119677,0
Non-Veteran,77.71215234761688,D,D,-150.55273555164132,B,A,-10.375622572077864,-9.558457981690713,1
Non-Veteran,50.014905339078965,E,E,-11.73475910401709,A,A,48.08788955923266,68.25751277561504,0
Non-Veteran,65.90972730853076,B,C,-167.71595161223476,E,D,32.325974496416514,-43.47895635881202,1
Yes,48.115611998424704,C,D,54.928746922044645,C,D,74.01936692910947,75.42578462806082,1
Yes,-219.07353187387483,B,B,-15.637386380650339,A,E,-87.53607520078242,151.62777470545143,1
Veteran,199.1367295768649,A,D,-188.5898662529511,A,B,-131.02362080965895,18.85360454398092,1
Veteran,-211.22191531264005,A,A,-115.46579772793157,B,A,10.300129399750539,64.5471089041224,1
Yes,198.34730053518322,B,C,26.50303828272598,C,D,175.8333195198786,274.4687125332637,0
Veteran,65.51761859613102,E,B,-140.3603669671867,B,A,52.05732013314473,67.94024826235311,0
Veteran,143.39706337940328,B,D,161.4255616642301,D,A,-61.78605244917299,73.35627302870043,1
No,-30.78265516998397,B,A,-61.674602938275754,D,B,-63.082117874238776,141.88483351363703,0
Yes,-224.83892990270752,A,A,53.22038702073646,C,D,-50.05308108052932,-15.174117946247376,0
Veteran,54.85568310822736,B,B,22.57433042345039,A,A,84.58180333324809,14.214487980439522,0
Non-Veteran,27.62901966784053,C,E,101.6158215123458,B,E,1.9886144725971362,106.54007038799622,0
Yes,-106.03608548428846,B,D,-6.697331734838449,C,E,-63.95029309889851,66.50007086945973,1
Yes,-40.0412580615072,E,A,20.6592212572541,C,A,161.76865474564627,-48.20400038791065,0
Veteran,-55.01464096080907,D,B,85.81944078678548,C,B,87.17932262869542,-3.250255494373164,1
Yes,5.610618793176192,C,B,6.7910024509306695,B,B,-76.60358776260215,-46.924332177046566,0
Non-Veteran,-76.10340660142575,C,D,-39.087556308163755,E,D,32.14994992370026,-92.28225471069183,1
Veteran,-19.40243479745649,B,B,64.64804453034199,D,B,52.02909088556238,-44.7086206103469,1
No,73.66381047395684,A,B,-16.116530203508308,A,C,34.85533637372496,19.13739779329967,1
Non-Veteran,58.12565676362663,C,D,216.8283039280365,B,D,-3.6926188865629013,-109.02745625719245,1
Yes,-17.75548644585241,B,E,211.25713944065265,B,B,249.17459581089028,-17.557892767959473,1
Yes,166.22452357091225,A,A,-53.37801499985334,D,B,45.388886902376655,108.77701530116211,1
Yes,151.8287968534088,A,B,41.94506091616791,C,B,-116.09075682838983,101.54675364901958,0
Yes,-36.9677684578348,B,C,-248.33063485205554,C,D,224.35153554747907,33.47441884503768,1
Veteran,-108.58817691272674,E,C,156.14453124279794,B,E,16.432364013422404,-116.9801622928605,0
Yes,-99.59573792149614,D,E,-5.547300881051428,D,B,119.27425155741716,28.864869557401402,0
No,46.11423414954642,B,D,-76.85383960518932,C,E,-190.24594964234797,126.95758630780985,1
Non-Veteran,-91.99445989931897,B,D,37.04972345074974,A,D,-34.15531387983466,-56.18732194867345,1
Veteran,-51.60671888347087,B,A,36.671361183597725,A,D,-83.216458048952,-110.03320417769527,1
Yes,179.09009821377887,B,C,92.51694158522066,B,A,-21.270898179608906,100.63577861887639,0
No,-22.623011455742205,B,A,-55.45291796249554,A,C,22.674933975792875,-120.80912840916515,1
No,-62.52346792435524,D,D,194.24552632358737,D,B,24.37305242457211,90.39108256240607,1
No,-70.95156923860233,E,E,-32.440440915661966,C,B,10.884180600942711,-45.887883977716605,0
Non-Veteran,43.07082310968039,D,C,-84.84197936044828,B,B,4.697728645133709,-30.882896159505012,1
Veteran,-123.38866577330099,E,E,-56.81737782901044,C,C,78.8773405365582,23.499928677734964,1
Veteran,-97.79433063725422,A,C,206.1684128226982,B,E,-12.104581896018496,-49.77171187085865,1
No,13.811081277554434,D,E,-186.06533158008818,A,C,58.98841195534459,82.39658961499404,0
Non-Veteran,-178.17921836976862,B,E,104.76020038109834,E,B,15.264809139450575,32.47910122407849,0
No,-33.319578246962195,C,C,-8.330364694405015,A,C,-95.06102488181307,74.53699702720566,0
Veteran,-83.91263209002045,A,C,-202.0250566332853,B,B,3.3685672835255254,-59.8915093465496,1
No,174.09559028268967,C,D,67.12293475103627,E,C,65.86419695921539,-53.831656328995734,0
No,30.188477188007905,B,B,-48.6264688325826,E,A,-97.13479792789079,79.85085937320888,1
Non-Veteran,-104.88614058282396,E,C,42.135378820673466,C,A,-30.817750993504916,-106.0567057714082,1
Veteran,205.92580930329896,B,E,32.67538680503667,B,C,48.419648849207555,-159.07787097146308,1
No,-74.22679744467082,B,C,32.981686011137754,D,D,55.62008464704249,-135.46381161445873,0
No,-63.70065310862688,C,B,-236.19327300378393,C,C,153.03876344892473,-129.06407739809367,1
No,47.58961177585048,D,B,73.05412331273698,A,C,-88.72117799441581,-67.30799688189408,0
Non-Veteran,-46.29290292427464,E,C,141.79362255896015,D,D,42.07666993214316,52.918733325786306,0
Yes,-45.19715878801984,A,E,213.05359461869878,D,B,-115.90872779178191,70.62357059225715,1
Non-Veteran,95.61435387017646,E,E,-224.87720778198775,B,C,-11.2035173017164,12.972318939512405,0
No,4.654191624433465,D,B,-8.246059034561704,A,D,-106.73542628251404,-73.70813452816908,0
Veteran,-13.843916894237768,C,D,-19.72499307893361,D,D,25.64014493311213,125.57350830300153,1
Non-Veteran,-26.95733495548498,D,C,-12.262315024300984,E,E,-117.61840109392001,4.645020539445203,1
Yes,-40.60741424728364,C,A,84.98056611986837,E,C,-92.23074684353702,-21.36167218248371,0
Yes,15.555779103922148,D,C,-119.97051879827858,B,C,80.25309278970498,29.818974389511116,0
No,-7.341983991374324,C,E,95.57233614727777,D,C,83.27734587611607,-119.71512645735665,0
Non-Veteran,-212.36706877224893,C,E,-38.733487326094775,B,E,117.73532252367107,31.323488522961068,1
Yes,44.77494021579672,E,D,42.33440617512398,B,D,63.18002266230033,65.88003468013488,0
Veteran,146.0479433483463,A,D,-57.48860631239936,B,D,35.622173329405435,1.2959838376492878,1
Non-Veteran,-305.6601838466052,E,E,-41.578168845729344,D,A,200.9096742923814,25.44427249239658,1
No,96.78545085181229,E,D,125.3826254176304,B,C,-122.50758172079873,-96.26252626067803,1
Veteran,73.80066658326989,D,D,-55.03445372525948,A,D,20.990254971292206,12.555813335450233,1
No,8.495656320329708,D,A,-24.727525389720864,D,E,5.3742849849288845,-45.224813158531155,0
Non-Veteran,-74.2668437419547,C,D,-28.898509472518086,D,B,40.772657036439156,153.4798171071468,0
No,-4.2145732942302025,A,A,-148.7901680595513,A,E,4.970019454235993,8.189625386761913,0
No,-17.505029174305466,A,A,-19.46921271870742,C,D,110.97837193174547,12.196379005584953,0
Non-Veteran,34.87516812395529,C,A,33.811323261892625,E,D,-72.61113104131537,-163.50460328995777,0
Yes,117.23370090985894,C,C,4.703710626966712,B,A,80.61301245128547,68.92859039524795,0
Yes,-2.286956274568279,D,E,78.94238526578343,E,D,-85.01070884800454,-74.05626282906373,1
Non-Veteran,-37.46217017684758,D,B,-147.08568178221006,E,B,-72.9754293276126,53.44163413249441,0
Veteran,57.07107871252282,C,B,37.57642598969711,A,A,9.674186934331948,109.84140498032104,1
No,74.8108676480346,D,E,33.30942973939621,B,C,-85.69835519791239,-47.22502084105889,1
Yes,113.22047408359732,D,A,-143.86060753461928,B,B,-73.29122761690348,19.947845161749537,0
No,-81.95805286026179,C,A,-4.395639186484333,E,D,-49.43433495909035,15.655972683711788,0
No,-55.215276484920075,C,D,-105.00476500270544,D,E,22.394852450113618,-151.25893462918341,0
No,-193.39164771295694,C,B,-125.42424552871836,B,E,-257.8631082072929,57.06756259828569,1
Veteran,81.15616930231698,C,A,-87.42315373050715,D,C,-19.87757374007548,-52.172937653193394,1
Yes,-13.5508764769286,A,D,127.52564343521551,E,E,-186.11699820638253,36.40548405622985,0
Yes,50.89145485119767,D,A,-206.7627742704382,D,B,-50.24457975153822,-169.56857103187644,1
Veteran,-38.79921475016578,B,E,131.05967907585256,D,D,-79.71929488678843,-63.222575725783216,1
Yes,102.68747227230538,A,B,-26.632612283624834,C,B,109.03916131751772,265.50944303286667,1
Veteran,144.3100467077203,E,A,-50.21992337766752,C,D,4.505834002573287,68.48304624868423,1
Non-Veteran,-121.53340001932852,D,A,27.73065717504457,A,A,-31.807549368881148,256.4799901426798,1
Yes,197.88122002855627,A,E,14.716474566448406,A,D,109.88129292036875,-99.08891070219829,1
Non-Veteran,108.5909603070149,B,E,49.46035699341063,A,B,-43.54448737650061,-37.964724995980816,0
Non-Veteran,-137.67331440371646,A,B,-20.719807555429394,D,E,109.85863178658732,-31.55666390067807,1
Non-Veteran,-204.95412464712012,D,B,-2.089674521416263,C,B,192.20357066529573,-93.07912010916861,0
Veteran,-9.01373270700564,D,D,14.768309664855671,A,C,-11.848867104966713,15.685121427958462,1
Veteran,-84.7872283660411,D,E,246.99318517761344,D,A,-141.30673898337605,-6.142729381249415,1
Yes,-40.24345753093206,B,D,154.41090621207488,B,B,-141.41261669678497,-106.11625346217602,1
Non-Veteran,92.90272395549457,C,A,69.813329059779,B,D,1.5651179517329215,-11.515590810657402,0
Veteran,108.17219427907261,B,D,198.08822288267086,A,E,57.02620315550122,203.38586174492588,0
Veteran,-58.80563596864036,A,A,41.37503231023283,D,E,-8.456213145686933,-62.65437131085778,1
Non-Veteran,46.595717366906406,A,C,73.52219185064169,B,A,10.435569913866173,2.2333460635505107,0
Veteran,81.76684441237298,A,A,80.44539323377,C,C,85.97687265159838,-85.96351378278081,1
Non-Veteran,191.1898579144776,A,E,-8.27488645201096,A,B,-120.702390868038,103.1977996535093,0
Veteran,1.034058457641125,D,E,-30.211205254485517,D,E,-12.257082731419226,-126.09462022497632,0
No,59.039317884299045,A,D,65.01434122312091,A,E,-5.260311351107521,58.764191007952846,1
Yes,-12.061385989249864,B,B,20.32022182156347,E,C,74.16092715543456,104.5787685794343,0
No,142.6617906232433,B,E,-53.093970070471876,A,C,42.529208423967354,12.553701730804226,0
Veteran,-55.353835295690544,E,E,-4.35946730501703,C,D,-48.32005153970586,-2.2228572546917387,1
No,152.62242035384043,B,D,-5.554246677552575,E,A,-4.304235147278199,107.87753811198728,0
Yes,-51.68154665081778,A,C,71.57784119519488,C,A,-80.77765195295585,-50.081278673078465,1
Veteran,85.87639913653051,E,A,-3.269226383677605,A,E,32.44522711848292,86.67022040274684,0
Veteran,-140.75197712509038,B,A,173.84651872574008,C,A,153.75581782563884,39.37114645108808,0
Yes,-13.796718150193108,A,B,16.774341310417,D,A,-144.16541338742988,-166.10729497124112,1
Non-Veteran,-109.49061835208187,E,B,114.07553929801355,B,B,-113.44846997217178,22.9507327072831,0
No,174.66463754308427,D,A,143.2735976028128,A,A,44.451005752986184,185.4464566623766,1
No,-129.35566154144823,E,B,-62.34859076357305,C,A,120.62910303640462,49.570999243072905,1
No,-37.57046198672195,C,A,-17.99287429202334,C,A,-66.11833444898187,16.12992504065853,1
No,71.04616753847772,B,D,-88.71132074027864,C,A,-39.4904176975424,13.766756351496811,1
Non-Veteran,-53.34124092631652,A,C,-84.0709646631111,B,B,136.20740217066458,-99.87503124324394,1
Veteran,-179.03846277928966,E,D,35.61710726639682,C,E,-5.648174410656061,30.601839423827105,0
Yes,167.57696474741977,B,D,74.78755427507573,C,E,-16.617148863038388,-19.285671327193267,0
Veteran,-33.875222223197106,E,C,142.50316190253594,E,B,125.41776965037441,303.5420444199386,0
Veteran,93.89224478520866,E,A,-47.987728496591,E,B,-141.30292224963554,30.384865598247764,1
Veteran,-275.19678255827057,A,A,73.44043214748395,E,C,61.97868481126883,19.751397691349222,1
Non-Veteran,1.8996492210858078,E,B,-40.97426893798779,E,D,11.954438023139149,107.38300771656102,1
Yes,-18.635767331218766,E,D,-118.4350987452748,A,C,-12.626385081641455,90.35331747184405,0
No,99.67506641841679,E,A,27.00933096726971,E,A,28.61014485565758,-93.16104519560355,0
Yes,77.74021252189031,E,D,-16.898422818358828,C,B,-60.777848084787855,59.73844301177568,1
Yes,173.22597299023585,E,B,-3.8906839490468017,D,C,-10.392834646786877,-163.21221160504277,1
No,-22.97607958213984,C,D,114.1101942391554,E,C,95.05473094022291,13.587223030796789,0
Veteran,-105.67781744489977,E,A,-88.84098051703319,C,B,-40.260270172329,73.77344565491735,1
