Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
92,A,A,D,-10.473768730614218,A,64.96973628778453,B,160.9442053835293,-32.89250820357324,B,17.407144694754486,1
47,A,C,B,48.837084283181156,B,-102.47932532473045,A,96.83605053861312,-19.59367802564268,E,17.571612390081437,0
61,B,B,B,-19.19061168934132,D,-111.72989575689931,B,68.52245023137993,106.0838722820244,C,-90.57997220760296,0
45,B,B,B,-32.37762693563924,D,28.952644510325293,D,-66.64685641670341,-48.02445546422396,A,-29.125190317972827,1
65,D,A,B,49.801632945014354,B,56.22538282429185,D,-96.58224726137165,-162.31497350566048,C,173.85433207009143,1
59,D,B,B,-119.41468306421213,C,26.877840734349746,B,-15.074002684263235,-5.1199104805856255,C,36.73168159299652,1
87,C,B,D,12.813136475590573,D,69.92764570006429,E,22.586421008720546,34.672794250709885,D,-21.87965659342852,1
92,A,C,C,-214.77698587141413,E,88.31142106683639,D,17.116514318838885,121.4772127288843,C,-55.491867116422654,1
87,A,B,E,176.0439545922698,E,1.1921010119001616,D,-35.242182864624084,-196.12130026354308,C,-139.67788162773238,0
37,B,C,D,95.7585006492126,C,92.19118905493183,C,14.365647831914702,-138.9538737328908,C,8.660970776449343,1
39,B,C,C,-8.579311641561148,A,-72.67891842461299,C,46.66231523983898,-108.78168066539942,A,-86.47138437276158,1
95,A,E,C,106.2927143351721,E,-96.36515171415222,A,-24.267696469561717,116.60008256740252,B,63.209688713641086,0
80,D,E,C,-157.33495246040766,A,92.7206924682331,E,-23.747092730654444,85.55088921493487,E,125.72927349119306,1
42,C,C,E,-14.361974589684653,E,145.71566056346012,A,199.2216095464667,-62.429308789656325,C,23.34402807328883,1
48,A,A,D,40.673880497444834,A,4.239816605264281,E,-26.118720723286575,-16.341308128426302,A,117.50371776456443,1
76,D,A,C,-68.40144360796256,C,163.29439329584525,B,258.328247764308,146.8237377936691,E,39.65282432415368,1
35,B,A,E,-0.25200223003095434,C,-206.94607381450797,E,-106.70053413010861,-80.3826307762813,D,154.8728410209875,1
86,A,B,B,-29.573605394760815,A,42.86315336192259,C,236.90220760325693,11.835489251702985,C,4.999358720377009,1
30,B,A,A,95.34520893138779,D,37.54441969069144,C,113.42108526566588,-29.527395902320563,A,-41.97194329705205,0
55,A,A,B,-66.78477116861038,E,-4.996535333296519,B,-46.85317261548859,168.86078186670204,B,105.90595533037987,0
85,E,B,E,-155.36497028526412,A,-15.418461574206283,A,53.11909800950395,-13.180133911854721,E,-3.583209823734718,1
70,B,B,B,-4.228065396079402,A,-117.17935431450141,E,-83.17874387320242,175.08720221619475,B,98.62675339717306,0
67,A,A,C,-7.88071803455928,C,0.06596455386921099,A,-109.32152849347356,-13.362910882198051,B,217.83711696300148,0
27,E,A,B,-118.54635864253689,A,4.429279888112745,D,149.66334507337086,15.754323079814903,C,-74.15497248020527,0
94,C,D,B,-230.61687926929005,D,-76.43578010085092,B,21.19630160271715,-2.088755628038293,C,-20.112176077965728,1
71,C,D,C,175.49258666736856,B,63.10185289423761,C,74.74649980008412,-149.89018239165887,A,-12.081401449849965,1
21,D,C,D,-50.45927472062672,B,-18.228821929028804,B,27.606193557097313,-141.46546367771214,A,-162.81011771203526,1
44,D,D,D,-84.45910814933552,A,60.3518769770415,E,53.785501237034396,-103.64939883859772,A,-87.88347188410289,1
74,E,A,B,-151.957077544456,B,44.272517031458584,E,85.8180609072587,26.307478080231917,A,60.06304046641468,1
97,A,C,E,34.455007544527824,E,-117.20199866590453,E,-75.62571697990131,-2.2436226435892714,A,-17.400811039388035,0
44,D,A,B,25.194917678242547,B,119.65384303643869,C,-112.2623609757403,-44.45798429507372,D,74.63443147376884,1
95,A,A,D,59.08887317302278,E,-76.78671829196232,D,-106.57382418323056,23.402095751356004,B,24.90831677185121,1
88,B,C,D,201.8126256148594,A,-16.833847153981946,E,124.01425466778433,42.14952195721979,A,71.98439219398665,0
74,A,E,B,-20.143865916082383,B,11.124881022111893,C,119.16517320216649,45.79304749532388,B,-45.72342308132677,0
22,B,A,A,95.19445001814884,D,-196.07683774200817,A,-17.855305514112484,-47.59272317584067,D,182.97888436345514,0
41,A,B,B,95.16483295379287,A,103.621226791665,E,44.85602712621142,49.01053808661471,C,-105.86035652857542,1
87,C,D,A,125.99860285351467,E,65.8413284615236,E,63.35780874634157,-121.2335815644059,B,-106.01654199392188,0
96,B,A,E,58.04943049810295,D,-57.386756085049626,A,91.80795316459988,-178.92218477436717,E,-94.66286292470738,0
72,E,A,E,-139.06046974831668,A,-198.48709683160627,D,-17.444602362517195,-49.153302028453226,E,-16.97612095908975,1
22,C,D,C,75.07755758857816,A,9.469275349262666,A,337.23443446125094,-130.04357595512488,B,148.23738611878105,1
29,D,A,B,84.43786865470325,C,40.373429423181165,A,-4.218783433634636,-19.953674443454407,A,-90.1015414051069,0
44,B,D,E,31.884991273377256,E,61.77105693311462,A,19.442833732463292,81.18740047212123,A,98.871305086792,0
61,E,C,E,-127.1515223076336,E,-111.27811055371868,B,8.27835269392885,-185.698418503813,A,-141.37591276612014,0
86,B,B,A,-5.13552983849775,E,96.7961977516253,A,6.703537395198972,-27.025705922658044,E,47.37833676353232,0
85,B,C,C,49.27791521505448,D,-74.47849069701003,A,30.114249044784202,172.67651514295514,B,-73.11482451840541,1
26,C,B,C,-9.44665139301931,B,-89.9921135979414,A,-1.7778349218908651,64.7520028023973,E,-257.107858858764,1
81,A,E,C,33.61724560165382,B,-10.452242598327675,B,-0.42446915359261744,47.268399905613094,E,21.426169351504377,1
20,B,E,A,-61.57661086531522,D,-40.345436945313374,A,-16.264202703107493,38.25922802288502,B,-136.3177902902366,1
63,E,E,E,56.34811355552084,D,-78.31919930345498,C,-17.60477878314412,104.70999055740037,C,-63.22379870119953,0
70,C,C,B,-27.96117405493121,A,30.684441694834145,D,-108.49333326864394,-31.57289232344625,B,-91.77749753787276,1
62,B,A,C,286.1519584865709,B,227.3464877526714,B,11.822992995711692,-138.61825745747285,D,24.58006753576516,0
31,C,A,C,233.67198454694517,C,55.85734222311874,A,-65.5722596720104,3.9054938883213173,E,-102.3392473438965,1
95,D,A,A,43.5295863098636,D,16.71454282896319,A,-29.04300096883335,-64.44522859060761,E,231.92189641842825,1
99,B,E,D,-76.42324209029441,D,156.32876690991785,A,-139.9229947953102,257.60862401629254,D,73.20638042098683,0
65,C,D,B,79.58848335548733,D,-139.1606001022047,B,151.438041377017,-18.835590710791514,B,122.17357694969209,0
53,B,D,A,-28.24052291978007,C,-2.4184250451696685,E,32.53171067906223,170.92912759388628,A,180.53944786163595,0
66,B,C,E,-66.57834682974965,C,-68.00133930740165,B,-91.18443302798974,78.93302514650838,D,6.182370019625441,1
67,A,E,C,140.65640591078997,B,-78.47658242705599,B,-47.5063519949753,70.43745338477973,A,-128.4396857400381,1
90,E,C,C,-28.26204410888883,E,-81.00958637576082,C,-17.053833176269617,-189.0225295968699,D,91.8522089100944,0
95,E,D,A,30.887845365940965,C,2.0639026069587363,C,-141.7663534000148,163.18350829645775,B,-0.99451430532882,0
59,E,D,D,80.96330169866513,E,266.7315754800052,A,-64.08355126441798,84.45094236536542,A,17.910134444086086,1
78,E,E,C,-52.06870787535591,D,25.2457950535791,C,-85.45563860979527,-55.76167737117781,E,-17.562158288617443,1
87,E,C,B,-27.970965187971142,C,146.84749904643596,E,-41.41106100287711,79.43375464412436,A,206.48156903602128,1
73,A,D,A,46.14682509144028,D,-11.578636804884045,A,-43.620633375871975,86.93913596220436,C,49.982700627017955,1
86,E,E,C,109.81387276148213,E,43.89572739981901,E,-55.51052398906009,-1.7111276752359281,A,38.20458540548923,0
45,A,B,E,-30.252486805396707,E,-65.06627387282607,D,66.97269359269585,-42.12330098265714,B,202.8619574011514,0
31,D,C,C,57.697316930557804,E,-30.04333715273465,E,68.59547508543653,-87.86776332772433,C,-105.71813206652867,1
96,B,E,D,74.47881263802769,C,-29.04453827572252,E,-38.31456931364322,25.838722729082576,A,-219.03523699326374,1
70,C,B,C,-23.607489912720204,A,15.310034176061846,D,-103.95973972501787,-255.93266763425189,B,-100.96707954609887,1
56,E,D,B,-96.61587308741379,B,-20.568067231222447,A,-159.8467580916709,35.734374806301545,D,-62.289977852434234,0
99,A,E,B,-42.19477011787512,E,-157.51834089690422,C,136.32717902217794,11.021745499075854,C,22.78104701025613,0
89,A,B,C,-46.49965756743944,E,88.13747394254179,C,26.295102958415573,55.19824335136079,B,-193.61198937544154,1
77,C,A,C,-126.84312501878698,D,5.307584373161459,B,19.979873376260475,31.410685933340755,E,81.34510271819886,1
64,E,C,C,-75.83046110137677,E,-297.2577881826298,A,83.87468439020151,-138.2530901954396,B,-132.41091336873123,1
61,E,B,B,41.649898882715405,A,21.947039869819633,A,107.73585076896491,-48.81282507908496,D,171.3232944865353,1
89,D,A,C,174.91737971635675,A,4.298358686140987,D,-37.986541522805695,3.612051650029365,E,-26.25186074261434,1
53,C,D,C,-202.14612684607937,D,67.65429727313116,B,40.88130244468983,-20.601700997833316,B,99.61153352599183,0
51,A,B,D,-11.335386505879393,B,-33.63439026524621,C,-67.9574102140197,-3.7167202424361534,C,-18.59822162770555,0
83,A,B,A,-20.971617520435206,D,-1.1359947003993711,E,188.72143142764924,19.898941203162728,B,-15.3286449635314,1
40,A,D,E,-56.21645824872724,A,-43.70090183714112,B,116.75739137800412,-157.80209420293164,C,-43.90435109146454,0
38,A,A,B,22.150432035011374,B,-61.19769572283715,C,-6.446745138859663,-80.21088418181627,A,83.63150846706428,1
86,A,B,E,-26.163880416819392,B,57.208497283483,B,-93.79350955015883,-8.797999657051363,B,284.55163064312404,1
56,E,A,B,87.12485768251214,C,133.53644961340103,C,-142.0762486121263,7.396103292219874,C,11.119807843043239,0
50,A,C,A,6.450474894966391,A,68.61358107307727,E,98.08851647947067,-84.35693693106812,A,-32.25720369040612,1
19,D,B,A,83.77124706592764,D,-44.728643731047725,B,-151.3873879536063,-182.66579414574096,A,-137.87812490704684,1
56,C,D,A,84.19803781782392,A,-142.68598368268331,A,85.262440211981,1.2023165247189187,B,-145.14773881687893,0
55,C,D,B,36.256766722403306,E,110.51667424548953,B,-26.3541184146708,84.64439661375535,B,70.16851576136483,1
55,E,B,C,-15.340252478092967,C,-154.8684934097787,A,7.049565354255365,-167.10488802004292,D,-31.127742199812143,1
37,A,E,B,-46.75658224824944,A,78.0273129534011,A,-52.8056321536962,-79.17103864835128,E,-93.52638315492486,1
50,D,B,A,-0.9083521928203365,B,-41.211545720483024,E,91.42335666080352,-78.95712161409556,C,-96.24869896708262,1
33,B,D,E,33.94626158948845,B,80.78162958633328,C,-76.91707356628345,-6.1420321525723,C,202.3542513026761,1
33,C,C,D,-37.00294785892948,E,9.688812251620778,A,97.42300412170405,101.95072491358552,C,-142.6158763706806,1
65,C,C,B,174.4824776440962,D,5.237440063604788,D,-67.8326626486732,-65.56862533399172,E,86.92788647152156,0
45,D,B,C,-127.55492587683777,E,93.79730595716124,E,-68.6193634433889,89.57624992053688,A,91.00248984412794,0
58,C,D,D,6.646805356299216,B,71.71217458949381,A,58.771352149445654,-61.58916316713804,D,-11.912787408701348,1
