nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Other,31.944665103747106,21.759828341421482,C,B,134.1641689544798,77.58343998602676,C,A,13.545684804357075,137.3743786160256,0
China,-56.05880756742536,0.39048021535469174,E,C,-98.67051134361692,32.67863488056133,A,B,-15.638597910943847,77.2290788568927,1
Brazil,45.5854277739331,-27.669462760030473,E,A,-31.7431200659538,11.71487966016615,C,C,-185.2420386325367,56.7224240627063,0
Mexico,-44.0225605829394,-113.00879632691941,C,C,-253.57469720418032,-105.2241503297832,E,C,-125.13787276637112,113.95548114717977,1
US,-132.0171513261717,-69.93774926778498,D,D,-255.81989935783616,-47.420616635443544,A,C,-6.625975238052778,57.90302725059513,0
Mexico,-64.68701956462978,-51.58134114401866,D,A,30.248161887732817,62.01846941132027,C,A,146.79842551459592,-32.23422882322776,1
Germany,0.1166719672397982,-118.88396535455404,C,C,92.76533416902085,-10.694871345774633,D,B,-131.06893634602054,-209.0832208245965,0
Other,-82.63736028297377,-97.7654588067853,D,D,-143.18824859166264,84.49925148827752,A,C,-111.88111442956654,1.6656746454244704,1
UK,-2.269091285281448,2.3281856255955478,E,B,-168.67993892277187,78.2084519511617,E,A,125.83070634022143,68.78319644431942,0
India,15.186316226987447,155.2090131269277,A,D,-10.26085094282993,-74.4582667541078,C,B,23.17736142494546,60.205581952283474,1
Mexico,33.432514280437076,69.13853883807695,E,B,-135.49962693159696,-42.18815814114849,A,D,15.69694276560529,-140.4104546549902,1
US,-4.06991696199619,-18.660646258036227,C,A,-202.0995162564564,-18.28434186235893,B,A,-105.09920912777137,-41.45682375074527,0
Germany,-35.877128513394666,-8.783057863022513,D,A,-187.71270238668785,70.1767432381715,A,D,-89.78626442290903,-62.476052291559405,1
Mexico,-1.644125495090188,-200.70480287883018,E,E,-91.24572763054658,122.42805319099233,A,B,60.05673703541273,-75.68520937273505,0
Mexico,-0.8265852388465377,166.29445836995822,E,C,-212.87967942432533,-116.81950094668132,D,B,-74.81057035388274,78.25711159292261,1
China,61.75479735734272,118.44961435794312,A,A,4.946233874271563,141.08578220823907,A,C,4.693597258447384,148.0840890402521,0
UK,6.411482389290761,82.65262596980256,A,C,-1.7156329014588152,-58.762125112954024,E,D,-185.6069723917184,-79.49181343558507,1
Mexico,-134.88100656331122,-63.74655228347505,E,D,-72.11608268633395,31.582718885840162,E,B,78.40717759791521,100.00660688085709,0
Brazil,106.57033213593772,19.451232340066085,B,B,-45.73557393233017,-96.25421510048304,D,D,-68.99882467512671,-288.2274791093668,1
Mexico,47.05743839477519,-231.58795385557164,D,E,-13.870807453983042,-59.568693583258295,E,C,112.90051159554801,115.56302571974942,1
Brazil,-111.07973490292405,153.643576818445,C,B,159.29699411638106,-80.49116685244802,C,C,100.15983181196417,-109.92822011346458,1
Mexico,-52.784557974425574,30.631541268184208,B,B,189.7234884240421,110.07838517332074,B,B,4.421206201520232,-21.490177397309626,1
Germany,-55.68668668343415,90.36524519695054,B,B,18.888155772381424,-108.04314497715612,B,B,-10.72061911230252,41.28747861858796,1
Mexico,69.9134471476392,-118.88138332621293,B,C,101.01996637961825,16.348192218496525,B,E,99.06394952099348,-33.85979815207316,1
Brazil,28.450442851325885,-134.41866243486197,D,C,-51.68810397280621,-25.789264242246627,E,A,74.45593811111398,97.42864153889421,0
China,-30.491129899512266,-6.834434674703041,D,A,87.60698509601073,274.7551719887133,D,B,36.32284271081713,43.41382035074311,1
Mexico,55.11083914108882,-220.76465243461755,D,E,-6.59666389398434,-4.535749026566563,E,B,92.96101819727596,80.23900686997233,0
China,154.47226920598186,46.72200043036125,B,C,-22.569329226618358,-106.48316829311125,A,C,119.41213157283286,8.038392382588189,1
Brazil,-31.610622884482943,-185.09377158512171,A,D,68.96456759458806,-200.38960738182206,A,D,106.02338635321871,41.35775226928413,0
Mexico,50.16886164528256,184.6072413602985,D,C,2.875969460981992,50.8446437633758,E,B,-228.27886154655155,-25.42245529098795,0
Germany,-22.599169019579104,-56.77726526983442,B,E,-186.4712554913279,104.9689287890335,D,D,97.82207516518282,21.62915444301747,1
India,37.24722763455741,56.352286786865804,D,B,82.53746856952556,66.84820227535758,A,B,34.01464176562506,-1.3673033206813463,0
US,24.423279495279438,-1.354985387717215,E,B,18.24585593014291,-155.0573723456997,A,A,85.19995456831799,183.5472180691562,1
US,-62.70422872940432,118.98758275977332,A,D,114.24123705943462,-59.014584353091884,B,C,70.10890937560144,66.95087770355019,0
Brazil,49.078084040433026,-26.714687581478163,C,C,-35.03240231845754,-6.447361317220049,B,D,-171.31391992395055,-116.05953748365849,1
Brazil,224.0151646560159,-5.087531120693661,A,C,34.46061532913296,-103.04942682276292,B,D,-192.95610828387163,-100.37175263654439,1
US,-22.9197147268439,-76.72010859786303,E,D,18.34406211479008,-90.85895953692045,E,E,-68.48241689331022,-151.95459181036713,1
Brazil,5.916807830387701,-111.45660124795343,D,D,180.94752489671652,-32.6867024191262,D,E,-79.48490220951176,94.8011733241229,1
Germany,-105.57986186924941,-211.71001300697273,A,D,51.63267948016003,-220.70547707883202,B,D,106.04426238078347,-98.98625463409711,1
US,306.3320035166268,56.77140017552278,C,C,-61.13147851942604,-29.149669055950124,C,D,70.29748036799582,87.58977301097278,1
US,41.28115069767275,108.90379256405222,E,D,-57.61224138094413,-287.6932628329317,C,A,-266.0905675532038,33.18536225892449,1
India,34.23055550195524,26.076781831960545,E,A,-98.7096974766285,-69.41200983871771,B,D,-33.328815515701265,47.391674950074695,1
Other,24.29358325782648,-76.89923154283616,E,D,-157.3040269861191,-13.29514664448157,E,B,71.47477694832108,-81.27031984681835,0
Mexico,0.10519759630146659,5.869737729579662,B,D,170.9955155857127,-89.2244038135745,A,B,-16.658303780143328,142.5694311498939,0
US,-139.6946893580429,-111.84067433263363,D,A,-71.62748778242161,-30.2941033514599,C,A,86.18202397560766,30.0417844265691,0
UK,44.96300547257117,-62.92639226195753,A,D,-31.344641769474023,-144.70793739520417,E,B,-134.82332931286925,106.27113575197544,0
China,216.53417364131488,-58.81032365578679,D,C,-140.10517690839518,-39.24878763887338,C,D,-24.85308391483277,16.299119802222428,1
US,175.96133354879157,47.769110513073656,A,E,67.70978811134302,-113.24942038968837,D,E,39.296724941787716,3.7808909071937284,0
UK,-111.80619862069332,30.72527013707567,E,E,-2.1560187966126216,22.234181395650083,B,D,68.30479889767619,127.4455293271368,1
India,197.70876489358162,111.78962425593228,D,A,-123.3337629432045,-132.97841879790315,D,E,-167.56768847361803,-120.40336886566108,1
Mexico,-152.9278980621983,-63.62386194122934,C,A,25.321388457497296,0.927241949988822,E,E,-99.21226124883079,141.37617644088593,1
UK,-126.08008539387056,-247.6691206874258,D,A,-10.751247493155304,189.49616965470793,D,A,58.073898487120346,-22.652014071639666,0
Germany,-47.25288107883217,-75.01389529866054,D,B,-174.54146390705108,-114.64062295129362,D,B,-7.802130992596523,13.362919697228564,1
Other,124.04602928498178,-49.75621681706199,E,D,-68.54399623671613,111.30326922075047,A,D,157.5374001506236,17.547755915744432,1
US,-159.90942060238217,169.57016881308752,E,C,15.276546808731778,43.32758932129395,B,D,115.84885536397734,-58.129264304540804,1
India,101.95905627048107,149.2609021685681,A,C,-2.93796553274813,-9.824259982326824,B,A,23.718596515270374,127.89002011927903,1
Brazil,-60.2247718057433,-142.6915974769301,B,B,-34.03311566178282,239.51432684024124,B,D,18.17648076710992,-44.06832679737478,1
Germany,106.56491811261357,-138.21375640145618,C,D,47.595102650962396,-61.7260742166625,C,B,-117.79672621498433,-77.8076492544474,1
US,121.34383243773168,-85.42721259448848,C,C,-2.6613036045044938,217.8166478860795,B,B,78.05091856289866,199.0553886656488,0
UK,-158.28535813627377,-54.262416187600074,C,E,133.51877667437606,-100.86165089201333,C,D,-74.11762460610797,-41.011962295129614,1
Mexico,78.45591334094509,9.397811446630984,A,C,-186.65017084141783,-47.38900349485521,D,B,-156.8654454799902,66.62191748740297,1
Brazil,188.50450760384027,77.80327389637878,E,A,-28.153613134324896,-123.82692287161738,B,D,21.317510860519647,-116.81918427048532,1
UK,-50.53677943248043,25.886546800825272,A,C,-49.065995140929374,81.21837640447386,A,E,-96.06687815891699,-309.81469160733405,0
China,142.07613292936225,0.2405882450469032,C,B,19.793654700518356,-38.82982600349394,D,B,37.13938619508996,27.914129985202678,1
China,-27.53305063339912,-32.687509246450446,C,A,14.544183566293256,-97.50511490236958,C,E,-199.28295576727623,-112.14812397133667,0
UK,-287.5136048863406,-166.66876037876654,E,A,91.14716496018447,-75.17191321249267,A,E,-25.745565118784477,-60.20622359488259,0
India,-28.334835085314918,53.09278854802512,D,C,-142.17520643562787,22.0448134762779,A,B,-4.519434256162479,23.281202286566405,1
Other,-112.54707936923043,-181.12923005572912,A,A,94.61597655575108,-166.99442155433306,E,C,65.9638428387302,-31.119568823529402,0
US,32.867236567100775,69.59646182009668,E,E,232.678901578461,-102.85669972553089,E,B,-92.77580951694179,172.15671171346608,0
Other,-38.04851261548516,4.727632311328912,B,B,-258.84402187806586,42.9699485347076,E,C,16.071119828594696,93.03575060617914,0
US,47.69514649429234,168.57603370356026,A,D,21.195204249355196,-85.16994296416371,E,D,20.285943136530726,-36.22048813686617,1
India,-90.47390167666157,-19.4703349740487,D,E,-154.16563857370303,151.7880997154837,E,E,-6.236852447476488,129.2243472593676,1
UK,-241.06113006101032,80.72068930214333,A,D,25.569275247613515,-45.4728962715837,D,E,-7.217066985082797,10.466987394628964,0
Germany,-101.45486934687963,0.8742214697773325,B,E,96.69148003664837,183.5815635025833,B,D,-65.9661796866646,-21.662694334829812,0
India,18.134848809434214,71.71583106471383,C,E,83.29931808694654,-91.6753167913332,B,B,-78.58348621397596,44.1492222982018,0
Brazil,116.71044773466781,61.55470510815072,C,B,29.16827387280525,61.206093713164314,B,C,126.7044216331132,-54.476873080563784,1
Brazil,46.82413352024253,-10.045711014273314,A,D,-20.288551189067075,133.79378712432677,C,A,-139.38467420410885,-50.261572300053444,0
China,-77.20620489291355,-134.70175448581517,D,D,104.05658630879779,-93.11549204108078,B,A,86.34906643774501,-64.12741049084268,1
Germany,-56.00383515774314,-14.708910094210987,E,D,-173.58951524256474,-3.1521335809632345,A,C,-0.046509651253829554,68.11199572012532,0
Mexico,-177.53426329626106,-79.19274656417572,B,C,-26.74872127524094,-168.6145125860373,E,D,94.80140194601834,-128.84660943682027,0
Brazil,-176.34422628493502,-127.19077177022263,B,A,65.21931616119177,140.34761433819472,B,D,-66.66991020809816,81.76425478863581,0
UK,25.97254684655707,10.692456599307354,E,B,50.28694164845834,49.25453303329057,E,D,-171.55089728663208,123.87539324638269,1
Other,-70.64935208669753,89.58477740559341,A,D,2.359971636708599,-12.107474358074535,E,A,-67.64889316275469,-53.77668123020013,1
China,-51.41165827865406,-72.44807664484179,C,D,-134.90075744117757,-20.48687062552685,A,E,20.7848611603049,27.475529588321766,0
Other,74.36882413529739,-245.37149154323328,D,B,196.27713547221416,193.63629277956898,A,B,-78.14016673315662,-13.311270770465649,1
Other,-70.71292073528329,13.530778999735105,C,A,21.07073774661999,-124.24678716820895,D,B,111.73635934663781,-163.708174276484,0
UK,-33.70474296699392,-22.347020124017845,B,C,-0.6729791438115672,-37.42335231695115,C,C,-15.577785610634049,-1.8707765176911715,0
US,-129.24954816989674,101.92438444673948,C,B,75.40110516919421,202.18531403834308,E,B,-111.76111785443052,-163.18911584226151,1
Other,24.106867344237916,-28.830010484687236,D,C,-73.62340876674615,-70.53137187499685,D,B,73.83872419514236,-88.059144772418,1
Germany,-75.40855217689885,49.11105114702969,C,A,-126.3149447385034,-65.97945994457733,C,D,-57.500147647998354,33.26979745839586,1
Germany,-55.06064421606992,-129.51716654766338,C,D,-124.09804533310908,113.39574997556157,B,B,94.74811194866335,-42.596243893404946,0
Brazil,-8.693671280338707,38.365919724577175,D,C,108.70773980376023,46.64754593951718,E,E,-7.5714259571851965,-64.34976406658461,1
UK,-86.65246128083297,-37.70674133728717,E,C,104.18407998268775,131.98477792161373,A,A,104.62643427367104,91.28979138128864,0
Brazil,112.5045953066403,-131.8330613301269,A,B,-20.68671424183168,-49.656654969347436,D,B,-66.47081915779852,73.62906496812941,1
UK,-38.7026226766083,-71.85311307981078,A,E,-26.296254927608643,14.3716426985621,E,A,100.78946379995084,21.20778500756146,0
Germany,15.320310536564916,-164.65308169927403,B,D,166.24746602866895,9.594356756820678,E,B,87.54206207907082,115.03423855366613,0
Germany,-78.7586093963799,-100.4924618868633,E,A,-37.94654772444935,15.746576466596057,C,A,48.76546832348901,41.28510602180588,0
Germany,-121.24190922325194,-69.70781304410112,A,C,-84.97042575212355,-34.211758903100105,D,D,67.69437961205958,75.38837543349204,0
Germany,-3.215043309086775,5.222171138829154,D,E,-59.67059384321701,67.4533525983393,B,D,-60.1433316431708,-15.350363573316958,1
Germany,52.94995493792276,228.4301778114822,D,C,40.56711948930245,-73.46671444354051,C,A,67.86122297700543,-42.03900570615786,1
US,-27.465970046683303,63.102452981034006,E,B,-56.37186436185595,16.205181382277306,C,D,-66.689654780181,17.271352448509774,1
Other,-16.399920965424794,106.25635508724338,B,D,-145.3517928121181,-38.40894367809831,D,C,88.80821960088838,9.687477886904961,0
Brazil,166.58690605589112,197.39844607099067,E,C,31.479088476412613,80.14024973321122,E,A,1.9378356924857147,-246.48371413967251,1
Brazil,-157.73657962213227,59.95015610116774,E,B,-74.38895606408386,85.98528338273326,C,C,-92.18295120936126,5.867957505458507,0
India,6.868732677704625,-84.80797422075116,A,C,-46.06487255878619,7.104510471299852,E,A,-89.87876790201723,11.469967816285145,1
UK,-125.39360714925864,154.58911313278608,B,B,-159.79280852688865,11.564886188400815,D,A,103.04409326025012,92.61122161499242,1
China,-130.32284579604183,13.177545995567852,E,D,-35.99259166184456,128.18185856686307,C,B,46.68059296498453,-68.00822323067138,0
China,-104.9263224722903,-118.25165719401143,C,B,-210.81995534774447,-103.43884711191747,A,B,35.765194969723915,-99.32471945118697,1
Germany,134.21095182331385,-181.42990564783176,B,C,43.21927214165199,-20.734070927979552,B,B,45.32246824882177,74.61627681198982,1
China,-27.056298185326327,98.47328845690993,E,A,-67.48434883185375,36.74785680883049,D,A,170.69457329767127,9.154309494147512,0
Germany,6.727919202197112,64.56991598666471,B,D,157.89941675800276,-36.81446399898601,B,E,-11.916210578903355,-82.2102013101471,0
Brazil,-23.701372758435582,-17.71977153031377,C,A,-163.68588369802083,-64.15332955438767,D,A,-59.51858798776066,291.586046945436,1
US,-88.75555331250494,45.80382738439144,E,D,61.47705987991819,-50.87726969868328,A,B,130.15188707816765,102.50189110304804,1
China,37.71567917710838,95.2373715819274,A,C,-125.72987301348665,47.9294002812381,C,C,89.56899801116178,80.69165011913158,1
China,16.93664306679948,67.98931926501672,B,D,31.44462597608738,7.514754199410061,E,E,-135.13879915444596,-30.228406707047867,0
Other,-43.69859630493648,232.07514190178733,A,D,-68.46268504186318,78.56176683131046,D,B,-106.89720067112036,35.650608072322335,0
Brazil,149.29734519131057,-78.5979911453415,D,E,15.46879580808933,-104.07580157571215,D,C,82.00403057820337,-240.30831911968048,1
Germany,-13.185280406132813,46.681915060602805,D,B,-91.68383352500024,64.16016536243548,A,C,-14.59983610105089,-96.69036652450316,1
Mexico,-54.369816462586876,-51.81939532447852,E,C,-123.62893036590587,5.830241428506103,B,E,-147.22699213774126,-165.51429305222808,1
Mexico,2.702836824706487,-190.047838807431,D,A,-162.6715955805415,-379.5700909617744,E,D,119.71766564794588,31.266747561362756,0
India,-153.33045562662718,110.69459779850945,D,E,-139.8978742253353,-94.83654636301866,A,C,186.4368802161628,81.24843075171393,0
China,138.42960207794295,-12.3014508275645,C,C,-155.65106505633912,-74.50975419028384,E,A,102.68446798151291,-51.98057061139284,1
Other,132.82670948107574,-18.74995283878079,E,B,-72.67994976559073,-140.24349952657738,B,E,-98.44853262365054,-11.120085415187884,1
Germany,46.52186960748732,32.38896394074038,C,D,139.42659941423204,-69.60941792045212,B,E,124.10521890334456,142.1838514747081,1
Mexico,12.622161081029335,-118.6421276335902,E,E,26.333930613598195,-77.13611249826883,C,B,81.96971170144464,-83.22809994073445,0
US,-13.00277190609351,-1.7755240456303063,C,B,-78.0579028538967,-57.97654172667875,C,C,50.84056367285863,-105.59224281610673,0
UK,7.672067030667565,22.132716697156823,E,D,-69.42026741812019,-25.631868439198595,D,B,-45.923120892808335,48.17642082144,1
UK,193.4069233403171,28.786281910611706,E,B,-29.49995998378409,-41.28494092987844,E,C,73.03187257114129,-35.056863504147856,0
Germany,61.76886671572559,7.6569163472673605,E,E,-4.91435847188638,33.75775325005099,C,A,65.30201832888577,-139.10230464566268,0
India,29.67835032857964,-69.80380566535558,E,C,103.00643503626038,-75.66511279509139,D,D,39.829937687884936,-47.621584005844156,0
UK,-45.441897442728454,-103.33092251917388,A,C,64.04546190731799,-64.60773643621116,D,D,-76.87186271466963,-77.27166940443392,0
India,39.87728026580111,-71.50416762055927,D,C,-53.285228907302496,-94.12419222005836,D,A,58.85981121995664,-111.32595795752334,0
US,95.28357326322958,31.648579904764762,A,E,68.80010052770871,-169.05359135207362,D,E,178.53789356620763,77.79506913351833,0
China,52.79781443518535,208.15249483045437,C,E,80.55706611184067,53.87259563686707,A,D,8.768848074132976,-50.665431453682,1
Germany,121.59874278508185,64.86919932592198,C,A,-48.5001151619634,-14.907132754145975,E,D,-96.5519698906302,112.14994482117469,0
UK,-46.795989281049906,-0.17636390691187467,D,B,-25.28405393340398,-13.526689497934626,C,B,-252.1999288137757,94.89787177232076,1
Brazil,128.13814283291572,58.66577446082918,D,D,158.3370704958523,70.46813195600369,C,A,-138.62767830809585,-108.85813130079826,1
US,61.08032224072176,46.728923411256716,C,C,-8.871232171633489,63.889794075760655,D,A,51.12589655622447,146.84127912052455,0
US,-0.1294949336842498,50.225007074260056,A,D,-42.613451847036586,39.235247504624624,C,E,-105.38620429503189,-56.02310627089017,0
Brazil,141.18988386778426,7.581315463768837,E,D,-233.73743477360577,-50.6093874954234,E,E,25.643653090850115,104.09217063739959,0
Mexico,-158.10423818646075,-100.59562960569197,E,D,9.463492915616373,-91.12039844813486,A,D,100.05301022710115,-45.362202840060014,1
Mexico,58.00701756848884,14.328433955159634,A,C,-173.9672718646966,97.09703232625982,A,D,111.62679263320561,-102.72860804605868,1
Brazil,154.79083500094941,12.640896228334386,C,C,47.02263548793529,-130.50452331369559,E,C,118.03033738572005,-143.8534356388275,0
Other,7.097727891444482,-179.44814877617063,C,B,3.6051738734291994,67.62865245072408,D,A,-142.98225410179265,147.02040043861183,0
Germany,-19.960445385258684,-12.913959410397549,D,D,21.02073694207746,-40.50746810796112,A,C,-66.27946883725234,71.7531845580137,1
US,-73.12624869036895,-85.45937318414406,D,D,-34.03496209519445,-23.75670810577499,A,D,-6.526056647299041,-70.53054236723092,0
Mexico,-157.97931748740862,-96.86702412916102,B,B,14.29099418974247,79.48106033754893,C,C,152.43155540856435,-89.66186792562928,0
Germany,138.35536988080014,-24.707129312001207,C,D,-105.6381606009272,128.20544529043732,E,E,133.62208379490144,-37.095529641246536,1
UK,30.743923837338293,168.12499213180584,C,E,-25.46318169941715,-95.21351063339752,D,D,28.27010919959363,248.6214646697548,1
Brazil,-114.13497039273648,-72.82426545809385,D,B,-48.20897458746743,138.40792901056665,E,B,193.1735804137056,23.96911761535681,1
Other,133.3115228634112,-116.86073398397303,E,D,85.81308754258139,-166.77258847478174,A,C,-51.39986081878695,81.3324195128969,0
India,69.5031457886616,-33.662502833629574,C,B,67.91493955765539,-89.18023343136866,E,D,-39.117629130229524,-105.06881668878209,1
UK,-78.30631611891835,-86.45544220456435,D,A,-52.29882059224116,77.4491224130405,C,A,-35.71362506640946,-74.86653922564805,1
India,116.74791574279712,187.39190437330183,E,C,-34.95603312234727,-80.93712118276986,A,B,-111.47754632149743,60.10355186188019,0
Brazil,-118.81255628223406,7.825181566724416,B,D,-140.39001719022636,149.6834073771171,E,D,-30.682055269858534,22.797704895380637,1
US,-131.24016602439102,103.7124809777203,D,B,72.30533079067851,-64.17077687183703,D,C,-41.76301520642377,104.81408070682454,1
Brazil,-99.79821659945199,25.281858497130894,A,E,13.538178644866699,-155.28215239950057,A,B,91.43541453599356,-125.75108020676369,0
Brazil,265.39350825506347,138.3347099553489,D,C,-0.3780612444291417,-86.81457037779853,C,D,37.34538231412515,41.594648246077234,1
Germany,13.169411810161732,-5.829480665349117,D,B,223.56021054452643,-64.56879123164579,E,B,44.42786539817233,78.3144979128585,0
UK,26.34309333953646,-7.608184876556823,E,A,-67.41224808373623,-116.02293245869994,A,B,-60.90559012643475,-58.38232268229917,1
Other,-79.12536663077381,-85.34472732197965,E,B,90.45535209530675,-71.40149397672668,B,C,129.97633219349882,-39.57886802444124,1
Other,42.77030049334233,66.4758922362087,B,C,48.956161845772165,116.70353166933036,D,E,71.64141515422489,151.14183959872017,1
Mexico,-24.899247453115482,-61.358239740200936,C,D,-84.75229226048883,-61.41886288956135,A,D,149.36504002488925,-13.922721260957275,1
Germany,59.60179159836936,46.00908679423393,C,B,-28.916767589450476,67.6015000067568,A,E,-111.99245102034905,-33.12397749159105,0
Germany,-59.11920886714282,-63.82474726275893,A,B,135.7295084617008,17.097657582787015,E,C,18.907504048339838,-73.78659348813922,0
Mexico,-22.536823524662235,-235.75494241404496,A,A,-12.715215596670838,218.76083678901227,B,E,-257.33027199090844,-43.184681755165805,1
UK,103.12840467477909,-20.770355362136726,E,C,11.43994861219727,-22.31154749371455,A,A,6.63323226201659,-51.536888041381104,1
India,22.26132300063553,-65.38784655551318,D,D,52.10122410490846,81.52171315414972,D,B,38.10016128027798,-2.2536893742278887,1
Other,60.66022925521132,-201.7262663400849,E,C,6.0244941745001395,-140.60144327266983,A,B,-122.48681392353573,-63.127013498217465,0
UK,-107.9800241192645,-49.16979728606371,B,E,-151.4122899154826,-203.6662376290308,C,D,-131.1435061726937,66.95298805652067,1
India,259.78817899497744,-34.3883893319533,E,D,-107.46906328495899,31.683054437677637,C,D,-33.950030282217305,-32.702880995915855,1
US,-58.41440444876041,-22.511673222025543,C,E,170.66302627025738,121.3122842617236,B,E,-63.832717595143926,66.03126526736477,0
India,52.31645239485159,-55.46505405108949,D,C,-118.15106911315989,-94.92347745965785,C,C,134.52751669033148,-43.24511298277102,0
US,173.4286972215306,-155.65194399700866,E,E,52.76951868530133,72.02179458964108,B,E,41.80788440658747,132.03511336214603,1
India,-73.59272631263677,-163.13471417643657,B,A,197.30862574017172,-42.64106554099875,A,E,-76.75315530050007,-167.03856173042558,0
India,94.57477392305633,136.5348968402054,D,A,46.75578620328687,-65.44820653354432,C,D,56.90288765045651,20.377768636214384,0
China,-83.30905839611712,-242.88636457613043,E,B,99.01993377195038,-11.354552782938134,C,E,-24.0144972057348,186.06488136791043,0
US,38.95273445202467,-112.07037707672252,C,C,-147.2987098991889,18.23239342109319,D,D,32.786405136905664,-15.666760062504498,0
India,-77.87058498239465,-142.56518935080925,A,E,-122.71288843522339,-147.71973857537722,C,E,162.8042505739278,151.3084804723892,0
India,-88.46109346647872,-30.0939929127916,C,D,27.349865103434762,-94.22936647683606,E,D,-152.8045163497171,213.58713193670317,1
India,29.668184452173247,191.0134286518379,D,E,43.319390144815856,-5.641321433157742,E,D,-51.80649079485933,-29.73650200640539,0
Mexico,-218.38002370567952,26.49992077401912,C,C,4.811105855361853,120.80942270875774,E,A,-97.08389967873904,-42.81864521791592,0
US,141.68779115612017,-15.254217757777349,B,C,-50.20726301769574,-221.43618808796947,D,B,-85.68291914057322,118.75529543262806,1
China,-206.37806429760528,39.53072210501869,B,D,-131.88598744196665,19.492238090374617,A,D,56.02444233139108,-89.5873348178723,0
China,-65.3089138422189,6.019004489017069,D,A,14.82077152762524,87.10079109829839,C,D,114.29653018482202,24.43885355465075,0
China,-56.42495605713206,127.43008513009761,D,B,-41.91493169424149,16.93611573451797,A,A,184.7393802605104,35.270770335513205,0
US,-112.33686681367463,-100.77884452841008,A,B,73.84233962499583,39.809387341030515,C,A,20.762959610257383,-51.43923319130971,0
UK,-114.86286329054025,-59.88737772704567,B,D,-80.61025369558942,-28.115942627886426,D,E,81.72501488480664,79.21413618829666,0
Brazil,-76.42709363314076,30.632678439452732,C,D,48.920179388386394,203.729623617876,D,D,16.3884328714697,-3.0588598972796435,0
Other,-146.81130443971068,31.446760802957442,D,C,-21.742475826348347,-34.00963655908772,A,E,-33.07166117048468,143.79623732074646,0
Mexico,22.717230819143015,-114.33419579162194,A,E,213.63629402185657,-49.43444955294154,C,A,77.58602949416071,80.70024001816303,1
China,-59.059385887811565,-106.9335146794842,B,D,26.562073727875106,58.69350714311374,B,A,121.58839708440503,141.73227436787624,0
Germany,3.7748958695830352,-131.2390754456358,B,E,163.19071104909378,-11.41076335923104,D,A,-59.12868590337064,-26.949136425550265,1
Brazil,259.387415918466,-105.82770338676961,C,B,7.158371142147218,187.30725430570033,A,D,8.472595378131214,96.45617030536357,1
India,35.82057249153384,-69.23168754852334,E,A,-37.74831301834466,-123.63030358478485,A,D,90.2613699846934,-103.34330192321866,1
Germany,-154.08624424598264,-103.470103064902,D,A,-55.97424255898865,-31.180704376165767,E,E,133.23853916428362,-78.70267043701003,0
Other,-77.59270501296069,-75.17482970934589,B,B,-112.01842069416084,96.21777166967605,D,B,76.91869968380303,-50.8260831020334,1
Other,-74.64519705451403,-52.160018588684075,A,B,140.9276133043055,-17.506271781961573,D,E,-41.21965231835541,-180.682443768888,0
India,25.48448620685274,-116.59911821037478,E,D,118.82667584434283,157.59258110836126,C,D,163.32760645089394,28.089095266596903,1
Mexico,-104.62527411772797,-38.742142880178484,C,A,21.645317675054674,-45.32333850785699,C,E,15.063217377472911,2.569256400069885,0
