Disability,religion,nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
None,Christian,Germany,270.68179670607356,D,54.30916879317698,178.7959824202634,183.36940421527092,B,182.88450774402216,B,66.75146271413578,62.922430335380085,9.096584780405992,C,9.422268068740781,-26.189773870318728,A,66.40082904313947,4.299530690250808,1
None,Other,India,-72.71398850387637,E,47.4229545551969,-35.44368283291373,-327.2137887632891,B,0.49470174935727945,D,55.60795991105487,-10.252822671473385,-81.63794984479972,C,21.46387013102384,-58.54837389930324,C,112.09626592383557,64.84982411815801,1
Physical,Jewish,China,116.87106593907646,D,-67.8685366607938,40.77204815797527,244.39681580074094,C,25.799368666350475,A,198.0626992238838,-181.71878078910018,44.21850592251485,A,36.33996880901999,-28.72670681911009,B,168.3519281773572,68.33129952035546,1
Mental,Jewish,Other,-49.64081198078713,D,-102.1262626030109,-18.10090285417464,-92.42293750895023,D,27.868054405608945,E,101.6182693115232,52.66212070765175,-6.201683224411371,C,-130.598451782553,-30.244953769770948,B,-207.16842292669787,-10.82351125525948,1
Mental,Christian,Brazil,-42.29577617702006,C,40.76350241405234,-56.26069989098655,42.50745191363389,B,-104.41549543396673,D,98.69064695463798,152.16478098477273,126.50500601781536,D,53.1652417501869,-186.3291483187196,B,-178.33802094056875,86.43045481573034,0
Both,None,China,34.804801275359615,A,32.72333141719431,-90.83464164824309,-11.841854572729089,D,-114.44506736148105,D,138.00269745428514,-50.620205664545416,-18.135006250607034,D,236.0909546980419,-28.837237676786998,E,39.45633465934082,128.46689638184588,1
No,Muslim,Germany,12.672746295184249,A,-195.627601460285,-43.0522931647843,54.364188478511466,B,19.249345105217284,E,-158.41048398291042,49.56638906934901,235.86091850178707,D,-104.3455098408395,-40.73285497701885,E,15.214205895826202,62.690836596864386,0
Mental,Muslim,UK,110.96598752251656,E,176.67881417073806,20.497226968556664,85.29695150677694,D,-43.43039872526706,D,-106.03729826820141,122.26827244938028,50.89203646747048,B,-65.6795807122522,148.50191751361436,D,-103.04505266790358,-44.441989668634115,0
Physical,Other,Mexico,80.75896685013777,E,-6.809710902398732,79.72120555470735,-68.6292835416064,C,50.29848744859663,B,208.93366543528452,-36.66482136615918,-104.13168414118421,B,-88.50520547919561,-92.67047613652679,D,102.182663428021,-13.495604998388563,1
Both,Hindu,China,25.705093962173077,E,4.654563558522349,99.21761285230664,58.45245509700442,D,16.651720607838673,A,-82.16946357478312,-230.92274238354662,-73.62937125054859,C,181.9500318360867,-46.575322674142924,C,-13.275228731549374,190.31890559811671,1
Both,Buddhist,US,-150.98895762911374,B,-78.14184409538795,-31.226414018172488,-124.07492552568742,C,-67.54384437301485,A,-190.66088014833423,-8.950928064486915,-22.78641471926252,A,32.02328549461975,143.47906053543684,E,-21.729729682004354,86.37959557057631,1
No,None,US,-45.15066918296025,A,3.830574085205078,-66.96403358247368,-29.07869776767995,A,-45.80431188190059,E,97.8884259737406,138.2211600957885,54.008109516426615,A,-64.25019727088359,38.11081202977047,A,-103.16209506586766,-20.67403794101579,0
Yes,Muslim,Brazil,-68.6425803252278,B,181.61179034877156,-64.34194411318609,-121.59722867784704,A,-59.94086700290154,E,-139.45761079867106,85.75492535149817,133.65011456838977,A,-7.718522234310132,48.19410755212011,D,-89.27275684529336,-93.91484333906637,0
Both,Muslim,Other,95.1195939864592,B,95.88735376966855,-4.228830173515508,63.295980622838734,B,109.70160610101236,E,-3.1725620317883765,12.645469799470128,110.57758282414822,D,-78.3938004738244,-14.795290130333056,C,12.504039738470778,-170.76047799745783,1
Both,Jewish,Mexico,83.36902961081239,E,110.25260916039228,55.34170889076782,103.81676576230359,B,56.87385268398894,A,-92.99832944485617,-178.79295637419213,-18.270352536546604,B,-28.13435796269715,89.08307827537769,B,37.51712979720022,-71.1771725835298,0
Yes,Jewish,Germany,-79.87419173375737,D,94.3669434280337,-58.57405775677596,-22.761468293139135,E,62.060572546809446,B,-0.20267409544955203,68.46543922859237,54.31770120783251,A,-23.005523759333453,-179.0401333253756,C,-58.289595982095086,7.233888127318479,1
No,Hindu,Brazil,-70.0404897175011,A,-192.78597961056695,-10.549919085622395,20.23474039995708,C,19.083025181802608,C,-27.84130990018901,50.648155000040795,163.78486991855488,B,192.8701763774799,15.468051997981918,E,-140.93009988615242,42.06666145270306,1
None,None,Mexico,-23.343184129400278,D,94.40782473005409,16.56416640507458,56.86163723431742,A,-27.84443248449162,B,13.544348857364815,-20.24000238177071,96.0131780332496,C,63.08645007389999,65.9255671184839,B,84.14842491347443,50.27619212620398,1
Mental,Christian,China,-166.36213438927942,D,-104.97120444102823,-24.510501868713572,207.90560544265801,E,-32.245091126658785,C,174.31165051107465,97.7713024061546,21.87609032872761,D,-155.18118480568427,-132.44901174747162,A,-62.97714658060184,-84.5834690440954,1
Both,Jewish,China,-118.18689673470575,D,35.514556846436,220.89788222207864,68.34587292309777,A,67.88406360176894,B,-93.3337283993032,-68.34372374281548,6.0505229621375936,B,-125.2467928347021,-7.6735388380075005,C,203.00544401462724,-90.70392258614152,1
None,None,Other,-156.67042538640047,E,6.971564314750293,4.393707922669581,123.10196106189721,D,108.65673371626605,C,92.63318681354318,99.61144911763702,-85.57192479190702,D,72.68173528700959,208.98917214005536,C,-145.9334425212859,99.96107705913103,1
Mental,Muslim,India,32.85204773410113,B,-6.553612493841538,51.71201702197281,39.70288083955626,B,-58.52634220498538,A,-155.20804300475885,84.27357861649793,44.57936958890614,B,2.9771391962959197,-277.3592901712757,B,44.553707594658015,-199.3165978823507,0
Physical,Hindu,UK,119.84253484954014,C,-27.794095013950137,149.3433592047388,32.436432628427994,D,-105.89388563048978,A,61.39380430632551,-86.60762500791972,13.22806554123009,D,20.030052654099663,111.86183030252343,B,169.61007392049612,84.486806219684,0
Yes,Muslim,Mexico,-10.750128608456402,C,-62.89360468134135,39.39403344223442,-50.83972051376187,D,80.97338921505897,C,110.91722814378022,-10.371931909448042,40.64518913894156,B,32.24004933785734,-38.415006105821426,D,-27.728993697240835,75.00660638737595,0
Physical,Other,UK,-3.2385850957344156,D,173.85531217186434,-51.30678742041215,10.114996356205534,E,92.5829087112029,B,-121.0593193254812,84.98382864400179,-98.09788389991381,B,124.13760100973393,12.131716112222197,D,45.314448420586615,-72.11141700293332,1
None,Hindu,UK,-29.083235408878977,A,-154.08435208914122,-42.43981047663205,-100.72829781762375,C,-113.51400602164763,B,-70.05838583890599,45.95464010265206,110.59601955823814,B,-59.543834330313906,-19.852515505569706,B,-12.451189212458026,52.83153786157981,0
Yes,Christian,Mexico,189.31072190631585,B,-44.97626679022417,111.92769976458527,-33.10071307967834,D,-138.44682914811133,B,103.42773847231337,-29.398385456939693,28.467715991226463,E,-112.3947006058529,-67.95828673371896,D,79.59736956004612,130.99516373050696,1
No,None,Germany,192.26618932518392,E,163.67879231886576,4.010558290392254,-39.456505507242284,C,58.9546495849102,B,12.323765898374234,-33.07215042370286,20.96922142692332,D,12.965790175664207,-42.62923425373008,E,-24.20536196166287,58.118716560445726,1
Yes,Christian,Other,-58.06888191286289,C,70.06592054740818,-25.4711879397447,-117.99653615291929,E,207.3007882084454,C,190.69648758686358,-46.57000225768365,-63.92390432515877,A,156.6622227411882,35.63718307357615,D,-106.73276962578409,-57.25124202932965,1
None,Jewish,Mexico,14.465951033743623,C,-31.775659577767197,63.46443402805795,-29.295311887898677,B,-41.37071916525898,A,157.94324528271625,-116.87258007093004,112.34196339664413,B,-69.57840272446498,221.73675166677342,A,-50.46139801499535,-32.54849827782721,0
No,Jewish,India,-82.5742666393389,A,94.62268619840873,174.4783731536709,-33.74644661255047,C,-88.86938716268104,A,-92.40579525073314,-175.44578183411608,-65.87423176571808,A,-128.3987964731186,72.79790009281334,D,9.059333874897312,139.2566202539575,1
Mental,Jewish,India,-59.06842307536328,E,-86.61346965699941,32.64298143729724,32.22417753413278,D,-17.736178620328193,D,-102.45072102948156,-210.8590893166383,-170.83860099063668,E,-91.11297633631742,-106.77044090183429,A,-113.94462849957003,17.34407273827368,0
No,Hindu,Brazil,48.24802927677108,E,84.24169455000836,-39.63540786382792,20.56892498036384,E,145.0010187137779,B,243.23475661881727,8.239461677272303,125.21429658110456,A,5.12423155835468,57.35794484425056,D,-80.67828905344186,52.57401791121538,0
No,None,Germany,50.87106319632632,C,50.25281743909724,15.108491920952732,-84.7315504408803,C,-141.04431566421297,D,-99.24738338837143,-21.903772635998585,-48.80870206636548,E,-168.26191664132148,-84.79842575394481,D,-38.40972272264886,-125.54763136071203,1
Physical,Christian,Brazil,-17.122958425480952,C,-25.363270188880023,65.50469246773646,117.07324150517184,C,-129.6847112320473,E,-78.26813022535042,2.263780296180339,215.85518635423716,A,103.26295951613946,-4.587783312352237,E,14.504723858151694,30.499831606609302,0
Mental,Other,UK,-78.43473642430341,E,78.59587647562702,-119.81111295594229,-44.04872710176006,A,-100.36644963660477,A,3.4077391857509634,-71.9419583885977,90.35024469026578,C,-57.11459086944921,-50.376562097562946,E,-27.930553143001006,-105.01473649827292,1
Yes,None,China,8.41136488950482,A,6.14019549359502,35.75699572906012,53.94029353777556,D,71.34185298269537,C,-45.80024642287112,105.38310111712255,200.3260304648182,D,46.22609566506203,-181.6267508201012,C,128.7473285505275,124.71573769175608,0
Yes,Hindu,China,-116.1185420578849,C,-22.60746783385962,-182.3700904483332,120.65881690238547,E,118.63416769799097,C,154.0536142394858,-100.93265629471703,73.24228647892939,E,60.033352062317405,-17.787000278818102,B,90.88889859215512,-65.96820013927265,0
None,None,China,65.35810416250482,C,18.59917841438077,24.21687647893434,-38.787617084774965,B,-38.71568055669562,C,-53.33067791645894,113.2806476414429,192.043643395384,C,-73.8904158651549,41.649393341264854,C,4.610635145457748,127.52045768466012,0
None,None,China,192.43735704239901,D,-87.78211190658712,-44.21660472854165,25.329886185333176,C,0.9720005136820031,D,-163.2047811696699,59.34866628873178,100.54799980909692,E,33.678753300114714,21.043034997185444,E,37.87007524386324,105.9566055821395,0
None,Other,China,146.50051916231627,A,-96.66112558315942,188.63550821572795,222.6929745484914,E,88.32412218401473,E,93.14679783788665,-64.04255387382665,-6.329291161948411,A,47.28148881732708,9.378901381088657,E,-155.67673675991722,40.42068792529182,0
Yes,Hindu,Mexico,-5.578181841021768,B,-78.20389277364679,-88.26175942550863,146.1052786669879,B,168.07162492191742,A,95.44329671750044,-102.00753343251515,-140.91127291594808,C,-103.7164822815682,-64.48106177579061,D,7.81385451785731,189.74236901658503,1
Mental,Jewish,US,40.26441848533576,C,202.30750457059915,-84.17618734523829,8.46731928736641,C,-212.2272218569687,C,2.917528774791623,-62.454843011931004,-70.5019778889145,A,-21.087878400585446,-58.678520744141295,B,83.29885691909544,-75.31906374942177,0
No,None,Other,-78.79947555985343,D,-26.357235620390675,-117.48443282649235,109.50571745326233,B,-83.16279658694398,D,20.698518320362165,-90.55680146896185,31.73729149521844,D,140.59433821968406,-24.357829591830416,D,-140.72407007286216,-16.53307951341592,1
Both,Buddhist,Brazil,148.93136507263554,A,161.89261079309665,-40.331010761261915,-18.380818444671892,A,64.14152713343904,E,2.408212235791996,-92.29038309369867,78.12111754105042,E,75.2437137965423,108.3528564106677,D,-91.39539088318345,132.0512275346735,0
Mental,Muslim,Other,127.98591659193856,A,-114.30918525856974,71.09085039731686,51.97843166801797,B,-1.967962602443277,E,-77.14779477206342,-106.1107117865651,7.059508307957943,B,-46.49501815303707,-90.9118606378898,B,-167.80847478473754,-233.30410664635522,1
Yes,None,Germany,-1.1760436586714291,D,-159.8078862709964,-27.397282735076512,70.38685264306713,B,-68.6214122880323,A,44.374620450896835,-8.982467931025944,-2.1640427241545237,C,-29.756524017125397,-126.19852822545394,C,7.729426493717073,-38.37331839361581,1
Yes,Buddhist,Mexico,-152.95491560804066,C,-19.73775496278433,-36.332046962968164,-27.767128512450768,E,15.284347214770818,B,-59.825431634341584,92.37749747582622,188.92671792656904,D,27.39349930853382,-149.9140822556863,C,-0.7640332911683893,85.16593950872263,0
Both,Jewish,India,100.87788435891365,C,17.5363135814477,-91.38003986373654,63.43319614701092,B,-62.893778112294065,E,1.9542614572889998,33.666392645585844,-38.34307130313747,E,-82.17168517214583,62.253222065538026,D,-23.944709112143173,-188.2548560879011,1
Both,Muslim,India,-158.6407444933434,C,8.70336107847374,114.2438822496286,-215.12685464960572,A,-31.60848215066331,E,86.27874122830293,67.09093057192113,-18.73969711925838,A,-53.36099916302015,0.7995115569425618,D,-60.880496812167664,58.8704145005544,0
Both,Hindu,China,205.82027697075458,B,37.18928192144738,-6.630048792451546,-128.6511373991861,E,-68.28639521521728,D,-177.7297127408576,-68.42978501564828,-149.21438095983558,C,-0.15565568299955856,117.87113934624549,B,-60.23046224336974,18.822829138696232,1
None,None,Germany,101.4700728940524,E,-36.1371526589766,-34.900514316733044,66.81889146525222,E,37.78397465528896,C,19.81428798015449,-26.337923672916247,187.02591103383534,E,49.109962711876676,-181.52240052483958,E,63.04451493893968,-88.27756897177092,1
No,Muslim,Mexico,134.46797569959173,C,48.15804281778158,1.5047419689489083,47.71263639877478,B,-70.10034558427112,C,-93.79428606318686,-133.76010111036086,97.3478840109417,C,28.97787442154606,-182.5876769960409,E,-29.07042918657651,208.21745928806487,0
None,Hindu,Brazil,143.06933038346747,C,40.26247673983256,-48.393780579658284,31.558415302527905,D,24.663287713511643,E,107.71918063848618,159.6303458744607,-75.91642824810083,A,6.531608836743907,6.93204387727296,B,14.136832877135856,-102.47150818496893,1
No,None,Mexico,119.66768444739672,A,101.13508148271755,77.06364128812712,-108.64971169603561,B,34.5288982765129,C,-148.02342464509053,104.8406153000041,151.1006347082028,B,92.13345745397982,-71.73651025632097,A,-9.101509208077486,231.10361486823297,1
None,Hindu,Other,128.3533329885832,E,-36.76400361690605,25.767714215914246,-277.6286579270081,A,108.81635719915035,C,91.95527093844291,15.182771103592971,-104.63852271385959,C,-211.2408165753025,204.47785505962446,B,55.936538674946924,7.633349656616767,1
None,None,US,-142.61083970563772,B,-37.05167473384908,99.83388013892625,-14.256115939194682,C,-76.92308513097342,A,-59.603212174279605,-280.63527107669137,-13.045015235856571,C,-83.26188811465546,81.76482868206175,D,-132.67430630566048,17.958673742629124,0
Both,Jewish,Germany,-7.326881287907877,C,-123.25746566123877,143.44151212453522,187.89441443633524,D,27.141056876079993,C,72.03649129868226,183.6496555207113,-15.769900776441592,A,130.00194632726013,82.78459976252694,E,3.730071053335334,-25.891716708815725,1
None,Other,China,162.14676672711695,A,-20.429022523063292,196.3599673999482,-32.96022697856354,C,-265.9053686530851,B,50.852600274143214,18.347432155477524,101.24697295757387,E,90.94764805358399,-11.444485902056526,D,162.3368820005878,-19.15871071448128,1
Mental,Hindu,Germany,63.208803203788044,E,109.85086975567324,64.32814675224174,67.7739054488143,C,-116.5757480066492,A,12.269630676005823,-75.19625618647542,46.63348806758164,D,-50.597644962226966,-16.078218354127433,C,-29.7118066021122,-27.342341134927967,1
Mental,Hindu,UK,-9.535530980333402,C,-58.59118098307676,152.36004736027445,49.73042114858717,D,-26.152655105546184,C,-41.79173093486682,24.50818852575873,-107.62362494003082,E,-67.71756561969164,-62.75843566767861,E,52.315047254179284,-193.3237391266192,0
Physical,Jewish,Other,116.29589301724555,B,-114.39800513598802,-26.889802822424695,-114.82554959807318,A,-69.58577945949042,A,100.60537962080886,-205.40797794687688,-114.40958575185323,C,-85.99039426385522,-35.14591568685295,D,-29.8730204953858,25.32573146668385,0
None,Muslim,UK,17.69712876850932,C,5.939771604350289,74.89169968356454,-123.31748760627099,D,179.5779550179652,D,-28.52900731673066,0.33519310350424647,3.139432372535833,A,-152.02500044278364,-6.066352171669265,A,39.332187400186186,-36.92855304998259,0
Yes,None,UK,-37.39839573045096,A,-72.40747386348104,24.487623267724267,-71.96419733400887,A,-60.21596267146507,E,-61.33987484291995,-11.174616273717868,71.07919486922893,D,67.62475546392243,-42.48536377339532,B,110.95061476150848,-2.201636823928745,0
No,Other,Mexico,-22.98246192820915,C,17.91071232297575,-124.06982532870106,-73.23732189432559,B,34.75342463072432,E,21.561690786354685,-17.91068767002469,-17.280043528988994,E,49.997554253249696,157.40019100163906,A,78.31246925532771,-107.89462671669719,0
Both,Jewish,India,94.1844341363769,E,30.998283312138923,97.12212217048513,92.60598884348971,A,-34.591260935875226,A,160.92007163424057,-152.9109346022562,-130.8790913674233,D,-142.33727351961087,162.02409975409032,D,125.13860877702105,172.97448146525164,0
Yes,Hindu,Germany,143.6895678387316,D,65.80225317099466,-6.569739897229435,32.41592196054684,D,-153.87793533673536,C,-13.076802216690167,-91.08871777629925,-107.36973498608604,B,124.83558135332358,-50.487807104234996,D,23.558362836553844,12.81109628988151,0
Physical,Jewish,Brazil,17.12530587661532,E,50.37866750157691,58.915167227611995,-32.34945623170892,B,43.862416064721685,E,-78.9712620244444,-114.86567189452688,-17.518232936190238,C,-110.06481885663979,171.54327535274942,A,-0.25580878289504294,-86.83201149090286,1
Yes,Christian,Germany,62.733094003819275,D,-87.1366288456082,91.69501473405516,64.62091519031708,C,78.48812157001079,A,-4.751406900050255,-71.8511345442567,-163.3734143265634,A,22.49022523367111,16.800871985907502,A,150.06758400439276,-131.74164676097277,1
Physical,Hindu,Germany,36.79294656136971,D,-22.164525446381585,-47.18848495272921,37.73571602986743,C,-49.77407368826144,B,209.02899276601815,252.43238831970055,78.31388302077424,C,75.72697187561181,-107.35515576979444,A,-58.62089338873465,144.18839204769282,0
None,Muslim,China,73.79432642943652,B,-7.5669892706784845,91.48807930964188,219.95169313733734,A,35.0430061904345,D,65.53236453985842,47.17968583602419,71.60962853919963,B,143.50648765665855,84.47660019200679,D,-115.07874764350066,3.048373108321057,1
No,Other,India,-75.32201849862881,B,73.79675195851061,-19.873907636806912,195.5748011618777,B,-18.696569510080188,B,-6.427256129498332,142.62768753345716,151.3765909980882,B,94.51251508369987,-13.263100295404442,D,-152.07361792364136,-59.70070202336265,1
Mental,Christian,Brazil,124.97856126972123,E,127.26117308952378,38.2331141817252,-79.07627737049772,A,76.86023683419818,E,1.9652564058867992,-70.68782905360742,-118.56711460016707,E,-13.52924008033951,38.4192418449873,D,227.94169883675303,84.83846451002906,1
Yes,Hindu,Mexico,18.664357866522955,D,-9.626503880977094,-1.1170147498340084,86.48208544085844,C,7.447957913241473,C,172.61684870662316,27.308037748853064,33.09958639167307,B,2.3021901626938126,39.22518650375141,D,17.020059026099325,-53.71644979470166,1
Physical,Jewish,Mexico,64.31539129853367,B,-105.8558312864356,93.02912058368624,-70.22693594457263,A,-11.048481426263486,B,67.23088500302558,25.068030686428955,11.156814752829911,C,-10.106522528931814,150.61403032676589,D,41.053757061683264,40.23266643540997,0
None,Hindu,UK,-55.0140085940834,E,80.92683857834619,-111.9515945237033,149.27460812546673,D,-30.806951323292846,A,-61.99821432330751,-6.536242783833236,-103.41086650132851,E,128.7892261934668,-277.41022961060355,B,112.53065343236682,-103.28199593802687,1
Mental,Buddhist,Mexico,-5.4214508042749765,E,-146.25166607764783,121.07084808231545,-11.327479093016205,C,-62.5889702127274,E,240.84497279743383,-22.087576385953767,-64.95522019689403,C,12.692466663335994,31.313954241157262,C,106.05435398412273,37.844280632930584,0
Mental,Other,US,255.1026809148864,B,-1.6806384961048249,-16.739460318653258,44.6291277739231,B,40.77003639001913,A,33.22558069519909,91.0564613422445,-43.491466371858415,B,28.75914229126942,77.83296575345408,A,-26.540771404347147,0.007677826431586626,1
No,Muslim,Germany,-3.251557025841785,E,2.9173761307327286,147.2404544151082,-23.138139516692963,D,-37.2922398947081,C,22.971761728358928,-123.54591036064791,-31.148542977094817,B,-76.19445958886617,32.111677897986965,C,-53.23855464890349,26.228282106388445,0
None,Hindu,Germany,15.655252822451239,E,-25.7437509529412,315.0402335480494,-88.82153637859295,D,-97.67365068706614,C,-139.05582308037552,30.9071398105191,6.085067188707985,C,-67.39459125325206,-91.30143525811137,A,-144.5913031377268,67.87900012157468,0
Yes,Other,Mexico,125.46874522620828,C,-123.8882076516318,-34.193118938834175,-4.5739634028577205,D,69.26128062801439,B,-152.13094194828477,-133.5261123375493,-17.848181931088686,B,22.10271796579851,-158.73274186011204,E,-167.28217316106847,-205.18692743251202,0
Yes,Jewish,India,10.409973884305474,A,150.97336769140762,-142.71457343156482,88.11831384367133,C,-132.77944683385712,B,56.54041981212373,217.94453726045643,51.46609505598244,E,-30.539982040326418,-151.38734800286718,A,62.549916132999506,56.13049241914677,0
Physical,None,Mexico,-61.58158941289405,B,-30.586581461703705,-40.63817944099447,-264.1631955012816,B,7.35700385728477,E,-28.63236604675604,68.48421790639098,-117.47279954670324,A,213.66433268441853,-132.87255718781933,C,-4.652351155440165,-0.2862410134369881,0
Mental,Muslim,India,-12.479979386225216,E,-112.19907599600648,90.74633610457309,-34.8457614035741,C,-6.159670036641916,A,82.15287778602101,63.462959564609676,102.05757523143208,B,-110.75247651010132,71.06633546993687,D,25.857513476555937,205.7919667541158,1
None,Other,Other,68.8515322227777,A,139.2245432580929,-61.577693708609836,87.02057053543851,A,-9.096732127055592,A,-93.76256716605297,-75.32328763641297,-22.942530504401066,B,-139.82716943461543,132.44174968218243,D,-163.7035388581799,13.384626328596921,0
No,Muslim,China,-30.703718632187858,E,102.64343817239482,-97.41105349117146,-71.67634971591409,C,96.09909220017055,D,247.58468097759035,-23.56080135636589,52.615892663463,C,62.32489930942927,-211.9844255802299,B,-205.19002011773,59.40568929422887,0
None,Christian,India,-82.40937163733948,A,33.07648669763812,86.16129309141698,-166.0062697777107,D,-78.24085352370776,A,20.171390981104565,143.36977275325106,134.3370755659095,B,-165.54370808738946,-94.80874850915517,D,95.79062017278757,36.49211857856996,1
None,Muslim,Germany,-31.88226274028631,A,53.07170071437319,-45.31805114859607,-168.12730225186834,C,-183.0187058634967,C,144.31753437412715,-161.69353098144174,-107.58338996941141,D,-80.41211267176092,63.45982808179742,E,136.37984334317474,134.41549009884116,0
None,Jewish,Mexico,-64.37127403050191,A,-79.61856163627559,62.33996010176012,41.101464547280955,A,-37.57502057145769,A,82.04606854368186,97.51275331892842,-32.884412672247954,B,-65.12868259254651,142.8395012853805,C,-169.54786904311305,-65.07025709189652,0
None,Hindu,US,-119.24089264756677,B,135.72862813272658,29.548212096607784,-3.729502025487567,D,77.75147509729045,B,-37.39902253776944,66.98638586061905,-134.98420844854365,B,45.93283871487206,26.603097616743156,C,-0.702251324210506,-51.2790127276774,0
Mental,Jewish,US,-30.578540373322017,D,-57.60428805136978,-7.964167928526016,-113.23224445462255,B,85.05287052638816,B,60.872142747096824,143.08399523379717,58.286805314902246,D,-85.01103172386485,34.574692822553644,E,-31.750705896763385,-39.101816117836755,0
Mental,Jewish,US,55.51354649435416,A,26.33854815067117,-5.744613085896097,-124.04324743834026,A,38.596912025477906,D,67.27936412060315,26.381039543244988,-88.36435160434162,D,16.13335843128994,-92.89884795012927,E,-65.94407159796272,4.566600336828801,1
None,Jewish,Mexico,4.282227085237151,E,13.043957746923954,-97.72931712368955,38.55189693392473,A,-128.9604423384994,C,-38.84556536598291,51.67626218543997,-108.17327461357351,A,-36.47562168807645,-239.72271737617854,B,-81.7316902784691,-156.72988030425773,0
Yes,Jewish,India,-115.46167626020889,D,87.90209065133872,106.42952744860241,58.12912754444592,E,1.9301456933580423,E,30.217708599428466,99.2798043036227,-215.02051136849317,E,-31.406786436087224,-63.19474486795939,C,-47.45553623855088,-167.50657479067863,0
