nationality,age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Germany,28,-39.34521096258881,48.5853053942249,B,96.34299166999743,-0.3333422320815477,A,E,0
Brazil,47,-115.66625016634251,-25.477917058026854,C,56.1467760670276,165.92739063632914,C,E,0
Germany,65,62.198366532535985,-235.91998812755878,E,5.935019299128044,-205.48762815637386,E,E,0
China,35,159.15865489465546,-97.0473914656134,A,37.3277718112088,-4.205804713045055,D,C,0
UK,38,200.22049163918538,-75.19939592275816,C,-30.288045946767884,-61.05769467418507,A,C,0
Mexico,75,29.90592395389629,118.67712254848568,D,31.016401590843024,178.09876522412094,C,C,0
Germany,56,168.00680116206905,35.023773809591376,D,16.265072697425644,25.94916799540667,C,E,0
China,59,-35.12984040186716,106.6136137646905,A,0.9533375634059137,110.59152280279127,B,A,1
UK,61,18.287750806057478,-199.3867389326328,D,-226.78141670354069,18.91101995966068,E,A,1
US,39,-57.58595678242654,-177.24212478604974,C,-10.834763942776359,-57.900770715084384,A,D,1
Brazil,18,36.87730600176861,190.2452787263237,C,-48.77540172811801,-58.09956373715713,C,D,0
Mexico,32,-33.84091195390245,-117.23425632371311,D,-207.83237193955398,126.71582830154769,C,C,0
China,47,-143.01773759456628,-66.36497595803277,B,165.5582155426408,147.29199018057207,C,A,1
Other,78,-45.81976227878343,4.22196565353536,E,-67.73813029420876,150.7826316852787,A,A,0
China,58,-111.7553428715269,-95.30711315999893,B,39.79195640160435,129.89045857096303,D,A,1
Mexico,23,-134.945303076698,236.1778414639966,C,-85.21129867669944,104.40840823807265,E,B,1
UK,67,19.280187177545375,-69.31556479168563,C,-126.42191584855618,6.288415208540836,C,D,0
Brazil,57,-10.680991587211322,-125.57418988918403,B,5.249020560314347,76.66082002464056,D,C,1
India,68,17.846946627362588,-101.89132459345967,B,287.7299436356728,-100.02244693081298,E,A,0
US,68,36.59461502987485,-29.335222236092367,B,7.424775381131498,-191.6331742093779,A,A,1
Brazil,30,25.023093103303502,-37.594970957891455,B,99.7697054120881,123.27422292855748,A,C,1
Brazil,62,100.04813551892514,62.054366886127276,C,-203.05769453135537,-158.2021631084161,B,A,1
China,36,-26.99755682419977,-13.71396886889073,D,87.69540996178729,41.165871229404885,C,E,0
US,56,29.744040133701972,145.06695900919283,D,-45.298189705824505,-36.84079148819385,E,E,0
Mexico,49,51.1237391716048,118.96915225505606,C,71.06400123966644,110.21527877827009,D,C,0
China,61,-64.74397389486016,186.4658885109078,E,-131.71846326024635,-56.373856707878666,D,E,1
Other,55,-142.52384562724015,117.67629082410286,A,70.13464216678541,-27.53654532833547,D,A,1
India,77,-29.812558066025613,-116.08177042752203,C,36.86931898974078,24.489012643472183,B,C,1
UK,44,20.245776645658857,-11.128260386987728,B,91.62017169576225,-82.00183938401763,D,D,1
India,67,35.20822612239113,17.37690499784351,E,16.51479517925919,-92.83698846168375,C,E,1
Mexico,78,65.07235788180348,184.43672025347567,A,-16.17467352749927,-153.93344244103747,D,B,0
UK,61,-15.681682970798812,118.16953087714109,C,160.80543145582234,157.0979141361337,C,B,0
UK,22,70.68370509872388,13.944768048281803,A,39.5471315468232,125.2791738588664,D,C,1
India,68,14.080018054465693,-155.58254134516827,C,21.256249207319257,-173.62924119037922,C,E,1
Brazil,34,2.2756718463452232,5.495321836257518,B,68.29192872470199,7.595882251244309,A,B,0
Mexico,34,-73.20988715763266,135.6438317894251,C,33.08980452723617,114.8153695482253,A,B,0
US,72,221.2289953724505,135.03971807787636,E,-212.9792349248065,63.827349012723374,A,C,0
Other,54,-106.34074817214912,-50.227941809939814,C,133.56027499013223,-18.09258229753157,D,E,1
Brazil,53,114.9847246270745,-66.3909453487244,B,-195.0059088258281,111.0447548204927,B,C,1
China,28,-50.578468003816134,22.799274904146603,B,101.36573844600427,5.792068357237551,E,A,0
UK,31,73.40307725819726,44.74824899385415,B,110.84619503482422,88.70188706880565,E,B,0
Mexico,60,2.3353406766013234,-50.99257191556777,C,-77.48927826959769,23.543800959893648,E,D,1
China,76,61.64785722196754,100.47924722260744,C,-64.86840106617726,103.52786465993418,B,B,0
India,54,81.60360515846878,-26.833030219610688,A,-15.998930708569272,-54.371252797274096,D,B,1
US,34,-36.217458155540236,158.50684081996508,C,-6.037029880372949,163.289224702834,D,E,0
India,57,-122.61810063542565,-76.41892756667724,B,-0.001629499112134164,83.09563534351487,A,E,0
Mexico,20,-7.9631703087378245,195.550031218712,E,-92.31616560798545,111.60920104558527,B,D,1
Mexico,45,-4.452917597007259,-143.97346497351043,E,-27.24419872908788,116.87238577308659,D,B,0
Mexico,32,-261.0754472433191,-85.34212713755188,C,-64.9479604831102,-75.71193526227093,A,A,1
India,65,90.61352666227229,12.466094065373177,B,-45.22314241977165,43.58499796238759,D,C,0
India,20,73.2925818430557,-43.59169460358354,E,8.123328207648568,-72.14240216012068,C,A,0
India,56,47.45906085374299,113.56425812565493,B,-46.87988657220997,25.96735517334689,B,C,1
Germany,41,-264.24720400198373,195.82967235115575,B,-54.42090858207796,-117.05136708790795,A,D,1
Brazil,63,-95.15762884904422,49.209343232981226,B,18.368833016196024,-1.4697477826866163,C,C,1
China,64,-81.06856377873991,-68.4268332190462,A,7.96886146212326,-80.11745087474218,C,A,0
India,49,-44.84771201223169,12.351795632173998,A,171.63519899919672,-29.748299684804618,A,B,0
Mexico,56,16.467237905611658,9.646704144642793,A,7.397552584743295,66.7439722787647,C,C,1
Brazil,76,89.51892065936686,-24.406724847190674,A,-17.139589650012304,186.73460220193076,D,B,1
China,66,102.88592590766538,-25.935623475500268,C,-2.643775788984825,99.72560207714113,D,D,1
Mexico,43,178.23058487344375,-22.66714310684805,D,-19.165446060878683,-82.27830761640936,E,D,0
Germany,52,32.138681471979794,6.405043097838503,C,20.92688119618757,107.77792973481412,A,A,1
UK,56,-105.74787048803236,72.41768812559168,A,-9.13951198368669,93.07397636249993,E,D,0
Mexico,30,-82.98547495379673,-144.93882295770482,E,-23.123148339233257,148.4807385199693,C,E,1
UK,26,33.408063892357056,-339.11737068605845,D,31.610785617379523,89.21018742579439,C,B,1
US,68,-43.171029249898666,-69.75583780927869,D,64.24118537053778,6.973526330197097,A,C,1
Germany,52,-133.387406455372,-27.712023442154614,D,94.24441958239173,79.18414952949881,A,D,1
Brazil,50,140.93708693756932,97.09386172517772,E,39.42376630332692,101.43931244139984,B,D,0
Other,55,31.305572505499313,-106.13046772163793,E,60.46899514557486,43.79051418959785,E,D,0
US,58,-23.3910409617956,-71.55917640256375,E,40.71598737169457,127.15193136345427,B,E,1
UK,46,-7.953018538761536,-1.236767667781252,D,-28.009071004947554,224.92738726314437,C,A,1
Brazil,46,-4.414915726975022,-96.70572720599641,E,-14.671169702264322,76.71458073685274,C,B,1
Brazil,51,-121.63096490393035,-185.7066669065878,D,2.9282988999551374,122.1957341598815,E,E,0
Mexico,74,-70.968730202971,-243.12775255843445,D,-3.9723196519313837,87.81384008888105,E,E,1
Mexico,62,207.09997779514407,-10.518651246205692,E,-106.20747549791012,-27.073107952855736,B,B,1
Mexico,48,112.84179111084687,98.25687366037229,A,58.62985435064115,17.88616105953572,E,A,0
Other,53,-71.85736448349135,-106.24550497979624,A,172.2034208413458,15.54807711268544,C,E,1
US,25,67.95147645188472,-46.94380232185361,D,82.37836660749662,18.226600338222653,C,E,0
Brazil,49,110.1505656626662,-55.307435868782626,E,11.006473723721038,-27.681522094840044,C,A,0
US,66,47.619575589268635,37.5233978384356,E,-0.8898974916637483,75.72702577030708,C,C,1
Other,40,103.46979271521073,-121.4924358241903,D,12.863483893827087,78.57924975084603,D,B,1
Mexico,39,105.80177579308412,140.31680174480175,A,98.22413493756518,176.32320669223688,B,E,0
Mexico,20,4.757502363012259,54.187533449559474,C,72.42673549209852,258.3418784164393,B,B,1
UK,41,98.40445459492328,-70.67667703002864,E,29.655631724892338,152.92247801689354,B,C,1
Mexico,37,4.657564543118785,9.246431918209172,A,101.38276585408718,38.04515900572675,C,A,1
China,50,65.42207530077435,-22.54416412243759,C,-45.86035594880696,-161.5989977003591,E,B,1
Brazil,34,7.705113346813837,-76.02386561172125,A,-46.80875457196919,45.41126913951638,D,A,0
Brazil,32,-2.8685671661801573,10.565032955379921,E,80.98229683141184,-10.84512103473781,B,A,0
Germany,56,-19.600138990368933,-22.056435203760408,B,128.9339355449915,41.296227257352015,B,B,1
Germany,64,124.7384224416642,-10.72688807011508,E,117.59344600299404,4.793366375990829,A,C,0
UK,68,89.02173684833727,-11.887671395057964,A,139.5581113847292,175.17355491021723,D,C,1
India,54,-9.441065194562553,11.084118298237373,D,52.66769614319345,48.377490260497225,C,B,1
Other,19,271.4634729228906,-13.101732419327734,A,-105.7522307201358,-58.03097933662711,E,E,1
Germany,48,8.446075829625562,166.9808611309084,B,94.17767368229097,-61.06140655016753,B,D,0
China,31,153.41905648273456,48.06588754119115,E,-123.83955172512009,9.42776147441738,B,B,1
Brazil,30,-105.48422933176933,-36.971569689879786,B,-4.349846505265697,14.316446265932978,A,C,0
China,39,8.48977992227801,-53.427333335072255,C,-53.67450629550154,6.000110389849013,B,B,1
UK,38,-80.45383830232991,-38.743676880398326,A,74.5825047236385,4.717099868844773,B,B,1
Other,55,107.12720376052263,-45.499283104448615,C,57.323498292733156,202.01178447349469,A,B,1
Brazil,25,15.986561783701994,41.57359156455081,B,-104.79587447899144,2.9997327530310396,D,B,0
Germany,67,178.59972532714306,-83.09683038607851,D,1.5067160872927317,14.44796074352586,E,B,1
India,77,-98.9819230190856,-138.60917452415995,A,-37.472967835994105,104.56126437577076,D,E,1
Other,77,83.07198817905918,-95.57084485265509,B,50.0255469453866,-113.82316964882324,A,D,1
Germany,64,95.91018605142817,27.871167394819054,B,-100.98401261883868,87.18389525244493,E,E,1
China,62,244.39712687922878,-48.44243075762511,A,102.38565740757477,-93.03392398310716,A,A,1
India,37,15.85686574344008,15.879179196183335,A,-158.7215363172268,199.34147425860144,A,A,0
UK,40,131.99775677003987,-9.849718771167089,D,-211.91937954351104,44.07716384018949,C,C,1
US,54,46.9539486376511,-99.08071615667603,E,-45.546219130230476,-136.57363692921362,D,D,1
US,40,254.19995470034186,-113.92140514402722,D,39.399361763712484,-9.225503307150298,B,B,1
Other,18,63.94581280789385,-82.09515827817843,C,99.24995577781527,7.485873279324619,D,E,0
China,32,136.93434807450967,-1.9217031311861377,B,-28.668996485489878,32.241029316312805,E,B,0
Other,56,-92.39298599687586,-35.46293566855873,A,-116.02052928325396,9.60998886191172,D,E,0
Mexico,33,42.89659547890097,66.51488730605041,C,-31.22688124336839,65.8937318911056,A,D,1
Other,20,-79.46925353611032,-54.212380486889145,B,85.70242168421748,30.851276118996168,C,A,0
Other,76,-54.12688242809103,-270.0578105915679,C,55.111507996185026,-5.403034537931925,A,A,1
Germany,23,-9.760486896924254,96.14368562994636,C,9.262805822671211,162.09791742785256,C,C,1
Brazil,22,57.46402907685597,-10.12272953089575,C,-71.20941226755015,-84.80006119436185,C,B,1
Brazil,67,-227.41309546307713,-190.8970136150963,D,-91.89475732630868,14.52595381474014,C,E,0
Brazil,71,-86.6477800135896,18.069267668655105,B,13.031495588390682,-4.440017237762907,A,B,1
Mexico,70,-14.45732602207022,-2.4127601809328714,B,47.93504469062881,117.30931659888199,E,A,0
Germany,62,62.465207602906105,122.1162934158559,C,119.83695161445442,96.56020413376173,D,A,0
Mexico,62,-80.17318461991144,-69.8331008841249,D,-145.93640643148308,-4.823741955095129,D,D,0
Mexico,30,79.85503635055288,132.44772720588156,D,33.030669349000924,132.7820213035397,A,A,0
Germany,78,34.94619348775708,57.931173334061405,C,-79.68904851547661,53.4913166904731,D,D,0
Brazil,29,46.621316964658845,-63.93859179961402,B,7.819792165437185,-67.25600749969173,B,D,1
